0.0015041+0.0099587j -0.0103337+0.00248203j -0.0063754+0.00144858j -0.00112919-0.00603835j 0.00167601-0.00128917j 0.00318534-0.00288591j -0.00340327-0.00412526j -0.00212894+0.00123942j 0.00029204-0.000653436j 0.00052391-0.00129428j -0.00149056-0.00118154j -0.00569692-0.000205377j 0.00173399+0.00765907j -0.00727634+0.00249315j -0.00174839-0.00160473j -0.000498324+0.00165157j 0.000785941-0.00332352j 0.000241651+0.00127216j 0.00611824-0.00105655j -0.00150787+0.00199514j -0.00451696+0.000894719j 0.00307402+0.000277182j 0.00108247+0.00256642j -0.0045879+0.00321135j 0.00494679-0.00205154j 0.00155769+0.00134062j 0.00232805+0.00113096j -0.00358867+0.00166978j -0.00162132+0.00596821j -0.000482706-0.00210188j 7.15101e-05-7.00866e-05j 0.00546386+0.00181735j -0.00374599+0.00207368j 0.00214245+0.00226396j -0.00142393+0.00225113j 0.00431686-0.000794447j 0.000832284-0.000792901j 0.00237837+0.00702337j -0.00143181+0.00629667j -0.00185514+0.000518093j 0.00470922-0.00447083j -5.3424e-05-0.000590551j 0.0022772+0.0037001j -0.00077333-0.0027552j 0.00131029-7.73761e-05j 0.00310848+0.00117784j 0.00190815+0.000429131j 0.000706917+0.00056598j 0.00443371+0.00068404j 0.000230476+0.00330515j -0.00332764-0.00200806j -0.000122518-0.000271757j -0.000589488+0.000713801j -0.00168888-7.63799e-06j 0.00469996-0.00625374j 0.00441132+0.0125866j 0.014843-0.00703341j -0.002283-0.00627333j 0.00723308+0.0028774j 0.00567323-0.000457315j 0.00325415-0.00477322j 0.00296977+0.000426872j 0.00361918-0.00410672j -0.00384521+0.00153231j -0.00817118-0.00486816j -0.00586659+0.00992163j -0.00464725-0.00487824j 0.0173569+0.0150657j 0.0168474-0.0155881j 
-5.9089e-05-0.00278681j 0.000241902+0.0012747j 0.00420913+0.000843696j -0.00335513+0.00409668j -0.00040462-0.000611824j -0.00254298+0.002321j -0.000838612+0.00369133j -0.00146702+0.000289611j -0.00342954-0.00329144j 0.00599003-0.00130187j 0.00077845-0.00208247j -4.63525e-05+0.00311033j 0.00460729+0.000145518j 0.00100181+0.00282343j 0.00165103-0.00113063j 0.00235351+0.00234914j 0.00175253+0.00377928j 0.00415813+0.00397534j 0.00081299-0.000792018j -0.00230647+0.00241848j 0.00283294+0.0014809j -0.00142916-0.00564761j 0.00414122+0.00480297j -0.000528578-5.93609e-06j 0.000720935+0.00221575j -0.00163377+0.000537397j -0.000381105-0.00177279j 0.00144526+0.000937397j 0.00255318-0.000776531j 0.000137041+0.00204608j 0.000719214+0.000978945j -0.000562027-0.00747129j -0.000424227+0.00369309j 0.00372299-0.00199756j 0.00473904+2.76396e-05j -0.0029323+0.00188362j -0.00150648-0.00584019j -0.00206108-0.00342914j -0.00296165-0.00483912j -0.00320922-0.00110072j -0.0100329-0.000157035j -0.000628739+0.00244288j 0.00451151-0.00575407j 0.00066404+0.0043575j 0.00216459+0.00284461j -0.0084726+0.00406164j 0.00919089+0.00709469j 0.00336002-0.00505919j 0.00103767-0.000325313j 0.000320146-0.00222214j -0.0021413+0.000917125j -0.00281577+0.00398778j -0.00700097-0.0031264j 0.00984476+0.0109412j 0.00134589+0.00609865j 0.00252824-0.00434593j 0.000150197+0.00316201j -0.00252717-0.00270967j 0.000665616-0.000567449j 0.00192521-0.00466788j 0.00857752+0.00288984j 0.0040748-0.00576498j -0.00567389+0.0124195j 0.00574411+0.00836577j 0.00154687+0.0094565j 0.00812995+0.00219814j -0.00230603+0.00029232j 0.00368094-0.00367028j 0.000777456-0.000702246j 
-0.00169835-0.00176461j 0.00137661-0.00176511j 0.00084812-0.00157954j 0.00168739-0.000894755j -0.00208391+0.00235044j -0.00321296-0.00388561j -0.00416539+0.00092949j -0.00264933-0.0017299j 0.00246881-0.000456672j 0.000365465+0.00308127j 0.00160498-0.000955464j -0.00348684-0.000929249j -0.000832578-0.00202027j 0.00118042-0.00043872j 0.00213327+0.000589626j -0.00256202+0.000724777j -0.000823037+0.00157877j -0.00117181+0.00145508j 0.00248795+0.00325128j 0.00242704-0.000279952j -0.00340843-0.000726822j -0.00237142+0.00199247j -0.00545235-0.00157385j 0.000331927-0.00250471j -0.00365219+0.00444746j 0.00153131-0.000930359j -0.000787195+0.000902673j -0.00129377+0.00286581j -0.00154553+0.00186819j 0.00202824-0.00242071j -0.00138856-0.00242847j 0.0070793-0.000587989j 0.00272095-0.00352839j -0.00133549+0.00303931j -0.00304869+0.00517563j -0.00206797-0.0031328j 0.00629338+0.00195644j 0.00669748-0.00206237j 0.00606727-0.00110338j 0.00224429+0.000859106j -0.0013125-0.00516908j -0.00661656+0.00219628j 0.00153547+0.00179982j -0.00157822+0.00661431j -0.00344362+0.000125225j 0.000135326-0.00392756j -0.0109862-0.00155784j 0.00149014-0.00433497j -0.00380887-0.00150994j 0.00432377-0.000731265j -0.000595124-0.00431281j -0.00259158+0.000213333j 0.000684196-0.00188034j -0.00471931+0.0025436j -0.0100423+0.00659996j 0.00648776+0.00113058j -0.00282296-2.04123e-05j -0.000353358-0.00132241j 0.00133443+0.00117363j -0.00293647-0.00239728j -0.00369264+0.00756691j -0.00131389+0.0015372j -0.0126263-0.00244453j -0.0035532+0.00581999j -0.00842972-0.00399626j 0.0015376-0.00603527j 0.00348934-0.00101006j 0.000207505-0.00320202j -0.00552007+0.00402654j 
-0.00251597+0.000305036j 0.000329699+0.0022066j 0.00594836-0.00178954j 0.000494456+0.0017547j -0.00406203-0.000280727j 0.00148767-0.00671988j -0.00512326-0.00199526j -0.0081955-0.00164358j 0.00055673-0.00556498j 0.00547492-0.00135227j 0.00704484-0.000184824j -0.00507984+0.00155187j 0.00449229+1.387e-06j 0.000435741-0.00284951j 0.00179795-0.00444198j 0.000415649-0.000634697j 0.0045114-0.000657497j 0.00253147+0.0039303j -0.00419483+0.0057335j 0.00283011+0.00238327j 0.000757627-0.00327508j -0.000839336-0.00290797j 0.000958422-0.00168704j -0.00336796-0.00110565j -0.0069047-0.00518597j -0.00235759+0.00160548j 0.00256184-0.00196005j -0.00674572-0.000962691j -0.00246728+0.00273096j 0.00101955+0.000572892j 0.00609915-0.00118736j 0.00409488-0.000495951j 0.00222912+0.00379515j -0.00330249+0.000123573j -0.00553921+0.00223261j -0.000917245-0.00612772j 0.00190919+0.00883752j -0.00212219+0.00604636j -0.00487927+0.00434432j -0.00731119+0.00295849j -0.000331244-0.00178623j -0.00490318-0.00374405j -0.000304295-0.00209336j -0.00143716+0.00703687j -0.000375084-0.0102237j 0.000275389+0.00519146j 0.00116218-0.0128238j 0.00856146+0.0029518j -0.00704698-0.00494436j -0.000512627-0.000656535j 0.00374602-0.00232305j -0.00560276+0.000622469j -0.000572257+0.00347874j 0.00816167-0.00107762j 0.00135024-0.000464334j -0.00315136+0.00123469j 0.0155232+0.00532923j -0.00339723-0.00797535j 4.82763e-05+0.00584349j -0.00158332-0.011943j 0.00306957-0.00218593j -0.00255642-0.0109463j -0.00215704-0.00585517j -0.011656-0.000666845j 0.00511232-0.00643257j 0.00353799-0.00233641j -0.00276128-0.00292862j -0.00423268-0.00419161j 0.0046106-0.00149881j 
0.00352494+0.00188203j 0.000592344+0.00559367j -4.41478e-05-0.00378125j 0.00174984-0.00213019j -0.00113108+0.0014051j 0.00121626-0.00375935j -0.00155647+0.000441662j -0.00232843+0.00303828j 0.00417842-0.00440771j -0.00105433+0.000975934j 0.00120571+0.00039518j 0.00393467+0.00264079j 0.00452563-0.00415361j -0.00121395+0.00266288j -0.00310985-0.00443524j -0.00204996-0.00106519j 0.00230577-0.00208722j 0.00376275-0.00282624j 0.00163282-0.00300136j 0.00397962+0.00330381j 0.000635534-0.000710884j -0.00506408-0.000917101j 0.00113988-0.00398381j -0.00173591-0.00117309j 0.00233197+0.00520708j 0.00451392+0.00325741j -0.0015819+0.00199575j 0.00611525+0.00507455j 0.00176678-0.00170518j -0.0016982+0.00425063j -0.000884662-0.00687727j -0.00362792+0.00152471j 0.000177581-0.000927624j 0.000447301-0.00110992j 0.000730664-0.00360772j -0.0057034+0.00405911j 4.64909e-05-0.000308409j 0.00147918+0.00466089j 0.000518191+0.00407799j 0.00748529+0.00808626j 0.00555742+4.58646e-05j -0.000946412+0.00359008j -0.00526628-0.00373505j -0.00280565-0.00214225j -0.00622047+0.00490388j 0.0105907+0.00535278j 0.00331928-0.000802211j 0.00380336-0.00535202j 0.00243215+0.00318659j 0.00164486+0.00761677j 0.00422834-0.00183454j 0.00589633+0.00292212j 0.0126097+0.00205933j 0.00295591+0.00109857j -0.0109856-0.00109834j -0.00496534-0.00540093j 0.00340461-0.00319869j 0.00491017+0.0142637j -0.00027568+0.00869424j -0.00311578+0.00666285j -0.00059189-0.0120346j -0.0135591-0.00081737j 0.00966757+0.0022632j 0.000254584+0.00544118j -0.00395632+0.00115517j -0.000214505-0.00279373j -0.00102121-0.00105697j 0.00136888-0.00105801j -0.00229643-0.00828012j 
0.00162695+0.00187464j -0.00300089-0.000262949j 0.00108784-6.86167e-05j 0.000315821+0.00306935j -0.00116572-0.00302301j -0.000991181+0.000518347j -0.0011954+0.000921196j -0.000946201+0.00196034j -0.00154913+0.00422594j -0.000181293-0.000401919j 0.000600135-0.0017557j 0.000791811+0.00227536j 0.00146872+0.00348558j 0.00151582-0.000240631j -0.000812253-0.00353384j -0.0025085-0.00212804j 0.00330266-0.00104063j -0.00169888-0.00162808j 0.00305178+0.00359832j 7.07439e-05-0.00100732j 0.00159333-0.00816063j 0.000279436-0.00448781j -0.00103085+0.00183915j 0.00164626+0.000590329j -0.00210086-0.000173446j 0.00404011+0.00184521j 0.000934575+0.00126037j 0.00222973+0.00609264j 0.0015646+0.00289114j -0.00477326+0.00221909j 0.00106255+4.86756e-05j -0.000103722-0.00434742j 0.000635047+0.00375501j -0.00139895+0.00373698j 0.00463049+0.00336079j -0.00310458-0.00194678j -0.00146327-0.00219414j -0.00157279-0.000426727j -0.00244741-0.000906547j 0.000380297+0.0120095j 0.0047667+0.00288817j -0.00695705+0.00453148j -0.00267557+0.00125219j -0.00323935-0.00734563j -0.00520586-0.0118131j -0.00240025+0.00718514j -0.00907905+0.00332073j -0.00120856+0.00107492j -8.84859e-05+0.00413469j -0.00180923-0.000136599j 0.00919728+0.0122167j -0.00299394+0.0101937j -0.00198539+0.0110808j -0.00980626-0.0007883j 0.00279503-0.00730886j -0.0034497-0.0071721j 0.00852714+0.00458609j -0.00107585+0.00943405j 0.000881718+0.00557767j -0.00669474-0.0040574j 0.00161868-0.00750943j -0.00304511-0.0106739j -0.00321106+0.00775435j 0.000198491+0.00399041j -0.00173606+0.00134343j 0.00144551-0.00499675j -0.00177938+0.00408007j -0.00325467-0.00291939j -0.00246306-0.000847584j 
-0.00259638+0.000948005j -0.0025404-0.00526473j -0.0017111-0.00434919j 0.00522213-1.81437e-05j -0.000794162+0.00222993j 0.00407053-0.000538895j 0.00293298-0.00184549j -0.000857839-0.00533389j 0.00149222-0.00140757j -0.00177823+0.00171201j 0.00439046-0.000847321j -0.00093884-0.00155114j 0.00197495-0.00151966j -0.000224632-0.00073428j 0.00132026-0.00253811j 0.00281236-0.00392233j 0.00185598+0.000658765j 0.000871783-0.00198031j -0.00465557+0.00538892j 0.000260928-0.000783835j 0.00118851+0.00104077j -0.00233018-0.00136932j 0.0045074-0.00189584j -0.00394526+0.00193475j 0.00228422-0.00211821j 0.000527579+0.00329897j 0.000319138+0.00428908j -0.00377133-0.00206663j -0.00634027+0.000215811j 0.00506002+0.00205065j 0.00490107+0.00354778j 0.00454565+0.00251432j -0.00184648+0.00814396j -0.00142789-0.00341202j -0.00589685-0.00306873j -0.00295075+0.00444449j -0.000458987-0.000671846j 0.00296875-0.00298826j -0.00372061-0.000357216j -0.000119866-0.00330687j 0.0124651+0.00809602j -0.00435742+4.5899e-06j -0.0102963+0.00196002j -0.00222063+0.00104422j 0.00732577+0.00230197j 0.00248594+0.00352354j 0.00468624-0.00329526j 0.00215569+0.00464061j 0.00528309-0.00320479j 0.00707887+0.000661665j 0.00246465+0.00435649j -0.00298284-0.00368942j 0.00151445-0.00711413j -0.00500753-0.00512473j -0.00445499-0.00402402j 0.00308647-0.00200571j -0.0015386-0.00802625j -0.0118225-0.00362833j -0.00254387-0.0100284j 0.0129729+0.0056893j -0.00617524-0.00692155j -0.00091667-0.00713871j 0.00610682+0.00162297j -0.00305884-0.00358548j 0.00221837+0.00272664j 0.00423145+0.00133715j -0.00469471-0.00247965j 0.00586171+0.000518285j -0.00355837-0.00113227j 
0.000794924-0.000897779j 0.00149335-0.0015032j 0.000913462-0.00327969j 0.000172982+0.00166789j -0.000445492+0.000631984j 5.04543e-05-0.00137857j -0.00202703+0.0019326j 0.00152688-0.00028777j 0.00115813+0.00245129j -0.00493019+0.000137695j -0.000886488-0.000618475j 0.000969399-0.000414855j -0.000344697-0.00134997j -0.000724834-0.0030363j -0.00174942-0.000537567j -0.000651523-0.00017359j -0.00201888-0.000460269j -0.00233105-0.000379224j 0.0015409+0.00068072j 0.000600044-0.00115769j 0.00390309-0.0025676j 0.00196952+0.00192715j -0.00139363-0.0033357j 0.000105588+0.000706928j -0.00154689+0.000619057j 0.00177421-0.00187964j -0.000902831-5.99977e-05j 0.000534425+0.00349872j -0.00208002+0.00127094j 0.00439303-0.00342718j -0.000674865-0.0041484j 0.00165792-0.000108498j 6.85711e-05-0.00172349j 9.52874e-05+9.79527e-05j 0.000113777-0.00262137j -0.00416124+0.00168811j 0.00507222-0.00306742j 2.99643e-05+0.00409815j 0.00132038+0.00180963j 0.000651686-0.00129279j 0.00529778-0.00202913j -0.00182861+0.00486188j 0.00225426+0.00132568j -0.0108659+0.00172116j -0.00286708+0.0010711j 0.00569047+0.0028997j 0.00557175+0.00462452j 0.00338384+0.00135383j -1.24981e-05+0.00196052j 0.00583858+0.000308377j 0.00383322-0.00354952j 0.0117527-0.00841389j 0.00286358+0.00391772j -4.68757e-05+0.00544392j -0.00465783+0.00373247j -0.00367109-0.00236171j 0.00262375+0.000305308j 0.00329953+0.0046737j 0.00226253-0.000475463j -0.00126645+0.000496588j -0.00542467+0.00412643j -0.00862274+9.7409e-05j 0.00536777+0.000168311j 0.000145428-0.00346359j -0.00506336-0.00581826j 0.00282695+0.00142772j -0.00694129+0.00290872j -0.000230144+0.00726468j -0.000951783+0.00407232j 
0.000742876+0.000603259j 8.92366e-05-8.09245e-05j -0.00392062-0.000343464j 0.00273192+0.000379703j -0.000665571-0.00105052j 0.000891108-0.0032341j 0.000333031+0.00120082j 0.00337884-0.000636568j 0.000696716+0.00179066j -0.00237884+0.000868964j -0.00186713-0.0029746j -0.00236167+0.000376415j -0.00212502-0.00360462j 0.00311163-0.00131487j -0.00282467+0.00402554j -0.00194909+0.00355258j 0.00271245-0.00294226j -0.0022722+0.00142905j -0.00180315+0.0028164j -0.00199189-0.000249803j 0.00201825-0.0011601j 0.00164129+0.00308841j -0.00671642-0.00328286j -0.00143344+0.00440455j 0.00343442-0.00139832j 0.00856411-0.00505407j 0.00367118-0.00426634j 0.00203366+0.00309677j 0.00207291+0.0070517j 0.00325426+0.000207097j 0.00395226-0.00467323j -0.0004869-0.00252148j 0.00325823-0.00109869j -0.00176102-0.000111605j 4.07239e-06+0.00363692j 0.00540725+0.00712959j -0.00386131-0.00140035j -0.00418899-0.00358245j -0.00440169-0.00109602j -0.0050854-0.00620476j 0.00892991-0.0114905j 0.000180831+0.00381426j 0.000622004+0.00506898j -0.000179426+0.000737069j 0.00693786-0.0070583j 0.00656406-0.0151528j 0.0125205-1.59997e-05j 0.000472536-0.00544987j 0.00222658-0.00761806j -0.00127063-0.00736326j -0.000920204+0.00396358j 0.00281625+0.000576488j -0.000202808-0.00210959j 0.00147555+0.00961451j -0.0022349+0.0095831j -0.000659311-2.25242e-05j 0.000282806+0.000340567j 0.00636578-0.00409499j -0.000820637+0.00423881j 0.00746188-0.0152329j -0.00830858+0.0068432j -0.00330268-0.000644604j 0.00773415+0.00295333j 0.00179341+0.00647097j 0.00416125-0.00180412j -0.00410306-0.004595j -0.00358684-0.00275869j -0.00274792-0.00119082j 0.00442005+0.00222401j 
-0.00151701+0.00216388j -0.00101628+0.00164651j -0.000350039-0.00227027j 0.00242294-0.000515962j -0.00199304-0.00180544j -0.00292465+0.00335752j -0.00198509-0.00228114j -1.36627e-05+0.00187993j 0.00427219-0.00717653j 0.00552981-0.00448797j 0.00336424-0.0013231j 0.00219502-0.00141758j 0.00337821+0.00328293j -0.00704039-0.00220022j 0.00061759-0.0039215j -0.00162373-0.000375201j -0.00408734-0.00602496j -0.00151433+0.0025653j 0.00446129-0.00342465j 9.58549e-05-0.00775702j -0.00331582+0.00103659j 0.00173156+0.00335851j -0.00434199+0.0044167j -0.000299245-0.000968101j -0.0027031-0.00346077j -0.000821698+0.0058208j 0.00195283-0.010042j -0.000959885-0.000696894j 0.00412641+0.003389j -0.00290869+0.00540719j -0.00264257-0.000784682j 0.000338401-0.0037885j -0.00801477+0.00492089j 0.00386165+0.00565551j 0.00115226+0.0038433j -0.0054748-0.00364084j 0.00128702+0.000922738j 0.00135063-0.003921j -0.00249599-0.00017097j 0.00175793-0.00561814j -0.000796778+0.00153308j -8.05068e-05+0.00401691j 0.00624443-0.00198966j 0.00310995+0.00214353j -0.0124393+0.00343181j -0.00365292-0.00187095j 0.000141144+0.00860284j -0.000646964-0.000448961j -0.000594422-0.00303124j -0.000174998-0.00883564j 0.0115294-0.00542798j 0.00715417-0.00305181j 0.00525444+0.00662607j -0.000384446+0.00590087j 0.0017933+0.00416914j 0.00245236-0.00818531j -0.00791029-0.00329316j 0.0061977-0.00998958j 0.00670233+0.000154969j 0.00224642-0.00187529j -0.00117826+0.00156782j -0.00250432-0.00189667j -0.00234312-0.000950628j 0.00374701-0.00464022j -0.00221303-0.00361165j -0.00240358-0.00127307j -0.0040125-0.00331768j 0.00309761+0.000657732j 0.000520869-0.00305122j 
-0.00372216+0.000219716j 0.00038088-0.000914459j 0.00276721+0.000164175j -0.000939866-0.00236168j -0.00129099+0.00229345j -0.000631875-0.00110695j -0.000959995-0.00463825j -0.000822012+0.00116313j -0.000693897+0.00369523j -0.00175423-0.00497929j 0.0010778+0.00454852j 0.000644416+0.00284327j -0.00277381+0.00269522j -0.00158879-0.00714645j 0.00690486+0.00314218j 0.00313145-0.000555944j 0.00325995+0.00267819j 0.00244383+0.00263735j 0.00119645+0.00279045j 0.00267215+2.03706e-05j -0.00200481-0.00245078j -0.00149351-0.0001289j 0.0022825-0.000788496j 0.00161745+0.000492486j -0.000356575-0.00327556j -0.00244689-0.000719505j 0.00171153+0.00118066j 0.0018415-0.00255853j 0.000606029-0.00234288j -0.000474916-0.00794349j -0.00349099-0.00280561j -0.00171081-0.00754275j -7.87414e-05-0.00603984j -0.000558857-0.000108806j 0.00109354-0.00208926j 0.00389352+0.00488518j -0.00494621+0.0033957j 0.00125512-0.00303611j -0.00142119-0.00514902j 0.00328203+0.0146633j 0.000711801+0.00114393j -0.00543038+0.00610268j -0.00184775+0.00148953j -0.00518853+0.0114973j 0.00119537+0.00169691j 0.00348037+0.00224922j 0.00709021+0.00642927j 0.000103009-0.000613196j 0.0100753+0.00587758j 0.00490803+0.000824787j 0.00117537-0.00151137j -0.00266002+0.00271704j -0.0022499+0.00944732j 0.000716431+0.00121586j -0.00454484+0.00554947j 0.00225264+0.0074682j 0.00528581-0.0113875j 0.0011782-0.0014319j 0.00800838-0.00766545j -0.0035367+0.00317667j 0.000976586+0.0159401j 0.00130665-0.00222466j 0.00103114+0.00145194j -0.00307022-0.000918218j 0.000673229+0.00138619j 0.00354969+0.00400953j 0.00079163-0.00380837j 0.00420584+0.000184358j 0.00607741-0.00161891j 
0.00100683-0.00140596j 0.00122743-0.00132268j 0.00184797-0.00171377j 0.000530301+0.00165456j -0.001843+0.002749j -0.00200396+0.00313684j 0.00107148+0.00188375j -0.00113977-0.00368934j 0.00460075-0.00251429j -0.00356949-0.000483805j 0.00323213-0.000167368j -0.000607796+3.28358e-05j 0.0033572+0.00115128j -0.00129996+4.36065e-05j 0.00283257-0.00447871j 0.00275402+0.00116485j 0.00143168+0.00159374j -0.00146724-0.000698119j -0.00444652-0.000430652j 0.000576106-0.00113793j -0.006235-0.000139604j 0.00110599-0.00378617j 0.000365352+0.00271218j -0.00165835-0.00430019j -0.00162467-0.00535514j -0.00548568-0.00198601j -0.000315949+0.00382504j 0.000769137-0.00271287j -0.00355114-0.00407497j -0.0059246+0.000560236j -0.00173113+0.00416409j -0.00561822-0.00138167j -0.00671622-0.00442204j 0.00237472-0.00174329j 0.00379207-0.00353567j 0.000136857-0.00510484j 0.00281668+0.00269538j 0.00221516-0.0012938j -0.000892546-0.00200716j 0.0171499+0.00499727j -0.00362838-0.00175196j -0.00140369+0.0017067j -0.000739484-0.00439166j 0.00357371-0.00184603j -0.00724175-0.00252226j 0.000798885-0.00622545j 0.00304939-0.00717393j -0.00605982+0.000383706j 0.00563029-0.00514816j -6.33322e-05-0.00150534j -2.36406e-05+0.000469719j 0.00607736-0.0067977j 0.0137483+0.00294065j -0.000714036-0.00330435j 0.00242992-0.00126354j 0.000470154+0.00877587j 0.0101746+0.00642204j 0.00239087-0.00946118j -0.000106997-0.000233422j -0.00237218-0.000679938j 0.0111445+0.0102942j -0.0013064-0.00156447j 0.00245533+0.00126703j 0.000969758-0.00073905j -0.000496837-0.00352025j -0.00198092+0.000813525j -0.0019504+0.00083156j -0.00287409+0.00277598j 0.000636744+0.000903875j 
-0.000579033+0.000245872j 0.000301483-0.00303058j 0.000903194-0.00324349j 0.00445438+0.000252374j -0.00132868+0.000278842j 0.00271654-0.00192494j -0.00306252-0.000225996j 0.00106105-0.00298434j 0.00542734-0.00101719j -0.00143758+0.00291225j 0.00451141-0.000875755j 0.00385762-0.00332434j -0.000867734-0.00125469j -0.00271446-0.00116829j 0.000403532-0.00123759j 0.00372535+0.00110875j 0.00348414+0.00118849j 0.00335263-0.000315859j -0.000140355+0.00354235j -0.00224295-0.0034252j -0.00131144+0.000248272j -0.00690411+0.000981167j -0.00216513-0.00329061j -0.00143284-0.000641427j 0.00373145-0.00254897j -0.00170648-0.00279751j 0.00226222+0.00178524j 0.00492603-0.000991824j -0.00466742+0.00111557j -0.000324761-0.000544222j -0.00500477-0.00230735j -0.00449752+0.00756814j -0.0111346-0.00265777j -0.00431777-0.00134366j -0.00178338-0.00890447j 0.00131704-0.00338252j -0.00195507-0.00113646j -0.000666236+0.00124927j -0.00509944-0.00561188j -0.000697224-0.00674061j -0.0074976-0.00348636j -0.000599289+0.00607697j -0.00852254+0.0033835j 0.00244944+0.00721759j 0.00269343-1.39811e-05j -0.00666753-0.00493797j 0.0116637-0.00253051j -0.0116438+0.000427286j 0.000252184-0.0101098j -0.00234174-0.00375917j -0.000513554+0.00603035j -0.00275258-0.0051859j 0.00685707+0.00133498j 0.00102876+0.0109371j 0.00672217+0.00835626j 0.00504293+0.0028041j 0.000363275-0.00758003j 0.00860146+0.00232417j -0.00113977+0.000735352j -0.000381761-0.00184878j 0.00451335+4.9225e-05j 0.00376122-0.00174757j 0.00507-0.00135131j 0.00543136+0.00571396j 0.000831548+0.00373336j -0.00108469-0.00370855j -0.00201881+0.000338268j -0.00274112-0.0043679j -0.00658182-0.00308076j 
-0.00186571+0.000367609j 0.00326707+0.000328887j -0.00019424-8.40209e-05j -0.000609134-0.00220069j 0.00365169+0.00191523j 0.00286223+0.00124273j 0.00018007-1.54264e-05j -0.00237044+0.00567285j -0.000923127+0.000760169j -0.00424167-0.000583402j 0.00266408-0.00101402j 0.00178426+0.000982439j -0.00113531-0.00324989j -0.00306581-0.00605686j -0.00176886-0.00214183j -0.00410378-0.000989322j 0.00648328-0.00330438j -6.34953e-05-0.00167586j 0.0033837+0.00353812j -0.00353289-0.00296725j -0.00312705+0.00252493j -0.00432885+0.00233826j 0.00798963+0.00167228j -0.00194365-0.00115503j 0.000893424-0.00308584j -0.000855101+0.00381148j 0.00673554-0.00775733j -0.00301516+0.000482246j -0.00232766+0.00330431j -0.00659758+0.00288823j 0.01101-3.11513e-05j -0.00615446-0.00197113j -0.00331196+0.00232344j -0.000108136-0.00138822j -0.000263433+0.00544354j -0.0020339-0.000126465j 0.00808602+0.00556132j -0.00473061-0.00431029j -0.0024377-0.00612624j 0.0144751-0.00729405j 0.00524386+5.88535e-05j -0.0026625+0.0111016j -0.0030878+0.0083041j 0.0080041-0.000388949j 0.00744585+0.00217514j 0.00123585+0.00383427j -0.00653847+0.00748098j -0.000300183-0.00101963j -0.00243723+0.00544555j 0.0025981+0.000313133j -0.00032246-0.0119059j -0.00267947+0.0112265j 0.00180916-0.00479832j -0.00321525+0.00753811j -0.00838645+0.00388463j 0.0105477+0.000424923j 0.00356227-0.00899982j -0.00805438-0.00655401j 0.00227236-0.000318957j 0.00542063+0.0013946j 0.010053+0.00461482j -0.0042707+0.00248403j -0.000211916+0.00676709j -0.00584894+0.00286525j 0.00253626+0.000935025j -0.00167915-0.00553147j 0.00380806+0.000625151j -0.00569838-0.00305215j 0.00384901+0.00333173j 
0.00462976-5.32836e-05j 0.00114673+0.00182531j 0.00103668+0.000973242j -0.00275814-0.000287865j -0.000666788+0.00114333j -0.00033454+0.00491001j -0.00159809+0.00255285j 0.00600814+4.91636e-05j 0.00241434-0.00152666j -0.00756815-0.00268871j -0.00111364-0.00317447j 0.000905623+0.00247542j 0.00185-0.0025453j 0.00316506+0.0036964j 0.00138378-0.000111697j -0.00389447+0.00166017j -0.000482914+0.00425131j 0.000193155+0.00388305j 0.000319227-4.10374e-05j -0.000652431-0.00191511j 0.00135838+0.00560236j 0.000284255-0.00136621j -0.00386135+0.00623423j 0.00227287+0.00100086j -0.000890712-0.00173231j 0.00226373-0.00906404j -0.00420727-0.00208056j -0.000708882+0.00265323j 0.00240663-0.00384698j 0.00914045-4.75765e-05j 0.00162345+0.00411635j 0.0019197-0.0064022j 0.00610216+0.00143242j 0.00284809-0.00398335j 0.00646039-0.00392644j -0.00589894-0.000705143j -0.00719746+0.00181358j 0.0057157-0.00244847j 0.00665788-0.00633543j 0.00259202-0.00628084j 0.0104978-0.00420163j -0.0013197+0.00246783j 0.00781299-0.0046993j -0.0122954+0.00012944j -0.00846733-0.00011567j 0.00939512+0.00274835j 0.000121158+0.00360472j 0.00584357+0.00452813j -0.000891795-0.0071718j 0.000759327-0.00548626j 0.00240412-0.00545813j 0.00895498-0.00133004j 0.00808159-0.0068068j -0.011265+0.0132433j -0.00359614+0.00685362j -0.0140896-0.00449838j 0.00966877+0.000898428j 0.000150171-0.00867979j 0.00339458-0.0068095j -0.00419375+0.00264122j -0.00285209+0.00617473j -0.00286668-0.00626005j 0.00254182+0.00359921j -0.00538113+0.00264678j -0.00302935+0.00469109j -0.00546052-0.00276803j 0.00139748-3.07275e-05j -0.00368423+0.00194222j -0.000899812-0.00248954j 
