0.0015041+0.0099587j -0.0103337+0.00248203j -0.0063754+0.00144858j -0.00112919-0.00603835j 0.00167601-0.00128917j 0.00318534-0.00288591j -0.00340327-0.00412526j -0.00212894+0.00123942j 0.00029204-0.000653436j 0.00052391-0.00129428j -0.00149056-0.00118154j -0.00569692-0.000205377j 0.00173399+0.00765907j -0.00727634+0.00249315j -0.00174839-0.00160473j -0.000498324+0.00165157j 0.000785941-0.00332352j 0.000241651+0.00127216j 0.00611824-0.00105655j -0.00150787+0.00199514j -0.00451696+0.000894719j 0.00307402+0.000277182j 0.00108247+0.00256642j -0.0045879+0.00321135j 0.00494679-0.00205154j 0.00155769+0.00134062j 0.00232805+0.00113096j -0.00358867+0.00166978j -0.00162132+0.00596821j -0.000482706-0.00210188j 7.15101e-05-7.00866e-05j 0.00546386+0.00181735j -0.00374599+0.00207368j 0.00214245+0.00226396j -0.00142393+0.00225113j 0.00431686-0.000794447j 0.000832284-0.000792901j 0.00237837+0.00702337j -0.00143181+0.00629667j -0.00185514+0.000518093j 0.00470922-0.00447083j -5.3424e-05-0.000590551j 0.0022772+0.0037001j -0.00077333-0.0027552j 0.00131029-7.73761e-05j 0.00310848+0.00117784j 0.00190815+0.000429131j 0.000706917+0.00056598j 0.00443371+0.00068404j 0.000230476+0.00330515j -0.00332764-0.00200806j -0.000122518-0.000271757j -0.000589488+0.000713801j -0.00168888-7.63799e-06j 0.00469996-0.00625374j 0.00441132+0.0125866j 0.014843-0.00703341j -0.002283-0.00627333j 0.00723308+0.0028774j 0.00567323-0.000457315j 0.00325415-0.00477322j 0.00296977+0.000426872j 0.00361918-0.00410672j -0.00384521+0.00153231j -0.00817118-0.00486816j -0.00586659+0.00992163j -0.00464725-0.00487824j 0.0173569+0.0150657j 0.0168474-0.0155881j 
-0.00132358-0.00205549j 0.00136362+0.0016984j 0.00130654-0.00234166j 0.000217167+0.00168482j -0.00284158-0.000282635j -0.00522599+0.00148355j -0.000149923+0.00244131j 0.0027689+0.00180937j 0.00217435+0.00136528j 0.00317636-0.00743989j 0.0016074-0.0035116j 0.00101095-0.000605176j 0.00367332+0.00242382j -0.00372617-0.000398979j 0.00448013-0.00197097j 0.00295425+0.00264974j -0.00122853-0.00457269j 2.89963e-05-0.00116027j -0.00135728-0.00570529j 0.00399221-0.000923458j -0.00126821-0.00216839j -0.000256755+0.00363089j -0.00164707-0.00292581j -0.00185634+0.00110617j 0.00175851+0.00389313j -0.000328935+0.00285725j -0.00741122-0.00221343j -0.00491496-0.00168581j 0.0123097-0.00565073j -0.0053302+0.0028596j -0.00410045-0.00386505j -0.00173235-0.000469865j 0.00552646-0.00301237j -0.00821136-0.00659164j 0.00699228+4.47043e-05j 0.00311866-0.0012899j -0.000901137-0.00378467j 0.0047713-0.0018771j 0.00723057-0.00784745j -0.00291504-0.00937008j 0.00919866+0.00200525j 0.00124526+0.00099036j 0.00909634-0.00632514j -0.00679097+0.00359986j 0.00540046-0.00222139j 0.00243602-0.00174943j -0.000876778-0.002421j -0.00200681-0.00340777j 0.0117205+0.0013652j 0.00279097-0.00308935j -0.00891622-0.00494379j 0.000293635-0.00521257j -0.00558489+0.0019059j -0.00048826-0.00813677j -0.00820963-0.000429815j -0.00675118+0.0067775j -0.0021129-0.00284306j -1.88527e-05-0.0053928j 0.00186776+0.00311117j 0.00492888-0.00302985j 0.00702797-0.00462906j 0.00419726+0.00462716j 0.0029639-0.00107224j 0.00424741+0.000875602j 0.00242475-0.00212412j 0.0024262+0.000968619j -0.000569611+0.00335914j -0.00481917-0.00141089j 0.00112554-0.00134423j 
-0.00250397-0.000733479j 0.00359081-1.14758e-05j -0.00202366+0.00265573j 0.00159568-0.00117022j 0.00280965+0.0012457j 0.000227422+0.00408083j 0.00048579-0.00160075j 0.00187645+0.000145514j -0.00126438-0.000522361j 0.000454622-0.000949468j 0.00323864-0.00185074j 0.00505236-0.00264541j -0.00587128-0.00639464j -0.000500518+0.000670694j -0.0030381+0.00201448j -0.00024252+0.00134627j -0.00455498+0.00228588j 0.000346631-0.00112058j -0.00688161-0.00398267j -0.000946674-0.0040945j -0.00295713-0.00477914j -0.00798456-0.000557884j 0.00226379+0.00418329j 0.00601469-0.0021599j 0.00298807+0.00109388j 0.00436611-0.00533286j -0.00396859-0.00474502j 0.00546999-0.00187502j -0.00781296+0.000449796j 0.00473805+0.00288986j 0.00299927-0.000255984j 0.00230957+0.00129171j -0.00387433-0.00187934j 0.0125749+0.0069386j 0.00362292+0.00643864j -0.00244789+0.00136332j -0.00494616+0.0115414j 0.011449-0.00200914j -0.00286687+0.00427146j -0.00602526+0.00976028j -0.0136262+0.00889206j 0.00051149+0.00412421j 0.0026959+0.00292709j 0.0112582+0.00222749j -0.00457946+0.0029213j -0.000505192+0.00802813j 0.00425671-0.00584939j 0.000468958-0.00278618j -0.00816154-0.00199911j 0.00270648+1.50147e-05j -0.00866794-0.00487274j -0.00170562+0.00933665j -0.00404901+0.00741157j -0.00178813+0.00606584j 0.00431145+0.000391005j 0.00124502+0.0027251j -0.000503116+0.00376671j 0.00249465-0.00143351j -0.000958646-0.00333315j -0.00280586-8.24759e-05j -0.00225085-0.00319984j 0.00280887-0.00362942j -4.38823e-06+0.000810717j -0.000261383-0.00463694j -0.000349734+0.000820243j 0.000804484-4.2032e-05j 0.00122057-0.000619888j 0.00111579-0.0027387j 0.00149351-0.00219669j 
0.00192025+0.00065197j 0.00219415+0.000245228j -0.00326925+0.00023232j 0.000567628+0.0012944j 0.00291803+0.000596678j 0.000603956-0.000208483j 0.00190804+0.00337401j 0.000227664-0.00202092j 0.00266167-0.0010703j -0.00462733+0.0023852j 0.00157425-0.00330208j 0.00120209-0.00136238j -5.33117e-05-0.00430824j -7.65192e-06+0.00154644j -0.00244343+0.000731308j 0.00116593-0.00100169j 0.00486629+0.000876225j 0.000161353-0.000344032j -0.00281227-0.00327602j -0.00302869+0.00167466j -0.00531728-0.00205437j -0.00280605-0.00120818j -0.00419063-0.00113182j 0.00039142+0.000347204j 0.00257678-0.0046834j -0.00296113-0.00267573j 0.0108658-0.00479988j -0.00432331-0.00417254j -0.00586481+0.00289419j -0.00311616+0.0026127j 0.0031014-0.00373488j -0.000216652+0.000309221j -0.00211265-0.00333233j -0.00111189+0.00332846j -0.00488491+0.00425138j -0.00416941+0.00183054j -0.00342555-0.00486452j 0.00156484+0.0103746j -0.00519738+0.00312511j -0.00131215+0.00200029j 0.00113456+0.00263518j -0.00874051-0.0071838j -0.008713-0.00229677j 0.00397529+0.000129647j -0.000234193-0.00917229j -0.0153875+0.00264668j -0.00253193-0.00619155j -0.00242072+0.000889894j -0.00512369+0.0035946j -0.00411827+0.000536898j 0.00192651-0.00653409j -0.0125292-0.0129398j 0.00124018-0.00200799j -0.0108405-0.00660112j 0.0035029+0.00607658j 0.00219002-0.00244624j 0.00079961+0.000938847j -0.00402936-0.00139845j 0.000619181-0.00650042j 0.000286252-0.00352098j 0.000660873+0.00548193j 0.000160375+0.000506783j 0.00136278-0.00240964j -0.000577868-0.000979548j -0.00311603-0.000371443j -9.52503e-05-0.00449064j -0.00543653+0.000838577j 0.000801573+0.00327786j 0.00303609+0.00197602j 
-0.000622535-0.00164638j 0.00254442+0.000618412j -2.10219e-05-0.000100127j 0.00427318+0.00139638j -0.00378131-0.000329856j -0.00142743-0.00194355j 0.00206657-0.00382006j 0.000310303-0.00209411j 0.00131544-0.000989304j -0.00167839+0.00318533j -0.00145015+0.00688178j -0.000697466+0.00306337j -0.000308103-0.00171196j 1.7965e-05-0.00315113j 0.000154491-0.000637937j 0.00416189-0.00274804j 0.000519494+0.00374296j -0.00176943-0.000903239j -0.00235979+0.00540308j -0.00278522-0.00465038j 0.000738232+0.00365759j -0.00278537-0.00441188j -0.00684611+0.0064851j 0.00289326-0.000167067j 0.00232454+0.000312323j -0.00153785-0.000863125j -0.00514133-0.00214516j -0.00313615-0.00207147j 0.00211878+0.00372396j -0.00365157+0.00371909j -0.00640492+0.00426082j 0.00823089-0.00408087j 0.00230161-0.000870285j 0.00331201+0.00109262j -0.00418214+0.000316881j -0.00348924-0.00082689j -0.0102018+0.00310547j 0.00552836+0.0075062j -0.00574283+0.0004014j -0.00626545+0.00501315j 0.00432849-0.00470747j 0.00535043-0.000305588j -0.00590968-0.00170898j -0.00249888+0.00757402j 0.000603805+0.00553951j -0.00376803+0.00852558j 0.00375329-0.00437827j 0.00323282+0.00606406j 0.00769047+0.00121462j -0.00526778+0.00277018j 0.000370952+0.00195309j -0.000658426-0.00120021j -0.00127012+0.00240874j 0.00200078+0.00986654j -0.000635148-0.00572042j 0.006325+0.00403891j -0.00641936-0.00128627j 0.00272656+0.000116371j -0.000398702+0.00534763j -0.00296009-0.00168673j -0.00225639+0.00661669j 0.00172625-0.000629934j -0.00128479+0.00193957j 0.00800923-0.000314285j -0.00175063-0.000869036j 0.000576173-0.00210534j 0.00181743+0.00451079j 0.00259953-0.00213563j 0.00289094+0.00054238j 
-0.000776907-1.84351e-05j -2.65506e-05+4.35333e-05j -8.66858e-06+0.000180077j 0.000315212-0.0027684j -0.00197505+0.00141941j -0.000749856-0.00340311j -0.00239905-0.000336902j 9.59178e-05+0.00225939j -0.00229155+0.00518933j -0.00509822-0.00357221j -0.000190198-0.00157088j -0.00382031-0.00431794j -0.00293741-0.00559524j 0.000142618+0.00317037j 0.00587034+0.00309329j -0.00559894-0.00551863j 0.00183082-0.00260207j 0.0030437+0.000979396j 0.00715951+0.00483159j 0.00353292+0.00711601j 0.000864294-5.12987e-06j 0.00478522+0.00341399j -0.000429128-0.00586051j 0.00152679+9.20609e-05j -0.00415931+8.38713e-05j 0.00474652+0.00350548j -0.001672-0.00302144j 0.00551936+0.00865256j -0.00847706+0.00261965j -0.00102273+0.00876669j 0.00157507+0.00139434j -0.00446557+0.00225664j -0.00293564-0.00142968j 0.00594221+0.010076j -0.000737412-0.00428017j -0.00495267-0.0115997j -0.0133783-0.00378264j -0.00448436+0.00134189j 0.00592483+0.00214847j 0.0118403-0.00968104j -0.0143668+0.00803749j 0.00521077+0.00896239j -0.00215232+0.00224125j 0.0111477-0.0032246j -0.00239876-0.00740928j -0.0038209+0.00982342j 0.00646553+0.00447591j -0.00114974+0.0115936j -0.00298569-0.00310663j -0.00146514+0.00184376j 0.00620413+0.00299686j 0.00552614+0.00446592j -0.00200844-0.00559757j 0.00301698-0.00268988j 0.00496588-3.87477e-05j 0.00631435-0.00197019j -0.000959176+0.00508374j 0.00221644-0.00285378j 0.000277202+0.000464325j -0.00448509-0.00584997j 0.00779523-0.00348082j 0.00189199-0.00177277j -0.00446454+0.00222655j 0.0035625+0.00148743j 0.000699102-0.000689427j 0.000364501-0.000614955j 0.00352395+0.00129911j -0.00140242-0.00113759j 0.00207772+0.0006577j 
-0.00107504+0.00162546j 0.000810387+0.0010462j -0.000918512+0.00162427j 0.00028461-0.000464594j 0.00122774-0.00183007j -0.000649559+0.000656512j 0.000732189+3.13086e-05j 0.00425946+0.00223054j -0.00215512-0.000551402j 0.00212808-0.000409739j -4.00084e-05-0.00339855j 0.00517496+0.000914239j -0.00109698-0.000960775j 0.000664609+0.00165694j 0.000861523-0.00352972j -0.00181056-0.0014987j -0.000282885+0.000574617j 0.00487287+0.00143459j 0.00186082+0.00539219j 0.00126725-0.00418627j 0.00466139+0.00132538j -0.0015976-0.00606554j 0.00286691-0.00154902j 1.71929e-05+0.0071878j 0.00218145+0.00385546j 0.00164014-0.00575587j -0.000779334+0.000152302j -0.00212039+0.00191999j 0.00358102+0.00326364j 0.00654986+0.00214765j -0.00467539+0.00340769j 0.00145609-0.000630107j 0.00127087-0.00305465j -0.00361471-0.000482004j 0.00343206-0.00227646j -0.000296814-0.00367985j 0.00668711+0.00133739j -0.00164469-0.00293718j -0.0055581-0.000712323j -0.00383772+0.00554624j -0.00498144-0.00251803j -0.00752598-0.00204947j 0.00559641-0.000854719j 0.00414162+0.0105784j -0.00280586-0.00226563j -0.00142608-0.00662402j -0.0037558-0.00558181j 0.00175425+0.000568265j -0.00751281+0.00403393j -0.00196273-0.00104671j -0.00455283+0.00163201j 0.00363168+0.0084626j -3.31134e-05-0.00322207j 0.00390517-0.000474623j 0.00194751-0.000899702j 8.42075e-06+0.00280652j 0.00499554-0.00971951j -0.0109799-0.000579588j 0.000572831+0.00597249j -0.00426332-0.0035243j 0.000881987-0.00463972j -0.000775682-0.00626523j 0.00377182+0.00650482j -0.00373827+0.00696057j -0.000754073-0.00288034j 0.00103486-0.0019937j -0.00073365+0.000184045j -0.00473672-0.00238657j 0.00220632-0.000754175j 
-0.000703625-0.00148227j -0.000794957+0.002487j -0.00173174+0.00123629j 0.00171802+0.00249566j -0.000433625-0.00205487j 0.000715948-0.000639189j -0.00285166-0.000723337j -0.0049307-0.000264934j -0.00447332-0.000375218j -0.00292139-0.000159934j 0.00256307+0.00350576j -0.000925758+0.00297131j -0.00309565+0.00335894j 0.00217559-0.000349156j -0.000193996-8.05169e-05j -0.00296577+0.00064555j -0.00214365+0.000913018j 8.33433e-05+0.00213833j 0.000631207+0.00429225j 0.00149294-0.000390782j 0.00132923+0.00565304j 9.2998e-05-0.00348027j -0.00049054-0.00208196j 0.00237256+3.56648e-05j -0.00240485+0.00362402j -0.00204489-0.00125123j -0.000709495+0.00155402j 0.0015789+0.0056067j -0.000214296+0.00544702j 0.0042662-0.00273787j 0.00068647+0.00749073j 0.00137119+0.00767323j -0.0030684+0.00654044j 0.00538472-0.00935882j -0.00192554+0.00189755j -0.000805617+0.00264033j 0.00647205+2.26393e-05j -0.00390005+0.00135799j 0.00110913+0.00391367j -0.00430635+0.000834999j -0.00165684-0.00613109j 0.00719872+0.00043242j 0.00564698+0.00230132j -0.00238128-0.00450386j 0.00592393+0.00703971j -0.00180239-0.00808355j 0.00542638-0.00589102j -0.00355826+0.00395468j -0.00511951+0.000678904j 0.00106863+0.00399954j -8.29536e-06-0.000120397j 0.00978023-0.00434124j -0.00604613-0.00914982j 0.0112338+0.001583j 0.0053173+0.00667852j -0.00147737-0.00899985j 0.00203455-0.0057711j 0.000275524+0.0026957j 0.000808493-0.000948642j -0.0010475+0.0012199j 0.0045882+0.00324077j -0.00135652-0.00305704j 0.000668524-0.00231645j 0.00407884-0.000795873j -0.00217825-0.000733006j -0.00141922-0.00209704j -0.00555576-0.00264806j 0.00349399-0.000228904j 0.00264277+0.00242522j 
0.000567253-0.000711805j -0.00372591+0.00163257j -0.000883621+0.00326142j 0.00195668+0.000468087j -0.00170741-0.00235118j 0.000186143+0.000850726j -0.000526476-0.00210499j -0.0022374+0.00199128j -0.000889016+0.00104539j 0.00455765+0.00287924j 0.00140406+0.00582275j -0.00103526+0.00435548j 0.00204227+0.000581479j -0.00056303+0.000494089j -0.00164126+0.00207844j -0.00569215+0.00145062j -0.00214703+0.00282002j -0.00116953+0.00154625j 0.000503221+0.00357598j 0.00345331-0.00300225j -0.00255699-0.000231129j 0.00340493-0.00595348j 0.00215304+0.00293378j 0.00267893-0.00204936j -0.000723834+0.000258786j 0.00350892-0.000561211j 0.000592146+0.00354156j 0.00444531+0.00233671j -0.00168471+0.00502664j -0.00058705-0.00344863j 0.00272829-0.00636647j -0.000929512+0.00387153j 0.00159718-0.00321061j 0.00164746-0.00391939j -0.00224203-0.00798848j 7.71334e-05-0.00368107j -0.0109777+0.00287678j -0.00129743+0.0031423j 0.0047414-0.00873695j 0.0118257-0.00163059j 0.000411966+0.000807967j -0.00616825-0.000807914j -0.00274067+0.0103921j -0.00127575-0.000565451j 0.00233879-0.00296292j -0.0045055-0.00189289j 0.00151308-0.0011017j -0.00403344+0.00401989j 0.00634975+0.00401411j -0.00019892+0.000356117j 0.00285382-0.000383099j 0.00345638-0.00243277j -0.00691126-0.00490947j -0.00943202-0.00211587j -0.00458035-0.0024277j -0.00250183-0.00380184j -0.00564661-0.00469189j -0.00167043-2.63984e-05j -4.46187e-05+0.0053389j 0.00728727+0.000318626j -0.00446492+0.00164726j -0.000404718-0.000200798j 0.0011504-0.000902524j 0.00138017-6.80857e-05j 0.00143866-0.00185468j -0.00233884-0.0014915j -0.000139611+0.000243579j 0.000608438-0.000871418j 0.000582694+0.00383743j 
-0.00155719+0.00121325j -1.34262e-05-0.00188488j 0.00174069+0.000503159j 0.00255335-0.001516j -0.00131315+0.0023283j -0.00236635-0.0034161j -0.00271431-0.00156597j -0.00358413-0.00444789j 0.00169164+0.00111173j -0.00067968+0.00129224j 0.00145488-0.000164704j -0.000719778-0.00280651j 0.000374305-0.000188996j 0.00111678+0.00016466j 0.00169606+0.00159157j 0.00143056-0.00454426j 6.70148e-05-0.00109291j -0.00194171+0.000296767j -0.00162246+0.00592972j 0.00215628-0.000388968j 0.00322364-0.00400058j -0.00424796+0.00671289j 0.00051492+0.00404841j -0.00227812-0.000880852j -0.00937362-0.00440122j -0.00117389-0.00498385j -0.00323084+0.000212975j 0.00403902+0.00022235j -0.0106673-0.00472778j 0.00335702-0.00350006j 0.00160619+0.00307133j 7.31114e-05-0.00494162j 0.00122703-0.00916948j -0.00727518+0.00835689j -0.00119238+0.000397503j -0.000104992+0.0130764j -0.000811482-0.0104576j 0.00318036-0.00862103j 0.00396576+0.000299468j -0.00795993+0.00902774j 0.00763869-0.0135767j 0.00585895-0.00405362j -0.00754815-0.00467504j -0.00588403+0.00234173j 0.000283893-0.0073263j 0.00932018-0.00785044j 0.00612952+0.00535416j 0.00160924-0.00343627j -0.0015914+7.70314e-05j -0.00630976+0.000462988j -0.00586069+0.00834738j -0.00182807-0.0030076j -0.00246072-0.00726869j 0.00142617-0.00369257j -0.00681245+0.00679862j -0.00746255+0.0039892j 0.00147619+0.00459145j -0.00198203-0.00224758j 0.00202035+0.000473262j 0.000137921-0.0033371j -0.00117694+0.00775489j -0.0035375+0.000840599j 0.00437043-0.00151758j 0.00588113+0.00153204j -0.00119951+0.00116894j -0.000503549-6.95125e-05j -0.00304982+0.000884198j 0.00088943-0.00214789j -0.000430003-0.00215386j 
0.00259068-0.00029529j 0.000766091+0.00098103j 0.00487322+0.000465495j -0.0043442+0.000166485j -0.00159341+0.00171203j 0.00159705+0.000507944j 0.000290347+0.00139555j 0.00447809-0.00121297j -7.26161e-07-0.00252194j 0.00207383-4.61948e-05j -0.00300785-0.000995335j -0.00450434+0.00358281j 0.00198411-0.000843175j 0.0045286-0.000703977j -0.000149764-0.00252986j -0.00024599-0.000682044j -0.000838086-0.0012924j -0.00110463-0.00208805j -0.00168485-0.000114251j 0.00520441-0.000763047j 0.00378559-0.000138321j 0.00323847-0.00103859j 4.12041e-05-0.00274552j 0.00515865+0.00315028j 0.000668128-0.000210633j 0.00591682+0.00317188j -0.00018083-0.00274242j 0.000326834+0.00243971j -0.00327888-0.0019843j -0.00846397-0.00427179j -0.00312908+0.00294195j 0.00478573-0.00215307j -0.00607136+0.00316184j 0.00110484+0.00351425j -0.00326437+0.00236976j -0.00183843-0.00355229j -0.00365069-0.00244473j 0.00922221+0.0049456j -0.00539045-0.000769299j 0.00344222+0.00767298j 0.00781799+0.000584382j -0.00770923-0.00341199j 0.00676739+0.000491472j -5.18654e-05-0.000861401j -0.000444306-0.00597668j 0.0103893-0.00482937j -0.0011346+0.00297128j 0.0058779-0.000633749j 0.00791366+0.000710581j 0.0119806+0.00318212j 0.000799468+0.00600678j 0.0056+0.00463477j 0.000739481+0.00122876j -0.0116675-0.00861155j -0.00713641-0.000356245j 0.00106747+0.00100031j -0.00452257+0.00951751j 0.0108726+0.00366189j -0.001419+0.00471019j 0.00641097-0.00122194j -0.00953686-2.58172e-05j 0.0023393-0.00132053j -0.00394538+0.00129043j -0.00350055-0.00142435j 0.000115643-0.00267731j 0.00193708+0.002315j 0.00267194-0.00200874j -0.000274308+0.00125924j -0.000333281-0.000155346j 
0.00218291-0.00279913j -6.17489e-05+0.00124221j 0.000126049+0.00237022j -0.000832548+0.00125245j -0.00166815+1.60828e-05j -0.000801613+0.0035281j 9.49268e-06+0.00383013j -0.00164518-0.000738527j -0.00421207-0.000224174j 0.00147376+0.00111093j -0.0032674+0.000378187j -0.00216898+0.00325084j 0.000229105+0.00123298j -0.0010533+0.00212929j 0.000386202-0.000501349j -0.00127435+0.00236294j -0.000947212-0.000393713j 0.00301754+0.000852869j 0.00648387-0.00912753j 0.00145077+0.00314688j 0.00170621-0.00323368j 0.00460329-0.00500665j -0.00283226-0.00349806j 0.00396173+0.00748114j -0.00678538+0.000401204j 0.00147013+0.00278329j -0.00467278-0.00233584j 0.00198899+0.00724343j 0.00125998-0.00106706j -0.00281949-0.00184255j -0.000818586+0.000830674j -0.00451489-0.0060026j 0.000914627+0.00133291j -0.00350142+0.00488909j -0.00617565-0.00397327j 9.2737e-05-0.0046438j -0.00750406+0.00616561j -0.00194827+0.00436323j 0.00205514-0.00150022j -0.0022339-0.00187004j -0.00377255-0.00890993j -0.00564008+0.000440092j 0.000912623+0.0030401j -0.00256372+0.00698636j -0.00642973+0.0025084j -0.00509376-0.0105355j 0.00277434-0.00338362j -0.00232616-0.00395182j 0.00108662-0.00314132j -0.00425955+0.00480063j 0.00185739-0.00696618j -0.00325129-0.00975884j -0.00608359-0.0060388j -0.000214982-8.41816e-05j 0.00668568+0.00136264j -0.00521273+0.0019795j 0.00781852-0.00356989j -0.00543131+0.00183466j 0.00769239+0.00492507j -0.00944076-0.00110554j 0.00844051+0.00270824j 0.00160767+0.000624217j 0.000302432-0.0082948j 0.000691562-0.000510945j -0.00588244-0.00350436j -0.00480005-0.000845891j 0.00182577+2.33477e-05j 0.00249265+0.00224234j -0.00151077-0.000311775j 
0.000424798-0.000662616j -0.000373397+0.000862294j -0.00135672-7.34421e-05j 0.00395454+0.00117376j -0.000713851+0.00114484j -0.00206817-2.49877e-05j 0.000264543+0.00215292j -0.00104367+0.000117128j 0.0103584+0.00022329j 0.00105191+0.00112246j 0.00385858+0.00187909j -0.00283292+0.00263439j 0.00365488-0.00149368j -0.00487328-0.00583814j 0.00309423+0.00302961j 0.00130973-0.0013924j -0.000725386-0.00174781j 0.00396899+0.00327597j 0.000584131+0.00197412j 0.00868068-0.00774054j -0.00477717+0.0036146j 0.0035905-0.00271771j 0.000681562+0.00357314j -0.00349731-0.00392989j 0.000535064+0.000922336j -0.00246246+0.00312084j 0.00695377-0.00525447j 0.00526243-0.00594645j -0.00214153-0.000903319j 0.00597587-0.00470097j 0.00194283-0.00478936j 0.00301516+0.00516811j 0.00224649+0.00148986j -0.00335563+0.00759071j -0.00381614-0.0045425j 0.00507143+0.0014221j 0.00701799-0.0153172j -0.00189515+0.0018391j 0.0104697-0.00659942j -0.00433062-0.00183779j 0.000195691-0.0138737j 0.0111609-0.00932969j 0.00400942-0.000256884j -0.00620473+0.00178482j -0.00637232-0.00862119j 0.0101432+0.00570927j 0.00451249+0.00888939j 0.0048631-0.000920067j -0.000816482-0.000318548j 0.00204924-0.0016377j 0.000700133+0.00051054j 0.00159869+0.00757935j -5.32865e-06+0.00844544j 0.00130704+0.00771019j -0.00339226+0.00274785j -0.00289208+0.00353841j 0.00497734+0.00619054j -0.000542544+0.00360501j -0.00223836-0.00102741j 0.00302414-0.00326476j -0.00686999+0.0028112j 0.000474527+0.00418868j 0.00115212-0.000456929j -0.00399703-0.00262754j -0.00187153-0.00074876j 0.0013776+0.000164431j -0.00182987+0.00628393j 0.00100588+0.00167378j 0.00186795+0.000812527j 
-0.00119126+0.00187231j -0.0039963+0.000412764j 0.0036799+0.00162428j 0.000197929+0.00250686j 0.000732386-0.00167132j 0.00544549-0.000235954j 0.00111712+0.000687607j -0.00151972+0.000587802j 0.00115031-0.00113857j 0.00179328+0.000569155j -0.00342796-0.000880626j -0.00242924+0.000990337j -0.00210133+0.00199265j 0.000274854-0.0017925j -0.00288648+0.00398472j -0.000736604+0.00355104j 0.00260783-0.00289184j -8.03989e-05-0.00151869j 0.00232993+0.00302004j 0.00128353-0.00136178j 0.0019723-0.00246646j 0.000905091+0.000892864j 0.00422422-0.00314068j 0.00154913-0.00767814j -0.00300484-0.00144546j 0.00478272-0.00362839j -0.00247688+0.00104116j 0.00233038-0.00987921j 0.0013383+0.001309j -0.006299-0.00874333j 0.0083909-0.00642964j -0.00434445+0.00139875j -0.00156647-0.00178244j 0.00810014-0.000382905j -0.000887757-0.000248257j -0.00565298+0.0055265j -0.0103768+0.00931465j -0.00655168+0.00304065j -0.00172288-0.00503664j -0.00110444-0.000727919j -0.00183993+0.00702815j 0.00279397+0.00117359j 0.00248815+0.0061549j -0.000586113+0.00144555j -0.00569638-0.00177492j -0.00105714+0.00246351j 0.00741141-0.00776428j 0.00204513+0.00592889j 0.00427163-0.00304963j 0.00585524-0.00574158j 0.00189454+0.00476139j -0.00257761-0.00414492j -0.00227134-0.00130334j 0.00117229+0.00248846j 0.00413095-0.00401043j 0.00270931+0.00479214j -0.0043266-0.0045998j 0.00327879-0.000345202j -0.00106984-0.00197016j -0.00295558-0.00205407j 0.000209772-0.0047475j -0.00446738+0.00270714j 0.00354133-0.00362267j -0.00188293-0.000808158j 0.00107885-0.000843502j -0.000585432+0.00206209j 0.00330819+0.00214268j -0.0019483-6.23684e-05j 0.00134308+0.00370606j 
0.00337793+0.00155848j 0.000811991-0.000907575j 0.000378304+0.00150643j -0.000302382-0.000934025j -0.00050202-0.000289653j -0.0048855+0.0023297j -0.00179946+0.00248708j 0.000559493-0.000700064j 0.00387536-0.00374574j 0.00257619+0.0007622j -0.000660427-0.000279705j 0.00229199-0.00338669j 0.00109627+0.00257207j -0.00182984+0.00131762j -0.00180025+0.00139797j -0.00207464+0.00294883j -0.0015818-0.000151452j 0.00117333-0.000297808j 0.00271712-0.00113079j -0.00423061-0.00734066j 0.00218372-0.00307922j 0.00555-0.00714164j -0.00211453+0.00126429j -0.00924294-0.00209816j -0.00733599-0.00124772j -0.00181607-0.00764397j 0.00028593+0.00122886j 0.00436057-0.00712721j -0.00423388+0.0120856j 0.00519302+0.00101989j 0.000952106-0.00235588j -0.00236489-0.002256j -0.00682185+0.00718325j 0.0102269-0.0173045j 0.00222067+0.0042058j -0.00767508-0.00232349j -0.00104816+0.0217069j -0.00502272-0.00182121j 0.00884192-0.00335082j 0.00248051+0.00938546j 0.000440909+0.0114184j -5.4795e-05-0.00208945j -0.00281809+0.00938963j 0.00365827-0.00145013j 0.00788711-5.58023e-05j 0.00283482+0.0110973j 0.00213628-0.0129355j -0.000436566-0.00437176j -0.0121162+0.00302371j -0.0021445+0.0008906j -0.00330087-0.00370219j 0.00382249+0.00251433j -0.00212904+0.00373275j -0.00638669+0.001512j 0.00058096-0.00893437j 0.00244927-0.000825005j 0.00157812+0.000397281j 0.000414102-0.00236744j -0.000729767+0.00524895j -0.000545626+0.00357037j 0.000708196+0.00276225j 0.0065988-0.00294262j 0.000910383-0.00362264j 0.00302263+0.00170043j -0.00494374-0.00287194j -0.0027907-0.0013169j -0.0023524+0.000810893j -0.00348504+0.00229795j -0.00131776-0.00195991j 
