-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
4.46593e-05-0.000666196j -0.000557666-0.00104818j 0.0027992-0.00197896j -0.00140053-0.00125999j 0.000390298+0.000179784j 0.00175086-0.00236218j 0.00146814-0.00272127j -0.00257455-0.00290047j 0.00225697-0.00243371j -0.00231013-0.000804201j 3.14964e-05-0.00455113j -0.000752184-0.000841462j 0.00423302+0.000492927j 9.62799e-05+0.000425351j -0.000820424-0.00127495j -0.000313568-0.00144526j 0.000496483-0.00233142j -0.00189625+0.00209428j -0.000517044-0.00124552j -0.00438626+0.000848367j 0.00314675-0.00330612j 0.00468358+0.000825272j 0.00224494-0.00151861j -0.000481172-0.000972023j -0.00126079-0.00127721j 0.000518925+0.00159997j 0.000788811+0.000877025j -0.00189648+0.00126938j -0.0012254-0.000462787j -0.00077808+0.000857035j 0.00166663-7.73506e-05j 0.00277658+0.000398113j -0.000345917+0.00147677j -0.000364462+0.00574493j -0.00346165+0.00239937j -0.00224963+0.00178964j -0.00286563-0.000244304j 0.00198873-0.00127636j -0.00122817-0.0013523j 0.00328071+0.00185478j -0.00143697-0.00117015j 0.00105115+0.000188679j -0.000844572+0.00352928j -0.00363017-0.000875485j -0.00140377-0.00269661j -0.00171219+0.00105279j 0.000735972+0.000346003j -0.00250565+0.00150394j -0.00314849-0.000789744j -0.00135461+0.00352812j 0.00195073+0.00330987j 0.00246762+0.00679621j -0.000881448+0.00526569j -0.00212819-0.000527582j 0.00637231-0.00409648j 0.00279363+0.00310689j -4.91534e-05-0.00566971j 0.00735557+0.0014023j -0.0110678+0.0103563j 0.00125196-0.00582245j -0.00525177-0.00213026j -0.0101384+0.0128181j 0.00244081-0.00346855j 0.00900615-0.00807631j -0.00880037-0.00560953j 0.0105746+0.00171759j -0.00416753-0.00322676j 0.00357797-0.00314545j 0.00671401-0.00200624j 0.00447495-0.00713137j 
-0.00210748-0.00225912j 0.00291791-0.00115927j 0.0022884-0.00151272j -0.00150598-0.000348566j -0.000285877-0.00301951j -0.00179995+0.000493682j 0.00125585-0.00184801j -0.00212315-0.0021911j 0.00352884-0.00311786j -0.00381992-0.00209859j -0.000915441+0.00111929j 0.00404901+0.000816521j -0.00180161+0.00164555j -0.00176204-0.00126666j 0.00171534+0.00355388j 0.000789977-0.00217213j 0.000332486-0.00134467j 0.000510166+0.00062405j 0.000919323+0.00359051j 0.00235901-0.00062067j -0.00111932+0.000121392j -0.0027795+0.00204508j -0.000942604+0.00137215j 0.00486898+0.00111893j 0.00075319+0.00169965j -0.00184721+0.00130235j 0.00291598+0.00177585j 0.00212927-0.00284255j -0.00159768-0.00354099j 0.000320522-0.00095981j -0.00211249+0.00282839j -0.00187304-0.00136954j -0.00262717-0.00109274j -0.00195433+7.73912e-05j -0.00156898-0.00134836j -0.00126806-0.00122j -0.0026282-0.000604776j 0.00163637+0.00572783j 0.00382452+0.00179084j -0.00333629-0.00595562j -0.000355328+0.0013267j -0.00140161-0.00121488j 0.00223826-0.00224619j 0.00101207-0.00334762j -0.000719108-0.00130789j -0.00139964-0.00318552j 0.00272555+0.00353189j -0.00164839+0.000875259j 0.00302237-0.00515184j -0.00147375+0.00196008j -0.00398803-6.06997e-05j 0.00371495+0.00132709j 0.00117724-0.00278458j -0.00480703+0.00242217j -0.00296752-0.000189069j 0.00696816-0.00155178j -0.00481-0.00144779j 0.000713361+0.0017237j 0.00928529+0.00272809j -0.00625976+0.00731483j -0.0160987+0.0100607j 0.004114+0.00433777j -0.0113381-0.00158201j 0.00587874+0.00525112j -0.000505427-0.00218759j -0.00724149-0.000302752j 0.00483547-0.00569016j 0.00939386+0.0014881j -0.00356348+0.00501197j 0.00392815-0.000654061j 
-0.000429906-0.000185434j -0.00101906+0.00196186j 0.00116949+0.00106707j 0.000170846-0.00229907j 0.00194315+0.00041816j -0.000395495-0.000905278j -0.000618642-0.000925112j -0.000757819+0.000413826j 0.000173108+6.52614e-05j 0.00119157+0.000105336j -0.00230201+0.00154254j 0.000513017-0.00124131j -8.02646e-05-0.00140871j -0.00184436+0.00268992j -0.000544561+0.00025456j -0.000433854+0.00246148j -0.00128367+0.00130659j 0.00185184+0.000772896j 0.00107797+0.00254666j 0.000841544-0.00194349j 0.000748544+0.0018445j -0.00071419+0.00111874j -0.000686827-0.000782541j 0.00172801-0.00414365j -0.000580904-0.00117991j -0.000325118+0.00282609j 0.00175669-3.01302e-05j 0.00212997+0.000810382j -0.000157064-0.000184319j 8.44712e-05-0.00317328j -0.0015376-0.00174775j 0.0011809-0.00707133j -0.00262495+0.000240108j -0.00124533+0.000268448j 0.00160367-0.000323903j -0.000751628-0.00309931j -0.00483011+0.000335121j 0.00174296+0.000516403j 0.0013651-0.00247394j 0.00236629-0.00195434j 0.000342105+0.00172762j -0.000224338-0.0002903j 0.00333896+0.00428376j 0.00558065-0.0020871j 0.00288357-0.00168919j 0.00172728+0.00126845j 0.000160933+0.00543383j 0.00181236-0.00140633j 0.000776802+0.000569352j 0.00263667+0.00218241j 0.00293254-0.000262148j -4.15937e-05+0.00416676j -0.00375745-0.00422634j -0.000483513+0.00258428j 0.00296464+0.00458957j 0.00399521+0.00589663j 0.00483058+0.00253821j -0.00290812-0.00359305j 0.00502679-0.000103402j -0.00560229+0.00547114j -0.00504125+0.00939195j -0.00224527+0.0112023j -0.00617136+0.00264497j 0.00273487-0.00220287j -0.00172495+0.00358377j 0.0018525-0.00237176j -0.00384955+0.000180243j 0.0034039-0.00392231j -0.0035147+0.00123105j -0.000195304-0.00229508j 
-0.000682396+0.00122373j -0.000245606+0.000558825j -0.00163962+0.000301206j 0.00128186-0.0019996j 0.0010285-0.000603905j 0.000145582-0.000186915j -0.000515565+0.00265376j 0.0028418-0.00243161j -0.0004058+0.00289469j 0.00056573-0.000728855j 0.000178182-0.00244955j -0.00325339-0.000459878j -7.84779e-06+0.00125429j 0.00214821-0.000696686j -6.12269e-05-0.00241374j 0.000342437-0.00110229j -0.00037411+0.000348184j -0.0019545-0.00191984j 0.000671279-0.0021688j -0.00231218-0.000451854j -0.000903665-0.00111864j 0.00174739+0.0035758j -3.82121e-05+0.00242404j -0.000938253-0.000645844j 0.000116781-0.000995158j 0.00186236-4.20588e-06j 0.000560221-8.38355e-05j 0.000422311+0.000678555j -0.000460445-0.000235639j -0.000270953+0.00162106j 0.00316085+0.00050971j -0.00335729+0.00333219j 0.000330266-0.00065013j -0.000754408-5.7174e-05j -0.00302303-0.00290238j 0.000160927-0.000811092j 0.000731504-0.00232322j 0.000294651+0.000934329j -0.00534874-0.00194615j 0.000878392+0.000862286j 0.00203358-0.00165996j -0.000549169+0.00122505j -0.00529803-0.00244269j -0.00187405-0.00251984j -0.00240208-0.00250125j 0.00142914-0.000825583j 0.000763855+0.000940574j -0.00153223+0.00370439j 0.00280494+5.30817e-05j -0.00343542-0.00265345j -0.00283139-0.00200546j -0.00296094-0.00207459j 0.00277882+0.0049703j 9.05603e-05-0.00126872j 0.000561581-0.00114112j -0.000967591-0.0038975j -0.00258263-0.00357903j -0.00061444-0.00150391j 0.00734918-0.00829685j 1.57524e-05+0.00421476j 0.00524994+0.00761857j 0.00472709-0.00929553j 0.00730771-0.0033242j -0.00590378-0.00426054j -0.00192518-0.00359495j -0.00908379+0.000965179j 0.00427269-0.0034857j -0.00120846+0.000758817j -0.00286341+0.00524604j -0.00290917+0.00273335j 
0.00165636+0.000434783j -0.0012091+0.00300238j 0.000906404-0.00119111j 0.000449517-0.000771287j 0.00129999+0.00104561j 8.58437e-05-0.000193918j -0.00177259-0.00134994j -0.000537219+0.000399463j -0.000839608+0.000507278j 0.00179782+0.00272543j -0.000742824-2.16789e-05j 2.73359e-05-0.00347407j 0.00434073+0.00167381j -0.00182208-0.00227195j 0.00203235+0.00308066j -0.000350266-0.00209966j -0.000348164-0.00138849j -5.17176e-05+0.00161736j 0.000588501-1.5985e-05j -0.00195449+0.00108107j -0.00129335-0.00175095j -0.000309866-0.000118501j -7.36842e-05+0.000782072j 0.00328083+0.000909718j 0.00209291+0.000852295j -0.0009651-0.000634429j 0.00164075+0.00038657j 0.00405925+0.00516544j -0.00222208-0.000755649j 0.000336007+0.000445345j 0.00338262+0.000115234j 0.00114411+0.00214204j 0.00080689-0.00286124j 0.00171288-0.00186175j 0.00185409-0.00154996j -0.00160938-0.00248237j 0.000963159-0.00202473j -0.000165883+0.00256157j -0.00299408-0.00271945j 0.00432393+0.00260082j 0.00135991+0.00114501j -0.00018334+0.00124073j 8.04774e-05+0.000852707j -0.00194108+0.00212353j -0.00168973-0.0029459j -0.00227362+0.000668468j -0.000988914-0.00438663j -0.00257828+0.00260617j 0.00124941+0.00201002j -0.00382626-0.000154517j -0.000729946-0.00401072j -0.00335763-0.00644468j 0.00622418+0.00371412j -0.00221111-0.0042172j 0.000355574-0.00414957j -0.000253197-0.00218414j -0.00182925-0.00417413j 0.0049037-0.00495596j 0.0064276+0.0117091j -0.00490884-0.005914j -0.0139349+0.00469159j 0.000570401-0.0049693j 0.00224929-0.00673664j 0.000948532-0.0051341j -0.00630785-0.00100509j -7.96701e-06-0.00348556j 0.00105135-0.00395022j 0.00305456+0.00221529j -0.00351946+0.00355714j 0.00283025-0.00459323j 
-0.00155762-0.000772457j 0.00190487-0.00261652j -4.32133e-05+0.000745349j 0.000146346+0.000427208j -0.0023421-0.00191885j -0.00418481+0.00279507j 0.00518153+0.00198023j 0.00347792-0.000816229j 0.00244523-0.00406249j -0.00625541-0.00390983j 0.000395907-0.00365153j 1.53956e-05+0.00152263j -0.00461894+0.000650344j 0.00147073-0.000973222j 0.00145594-0.000868012j 0.000218928-0.00405086j -0.00205921-0.00360607j -0.00461391-0.000723518j -0.00130848+0.00142202j 0.00124172-0.00192864j -0.000975715-0.00320348j -0.00365989-0.000468313j -0.000691864-0.000876642j -0.000490974+0.000993253j 0.000281865+0.00306021j 0.00110767+0.00197937j 0.00317097+0.00218733j -0.00430389-0.00175774j -0.00124218-0.00213251j 0.00180582+0.00142933j 0.000261738+0.00303259j 0.00079892+0.00139887j -0.00158081-0.000782554j -0.000442213+0.00468243j -0.000956374-0.0024538j 0.00181618+0.000795827j 0.0024662-0.00140914j -8.86905e-05+0.00227437j -0.000490363-0.000232035j -0.00831182+0.00079952j 0.00147511+0.00239265j 0.000400393-0.00270126j -0.0016856+0.00372551j 0.000160828-0.00164681j -0.00138873+0.00151928j -0.000145995+0.000612437j 0.0027048-0.00164246j -0.00104163+0.000144838j -0.00229798-0.00379508j 0.00425215+0.00384191j -0.00630388-0.000179208j -0.00289612+0.00174448j -0.00590835-0.00835639j 0.00312431+0.00464211j -0.00140309-0.00034081j -0.00491572+0.00559486j -0.00298488-0.00232015j -0.000310376-0.00200046j 0.000489596-0.000649671j -0.00196006-0.00204189j 0.00787703+0.00801933j 0.000305379+0.00685191j 0.000312742+0.00131636j 0.00430934+0.00212343j 0.00698026-0.00420641j -0.00891594-0.00691219j 0.00138568-0.0028255j -1.70458e-05-0.000209421j 0.00483681-0.000209349j 0.00171097-0.0042585j 
0.00173015+0.00026859j -0.0012197+0.00184344j 0.00134267+0.00411114j 0.00290624-0.00272239j 0.000793485-0.000192346j 0.00256579+0.000158429j 0.00319696+0.000662738j 0.00154255-0.00212502j 0.00340289-0.00066654j -0.001387-0.00442728j 0.000470476-0.00434516j -0.00183562-0.000169896j 0.00268285+0.000155812j -0.000947488+0.000814171j -0.003013-0.0026244j 0.00158469-0.00127754j -0.00251283-0.00160215j -0.00494111+0.000911549j -0.000681759+0.00033495j -0.00375855+0.000209325j 0.000186414-0.00205207j 0.00437034+0.00110531j 0.000463235+0.0011848j 0.00161301-6.52688e-05j -0.0039728+0.00218234j 0.00153653+0.0040392j -0.000386667+0.000617702j 0.00170595+0.00200922j 0.00217824+0.000513163j 0.00146578+0.00397108j 0.00269907-0.00127118j 0.000268344+0.000482166j 0.00153648-0.00057063j -0.00524674+0.00148274j -0.00253661+0.00103378j -0.000984334+0.00148073j 0.00152169+6.56232e-05j 0.0047149+0.00443138j -0.00481747+0.00114179j 0.00691342-0.00349373j -0.000765041-0.00106494j -0.0043891-0.00318864j -0.00341114+0.00574884j -0.000349431-0.000910123j -0.00251859+0.00163855j 0.00182378+0.000462585j -0.00174564+0.000696938j -0.0037898-0.00151715j 0.00287627+0.00124195j 0.00641723+0.00194175j 0.00563636+0.00477593j -0.000399852+0.00845576j 0.00552122-0.00592606j -7.03022e-05+0.00249635j 0.0027253+0.000850343j -0.00721283+9.41066e-05j 0.00375593+0.00471838j 0.00315328+0.00194962j 0.00070169+0.00130796j -0.00153318-0.00371046j 0.00242694+0.0067402j -0.0130842+0.00496102j 0.00250863-0.000349806j -0.00155402-0.0042698j -0.00860892-0.00283887j 0.00161043+0.000648272j -0.00149463+0.00277608j -0.0019806+0.000136826j 0.00285887-0.00415661j -0.00259022-0.00212913j 
0.00195002-0.00414599j 0.000703089+0.0014492j -0.00208388+0.00218641j 0.00403609+0.00112586j -0.00318434+0.00167635j 0.00219781+0.00184954j -5.34148e-05-0.00652702j -0.00179361-0.000922138j -2.69145e-05-0.000348906j 0.000314574+0.00126224j -0.00188292+0.00289833j 0.00227215-0.00161108j -0.00162903+0.00114827j 0.000133538-0.0017802j -0.00265232+0.00239086j -0.0037346-0.00112444j -0.00132228+0.00106829j -0.000535827+0.00647485j -0.00144687+0.00344189j 0.000771259-8.79629e-05j -0.00293492+0.00277356j -0.00104751+0.00117721j 6.08739e-05+0.000673833j -0.000772763+0.00226644j -0.000262283+0.00105364j 0.00183166-0.000826382j -0.00238067-0.000309485j 0.00239343+0.00307214j 0.00162316-0.00182105j -0.00220549-0.000517871j 0.00133729-0.000300236j -0.00178797-0.000177415j -0.0026014-0.00366561j -0.000767542-0.00178052j 0.000149303+0.00097168j 0.00397562-0.000186513j -0.00103708-0.00199168j 0.00143347+0.000123797j -0.00238473+0.00229119j 0.00444396-0.000107419j -0.00059854+0.00144526j -0.00362731-0.00438487j 0.00471772-0.000837297j -0.000380392-0.00389369j -0.000726445+0.000344169j 0.00853967-0.00556526j -0.00486538+0.0105872j 0.0013135+0.00473085j -0.00522104-0.00149315j 0.00267441-3.61087e-05j 0.00173971-0.00167036j -0.00229999+0.0018855j -0.00693084-0.000479715j 0.00895279-0.00715056j 0.00161769-0.00141621j -0.00115396+0.0100174j 0.00445238-0.000610361j -0.00766948+0.00146864j -0.00175157+0.00126577j -0.00256622+0.0031293j 0.00545856-0.00143338j 0.00187958+0.0052168j 0.00898276-0.00758156j -0.00601804-0.00190655j 0.0011235-0.00340269j -0.00839869-0.00252863j 0.00109099+0.00141684j -0.00738824+0.00423546j -0.0030025+0.00249065j 0.00369434-0.00517132j 
-0.00362446+0.00267003j 0.000970281-0.000917713j 0.000941608+0.005901j 0.0033455-0.00232358j -0.000800732+0.00247795j 0.000795027+0.0020083j -0.00195919+0.00273262j 0.00188654+0.00297057j -0.000566317+0.0019738j -0.00114984-0.00120899j 0.000999623+0.00449602j 0.000490627-0.000998042j -0.00277155+0.000461878j 0.00244324+0.00186816j -0.000167671-0.00164679j -4.08593e-06+0.000164392j -0.000152704+0.00359854j 0.00098287+0.000626325j 0.00408183-0.00161041j 0.000554953-0.00498591j 0.00322668+0.00625122j 0.000239169+0.00130938j 7.94941e-06+2.66667e-05j -0.000334239+0.00114024j 0.00245329-0.00114098j 0.00236251+0.00135094j 0.00381448-0.000429691j -0.0023586-0.00206734j 0.00112337+0.000761829j 0.00409367-0.00276903j -0.000883407+0.00487513j -0.00215247-0.00107022j -0.00107328+0.000946687j -0.00134225+7.93088e-05j -0.00589082-0.00221914j 0.00113383+0.00180967j 0.000899852+0.00157196j 0.00183811+0.0013031j 0.00228312-0.0013684j -0.00158387-0.00298516j 0.00122495+0.000554206j -0.00465517+0.000305143j -0.00471664-0.00399168j -0.00512721+0.00468645j -0.00052021-0.00112867j -0.00335686-0.00193153j 0.00969849-0.000500951j 0.00198823-0.000465227j -0.00411864+0.00170136j 0.000422694-0.00160564j 0.000751732-0.00190556j 0.00375745+0.00473609j -0.00499472+0.00594773j 0.00268104-0.00471933j 0.00483146-0.00313532j 0.00600942-0.00856521j -0.000780483-0.00528115j 0.00275651-0.000147709j -0.011588-0.00082576j 0.00448048+0.00244252j 0.00496394-0.000704869j 0.00584204-0.000964512j -0.00341129+0.00471644j 0.00784784-0.000332921j -0.00228426-0.000547451j -0.00184814+0.0082384j -0.00685175+0.00896258j -0.00510861-0.00250881j 0.000302027+0.00696889j 0.00130485+0.00295185j 
-0.0010111-0.00232501j 0.00140557-0.0021452j -0.00538437+0.00233134j 0.00282804+0.00314391j -0.00178831+0.000596492j 0.000973457-0.00157707j -0.00188779+0.000623141j -0.000413303+0.00195009j 0.00087278+0.00332021j 0.00350167-0.000787918j -0.000409245-0.000307619j -0.00056245+0.00168785j 0.00113081-0.00304069j 0.000378507+0.00096726j 0.000246713-0.000383602j 0.00187506+0.000764677j 0.00190729+0.0038163j -2.10324e-05+0.00199471j -0.0012795-0.00060814j -0.000421288-0.00104782j -0.000354066+0.000661445j 0.00134182-0.00388433j 0.00263771-0.00160955j 0.00262959+0.00157097j -0.000710797+0.00176718j 0.00152792-0.00207929j -0.00166423-0.00211226j -0.00133641-0.0032923j 0.00273638+0.00305663j 0.000635704-0.000948476j 0.00038359+0.00182321j -0.00269036+0.0028409j -0.00774102+0.00317062j -0.00337455-0.00179574j -0.00388637-0.00566196j 0.00233289+0.00149311j 0.000597107+0.00323253j -0.00528528-0.00125571j 0.001223-0.00478673j -0.00315639+0.00150314j 0.00158225+0.000738293j 0.00102738-0.00273439j -0.00670818-0.000127509j -0.00233462+0.000669866j -0.00106198+0.00346063j 0.00132552+0.000570353j -0.00107601+0.00882395j -0.00249678-0.00396968j 0.00029176-0.00151744j -0.00441153+0.00472405j -0.0038574+0.00440595j -0.00423632+0.00388714j 0.0054469-0.000573023j -0.00792401+0.00036667j 0.00169133+0.00173292j -0.0113174+0.000530229j 0.00145159+0.00424846j 0.0110181+0.00133636j 0.000512214-0.0117901j -0.00976944+0.00217914j -0.0183461+0.000534045j -0.0117886+0.00250337j -0.0023643-5.81368e-05j 0.00532499+9.50303e-05j -0.0040412+0.000835569j 0.00371453+0.000542641j 0.000245805+0.00052619j -0.00231869+0.000518968j -0.00105154+0.00104578j 0.00361193+0.000158403j 
0.0013386-0.000899278j -0.00169748+0.000806813j 9.84479e-06+0.00336378j 0.00408547-0.000842879j 0.00248871+0.00130613j 2.79704e-06-0.00155901j -0.0011578+0.000855509j 0.000201352+0.000198185j 0.00491391+0.00261512j 0.00223321-0.00307539j 0.000578324+0.00115143j -0.000474368-0.000557125j -0.00136889-0.00279769j -0.00120907-0.00382043j -0.00277789-0.0016806j 0.00237102+0.000158872j 0.000966911-0.000682397j 0.00344006-0.000877126j -0.00521776+0.00163714j 0.00183004+0.00255444j 5.6023e-05+0.00112397j -0.00232154+0.00173597j -0.00245464+0.00197342j -0.000731515-0.00160083j -0.00494282+0.000896993j -0.00462402-0.000512951j -0.00278859+0.000889903j 0.00296452+0.00130407j 0.000957829-0.00193045j -0.00204837+0.000881723j 0.00171276+0.00258237j 0.000963798-0.00132596j 0.00403563+0.00447645j -0.00357514-0.0055325j 0.00257334+0.000523898j -0.000284997-0.00155931j -0.00103634+0.00136081j -0.00159614+0.0102574j -0.00408902-0.00172417j 0.00484074-0.000341057j -0.00244429+0.00274164j 0.00171291-0.00316335j 0.00395773-0.002944j -0.00256304+0.00179253j -0.00536164-0.000717694j 0.000558468+0.00215179j 0.00533034+0.00334007j 0.00410226-0.00397168j -0.00188815-0.000712332j 0.00434443+0.00599128j -0.00205469+0.00325918j 0.000585489+0.00714637j 0.00624541-0.00233836j 0.00273385+0.00409082j -0.000126102+0.00402117j 0.00175244+2.77099e-06j -0.00179353+0.00737809j -0.0100988+0.000520448j -0.00431305-0.00017053j 0.00639366+0.00952604j -0.00391172+0.0033306j -0.00165532-0.00269831j -0.00692772+0.00226412j -0.00507988+0.00193345j 0.00258117+0.00393303j 0.00296142+0.00100305j -0.00291371+0.00264364j -0.00201722-0.0012167j -0.000569156+0.00167479j 0.00383098-0.00203403j 
0.000695173-0.00253246j 0.000341868+0.00457018j 0.00047019-0.000989929j -0.000216675-0.0017381j 0.00208276-0.00217705j 0.000223798-0.00166246j -0.00398183+0.000103357j -0.000393327-0.000323287j -0.00112658+0.00170133j 0.00293608-0.00108655j 0.00138321-0.000602466j -0.00231244-0.00156226j 0.00390294+0.00151717j -0.00129157-0.000926222j 0.00345043+0.00522941j 0.00332625+4.82341e-05j 0.00353281-0.000398004j 0.000756664-0.000295879j -0.00223399+0.00226586j -0.00459312+0.00137468j 0.000767958-0.00253323j 0.00735415-0.00158774j 0.000951364+0.00157022j -0.00261994+0.00292293j -0.00196397+0.000721574j 0.00336341+0.00207664j 0.00111529+0.00466155j 0.00111694-0.00230319j -0.000746263+0.000749378j 0.000558942+0.00120906j 0.000377525-0.000851188j -0.0034437+0.00369668j 0.00221805-0.00273996j -0.00139281+0.00149957j 0.000780052+0.00410782j -0.00114381-0.00431708j 0.00221216+0.00297878j -0.0069293+0.00070975j 0.00355809+0.00161095j -0.000815046-0.00828407j -0.00385112+0.000982927j 0.00584193-0.00167213j -0.00832595+0.00326007j -0.00136558-0.0023632j 0.0006929-0.000186932j 0.0015138-0.00747752j 0.0119757+0.00569295j -0.00216686-0.007429j 0.00197282-0.000449426j 0.00381045+0.000533356j 0.000885673-0.00684197j -0.00300547-0.00403743j -0.00220458+0.0010293j 0.002053+0.000599232j 0.00729913+0.000917837j -0.0022484+0.00177476j 0.00783706-0.0030717j 0.0102996+0.0122683j -0.0019869-0.00381508j 0.00755898+0.00256283j -0.00322279+0.00517801j 0.00438587-0.00168921j 0.008711-0.00418796j -0.00749285-7.2449e-05j -0.000631469+0.00106959j 0.00239565-0.0041218j -0.00155513-0.00453155j 0.000769479+0.000555008j -0.0012401+0.00356302j -0.00184643-0.00459822j 
-0.00281781+0.00095965j 0.000648668-0.00217817j -0.000456098-0.00136834j -0.000390311+0.000469763j -0.000471353-0.00100442j 0.000110266+0.000471357j -0.000754847+0.000348634j -0.00182247-0.00091267j 0.00164392-0.00015497j 0.000245422-0.00042518j 0.000551591+0.0015743j 0.00111047+0.000666188j -9.37577e-05+0.000727892j 0.000369484-0.00209673j -0.00147437-0.00231746j 0.00276331-0.00117926j 0.000792799-0.00136768j 0.00150096-0.00245859j 0.00181416+0.00224696j -0.000315341+0.000966718j 0.00235183+0.00219034j -0.000947531+0.00198844j -0.00188895+0.00287795j 0.00052473+0.00173633j -0.000806061+5.0197e-05j -0.00206882-0.00285332j -0.000960944-0.0012134j -0.00324454+0.00304401j 0.00261551-0.000685519j 0.00108566-0.00142509j -0.00164377-0.000352678j -0.00106456+0.000252971j 0.00368926+0.000381701j -0.000271951-0.00181j -0.000804436-0.00285221j 0.00165239-0.00115743j 0.00281748+0.00132455j -0.00239947+0.00576346j 0.000615275-0.000508101j 0.000397333+0.00360111j -0.000390838-0.00138757j -0.000164748-0.00190991j 0.00333552+0.00227511j -0.000605029+0.00238096j 0.00211691-0.00672357j -0.000177257-0.00449717j 0.00742153-0.00293339j -0.00698043-0.00556223j 0.000191852-0.00457962j -0.00155858-0.00177968j 0.00289024-0.00518378j -0.0012237-0.00142837j 0.0021699+0.00547499j 0.00409722-0.00080515j 0.00423168-0.00059553j -0.000802099+0.000108916j 0.00656769-0.00389846j -0.000907047-0.000780085j -0.0099362+0.00315484j 0.00786576+0.00411074j -0.000456714-0.000750408j 0.00265205-0.00642379j 0.00518044-0.00246538j -0.000120287-0.00235226j 4.50052e-05-0.00288709j -5.93404e-05+0.0031029j 0.00195262+0.00310455j -0.00210888+0.000491997j -0.00188729+0.00544776j 0.00271463+0.00299085j 
-0.000979117+0.000518055j 0.00189192+0.000980313j -3.24313e-05+0.00081129j 1.96215e-05-0.00112246j -0.00111092-0.00290368j 0.00126886+0.000705887j 0.000251862+0.000859401j 0.000296661-0.0012218j -0.00052698+0.000986514j 0.00102858+0.000969787j -0.000369184-0.000197135j 0.00043621+0.00119703j 0.00129895+0.000456704j -0.000100038+0.00219205j 0.00255339+0.000276238j 0.00292314-0.000418873j 0.000162921+0.00113565j 0.000462623+0.00394618j 0.0039234+0.00100125j 0.00107106-0.00195987j -8.63199e-05+0.00361419j 0.000253656-0.00388852j 0.00206919-0.000687136j 0.000778991-0.000889098j 0.00191892+0.0016533j 0.00308267-0.00180965j 0.000523899-0.000822129j -0.000919251+6.30764e-05j 0.00405154+0.00185229j 0.00106089+0.0010794j -0.000274446-0.00250332j 0.000860321+0.000882955j -0.00364633-0.00362076j -0.00073042+0.00337488j 0.00431482-0.00505885j -0.00330666+0.00449435j -0.00151775-0.00280687j -0.000935424-0.00203358j 0.000934474-0.00431233j -0.000666723+0.00214552j 0.0015894+0.00335085j -0.000558702-0.00770275j 0.00230571+0.00533716j -0.00089373-0.00249529j 0.0029225+0.00173048j -0.000479282-0.000830163j 0.00455744-0.00103264j -0.00402174+0.00599942j -0.00321928+0.00345244j 0.00279319-0.00732497j -0.00264061+0.00150365j 0.00657362+0.00143985j -0.00190132+0.00671119j 0.000650939-0.00122877j 0.00808239-0.00320491j 0.00700391+0.00968429j 0.00421297+0.00322903j 0.00846889-0.00678179j -0.00659322-0.00904087j 0.0038681-0.00107173j 0.00429436-0.00475553j 0.00208171-0.000544302j 0.00354062-0.000750114j -0.000321183+0.000923063j -0.00227984+0.00357789j 0.00170862+0.00447863j 0.00120061+0.000486256j -0.000877356+0.000335566j -0.00103494+0.0031196j -0.000880205+0.00321743j 
