-0.0037647+0.00683737j -0.00662743-0.00295044j -0.000753204+0.00618129j 0.00574352-0.000324571j 0.00245292+0.00115302j -0.00224679-0.000976961j -0.00214074+0.00472671j 0.00230667+0.00255447j -0.00145046-0.00156204j -0.0032733+0.000544518j -0.00277781+2.3034e-06j 0.000739177+0.00583347j -0.00440574-0.00115346j 0.00258629-0.000769736j -0.00209709-0.000751723j 0.000973065+0.00125829j -0.000850047+0.00105811j 0.000144005+3.01561e-05j 0.00135871+0.000398591j 0.00314676-0.000251111j -0.00265041+0.00278956j -0.00176343-0.00245964j -0.00102488-0.000494707j 0.00140346+0.00306499j -0.000266187+0.00203286j -0.000599721-0.00201087j -0.00083196+0.000577112j -0.0021748-0.000125826j 0.00124767-0.000342491j 0.00094076+0.000433414j -0.00104053+0.0016118j -0.000879537+0.000603536j 0.000669546-1.12576e-05j -6.12425e-05-0.00181485j 0.000731485-0.000721079j 0.00234274+0.000552509j 0.000388185-0.000664255j -0.00137378-0.00063842j 0.00139485+0.000247577j -0.00294445+0.00163572j 3.13902e-05+0.000631425j -0.00117656+7.77653e-05j -0.00102423-0.00198643j -0.000112542+0.00171129j 0.00200092+0.0020341j -1.70829e-06+0.00042559j 0.00260784+0.000318822j 0.0002896-0.00138479j -0.000558064+0.000778119j -0.000615416+0.00119435j -0.000129554+0.00180428j -0.000556532-0.000575743j 0.000719389-0.00065517j -1.52844e-05-0.00209099j -0.00164483+0.00118308j -0.00104567+7.84553e-05j -0.000793838+0.00305585j 0.00113624+0.00391322j 0.0102845-0.00150686j -0.0042071-0.00503512j 0.00154521-0.0119014j 0.00729624-0.00105848j -0.00236084+0.000118337j -0.00495517+0.00754771j 0.00279384+0.00079184j -0.00661318-0.00266977j 0.00624637+0.00598718j -0.0045244+0.00712532j -0.00873467-0.0119108j -0.0125828+0.00868804j 
-0.00136948+0.000720912j 0.00166977-0.00307047j -0.000894115-0.0012953j -0.00178867+0.0035909j 0.000131069-0.00018026j 0.00195288+0.000227407j -0.000530145+0.000601341j -0.000798153+0.00180444j -0.000918357-0.000513617j -0.000206687+0.000802963j -0.000358653+0.000239448j -0.0017762+0.00132724j -0.00102658-0.00191104j 0.00111873+0.000883182j -0.00198674-0.0035556j 0.00193254+0.00182272j -0.00362549+0.000323343j 0.000834214+0.000380595j 0.00401695+6.99024e-05j 0.00185727+0.000661568j -0.000100698-3.48102e-05j 0.00153104-0.00309964j -7.96293e-05-0.00162732j -0.00347632+0.000719197j -0.00193598+0.00198802j 0.000622307-0.00291017j -0.00291168-0.00314636j -0.00468324+0.00115133j 0.00182091+0.00201174j 0.00282427-0.000893494j 0.00135558-0.000535356j 0.00281645-0.00191788j 0.00413491+0.0026193j -0.00437356+0.000849279j 0.00387361-0.00256363j -0.000297186-0.00444328j -0.0030112+0.0038433j 0.000474817-0.00367687j -0.000564396-0.00555394j -0.000250136+0.000275471j -0.000757348-0.00140362j 0.00111812+0.0025137j -0.00214302+0.00498727j 0.00207086-0.00325866j 0.00310421+0.0026049j -0.00239589-0.0025701j -0.00254006+0.00276811j 0.00206438-0.0011402j -9.57866e-05+0.00201318j -0.000322034+0.00336222j -0.00344861+0.00101166j -0.003227-0.000918226j -9.04426e-05+0.00321342j 0.00500512+0.00282578j 0.004533+0.00125674j 0.000700354-0.00427361j -0.000203963+0.00632116j -0.000493381-0.00389123j 0.00222785+0.000736491j -0.00254678+0.000316416j 0.0030857-0.000408325j -0.00359548+0.000715557j 0.00116181-0.00256745j 0.0018397-0.00213972j -0.000734608-0.00112905j 0.000816587+0.00288751j -0.000131126+0.00352186j 0.00118283-0.00181078j -0.000370996+0.00243229j 0.0005831+0.00436676j 
-0.0014341+0.00304786j -0.00215087-0.00275451j -0.00209041-0.00530472j -0.00181695+0.00299072j 0.000182949-0.000690843j 0.000499653-0.00117106j 0.00146293-0.000895213j -0.000375193-0.00168905j -0.000181294+0.00095821j 0.00270879+0.00392122j -0.0025827+0.0022319j 0.0022051+0.00313699j 0.000189278-0.00291355j 0.00228128-0.00255035j -0.00069576-0.00342825j -0.00162903-0.000715462j -0.0018132+4.90272e-05j 0.00149711-0.00177913j 0.00274366-0.000436975j -0.000350723+0.00190279j -0.00327702-0.00128845j -0.000545057-0.000586843j -0.00406446-0.00212703j -0.00130881-0.00156173j 0.00200891-0.00181347j 0.000339152-0.00225609j 0.00232703-0.0032988j -0.00558064+0.00690663j 0.00102585+0.0028068j 0.00124331+7.59799e-05j -0.00272729+0.00319628j -0.00253418-0.00139248j 0.00714207-0.00253244j -0.00177202-0.0078452j 0.00132349-0.00268558j -0.0022722-0.0036462j -0.00317623+0.00774583j 0.00297527+0.00361451j -0.00281873+0.00257709j -0.001642-0.000950899j -0.00760711+0.00629234j 0.00267386-0.00191543j 0.00259608-0.00837825j -0.00555143+0.0021162j -0.00482668+0.00291598j -0.00219677+0.000208427j -0.00150888+0.000223049j -0.00555898+0.00452153j -0.00538053+0.00177227j -0.00472642+0.00103535j 0.00157962-0.00200737j 0.00151088-0.00200322j 0.00201586-0.00573551j 0.00577861-0.00335274j 0.00288587+0.00474992j 0.00530455-0.011252j -0.00533419-0.00137896j 0.00142529-0.00128616j -0.000950361+0.00231335j -0.000311869-0.00144559j -0.00159273-0.0013044j 0.00222573-0.00576619j -4.22022e-05-0.000828391j 0.00114581-0.000842699j -0.00342473+0.00314237j 0.00131806-0.00443065j 0.00513097-0.0014156j 0.000611061-0.0016642j 0.000355474+0.00124399j 0.00178971+0.000185352j 
-0.00301157+0.00187133j 0.000340635+0.0019392j 0.00159892-0.000317928j 0.000157471-0.00212004j 0.000240967-0.00116042j -0.000315066-1.81271e-06j -0.000810003+0.00241821j 0.000647909+0.00196109j 0.000850198-0.000341089j -0.0012251+0.000186273j -0.00136763+0.00334293j -0.00244992+0.000359676j 0.0010201+0.00151191j -0.000919678-0.00074447j -0.00158621+0.00473657j 0.00129911-0.00137441j 0.000425871-0.000381553j 0.00477002-0.00125611j -0.000367941-0.000512219j 0.00189301+0.000222576j 0.00137545-0.00228186j -0.00214929-0.00173882j -9.02939e-05-5.72362e-06j 0.00234475+0.000400424j 0.00577528+0.00415986j -0.00353273+0.00266777j 0.000522994-0.00244949j -0.00512234-0.00143333j -0.000418512-0.00210627j 0.00145073+0.00160828j -0.00165011-0.000841469j 0.00194639+3.67064e-06j 0.00833263-0.00219882j 0.00630644-0.000338192j -0.0125675-0.00665982j 0.000550522-0.000985017j -0.00254723-0.000316893j 0.00276979-0.0015091j -0.00725019+0.00214724j 0.0100299-0.00892691j -0.00330505-0.00368983j -0.00438652+0.00218595j 0.000195196-0.00679052j 0.000168137-0.00439484j 0.00320303-0.00069751j 0.00184557-0.0014141j -0.0105788-0.00069065j 0.00157559-0.000583478j 0.00560792+0.00427323j -0.00218128-0.00599098j 0.014005-0.00323187j -0.00162022+0.00606103j 0.010921-0.000716772j 0.00440832-0.000268444j -0.00183337-0.00298596j -0.00267923+0.0023363j 0.00496463-0.00468705j -0.00878322+0.00447046j 0.000936285+0.00200403j -0.00128489-0.000924672j 0.000536876+0.00141162j -0.00572605+0.000991525j 0.000293734-0.000885937j -0.000583317+0.00172326j -0.0014065+0.00101176j -0.000605479-0.00195404j 0.0010644+0.00367197j -0.00015535+0.000225528j -0.0017971+0.00444662j -0.00205352-0.00119807j 
-0.00128658-0.000781396j 0.00156926-0.00065213j -0.00439339-0.00117358j -0.00167409+0.00336492j -0.00348886+0.000326473j -0.00139828+0.00442524j -0.00117475+0.00317308j -0.000501147+0.00431179j -0.00223616-0.00625394j -0.00368145-0.00192334j 0.00375956-0.00441033j -0.0018083+0.00248343j -0.00392203-0.00136242j -0.002193+0.00231799j -0.00106935-0.000118266j -0.00217168+0.00281142j -0.00290699+0.00095806j 0.00278969-0.00321175j 0.000482289-0.00210973j 0.00104951+0.0018791j 0.000460917-0.00315404j 0.00131322-0.00149297j -0.00169946+0.00189023j -0.000693247+0.0016833j -0.00293548+0.00105913j 0.00134019+0.00133884j -0.00343102-0.00433738j -0.00336857+0.000314355j 0.00542978+0.00176931j -0.00389814+0.00384756j -0.000398966+0.00191209j -0.000803997-0.00242943j 0.000789172-0.00444756j 0.00200159+0.0037416j -0.00402527-0.00141546j 0.00172008+0.0036244j 0.00520091-0.00695938j -0.00167592-0.0066867j 0.00728156+0.00284881j 0.00793821+0.00402775j -0.00427837-0.000509473j 0.00107391-0.00551977j -0.00111169+0.00376465j -0.00509519-0.00576086j -0.000962632+0.00305751j 0.0038886+0.00319322j 0.00445882-0.00242764j -0.000610903+0.00943922j -0.00670177+0.0038456j -0.00620072+0.00524975j 0.00192634-0.00146529j -0.00356818-0.00780562j 0.0112501+0.00154567j -0.00508497+0.00195777j 0.00727914-0.00259453j -0.00760492+0.00198433j -0.00197628+0.00565807j -0.0026112-0.00737348j 6.72391e-05+0.00435151j 0.00483849-0.00681683j -0.00178394+0.00574283j -0.00246671-0.0015846j 0.00113281+0.000753716j 0.00107146-0.00435534j -0.00442078+0.00363553j 0.00494986-0.000135726j 0.00316338-0.00378814j 0.00126927+0.000233393j -0.00256619+0.00263255j 0.000976022+0.00303529j 
0.00275376+0.000704455j -0.00139483+0.00058066j 0.000947261-0.00096305j -0.000691258-0.000943753j -0.00221506-2.92097e-05j -0.00103557-0.00217141j 0.00210121-0.000579412j -0.001262+0.00024149j 0.000390089+0.00199231j 0.00322826-0.000729776j 0.0008407-0.000199585j 0.00171825-0.0039524j 0.00491538-0.00221429j -0.00204232+0.00020974j 0.00450669-0.00131086j 0.000411155-0.0053763j 0.00254303-0.00217538j -0.00145388-0.000262458j 0.00197865-0.00315797j -0.00161047-0.000559395j 0.00221333+0.00249989j -0.00023744-0.00424567j 0.00317226+0.00102675j -0.00172338-0.00362745j 0.00335457-0.002549j 0.00329069-0.00176051j -0.00148436-9.9406e-05j 0.00108504+0.00203766j 0.00195452+0.00123962j 0.00151969+0.000379245j 0.00050672-0.000282877j 0.0039162+0.00625244j 0.0021021-0.00225357j -0.00237857-0.000449606j -0.000296309+0.00395145j -0.00168491+0.00217201j -0.00425137+0.000906065j -0.00358239-0.00197618j -0.0108096-0.00195252j -0.00789254+0.000916012j -0.00799032-0.000595536j 0.0012741-0.000399192j 0.0110696+0.00666247j -0.00544954-0.00201937j 0.00148795+0.00170443j -0.00393969-0.00278413j -0.00187735+0.00290859j -0.000403019-0.00339777j 0.00364226-0.00123143j -0.00237323-0.00153353j -0.00529263-0.00353598j 0.00800138-0.00211866j 0.00784026+0.00121031j -0.000357619-0.00413129j -0.0103279+0.000764548j 0.00668078-0.00109998j -0.00377205+0.00134772j 0.00671157-0.00636798j -0.00364548+0.000140979j -1.43449e-05-0.00483881j -0.000722336-0.00477345j -0.00175168-0.00504044j -0.00269-0.00411864j -0.000350728+0.00440982j -0.00187523-0.00283655j -0.001198+0.00244421j 0.00263484+0.000521293j -0.0020094+0.00356001j 0.00236622-0.0028639j 0.00202859+0.0016427j 
0.000634018-0.00100619j 0.00052578+0.00224433j 0.00223651+0.00109078j -0.000677965-0.00194565j -0.00158241-0.00141647j -0.00278966+0.000722994j 5.00789e-06-0.000163755j -0.00245679+0.000309454j 0.001281-0.000940238j -0.00374709-0.00121485j 0.00300199-0.000693496j -0.000609048-0.00137311j -0.00101928+0.00295138j -0.00330415+0.00268606j 0.000597963+0.00141409j -0.00230096-0.000560389j -0.000443442-0.000962434j 0.00010896+0.00205751j 0.00295379+0.000156174j -0.00157446-0.000445113j 0.00406862-2.7742e-05j 0.00361744+0.000215432j 0.000803736-0.00269928j -0.000228332+0.0033022j -0.000674529-0.000699316j -0.00130907+0.000320223j 8.63265e-05+0.00142692j -7.60527e-05-0.00402188j 0.0019284+0.00444075j -0.00309174-0.000347444j 0.00410076-0.00213619j -0.00325702-0.00062695j 0.00405679-0.00498089j -0.00213093+0.0043799j 0.00194182-0.00824345j -0.00596263+0.00275291j 0.00564421+0.00243119j 0.00992906-0.00612813j 0.000114845+0.00138786j 0.00349712+0.00275437j 0.00281932+0.000938582j 0.00767043-0.00110852j -0.00435823-0.00138837j 0.00885023-0.000627612j -0.00333249+0.00213563j 0.0044808+0.0062539j -0.00449617+0.00350223j -0.00123405-0.00139128j -0.00138745-0.0032393j -0.00116026-0.00417178j -0.00407503+0.00720583j -0.00531817-0.00762126j -0.00366184+0.00911558j 0.00319551-0.00555052j -0.000143235-0.000835723j -0.00629437-0.011197j -0.00419636+0.00238884j -0.00228814-0.00274068j 0.000433726+0.00305259j 0.00209716-0.00585433j 0.00277327-0.00646933j -0.00590721-0.00399141j -0.00207705-0.00565709j -0.0020524+0.00332057j 0.000273184-0.00213258j -0.000625921+0.00322019j -0.00320059+0.000238945j 0.00233688+0.00341067j 0.000903601-6.71382e-05j 0.000178322+8.23897e-05j 
0.002655-0.0012208j 0.00166328+0.00293126j -0.000355929-0.00166933j -0.00177931-7.29551e-05j -0.000275029-0.000351156j 7.27839e-05+0.005296j 0.00206236-0.000897606j 0.000367257-0.00172867j 0.00323761-0.00103421j 0.00179595-9.12717e-05j 0.00488925-0.00182622j -3.67617e-05-0.00520635j 0.00433793+0.00217945j -0.00422332+0.000653267j 0.00386698-0.000276065j -0.00297797+0.00281828j -0.00190988-0.00464103j 1.26735e-05+0.00113219j -0.00408193+0.00437273j -0.000874337+1.34759e-05j -0.00342343-0.00158482j -0.000737361+0.00308813j -0.000172425+1.66623e-05j 0.00201728-0.00296107j -0.00212355-0.00168897j -0.00155097+0.00105185j -0.000511628-0.00635221j -0.00302602+0.0054055j 0.00173589+0.00214033j -0.00260576-0.000376135j -0.000899871-0.00516259j 0.00814573+0.00203567j -0.00195713-0.00470934j -0.000762556-0.00510313j -0.00399261+0.000676641j -0.00329771+8.72929e-05j 0.00244358+0.00399081j 0.00559752-0.000153791j 6.13336e-05-0.000219996j 0.000953637-0.000403769j -0.00107402-0.000286922j 0.00247598-0.00632646j -0.00748244+0.00823589j 0.00415256-0.00695256j 0.00128514-0.00268555j 0.00155078-0.00428982j -0.00614239+0.00803134j 0.00350703+0.00139485j -0.0033571-0.00350878j -0.00570942+0.000769827j 0.0091754+0.000158037j 0.0148688+0.00443961j -0.00352215-0.00346818j -0.00175142-0.0067545j -0.00640983+0.00624184j 0.0089424+0.00686076j -0.0145357+0.00575994j 0.000928129-0.0035224j -0.00361611-0.00257348j 0.00222725+0.00170978j -0.000985033+0.00137949j 0.000399021-0.00100306j 0.000349634-0.00245935j -0.00221239+9.73992e-05j 0.00189007-0.00283083j -0.004969+0.00299119j 0.000439699-0.000235429j 0.000603322+0.00100463j -0.000490767-0.00306799j -0.00512582+0.00253562j 
-0.00255875-0.00190622j -0.00199913+0.000862549j -0.00216704-0.000126142j 0.00188106+0.000464587j 0.000459925-0.000310717j 0.000507211+0.00133282j -0.00286915-0.00216072j -7.51784e-05-0.00202957j -0.00265915-0.000364252j 0.00055032+0.000641488j 3.62421e-06-0.00088685j -0.000495687-0.000483654j -1.91906e-05+0.0026847j -0.00181236-0.00197823j -0.000206525+0.00141703j 0.000205119+0.00170469j -0.000886102+0.00143805j 0.0014163+0.0042992j -9.65842e-05-0.0010912j 0.00321002-0.00200851j -0.00181091+0.00173296j 0.00112923+0.000476404j 0.00134458-0.0016376j 0.000192918+0.00386164j 0.00215099+0.00163779j 0.000272111-0.000401127j -0.000592467+0.000189353j -0.00110225-0.00125019j -0.00175855+0.00474803j 0.00276787+0.00200562j 0.00256538-0.00343983j 0.00360673-0.00203115j 0.000901944+0.00200082j -0.00110807-0.000946094j 0.00170317-0.00379851j 0.00131729+0.00223974j -0.00407441+0.00142052j 0.000782804-0.00551774j -0.000542139-0.000686313j 0.00378874+0.00193431j 0.00241267-0.00552625j 0.0020898+0.000739398j -0.00236195-0.00187294j 0.00223459+0.00525853j -0.00315437+0.0050592j -0.000932322+0.00226067j -0.00825575+0.00379657j 0.00613204-0.00514163j -0.0100772+0.00520494j 0.00871534+0.000313912j -0.0054084+0.00476896j 0.00579934-0.00146106j -0.00345608+0.00553243j 0.00211796+0.00390419j -0.00261506-0.0003819j 0.00209408+0.0040133j -0.00643302+0.00540513j 0.000441036+0.0038747j 0.00183876-0.0029308j -0.000302048-0.000305536j 0.00215789-0.00209601j 0.00437894+0.00254125j 0.00325387-0.0014804j 0.000724249-0.00363097j -0.000218207-0.00035724j -0.000974872+0.000495487j -0.000948647-0.00751566j 0.000335242+0.00318987j -0.00223364-0.000192093j -0.0001104-0.00681346j 
-0.000877909+0.00173673j -0.000760077-0.00271583j -0.00200158+0.000518194j 0.000294974+0.000903857j 0.000389049+0.00365654j 0.000871272-0.00109264j -0.00282593-0.00018712j 0.000954504-8.24529e-05j -0.00153153+8.04938e-05j -0.000463233+0.00207788j 0.00307428-0.00105139j -0.00195595+0.00290161j -0.00303743+0.000761712j -0.000682427-0.00226542j -0.00487841+0.00232917j 0.00263472+0.000278895j 0.000754556+0.00267626j 0.000738271+0.000285403j 0.00147351-0.00373589j 0.0048063+0.00426354j 0.0035112-0.00066923j -0.00161364-0.00371716j 0.00222362+0.00382838j 0.00186045+0.00102179j 0.00091322+0.00174649j 0.00273802-0.00391157j -8.25218e-05-0.00228663j -0.000138591+0.00338548j -3.99451e-06-0.00143495j 0.00196428-0.000616769j 9.87508e-05+5.31942e-05j -0.00394625-0.00112402j 0.00154195-0.00173983j 0.00283234+0.00354398j -0.000885073+0.00260942j -0.000791116-0.00436063j -0.00272292-0.00481086j -0.0011336-0.00598392j -0.00269088-0.000983161j -0.000116204-0.00302499j -0.000648919-0.000864465j 0.000804073+0.00881202j 0.00072771+0.00673248j -0.00162328-0.00279872j -0.00182501+0.00265765j -0.00374481+0.00311671j -0.00338939+0.00337237j 0.00825575+0.00289844j -0.00170525-0.00197805j -0.00289963+0.00600747j -0.0044572+0.000260762j 0.0036991+0.00777526j 0.000598635-0.00130251j 0.00574363-0.00268491j 0.00128758-0.0119032j 0.00525006+0.00562416j -0.00355763-0.00341716j -0.00211046+0.00170844j -0.00154292-0.000367459j 0.00254527+0.00488254j 0.00696588-0.000989046j 0.00412051+0.00864077j -0.000845617-0.00386269j 0.000434337-0.00122641j 0.00160284+0.00425943j -0.00082141+0.00200046j 0.00217552-0.00286154j -0.000675426+0.000123279j 0.000373545+0.000982307j -0.000536458+0.00200406j 
-0.00221508+0.0010164j 0.00217792-0.00344493j -0.00374167+0.00137479j -0.00163078+0.000502368j 0.00217528+0.00016441j 0.00017978-0.00202206j -0.000219732+0.00284396j 0.000901291-0.00131098j -0.000225651+0.000787111j 0.000751141+0.000799812j -0.00141478-0.00233544j -0.00197197+0.00410889j 1.58256e-05-0.000492901j -0.00119768-0.00386337j -0.000760906-0.00157388j 0.00114834+0.00223349j -0.0062976+0.0029083j 0.000554904-0.00164369j 0.00107109-0.000499103j 0.00419357-0.000962643j -0.000846398+0.00095903j -0.00127587+0.000495232j 0.000431567+0.00126412j -0.000432325+0.0047189j -0.00347553+0.00426499j -0.00126256+0.000951758j -0.0020119+0.000693708j 0.000921952+0.00278963j -0.000908227-0.00575516j 0.00277769-0.000542121j 0.000264369-0.00123518j 0.00258294+0.00047494j -0.004361-0.001486j -0.00255539+0.00213421j -0.00565711+0.000274817j -4.38227e-05+0.00229904j -8.43957e-05+0.00265868j 0.00188456+0.00117113j -0.00522204-0.0030809j -0.00142107+0.00397109j 0.00550919+0.00273279j -0.00416424-0.000399471j -0.000112483-0.0070651j 0.00301752+0.00447181j 0.000411753-0.00603828j -0.00288991+0.00112536j 0.00271963-0.00342884j -0.000565779+0.00234768j -0.00113736+0.000660148j 0.0099681+0.00979518j 0.000742219-0.00120404j 0.00261394+0.000682785j 0.000738203+0.0049331j 0.00105457-0.0033668j 0.0026003-0.00894637j 0.00174286-0.0158011j 0.00270294-9.89104e-05j -0.00221959+0.00378151j -0.00156505-2.80963e-05j 0.00445306-0.00290058j 0.00328444-0.00372356j -0.00623289-0.00613506j 0.00260227-0.00485207j -0.00368739+0.000607093j 0.000793644-0.00137276j 0.0035561+0.0022145j -0.00189144-0.00459873j -0.00059947-0.00210898j 0.00411407+0.0034902j 0.0026538+0.00303085j 
0.00275928-0.00198534j -0.000423713+0.000950498j 0.000436053+7.40753e-07j 0.002005-0.000233964j -0.00164151+0.00081557j 0.00178336+0.00238552j 0.00290458-0.00227247j 0.00179625+0.000496113j 0.00138003-0.000227085j 0.000728035-0.000424464j 0.00159356-0.00191801j 0.000356077-0.00424545j 0.00332415+0.00187788j 0.00106588+0.00189187j 0.000791548+0.000708574j 0.000580846+0.00112138j 0.0012504-0.000510439j -0.00130954-2.30595e-05j 0.000321608+0.000347687j -0.00372795-0.000498305j -0.000856125-0.00270509j 0.00132574+0.00284373j 0.000565757+0.00245222j -0.00158709-0.00189813j -0.00367964-1.13025e-05j 0.00296904+0.00218379j -0.000134009+4.29061e-06j -0.000989156-0.000530832j 0.00396528-0.00209994j 0.000926465+0.0052174j 0.00398173+0.00295572j 0.0020217+0.00314538j 0.00256862+0.000476982j -0.000777965-0.00159252j 0.000120639-0.000638137j -0.00139875+0.00360171j -0.00188654+0.00136554j 0.00117211-0.00284147j -0.00299067-0.00167705j -0.000685356-0.00860796j 0.00116994+0.00288082j -0.00235905+0.000155377j -0.00124274+0.000494422j -0.00338655-0.00415387j -0.000734154+0.00192192j 0.00432572-0.00231587j -0.000550035+0.00288763j 0.00362634-0.0102934j 0.00140667-0.00162442j -0.0035786-0.00779133j 0.00247381-0.00940044j 0.00380653-0.00823113j -0.00388651+0.0024734j -0.0011142+0.00848321j 0.00120085+0.0129857j 0.00485275-0.00323117j -0.00315718+0.00535635j -0.00106679+0.0067117j -0.000224197+0.00386017j 0.00337696-0.00181566j -0.00236769-0.0033474j 1.88764e-05-0.003848j -0.00459803+0.0063007j 0.00196209+0.00707929j 0.00284298-0.000967338j -0.00206607-0.000287719j 0.000128877+0.000352906j 0.00348693-0.000311166j -0.00175226-0.00490432j 0.000115655+0.000191137j 
0.000489832+0.00127287j 0.000611611-0.000405467j 0.00112821-0.000169731j -0.00292326+0.000766161j -1.5794e-05+0.00226443j -0.000221903+0.000177297j 0.00192325+0.0013712j -0.00017761+0.00109284j 0.000273699-0.000434862j -0.00153333-0.000389126j -0.00054371+0.000347821j 0.00017267+0.000226855j 0.000897147-0.000227316j 0.000392972-0.00126093j -0.00190288+0.0019432j 0.00210393-0.00501393j -0.00227926-0.00193227j -0.00228849-0.000640757j 0.00183638-0.00146069j 0.00286773-0.00149048j 0.00143819-0.00253765j -0.00422522+0.00159372j -8.94398e-05-0.000153793j 0.00112828+0.000769353j 0.000399729-0.000108142j -0.00162985+0.00128679j -0.00179728+0.00401138j -0.00411458+0.000811257j 0.00454135-0.0012689j 0.00284428+0.00116085j -0.00259844-0.00440624j -0.00321865+0.00181286j 0.00594007-0.00552981j -0.00192263+0.00518285j 0.00478175-0.00527574j 0.00111183+0.00152503j 0.00529007+0.00227919j -0.00745681+0.00340212j -0.00229296+0.00117342j 0.00215735+0.000889036j -0.00446189+0.00385455j -0.00151296-0.00446066j -0.0019784+0.00196697j -0.00127804-0.00493291j 0.000868021+0.00202054j -0.00223061+0.00121234j 0.0107683+0.00652059j -0.0160685-0.00106226j 0.000512082-0.00704997j 0.0109631+0.00126294j 0.00212402+0.00705133j 0.0027796+0.005855j 0.00573246-0.00853044j 0.00970458-0.00391067j 0.00106729+0.00192835j -0.0015886+0.00142403j 0.00443639+0.00228629j 0.00529971+0.00534119j -0.00444998-0.00394563j 0.00326604+0.0016407j -0.000531519-0.000200713j 0.00540268+0.00243073j 0.00106971+0.00329833j -0.00100104+0.00137204j -0.000477726-0.0018773j 0.000327646-0.000181788j -0.00236922+0.00310709j -0.00124774-0.000159793j 0.00302428-0.00308221j -0.00131291+0.00027588j 
0.00110415-0.000219552j 0.00186211-0.00140146j -0.00141051+0.00078547j -0.00111696+0.00327952j 0.000128142+0.00198704j 0.000825924-0.00203655j 0.000471065+0.000798953j 0.000115828+0.00195725j -0.000301248+0.00098315j -0.0003198-0.00143455j 0.000152074-7.47322e-05j 0.00110555+0.000331237j 2.01936e-06+0.000936871j 0.00127821+0.00085187j -0.00182806+0.0045115j -0.00334131+0.00434012j -0.00643629+0.000534055j 0.00150859-0.00286869j -0.000244467+0.000178563j -0.000175711+0.00125126j -0.00188597-0.00171097j -0.00063308+0.0004013j -0.0042125+0.00361963j -0.00123761+0.000139755j -0.00522105+0.000789788j 0.000547749+0.00120344j 0.000308086-0.00350912j 0.00127392+0.00366564j 0.00367395-0.000759823j 0.00295929+0.000245281j -0.00345325+0.000570603j -0.00536118+0.00329228j -0.000986684+0.00393008j 0.00093141-0.00200973j -0.00873054-0.000272756j 0.00602441-0.00100953j 0.00126424+0.000977124j -3.44799e-05+0.00063066j 0.00526594-0.00719728j 0.00382345-0.00420824j 0.00076041-0.00714712j -0.00493438+0.000324279j -0.00679284+0.00166732j -0.000506317+0.00407409j 0.00119806-0.000360746j 0.00353065-0.00466321j 0.00451001+0.00717108j 0.00791349+0.000397563j -0.00126284+0.00455935j 0.00667632+0.00128274j 0.0144748+0.000710747j 0.00317117-0.00239935j -0.00327532+0.00321906j -0.00677661+0.0038916j -0.00427056+0.00453802j -0.00484657-0.0035989j -0.00160608+0.00427729j 0.000988204+0.00218314j -0.00593357+0.0042506j 0.00193336-0.0007147j 0.00150536-0.00345164j 0.00372964-0.00201914j 0.00128028+0.00206267j 0.000209455+0.000409733j -0.00266353-0.00264464j 0.00286013+0.00268575j -0.00188626+0.000208978j 0.000221267+0.000983119j 0.00132052-0.00316358j 0.00168486+0.00305002j 
-0.00120294-0.00231262j 0.000397306-0.00190751j -0.00245137-0.000915231j -0.00174431+0.00273125j -0.00369714-0.00112281j -0.00213838-0.00102977j -0.000334447+0.00201572j -0.00147595+0.00540767j -0.00383142-9.56296e-05j -0.000509811-0.00111878j 0.000856618+0.00173413j -0.000708153-0.00149142j -0.00140267-0.0017738j 0.000946771+0.00281091j -0.000937657-0.000697888j -0.00179027+0.00142895j -0.00488773-0.000274703j 0.00135653-0.000484344j 0.00686856+0.00334135j -0.000397861-0.00151038j 0.00102487+0.00181879j 0.00589697-0.00285013j -0.000424566-0.0030999j -0.00211084+0.000631308j -5.71003e-05-0.000342258j -0.00274773+0.00245998j -0.00253762+0.00203793j -0.00113887-0.00240648j -0.00569045+0.0100639j -0.00221298+0.00661554j -0.00561584-0.00198026j -0.00284983+0.000998193j -0.0041227+0.00574988j 0.00405161-0.00124878j 0.00199833-0.00437644j -0.00470822+0.00265959j -0.00258975+0.00643453j 0.00528737+0.000910312j 0.0014366-0.00321005j -0.000105788+0.000917666j 0.00190878+5.97167e-05j 0.00527879-0.00922072j 0.00556899+0.00298855j 0.00089921-0.000814586j -0.00781168+0.000484077j -0.0030204-0.00662839j -0.00662301+0.0109093j 0.00107607+0.00132371j -0.00641454-0.00534264j 0.00206168+0.00714645j -0.000938732+0.00482434j -0.00517172+0.000185745j -0.00725063-0.00282501j -0.00115526+0.00490485j -0.000738616+0.00777597j 0.00420353-0.000300147j -0.000886188+0.00279239j 0.00469314-0.00102547j 0.00101515-0.00585072j 0.0024093-0.000983549j -0.00323347+0.00746679j 0.000416541+0.00120222j 0.00145866-0.00416647j -0.000867263+0.00519073j -0.00120598+0.000446759j 0.00484387-0.00179972j 0.00347388-0.0022182j -0.00201516+0.00482579j -0.002406+0.00169432j 0.00369801+0.00198423j 
