5.04719e-13+0.0275736j 1.11051e-13+0.160709j 6.92323e-16-0.0876491j -7.36595e-16+0.00597353j 1.94087e-16-0.0155932j 3.84133e-15-0.0353028j 4.45448e-16-0.0325082j -7.32901e-16-0.037382j -1.86419e-16-0.0024562j 9.16746e-16+0.0799208j -2.41984e-15+0.00543519j 2.59702e-16-0.0797053j 2.35733e-15-0.0240249j 1.41371e-15-0.00637218j 1.26656e-15+0.0501786j 6.52308e-15+0.0424504j 1.06765e-14-0.0414547j 3.58719e-15-0.0203392j -1.14754e-14+0.109181j -1.272e-15+0.0409449j -2.16465e-14+0.0562113j 1.28808e-14-0.0929821j 1.00742e-14-0.0588473j -7.11791e-14-0.0764676j -5.67075e-16+0.0605514j -4.4193e-14-0.0647056j -4.9946e-15-0.0226562j 1.55132e-14+0.0865129j 1.07342e-14+0.0217377j -1.20638e-14-0.0988592j -1.03724e-14-0.00860356j 1.30613e-14+0.0211727j 1.89034e-14+0.013484j -2.29555e-14-0.0135674j 4.09889e-15-0.0237025j -6.91908e-15+0.0628636j 7.7774e-15+0.0456469j 1.52565e-14+0.0246729j -1.04641e-14-0.0163144j -1.04118e-14-0.0469373j -6.25262e-15+0.00229431j 2.39481e-14+0.0995717j 3.08502e-15-0.0207711j 2.0152e-14+0.0160004j 9.5284e-15+0.105464j -1.47988e-14+0.0565026j -6.40148e-15-0.0159331j 3.10725e-14+0.0983279j 1.9146e-15+0.0204577j -1.76552e-15-0.00963147j 1.7744e-15+0.000384315j 9.25918e-17-0.00373587j 2.78242e-15-0.0125569j 1.1701e-15-0.000695997j 2.05972e-17+0.01695j -6.03968e-16-0.0264951j 8.82872e-15-0.0609416j 3.00288e-15-0.00218027j -1.10777e-14-0.04738j 3.23129e-14-0.0210463j 9.32762e-15+0.0283304j -1.27022e-15+0.047229j 5.27647e-16+0.0310724j 2.42648e-16-0.00270719j -3.99436e-16-0.0376149j -1.47235e-16+0.0110176j 2.73338e-16+0.0167306j 2.86216e-15-0.030151j -4.7895e-16-0.00322453j 1.39145e-16-0.0382523j 8.51001e-16+0.0460918j 2.82485e-15+0.0307356j -9.49035e-16+0.0461768j -8.63067e-16-0.11866j -8.79445e-16+0.010756j 1.86523e-13+0.0456792j -8.33231e-13+0.123515j 
-1.09514e-14-0.00125094j -2.27465e-15-0.00065583j 1.36e-16-0.000268569j -5.06135e-16+0.000922914j 4.14068e-16+0.00021821j 1.95616e-16-0.00224849j 1.36243e-16-0.00124444j -4.85034e-16+0.00280131j 2.06917e-16-0.000807857j 2.52172e-16-0.000527706j 4.11923e-18-0.0012541j -5.1079e-17+9.43416e-05j -4.56071e-16+0.00222289j 3.92261e-16-0.000376542j -1.94199e-16-0.00107406j -3.47232e-17-0.000517883j -6.48115e-16+0.000787491j 1.68057e-15-0.00183633j 2.30826e-16-0.000950504j -5.18444e-16+0.000436941j 5.42564e-16-0.000677309j -6.96137e-16+0.00272474j -5.51424e-16+0.00128849j 6.1153e-16+0.00104854j 4.14085e-16-0.000268868j -4.6709e-16+0.00140854j 4.21419e-16-0.00223157j -2.07471e-16+0.000957898j -3.3572e-17+0.00124404j -2.02322e-16-0.00106746j 4.73447e-16-0.00149086j 5.33625e-16+0.000291511j 1.36803e-15+0.00113263j -1.45122e-15-0.000479281j 1.39349e-16+0.00163572j 1.82543e-15-0.00419105j 3.70248e-16+0.000553813j 5.18508e-16-0.000357588j -5.91935e-17-2.01056e-05j -7.0742e-17-0.0014701j 1.56652e-16-9.13393e-05j 5.52761e-16+0.000104385j -2.78509e-16+0.00150612j 1.26417e-15+0.00186049j 3.84341e-17+0.000172649j 9.62828e-16-0.00246161j -2.15587e-16+0.000248783j -2.35389e-16-0.00117847j -1.52545e-16+0.000211262j -4.18542e-17-0.00192842j 2.49822e-16-0.000491945j -1.29638e-15+0.00150619j 2.76635e-16-0.000446729j 1.78119e-16-0.00137108j 7.54737e-17-0.00041183j 3.54187e-16+0.000158196j -8.68967e-17+0.00136742j -5.02711e-17+0.000128374j -3.40018e-16-0.00121058j 1.37804e-15-0.000818449j -1.48378e-16-0.0014782j -1.53109e-16+0.000998952j 3.66359e-16-0.00189429j 3.83426e-16-0.00206917j -2.85333e-16+0.000564763j -2.98649e-16+0.00160306j -3.25079e-17-0.00167099j -2.13028e-17-0.00111058j -3.03993e-16+0.000744846j 2.99635e-16+0.000717324j -3.24899e-17-1.36032e-06j -1.07013e-16-0.00241674j -3.42496e-16+0.00176091j -1.03168e-16+0.000199647j 2.99593e-16-0.000552424j -1.74628e-15+0.000825408j 8.06462e-15-0.000889458j 
-8.81216e-15-0.00131012j -1.94573e-15+0.00108367j -1.65487e-16-7.08297e-05j 1.34691e-16-0.00370889j -1.70067e-16+0.00472131j 8.55259e-16-0.00353408j -6.27825e-17-0.00312343j -6.06542e-17-0.000101246j -3.80687e-19+0.00158776j 2.86813e-16+0.00476363j 2.62963e-16-0.0012305j -1.32854e-16-0.000671355j 3.65066e-16+0.00296825j -7.53347e-16+0.0044724j -5.98724e-17-0.00439541j 3.70661e-16+0.000690357j 3.77362e-16-0.00254677j 2.93838e-15-0.00392551j 3.66349e-16-0.00175372j -1.68315e-17-0.00427482j -5.50836e-17+0.00198358j -3.11651e-18+0.00227528j 2.52483e-16-0.00198767j 8.85718e-16+0.000384823j 7.7404e-17+0.00289358j -3.38178e-15-0.00656561j -6.22973e-16-5.91931e-05j 7.16773e-16+0.00100342j -2.40452e-18-0.000483221j -3.97918e-16-0.00220954j -9.55204e-16+0.00203982j 2.0021e-15+0.00110902j 4.54009e-15+0.00546459j -4.76021e-15-0.00227984j 1.24823e-16+0.00156181j -5.23692e-16+0.00340865j 1.35699e-15+0.0042812j 1.94128e-15+0.00540348j -1.89618e-15-0.00280742j -1.55302e-15-0.00783336j -9.38915e-16-0.00321561j 1.54452e-15+0.00565212j -1.58848e-16-0.00163467j -5.54746e-16-0.001413j -4.38396e-16-0.00255875j 7.88754e-16-0.000863279j 4.17309e-16-0.00133497j -2.49597e-17+0.000983228j 1.24351e-16-0.00159366j -4.92239e-16-0.0036039j 8.91305e-16-0.000467346j 2.17422e-15-0.00325716j -6.86516e-16+0.00246309j -2.04115e-16-0.0012878j -5.70593e-17-0.000459468j -3.17152e-16+0.00340767j -8.48659e-16+0.00502531j -6.7288e-16+0.00047875j -1.16635e-15-0.00588629j -5.04909e-16+0.000552763j 1.80602e-16+0.000184723j -1.80002e-17+0.000115998j 1.30135e-16+0.000694584j -4.15414e-16-0.00383363j 1.52015e-16-0.00292109j 1.15773e-16+0.000547203j -2.69686e-17-0.0020422j 6.75903e-16-0.00566964j 1.64553e-16-0.00161776j -2.24336e-16+0.00439705j 8.47084e-17+0.00174345j 3.52759e-16-0.00219663j -1.05241e-16-0.00184421j -1.60416e-17-0.00148355j -1.99188e-16+0.00155791j -2.82612e-15+0.00315291j 1.27259e-14-0.00105071j 
6.39782e-15+0.000951104j 1.39494e-15-0.000706787j -2.27516e-17+0.00109505j 1.6928e-16-0.00116482j 7.12585e-17+0.0051169j 4.0568e-16-0.00851884j 2.13226e-16+0.00028742j 3.47129e-16+0.00304639j -1.66054e-16-0.000104943j -5.10805e-16-0.00248658j -3.73595e-16-0.00517102j -3.17722e-17+0.00228908j -2.91461e-16-0.00286711j -3.66687e-16+0.000502209j -1.07537e-17-0.00234731j -5.89802e-16-0.00255839j -3.37094e-16+0.00194825j 2.06215e-15-0.00229514j 3.06687e-16-0.00246857j 2.27016e-16-0.00270146j 2.35132e-16-0.00401218j -4.37923e-16+0.00216985j 2.41288e-16-0.00151048j -3.01215e-15-0.00278454j 2.84461e-17+0.000869753j -2.8114e-15-0.00496976j -5.2441e-16-0.000759686j 8.09305e-16-0.000349289j 2.01554e-16+0.00141564j 2.10141e-16+0.000978297j 1.21742e-17+0.00363129j 1.72479e-15-0.000322218j 3.7607e-15+0.00468035j -1.04599e-14-0.00502746j 8.30435e-16+0.00550918j -7.53846e-16-0.000111548j -1.85095e-16-0.000537127j -3.68046e-16+0.000807525j 3.5394e-16+0.000172663j 8.34821e-16+0.00234825j 5.57703e-16+0.00297156j 7.20989e-16+0.00342681j 6.21555e-16+0.0039547j 2.63814e-15+0.00262391j 1.30558e-15+0.00292217j 4.98816e-16-0.00502122j -3.31072e-16-0.00190831j 1.61547e-16+0.000619511j -2.37395e-17+0.00030921j 1.00411e-15+0.00125586j -5.06357e-16-0.00265158j -2.31318e-16+0.00084607j -1.93997e-16+0.0025092j 1.41475e-16+0.00254068j 1.45261e-16+0.000589593j -1.98908e-16+0.00360972j -8.23616e-16+0.00301104j -1.312e-16+0.00319236j 5.77376e-17-0.00165219j 4.40577e-15-0.00291327j -1.24961e-15-0.00365929j 1.83831e-16+0.00148936j -2.70991e-16-0.00203712j 3.22726e-16+0.00321572j 2.13658e-16-0.000763347j 1.70535e-16+0.000275108j -3.19723e-16-0.00450801j 3.78976e-16-0.0016519j -9.18331e-17-0.0019971j 8.46352e-17+0.00558223j -3.63443e-16-0.00209721j -1.15895e-15-0.00824219j 5.11972e-16+0.00317684j 3.4023e-17-0.000182608j 2.59121e-17+0.00139539j 5.06133e-16+0.000208811j -2.26904e-15+0.000372486j 
3.28425e-14+0.00395721j 7.25092e-15+0.000688357j -6.84238e-17+0.00278274j 6.24834e-17-0.00113612j -1.39252e-16+0.00156623j 6.65542e-16-0.00545987j 1.07261e-16+0.00124349j -8.8637e-18-0.0007112j -2.69608e-17-0.00174828j -1.80783e-16-0.00690425j 3.38801e-17-0.0010261j -6.11559e-17+0.000306888j 3.4361e-17-0.00443616j -1.80414e-16+0.000559652j -2.31665e-17-0.00133968j -3.24166e-16-0.0020199j -3.65756e-16+0.00186632j -2.47273e-16+0.000562519j -1.27745e-16-0.000271965j 2.79295e-16-0.00609167j -2.03788e-16-2.40448e-05j -2.57062e-17-0.00210939j 7.67775e-17+0.00291636j -2.13046e-15-0.00196856j 6.24354e-17-0.000728824j -1.69292e-15-0.00364184j -3.92538e-16+0.00232094j 9.25099e-16-0.00283916j -4.57677e-16+0.00398593j 5.94566e-16+0.00309388j -1.04441e-16+0.00271764j 9.59253e-16+0.00139988j 2.1951e-15+0.00222257j -6.95859e-15-0.00371224j 2.52463e-16+0.00044411j -6.93143e-16+0.00284413j -4.82626e-16-0.00077294j -7.81831e-16-0.00186938j 9.53095e-16+0.000208127j 8.1062e-16+0.00554898j 3.62555e-16+0.00319118j 2.85689e-16+0.00110467j 1.27289e-16+0.00464009j 1.44074e-15+0.00237542j 6.36344e-16+0.00310365j 1.67109e-16-0.00317661j -2.50456e-16-0.0045644j 6.83193e-16+0.0013057j 1.5679e-16+0.00149395j 7.89269e-17+0.000374415j 2.1715e-16+0.000982195j -2.19668e-15+0.00349749j -2.6654e-16+0.00454515j -4.94501e-17+0.00070055j 9.25938e-17+0.00222356j 2.19329e-16-0.00332356j -3.00405e-16+0.000599275j -1.36522e-16+0.00242487j 1.7685e-16+0.000164022j -9.15478e-16+0.00061362j -8.15821e-16-0.00310081j -1.47864e-16+0.00228163j 1.56352e-16-0.00196258j 1.6553e-17+0.00616446j 3.70483e-17-0.000245518j -8.59921e-17+0.00262348j 2.6066e-16+0.000295208j -1.44787e-16+0.00224364j -1.53151e-16-0.00442103j -1.00743e-16+0.00125619j -1.05179e-16-0.00286229j -3.63208e-16-0.00598465j 5.82062e-17+0.00168794j 6.13336e-17+0.000274266j -6.81959e-18+0.00327918j 6.94105e-15-0.00181185j -3.08815e-14+0.00378812j 
-3.96891e-15-0.000740458j -7.96625e-16+0.00113137j -1.14345e-16-0.00167382j -9.55673e-17-0.000185801j 2.70046e-16+0.000908572j -1.37928e-16-0.00114186j -2.27602e-17-0.000287738j -1.59338e-16-0.000888208j 1.1462e-16+0.000490427j 2.79336e-16+0.0025381j -4.90789e-17+0.00018853j 4.54839e-16+0.00347567j 1.21318e-16+0.000985797j 1.10686e-16-0.00155045j -3.37923e-16-0.000824302j -4.00108e-16-0.00111458j -1.79675e-16+0.00238664j -3.38869e-16+0.000770086j -9.53128e-17+0.00182915j 2.76102e-16+0.00360711j -2.04441e-16-0.00220225j -5.19727e-16-0.00306896j -1.07301e-16-0.000351306j 1.78599e-15+0.00153617j 4.58001e-17+0.000331901j -1.41169e-15-0.00192083j -2.46816e-16+0.000175845j -2.5439e-17-0.000898092j 1.67526e-16+0.00150313j -3.87262e-16-0.00209579j -2.15265e-16+0.000403311j 4.17482e-16-0.000604512j 8.02434e-16+0.000682321j -5.30952e-15-0.00237103j 7.03682e-16+0.0039413j -1.56961e-16+0.00179675j 8.33381e-17-0.000502249j 1.19072e-15+0.00295135j -4.07495e-16+0.000366995j -2.14866e-16-0.000156241j -1.99806e-16+0.000536549j 1.35365e-15+0.00338953j 2.16214e-16+7.74897e-05j 2.08937e-16-1.38602e-06j 1.66367e-16+0.00104233j 3.86731e-17+0.000873673j 1.52849e-16+0.0033927j 2.16878e-16+0.00147213j 1.54079e-16+0.00160624j 5.96592e-17-0.00109151j -1.52082e-16-0.00103868j 2.27158e-15-0.0044612j -4.33583e-16-0.00412045j 3.92972e-16+0.000774526j 4.27735e-16+0.00462563j 1.82009e-16+0.00288324j 2.43139e-16-0.00135325j 1.64328e-16+0.000824941j 4.33764e-16+0.00158721j 8.34353e-16-0.000600594j -5.74496e-16-0.00145589j 4.00087e-17+9.19295e-05j 8.42729e-18-0.000130294j -1.65772e-16-0.00150672j 2.03208e-16+0.00163712j -1.0119e-16-0.00158764j -1.72607e-16+0.00012929j 4.32484e-17-0.00369555j -1.1946e-16-0.000194282j 3.40499e-16+0.00172445j -5.10014e-17+0.000114069j 9.70611e-19+0.000650953j -1.35895e-16-0.0009301j -3.06975e-16-0.00248516j -4.47749e-17-0.000461717j -8.73444e-16+0.00142657j 4.41489e-15-0.00028886j 
1.28471e-14+0.0020527j 3.26801e-15-0.00198228j 4.16632e-17-0.00200078j -3.4565e-16+0.0043148j -2.64227e-16+0.0040032j 3.5441e-16-0.0028267j -1.34376e-16+0.00141233j -1.08078e-16+0.000386138j -1.12687e-16+0.00152815j 4.23589e-16-0.0036271j 1.83529e-16-0.0016254j -9.77009e-17+0.00147661j -1.07788e-16+0.000966728j 6.02501e-16-0.00325408j 9.33605e-17-0.000927851j -1.86937e-16-0.00229106j -2.22403e-16+0.000537632j 1.68064e-15-0.00171523j 5.55121e-16-0.00151176j 2.32198e-16-0.000584448j 1.474e-16-0.000105508j -5.58085e-16+0.00150992j -2.50901e-16+0.00148892j 4.20341e-16+0.000580048j 3.04553e-16-0.00119207j -7.34248e-16-0.000763199j -3.28241e-17-0.00175826j 5.14119e-16-0.000691652j 8.7541e-17+0.00266178j 1.79131e-17+0.00257865j 3.8362e-16-0.000740301j 1.31289e-16-0.00300783j 3.5817e-17+0.00098101j -5.56877e-15-0.00316733j 4.71878e-16+0.00141257j 7.55308e-16-0.00336267j 1.01814e-16+7.09321e-05j 1.46609e-16+0.0006731j 1.64347e-16+0.000181671j 3.85992e-17+0.00261695j -1.85547e-17+0.00274851j 8.63422e-16+0.00527941j 1.52556e-16+0.00240196j -2.9373e-16-7.75898e-06j 4.94481e-16+0.000681879j 5.62533e-16-0.00186329j 1.74371e-16+0.000533932j -5.76626e-16-0.00363535j -1.94868e-16+0.00251039j 9.73199e-16+0.00114806j -3.56436e-16-0.00516956j 7.96982e-16-0.00109905j -6.86236e-16+0.0029012j 6.37687e-17+0.000609861j -3.30178e-17+0.000801555j -2.82467e-16+0.00246573j -4.71815e-16+0.00179961j 4.1277e-16-0.00377012j 4.22611e-16+0.00218289j 1.9482e-15-0.00135293j -3.62283e-16-0.00131098j 4.9598e-17+0.000378474j -7.47858e-17-2.11489e-05j 9.04023e-17-0.00172954j -6.80447e-17+0.00192758j -6.78736e-17-0.00108348j 1.31533e-16-0.00134022j -6.14645e-16+0.00228897j 4.47085e-17-0.000743886j -2.48021e-16+0.00332715j 1.34775e-16-0.00231795j 8.67021e-18-0.00441649j 4.09991e-17+0.000661665j -6.39103e-17-0.00299234j 2.56649e-16-0.00407684j 4.25289e-16-0.00357523j -6.19911e-17-0.000759489j 
3.19676e-14+0.00311082j 7.0006e-15+0.0040037j -3.1985e-17-0.00373178j 3.39191e-17+0.00282267j 8.90293e-17+0.000488575j -1.92542e-16-0.000203425j 5.43911e-18+0.00120658j 5.36141e-17-0.00358771j 9.42792e-17+0.000963438j -2.28862e-16+0.000377909j -1.79368e-16+0.00181294j 5.71892e-17-0.000401462j 1.72358e-16-0.00168685j 3.48369e-16-0.00342243j 3.78675e-17+0.00195092j -2.44293e-17+1.40609e-05j 7.56264e-16-0.00190087j -1.84829e-15+0.00176686j -3.81921e-16+0.00213868j -1.14836e-16+0.00167352j -8.51183e-16+0.000903795j 5.84453e-16-0.00523692j 2.8528e-16-0.00135564j -9.36364e-16-0.0011573j -1.26142e-16+0.00319382j -1.54817e-15-0.00274771j -4.92279e-16+0.000512677j 6.79456e-16+0.00013422j 2.47042e-16+0.00274862j 2.57486e-16-0.000874707j -2.45402e-16+0.00130192j -3.50482e-16-0.00092628j -7.25765e-16-0.000693507j -6.96508e-17-0.000286229j 1.02201e-16-0.00243159j -6.0597e-16+0.00266875j -2.28378e-16-6.53511e-05j 9.41024e-17+0.00125066j 1.64098e-16+0.000516515j 3.12421e-16+0.0029888j -8.964e-17+0.00320961j 1.29969e-15+0.00560267j 5.95174e-16-0.00218556j -1.81869e-15-0.00208898j 2.98509e-16+0.00248262j -8.85607e-16+0.00282948j -2.70976e-16+0.000326342j 6.7171e-16+0.00188345j 6.52249e-17+0.00317879j 7.34022e-16+0.00146675j -6.38836e-16-0.002388j 1.11129e-15-0.00175982j 2.3334e-17+0.00196772j 7.11126e-17+0.00115707j -1.73936e-16+0.00284861j -6.58984e-17+0.00115872j 6.35925e-16-0.00392973j 2.3761e-16-0.000723995j 1.87224e-16+0.00136938j 1.07832e-15-0.000894685j 5.5978e-16+0.00248005j 6.79051e-17+0.000248646j -1.57274e-16+0.00142778j -5.93709e-17+0.000895675j 1.14518e-16+0.00144564j 7.22311e-17-0.00271286j -1.59639e-17+0.00270698j 2.44664e-17+0.00137983j -9.23888e-17-0.000831523j 1.69916e-16-0.000605102j -7.47484e-17-0.000697118j -1.30467e-16+0.00117284j 8.07037e-17+0.000191054j -1.60105e-16-0.0056043j -1.36547e-16-0.00201185j 7.18649e-15-0.00177001j -3.21575e-14+0.00396926j 
7.03491e-15+0.000695799j 1.74294e-15+0.000860087j 2.55662e-17-0.001345j -1.80809e-16+0.000747809j -1.90667e-16+0.00155472j 2.75483e-16-0.00141917j -3.13967e-17-0.00046175j -1.12501e-16-0.000879342j -2.05247e-17+0.00102959j -5.00041e-17-0.00167084j 2.11426e-16+0.00114084j -1.65393e-16-0.00118658j -2.73748e-17+0.00135907j 1.18284e-16-0.00040526j -2.42203e-18-0.00165406j 3.23999e-16+0.000453117j 3.73489e-16-0.00123475j -2.46089e-16+0.000403619j 9.25052e-17-0.000394166j -1.56884e-16-0.00321033j -5.73624e-17+0.00188211j -1.51292e-17+0.00125264j 1.1275e-16+0.00174599j -1.91382e-17+0.000112254j 1.62403e-16+0.00152705j -1.14625e-15-0.00198789j -1.4856e-16+0.000602536j 6.84008e-16-0.000180582j -3.61197e-17+0.00249287j 3.03305e-16+0.000833866j -7.36595e-17+0.000900721j 5.34844e-16+0.000289537j 1.26513e-15+0.00158866j -4.60006e-16-0.000478048j -8.93061e-17-0.00258378j 2.05924e-16+0.00145131j 3.86387e-16+0.00190864j 4.21962e-16+0.00142107j -3.40582e-16-0.000558951j -2.07744e-16-0.00067866j -2.38845e-16+0.000401733j 1.06459e-15+0.004647j 1.94276e-16+8.69486e-06j -1.4182e-15-0.00147378j 7.98918e-17-0.000340221j -2.08939e-17+0.000585509j -1.77077e-16-0.00271219j 7.15142e-16+0.000561562j 1.53722e-16+0.00136943j 2.75246e-17-0.000694263j 5.84117e-16-0.000489745j 6.19678e-16-0.000730908j -2.91133e-16+0.00426351j -1.0176e-17-0.00100128j -7.25e-17+0.0014476j -2.70194e-16+0.00151647j -3.24585e-16+0.00231192j 6.6678e-17-0.00106121j -3.99633e-16-0.00144137j -3.06798e-15+0.00214369j 4.76084e-19+0.000315321j 7.39377e-18+0.00023752j 4.15806e-17-0.000148577j 1.08733e-16-0.00131703j -5.89382e-17+0.000366586j 1.1694e-16+0.00100081j 2.33559e-16+0.00120441j -8.92585e-18+0.000332338j -7.3944e-17-0.001248j -1.35428e-16+0.00155219j 6.09184e-17-0.000393024j 1.37657e-16-0.00134281j -2.06252e-17-0.000396394j -3.57708e-17-0.00271783j 1.43032e-16-0.000717025j 1.36722e-15-0.000139887j -5.24453e-15+0.00069774j 
8.06374e-18-0.000392291j -4.25861e-17+0.0017624j 1.29802e-16-0.00408469j -5.68749e-18+0.00326096j -8.62674e-17-0.000241165j -1.14518e-16+0.00116784j -4.25874e-17-0.000695527j 4.52198e-17-0.000890665j -7.90928e-17+0.00109994j -1.23667e-18+0.00161366j 4.37639e-17+0.00159781j 1.06802e-17-0.000708041j 5.51805e-17+0.00349114j 4.5199e-16-0.00318743j 6.08434e-17+0.000750702j 1.60618e-16+0.000760187j 3.31695e-16-0.00155194j 3.42598e-16-0.00062943j -9.83189e-17+0.00127499j -1.04175e-16+0.00345205j -2.64902e-16+0.00165134j 2.25128e-16-0.000212249j 1.5595e-17+0.000298219j 1.92575e-15+0.0018214j 5.65224e-17+0.000909583j 3.06926e-16+0.000978396j -1.22713e-16-0.00181711j 2.65883e-16+0.00197032j 3.96701e-16+0.00198642j -3.21544e-16-0.00248196j -2.29751e-16-0.00235081j -3.01951e-16-0.000307019j -9.63344e-16-0.00114709j 2.25131e-15+0.000987754j 8.55147e-17-0.00126915j 3.28148e-16-0.00255751j 2.9409e-16+0.0012316j 5.04152e-16+0.00100194j -3.99779e-16-0.00105243j -2.71209e-16-0.00136787j -1.59863e-16+0.000372299j 6.29867e-16+0.00409935j 1.61393e-16-0.00214373j -7.98867e-16-0.00118839j -1.2687e-16+0.00047964j -1.08899e-16+0.00131026j -5.53249e-17+0.00224894j -4.28978e-16-0.000642254j 2.99491e-17+0.00187354j -2.68977e-16-0.00250796j 2.63547e-16-0.00199324j 1.61831e-15-0.0019393j -1.26284e-16-0.000184569j 9.65691e-18-0.00216425j -2.62049e-16+0.00172102j -2.79561e-16+0.000739234j 2.75213e-16-0.00134755j 2.78827e-16-0.00246564j -7.18819e-17+6.54418e-05j -1.35546e-16-2.20393e-05j 3.87956e-16+0.00138393j 4.58878e-17+0.000391201j -1.5429e-16+2.6981e-05j 2.76775e-18-0.00460763j 5.38838e-17+0.00230798j 1.16823e-17-0.000676096j -1.8887e-17+0.00152749j 5.34356e-17-0.000258422j 8.28899e-17+0.00101807j -9.6261e-17-0.000465847j 9.03049e-18+0.000485543j 1.2304e-16+0.00178089j 3.19041e-17-0.000311387j 3.5522e-17-0.0043252j -4.06797e-17-0.00331694j 4.39196e-16-4.68173e-05j -2.16939e-15+0.000287425j 
7.66546e-15+0.00104736j 1.73234e-15-0.000423836j 5.08269e-17-0.0018126j -5.58195e-17+0.0028386j 3.74784e-18+2.83706e-05j -2.01799e-16+0.00124995j -6.21352e-17+0.00149059j 3.51314e-17-0.000965141j 1.21986e-17+0.00101067j 1.02126e-16-0.00299419j 2.11318e-17-0.000194169j -1.27487e-17-0.0008831j -9.68593e-18+0.000403553j 5.37179e-16-0.00330488j 5.93477e-17+0.00161034j -2.81817e-17-0.000237249j -7.15846e-17-0.000394365j 8.55206e-16-0.00112273j -3.82234e-17+0.000767774j -6.41247e-17+0.000954156j -2.21646e-16+0.00176248j 2.10903e-16-0.000398655j -1.47252e-16+0.000689915j 2.99629e-16+0.000359923j 1.20144e-16-0.00275184j 7.27185e-16+0.00169809j 1.62393e-16-0.00132299j -9.75531e-18+1.50433e-05j 6.25799e-17+0.00111303j -5.5028e-17+0.00068741j 1.46288e-16-0.00310815j -6.01823e-16-0.000591813j -1.36691e-15-0.00186463j -5.34748e-16-0.000601373j 1.03865e-16-0.00132613j 3.74619e-16-0.00189898j -1.58202e-16-0.000448637j -1.82196e-16-0.00152601j 4.43756e-16-0.000400668j 2.44699e-16+0.0031295j 9.48521e-17+0.00138624j 3.59656e-16+0.00225777j 1.64171e-16+0.00130432j -5.54453e-16-0.000124293j 1.47038e-16+0.00157377j -7.07258e-17+3.077e-05j -1.52524e-17+0.00123406j -7.1499e-16-0.00256883j -6.56327e-17+0.000948528j 4.65707e-16+0.000511495j -3.82341e-16-0.0023703j 1.28829e-16+2.2532e-05j 7.79259e-18+0.00073111j 1.1295e-16-0.00138332j -2.05103e-16-0.000140231j 1.74346e-16-0.00138491j 3.4315e-16-0.000700104j 2.56867e-16-0.00402635j 2.83117e-16+0.00187774j 7.4039e-16-0.000617758j -2.39421e-17-0.000147399j -9.86277e-17+0.000659495j -3.29475e-17+0.000335627j -2.16976e-18-0.000769098j -8.9422e-17+0.0020127j -1.82781e-16+0.000100561j 7.06333e-17+0.000451394j -6.05448e-16+0.00411503j 5.95344e-17-0.000224578j 1.00767e-17-0.000326518j 5.87384e-17-0.00122165j -2.31925e-17+0.000101275j 2.66557e-17+7.17062e-05j -1.63758e-17-0.00180951j -8.26032e-18-0.00252232j 1.15971e-15-0.00229657j -5.03578e-15+0.000174597j 
-3.94384e-15-0.000313884j -9.37483e-16-0.000708591j -5.04316e-17-0.00145942j 4.03711e-17+0.00163563j -4.88533e-16-0.000582951j 3.26792e-16+0.00225242j 1.82894e-16+0.00107911j -1.66598e-16-0.000929519j 9.95686e-17+0.00111848j -3.03384e-16-0.000570467j 2.76958e-16+0.000904821j 6.85443e-17+0.000244336j 3.6663e-17+0.000740047j -8.64414e-17-0.00268566j 3.40547e-16+0.0010634j 1.79761e-16+0.000249059j 3.64251e-16-0.000943114j -3.01916e-16+0.000807297j 1.99893e-16-0.000393671j 2.86773e-16+0.00179682j -4.83851e-17-2.35614e-05j -1.08947e-16-0.000209315j 2.57101e-17-0.000398312j 1.36582e-15+0.00109735j -3.27388e-16-0.000117295j 1.28448e-15+0.00140177j 1.559e-16-0.000342584j -3.89781e-16-0.000501363j 1.63316e-17+0.000275599j 1.90412e-17+3.5962e-05j -3.0627e-16-0.0010069j -4.43778e-16-0.000246673j -1.87803e-15-0.00170375j 3.12088e-15+0.00128053j -4.82042e-16-0.00183048j 2.02236e-16-0.000628546j -5.20723e-16-0.000780107j -4.34908e-16-0.000249242j 3.41939e-16+0.000239345j 8.05844e-16+0.00196626j 8.72636e-17+0.00101871j -3.9617e-17+0.00124935j 1.50436e-16-0.00139888j -1.8672e-15-0.00179504j -7.22154e-17-0.000446635j 8.95214e-17+0.00114178j 2.48118e-16+0.00154785j -4.11348e-16-0.00120641j -1.06384e-17+0.000669142j 4.00581e-16+0.00064211j -1.30895e-16-0.00132902j 7.12682e-16-0.00116719j -2.69267e-16+0.000245142j -1.49579e-16-0.000665716j 6.37632e-17+0.000453727j -1.71841e-16+0.00122295j -7.4081e-17-0.00116615j 2.90905e-17-0.00151299j 4.92695e-16+0.00113327j 3.33651e-16-0.000207535j 3.93196e-16+0.00135606j -7.794e-17-0.000811331j -1.60667e-16+0.000237193j 6.78966e-17-0.000882781j 4.45985e-16+0.00212555j -2.427e-17-0.00139132j 3.5346e-16+0.00113704j 2.23747e-16+0.00198596j 1.3504e-16+0.000702436j -2.55708e-16-0.000272686j -6.68514e-17-0.000645686j 6.74302e-16+0.00188395j -1.59554e-16-0.000774236j 3.83713e-17-0.00101294j -9.39619e-17-0.00198426j -1.26871e-15-0.000958928j 5.50715e-15-0.000983664j 
