5.04719e-13+0.0275736j 1.11051e-13+0.160709j 6.92323e-16-0.0876491j -7.36595e-16+0.00597353j 1.94087e-16-0.0155932j 3.84133e-15-0.0353028j 4.45448e-16-0.0325082j -7.32901e-16-0.037382j -1.86419e-16-0.0024562j 9.16746e-16+0.0799208j -2.41984e-15+0.00543519j 2.59702e-16-0.0797053j 2.35733e-15-0.0240249j 1.41371e-15-0.00637218j 1.26656e-15+0.0501786j 6.52308e-15+0.0424504j 1.06765e-14-0.0414547j 3.58719e-15-0.0203392j -1.14754e-14+0.109181j -1.272e-15+0.0409449j -2.16465e-14+0.0562113j 1.28808e-14-0.0929821j 1.00742e-14-0.0588473j -7.11791e-14-0.0764676j -5.67075e-16+0.0605514j -4.4193e-14-0.0647056j -4.9946e-15-0.0226562j 1.55132e-14+0.0865129j 1.07342e-14+0.0217377j -1.20638e-14-0.0988592j -1.03724e-14-0.00860356j 1.30613e-14+0.0211727j 1.89034e-14+0.013484j -2.29555e-14-0.0135674j 4.09889e-15-0.0237025j -6.91908e-15+0.0628636j 7.7774e-15+0.0456469j 1.52565e-14+0.0246729j -1.04641e-14-0.0163144j -1.04118e-14-0.0469373j -6.25262e-15+0.00229431j 2.39481e-14+0.0995717j 3.08502e-15-0.0207711j 2.0152e-14+0.0160004j 9.5284e-15+0.105464j -1.47988e-14+0.0565026j -6.40148e-15-0.0159331j 3.10725e-14+0.0983279j 1.9146e-15+0.0204577j -1.76552e-15-0.00963147j 1.7744e-15+0.000384315j 9.25918e-17-0.00373587j 2.78242e-15-0.0125569j 1.1701e-15-0.000695997j 2.05972e-17+0.01695j -6.03968e-16-0.0264951j 8.82872e-15-0.0609416j 3.00288e-15-0.00218027j -1.10777e-14-0.04738j 3.23129e-14-0.0210463j 9.32762e-15+0.0283304j -1.27022e-15+0.047229j 5.27647e-16+0.0310724j 2.42648e-16-0.00270719j -3.99436e-16-0.0376149j -1.47235e-16+0.0110176j 2.73338e-16+0.0167306j 2.86216e-15-0.030151j -4.7895e-16-0.00322453j 1.39145e-16-0.0382523j 8.51001e-16+0.0460918j 2.82485e-15+0.0307356j -9.49035e-16+0.0461768j -8.63067e-16-0.11866j -8.79445e-16+0.010756j 1.86523e-13+0.0456792j -8.33231e-13+0.123515j 
-2.19831e-14-0.00287474j -4.77666e-15+0.000695844j -2.91233e-16+0.00445641j 1.73904e-16-0.00628988j -1.04485e-16-0.00472582j 4.60193e-17+0.000715998j 7.32206e-17-0.00193603j 1.45801e-16+0.000672542j 8.17269e-17-0.00318792j -1.16135e-16+0.000512564j -1.09326e-16+0.000942728j -2.02967e-16-0.000277978j -3.64099e-17-9.59684e-05j -5.93546e-16+0.00323575j 7.56745e-17-0.00132541j 2.85725e-16+0.00081483j -2.63518e-16+0.00110333j -1.65665e-16+0.000467335j 1.65067e-16-2.85718e-05j 1.97814e-16-0.00219431j -4.77792e-17-0.000410718j 3.87876e-16-0.0025104j -3.11885e-16+0.00097316j 1.78947e-15+0.00213806j -8.44322e-17-0.000120366j 9.03232e-16+0.000844035j -1.55046e-16+0.00112589j -8.54231e-17-0.00304757j -9.37513e-16+0.000188482j -6.91732e-16-0.00313757j -9.91717e-16-0.00088746j 1.3032e-15+0.00547768j 2.48249e-15+0.00106211j 1.96381e-15+0.00125995j -1.68448e-16-0.000683039j -4.61249e-16+0.00338439j -1.87692e-16-0.0005879j -4.05881e-16-0.000812057j 2.09985e-16+0.000957971j 1.73232e-16-0.00123635j 7.06061e-17-0.00249454j -7.92301e-16-0.00500599j -2.19778e-16+0.000874068j 1.37119e-15+0.00149819j -4.85382e-17-0.00133621j 3.40461e-16-0.000839761j -1.86111e-16-0.000463505j 5.13906e-16+0.00229429j 1.12781e-16-0.00246684j -1.4311e-15-0.00292882j 1.12e-15+0.00636942j -1.8206e-15+0.00284501j 2.14731e-16-0.00371961j -6.28084e-17-0.00315022j 9.81906e-17+9.19e-05j 4.5313e-16-0.00367138j 2.46379e-16-0.00102551j -4.2439e-16+0.00471096j -7.65166e-16-0.00350618j -7.48199e-16+0.000673081j -1.74808e-16-0.000943405j -9.18272e-17+0.000791593j 2.09536e-16-0.0025573j -4.99015e-17+0.00276328j -3.967e-17-0.000598984j 1.38368e-16+0.00359143j -6.4948e-17+0.000585739j 4.27413e-16-0.00220774j 9.51737e-17-0.000785316j 1.20086e-17-0.00274257j 9.48005e-17+0.00107916j 2.61946e-16+0.00217896j 1.21496e-16-0.000196539j -1.34189e-17+0.00529493j -5.32409e-17+0.00644848j -1.44633e-15+0.00461036j 6.7723e-15+0.000103274j 
-1.57722e-13-0.0193485j -3.51941e-14-0.00156202j -2.64734e-17+0.00195429j 6.24807e-16-0.0204641j -1.1003e-16-0.0057773j -4.92058e-16+0.0060391j -4.11189e-17-0.000920533j 3.51206e-16+0.00185403j -7.45473e-17+0.00602668j 9.71943e-18+0.00273602j 1.71463e-16-0.0046067j 2.21317e-16-0.000790971j 1.44426e-16+0.00190084j -2.2202e-16-0.000221206j -1.61923e-16-0.00138218j 1.17587e-15+0.00799072j -4.63118e-16+0.00146761j -1.74378e-16+0.000591247j -5.6705e-16+0.000918485j 1.56958e-16+0.00139663j 1.37907e-15-0.00529819j -7.2348e-16+0.00600688j 4.67059e-17-0.0102635j 1.16345e-15+0.000202577j -8.86816e-18-0.00663444j 5.3755e-16-0.000873597j 2.70396e-16+0.00207651j -1.60694e-15-0.00350836j -1.50115e-15-0.00804688j -2.27873e-15-0.0107203j -2.97434e-15-0.00368647j 3.65457e-15+0.0162368j 6.41727e-15+0.0011025j 2.3493e-15+0.00159063j -4.54722e-16-0.00143366j -3.5977e-15+0.0190291j -4.15607e-16-0.00223628j 1.09615e-15+0.00233701j -7.59439e-16-0.00208716j 9.58314e-17+0.00115286j -9.47545e-16-0.00681595j 1.0449e-15+0.00475696j 4.13351e-16+0.00152156j -3.93654e-15-0.00464815j -2.3508e-16+0.00190996j -7.60315e-16+0.00345979j -2.19774e-16+0.00351491j 1.08551e-15+0.00805772j 4.84462e-16-0.0118424j -1.24786e-15-0.000593374j 1.33338e-15+0.00912416j 6.67413e-15-0.0100997j 2.60471e-16-0.0102323j 1.02198e-15-0.00902168j -5.72465e-16+0.00278215j -8.42488e-16+0.0114028j -9.73976e-16+0.00755961j -7.28253e-16+0.00491882j -2.24517e-15-0.0114429j -5.03805e-15+0.0036246j -1.22657e-15-0.00428876j -3.63476e-16-0.00156702j -1.05595e-17-0.00395874j -3.79999e-16+0.00216776j 1.20972e-16+0.00402704j -1.42108e-16+0.00629387j -1.67328e-16-0.00329635j 1.0141e-16-0.00216008j 4.04309e-16+0.000576389j -1.30447e-16+0.00662824j 1.35314e-16+0.00259216j 7.42948e-16+0.0117811j 1.57551e-17-0.00464856j 3.98007e-16+0.00711803j -2.28849e-16+0.0114752j -2.67839e-14+0.0193928j 1.17574e-13-0.0116715j 
2.00291e-13+0.0306278j 7.49422e-14-0.00859489j -2.9835e-14+0.021006j 1.6921e-15-0.00121838j -2.12022e-14+0.0179739j 2.00939e-15-0.00555979j -1.03062e-14+0.00647736j 1.54337e-14-0.0174602j 4.91044e-15-0.00591151j 1.05597e-14-0.00438145j 1.0776e-16+0.00104751j -1.73584e-14+0.00965336j 1.55221e-14-0.0168994j -2.25861e-14+0.0187767j 1.04428e-14-0.00611181j 1.71602e-14-0.0150325j 2.44323e-15-0.00397573j 1.61652e-14-0.00901975j 2.25533e-14-0.0102985j 2.65412e-14-0.0229593j -9.94879e-15+0.0102947j 1.63374e-14-0.0215173j -7.67184e-15+0.00381954j -6.90793e-15+0.00273243j 8.40008e-15-0.00285009j 7.70321e-15-0.0218387j -1.70067e-14+0.0137219j 2.40381e-14-0.0141065j 2.78191e-15-0.000584784j -2.69697e-14+0.0209594j -1.32261e-14+0.0143597j 1.36867e-14-0.0114142j -3.02673e-15+0.00430189j -1.32839e-14-0.0131347j -1.35231e-14+0.0108747j -1.6089e-15+0.00564993j 4.8836e-15-0.00076356j 5.4055e-16+0.000741526j 6.86414e-15-0.00819124j -9.39003e-15+0.00466323j -2.765e-15+0.00261409j 2.01296e-14-0.0138162j 9.35004e-16-0.00269809j 2.58743e-15+0.0014823j 2.15419e-14-0.0121527j 2.00446e-14-0.0120516j -9.17717e-17-0.00197609j 2.10696e-14-0.0143446j 6.69935e-16+0.00137987j 4.01609e-15-0.00468101j 6.84579e-15-0.00512016j -8.17919e-15+0.00568496j -1.78967e-14+0.0152897j -1.22829e-14+0.0106322j 9.82315e-15-0.005468j 2.73405e-14-0.0270258j 2.13337e-15-0.00643158j 4.77853e-16+0.000787129j -1.39065e-14+0.010871j 1.31098e-14-0.00549131j 2.19676e-16+0.00216224j 5.24325e-15-0.000236989j -7.76504e-15+0.009314j -1.56118e-14+0.0154389j 9.77818e-15-0.0124951j 1.42105e-14-0.0109697j 2.98453e-17+0.0025951j -5.22082e-15+0.00200935j 1.87013e-14-0.019279j -3.74648e-15-0.000238906j 1.27226e-14-0.00855895j 1.84403e-14-0.0166914j 1.91505e-14-0.0131173j -2.11664e-14+0.0100983j -4.16752e-15+0.00599712j 5.98816e-14-0.0269343j -1.16999e-13+0.0100595j 
-2.06318e-13-0.0155216j -3.56357e-14-0.0412467j -9.17405e-15+0.015637j 1.88418e-16-0.00021944j -6.59911e-15+0.00205789j -9.8462e-16+0.0132334j -3.30212e-15+0.00774788j 4.75346e-15+0.0133191j 1.68552e-15+0.0050411j 3.20379e-15-0.0159859j 5.59313e-16-0.00355534j -5.48714e-15+0.0181915j 3.9332e-15+0.0113777j -5.78042e-15-0.0039381j 3.05313e-15-0.0100218j 5.14071e-15-0.00685656j -2.00359e-15+0.0087072j 2.32608e-15+0.00423312j 9.87698e-15-0.0272195j 8.3752e-15-0.0019392j 4.69888e-15-0.016605j 1.7651e-16+0.0306874j -5.05122e-15+0.009308j 1.49365e-14+0.0191306j 2.77714e-15-0.015729j 1.85416e-14+0.021831j -2.94154e-15+0.000483207j 1.76395e-15-0.0172445j -8.33278e-16-0.00945172j -7.90106e-15+0.0196458j -2.50757e-15-0.00281112j 1.17635e-15-0.0045234j -6.96521e-15-0.00562713j 1.69285e-14+0.00721722j -5.48547e-15+0.00413509j 3.15454e-15-0.0191003j -2.27306e-16-0.0115353j -2.90341e-15-0.00530164j 4.58894e-15+0.0046415j -1.30935e-16+0.00972122j 6.35354e-16-0.00197479j 2.13786e-15-0.0206366j 3.51649e-16+0.00296215j -7.15398e-15-0.00690184j 4.9918e-15-0.0257554j 8.98288e-15-0.01107j 1.49504e-15+0.00856252j -1.77251e-16-0.0252571j -4.57673e-16-0.00739518j 2.29706e-15+0.00480951j 1.08201e-15-0.0030358j 1.02226e-15-0.00360294j -5.87295e-15-0.0011261j -3.679e-15-0.0022074j 2.43555e-15-0.00645644j 7.24889e-15+0.0162684j -2.0551e-15+0.0174418j -5.67344e-16-0.00321695j -2.69665e-15+0.00960156j -4.40766e-15+0.0038611j -2.25178e-15-0.00544155j 2.06061e-15-0.0137429j -2.866e-15-0.00775545j -4.69259e-15-0.00599892j 3.17047e-15+0.0128j 4.40814e-15-0.00383963j -4.81401e-16-0.00691509j -2.60209e-15+0.00831043j 6.27218e-15+0.00714882j -1.07545e-15+0.011517j 3.96817e-15-0.00941871j 5.87825e-15-0.00193211j 5.84498e-15-0.0104296j -6.47214e-15+0.0275944j -8.02295e-16-0.00748555j -4.87407e-14-0.0064141j 2.64936e-13-0.037362j 
-2.90924e-14-0.00450572j -6.5546e-15+0.00386954j 5.03447e-16-0.0106233j -8.25563e-17+0.000909198j -3.43793e-16+0.00658227j 7.63436e-16-0.00433144j -5.54902e-17+0.00149457j -7.48445e-17+0.000984412j -2.49869e-16+0.00844586j 9.82178e-17+0.00134813j 2.74055e-16-0.00641868j -1.33749e-17-0.00186514j 1.5335e-16+3.57602e-05j 1.17844e-15-0.00749299j 3.69599e-17+0.00272409j 4.74723e-16+0.0035275j 2.85784e-16-0.00156141j 1.70173e-15-0.0025345j -4.07297e-16+0.0035042j -2.54287e-16+0.00678549j 8.66084e-16-0.00249513j -1.12411e-15+0.00727693j 1.06651e-15-0.00932892j -6.36018e-15-0.00735902j -5.60944e-17-0.00100589j -3.46529e-15-0.00549967j 5.4827e-17-0.00271275j 5.19122e-16+0.00836693j 1.27893e-15-0.00181117j -5.71004e-16-0.00461822j -6.36304e-16+0.00045008j 9.74956e-16+0.000895256j 9.23663e-16+0.000524288j -6.3878e-15-0.00343461j 2.55544e-17+0.00279733j -8.83268e-16+0.00347062j 4.12721e-16+0.00111245j 1.55448e-15+0.00238429j -6.01845e-16-0.00483637j -3.95773e-16+0.00296653j -8.80284e-16+0.00320713j 2.91237e-15+0.016676j 1.10943e-15+0.000110235j -1.71427e-15-0.00225712j 1.02133e-15+0.0103043j -2.55329e-16+0.00136158j -5.90809e-16+0.00154648j 9.1913e-16+0.0045042j -4.35377e-17-0.000530913j 2.04549e-15+0.00223104j -5.60898e-16-0.00744571j 6.27647e-15-0.00928137j -6.20385e-16+0.00225057j 6.58442e-16+0.0002614j -7.26663e-16+0.00371524j -1.53598e-15+0.0122875j -9.63943e-16+0.00464777j -2.93805e-17-0.00308498j -2.77375e-16-0.00292329j 1.73867e-15-0.00108303j -6.30804e-16-0.00222906j -8.99157e-17+0.00128395j -1.47736e-16+0.000470343j -1.82357e-18-0.00336279j 6.96914e-18+0.00326912j -3.47251e-17-0.00129296j 6.74057e-17-0.0039269j -1.17781e-16+0.000615382j 1.81606e-16+0.000759732j -5.10516e-16+0.00963903j 4.88784e-17-0.000264344j 1.22318e-16-0.00119242j -1.11686e-16+0.00204519j 3.39793e-16-0.0110093j 2.8466e-17-0.00467267j -4.56706e-15+0.00459872j 1.95832e-14-0.00161898j 
-4.3865e-14-0.00580448j -1.00512e-14+0.00120846j 6.99518e-16-0.00531564j -1.66402e-16-0.000643931j -1.54032e-16+0.00250516j 9.22906e-17-0.000189819j 3.54615e-16-0.00238123j -2.55278e-16+0.00266427j -3.46097e-16+0.00431698j -5.67207e-16+0.00538705j 1.47018e-16-0.00247419j 3.81293e-16-0.00276419j -6.71131e-16+0.00498603j 1.00588e-17-0.000507274j 7.17419e-17-0.000486215j 2.87232e-16+0.00360092j 7.23011e-16-0.00237513j 2.4865e-15-0.0030474j -2.01345e-17+0.000688152j -4.83972e-16+0.00305666j 3.3235e-16+0.000476808j -1.13454e-15+0.00789954j 6.27032e-16-0.00446742j -1.39444e-15-0.00180224j -2.28823e-16+0.000702222j -9.82261e-16-0.000758651j 5.79905e-16-0.00307634j -7.5396e-16+0.00621205j 1.04268e-15-0.00323785j -2.88074e-16-0.00427055j -1.19671e-16-0.00153838j 7.83055e-16+0.000635526j 1.1795e-15+0.00147031j 9.45161e-16+0.000733207j 1.38603e-16+0.000401583j 6.06845e-16-0.000517252j 6.08329e-16+0.00346093j 1.30631e-15+0.0032105j -1.31842e-15-0.00291614j -1.15805e-16-0.00685124j -2.28274e-16-0.00307659j 9.26112e-16+0.00673408j 5.5994e-16-0.00199428j -7.62359e-16-0.001822j 1.4607e-16+0.000920043j -1.26258e-16+0.0015296j 6.50994e-17+0.000776288j 1.36034e-16+0.00145401j 1.59127e-16-0.0023501j 4.62399e-16-0.0011677j 4.27952e-16-0.00220336j 3.62878e-15-0.00499016j -2.43151e-16-0.000197734j 4.1338e-16-0.00181759j 1.75892e-17-0.00130158j -1.22996e-15+0.00742918j -1.19659e-15+0.00550225j 1.17898e-16-0.0026026j -3.99874e-16-0.0048698j -1.02318e-15+0.000763188j -2.29935e-16+0.000291217j 8.6359e-17-0.000389607j -2.32135e-16+0.000752507j 9.1389e-16-0.00719187j 1.91918e-16-0.000443948j -2.3573e-17+0.000566252j 2.97776e-18-0.00301687j 6.6992e-16-0.00317479j -1.68289e-16+0.00291653j -2.63064e-16+0.0042666j -3.49596e-16+0.00289133j 1.34575e-17+0.00155449j -1.09323e-16+0.000161169j 4.89086e-16-0.00395454j 3.29888e-16-0.00263842j -8.5002e-15+0.00514948j 3.60158e-14-0.00371038j 
7.04415e-16+0.00112581j 1.31776e-16-0.00470162j 8.59178e-17-0.00629973j -1.60566e-16+0.0124949j -9.98342e-17-0.00238838j -1.02211e-15+0.0105551j -3.14026e-17+0.00449851j -5.53448e-17-0.00130496j 2.5034e-16+0.00380616j -1.8484e-16-0.00407065j 6.18046e-17+0.00468652j 1.671e-16-0.00092014j 2.759e-18+0.00339019j 1.10858e-15-0.00908148j 3.58459e-16+0.0059387j 2.17148e-16+0.00136706j 8.15784e-16-0.001729j -3.95684e-15+0.00493058j 4.20897e-17+0.000302748j 5.27345e-17+0.00822981j 5.60489e-16+0.00163556j -1.0776e-16+0.00572524j -2.05533e-16+0.00315673j 1.3841e-15+0.00159653j -5.61995e-16-0.00333987j 6.2369e-15+0.0113633j 9.64048e-16-0.00108772j -1.128e-15+0.00359372j 9.3061e-16-0.00121981j 1.09717e-15+0.00584026j 1.52749e-15-0.00408793j -5.12443e-15-0.00658768j -1.08325e-14-0.010459j 1.53298e-14+0.00721519j -8.57888e-16-0.00676131j 1.99797e-15-0.0104437j -8.20581e-16-0.00214094j -1.24638e-15-0.00500021j 1.22154e-15-7.96535e-05j 9.20521e-16+0.00539163j 4.13531e-16+0.00273933j -9.23205e-16-0.00213325j 5.11197e-16-0.00438693j -4.52298e-15-0.00433903j -3.68333e-16-0.00143301j -7.92012e-16+0.00470229j 3.65722e-16+0.00288841j -1.43322e-15-0.00618433j -1.74215e-16+0.0034398j 1.44932e-15+0.0036926j -1.40152e-15-0.00514569j 7.7447e-16-0.00148781j -1.62519e-16+0.00281556j 6.89974e-18+0.000571717j -3.15563e-16-0.000694376j 1.31997e-17+0.000708084j 8.03507e-16-0.00241916j 5.0247e-16-0.00905584j 1.97035e-15+0.00940016j -5.21982e-15+0.00307809j 7.38023e-16+0.00430996j 1.21187e-16-0.00345142j -2.30964e-16+0.00244064j 3.84682e-17-0.00586439j 8.3918e-17+0.0058455j -1.26062e-16-0.00431569j 1.53054e-16+0.00489681j -8.86189e-16+0.00941231j 2.30445e-16+0.005156j 1.10603e-16-0.00363059j 9.70881e-17-0.00155947j 5.46605e-16+0.00601136j -1.40935e-16-0.00173199j -1.78456e-16-0.00381114j -1.36013e-16-0.0119292j -2.99106e-15-0.00807609j 1.33016e-14-0.00362664j 
-5.10734e-14-0.00500058j -1.1294e-14-0.0062098j -1.82737e-16+0.00608056j 2.85786e-16-0.0138377j -6.63751e-17+0.000549237j -1.22856e-15+0.0100861j -1.81895e-16+0.00499179j 1.85535e-16-0.00761895j 9.15311e-17+0.00631095j 7.27963e-17-0.000795583j 7.37019e-17-0.00207414j 2.17633e-16+0.00172312j -2.63743e-17-0.00460044j -4.2469e-16+0.0016241j 1.83524e-16+0.000896223j 4.35571e-16+0.00275007j 5.66239e-16-0.00244417j 1.08278e-15-0.00133175j 1.64269e-16-0.00216805j -7.95858e-17-0.00298104j -3.88589e-16+0.000867656j 2.52457e-16-0.00229716j -3.06959e-16-0.00908111j 1.88123e-15+0.00107145j -4.47445e-16-0.0096389j -1.1402e-15-0.00478658j 4.32893e-16+0.00668257j -1.28887e-15-0.00717786j -1.46589e-15-0.00935948j -5.13424e-16+0.000356805j -1.22477e-15-0.000673616j 7.0089e-16+0.00782848j 3.24094e-16-0.00328647j -7.87002e-16-0.000405314j -6.55386e-16-0.00146538j -2.92984e-15+0.0171484j -9.39313e-16-0.00388928j 3.0177e-16+1.53215e-06j -5.97953e-16-0.00556659j 4.59331e-16+0.00732188j -9.89912e-16-0.00353568j -1.35736e-17-0.000278082j 3.56276e-16-0.00241399j -6.17154e-15-0.00700833j -4.86165e-16-0.0025383j -4.52636e-16+0.00203573j 1.66736e-16+0.00510969j -1.02726e-15-0.00131149j 8.51344e-17-0.00940021j 5.48167e-17+0.000816412j 1.99803e-16+0.00286367j 6.02862e-15-0.00900025j -7.11072e-17-0.00237707j 6.78019e-16-0.00410454j -9.96232e-17-0.000611151j -8.72911e-18+0.000276622j -1.06127e-17+0.00193224j -1.70193e-17-0.00109726j -6.43691e-16-0.0016693j -2.26098e-15+0.00146924j -2.08059e-16+7.22464e-05j -1.08248e-16-0.00330845j -9.4119e-17+0.00253472j -1.28281e-16+0.0062551j 4.00169e-17+0.00191883j -6.2285e-17-0.00168523j 1.87019e-16+0.000487326j -7.08837e-16+0.00543466j -3.07989e-17-0.00487736j 2.4142e-17+0.00410378j 1.10626e-16-0.00186429j 5.58143e-16+0.00908593j 1.66995e-16-0.0109441j 9.69538e-17+0.00782889j 1.51752e-17+0.00702438j -1.44893e-14+0.00315575j 6.45817e-14-0.0080785j 
-7.12078e-14-0.008106j -1.57592e-14-0.00360875j 1.28272e-16-0.000669844j -3.34162e-17-0.00712719j -7.01525e-18+0.00282878j -6.91503e-17+0.0015696j -1.89929e-17+0.00144093j -1.09607e-16+0.00197092j 9.02563e-18+0.00602973j 1.16065e-16+0.00170482j 1.31332e-16-0.00607745j 7.37657e-17+0.000323929j -8.15539e-17-0.000461752j 6.82818e-17-0.000864636j -1.29066e-17+0.000911052j 4.7224e-16+0.00353817j -1.44937e-16-0.000739449j 2.1873e-15-0.00270059j 2.43104e-16-0.00157299j -2.53e-16+0.00353351j 1.42469e-15-0.00383109j -1.28557e-15+0.0092676j 1.69874e-16-0.00901561j -2.39997e-15-0.00309973j -2.0023e-16-0.00522845j -1.0516e-15-0.00178878j 6.48641e-16+0.000430116j -1.01225e-15+0.0034709j 2.78097e-16-0.00787597j -8.40484e-16-0.00279424j -5.24205e-16+0.000245615j 9.20911e-16+0.00473313j 8.15593e-16-0.00107948j -5.30108e-16+0.000214001j -4.94781e-16+0.00358436j -6.11076e-16+0.00439568j -2.01742e-17-0.00148471j 8.66189e-16-0.00051735j -5.97146e-16-0.00564901j -7.53423e-17+0.00171632j -6.04362e-16-0.00178859j 5.72691e-16+0.0024023j 3.3741e-16-0.00118787j -1.61754e-15-0.00216697j 1.92877e-16+0.00274104j 6.73913e-16-0.00149264j -1.86871e-16+0.00298416j -3.37999e-16+0.00140396j -6.88289e-17-0.00697562j 3.94156e-16-0.000362732j 1.68837e-16-0.000615605j 4.17093e-15-0.00647899j -1.77539e-16-0.00152083j 4.46223e-16-0.00198516j -1.25828e-16-0.000774501j -5.74797e-16+0.00685539j -9.66464e-16+0.00565962j -4.36387e-16+0.00116138j -7.35356e-16-0.00414808j 5.97167e-17+0.000122939j -7.09871e-16-0.00251674j -4.97408e-17-0.00115768j -2.34367e-18-0.000948016j 5.3704e-18-0.00018987j 5.18749e-17+0.0016983j -5.30975e-17+8.39833e-05j -4.33489e-17-0.00444147j -7.89952e-17-1.02509e-05j 1.56693e-17+0.000505206j -7.79103e-17+0.00716491j 6.29986e-18-4.40819e-06j 2.22593e-16+0.00217798j -1.35656e-16-0.00239894j 1.51774e-16+0.00211539j 1.09862e-16+0.00178168j -1.52701e-14+0.00613738j 6.7725e-14-0.007828j 
-2.39408e-14-0.00425536j -5.46479e-15+0.00570025j -2.40878e-17+0.00164136j 9.65884e-17-0.00502441j 1.52097e-16-0.00888268j 3.76534e-16-0.00200299j 1.95749e-16-0.00461991j -7.50597e-17+0.0014993j 5.12451e-17-0.0060531j -7.44457e-18+0.000898531j -1.2938e-16+0.00377901j -2.20077e-17-0.000176257j -1.13402e-16+0.00343437j 1.88212e-16-0.000170583j -1.23294e-16-0.0030148j 1.35995e-16+0.000190776j -4.87602e-16+0.00231199j -1.81442e-15+0.00251251j -2.9041e-16+0.00186918j 1.88877e-16-0.00159979j -4.64168e-16-0.00111169j 6.15262e-16-0.00864659j -5.64775e-16+0.00454081j 5.29582e-15+0.00576595j 2.71004e-16+0.00531082j 7.34443e-16+0.00165529j -6.72578e-16-0.00177498j 4.69206e-16-0.00651579j -1.68548e-15+0.00796311j -1.13894e-15-0.00832671j -1.83829e-15-0.00332124j 2.69721e-15+0.00750726j 5.92292e-15+0.00430736j 1.33844e-15+0.000716906j 7.40752e-16-0.00364156j -5.22665e-16+0.0040621j -1.59517e-16+0.000285737j -2.34884e-16+0.00249156j 2.58496e-16+0.00675179j 3.35442e-16-0.0022657j 2.17014e-16-0.000979547j 2.20815e-16+0.00098196j -2.75744e-16+0.00270911j 1.46585e-15+0.00187506j -1.85304e-16-0.000923421j -3.80775e-16+0.0013534j -1.98628e-16-0.000263595j 1.19681e-15+0.00488143j 1.9055e-16+0.00198952j -2.10647e-15-0.00336502j 1.29262e-15+0.00750691j -2.54146e-15+0.00385947j 4.5895e-16-0.00685807j 9.20298e-17-0.00556399j -2.02489e-16+0.00427029j -1.37834e-17-0.000691973j 6.09334e-16-0.00410331j -1.67166e-16+0.00591894j -1.06466e-15-0.00552563j 9.8312e-16-0.000542278j 1.63697e-16-0.000399556j -2.45581e-16+0.00225382j 3.06186e-16-0.00503587j -3.28388e-17+0.00111616j -1.3914e-16+0.0020517j -1.21014e-16+0.005373j -1.29907e-16+0.00236765j 6.06029e-16-0.00475003j -5.19393e-17+0.000318578j 8.59209e-17-0.00492862j 3.91274e-17+0.00183365j 2.06958e-16+0.00303737j -1.93323e-16+0.00309989j 1.17641e-16+0.00161597j -6.10443e-17+0.00685475j 2.33172e-15+0.00814231j -1.1425e-14+0.00336262j 
-5.05912e-14-0.0061312j -1.12374e-14-0.000843256j -7.9678e-17+0.0025152j 9.46494e-17-0.00890886j 5.64443e-17-0.00268788j -1.45728e-16+0.00216152j 4.01906e-17-0.000918242j -6.16248e-17-0.00213055j 1.17871e-16+0.00114493j -5.93329e-17-0.00168966j 1.26152e-16+0.00102225j 2.12513e-17+0.00105549j -7.95483e-17+0.00305925j -1.96814e-17-8.5948e-05j -1.35601e-16-0.00419184j 3.59562e-16+0.00108297j -3.01294e-16+0.00132227j 9.09979e-17+0.000307081j -5.89522e-17-0.000275937j 1.0115e-17-0.00489114j -9.01387e-17+0.000674973j 2.47764e-16-0.00346136j -5.12547e-16+0.000939813j 5.22419e-15+0.00521761j 2.45797e-17-0.00251034j -6.26222e-16-0.0020329j -2.75582e-16+0.00148497j -9.66007e-17-0.00844252j -1.74529e-15+0.00222433j -7.4728e-16-0.00356662j -1.81708e-15-0.00339047j 2.66879e-15+0.00733046j 5.36826e-15+0.00326466j -3.97058e-15-0.00218774j 4.02123e-16-0.00299737j -1.54396e-15+0.0112263j 8.99533e-18+0.000127559j 7.5391e-16+0.00408743j -7.97068e-16+0.00175134j 1.83519e-16+0.00055236j -5.30023e-16-0.00300591j 1.60747e-15+0.00600698j 2.49712e-16+0.00313798j -3.02732e-15-0.00304609j -2.18487e-16-0.00271107j -5.06922e-16+0.00215977j 1.53006e-16+0.00124854j 9.981e-17+0.00114161j 2.62272e-16-0.00231822j -9.43546e-16-0.00140653j 9.80883e-16+0.00427477j 3.13232e-15-0.00472216j -1.18076e-17-0.00385786j 4.24002e-16-0.00621958j -2.50744e-16+0.00377691j -3.74669e-16+0.00354918j -4.686e-17+0.0031352j -2.22793e-16-0.000309549j -1.02193e-15-0.00443283j -3.35809e-15+0.00236805j -7.19613e-16-0.00200327j -1.75456e-16-0.000320024j 1.24855e-16-0.00180191j -9.35913e-17+0.000339658j 4.34641e-18+0.0028953j -5.73038e-17+0.00382018j 7.58504e-17+0.000876723j 5.9615e-17-0.000522693j -9.70634e-17-0.00256436j 7.81819e-17+0.00236536j 3.68713e-17-5.27197e-05j 3.65498e-16+0.00440604j -1.06741e-16-0.00408889j 4.93068e-17+0.00272024j 5.25265e-19+0.00575141j -9.12846e-15+0.0068648j 4.03142e-14-0.00395268j 
