-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
1.15332e-15-0.00103237j 4.14836e-16-0.00105929j -5.02447e-17-0.000941288j -2.22214e-16+0.000954904j -4.98398e-17+0.0011777j 1.21916e-16+0.000767929j 5.07081e-18+0.000636555j 2.18214e-16+0.00165509j 4.82529e-17-0.000693252j -5.24804e-17-0.00110849j 6.50813e-17-0.00100585j 1.37927e-16-0.0011799j 4.75828e-17-1.31825e-05j -2.75762e-16-0.000744828j -8.99032e-19+8.13237e-05j -1.3976e-16-0.00031839j 1.57375e-16+0.000732873j 5.19327e-17+0.00101312j 8.31463e-17-0.00108045j 5.3939e-18+0.00128516j 2.18763e-16-0.000654251j -6.4325e-17+0.000201464j -7.84047e-17+0.0010076j -4.09496e-17-0.000268423j 1.07502e-16-0.000847307j 1.00759e-17-0.000974787j 6.97248e-17+0.000353298j 3.51132e-17+0.000984494j 1.14825e-17+0.000905225j -1.58941e-15-0.00019746j -8.62784e-15+0.00141637j -3.79638e-16+0.000376227j 1.0117e-15+0.00195997j -2.77305e-17+0.000616011j -2.41187e-16+0.0018051j 1.23921e-16-0.00074588j -1.14114e-16+0.00121133j 2.08412e-16-0.00194904j 3.67772e-16-0.00217525j -2.35053e-16+0.00083622j 2.92027e-17-0.000290344j -6.71148e-17+0.00101461j -8.52845e-15+0.00208225j -8.64135e-17-0.000703081j -2.03251e-16+0.000148906j 2.1932e-16-0.00133028j 6.41499e-17+0.000369197j -2.78425e-17-0.00053738j -5.84425e-16+0.00172641j -5.82745e-16+0.00350061j 4.28472e-16-0.000264584j -3.19988e-16+0.000812764j 5.45864e-16-0.00328426j 8.60232e-17+0.000525458j -1.55728e-16+0.00213263j -1.71696e-16+0.00126836j 9.44342e-17-0.000917782j -4.78197e-17+0.000139827j 3.61221e-16-0.00180504j 6.62824e-17+0.000278302j 2.23625e-16-0.00122974j 2.89395e-16-0.00164783j 1.38819e-16-0.000359752j -1.95464e-16+0.00194153j -2.46553e-16+0.00209989j -1.42808e-16+0.000829799j 1.1531e-16-0.000570784j -1.45562e-16+0.00146454j 1.20628e-17-0.00105659j 3.94311e-16-0.00206694j -2.08442e-16-0.00122131j 1.30643e-15+0.00034625j 
-1.17104e-15+0.000453688j -8.42793e-16+0.00241068j -4.43076e-17+0.00139236j -1.54948e-16+0.000948293j -7.81802e-17-0.000575027j 2.00134e-16-0.00196476j -2.7615e-17-0.000711668j -1.54373e-16+1.52268e-05j 1.60029e-16+0.000125722j -1.01134e-16+0.00161864j 1.37254e-16-0.000118494j 1.65923e-16-0.000225748j 5.57751e-17+6.17756e-05j 7.51347e-17+0.00215744j 5.45322e-17-0.000425529j -7.38336e-17+0.00121537j -5.56488e-18-0.000963594j 1.48433e-16-0.00166399j 1.06049e-16+0.000679579j -1.59056e-16-0.000746531j 2.44204e-16-0.00152345j 5.33486e-17-0.000110668j -1.11934e-16-0.000258096j 5.00477e-17-0.000362753j 1.26737e-16+3.56753e-05j 3.575e-17+0.000811635j 1.21141e-16-0.00115051j 3.83683e-17-0.00122666j -3.40556e-16+0.000377591j 2.49752e-15+0.000435734j 9.46887e-15-0.00153507j 5.1493e-16-0.000498703j -2.94067e-16-0.000393634j -1.88186e-16+0.000481329j -1.95795e-16+0.000280781j 1.24995e-16-0.000665582j -4.04476e-17-0.00041497j 8.73465e-17+0.00070434j 3.88004e-16-0.000922674j -2.92078e-16+0.000702445j 1.76553e-16-0.000718632j -6.11368e-17-0.000250458j 8.27155e-16-0.000246292j -1.59993e-17+0.000990245j -2.78206e-16+0.0013854j 1.07574e-16+0.000422993j 4.21963e-17-0.00017969j 2.83159e-17+0.000100959j -3.16153e-16+0.000462317j -2.87811e-16-0.00057851j 6.10537e-16-0.00150635j -3.81343e-16+0.000906927j 1.98535e-16+0.00031724j 1.16101e-16-0.000864166j -3.05894e-16+0.000955848j -3.51114e-17-0.000445667j 8.48821e-17-0.000183881j 3.807e-17+3.41659e-06j 5.16037e-16-0.00177589j 5.71233e-18-0.000385303j 2.06371e-16-0.000250937j 4.89588e-17+0.000628418j 2.72154e-17-0.000629553j -8.7223e-17-0.00040445j -2.38106e-16+9.03821e-05j -1.62248e-16+0.000627102j 7.18916e-17+2.10377e-05j -2.37755e-17-0.000578446j -1.72159e-16+0.00157335j 3.38892e-16-0.0011754j 1.0205e-15-0.000240231j -2.4561e-15-0.00181667j 
2.33846e-15-0.00243053j 1.28369e-15-0.00215054j 8.43374e-17+0.000643294j 1.90716e-16+0.000762451j -1.21937e-17+0.000838594j -1.52625e-16+0.00156486j -5.23447e-17-0.000742956j 4.10536e-16+0.00150222j -5.59094e-17-0.000104081j 1.58232e-16-0.000490653j -9.32148e-17-0.00145658j -4.7325e-17-0.00132593j 2.29486e-16+0.00231466j -1.69011e-17-0.00105727j -1.04192e-16-0.000686435j 2.79459e-17+0.000275865j 1.0941e-16+0.00170577j -1.25446e-16+0.00153847j -4.80522e-17+0.000446716j 3.56868e-17+0.000936315j -2.05836e-16-0.00156577j -4.10489e-17+0.000352421j -2.83203e-17+0.0011452j 3.92938e-17-0.000125618j 1.0974e-16+0.00105367j 8.35919e-17-0.00091254j -1.18826e-16-0.000836766j -1.0608e-16+0.000691257j -3.74346e-16+0.00104209j 5.77096e-15+0.00100056j -9.28408e-15+0.00142449j -3.79202e-16+0.00223939j 2.20751e-16+5.13563e-05j 1.71093e-17+0.00047834j 1.38822e-16-4.88799e-05j -9.77002e-17+0.0014171j 4.56132e-17-0.000286642j -5.40505e-17+0.000613659j -1.20986e-16+0.000303692j -7.48195e-17-0.000431775j 1.1563e-17-0.000757428j 2.35463e-17+0.000246355j 4.45314e-15-0.00106121j 1.30625e-16+0.00047394j 3.45763e-17-0.00104271j -3.27079e-17-0.000204262j 5.03401e-17+0.000649644j -1.58005e-17+0.00038436j 5.99144e-16-0.00254492j 1.76311e-16-0.000160895j -9.09419e-17-0.000470655j 1.22076e-16-0.000854354j -6.08059e-17-0.000613402j -1.65473e-17+0.000180896j 1.35625e-16-0.00155664j 1.38401e-16-0.000288862j 4.3665e-17-3.52557e-05j 4.73231e-17+0.0012195j -5.90597e-17+0.000581594j 7.89112e-17+0.00133812j -6.03875e-17+0.000467761j -1.3051e-16+0.000890306j -2.25983e-16+0.000513135j 9.06723e-17-0.000577967j 4.9559e-17+0.000605475j 7.33301e-17-0.000217227j 1.51712e-17-0.00111264j 8.2939e-17+0.000271614j -2.2047e-17-0.00065309j -1.94818e-16+0.000282882j -1.31871e-15-0.00126113j 3.50756e-15+0.00178668j 
-1.53927e-16-0.00103637j 5.29703e-16+0.00102197j 7.28364e-16+0.00165739j 9.80681e-16+0.00257107j -2.22299e-16-0.000618286j -6.63219e-16-0.00195155j -5.3143e-16-0.00121698j 5.69185e-16+0.000796778j 1.17841e-16-6.47525e-05j 6.83005e-16+0.00192816j -3.49755e-16-0.000807724j -3.53266e-16-0.000728537j 8.4685e-16+0.00180211j 1.16955e-15+0.0025577j -4.63537e-16-0.00127078j 7.03314e-16+0.00184386j -6.77114e-17-0.000287999j -4.93486e-16-0.00162817j 4.67349e-16+0.00112564j -4.09754e-16-0.000980437j -1.0884e-15-0.00258514j 6.62089e-17+1.32868e-05j 1.85494e-17-5.17333e-05j 1.68884e-17-0.000100062j 5.65491e-16+0.00138224j 3.60782e-16+0.00115006j -8.03604e-16-0.00237357j -6.23147e-16-0.00209226j -1.12265e-16+0.000442155j 5.279e-15+0.00082398j 4.12707e-15-0.000752844j 5.18191e-16+0.000499233j 1.45802e-15+0.00158938j 1.09877e-16-0.000115034j 3.88141e-16+0.00121699j -7.64386e-16-0.00205968j 1.38057e-16+0.000490417j 1.16971e-16-4.97272e-05j -1.49788e-16-0.000601431j -6.34722e-16-0.00180375j 2.95715e-16+0.000721662j -1.1943e-16-0.000231346j -8.70551e-15+0.00240808j 6.26146e-16+0.00120077j 4.7982e-18+0.000168565j 3.15623e-16+0.000560323j 3.21164e-16+0.000751098j -6.34286e-17-0.00051225j 3.17465e-16+0.00226593j 1.20833e-16+0.000946621j 4.86381e-17-0.00041616j 3.97127e-16+0.00135008j -1.62149e-16-0.000703873j 2.27221e-16+0.000144297j 8.68625e-16+0.00231815j 4.79753e-16+0.00125144j 1.61701e-16+0.00022107j 2.25175e-16+0.000298605j -1.37411e-17-0.000195773j 9.17755e-17+0.000323527j 1.3838e-16+0.00040735j -1.06964e-16-0.00066059j -1.30263e-15-0.00356505j 2.44702e-16+0.000978072j -8.08335e-17+2.94322e-05j 2.96527e-16+0.000956117j 1.92114e-16+0.000776447j 1.54706e-16+0.000586868j 1.53973e-16+5.64224e-05j -7.33525e-16-0.00220091j -9.34017e-16-0.00164149j 7.71292e-16-7.00179e-05j 
1.07372e-15-0.00135575j 5.53647e-16-0.00047763j 7.20387e-17+0.000991774j -6.03049e-18+0.000640891j -3.63922e-17-0.00015988j 1.59817e-17-6.24006e-05j -5.68479e-17-0.000479375j 2.84623e-17+0.000221683j 3.55535e-17+0.000104262j 6.41513e-17+0.000392442j 2.26639e-17-0.000209838j 2.02949e-17-0.000405902j 1.1662e-16+0.00113456j 8.9227e-18+0.000157299j -1.33214e-17-0.000284906j 1.8488e-17+0.000420404j 1.09058e-17+0.000230655j 1.0929e-17+5.02485e-05j 2.3871e-17+0.000651981j -4.19584e-17-0.000113107j -3.61245e-17-0.000667715j -3.02633e-19+5.28935e-05j -1.98799e-17+0.000280385j 5.54716e-17+9.77848e-05j 7.38762e-17+0.000445087j 4.3701e-17+6.25086e-06j 1.47202e-18-0.00113959j 4.55443e-18-0.000191876j 1.11658e-17-0.000108366j -3.93757e-16-7.65002e-05j 1.34977e-15-0.000258504j 1.18652e-16+0.000592473j -1.62529e-16-0.000230908j -7.95777e-18+0.000840435j -5.91855e-17-0.000512767j 9.45119e-17+7.72724e-06j -6.20133e-18-5.03606e-05j 3.4348e-19+0.000257021j 4.02862e-17+0.00170798j 8.91217e-17+0.000305423j 7.25506e-17+0.002128j -5.33439e-17-0.000743964j -5.55887e-15+0.00140527j 8.33415e-17+0.00177452j -7.3004e-17-0.000803121j -3.89872e-17+0.0015097j -6.76175e-17-0.000218462j 1.26777e-16+0.00227543j -2.18074e-16+0.000534836j -1.5045e-17-0.000923713j 1.10146e-17+0.000706283j -1.13253e-17+0.00140987j -1.09441e-16+0.00193453j 4.368e-16+0.00312829j -2.65232e-17-0.0002996j -1.2986e-17+0.000663146j 1.0194e-16+0.000533126j 7.52386e-17+0.00130049j -4.18467e-18+0.00148697j -1.17449e-16-0.00152868j -2.76492e-17+0.000511402j -1.52822e-17-0.000556975j 9.04665e-17-0.00195099j -6.67929e-17-0.000841616j -6.92749e-17-0.00208706j -8.48345e-17-0.00109068j -1.05837e-16-0.00111715j -8.43172e-18-0.000100541j 2.42754e-17+0.000801048j 8.98283e-17+0.00050345j -8.74037e-16-0.00133621j 2.67296e-15+0.00120983j 
1.77441e-15+0.000670157j 4.22715e-15+0.00117014j 5.60221e-15+0.00139522j -1.59337e-15-0.00039746j -2.20795e-15-0.000552566j 3.54609e-15+0.000890731j -6.04961e-15-0.00151504j -9.94828e-16-0.000237274j 2.9031e-15+0.000718586j 6.29965e-15+0.00157789j 7.51148e-16+0.00018692j 3.31671e-15+0.000830555j 5.48077e-15+0.00135452j 8.27356e-16+0.000208371j -2.04337e-15-0.000518965j 3.53118e-15+0.000887677j 1.92152e-15+0.000483301j 1.52877e-15+0.000376766j 4.02939e-15+0.00102129j -2.85825e-15-0.000716382j -3.64064e-15-0.000903455j 4.73642e-16+0.00011748j -1.14267e-15-0.000282845j -1.20164e-15-0.000307149j 4.74644e-15+0.00119257j 3.7568e-15+0.00095175j -3.23518e-16-8.36924e-05j -1.04803e-15-0.00026864j 2.42041e-15+0.000790064j 1.78251e-14+0.00178599j 1.50451e-15-0.000829182j 2.80089e-15+0.000638378j -6.19026e-15-0.00133826j -7.36886e-16-0.000177881j -2.18521e-15-0.000542914j 1.25532e-14+0.00311926j 2.53637e-15+0.000640117j -7.4755e-15-0.00185676j -2.70737e-15-0.000705698j 2.47181e-14+0.00618707j -2.35276e-15-0.000591575j 5.4846e-15+0.00138334j -6.73051e-17-0.00190612j -1.06511e-14-0.0026333j 1.45497e-15+0.000364141j -5.56491e-15-0.00141647j -9.4471e-15-0.00235184j 9.63317e-15+0.00240886j -4.82999e-15-0.00126197j 4.53968e-15+0.00115711j 3.70831e-15+0.000963046j -9.66843e-16-0.000281614j -7.06498e-16-0.000215402j 1.0212e-14+0.0024692j -7.97711e-15-0.00201991j -5.31992e-15-0.00127541j -5.27772e-15-0.00127839j -1.15191e-15-0.000288031j -7.90322e-15-0.00194738j -1.20817e-14-0.00298681j -1.1777e-14-0.00301053j -5.79483e-15-0.00145872j 2.4886e-14+0.00626165j -1.08864e-15-0.000266755j 3.78727e-16+0.000106074j -6.14267e-15-0.00153134j -1.24129e-14-0.00310083j 8.67935e-16+0.000218753j 4.8895e-15+0.00122572j 7.13278e-15+0.00179371j 7.67464e-15+0.00170551j -7.11626e-15-0.00111619j 
-1.98167e-15+0.00222012j -9.88463e-16+0.00129333j -6.40411e-18-0.000627306j -2.91328e-17-0.000568043j 1.35447e-17-0.000353919j 3.72492e-17-0.00121389j 1.25927e-17+0.000386695j 8.46506e-18+5.47652e-05j 5.80612e-17-0.000176594j -7.36335e-17+0.00054476j 3.75349e-17+0.000309341j 7.45749e-18-0.000475449j -1.06241e-16-0.00167408j 1.61729e-16+0.00153147j 4.63814e-17+0.000214895j -1.0877e-17+0.000294082j -3.06721e-17-0.00119447j 6.06959e-17-0.00159503j 8.28919e-17-0.000570972j -3.69462e-17+0.000107965j 7.64499e-17-0.000599232j 2.16377e-17-0.000159837j -9.58751e-18-0.000119393j -6.82807e-17-8.24069e-05j -7.32136e-17-0.000680056j -3.64373e-17+0.000572272j 6.94799e-17-5.95058e-05j 7.31203e-17-0.00100975j -4.5038e-16-0.000497347j 6.67907e-15+0.00105178j 4.99316e-15-0.000796831j 2.05595e-16-0.000636557j -4.78341e-16-0.000596488j 2.58629e-17-0.00171996j -1.52101e-17-0.000289784j 1.36027e-17+0.000682651j -2.67612e-17-0.000316914j 1.59198e-17+0.000298157j 4.50301e-17-0.000952135j 6.75845e-17-0.000439685j -1.14364e-17-0.00222312j 1.75217e-17+0.000663286j 1.00781e-14-0.00255757j -3.64164e-17-0.00229801j 1.03464e-16+0.000641411j 6.20296e-17-0.0013512j -2.90741e-17-0.000122995j 4.30899e-17-0.00235442j 2.96566e-16-0.00129381j -2.76417e-18-0.000204584j -1.95459e-16-0.000234563j 1.43928e-16-0.00212977j 2.12085e-16-0.000851859j -3.81214e-16-0.00355078j -1.71743e-16-0.000797602j -2.74162e-17-0.00131731j -1.03856e-16-0.000242129j -2.58606e-17-0.00179435j 3.43605e-17-0.00075346j -1.51999e-18+0.00139608j 2.01526e-17-0.000270934j -9.76133e-18+0.000983433j -4.31171e-17+0.00291714j -3.66267e-17+0.000338476j -3.46597e-17+0.00145217j -1.35641e-18+0.000807133j -1.35575e-17+0.00154519j -3.36289e-17-0.000315137j 5.47585e-17-0.000621504j -9.95788e-18+0.000493719j 1.23998e-15+0.00237671j -3.77821e-15-0.00156876j 
-2.55069e-15+0.00282963j -1.30447e-15+0.00162334j -2.98541e-18-0.00159233j 4.21752e-17+3.83233e-05j 2.03211e-18-0.000537691j 2.93552e-17-0.00265076j -1.83184e-17+0.00124508j 1.71982e-16+0.00065899j 6.01955e-17-0.000758971j -4.81188e-17-0.000197137j 1.16485e-17-0.000225808j -1.55049e-17-0.00123374j -8.52213e-17-0.0020478j 2.77012e-16+0.00200271j 6.62775e-19+9.22787e-05j 2.63555e-17+0.000146931j -3.05867e-17-0.00146422j 2.01432e-17-0.00210464j 1.41226e-16-0.00127533j -7.8297e-17-4.77616e-05j 3.70361e-17-0.000531252j 8.1457e-17-0.000488065j 8.97384e-18+0.000280667j -5.08518e-17-0.000162348j -1.18801e-17-0.000629917j 1.76302e-17+3.68359e-06j -1.85481e-17+0.000320235j -1.67851e-17-0.000888321j -4.70427e-16-0.000110345j 6.61118e-15+0.00106279j 8.80307e-16-8.04461e-05j 3.14993e-17-0.00133972j 5.58335e-16+0.00105669j 3.13803e-17-0.00247635j 1.40653e-17+0.000277844j -1.85171e-16-0.00547173j 2.46179e-17+0.000253097j 8.90209e-17+0.00135419j -4.12048e-18-0.00054573j -7.52408e-17-0.0066387j 2.32792e-17+0.000155527j 3.43954e-17-0.000742796j -5.00427e-15+0.00124631j -2.7193e-18-0.000871825j -3.96949e-18+0.00183486j 2.92677e-17+0.000291201j 9.4008e-17+0.00125003j -2.97777e-17-0.00593314j -6.93569e-16+0.00468407j 9.78964e-17-0.0010129j -1.21531e-16+0.000299332j 4.42501e-17-0.000886544j -8.47703e-17+0.000182162j -6.58894e-16-0.0063144j -1.70994e-16+0.00386838j 2.28763e-16+0.000666181j 1.64032e-17+0.00142215j -1.49839e-17-0.00373401j 2.32731e-16+0.000856425j 1.47997e-16+0.00242701j -1.23237e-16+0.00231646j 5.79438e-17+0.000391611j -1.28403e-17-0.00462252j 3.39712e-17+0.00208964j 2.87056e-17+0.000440335j 5.16932e-17+0.00262536j 4.19216e-17+0.0066286j -6.38095e-18-0.000559301j -4.33771e-18-0.000967202j -7.04905e-18-0.00173919j 1.66496e-15+0.002169j -5.06022e-15-0.00249048j 
-1.64158e-15+0.00158366j -7.84607e-16+0.00150484j 3.84441e-17+0.000481887j 3.36055e-18-0.00317315j 1.73127e-17-0.000584921j 1.6374e-17+0.000610092j -2.134e-17-1.71974e-05j -5.30239e-16-0.00210639j -1.06976e-16+0.000897042j 5.71714e-17-0.000694792j -2.4463e-17+0.000955247j 5.20279e-17+0.00163209j -1.41388e-17-0.000637116j -1.73519e-16-0.00187123j -7.3068e-18+0.000769269j 4.55214e-17-0.00112634j -7.95353e-17+3.13968e-05j 1.52299e-17+0.00106252j -6.25277e-17+0.00054806j 2.17193e-18-0.000678362j 1.28493e-17+0.00255527j 6.31238e-17-0.000327821j 2.89413e-17-0.000528076j -4.40987e-17-0.000266202j -1.08801e-17+9.16647e-09j 1.0591e-17-0.000903105j -1.1303e-16+0.00223868j -9.75111e-17+0.0020207j 1.65721e-16+0.00035525j -1.79282e-15-0.0002582j 4.54462e-15-0.000718382j 2.08725e-16-0.000759343j -2.55419e-15-0.00425512j -1.37637e-16+0.000965465j 1.351e-17-0.003197j 2.09794e-17-0.000155906j -2.12241e-17-0.00230735j 1.19727e-17+0.00400095j -1.43228e-16+0.00268423j 1.23858e-16-8.92926e-05j -5.37757e-17+9.40242e-05j -2.34036e-17-0.00205131j 1.52414e-14-0.00388967j 1.52516e-16+0.00221165j 1.60912e-16+0.00184464j -1.90653e-16+0.0025727j -1.03364e-16-0.000948681j 3.17198e-17+0.000750003j 2.39823e-16-0.00187999j 3.02006e-16-0.00676603j -2.42537e-16-0.00106822j -1.03254e-17-0.000465917j -4.90348e-16+0.00599801j -3.51475e-16-0.00208794j -3.07128e-16-0.00231059j -2.3693e-18-0.00262013j -5.00007e-17+0.00137919j 7.29626e-17-0.00054929j -1.05182e-16+0.000917527j -6.02924e-17-0.00106898j -7.52933e-17+0.00198862j -1.33234e-16+0.0033662j 3.86127e-17+0.000180501j 2.54537e-18-0.0037472j 1.27012e-16-0.00315261j 4.9376e-17-0.00102926j -7.51583e-17+0.00102901j 1.37299e-17-0.00339794j -4.91668e-17+0.00343704j -1.32925e-16+0.00285034j 1.48204e-15+0.00205703j -4.58359e-15-0.00218299j 
3.73729e-16-0.000117077j 1.65729e-16-0.000503658j -3.48833e-17+0.000752301j -5.24938e-17-0.00100512j -2.35397e-17-0.000418496j -4.59638e-17+0.00128481j 2.17783e-17-0.000762286j 1.47936e-16+0.000487554j -8.12597e-17+0.000381166j 6.06367e-17-0.000246573j -3.53606e-17-0.000605178j -4.59621e-17-0.000411026j 8.61624e-17+0.00210508j -1.50484e-16-0.00137929j -1.72515e-17-0.00043152j -3.94399e-17+4.86884e-05j 3.27899e-17+0.00139486j -3.6665e-17+0.00164264j -1.4975e-16+0.000638379j 5.76082e-17-0.000132231j -7.66324e-17-0.000358065j 7.94301e-18-0.000107114j 5.0162e-17+0.000944437j 5.88593e-17-0.000259872j 5.06179e-17+0.00161246j 1.75095e-18-0.000843986j -6.95609e-18+0.000422203j -2.94384e-17+0.00141141j -8.13304e-16+0.00120346j 1.21691e-14+0.00203021j -4.29829e-15+0.000650617j -1.74786e-16+0.00129102j -1.10189e-15-0.00173533j -1.97495e-16-0.000153396j -6.78527e-17-0.0022006j -1.62909e-16-0.00149319j 5.82064e-17+0.000271512j -1.10215e-17+0.000845098j -1.38927e-17+0.00305363j -6.20444e-17+0.00011187j 9.57874e-17+0.0035586j -6.91832e-17-0.00109698j -2.43714e-15+0.000605327j -1.64319e-16+0.000332233j 6.67593e-17+0.000284503j -1.23934e-16+0.00203541j -1.16529e-16-0.0014341j -1.56114e-16+0.00127953j -2.78823e-16+0.00256565j 1.65914e-16-0.00307464j -3.61709e-16+0.00257947j 1.43368e-16+0.000713826j -3.15404e-16+0.00462655j 2.55941e-17+0.00210316j 1.47954e-17-0.000367656j 4.80305e-18+2.3324e-05j 8.11823e-17+0.00143402j -1.69258e-16-0.00101815j -1.43674e-17+0.00265855j -1.15801e-16-0.00306606j 3.83579e-17+0.000979315j -6.51618e-17-0.00110407j 2.03123e-17-0.00126972j 7.71178e-17-0.000915191j 1.74483e-17-0.00379773j 2.67348e-17-0.0017315j 1.54023e-16+0.000836723j -1.63573e-17-0.00111559j -6.306e-17+0.00174392j 1.60398e-17+0.00248264j 4.96762e-16+0.00133186j -1.07679e-15-0.000179959j 
3.28709e-15-0.00412139j 1.72971e-15-0.00155377j 3.96486e-17+0.00202294j 4.91921e-17+0.00209639j 3.72477e-17+0.000752768j -1.69453e-17+0.000840545j -4.40539e-18-0.00131456j 1.18909e-16+0.000624325j 1.00636e-17+0.000180129j 2.76255e-17+0.000475546j -1.84196e-17-0.00101996j 4.37278e-17-0.000365375j 1.11093e-16+0.00274251j -1.1403e-16-0.000350159j 8.07098e-18-0.000820072j -5.32611e-17+0.000749611j 5.15998e-17+0.00125569j 3.01206e-18+0.000930199j -9.66021e-17+0.00139144j 4.31136e-17+0.000173597j -2.72768e-17-0.00143854j -3.32588e-17+0.000487299j -6.36566e-17+0.000264576j 5.79541e-17+3.11551e-05j -1.3534e-17+0.000898194j 7.3028e-18-0.000144395j 6.93505e-17-0.00195045j 6.60261e-17-0.000152622j 4.43786e-16+0.000567329j -6.60485e-15-0.0010088j -2.59918e-15+0.000343021j -1.1002e-16+0.0017537j 5.45895e-16+0.000621729j 1.63153e-16+0.00256171j 1.0125e-16+0.000982565j 1.77296e-16+0.00235122j -5.51653e-17-0.000655855j -1.18602e-17+0.000376319j -1.6124e-16-0.000164395j 1.1593e-16+0.00136577j -1.53797e-16-0.000677475j 2.61819e-17-6.77975e-05j -1.18511e-15+0.000316271j 3.00689e-16+0.00320161j -3.28883e-17-0.00144753j -6.25894e-17+0.000541412j 6.23317e-17+0.000990641j 1.25465e-16+0.00324576j 3.15515e-16-0.00343322j -2.92564e-17+0.000685372j 2.79236e-16-0.00218204j -2.07387e-16+0.00130464j -1.11258e-16-0.00114545j 3.86863e-16+0.00314797j 1.19525e-16-0.00126765j -2.57717e-17+0.000328306j 3.52688e-17-0.00066188j 2.21004e-16+0.00395572j -2.25725e-16-0.000656077j 6.35591e-17+0.000682669j -1.03295e-16-0.000102184j 2.33243e-17+0.00102858j 5.36857e-17-0.00097947j -5.90662e-17-0.00142389j 9.84225e-17+0.000501925j 5.07509e-18-0.000467313j -1.89118e-16-0.0039551j 3.85383e-17+0.000596448j 3.60183e-17+0.000305804j -9.72487e-17-0.00121391j -2.30448e-15-0.00422818j 6.44336e-15+0.00263357j 
