-1.62365e-13+0.113836j -8.28957e-14+0.239221j 3.01005e-16+0.156503j -5.12645e-16+0.0893291j -6.22368e-16-0.170261j 4.06035e-15-0.22631j -4.86672e-16-0.125439j -4.00322e-14-0.190571j 1.25598e-14+0.0710057j -9.10215e-15+0.278497j 4.65678e-15+0.12581j -3.59576e-15+0.188299j -7.52584e-15+0.0222166j 3.24146e-14+0.283211j 7.52309e-15-0.0700675j 6.4812e-15+0.144378j -1.72447e-14-0.152079j 8.04644e-15-0.260819j -1.28848e-15+0.15919j -1.05171e-14-0.240946j -1.67422e-15-0.0204969j 8.12926e-15-0.0178441j 2.05112e-15-0.19716j 1.29926e-14+0.0352964j -4.49631e-15+0.132265j -7.14021e-15+0.261292j 1.22046e-14-0.14571j 1.02657e-14-0.300664j 3.01921e-15-0.114659j -3.41106e-14-0.0134464j 1.45068e-12-0.235053j 6.84721e-14-0.106097j 5.81345e-15+0.0175028j 4.89185e-16-0.0923996j -9.61581e-17+0.0265787j 6.82487e-16+0.0154159j 2.11778e-17-0.0150135j -6.61501e-16-0.0054815j 5.13943e-16-0.0113214j -8.4338e-19-0.00854013j 3.35246e-17-0.0244697j 5.27513e-16-0.00977368j -1.6991e-14+0.00453347j -4.97682e-16-0.00276989j 4.88373e-16+0.00143245j -4.33847e-16+0.012892j -6.50991e-17-0.01153j -2.47879e-16+0.0140946j -6.54209e-16+4.45432e-05j -6.39948e-16+3.39163e-05j 4.23467e-15-0.0145017j -2.62705e-15+0.0179628j -1.2321e-15+0.0164905j 9.36905e-16-0.0036158j 5.75367e-16+0.00737585j -1.18362e-15-0.0110116j -1.55034e-15-0.00641223j -3.54268e-16-0.00455754j -4.05557e-16-0.0169413j -3.26319e-16-0.0199733j 1.59781e-15-0.0286772j 2.81234e-16+0.00747009j -2.82213e-16+0.000341471j 3.55649e-16-0.00403072j 5.69944e-16-0.0337741j 2.58308e-16+0.0180088j -7.05858e-17+0.0106398j 4.56964e-17-0.00493206j -8.64276e-17+0.0335525j 1.66301e-17-0.0317439j 4.6154e-14+0.0254209j -1.37469e-13-0.0783276j 
-2.20344e-15+0.00267438j -1.09895e-15+0.000963364j -3.21481e-17+0.000864692j 3.65726e-17-0.00435829j 4.59975e-17-0.00149723j -5.99042e-17+0.00134044j 6.89537e-17-0.000878885j -5.44626e-16-0.00249343j -1.66639e-16+0.00143059j 1.29692e-17+0.000125737j -2.55453e-17+0.00130552j -6.04203e-17+0.00184654j -6.95311e-17+0.000360221j -1.31466e-16-0.00177237j 3.0674e-17+0.000347008j 1.12556e-17-0.000706205j -1.30412e-16+0.000344526j -1.59665e-17+0.00101702j -2.09305e-16+0.00130634j 7.70918e-17-0.00119563j -3.93019e-17+0.00217234j 7.00119e-17-0.000370318j 8.10906e-17-0.000640201j 9.69093e-17+5.9068e-06j -8.64355e-17+0.00163859j -5.46297e-17-0.000168374j -9.43768e-17+0.00185062j -6.54336e-17+0.00130812j -8.32601e-16-0.000131523j 1.21395e-14+0.00196508j 5.86542e-15-0.000984532j 2.60007e-16+0.000301501j -3.63876e-15-0.00599387j -2.26267e-16-0.00121988j 4.57135e-17-0.00532271j -6.26317e-17+0.00199479j 9.98179e-19-0.0024519j -3.93084e-17+0.00433487j -1.39586e-16+0.00500413j 4.29258e-18+0.000160139j 3.03405e-17+0.000541898j -7.54555e-17-0.00182607j 2.6118e-14-0.00659034j 8.74905e-17-0.000275317j 2.5212e-16+0.000677734j -2.51212e-16+0.00235207j -1.57658e-16-0.0020692j -4.0343e-17+0.000838056j 8.13568e-16-0.00388424j 5.72464e-16-0.00873199j -9.78191e-16+0.00148243j 4.25834e-16-0.00290213j -5.35787e-16+0.00823047j -5.38957e-16-0.00196684j -3.85251e-16-0.00574292j 6.0119e-17-0.00395519j -3.33322e-17+0.00200184j -7.55581e-18-0.00180564j -8.42992e-17+0.00361221j -1.38758e-17-0.00171341j 2.71992e-17+0.0021852j -2.55425e-16+0.00344519j -2.27247e-16+0.00396405j 5.88608e-17-0.00456344j 1.39404e-16-0.00471705j 1.02583e-16-0.00257642j 2.57754e-17+0.00136956j 4.52266e-17-0.00390877j -1.43695e-16+0.00297137j -2.5052e-16+0.00650974j 1.66011e-15+0.00487219j -5.22336e-15-0.00165957j 
-3.19273e-15+0.0016528j 3.86201e-17-0.000517951j 9.14751e-16-0.000778011j 2.91809e-15-0.00217155j 5.74944e-16-0.000389637j -1.8791e-15+0.00141496j 2.06974e-16-7.91402e-05j 1.2784e-15-0.00110093j -8.021e-16+0.000499167j 7.41826e-16-0.000590036j -7.67625e-16+0.000555964j -1.74642e-15+0.00123408j -6.37768e-17-1.38062e-05j 1.83057e-15-0.00149248j -1.58577e-16+0.000126222j 1.01008e-15-0.000783889j -8.36017e-16+0.000615532j -1.38119e-15+0.00100871j -2.7809e-16+7.9889e-05j 6.77373e-16-0.000393789j -2.23165e-15+0.00165081j 1.60723e-16-0.000102851j 7.31155e-16-0.000486345j -9.22533e-17+0.000158549j -1.48898e-15+0.00106957j 6.30595e-17-8.34851e-05j -2.43451e-15+0.00173693j -1.02588e-15+0.000711917j -4.7449e-16-3.97931e-05j 5.00943e-15+0.0010335j -4.57615e-15+0.000620303j -5.01768e-16+0.000256415j 1.13319e-15-0.00152862j 2.26463e-15-0.00180608j 2.13806e-15-0.00158163j -1.04818e-15+0.000840002j 8.00024e-16-0.000561424j -1.60318e-15+0.00111552j -1.27085e-15+0.000982061j 1.723e-15-0.00133033j 1.62364e-15-0.00117769j -5.33255e-17+8.38028e-05j 1.78637e-14-0.003362j 2.74827e-15-0.0021885j -6.318e-17+1.70587e-05j 7.05688e-16-0.000613893j 3.46307e-16-0.000278297j 2.68982e-15-0.0020343j 3.16515e-15-0.00204405j 3.17744e-15-0.00212637j -1.57156e-15+0.000886776j 4.11309e-15-0.00293057j -1.5989e-15+0.00114762j 3.86006e-15-0.00318082j 2.73573e-15-0.00229079j 2.33637e-15-0.00166714j -7.5231e-16+0.000530084j 2.42459e-15-0.00185072j -1.63318e-15+0.00137285j -1.5155e-15+0.00121926j -1.00044e-15+0.000741512j -2.07405e-15+0.00141555j -4.0656e-15+0.00303081j 8.6187e-16-0.00057959j 8.90528e-17-3.02706e-05j 2.83634e-16-0.000215408j -2.37546e-15+0.00179078j 1.35534e-15-0.000938777j 6.55334e-16-0.000653497j -3.30479e-15+0.00247484j -3.18344e-15+0.00296428j -1.52881e-15-0.000497152j 
2.10467e-15-0.00118382j 1.01819e-15-0.00350995j -5.66086e-17-0.00121468j -4.44715e-17+0.000929184j -1.69206e-17-1.88366e-05j 4.49816e-18-0.000199192j 2.13517e-17+0.000708135j 2.60814e-16+0.00119948j 3.556e-18-0.000713804j -2.97261e-17-0.00073392j 3.2992e-17-0.000534277j -6.94329e-18-0.00192894j 1.20623e-17+0.000515604j -3.28214e-18+0.000493782j -2.49084e-17-0.000364805j -6.72327e-17+1.97336e-05j 8.7476e-17+0.000137532j 1.44748e-17-0.000657572j -2.63589e-18-0.000448773j 1.45896e-18+0.000773291j 5.29963e-17-0.000896051j -4.05575e-17+2.72202e-05j -8.15189e-18+0.000807691j 1.79052e-16+0.000886628j 9.42434e-17+0.000705067j 2.84249e-18-8.42444e-05j 1.57613e-16-0.00188729j 1.08964e-16-0.00132659j -3.18349e-16-0.00167703j 4.3813e-15+0.000585115j -8.16802e-15+0.00129374j -3.80306e-16+0.00134531j 9.29118e-16+0.0017243j 6.72838e-18-0.00245701j -3.38059e-17-0.000493572j -1.5312e-16-0.00122369j 2.97605e-18+0.000302913j 1.04051e-16+0.000652607j -3.36941e-17+0.00318535j -1.57598e-16-0.00720031j 6.09861e-17+0.0024196j -4.78477e-17-0.00071003j -7.54822e-15+0.00194049j 4.99632e-17-8.52608e-05j 5.05416e-17-0.0033082j -9.9362e-17+0.0008612j 5.66155e-18+0.00195828j -8.41434e-17-0.00215146j 5.92215e-17+0.00048091j 1.24723e-16-0.00063967j -6.79961e-16+0.00295225j 2.75415e-16-0.00167726j 3.34534e-17+0.000743033j -3.91324e-16-0.000145681j -1.39312e-16-0.0005789j 2.48878e-16+0.0017551j 3.21308e-16+0.00190074j -1.21388e-16-0.000235127j 1.92381e-16+0.00606069j 2.53217e-16+0.00271366j -1.37396e-16+0.00320604j -1.47243e-18-0.000259395j -3.48086e-17-0.00427573j -2.46237e-17+0.000963796j -3.09323e-17-0.00140671j 2.63478e-17-3.63072e-05j 1.53963e-16+0.00315298j -4.67871e-17+0.000907717j 2.22779e-18-0.00360744j 7.37353e-17+0.00103349j -2.10319e-15-0.000481648j 6.49455e-15+0.00395077j 
-1.22432e-15+0.000792462j -6.22559e-16+0.001917j 2.66395e-17+0.000580075j 7.3935e-19+0.000101026j -3.35594e-17-0.00051307j -1.59399e-17-0.00136579j -2.1481e-17-0.00018397j -4.20787e-17-0.000177182j 2.87282e-17+8.05523e-05j -9.35403e-18+0.000395319j -1.69371e-17-0.000204992j -1.10108e-17+7.03805e-05j 2.89387e-17+8.21023e-05j 1.07203e-16+0.000727395j 2.53359e-19-0.000221713j 2.40178e-17+0.000364942j -5.31477e-17-0.000372226j 6.69364e-18-0.00056872j 2.6505e-17+0.000294079j -7.26674e-17-0.000746993j -4.29366e-18-0.000202674j 6.13821e-17-0.000272755j 1.96947e-17-6.99968e-05j -2.41187e-17-0.000390801j 3.62375e-17+0.000294999j -4.87606e-18-8.90916e-05j -3.45762e-17+0.000269182j -2.64856e-17+8.76888e-05j -1.02144e-16+0.000834849j 1.49813e-15+0.000296575j 3.43719e-15-0.000537361j 1.763e-16-0.000677665j -2.4417e-16-0.000378767j -5.29604e-17+0.000322103j -6.80795e-17-0.000199836j -2.48212e-16-0.00349387j -1.31744e-17-0.000335961j 1.62948e-16+0.00161998j 9.6658e-17+6.09904e-05j -2.39449e-16-0.00208321j 1.25883e-16+0.000820941j -8.80318e-17-0.00120494j -3.83502e-15+0.000954772j 1.5949e-16+0.00170226j -8.00129e-18+0.00200823j 9.59441e-17+0.00155517j 6.32493e-17+0.000170779j -7.19372e-17-0.00132688j -4.36773e-16+0.00302696j -1.34613e-16-0.00204003j 2.52918e-16-0.00087003j -1.45487e-16+0.00123421j -7.82156e-17+0.00194394j -2.12279e-16-0.00207499j 1.84464e-18+0.00249512j 1.00012e-16+0.000139062j 9.84848e-17+0.000891932j -2.19422e-18-0.00107727j 2.12979e-16-0.000400197j -5.35175e-18-0.000300482j 8.01407e-17+0.00128637j 6.01923e-17+0.000596652j -1.98581e-16-0.00380564j -6.17181e-18-0.00014847j -9.46151e-17-0.00110363j 2.76217e-17+0.00096091j 1.53537e-16+0.00246726j -5.87076e-17-0.0011833j 1.3543e-17+0.00173668j 1.30002e-17-0.00120938j 1.18221e-15+0.00019242j -3.51429e-15-0.00216128j 
-1.41302e-15+0.00106672j -7.66671e-16+0.00205909j 1.56973e-17-0.00082332j -9.72155e-17+0.000948812j -3.06445e-17+0.000419762j 1.53838e-16-0.00252601j -6.19182e-17+0.00129844j 2.44984e-16+0.0013132j 1.16759e-16-0.000946667j -2.66539e-17-0.000382389j 6.0645e-17-0.000680981j 9.37184e-17-0.00176837j -4.35476e-17-0.0021518j 1.44724e-16+0.00173511j 2.12161e-17+0.00041228j -8.15119e-18+0.000158964j 3.18227e-17-0.00138151j 9.14354e-17-0.00160184j 2.0605e-16-0.0014142j -9.85348e-17+0.000766411j 1.27618e-16-0.00110904j 4.01675e-17-0.000261318j -4.56419e-17+0.000778302j -1.97113e-16-0.000577194j 9.56099e-18-0.0021053j 6.61708e-17-0.000682752j 4.61739e-17-1.15631e-05j 2.07897e-17-5.1977e-06j 1.5138e-16+0.000584307j -2.40652e-15-0.000355978j 2.46523e-15-0.000341114j 1.26676e-16-0.00146152j 6.05459e-16+0.00115295j 9.87802e-18+0.000462862j -1.02715e-16+0.00138678j 9.64232e-17-0.00418219j 2.35656e-17+0.000121253j -4.68633e-19+0.000605724j 9.27083e-17-0.00215353j 2.25907e-16-0.00243845j 2.2704e-17-0.000426695j 8.0142e-17-0.000480542j -8.33214e-15+0.00204089j -9.81684e-17+0.00122746j -1.08766e-16+0.00240838j 4.18934e-17+0.00034581j -2.26399e-17+0.000928244j 1.33684e-16-0.00280484j -8.18244e-16+0.00393481j -1.56895e-16+0.000506387j 6.59643e-16-0.00189882j -3.51622e-16+0.00148875j 4.00914e-17-0.00105661j -2.79226e-17-0.00338886j -1.60397e-16+0.00438842j 1.32936e-18+0.000855547j -5.70357e-17+0.000158629j 1.95451e-17-0.00128185j 1.56958e-16-0.00222614j -1.41141e-16+0.00100522j -1.65998e-16+0.000670148j 3.41744e-17+0.000178326j 3.97067e-16-0.00434496j -3.55721e-17+0.00138669j -7.17184e-17+0.00122377j -1.212e-16+0.00237892j -1.29965e-16+0.00294646j -2.24034e-17-0.000239795j 5.80491e-17+0.000649151j 2.38081e-16-0.003406j 1.39417e-15-0.000462551j -3.76469e-15-0.00254706j 
2.07338e-15-0.00184273j 9.356e-16-0.00229043j -1.24181e-17-0.000960465j -5.88838e-17+0.000845661j -4.51032e-17+0.000912816j 7.07258e-17+0.00070836j -1.60749e-17+0.000509998j -1.38299e-16-0.000262332j -1.80647e-18-0.000290737j 2.15254e-17-0.00112088j 3.73056e-17-0.000146268j 5.9144e-17+0.000452327j 4.35395e-17-4.84718e-05j -1.70907e-16-0.000907506j -3.85075e-17+1.07421e-05j -1.8767e-17-0.000720281j 7.07094e-17+0.000492377j -4.34938e-18+0.00050912j 1.03925e-17-0.00025001j 1.52681e-17+0.000399541j 6.01194e-17+0.00106679j -4.65856e-17+0.000278886j -2.53627e-17-0.000509034j 1.11832e-16+0.00051639j 1.12406e-16-6.02787e-05j 4.0958e-17-0.000209192j -2.64961e-17+4.65739e-05j -2.34404e-17-0.000180434j 7.41e-16-0.000686634j -1.20674e-14-0.00200296j -8.18554e-15+0.00134104j -3.5628e-16+0.000320278j 1.22322e-15+0.00205247j 1.90236e-17+0.000123492j -9.841e-17+0.00171397j 1.54981e-16+0.000738897j 9.3877e-18-0.000608704j -1.31509e-17+0.000545986j 2.04996e-16-0.00134019j 5.95086e-17-0.00383443j 1.69079e-16-0.00275928j 5.73096e-17+0.000336875j 1.81819e-15-0.000434148j 6.5798e-17+0.000873655j -1.50814e-16-0.00151723j 7.19692e-17-0.0011234j -1.39919e-17+0.00269905j 2.11869e-16-0.00207852j 5.50035e-16-0.00334745j -1.4576e-16+0.00158971j 4.84309e-16-0.00216985j -1.60078e-16-0.00152626j 4.88852e-16-0.00373013j -4.05763e-17-0.00268648j -2.8665e-16-0.000274058j 1.52887e-16+0.000400964j 1.6205e-16-0.000360996j 2.99769e-17+0.00158329j 3.98929e-16+6.25911e-05j 2.48346e-17+0.00488674j -1.60628e-16+0.00117915j -1.57304e-16+0.00209498j 1.41837e-16-0.00132446j -7.63633e-17+0.00047885j -2.49656e-16+0.00308008j -1.85599e-16+0.00165783j -6.52464e-17+0.00027606j 1.21751e-17+0.000976647j 1.08963e-17-0.00285258j 2.91608e-16-0.00193506j -1.6102e-15-0.00233428j 5.17327e-15+0.00238409j 
7.95698e-17-0.000596171j 1.56534e-16+0.000786136j -1.77841e-18+0.00108917j 2.06253e-17-0.000155299j 6.94027e-17+0.000288183j -3.54294e-17-4.92887e-05j 5.49633e-17-0.000467455j 1.59346e-17+8.50823e-05j -2.24259e-17+0.000204896j -6.56757e-17+0.000296561j -2.46201e-17-0.000309828j 1.38501e-17-0.000349146j -7.2861e-17+0.000184441j -3.40213e-17+7.55584e-05j 6.14558e-17+4.15237e-05j -5.89356e-17+0.000261176j -2.54066e-17+8.3832e-06j 3.99644e-17+6.28652e-05j -5.92562e-17+0.000453077j 3.79128e-17+0.000300472j 5.92738e-17-0.00071202j -1.73076e-18+0.000101629j -1.45777e-17+0.000246827j -1.1404e-16-0.00036388j -1.53205e-16-0.000413141j -6.65832e-17-0.000359606j 8.08747e-17-0.000354287j 1.01483e-16+0.000387147j 7.73826e-17+0.000554547j -3.91653e-16+2.85036e-06j 3.59672e-15-0.000612782j 9.87899e-17+0.000335859j -9.33417e-16-0.00168625j 1.26755e-16+0.00141455j 9.57227e-17-0.000566419j -5.42092e-17+0.00194311j -7.34571e-17-0.00133296j 5.9728e-17+0.00154728j -1.63895e-16-0.000303344j 4.09612e-17+0.00195707j -1.21356e-16-0.00192296j -3.17319e-17-0.000183678j 1.09135e-14-0.00275201j 3.15742e-16+0.00137826j 1.89728e-16+0.000688986j 1.29082e-17+0.000276008j 3.50267e-17-0.000182583j 2.40717e-17+0.0013315j 5.53175e-16-0.00332863j 5.11891e-18-0.0017561j 7.22724e-20-0.00224182j -1.66251e-17-0.000167419j -1.01687e-16+0.000693013j -1.49381e-16-0.000590648j 8.81195e-17-0.0018012j -4.83776e-17-0.0016532j -8.17432e-17-0.000413745j 1.31487e-16+0.00122193j -2.56884e-16-0.00159758j 9.95147e-18+0.000226938j 2.20958e-17-0.000149907j 1.45329e-17+0.0021867j -2.17365e-16+0.00180906j -3.39137e-17-0.00202157j 9.8366e-17+0.000307623j 1.02072e-16-0.000188949j -4.41195e-17-0.00176407j -2.56547e-17-0.00105313j 9.31016e-17+0.00162816j -2.48341e-16+0.000282464j 1.08477e-16-0.000488687j -9.34457e-16-0.000687579j 
7.10666e-15+0.00038479j -1.4207e-14-0.000756738j -8.40224e-15-0.000444734j -3.92072e-17-7.07498e-06j -5.90179e-15-0.000309147j 5.84334e-15+0.000318665j -2.01009e-15-0.000116941j -1.54999e-15-6.18464e-05j 5.24384e-16+2.67217e-05j 2.13776e-15+0.000112364j 2.57708e-15+0.000115809j 5.03292e-15+0.000248272j 7.44672e-15+0.000412671j 2.83916e-16+1.49642e-05j -5.17566e-15-0.000285357j 1.08806e-15+6.55491e-05j 4.07912e-15+0.000231025j -2.13697e-16-3.41795e-06j 8.05327e-16+4.54017e-05j -5.83903e-15-0.000302288j 2.4518e-15+0.000103647j -1.81415e-16-8.57531e-06j -4.04983e-15-0.000201451j 5.47559e-15+0.000278527j 1.61263e-14+0.00087346j 8.79512e-15+0.000459001j -4.13344e-16-2.09926e-05j -1.02805e-14-0.000542179j -7.07415e-15-0.000337173j 1.57394e-14+0.000654128j 5.04051e-15+0.000422815j 5.3628e-15+0.000315539j 1.39455e-14+0.00070721j -2.6912e-14-0.00145412j 5.82292e-16+2.20076e-05j -4.119e-15-0.000213717j 1.22877e-14+0.000640689j -1.44357e-14-0.00073766j 7.02995e-15+0.000358397j -2.34561e-14-0.00128011j 9.95077e-15+0.000477728j 6.92503e-15+0.000375959j 7.49525e-15+0.000422133j -2.94616e-14-0.00158893j -1.51217e-14-0.000789073j -1.08032e-14-0.000593836j 1.64598e-15+9.69319e-05j -2.00113e-14-0.00111884j 1.26159e-14+0.000631681j 1.52971e-14+0.000786514j 2.87644e-14+0.00152629j -1.68268e-14-0.000953316j -9.75313e-15-0.000534648j -3.35215e-15-0.000263662j -8.47653e-16-6.396e-05j 8.87574e-15+0.000438999j 4.19291e-15+0.000224029j -1.655e-14-0.000904943j 2.49722e-14+0.00131621j 7.41137e-15+0.000439963j 1.69799e-15+0.000103654j -1.68705e-14-0.000858457j 5.81777e-15+0.000348j 1.91417e-14+0.00101473j 1.15888e-15+9.37038e-05j -6.78389e-16-1.58842e-05j 1.86967e-14+0.00102763j 1.15839e-14+0.000603608j -2.60423e-14-0.00139363j 1.00814e-14+0.000541853j 1.52595e-14+0.000852087j 1.34662e-14+0.000664148j 
1.19424e-16+5.68991e-05j -6.90001e-16-0.000154587j -3.20845e-16-5.89789e-05j 4.84518e-17+8.9167e-05j -2.05638e-16-0.000360255j 3.20862e-16-7.51877e-05j -8.38959e-17+3.93451e-05j -3.08206e-16-0.000624106j 5.2066e-17+0.000121182j 4.93834e-17+0.000286008j 1.80616e-16+0.000632803j 3.29099e-16+0.000700554j 3.04002e-16-0.00013787j -6.18676e-17+0.000130766j -1.83634e-16+8.20808e-05j 2.00994e-17-4.58578e-05j 1.53312e-16-0.000293245j 5.6743e-17-0.000269512j 7.89622e-17+0.000136608j -2.7771e-16-0.000476286j 2.42735e-16+0.000655557j 1.36765e-17-3.24627e-05j -2.36822e-16-0.000521541j 3.14697e-16+0.000312959j 6.3702e-16+9.12684e-05j 3.69242e-16+0.000580418j -1.5093e-17-0.000146755j -4.06379e-16-0.000493321j -1.21142e-16-0.000746254j -3.15288e-15-0.000599056j 2.47076e-15-0.000335042j 2.99664e-16-0.000420804j 9.31222e-16+0.000496641j -9.18416e-16-0.000132623j 1.18106e-16+0.000104319j 1.62985e-17+5.79064e-05j 4.85416e-16+0.000543199j -6.69464e-16-0.00105193j 2.64542e-16+0.000610411j -8.47415e-16+0.000582606j 3.96343e-16+0.00144497j 2.63378e-16-5.92925e-06j -5.52548e-15+0.00152227j -1.05912e-15-0.000121942j -7.91506e-16-0.000736745j -4.4239e-16+0.000214569j 1.29183e-16-0.000334385j -5.90111e-16+0.00108964j 1.15853e-16+0.0010913j 7.5405e-16+0.00082509j 9.88467e-16+0.00120198j -5.37706e-16+0.000746474j -5.73454e-16+0.000225611j 3.78313e-16+0.00226402j 3.159e-18+0.000209733j 4.05319e-16+0.000818818j 1.31772e-16+2.03392e-05j -4.11871e-16+0.000297491j 9.37547e-16+0.000822444j 3.13833e-16-0.0011913j 5.30431e-17-0.000384019j -6.38222e-16-0.00133546j 2.0164e-16-0.000414851j 7.23069e-16+0.000382957j 9.84975e-17-0.000861449j -7.80074e-17-0.00065148j 4.76415e-16-0.000585108j 5.4655e-16+0.000515911j -1.1078e-15-0.000263932j 3.46769e-16+0.000288457j -5.98008e-17-0.000249947j 2.01969e-15+0.000727587j 
5.0838e-16-0.000334562j 1.72805e-16-0.000872118j -4.27376e-18+0.000719477j -3.41376e-17-0.000862729j -2.4464e-17-0.000402181j 4.42671e-17+0.00126002j -4.46328e-19-0.000708118j -1.43351e-16-0.000359513j -1.87978e-17+0.000511097j 3.04401e-17+0.000312636j 5.65951e-17+0.000301609j 5.67749e-17+0.000325462j 8.75446e-17+0.00118417j -1.50092e-16-0.000808065j 1.48176e-18-0.000122666j -3.46404e-17+4.75081e-05j 2.30193e-17+0.000642626j 2.40015e-17+0.000809913j -5.11811e-17+0.000742834j 2.32261e-18-0.000187609j 4.59607e-17+0.000102274j -1.2522e-17+6.61018e-05j -3.20198e-17+8.23149e-05j 1.27383e-16+0.000196095j 6.77974e-17+0.000950799j 2.66178e-17+0.000139311j 8.78798e-19-0.00026527j -1.56004e-17+0.000241162j -4.4578e-16-0.000261683j 5.33521e-15+0.000848478j 6.06606e-16-0.000144127j 6.75549e-17+0.000936393j -9.65215e-16-0.00157202j -1.07627e-16-0.000148178j -4.83052e-17-0.00172675j 1.55139e-16+0.00224383j 1.80436e-17-2.90941e-05j -1.00558e-16-0.000200252j 1.06028e-16+0.00241685j 2.9421e-17+0.00234094j 1.21599e-16+0.00171562j -5.84172e-17-0.000120575j 3.72076e-15-0.000917979j -7.29965e-17-0.000502922j -9.53532e-17-0.00123648j -7.39421e-17+0.000650303j -1.08268e-16-0.00138068j 9.7001e-17+0.00273284j 1.67696e-16-0.00130198j 1.46195e-16-0.00142198j -3.2128e-16+0.00207139j 2.00291e-16-0.00024267j -8.23805e-17+0.00258619j 4.32068e-16+0.00341306j -1.22859e-16-0.00279644j -3.97553e-17-0.000545394j 3.90316e-17+0.000318466j 2.9343e-17+0.00050668j 4.7067e-17+0.00203511j -1.1016e-16-0.00234551j 7.99356e-17-0.000338819j -1.09438e-16-0.000694552j 3.72659e-18+0.00238084j -2.26449e-17-0.00132592j -6.94349e-17-0.00236139j -9.7464e-17-0.00223795j -8.1003e-17-0.00184682j 4.21876e-17-0.000322253j -1.08045e-16+0.000625372j 8.1275e-17+0.00299233j -4.81649e-16+0.000810722j 1.58089e-15+0.00118091j 
9.24322e-16-0.000185718j 4.02426e-16-0.00209997j -8.81763e-17-0.00231083j -3.01871e-17+0.000358055j 7.64522e-18+0.00117487j -1.99504e-17+0.000497541j 5.40608e-17+0.00157882j 4.51282e-16+0.00192278j -5.22743e-17-0.00110022j -2.94725e-17-0.0019557j -1.55271e-17-0.000968307j -3.07307e-17-0.00197119j -5.76037e-17-0.00106143j -9.29315e-17-0.000698469j -3.2503e-17+0.000374053j -7.3338e-17-0.000818879j 1.21115e-16+0.000377779j -5.40522e-17+0.000557053j 3.68738e-17-0.00189845j 7.8966e-17+0.00183789j 5.13345e-17-0.000345237j -6.41669e-17+6.85725e-05j 7.58965e-18+0.00132444j -6.1417e-17+4.19147e-05j 3.56028e-18-0.00118414j 1.37453e-17-0.00130048j -7.99898e-18+0.000476706j -1.17807e-17+0.000794833j -9.59515e-17+6.16149e-05j 9.5143e-16+0.000152529j -1.20902e-14+0.00199112j -5.95773e-16+0.000353677j 1.24196e-15+0.00210585j 1.83354e-17-0.00108512j -2.24445e-17+0.00116417j -1.24119e-16-0.00169306j 1.27774e-17+0.000959056j 5.96168e-17-0.000949739j 6.07914e-17-0.0010119j -1.66309e-16-0.00325075j 2.47446e-17-0.000187334j 2.03094e-17+0.00064304j -6.19604e-15+0.00157137j -1.01665e-16-0.00146574j -3.45546e-17-0.000565879j 7.11269e-17-0.00123784j 8.04701e-17+0.00128373j -1.13163e-16-0.00309857j -1.57065e-16+0.00167167j -9.14778e-17+0.00230296j -3.89437e-17+0.000725446j 2.97622e-17-0.000962794j 2.43391e-16-0.00273983j -3.25349e-16-0.0020596j 1.1528e-17+0.00178026j 1.10304e-16+0.00128937j 8.41442e-17+9.37992e-05j -1.1848e-16-0.00114228j 1.96249e-16+0.000644399j 1.6303e-16+0.00231694j -1.51935e-17+0.000581867j 6.65957e-17-0.000852421j -2.6641e-17-0.00154149j 2.23496e-17+0.00230595j -4.55432e-17+0.00193073j 1.93348e-17+0.00134763j 1.56148e-16+0.00228966j -2.61477e-17+0.0012614j -9.08881e-18-0.00269463j 8.07342e-17-0.00129435j -4.54058e-16-2.64759e-05j 1.58301e-15+0.000990973j 
