-0.00236472+0.00458183j -0.00472073-0.0091063j -0.00116748+0.00730113j 0.00285317+0.00219184j -0.00161526-0.00140495j -0.00293674-0.00437061j -0.00186161+0.00629124j 0.00286982+0.00454282j 0.00276689+0.00266287j -0.00225259-0.00360735j 0.00154696+0.00290026j -0.00164854+0.00621518j 0.00273257+0.00394557j -0.00331932-0.00428532j 0.000612619-0.00101318j 0.000158582+0.00281914j 0.00263754+0.00285979j -0.000644141+0.00236665j 0.00194047+0.00427478j 0.00120577+0.00160437j -0.00183099+0.000430985j 0.00108927+0.00535337j -0.00193587-0.00347177j -0.00196298+0.00221403j 0.000194772-0.00266123j 0.00218429-0.000356674j -0.000131625-0.00209678j -0.000669362+0.000127845j -0.00113138-0.000747735j -0.000385618-0.00211971j -0.000874284-0.000494282j 0.00178235+0.00265579j -0.00125785-0.00127676j -0.000420931+0.00284687j -0.000465379+0.0013526j -0.00222959-0.00071295j -0.000294303+0.00101939j -0.000813658+0.00215574j 0.000100205+0.000944923j 0.00192556+5.92252e-05j 0.000897241+0.0032956j -0.000545298+0.000744968j 0.00238302-0.00243392j 0.000461193+0.00396974j -0.00221365+0.00258286j 0.00180951+0.00294297j -0.00348929-0.00152048j -0.000181351-0.00489188j 0.00125805+0.00481289j -0.000617358+0.0037969j -0.00176351-0.00260202j 0.00217923+0.00226449j 0.00247053+0.00119954j -0.00072826-0.00807777j -0.00243025-0.000108653j -0.00424316+0.00309506j 0.0020767-0.00448998j 0.0011494+0.00027923j -0.0173135-0.011874j 0.00468105+0.0158131j 0.0151817-0.00641086j 0.00855154+0.0237386j -0.00527573-0.00369745j 0.0244609-0.00663001j -0.010834+0.0275768j -0.0200734-0.0252528j -0.0181808+0.00274616j -0.0412475+0.00816325j 0.0575672-0.0147542j -0.00377766-0.0474931j 
0.000672156+0.00206243j -0.000662156-0.00173744j -0.00237297-0.00446392j -0.000760365-0.0034623j -0.000399719+0.00150428j -0.00115152-0.00527253j 0.000488683-0.00017589j -0.00214628-0.00531922j 0.000308098+0.00158693j -0.00344533-0.000795814j 0.00228567+0.00620937j 0.00190659+0.00892948j -0.000536662-0.00384279j -6.36264e-05+0.00680242j 0.0011647+0.00399359j 0.00451203+0.00909917j -0.000449322+0.00144558j -0.00128338-0.000235476j -0.00697481-0.00205917j 0.00350718+0.00894553j -0.00762333-0.0191041j -0.00101794+0.00096061j -0.00243126-0.00644334j -0.00231494+0.00979063j 0.00427661-0.00650641j 0.00399447+0.00207264j 0.00536362+0.00961441j -0.00153621+0.00257571j -0.00875824-0.00883546j 0.00115093-0.000371965j 0.00427376+0.0115099j -0.000460894+0.00778143j -0.00184256+0.00741632j -0.00301049+0.0160679j 0.00477407+0.02087j 0.00632811-0.00141317j -0.00608059+0.000479748j 0.00176671-0.02998j -0.00497441-0.00177869j -0.00243583+0.00366904j -0.00158107+0.038769j 0.00142404-0.044777j -0.00597442-0.00687973j 0.00528291+0.00567641j -0.000643898-0.0153049j 7.53885e-05-0.048948j -0.000246404-0.0199787j -0.00876522+0.0105775j -0.00330718+0.0246742j -0.00221059+0.0021862j -0.00343105+0.00546173j -0.00569409-0.000510087j -0.00604841-0.00482736j -0.0003486-0.00399859j -0.00995854+0.00928093j -3.53179e-05-0.00389379j 0.0117369-0.0274202j -0.00339541-0.00444755j -0.00589015+0.00961954j 0.00300386-0.00594257j -0.00384722-0.000267973j 0.000178252-0.0065733j -0.00176197+0.00694812j 0.0046584-0.0015853j -0.00204624-0.000135434j -0.00194874+0.00642358j 0.00132073-0.000187173j -0.00595385+0.0064611j 0.00194525-0.0008852j 0.000113705-0.00140969j 
-0.000552876-0.00318589j -0.000890481-0.00234552j -0.000811901-0.00204114j -0.000984577-0.000250274j 0.000912628+0.000586924j 0.00199343+0.00256678j -0.00105166-0.00461099j -0.00366371-0.00719221j -0.00306418-0.00489915j 0.000859426+0.00338395j -0.00222528+0.00131453j -0.000949247-0.00720588j -0.0058166-0.00950119j 0.00282084+0.0024682j -0.000836505-0.00392571j -0.00204077-0.00656292j 0.00103829+0.0087435j 0.00435244-0.00186156j -0.000161603+0.00284308j -0.00754382-0.00572215j 0.00531457+0.008576j 8.11483e-05-0.000841239j -0.00223559-0.00623467j 0.00295036+0.000374377j -0.00186014+0.00307754j -2.43447e-05+0.0042877j -0.00528188-0.0096401j 0.00662896+0.0225597j 0.00123984-0.0107606j 0.00160239-0.00187178j 0.0053883+0.0123955j 0.0130253+0.00736125j 0.00545471+0.0100699j 0.00475288+0.0156367j 0.00354552+0.0158283j 0.0175016+0.00273153j -0.000620159+0.0203967j -0.00264595+0.0222776j -0.0029017+0.0219917j 0.00268267-0.0110932j -0.00207761+0.0350301j -0.00261006+0.0108185j 0.00111572+0.0132437j -0.00378805+0.0092706j -0.00104175+0.00854496j 0.0055521-0.0301856j -0.00259201+0.00613395j -0.0129112+0.0277591j 0.0035334+0.0198283j -0.00755205+0.00433086j 0.00585844-0.00549277j -0.00222059+0.00582876j 0.0102904-0.00845707j -0.00804728+0.0133265j 0.00675387-0.0075698j -0.00316748+0.0144369j -0.000469762+0.00593801j 0.00242896+0.00468214j 0.0069086-0.011588j 0.000564512-0.00735331j -0.00518424+0.00793997j -0.000172242-0.00341966j -0.00339751+0.00386477j -0.00344572+0.00795681j 0.00355627-0.00131073j 0.00236174-0.00386427j -0.00019956+0.00222516j -0.00134136+0.0024646j -0.00322469+0.00233768j 0.000818688+0.000116997j 
-0.000377601-0.00157092j 0.000473756+0.00196935j 0.000616121-0.00125786j -0.000845731-0.00197386j -0.000283972+7.71449e-05j -0.00150918-0.00555588j 0.000318985-0.00283526j -0.00095252-0.00478973j -0.0031758-0.00656583j 0.00213833+0.00415094j -0.00139278-0.00330424j 0.00117925+0.000574115j -0.00130586-0.00142632j 0.000985672+0.00561758j -0.00536521-0.00873666j 0.00391703+0.00254003j -0.00292136-0.00284182j -0.00146154-0.00565283j 0.00259528-0.000854765j -0.0034195-0.00428995j 0.00355745+0.0140292j 0.000436576+0.000899097j -0.00168728+0.00280076j 0.00829029+0.0134033j -0.00163155-0.00272822j 0.00597216+0.0135741j 0.00338989-0.00953325j -0.00421745-0.0219275j -0.0121673-0.0264704j 0.00177392-0.00714009j 0.000655109-0.0132928j 0.00467098-0.0174086j 0.00661994+0.0037152j -0.00474944-0.0119829j -0.00483203+0.0340568j -0.00225473+0.0119969j -0.00601109+0.00151989j -0.00278667-0.00289055j 0.00197866+0.0116131j -0.00829751+0.0283987j -0.00147344+0.0458794j 0.000963816-0.0239648j -0.00503485+0.00499864j 0.00131432-0.038727j -0.00444344+0.0122009j -0.00416246+0.0126357j 0.00761409-0.00974867j 0.00738089-0.0187661j -0.00044291+0.00175182j 0.00279142-0.0013091j -0.00669602+0.0132416j 0.0044966-0.0155937j 0.00561322-0.0216339j -0.00593091+0.0149971j -0.00905835+0.0142393j 0.00757996+0.00404427j -0.00161253+0.00671828j 9.74962e-05+0.00377081j 0.00425977-0.00550891j 0.00245802-0.00853011j -0.00313491+0.00659454j 0.00159939-0.000730798j 0.00105438-0.00133357j 0.00217723-0.00488512j -0.000706459+0.00147312j 1.71703e-05+0.00170557j 0.00051445+0.00216044j -0.000773449+0.000493445j -0.00166728-2.28427e-05j -0.00157365+0.00168737j 
-0.000635056-0.0019945j -0.000431275-0.00162598j 0.000907042+0.00255864j -0.000446626+0.00166955j 0.000449777-0.00220501j 0.000946318+0.00188395j -0.00158531-0.00262984j 0.000882643+0.00491353j 0.00103289+0.0032301j 0.00189127+0.0038814j -0.00111122-0.00269897j 0.00220835+0.0039668j -0.00126573+0.000689431j 0.000111766-0.00532119j 0.000960981+0.00978801j -0.01048-0.0204246j -0.00132442-0.00856827j 0.0028606-0.00416397j -0.00544845-0.0163517j 0.00180788-0.00211126j 0.000665426-0.00927337j 0.000302673+0.00178496j 0.00865224+0.0128896j -0.000455708+0.0016575j -0.00538133-0.01573j -0.000555112+0.00821545j -0.0031209-0.00735704j 0.0025343+0.00366246j 0.000993447-0.00882018j -0.00447221+0.0526073j -0.00878883-0.0248791j -0.00767158-0.00934237j 0.00611313+0.029706j -0.00221052+0.0165363j -0.000203405-0.00877895j 0.00339406+0.00125954j 0.000456913+0.0158258j -0.00599216+0.0235166j -0.00392004+0.0066986j 0.00854257-0.0183542j 0.00392073+0.0577509j -0.00205874-0.0119876j 0.00145757-0.00539706j 0.00196911-0.007545j -0.00102882-0.011412j 0.00417746-0.0144487j 0.00146928-0.00198246j 0.0095121-0.0157744j -0.00124283+0.00262383j -0.000690635-0.0115277j -0.0027391-0.00301343j -0.00576074+0.0090107j 0.00323843+0.00565615j 0.000999271-0.00408911j 0.0109704-0.0229772j 0.00298315-0.0117893j -0.0012111+0.00877982j -0.000340961-0.000101945j -0.00258583+0.00375048j 0.000654808+0.00106405j 0.00035432-0.00422231j 0.00261294-0.00618873j 0.00142294-0.0047544j -0.000719379+0.00275278j 0.00276504-0.00443933j 2.46627e-05-0.0033433j -0.00217218+0.00154759j 0.00145235-0.000864001j -0.000751785+0.00168816j 0.00222082-0.000574625j 
0.000809615+0.00277735j -0.000414569-0.00166252j -0.00206012-0.00257329j 0.00104437+0.000897141j -0.000488711+0.0011796j 0.000639157+0.00289226j 0.000681718+0.0037704j -0.0011215-0.00110692j 0.00162354+0.00244091j -0.00468459-0.00775956j 0.00308754+0.00953684j -0.00373499-0.00344637j 0.000926776+0.00367097j -0.00280188-0.00918885j 0.00662271-0.00387604j 0.00428608+0.00693899j 0.00640615+0.0152581j 0.00516922+0.0202805j 0.00215247+0.0137998j 0.00329036+0.00471651j -0.000320926+0.00055383j 0.000159438-0.00233143j 0.00525956+0.0147502j -0.00646979-0.00565464j 0.00402254+0.0111458j -0.00483171-0.00969647j -0.00110657-0.0361431j -0.0064395-0.00823968j -0.00109013-0.0203625j 0.00247015+0.0537077j 0.0028766+0.0273533j 0.000404475-0.0212589j 0.00255896-0.000731498j 0.00581346+0.00271022j 0.00535707+0.0349127j -0.00151433-0.00981128j 0.00243584-0.00820065j -0.00715363+0.00863617j 0.00372183+0.0233751j -0.00043417-0.00797556j -0.0021951+0.00217426j 0.0108289-0.0265567j -0.00210828+0.0160997j -0.000704738-0.0195814j 0.00605939-0.0119029j 0.00108439+0.00125126j -0.00851337+0.0167519j -0.000461965-0.00375712j 0.00150385-0.000943407j -0.00544541+0.0141134j 0.00352697-0.00790184j 0.00140212+0.00457123j -0.000821284+0.00301304j 0.00139892-0.000969478j -0.00130051-0.00103098j -0.00512103+0.00818277j 0.000774685-0.00652309j 0.00180315-0.00440316j -0.00137609+0.000785885j -0.00169541+0.0015612j 0.00241196-0.00269772j -0.0035443+0.00594159j -0.00278335+0.00687163j -0.00125078+0.00263024j -0.00116369+0.00160352j -0.000186195+0.00107057j 0.00123198-0.0029954j -0.00120618+0.00180947j 0.00190064-0.000746129j 0.00055265-0.00163253j 
0.000339867-0.000638063j -0.00118384-0.0049289j -0.00254513-0.00317992j -5.29399e-06+0.00156697j -0.00121-0.0047235j 0.00264463+0.00318548j -0.00452998-0.00984027j -0.00522499-0.00509313j -0.00114182-0.0010485j -0.00422252-0.00731535j -0.00317476+0.000865166j -0.00529594-0.0105097j -0.00554898+0.00365014j 0.00134127-0.00257256j -0.0033257-0.0164448j -0.00592166-0.00323951j 0.00408807+0.00317588j 0.00894668+0.00985888j -0.000860144-0.00832169j -0.00729648-0.00327053j 0.0063377+0.00820588j 0.0028748-0.00169445j -0.0116965-0.0254294j 0.00013206+0.00465824j -0.00460392-0.0257028j -0.000220441-0.0180963j 0.00220212+0.0114145j 0.00130826-0.0114061j 0.00442061+0.0232943j 0.00240877+0.0164482j -0.00241639-0.0141863j -0.00342631-0.018426j 0.0015323+0.0235087j -0.00116223+0.018709j -0.00193338+0.00839706j 0.0136856+0.00178507j -0.00415456+0.00842912j -0.00533058+0.00228046j 0.0140387-0.0128283j -0.00533484+0.0151991j -0.00100899-0.00849714j -0.00427469-0.00530534j 0.00507842-0.0190646j 0.00537312-0.00749151j -0.0015957-0.00608835j 0.000623996+0.0140444j -0.00153474+0.000920112j -0.00161291+0.00332451j -7.75695e-05+0.0112956j -0.00544401+0.00562821j 0.00600901-0.0100413j 0.00215216-0.00858643j 0.00544057+0.000455175j -0.00388851+0.0156977j 0.00383898-0.0100571j 0.000488679+0.000364888j 0.00131831-0.00091308j 0.00609743-0.0131611j 0.00214685-0.00881912j -0.000722581-0.00176835j 4.78921e-05-2.75107e-05j -0.0010217+4.55468e-06j -0.00343318+0.00736374j -0.00134999+0.00542147j 0.0051507-0.00556133j -0.000966122-0.00103668j -0.00101774+7.79229e-05j -0.000489504+0.00286464j -0.00169279+0.00230817j 0.00355737-0.00193756j 
-0.000179493+0.000797849j -0.000313487-0.000661244j 0.00328689+0.0111099j 7.489e-05-0.00128095j -0.000206021-0.0041849j 0.00105587+0.00242609j -0.00417511-0.00183163j 0.00614989+0.00874911j 0.00131502-0.00423419j 0.00414923-0.00403293j -0.00619834-0.010419j -0.00411819-0.00961577j -0.00237931-0.00143216j -0.00579725-0.0153935j -0.000707976-0.000378708j -0.00953328-0.0063212j 0.00287212+0.00908296j 0.001904+0.00389289j 0.00873751-0.0020681j -0.000416843+0.00213132j -0.00269192-0.00356838j 0.00310037+0.011184j 0.00611432+0.0148437j -0.00110034+0.0264075j 0.00229016+0.0482941j -0.00122413-0.0150974j 0.00309148-0.0225497j 0.00366944-0.00534195j 0.00280043+0.0327324j 0.000752515-0.0403487j -0.00248124-0.00581404j 0.00743676+0.00122801j 0.0033942+0.0260737j -0.00784226-0.000616382j 0.00374975-0.0121271j -0.00302101+0.00241j 0.000483948-0.0176858j -0.00150603-0.0131865j -0.00160789+0.00792457j 0.00364587-0.00913367j -8.54962e-05+0.00221427j -0.00795063+0.00818915j -0.000903183+0.00892291j 0.00185461+0.000574322j -0.0026416+0.00243554j 0.00294895+0.00435969j -0.000673323-0.0159853j 0.00233116-0.00750419j -6.29382e-05-0.00130616j -0.00576169+0.0197923j 0.00331062-0.00727455j 0.00897317-0.00827535j 0.00131355-0.00088835j -0.000140012-0.00304938j 0.00291243-0.00680813j -0.00112536+0.00153226j -0.0020283+0.0117995j -3.21608e-05+0.00678357j 0.00359851-0.00565503j -0.00302263+0.0111064j 0.00152282-0.000491673j -0.0011453+0.000438307j 0.00370977-0.00855009j 5.65755e-05+0.000489554j 0.00401201-0.00832344j 0.000506184-0.00107593j -0.00466122+0.00232251j 0.000887766-0.00353146j 0.00248725-0.000545684j 0.000214511-0.000709855j 
0.000664926+0.00365888j 0.000121588+0.000786162j 0.000568164+0.00294096j 0.000273686-0.00302219j -0.000905134+0.002908j -0.00208997-0.00341443j 0.00168138+0.00642108j 0.00218888-0.00408365j 0.000939508+0.00100093j -0.00422136-0.0056828j 0.00766459+0.015254j -0.00461178+0.00753359j 0.00816037+0.016046j -0.00712806-0.013671j 0.00249785+0.00491277j -0.0072479-0.0254986j -0.000304133+0.00283556j 0.00010338-0.00173952j -0.000819895+0.010557j -0.00703085-0.0304356j 0.00296986+0.000854927j -0.000181206+0.00304357j 0.00261263-0.0116387j 0.00208987+0.00875299j -0.00198443+0.0197037j 0.00209285+0.0157409j 0.00933669+0.0279443j -0.000856616-0.0128143j -0.000468458+0.0299869j -0.00408793-0.0157966j -0.00315176+0.00469087j 0.00138983-0.0154753j 0.004874-0.0138189j 0.0106548-0.00287657j 0.00509747-0.0255954j -0.0119012-0.00461651j -0.012247+0.00321281j 0.00234486+0.00378225j 0.00206085+0.0168844j 0.000921367+0.00658086j 0.00171284+0.00283672j 0.00283834+0.00618599j 0.0147909-0.0259348j 0.00557097-0.0211511j 0.00161223+0.00391435j 0.00188719-0.00421642j -0.00121951-0.00406481j 0.000123457+0.000721122j -3.20225e-05-0.0126522j -0.00614965+0.00846818j 0.00330611-0.00362067j -0.00399842+0.015702j -7.49923e-05-0.00341467j 0.00343243-0.0107178j -0.000509483-0.00607838j -0.00285874+0.00772801j -0.0019839+0.00190839j -0.00146913+0.00393572j 0.00191983+0.00125439j 0.00161489-0.00502402j 0.00332458-0.00407033j -0.00246857+0.00720919j 0.00114177+0.000813603j 0.00196159-0.0032492j -0.00202503-9.93374e-05j -0.000310513+0.00283001j 0.000326282-0.00103043j -0.00257288+0.000306109j 0.00382779-0.00238246j -0.00177065-0.000814395j 
-0.000966557-0.00301322j -0.000427025-0.0012574j 0.000983333+0.00145333j -0.00191315-0.00282893j 0.000524447+0.00410325j -0.00397316-0.0150868j 0.00144103+0.00194754j -7.85354e-05-0.00793266j -0.00995297-0.0137797j -0.00194354-0.0127884j -0.0044751+0.00205164j -0.00837167-0.013381j -0.00255824+0.002927j 0.00326867+0.00653383j -0.0102574-0.016518j 0.00172148-0.0166875j -0.014352-0.0221129j -0.00131658-0.00250716j 0.0114935+0.0414696j -0.0100828+0.00529191j -0.0069023-0.0214758j -0.00402726+0.0174269j -0.000117685+0.026321j -0.00181717-0.0211427j -0.00438996-0.0239734j 0.00386099-0.0108513j -0.00338429-0.0116196j -0.000933634+0.00677619j -0.00778784+0.017444j -0.00278229+0.000811337j 0.00573651-0.00331315j 0.00307632-0.00225799j 0.00729506-0.0280599j -0.00790214+0.0336875j 0.00570175-0.0141577j -0.000518097-0.00114617j -0.00229056-0.0175991j -0.00833335+0.0240385j 0.0017275-0.00520444j -0.000170026-0.0205294j 0.000490965-0.0130839j 0.000772024+0.00335323j -0.00183946+0.0020592j 0.00114048-0.00344223j 0.00401655-0.00909388j -0.00197184+0.0123831j 0.00705235-0.0214781j -0.00232411+0.00636628j -0.00279867+0.00346968j -0.00242749-0.00292179j 0.00259+0.000383993j -0.00280587+0.00470081j 0.00284342-0.014403j -0.00161923+0.00723303j -0.00378083+0.00219406j -0.000731385+0.00587197j -8.45345e-05+0.000501525j -0.00151123+0.0070827j 0.00565602-0.00757801j -0.000158027-0.0030602j -0.00111354+0.0051596j -0.00146965+0.00534149j 0.00299812-0.00307855j 0.00341034-0.00369699j -0.000909822+0.00307051j 0.000614081-0.00020503j -0.00204784+0.00415105j -0.00238073+0.00305083j -0.000645846+0.00133518j 0.00110194-0.000205231j 
0.000388436-0.00070874j -0.00087812-0.00399028j -0.00426045-0.00987622j -7.33327e-05+0.00191052j -0.00150226-0.00480528j 0.0021823-3.07816e-05j -0.00220609-0.0101365j -0.00857484-0.00889003j 0.000299101-0.000974622j -0.00230583+0.0112892j 0.00267867+0.0091867j 0.00432691+0.00549515j -0.0111098-0.0118588j -0.00339237-0.00443116j 0.00212774-0.00523556j 0.00335221+0.00912006j -0.00215429-0.00437067j 0.0034428-0.0110098j -0.0052879-0.0122067j -0.00477198+0.0002671j -0.00315391+0.0136739j 0.00434278+0.0513872j 0.0108296+0.0140202j -0.00367787-0.0197108j -0.00538004+0.0225627j -0.000148477-0.0137959j 0.00171752+0.0339502j -0.00423723+0.0108209j -0.000627921+0.0173438j -0.00557006-0.019156j -0.00086425+0.0143032j -0.00585358+0.0161925j -0.00868149+0.0132375j 0.00354719-0.0130398j 0.00259115-0.014524j -0.0284438+0.000604398j -0.00243627-0.00515401j -0.000757905-0.0104597j 0.0029318-0.00772092j 0.000974871-0.00455835j 0.00108503-0.00364768j -0.00237761+0.00368607j -0.00841467+0.015365j -0.000283128-0.00455306j -0.00293875-0.000134887j -0.0010444+0.0051785j -0.00392757+0.0158226j 0.000461871-0.00323727j 0.00184734+0.0109912j -0.00131239-0.0011265j 0.001144-0.00873278j -0.00239754+0.000979178j 0.00322107+5.6499e-05j -0.00235949+0.00725708j 0.00197097-0.00526732j 0.00175645+0.000283022j 0.00205518-0.00406955j 0.00248016-0.00930121j -0.00229328+0.000143835j 0.00344711-0.00983119j -0.00285724+0.0024043j 0.00324805-0.00789106j -0.00386429+0.00898979j -0.000112951+0.00358475j 0.00241174-0.00286293j -0.00268152+0.00212943j 0.00151339-0.00124769j -0.00173878+0.00524681j -0.00227453+0.00184637j 0.00302426-0.00124074j 
-0.000434491-0.0011984j 0.00156093+0.00531882j 0.00279617+0.0024603j -0.00075907-0.00282649j -0.000226554+0.00237099j -0.00225115-0.0066131j 0.00338551+0.00447214j 0.00358502-0.00523957j -0.00655212-0.0203365j 0.0103023+0.0108248j 0.00577961+0.00427352j 0.00131409-0.00190991j 0.00127372+0.00368931j -0.00758951-0.00767734j 0.00365577+0.00155165j 0.00515117-0.0163863j 0.00315416+0.0450307j 0.000407681-0.0147298j -0.00733814-0.00519205j -0.00494714+0.0324488j 0.000187527+0.00701739j -0.00491606-0.0210256j 0.00626907+0.00828915j 0.00559066+0.0100943j -0.00916453-0.0322033j 0.00321347+0.0225808j 0.00283199+0.0143782j 0.00355627-0.0107988j 0.00423792-0.0307884j -0.00378429+0.0145461j -0.00126885-0.001905j 0.00542109+0.00647632j 0.000192043+0.0324965j -0.000414626+0.00337371j 0.00419505+0.00392166j -0.0109999+0.00112408j -0.00393063+0.00733665j 0.00714294-0.0142312j 0.0010794-0.00457031j 0.00545665-0.0178627j -0.000398935-0.00441563j 0.00262528-0.00531931j -0.000906861+0.00101681j -0.00201736-0.00153811j 0.0027532-0.00147505j 0.00149173-0.00711508j 0.00145285-0.00618413j -0.000481849+0.000412526j 0.000359772-0.00747983j -0.00206475+0.00638514j 0.000121322+0.0048988j 8.52197e-06+0.00219769j -1.2235e-05-0.00513182j -6.31282e-05-0.00122917j -0.00122651+3.53678e-05j -0.0024457+0.0111342j -0.00106765+0.00388371j -0.00310531+0.0105582j 0.00424611-0.00332882j 0.00257378-0.00532356j -0.000605493+0.00319234j -0.0014803+0.00536075j 0.00202573-0.00378081j 0.00258007-0.00681817j -0.003017+0.00512718j 0.00125734+0.000586832j 0.00100874+0.00225586j 0.0014207-0.00256351j -0.001143-0.00120499j -0.00316379+0.00245754j 
0.00167726+0.00718726j -0.000548475-0.00172252j 0.000895007+0.00763256j 0.00221159-0.00452125j -0.00965177-0.0163631j -0.00153506-0.0073766j -0.0112232-0.0040632j 0.00532001+0.00974285j 0.0040568+0.00120869j -0.0104327-0.0228828j -0.0079113-0.0105914j 0.00608443+0.024173j -0.0102043-0.0285586j -0.0114725-0.00349939j -0.00974006-0.000367313j -0.00786122-0.036615j 0.00343994+0.0335027j 0.000960406+0.0246427j 0.00104252-0.0131939j 0.000647828+0.00461854j -0.0046609+0.00946429j 0.000830613-0.0217715j -0.00434908+0.027115j -0.00176699-0.00521214j 0.00403952-0.0122073j 0.00125749+0.00448732j 0.0102124+0.000985848j -0.00296729+0.0223897j -0.0087653-0.00644996j -0.000206261+0.00658809j -0.00426036-0.0107927j -0.00212369+0.00488187j -0.000279663-0.00853822j -0.00775295+0.0109139j -0.00251293+0.00370532j -0.0192673-0.00546762j -0.00653808+0.0159577j -0.0004226-0.00760253j 0.00330743-0.00364653j 0.00129886+0.00408517j -0.000452121+0.0033989j -0.0044348+0.0109703j -0.000392326+0.00531201j 0.00196317+0.000888677j -0.00217211+0.00216079j 0.00230302-0.00134026j -0.00185914+0.000714737j 0.00136737-0.00628898j -0.000938171+0.00358767j -0.00380827+0.00570677j 0.00255237-0.00631724j 0.00652624-0.0093937j 0.00234333-0.00933411j -0.00102558+0.00148376j 0.000809078-0.00822258j 0.00233386-0.0068544j 0.00283147-0.00309196j 0.00193518-0.00164848j 0.000343898+0.0019134j -0.00450568+0.0111794j 0.0014588+0.000994313j 0.000630804-0.000689634j 0.00159539-0.00250462j 0.00160229-0.00296318j 0.00174394-0.00924547j -0.00298319+0.00691471j -0.001678-0.000501484j -0.00426822+0.000974294j 0.0053468-0.00304512j -0.00100097-0.00219823j 
0.000166875+0.0009595j 0.00211018+0.00730987j 0.00290325+0.00357881j 0.000574125-0.00173088j 0.00305645+0.00789232j -0.00242193+0.0114053j 0.00626043+0.0134031j 0.0112858+0.0128285j 0.00852274+0.0150937j -0.00255402-0.00526638j 0.0015673+0.0147423j 0.000784867-0.0110641j -0.00287023-0.0322798j 0.00443767-0.000419123j -0.00421821-0.0257877j 0.00791955+0.00816014j 0.00202605+0.0129271j -0.00234895-0.045704j 0.000553797-0.00565183j 0.00285842-0.0124899j 0.000258556-0.0331898j 0.00257319+0.00132075j -0.00178069-0.00537429j 0.00306281-0.0153168j 0.00177822+0.000808688j -0.00787422-0.00875197j -0.00321686+0.00303752j -0.00561935+0.0258452j -0.00113184+0.0179282j 0.00277077+0.00110314j -0.0114234+0.0166519j 0.00513372-0.00400519j 0.000682542+0.00213529j -0.00164233+0.0122163j 0.000789675+0.00252703j 0.00425222-0.00143248j 0.000789988+0.00408599j 0.00207212+0.00736398j -0.000183224-0.00314032j 0.000309559+0.000582669j -0.00185174+0.00679015j 0.00366291-0.00326099j 0.000340785+0.000859767j -0.00100859+0.00293535j -0.000796758+0.007948j -0.000325436-0.00475747j -2.87962e-05-0.0053371j -0.00123958+0.0058889j 0.000701926-0.0119783j 0.000395581+0.00486904j -0.000620174+0.00593865j 0.000793142-0.000414057j -0.0046593+0.010568j 0.00151822-0.00663228j -0.00117036+0.00646302j -0.00130889+0.00137318j -0.00160718+0.00226423j -0.00224704+0.00670113j -0.000650682+0.00363383j 9.2936e-05+0.00410272j 0.00335874-0.006473j -0.00248231+0.00443468j -0.000207474-0.00306095j -0.00173554-0.00121421j -0.00230159+0.00495624j 0.00254133-0.0015065j 0.00217936-0.00043174j 0.00354919-0.00560422j -0.000551889-0.00229261j -0.00452827+0.00272247j 
0.000445583-3.0664e-05j 0.000252496+0.000313215j -0.00508178-0.0191816j -0.00187898+0.00182701j -0.00258215+0.0119716j -0.0130946-0.0263725j 0.0044904+0.00600167j -0.0100802-0.00617833j -0.00207755+0.00156673j -0.000706298+0.00730966j -0.00356208-0.0248215j 0.00142278+0.00662073j -0.00964678-0.0097083j -0.00830298-0.0627606j 0.000407831-0.00879543j 0.00113758-0.0225148j -0.00778192-0.0189661j -0.013428-0.0145861j -0.00786138-0.00309096j 0.00608023-0.0159387j 0.00086167-0.00301238j 0.00310018-0.0116208j 0.00427046+0.0094628j 0.0112777+0.00908774j -0.00191376+0.00184542j -0.000674893+0.00959012j 0.0031458-0.0249872j -0.00521714+0.0132038j -0.0066216+0.0058135j -0.000843512-0.00755004j 0.00113925-0.0111211j -0.00172924-2.15824e-05j -0.00465991+0.0123987j -0.000355905-0.00115147j -4.82794e-05-0.00732087j 0.00201958+0.00145499j -0.00223503-0.000346634j 0.000301119+0.00691454j -0.000294015-0.000496017j 5.63876e-05-0.0117298j 0.000863396-0.00476584j -0.000461568+0.00941828j 0.00156543-0.00612328j 0.00410856-0.014056j 0.000575256-0.000822777j -0.0018061+0.00281852j -5.52938e-05-9.32057e-05j 0.000428127-0.00205653j 0.000400764+0.0014521j -0.000180917+0.00137172j -0.00199272+0.0031009j -0.00510888+0.00626714j 0.000754052-0.0114265j -0.000455214+0.00411775j -0.00112755+0.00560719j 0.00048831-0.00121054j 0.00245978-0.00900721j -0.00116903-0.000835715j -0.00239533+0.00152187j 0.000349228-0.00474062j -0.00288046+0.00544597j 0.00119998-0.00192957j -0.00213058+0.00565866j -0.000747691-0.00196973j -0.00612325+0.0107174j -0.00164643+0.00297107j 0.00491712-0.00367921j -0.00113408+0.00458373j -0.00141841+0.000512948j 0.000635968-4.26568e-05j 
