-0.00236472+0.00458183j -0.00472073-0.0091063j -0.00116748+0.00730113j 0.00285317+0.00219184j -0.00161526-0.00140495j -0.00293674-0.00437061j -0.00186161+0.00629124j 0.00286982+0.00454282j 0.00276689+0.00266287j -0.00225259-0.00360735j 0.00154696+0.00290026j -0.00164854+0.00621518j 0.00273257+0.00394557j -0.00331932-0.00428532j 0.000612619-0.00101318j 0.000158582+0.00281914j 0.00263754+0.00285979j -0.000644141+0.00236665j 0.00194047+0.00427478j 0.00120577+0.00160437j -0.00183099+0.000430985j 0.00108927+0.00535337j -0.00193587-0.00347177j -0.00196298+0.00221403j 0.000194772-0.00266123j 0.00218429-0.000356674j -0.000131625-0.00209678j -0.000669362+0.000127845j -0.00113138-0.000747735j -0.000385618-0.00211971j -0.000874284-0.000494282j 0.00178235+0.00265579j -0.00125785-0.00127676j -0.000420931+0.00284687j -0.000465379+0.0013526j -0.00222959-0.00071295j -0.000294303+0.00101939j -0.000813658+0.00215574j 0.000100205+0.000944923j 0.00192556+5.92252e-05j 0.000897241+0.0032956j -0.000545298+0.000744968j 0.00238302-0.00243392j 0.000461193+0.00396974j -0.00221365+0.00258286j 0.00180951+0.00294297j -0.00348929-0.00152048j -0.000181351-0.00489188j 0.00125805+0.00481289j -0.000617358+0.0037969j -0.00176351-0.00260202j 0.00217923+0.00226449j 0.00247053+0.00119954j -0.00072826-0.00807777j -0.00243025-0.000108653j -0.00424316+0.00309506j 0.0020767-0.00448998j 0.0011494+0.00027923j -0.0173135-0.011874j 0.00468105+0.0158131j 0.0151817-0.00641086j 0.00855154+0.0237386j -0.00527573-0.00369745j 0.0244609-0.00663001j -0.010834+0.0275768j -0.0200734-0.0252528j -0.0181808+0.00274616j -0.0412475+0.00816325j 0.0575672-0.0147542j -0.00377766-0.0474931j 
0.00343939-0.00162246j -0.00127751-0.000571347j 0.00381413+0.000349924j -0.00244551+0.00089788j -0.000314578+0.00161812j 0.000753124+0.000699261j -0.00163205+0.00257043j -0.000104433-0.0010974j 0.00534082-0.00159142j -0.00533054-0.000346948j 0.00273598-0.00179378j 0.00261478-0.0018583j 0.00303782-0.000833653j -0.00365033+0.00281462j -0.00571311+0.000880685j 0.00272188-0.00133694j -0.00276932+0.00158312j 0.000749387+0.00127268j -0.00432897+0.00414082j 0.00441067-0.00248493j -0.00761331+0.00147629j -0.00918727+0.000627317j 0.00544547-0.00136517j 0.0036492+0.00196328j -0.00216367-0.00115834j 0.0123348-0.00221332j 0.000989097-0.00111243j 0.0146242-0.00563044j -0.00675359+0.00240513j -0.00958438-0.000629478j 0.00503109+0.000478732j 0.00902498+0.0012859j -0.00428013+0.00292535j 0.00412519-0.000680106j 0.013094+0.00345518j -0.00163546-0.0065769j -0.0336532+0.00406002j 0.00879297+0.00382988j 0.014636-0.00339362j 0.0431163-0.0065834j -0.00422425-0.00259548j 0.00332834+0.00794148j -0.0420837-0.0017146j -0.0157932-0.00572387j -0.0354132+0.0102918j 0.00858354-0.00843437j -0.0258824+0.00956858j -0.00840915-0.00557882j 0.00221154-0.0108687j -0.0410844+0.000351415j 0.0276942+0.00631133j -0.0404089-0.010738j -0.0342377-0.00833369j -0.0116683-0.00478691j 0.0302767-0.0120241j 0.0188327+0.0162858j 0.00910195-0.000361127j -0.0456499-0.0114464j -0.018189+0.0124315j 0.0385125+0.0149106j -0.0238804-0.0129558j 0.0152135+0.0019708j -0.00117494+0.00149798j 0.00777355+0.00288484j -0.00713245-0.00328771j -0.0019874+0.000525796j 0.0016143+0.00115791j -0.00165433-0.00118996j -0.00138961-0.000437272j -0.00322115-0.00160801j 
0.00436662-0.000374784j 0.00342404-0.00304096j -0.00234963-0.00102087j 0.00409234-0.00400721j -0.00156938+0.00188218j 1.30915e-05+0.00438001j -0.00433331+0.000355803j 0.00426334-0.00180161j 0.00200392+0.000690308j 0.0129375-0.00405103j 0.002141-0.000855861j -0.00498079+0.00380376j -0.00220849-0.000242577j -0.00234027-0.00154695j -0.00533639+0.00176372j 0.00420461+0.00237059j -0.00607547+0.000250072j 0.00108296+0.00175934j 0.0106587-0.00436575j -0.00385693+0.00107351j 0.0151062-0.00264297j -0.0014075+0.00440072j 0.00681409-0.00473463j -0.00131762-0.00413243j -0.0163071-0.000391269j 0.00486148-0.0015461j -0.00793048+0.00431951j 0.00580225-0.00560868j -4.26386e-05-0.00106888j -0.00523352+0.00135297j -0.00906597+0.00586312j 0.00670789+0.00104441j -0.00418261+0.0034334j 0.0164119-0.00405408j 0.00444514+0.00373069j 0.00622796+0.0311874j 0.0149672-0.00372675j -0.0101929+0.00139785j -0.00278212-0.00656671j -0.00264446-0.00324581j -0.00699309-0.00154637j 0.00900385-0.00997168j -0.000544587-0.00188713j -0.046799+0.0082738j 0.0275713-0.00219319j 0.00246652-0.0101789j -0.0509035-0.0121691j -0.0416457+0.00342231j -0.00390279-0.0224626j -0.0356458-0.00305168j -0.0107322+0.00860147j 0.0114114+0.00251002j 0.0354106-0.00221865j 0.0397806+0.00115174j 0.0382363+0.0149578j 0.0103614+0.0017855j -0.0115994+0.0154235j -0.0161129+0.00498782j 0.0462725+0.0190656j 0.00303773-0.00174671j -0.000384212+0.00361782j -0.00325706+0.000271947j 0.0163564+0.00347659j -0.00315549-0.00361115j -0.00658639-0.00314234j 0.0057722+0.000278147j -0.00963875-0.00380856j 0.0047134+0.00208074j -0.00357712-0.0012183j -7.33645e-05-0.000251055j 
-0.00243575+0.000274745j -0.0017876+0.00145527j 0.000585755-0.000347806j 0.000691243+0.000804675j -0.000166515-0.000452908j 0.00191717-0.00167951j -0.00289703+0.00101779j -0.00231075+0.000938952j 5.02633e-05-5.00765e-05j -0.00206956+0.00173952j -0.00032528+0.00108514j -0.000233396-0.00176168j 0.00370564-0.000149406j -0.000714365+3.93823e-06j -0.00341319+0.000166078j -0.0070535+0.000741998j 0.00215376+0.000124128j -0.00711745-0.00141785j -0.00670449+0.00301481j 0.00388712-0.00015881j -0.0016994+0.000600189j 0.00374687-0.000276876j -0.00136589+0.000619811j -0.00192785+0.0015381j 0.00768312-0.000394881j -0.00411298+0.00152366j 0.00393332-0.00211661j -0.00984492+0.00354686j -0.00478011+0.000102483j 0.00509551-0.000948207j 0.00120698+0.000822979j -0.0143275+0.00279107j -0.00412753-0.00169267j -0.0325955+0.00744699j -0.00988401-0.00197596j -0.00196986-0.0193612j -0.0102184+0.00196309j -0.0154497+0.00196888j 0.00116136-2.90917e-05j -0.0105019+0.00769012j 0.0057028-0.00317406j -0.0620553+0.0149344j -0.0184518+0.00700569j -0.0112552-0.00207168j 0.0592908-0.000981723j -0.00901151+0.000148697j 0.0111437-0.00218491j -0.0599128-0.00512237j -0.0524615-0.00203103j -0.0105533+0.000298531j -0.0734414-0.0134845j 0.0147912+0.00298644j 0.00120793-0.0019689j 0.0305808+0.0119554j -0.00552471-0.0111642j 0.0119638-0.00899863j 0.0235427+0.00663937j 0.00259222-0.00477915j -0.0237979-0.0083793j -0.00938124-5.94621e-05j 0.00218707+0.000762646j 0.00319222-0.000599965j -0.00123252+0.000113483j 0.00364664+0.00168435j -0.000260851-0.000447301j -0.00488215-0.000979838j 0.000931503+0.000214042j -0.00170904-0.000251409j 0.00279932+0.00149767j 0.000733173+0.000428902j 
-0.000838793-0.000334822j -0.0018863+0.000736321j -0.00344323+0.000675688j 0.00254321-0.000765024j 0.00124351+2.05517e-06j -0.0050586+0.000563473j -0.00375599-0.00015482j 0.00338923-0.000916883j 0.00443485-0.00120587j -0.00130311+0.00168602j -0.00601971+0.000798628j -0.0034939+0.0018606j 0.00586668+0.00143161j 0.00569207-0.00286608j 0.00322178-0.00166503j -0.00297587-0.000707842j 0.00237554+0.000668843j -0.0114222+0.00223102j -0.00438919+0.00240407j 0.00934209-0.00053716j 0.00130058+0.00188056j -0.00266505+0.00525994j -0.000422562-0.0018758j -0.0125007+0.00224205j 0.00213302-0.00230304j -0.00314311+0.00110387j -0.00634245+0.000806613j -0.00351565+0.00109799j 0.0161765-0.00401942j 0.0023137+0.00130711j 0.00496791-0.00648092j -0.0237863+0.00458516j -0.0187956+0.00774668j -0.000279881-0.00154306j -0.0205172+0.00453753j -0.00333415-0.0326082j 0.0517236-0.00217566j 0.0377941-0.00603334j -0.00948164+0.00248408j 0.0450723+0.0112693j -0.0146777+0.00845731j 0.0122993-0.00226358j -0.0217423+0.0138j 0.0369522-0.00607123j -0.0210809-0.003211j -0.00988348-0.00343199j -0.00473461-0.00306397j -0.0433499+0.00275864j -0.0115818-0.0118693j 0.0160229+0.00769774j 0.0380331+0.00288764j 0.00126096+0.0153579j -0.0275422+0.00392958j 0.0300768+0.00261393j 0.0184518+0.008456j -0.0341317-0.0214412j 0.00366961+0.000318853j -0.00683328-0.00237991j -0.013822-0.00382673j -0.00752108-0.000182839j 0.0125523+0.00508509j -0.00367154-7.36442e-05j -4.6213e-05+0.000869377j -0.00442117-0.00322603j -0.00226929-0.00143144j 0.000979709+0.000208841j -0.000772348-0.000967763j 0.0050102+0.00266606j 0.00259327+0.00144556j -0.000392265-9.77817e-05j 
-0.00032757+6.88396e-05j 6.93014e-05-2.52686e-05j 0.00317897-0.00137625j 0.00269272-0.000444347j 0.00259935-0.00191476j 0.001962-0.0011451j -0.00380566+0.0037731j -0.00114001-0.000438716j 0.00395429-0.000964974j -5.394e-05+3.54279e-05j -0.00704227+0.000867685j 0.0110405-0.00324267j 0.000625785+0.00130542j 0.00524318-0.000965495j 0.00638022-0.000537799j -0.0138221+0.00278454j -0.00125308+0.000534244j -0.000702707-0.00369148j 0.0016083+0.00214949j 0.0110339-0.00205554j -0.00742254+0.00230915j 0.00599562-0.000253728j 0.00854226-0.00294703j 0.00803618-0.00062204j -0.00370203-0.0023794j 0.00201476+0.00155187j -0.012156+0.000396111j 0.0154778-0.00637531j 0.00769738-0.00190203j -0.0103175-0.00193466j 0.00419984+0.00508876j -0.00794345-0.00338567j -0.00209821-0.00637911j -0.0129768+0.0056466j 0.0409368-0.00157348j -0.000878476-0.0216826j 0.0064131-0.000710982j -0.00367999-0.00891515j -0.00528297+0.0140371j -0.00451266+0.000486193j -0.055626-0.0115264j -0.00493927+0.00255442j 0.0286781-0.000882641j 0.0153189-0.00370831j 0.021009+0.000617022j -0.0557675-0.0138529j -0.0159453-0.00868715j -0.00896088-0.0133913j 0.0547828-0.00693539j -0.0380875-0.00114566j -0.0508238+0.00848046j -0.00640987-0.00684281j -0.019196+0.0090773j -0.0293845-0.00419051j 0.0344412-0.00606011j -0.0176857-0.00477265j 0.0145918+0.00380266j -0.00122916+0.00754377j -0.00740348-0.00372438j -0.00390701+0.00160684j 0.00117225-0.000989296j 0.00943074+0.000462462j -0.00215471-0.00170595j -0.005044-0.00096094j 0.00186368+0.000483754j -0.00743043-0.00220104j -0.00257977-0.000336394j -0.00189317+0.000231707j -0.000265048+7.73148e-06j 0.000142243+0.000142014j 
0.00417438-0.00151236j -0.000443071-0.00152374j 0.000660862-0.000856972j 0.00349149-0.00244091j -0.0056572+0.00305696j -0.00508906+0.00506162j -0.0076243+0.00258957j 0.00361391-0.00194214j 0.000320491-0.000877698j 0.00694295-0.00191046j 0.00366507-0.0011166j -0.00990866+0.00442104j 0.00749723-0.00159078j -0.00380843-0.000168638j -0.0113074+0.00200957j 0.00169672+0.0018221j 0.00141057+0.000420827j -0.0149963+0.00597589j 0.0071499-0.00160278j 0.00811082-0.00111418j 0.0017689+0.00351477j -0.00370337+0.00891973j -0.000858513-0.00560516j -0.0111444+0.000474165j -0.00563764-0.00299849j 0.00208501-0.00319861j 0.00718782-0.00213349j 0.00278233-0.000207927j -0.0254964+0.00291732j -0.00297878+0.00211035j -0.0079061+0.00457949j -0.00898821+0.0126513j -0.00741436+0.00752314j -0.0115793+0.00656675j -0.0242436+0.00878374j 0.00357642+0.0147464j -0.0139792+0.00382941j -0.0189884+0.0144904j 0.024234-0.0121805j -0.0518657+0.0101076j -0.0183986+0.000287849j -0.00795415+0.00572596j -0.0205387+0.00701024j 0.0277495-0.00837181j 0.00342682+0.00380407j -0.0425819-0.0203783j 0.0170057-0.0119501j 0.0434399+0.0230496j -0.0127087-0.0258126j 0.0112495+0.0099004j -0.0200879-0.00776873j 0.0132771+0.00189712j -0.0258681-0.0180817j 0.0153419+0.0015418j -0.0229959-0.00193621j 0.00740881+0.00275867j -0.00181763+0.00218089j -0.0123625-0.00345246j -0.00145932+0.00389568j 0.00357991+0.0052194j 0.00987463+0.00500777j 0.00144611+0.00257911j 0.0139658+0.00498481j 0.00288305-0.00035708j -0.0136601-0.00607229j 0.00396346+0.00059317j -0.00530867-0.00266091j 0.00349519+0.00145102j -0.000169331+0.00047753j -0.00237556-0.00138804j 
-9.57361e-06-0.000752256j -0.00295792+0.00117514j 0.000665569+0.00128208j -0.00316486+0.00215933j -0.00465461+0.00158494j -0.00308064-0.0002886j 0.00336613-0.00108737j 0.000722283+0.000627618j -0.00527904-0.000109461j -0.000912855-0.000391165j 0.00256004+0.000544448j -0.00373353+0.00197478j -0.00211073+5.14328e-05j -0.00456988+0.00261434j 0.00569981-0.000894144j 0.0101775+3.0801e-05j -0.00365892-0.000470536j -0.00164928+0.00453504j -0.0108625-0.00159033j -0.0129852+0.000835114j -0.0116582+0.000167143j -0.00916899-0.00105408j -0.0127131+0.00262115j -0.00870415+0.00419945j 0.0127808+0.00249721j 0.0194346-0.00406122j 0.00423935+0.00193766j -0.00145172+0.00410544j -0.0124069+0.00461757j 0.0236373+0.00194784j -0.0140137-0.0084749j 0.034884+0.00290539j -0.030127+0.0127931j -0.0134802-0.000997612j 0.0187042-0.00158164j 0.00361025+0.000960092j 0.000833572+0.00396822j -0.0256722+0.0110412j -0.0428783-3.66313e-05j -0.0070617-0.00438416j -0.0225471+0.00321678j -0.00706181+0.0108474j -0.0273206-0.00259303j 0.013998+0.00953891j 0.0556344+0.0141672j -0.0220783+0.0153533j -0.0310435+0.00180871j -0.0405479-0.0168672j -0.00300603+0.00500912j -0.0216854+0.000529721j 0.00638916-0.00424098j 0.00428067+0.0113642j -0.000893262-0.0107917j 0.000518555-0.00158128j -0.0429958-0.00956538j -0.0161647-0.00225421j 0.000512887-0.00478124j -1.88845e-05-0.00251552j 0.0076416+0.00358839j 0.00125895-0.000488807j -0.00229229+0.000508168j -0.0102722-0.000615033j -0.00273979+0.000137762j 0.00512436+0.0014294j -0.0031021-6.16712e-05j 0.00400609+0.00181767j 0.00539378+0.00140551j -0.000886248-0.0014284j 0.00175899+0.000507097j -0.00233921-0.00129857j 
0.000212105-0.000294313j -0.000685412+7.86904e-05j -0.00276601+0.000429815j 0.00249321-0.00119161j 0.00219956+3.85094e-05j -0.000967687+0.000109672j 0.00010735-0.00100106j 0.00372196-0.000477113j 0.00591638-0.00135015j -0.00252862+0.00108139j 0.00479521-0.00243855j -0.00584988+0.00229975j 0.00443592-0.000330687j -0.000562171-0.00166266j 0.00359808-0.00416019j -0.00713496+0.000345219j -0.00113299-0.000277213j -0.000158692+0.000444002j -0.00849894+0.00491793j 0.00655552+8.39845e-05j 0.0117455-0.00277925j 0.0023627+0.00249483j 0.00650628-0.0041791j -0.0037483-0.00144864j -0.00455215-0.00288593j -0.0129731+0.00535794j -0.016828-9.79317e-05j -0.00299509+0.0045374j 0.0178177-0.00130939j -0.00841314-0.000257181j -0.0456209+0.0038736j -0.0147111+0.00423797j -0.0416945+0.00162684j 0.0187561-0.0104751j 0.0253823+0.00316822j -0.00585856-0.0364627j -0.0141897+0.00538129j -0.0320195-0.000873508j -0.0357252-0.00277766j -0.0029304+0.0147913j 0.00734079-0.00368652j -0.0249932-0.0107705j -0.0264242+0.00143941j -0.0473677-0.0101282j 0.0770757-0.000630609j 0.0267519-0.0102513j -0.0182839-0.0018831j 0.0336691+0.00349723j 0.00354845-0.00487288j -0.00204631+0.00264944j 0.000548023-0.00346012j 0.00840688+0.00696373j 0.0156168+0.0063357j 0.0157889-0.0015336j 0.00346722+0.00154887j -0.016548-0.00417415j -0.00350901+0.0012698j -0.000204255-0.00118499j -0.00293402-0.00107933j 0.00580534+0.00122487j 0.00471797+0.0018249j 0.00166359+0.00109804j 0.00163363+0.00101265j -0.00189022-0.00147077j 0.00202149+0.000394814j 0.00127437+0.000264471j -0.00168721-0.00105619j 0.00356635+0.00171007j 0.000987455+0.00069721j -0.000390993-0.000122953j 
0.00351261-0.00065887j 0.00204908-0.00163321j 0.00156488-0.00022127j -0.000310038-0.000920806j 0.00179002+0.000191073j -0.000383827+0.0019911j -0.000783685+0.0014021j -0.000956525-0.000807891j 0.000370822-9.62864e-05j 0.00267511-0.00111933j -0.001306-0.00151193j 0.0107137-0.00242856j 0.00249103-0.000513851j -0.0036894+0.00094035j -0.00775732+0.0030801j 0.00427138-0.00392173j 0.0020518-0.000937769j -0.0108475+0.00160875j 0.0139775-0.00207599j -0.00138254-0.0022998j -0.0127165+0.00828329j 0.00664698+0.000528245j -0.0155818+0.00259438j 0.0353092-0.00340646j -0.000657364-0.00106668j -0.0202395-0.00319484j 0.000899273+0.00113795j 0.0131995-0.00727168j -0.0309642+0.00701539j 0.0108087+0.00532246j 0.0149134+0.0118355j 0.0189196-0.0079881j -0.0516728+0.00478919j 0.00116999+0.00899942j -0.0455258+0.00718048j -0.00412412-0.0509893j 0.0103374+0.00709447j -0.01194+0.00337457j -0.0497164-0.00610968j -0.020079-0.00910054j -0.019187+0.00494369j -0.0303078+0.000352717j -0.0296554-0.0148788j -0.031366+0.00325544j 0.0063267+0.00972212j -0.017095-0.00784416j 0.00462808+0.00399773j -0.0163443-0.000335416j 0.00645136-0.00221347j 0.0352318+0.0091196j -0.0224922-0.00363943j 0.00906072-0.00541872j -0.0183963-0.00399271j -0.00668833-0.0007258j -0.00161526+0.000939987j 0.0169464+0.00524669j -0.00378742-0.000240722j -0.00460777+2.99817e-05j -0.00169541+0.000707301j -0.00114023+0.000929276j -0.00498395-0.00338242j 0.00689845+0.00122849j 0.00183766-0.000526543j -0.00306034-0.000811251j -0.00207579-0.00166111j -0.000864819-0.00111973j -0.00189304-0.000117364j -1.66621e-05-0.000529584j -0.00335283-0.00167054j -0.00136186-0.000596094j 
-0.000603763+8.4034e-05j -0.000291564+0.000355366j 0.000635237+0.00028632j -0.00302432+0.00126296j 0.00151998-0.000388378j -0.00224597+5.80135e-05j -0.00338107+0.00107016j -0.00278217-0.000328333j 0.00413729-0.000321067j -0.00248818+0.00126707j -0.0036859+0.00161953j 0.00939843-0.0047638j 0.000700501+0.0012845j 0.00146146+0.00120569j 0.00733018-0.000432071j -0.000211768-0.00079254j -0.000444165+0.00108174j 0.00625406-0.00239469j 0.00643037+0.00259145j 0.0133622-0.00425908j -0.00213353+0.00368012j 0.0032055-0.0026302j 0.0150258-0.00437504j 0.01489-2.39834e-05j 0.00420087-0.00352431j -0.0235513+0.00483926j 0.0170685-0.00782809j -0.0611648+0.00550394j -0.0459931+0.00957669j -0.0146507-0.00483415j -0.0176193-0.0022901j -0.0154675+0.00110757j 0.017629-0.00386891j -0.0488634+0.00448882j -0.000131317-0.0141511j -0.0100232-0.000979876j 0.049286+0.00425665j -0.0170747-0.00339464j -0.0167532-0.00151092j 0.0191167-0.00217256j 0.0144189-0.00495969j 0.046088+0.00896648j -0.0618997-0.00757659j -0.0176451-0.00862847j -0.0244419-0.00471324j -0.00391466-0.00327373j -0.0144332-0.0004753j 0.0142447+0.00372742j 0.00432588+0.00233678j 0.00183197+0.00329002j -0.0137057-0.00358336j 0.00635368-0.00133387j 0.00520725+0.00244847j -0.000201839+0.00175152j 0.00159167-0.000452559j 0.00666914+0.000918357j 0.00187415-0.000341985j -0.000827348+0.00025282j -0.00883788-0.00367335j -0.00277308-0.00132334j -0.00305419-0.00166473j 0.00330992+0.00114156j -0.00361409-0.000604684j -0.003145-0.000922337j -0.00202807-0.000455297j -0.00130811-0.000677458j 0.00276593+0.0013603j 0.000619756+0.00053591j -0.000199785-0.000128757j 0.000443108+0.000295311j 
0.00104011-0.000428968j -0.000144457-0.000205452j -0.000780688+0.00108285j -0.00373797+0.000928299j -0.00480069+0.00212363j -0.00540128+0.00197022j 0.00321879-0.00337027j 0.00234848-0.00104022j 0.00169789-0.00216441j -0.0114856+0.00130014j 0.0118106-0.00190328j 0.0028159+0.00310319j 0.0130188-0.00490827j 0.00228042+0.00420477j -0.0179602+0.00305515j 0.00625733-0.00353678j -0.00640718+0.00311302j -0.00133901+0.00674815j -0.0482565+0.00926799j 0.0192706-0.00352292j -0.0203731+0.000147649j -0.00876016+0.0053898j 0.0036942+0.000414801j -0.00116234+0.0138607j 0.00740582-0.00403456j 0.0138041-0.00398488j -0.00656726-0.0115616j 0.0329775-0.00113848j -0.0132715+0.0100872j -0.0193151-0.00186433j 0.024456+0.00084378j -0.0298559+0.0103329j -0.0136479+0.00902351j -0.000119035-0.00520992j 0.0019064+0.00470703j -0.000262395+0.00314095j -0.00119442-0.00577808j 0.0162273+0.00842801j -0.0280534-0.0100271j -0.0251942+0.00263821j 0.0207407-0.00167453j 0.0162245+0.00992811j 0.034278+0.00256889j 0.00957676-0.0111773j 0.0128458+0.00264991j -0.00639383-0.00342269j -0.0014052+0.0131257j 0.00414314+6.32124e-05j -0.00941162-0.00446643j 0.0189188-2.95702e-05j -0.0178485-0.00494787j -0.0475011-0.010516j -0.00174716-0.00473962j 0.0075353+0.00166454j -0.00771226-0.00372956j -0.0199588-0.00309093j 0.00138642-0.00333613j -0.0128953-0.00439053j -0.00352692+0.00192274j 0.0117792+0.00320267j -0.0111082-0.0023782j 0.000582872+0.0018267j 0.000918177+0.00174736j 0.00286245+0.00119789j -0.00479734-0.00169433j 0.00503436+0.00250021j 0.00355075+0.00188039j -3.22108e-05-9.49308e-06j -3.80002e-05-2.277e-05j -0.000972113-0.000647327j 
-0.0021873+0.00158631j 0.0033754-0.000608649j 0.000158366-0.00128459j -0.000838651-0.000110718j -0.00238668-0.000815551j 0.00211005+0.000185045j 0.00290373-0.00235099j -0.00112408-0.000860118j -0.00608712+0.00171116j 0.00359971-0.0022844j 0.00197029+0.00113698j -0.00194806-0.000257691j -0.00305868-0.00102435j 0.00337814+0.000206715j -0.0169429+0.00459166j -0.00332072-0.00107676j -0.00626244+0.00199563j 0.0183095-0.00343948j -0.0129797-0.00556711j -0.0218533+0.00357916j 0.0345335-0.00856945j -0.00612016-0.00188956j 0.0187629-0.00105625j 0.00319177-0.00319355j -0.0159612+0.00792328j -0.00821912+0.0101591j -0.0317107-0.0039021j 0.0330808-0.013948j -0.0306231-0.000777944j -0.0201871-0.00507198j -0.0178668+0.00865085j 0.050067-0.00586006j -0.0105896-0.00234285j 0.0114526-0.00849498j -0.0441304-0.00672651j 0.00154661-0.0508426j -0.000740018-0.00837566j -0.0511307-0.00547149j -0.0182619-0.00695977j 0.0129234-0.0107592j 0.0139446-0.00475267j -0.0292923-0.00571726j -0.00828069-0.00522116j 0.00228691-0.00175659j 0.0198177-0.00322774j 0.00116503+0.00046469j 0.0363826+0.00516401j 0.0171415+0.00261269j -0.00766222+0.000101697j -0.0128723-0.00818923j -0.00186002+0.00155569j -0.0151411-0.00371683j 0.0116163+0.00147443j 0.00276146+0.00119962j 0.00474172+0.0019554j 0.00576136+0.00258367j 0.00386472+0.00158955j 0.00204814+0.00070437j 0.0112374+0.00292076j 0.000556241-0.00136788j -0.00310087-0.000608269j -0.000327949-0.0006493j 0.00078576+0.000416409j 0.000134436+0.00102157j 0.000880145+0.000829048j 0.00142004+0.000980086j -0.000167935+0.000303889j -0.00248798-0.0004138j -0.00117737-0.000525892j 0.00317997+0.00146174j 
-0.000300388-0.000237925j -0.0011705+0.000541325j -0.00378477+0.00184669j -0.00148744+0.000571722j 0.00163649+0.000865798j -0.00197617-0.000449327j 0.00206202-0.00147667j -0.000766333+0.00138951j -0.00192617+0.000708726j -0.00447465+0.00165042j -0.00592492+0.00173451j -0.003193+0.00110703j -1.37875e-05+0.0017915j 0.00343887+2.20036e-05j 0.0161086-0.00317295j 0.00319598-0.00119575j 0.0147949+0.00294896j -0.0158995+0.00717182j -0.0080739+0.00639106j -0.000229954+0.00407288j -0.00394402-0.0018093j -0.00474457-0.00497582j -0.0340867+0.00293376j -0.0194868+0.0012836j 0.0266092+0.0101837j -0.0779233+0.000213806j -0.0476996+0.00967042j 0.0251114+0.00117731j -0.024571+0.0103079j 0.00676202+0.00367559j -0.00328341-0.0145993j 0.0350994-0.00182585j -0.0326015+0.00181487j -0.0156668-0.00570757j 0.0277288-0.00307514j 0.00437957-0.0352561j 0.0189667+0.011131j -0.0404089-0.00251967j 0.0141417+0.00405977j -0.045564-0.00474529j -0.00788064-0.00071028j 0.0188132+0.001679j 0.00285083+0.00419531j -0.0164481-0.000549379j 0.0123165+0.00494252j -0.00396938+0.001874j -0.0041604+0.000615349j -0.0067481-0.0039987j -0.0026028+0.00206326j 0.0114322+0.00296449j 0.00696013-0.000464095j 0.00841101+0.00474072j -0.000111183+0.000406015j -0.000423948-0.000594792j -0.00698857-0.000603743j -0.00453327-0.00348359j 0.000283996-0.000641554j 0.00434701+0.000414345j -0.00561425-0.00231695j -0.00429288-0.00232682j 0.00248864+0.00119978j -0.00613393-0.00116357j -0.00334106-0.000800981j 4.84208e-05-0.000656178j 0.00109013+0.000556395j 0.0020415+0.000522706j 0.00213041+0.000704567j 0.00248652+0.000844791j 0.000675702+0.000277188j 3.66145e-05+0.00015781j 
0.00241625-0.000299282j 0.00252168-0.00140112j -0.00232602+0.0015873j -0.00487969+9.30623e-05j -0.00342282+0.00297886j -0.00203135+0.00174687j 0.00437855-0.00168262j -0.00245984-0.000399241j -0.0101058+0.00119426j -0.00338927-0.00123707j -1.40015e-05+0.00186657j -0.00884552+0.00423391j 0.0014146-0.00222795j 0.00167949+0.00580158j -0.0187137+0.00238127j 0.0404148-0.00937577j 0.000240189-8.22143e-06j -4.99401e-05+0.0114748j 0.00397626-0.0115835j -0.00341628-0.00321629j 0.0249441+0.000732333j -0.00122613-0.00486694j -0.0434275+0.0172264j 0.0327969+0.00124017j 0.0238371+0.0154122j 0.0570327-0.0138014j -0.0146115+0.00898188j -0.0232141+0.00178169j 0.00531286+0.0110748j 0.0238671+0.000923304j 0.00783856-0.00424481j -0.0421679-0.00160516j 0.0243732+0.0101804j -0.000636438+0.00264405j -0.0233728-0.00127703j 0.00348532-0.00263196j 0.0140165-0.000516045j 0.0280842+0.0109519j 0.0339782-0.00247481j 0.0119194-0.00736497j -0.0229172+0.0012812j 0.0117719+0.00446927j -0.000909215-0.00389867j -0.00451051+0.00123532j 0.0203107+0.00397299j -0.0132468+0.00147652j 0.00918396+0.00460306j -0.0110224-0.00268626j -0.00941072+0.00134488j 0.012726-0.000450844j 0.0125562+0.000791949j -0.0121415-0.00146904j -0.0015477-0.00341766j 0.0048788-0.000344784j -0.00935144-0.00042074j 0.00596079+0.00220416j -0.00553808-0.00157646j 0.00110867+2.08386e-05j 0.00362183+0.00145857j 0.00220851-0.000468146j -0.00224218-0.000358188j -0.00463706-0.000443318j 0.000968626+0.000550871j 0.00274584+0.00122926j -0.00213684-0.0010726j 0.00520498+0.00144763j 0.00197703+0.00134402j 0.00027647-0.000179918j -0.00270319-0.00153221j 0.000492699+0.000424986j 
