0.183299-0j 0.0602463+0.014232j 0.0340924+0.0424259j -0.0640695-0.128103j -0.0305852+0.0276176j -0.00593816-0.0337926j -0.0301323-0.109442j -0.00234537+0.0458334j 0.00162428-0.0401085j 0.00845764-0.0450032j 0.0135316+0.0240209j 0.021426-0.0218396j 0.027564+0.0425172j -0.00502873-0.0157074j 0.0200762-0.0311497j 0.02216-0.00315982j -0.0268699+0.00637809j 0.0308402+0.0214596j -0.0170208+0.00264658j 0.0290545-0.0232845j -0.00128877+0.034895j -0.0117538+0.019544j -0.00661289+0.00865821j 0.0100252+0.0269696j -0.0136045-0.0189618j -0.0108478+0.00956253j -0.0364035+0.0168465j 0.00290849+0.0201143j -0.00824144+0.0241369j 0.0266599-0.0136948j -0.0201779-0.00241851j 0.00188891+0.0118388j -0.00515162+0.032179j 0.00853609+0.0250971j -0.00937389-0.0103513j -0.00289112+0.0377777j 0.0303828-0.00246224j 0.0104206-0.000570026j 0.0051664+0.0242477j -0.0044793+0.0307582j 0.00503028-0.0198319j -0.0268789-0.00544398j -0.0261232+0.0536311j -0.0130852+0.0127084j -0.00935978+0.00136133j -0.0288286+0.0079834j -0.00630403-0.0120619j -0.00225963+0.0233062j -0.0147297+0.0394517j 0.0282678+0.0115628j 0.0281652-0.0154907j -0.0167704-0.0299565j 0.0144909-0.0338179j 8.88107e-05+0.000747628j 0.0226151+0.00276008j -0.0267622-0.00314195j 0.0370137-0.0427593j -0.0230275+0.0178833j -0.0595487-0.0195591j 0.0192897+0.0192108j 0.0402117-0.0617268j -0.0566114+0.145618j 0.10776+0.216827j 0.36927+0.0393585j -0.0224979+0.199103j -0.0454694+0.222074j 0.0177004+0.0191965j 0.0152489-0.010655j -0.220894-0.0901185j 
-0.0108478-0.00956253j -0.000673331-0.0103892j 0.000981226-0.0234369j -0.0355947-0.0388347j 0.0316458+0.0215959j -0.00951997-0.0203197j -0.0233883-0.0372503j 0.00936454-0.0589735j -0.0358486+0.0504045j 0.00554945-0.0189205j 0.0353101+0.0581737j -0.0413721+0.0213088j 0.0126303+0.0121463j -0.0366934+0.0278956j -0.0304962-0.0312591j -0.0565705-0.0275211j -0.0292986-0.0216594j 0.0414228+0.0102289j -0.0245139+0.0101293j 0.114308-0.0824978j -0.0735541+0.0159371j -0.0250855-0.0232003j 0.0741978-0.0709157j -0.0497535-0.0281815j 0.0791654-0.0666583j 0.00142792-7.21645e-16j -0.0374404-0.0349821j 0.00769276-0.055868j 0.0347896-0.0300512j 0.0152888-0.134025j 0.000753249+0.148756j -0.0605342-0.0844004j -0.00940089-0.0730763j -0.0135163+0.0658707j -0.018281-0.0649889j -0.155857+0.0363512j 0.00214897+0.026479j 0.0680387+0.0199593j -0.171849+0.0223893j 0.0658267-0.0596758j 0.0302027-0.132142j -0.0431791+0.0915246j 0.141535-0.000586184j 0.0248171+0.130448j -0.109389-0.000644658j 0.0116431-0.0982405j 0.00542947-0.0730979j 0.139192-0.0695979j -0.0293123-0.0493922j -0.0322876-0.238023j 0.00887468+0.0189904j -0.0284309-0.0648789j -0.00318926+0.0753346j 0.0385583-0.0398226j -0.133064+0.13082j 0.0474886+0.130732j -0.0279405+0.00188697j -0.0948272+0.0857087j 0.105763-0.0412705j -0.0775126+0.170545j -0.020741+0.052949j -0.0048247+0.0207166j 0.0492531-0.0415409j -0.0717402-0.0253473j -0.0164499+0.00623547j -0.0332195+0.0345813j 0.0327231+0.0313318j -0.0276994-0.00327925j 0.0130852-0.0127084j 
-0.0364035-0.0168465j 0.0196384+0.0233941j 0.0370771+0.0145213j 0.0107072+0.0562136j -0.00300379-0.0221774j 0.0147149+0.0120576j -0.0135742-0.0322173j 0.0282563-0.0626912j -0.0191075+0.0231291j -0.0468507+0.0589155j 0.0400162+0.122783j 0.019682+0.0745877j -0.0900721-0.000882017j -0.033807+0.0705545j -0.0209154+0.0240267j 0.00534331+0.0105426j 0.0702063-0.061318j 0.00630533-0.0455965j 0.0415368-0.0558875j -0.0492211+0.0370221j 0.014545-0.146089j -0.0252093-0.0746426j -0.0405907+0.0445062j -0.0253615+0.0253765j 0.0208483-0.0318669j -0.0374404+0.0349821j 0.0161272+3.33067e-16j 0.0488784+0.0120399j -0.0568939-0.0407644j 0.004399-0.105528j -0.0198088+0.0577904j 0.126036-0.0258925j -0.03414+0.0530053j -0.0104146-0.10332j 0.0757182+0.050146j 0.0543588-0.0302112j 0.0673234+0.0669235j -0.0645301+0.139918j -0.114415+0.0178214j -0.182348+0.0374293j 0.0322738-0.00800931j 0.142987+0.0546949j -0.0826935-0.169747j -0.141535+0.000586184j 0.0442596+0.00448861j 0.107673+0.0453549j 0.0607419+0.0542086j -0.13508+0.061187j -0.0348879+0.0454633j -0.0382177-0.10912j -0.0142211-0.0479916j 0.0681129-0.147474j 0.0592603-0.0804847j 0.00833774-0.0381851j 0.085293+0.00322871j 0.0292+0.0716956j -0.0645388+0.101309j -0.101329+0.0405868j -0.0779958-0.0182627j 0.0173823+0.0391545j -0.100006-0.0201273j -0.0691472-0.0475576j 0.0634692-0.0535982j 0.0611767+0.0350186j 0.0105563+0.049257j 0.0359584+0.00852387j 0.0594702-0.0145838j -0.0166594-0.0204467j -0.0261232+0.0536311j 
0.00290849-0.0201143j -0.0155112+0.00566229j -0.0379003+0.0315182j 0.0210337+0.0299375j 0.00310958+0.0213394j 0.00839217+0.047608j 0.0516992+0.0452973j 0.0124236+0.00646107j -0.0147178-0.0767144j -0.00958429-0.00440905j -6.65795e-05-0.0158138j 0.0489644+0.0131849j -0.033137+0.0219479j -0.023298+0.0498568j 0.016068-0.0803864j 0.0263534-0.00690493j 0.0137032-0.00883481j 0.00246613-0.0406002j 0.0255347-0.0154018j 0.0306526+0.00201147j -0.00099701-0.0807143j -0.0491464+0.0471603j 0.0716669-0.0974807j 0.0420614-0.104014j -0.0406512+0.0379956j 0.00769276+0.055868j 0.0488784-0.0120399j 0.0654031+7.21645e-16j -0.0612102-0.0068335j 0.0055054+0.0386718j -0.060462+0.138121j -0.00154331+0.0164804j -0.120126-0.0860318j -0.0950838-0.119477j 0.033026+0.080394j 0.030678-0.0329108j 0.164533-0.0840465j 0.0458568+0.180523j -0.081096-0.0488364j -0.143248+0.0800172j 0.0544792-0.158411j -0.122657-0.193788j 0.142987+0.0546949j 0.0431791-0.0915246j 0.00864085-0.0761268j 0.0702567-0.127962j 0.0572423-0.0561374j 0.0874252+0.0210372j -0.0686297+0.0159065j 0.0698598-0.0433762j 7.65023e-05+0.0134024j -0.116215+0.0974763j -0.131613-0.00871901j 0.0492742-0.125887j 0.0368921-0.103201j -0.0892781-0.0186364j 0.0849582-0.0428613j 0.0725301-0.0110066j -0.0196325-0.0540961j 0.00433709+0.0220001j 0.0045798+0.0129214j -0.0408527+0.0273813j -0.0288587-0.0096349j 0.0358999-0.000817078j 0.0233219+0.0489124j 0.0156855-0.0304724j -0.0100584-0.0616193j -0.00462793+0.0289722j -0.0268789-0.00544398j 
-0.00824144-0.0241369j 0.015388-0.0153517j -0.00365872+0.0159564j -0.00611731+0.0125724j -0.0278591-0.00889612j -0.0187614+0.022673j 0.00177555+0.0370675j 0.0266206+0.0174409j -0.0224276-0.0202898j 0.0020559-0.0350843j 0.0556404+0.0206218j -0.0329368+0.0523434j -0.00365112-0.0163686j -0.0389998+0.0658363j 0.025942-0.00895571j -0.00769596-0.00320214j 0.113214+0.0313128j 0.0306946-0.0168532j 0.0197553-0.0447951j -0.0325529+0.0240826j 0.0335409-0.0332887j -0.0248969+0.0547758j 0.0909734-0.0952241j -0.2128+0.00565894j 0.0620988+0.058927j 0.0347896+0.0300512j -0.0568939+0.0407644j -0.0612102+0.0068335j -0.119456-2.01922e-14j 0.137779+0.00555848j 0.0596915-0.0628413j -0.0661981-0.0956969j 0.100088+0.0714162j -0.0576387+0.046504j -0.0550306-0.0206157j -0.0877007+0.022116j -0.135573+0.0059426j -0.0988936+0.0573275j -0.0462252+0.176635j -0.146396-0.0953034j -0.127563+0.162031j -0.0544792+0.158411j -0.0322738+0.00800931j 0.0302027-0.132142j 0.0754951+0.0726039j -0.100374+0.0875666j 0.125086+0.104998j 0.00747327+0.121222j -0.00313734+0.050852j 0.0368971-0.047274j 0.0417506+0.0439435j 0.0490867+0.105637j 0.0353498+0.0672607j 0.188779-0.111431j 0.0707282-0.0362432j -0.0292048+0.0341379j 0.0196683-0.00526228j -0.0449428-0.0515932j -0.00935149+0.0388728j 0.0114362+0.0647331j -0.00981387+0.00233662j -0.0524123+0.0507444j -0.00157231-0.011124j 0.040667+0.0346092j -0.00167303+0.0252872j 0.0204297-0.00763018j 0.00257281+0.0110689j -0.0189618+0.0215647j -0.00503028+0.0198319j 
0.0266599+0.0136948j -0.00986911-0.0118086j -0.0202341+0.0401713j 0.0358309+0.0103116j -0.0108317+0.0525891j -0.0370316+0.00113104j -0.00524544-0.0302511j 0.0158894+0.0259144j -0.0203068+0.0215305j -0.0718703-0.0641855j -0.0108616+0.0597797j 0.0210219+0.0451989j 0.00411634+0.00796349j 0.0514272+0.00510608j -0.0185711-0.0281441j -0.0101989+0.010021j 0.0290038-0.00356293j 0.0264651-0.050339j -0.0846688+0.0144672j -0.0455009+0.0892618j -0.0107464+0.0326584j -0.0306603-0.0169979j -0.0708854-0.0174282j 0.0668774-0.100179j 0.0475091+0.0165081j 0.0152888+0.134025j 0.004399+0.105528j 0.0055054-0.0386718j 0.137779-0.00555848j 0.0355038+2.77556e-17j -0.037325+0.00606176j 0.10314+0.0983231j -0.117727-0.0778698j -0.0963655+0.101226j -0.126754+0.0189198j 0.0468523-0.0625948j 0.0714362+0.0302792j 0.0407986-0.0896295j 0.0574366-0.0252299j -0.183167+0.160025j -0.146396-0.0953034j 0.143248-0.0800172j 0.182348-0.0374293j 0.0658267-0.0596758j -0.0461328+0.0484012j -0.0477232-0.0728623j -0.0553036+0.0882501j 0.0104398-0.0723461j -0.0725433+0.0396708j -0.0440223+0.198129j -0.105809-0.0133802j -0.122098-0.00585272j 0.0175315+0.170636j 0.00696223-0.156293j -0.00317223+0.00275128j -0.0660276+0.0340352j -0.111632+0.0057694j -0.00793319+0.0127295j -0.0394494-0.0266561j -0.000654945+0.0316917j 0.0303693+0.0361818j -0.00967612-0.0115087j -0.00862607-0.00557489j 0.00247513+0.00990908j 0.027067-0.0100317j 0.0117746-0.0343777j -0.0217212-0.051388j 0.00575539-0.00431429j 0.0044793-0.0307582j 
-0.0201779+0.00241851j 0.0272913+0.00495093j 0.000274612-0.0157268j -0.0176824-0.0147271j -0.000839421-0.0523842j -0.0439982+0.0536247j 0.0171256+0.0233056j -0.0362071-0.0219277j 0.0393731-0.0251217j -0.0144831-0.0121492j 0.0456852+0.0558168j -0.0363862-0.00244878j 0.00958553-0.0300557j 0.00239663+0.0103813j 0.0183541+0.0582213j -0.00525714-0.0369376j 0.0520934+0.0486825j 0.046086+0.0339565j -0.0874128+0.00956926j -0.0630186-0.06577j -0.00755252+0.039278j -0.103717+0.0788407j 0.0168365+0.0803306j 0.0186734+0.0812255j 0.0941175-0.0790289j 0.000753249-0.148756j -0.0198088-0.0577904j -0.060462-0.138121j 0.0596915+0.0628413j -0.037325-0.00606176j -0.108678+2.30267e-14j -0.0624634+0.00803213j -0.00425229-0.0974419j -0.0613974-0.0901525j 0.0243656-0.0594444j -0.02909+0.0248145j -0.0290406-0.027431j -0.0625776+0.136574j -0.0915793+0.056432j -0.0574366+0.0252299j 0.0462252-0.176635j -0.081096-0.0488364j -0.114415+0.0178214j 0.171849-0.0223893j 0.0276455+0.154991j -0.00748199-0.027889j 0.0352331+0.104993j -0.0457763+0.0422108j 0.0761712-0.0036413j 0.0352009-0.104185j 0.1494+0.012356j -0.027804-0.0173449j 0.0535967+0.0361272j -0.0369515+0.103609j -0.109407+0.0950176j -0.0446279-0.0999055j -0.00479578+0.0317986j -0.00438298-0.032843j -0.0108105+0.041474j -0.047075-0.00328652j 0.010171-0.0126955j 0.0307456+0.066693j -0.00937565+0.00818432j 0.108396+0.0184807j 0.0027409-0.0334435j -0.0124827+0.0136436j 0.00860956+0.00272381j 0.0111423-0.00451577j 0.0051664+0.0242477j 
0.00188891-0.0118388j -0.0132474+0.00540898j 0.000388646+0.0317266j 0.0209981+0.00836237j 0.00318571+0.0272095j -0.00419537-0.0265368j 0.00875178-0.0447081j -0.0146202-0.0217202j -0.01429+0.0109753j 0.048311+0.0243021j -0.0190304+0.0341804j -0.0403418-0.0223295j 0.0043478+0.0306888j 0.00877256+0.0512792j -0.0356673-0.0361681j -0.0840952-0.0397888j -0.0875605+0.029232j 0.0183063-0.0320978j 0.0602321-0.0313792j -0.0367623+0.113749j 0.00904814+0.0174945j -0.0799586+0.033924j -0.0150597-0.0529771j -0.0202459+0.0887311j -0.0243823-0.0287605j -0.0605342+0.0844004j 0.126036+0.0258925j -0.00154331-0.0164804j -0.0661981+0.0956969j 0.10314-0.0983231j -0.0624634-0.00803213j -0.166177+1.0339e-14j -0.0196854-0.0188889j 0.274658-0.0316112j -0.0570494-0.0180353j 0.106922+0.0226478j 0.140615-0.0252439j 0.125685+0.170468j 0.0625776-0.136574j 0.0407986-0.0896295j -0.0988936+0.0573275j -0.0458568-0.180523j 0.0645301-0.139918j 0.0680387+0.0199593j 0.162507-0.0444675j -0.112838-0.0494563j -0.0625416+0.0802153j 0.00773264+0.00208826j 0.129593-0.00763639j -0.00156981+0.147362j -0.0382169+0.0638379j -0.0365969-0.017152j 0.0626868+0.121346j -0.0179921+0.0156796j 0.11098+0.00740995j 0.00779834+0.012632j -0.0607065-0.0562871j -0.0229642-0.0193007j -0.0220291+0.0703181j -0.0384156-0.00222116j -0.0215613+0.0237805j 0.00283317-0.0234381j 0.0217764-0.0640384j -0.00195396-0.00991746j -0.0418095+0.0455673j -0.00524712-0.0264446j 0.00819371-0.0292233j -0.00429385+0.00432838j -0.0104206+0.000570026j 
-0.00515162-0.032179j -0.0227771+0.00454512j -0.0125275-0.00750981j -0.0105271+0.0316532j 0.0248909-0.0197383j 0.0349825-0.0246089j 0.0133613+0.0504303j -0.0183084-0.0199603j -0.00819961-0.0254314j 0.0179803+0.0189054j -0.0600833+0.0208013j -0.0107129-0.0443608j -0.11482-0.00615971j -0.0215698-0.0275656j -0.0160394+0.0249124j -0.0351113+0.00715396j -0.0208931-0.008351j -0.031163-0.000187615j -0.00935824-0.013215j 0.00514451+0.025423j -0.0991407-0.0664902j -0.0825928+0.0460818j 0.017204+0.0984105j -0.0148284+0.0270533j -0.00424122+0.042826j -0.00940089+0.0730763j -0.03414-0.0530053j -0.120126+0.0860318j 0.100088-0.0714162j -0.117727+0.0778698j -0.00425229+0.0974419j -0.0196854+0.0188889j -0.0281077+1.5786e-15j -0.0609505+0.0401362j 0.0262516-0.100522j 0.00609198-0.0617782j 0.0262782+0.0419986j 0.140615-0.0252439j 0.0290406+0.027431j 0.0714362+0.0302792j -0.135573+0.0059426j -0.164533+0.0840465j -0.0673234-0.0669235j 0.00214897+0.026479j 0.142414-0.0645131j -0.0477396+0.0251141j 0.0621936+0.0212418j -0.0844906+0.176192j 0.0320438+0.0885294j -0.110482-0.0936036j 0.0362507-0.0759572j -0.110575+0.0265978j 0.00371239-0.0604167j -0.0788624+0.0333421j 0.0385155+0.0231291j 0.0156154+0.0463361j 0.0311576+0.0112568j -0.014125+0.0356918j 0.0448198+0.0503405j 0.0105437-0.0317489j -0.0229367-0.0444971j 0.0253169-0.0150141j -0.0206328-0.00351247j 0.0273088-0.0228546j -0.0316863+0.0241327j -0.00505016-0.00277716j 0.00691792-0.014196j -0.00781467+0.0300979j -0.0303828+0.00246224j 
0.00760958+0.00376528j -0.00995314-0.0186988j -0.0134003+0.0180386j -0.0480591+0.00974087j 0.0318809+0.0343997j -0.0681587-0.00993647j -0.00149121+0.0410229j -0.00840589-0.0364347j -0.006172-0.0409243j 0.0445564-0.000142645j -0.0236063+0.0747989j 0.00530003+0.0140448j -0.0187557-0.0211666j -0.0574546+0.00843722j -0.0565941+0.0612667j -0.072547+0.0148758j -0.010001+0.0163787j 0.0359176+0.0483264j -0.0708921-0.00847498j 0.0817954-0.0237829j -0.0179284-0.0010672j -0.0854463+0.0526588j -0.0599184+0.0433125j 0.113206-0.0852403j 0.00266808-0.0199713j 0.0587683+0.044926j -0.0977289-0.0388694j -0.129267-0.0488525j 0.0309364+0.0187677j 0.0964151-0.0317402j -0.0564655-0.0352043j 0.0480719+0.156468j 0.0889319-0.0870336j -0.0754008+0.0648741j -0.180561-0.050663j 0.0483267-0.109281j -0.0609505+0.0401362j 0.274658-0.0316112j 0.0613974+0.0901525j -0.0963655+0.101226j -0.0576387+0.046504j 0.0950838+0.119477j 0.0104146+0.10332j -0.0135163+0.0658707j -0.0438381-0.0110775j 0.0875757-0.0857054j 0.0279663-0.0411499j -0.0106363+0.079752j 0.0684955+0.0434857j 0.00856094+0.066561j -0.0245771-0.0349173j -0.0236728-0.0155978j 0.013343-0.0219766j -0.066662-0.0781547j 0.0165573+0.0535719j 0.0200193+0.0228987j -0.0207875-0.0258521j 0.0207571+0.0180191j 0.00873321+0.0890696j -0.0896565-0.00338431j -0.0097457+0.051437j 0.049057-0.000571484j -0.0488446-0.0127129j 0.0102208+0.0470449j -0.0341258-0.00146306j 0.0234251+0.00174071j 0.0155941-0.014584j -0.00958024+0.00624108j -0.00853609-0.0250971j 
-0.0308458-0.0172857j 0.00378709+0.00151212j 0.0142181-0.0201198j -0.0256297-0.0190936j 0.0481615-0.0227376j -0.00614983-0.0317546j -0.0446429+9.08935e-05j -0.0403864+0.0407606j -0.0833346+0.0410094j -5.71977e-05-0.0733708j 0.0766152+0.00649766j -0.0361341-0.067501j 0.0324876+0.0419499j 0.000311388+0.0308477j -0.0224746-0.0436643j 0.0933216+0.0104538j -0.0035973+0.00389952j 0.0154187+0.0381013j -0.0947818-0.0118116j 0.145314-0.0435451j 0.0882264-0.0430208j 0.00495084-0.0282324j -0.0386987+0.0408161j 0.0260211+0.0635479j 0.0514646+0.0362837j -0.103671+0.0571414j 0.0565874-0.0137021j 0.0963502+0.0560808j -0.0311742+0.0693169j 0.0819475+0.0911937j 0.0278846-0.0146426j 0.0110294-0.222035j 0.0192305+0.0152031j -0.180561-0.050663j -0.24819-0.202484j 0.0763167-0.10561j 0.0262516-0.100522j -0.0570494-0.0180353j -0.0243656+0.0594444j -0.126754+0.0189198j -0.0550306-0.0206157j -0.033026-0.080394j -0.0757182-0.050146j -0.018281-0.0649889j -0.0176107+0.0105975j 0.0110664+0.0699831j 0.0567412+0.0564131j 0.0253443-0.0209018j 0.129317+0.0440115j 0.0404098+0.113466j -0.056668-0.0810549j 0.033292-0.01985j 0.0151928-0.000478896j -0.0877037+0.0333436j 0.0811841+0.0453834j -0.00362563-0.0577631j 0.0373115+0.0336107j -0.0385925-0.0424425j 0.0857083+0.0179767j -0.04567+0.0300537j 0.0875872+0.0253662j -0.0526288+0.030098j -0.0151974-0.0211653j -0.0173117-0.00981789j 0.0576671-0.00450034j 0.00926824+0.0567819j -0.0210878+0.0118589j 0.00799256+0.0181211j 0.00937389+0.0103513j 
-0.0198924+0.0248035j -0.0220202-0.0134242j -0.0209828+0.000184863j -0.0537327-0.0237672j -0.039338-0.0131184j 0.00170148+0.0182214j 0.00416602-0.0258084j 0.0679718+0.0286761j 0.0144585-0.0396983j 0.0179672-0.090026j 0.0423193+0.0645844j -0.0335532+0.070106j 0.0254078-0.0552311j -0.0171146-0.00507938j 0.00971401+0.155202j -0.0389376+0.0706989j 0.032658-0.011966j -0.00168994-0.0201273j -0.0666222-0.0333003j 0.0784474-0.00411343j -0.0556029+0.137683j 0.0103323+0.0421491j 0.0535647-0.0499393j 0.0100581+0.034236j -0.00301905+0.000208052j 0.0629108+0.106064j 0.0356753-0.0847023j 0.0216849-0.0299777j 0.00298524+0.100119j -0.116893+0.0554247j 0.0896521+0.0634766j -0.0571624-0.11171j 0.0577234+0.0235946j 0.0483267-0.109281j 0.0763167-0.10561j 0.136118+0.110403j 0.00609198-0.0617782j 0.106922+0.0226478j 0.02909-0.0248145j 0.0468523-0.0625948j -0.0877007+0.022116j -0.030678+0.0329108j -0.0543588+0.0302112j -0.155857+0.0363512j 0.0138471-0.0414918j -0.00474712+0.0775418j -0.0707199-0.0106815j 0.0268902-0.0671051j -0.0470809-0.0674284j -0.056619+0.119259j -0.0130455-0.089406j 0.0285384+0.0510138j -0.0243874-0.0109249j 0.0248269+0.0290679j 0.0669004-0.131453j 0.0101659-0.0162607j 0.00510317-0.0605206j 0.00939297+0.0894067j 0.0471009+0.0113616j -0.0553437+0.0411633j -0.0323764+0.00451539j 0.063587-0.00268739j 0.0325616-0.00865547j -0.0112752-0.0573109j -0.0397969+0.0256822j 0.0280779+0.0472003j 0.0181777+0.0134388j 0.0245672+0.00197571j 0.00289112-0.0377777j 
0.0303828+0.00246224j -0.00781467-0.0300979j 0.00691792+0.014196j -0.00505016+0.00277716j 0.0316863+0.0241327j -0.0273088-0.0228546j 0.0206328-0.00351247j -0.0253169-0.0150141j -0.0229367+0.0444971j -0.0105437-0.0317489j -0.0448198+0.0503405j -0.014125-0.0356918j 0.0311576-0.0112568j -0.0156154+0.0463361j -0.0385155+0.0231291j -0.0788624-0.0333421j 0.00371239+0.0604167j 0.110575+0.0265978j -0.0362507-0.0759572j 0.110482-0.0936036j -0.0320438+0.0885294j 0.0844906+0.176192j 0.0621936-0.0212418j 0.0477396+0.0251141j 0.142414+0.0645131j 0.00214897-0.026479j 0.0673234-0.0669235j 0.164533+0.0840465j -0.135573-0.0059426j 0.0714362-0.0302792j -0.0290406+0.027431j 0.140615+0.0252439j 0.0262782-0.0419986j 0.0889319-0.0870336j 0.0192305+0.0152031j 0.0577234+0.0235946j -0.0281077-1.29063e-15j -0.0196854-0.0188889j 0.00425229+0.0974419j -0.117727-0.0778698j 0.100088+0.0714162j 0.120126+0.0860318j 0.03414-0.0530053j -0.00940089-0.0730763j -0.00424122-0.042826j 0.0148284+0.0270533j 0.017204-0.0984105j 0.0825928+0.0460818j 0.0991407-0.0664902j -0.00514451+0.025423j 0.00935824-0.013215j 0.031163-0.000187615j -0.0208931+0.008351j -0.0351113-0.00715396j 0.0160394+0.0249124j 0.0215698-0.0275656j -0.11482+0.00615971j -0.0107129+0.0443608j 0.0600833+0.0208013j -0.0179803+0.0189054j -0.00819961+0.0254314j 0.0183084-0.0199603j -0.0133613+0.0504303j -0.0349825-0.0246089j -0.0248909-0.0197383j -0.0105271-0.0316532j -0.0125275+0.00750981j -0.0227771-0.00454512j 0.00515162-0.032179j 
0.0104206+0.000570026j -0.00429385-0.00432838j 0.00819371+0.0292233j -0.00524712+0.0264446j 0.0418095+0.0455673j 0.00195396-0.00991746j -0.0217764-0.0640384j -0.00283317-0.0234381j -0.0215613-0.0237805j 0.0384156-0.00222116j 0.0220291+0.0703181j -0.0229642+0.0193007j -0.0607065+0.0562871j -0.00779834+0.012632j -0.11098+0.00740995j -0.0179921-0.0156796j 0.0626868-0.121346j 0.0365969-0.017152j 0.0382169+0.0638379j 0.00156981+0.147362j -0.129593-0.00763639j -0.00773264+0.00208826j -0.0625416-0.0802153j 0.112838-0.0494563j 0.162507+0.0444675j 0.0680387-0.0199593j -0.0645301-0.139918j 0.0458568-0.180523j -0.0988936-0.0573275j 0.0407986+0.0896295j -0.0625776-0.136574j 0.125685-0.170468j 0.140615+0.0252439j 0.0480719+0.156468j 0.0110294-0.222035j -0.0571624-0.11171j -0.0196854+0.0188889j -0.166177+4.09395e-15j 0.0624634-0.00803213j 0.10314+0.0983231j -0.0661981-0.0956969j 0.00154331-0.0164804j -0.126036+0.0258925j -0.0605342-0.0844004j -0.0243823+0.0287605j 0.0202459+0.0887311j -0.0150597+0.0529771j 0.0799586+0.033924j -0.00904814+0.0174945j 0.0367623+0.113749j -0.0602321-0.0313792j -0.0183063-0.0320978j -0.0875605-0.029232j -0.0840952+0.0397888j 0.0356673-0.0361681j -0.00877256+0.0512792j 0.0043478-0.0306888j -0.0403418+0.0223295j 0.0190304+0.0341804j -0.048311+0.0243021j -0.01429-0.0109753j 0.0146202-0.0217202j -0.00875178-0.0447081j 0.00419537-0.0265368j -0.00318571+0.0272095j 0.0209981-0.00836237j 0.000388646-0.0317266j -0.0132474-0.00540898j -0.00188891-0.0118388j 
0.0051664-0.0242477j -0.0111423-0.00451577j -0.00860956+0.00272381j 0.0124827+0.0136436j 0.0027409+0.0334435j 0.108396-0.0184807j -0.00937565-0.00818432j 0.0307456-0.066693j -0.010171-0.0126955j -0.047075+0.00328652j -0.0108105-0.041474j 0.00438298-0.032843j 0.00479578+0.0317986j -0.0446279+0.0999055j -0.109407-0.0950176j 0.0369515+0.103609j -0.0535967+0.0361272j -0.027804+0.0173449j 0.1494-0.012356j 0.0352009+0.104185j 0.0761712+0.0036413j -0.0457763-0.0422108j -0.0352331+0.104993j -0.00748199+0.027889j -0.0276455+0.154991j -0.171849-0.0223893j -0.114415-0.0178214j -0.081096+0.0488364j -0.0462252-0.176635j 0.0574366+0.0252299j -0.0915793-0.056432j 0.0625776+0.136574j 0.0290406-0.027431j 0.0564655+0.0352043j -0.0278846+0.0146426j -0.0896521-0.0634766j 0.00425229-0.0974419j 0.0624634+0.00803213j -0.108678+7.25808e-15j 0.037325-0.00606176j -0.0596915+0.0628413j -0.060462+0.138121j -0.0198088+0.0577904j -0.000753249-0.148756j -0.0941175-0.0790289j 0.0186734-0.0812255j -0.0168365+0.0803306j -0.103717-0.0788407j -0.00755252-0.039278j -0.0630186+0.06577j -0.0874128-0.00956926j 0.046086-0.0339565j -0.0520934+0.0486825j 0.00525714-0.0369376j 0.0183541-0.0582213j 0.00239663-0.0103813j -0.00958553-0.0300557j 0.0363862-0.00244878j 0.0456852-0.0558168j -0.0144831+0.0121492j -0.0393731-0.0251217j -0.0362071+0.0219277j 0.0171256-0.0233056j -0.0439982-0.0536247j -0.000839421+0.0523842j 0.0176824-0.0147271j -0.000274612-0.0157268j -0.0272913+0.00495093j -0.0201779-0.00241851j 
