-0.0092994-0j 0.0705775-0j -0.0012253-0j 0.0168121-0j 0.00720328-0j 0.00258285-0j 0.000197033-0j -0.00857174-0j 0.0637405-0j -0.00107147-0j -0.000714312-0j 0.0147014-0j 0.00839855-0j -6.31368e-05-0j 0.0021294-0j 0.00150045-0j 0.000251391-0j 1.40777e-05-0j -0.005608-0j -0.00566611-0j 0.0411185-0j 0.0415446-0j -0.00067723-0j 0.00929212-0j -0.000684248-0j -0.000618224-0j 0.00938842-0j -0.00062463-0j 0.00513981-0j 0.00342654-0j 0.00130317-0j 0.00519307-0j -6.30972e-05-0j 0.00346205-0j 0.00131667-0j -6.37511e-05-0j 0.00122434-0j 0.000302866-0j 0.000145049-0j 0.00123703-0j 0.000133004-0j 0.000306005-0j 0.000146552-0j 0.000134382-0j 1.43489e-05-0j 1.44976e-05-0j 6.33485e-07-0j 6.4005e-07-0j -0.00428049-0j -0.00529683-0j -0.00308982-0j 0.0310631-0j 0.0384387-0j 0.0224226-0j -0.00050446-0j 0.00692159-0j -0.000624238-0j -0.000451203-0j 0.00856503-0j -0.000364139-0j -0.000308918-0j 0.00499627-0j -0.000558335-0j 0.00375123-0j -0.000382266-0j 0.000951101-0j -0.000325696-0j 0.00342439-0j -0.000222989-0j 0.00464191-0j -4.45884e-05-0j 0.00117693-0j 0.00270778-0j -4.20384e-05-0j 0.00423746-0j 0.000865199-0j 0.000686541-0j 0.000576799-0j -5.51754e-05-0j 0.00247185-0j 0.000102501-0j 0.0003495-0j -5.20198e-05-0j 0.00107063-0j -3.21856e-05-0j -1.85785e-06-0j -3.03449e-05-0j 0.000125319-0j 0.000713752-0j 0.000126838-0j 0.000624533-0j 0.000432484-0j 5.09823e-05-0j 9.55996e-06-0j 0.000416356-0j 7.39891e-05-0j -2.29897e-06-0j 0.000252283-0j 1.04615e-05-0j 0.000155074-0j 6.30874e-05-0j -1.34107e-06-0j 8.28493e-07-0j 1.18298e-05-0j 9.04597e-05-0j 1.29454e-05-0j 3.6801e-05-0j 6.90074e-06-0j 3.01582e-08-0j 7.55148e-06-0j 1.02521e-06-0j 3.73189e-08-0j 5.98038e-07-0j 2.17694e-08-0j 
4.06864e-05-0j -0.000624141-0j -0.000768065-0j -0.490301-0j -6.37011e-05-0j 0.00107042-0j 0.000164583-0j -3.60182e-05-0j 0.000541366-0j -4.50227e-06-0j 0.000863066-0j -0.00287406-0j -0.0102198-0j -2.65299e-07-0j 0.121432-0j -0.000293333-0j -0.000150886-0j -1.41368e-05-0j -2.35949e-05-0j -2.47707e-05-0j 0.000349679-0j 0.000367105-0j -2.84935e-06-0j -0.00181891-0j -2.99135e-06-0j 0.000372662-0j -0.00190955-0j 0.000391234-0j 4.37099e-05-0j -0.00837899-0j -0.000519365-0j 4.58882e-05-0j 3.80347e-05-0j -0.00879656-0j -0.000545248-0j 3.99302e-05-0j 0.0343368-0j 2.57563e-06-0j 0.0124892-0j 0.0360479-0j -5.30075e-05-0j 2.70399e-06-0j 0.0131116-0j -5.56492e-05-0j -1.15261e-05-0j -1.21005e-05-0j -7.65041e-07-0j -8.03168e-07-0j 1.87278e-05-0j 2.14035e-05-0j 1.19448e-05-0j -0.000274702-0j -0.000313949-0j -0.000175209-0j 2.20709e-06-0j 0.00140892-0j 2.52243e-06-0j -0.000282831-0j 0.00161021-0j 1.40771e-06-0j 1.35156e-06-0j 0.000898625-0j -0.000323239-0j -3.31734e-05-0j 1.54467e-06-0j 0.00039417-0j -0.000180393-0j 0.0043387-0j 8.62045e-07-0j -3.7913e-05-0j 1.95081e-07-0j 0.000450486-0j -2.11584e-05-0j -5.28863e-05-0j 0.00495859-0j 0.000176115-0j 0.000251407-0j -0.0337604-0j 2.22953e-07-0j 0.00276728-0j 6.40574e-05-0j 0.000442817-0j -6.04423e-05-0j 0.000201276-0j 1.24425e-07-0j 8.12839e-09-0j -3.37316e-05-0j -0.00744103-0j -0.0385838-0j 7.32094e-05-0j 0.000112328-0j 0.000506084-0j 1.03776e-05-0j -0.00114409-0j -0.0215328-0j 4.08566e-05-0j 9.28972e-09-0j 0.000282435-0j 6.53783e-06-0j -0.00850414-0j 1.18603e-05-0j 5.1844e-09-0j 8.66266e-07-0j -0.00130755-0j -0.00474598-0j 7.47191e-06-0j 6.619e-06-0j -0.000729717-0j 4.42136e-08-0j 4.16991e-06-0j 9.90031e-07-0j 5.05305e-08-0j 5.52515e-07-0j 2.82e-08-0j 
0.000116271-0j 1.87632e-05-0j 0.208783-0j -0.000316811-0j -0.000366229-0j -2.14674e-05-0j 1.03011e-08-0j -0.000313034-0j -4.9495e-05-0j 0.003722-0j 0.00750091-0j -5.64782e-06-0j -0.0888763-0j 0.000662575-0j 7.78627e-05-0j 0.000110237-0j 4.56919e-06-0j -1.79019e-09-0j 7.01171e-05-0j 0.000332117-0j 1.09314e-05-0j 5.17778e-05-0j -0.00080543-0j 1.22217e-06-0j -0.003815-0j -0.00110745-0j 5.78894e-06-0j -0.00524553-0j -0.000129976-0j -0.000261938-0j 1.13869e-07-0j -0.000615643-0j 0.0216157-0j -0.0012407-0j 5.39352e-07-0j 0.102385-0j 0.0021946-0j -2.31377e-05-0j -1.35952e-06-0j 0.010395-0j -2.22255e-06-0j -0.000109594-0j -6.43949e-06-0j -1.05273e-05-0j -7.13575e-08-0j -3.37992e-07-0j 2.36284e-11-0j 1.11918e-10-0j 5.35192e-05-0j -0.000193437-0j 4.72701e-05-0j 8.25819e-06-0j -2.98479e-05-0j 7.29393e-06-0j -0.000599955-0j 9.1038e-07-0j 0.00216844-0j -0.000808256-0j -3.29043e-06-0j -0.000529902-0j 3.86242e-06-0j 8.04081e-07-0j 0.00292131-0j -9.48612e-05-0j -1.39601e-05-0j 8.3106e-08-0j -0.000713881-0j -0.000130432-0j 3.41143e-06-0j 0.000342861-0j -0.000106616-0j -3.00373e-07-0j -8.37848e-05-0j 0.0143761-0j 0.000471425-0j -1.08245e-05-0j 7.34022e-08-0j -2.18145e-05-0j 0.000385345-0j -0.000115202-0j 6.70558e-09-0j 0.00254583-0j -0.0519601-0j 3.91235e-05-0j -9.41667e-05-0j -8.90785e-06-0j 0.0126975-0j 0.00014923-0j 7.8845e-05-0j -2.42363e-08-0j -9.56059e-06-0j -0.0092015-0j -1.92693e-06-0j -7.16079e-08-0j -1.92673e-05-0j 5.92261e-09-0j 3.2196e-05-0j 0.00224857-0j -1.30883e-07-0j -0.000539369-0j 6.96459e-06-0j -7.86774e-06-0j -3.43103e-09-0j 2.58815e-07-0j 0.000131805-0j 4.73056e-07-0j -1.70193e-06-0j -6.32466e-08-0j 9.83898e-13-0j -1.15601e-07-0j 1.24009e-08-0j -3.55614e-12-0j -3.03041e-09-0j 8.69014e-13-0j 
3.52354e-05-0j -0.000267418-0j -0.000887872-0j -6.37011e-05-0j -0.493868-0j 0.00187157-0j -7.46558e-07-0j -3.11927e-05-0j 0.000231953-0j 0.000745666-0j -2.59939e-06-0j 5.34985e-05-0j -0.0058448-0j -0.0126043-0j 7.74891e-06-0j 0.0988011-0j -0.00017495-0j 5.12288e-08-0j -2.04338e-05-0j -2.14521e-05-0j 0.000149823-0j 0.000157289-0j 0.000471909-0j 3.38575e-05-0j 0.000495427-0j -2.25261e-06-0j 3.55448e-05-0j -2.36487e-06-0j -0.00358154-0j 1.24852e-05-0j 4.74833e-06-0j -0.00376002-0j -0.00416013-0j 1.31074e-05-0j 4.98496e-06-0j -0.00436745-0j -0.000853151-0j 0.06054-0j 5.28513e-07-0j -0.000895668-0j 0.00876922-0j 0.063557-0j 5.54852e-07-0j 0.00920624-0j -9.99867e-06-0j -1.0497e-05-0j 2.30822e-09-0j 2.42325e-09-0j 1.62188e-05-0j 1.8536e-05-0j 1.03445e-05-0j -0.000117698-0j -0.000134514-0j -7.50694e-05-0j -0.000365539-0j -2.62259e-05-0j -0.000417764-0j 1.70961e-06-0j -2.99729e-05-0j -0.000233145-0j 1.17049e-06-0j -1.67272e-05-0j 1.95386e-06-0j 0.00271819-0j 1.33772e-06-0j -3.60372e-06-0j 1.09041e-06-0j -1.2975e-05-0j 7.46553e-07-0j 0.00310655-0j 0.00305705-0j -4.11859e-06-0j 0.0017337-0j -3.04616e-05-0j -1.48288e-05-0j 0.000626935-0j -2.2985e-06-0j -2.18549e-06-0j 0.00349382-0j -8.27563e-06-0j -3.88376e-07-0j -0.0239623-0j -3.48137e-05-0j 0.000716506-0j 0.00194983-0j 0.000775054-0j -1.94288e-05-0j 9.08075e-05-0j -2.49774e-06-0j -4.43864e-07-0j 0.000399867-0j -0.0273858-0j -0.0105973-0j -3.62227e-08-0j -1.39393e-06-0j -2.47711e-07-0j 0.000885788-0j -0.0152835-0j -0.000717254-0j 0.000103781-0j -0.0121114-0j 0.000494339-0j 6.00338e-07-0j -4.13979e-08-0j 5.79182e-05-0j -0.00081973-0j -0.0067591-0j -2.31033e-08-0j -1.1427e-10-0j -0.000457474-0j 6.86109e-07-0j -1.30596e-10-0j 3.82903e-07-0j -7.28826e-11-0j 
2.90617e-06-0j -6.71068e-05-0j -3.64238e-05-0j 0.00074914-0j 0.00130982-0j 0.334666-0j -0.00167624-0j 2.67877e-06-0j -6.0606e-05-0j -3.18508e-05-0j 2.23231e-07-0j 0.000655086-0j 0.000759591-0j -5.66994e-06-0j -0.00290065-0j -0.0127863-0j 0.100752-0j -0.00020052-0j -5.12326e-06-0j 1.77072e-06-0j 0.00011429-0j -3.95016e-05-0j 5.88504e-05-0j -0.0012104-0j -2.03402e-05-0j -5.64786e-07-0j 0.000418343-0j 1.95204e-07-0j -0.00135892-0j 9.5242e-06-0j 0.00518933-0j 0.000469678-0j 1.10238e-05-0j -3.2918e-06-0j -0.00179356-0j -3.81009e-06-0j 0.0151702-0j -0.00024191-0j 0.00178656-0j -0.0052432-0j -0.101288-0j 8.361e-05-0j -0.000617479-0j 0.0350076-0j -0.0339442-0j 0.011732-0j 3.96714e-05-0j -1.37114e-05-0j 1.3377e-06-0j -4.83899e-06-0j 9.65604e-07-0j -2.95356e-05-0j 0.000106842-0j -2.13199e-05-0j -1.49957e-05-0j 0.000308423-0j 5.42455e-05-0j 1.41006e-07-0j -0.00111569-0j -1.08245e-05-0j 9.65403e-08-0j 0.000222631-0j -5.10074e-07-0j 0.000339273-0j -3.49224e-07-0j -0.00129558-0j 1.01784e-07-0j -3.25599e-06-0j 6.96865e-08-0j -0.00122728-0j -2.66483e-06-0j 0.00468663-0j 0.0002449-0j -1.24965e-06-0j 1.17782e-05-0j -0.00366717-0j -0.000935201-0j 2.57019e-05-0j 9.63974e-06-0j -2.3503e-06-0j -0.000431874-0j 6.3552e-05-0j 4.52046e-06-0j 0.0132656-0j -1.92358e-06-0j -2.2265e-07-0j -9.02042e-07-0j 0.0162379-0j -9.29738e-05-0j 0.00156226-0j -0.00264711-0j -0.000229893-0j -0.000652814-0j -8.13306e-05-0j 1.85526e-05-0j -0.000311743-0j 8.05412e-07-0j 4.58743e-05-0j 0.00842953-0j -0.0587387-0j 0.00236148-0j -1.60717e-07-0j 0.00112251-0j 0.000294205-0j 0.0117211-0j -0.0304929-0j -0.000471226-0j -5.87075e-05-0j -9.06046e-07-0j 0.00608476-0j -0.00406057-0j 3.27752e-06-0j 0.000810273-0j -6.54018e-07-0j 
-1.67823e-05-0j 0.000257445-0j 0.000316811-0j 0.202239-0j 2.62754e-05-0j -0.000441527-0j -6.78869e-05-0j 4.51826e-05-0j -0.00067911-0j 5.64782e-06-0j -0.00108266-0j 0.00360533-0j 0.01282-0j 3.32801e-07-0j -0.152329-0j 0.000367968-0j 0.000189277-0j 1.77338e-05-0j -1.01205e-05-0j -4.7937e-05-0j 0.000149988-0j 0.000710432-0j -1.22217e-06-0j -0.000780182-0j -5.78894e-06-0j 0.000159846-0j -0.00369541-0j 0.000757127-0j 1.87485e-05-0j -0.003594-0j -0.000222771-0j 8.8804e-05-0j 1.63142e-05-0j -0.0170233-0j -0.00105518-0j 7.72739e-05-0j 0.0147281-0j 1.10476e-06-0j 0.00535697-0j 0.0697609-0j -2.27365e-05-0j 5.23283e-06-0j 0.0253738-0j -0.000107694-0j -4.94387e-06-0j -2.34171e-05-0j -3.28149e-07-0j -1.55431e-06-0j -7.72483e-06-0j 2.79202e-05-0j -6.82285e-06-0j 0.000113309-0j -0.000409537-0j 0.000100078-0j -9.1038e-07-0j -0.000581148-0j 3.29043e-06-0j 0.000116662-0j 0.00210047-0j -8.04081e-07-0j -5.57492e-07-0j -0.000513291-0j -0.000421655-0j 1.36833e-05-0j 2.01497e-06-0j -0.000162587-0j 0.00010304-0j -0.00178962-0j -4.92397e-07-0j -4.94563e-05-0j -8.0467e-08-0j 0.000587645-0j 1.20856e-05-0j 2.18145e-05-0j 0.00646832-0j -7.26435e-05-0j -0.000143603-0j 0.0139254-0j 2.90835e-07-0j -0.00158066-0j -2.64223e-05-0j -0.000182653-0j -7.8845e-05-0j 0.000262559-0j -7.10714e-08-0j -3.35279e-09-0j 1.92673e-05-0j 0.00306927-0j -0.0503313-0j 9.54993e-05-0j -6.41614e-05-0j 0.00066017-0j -4.28056e-06-0j 0.000471914-0j 0.0122995-0j -2.33372e-05-0j 1.21181e-08-0j -0.000161326-0j -2.69672e-06-0j -0.0110934-0j 1.54714e-05-0j -2.96131e-09-0j -3.57316e-07-0j -0.00170566-0j 0.00271089-0j 9.74686e-06-0j -3.78075e-06-0j 0.000416812-0j -1.82372e-08-0j -2.38184e-06-0j 1.29146e-06-0j 6.59154e-08-0j -3.15595e-07-0j -1.61077e-08-0j 
-2.16613e-07-0j 8.35971e-06-0j -2.85413e-08-0j -0.000188094-0j 8.53209e-07-0j 0.00273729-0j 0.528627-0j -3.95183e-09-0j 1.49431e-07-0j -4.93979e-10-0j -3.2932e-10-0j -3.25545e-06-0j 1.96893e-08-0j -2.9108e-11-0j 4.46663e-05-0j -3.32258e-07-0j -0.000371307-0j 0.00394568-0j -1.30628e-07-0j 1.26758e-07-0j 4.87037e-06-0j -4.72605e-06-0j -1.57749e-08-0j -0.00010396-0j 1.53074e-08-0j -1.44004e-08-0j 0.00010088-0j 1.39737e-08-0j 6.08796e-07-0j 4.05864e-07-0j 0.00138109-0j -5.90756e-07-0j -1.46974e-09-0j -3.93838e-07-0j -0.00134017-0j 1.42619e-09-0j -1.3698e-05-0j 3.58737e-08-0j -0.0108243-0j 1.32921e-05-0j 0.000140957-0j -3.48107e-08-0j 0.0105035-0j -0.00013678-0j 0.0384973-0j -0.0373566-0j 0.0273806-0j -0.0265692-0j 1.93861e-07-0j -2.442e-09-0j 1.3967e-07-0j -7.15382e-06-0j 9.01142e-08-0j -5.15408e-06-0j 2.28468e-08-0j 0.000150566-0j -2.87793e-10-0j 2.04348e-08-0j -1.89663e-06-0j 1.64603e-08-0j 1.39907e-08-0j 0.000108478-0j -2.5741e-10-0j -8.63906e-07-0j -1.76236e-10-0j -0.00195982-0j 1.47225e-08-0j -7.88634e-07-0j 1.00798e-08-0j 1.08823e-08-0j 2.01939e-09-0j 2.46872e-05-0j -6.22414e-07-0j 1.9039e-09-0j 9.93416e-09-0j 1.88207e-05-0j -0.00141199-0j 1.25472e-05-0j -2.54375e-11-0j -5.68184e-07-0j 0.0148723-0j -8.04897e-08-0j -2.39827e-11-0j -2.37079e-07-0j 1.4549e-09-0j 8.41411e-11-0j 1.37169e-09-0j -0.00025823-0j -1.58052e-07-0j -0.000187342-0j 1.35597e-05-0j 1.0139e-09-0j 1.10902e-06-0j -0.0498694-0j 9.0398e-06-0j 0.010715-0j -1.0599e-12-0j -5.799e-08-0j 0.0015179-0j 3.25283e-06-0j -1.397e-08-0j 6.06208e-11-0j -0.0228112-0j 0.000628188-0j -0.000186045-0j -1.91205e-05-0j 7.99013e-07-0j -0.0359292-0j -0.00596369-0j 0.0010936-0j 0.000287345-0j 7.51225e-05-0j -0.0164347-0j -0.00429663-0j 
-1.32648e-07-0j 5.11925e-06-0j -1.74779e-08-0j -0.000115184-0j 5.22482e-07-0j 0.00167624-0j 0.323717-0j -1.22268e-07-0j 4.62334e-06-0j -1.52836e-08-0j -1.0189e-08-0j -0.000100723-0j 6.09179e-07-0j -9.00592e-10-0j 0.00138196-0j -1.028e-05-0j -0.0114881-0j 0.122078-0j 2.33844e-07-0j -8.08222e-08-0j -8.71867e-06-0j 3.01339e-06-0j 2.82393e-08-0j 0.000186104-0j -9.7602e-09-0j 2.57788e-08-0j -6.43222e-05-0j -8.90981e-09-0j -1.08983e-06-0j -7.26556e-07-0j -0.00247236-0j 3.76674e-07-0j 2.63104e-09-0j 2.51116e-07-0j 0.000854508-0j -9.09353e-10-0j 2.45214e-05-0j -6.42191e-08-0j 0.0193771-0j -8.4752e-06-0j -0.000252334-0j 2.21957e-08-0j -0.00669719-0j 8.72128e-05-0j -0.0689158-0j 0.023819-0j -0.0490152-0j 0.0169409-0j -6.10574e-08-0j 2.20869e-07-0j -4.40736e-08-0j 2.25313e-06-0j -8.15045e-06-0j 1.62639e-06-0j -7.19569e-09-0j -4.74214e-05-0j 2.60296e-08-0j -6.43602e-09-0j 0.000171542-0j -5.19412e-09-0j -4.40644e-09-0j -3.42306e-05-0j 2.32816e-08-0j 2.72091e-07-0j 1.59398e-08-0j 0.000617256-0j -4.64576e-09-0j 2.48384e-07-0j -3.18074e-09-0j -9.8426e-07-0j -6.36015e-10-0j -0.00223286-0j 1.96406e-07-0j -5.99641e-10-0j -8.98502e-07-0j -5.92768e-06-0j 0.000445559-0j -3.95179e-06-0j 2.30072e-09-0j 1.79293e-07-0j -0.00468411-0j 2.53506e-08-0j 2.16914e-09-0j 2.14427e-05-0j -4.591e-10-0j -2.65006e-11-0j -4.32844e-10-0j 8.13306e-05-0j 1.42952e-05-0j 0.0169443-0j -4.27883e-06-0j -9.1703e-08-0j -3.49292e-07-0j 0.0157066-0j -2.85255e-06-0j -0.00338117-0j 9.58631e-11-0j 1.8299e-08-0j -0.00047807-0j -0.000294205-0j 1.26353e-06-0j -1.91292e-11-0j 0.00718449-0j -0.0568169-0j 5.87075e-05-0j 0.00172937-0j -2.52132e-07-0j 0.0113376-0j 0.00187829-0j -0.000345089-0j -0.0259891-0j -0.00679451-0j 0.00518604-0j 0.00135582-0j 
-1.45339e-05-0j 0.000110304-0j 0.000366229-0j 2.62754e-05-0j 0.20371-0j -0.000771981-0j 3.07939e-07-0j 3.91293e-05-0j -0.00029097-0j -0.000935392-0j 3.26077e-06-0j -6.71105e-05-0j 0.00733194-0j 0.0158113-0j -9.72053e-06-0j -0.12394-0j 0.000219464-0j -6.42634e-08-0j -8.76464e-06-0j -4.15146e-05-0j 6.42634e-05-0j 0.00030439-0j 0.000202416-0j 1.45225e-05-0j 0.000958764-0j -9.66211e-07-0j 6.87873e-05-0j -4.57656e-06-0j -0.00153623-0j 5.35528e-06-0j 2.0367e-06-0j -0.0072765-0j -0.0017844-0j 2.53658e-05-0j 9.64703e-06-0j -0.008452-0j -0.000365942-0j 0.0259674-0j 2.26695e-07-0j -0.00173332-0j 0.00376138-0j 0.122997-0j 1.07376e-06-0j 0.0178162-0j -4.28873e-06-0j -2.0314e-05-0j 9.90063e-10-0j 4.68953e-09-0j -6.6899e-06-0j 2.41796e-05-0j -5.90876e-06-0j 4.8548e-05-0j -0.000175469-0j 4.28794e-05-0j 0.000150777-0j 1.08176e-05-0j -0.00054496-0j -7.05177e-07-0j -3.90986e-05-0j 0.000133172-0j -4.82802e-07-0j 9.55452e-06-0j 2.54875e-06-0j -0.0011212-0j 1.74501e-06-0j 1.48646e-06-0j -6.22838e-07-0j 5.35192e-06-0j -4.26428e-07-0j 0.00405239-0j -0.00126097-0j -5.37257e-06-0j -0.000990282-0j 1.25648e-05-0j -1.93437e-05-0j -0.000258597-0j 1.31289e-06-0j 9.01469e-07-0j 0.00455758-0j 4.72701e-06-0j 1.60197e-07-0j 0.00988394-0j -4.54133e-05-0j 0.00093466-0j -0.00111373-0j -0.000319693-0j 1.10976e-05-0j -3.74562e-05-0j -3.25822e-06-0j -5.79007e-07-0j -0.000228403-0j -0.0357239-0j 0.00437116-0j 1.49411e-08-0j 7.9621e-07-0j 1.41492e-07-0j 0.00115548-0j 0.00872985-0j 0.000295852-0j 0.00013538-0j -0.0157989-0j -0.000282365-0j -2.47627e-07-0j -5.40022e-08-0j -3.30827e-05-0j -0.00106931-0j 0.00386077-0j 1.31965e-08-0j 4.71338e-11-0j 0.000261307-0j 8.95008e-07-0j -1.70358e-10-0j -2.18713e-07-0j 4.16303e-11-0j 
-4.15254e-06-0j 9.58868e-05-0j 5.20448e-05-0j -0.00107042-0j -0.00187157-0j -0.478194-0j 0.00239513-0j 3.67609e-06-0j -8.31701e-05-0j -4.37091e-05-0j 3.06341e-07-0j 0.000898979-0j 0.00104239-0j -7.7809e-06-0j -0.00398059-0j -0.0175467-0j 0.138263-0j -0.000275175-0j 2.40814e-06-0j 2.52815e-06-0j -5.37212e-05-0j -5.63984e-05-0j -2.76621e-05-0j 0.000568936-0j -2.90407e-05-0j 2.65473e-07-0j 0.000597289-0j 2.78703e-07-0j 0.000638749-0j -4.47676e-06-0j -0.0024392-0j 0.000670582-0j -5.18163e-06-0j -4.69987e-06-0j -0.00256076-0j -5.43985e-06-0j -0.00713062-0j 0.000113707-0j -0.000839756-0j -0.00748598-0j 0.0476095-0j 0.000119374-0j -0.000881606-0j 0.0499821-0j 0.0159552-0j 0.0167503-0j -1.86472e-05-0j -1.95765e-05-0j -1.9114e-06-0j -2.18449e-06-0j -1.21912e-06-0j 4.22025e-05-0j 4.8232e-05-0j 2.69173e-05-0j 2.1427e-05-0j -0.000440696-0j 2.44883e-05-0j -2.01479e-07-0j -0.000503659-0j 1.36664e-05-0j -1.37943e-07-0j -0.000281081-0j -2.30265e-07-0j -0.000484776-0j -1.57652e-07-0j 0.00185122-0j -1.28506e-07-0j 4.65238e-06-0j -8.79821e-08-0j -0.000554037-0j 3.8077e-06-0j 0.00211571-0j -0.000309197-0j 1.78558e-06-0j 5.31708e-06-0j 0.00523991-0j 0.00118073-0j -3.67246e-05-0j 4.35171e-06-0j 2.96735e-06-0j 0.000617092-0j -9.08075e-05-0j 2.04069e-06-0j 0.00598855-0j 2.4286e-06-0j 3.18138e-07-0j 1.13887e-06-0j -0.0232018-0j -4.19716e-05-0j 0.000705257-0j 0.00334208-0j -0.000103781-0j 0.000932786-0j 0.000116211-0j -2.34234e-05-0j 0.000393589-0j 3.63591e-07-0j -5.79182e-05-0j -0.0120447-0j -0.0265167-0j 0.00106606-0j 2.02912e-07-0j -0.00160392-0j 0.000132814-0j -0.0147984-0j -0.0137656-0j 0.000594943-0j 7.41207e-05-0j 1.29462e-06-0j -0.00768227-0j -0.00183308-0j 1.47959e-06-0j -0.001023-0j 8.25726e-07-0j 
1.71283e-06-0j -3.95513e-05-0j -2.14674e-05-0j 0.000441527-0j 0.000771981-0j 0.197245-0j -0.000987941-0j -4.61143e-06-0j 0.000104332-0j 5.48303e-05-0j -3.84286e-07-0j -0.00112771-0j -0.00130762-0j 9.76065e-06-0j 0.0049934-0j 0.0220113-0j -0.173442-0j 0.000345191-0j 1.03292e-06-0j 4.89255e-06-0j -2.30426e-05-0j -0.000109144-0j -1.18651e-05-0j 0.000244034-0j -5.62003e-05-0j 1.13869e-07-0j 0.00115589-0j 5.39352e-07-0j 0.000273979-0j -1.92022e-06-0j -0.00104624-0j 0.00129773-0j -2.22255e-06-0j -9.0953e-06-0j -0.00495564-0j -1.05273e-05-0j -0.00305853-0j 4.87725e-05-0j -0.000360196-0j -0.0144871-0j 0.0204211-0j 0.000231016-0j -0.00170611-0j 0.0967267-0j 0.00684364-0j 0.0324156-0j -7.99833e-06-0j -3.78849e-05-0j 7.88412e-07-0j -2.84959e-06-0j 6.96354e-07-0j -1.74076e-05-0j 6.29171e-05-0j -1.5375e-05-0j -8.83817e-06-0j 0.000181778-0j 3.19442e-05-0j 8.3106e-08-0j -0.000657007-0j -7.80619e-06-0j 5.68988e-08-0j 0.000160553-0j -3.00373e-07-0j 0.00019996-0j -2.05652e-07-0j -0.000763588-0j 7.34022e-08-0j -1.91901e-06-0j 5.0255e-08-0j -0.000722724-0j -1.57059e-06-0j 0.00275987-0j 0.000176612-0j -7.36514e-07-0j 6.93596e-06-0j -0.00216135-0j -0.000674429-0j 1.51481e-05-0j 5.67667e-06-0j -1.69494e-06-0j -0.000254537-0j 3.74562e-05-0j 2.66201e-06-0j 0.00781187-0j -1.38721e-06-0j -1.31225e-07-0j -6.50516e-07-0j 0.00957025-0j -5.47506e-05-0j 0.000919985-0j -0.00190898-0j -0.00013538-0j -0.000384755-0j -4.79345e-05-0j 1.33794e-05-0j -0.000224817-0j 4.74292e-07-0j 3.30827e-05-0j 0.00496818-0j -0.0345902-0j 0.00139063-0j -1.15903e-07-0j 0.000661585-0j 0.000173252-0j 0.00845279-0j -0.0179567-0j -0.000339829-0j -4.23375e-05-0j -5.34004e-07-0j 0.00438808-0j -0.0023912-0j 1.93007e-06-0j 0.000584336-0j -4.71651e-07-0j 
1.89536e-07-0j -7.31474e-06-0j 2.49736e-08-0j 0.000164583-0j -7.46558e-07-0j -0.00239513-0j -0.462549-0j -1.6779e-07-0j 6.34465e-06-0j -2.09737e-08-0j -1.39825e-08-0j -0.000138222-0j 8.35981e-07-0j -1.23589e-09-0j 0.00189648-0j -1.41073e-05-0j -0.0157652-0j 0.167529-0j -1.09916e-07-0j -1.15394e-07-0j 4.09813e-06-0j 4.30236e-06-0j -1.32736e-08-0j -8.74766e-05-0j -1.39351e-08-0j -1.21171e-08-0j -9.18361e-05-0j -1.2721e-08-0j 5.12266e-07-0j 3.41511e-07-0j 0.00116211-0j 5.37796e-07-0j -1.2367e-09-0j 3.5853e-07-0j 0.00122002-0j -1.29833e-09-0j -1.15261e-05-0j 3.01856e-08-0j -0.00910801-0j -1.21005e-05-0j 0.000118607-0j 3.16899e-08-0j -0.00956191-0j 0.000124518-0j 0.0323932-0j 0.0340076-0j 0.0230391-0j 0.0241873-0j 8.72431e-08-0j 9.97077e-08-0j 5.56448e-08-0j -3.21942e-06-0j -3.67939e-06-0j -2.05339e-06-0j 1.02817e-08-0j 6.7759e-05-0j 1.17507e-08-0j 9.19623e-09-0j 7.74399e-05-0j 6.5578e-09-0j 6.29623e-09-0j 4.32176e-05-0j 1.05101e-08-0j -3.88782e-07-0j 7.19578e-09-0j -0.000881977-0j 5.86547e-09-0j -3.54908e-07-0j 4.01582e-09-0j -4.44329e-07-0j 9.08782e-10-0j -0.00100799-0j -2.47971e-07-0j 8.56808e-10-0j -4.05615e-07-0j 8.46988e-06-0j -0.000562537-0j 5.64658e-06-0j 1.03862e-09-0j -2.26365e-07-0j 0.00669298-0j -3.62227e-08-0j 9.79222e-10-0j 9.67999e-06-0j 5.79633e-10-0j 3.78659e-11-0j 5.46483e-10-0j -0.000116211-0j 6.45333e-06-0j 0.00764923-0j 5.4022e-06-0j -4.13979e-08-0j 4.99092e-07-0j -0.0224427-0j 3.60147e-06-0j 0.00426887-0j 4.32759e-11-0j -2.31033e-08-0j 0.0006831-0j -0.000132814-0j 5.70399e-07-0j 2.41514e-11-0j -0.0102657-0j -0.0256491-0j -7.41207e-05-0j 0.000780696-0j 3.18328e-07-0j -0.0143142-0j -0.00268383-0j 0.00043569-0j -0.0117324-0j -0.00306728-0j -0.00654759-0j -0.00171178-0j 
