0.802005-0j -0.00872582-0j 8.0965e-06-0j -1.90182e-09-0j 1.50823e-13-0j -4.08294e-18-0j 7.96912e-21-0j -0.00100704-0j 7.01036e-07-0j -1.24318e-10-0j 7.21847e-15-0j -1.3163e-19-0j 2.36066e-08-0j -3.74422e-12-0j 1.64819e-16-0j -6.51395e-21-0j -5.17308e-14-0j 1.86982e-18-0j -6.90693e-20-0j -8.70348e-05-0j 3.541e-08-0j -3.97135e-12-0j 1.42741e-16-0j 1.02225e-20-0j 1.33637e-09-0j -1.34401e-13-0j 3.42014e-18-0j -1.77178e-15-0j 3.06594e-20-0j 3.01869e-11-0j -1.87926e-15-0j 2.29945e-20-0j -2.59971e-17-0j 2.88647e-19-0j -5.83729e-06-0j 1.46392e-09-0j -1.04106e-13-0j 2.17253e-18-0j 4.40908e-11-0j -2.74484e-15-0j 3.35857e-20-0j -2.68497e-17-0j 1.11911e-12-0j -4.02745e-17-0j -3.61035e-19-0j 1.61612e-14-0j -2.79657e-19-0j -3.10796e-07-0j 4.9295e-11-0j -2.16998e-15-0j -4.38486e-20-0j 1.17965e-12-0j -4.2453e-17-0j -2.691e-19-0j 2.33266e-14-0j -4.0365e-19-0j 3.53492e-16-0j 2.50518e-18-0j -1.32999e-08-0j 1.33759e-12-0j -3.40382e-17-0j 2.49372e-14-0j -4.3152e-19-0j 3.65899e-16-0j 3.59312e-18-0j -4.58911e-10-0j 2.85692e-14-0j -3.49571e-19-0j 3.95216e-16-0j 3.75777e-18-0j 
3.06594e-20-0j 2.16886e-16-0j -1.57082e-14-0j 5.47954e-13-0j -1.0762e-11-0j 1.12063e-10-0j -4.1742e-10-0j -1.28442e-14-0j -6.71052e-11-0j 3.32011e-09-0j -6.92137e-08-0j 6.07933e-07-0j 1.16873e-09-0j 3.94144e-06-0j -0.000104236-0j 0.000687158-0j 7.44023e-07-0j 0.00112213-0j 6.09116e-05-0j 1.68858e-13-0j 7.7803e-10-0j -3.25333e-08-0j 5.25344e-07-0j -2.66408e-06-0j -3.56901e-08-0j -9.82753e-05-0j 0.00183777-0j 0.0011205-0j 0.975684-0j -2.15399e-09-0j -4.59427e-06-0j 4.96025e-05-0j 0.000121677-0j 2.00819e-06-0j 1.41109e-14-0j 5.63067e-11-0j -1.92241e-09-0j 2.19506e-08-0j -2.35788e-09-0j -5.02913e-06-0j 5.42975e-05-0j 4.68183e-05-0j 2.06653e-08-0j 3.11673e-05-0j -0.000583681-0j 7.47783e-10-0j 6.51136e-07-0j -2.59055e-13-0j -8.73644e-10-0j 2.31045e-08-0j -1.52313e-07-0j 3.27221e-08-0j 4.93512e-05-0j -0.000324867-0j -2.48366e-07-0j -0.000216266-0j -1.03776e-08-0j 5.09178e-08-0j 4.46555e-12-0j 1.22962e-08-0j -2.29942e-07-0j -3.98849e-07-0j -0.0003473-0j 2.47181e-06-0j 7.30302e-08-0j -7.09977e-11-0j -1.51432e-07-0j 1.63495e-06-0j 4.01058e-06-0j -1.75751e-05-0j 
3.01869e-11-0j -7.89091e-10-0j 9.44607e-09-0j -4.65692e-08-0j 4.35749e-08-0j -5.7659e-11-0j 4.51854e-15-0j 9.27672e-09-0j -1.16843e-07-0j 4.03977e-07-0j 1.95773e-08-0j -6.57606e-12-0j 5.78048e-07-0j -1.08176e-06-0j 2.26325e-09-0j -2.50829e-13-0j -1.403e-07-0j 9.4254e-11-0j 1.27106e-12-0j 4.68335e-05-0j -0.000399913-0j 0.000529197-0j -9.04009e-07-0j 8.6766e-11-0j 0.00200291-0j 0.00016812-0j -7.98633e-08-0j 1.12212e-05-0j -2.15399e-09-0j 0.923611-0j -0.00273278-0j 3.70934e-07-0j -0.000139386-0j -6.93651e-06-0j 9.72911e-07-0j -4.7571e-06-0j -2.82348e-07-0j 1.09513e-10-0j 1.27385e-05-0j -3.76906e-08-0j 5.11593e-12-0j -1.35935e-09-0j -0.00139988-0j 9.40444e-07-0j 2.53647e-08-0j 2.21916e-07-0j -4.25986e-11-0j -7.61035e-06-0j 1.4242e-05-0j -2.9797e-08-0j 3.30232e-12-0j 3.19933e-06-0j -2.14932e-09-0j -4.09906e-11-0j -0.000147733-0j 2.83586e-08-0j 1.78967e-08-0j 3.81601e-10-0j 4.32189e-05-0j 3.6277e-06-0j -1.72329e-09-0j 3.42424e-07-0j -6.57311e-11-0j -8.54406e-06-0j 5.47321e-10-0j -0.000132586-0j 3.92296e-07-0j -5.32483e-11-0j 2.00091e-08-0j -2.64004e-07-0j 
1.87926e-15-0j 9.05774e-12-0j -4.07737e-10-0j 7.60449e-09-0j -5.94651e-08-0j 1.00804e-07-0j -5.82464e-11-0j 1.24085e-12-0j 3.77621e-09-0j -8.87104e-08-0j 5.49975e-07-0j 2.81132e-08-0j 2.73072e-10-0j 3.6666e-07-0j -1.5786e-06-0j 1.61433e-09-0j 1.14022e-08-0j -1.00081e-07-0j 2.36659e-11-0j 8.78513e-09-0j 2.16419e-05-0j -0.000360305-0j 0.000947179-0j -7.45102e-07-0j 1.91136e-06-0j 0.00156519-0j 0.000170341-0j 3.40126e-05-0j 4.59427e-06-0j 0.00273278-0j 0.948904-0j -0.00158924-0j -0.00129197-0j -0.000129151-0j 2.7448e-10-0j 5.20043e-07-0j -5.28026e-06-0j -3.5088e-07-0j 3.76906e-08-0j 1.30873e-05-0j -2.19189e-08-0j -1.25999e-08-0j 0.000113769-0j -0.000998582-0j 4.72266e-07-0j 6.72652e-07-0j 9.0859e-08-0j -3.59516e-09-0j -4.8273e-06-0j 2.07832e-05-0j -2.12536e-08-0j -2.60011e-07-0j 2.28219e-06-0j -7.63203e-10-0j -0.000447796-0j -6.04864e-05-0j 1.65885e-07-0j 7.10503e-09-0j 4.12434e-08-0j 3.37738e-05-0j 3.67562e-06-0j 1.03793e-06-0j 1.40198e-07-0j -7.91952e-05-0j 1.01906e-08-0j -3.92296e-07-0j -0.000136217-0j 2.28139e-07-0j 1.85465e-07-0j -4.9155e-06-0j 
2.29945e-20-0j 3.26749e-16-0j 1.34368e-12-0j -9.44303e-11-0j 2.78802e-09-0j -3.87476e-08-0j 1.80517e-07-0j 2.78684e-17-0j 2.9247e-13-0j 8.21608e-10-0j -3.45066e-08-0j 4.5562e-07-0j 1.47575e-14-0j 9.99715e-11-0j 1.50115e-07-0j -1.99372e-06-0j 3.11346e-12-0j 9.43238e-09-0j 1.272e-10-0j 2.53837e-13-0j 2.34937e-09-0j 5.5779e-06-0j -0.000181461-0j 0.00138332-0j 1.55212e-10-0j 8.58504e-07-0j 0.000911542-0j 2.83586e-08-0j 4.96025e-05-0j 3.70934e-07-0j 0.00158924-0j 0.974235-0j 6.06181e-05-0j -0.000694165-0j 1.05831e-14-0j 8.48286e-11-0j 1.64443e-07-0j -3.78281e-06-0j 5.11593e-12-0j 2.19189e-08-0j 1.34367e-05-0j 5.91174e-10-0j 3.10653e-08-0j 9.41141e-05-0j 2.53835e-06-0j 5.60837e-10-0j 9.80968e-07-0j -1.94291e-13-0j -1.31619e-09-0j -1.97636e-06-0j 2.62485e-05-0j -7.09977e-11-0j -2.15091e-07-0j -4.10209e-09-0j -3.73359e-07-0j -0.000653047-0j -7.78317e-09-0j 3.81884e-08-0j 3.34916e-12-0j 1.85248e-08-0j 1.96693e-05-0j 8.6539e-10-0j 1.51367e-06-0j 3.71577e-06-0j 5.47726e-08-0j -5.32483e-11-0j -2.28139e-07-0j -0.000139853-0j -8.70185e-09-0j -2.642e-05-0j 
-2.59971e-17-0j 1.33743e-15-0j -3.85606e-14-0j 6.71104e-13-0j -6.57606e-12-0j 2.72593e-11-0j 7.38421e-13-0j 4.07036e-12-0j -1.44305e-10-0j 2.53628e-09-0j -2.10699e-08-0j 4.56964e-08-0j 2.87947e-09-0j -5.6431e-08-0j 3.6986e-07-0j 1.41691e-08-0j 4.54741e-07-0j -1.97249e-06-0j -1.4381e-07-0j -1.91183e-10-0j 5.7631e-09-0j -7.98633e-08-0j 4.27387e-07-0j 1.41793e-08-0j 1.25749e-05-0j -0.000180937-0j 0.000554962-0j 0.00183376-0j 0.000121677-0j -0.000139386-0j 0.00129197-0j 6.06181e-05-0j 0.968577-0j -0.00113357-0j -6.97241e-12-0j 1.73306e-10-0j -1.76329e-09-0j 4.41584e-09-0j 3.31296e-07-0j -3.07079e-06-0j -1.44079e-07-0j 1.89468e-05-0j -8.74238e-06-0j 3.7921e-05-0j -0.000714341-0j -1.04915e-07-0j -6.96148e-09-0j 1.09672e-10-0j -2.14932e-09-0j 1.40871e-08-0j 5.39666e-10-0j -3.44324e-06-0j 1.49354e-05-0j 2.31551e-06-0j 6.98436e-05-0j 4.63437e-06-0j 7.21638e-07-0j 6.23614e-08-0j -1.57451e-09-0j 2.26553e-08-0j -6.94873e-08-0j 2.78986e-05-0j 1.85117e-06-0j -0.000344517-0j 8.94433e-08-0j 2.00091e-08-0j -1.85465e-07-0j -8.70185e-09-0j -0.000139041-0j -4.31437e-05-0j 
-2.88647e-19-0j -8.81276e-18-0j 3.17749e-16-0j -7.37875e-15-0j 1.08612e-13-0j -9.04377e-13-0j 2.80643e-12-0j 1.7296e-16-0j -7.88821e-15-0j 1.94291e-13-0j -2.69633e-12-0j 1.77494e-11-0j 9.15898e-14-0j -2.69633e-12-0j 3.54989e-11-0j -1.55788e-10-0j 1.93231e-11-0j -2.54401e-10-0j 7.89448e-10-0j 2.3648e-12-0j -9.5116e-11-0j 1.98e-09-0j -2.12843e-08-0j 8.0893e-08-0j 1.44599e-09-0j -3.47572e-08-0j 3.23572e-07-0j 2.64195e-07-0j -2.00819e-06-0j 6.93651e-06-0j -0.000129151-0j 0.000694165-0j 0.00113357-0j 0.987047-0j 6.56825e-14-0j -2.28791e-12-0j 3.88871e-11-0j -2.95587e-10-0j 3.17511e-11-0j -5.91174e-10-0j 3.17747e-09-0j 3.66902e-09-0j 2.89411e-07-0j -3.81028e-06-0j 2.36478e-05-0j 3.48074e-09-0j -2.64577e-08-0j -1.20584e-12-0j 3.54989e-11-0j -4.67364e-10-0j 2.05105e-09-0j -4.40635e-10-0j 5.80123e-09-0j -2.54589e-08-0j -3.47829e-06-0j 2.64391e-05-0j -4.83049e-08-0j 2.3701e-07-0j 2.0786e-11-0j -4.99633e-10-0j 4.65133e-09-0j 5.3709e-09-0j -4.08251e-08-0j 3.46169e-05-0j 3.39937e-07-0j -3.30476e-10-0j 6.15314e-09-0j -3.30721e-08-0j -5.40065e-08-0j -0.000246135-0j 
-5.83729e-06-0j 5.40624e-05-0j -0.00012599-0j -6.38595e-06-0j 4.86096e-09-0j -6.13302e-13-0j 1.36527e-17-0j -0.000315066-0j 0.000366647-0j -1.48978e-06-0j 5.25797e-10-0j -3.48362e-14-0j 7.92667e-05-0j -1.20675e-07-0j 2.40735e-11-0j -7.57875e-16-0j -3.7681e-09-0j 4.99305e-13-0j 3.84049e-15-0j 0.00135435-0j 0.0001189-0j -1.27995e-07-0j 2.08482e-11-0j -5.68406e-16-0j 1.60146e-05-0j -9.7898e-09-0j 9.17281e-13-0j -2.58782e-10-0j 1.41109e-14-0j 9.72911e-07-0j -2.7448e-10-0j 1.05831e-14-0j -6.97241e-12-0j -6.56825e-14-0j 0.878908-0j -0.00505047-0j 2.1831e-06-0j -1.67016e-10-0j -0.000409098-0j 1.15416e-07-0j -4.45009e-12-0j 2.07311e-09-0j -2.34677e-05-0j 3.10966e-09-0j 4.78371e-11-0j -1.36146e-06-0j 7.42376e-11-0j -0.00104359-0j 1.58876e-06-0j -3.16942e-10-0j 9.97788e-15-0j 8.59258e-08-0j -1.13859e-11-0j -1.23852e-13-0j 3.40703e-09-0j -1.85778e-13-0j -2.72937e-08-0j 1.153e-12-0j -0.000159382-0j 9.74307e-08-0j -9.12903e-12-0j 3.64226e-09-0j -1.98605e-13-0j 9.81341e-11-0j -4.76087e-10-0j -1.47905e-05-0j 4.17274e-09-0j -1.60889e-13-0j 1.05997e-10-0j 1.7295e-12-0j 
-1.46392e-09-0j -3.28314e-06-0j 5.24584e-05-0j -0.000191799-0j -1.09623e-05-0j 5.85053e-09-0j -3.29248e-13-0j -2.80426e-07-0j -0.000241353-0j 0.000535584-0j -1.79626e-06-0j 3.99368e-10-0j -6.88736e-06-0j 6.75931e-05-0j -9.16197e-08-0j 9.12525e-12-0j -3.72405e-08-0j -1.42172e-09-0j 1.33776e-13-0j 2.4506e-06-0j 0.00118348-0j 0.000144012-0j -1.1919e-07-0j 9.13185e-12-0j 2.50199e-05-0j 1.10837e-05-0j -5.24652e-09-0j -4.28003e-09-0j -5.63067e-11-0j 4.7571e-06-0j 5.20043e-07-0j -8.48286e-11-0j -1.73306e-10-0j -2.28791e-12-0j 0.00505047-0j 0.903893-0j -0.00496484-0j 1.43498e-06-0j -0.00200031-0j -0.000218672-0j 3.56695e-08-0j 5.15292e-08-0j -0.000231933-0j -8.85443e-06-0j 1.6663e-09-0j -2.25173e-05-0j -2.96231e-07-0j 9.06763e-05-0j -0.000889904-0j 1.20623e-06-0j -1.2014e-10-0j 8.49213e-07-0j 3.24201e-08-0j -4.31413e-12-0j 5.63492e-08-0j 7.41312e-10-0j -6.78413e-07-0j 4.01624e-11-0j -0.000249005-0j -0.000110308-0j 5.22148e-08-0j 6.02398e-08-0j 7.92495e-10-0j 2.43922e-09-0j -1.65835e-08-0j -7.23191e-05-0j -7.90587e-06-0j 1.28959e-09-0j 2.63466e-09-0j 6.02436e-11-0j 
-1.04106e-13-0j -8.05862e-10-0j -1.54314e-06-0j 3.85633e-05-0j -0.000224743-0j -1.36336e-05-0j 3.22679e-09-0j -4.80676e-11-0j -2.09564e-07-0j -0.000167033-0j 0.000677078-0j -1.40354e-06-0j -6.02664e-09-0j -8.05872e-06-0j 5.28192e-05-0j -3.56383e-08-0j -6.10912e-08-0j -2.90566e-08-0j 2.27375e-12-0j 6.32054e-10-0j 2.08019e-06-0j 0.000974879-0j 0.000138433-0j -5.36126e-08-0j 6.84151e-08-0j 3.65232e-05-0j 6.0882e-06-0j -2.16342e-08-0j -1.92241e-09-0j -2.82348e-07-0j 5.28026e-06-0j 1.64443e-07-0j -1.76329e-09-0j -3.88871e-11-0j 2.1831e-06-0j 0.00496484-0j 0.928917-0j -0.00335476-0j 0.000118724-0j -0.00222029-0j -6.91465e-05-0j 5.2428e-07-0j -0.000380476-0j -0.000180964-0j 2.83217e-08-0j -0.000113818-0j -1.01139e-05-0j 7.93444e-08-0j 0.000106098-0j -0.000695396-0j 4.692e-07-0j 1.39309e-06-0j 6.62591e-07-0j -7.33261e-11-0j 2.84828e-07-0j 2.53097e-08-0j -6.90246e-06-0j 6.82629e-10-0j -6.80886e-07-0j -0.000363488-0j -6.05914e-05-0j 3.04494e-07-0j 2.70572e-08-0j 2.48177e-08-0j -2.81866e-07-0j 4.29236e-06-0j -8.02722e-05-0j -2.49992e-06-0j 2.68061e-08-0j 1.02394e-09-0j 
-2.17253e-18-0j -3.8466e-14-0j -2.54834e-10-0j -5.03604e-07-0j 2.00005e-05-0j -0.000208172-0j -1.13028e-05-0j -1.96523e-15-0j -2.40835e-11-0j -9.72616e-08-0j -9.1747e-05-0j 0.000806469-0j -6.93113e-13-0j -4.69535e-09-0j -7.0712e-06-0j 3.07598e-05-0j -7.29031e-11-0j -1.09308e-07-0j 1.72831e-11-0j 3.44896e-14-0j 3.59379e-10-0j 1.14433e-06-0j 0.000695361-0j 9.35019e-05-0j 1.31636e-11-0j 6.5472e-08-0j 4.6142e-05-0j 9.57029e-10-0j -2.19506e-08-0j -1.09513e-10-0j -3.5088e-07-0j 3.78281e-06-0j -4.41584e-09-0j -2.95587e-10-0j 1.67016e-10-0j 1.43498e-06-0j 0.00335476-0j 0.953977-0j 4.60491e-08-0j 0.000147541-0j -0.00159063-0j 1.31296e-06-0j -4.5404e-07-0j -0.000680772-0j 2.15278e-07-0j 5.03495e-06-0j -0.000115483-0j 9.12525e-12-0j 6.18171e-08-0j 9.30967e-05-0j -0.000404971-0j 1.66245e-09-0j 2.49262e-06-0j -5.57364e-10-0j -1.25999e-08-0j 2.88993e-07-0j -1.7286e-05-0j 5.18878e-09-0j -1.31007e-10-0j -6.51594e-07-0j -0.000459218-0j -1.34698e-08-0j 3.08947e-07-0j 6.21513e-08-0j -2.14251e-06-0j 1.66486e-09-0j 5.3342e-06-0j -5.75075e-05-0j 6.71311e-08-0j 7.78317e-09-0j 
4.40908e-11-0j -1.15254e-09-0j 1.37969e-08-0j -6.80187e-08-0j 6.36452e-08-0j -8.42163e-11-0j 6.59975e-15-0j -2.33503e-06-0j 2.94104e-05-0j -0.000101685-0j -4.92779e-06-0j 1.65525e-09-0j -0.000291844-0j 0.000546158-0j -1.14266e-06-0j 1.26638e-10-0j 0.000106354-0j -7.14491e-08-0j -1.28532e-09-0j -1.48312e-07-0j 1.26644e-06-0j -1.67586e-06-0j 2.86281e-09-0j -2.7477e-13-0j 0.00109308-0j 9.17505e-05-0j -4.35848e-08-0j 1.22833e-05-0j -2.35788e-09-0j 1.27385e-05-0j -3.76906e-08-0j 5.11593e-12-0j 3.31296e-07-0j -3.17511e-11-0j -0.000409098-0j 0.00200031-0j 0.000118724-0j -4.60491e-08-0j 0.923083-0j -0.00273122-0j 3.70722e-07-0j -0.00019758-0j -0.00127625-0j 8.57387e-07-0j -3.98514e-06-0j -0.000186951-0j 3.58867e-08-0j -1.11156e-05-0j 2.08018e-05-0j -4.35213e-08-0j 4.82335e-12-0j -0.000805301-0j 5.41004e-07-0j 2.06952e-08-0j 4.6784e-07-0j -8.98058e-11-0j -7.52535e-06-0j 5.57364e-10-0j 6.31253e-05-0j 5.2986e-06-0j -2.51703e-09-0j -8.61912e-05-0j 1.65451e-08-0j 2.70572e-08-0j -2.30142e-07-0j -0.000193655-0j 5.72985e-07-0j -7.77741e-11-0j -5.03647e-06-0j 8.36046e-10-0j 
2.74484e-15-0j 1.32297e-11-0j -5.95538e-10-0j 1.11071e-08-0j -8.68544e-08-0j 1.47234e-07-0j -8.50744e-11-0j -3.12333e-10-0j -9.50505e-07-0j 2.23292e-05-0j -0.000138434-0j -7.07635e-06-0j -1.37868e-07-0j -0.000185118-0j 0.000796999-0j -8.15039e-07-0j -8.64344e-06-0j 7.5866e-05-0j -2.39314e-08-0j -2.78207e-11-0j -6.85353e-08-0j 1.14101e-06-0j -2.99952e-06-0j 2.35958e-09-0j 1.04311e-06-0j 0.000854194-0j 9.29625e-05-0j 3.7232e-05-0j 5.02913e-06-0j 3.76906e-08-0j 1.30873e-05-0j -2.19189e-08-0j 3.07079e-06-0j -5.91174e-10-0j -1.15416e-07-0j -0.000218672-0j 0.00222029-0j 0.000147541-0j 0.00273122-0j 0.948362-0j -0.00158833-0j -0.00183138-0j 0.000103721-0j -0.000910391-0j -7.41993e-05-0j -0.000566668-0j -7.6543e-05-0j -5.25107e-09-0j -7.05072e-06-0j 3.03558e-05-0j -3.10429e-08-0j 6.54471e-05-0j -0.000574448-0j 3.85325e-07-0j 1.41808e-06-0j 1.91548e-07-0j -6.97528e-05-0j 1.03776e-08-0j 6.02398e-08-0j 4.93298e-05-0j 5.36859e-06-0j -0.000261255-0j -3.52892e-05-0j 2.50795e-07-0j -4.28501e-06-0j -5.72985e-07-0j -0.000198958-0j 3.33218e-07-0j -4.66832e-05-0j 1.55663e-08-0j 
3.35857e-20-0j 4.77248e-16-0j 1.96256e-12-0j -1.37924e-10-0j 4.07217e-09-0j -5.65945e-08-0j 2.63662e-07-0j -7.01473e-15-0j -7.36173e-11-0j -2.06806e-07-0j 8.68562e-06-0j -0.000114684-0j -7.45074e-12-0j -5.04735e-08-0j -7.57901e-05-0j 0.00100658-0j -2.36015e-09-0j -7.1502e-06-0j -1.28627e-07-0j -8.03848e-16-0j -7.43996e-12-0j -1.7664e-08-0j 5.7465e-07-0j -4.38069e-06-0j 8.47057e-11-0j 4.68523e-07-0j 0.000497468-0j 3.10429e-08-0j 5.42975e-05-0j 5.11593e-12-0j 2.19189e-08-0j 1.34367e-05-0j -1.44079e-07-0j -3.17747e-09-0j -4.45009e-12-0j -3.56695e-08-0j -6.91465e-05-0j 0.00159063-0j 3.70722e-07-0j 0.00158833-0j 0.973678-0j 8.59265e-05-0j 2.83217e-08-0j 8.58022e-05-0j -0.000398809-0j -4.7247e-07-0j -0.000826404-0j -2.83781e-13-0j -1.92241e-09-0j -2.88666e-06-0j 3.83384e-05-0j 1.78708e-08-0j 5.41404e-05-0j 2.07106e-06-0j 1.18235e-09-0j 2.06806e-06-0j 3.27273e-06-0j 5.57777e-08-0j 4.89176e-12-0j 2.70572e-08-0j 2.87288e-05-0j -2.17826e-07-0j -0.000381003-0j -1.1767e-08-0j -2.30313e-05-0j -7.77741e-11-0j -3.33218e-07-0j -0.000204269-0j 2.19033e-06-0j 8.36666e-08-0j 
-2.68497e-17-0j 1.38129e-15-0j -3.98252e-14-0j 6.93113e-13-0j -6.79173e-12-0j 2.81533e-11-0j 7.62638e-13-0j 8.4321e-12-0j -2.9894e-10-0j 5.25412e-09-0j -4.3648e-08-0j 9.46639e-08-0j -5.11011e-07-0j 1.00147e-05-0j -6.56381e-05-0j -2.51454e-06-0j -0.000162187-0j 0.000703503-0j 7.70478e-05-0j 4.28108e-13-0j -1.29051e-11-0j 1.78834e-10-0j -9.57029e-10-0j -3.17511e-11-0j -5.64801e-08-0j 8.12681e-07-0j -2.49262e-06-0j 0.000705588-0j 4.68183e-05-0j -1.35935e-09-0j 1.25999e-08-0j 5.91174e-10-0j 1.89468e-05-0j -3.66902e-09-0j 2.07311e-09-0j -5.15292e-08-0j 5.2428e-07-0j -1.31296e-06-0j -0.00019758-0j 0.00183138-0j 8.59265e-05-0j 0.968007-0j -5.63584e-06-0j 2.44461e-05-0j -0.000923682-0j 6.24971e-05-0j 4.14691e-06-0j 1.13269e-10-0j -2.21981e-09-0j 1.45491e-08-0j 5.57364e-10-0j -7.13296e-06-0j 3.094e-05-0j -0.000410928-0j -1.56398e-07-0j -1.03776e-08-0j -0.000214565-0j 6.44065e-08-0j -1.62615e-09-0j 2.33983e-08-0j -7.17662e-08-0j 5.77942e-05-0j 3.83485e-06-0j 7.71463e-07-0j -2.65942e-05-0j 2.06653e-08-0j -1.91548e-07-0j -8.98723e-09-0j -0.000288036-0j 9.66098e-08-0j 
-1.11911e-12-0j 3.7646e-11-0j -6.32054e-10-0j 5.21922e-09-0j -1.51645e-08-0j -5.51158e-10-0j 8.68898e-14-0j -5.16711e-10-0j 9.7898e-09-0j -6.84151e-08-0j 9.16369e-08-0j -9.47039e-11-0j -6.47844e-08-0j 3.76465e-07-0j 2.16342e-08-0j -4.82335e-12-0j -6.56711e-07-0j 1.35738e-09-0j 2.4442e-11-0j -1.56346e-06-0j 2.23614e-05-0j -9.18836e-05-0j -4.31131e-06-0j 8.32429e-10-0j -0.000169233-0j 0.000392612-0j -5.73821e-07-0j 5.35148e-05-0j -2.06653e-08-0j 0.00139988-0j 0.000113769-0j -3.10653e-08-0j 8.74238e-06-0j 2.89411e-07-0j 2.34677e-05-0j -0.000231933-0j 0.000380476-0j -4.5404e-07-0j 0.00127625-0j 0.000103721-0j -2.83217e-08-0j 5.63584e-06-0j 0.941152-0j -0.0019453-0j -7.00572e-05-0j -0.00122351-0j 4.7247e-07-0j 8.52927e-07-0j -4.95639e-06-0j -2.84828e-07-0j 6.35023e-11-0j 1.49753e-05-0j -3.09531e-08-0j -7.88232e-10-0j -0.000704555-0j 2.72071e-07-0j -7.41993e-05-0j 7.33804e-09-0j -7.3193e-06-0j 1.69804e-05-0j -2.48177e-08-0j 3.27321e-06-0j -1.26398e-09-0j -6.13895e-05-0j -3.02996e-06-0j 4.61414e-05-0j 3.74993e-06-0j -1.02394e-09-0j 2.88157e-07-0j -2.53285e-06-0j 
-4.02745e-17-0j -2.37351e-13-0j 1.37463e-11-0j -3.59379e-10-0j 4.69874e-09-0j -2.43573e-08-0j -7.91999e-10-0j -3.65906e-14-0j -1.48605e-10-0j 5.24652e-09-0j -6.5472e-08-0j 1.89465e-07-0j -1.29051e-11-0j -2.89723e-08-0j 3.81437e-07-0j 2.19506e-08-0j -1.35738e-09-0j -6.74479e-07-0j 3.21794e-10-0j -1.47769e-10-0j -5.10276e-07-0j 1.42042e-05-0j -0.000114186-0j -5.05474e-06-0j -5.63984e-08-0j -9.29625e-05-0j 0.000572749-0j -4.10033e-06-0j 3.11673e-05-0j 9.40444e-07-0j 0.000998582-0j 9.41141e-05-0j 3.7921e-05-0j 3.81028e-06-0j 3.10966e-09-0j 8.85443e-06-0j -0.000180964-0j 0.000680772-0j 8.57387e-07-0j 0.000910391-0j 8.58022e-05-0j 2.44461e-05-0j 0.0019453-0j 0.966615-0j -0.000922346-0j 9.37457e-05-0j -0.000712577-0j 1.69903e-10-0j 3.81437e-07-0j -5.02186e-06-0j -2.88993e-07-0j 3.09531e-08-0j 1.53805e-05-0j -1.03776e-08-0j 5.39833e-05-0j -0.000410337-0j -0.000321847-0j 9.66098e-08-0j -2.43922e-09-0j -4.02061e-06-0j 2.47713e-05-0j -2.50795e-07-0j 1.90633e-06-0j -0.000266283-0j -3.98913e-05-0j 3.0998e-08-0j 3.29143e-05-0j 3.10209e-06-0j 1.24991e-06-0j -3.33465e-05-0j 
3.61035e-19-0j -2.22947e-17-0j 8.03848e-16-0j -1.86669e-14-0j 2.7477e-13-0j -2.28791e-12-0j 7.09977e-12-0j -7.5406e-14-0j 3.43904e-12-0j -8.47057e-11-0j 1.17553e-09-0j -7.73827e-09-0j -8.0093e-11-0j 2.35788e-09-0j -3.10429e-08-0j 1.36233e-07-0j -2.53708e-08-0j 3.34023e-07-0j -1.3827e-06-0j 1.98841e-12-0j -7.99772e-11-0j 1.66486e-09-0j -1.78967e-08-0j 6.80179e-08-0j -2.0953e-07-0j 5.03647e-06-0j -4.6887e-05-0j -7.67883e-05-0j 0.000583681-0j -2.53647e-08-0j 4.72266e-07-0j -2.53835e-06-0j 0.000714341-0j 2.36478e-05-0j -4.78371e-11-0j 1.6663e-09-0j -2.83217e-08-0j 2.15278e-07-0j 3.98514e-06-0j -7.41993e-05-0j 0.000398809-0j 0.000923682-0j -7.00572e-05-0j 0.000922346-0j 0.986502-0j -5.0789e-06-0j 3.86056e-05-0j -3.05055e-12-0j 8.98058e-11-0j -1.18235e-09-0j 5.18878e-09-0j 1.92105e-07-0j -2.52918e-06-0j 2.22632e-05-0j -2.92468e-06-0j 2.2231e-05-0j 3.51808e-05-0j 5.99592e-07-0j 5.25849e-11-0j -1.26398e-09-0j 1.1767e-08-0j -2.34156e-06-0j 1.77986e-05-0j 2.91072e-05-0j -0.000247579-0j -8.36046e-10-0j 1.55663e-08-0j -8.36666e-08-0j 2.35454e-05-0j -0.000206959-0j 
