-0.143079+2.77556e-17j 0.140355+0.00794496j 0.0970624+0.107348j 0.0345976+0.102677j -0.00178714-0.00927491j -0.0277687-0.0132733j 0.0482373-0.00133669j 0.0239049+0.0555971j -0.0281793-0.0549898j -0.0237996+0.0265356j -0.0130221+0.00411679j -0.00196204-0.0810263j -0.0204485+0.0412676j -0.029303+0.0311232j 0.0208475-0.016214j 0.000864179-0.00159635j -0.0289941+0.0118864j -0.025715+0.0183961j 0.0138599+0.00447678j -0.00105613+0.00641505j -0.00879792-0.00421993j 0.0145185-0.0486298j 0.0223511+0.00889358j -0.0130992+0.0099032j -0.0150528+0.0231377j -0.0169187-0.00878058j -0.00860925+0.0105366j -0.020634-0.0133079j -0.0040709-0.0214147j 0.00897298+0.00574411j -0.0161869-0.00629146j -0.0128913+0.0140591j 0.0255046+0.00932039j -0.0031656+0.00136527j 0.022298-0.0100053j 0.00532664+0.0169791j -0.0355612+0.0209633j 0.00853052-0.00895398j 0.00492975-0.0255365j -0.0380096+0.0258835j -0.0130502+0.00675365j 0.0117294-0.00385324j -0.00861267+0.0182868j -0.0144668+0.0220557j -0.030465+0.0243717j 0.00274246+0.00907878j -0.00329026-0.000175138j -0.000972586+0.00582038j -0.00439657-0.00339236j -0.00701751-0.00732249j 0.00399398-0.0369703j 0.0229154-0.0221938j -0.00412544+0.0241727j 0.00899747+0.0219928j 0.000444927+0.0126869j -0.0124782+0.0381996j 0.0354763-0.0202395j 0.0104546-0.0222831j 0.0180269-0.0458911j -0.0086303-0.00773944j 0.00846587+0.0122169j -0.0167872-0.00185612j -0.00422078-0.00455576j 0.00181747+0.0208787j 0.00604262+0.0218382j 0.00435472+0.00229472j 0.00570066+0.00997145j -0.00417784-0.0120308j -0.0236652+0.0101166j -0.0111314-0.00654126j -0.00449416+0.0431709j 0.0151439-0.00100514j -0.0194779-0.0212833j -0.0271765+0.0368968j -0.00965714-0.0161034j -0.0311423-0.0168266j 0.00732924+0.0426844j -0.0297318+0.0244593j 0.0167108-0.00544621j -0.0225158-0.0134738j 0.0259667+0.0041015j -0.00136538+0.0422072j -0.0506197+0.0559689j -0.0129961-0.0498766j -0.00645058-0.0155143j -0.00713619+0.0862608j 0.0906419+0.212004j -0.346262-0.0501363j 0.0285902-0.182179j 0.000906219-0.095409j -0.0444126+0.0126659j -0.0611739+0.219771j 0.00445781-0.00332018j 0.0114672-0.0180466j 0.225273+0.144861j 
-0.0130992-0.0099032j -0.0202618+0.0191485j -0.0253006-0.0159665j 0.0383382+0.0330637j 0.00806026+0.0303511j -0.00583633+0.00625722j -0.059347-0.00482125j -0.0243191+0.0129779j -0.0263217+0.0109176j -0.0219078-0.000275102j -0.0231714+0.0483619j 0.0316663+0.0670059j 0.0823395-0.0633763j -0.0201122+0.00372793j 0.0520528-0.00576371j -0.0333668+0.018671j 0.0420627+0.00432609j -0.0307281+0.0462913j -0.0462531+0.0314134j -0.0583203+0.00720433j 0.0494252+0.0276198j 0.0436524+0.0100667j -0.0176703-0.0352779j 0.0242792+4.996e-16j 0.0420011+0.037876j 0.0547285-0.00770257j -0.0494235+0.00395083j -0.00490351+0.0551209j 0.0423282-0.0104971j 0.0329981+0.000626632j 0.0371797+0.00390183j -0.0237246-0.0402242j -0.0388179+0.013373j -0.00891526+0.0464405j 0.0387566+0.00213136j 0.0150734+0.0713821j -0.0632554-0.0477564j 0.0195563+0.00335209j -0.0169168+0.0530799j 0.0327981-0.0562032j -0.009082-0.0344849j 0.00237529-0.00995922j -0.0133774+0.0444836j -0.110536-0.0835091j -0.00310069+0.00276777j -0.0328193-0.000459885j -0.0202753+0.0173568j -0.056234-0.0338279j 0.022552-0.0435094j 0.00656725+0.000915288j -0.00210226-0.121959j -0.0505998+0.0424129j -0.095124+0.0205084j -0.0562003-0.0272463j -0.00637085-0.0163084j -0.0558559-0.064104j 0.100972+0.0737931j 0.0260996-0.0389637j 0.0877748-0.0194764j -0.031749-0.0207908j -0.0062104+0.0929973j 0.0176126-0.0668278j -0.233256+0.00406069j -0.0235724+0.0285628j 0.0218477+0.0594786j 0.0234615+0.0413083j -0.0442227+0.115626j -0.00797852-0.0387984j -0.056886-0.0719976j -0.0625265-0.0509569j 0.127093-0.0693736j -0.0790432+0.0829195j 0.01662-3.60808e-05j 0.0303696+0.0623153j -0.0235204+0.0179573j -0.234949-0.0053845j -0.00803531-0.0371861j 0.0530284+0.00805526j -0.181171+0.0762462j -0.0252937+0.0399375j 0.0220837-0.151701j 0.0372658-0.0329704j -0.0471224+0.0524187j -0.000425203-0.100796j 0.0109677-0.0926783j 0.0497795+0.0190934j -0.0137005+0.0017999j 0.0590821+0.14121j 0.0292455+0.0352773j 0.0279343+0.0591973j 0.0403301+0.0266283j -0.0420876+0.00399841j -0.0094006-0.00189383j 0.00842862-0.00761707j 0.0151439-0.00100514j 
-0.0150528-0.0231377j 0.00715362-0.0193158j 0.0259898-0.0444225j 0.0185548+0.018295j -0.0403991+0.00596735j 0.00869393+0.0712541j -0.00977355-0.0788195j 0.0609066-0.0348006j -0.040669+0.062091j 0.0226681-0.00887611j 0.0487731-0.0460875j -0.00425228+0.0200837j -0.0351125+0.00888737j -0.0445265-0.0520637j -0.0173754-0.0406606j -0.0270896+0.0108218j 0.0804856-0.0578256j 0.00721181-0.0665303j -0.00377965+0.00317834j 0.0113428+0.0223781j 0.0340108+0.0116077j 0.0524717-0.04316j 0.052609-0.0502335j 0.0420011-0.037876j 0.0422642+5.13478e-16j -0.0473754-0.0418425j -0.0266004+0.0226475j -0.0362327-0.0476391j 0.0351446-0.00754658j 0.0260121+0.0654464j 0.0464004+0.0269336j -0.0755996+0.00437722j 0.0439832+0.0391963j -0.0457243-0.0453159j -0.027172+0.0107502j 0.0411626+0.0197906j -0.0187794+0.0395723j 0.0364404+0.00492588j 0.0443682-0.0174847j 0.0386098+0.00171472j -0.0614435-0.0134082j 0.0167749-0.00751796j -0.0446483-0.0193776j 0.0113868-0.050767j -0.0243591+0.0242203j -2.18109e-05+0.0426226j 0.0127589+0.0845801j -0.0719101-0.0279412j -0.0588823+0.063654j 0.00449419-0.109738j -0.0705881-0.0183653j 0.0603016-0.0304836j 0.0777645+0.00737441j 0.0138806+0.0557752j -0.0786524+0.0540835j -0.0388048-0.00482307j 0.045379+0.0273777j -0.0582791+0.0560531j -0.0586593+0.0381662j -0.0333051-0.0626605j 0.126769-0.0434903j -0.10256-0.0417233j 0.0932578+0.0597094j 0.0490971+0.160405j -0.0584011+0.0309511j 0.00798119+0.0647454j 0.0828602+0.101649j 0.0181793-0.0788215j -0.014014+0.0453205j 0.0499879-0.021772j -0.156593+0.226359j 0.127093-0.0693736j 0.0409916+0.0276893j -0.00896593+0.0216552j 0.0923954-0.0161402j 0.124262-0.0668933j -0.086374+0.0349026j 0.0124158+0.0885271j 0.0372746+0.0644323j -0.0373633-0.0554111j -0.21511+0.0695416j 0.0413176-0.0990753j -0.0878452-0.142487j 0.0190844-0.0444407j -0.0435764-0.00882051j -0.0210481+0.0415633j -0.104812+0.0862564j 0.0760857+0.115359j 0.00834241+0.0464485j 0.0255682-0.0664589j 0.0953788-0.0198849j 0.0639524-0.0146317j 0.010962+0.00537748j -0.0311262+0.0316848j -0.00449416+0.0431709j 
-0.0169187+0.00878058j -0.0189051-0.0143579j -0.0190745+0.0399973j -0.0173916-0.0324352j -0.00327972-0.0564046j -0.0190674-0.0136883j 0.032136-0.0394065j -0.0471115+0.00497243j 0.0149476+0.00483392j 0.00555469-0.0191591j 0.00549359-0.00305545j -0.0470311+0.0128828j -0.0617016+0.000875453j -0.0443633-0.00345184j -0.00754359-0.0706394j -0.00676215+0.0595691j 0.0626715+0.0296728j -0.0128286-0.0367441j -0.0154911+0.0373219j 0.0136448-0.0223146j -0.047413+0.00292066j -0.0269584-0.0362101j -0.0406369-0.0210666j 0.0547285+0.00770257j -0.0473754+0.0418425j 0.0600698+3.33067e-16j 0.0101466-0.0136511j -0.0228672-0.0308169j -0.0307954+0.10677j 0.0147512+0.0105954j 0.000207289-0.029314j 0.016202+0.0476354j 0.00123969-0.0290329j -0.026432+0.00454436j 0.0877504-0.109162j 0.0140356+0.0210685j 0.0552316-0.0145882j -0.0863857-0.0297819j 0.0138009+0.0126079j 0.000493916-0.0360065j 0.0392876-0.0152494j 0.0487604-0.00674264j 0.0993602+0.00773713j -0.0164362+0.0285136j -0.0322247+0.088153j 0.014697-0.0194448j 0.0360488-0.0361749j 0.0729262-0.0123848j -0.0975113-0.0225554j 0.0211952-0.0206288j -0.00631036-0.00514289j -0.071723-0.0112278j -0.0605919-0.0819077j -0.0614264+0.0688464j -0.0352674-0.111275j -0.0162861-0.0650216j -0.0388444-0.11623j 0.0112721+0.0297982j 0.00906105+0.0337016j -0.0804351-0.0332043j 0.0546246+0.0406296j -0.100633-0.0654681j 0.0413522+0.0599081j -0.0483133+0.00173714j 0.122063-0.151221j -0.0745478-0.0402997j -0.00236002-0.0210265j 0.0481759+0.00667983j 0.0673372-0.101282j -0.0162131-0.207664j -0.0499879+0.021772j 0.0625265+0.0509569j 0.0201744-0.00783829j 0.0705986+0.0558505j -0.0535042+0.0157934j -0.0493212+0.0112338j -0.0757633+0.00879234j 0.0359095-0.110625j 0.120245+0.0262643j 0.203524+0.0722721j 0.00961234+0.107204j -0.014739-0.112086j -0.135531+0.0144545j 0.0111526-0.131918j -0.0322035+0.0215481j 0.000332632+0.00551137j 0.0536045+0.122925j 0.099951-0.00110948j -0.0235512-0.129433j 0.050915-0.0184972j -0.0184917+0.0488589j 0.0172109+0.0253589j 0.0290417-0.0288604j 0.00214792+0.0201923j 0.0111314+0.00654126j 
-0.00860925-0.0105366j -0.00427575+0.0132509j -0.0191565+0.0260926j -0.0172028-0.00962286j -0.031692-0.00103457j 0.00288901-0.0150442j 0.0304685+0.00663082j -0.0306286+0.000383585j -0.0230621+0.0273155j 0.0394609+0.0244264j 0.01425-0.0106808j -0.0617331+0.0298279j 0.0209806-0.0418631j -0.0117697-0.025465j -0.0109414-0.0410262j 0.00771645+0.0272845j 0.013128-0.0246289j -0.0514715+0.0180595j 0.00704654+0.020424j 0.018895+0.0055571j 0.00704397+0.0168695j 0.0168868-0.0341495j -0.0632507-0.011602j -0.0494235-0.00395083j -0.0266004-0.0226475j 0.0101466+0.0136511j -0.0718257-2.22045e-16j -0.0324139+0.0154544j 0.0750218+0.0117625j 0.0235356-0.0422619j 0.0806694-0.0105548j -0.00526603-0.00896888j 0.0995238+0.00319566j -0.0246116+0.0203483j -0.0404585-0.0118652j 0.00865826-0.018982j -0.0637615+0.00220523j -0.0300252+0.0997865j -0.0217878-0.0588639j -0.0754047+0.0300682j -0.0139761+0.0843022j -0.003737-0.0576805j 0.0206376+0.0241034j -0.0213525+0.0348406j 0.000325844-0.0512338j 0.05928-0.0308242j 0.067508-0.125095j 0.00299261+0.0173952j 0.00544405-0.0215611j 0.028439+0.0454583j 0.0415868+0.0832919j 0.0186862-0.0657233j -0.0526153+0.0367606j 0.00707577-0.0153782j -0.0629392-0.0914643j 0.101889-0.0926699j 0.0660274-0.0196307j -0.0487147-0.0560875j -0.041522+0.0727996j -0.00600018-0.0540622j -0.0335764-0.046363j 0.0136365+0.033361j -0.0895662-0.00149003j -0.137031-0.02632j -0.0568059+0.000836631j 0.163436+0.0706002j 0.020796+0.00591021j -0.0148665-0.0540185j 0.0153963+0.355921j -0.0673372+0.101282j -0.014014+0.0453205j -0.056886-0.0719976j 0.0663003-0.00804667j 0.139157+0.0144199j 0.0482709-0.0402056j -0.174726+0.0422844j -0.00282075+0.0306891j -0.00677141-0.0366943j -0.028621+0.0693631j -0.01423+0.0510482j 0.00784665-0.0425004j -0.0181131+0.0132328j -0.0826733+0.0925186j -0.0718485+0.0107557j -0.0957961+0.0527997j -0.0650865+0.0476915j 0.00107707+0.00595722j 0.033865-0.0387683j -0.0020543-0.0100699j -0.0264375-0.0484495j -0.00428068+0.0557394j 0.022182-0.0142114j 0.0161785+0.0127065j 0.00563177-0.0224408j -0.0236652+0.0101166j 
-0.020634+0.0133079j -0.0240839-0.00644185j 0.00158522+0.0645368j -0.0120415-0.0260541j -0.00291821+0.000891141j -0.00231592-0.0180419j 0.00836596-0.00221391j 0.0326008+0.00124903j 0.0110055+0.0126181j -0.0192585+0.0319547j -0.0125396+0.00196266j 0.0245483-0.0517195j 0.0104517-0.00779014j 0.026607+0.0186477j -0.0185302+0.0435213j -0.0292678+0.0300539j -0.0177695+0.0131684j 0.0141905+0.00983878j -0.00598284-0.00919198j 0.0164034+0.0232017j 0.0073779-0.0351274j 0.0562533-0.00443054j 0.0357419+0.0553164j -0.00490351-0.0551209j -0.0362327+0.0476391j -0.0228672+0.0308169j -0.0324139-0.0154544j 0.0122502+1.38778e-16j 0.0734429-0.00625179j -0.0138076-0.0116485j -0.0558155+0.0537232j -0.0170398-0.0142654j -0.0286128+0.00507883j 0.0366336-0.0447901j 0.00734954-0.0500922j -0.0212163-0.0864404j -0.0105191+0.0071074j -0.00992184-0.0443645j 0.0829834-0.0141719j -0.0761424-0.0280718j -0.0156716-0.0129932j 0.067922+0.0453795j -0.0297344+0.0461303j -0.010493-0.0672489j -0.0314473+0.135793j -0.025475-0.0550859j 0.0376172-0.0586466j 0.126566-0.0155124j 0.0737014+0.0157338j -0.0675835+0.0547705j -0.0074187+0.026977j 0.0100991+0.0534367j 0.0222996-0.0328743j 0.0466582+0.00381192j -0.00555153-0.0772868j 0.0380671+0.00766586j 0.0887141+0.0092549j -0.0909913-0.0915346j -0.0442092+0.114759j 0.0369457-0.224051j -0.0683077+0.0124958j 0.0536369-0.114972j 0.00559904+0.0555672j 0.0137342+0.0261454j 0.066735-0.0569376j -0.0805026-0.0249607j 0.0850472-0.037292j -0.178095-0.201034j 0.0148665+0.0540185j 0.0481759+0.00667983j -0.0181793+0.0788215j 0.00797852+0.0387984j -0.0387052-0.141964j -0.12115-0.00152283j 0.0099541+0.0375964j -0.0155386-0.0558452j -0.0486807-0.0451687j -0.0033819-0.0365132j 0.00205268-0.094662j -0.128063+0.0566261j 0.043503-0.00810717j -0.0148163-0.0140754j 0.0467254-0.00859418j 0.00569825-0.000508531j -0.0279078+0.0112921j -0.0722998+0.00305565j -0.0386909-0.118491j -9.97549e-05+0.0263865j 0.0479531+0.0283663j 0.00700495+0.0155932j -0.0462198+0.0220746j -0.0235004+0.00580651j 0.0178574-0.0169462j 0.0241157+0.00376733j 0.00417784+0.0120308j 
-0.0040709+0.0214147j 0.00752012+0.00118375j -0.0068594+0.0311691j -0.00790812-0.00613752j 0.017483-0.00248279j 0.00449797-0.0344884j 0.0408712+0.0151251j 0.00929355+0.0188343j 0.0108556-0.0178142j -0.023209+0.00947808j -0.0157276+0.0173939j 0.013307-0.0643053j -0.013099+0.000703775j 0.0204131-0.00649744j 0.0294887-0.0032666j -0.00797036-0.000543991j 0.012481-0.0231469j 0.0465434+0.0311794j -0.00619327+0.00198279j 0.0299266+0.00428876j -0.0169014+0.00702899j -0.0275471+0.00208219j 0.0135507+0.098013j 0.0423282+0.0104971j 0.0351446+0.00754658j -0.0307954-0.10677j 0.0750218-0.0117625j 0.0734429+0.00625179j 0.00901009+4.85723e-16j -0.0168246+0.0305262j -0.00963124+0.0116927j -0.080108-0.00766805j 0.0452462+0.0363448j 0.0754146+0.0708355j -0.016939+0.0807901j 0.0856857+0.0231573j -0.0146837-0.0129175j -0.0341303-0.0369425j 0.0114253-0.0559502j 0.0676738-0.0378259j -0.0221436-0.0186188j -0.0890536-0.0117694j 0.0112259-0.000201794j 0.0155278-0.0389837j 0.0222187+0.122073j 0.0588123-0.0379166j -0.0395623-0.105009j -0.0819869+0.0456416j 0.0285896-0.041778j -0.0646391-0.0351496j -0.0580104+0.0206406j -0.00379401+0.111958j 0.0920722+0.0407538j -0.0445035-0.0113581j 0.0295073-0.0913794j -0.0374512+0.0744539j 0.0372325-0.00324097j 0.0307624-0.012379j -0.0981117-0.0534469j 0.0306689+0.128535j 0.183911-0.12874j -0.057557-0.0529204j -0.00242348+0.0452099j -0.182064+0.0683047j 0.0964436-0.0208042j -0.00771372+0.0816277j 0.0372381-0.233734j 0.0850472-0.037292j -0.020796-0.00591021j -0.00236002-0.0210265j -0.0828602-0.101649j 0.0442227-0.115626j -0.027805+0.0165033j 0.0224863+0.0528124j -0.00758758-0.0133877j 0.0198792-0.0868259j 0.0131061-0.0513266j 0.0493844-0.193766j -0.128973+0.051785j 0.0347495-0.005602j 0.0041572-0.106453j -0.00636907+0.021112j 0.0452699+0.0651534j -0.0371115-0.000383958j 0.0246225+0.0731677j -0.0587032+0.0363141j 0.0382929-0.0659195j -0.0139521-0.0403754j -0.0317747-0.0092617j 0.0417543+0.00727187j -0.061429+0.00368375j 0.002739+0.0137601j 0.016262+0.0136999j 0.0112364+0.00250063j -0.00570066-0.00997145j 
0.00897298-0.00574411j -0.000182598+0.00232763j -0.00652231-0.035129j 0.000129576+0.0296264j 0.0126346+0.0277082j 0.0116398+0.020139j -0.0179068-0.0193423j 0.00405435-0.0457868j 0.00864932-0.00753985j 0.00937706-0.0150764j -0.00322058+0.000380143j 0.0489429+0.0228515j 0.0300744-0.0396029j -0.0317531-0.0311584j 0.0595564-0.0100838j -0.0288896+0.00133537j -0.0231345+0.0203095j 0.00869867+0.0309718j -0.0144273-0.00296733j -0.0399021+0.0297702j -0.0847286-0.0558202j -0.0192965-0.0218418j 0.0224952+0.0118893j 0.0329981-0.000626632j 0.0260121-0.0654464j 0.0147512-0.0105954j 0.0235356+0.0422619j -0.0138076+0.0116485j -0.0168246-0.0305262j -0.138012+1.52656e-16j -0.00437265-0.00579752j 0.0581234+0.00722529j 0.0917727+0.0064265j -0.0081899+0.0145483j -0.0178376-0.0152739j -0.00333889-0.00567852j 0.0244368+0.0576838j 0.00734105-0.0326734j -0.00294963-0.0268994j -0.028962-0.0162937j 0.0757032-0.0222534j -0.0689643-0.0356162j -0.0358725-0.0713556j 0.0442215+0.0022565j -0.00208886-0.0102154j -0.0441254+0.00944863j 0.0593843+0.0719817j -0.0795647-0.040789j -0.0584124-0.0300954j 0.037757-0.00360652j 0.0537098+0.0107562j -0.00166422+0.0135154j 0.0258456-0.0109414j 0.0419886+0.0344787j 0.0782244-0.109459j 0.0546082+0.0044747j 0.0856007+0.102842j -0.113926+0.0537605j -0.0202749+0.0850631j 0.108228+0.012568j -0.00204733-0.0288443j 0.0177187+0.00911332j -0.051789+0.0713181j -0.111969+0.0633596j 0.0178735+0.104607j -0.0611385+0.201811j 0.00771372-0.0816277j 0.0805026+0.0249607j 0.163436+0.0706002j 0.0745478+0.0402997j 0.00798119+0.0647454j 0.0234615+0.0413083j 0.0920913+0.0243374j -0.00496842+0.0527335j 0.0160393-0.0415251j -0.0566734+0.0248781j 0.0315285+0.0690215j 0.0549186-0.0421553j -0.0625619-0.101124j -0.101795+0.0579133j 0.163765+0.0913072j 0.000547242-0.0626567j -0.0508803+0.0658083j 0.0646671+0.0126472j 0.00428261-0.134283j 0.0191161+0.0726152j 0.0337977-0.0175016j -0.0405634-0.0329428j -0.050243-0.0101704j -0.0167554-0.0371031j 0.042812-0.0665303j -0.0123383+0.00271793j -0.00302167+0.0268975j 0.00437047+0.00220005j 0.00435472+0.00229472j 
-0.0161869+0.00629146j 0.00240106+0.00613132j 0.00172264+0.0319872j -0.0154855+0.0119532j 0.0171026-0.00518512j 0.00201293-0.0490991j 0.0338162-0.0288187j -0.0351879+0.0133731j 0.012033-0.0219863j 0.00779219-0.0122465j -0.00803818-0.0301461j -0.0047293-0.0804597j 0.0151407-0.00961052j 0.00809319+0.0987129j 0.023697-0.0053481j -0.0391471-0.0171542j 0.00254018+0.000430758j 0.0267776+0.0499136j -0.0436953+0.0198385j -0.004107-0.00985642j -0.0854883+0.038972j -0.0193397-0.0390562j 0.00924734+0.0882213j 0.0371797-0.00390183j 0.0464004-0.0269336j 0.000207289+0.029314j 0.0806694+0.0105548j -0.0558155-0.0537232j -0.00963124-0.0116927j -0.00437265+0.00579752j 0.101627+1.249e-15j 0.0223675+0.0820947j -0.015512-0.0271128j -0.0319745-0.00452304j -0.0465514-0.000782277j 0.0949229-0.0642211j -0.0610296+0.0243341j 0.0961012-0.0370236j 0.00511206-0.00310166j 0.00957315-0.0255026j -0.0495782+0.0437624j 0.0852664+0.052812j 0.0025754-0.0618326j -0.059171-0.0194784j 0.0784007-0.0452351j -0.0673403-0.0107313j -0.0381396+0.0348179j -0.00407807+0.00345994j 0.0316068+0.0696753j -0.118814+0.141513j -0.112-0.0261123j -0.00830762+0.129371j 0.0368563+0.0364662j 0.00408943+0.0261266j -0.00867692-0.0072381j -0.0382171+0.0345103j -0.0085301+0.0543373j -0.0376611+0.00510869j -0.146157-0.0345124j -0.0432574-0.0177363j -0.0710786+0.0429613j 0.0128615-0.00952118j -0.0291095-0.0415802j 0.0502814-0.107152j 0.0423225+0.205452j 0.0178735+0.104607j -0.0964436+0.0208042j -0.066735+0.0569376j -0.0568059+0.000836631j -0.122063+0.151221j -0.0584011+0.0309511j 0.0218477+0.0594786j -0.0233546+0.0273918j 0.139303+0.0109262j 0.0434501-0.0303201j 0.0376363+0.0150346j -0.0661663+0.0501567j -0.00797064-0.0436916j 0.0392671+0.000300943j 0.065463-0.0214077j -0.025586+0.0481276j 0.00955581-0.029709j -0.0606504-0.0574759j -0.00262658+0.0403304j 0.0376896-0.00301101j 0.0252356-0.0363662j 0.042676+4.57913e-05j 0.0860838-0.0170589j -0.0249003-0.0594341j -0.027984-0.00648197j -0.0338948+0.00499565j -0.0168722+0.0424528j 0.00302912+0.035474j 0.00704146-0.0106336j 0.00604262+0.0218382j 
-0.0128913-0.0140591j -0.00260129+0.0128322j -0.00968318+0.00263068j 0.00366243-0.0166357j -0.026198-0.014789j -0.01382-0.0142778j 0.00787488+0.0298558j -0.0372092-0.00871229j 0.0192082+0.0242845j -0.0105373-0.033239j 0.0331319-0.0376877j 0.0160199+0.023604j 0.0218107-0.0412131j 0.0235211-0.0267235j -0.0222882+0.000240725j -0.0156864-0.0146494j 0.0213536-0.0253289j -0.060068-0.000235143j 0.00205182+0.0201935j -0.0422046-0.033504j 0.0454961+0.0390792j 0.000692716+0.0534855j 0.00958956+0.0077888j -0.0237246+0.0402242j -0.0755996-0.00437722j 0.016202-0.0476354j -0.00526603+0.00896888j -0.0170398+0.0142654j -0.080108+0.00766805j 0.0581234-0.00722529j 0.0223675-0.0820947j 0.0963193-4.16334e-16j -0.0931618+0.0526872j 0.023507-0.0947589j -0.00112086+0.076737j 0.0352342+0.00953519j -0.00832645+0.00407563j 0.0686179+0.0948767j -0.0244394+0.00510669j -0.0236428-0.00624936j -0.0122329-0.0722771j 0.115718-0.0712953j -0.0408515+0.033002j -0.0305545+0.0574881j 0.0660533-0.0449727j 0.0928023+0.0221233j 0.027822+0.00970216j -0.0415959-0.00661712j -0.0512099+0.0551866j -0.0783314+0.00986288j 0.0553811-0.0954233j -0.069476+0.0410984j 0.122882-0.11007j -0.0855699+0.0355313j 0.136056-0.106517j 0.0133931+0.00566452j -0.0324151-0.0569903j -0.0315292+0.031281j 0.0252683-0.0736919j -0.0991393-0.102612j 0.123746-0.00290224j 0.142324-0.0559986j 0.0895444-0.0206121j -0.175804+0.14673j 0.0502814-0.107152j -0.111969+0.0633596j 0.182064-0.0683047j -0.0137342-0.0261454j -0.137031-0.02632j 0.0483133-0.00173714j 0.0490971+0.160405j -0.0235724+0.0285628j 0.0159228-0.0984088j -0.0557154-0.02358j -0.0312708+0.0531208j -0.108497+0.181417j -0.0493184+0.0323419j -0.00561739+0.0833981j 0.0658996-0.064558j 0.0169129-0.0572315j -0.00522558+0.00419692j -0.0212813+0.010535j -0.0421308+0.0405926j 0.0211764-0.0392968j 0.020672+0.0188905j 0.0167066+0.00182728j -0.0038348-0.034802j 0.0213037+0.0250216j 0.0328023-0.0151199j 0.0121049-0.0066406j 0.0229893+0.0194019j -7.42215e-05-0.0158897j 0.0306704-0.00520672j 0.00568929-0.0087948j 0.00181747+0.0208787j 
0.0255046-0.00932039j 0.00472652-0.00248232j 0.0151173+0.00197567j 0.00923013+0.0081225j 0.018099+0.00732733j 0.00892882+0.019761j -0.024644-0.0059378j -0.00505901+0.00319255j -0.00362821-0.0449217j 0.00757463-0.0280752j -0.0491631-0.0530254j -0.0394169+0.0662026j 0.00471368-0.0200432j -0.00642778+0.0391698j 0.00915349+0.0300972j 0.00288874-0.0583086j -0.0329794+0.0244938j -0.0309972+0.00224266j -0.0306029+0.0482468j -0.000427179+0.0365657j -0.0241625+0.00199701j -0.0106257-0.0365863j -0.0245193-0.014382j -0.0388179-0.013373j 0.0439832-0.0391963j 0.00123969+0.0290329j 0.0995238-0.00319566j -0.0286128-0.00507883j 0.0452462-0.0363448j 0.0917727-0.0064265j -0.015512+0.0271128j -0.0931618-0.0526872j -0.0352985+2.08167e-16j 0.0156821-0.00531636j -0.0378219-0.0434076j -0.000468882+0.00591021j -0.0163071-0.0268761j -0.0564468+0.0265554j 0.0443866+0.0343403j -0.007754-0.0518937j 0.0145057-0.0840169j -0.0147085+0.01709j -0.0245614-0.0157343j -0.006107+0.0239379j -0.0413641+0.105182j -0.0233632-0.0331124j 0.0640803-0.127853j -0.0602312+0.0840176j -0.0186952+0.0375785j -0.0532747+0.00314622j 0.0324816+0.135058j 0.00333203-0.0167588j -0.0499696-0.0347204j 0.114154-0.00346447j 0.0264486-0.03837j 0.0718126+0.0605535j 0.0283443+0.0906091j 0.0172356+0.0113019j 0.0952192-0.038746j 0.139042-0.0551723j -0.0177952+0.0188771j 0.161376+0.0711839j 0.111097+0.093855j 0.0895444-0.0206121j -0.0291095-0.0415802j -0.051789+0.0713181j 0.00242348-0.0452099j -0.00559904-0.0555672j -0.0895662-0.00149003j -0.0413522-0.0599081j 0.0932578+0.0597094j -0.233256+0.00406069j 0.107822+0.0023335j 0.0259263-0.0321805j -0.0364788+0.0401906j -0.00306456+0.0796678j 0.0160578-0.0451128j -0.102104+0.0715034j -0.0100876+0.144825j -0.0373292-0.0264945j -0.0284835+0.0143649j -0.0666242+0.109029j -0.0410576-0.0453441j 0.0304523-0.00125781j -0.00744847-0.030378j -0.0273187-0.0630657j 0.0264217+0.0138333j -0.0153769-0.0047856j -0.0262419-0.0361831j -0.0151637-0.0272145j 0.0189665-0.0225115j 0.00563479+0.0317037j -0.0276153-0.00828666j -0.0102328-0.0267118j -0.00422078-0.00455576j 
