-0.000227235+0.00479808j 0.0116762-0.000481476j 0.00984926+0.00112819j 0.00336397-0.00478353j -0.00384071-2.54065e-05j 0.0113169-0.000443153j 0.0060665-0.00592061j -0.0062193-0.0010037j 0.00417477-0.00229089j -0.00912403+0.000472649j 0.015331-0.0035325j 0.00420819+0.00138728j -0.0306275+0.00196721j -0.00594633-0.00469761j 0.00358422-0.00219365j 0.00847096-0.000374261j 0.00326428-0.00140021j 0.00704569-0.0012032j -0.0135275-0.00136947j 0.0016055-0.00156227j 0.00352088+0.000202165j -0.0116527+0.00187359j -0.0131829+0.00325407j -0.0175632-0.000859033j -0.00192715-0.000924796j 0.0105365-0.00147683j -0.00810555+0.000619547j 0.0115933-0.000675334j 0.00184346+0.00168872j 0.000198599-0.00158554j 0.000210005-0.00132009j -0.00361344-0.00198627j 0.00286451+0.00160979j -0.0113758+3.17415e-05j 0.00709057-0.00106058j -0.00466482-0.000690831j -0.00357297-0.00204312j -0.000848722-0.000150981j -0.00297083-0.00136406j 0.000616843-0.000482912j 0.00676796-0.000405001j -0.00552577+0.000675651j -0.00440765+0.00104928j 0.00602563-0.000375759j 0.00419364-0.000362756j 0.00237172-0.00242728j 0.00370048-0.000106738j 0.0154654+0.000459663j 0.000416353+0.000958652j 0.00700714-0.0012344j 0.00636244+0.000945045j -0.00473062+0.00301111j -0.00230131-0.00115675j 0.00552565+0.000729593j 0.00408702+0.000676049j -0.00904081+0.00254206j -0.00904558-0.000821111j -0.00443643+0.000859804j 0.00332637+0.00169364j 0.00113581-0.000460254j 0.0118969-0.00121863j -0.00407833-0.00143767j -0.00108144-0.00192868j -0.00965469+0.00239751j -0.0053597-0.00247108j -0.00497171+3.61777e-05j -0.00727743-0.00198942j -0.00618338+0.00563183j 0.00717708+0.00158358j 0.000269732+0.00290039j 0.00391409+0.000802976j 0.00322628-0.00313018j -0.00276782-0.00266638j 0.00216092+0.00315478j 0.0139813-0.00383799j 0.0206808-0.00314296j -0.00117666-0.00316399j 0.0114812+0.00242863j -0.00439647-0.00732318j -0.0203942+0.00040885j 0.0191588-0.00189931j -0.00185675+0.00163281j 0.00337372-0.00980323j 0.0149634-0.00434494j -0.076734-0.00363205j -0.0633255+0.0230767j 0.0394355-0.00576729j 0.0194378+0.000658151j -0.00123259-0.00634262j 0.0219477-0.00668189j 0.00680532-0.000474865j -0.0118067+0.00257986j 0.0117177-0.000506559j -0.0165973+0.00181291j -0.0241869+0.00358275j -0.0153286-0.00179279j 0.255976-0.0146705j -0.895284-0.00478394j 
0.00129934-0.00019001j -0.0039529+0.000565599j -0.00148395+0.00189726j 0.00997562-0.00272046j -0.00311733+0.00212421j 0.00664757-0.00391768j -0.0137549+0.00290079j 0.0256883-0.000526628j 0.0263098+0.000948599j 0.0398951-0.000270486j -0.0502866+0.000513061j -0.0616864-0.00118375j 0.0432461+0.00272799j 0.062812-0.00182419j 0.262715-0.00142969j 0.181725+0.00108607j 0.372652-0.00275464j -0.41138+0.00499756j -0.311042-0.000373957j 0.11727-0.00148987j -0.290584+0.00384887j 0.0237592-0.00453627j 0.257155+0.00294264j 0.189725-0.00284865j -0.202601-0.00578553j 0.121901+0.0011964j 0.11271+0.0023752j -0.0172424-0.00557622j -0.0730935-0.00371494j -0.0780584-0.00224696j -0.0303484-0.00634319j 0.0642082+0.000874884j -0.0708794-0.00421934j 0.0144753+0.00805819j -0.10511+0.000128766j -0.0416517+0.00356504j 0.00107344-0.00100225j -0.00333687-0.00361184j -0.0825689-0.00204353j 0.0330658+0.00182419j 0.191534+0.0012428j 0.166785+0.00565768j -0.00351792-0.00224829j -0.0336653-0.000627458j 0.0265536-0.00182402j 0.0511425+0.00230567j 0.033974+0.00371737j 0.0318091+0.00175632j 0.00419018+0.000354649j -0.0489182-0.00239219j -0.0402822+0.00175175j -0.0114759-0.00416016j -0.0468371-0.000102486j 0.0611383+0.00213143j 0.0364607+0.00146536j -0.0101815+0.00266108j -0.00627633-2.33643e-05j 0.0408812+0.000172582j -0.0285696-0.00329595j 0.00358116-0.00172084j -0.0455565-0.00229436j -0.019758+0.000714766j 0.0278512+0.000878564j -0.0228556-0.00250989j 0.0178622+0.000984262j -0.0373639-0.00100775j -0.00324889+0.000129363j -0.00918717+0.00347791j 0.00660236+7.78196e-05j 0.0739063+0.00145137j -0.0446015-0.00210159j -0.014863+0.00262468j -0.00876517-0.00175938j 5.97615e-05-0.000638221j 0.0253942+0.00102952j 0.0306335-0.000120137j 0.0210213+0.00061002j -0.0267475+0.00123521j -0.00793171-0.0033118j -0.0228725-0.00202009j 0.00176478-0.000336127j -0.0133339-0.00189125j 0.00955204-0.000708503j -0.0106574+0.00052471j -0.0245625+0.000277546j -0.00225479+0.000805712j 0.00811919-0.00247024j 0.00617217-0.00025608j -0.00494158+0.000358546j -0.000784078+0.00063612j -0.000197291+0.000464341j -0.00320239-0.000297013j 0.013502+0.00194994j 0.00388976+0.00214935j -0.000527759-0.00170126j -0.00217195+0.000100925j -0.00280003-0.000548556j -0.000153588-0.000391732j 
0.00293169-0.00086172j -0.00268374+0.000908661j -0.000438177+0.00178669j -0.000761367-0.00053803j 0.00767812-0.00234992j 0.000872589-0.00225745j -0.00766298-0.000788518j 0.0103175+0.00408351j -0.0374389+0.00143974j 0.0361721-0.00158062j -0.111099-0.00225777j -0.048837+0.00388677j 0.173874-0.0023802j -0.0238263+0.000927804j 0.392625+0.00107682j 0.227923-0.00236772j -0.596125-0.00106189j 0.0559176-0.000565263j -0.162385+0.00103617j -0.126183-0.00487469j -0.286129+0.00469229j 0.0939931-0.00487703j 0.0485629+0.00350245j -0.128687-5.57264e-05j 0.126617+0.00225812j -0.170257+0.000863874j 0.0798164+0.00771717j -0.0177242-0.00107485j 0.122488+0.00738382j 0.0123793+0.00350312j -0.0484814-0.00523839j 0.080495+0.00367252j 0.0908269+0.00355014j 0.162179-0.00296262j 0.0545689+0.00121062j -0.123963+0.00150881j -0.0815299+0.00572103j 0.0575281+0.000662504j 0.0157663-0.0032875j 0.00710169-0.00251051j 0.048811+0.00238411j -0.0451103+0.00072074j 0.032743+0.000490647j 0.0334788-0.00128922j 0.00616809+0.0028643j 0.0829327+0.0019483j 0.00899937+0.000225j 0.00721793-0.00305955j 0.0570097+0.000278849j -0.0198482-0.00645876j -0.0336811-0.00187857j 0.0137315+0.00224058j -0.0236773-0.000821629j 0.0317869+0.000841203j -0.0109895-0.00124464j -0.0138955-0.000793002j -0.00705497-0.00289926j 0.0126008-6.5576e-05j 0.00414159+0.00159575j 0.0424977+0.00235178j 0.0266097-0.00111574j -0.0125125-0.00377752j -0.000409981+0.00104061j 0.0115627-0.00177478j 0.0359123-0.00150724j -0.0205309-0.00182867j 0.00456699+0.000360883j -0.0340193-0.00118849j 0.00739554+0.000680435j -0.0146301+0.00323248j -0.021877-0.00237073j -0.0297014-0.000466923j -0.028663-0.00179061j -0.00381469-0.00219256j 0.0259402+0.000887522j 0.0142229+0.00104553j 0.011958-0.00184702j -0.019936+0.00194085j 0.0166451+0.000767964j -0.0100164+0.00171123j 0.00999131+0.000309855j 0.0249543-0.000746391j 0.0240854+0.000638434j 0.00626906-0.00209434j -0.0284293-0.0016899j -0.0297166+0.00271547j 0.0277187+0.00184966j 0.00173616-0.000620157j -0.00579952-0.000191171j 0.0120189+0.000149587j -0.00238694-0.0020517j 0.00237614-0.00100863j 0.00165534-0.000275479j 0.00124026+0.000757966j -0.00326306-0.000814716j -0.000893445+0.000216621j -0.00328943-0.000937642j 0.00305436+0.000305365j 
0.00313014-0.00202876j -0.00328278+0.000642679j -0.00319343+0.00153397j 0.000857602+0.00105592j -0.00323908-0.000486885j 0.000266594+0.000745343j -0.013503-0.000400859j -0.0294809+0.000575986j 0.0376285+0.00510344j 0.0975713-0.000485382j -0.0302119+0.00377535j 0.014106+0.00159471j 0.177582-0.000979518j -0.063169+0.00404207j -0.532194-0.000740181j 0.480018+0.00499335j -0.164038+0.00284843j -0.20652+0.00442983j -0.315517+0.00364199j 0.148439-0.00108804j 0.144662-0.00181788j -0.0156661-0.00265439j -0.0350029+0.000637374j -0.125601-0.00532392j 0.1114+0.000130823j 0.164947+0.000733871j -0.0688489-0.00581583j 0.0252014+0.000716156j -0.0629779+0.00283036j 0.0194067+0.00488327j -0.0653054-0.00672687j 0.0840894+2.24417e-05j 0.191231+0.00475775j -0.0461575+0.00252815j -0.0271464+0.000479463j 0.0417082+0.000366684j 0.116388+0.00363032j -0.0206355-0.00493423j -0.028528+0.00205302j -0.00698403-0.00274514j -0.0298186+0.00412073j -0.0267089+0.00424151j -0.036647-0.00176777j 0.0160981+0.00279552j -0.0229679+0.00347575j 0.00808973-0.000110435j 0.0193934+0.00105954j -0.0291717+0.00528869j -0.00628282+0.00192944j -0.0711718+0.00129714j 0.0411967-0.00273113j -0.0168495-0.00497219j 0.0461706-0.00411556j 0.011862+0.00258596j -0.0329808+0.00291092j 0.00547657+0.00113789j 0.012084-0.00109101j 0.00404128+0.00043263j 0.0325536-0.000522451j 0.0251775+0.00064772j 0.037847+0.00338943j -0.0023434-0.00142343j 0.0339283-0.000697412j -0.0166233-0.000111585j -0.00826231+0.002122j -0.0148421-3.17737e-06j -0.0181286-0.000460647j -0.0076538-0.00121053j 0.0425059-0.0011672j -0.0142922+0.000293184j -0.00821107+0.000131333j 0.0389978-0.00104063j 0.0117898+0.00103527j -0.0428159-0.000516602j 0.0110479+0.00333373j 0.0111017-0.000938209j -0.0276905+0.000963351j 0.0225765+0.000806736j -0.0125462+0.00107169j 0.0259511-0.000821925j -0.0142257+0.0031786j -0.00962844-0.000400255j 0.012201+1.61597e-05j -0.000542952+0.000372959j 0.0272968-0.00165999j -0.0263432-0.00256324j 0.00242818-0.000544825j -0.0109923+0.000111248j 0.0206273-0.000457545j -0.0021397+0.00104933j -0.00714654-0.000211501j -0.00888614-0.0014562j -0.006555-0.000251369j -0.00311162-0.000457984j 0.00048887+0.000160795j 0.0040095-0.000559336j 0.00536789+0.000357572j 0.00284882+0.00210854j 
-0.00263531+0.000343392j -7.22444e-05+0.00267377j -0.0127968+0.00375686j -0.00923909+0.00127012j 0.00215906-0.000394338j -0.0132076-0.00303658j -0.0458618+0.00120621j -0.0393497-0.00192444j 0.0159842+0.00268839j -0.126617+0.00431735j -0.377015+0.00193746j -0.468087+0.00206496j 0.324613-0.0073806j -0.48143-0.00456989j -0.00292463-0.00281478j -0.146173+0.00638423j 0.232558+0.00173632j 0.126566+0.00281364j -0.0786582-0.000469719j -0.0886891-0.00668842j 0.053157-0.0010191j 0.0436005+0.00721071j 0.000717822-0.000318414j -0.0864754-0.00189469j 0.0246836+0.000650659j 0.0367076+0.00356766j -0.0628513-0.00214823j -0.0498754-0.00747381j 0.044794-0.00578958j 0.133231-0.000124384j 0.0350561+0.00279312j -0.104263-0.00474071j 0.0595218-0.000229398j -0.105393-0.00610471j 0.0347163-0.000461111j -0.0395289-0.0063578j 0.0341104-0.00512318j 0.0369468+0.00308084j 0.0176411+0.00224693j 0.00977271-0.00165279j 0.0781877+0.00196119j -0.0432487-0.000819584j -0.0116694+0.00163294j 0.0550494+0.00423268j 0.0256465-0.00122279j 0.0587647+0.000832072j 0.0192047+4.57139e-05j 0.00767475+0.00020343j 0.00969646-0.00216148j -0.00198888+0.00264781j -0.0134132-0.000695239j -0.0143859+0.00349418j 0.00268501-0.00403327j 0.0191672+0.00299638j 0.01257+0.0024946j -0.0175954+0.000628576j -0.0212753-0.00059111j 0.0210455+0.00191988j 0.0144005-0.000819749j 0.0205115-0.00265605j 0.0782976+0.00181069j -0.0468021-0.00238869j 0.00814048-0.00266435j 0.0108996+0.00242698j 0.0277293+0.00368619j -0.00636599+0.000370836j -0.0125488+0.000775181j -0.0302492-0.00220675j 0.0204765-0.00158481j 0.00684367+0.000135185j -0.00195414+0.000406335j -0.00162077-0.00244651j -0.00311111-0.00022672j -0.0168819+0.00238758j 0.0245834-0.000578886j 0.0242509+0.00137579j -0.0106574+0.000106825j 0.0150953-0.00260347j -0.00390025-0.000173184j -0.00905379-0.00220988j 0.0212351+0.00292366j -0.00644735+0.000266785j 0.0251376-0.00117281j 0.0205636+0.000816978j -0.0224734-0.00325935j -0.0577059+0.00150531j 0.0395877+0.000954885j 0.00976351-0.000492821j 0.0117786+0.00117575j 0.0110139-0.000460783j -0.0113133-0.00113806j -0.00634984+0.000133767j 0.00498494+0.00187537j -0.00243102-0.000367432j -0.000614873+0.00115741j 0.00314905-0.000822744j -0.000997793-0.00212158j 0.00957207+0.0016813j 
-0.00355346+0.00312941j 0.00343076+0.000117299j -0.00429287+5.39011e-05j 0.00731477-0.00238245j 0.0179824-0.00151714j -0.0161319+0.0025561j 0.0472874+0.00124857j -0.0124448-0.00357178j -0.0316732+0.00582054j -0.38046-0.00125963j 0.547455-0.00221599j -0.383827+0.00233112j 0.366377+0.00421684j 0.301069-0.0071775j -0.033638-0.000607999j -0.0218475-0.000551302j -0.0370091-0.002987j -0.0147177+0.00448508j -0.0200831-0.00399505j -0.114877+0.00109034j 0.0419564-4.38174e-05j 0.0236838+0.00366204j 0.00062605+0.000683874j 0.0276478+0.00321529j 0.0191853-0.00677204j 0.0643754+0.00439954j 0.0890478+0.00157063j -0.0794539+0.0021757j 0.00530131+0.0020585j 0.0162029+0.00170015j 0.0015775-0.00284105j 0.108517+0.00790533j 0.0292361-0.00200759j -0.116768-0.00412354j -0.0126423+0.00216877j -0.122043-0.00318838j -0.0189545-0.00306372j 0.0553173-0.000282923j -0.0382489-0.0020772j 0.0144403-0.00139073j -0.00704719-0.00334178j 0.0118671+0.00314945j -0.00932977+4.27158e-05j -0.027508-0.0035139j 0.00397681-0.00235317j -0.0301843-0.0064929j -0.0215239-0.00335478j -0.0224677-0.000176189j -0.0331908-0.000855317j -0.0126385+0.00282962j 0.00121253-0.00169988j 0.0606933+0.00516767j 0.00598082-0.00171502j 0.0256376-0.00242836j 0.024519+0.0045106j -0.0123364+0.000166359j -0.0318068-0.00158826j -0.00707492-0.00370957j -0.00103699-0.00118075j -0.0250376-0.00294714j -0.00491171-0.00434152j -0.0273858+0.000489128j -0.032739-0.00225197j 0.00408819-0.000337129j 0.0118812+0.0001311j 0.00110623+0.000567861j 0.0036579+0.00340438j -0.00265076+0.00133699j -0.0081134-0.00389066j 0.0039135-0.00163412j 0.00716161+0.00297169j -0.00996086-0.000981426j 0.0210844+0.0046693j 0.00532227+0.00190771j -0.03792-0.0029832j -0.00490748-0.00348839j -0.0246244+0.000848405j 0.0205141-0.00231019j -0.00162626+0.00224963j -0.00703246+0.00127979j 0.00992107+0.000554096j -0.0103835+0.00133964j -0.0330946-0.00118775j 0.00632168-0.00141028j -0.0416241+0.000731404j 0.0375379+0.00246469j 0.00398683-0.00135607j 0.00891985-0.00063121j -0.00415067+0.00159156j -0.00946624+0.00194369j -0.00758146+0.0016075j 0.00787363+0.0002203j 0.00246851+0.000760209j -0.00221457-0.00169901j 0.00869474+0.00268587j 0.00275701-0.000815647j -0.00488145-0.00110548j -0.00147618-0.00200554j 
-0.00175866+0.00123658j 0.00778188-0.000623979j -0.00484069+0.00110773j -0.0147831+0.00339955j -0.00299827+0.0027097j 0.0255256-0.00018844j -0.0554547-0.00322734j -0.0624392+0.00528816j -0.178553+0.0032209j -0.636318-0.000972617j -0.355673+0.00241731j 0.36998+0.00256449j 0.132358-0.000595617j 0.226203-0.00371498j 0.0133077-0.00185889j 0.181378+0.00188087j 0.103928+0.00665141j 0.0943159-0.00387606j -0.0139373+0.00409138j 0.0142417+0.00262967j 0.0165444-0.00446156j -0.0298752-0.00363159j 0.0519551+0.00552336j -0.0533652-0.00488083j -0.0413201+0.00606442j -0.102063-0.0090242j -0.154281+0.00123663j -0.049554-0.008395j -0.104849+0.00705576j -0.0967861-0.00406665j -0.0104459-0.0076391j 0.0116826+0.000488607j -0.042453-0.00174473j -0.0792727-0.00179324j 0.00685084+0.00101925j -0.0354875-0.00120381j -0.00118741+0.00469425j 0.0159168+0.0038718j 0.0490251+0.00608141j 0.0217502-0.00127851j -0.00734785-0.000682343j -0.0188628-0.00477881j -0.0288566-0.00046776j 0.0288519+0.00124616j -0.0248418-0.00100296j 0.00282724+0.00104301j 0.0028483-0.00124813j 0.0109794-0.00366724j -0.0165464+0.00127249j 0.0325467-0.000341588j 0.0135611-0.00266311j 0.0037049+0.00218394j 0.021496+7.83592e-05j 0.0303792+0.000573727j 0.0270515-0.00102456j -0.00571428+0.000956164j -0.01758-0.00120808j -0.00579568-0.00219927j 0.00529663+0.00169017j -0.00393531+0.00185336j 0.0242697+0.00210546j -0.0112013-0.00289599j -0.0238166-0.00148887j 0.0242889+0.000999961j 0.0535983+0.00292502j 0.00367386-0.00121439j 0.020091+0.00183108j -0.0117616-0.00108495j -0.0189199-0.000766243j -0.0118032-0.00214047j 0.0150081+0.000244587j -0.00640206+7.20175e-05j 0.00973771-0.000921987j -0.0029394+0.00138203j -0.00120822-0.000307158j 0.000389969+0.000414556j 0.00540772+0.000797723j -0.0181581-0.000569972j 0.0151575+0.00237549j -0.0260631-0.000386624j 0.00705948+0.000735101j 0.0130446+0.00287087j 0.00232279+0.00185475j 0.0187294+0.000470144j -0.000926446-0.000318614j -0.0139987+0.00222807j 0.00158209+0.00327902j -0.00496526+0.000725195j 0.0143291+0.00153761j 0.00446152+0.00064625j -0.0037298-0.0016978j 0.00603296+0.00271761j 0.00281872-0.00113034j 0.00260634+0.000228518j -0.00101755+0.00110615j -0.00233122-0.000880605j -4.79667e-06+3.90542e-05j 0.00313422-2.85575e-05j 
-0.00520305+0.000108318j -0.00359757+0.00154192j -0.0025047-0.00122423j 0.000943933+0.00139913j -0.0182831+0.00195273j -0.0198926+0.00261772j 0.0682978+0.00139659j 0.0177309+0.00637625j 0.80919+0.00107324j -0.147747+0.00385773j 0.00612322-0.00167164j 0.208323-6.15603e-05j 0.219318-0.00633905j -0.106336-0.00139547j 0.0962167+0.002547j -0.00146721-0.00132733j -0.0355867-0.00032419j -0.129625-0.00127801j 0.155548-0.00360286j 0.0565359+0.00287592j 0.00739516+0.00200735j -0.0196751-0.00500802j -0.0931565-0.00175566j 0.0386057+0.00387653j 0.0654662+0.00226552j -0.0618733-0.0068628j 0.0167111+0.000721722j 0.000291261+0.00139433j -0.0677819+0.00128965j -0.0815383-0.00200319j 0.176959+0.00546154j -0.0371236+0.00119488j 0.042906+0.00309468j 0.0136269-0.0103334j -0.0453056-0.00131106j -0.0162892-0.0072302j -0.0394719+0.000435474j -0.023321+0.00331337j 0.000560294+0.000733195j -0.0058158+0.00145038j 0.0132922-0.00109169j -0.00900948-0.00314869j 0.00703013-0.00372058j -0.0155353+0.00121912j 0.0101794+0.00211322j 0.0227495-0.000728607j 0.0075586-0.000273653j 0.00200784-0.00253259j -0.0116567-0.00171548j -0.0270313-0.00293425j 0.0415797+0.00368525j -0.00107172+0.00326758j -0.00495818+0.00316584j 0.0133978+0.00289571j -0.030292+0.00154981j 0.00206548-0.000962916j 0.0150333-0.00214608j 0.0387653+0.000518733j -0.00987751+0.00121911j 0.0107432-0.00026401j -0.0291324+0.00209769j 0.0232884-0.00152961j 0.0216849-0.0018257j 0.0102762+0.00202434j -0.0146505+0.00193408j 0.0122137+0.000759716j -0.0414801-0.000230142j 0.021287+0.00029181j 0.00861963+0.000375211j 0.0296475-0.0010569j -0.0200811+0.000229987j 0.0197627+0.000111927j -0.0403346+0.000160103j 0.00636973-0.000376417j 0.000810178-0.00250255j 0.031809+0.00321914j -0.0250773-0.00260852j 0.0330558+0.00104774j -0.0396385+0.00222627j -0.00381132-0.00110507j -0.0333343-0.000842816j -0.0118437+0.00106294j -0.0057096+0.0006466j -0.00295407+0.000187678j -0.00704752-0.00122834j 0.0117121+0.00106012j 9.68141e-05+0.00158116j 0.00461851-0.00115937j -0.0123744+0.00251978j -0.0236733-0.00200521j 0.00775798-0.000699025j 0.00402683+0.00094717j 0.000729515-0.00092568j 0.002499-0.000633632j -0.00588176-0.000109952j 0.00728624+0.00267024j 0.000776818-0.000164079j -0.00310182-5.3684e-05j 
2.41912e-05+0.000878095j -0.00395187+0.00108304j -0.000220196-0.00355407j 0.00311769-0.00273769j 0.0918265+0.0047947j -0.0933296+0.00291543j -0.0249995-0.00623676j 0.866035-0.000967671j -0.030965-0.00617115j -0.0938554-0.000780056j -0.016781-0.00156266j 0.0562954-0.00506373j 0.0610835+0.00236237j -0.0637493-0.00416216j -0.136678-0.00545156j -0.0709106+0.005286j -0.052103-0.0004699j 0.0777456+0.000259009j -0.0275841+0.011559j 0.0292763+0.00900587j -0.120681-0.00812687j 0.168597+0.00331276j 0.00609485-0.0018174j 0.00992651+0.00304052j -0.0552939-0.00702082j 0.123506-0.00550206j -0.0944358-0.00304977j 0.0531004+0.00252852j -0.042648+0.00669863j 0.0427299-0.00324559j 2.1819e-05+0.00694129j 0.0140941+0.00106124j 0.00960688+0.0031893j 0.0227928+0.0010107j -0.0162492-0.00230318j 0.0213194+0.000803481j -0.0400746-0.00301763j -0.0159134-0.00164071j -0.0534771-0.00322058j -0.00148459+0.000381515j -0.0132892-0.00277963j 0.0394946-0.000257037j 0.026923+0.000387476j -0.0107007-0.00415184j -0.00591481+0.00151248j -0.0211878-0.00043571j -0.00323417-0.000634922j 0.0393207-0.00172855j -0.0163188-0.000313416j 0.0381272-0.00309872j -0.0105241+0.00233954j -0.000630107+0.0027566j -0.0222711-0.00157042j 0.00810372+0.000535853j 0.0205738-0.00206773j -0.00994487+0.000786364j 0.00209371-0.000966493j -0.00643787+0.00154745j -0.0145316-0.000415203j -0.0180326+0.000634603j -0.0193778-0.00424582j 0.0251534+0.00393886j -0.0114698+0.00127873j -0.00926652+0.00106017j -0.0125119-0.00304224j -0.00400324+0.00113934j 0.00917069-6.44885e-05j 0.00508453+0.00416594j -0.00669858+0.000227967j 0.0112932+0.0014725j 0.000155056+0.000334143j -0.0202814+5.46116e-05j 0.0193207-0.00147275j 0.00884745+0.00100609j 0.0187141-0.00118551j -0.00966887+0.0019067j 0.0206194-0.00197765j -0.0209267+0.00158957j -0.0103084-9.38473e-05j -0.0157853+0.00130221j 0.00357976-0.00465398j -0.0039489+0.00105784j -0.007543-0.0016758j -0.00385413-0.00144475j -0.0358986-0.000664849j -0.0205672+0.00189977j 0.00249158-0.00108597j 0.0139333+7.059e-05j -0.00968751-0.0016564j 0.0170651-0.000273672j 0.0139066+0.00250368j 0.0016089+0.000178031j 0.0153113-0.000328668j 0.00136368+0.00112438j 0.000801675-0.00207866j -0.00538791+0.00139155j -0.0076898-0.00181597j 0.00204627-0.00133843j 
-0.00743085+0.00480553j 0.00225585-0.00158906j -0.0237258+0.0026295j 0.0400138+0.00324385j 0.0641338-0.000537543j -0.103019-0.00780871j 0.88117-0.0028934j 0.000992004+0.00414364j -0.136026-0.00611719j 0.043392-0.0002494j -0.121088+0.0036515j 0.0103023+0.00347519j 0.109042+0.00355041j 0.0254563-0.0058386j -0.0485151+0.00451113j 0.0033552+0.00841699j 0.068638+0.00721894j -0.0685983-0.00442313j 0.103691+0.00892856j 0.0184912-0.00517496j -0.0868069+0.00380577j 0.0257432-0.000113195j 0.0142723+0.000793721j -0.0597066-0.00845485j 0.0658063+0.00789362j -0.0451265-0.00129831j -0.0520246+0.000385137j -0.0238512-0.012269j 0.0810271-0.000253796j 0.00906582-0.000678829j -0.00166535-0.00188408j -0.00381456-0.00556941j 0.0284671+0.00264117j 0.0271832+0.0040852j -0.0305276-0.00428616j -0.0101267+0.00285807j -0.0231954+0.0015875j -0.0131462+0.000211477j -0.0120107+0.00262025j -0.0170259-0.000853393j -0.0296916+0.000244285j -0.000152844-0.000483262j 0.0352796+0.00209548j -0.0158771+0.00266426j 0.0183304-0.00027937j -0.0135004+0.00202694j -0.011383-0.000352118j -0.00647358-0.00182281j -0.00202272-0.000823664j -0.0163105-0.00427747j -0.0109096-0.00166124j 0.0149833+0.000302748j -0.0216612-0.00134355j -0.00277882+0.00142944j -0.0220517-0.00270345j 0.00212236-0.000155575j -0.00205398+0.00343325j 0.0107607+0.00119198j -0.000841971+5.55759e-05j 0.013914+0.00140712j -0.0229453-0.00153119j 0.0101281-0.00281079j -0.0146847-0.000125423j 0.00580435+0.000167113j -0.0305418+0.00113023j 0.00651192-0.00143655j -0.0163786-0.00142183j 0.0196737-0.0016039j -0.0047081-0.000429299j 0.00970729+0.00122377j 0.00833464-0.00328672j -0.0059014+0.000868667j -0.00363286-0.00148219j 0.0151558+0.00129093j -0.0225412-0.00165364j -0.013362-0.00228533j -0.017276+0.000861565j 0.0266774+8.87737e-05j -0.00856442-0.000208646j 0.0111614+0.00180768j -0.00643082+0.000865782j 0.000983182-0.00174472j -0.0297063-0.000108062j -0.00385252+0.00146393j -0.030432+0.00299824j 0.0400725+0.00297929j -0.00464349+0.00033667j 0.0137061-0.00106007j -0.0257315-0.00165096j -0.00662087-0.000639351j 0.0087714-0.00126506j 0.0077038-0.000976052j -0.00387604+0.00157114j -0.00351334-0.000398532j 0.00524895+0.00134897j 0.00535115+0.000455598j -0.00688414-0.000520484j -0.00657742-0.00286231j 
-0.00588731+0.00128069j -0.012657+0.00673784j -0.00684994-0.00144489j -0.0177973+0.00187742j -0.020692-0.00757325j -0.898253+0.00345607j -0.103879-0.0051286j -0.127915-0.00295968j -0.0549249+0.00288892j -0.0257526-0.00654516j 0.0632844+0.000256978j 0.0866401+0.000556474j 0.0109606-0.00792189j -0.0790222-0.00225868j 0.0384798+0.00169287j -0.0353776-0.00412404j 0.00593342+0.000137067j -0.0161737-0.00420657j -0.0670009-0.00725407j 0.107948+0.00329864j -0.0184128-0.000885524j -0.0440646-0.000549375j -0.0203597-0.00223805j 0.000874205-0.0054099j -0.0243544+0.00696897j -0.0518198+0.00297323j -0.0632051-0.00670017j 0.100279+0.0107453j 0.0496395+0.00526836j -0.0016706+0.00410926j 0.0233666-0.00057549j 0.0360913+0.00380394j -0.00536203+0.00208875j -0.0276993+0.000879593j 0.0168955-0.00189986j -0.0266664-0.00288707j 0.00252752-0.00223625j -0.00480277+0.000836252j -0.0201895-0.00681854j -0.0018797-0.00105193j -0.0133895-0.0041575j -0.0095007+0.00139381j -0.0101117+0.0048399j -0.0112819-0.00117055j 0.0124492+0.00268199j -0.00434177-0.00332517j -0.0025173-0.00145786j 0.00757494+0.00219663j 0.00184609-0.000810674j 0.0203549+0.00160429j 0.0110721-0.00222189j 0.00122027+0.00173247j 0.000126641-0.00182404j -0.0120336-0.00108643j 0.00118809+0.00133179j -0.00242569-0.00237178j -0.0290086-0.00113663j -0.0190373-0.00156535j 0.00175113-0.000351665j -0.00631473+7.54167e-05j 0.010265-0.00274525j 0.00708253+0.00180355j -0.00738919-0.00342092j -0.00474781-0.000342589j -0.0170928-0.00367941j 0.0133222-0.000269734j -0.00653874-0.00210009j 0.0207252+0.00229774j 0.0063202-0.00105625j -0.0196436+0.000288624j 0.0173907+0.00324506j 0.00550958-0.00148111j 0.00181164+0.00146168j 0.00765056+0.00165247j 0.00189151-0.00253698j 0.0190246-0.00253503j -0.0163665-0.00234183j 0.0243368+0.00281352j -0.00864934+5.14811e-05j -0.00110458+0.00376963j -0.00826448+0.00141241j 0.00534639+0.000905656j 0.0106156-0.00331588j -0.00602041-0.00145495j -0.0256381-0.00324742j -0.0287071+0.000349695j 0.0231498+0.000132208j 0.012736-0.00166067j 0.0103125-0.000848788j 0.00279737+0.00021651j 0.0113682+0.00248274j 0.00309367-0.00242554j -0.0039335-0.000218936j -0.00595682-0.00406619j -0.004001+0.00112845j 0.00826249+0.00195735j -0.0016459-0.00280658j 0.00700774+0.0013552j 
