-0.000227235+0.00479808j 0.0116762-0.000481476j 0.00984926+0.00112819j 0.00336397-0.00478353j -0.00384071-2.54065e-05j 0.0113169-0.000443153j 0.0060665-0.00592061j -0.0062193-0.0010037j 0.00417477-0.00229089j -0.00912403+0.000472649j 0.015331-0.0035325j 0.00420819+0.00138728j -0.0306275+0.00196721j -0.00594633-0.00469761j 0.00358422-0.00219365j 0.00847096-0.000374261j 0.00326428-0.00140021j 0.00704569-0.0012032j -0.0135275-0.00136947j 0.0016055-0.00156227j 0.00352088+0.000202165j -0.0116527+0.00187359j -0.0131829+0.00325407j -0.0175632-0.000859033j -0.00192715-0.000924796j 0.0105365-0.00147683j -0.00810555+0.000619547j 0.0115933-0.000675334j 0.00184346+0.00168872j 0.000198599-0.00158554j 0.000210005-0.00132009j -0.00361344-0.00198627j 0.00286451+0.00160979j -0.0113758+3.17415e-05j 0.00709057-0.00106058j -0.00466482-0.000690831j -0.00357297-0.00204312j -0.000848722-0.000150981j -0.00297083-0.00136406j 0.000616843-0.000482912j 0.00676796-0.000405001j -0.00552577+0.000675651j -0.00440765+0.00104928j 0.00602563-0.000375759j 0.00419364-0.000362756j 0.00237172-0.00242728j 0.00370048-0.000106738j 0.0154654+0.000459663j 0.000416353+0.000958652j 0.00700714-0.0012344j 0.00636244+0.000945045j -0.00473062+0.00301111j -0.00230131-0.00115675j 0.00552565+0.000729593j 0.00408702+0.000676049j -0.00904081+0.00254206j -0.00904558-0.000821111j -0.00443643+0.000859804j 0.00332637+0.00169364j 0.00113581-0.000460254j 0.0118969-0.00121863j -0.00407833-0.00143767j -0.00108144-0.00192868j -0.00965469+0.00239751j -0.0053597-0.00247108j -0.00497171+3.61777e-05j -0.00727743-0.00198942j -0.00618338+0.00563183j 0.00717708+0.00158358j 0.000269732+0.00290039j 0.00391409+0.000802976j 0.00322628-0.00313018j -0.00276782-0.00266638j 0.00216092+0.00315478j 0.0139813-0.00383799j 0.0206808-0.00314296j -0.00117666-0.00316399j 0.0114812+0.00242863j -0.00439647-0.00732318j -0.0203942+0.00040885j 0.0191588-0.00189931j -0.00185675+0.00163281j 0.00337372-0.00980323j 0.0149634-0.00434494j -0.076734-0.00363205j -0.0633255+0.0230767j 0.0394355-0.00576729j 0.0194378+0.000658151j -0.00123259-0.00634262j 0.0219477-0.00668189j 0.00680532-0.000474865j -0.0118067+0.00257986j 0.0117177-0.000506559j -0.0165973+0.00181291j -0.0241869+0.00358275j -0.0153286-0.00179279j 0.255976-0.0146705j -0.895284-0.00478394j 
0.0100283-0.00179803j 0.000355337-0.00214927j 0.00390848+0.000823718j -0.00140195-0.00116848j -0.0033195+0.000427098j 0.00502528-0.00200122j -0.00765409-0.000179315j 0.0117-0.00127153j -0.01399-0.000743551j 0.0149256-0.00106825j 0.0235782-0.000197494j 0.0499531-0.00109117j 0.0347096+0.00292954j -0.0230415+0.00289606j 0.0044095-0.000828057j -0.0243394-0.000105016j 0.00493042+0.000856959j -0.0168923+0.0031608j -0.0135709+0.000582856j -0.00551361-0.00221302j -0.00517316+0.00202616j 0.0197409+0.000598037j 0.0225384-0.00175185j 0.012672+0.00109083j -0.00518719-0.000600416j -0.0210829-0.00167826j 0.0148107-0.00133552j -0.0149879-0.00326447j 0.0181467+0.00122068j -0.00433766-0.00103415j -0.0233519+0.00179997j -0.00990785-0.00114433j -0.010474+0.00170923j -0.00825282+0.00416136j 0.00305606-0.00198268j -0.0216484+0.00436187j 0.0301249-0.000465032j 0.0277798-0.000358699j 0.0540844-0.00308651j 0.0118305+0.00139663j 0.0102486-0.000424237j -0.0213251+0.00158894j -0.026434+0.000230076j 0.0346572-0.000952377j -0.0127266+0.00163205j 0.00660347-0.000193144j -0.00531857-0.00154938j -0.043395+0.00015638j 0.0256132+0.00308272j -0.0123489-0.0018383j -0.0416253-0.00040009j 0.0297072-0.00268736j 0.00951077+0.00499152j -0.00427049-0.00159581j 0.00546173-0.00108691j 0.0156031-0.0042076j -0.00464994+0.00756133j -0.0169903+0.00125914j 0.019756+0.00358241j 0.00605198+0.00465095j 0.029504-0.00572142j -0.0822262+0.00449581j -0.0659946+0.0080109j 0.0635774-0.0012898j -0.0648134+0.00331242j 0.0712702-0.00281421j -0.034526+0.00105925j -0.0161646-0.00308246j 0.0142888-0.00157856j 0.0284111+0.0053983j -0.00167707-0.00221275j 0.0534335-0.00813787j 0.0375676-0.00030023j 0.0677879-0.0025122j -0.0578664-0.00160212j 0.0497576-0.00226043j -0.0474551-0.000189912j 0.128143-0.00386651j -0.0545423+0.00112799j 0.0251529-0.00533426j -0.0937461+0.0020908j -0.151106+0.00151439j 0.154999+0.00458706j 0.0281225+0.0034543j -0.277653+0.00602439j -0.26575-0.00343035j -0.731106-0.00261861j -0.298051+0.000111005j -0.128397-0.00394467j -0.00764059+0.00262j 0.0374519-0.00148017j -0.0427957-0.00133181j -0.0101958+0.00242764j -0.000108214+0.000484789j -0.00910077-0.00139183j -0.01102-0.00351844j 0.000159044+0.00259272j -0.00193875-0.000246212j 
-0.00236112+0.00215332j 0.00601547-0.000473548j -0.00431265-0.000636118j -0.000117941+0.000220165j 0.0033578-0.000532298j 0.00827503-0.000298997j 0.00933231-0.00146115j -0.00794908+0.000255842j -0.00440365-0.00110576j -0.0252807-0.000321805j 0.0107184+0.000223516j -0.00474852+0.000128174j -0.0265729+0.00206581j -0.0159561-0.00243912j 0.00402074+0.0003259j 0.000325607+0.000134949j -0.0123525+0.000220314j -0.0206687-0.00344437j 0.0114531-0.000917498j 0.0345264+1.54944e-05j -0.00262351-6.16317e-05j -0.00218814+0.00221764j -0.0225539-0.000564233j -0.00808265+0.00402268j 0.010079+0.00266831j 0.0310495-0.000584829j -0.0120988-0.00104015j 0.0579325+0.000180441j -0.00808602+0.000371898j 0.0167829+0.00059097j -0.0162026-0.00239667j 0.0175112+0.00165632j -0.016506-0.00195462j -0.040429-0.000586877j 0.0205624-8.51166e-05j -0.0175428-0.000838642j -0.0321534+0.00116144j 0.0063164+0.00101858j -0.012817+0.00384971j -0.0140057-0.000408531j -0.0034172+0.000519498j 0.0107221-0.00125834j 0.025302-0.00230319j 0.000248844+0.00293216j -0.0115983-0.00154832j -0.0142214-0.00384104j -0.0065604-0.00509135j 0.0339401-0.000855272j -0.00131604+0.00449193j 0.0427855+0.00478373j -0.00995151-0.000374521j 0.010919+0.00507439j -0.0534585-0.00355444j -0.0373521-0.00451915j 0.000315672+0.00143077j 0.0449784+0.00171592j -0.063209+0.00331427j -0.0115812+0.00142695j -0.0701607+0.00718869j 0.0274277+0.00242606j 0.00290324-0.000165475j 0.0010946+0.00151884j 0.0859976-0.000137145j 0.0363788+0.00167671j -0.00925392-2.53219e-05j -0.066648+0.00526258j 0.0286091-0.00812564j -0.00988294+0.000514275j 0.0803733-0.00230599j 0.0239332+0.00549528j -0.0311749+0.00034266j 0.0328292+0.00250128j -0.0867798+0.00054037j -0.155699+0.0016009j 0.0932904-0.00342401j 0.0387082+0.00060086j 0.0520991-8.2772e-05j -0.0760017-0.00189069j 0.050387+0.000298455j 0.218965+0.00278432j -0.171702-0.00360607j -0.0802296-0.00260631j 0.365917-0.00302359j 0.712852-0.00194707j -0.0565835+0.00274145j 0.299875+0.00139719j 0.00427881+0.00280144j 0.0423739+0.00275102j -0.0803396-0.000179843j 0.0367301-0.00432878j -0.0286476-0.000734431j 0.0103384-8.39958e-05j -0.00110705+0.000827565j 0.00450999-0.000447307j -0.00132093+0.00108302j 0.00297305+0.00122964j -0.00270165-0.000531663j -0.00304915-0.0019632j 
0.00350352-0.000416864j 0.0029218-0.000930981j -0.000859368-0.000220283j -0.00334977+0.000855702j 0.00118901-0.000817974j 0.00199594+0.00041487j 0.00239538+0.00116482j 0.00258904-0.0023252j -0.0156756+0.000229523j -0.00324628+0.000543113j 0.00833209+0.000125378j 0.0364434-0.00181428j 0.0152936+0.00369466j -0.0228739+0.000368269j -0.00913444+0.00238482j -0.0272734+0.000410061j -0.0268481-0.00148447j -0.0081091+0.00020017j 0.0254245-0.000350083j 0.0137924+0.00238093j -0.0106346-0.00232892j 0.00775271-0.0013393j 0.00882562-0.00254869j 0.0202367-0.00173611j -0.00378528+0.00210721j -0.00537927+0.00331787j 0.0362132+0.000221486j 0.0112031-0.00118153j 0.0205934-0.00436988j -0.00852135-5.20076e-05j -0.0185562-0.0019947j 0.00936726-0.00207253j -0.0233531-0.00152398j -0.0298623-0.000899845j -0.0126463+0.000785635j -0.0132051+0.00109109j 0.0194286+0.000634405j -0.000166577-0.00195649j 0.0257585+0.000970286j -0.00324118-0.000801054j 0.00403658-0.00100431j -0.0110149+0.00123369j 0.000827219+0.000948736j -0.00114684+0.000913584j -0.0036065-0.00129145j 0.0155202-0.00307616j 0.0175384+0.00275103j -0.0390281+0.00135174j 0.0369739-0.00179938j -0.0267028+0.00438228j 0.00381652+0.00204849j 0.0131245-0.00339431j -0.0413449+0.0022046j -0.0510746-0.00345046j 0.0287058+0.00427311j 0.01386+0.00564568j -0.087915-0.0025106j 0.0537206-0.00226222j 0.0245178-0.00522222j 0.00442699-0.00467609j -0.0107216+0.00249259j -0.0752398+0.00528645j 0.0462641-0.00183885j -0.0679543-0.00127116j -0.0382506-0.00127367j -0.0661074-0.00287398j -0.100948+0.00493206j -0.0670076+0.00520729j 0.0979611-0.00411195j 0.0884205+0.00270141j -0.0454212+0.00431032j -0.0640144+0.00630949j 0.0961304-0.00164934j 0.0113976+0.000279227j 0.077026+0.00305986j 0.152953+0.000740703j 0.0366771+0.0053449j -0.0109584-0.00182302j -0.216423-0.00150677j 0.0859934-0.00237693j 0.0295649-0.000805792j 0.456669-0.00126344j -0.551224-0.00117323j 0.397588-0.000778244j 0.146026-4.24463e-05j -0.20727-0.00214804j -0.0947628-0.00293581j -0.0990771+0.00218942j 0.0249319+0.00119288j 0.0359522+0.0012267j -0.00568541+0.00347139j -0.00829005+0.000746753j 0.000385325+0.00180635j 0.00686814+0.00213874j -0.00148052+0.000469628j -0.000496327-0.00172873j 0.00240713+0.00090241j 0.00311065+0.000937572j 
0.000118795+0.000405153j 0.00295774-0.000604292j -0.00246553-8.95459e-05j -0.000225883+0.00176239j 0.00386084-0.00227378j 0.0146172-0.00222325j -0.00446962+0.000416003j 0.00169284+0.000457348j -0.000522589+0.000589209j -0.00775282-0.000191467j 0.010549+0.000978052j 0.0116126+0.00271703j -0.00588926+0.000259816j -0.0178959+0.000403196j -0.0170806-0.00131752j -0.00847714-0.000267631j 0.0202834-0.00198074j -0.00536184-0.000820818j 0.00343269+0.00416516j 0.0346823-0.00136833j -0.0309676+0.00141263j 0.0104583-0.00152968j 0.0149307+0.00146216j -0.00390166-0.000648499j -0.00203243+0.00288051j -0.0287943+0.000434835j 0.00332607+0.00268247j 0.0285591+0.00250688j 0.0535373-0.000477496j -0.0137095+0.0023467j 0.00111975-0.00065587j 0.0433012-0.0024022j -0.00142751+0.00104422j -0.0010026-0.00154119j 0.0225063-0.00037281j 0.0038324-0.00174288j -0.0301669+0.00453378j 0.0114236+0.000148385j -0.0165171+0.00140959j -0.0192852+0.00248591j -0.0105834+0.00165278j -0.0275681+0.00115414j 0.00494595+0.000242577j -0.0246875+0.000760239j -0.0264596+0.00308359j 0.00238727-0.000850718j -0.0459292+0.00227405j -0.0142649+0.00287802j 0.0280603-0.00194128j 0.0219943-0.00261188j 0.0322939-0.00796949j 0.0587291-0.000713381j -0.0407361+4.46968e-05j -0.00141094+0.00398351j -0.0801402+0.000268299j -0.000624416+0.000840761j -0.110909+0.000558795j -0.0640455+0.00301193j 0.0441643-0.0026031j 0.0344473-5.65884e-05j -0.0257996+0.00212664j 0.0121955-0.00400382j 0.0249225-0.00945276j -0.0163658+0.000578536j 0.0479211-0.00469534j 0.00865738-0.00127812j 0.0300542+0.00440385j 0.0515876-0.00466404j 0.0119188-0.00177302j -0.1503+0.00497986j 0.0108607-0.00108474j -0.0237772-0.00175552j -0.161584+0.0035495j -0.0491219+0.00284819j 0.191659+0.00437329j 0.12034-0.000664403j -0.149972+0.00482302j -0.183279-0.000852586j -0.19659+0.000514144j -0.192009-0.000548995j 0.45094+0.00330431j -0.581921-0.00207033j -0.206771+0.00154928j 0.163607+0.00134372j 0.158559+0.000484587j 0.00232615+0.0022022j -0.0674288+0.00113328j -0.0384918-0.000491035j 0.0341801-2.81172e-05j -0.0197392+0.000761989j -0.0212019-0.000447287j -0.0114908-0.0025101j 0.00736028+0.00370379j -0.0016072-0.00169946j 0.0086661+0.00259285j -0.00191398-0.00179429j 0.00371755+0.000595734j 0.00139894+0.000157107j 
-0.00113711+0.000735211j 0.00233722-0.000967761j 0.00451042-0.000409557j 0.0047858-0.00112425j -0.00740928+0.000818257j 0.000759878-0.00233159j 0.00146437+0.00202279j -0.00020692-0.00149981j 0.0129672-0.00188428j -0.0192689+0.000433574j 0.0111837+0.00238718j 0.00785724-0.00128757j -0.0235403+0.000859776j -0.00252221+0.000136013j 0.0154641+0.000691209j 0.00990145-0.00175894j 0.0216001-7.36891e-05j 0.00020861+0.00153246j -0.0183027-0.000890143j -0.0207452+0.000822044j 0.0111502-0.00127823j 0.00514399+0.00226046j -0.0143137+0.00020917j -0.0487215+0.000107334j 0.0128411+0.00175097j 0.0223513+0.00279156j 0.0174986-0.000194703j 0.00427271-0.00361104j 0.0434512-0.00595013j 0.00455925+5.77154e-05j -0.0141268+0.00270182j -0.00864727+0.000638212j 0.00218951-0.000881985j 0.0118759+0.00383039j -0.0119103+0.0035816j 0.0128974+0.00276571j -0.00389569+0.00103717j 0.00457853-0.000839409j -0.0266997+0.00203055j -0.0250771+7.64844e-05j -0.00272965+0.00176341j -0.0147911+0.00179208j 0.0328527-0.0026036j -0.0148485+0.00129141j -0.00287089-0.00324585j 0.0185712-0.00190918j 0.0344691-0.00222331j -0.00424022+0.0047212j 0.00823311+0.00240242j -0.0183807+0.000842837j -0.0553333+0.00322297j 0.0166708-0.00303498j -0.0426983+0.0016431j -0.0534684+0.00724733j -0.0937387+0.00120614j -0.031384+0.00253479j -0.0361107+0.00840106j -0.00788149+0.000748674j -0.0196183+0.0029793j -0.0499181+0.00355859j 0.0818996+0.000339818j -0.102775+0.00371783j -0.0172333+0.000810364j -0.093862+0.00296732j -0.0188742+0.000388437j -0.02864+0.00265064j -0.0918463+0.0052162j 0.0129597-0.000573494j 0.0538782+7.67878e-05j -0.122874-0.00341667j 0.101585-0.00360498j -0.0562578+0.000723143j 0.146719-0.0072682j 0.0596727-0.00251519j 0.211933+0.00117464j -0.0236149-0.00116064j -0.226575+0.000497375j -0.129299-1.68877e-05j 0.235913-0.00212961j -0.54306-0.00125451j -0.555047-0.0036587j -0.0862219+0.000193846j -0.120566-0.00264655j 0.0829717+0.00293845j 0.0577097+0.000953865j 0.0186424-0.00270908j -0.027589-0.00134652j 0.0178576-0.000881506j 0.0213152-0.000823982j -0.0246324-0.00027895j -0.000312183+0.00176273j 0.0213401+0.00424842j 0.0037491+0.00217798j 0.0118003+0.00359402j 0.00385773-0.000294814j 0.000569743+0.000318942j 0.00250668+0.000796975j -0.00159863-0.000537304j 
-0.00378275-8.17925e-05j -0.00374962+0.0016059j 0.00398959+0.000769562j 0.00254042-0.000291082j 0.00249919-0.0018108j -0.00791268+0.00111841j 0.00444685-5.79155e-05j 0.0136791-0.00290777j 0.0263353+0.00203214j 0.00766557-0.00181394j -0.0151297+0.000257392j -0.0244002-0.000129546j -0.0116603-0.00101845j 0.0295909+0.00156293j -0.00277509+0.000186392j 0.0209473+0.00182038j 0.00387147+0.00195028j 0.0257761-0.000338542j -0.0129309-0.00163749j -0.0169924+0.000252528j 0.0240378+0.00150026j -0.0403875+0.00318933j 0.0143495-0.00349365j -0.00145755-0.00370747j -0.0379182-0.000464098j -0.0536846+0.00420193j 0.0128722-0.00171817j -0.01261+0.00447728j 0.0250269+0.00143559j -0.0261836+2.13751e-05j 0.0109511-0.00266454j -0.0476614-0.00111744j 0.0336803-0.00159896j 0.00591488+0.00188107j -0.0189146+0.00189198j 0.0186122-0.000429087j 0.0154694-0.00454234j 0.0193575-7.6611e-05j 0.0265828-0.00297592j 0.0461405-0.00193843j 0.00159731+0.00111758j 0.00784549-0.000432049j -0.00600209+0.00345273j -0.033688-0.00220391j 0.0428201-0.00420474j 0.0298702-0.00316929j 0.013264-0.00052591j -0.0556544+0.00453005j -0.0124271+0.00576582j -0.0503285+0.00721489j -0.0189792-0.00628458j -0.0834707+0.00165626j 0.133081-0.0030508j 0.0492173-0.0039691j 0.0344531-0.00313739j -0.0396478+0.00348681j -0.00594091+0.00109646j -0.02756+0.00407479j -0.00255377-5.29085e-05j -0.000782954+0.00204535j -0.0422052+0.0026196j -0.0291148-0.000233478j -0.02479+0.000844537j 0.0543761+0.000873071j 0.0592567-0.00022862j -0.0386266-0.0017212j 0.0578866-0.000336202j -0.021697-0.00176618j -0.149285+0.00383805j -0.0482875+0.00237733j 0.0692219+0.00109126j -0.244218-0.00386634j 0.0363232+0.000412508j 0.145026-0.00349391j 0.0266346+0.0024264j -0.200035-0.00137709j -0.137902+0.000554042j -0.424105-0.00208256j -0.293872-0.00406328j 0.441971+0.000382153j -0.333165+0.00209552j -0.210523+0.00331236j -0.130177-0.000301437j -0.0370485-0.00504364j -0.153145-0.00245622j -0.163605-0.00123487j 0.0923077-0.0006566j 0.0526143+0.00161133j 0.0199955-0.00303315j -0.0115196-0.00028451j 0.0178048+0.000860481j 0.000884784-0.0020722j 0.00501272+0.000532229j -0.000452271+0.000520814j 0.00930963-0.000421354j 0.00223012-0.00107905j -0.00219682-0.00198326j 0.00488486+0.00120862j 
0.00352851-0.000568518j 0.000880999-0.000214509j -0.00452849+0.000621721j -0.00361758+0.000548753j 0.00138601+0.000157652j -0.00112941+0.000617853j -0.00519174-0.000853816j -0.00270188+0.000884432j -0.0246294-0.000794118j 0.000798917+0.000858438j 0.00256898-0.000722583j 0.0085868+9.76563e-05j 0.0354535-6.77224e-05j -0.0119601+0.000653096j 0.000353588-0.000595217j -0.0223531+0.000466574j -0.0292484+0.000156138j -0.0353591-0.00235029j 0.0334732+0.000620552j 0.00985636-0.000221969j -0.0212727+0.00207309j -0.00887559+0.000407173j 0.00633244+0.00036688j 0.0330409+0.00188455j 0.0103876-0.000743628j 0.0227084-0.00263699j 0.00861529-0.000844951j 0.00631765+0.00106946j -0.0624935+0.00074158j 0.0250581-0.000547841j -0.0185154+0.000501421j -0.0210036-0.00132886j -0.0147819+0.000506993j -0.0044872-0.00244393j 0.018684+0.00130632j -0.0025072-0.00187385j 0.0256536-0.00094141j -0.00537119+0.0017876j 0.0604256+0.000125834j -0.00667287+0.00198976j 0.0136273+0.00127957j 0.000398013-0.00129229j -0.00234912-0.00254414j 0.0298338+0.00190076j 0.010175-0.00026944j -0.0146245-0.00393707j 0.00406472-0.00113898j 0.0380255+0.00224346j -0.00281845-0.00132906j 0.00513362-0.00318171j 0.0213315-0.00378658j -0.0455778+0.00162067j -0.0153327+0.00109367j 0.0187227-0.000203075j 0.0203082-0.00743808j 0.0983434-0.00474799j -0.0442181+0.00327795j 0.0557557-0.000134239j 0.00519278-0.000158872j -2.6682e-05+0.00227123j -0.0346417+0.00197942j 0.0890756-0.0017361j -0.0863619-0.000345294j -0.0945116+0.00256322j -0.142412-0.00267897j -0.0539727+0.00338162j 0.0456469-0.000656407j 0.0276152-0.000478498j 0.0676247+0.000945801j 0.121863+0.00117099j -0.150698-0.0015189j 0.218158-0.0010754j -0.0661902-0.000928642j 0.150158+0.00127238j -0.035086-0.00108383j -0.143924+0.00109519j -0.691101-2.84439e-06j -0.319288+0.00061438j 0.168005+0.000749733j 0.0242399+0.00179145j 0.215328-0.000525073j 0.236004-0.000327475j 0.104066-0.00106891j 0.0172803+0.0014213j -0.0287708+0.00105141j -0.0136982+0.000520269j -0.0112962+0.0017826j -0.0265987-0.000173302j -0.0209306-2.20074e-06j 0.0297323-0.00109755j -0.00619902-0.00194763j -0.0116493-0.00013405j -0.00192214-0.0012588j -0.00209334-0.000343106j -0.00827496-0.000542237j 0.000243657+8.68597e-05j -0.00226194-4.32015e-05j 0.000222241+6.00102e-05j 
-0.00313241+0.00087293j -0.000651416+0.000687383j -0.00582413+0.00100048j 0.00404932-0.00085552j -0.000218883+0.00180345j -0.00159099-0.00268314j -0.00766349+0.00132954j 0.00805992+0.00202829j 0.00628277-0.00147466j -0.0106802-0.000661831j -0.0167926+0.00212794j -0.01279-0.000481747j -0.0187681-0.000490421j 0.023207-0.000556897j 0.000645034-0.000361453j 0.0149336-2.86353e-05j -0.000747144-0.00177372j -0.0245191-0.000105057j 0.0498092-0.00363124j -0.0109304-0.000760711j -0.0146541+0.000676369j -0.0279136-0.000153084j -0.00968832-0.0016628j 0.00108754+0.00123307j 0.0271414-0.00197854j 0.0106279-0.00179148j -0.00331615+0.0021008j 0.0327142-0.00503106j 0.0177254-0.000527884j 0.0547105-0.00293426j 0.010338-0.00224032j 0.0311059-0.00684647j 0.00960852+0.000846375j -0.0184326+0.000605481j 0.0239411-0.00412734j -0.0382635+0.00132267j 0.0397938+0.000409648j 0.00169273+0.000622575j -0.024977+0.00508675j -0.0394236+0.00351024j 0.0260575+0.0017874j 0.0415992-0.00283446j -0.00229298+0.00188402j 0.0251601+0.00143001j 0.0418642+0.00256554j 0.0410252+0.00249298j -0.00917044+0.000230396j -0.0120008-0.001086j -0.038853+0.00131207j -0.0404058-0.000182674j -0.0561407+0.000321729j -0.0426931-0.00243379j -0.125791+0.00816351j 0.0586309-0.00323435j -0.0512411+0.00185978j 0.00732752-0.000294039j -0.0208201+0.00244639j -0.0316384+0.000319637j 0.0637015-0.000321091j 0.0308911+1.48103e-05j 0.117501-0.00208621j -0.00540666+0.000246655j -0.0157824+0.00483733j -0.0387966+0.000981518j -0.160224+0.000271813j 0.0942093-0.000939023j -0.0107853-0.0011298j 0.00526508+0.000794027j 0.0178405-2.97018e-05j -0.191503+0.00436866j 0.0692873-0.000964723j 0.20847-0.000443102j 0.0437534-0.00416394j -0.132623+0.000611911j -0.487629-0.00521284j -0.00505359+0.000320695j 0.142944-0.000206071j -0.360562+0.000951151j -0.461843-0.000146369j -0.288447-0.00437427j -0.0354903+0.000996071j 0.125527-0.00245224j 0.168751+0.00102661j 0.0224652+0.00223504j 0.0507465+0.00294816j -0.00113019+8.98802e-05j 0.00985853+0.000223135j 0.0173424+0.00128746j -0.00319225+7.38613e-05j 0.0115443-0.000432468j 0.00109222-0.00156057j 0.009631+0.00139451j 0.0145973+0.00359295j 0.000145485+0.000794361j -0.0070015-0.000235383j -0.00096671+0.00137322j 0.000371905+0.000181145j -0.00159104-0.000455362j 
-0.00199831+0.00109507j 0.00294072+0.000250285j -0.00582973+0.00145475j 0.00328678+0.000250146j 0.0078608-0.000279236j 0.00182023-0.00020625j 0.00430787+0.000268334j 0.0071278+0.000657378j -0.00709444+0.00214846j -0.00396131-0.000412337j -0.00356073+0.00161685j -0.0092326-0.000631885j -0.0337161+0.00144607j -0.0155063-0.00243983j -0.00612679+0.000761653j 0.0161249+0.00110488j -0.0252525+0.00207031j -0.0192528+0.00129266j 0.0240182-0.0041116j 0.0188599+5.36692e-05j -0.0232239-0.00109137j -0.00771391-5.0636e-05j -0.00707291-0.000426513j 0.0441385-0.000544468j -0.00764746-7.31768e-05j -0.0332268-0.00232864j 0.00955276+0.000571161j 0.00751003-0.0032549j 0.000516404+0.00122477j -0.0241221-0.00378801j 0.0245752-0.00159287j 0.0376733-0.00311412j -0.0283484+0.00157547j -0.0746457+0.00295491j 0.0175827-0.000190762j -0.0756275+0.00215622j 0.0244148-0.00106579j 0.027436+0.00296148j -0.00712336+0.000313798j -0.0263863+0.00183247j 0.0114668-0.00161453j -0.0395279-0.00171193j -0.0473415-0.00514375j -0.000383051-0.00237967j 0.0277684-0.00174485j 0.0371935-0.00720985j -0.00235329-0.0020939j -0.0136235+0.000999945j -0.043471+0.00122122j -0.0455596+0.00599131j 0.0155517-0.00030261j 0.0906595-0.00175654j -0.0901828+0.00573041j -0.000605986+0.00210004j 0.0428646-0.0023601j -0.0450082-0.00293102j 0.0652444-0.000991583j 0.0181749-2.55155e-05j 0.00517672+0.00113282j -0.0340179+0.00250497j 0.142702-0.00388078j 0.0553788+0.00128247j 0.133295-0.00138686j -0.0147679-0.000736714j 0.0186239+0.00126382j 0.0370961+0.00141632j -0.142239+0.000482056j 0.070786-0.00187958j 0.166827-0.00199879j 0.100255-0.00434675j 0.0322208-0.00186929j 0.130114-0.0018613j -0.0805885-0.000847953j 0.0989585+0.00472148j 0.239004-0.00332218j -0.776669-0.00274978j 0.142071+0.00292859j 0.107651-0.00108577j -0.158468+0.00108946j -0.0833462-0.00365031j 0.0786755+0.00244254j 0.0041194+0.00323863j 0.0280845+0.00144411j 0.0761632+0.00367354j 0.0283281+0.000396205j -0.0834813+0.00060913j -0.000231073+0.000187102j -0.000220029-0.00202317j -0.00791498-0.00181302j 0.0267545+0.00308876j 0.00500653+0.0014218j 0.00428275+0.00144021j 0.010196+0.00158633j -0.00496597-0.00143894j 0.000992692+0.00196282j -0.00425552-0.00124015j 0.000985162-0.000221692j 0.00310504+0.000215641j 
0.00138438+0.00075016j 0.00366415-0.000862364j 2.23466e-06+0.00170903j 0.0057098-0.000837485j 0.00242168-0.00076023j 0.00250876-0.00119435j 0.000568051-0.000229275j 0.00861046-0.000711038j -0.00682541+0.000110297j -0.0141735+0.000452713j 0.024207-0.000160174j 0.00203969+0.000530496j -0.0166979+0.00023558j -0.0308852-0.00131652j 0.0109501+0.000653041j 0.0269813-0.000596362j 0.00021698+0.00187378j -0.0162925+0.00354569j -0.034376-0.00107496j -0.00773296-0.000443878j -0.000424667+0.00143246j -0.0178469+0.00226421j -0.0128905+0.00193288j 0.0247159-0.00298987j 0.00489873+0.000945053j -0.0484786-0.00108435j -0.0156728+0.00230304j -0.023548-0.00319522j 0.0213518-0.000897366j -0.0151099-0.00171457j -0.0135425+0.00302204j -0.0683902+0.000817266j -0.000407307+0.0015645j -0.0176994+0.00372734j 0.00528834-0.00373568j -0.0416111+0.00172985j -0.00757066+0.00220905j 0.0463802-0.00156827j 0.0427091-0.00437925j 0.0166624+0.00381913j 0.0266701-0.0046805j -0.0682597+0.000584222j -0.0224151+0.00374697j 0.0627778+0.00106869j 0.0895053-0.0022743j 0.00598896+0.000798928j -0.0458711+0.00216783j -0.035848+0.000432853j -0.0784565+0.00148056j 0.0380289-0.00396544j -0.0595041+0.00122816j -0.0453509+0.00216209j -0.00136211+0.00232189j -0.0572385+0.0019483j 0.0257553+0.00274527j 0.0110056+0.00134269j 0.0237698-0.000401441j 0.00309884-0.000325629j -0.0326799-0.00408549j -0.035393-0.00252641j -0.0883781+0.000626848j 0.158126-0.00193968j 0.109241-0.00242175j 0.0155129+0.00349933j -0.11539+0.00304408j 0.101003-0.000162615j -0.0185152+0.00117378j 0.168714-0.000417449j -0.354021-0.00256511j -0.113946+0.000265576j -0.48957-0.000229715j 0.039454+0.00103063j 0.391861+0.000374078j -0.45255-0.00119328j 0.165067+0.000759853j -0.114004-0.00244467j -0.0664304-9.72895e-05j 0.0177332-0.00281432j -0.0587475-0.00109173j -0.0219816-0.00212459j 0.00519873+0.00216004j -0.00345257+0.00106282j -0.0676881+0.000362924j -0.00965962+0.00118662j -0.0944321+0.00123643j 0.0374721+0.00180843j -0.0182106-0.00177385j 0.0172807-0.000552549j -0.022803+0.00150457j 0.00148625+0.00127269j -0.00218934-0.000775976j 0.00314394+0.000170594j -0.00150919+0.00106627j 0.00224546+0.000769846j 0.00206291+0.000214788j -0.00236843-0.00163598j -0.00358614-0.000393106j -0.00107897-0.00113843j 
