0.010327+0.0671545j -0.0543429+0.0204952j 0.0641857+0.149465j -0.136484+0.0438277j -0.148395+0.0310539j -0.0589837-0.167665j -0.0910751+0.116939j 0.0768894+0.0658703j -0.0897585+0.131094j -0.0992282-0.0266737j -0.0184157-0.0120581j -0.169501+0.0067496j 0.0236601-0.053748j 0.0855412+0.0468905j 0.0560562-0.013355j -0.0659122-0.0419553j -0.072939+0.0791609j 0.00375817-0.0652249j 0.0117236+0.0458786j -0.0636223-0.144462j 0.13206-0.0941813j -0.121838-0.208542j 0.252938+0.122683j -0.0877383+0.123253j 0.092355-0.22226j -0.0543247+0.109123j -0.0394329+0.138487j -0.0337113-0.116809j -0.024649-0.0227847j -0.223898-0.060499j 0.0350636-0.0323561j 0.0594026+0.125173j -0.148776+0.251492j 0.0936106+0.0223752j 0.0211587-0.0871683j 0.147952+0.0981659j 0.0502302-0.0221261j -0.000569841-0.0470299j -0.0584799+0.0243654j 0.139521+0.0332872j -0.0925343-0.045585j -0.0126019+0.00526437j 0.00146737+0.0340231j 0.050368-0.0079882j -0.0328976+0.014249j 0.047065+0.0226164j -0.0604366+0.0615434j 0.0906631-0.0660293j -0.026867-0.0264575j -0.0937812+0.0324706j 0.159526-0.0475167j 0.0478051-0.0227156j -0.0531403+0.0232428j -0.0801132-0.025637j 0.00736932+0.00307656j -0.0242686-0.0441889j 0.0164809+0.02813j -0.0500735-0.00219106j -0.0120227-0.0458594j 0.00228979-0.0387688j -0.0326171-0.0363997j 0.00587703+0.0184866j -0.0156267+0.00656692j 0.0347217-0.0267323j -0.00920303-0.0144784j -0.0393561-0.0460912j 0.0105495-0.00414027j 0.0117459+0.0293735j 0.00388477+0.00676306j -0.00672593+0.0450727j -0.0269903-0.0168713j 0.018243+0.00931722j -0.0160114-0.0373519j -0.0132772+0.0379279j -0.00157421-0.0153014j -0.0111019+0.0146868j 0.000548+0.00155241j 0.00752386+0.014439j 0.0174644+0.0239375j -0.00484658+0.0216302j -0.00119152-0.0141147j -0.00170878+0.00482917j -0.0136242-0.00758007j 0.0635007+0.0316027j -0.0383545+0.00387627j -0.0325086+0.00684593j 0.0107038+0.00254722j -0.00495899+0.015462j 0.0051656+0.0187644j -0.00364362+0.00297286j -0.00107505-0.00208192j -0.0165644-0.0126854j -0.0243892-0.00932999j 0.0150328+0.0306239j 0.0108012-0.0127361j 
-0.0233443-0.000663971j 0.0014163+0.0123945j 0.00119893+0.00417848j -0.0110456+0.00452093j 0.00813627-0.0164658j 0.00243016-0.00645046j 0.00549554+0.0146021j 0.0016239+0.0222134j 0.00198203+0.0105778j -8.74905e-05-0.00938806j 0.00216326+0.0206599j 0.00994943-0.00923663j 0.00676962-0.00306772j 0.0130548+0.00611964j 0.00206626-0.0102258j 0.00307251-0.00698692j 0.0171399-0.0106999j 0.0096793-0.0158161j 0.00388731-0.00701766j 0.00688931+0.00486021j 0.00529099+0.000242452j -0.0038906-0.00185108j -0.0025676-0.00374147j 0.00195411-0.000202146j -0.0102734-0.00285436j -0.0125587+0.0028239j -0.00499623+0.00315448j -0.00395784+0.00924996j -0.00425012+0.00783493j 0.00399261-0.005401j 0.00316342+0.00247373j 0.0035659-0.00396558j 0.00188334-0.000122479j 0.00325352+0.00627487j -0.00147964-0.000874007j 0.00411293-0.000979994j 0.00107277-0.00584361j -0.000353578-0.00364459j -0.00890265-0.00809618j 0.00427003-0.0049921j -6.42514e-05-0.00326377j -0.00107016+0.00233743j -0.00288959+0.00234011j 0.00050569-0.000884725j 0.00147342-0.002351j -0.0105239+0.0112226j -0.0115335+0.00423721j -0.00134249-0.00117076j -0.00245011-0.00239565j -0.000825844-0.000686995j 0.000534517-0.00523301j -0.00543561-0.00603358j 0.000404342+0.00560656j 0.00521747+0.0018073j 0.00815936+0.00101207j -0.00773645+0.00321468j 0.00206217+0.0010144j 0.00275773+0.000832616j 0.00930523-0.00962344j -0.000995046-0.00179682j 0.00441878-0.00273737j 0.00490821-0.0054684j -0.000654103+0.0179044j 0.00364422+0.00312246j -0.00325283-0.00264582j -0.00268251-0.00503718j -0.00173388-0.00520176j -0.00286186+0.000813883j -0.0011456-0.00183443j 0.000313688-0.00659389j 0.00306067+0.00330112j 0.0050693-0.000593844j -0.00210847+0.00101365j 0.00808372+0.00604177j -0.000425037+0.00129845j -0.005168+0.00235481j -0.0113595+0.0026574j -0.00182289+0.0048202j -0.00375+0.00104333j -0.00335095-0.00451016j 0.000257665-0.00106883j -0.00865223-0.00433467j -0.00147725-0.0124193j -0.00768559+1.35931e-05j -0.0032697-0.00536012j -0.00389534+0.000266913j 0.00502632-0.00151354j -0.00266598+0.00609258j 0.00155038+0.000533579j -0.000902801-0.00243793j -0.00232816-0.00233297j -0.00244307+0.00182731j -0.00222137-0.0097362j 0.0025358+0.000209148j 0.000607957-0.00579933j 
0.0075078-0.00482769j 0.0083328+0.000841221j 0.00725325-0.00174423j 0.00221214+0.0116024j -0.00254708+0.000953043j -0.00738763-0.0103107j 0.00273566+0.00164456j 0.00163739-0.000889273j -0.00769195-0.00339066j 0.00231678-0.000726561j 0.000896528+0.00219472j -0.00551465+0.00283547j -6.27139e-05-0.00424407j -0.00196845-0.00110703j 0.00332608+0.00220764j -0.0019492+0.00787489j 0.000431991+0.00367837j 0.00879202+0.00799472j 0.00705166+0.00320497j 0.000230376-0.0180691j 0.00827918+0.0185314j -0.0128915-0.0201945j 0.00461923-0.00542852j 0.00435416-0.011498j -0.0108017+0.00524863j 0.00723405+0.00593263j -0.00147145-0.0103295j -0.00446089-1.44699e-05j -0.00148762+0.00160997j 0.000337911+0.000435309j 0.0081615+0.00213287j -0.0041185+0.00547338j -0.015408-0.00786176j -0.00594562+0.0192253j 0.0151502-0.0110709j 0.0241091-0.00350108j 0.00407774+0.00142025j -0.00191298+0.00763516j -0.0232292-0.027264j 0.00567707-0.0299125j 0.0380318+0.0048395j -0.0243464-0.0204862j 0.00211809+0.00722936j 0.00302273+0.0076444j 0.00941189-0.00518509j -0.0439212+0.0237207j -0.00582529-0.00901755j 0.0134742-0.00426573j -0.00543748-0.00529494j 0.00117922+0.00861062j 0.0137643-0.00199072j -0.0245596-0.0175406j 0.0194235+0.0463283j 0.019864+0.0164176j 0.0288185-0.0266122j -0.030466+0.019554j 0.00698657+0.0104834j 0.0296898-0.0101161j 0.0543503-0.021922j 0.00869002-0.0255389j 0.0441531+0.0141696j -0.00849957-0.0646591j 0.027638+0.0946605j 0.0241068+0.0132289j -0.00412703-0.0180387j -0.0120706+0.01525j 0.000276488-0.0197296j 0.00579812-0.0302405j -0.0108497-0.00221692j 0.0331318-0.0199643j -0.0191061+0.0171784j 0.0207606-0.00975234j 0.00665523-0.0111122j -0.00317632+0.0141575j 0.0200198-0.00524231j -0.00444137+2.99379e-05j -0.0102335+0.00409343j -0.00140851+0.0105932j 0.0330217+0.0118089j -0.000342782+0.0144424j -0.00593283+0.0064543j -0.00897026-0.0213597j 0.0249274-0.0167879j -0.0124616+0.005342j -0.0177744-0.024792j -0.0118808-0.00975695j 0.00137181-0.0182295j -0.0163033+0.00702675j 0.00664018+0.00469775j 0.000964487-0.0107055j 0.00519967-0.0163179j -0.00130152-0.0154242j -0.00886829-0.0278247j 0.0141156+0.016996j -0.000616239-0.012555j 
0.0034145+0.000296335j 0.00735559+0.00308029j 0.00741657+0.00177566j -0.00817281+0.00183005j -0.00851993+0.00734135j -0.00166773-0.0054076j 0.00370946+0.00385083j 0.00105655+0.00394322j -0.00517111+0.00519276j 0.00050119-0.00312332j -0.000115917-0.00391552j -0.000113857-0.0143672j 0.00198352-0.00694186j -0.00257621+0.00310321j 0.00180768+0.0019684j -0.00310487+0.00171417j 0.000842447+0.0152188j 0.0117226+0.0044412j 0.00357014+0.000997808j 0.00904281-0.00580049j -0.0026986-0.00132742j -0.00551753+0.00718748j -0.00364285+0.00541569j -0.00268967+0.00595749j 0.00068429-0.00697627j 0.00536391+0.00687946j -0.00156713-0.000532382j -0.00175658+0.000348381j -0.00279464+0.0064545j -0.00327087+0.00178977j 0.0151753+0.00224706j -0.0039378-0.00639124j 0.0110953+0.00268135j -0.000910769-0.008785j -0.00106325+0.00305325j -0.00215728+0.00128954j -0.000798868+0.00150123j 0.000965467-0.00155755j -0.011852-0.0146061j 0.00575882-0.00337908j -0.00441669+0.0196384j 0.00671134+0.0127887j 0.00120539-0.00286866j -0.000134554-0.00604884j -0.000994984+0.00486477j 0.000987-0.0190009j 0.00336294+0.0122256j 0.00967348-0.00620215j 0.00642888-0.0102764j -0.00562849+0.00419158j -0.00480713+0.00941488j 0.00409268+0.00219992j -0.0256761-0.00828565j -0.0131494-0.00973854j -0.00539609-0.00324264j -0.000815741-0.0103997j -0.00448988+0.00050757j -0.00995825+0.005205j 0.0106627+0.00126094j 0.00169567+0.00287626j 0.0177055-0.0251802j -0.0116823-0.0014259j 0.0124819-0.00417191j -0.00487098-0.00370733j -0.0135925-0.00911548j -0.0142811+0.00193465j 0.0034035-0.00826669j 0.00698928-0.023514j 0.00570884+0.0108954j 0.00273505-0.00158474j -0.00129379+0.00519912j 0.00333157+0.00380676j -0.00841744+0.00478258j 0.00871973-0.00903765j 0.00770375-0.00862906j -0.0094804+0.00546521j -0.0113128+0.00478281j -0.01318+0.00215141j 0.0350205+0.00976617j -0.0164094+0.000644451j 0.00243382-0.0110279j 0.000208662+0.0123016j 0.0198612+0.016602j 0.017236-0.0100744j -0.026767+0.0118246j 0.000960446+0.00801179j 0.00297484+0.0303335j 0.0172835-0.0179314j -0.00762336+0.0100143j 0.00399351+0.015991j 0.00521184+0.0427698j 0.00496048-0.0251257j -0.00525526-0.0196252j -0.00976995+0.0334702j -0.00168459-0.021975j 
3.27829e-05+0.00479776j -0.00469317+0.0021j -0.00529716+0.0027809j -0.00451349-0.00023656j 0.00977835+6.8248e-05j -0.00752561+0.00353638j -0.00126197+0.00361411j 0.00175471-0.00244624j -0.00452336+0.00437072j -0.00130278+0.00136399j -0.000494922-0.00553593j -0.00790712-0.00544785j -0.00247838+0.00321383j -0.00022936+0.00244835j -0.00419318+0.00248451j 0.00056457+0.000167347j 0.00118235+0.00464038j -0.000520396-0.00017624j -0.00213533+0.00624745j -0.00219887+0.00797041j 0.00118184+0.0063488j 0.000466825+0.00463983j 0.017914-0.00813787j 0.000410917+0.00523589j -0.00049865-0.00505669j 0.00468751+0.000649932j 0.00500443+0.00918786j -0.00514966+0.00158245j -0.0034528-0.00189176j -0.00347257+0.00121617j 0.001698-0.00345094j -0.00635134-0.00425j -0.0146176+0.0119251j 0.00490895+0.000291341j 0.00487143+0.00173124j 0.00515769-0.0121621j 0.00602979+0.00144809j 0.00174377-0.00118587j -0.0065475+0.00945922j -0.0256698+0.0124058j 0.0252752-0.00417425j -0.0026143+0.0139445j -0.00246491-0.00144116j 0.00245369-0.00275277j -0.00578949-0.00670529j 0.0151212+0.00769856j -0.000915122+0.0157724j 0.00728172-0.0126641j 0.00864431-0.000596576j -0.0075652+0.00217527j -0.00429651+0.000832258j 0.0143383+0.00156701j -0.0215914+0.0039587j -0.0189028-0.0013679j -0.0302233-0.00919977j 0.0101921+0.0195019j -0.00889559-0.00501735j -0.0015747-0.00165342j 0.00703677+0.0054103j 0.00805624+0.00305619j -0.0105343-0.0408831j 0.0014986+0.0139842j 0.00190238-0.0170963j 0.0174943-0.0196062j -0.0196116+0.0112164j 0.0168835+0.00156927j 0.00395314+0.0107532j -0.021583+0.00858785j -0.00531327+0.00711786j 0.0157252+0.021797j 0.0150737+0.00446876j 0.00569462+0.00102051j -0.00191744-0.00808901j 0.0141303+0.0172753j 0.00337532+0.00433714j -0.0196267-0.0109115j -0.0176262-0.00817208j -0.0112959-0.00411937j -0.0143945+0.00507206j -0.0144514-0.00167085j -0.0140742+0.00844259j -0.00528829+0.00409877j 0.00242495+0.00483491j -0.0130293+0.00277564j -0.00812629-0.00231685j 0.0091287-0.00216282j 0.00632975+0.0277723j 0.0240041+0.000305589j -0.00713999+0.00203911j -0.00818805-0.000252605j -0.0175637-0.00445139j -0.00528002-0.00326479j -0.00104336-0.0257577j -0.0151656+0.00910947j 0.00786952-0.00894838j 
0.00388612+0.00624639j -0.00501724-0.000340469j 0.00325061+0.00426275j -0.00252198-0.0086342j -0.00118165-0.00966234j -0.00926827-0.000688015j -0.00482155-0.00276652j -0.00509678+0.00305412j 0.002817+0.00286224j 0.00437452-0.00193823j 0.00483323+0.000563761j 0.00655127+0.00634598j 0.00284616-0.000500236j 0.00056303-0.00214267j -0.00576148-0.00283836j -0.000713472+0.00283238j -0.00325351+0.00502777j -0.00696848+0.00311559j -0.00560967+0.0122477j 0.00441593-0.0133481j 0.0100847-0.0108738j -0.0183129+0.000108692j 0.0123164-0.0044518j -0.0210858-0.000196055j 0.0150707-0.00520886j 0.00513649-0.0115268j -0.000577258-0.00133307j 0.00330755-0.000302819j 0.00333121-0.000173004j -0.000372222-0.00707633j 0.00185967+0.00431794j 0.00239372-0.00487043j -0.00381817+0.0066803j -0.0111585+0.00175154j -0.00529951+0.00901954j 0.00282437+0.00290179j 0.00183879-0.00543561j -0.000739255+0.00180013j 0.0248824-0.00359078j 0.0154585+0.00379896j -0.0136096-0.0168321j -0.000175688+0.00446555j -0.00258286+0.00551174j -0.00297546+0.00224444j -0.0117858+0.0088631j -0.0103577-0.00190015j -0.0165139+0.0201349j 0.0118199-0.00218798j 0.00612833-0.0112103j 0.00399713+0.000816328j -0.0101676+0.00972752j -0.00115362-0.00432633j 0.00229931+0.0132068j -0.000267101+0.00265686j -0.00535276-0.010162j 0.00783546+0.0166861j -0.00222542+0.0037068j 0.0101977-0.000175741j 0.0237239-0.00515773j 0.00735052+0.00694214j 0.0265418+0.00225067j -0.00904104-0.0180565j 0.00588817-0.00479949j 0.0122983-0.00458577j -0.00242312-0.0265191j 0.00620305-0.0178777j 0.0167081-0.0091846j 0.0198358-0.00470944j -0.00215125+0.00420169j 0.0212432+0.010884j 0.00746515-0.00498026j -0.0018903+0.00377089j 0.00713285-0.0103523j 0.00504884-0.00188122j 0.0271736-0.0113846j -0.00309296+0.0168067j -0.0137844+0.00439099j 0.0011172+0.0106256j 0.022909+0.00939569j -0.00017631+0.0113567j 0.0048335-0.0101698j -0.00418891+0.0100746j 0.0318068+0.00886207j 0.0250247+0.0121262j -0.0227507-0.00894925j 0.0150744+0.00695111j -0.0205326-0.00188586j 0.0116952-0.0325958j -0.00972039+0.00735061j 0.00144843+0.00479216j 0.00951003+0.0207371j -0.0147456-0.0285523j -0.0246752+0.0324591j -0.00127008+0.0161454j -0.00080732+0.0343131j 
-0.00306139+0.00508121j -0.00481374+0.00526837j -0.00647332+0.00512025j 0.00203595-0.00447155j 0.00703208-0.00430478j 0.00261748+0.00215765j -0.00406271-0.0026189j -0.00397865-0.00252573j 0.00264782-0.00916698j 0.000903608+0.00491504j 0.00236638+0.00202j 0.0133354+0.00498308j -0.00397564+0.017101j -0.00267529-0.00304572j 0.000773734-0.00327715j 0.00181711-0.00863864j -0.00238929-0.00546562j -0.010185+0.00538537j -0.00913601-0.000117013j -0.00229666+0.0197268j -0.00142068-0.00186116j 0.00506067+0.00693827j 0.0150897-0.0119232j -0.000173446-0.000944238j 0.00321181-0.00191159j -0.00564194-0.0112103j -0.000250301+0.00243832j 0.000547458-0.00142928j -8.51166e-05-0.00679237j 0.00193609+0.00101568j -0.00781211+7.6252e-06j 0.0114423+0.000140501j -0.0110093+0.00321536j -0.00824511+0.00314975j 0.027858+0.00673342j -0.00595174-0.0262096j 0.00227093-0.00253776j 0.00470255-0.00193689j 0.00369395+0.0142963j -0.00933871+0.00198163j 0.000414696-0.0191195j 0.0164679+0.0034548j -0.00733956-2.91685e-05j -0.00140117-0.000919984j -0.00613014+0.00540499j 0.0130571-0.0195985j 0.00829091+0.00504894j -0.00698842+0.00234222j 0.00601395-0.00525541j -0.00929576-0.00563057j 0.00283401+0.0180268j 0.000811905+0.00926583j -0.00634028-0.00443101j -0.0100376-0.0140674j -0.0219834-0.0179652j -0.00552197-0.00700008j -0.000982941-0.00351766j 0.00696189-0.00492455j 0.0103364-0.00801182j 0.00604331-0.00118813j 0.0132604-0.026416j -0.00470972+0.00257179j 0.00798422-0.00399297j 0.00717887-0.00510908j 0.00300076-0.017179j -0.00402554+0.00165265j 0.00165561-0.000407711j 0.00207631-0.0079231j -0.00315033-0.00306774j 0.0128482-0.00426796j -0.00543141-0.00875813j 0.00847163+0.00447474j 0.00388668-0.00111957j -0.000310711-0.00503572j 0.0151231+0.00039331j -0.00640401+0.0163587j -0.00339696+0.00530116j -0.0056503-0.00376665j 0.019004+0.0224127j -0.00496442-0.00494113j -0.0167252-0.00582195j -0.00594484+0.013043j 0.0115422+0.0155454j 0.0143925-0.00857674j -0.0152092+0.00428472j 0.00919044-0.0126578j -0.00793401+0.0194163j 0.0230301-0.0184837j -0.00110311+0.0109327j 0.00150437+0.0010443j 0.00293343-0.0022426j -0.00280297+0.0062098j -0.00899266+0.00179356j -0.0256621-0.00962065j 0.00581355+0.00444837j 
0.00690591-0.000680139j 0.000999517+0.000821652j 0.0111512+0.0046889j -0.00449448+0.00266627j -0.0156478+0.00559167j 3.2498e-05+0.000313545j -0.000641827+0.000593591j 0.000115825+0.0138971j 0.00667041+0.00156806j 0.00208999-0.00794863j -0.00503059-0.00431341j 0.00238727-0.00715768j 0.00639275-0.00317471j 0.00184375+0.000446182j 0.00358885-0.00213732j -0.00660859+0.00145166j -0.00969367+0.00411544j -0.0019663+0.00912673j -0.0042961+0.00521768j -0.000778881-0.0185075j 0.00901433-0.00737882j -0.0217523-0.0100718j 0.0147471+0.00293105j -0.00877745+0.00156213j -0.00366508-0.00448256j 0.00139404-0.00452766j -0.00759115-0.00467457j -7.98643e-05-0.00460244j 0.00109105-0.00239924j -0.00491376-0.00684903j 0.0105025+0.00240796j -0.00423906+0.0010768j -0.000131307-0.00613084j 0.000572402+0.00955082j -0.00493064+0.00707685j 0.0145852+0.0127993j 0.00509876+0.00666115j -0.00142921+0.00224558j -0.00191302-0.00232955j -0.00885961+3.84102e-05j 0.00344499+0.0144416j -0.0229209-0.00097768j -0.00541913-0.00364578j 0.00620755-0.00413405j 0.00718425+0.000825857j -0.000161637-0.00151832j 0.00849236+0.000141144j 0.00325248-0.00882956j -0.011088-0.00301103j -0.0065603+0.00203881j 0.00807988+0.00746995j -0.00403983-0.00360257j -0.00546585-0.001751j -0.00394181-0.00105764j -0.017251+0.00406789j 0.00827253+0.0234073j -0.00388186+0.00463959j -0.00759525-0.000413262j 0.000408899-0.017754j -0.00464477-0.00124717j -0.0332283-0.0118589j -0.00864474-0.0121586j 0.00921997+0.00952116j 0.00182147-0.011068j -0.00614599+0.0153034j -0.00514756+0.0139177j 0.00842538+0.00332166j -0.00376601-0.00394888j -0.00164763+0.00802714j -0.00131982+0.0093269j -0.000354909+0.010525j 0.00629225+0.00326585j -0.00524954-0.00982697j -0.00681317+0.0235601j -0.00133964-0.00505591j -0.0156638-0.011613j -0.00502138-0.00384846j -0.0108862+0.00362907j -0.00751392+0.00667771j -0.0176098+0.00319675j 0.00595426+0.00472672j 0.00586618-0.00811191j 0.01688-0.00796713j 0.0041619-0.00699549j -0.0147618-0.00324001j -0.000667101+0.00271268j 0.0255833-0.00323933j 0.00424377+0.00715552j -0.00807785+0.00499136j -0.00184162+0.00712177j -0.00550673+0.0124447j 0.000229753-0.0239757j 0.00187438-0.0042569j 0.00376707+0.0092036j 0.0213352-0.00870654j 
-0.00594649+0.0058985j -0.000409746+0.0037862j -0.00586205+0.0025447j 0.000221187-0.00349083j 0.0128743-0.000962012j 0.00333543+0.00160827j -0.000789382-0.00143866j -0.00158713-0.00558079j -0.00454698-0.00333482j -0.000534246+0.00413921j -0.000527502-0.00126583j 0.00566808+0.00359639j -0.00404894+0.0101377j -0.00179484-0.00164721j 0.000614602-0.000530352j 0.00407329-0.00341294j -0.00223864-0.00246202j -0.0114563-0.00363126j -0.00285432+0.00428194j 0.00305629+0.0101569j 0.0047968+0.00502749j -0.00359433-0.00608189j 0.00343515+0.00338988j 0.000364442+0.00171491j 0.00403723+0.0066808j 0.00297297+0.000907006j 0.0054224+0.0075883j -0.00105634-0.000829817j -0.000609383-0.00563977j 0.00465535-0.00284844j -0.00724504+0.00351973j 0.00217898-0.00437613j -0.00677332-0.00473139j 0.00699999-0.000992685j -0.0018477-0.00166714j -0.0027034-0.00404303j 0.00274548+0.00428139j -0.00287121-0.00182829j 0.0113007+0.0201364j -0.012664-0.00960847j 0.000559795-0.00289636j 0.00756297+0.00957581j -0.00578493-0.00436923j 0.000451743+0.00482648j -0.00800276-0.001497j -0.00350989+0.00318264j -0.00311437+0.00663116j 0.0121683+0.00658752j -0.0042985-0.00432283j -0.00517933+0.00487353j 0.00550922-0.00477054j -0.000937368-0.00163007j 0.00173377+0.00827732j 0.00388062+0.00690966j 0.00168458+0.00692813j 0.00528715+0.00880573j -0.00530118+0.0023482j 0.00206895-0.0013216j 0.00148956+0.0126169j -3.99162e-05-0.00309584j -0.00513579-0.0216176j 0.0131585-0.0117356j -0.0200551+0.00336447j -0.0135352+0.0176795j 0.0132271+0.00148568j -0.00952215-0.008334j 0.00314606+0.00583794j 0.0142474+0.00477855j 0.00867303+0.008882j -0.00431+0.00279987j 0.00639161-0.00758618j -0.00172788+0.00271241j 0.00358228-0.0111926j -0.0118813-0.00203633j -0.00711077-0.0121799j 0.00878229-0.00272101j 0.00652876+0.00197011j 0.00982062-0.00102839j -0.00391864-0.00870656j 0.0110352+0.009145j 0.000845856-0.00404826j 0.00155734-0.0034009j -0.0144265-0.00126474j 0.00873343-0.00319771j -0.00835077-0.00434002j 0.00502414-0.00878308j -0.0131129-0.0218628j 0.00577757-0.00656164j -0.00603067+0.0017637j 0.000761953-0.00228752j 0.0012476-0.0182536j -0.00289442+0.0128666j -0.0036947+0.0295751j -0.00607787-0.00423165j -0.0123827+0.0219216j 
-0.00660173-0.000767822j -0.000404114-0.000424307j -0.0027948-0.00333337j 0.00686559-0.000517938j -0.00164883+0.00454735j 0.00169211-0.00602935j -0.00463587-0.00410936j 0.000856653+0.00215809j -0.0033832-0.00602644j 0.00392122-0.00044897j 0.00224458+0.00347456j 0.00285036+0.000332927j 0.00351924+0.00273858j -0.00269804-0.000461143j -0.00168548-0.00582299j -0.00462527-0.00206343j 0.000170721-0.00319006j 0.000972705-0.00251063j -0.00704576-0.00584055j 0.00348535-0.00883996j -0.00901895-0.0077614j 0.000868565-0.00089261j -0.00352732+0.00418054j 5.42449e-06-0.00422934j 0.00675068-0.00155873j -0.00917856-0.00435134j -0.00418439+0.000242653j 0.00142048-0.0031826j -0.000825165+0.000248786j 0.00231967-0.0029597j 0.000919723-0.00642672j 0.00583521-0.00451654j -0.00633909-0.0161157j 0.00181297+0.00294944j 0.00174581-0.00171083j 8.54549e-05+0.00128778j -0.000697827+0.00552905j -0.00115368+0.00179627j 0.00588535+0.00844153j 0.00360388-0.00454466j -0.014212+0.0149148j 0.00126375-0.00635819j -0.000303817+0.00136734j 0.00134467+0.00034909j -0.000521805-0.00171943j -0.013516+0.0177954j 0.00824357-0.0100416j 0.00295618+0.00817197j -0.00332725-0.0107528j -0.00410561+0.000392926j 0.0125829-0.00333608j -0.00246512-0.00427503j -0.00549382+0.00435225j 0.00261849+0.0156091j 0.00856759+0.0172814j 0.000705497-0.00471902j -0.00446802+0.00110281j -0.00723901+0.00924828j 0.00389469+0.0194372j -0.0102427+0.00536608j -0.0159452+0.00493628j -0.00591042+0.00179176j 0.00225369-0.015675j 0.0045419+0.000633651j -0.0167228+0.010722j 0.00617873+0.00341987j -0.00336513+0.00259014j -0.01599-0.00180318j 0.000228561+0.00202276j -0.0167772+0.000539449j 0.00659094+0.0149488j -0.00252353-0.00319761j -0.00428732-0.002466j -0.00513194-0.00186838j -0.015419-0.0031616j 0.000933998-0.0200753j 0.00470851-0.00272145j -0.00282521+0.00689252j -0.0186526-0.0171929j 0.00348371+0.00203532j 0.00965986+0.0079121j 0.00789245-0.00339201j -0.00819051-0.0120043j -0.00645924+0.0117852j 0.0206936+0.00987459j 0.00177544+0.0144574j -0.00866797-0.00415408j 0.000798544+0.0141087j -0.0116289-0.0103155j 0.00126689+0.00416012j -0.000115824+0.00863337j 0.00874705-0.0195477j 0.0121597-0.00945858j -0.00956727+0.00104018j 0.00396491-0.0208255j 
-0.00283168+0.00286481j -0.00455889-0.00437257j -0.00543731-0.00194169j 0.013041-0.00561541j 0.00521827-0.00394286j -0.000601835+0.0022028j -0.00372761+0.000662001j -0.000581687-0.0074875j -0.00235797-0.0114283j -0.00299399-0.00595758j 0.00547876+0.000304691j -0.000745608+0.00211232j 0.00243134-0.00226672j 0.00582826-0.0116078j -0.000279842+8.09309e-05j -0.00090983+0.00477039j 0.00572778-0.0171753j -0.00615639+0.00353634j -0.000744256+0.00860345j -0.000694855-0.00223967j 0.000995988+0.00485439j 0.00500779-0.00674601j 0.00615331+0.00381448j 0.00253351+0.00165624j 0.00496652+0.00307677j -0.00682303-0.00671925j -0.00251823-0.00358164j 0.00182711+0.00297581j 0.00490052-0.000932713j 0.0123099-0.00518828j -0.0022885+0.00220897j -0.00325164-0.00815159j -0.00663677+0.00427692j -0.000761178+0.0129798j 0.0133183+0.00575745j 0.00196978+0.00016297j -0.00210388-0.00282618j 0.00458736+0.00546015j 0.00153396-0.00383291j -0.00563865-0.0216143j 0.0028945-0.00536907j 0.0059073+0.00973878j 0.0104095+0.0031073j -0.00479954+0.0118701j 0.00624015-0.0184658j 0.00185287-0.00140604j -0.0120816+0.00601532j -0.00286566+0.000891437j -0.00170766+0.00563461j 0.00589987+0.00087172j -0.00361997+0.00179793j 0.0165053+0.0155541j -0.000928793-0.00117523j -0.01048+0.00130167j -9.02512e-05+0.00601499j 0.00188601-0.014387j 0.0118959-0.00235276j -0.0124683+0.0166429j -0.0057099+0.000994958j 0.00414917-0.0043186j -0.00126036-0.0153882j 6.74818e-05+0.00792072j 0.00295211+0.0104127j 0.000999392+0.00705897j 0.0101166-0.00676157j 0.0172963-0.000500859j -0.0118938+0.0110815j 0.0140157+0.0146714j 0.00154181-0.015892j 0.00206576-0.00651185j -0.0236654-0.0163804j -0.0088793-0.00953954j 0.0103133+0.00733541j 0.0106147-0.00286048j 0.00269216+0.00550445j 0.00781894+0.0241994j -0.00592337-0.00416407j 0.0160691-0.0179427j 0.0186572-0.0114693j -1.01605e-05-0.0123536j 3.55581e-05-0.0091326j -0.0191589-0.000421973j -0.00210755-0.00637055j -0.00402804-0.0086734j 0.0183044+5.47e-05j 0.0011233+0.00643892j -0.00184839+0.00829767j -0.00345858-0.0124879j 0.0136162-0.0168114j 0.00177502-0.0215045j 0.00489887+0.0119865j -0.00342992+0.00388404j 0.00263193-0.0244353j -0.00332255-0.00643089j 0.00231782-0.00254127j 
