0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
-0.0235621+0.00634278j 0.00545042+0.00889198j 0.0166327+0.0273578j -0.028592-0.0167137j 0.0443005-0.0461444j 0.0720961+0.0410024j 0.0113545-0.0039416j -0.0255061-0.00769111j -0.0764108+0.0463275j 0.0402088+0.0107322j -0.043228+0.01621j -0.0314488+0.0103548j -0.0109334+0.0741765j 0.0189+0.00292747j -0.0653628+0.039001j -0.0592578-0.0445018j -0.0307493-0.0362646j 0.0851261+0.00193232j 0.0318477-0.0151288j -0.0111854+0.0339198j 0.0372977-0.00578224j 0.0199653+0.00755497j 0.0289297-0.0296231j 0.0036225-0.0552506j -0.0275308+0.0225781j 0.00911862+0.0249011j 0.0240239+0.0138523j -0.00173328-0.0274784j 0.0393524+0.0576748j 0.0262376+0.00835952j 0.0320219-0.0474497j -0.0285079-0.0428365j 0.0270527-0.0194408j 0.0839618+0.0216902j 0.147119+0.0450781j -0.011564+0.0648886j -0.022268+0.00103939j -0.0216384-0.0632004j 0.104508-0.0624116j 0.0601548+0.0290103j -0.00725611-0.0759239j 0.0392428-0.0424191j -0.0283313-0.0679772j -0.00609312-0.0220653j 0.106266+0.00912095j 0.0591471+0.04478j 0.0507689-0.0253561j -0.107833+0.0105541j -0.112076-0.0490467j 0.0336176+0.0413661j 0.0139306-0.13692j 0.0830557+0.0281734j -0.0145494+0.0219268j 0.00166073-0.0704571j -6.81611e-05-0.069678j 0.102747+0.0351053j -0.0363148-0.0565212j 0.016214+0.117657j -0.0748545-0.0497662j -0.18378-0.0148478j 0.184062+0.109733j 0.0765575-0.0362239j 0.00136561+0.00660816j -0.0275152+0.124725j 0.0594564+0.025236j -0.0726939+0.0146305j -0.0022727-0.101463j 0.0092271+0.0287048j 0.0139255+0.0406891j -0.0432788+0.0587323j -0.00239867-0.0204246j 0.0532937+0.0260966j 
-0.0247903+0.0334497j -0.0444543-0.00525827j 0.0395524+0.0173462j -0.00186438+0.024j -0.0140451-0.0169129j -0.0047547-0.0263837j -0.0136268-0.029206j 0.0244773-0.0100267j 0.043476+0.00296654j 0.0621053+0.0239412j 0.0282274-0.000646999j -0.00956805-0.07399j -0.00362886-0.00423834j 0.00692822-0.00926442j 0.00681972+0.0163582j -0.00847937+0.0101955j 0.0147436+0.0316318j 0.00196154-0.00542825j -0.021917-0.0274075j 0.0151245+0.0232747j -0.0228892-0.00843696j 0.0439135+0.0673456j 0.00382271+0.0423044j 0.0462598-0.0239075j -0.0160849-0.040016j -0.00691495+0.0199925j 0.0063881+0.0407944j 0.0495893-0.0254088j 0.0626379+0.0256821j 0.0209553+0.00945754j -0.000949473-0.0339508j 0.00817437-0.0115235j -0.0195068-0.0816318j -0.106343-0.02107j 0.0513843+0.0793662j 0.0635799-0.138096j 0.012519+0.0489228j -0.017313-0.0434003j -0.0492523-0.024323j 0.0308127+0.0403072j 0.154862+0.0436425j -0.0612299+0.109068j -0.0282755+0.0113272j -0.0408365-0.0258571j -0.038107+0.0385112j 0.0497404-0.0604569j -0.0229191+0.0489835j -0.151678+0.0536266j -0.0230853+0.0484403j 0.0227706-0.0464075j -0.0680229-0.103053j 0.106814+0.0640602j 0.0600187-0.0271163j 0.0618354-0.0249968j -0.0247958-0.0574645j 0.0874409-0.0493409j -0.00364248+0.0463094j 0.0808599+0.147512j 0.0583168-0.0259585j -0.16714-0.0733437j 0.102861+0.00831283j 0.00710118+0.130839j 0.0257562+0.00344855j 0.0789652-0.0160309j -0.00733216+0.0319106j 0.0232382-0.00980438j -0.0181357+0.00992252j 0.0603434+0.0541073j 0.0208704-0.0171643j 0.0373984+0.0286141j 0.0441574+0.0127581j 0.0083103+0.0563686j 
-0.0441865-0.011669j 0.0133363+0.0345501j 0.0178387+0.0279235j 0.000257032+0.0192225j 0.0308273-0.0291117j 0.00369268-0.0232135j 0.00591577-0.0241618j 0.0616269+0.0374297j -0.0346499-0.00930224j 0.0233897+0.0174103j -0.0330256+0.0168956j -0.0523355+0.034631j -0.0216542-0.0153521j 0.0323118+0.020371j 0.0832205+0.0033038j 0.0159615+0.00156539j -0.0273504+0.0337361j 0.0459912-0.0445844j 0.000515166-0.0631159j -0.0592921+0.0382576j -0.0358745+0.0140257j -0.00859883-0.0232568j 0.0137565-0.0103836j -0.00261612-0.0228996j 0.0178692+0.043402j -0.0324828+0.0398852j 0.0167973-0.0151249j 0.00480585+0.00771521j 0.0104436-0.0114259j 0.0846775+0.0516306j 0.0268071+0.0577031j 0.043298+0.037766j -0.061725-0.0496169j 0.000692428+0.0113955j 0.0416439-0.0493599j 0.0404823-0.01832j -0.0160919-0.00626013j -0.00566013-0.0181497j -0.0576772-0.069713j -0.13213-0.0557309j 0.0824456+0.00745971j 0.00099367-0.00602448j -0.0062855+0.0178765j 0.0803362-0.0207305j 0.0920644-0.0582126j 0.0146202+0.0646987j 0.0398809-0.0470207j 0.0728377-0.0211395j -0.0461031-0.0288478j 0.0468402-0.00544241j 0.0122593-0.00667256j 0.0653368+0.0257892j -0.0152528-0.0284917j 0.00687889+0.0888108j -0.0249694-0.0932709j -0.0267579+0.0569201j 0.0550498-0.0222356j 0.0749093+0.0180648j 0.0709565-0.0681322j 0.0172235+0.0415213j 0.178783+0.0258564j -0.026322+0.0322177j -0.0608785-0.0326683j -0.0894366-0.035334j -0.00287431-0.016875j 0.0603874+0.0118274j -0.024639+0.0301596j 0.0235904+0.0190131j -0.00186761-0.0461576j 0.049771+0.100613j 0.00141117-0.0529315j 0.102344+0.0351333j 
-0.00424763+0.0295377j -0.0252262-0.0183823j -0.0141099+0.00799335j -0.0448703-0.00151792j -0.032935-0.00585196j -0.0046601-0.0399609j 0.0159251+0.00675439j 0.0323084+0.0391714j 0.0121048+0.0602082j 0.019487-0.0273674j 0.00471253+0.00085399j 0.0319724-0.0448218j -0.00156644-0.0631193j 0.0250487+0.0499558j -0.0167851+0.0203471j 0.0217126-0.0588003j 0.0210465+0.0124738j 0.0498077+0.051314j -0.0336777+0.00609259j 0.0168364+0.0603485j -0.0188606-0.0229177j 0.0240123+0.0205618j 0.0275682-0.08759j -0.00068021+0.00698283j -0.0392837+0.0437335j -0.0746175+0.0317032j -0.0448734-0.0106132j -0.00347753-0.0516325j -0.00704876+0.0176485j -0.0301002-0.0299468j 0.0678087+0.0223788j -0.0221085+0.0735252j 0.0139165-0.00943396j 0.0132734-0.0123737j 0.0758892-0.0183556j 0.000330652+0.0518566j -0.115802+0.0443829j 0.102982-0.021758j -0.0726191-0.0163225j 0.0363199+0.0112843j 0.0427418+0.0136285j 0.0419925-0.041496j -0.0424148-0.0996487j -0.151375-0.0987466j -0.0483135+0.00492687j 0.0196661-0.0427837j -0.0458793+0.0390301j -0.0644124+0.0147239j -0.0665208+0.13264j -0.116839-0.0387483j 0.00757444-0.016351j -0.0356858+0.0471358j 0.0353253+0.0112992j 0.0103704+0.0190001j 0.0395432+0.0304775j -0.0854032+0.00743548j 0.0214828-0.0490776j -0.0236395-0.0436884j -0.00464481+0.0067295j -0.0133921-0.0239475j 0.0425531-0.0642097j 0.00127414-0.00236188j -0.0496461+0.0807721j 0.008735-0.068231j -0.0218887-0.0168399j 0.0461733+0.0686816j -0.0216781+0.00010075j 0.0435936-0.0268769j 0.0198189-0.0501933j -0.0617346-0.0503017j -0.0555782+0.0557813j -0.0327285-0.0124656j 
0.0494757-0.00577731j -0.0193784+0.00401109j -0.0340234-0.0318174j 0.0458511+0.00231684j -0.0172144-0.0154457j -0.051537-0.0411857j -0.0100449-0.0200721j -0.0325669-0.0174903j 0.0137215-0.0537089j 0.00837144+0.0447996j -0.020932-0.00976039j -0.00382463+0.0141828j 0.0103246-0.0635283j -0.0621691-0.0417142j 0.000838761-0.0383093j -0.0252639-0.0215458j -0.00930873+0.0168181j -0.0107274-0.0156491j -0.0140712+0.0349208j -0.01825-0.00221809j -0.0228794-0.0537141j -0.0537007-0.0384008j 0.00370013+0.00894841j 0.00986721-0.0308562j -0.0425008-0.0803361j 0.0199665-0.00219237j -0.0701653-0.00967793j -0.0594161-0.00868744j 0.00410879-0.0043121j -0.0291787-0.00101711j -0.0289208+0.0154772j -0.01223-0.0337483j 0.0066101-0.0507925j -0.0169444+0.00248014j 0.0547102-0.0183873j 0.0263409-0.142159j 0.00691046+0.0471997j -0.00349031+0.0114328j 0.0510962-0.0232876j -0.0683443+0.0274911j 0.151918+0.0566909j 0.0138651+0.115737j 0.0178393-0.1082j 0.00112381-0.0648805j -0.0813046-0.0168511j 0.0705605+0.028363j -0.047047+0.00365028j -0.00883866-0.0948137j -0.110066-0.120888j 0.00714692+0.0174205j 0.00823236-0.0735165j 0.0620287+0.0325581j 0.0114114-0.00719677j -0.0579261+0.0355498j -0.100763+0.00294019j 0.0739396-0.0373167j -0.00555226-0.0630661j 0.0396426+0.176364j -0.05629-0.0481996j 0.0406701+0.00494226j 0.0437087+0.0401212j 0.117001+0.154226j -0.0484338-0.0818952j 0.0687849+0.00755597j 0.0378692+0.0311174j -0.0257451+0.0157174j 0.0853011+0.0103713j 0.0286886+0.0262871j -0.0370291+0.0262761j 0.0466061-0.0191573j 0.0132455+0.00650739j -0.0807596-0.016181j 
-0.0140719+0.0320009j -0.00880433-0.0072779j -0.0644809-0.0192521j 0.0257267-0.000276143j 0.0282873+0.0111699j -0.0102471-0.00766567j 0.0125749+0.0403067j 0.0473251+0.03383j -0.0162413+0.0218236j 0.037259+0.0211788j 0.0236477+0.016714j -0.0284918-0.0126731j -0.044437-0.0462455j -0.0184675+0.021899j -0.0142617+0.0443956j 0.0106084+0.0375165j -0.0214974-0.000183189j 0.0218426-0.0011366j -0.0144679-0.0179913j -0.00117268+0.0318287j -0.0534547+0.0114985j 0.00939485+0.0255855j -0.0466457-0.103005j 0.00975045-0.0646017j 0.0348857+0.0838349j 0.147352-0.0184001j -0.0601055-0.0245938j 0.031535+0.092965j -0.0196861-0.0161949j -0.0385626+0.0282911j 0.0153183-0.0142972j 0.0596754-0.0293052j 0.100043+0.00964769j -0.0319498-0.106123j 0.0271336-0.0338273j -0.129226-0.0239259j 0.0022104+0.0976366j 0.104056+0.0331271j 0.182665-0.0583192j 0.0192997-0.101001j 0.118805-0.0519641j -0.11866+0.0069481j -0.00800336+0.134318j 0.00512349+0.0624153j 0.00260364+0.0707931j -0.137693-0.0443936j -0.0709659-0.0143355j 0.0452497+0.124262j 0.030322+0.0662871j -0.0370686-0.0992264j 0.0292391+0.0436486j -0.111563-0.0306011j 0.0667034-0.0357857j -0.0102063-0.0909606j -0.0465159-0.0413128j 0.083059-0.0222549j 0.000596412+0.0353805j -0.185162+0.0470835j 0.0363807+0.149895j 0.100303+0.100955j 0.00936051-0.113375j 0.023561+0.0624688j -0.048729+0.00371833j 0.0111561+0.0363244j -0.0488156-0.0167474j -0.0201505+0.016267j 0.0662345+0.0256941j 0.0608425+0.0386772j -0.0136847+0.0201145j -0.0528171-0.0105001j 0.00178137+0.0370204j 0.0102246-0.0265671j 
-0.0221308+0.0304127j 0.0276869-0.0148804j -0.0402958+0.00208208j -0.00792839+0.00142252j 0.0698664+0.000315399j 0.00429774-0.000339364j -0.0147129-0.0147635j 0.0181832+0.0260278j 0.029091-0.0165647j -0.089655-0.0120947j -0.0243504+0.0146169j -0.00517885+0.0556515j -0.00790051-0.0553055j -0.0367086+0.0132776j -0.0350881+0.00292375j -0.0129972+0.0159193j 0.0212281+0.0150941j -0.00588557+0.0013849j 0.0139967-0.0179513j 0.0326603-0.00588469j 0.0249781+0.0436256j -0.0502586-0.0306599j -0.0802343-0.0662648j 0.0117342+0.058054j -0.107529-0.0427473j 0.0303092-0.0471654j -0.00191375+0.0765461j 0.0227145-0.0271211j 0.0146693+0.0321312j -0.0468384+0.0114942j -0.100288+0.0147964j 0.00530896+0.0242216j -0.00995502+0.0170071j 0.0581531-0.0309142j -0.0218785-0.129339j 0.0476799+0.0204897j 0.0646333+0.212044j -0.0490514-0.0812415j -0.00462627-0.00424228j 0.0879379+0.0804961j 0.0801096+0.126749j 0.0454011+0.0845411j -0.10578-0.076101j 0.0282222-0.0138665j -0.0253523+0.0253844j -0.0138259+0.148551j -0.0664488-0.0274735j 0.0468276-0.0536029j -0.0351997-0.132191j 0.00715987+0.0569244j -0.0289721+0.0706369j 0.0491577+0.0205907j -0.0152013+0.0893843j 0.145453+0.123793j -0.00238156+0.0294141j -0.000964635+0.0368611j -0.0103196-0.0540074j 0.0806934+0.131054j -0.0746392-0.10003j 0.0668785+0.122433j -0.0396113+0.0180659j 0.147475+0.11021j 0.0166693+0.0132675j 0.0763636+0.0917042j -0.00461603+0.0128925j -0.00322309-0.0229042j 0.0368655+0.127192j 0.0469888+0.0958918j 0.104266+0.0955576j -0.100798+0.0642191j 0.00844766+0.0790715j -0.00699459-0.0494059j 
-0.00110967+0.0330741j -0.0107806+0.00551561j -0.0581038-0.00778199j 0.0206153-0.0474595j 0.0252447-0.026777j 0.0203942+0.0182915j 0.0323024+0.0260899j -0.00428755+0.0144662j 0.00764105+0.00208234j 0.026895+0.0346768j 0.0674723-0.0474083j 0.0101506-0.0330624j -0.0507441+0.0465859j 0.0249181-0.0211579j -0.0131373+0.00877282j -0.0779592-0.0363818j -0.0258517-0.0264399j 0.0412074-0.00203083j -0.0471691+0.0409001j -0.0458624+0.00917217j 0.0241151+0.0146498j -0.016281+0.000171534j 0.00811188-0.0388944j -0.00163399-0.0541364j -0.0431491-0.0518902j -0.0436439+0.0781985j 0.0544118-0.0248997j -0.0186023+0.0122782j -0.00253312-0.000355007j -0.00291602+0.0161492j -0.000800734+0.10925j -0.054722+0.0345429j 0.00325368+0.0829628j 0.0532126+0.0200595j 0.0024441+0.0403161j 1.0234e-05-0.0123491j -0.0856026-0.195812j 0.0525837-0.0732611j -0.107445-0.0249839j -0.0253155-0.0829478j -0.163319+0.00245883j 0.0568793-0.137358j -0.0120893-0.00719049j 0.0671677-0.0297933j 0.0640159+0.0168704j 0.0874018+0.0946731j -1.0975e-05-0.0932583j 0.106471-0.0784006j 0.00517687-0.00779104j -0.147387-0.0744008j 0.08076+0.0341059j -0.0935064-0.131807j 0.050796-0.0999451j -0.0121012-0.0168181j -0.0308083-0.0743017j -0.000255742+0.0546792j -0.0458905-0.0216813j -0.0292055-0.01567j -0.0353488+0.0329349j 0.0710067+0.0605446j -0.022511-0.150962j 0.0476685-0.0154472j -0.0256876+0.0748746j -0.116638-0.062679j 0.0247127-0.00286818j 0.0061214+0.00783315j -0.0176857-0.0136428j -0.024229+0.0356318j 0.0214518+0.118169j -0.0293295+0.0224702j 0.0923325+0.0368924j 0.0142531+0.0536941j 
-0.00380313-0.0261713j -0.0193507+0.0147861j -0.00208378-0.00416063j -0.0133256-0.00373609j -0.0282808-0.00523942j -0.044174+0.00963166j 0.035494-0.0338536j -0.00991481+0.0249273j -0.00395003+0.0487152j 0.0260656+0.0512723j -0.00272002-0.0141839j -0.0403534-0.0106166j 0.0117674-0.0165786j 0.0150519+0.0173146j 0.00618459+0.00724572j 0.0227411-0.00521166j -0.0227836+0.0121798j 0.00353536+0.0354997j -0.0238172-0.0406779j -0.0226186-0.0466457j -0.0541831-0.0467075j -0.0239716+0.0187774j 0.0744127+0.0647732j -0.0650184-0.0331039j -2.59862e-06+0.0142925j 0.0416256-0.00894506j -0.0427405-0.0325816j -0.0159712-0.081581j -0.0137769+0.00255394j -0.0374698-0.0840528j 0.0814937+0.0143071j -0.0184805+0.0472279j 0.0466852+0.023399j -0.0698889-0.0960296j 0.0406735+0.0411695j 0.041243-0.01109j 0.001144-0.0292656j 0.0429849+0.00807806j 0.0364462-0.0584462j -0.00181878+0.0141148j 0.226027+0.0375032j -0.0410211+0.0346036j -0.0103654-0.0904588j 0.0125134+0.0689716j 0.0150349+0.103958j -0.0198716-0.0963456j -0.0733309+0.0442705j 0.0422539-0.0367481j -0.010082-0.0413536j -0.0760145+0.0114987j -0.105885+0.0325658j -0.0882129+0.0735892j 0.0248702+0.0133389j -0.0600786+0.105093j -0.0948205-0.0351722j -0.0654164-0.0911654j 0.0248063+0.0909105j 0.00837577+0.06366j -0.0195325-0.0237053j 0.0771252+0.0800465j 0.000785019-0.125128j 0.0414661+0.0932405j -0.0249667-0.0107925j 0.0845922+0.0510972j -0.0366278-0.0134479j 0.0812916+0.0875474j 0.0162831+0.0245622j 0.0572772-0.0722241j -0.0473066+0.00874411j -0.00388298-0.0286502j 0.0032341+0.00482134j -0.0245995+0.0394887j 
-0.0058391-0.0307788j 0.0145156+0.0259391j 0.0164296-0.0114784j 0.0251104-0.0380863j 0.0361181-0.0313507j -0.00124153-0.00526226j -0.0163848-0.00574503j 0.00484809+0.0119163j -0.0309524-0.0369532j -0.0697828+0.0165258j -0.00200139-0.0261743j 0.0268889+0.0194255j -0.0038606-0.0147726j 0.00956851+0.0279498j -0.0391821-0.015851j 0.0156506-0.024704j -0.0527989+0.0524977j -0.0526614-0.0156089j 0.0513547+0.0909612j -0.0358277+0.0205312j 0.0714769-0.0113122j -0.0470461-0.00552068j -0.000235369-0.00822523j 0.0055225+0.014993j 0.0451226+0.00233012j 0.0303497+0.0401389j 0.0237369+0.0216271j -0.0071673+0.0150543j -0.107034-0.00839321j -0.00404008-0.0731588j 0.0506524+0.106137j -0.0702881-0.10166j 0.0218051-0.022449j 0.0718392-0.016018j 0.00877621+0.0293173j 0.00595792-0.096213j 0.00332426+0.0668553j 0.00223999+0.00775592j -0.0397994-0.043996j 0.0491257-0.0245117j -0.00688489+0.0365941j 0.0078869-0.0246979j -0.0520711+0.041292j -0.0490328+0.0436663j 0.0891925+0.0729536j -0.0266991+0.0560734j 0.0258988-0.0298351j 0.0713267-0.00176672j -0.00186319-0.00405277j -0.0306172+0.0999493j -0.0756189+0.0591521j -0.0555228-0.0671102j -0.0943589-0.136355j 0.116476+0.0786169j -0.0210303+0.0652342j 0.00715329+0.011238j -0.0767919+0.0594077j 0.0158499+0.00392751j 0.0618186-0.0118892j -0.0256006+0.0426848j 0.029691+0.0784275j -0.00217787+0.0116032j 0.00831962-0.0199756j 0.0624416-0.00880823j -0.0150771-0.0120735j -0.0209089+0.0659455j -0.0478031+0.00958001j 0.0316243-0.0145399j 0.0511316+0.0477238j -0.0029809+0.0446945j -0.0410396-0.0135016j 0.00831909-0.0310351j 
-0.0183932+0.00950685j -0.0351788+0.0260372j 0.00610464+0.00206387j 0.0011807-0.0103339j -0.0172253-0.04147j -0.00695745-0.00640145j -0.00751822-0.0345787j -0.041488+0.0322152j -0.0490525+0.0389093j 0.0341028+0.0327997j -0.0201209+0.000374558j -0.020713-0.0048088j 0.0246855-0.0492798j 0.00898889-0.0195002j -0.0513853+0.045594j 0.00664712+0.0157277j 0.0335395+0.0423276j 0.00188824-0.0139647j -0.0120082+0.0153253j -0.0434621+0.0796793j 0.0723354-0.0831148j 0.0578348-0.0914816j 0.0553305-0.0251327j 0.0184152+0.0504853j -0.00580778+0.0121561j -0.00658778-0.0761258j 0.0319173-0.0108743j 0.0259467+0.0409984j 0.0126183-0.0881031j 0.0461816+0.0227297j -0.0215091-0.0167045j -0.0313012+0.0233121j -0.0160301-0.126007j -0.0331231+0.0675657j 0.0167717-0.111928j 0.0832857-0.0125105j 0.0408999+0.0384789j 0.000549542-0.0354855j 0.00231392-0.0809447j -0.0276192-0.181639j -0.115176-0.111041j 0.00456637+0.00788808j 0.0399627+0.145566j 0.0414973+0.0440137j -0.0589607-0.0966194j 0.0837641-0.0217232j 0.00323684-0.0649861j -0.0418278-0.050771j 0.0318979-0.0334351j 0.024227-0.0314102j 0.111834+0.139393j -0.0313554+0.0342632j -0.0105441-0.0902715j 0.0396109+0.0388766j -0.0738202-0.0387443j -0.0337907+0.0317101j 0.0430103+0.00431708j 0.0109605-0.035401j 0.0295319+0.0807229j -0.0111688+0.0285003j 0.0136807-0.0518396j -0.00848862+0.0499476j -0.0203843+0.0306344j 0.0117808+0.00261817j 0.00218567-0.0305165j -0.0010516+0.0596698j -0.025596+0.00442138j 0.039651+0.0193349j 0.0361175+0.036267j 0.0296366+0.0270414j 0.00870413-0.00305927j 0.0213311+0.0403231j 
0.0160412+0.0331007j -0.00472934-0.0109764j 0.00258614-0.002639j -0.020791+0.0254593j -0.0393684+0.0024457j 0.00719109-0.0362081j 0.0475395+0.0277527j -0.0277151-0.00474568j 0.0288447+0.0424312j 0.0383202+0.0238956j 0.0549601+0.00228051j 0.011942+0.0125103j 0.00831698-0.00222921j -0.00685872-0.0355547j 0.0722955+0.00991643j 0.0267536-0.0151901j -0.0355797+0.0104626j 0.0365544+0.00496453j 0.0075349-0.00437422j -0.0110054+0.0274227j 0.00638462-0.00502813j 0.0226444-0.0201232j 0.0183181+0.0251966j -0.0192403+0.0262323j -0.081539-0.0508913j 0.0235877-0.021421j 0.0645507+0.0326719j 0.00484949-0.00410684j 0.0774587+0.00936103j 0.122504-0.0591769j 0.100808-0.0456128j -0.130367-0.0374871j 0.0228614+0.0752246j 0.0409608-0.0342145j -0.037249-0.0288072j 0.0682639+0.160315j 0.113185+0.0435503j 0.00281015-0.0753685j -0.0985344-0.0465553j 0.0826725-0.0579046j -0.0599636+0.12333j -0.0297913+0.0988444j -0.114508-0.00275361j 0.00852508+0.128009j 0.12016-0.0198158j 0.0482619+0.220679j 0.0253976+0.0965949j 0.0567295-0.0711269j 0.0353535+0.0697426j -0.0137781+0.0713254j -0.12576+0.0759372j 0.0504864+0.131522j 0.133493+0.0353471j -0.0035634-0.0105497j 0.0663853-0.00419569j -0.135225+0.0103546j 0.0608731+0.0113755j -0.0119081-0.0339871j -0.0637848-0.0671916j -0.0202268+0.0829184j 0.0434232-0.0248549j -0.0324784-0.0012997j 0.0290859-0.00282939j 0.0397924-0.0512392j -0.00267614+0.0105375j 0.038767+0.0322251j -0.0243722-0.00774195j 0.0147215-0.00848847j -0.0179639-0.0796362j 0.0428965-0.0220386j 0.0478446+0.00376467j -0.0100036+0.0453403j 
-0.0277124-0.0262346j 0.0186087+0.00924146j 0.0091419+0.0152783j -0.0102663-0.00252285j 0.0159469-0.00135187j 0.0060652-0.0174963j 0.0174116+0.0359279j 0.026674+0.0070094j -0.0186784-0.0291226j -0.0385437+0.0755804j -0.0253255-0.0336658j -0.0413768-0.00215521j 0.0189331+0.0492692j 0.018657+0.00287771j 0.0449211-0.0273142j 0.0533923-0.0104919j -0.00228764-0.0188733j -0.0648258-0.00936168j 0.00801032+0.0232653j -0.015687+0.0481476j -0.00543904-0.00851314j -0.0476048+0.0286702j -0.0150367+0.0959166j 0.00166469-0.0435746j 0.0475443-0.00101937j 0.00917136+0.00404975j 0.0107963-0.0205045j -0.0542101-0.0427938j -0.0869372+0.0453268j 0.0456472-0.052559j 0.0120853+0.0638693j 0.012261-0.0755508j 0.0254202+0.0538098j -0.0221218-0.055469j 0.0413289+0.0667444j -0.100443-0.116777j -0.0110217+0.0694823j -0.00729861-0.0204599j -0.00341927+0.0429845j 0.0219402+0.0666886j 0.028275+0.113974j -0.0110664+0.0655518j -0.0876176-0.0555222j -0.00771455+0.0305721j 0.0374533+0.0572546j 0.0440589+0.0883692j 0.00565137-8.0434e-05j 0.0369857-0.0202446j -0.045497-0.021961j 0.0343505+0.0309371j 0.0074095+0.00311426j 0.0268326-0.100481j 0.0400836+0.0556097j 0.0368747+0.00971385j 0.00993541+0.042042j -0.0383233+0.0487791j -0.0118238-0.0901378j 0.0399423+0.0585226j -0.0204514+0.0218616j 0.0418631+0.0415583j 0.00208802+0.0571664j 0.0243412+0.0714636j 0.0149899-0.0220079j -0.0503917-0.0687895j 0.028074+0.0364264j -0.0427445+0.0418098j -0.00350101+0.0638816j 0.0325788+0.0304759j 0.0476695-0.0187831j 0.0332363+0.0314731j -0.0284397+0.00688147j 0.00182518-0.0170104j 
0.0158912-0.0339026j 0.038903-0.0134128j 0.0127686+0.000317425j 0.0349065-0.000843269j -0.00809907+0.0339697j -0.0120151-0.012194j -7.35671e-05+0.0439912j 0.0285917+0.0162019j -0.0179269+0.0316388j -0.00465126+0.00755518j 0.0183219-0.00739602j 0.0095335+0.0143794j -0.0406128+0.0228023j -0.013909+0.00284086j 0.00689258+0.0202985j -0.0120049-0.040466j 0.000100048+0.0627622j -0.00664863+0.0132776j 0.00602405-0.0169954j -0.0360329+0.0422858j -0.0362044-0.00549146j -0.0159815-0.0353708j -0.0189131-0.0374852j 0.0392712-0.00443454j 0.122324+0.0500322j 0.034974-0.000612596j -0.08971+0.0581603j 0.0265628+0.01757j 0.0544611+0.0236557j 0.0313644-0.0800955j -0.0197518-0.0472871j 0.154176-0.0410358j -0.0280261-0.0839699j 0.00486515-0.0025846j -0.114266-0.00997777j 0.0481199-0.0479516j 0.0752244-0.0281811j 0.10521-0.01547j 0.0725349-0.00335805j -0.0649814+0.0313464j 0.0195023+0.0405518j -0.00763516+0.0703208j -0.0338191+0.0261313j 0.0959984-0.053389j -0.063989-0.0679132j 0.0216268+0.0128945j 0.128102+0.073012j 0.0048205+0.0255293j -0.0736443+0.0926306j 0.018259+0.073588j 0.0921364-0.0433196j 0.0423741+0.00434895j 0.0335379-0.00776504j -0.0160302-0.110528j -0.00627092+0.0493825j 0.0465638-0.0238846j 0.0207117-0.068665j -0.0449868-0.00460519j -0.0555269-0.0274538j -0.00124443+0.058316j 0.0405577+0.111481j -0.0128369-0.0784068j -0.00729398-0.00031772j 0.0025647+0.0103521j -0.0295533+0.00655385j -0.0666784-0.00886769j 0.00924396-0.0536675j -0.0089182-0.0227652j -0.0379407-0.0463611j -0.0214181-0.0519348j -0.0527139-0.00150231j -0.0369768-0.0708569j 
