0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
-0.052107-0.00954313j -0.0242452+0.00657263j -0.0665472+0.0319594j 0.131137-0.0864368j -0.0856479+0.0626426j 0.023259+0.0253426j -0.089603+0.00148688j -0.0635176+0.0268828j -0.048296+0.0310956j -0.0700083+0.00201065j 0.0208588-0.0703506j -0.05601+0.022583j 0.00666292-0.013886j 0.0844073-0.0184782j -0.0339895-0.0118101j -0.00960675+0.00335516j -0.0335501-0.02775j 0.00750441-0.0115859j -0.0428318-0.022339j -0.0826246-0.0112887j 0.0346806-0.0445525j -0.016462+0.0376732j -0.00833617+0.0339131j 0.0713097-0.0379285j -0.022381+0.00760428j 0.0123497-0.0622986j -0.0143494-0.0237966j -0.0575453-0.0407852j -0.0412535-0.00765967j -0.017268+0.0130412j 0.0389662+0.00400164j -0.0203133+0.0179378j -0.023451-0.00332207j -0.0348045-0.0195009j -0.00478739+0.0310405j -0.0188102+0.0200363j -0.00382735-0.00857888j -0.0240925-0.0102803j 0.0361798-0.00606743j -0.0468161-0.0243336j -0.0198735-0.0206379j 0.0100817+0.000587734j -0.00648451-0.0131522j 0.0379015-0.00763489j 0.0462325+0.0122965j -0.0114815-0.0352612j 0.00434395-0.00396096j -0.0364021-0.00456957j -0.0308819-0.015583j 0.00459451+0.0458763j -0.0109512-0.0278513j -0.0208246-0.00123902j 0.0347725-0.0355952j -0.00996762+0.00941654j -0.0388927+0.0374423j 0.00787735-0.00418615j -0.0013637+0.00801684j 0.00466355+0.0012538j 0.00840703+0.0327603j 0.0124601-0.00990457j 0.00902921-0.0186493j -0.0312553-0.0105446j -0.00878385-0.00319035j 1.91796e-05-0.0157211j 0.00724702+0.0191316j -0.0001175+0.00557399j 0.0292465+0.0036871j 0.00329448-0.0202825j -0.0282513-0.0177848j 0.0654705-0.0229191j -0.00214694-0.0338509j 0.000442752-0.0239208j 
-0.0709332-0.0490334j -0.00814542-0.00564216j 0.00649521+0.0851066j -0.0474425-0.0143385j 0.000976235-0.0288142j -0.0203844+0.107288j -0.0936049-0.0524918j 0.0359433+0.0523629j -0.0733591+0.107007j -0.0634528+0.0587332j -0.0380005+0.0478252j -0.047508-0.0551827j -0.000323713-0.0845186j 0.0216442-0.0286594j -0.0304968-0.0227299j 0.0571486-0.0142417j -0.0502363+0.0186618j 0.0156961-0.00757304j 0.0243693+0.0349043j -0.0346127-0.00527198j -0.0456923-0.0159984j -0.0313762-0.0316419j 0.0546595+0.0147892j -0.016567+0.0294808j 0.0443737+0.0282769j -0.0485138+0.0404706j 0.0270542-0.0237338j 0.00965414-0.0236236j -0.000182376-0.0467807j 0.0307416+0.00162473j 0.0323639+0.0153521j 0.0326778-0.0162395j -0.00745625+0.00444565j -0.00712604+0.00343664j 0.0147257+0.00586632j 0.0326117-0.021343j 0.00345481+0.0128036j -0.00257967-0.0151478j -0.0126184-0.0237048j 0.0133377-0.0262356j 0.00339728-0.00231884j 0.0231119+0.0170753j 0.00878277-0.0149308j -0.0274801+0.0233118j 0.0069013+0.0136471j -0.0123035-0.00930673j -0.0293206+0.0255317j 0.0150138-0.0106043j 0.0101883-0.00906761j 0.0215153-0.0128019j 0.029143+0.000643509j -0.0030998+0.0189018j -0.0276276-0.0185315j 0.00273652+0.0330053j -0.00484394+0.00399469j 0.000554836-0.0066902j -0.0150812-0.0192213j 0.0363014-0.0154978j -0.00192539-0.0184282j -0.021059+0.0144028j -0.0171939+0.0212352j 0.00741769-0.0248677j 0.0147338-0.0191931j -0.0218288+0.0204181j -0.00205924+0.00201476j 0.0389887-0.014694j 0.0130141+0.00665692j 0.0109009-0.0229306j -0.031538+0.0042002j 0.0214483+0.0234777j -0.0312777-0.0418757j 0.00954283-0.0393123j 
0.0418216+0.0505987j -0.0754718+0.0117882j 0.030152-0.0232927j -0.0473624+0.0932761j 0.0508288-0.107387j -0.0493183-0.0547178j 0.0786443-0.0648623j 0.0463753+0.00211522j -0.0511742-0.0179676j 0.0481798-0.0675052j -0.0328041-0.0249318j 0.0247378-0.0956304j 0.0401547-0.00596035j -0.0206555+0.110898j 0.0591986-0.00812561j 0.081007+0.0240891j 0.00412813-0.0109748j -0.0383601+0.0367546j -0.0640588-0.00284379j 0.0888893+0.0251778j -0.0394413+0.013259j 0.0498566+0.00809616j 0.0153065+0.0481548j -0.0232768+0.0501373j 0.0234306+0.00410245j -0.0458128-0.0169578j -0.0207234-0.0291293j -0.0143037+0.0168884j 0.0308102-0.00943562j 0.0327402-0.00533854j 0.0101886-0.0248575j 0.0447395-0.0098698j 0.0259768-0.0374033j 0.0169097+0.00684508j 0.0219652+0.0181713j -0.0106913+0.0108669j -0.0148468-0.0185579j 0.00834796+0.0418923j -0.0149496+0.0349339j 0.0125574-0.000639604j 0.011601+0.0375349j -0.0259309-0.00444096j 0.00203045-0.0294627j 0.0129325+0.0205678j 0.00102253+0.00863855j 0.0101102+0.00523804j 0.000582839-0.0041322j 0.0199284+0.0502909j 0.0199517+0.0215305j 0.0203609+0.015585j -0.00547308-0.0049679j 0.0138928-0.0103316j -0.0420084+0.012464j 0.0132427-0.0282682j -0.00682804+0.0407161j 0.0234861-0.000752031j -0.00658603-0.019949j 0.0382788+0.0416405j -0.00700762+0.00662825j -0.0287209+0.0171535j -0.00493762+0.0100402j 0.00703953-0.00781279j -0.0509293-0.00157006j -0.0036461-0.0388248j 0.0233833-0.0485249j -0.00272109-0.00745838j -0.0701945+0.00065139j -0.0275888+0.0308576j 0.0244275+0.0148923j -0.0451609+0.0263599j 0.0163309+0.0226936j 0.00676156+0.00758102j 
-0.0102051-0.0071961j -0.0719874+0.017903j 0.0555587+0.0434055j -0.0547131+0.0581553j -0.0888162-0.00620622j 0.0482188-0.000355948j 0.0181065-0.0360749j 0.0314558-0.0530476j 0.0145572+0.0500271j -0.00171138+0.0719044j -0.0388825+0.0334438j -0.0296469-0.0273812j 0.034633+0.0494715j 0.0350664+0.0169794j 0.0155236+0.0355073j -0.00662699+0.0212683j 0.0563628+0.00881086j 0.0201717-0.017364j -0.00644827-0.0416761j -0.012279+0.0329091j -0.014012-0.0440603j 0.0300116+0.0163811j -0.0192876+0.0148589j -0.0122429-0.0013366j 0.00310682+0.0504259j 0.00490344+0.00129469j 0.00484475-0.0142371j -8.07975e-05+0.00369182j 0.0224817+0.00613876j 0.0258174+0.0403485j 0.016072-0.0203108j 0.0239669+0.0187559j 0.0105409+0.0311739j 0.00322025+0.0336155j 0.0134835+0.0222455j -0.00646817-0.00616858j -0.00632767+0.00408114j -0.00377308-0.0203282j 0.0159243-0.00793877j -0.017431+0.00476328j 0.00656895-0.000923311j 0.0145185-0.0106034j -0.00743058-0.0194148j 0.00601333+0.00325574j -0.0037965-0.00933324j -0.0250454-0.0117432j -0.0153868+0.02364j 0.000364163+0.00427423j -0.0180786-0.0202357j 0.0132027-0.0161148j 0.00600347-0.00478604j 0.00905386-0.0132666j 0.00427596+0.0155664j 0.00162467+0.0197932j -0.00538449+0.00231833j -0.0441461-0.0313064j 0.00192681-0.00303496j 0.0317516-0.0257084j 0.0269446-0.00859429j -0.0179424+0.00145248j -0.0188624-0.00479193j 0.0102565+0.0160051j -0.0165115-0.0278338j -0.0291889-0.000472921j 0.0348578+0.0158673j -0.0071383-0.0249177j 0.0159435-0.03062j 0.0222652+0.013244j -0.0208304-0.0149525j 0.00397914-0.0159281j -0.0205009-0.00784459j -0.0338808+0.0331366j 
-0.0465891+0.0530847j 0.0087146-0.0517657j -0.0154471+0.0204078j 0.0448922-0.0583106j -0.0180829+0.0523354j -0.0902842-0.033924j -0.0702125-0.0478102j -0.0446555+0.0627135j -0.0478273+0.00113416j 0.0222808-0.0911197j -0.0162328-0.0100219j -0.0891765+0.0152222j -0.0150767-0.0813518j -0.0314069-0.0311146j 0.0242842-0.0214548j 0.0336622+0.0321254j -0.102854+0.00523063j 0.0101855+0.00755106j 0.00232315+0.0860843j 0.0454026-0.0895723j 0.045912-0.0791568j -0.0623796+0.000624379j 0.0965395+0.0367805j 0.0146501-0.0169324j -0.0267666-0.00665126j -0.0637884+0.00623279j -0.0269201-0.00418238j -0.0227299+0.0102348j 0.0182086-0.0279684j 0.0198147+0.0111285j -0.00697169-0.00242844j -0.0104403+0.00548728j -0.00610299-0.014011j -0.0079582-0.00373988j 0.0128337+0.00518663j 0.0179002-0.00678272j -0.00497832+0.00484906j 0.0127634+0.00784833j -0.0083539-0.0228563j -0.0237509-0.00639809j 0.024165+0.0224957j -0.0358088+0.0350388j 0.0134642-0.0160033j -0.00340228+0.00356175j 0.016025+0.0161754j 0.00887198+0.00334921j -0.00516232-0.0176032j 0.0280825+0.00938666j 0.0203464-0.00589732j 0.0231623+0.024162j 0.00969986-0.00582335j 0.0102413+0.0130761j -0.0225054-0.0183637j 0.0197637-0.000569362j -0.0158699+0.0490104j 0.0558197+0.0183894j -0.00949821-0.0213062j 0.00281306+0.0109743j -0.0136975+0.0215297j -0.00755595-0.00673166j -0.00461537+0.0177136j 0.0117383-0.00535779j -0.0248059+0.0179495j 0.0314463-0.0142056j -0.0623981-0.0370468j 0.00729741+0.0173933j -0.032945+0.0173924j -0.0110468+0.0157223j 0.0116675-0.0121863j 0.0161779-0.0196669j 0.0160072+0.0349109j -0.00905796-0.015487j 
-0.0267159-0.0408622j -0.0406645+0.0712511j -0.00706519-0.0351732j 0.0527625-0.0556462j -0.0715105-0.0362731j 0.0323265+0.0635909j 0.0423468-0.0460146j 0.0219077+0.050778j -0.0174356+0.0453604j -0.0283798+0.106224j -0.00678633+0.0109784j 0.0545269-0.00660664j -0.0497046+0.0378476j 0.0397857+0.0323694j 0.0556023+0.0375495j -0.0364049-0.000939325j 0.000768105-0.0494548j -0.0121434+0.0202997j -0.0191614+0.0412017j 0.000920703+0.0669929j 0.0251557-0.0310192j -0.0266701-0.0274743j -0.0206838-0.0127585j 0.0251695-0.0509855j -0.00452599-0.00221151j -0.00990527-0.0137455j -0.0168446+0.049389j 9.05465e-05+0.044301j 0.0150753+0.0191504j 0.0204175-0.0147151j 0.015661-0.0241626j 0.0145528+0.026165j 0.0141848+0.0467727j 0.0337137+0.00631386j -0.00144735-0.00319792j -0.0327431-0.0180204j -0.0351854+0.0323551j 0.00841825-0.0173986j 0.033588-0.0111856j 0.0261263-0.00527859j -0.022558-0.00566216j -0.00774149-0.0126354j -0.00120124+0.0421032j 0.0365512-0.00503527j 0.0146005+0.0103548j 0.00513037+0.0264839j 0.00914675+0.00876316j -0.0272219-6.74929e-05j -0.0375867-0.0164598j -0.00552716-0.0164864j 0.00147395-0.0162528j -0.00360647+0.0202977j 0.0378067-0.0244682j -0.000330328-0.0103263j -0.0133232-0.0188434j 0.016044+0.0169118j 0.0111471-0.00316611j -0.00355003+0.00779456j 0.0258545-0.0298209j -0.0170257+0.0231596j 0.00836201-0.0313167j 0.0338871+0.00554174j 0.00530765-0.0320977j -0.0363184+0.0534815j 0.0558595-0.00123556j 0.0176073+0.0224662j 0.0154638-0.0494367j -0.00907438-0.0436945j 0.00207682+0.0337305j 0.0325325-0.0167461j -0.0115017-0.0324954j 0.000652508+0.0587632j 
-0.0459837+0.0448968j 0.102249+0.0179549j 0.087065-0.0491998j -0.0500523-0.0224749j 0.152907+0.00789178j 0.0640913+0.00138359j -0.000828263+0.105588j -0.0111164+0.0368399j 0.00742835-0.108087j 0.0642115+0.0311099j -0.00730529-0.0145752j 0.0113341-0.0467786j -0.0142582-0.0135807j -0.0599865-0.017656j 0.0420136+0.0183568j 0.0388539+0.0198545j 0.00694871-0.0429227j 0.0102857-0.00950683j -0.0612375-0.0166365j 0.0237672+0.0561685j 0.00500852+0.0474945j -0.0437629-0.00997751j -0.02362-0.0318154j 0.0314507+0.0321742j -0.0184999-0.0126753j -0.036607-0.0233467j 0.0673769-0.0243983j 0.00721937-0.0218305j 0.00859643+0.00202121j -0.00696432-0.00525072j 0.00759771+0.00494117j -0.0168844-0.0113617j 0.0167203+0.0387294j -0.0237062-0.0192419j 0.0286839+0.0032075j 0.0124645+0.0294962j -0.0251884+0.0210673j 0.0121201+0.00417741j 0.0238244-0.0257383j 0.0119471-0.030496j 0.00747477-0.0183258j -0.0017154+0.0294453j 0.0236218+0.0210198j -0.00745042-0.0500906j -0.00367199-0.00770379j -0.0225826+0.0256137j -0.00712388-0.00805727j -0.00195922+0.034372j 0.013829-0.0214592j 0.0279005-0.0295223j 0.0193658-0.0297728j 0.00661221+0.00749319j -0.0299145+0.0316381j -0.0124716+0.0186332j -0.0270049-0.0213251j 0.00671275+0.0161937j 0.00557316-0.0112704j 0.0484308-0.0124284j 0.0346656-0.0168922j -0.0114916-0.012282j 0.0147567-0.0128791j 0.00900986+0.0140942j -0.0544308+0.00805304j -0.0144235+0.00821522j -0.0177999-0.0150622j -0.035464+0.0312567j -0.00550967-0.00755814j -0.0250458+0.0141423j 0.073675+0.000770779j 0.0191455+0.01958j 0.017644+0.00921756j 0.0438794+0.0294277j 
-0.118744+0.0133753j 0.011698-0.0213235j -0.0114904+0.0710831j 0.0173967-0.0378205j 0.112411+0.0101026j 0.0303429+0.0997671j -0.0810241+0.0562518j 0.0388127+0.101184j -0.00972562-0.00786576j -0.0118163+0.0120767j 0.00700546-0.0493766j -0.0476799-0.0316013j -0.0832588+0.0114993j -0.00308274+0.000313557j -0.0283163+0.0391455j 0.00210944+0.0395153j 0.00287938+0.0109594j -0.031826+0.00697755j 0.00140322-0.0148562j -0.0128032-0.0139153j 0.048234+0.0485583j -0.0109202-0.00496694j 0.0146968-0.00822849j -0.0392336+0.0380429j 0.00454079+0.0210806j 0.0133437-0.0152645j 0.0297617-0.00930276j 0.0448921-0.0436388j -0.00762384-0.00791081j 0.00222442-0.0439862j 0.000466706+0.049032j 0.0299064-0.0222302j 0.0080424-0.0066539j 0.020049+0.00877682j -0.00476636-0.0163332j -0.0026342+0.0312046j 0.0137123+0.0183786j -0.00662333+0.00889876j 0.0178004-0.0108746j 0.0518339-0.00219374j 0.00762429-0.00373813j 0.00295415-0.0101659j 0.0116613+0.0214098j 0.0253539+0.000613762j 0.0144463+0.00843516j 0.0139907+0.00294483j 0.00377389-0.0254185j -0.0108191+0.0236105j -0.00618408+0.0208946j -0.0408833-0.00894168j 0.00680033-0.000139458j -0.0259129+0.0263614j -0.0236102-0.0196445j -0.0179056+0.0123073j -0.0327128-0.0193327j -0.00278422+0.021056j 0.0140842-0.00563794j 0.0300892+0.0333983j -0.00883451-0.0428437j 0.00465536+0.00289301j 0.0378346+0.00202314j -0.010287-0.0700913j 0.00364146-0.00607509j -0.0622039+0.0107615j 0.0359131+0.00519109j 0.0190728-0.0199069j -0.0128882+0.0106381j 0.00317814-0.0238755j 0.0130145+0.0377237j -0.0181348+0.0502079j -0.0135154-0.0214618j 0.0692734-0.0359002j 
-0.0786527+0.0200651j 0.0091009-0.025291j 0.00650374+0.0274812j 0.0805511-0.0794419j 0.0260823+0.0608972j 0.0108946+0.0212546j -0.0681437-0.00873737j 0.0243415+0.00759909j 0.0354526-0.0214277j -0.0342774-0.0129684j -0.0126599-0.00337557j -0.141069+0.0372833j -0.0376536+0.00727729j 0.00685237-0.0302345j 0.0317033+0.0287713j -0.0287933+0.0828389j -0.0222056-0.00243476j -0.0010824-0.015695j -0.0128614-0.0178618j 0.0195993-0.0359351j 0.0297395-0.0222869j -0.0361244+0.0398888j 0.0140885+0.0388742j -0.0089386+0.00306965j -0.0169255+0.0299905j 0.0145509+0.0127538j 0.0107566+0.000278065j 0.00981876-0.00600907j -0.00105052+0.0156525j -0.00905905+0.0142608j -0.0015486+0.0275864j 0.00709006+0.0176018j -0.0137797+0.00438447j -0.00619687+0.0155456j -0.0030351-0.00687715j -0.0128046+0.00880616j 0.00587491+0.0212325j -0.0174069-0.00653334j 0.00923991-0.00786986j 0.0160549+0.00822339j 0.00893459+0.0132007j -0.0299855+0.016849j 0.00684045+0.00277046j 0.0210862+0.00343815j 0.0124145+0.00574414j 0.0113401+0.00199303j -0.00425859-0.0207403j 0.0166395+0.0172411j 0.0162307+0.000321589j -0.00760416-0.00797552j -0.0111246+0.0107317j 0.00565328+0.00539246j -0.0110225+0.00472133j 0.00272297+0.0172755j -0.0324123-0.00107848j 0.0110163-0.00317921j 0.0239121-0.0106853j 0.043612+0.00251742j 0.0185583-0.0295948j 0.00376846-0.0216664j 0.00260992+0.00713564j -0.00667553-0.0381993j -0.0135674-0.00558044j -0.0344042+0.0125668j 0.00717196-8.76787e-05j 0.0111036-0.0286461j -0.0034382+0.00480306j -0.00340991+0.00571229j 0.00845595+0.00563914j 0.0266118+0.00133848j 0.00052743-0.0121827j 0.00662447+0.00560923j 
-0.0426853-0.0304125j 0.0543357-0.0585191j 0.0171403+0.0148611j -0.0189761+0.019607j 0.0507446-0.0222674j -0.0167439+0.0152495j 0.0189962+0.0501313j -0.0339603-0.0141347j -0.0190177+0.0313292j 0.0990711-0.0475322j -0.0399057-0.0432977j -0.0248329-0.00624117j -0.0737538+0.0450859j -0.0161829-0.00273914j 0.0458042+0.0267786j 0.0284636+0.0192491j 0.00875926-0.0525572j 0.00655593-0.0256511j 0.0303554-0.0297046j -0.043222-0.00900971j -0.00750128+0.0477737j 0.0248868-0.0190534j 0.00696348-0.0324107j 0.0112388+0.00188911j 0.0304837+0.023376j 0.0132435-0.0088757j 0.0105604+0.0128735j 0.0328913+0.0170067j 0.0253481-0.0100943j 0.0214783+0.00487113j -0.00846293-0.0054538j 0.018918-0.0165441j -0.0182753-0.0228979j 0.0152262-0.00536785j 0.0203072+0.0124415j -0.00346829+0.00793378j -0.0104922-0.0147701j 0.00254493+0.00343045j 0.0283464+0.0133743j 0.00262391+0.0178694j 0.0155877+0.000551667j -0.0161757+0.00859322j -0.00801162-0.023997j 0.00623871+0.023375j -0.0158559-0.0101355j 0.0095932+0.010467j 0.0363376-0.0291055j 0.0257388-0.0104235j -0.0119599+0.00024474j 0.01004-0.0212749j 0.0104346+0.000563377j 0.0021471-0.0187733j 0.00730881+0.0427675j 0.0228216+0.0200625j 0.00687105-0.0249598j -0.0215503-0.00153476j 0.000310945+0.0155479j -0.00274404-0.0200911j 0.0167481+0.00898172j 0.0178999-0.0237022j 0.0125959+0.0120436j -0.00793541-0.0214521j 0.01693+0.0108819j -0.0241506+0.00897066j -0.0282066+0.0246055j 0.0103673+0.0069425j -0.00770839-0.00518884j 0.0361608+0.00872457j -0.0130967-0.0143752j -0.00337167-0.00583071j -0.0149725+0.0265j 0.001615-0.0284806j 
0.0736751-0.0806768j 0.105991+0.0234252j 0.253722-0.0868451j 0.00672334+0.0924563j 0.00176978+0.124841j -0.0226562+0.0055457j -0.0152116-0.0311853j -0.0667564-0.00150707j 0.0329477+0.0197143j 0.0220603+0.026918j -0.0243311-0.0471602j 0.114927+0.0183665j -0.0583626+0.0874764j -0.011225+0.00131583j 0.0642447-0.00610152j 0.0291146-0.00121564j -0.0784278+0.0547751j 0.0100709+0.0189692j 0.0559391-0.0322071j -0.0297206+0.0147218j 0.00114146-0.0113038j -0.0142264-0.000116428j 0.0170574-0.0322631j -0.0406647-0.0185114j 0.0250508-0.00268291j -0.0305304+0.0296278j 0.0175245+0.0338486j 0.0261969+0.0250845j 0.0008563-0.010948j -0.0121569-0.0120901j 0.0318877-0.0256499j 0.0226064-0.0204012j -0.0161821-0.00414184j -0.0333+0.0117785j -0.00940838-0.00268079j 0.0414609+0.0119205j -0.0235577+0.0317906j -0.000453241+0.00353334j 0.00736042-0.0226677j 0.021079-0.0466258j 0.0101881+0.00345567j -0.0275853+0.00286478j -0.00813441-0.0211518j -0.00562482-0.0143018j -0.0147701+0.0134164j 0.0154198-0.0195382j 0.00609422-0.00668432j 0.00778202-0.0145961j 0.0276959-0.0135012j -0.0206996-0.0068988j -0.0037209+0.00346868j -0.000201851+0.00258589j -0.0339118+0.00270954j 0.00753155+0.0320757j 0.00767155-0.00703421j 0.0256891+0.0131306j -0.00738285+0.00258133j 0.0512221+0.0193705j -0.00937757+0.0213677j -0.0242848+0.00924394j -0.0318031-0.0142728j 0.0086912-0.0237498j -0.0156837+0.0196727j -0.0026839-0.033036j -0.0439882+0.0121799j -0.0176288-0.00534907j 0.00682484+0.0180625j -0.0266672+0.0273329j 0.0181634-0.0377208j 0.0419821-0.0362165j 0.0159725-0.027218j -0.023586+0.0163912j 
0.0291555+0.0529491j -0.0220202+0.135842j -0.00353882+0.0190865j -0.186854+0.00934618j 0.00200139-0.0728772j -0.0189466+0.125566j -0.0404014+0.0573853j 0.0132863+0.0158769j 0.0417201+0.013514j 0.0123147+0.0331269j -0.000174969+0.0554531j 0.00237553-0.0716854j 0.00799136-0.00481583j 0.0168328-0.0447592j -0.0409907-0.0371189j -0.0098564-0.04306j -0.0670665+0.0243891j 0.00591934+0.00714158j 0.0251363+0.0717267j 0.00528522-0.0525372j -0.0388934+0.015177j -0.0298689-0.0482595j 0.030136+0.0155976j -0.0431818-0.0203452j -0.0147893-0.0206254j -0.00860019+0.0234411j 0.00570439+0.0178533j 0.0194204+0.0120507j -0.0025-0.0263907j 0.0158042-0.0165028j -0.0280409+0.028444j 0.0298175+0.0278842j 0.0142934+0.0017738j -0.00209239-0.00741068j 0.0051008-0.0381438j 0.0156368-0.00968657j -0.00877475-0.00194212j 0.00851338+0.00538617j -0.012885+0.0248728j -0.00121254+0.00948293j -0.00659198-0.00115139j 0.0196432+0.0188642j -0.00526841-0.00494156j -0.0367353+0.0451021j -0.0192331+0.0187914j 0.00707888-0.0149194j -1.94474e-05+0.0383377j 0.000658361-0.0261388j 0.0106384+0.00705788j 0.0341615-0.0220974j -0.00428461+0.0057473j -0.000751131-0.000103284j 0.0228045-0.00909533j -0.0138349-0.000674424j -0.00570117-0.0275232j 0.00468037+0.0147019j -0.0100335+0.00505745j -0.025253-0.00300283j 0.0104744-0.000207411j -0.0042034+0.0275789j -0.0207245+0.00537998j 0.0397093+0.0146327j 0.0156967+0.0101179j -0.00372794+0.0471097j 0.022874+0.00929205j 0.00211057+0.0439955j -0.0122836-0.00771744j 0.00464166-0.00642479j 0.0217205-0.0128044j -0.0068093-0.0386129j 0.00442835+0.061841j 0.00392292+0.066913j 
-0.0720996-0.135308j 0.0697343+0.013468j 0.124762+0.0805729j -0.043943-0.0210493j 0.0332654-0.0858073j -0.0559537+0.0166524j -0.0101232-0.0505391j 0.00537271+0.00853052j -0.0400978+0.0444128j -0.0278143-0.00468284j -0.0425786+0.0396203j -0.0456371-0.00387333j 0.0138129+0.0055999j 0.0136598+0.001715j 0.00283234-0.00607545j 0.0854576-0.0144755j -0.0421762-0.0545019j -0.0249368-0.00156127j -0.013946+0.0205873j 0.0879972+0.0163622j 0.0160366-0.0310828j 0.0218085-0.0216215j 0.0207753+0.0556594j 0.0336062-0.0277852j 0.0268907-0.00466808j -0.0397412-0.0300105j -0.0182226-0.0296674j -0.00442528-0.000162388j 0.0157804-0.0273068j 0.0256633+0.0080716j -0.00868048-0.0395223j 0.00382802+0.0300721j 0.00777505+0.0190058j -0.00678419+0.0127249j 0.0541328+0.0296525j 0.00525605-0.00810139j 0.0030875-0.0269821j 0.00149348+0.0166142j -0.0156614+0.00576523j 0.000248802+0.00073585j 0.00115918-0.0120188j 0.0208838+0.00409203j 0.0077022-0.0494012j -0.00775181+0.0119165j -0.00266923+0.00864835j -0.00520278+0.0012123j -0.0284201+0.0210027j 0.0413476-0.0139276j -0.0189108+0.00543421j 0.0235647+0.0163417j 0.0172093+0.0282621j 0.00544624-0.0132113j -0.0219445+0.0105544j 0.0716334+0.0136697j 0.0395216+0.00855435j 0.0170599+0.0103848j -0.0177717+0.00659962j 0.00905668+0.0025937j -0.0211218+0.0449864j -0.0261478-0.012265j -0.00344688+0.0292333j -0.00761425+0.00364297j -0.0106055-0.0455354j -0.0180442-0.0118118j -0.0523709+0.0177753j -0.00427931-0.000646782j -0.0279224-0.0344165j 0.0336669-0.000172289j 0.0191225+0.0147909j 0.0406815+0.0225561j -0.0256195-0.0401988j 0.0248585+0.0116108j 
0.0211063+0.0156836j -0.119603+0.0084573j 0.125175+0.0523486j -0.0783485+0.21631j 0.0135293-0.0320429j -0.00748075-0.0165863j 0.0118898-0.00393877j -0.0328014-0.00339893j 0.0305777-0.0634835j 0.0285256-0.0178315j -0.00618779-0.00292088j 0.078744-0.0619264j 0.0343182+0.031379j 0.0187956-0.0119134j -0.0206508-0.00723945j -0.0036816+0.0178689j 0.0357324+0.0411312j 0.021718-0.015698j -0.0178056+0.0146137j 0.0506639+0.0336905j -0.0218159+0.0484888j 0.0321784+0.0212175j -0.0448368-0.0146892j -0.0184504+0.0343857j 0.00143598-0.0139935j 0.0260236-0.0233715j 0.00321943-0.0100153j 0.0131575+0.00502932j 0.0336499+0.0135834j -0.00364658+0.0088274j -0.000158248-0.0302185j -6.98165e-05-0.0241369j 0.0079844+0.0190006j 0.00977859+0.0125248j -0.0100012+0.0248145j -0.00985243-0.00120443j 0.00240022+0.00323112j -0.0173457+0.0353769j -0.0172515-0.00487763j -0.0106975-0.00582085j 0.00652982-0.00441437j 0.00143554+0.0174164j 0.00961742+0.000463048j 0.00457712-0.017224j 0.018272-0.0257138j -0.00877976-0.000901512j -0.0103729+0.00675415j -0.016696+0.0143954j 0.0132696-0.0161371j 0.00529324-0.00658211j -0.0183115+0.00720152j 0.00547447+0.00527267j -0.0328774-0.00536563j -0.0171055+0.00272892j -0.0027895+0.0262631j -0.0237366-0.00412201j 0.00136497-0.00777922j -0.000790186+0.0109732j -0.00799546-0.00936846j -0.0136934-0.00476719j -0.0105239+0.0114355j -0.00317181+0.0119095j -0.0164373-0.00407328j 0.00696432-0.0442233j -0.0106231-0.000956916j -0.0368805-0.028244j -0.00300197-0.00360375j 0.0391968+0.0566578j -0.0113124-0.0397946j 0.0247232-0.0220278j -0.0166748+0.018236j -0.0280645+0.0449203j 
