-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
0.000100986+0.000452213j -0.00081221+0.00153697j -0.000678173+0.000532462j -0.000593636+0.00243339j 0.000972282-0.00124039j 0.00153448+8.02184e-05j 1.9903e-05-0.00109577j 0.000956923-0.0018608j -0.00225624+0.00114033j -0.000805104+0.000933769j 5.95945e-05+0.0022211j -0.00126923+0.000803513j -0.000860897+0.00210941j -0.000143803+0.00161356j -0.000585471+0.00049457j 0.00131899+0.00350415j 0.00103681+0.000507287j -0.001339+0.00158843j -0.00204077+0.0032578j 0.000483577+0.00378919j 0.00100739-0.000268798j -0.000734502+0.00174662j 0.00120662+0.00118355j -0.00124102+0.00254056j -0.000583069+0.00323222j 0.00293082-0.000674906j 0.00124758+0.00017433j 0.00238541+0.00174272j -0.00234197-0.0080703j 0.00431159+0.00415596j -0.00132134+0.00571402j 0.0027806+0.0020512j -0.00327767+0.00325308j -0.00127445+0.00720644j 0.00160835-0.00457477j 0.00144703-0.00518564j -0.00295-0.00268142j 2.77796e-05-0.00406252j -0.00303645-0.00269689j -0.00334993-0.00206056j -0.00054698-0.00685849j -0.000114937-0.00167999j 0.0008151+0.00501802j 0.00153744-0.00128552j -5.61134e-05+0.00109956j 0.00153436+0.00131831j 0.000253901-0.00414944j 0.00286053-0.00131671j -0.00139838+0.00314432j -0.000285652+0.00089279j -0.000809196+0.00125963j 0.00299418-0.00109892j 0.00189718+4.25454e-05j -0.00232891+0.00249534j -0.00307971-0.00596904j 0.00255882+0.000243023j 0.00227063+0.00309016j 0.000339194+0.000795324j 0.00141476+0.00208471j -0.000648832+0.00090804j 0.00134532+0.000546407j 7.14506e-05+0.00338858j 0.000577791+0.00327284j -0.00104585-0.000393603j -0.0013273-0.00250555j 6.95618e-05+0.000449723j 0.00106548+0.00153825j 0.00077378+0.000616905j 0.0023826+0.00053146j 0.000137344+0.000428158j 0.000831043-0.00110596j -1.24429e-05+0.000856883j 
6.42505e-05-0.000472881j 0.00114745+8.43721e-05j 0.000556443+0.000432531j 0.000964535-0.000776129j -7.44572e-05+0.000499182j -0.00114801-0.00186185j -0.0006968-0.000110969j 0.00185542+0.000665422j 0.00146979+0.00122196j 0.000399849-0.000679018j -0.000802417+0.000502041j 0.0012217+0.000600718j 0.00232715+0.00128855j -0.0010712-0.0030323j 0.00102521+0.00048603j -0.00395472-0.00249851j -0.0010065+0.000411251j 0.000674451-0.00114146j 0.00138298+4.23175e-05j 0.000561198+0.000155805j -0.000716299-0.00255865j 0.000935442+0.00164106j 0.00189082+0.0020532j 0.00123046+0.0010019j -0.000271044+0.00174812j 0.000399666+0.0017068j 0.000355721-0.000891261j -0.00102995-0.00092934j -3.65536e-07-0.00223707j 0.00305565+0.00232068j 0.00115577-0.00453422j 0.00252113-0.00392608j -0.00126988-0.000655775j 0.000403972-0.000769832j 0.00125606+0.00315623j 0.000617943-0.000306417j 0.000781167+0.00504196j -0.00340756-0.00268096j -0.00288857+0.00172252j -0.00215183-0.00752888j -0.00179168+0.00276074j -0.00281209-0.0129066j 0.0032719+0.00156795j 0.00092114-0.000801078j 0.000640495-0.000152994j -0.000265369-0.00178812j -0.00417485-0.00113947j -0.000201555-0.00307104j -0.00177734-0.000378151j -0.0039478-0.00540027j 0.00140793+0.00609997j -0.00118057-0.00265437j 0.00108859-0.000116963j 0.000271315+0.00343884j -0.00029194+0.000291515j -0.00071223-0.00121137j 1.96825e-05+0.000405831j -0.00271347-0.000532837j 0.00385195+0.000694749j 0.00121767+0.00144652j 8.98866e-05+0.000304165j 0.00105737+6.91887e-05j 0.000697066-2.0213e-05j 0.000648367+0.00191485j 0.00304314+0.00346381j 0.00142768+0.00274729j 0.000651577+0.000950718j 0.000735899+0.00243674j -0.000894423-0.00216454j 0.00161139+0.00231559j -0.00170203-0.000948699j 0.000797067+0.00170668j 
-0.00066671+0.000346604j 0.00109592+0.000579991j -0.000106082+0.0009962j 0.00257319-0.000225598j -0.000230561-0.00025968j -0.000403125-0.000246288j -0.000839027+0.000418508j -0.0010919+0.000364251j 0.000362446-0.000289096j 0.00111523-0.00108011j 0.000260952+0.000572861j -0.00233067-0.00135776j 0.000797863-0.00114057j 0.000787096-0.00139695j -0.000669164+0.00162513j 0.00259145+0.000819421j 0.00249641-0.00146784j -0.000374849+0.000112363j -0.00158183-0.00197683j 0.00102645+0.000476107j -0.00140505+0.00201341j 0.00147333-0.00200113j -2.63918e-05-0.00035994j -0.00300708+0.000751053j -0.00759258-0.00197726j 0.00207284-0.00157556j 0.00293824+0.00333707j -0.00036719+0.00214057j 0.000549962-0.00427805j 0.00236961+0.00119367j 0.000734717+0.000681192j 0.00512155-0.00165623j -0.00435565-0.00133125j 0.00691841+0.0011201j -0.00225474-0.00302845j 0.00248042-0.00204336j -0.00302107-0.00278721j -0.00591883-0.00085416j -0.00586725-0.00109685j -0.00491084-0.00336112j -0.00265898-0.000642586j 0.000950965-0.00352097j 0.00249987+0.000589475j 0.00157464+0.000744289j 0.00372241-0.00405829j 0.00366852-0.000187611j 0.00385708+0.00101962j 0.00352633+0.00131246j -0.00415992+0.00140544j -0.00437505-0.00188154j 0.000646198+0.00188912j -0.00383045-3.66154e-05j -0.00112276-0.00301422j 0.0019811-2.591e-05j 0.00123979+0.00156908j 0.00197863-0.000667341j -0.00146574-0.000130515j 0.00263371+0.000882005j 0.00242803+0.000703412j -0.0033999-0.00222877j -0.00169587-0.00100704j -7.65658e-05+0.0010305j -0.00075473-0.00107842j 0.000710719+0.00173514j 0.00129677-0.000378186j -0.000287735-0.000349635j 0.00116179+0.000897867j -0.000590002-2.4732e-05j -0.000542493-0.00111151j -0.000453108-0.000618603j 9.91334e-05-0.00091961j -0.000350635-7.36032e-05j 
-0.000429999-3.67754e-05j 0.000383782+0.00126991j 0.000116179-0.00101236j 0.00259037+0.000220644j -0.00107255+0.000124642j -0.000414052+0.00114898j 0.000162033-0.00236301j -0.00406214+0.00028352j 0.000844617-0.00130152j 0.0018582-0.0015062j 0.00197933-0.000157497j 0.000369543+0.000849321j 0.000804856-0.00118391j 0.00239775+0.00029601j -0.000466883-0.000196328j 0.00539777+0.00211643j 0.000370842-0.00115843j 0.00113155+0.00345509j 0.00117288-0.00421008j -0.000137579+0.00229418j -0.000927848-0.00154793j -0.00196141-0.000627217j -0.00205618-0.000356443j -0.0053073-0.00162612j 0.000565129-0.00313221j 0.000820276+0.00117829j 0.0011614+0.00447011j -0.00407935-0.000117177j 0.000508351-0.00160252j 0.000819403+0.000236322j 0.00563017-0.000539213j -0.000631059+4.2539e-05j -0.00210959-0.00202718j 0.00536058+0.00621191j 0.000434563-0.0024791j -0.00412695-0.00707218j 0.0040565-0.000462533j 0.00302432+0.00122851j -0.00113482-0.00132752j 0.00258559+0.00138616j -0.00375681-0.00381557j -0.00322595-0.00383126j -0.00129738-0.002967j -0.00503379+0.00264556j -0.00111943-0.00297556j -0.00198574-0.00308109j -0.000497671+0.00322631j 0.00147942+0.00262354j 0.000127363-0.00284451j -0.00140283-0.00476646j -0.000412171-0.000872037j -0.00389674+0.00145905j -0.00477382-0.00544578j -0.000783986+0.00180281j 0.000245391+0.0042507j 0.000406777+0.0024412j -0.000792377-0.00262039j 0.00107449+0.000598971j -0.00171274-0.00190446j -0.000621622-0.00540567j 0.000376849-0.00308834j 0.00231739+0.00399164j -0.000159-0.00212395j 0.0020937+0.00138142j 0.00199301+9.27106e-05j -0.000763293+0.00249798j 0.00130833+0.00116915j 0.000711085-0.00206123j -0.000996235-0.000499263j 0.000886963-0.00011461j 0.000603361-0.000986121j 0.00153948-0.000246501j 
0.000297739+0.000605442j 0.000536981-0.00079614j 0.000221494+0.000865477j -5.11605e-05-0.000410108j -0.00125898+0.000948911j 0.00186281-0.00135656j -0.000181925+0.00101429j 0.000736606+0.000891586j -0.00225511+0.00208694j -0.00111586-0.00016393j 0.000725508-0.00105072j -0.000999674+0.00146776j -0.000911725+0.000369337j 0.00218286-0.00118165j 0.000817253+0.000774486j 0.00563212-0.00892619j 0.00156296-0.000865397j -0.000289956+0.0019067j -0.00306173+0.00242793j 0.00305966-0.00184691j 0.00105107-0.00109736j -0.00356805+0.00648847j -0.00192217+0.00256742j -0.00308335+0.00403058j -0.00366733+0.0041401j 0.00165571-0.00445142j 0.00319435-0.00304418j 0.00294876+9.66654e-05j -0.00337044+0.00231375j -0.000242897-0.00407413j 0.00228037-0.00286178j 0.00578696-0.00306414j -0.00483323+0.00471834j 0.00418494-0.00747636j -0.00503019-0.00124795j -0.00200725-0.00196815j -0.00402839+0.00364253j 0.000706106+0.00143454j -0.00294221+0.002584j -0.000544774+0.0024651j -0.00175859+0.00589953j 0.0036921+0.00671535j 0.000454983-0.00321529j 0.0033927+0.00204666j -0.0050627-0.0015199j 0.000604075-0.000967773j 0.00245014-0.000177881j 0.0046417-0.00263982j -0.00244613-0.0023179j -0.0007466+0.0019928j -0.00359217-0.0012621j 0.00378475+0.00174921j -0.00246218+0.00352486j -0.0020951+0.00107309j -0.000586254-5.38739e-05j 0.000788359+0.000746055j -0.000282207-0.00163717j 0.0011684-0.00016952j 0.000572845-0.000765553j -0.00424857+0.00144158j 0.000320352+0.000337527j 0.00254376-0.00146332j -0.00217232-0.00355619j -0.000136289+0.00175763j -0.00246421+0.00211733j -0.000143182+0.00104777j 0.000222733+0.000484844j -0.00145547-0.000428342j 0.000918445-0.00238025j -0.00135233-0.000272785j -6.64671e-05-0.00114177j -0.000825914+0.000446955j 
-0.00136084-0.00104972j -2.07495e-05-0.00231234j -0.00111601-0.000293376j -0.0010495-0.00303839j -0.000649577+0.00107294j -0.00206292+0.000198391j -0.000573731+0.00261315j 0.000284769+0.00191441j 0.00145224+0.000310866j -0.000644389-0.00148861j -0.00434734-0.00262629j 0.000838232-0.0016739j -0.00118471-0.00185228j -0.00196579-0.0025809j 0.000403107+0.000875191j 0.00108639-0.00136003j 0.00295709-0.00188108j -0.00288364+0.0012455j -0.00289157-0.00134591j -0.00275061-0.00303821j -0.000840247+0.00326137j 0.000819896+7.97782e-05j -0.00517942+0.00211224j -0.00131965+0.00155033j -0.00609688-0.00263372j -0.00328145-0.000792791j -0.00310958+0.00285107j -0.00352427-0.000465634j 0.00964411-0.000504j -0.00692904-0.000675022j -0.00373617+0.00158427j 8.4401e-06-0.00219354j 0.00095886+0.000495233j 0.00192787-0.000884152j 0.00226395-0.00262402j 0.0018281-0.000881681j -0.00272406-0.00139656j -0.00306327+3.39964e-05j 0.00201741-0.00297637j 0.00361087-0.00125359j 0.00172692-0.00273452j 0.00612559-0.00106055j -0.00470691-0.00643833j 0.00615658+0.00263203j 0.00698808-0.00153083j 0.00428235-0.000652743j 0.00356364+0.00161361j 0.000158138+0.00468248j -0.000140043-0.000501722j 0.00311546-0.00357047j 0.00105621+0.000529259j 0.000949412+0.0005324j -0.00390258-0.00295279j 0.00495625-0.00227844j 0.00364557+0.00161104j 0.000107857-0.00149664j -0.00259674-0.00188271j 0.000110833-0.000792486j -0.00227912-0.0015008j -0.00320533-0.002056j -0.00464874-0.00164808j -0.00456331-0.000350893j -0.000347934+0.000987145j -0.000805903+0.000190122j -0.00143883+0.0012511j 0.000211434-0.00138741j -0.00372449-0.00151946j -0.00259494+9.76071e-05j -0.00102216+0.000983817j -0.00231556+0.00018416j -0.000371582+0.00192237j -0.00265715-0.000625668j 
-8.13384e-05+0.000993166j -0.000730934-0.000600731j 0.000419764+5.4561e-05j 0.000375263+0.000231903j 0.00196444+0.000385986j -0.00145928-0.000286182j 0.00182274-0.000152798j -0.000457049-0.000427964j 0.0019845+0.000590802j 0.00082767-0.0022867j -0.00117483-0.000345852j -0.00255964-0.000201289j 8.74274e-05+0.000144466j -0.00074208+0.000375516j -0.000242143+0.00148945j -0.0063046+0.0011834j -0.00148873-0.00103868j 0.00266336-0.001427j 0.0015018+0.000321983j -0.00224987-0.00164635j 0.000223236-0.00151458j 0.00593834-0.00224424j 0.0020997-0.00428897j 0.00181485-0.00168244j -0.00258089-0.00101001j -0.00411313+0.000465606j 0.00245607+2.78891e-05j -0.000847802-0.00269714j 0.000906075+0.00245765j -0.00296081+0.000603978j -0.000599855-0.00109833j 0.00125804+0.00138385j 0.00260547+0.000352569j -0.00145554+0.00391281j -0.00534007+0.00379626j 0.00397469+0.00180695j 4.71935e-05-0.000152197j -0.0038562-0.00160833j -0.00130172+0.000410752j -0.00213073-0.00117951j 0.0053948+0.000780373j 0.00790573-0.00224986j 0.00115163+0.0034858j -0.00148374-8.54553e-05j 0.00189372+0.00239371j 0.00290312+0.000416769j 0.00571542-0.000259912j -0.000809976-0.00242598j -0.00345867+0.0018332j -0.00103585+0.00094649j -0.000613988+0.0014553j -0.00480934-0.00215389j 0.0045598-0.000749541j -0.00117752+0.000338266j 0.00296786+0.00197414j -0.000506748+0.000509809j -0.00217423+0.00135707j 0.00290774-0.0016399j 0.00139327+0.00265787j 0.000483785+0.000681659j 0.000680331+0.00213192j -0.00343979-0.000410649j -0.001806+0.000866801j -4.19714e-06+0.000551055j 0.00117555-0.00173246j -0.00324138-0.0014944j 2.00498e-05+0.000268967j -0.000275656+0.00055789j -0.000916231+0.00122603j -0.00130714+0.000145096j 0.00133176-0.000485816j -0.00106067+0.000971637j 
0.000799225-8.92943e-06j -0.00033046+0.00150547j 0.000361351-0.000661289j -0.000141907+0.0029753j -0.000849758-0.00140782j 8.7107e-05-0.000358376j -0.00136392-0.000989266j 0.00029129-0.00326314j -0.00143999+0.000472078j -0.000736534+0.00152556j 0.00106908-0.000202356j 0.000364855+0.00186077j 0.00159181+0.0010749j 0.00157062+0.0020261j -0.00110842-0.000269159j 0.000271161+0.00460669j 0.00127617+0.00157926j -0.00318188-0.00231414j -0.004079+0.000626966j 0.000325791-0.00269156j -0.00332442-0.00143383j -0.000293986+0.000570695j -0.00212783-0.00217035j -0.00290756-0.00538293j 0.00498083-0.00171465j 0.00561333-0.00103771j -0.000835278+0.000521121j 0.00195679-0.00901514j 9.92424e-05+0.00757498j 0.0019404-0.0044257j -0.00670108+0.001122j 0.00354219+0.0037229j 0.0023278-0.00333682j 0.000524485+0.00122162j 0.00191183+0.00169006j -0.000257698-0.000411274j 0.000896354+0.00486984j -0.00190222-0.00301823j -0.000507437-0.00449896j -0.0057433+0.00662793j 0.0022482+0.00251807j -0.00508865+0.00519682j 0.00188246-0.00376275j 0.000356603+0.00113423j 0.00546807+0.000543056j 0.000586915+0.00086864j -0.00259087-3.30924e-05j 0.000619174+0.00128279j -0.00647726-0.00478406j 0.00203701-0.00137392j 0.00456926-0.00125553j -0.00221247-0.000764783j 0.00163208-0.000497114j 0.00249683+0.000250452j -0.00383903+0.000466606j 0.00303732+0.000699361j 0.00344716-0.00115056j 0.00285032+0.0020634j 0.00170122+1.67546e-05j 0.00296095-0.00119137j 0.00349625-0.00242404j 0.00172987+0.00286561j 0.0036176-0.00449999j -0.000595598+0.00180811j -0.00291029+0.00200267j -0.000620057+0.00168634j 0.00103163+0.00153582j 0.00199566+3.16155e-05j 0.00132951-0.00193144j 0.00131036+0.00103289j 0.00103435-0.00174276j 0.00159551+0.00124281j 
3.05049e-06-5.17773e-05j 0.000956325-0.000986788j -2.18738e-05+0.0018596j -0.00116925-0.000321136j -0.00142086-0.00263735j 0.00217582+0.000530895j -0.000757297+0.00224543j 0.00173846+0.000156014j -0.00165585+0.000149216j 0.000885648+0.00164416j 0.000147899+0.00127794j 0.000565091-0.00212318j 0.00123048+0.000224445j 0.00143893+0.00369883j 0.00051508-0.000278642j 0.0024466+0.00354035j 4.45825e-05+0.0027433j -0.00111654-0.000548599j 0.0029709-0.00062335j 0.00360252+0.002309j 0.00294793+0.000136438j -0.00416621-0.00228257j -0.00199777-0.00183461j -0.000377881-0.00377676j -0.00170542-0.00458277j 0.000182203+0.00229291j -0.000814847+0.00192201j 0.00395884+0.00300979j -0.00366013+0.00300832j -0.000269771-0.000486013j 0.000552482+0.00423397j 0.00106365+0.00117594j 5.43679e-07-0.00541865j -0.00530047+0.00384083j 0.00175946-0.00277718j 0.00476983+0.000526091j -0.00648599+0.000240742j 0.00130503+0.0020853j 0.00599942+0.0003028j -0.00204202-0.000987498j 0.000953763-0.00286866j -0.00485823+0.00312859j 0.00447331-0.000993536j 0.00129659-4.4662e-05j -0.00405618-0.00200255j 0.00166291-0.000758918j -0.00344999+0.00597345j 0.0018218+0.00432508j 0.00220941-0.00559536j 0.00104636-0.000899963j -0.000299185-0.00114459j 0.00467827-0.00249578j -0.000432864-0.00316141j -0.00350262-0.00221748j 0.00189291+0.00211409j -0.00340823+0.000947454j 0.000205013-0.00490656j -0.00519511+0.00119896j 0.00175641-0.00108708j 0.00199013-0.00173851j 0.00124879+0.000772771j -0.00200639-0.00074354j 0.00437339-0.00124869j -0.00313004+0.00156676j -1.5498e-06+0.00365887j 0.000314099-0.00118458j -0.00267507-0.000134106j -0.000437675+0.00145787j 0.00170914-0.000293755j 0.000406392+0.00105184j 7.49275e-05+0.00310017j -0.000928694+0.000376573j 
0.000451607-0.0013283j 0.00120169-0.000183263j 0.000470275-0.000981682j -0.00136087+0.000434763j -0.00066733-0.000262675j 0.00012256-0.00124161j -0.000528919-1.62669e-05j 0.00245606-5.25231e-05j -0.00141685+0.000506322j 9.46175e-05+0.00159483j -0.000482604-0.000839561j -0.00214096+0.000822383j 0.00143686-0.00121322j -0.000995911+0.000288279j -0.000811523-0.00103572j 0.00171231+0.00438181j 0.000501697+0.00458668j -0.00200787-0.0050033j -0.000582844-0.00293346j 0.00200818-0.00022113j 0.00330292-0.00266514j 0.00034335-0.00361759j -0.000380532-0.00238581j 0.0023615-0.00393956j -0.00344501-0.00339854j 0.00133304+0.00158432j 0.00290822-0.00525086j 0.00193549-0.00228995j 0.000880768+0.00436134j 0.00120324+0.0018636j 0.00134983-0.000280409j 0.000523145+0.00160491j -0.00207428-0.00407144j 0.00336751+0.00250175j -0.000462876+0.0041498j 0.00290955-0.00198148j -0.0038779+0.000440331j -0.000958351+0.00208024j -0.00115311-0.00183408j -0.00065228+0.000761148j -0.00335906-0.00257074j -0.000757238+0.00360151j 0.00133669-0.00204693j 0.00277829+0.00412653j 0.00107138+0.00311224j 0.00110447+0.00128256j 0.00489162-0.00140491j -0.00254767+0.00120839j 0.00401649+0.00200469j -0.00276485-0.000322127j -0.00180632-9.76664e-05j -0.000263201+0.00275306j 0.00352046-0.00272165j 0.00105566+0.00472884j 0.00116593-0.00381621j -0.000161974+0.00249312j -3.83406e-05+0.000171497j 0.000907516+0.000803178j 0.00145523-0.00229646j -0.00019704-0.00313926j 0.000483074-0.00306299j -0.000171173-0.000204386j 0.000661309+0.000357924j -0.00314345-5.73122e-05j -0.00315376-0.000125657j 0.000389291+0.00203312j -0.000846341+3.38608e-06j -0.000507138-0.0013376j 0.000663563-0.00110885j -0.000360189-0.000936083j -0.00100872-0.00093559j -0.00105276-0.00104985j 
-0.000795313+0.000456078j -0.00073311+0.00119623j 0.000639811-0.00010813j -0.00127411-0.000214336j -0.000865524-0.00193533j -0.0013943+0.00150037j 0.000828529-0.000483135j -9.79301e-05-0.000545548j -4.54895e-05-0.00148827j -0.00195092-0.000429027j 0.000356837+0.00152019j -0.00109219+0.00145578j -0.00155961+0.000177184j -0.00115593+0.00257013j -0.000160172+0.000154607j 0.00186836+0.00482817j 0.00115058+0.000406207j -6.63456e-05-0.000660194j -0.00131388+6.42941e-05j 0.00127455+0.000941534j 0.000181466+0.00207601j -0.0010763-0.00151124j -0.00114775-0.00307077j 0.00114636-0.00044288j -0.000105951-1.73802e-05j 0.00244875+0.000688534j -0.000366304+0.00017798j -0.00381849-0.00549644j -0.000666782-0.0056338j 0.00153865-0.00228896j 0.00215711-0.000267271j -0.00165637+0.00585952j -0.00175372-0.0027554j 0.00542286+0.00177824j -0.00100472-0.000275615j -0.00164899+0.000957788j 0.000883818-0.00153247j 0.0036659+0.00140075j 2.27863e-05-0.00352266j -0.000719584+0.00287448j -0.00156593+0.00600761j -0.00237228+0.00272485j -0.00220895+0.00304204j -0.000614248+0.000709008j 0.00145137-0.00380606j -0.00195231+0.000281597j 0.00160805-0.00140872j -0.0016148-0.00142959j 0.00444172+0.000955625j -0.000753171+0.00111816j 0.000140719-0.00246847j 0.000427643+0.00259194j -0.00309701-0.00121666j 0.0028093-0.00127945j -0.00300599-0.00319197j 3.79234e-05-0.00220029j 0.00205925+0.00147113j 0.000186106+0.000211333j -0.00101992+0.00063805j -0.000760258-0.000115836j 0.000858648+0.00176951j -0.000979035+0.00122027j 0.000588087-0.00147279j -0.000999036-0.00125566j -0.00166794-0.00154733j -0.00105465+0.00143407j -0.00103158-0.0019454j 0.000927919+0.000966122j 2.90131e-05-0.000234151j -0.0010139+0.000652357j 0.000838955-0.000610984j -0.000482015-0.000670158j 
-0.00264151+0.00174786j -0.000409649-9.54612e-05j -0.00182496+0.0014256j 0.000271745-0.000601286j 0.00108732-8.99125e-05j -0.00193493+0.00276j -0.000107138+0.000869452j -0.000362022+0.00119257j 0.00193184-0.0017686j 0.000901498-0.00178361j 0.000307025-0.000428133j 0.00218106-0.00418225j -0.0013565-0.000209769j -3.26116e-05-0.00131673j -0.000166792+0.000276485j -0.00111219-0.000207324j 0.00170027-0.00127448j -0.0013547+0.00176508j 0.000385526-0.000440652j -0.001277-0.000764118j -0.00227984+0.00430168j 0.00202419+0.000783642j 0.00534988-0.00414642j 0.00538132-0.00200002j -0.00097133+0.000396853j 0.00479012-0.00540022j -0.00346867+0.0026761j 0.00522835-0.00238375j 1.63624e-05-0.00137784j 0.00673854-0.0052827j 0.000658252-0.00376824j -0.00387609+0.000639599j -0.000669865+0.00186208j -0.00404509-0.000527525j 0.00216977-0.0010359j 0.00337571-0.000483712j 0.00195135-0.00356341j 0.00063426+0.00188366j -0.00303286+0.00255051j -0.00277545+0.000870778j -0.00443734+0.00504949j -0.00321658+0.00195861j 0.000539083-0.00168526j 0.000560902+0.000653749j 0.00128079-4.66749e-05j -0.00350433+0.00279111j -0.00316899+0.00566966j -0.00118949+0.000324924j 0.0024447+0.00214157j -0.00161862+0.00245015j 0.000967487-0.000912792j 0.0011604-0.000408071j 0.00282534-0.000492013j 0.000532586-0.000713482j -0.00106941+0.00198705j -0.00103127+0.000659724j 0.000586112-3.79124e-05j -0.000824756+0.000675122j -0.00105836-0.00109632j -0.000456897+0.000256309j -0.000102155+0.000911374j -0.00201443-0.00103119j -0.00303244+0.00198243j 0.00122611-0.00126862j 0.00238104-0.00345805j 0.000934464-0.00144488j -0.00187337-0.000295107j -0.00031352-0.000984657j -0.00175422+0.0019985j -0.000855659-0.000761763j -0.000455783+0.00099165j -0.00146005+0.00022012j 
0.000991504+0.000480077j -0.000566945+0.00151049j 0.00222185+0.000314488j -0.000738495+0.000772779j -0.00198372+0.000881844j 0.000296069+0.00139437j 0.00136258-0.000626297j 0.000614274-0.00123881j -0.000778266-0.00100099j -0.00228644+0.000692139j 8.4237e-05+0.00286146j -0.00154538-0.000582165j -3.92762e-05+0.00134549j 0.000513096-0.0010644j 0.00155181+0.00011486j 0.00108213-3.34019e-05j 0.000830487-0.00333285j 0.00122034-0.000206902j 0.00159432-0.000623868j -2.32571e-05-0.000587662j 0.00460868-4.17138e-05j 0.00160573+5.74953e-05j -0.00373627-0.000892322j -9.17381e-05-0.00434586j -0.00173122+0.000870161j -0.00341713-0.00114606j 0.00103658+0.00423788j -0.00458619+0.000808483j -0.00431992-0.00266233j -0.00331276-0.000677071j 0.00228302-0.0036331j 0.000952932+0.000371502j -0.00251342+0.00171547j 0.00344549-0.00179441j -0.00304875+0.00280335j -0.00112986-0.000702739j -0.0042361-0.000521346j 0.000896927-0.000571132j -0.000704033-4.27207e-05j -0.00082261-0.000487097j 0.00247589+0.00145368j 0.0018758-0.00270912j -0.00164915+0.00404834j -0.000402202-0.00357481j -0.00224362-0.00213647j 0.00135435-0.00101616j 0.00312514-0.000314903j -0.000993209+0.00219036j 0.00372275-0.00248312j 0.000309499-0.000488896j -0.0011475+0.00176372j -0.000251112-0.00326288j -0.00386858+0.000163852j 0.00150928-0.00284894j -0.00117757+0.00150687j -0.00338077+0.00160809j -0.000221299-0.000110285j -0.000663671+0.00218986j 0.000831927+0.000345707j 5.8128e-06+0.000409324j 0.00138027-0.000413771j -0.00211126+0.00260222j -0.000759363+0.00127914j -0.000295298+0.00106674j -0.000379762+0.000226632j -0.000252608+0.000231457j -0.00259648+0.00306492j 0.0012297+3.59099e-06j 0.000540951-0.00109246j 0.000219265+0.000422361j 0.000599372-0.00010975j 0.000441403+0.000703831j 
