-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
-0.00141822+0.000447047j 0.00093387-0.000240593j -0.000268986-0.000420218j -0.000782819+0.00020024j 0.00119094+0.00148075j 0.00134053-0.000467868j 0.00123448+0.00225126j 0.000278723-0.00154826j -0.00046983-0.000428669j 0.000713852+0.000786844j 0.00171742-0.00110385j -0.00136319-0.0013601j 0.000305866-0.000101491j -0.00296874-0.00123539j -0.00103716-0.000328241j 0.00118644-0.00043564j -0.0016082-0.000975881j -0.000493965-0.000343511j 0.000230342+0.000942699j -0.000283958-0.00376407j 0.000179168+0.00163068j 0.00256704+0.0005032j -0.00107375+0.000446546j -0.00195005-0.00283158j -0.000240208-0.0013j 0.000501877-0.00206355j 3.48793e-05+0.00108571j -0.00111246+0.00209503j -0.000206283-0.00121894j 0.00217846+0.000887599j -0.00121668+0.00086288j -0.00064458-0.000828262j 0.00371216+0.00261781j 0.00216339+0.000121832j 0.00265466+0.00254418j -0.00376667-0.000304589j -0.000743268-0.00371909j 0.00458357-0.000648083j -0.00153737-0.000173939j 0.00117918-0.00185852j -0.00284259-0.00719055j -0.000986336+0.00098513j -0.00069823+0.00155593j 0.00154414-0.00352963j 0.000301474+0.00432403j -0.00146272+0.000334561j -0.0013463-0.000384237j 0.00144084+0.00513163j -0.0017537+0.00193652j -0.00158667-0.000893648j 0.00101209+0.0015308j 0.00122572-0.00476084j -0.00244897-0.000332274j 0.00173436-0.00305241j -0.00282816-0.00132619j 0.00586758+0.00246639j 4.35752e-05+0.000787399j 0.00108221+0.000423701j -0.00275972+0.0008317j -0.00297753-0.00129369j -0.000677585-0.00318595j 0.00214464+0.00023339j 0.00396754+0.0073166j 0.000780214-0.00177002j 0.000658209+6.68693e-05j 0.00402113-0.00422012j 0.00226779+0.002988j 3.67796e-05+2.46918e-05j -0.0002794+0.00240879j 0.00121278-0.000874238j 0.00172496+0.00292386j 0.000203753-0.00201006j 
0.00137575+0.000311121j -0.000598956-0.00197633j 1.16354e-06-0.000904528j -0.00125483+0.000599621j 0.000823597+0.00088761j 0.0025196-0.00154094j 0.00229818+0.0011335j -0.00232798-0.00136057j -0.0024286+0.000574919j 0.00141535-0.000631034j 0.00138266-0.00216828j -0.00197838+0.00088376j -0.000396208-0.000512892j -0.00272403+0.00102823j -0.000786453+4.90831e-06j 0.00271495-0.000628259j -0.000143273+0.00126987j -0.00125232+0.000288885j 0.000297758-0.000900327j -0.00304725-0.00271759j 0.00323331+0.000777596j 0.00318445-0.00146007j 0.00193196+0.00125112j -0.00262895+0.00109155j -0.0013859+0.00042976j -0.00199235-0.00147525j 0.00248725-0.0011142j 0.00400883-0.000119989j -0.000997881-0.00316348j 7.30308e-05-0.00115366j -0.00234623-0.000143014j -0.00390915-0.00171897j 0.000151356-0.000607037j -0.000492461-0.00300241j 0.00468964-0.00140916j -0.000767603-0.00118711j -0.00249343-0.00166172j -0.00118132-0.0025986j -0.000637657-0.000666441j 0.000874221-0.00161996j -0.00829099-0.000976482j 0.00254605-0.00122901j 0.00120929-0.00228093j -0.00264061-0.00167148j 0.00468933+0.00188922j 0.00128648+0.00240501j 0.00617814-0.000105559j 0.00239033+0.00200404j 0.00163659+0.00387583j 0.00110769+0.000646331j 0.000232504+0.000603189j -0.00517214-0.00220166j 0.00425296+0.000546914j -0.00136257-0.00067174j -0.0016362+0.000851136j 0.00429218-0.0038j -0.00190117-0.000262804j 0.00632074+0.00304483j -0.00349065-0.00150122j -0.000768338+0.00157528j -0.00481637-0.00197106j 0.00203393+0.00146143j 0.00503591+0.000524044j -0.00175732-0.000195096j -0.00299032-0.000306163j -0.0024565-0.00476541j 0.00339221-0.000316j -0.00171987-0.00124019j 0.00014231+0.000188474j -0.00128256-0.000865663j 0.00190566-0.000273358j -0.00126824-0.000543411j 
-0.000177555-0.00157748j -0.00234489+0.00245252j -0.00124817+0.000693029j 0.000679028+0.00190055j 0.000894124+0.000329846j 0.00136257-0.00291864j 0.000864209-0.00137865j -0.000450321+0.00195221j -0.000848073-0.000290908j 0.000736028-0.00331859j -0.00088763+0.000995578j 0.00169197+0.000209897j -0.00143257+0.000524802j 0.00451324-0.00141773j -0.000402977+0.000418734j 0.000867179-0.00265876j 0.000353818+0.00159881j 0.00256561-0.00216187j 0.00148878-0.0011225j -0.00204671+0.00278502j 0.00120922-0.00461787j -0.00327389-0.000592202j -0.000203988-0.00223171j 0.0019027-0.00212583j 0.000605727+5.83641e-05j -0.00168583+0.00312795j -0.0024141-0.00210217j 0.0019024-0.00130291j -0.00352006+0.00301036j -0.0017831+0.00136597j 0.00108234+0.00165j -0.00034411+0.00365524j 0.000970962+0.00227696j -0.000607004-0.00181425j -0.00180813-0.00488488j -0.000424612+0.00119319j -0.00256108-0.00284864j -0.00228003+0.00369381j -5.24318e-05+0.00159223j 0.00158248-0.00371205j -0.00268902+0.00478239j 0.000847873+0.00017863j -0.000281931-0.00191915j -0.00177476+0.00123469j 0.00191512-0.00305756j 0.00294855-0.000364487j 3.65209e-05-0.00844741j -0.000357487+0.00468019j 0.00292756-0.00362814j 0.00212737+7.95516e-05j -0.000818745+0.000143831j -0.0036421+0.0054771j 0.00158063-0.00508631j -0.000363701+0.000349587j 0.00474319-0.00138271j -0.00520124+0.00038728j -0.00363122+0.00356372j 0.00161858-0.00400901j -0.00250191+0.00431785j 0.00246272-0.000849642j -0.00138032+0.00339865j 0.00214466-0.00314531j 0.00137503-0.00309283j 0.000445606+0.00155555j -0.000265182+0.00475117j -0.00442448+0.00232695j -0.00212818-0.000867879j -0.00249972+0.00118914j 0.00334275-0.000424997j 0.000191197-0.000835348j 0.00279544-0.000522001j 0.000888729-0.00189599j 
-0.00108494+0.00103937j 0.000838438-0.000750318j -0.00186651-0.000467055j 0.000252035+0.00191974j 0.0022016-0.000282424j -0.00218434-0.00131827j 0.0016842-0.00179934j -0.00036271-0.000183615j 0.000912692+0.0020673j 0.000670418+0.000417276j -0.00279411-0.0022079j 0.000684228+0.00233608j 0.0015046+0.000553303j -0.0016831+0.00712405j -0.00156262+0.000957023j -7.59688e-05-0.00289192j -0.00345057-0.00206014j 0.000675531+0.00425739j -0.000655684+0.000474593j -0.00342187-0.00140404j 0.00241419-0.00180004j -4.65836e-05-0.00363121j -8.58559e-05-0.0018074j -0.000453156+0.00232264j 0.00023383-0.000173896j -0.00142116+0.00120723j 0.00116305+0.00217201j -0.00238282+0.000410807j -0.0042322-0.000794666j 0.000669931-0.00158004j 0.00118264+0.00145565j -0.00207859+0.00334969j 0.00127754+0.000726882j 0.000663274+0.0031852j 0.00505423-0.00316308j -0.00345263+0.00205098j 0.00121523+0.00248605j 0.00256323-0.00356558j -0.000425203-0.00116782j 0.00255489-0.000108183j -0.00434738+0.00255446j -0.00206707-0.00414509j 0.00150969+0.00156152j -0.000711284+1.20048e-05j 0.00202945-0.00178468j -0.0016891-0.00299745j -0.000663273-0.00106555j -0.00137173-0.00185257j 0.00791828-0.00100209j -0.00301607-0.0028909j -0.00195988-0.00129827j 0.00098566-0.00323035j 0.000662977-0.00043692j -0.000692633-0.00249043j -0.00309028+0.00879578j 0.00180919-0.00535732j 0.00249739-0.00162661j 0.000296592-0.00585051j -0.00217405+0.00413413j -0.000946299-0.000138504j -0.00228476+0.00363202j 0.00317749+0.000430625j 0.00484517-0.00262646j -0.00459566+0.000709308j -0.00302652+0.000615473j -0.000853779-0.0030678j 0.0018702-0.00132444j -0.00214577-0.000628287j 0.000152658+0.00181999j -0.0013277+0.000955738j -0.00193272-0.00104675j -0.00266567+0.00283766j 
-0.00231257+0.00105038j 0.00103113-0.000531517j -0.000770275+0.000508617j -7.08341e-05+0.000658816j -0.000608374-0.000561305j -0.00208474+0.000844957j -0.000912815+0.00066117j -0.000737201-0.000895305j 0.0021993+0.00261679j -0.000827806+0.000726265j 0.00108997+0.00106009j 0.00173042-0.00102447j -0.000993828-0.00126481j 0.00356612+0.00134025j 0.000274251+0.00155515j -0.000970981+0.00135399j -0.00153171+0.00140016j 0.00287307+2.08745e-05j -0.00185957+0.00185041j 0.00283413-0.000791481j -0.00347078-0.000959804j -0.00116864-0.000108443j -0.00202255-0.000394513j 0.00225012+0.00103866j 0.000639492-0.00185904j 0.00344538-0.00127999j 0.00248592-0.00252992j -0.00220223+0.00237553j -0.0025977+0.000689993j -0.000571282+0.00124796j 0.000105479+0.00127131j 0.00214743+0.000174045j 0.00151348+0.0024151j 0.00537109+0.00471666j -0.00456109-0.0020543j 0.00166+0.000833518j 0.0033117-0.00111318j -0.000184703-0.00274413j -0.00169286+0.000287525j -0.000436435-0.00261874j 0.00665637-0.00157534j -0.00200509+0.00319412j 0.00440469+0.00162921j -0.000481491-0.00187272j -0.0017875+0.0026826j -0.00369488+0.00098839j -0.000507155+0.00104916j -0.00213098-0.00152122j -0.00607137-0.0026466j 0.000464845+0.00374698j 0.0014403+0.00340995j -0.000923579-0.00513943j -0.00180908-0.0015862j -0.00156153+0.00119065j 0.000859791+0.000969345j -0.00206339+7.58806e-05j 0.000648592-0.0012287j -0.000372264+4.14241e-05j 0.00254048+0.000483088j -0.00109552-0.000229848j 0.00581828+0.00119043j -0.000294762-0.00277951j -0.00266712+0.00187777j 0.000807479+0.00341432j -1.16087e-05-0.000403805j -0.000405152-0.00193568j -0.00236117-0.00238614j 0.00231507+0.000917499j -0.000459331+0.000949175j 0.000736595-0.000203894j 0.00234508+0.00300992j 0.000115746-0.00129028j 
-0.000782308-0.00155784j 0.00104801-3.09323e-05j -0.000538203+0.000646453j 0.00204513-0.00147906j 0.00137126-0.00118222j -0.000715184-0.000936993j -0.000290595+0.0018651j -0.00159338+0.00137242j 0.000613457+0.00217468j -0.000406969+0.00302247j 0.000160784-0.00160074j -0.00030695+0.000855837j -0.0018121+0.0012552j -0.00340111-0.000950692j -0.00049706+0.000211144j 0.000801771-0.00203738j -0.000931284-0.00171908j -0.000293502+0.00134659j -6.78545e-05+0.00191441j -0.000923153-0.00111501j -0.000551249+0.00247845j -0.00210181-0.000922115j -0.00137177-0.00141545j -0.000871511-0.000435483j -0.00300482-0.00241116j -0.00137457-0.00273975j -0.00183623-0.00230405j -0.000809148-0.00355014j -0.00257366+0.00102104j 0.000931668-0.00195362j -0.000317214+0.00137873j -0.00327407-0.00102154j 0.000345516+0.00104918j 0.00192629-0.000492483j -0.000378838+0.00427831j 0.00178429-0.000259882j -0.00454603+0.000252206j -0.00191436+0.00337706j 0.00173802+0.0028446j -0.00284533+0.00112495j -0.00173939-0.00191486j -0.00143022-0.00132494j 0.00326651+0.000911554j -0.00330837+0.000360053j 0.00151866+0.00140184j 0.00373261-0.000529747j -0.00181935-0.00135963j -0.000672583+0.000203905j 0.00442429+0.000312306j 0.00305209-0.00435642j 0.00118511+0.00213744j 0.0011146-0.00226344j -0.00181466-0.00394014j 0.00148404+0.000164704j -0.0011856+0.00280796j -0.00129068-0.00130839j 0.00349884-0.00389109j 0.000271186-0.00318488j 0.00151102-0.00128265j -0.0015371+0.00101864j -0.000398416-0.00358156j -0.00324311-0.00229679j 0.00204951+0.00558377j -0.000557192-0.00134444j -0.00462014+0.00377394j -0.00197403-0.000244452j -0.00172219-0.00259675j -0.00307243-0.000552576j -0.000926905-0.00112042j -0.00414512+0.000554376j -0.00141205+0.0015254j -0.0020712-0.00173277j 
0.00220661-0.00265165j -0.000331474+0.000283488j 0.00127393+0.000401192j 0.00112511-0.000640954j -0.000686736+0.000235034j 0.00240882-0.00101236j -0.00132728+0.00142884j 5.7604e-05+0.000203742j -0.000988625+0.000681736j 6.77919e-05+0.00168385j 0.000152164+0.00103021j -0.00121959-0.000139066j 0.000549931+0.000142814j -0.00246104-0.00121694j 0.000581796-0.00131197j -0.000278235-0.000689782j 0.00137686-0.00160334j -0.00114177+0.00184234j 0.00211181-0.000399122j 0.00143187+0.00184237j 0.000722679+0.000936056j -0.000419068+0.00138424j 0.00115253-0.000199334j -0.00122846-0.000725165j -0.000558747-0.000139673j -0.00264688-0.00215481j -0.00164182+5.15356e-05j -0.000152013-0.00104348j 0.0027335-0.00126039j -0.000257551-0.00148751j -0.00200547-0.000275763j -0.00130937-0.00331328j -0.00414558-0.000245095j -0.00262418+0.00103199j 0.00153209+0.00388858j 0.00258469-0.00113151j -0.00273818+0.00304966j -0.00525962+0.00348561j 0.00181389+0.00410773j -0.00273252+0.00325364j -0.000765994+0.000312036j -0.00210354+0.0027684j -4.75921e-05+0.00382577j -0.00104795-0.00124289j 0.000589939+0.00220843j 0.00561828-0.000550337j -0.000155883+0.00475603j 0.00133905-0.00500999j 4.40273e-05+0.00292869j 0.00106243+0.000185604j 0.00317933-0.000992591j -0.000100678-0.000464597j -0.000571802+0.00173779j 0.00120433+0.00231174j -0.000560395-0.000602179j -0.00185104+0.00161033j 0.000539549-0.00161334j -0.00118565+0.00239599j 0.00263419-0.00373668j 0.00253267+0.00178067j -0.00302651-0.00244057j -0.00148546-0.000595805j 0.000870601+0.000926439j 0.000909396-0.00280881j 0.000944953-0.0016206j 0.00145746+0.000428453j 0.00047765-0.000109027j 0.00112299-0.00221072j 0.000712533-0.00121668j 0.00138614-0.00210629j -0.00152436+0.000693548j 0.00230267-0.00144042j 
-0.000708197+0.00101737j -0.00105618-0.000286978j -0.00102222+0.0018607j 5.05894e-05+0.000287629j 0.000191101-0.00122116j 0.000297007+0.000985455j 0.00024138+0.000859553j -0.001006+0.00299695j 0.000742344+0.00192583j -0.000279281-0.00110624j -0.000480344-0.000189201j -0.000266372-0.00167422j -0.00143187+0.00105171j 0.000727422-0.000580481j 0.000537691+0.00213633j 0.00123701-0.000942046j 0.00112121+1.90514e-06j -0.000495584-0.000691831j -0.00228326+0.00203934j -0.00137024+0.00236471j -1.89257e-05-0.000484279j -0.00210253-0.00519209j -0.000919451-0.00124722j -0.000397068-0.000916537j 0.000569087+0.000568736j 0.000120017-0.000884109j -0.00113707-0.00301222j 0.000924985-0.00350766j -0.00248424+0.00128175j 0.000914547+0.000508202j 0.000396184-0.000602618j 0.00226642+0.00264328j 0.00390891-0.00227452j -0.000200828-0.000354282j -0.00372857+0.00166817j -0.00201384+0.000553375j -0.00551365+0.00216314j -0.00128217+0.00041922j -0.00371876+0.0032936j -0.00261198-0.00334221j -0.00315858+0.00500126j -0.000112945-0.00434946j -0.00171638+0.000475599j -0.000146744+0.00048151j 0.00283615-0.00296168j 0.00219+0.000813285j -0.0052445-0.00396813j 0.00744825-3.46505e-05j -0.00313289-0.00136531j 0.0022038-0.000676667j 0.00344273+0.00374654j -0.00173035+0.00105861j -0.00368261-0.00485427j -0.00161929-0.00028336j -0.00160821-0.0013188j -0.000849593-0.00120872j 0.000767639+0.00138872j 0.00256313-0.00591466j 0.000511352+0.00237417j -0.000817645+0.00274856j 2.21315e-05+0.00173205j 0.0010987-0.000195084j 0.00385426+0.00312115j 0.00136251+0.00238504j -0.000271112+0.00348851j -0.00325249+0.00109384j -0.00137473-0.000248663j 0.000630772+0.00318392j 0.00122531+0.00197846j 0.000283106+0.0028666j 0.00279926+0.00086141j -0.000694848+0.0013803j 
-0.000844918+0.00188412j 0.00139749-0.00164219j -0.000775232+0.000227075j -2.99365e-05+0.000403585j -3.02159e-05+0.000581626j -0.00136392+0.00218398j 0.000518967-0.000151764j 7.24118e-06+0.00120792j 0.00295099+0.00224759j 0.000219599+0.0014624j -0.000171474-0.00135794j 0.000285596-0.00324173j 0.00185277-0.00082443j 0.000698436+0.000544737j 0.00140126+0.000799207j 0.00122962+0.000104317j -0.00130337+0.00349143j -0.00042263-0.000455051j 0.00162589+0.0016866j -0.00247418+0.0011985j 0.00167087-0.000733874j 0.00029494-0.000881822j -0.00132536+0.000655321j 0.00207169+0.00235718j -0.00189686-0.00106036j -0.000230019-0.00460757j 0.00210186-0.0040383j -0.000567008-4.14494e-05j -0.00163702+0.000570691j -0.00015219-0.00164866j 0.00159983-0.00299548j -0.000540614+0.00554538j 0.00194238+0.00247215j 0.00317504+0.00120934j 0.00319547-0.0021824j 0.00102596+0.00156536j 0.00110044-0.00110575j 0.000127679-0.00484578j -0.00195665+0.000752953j 0.00181658-0.00107074j -0.00408629+0.00557275j -0.00363234+0.00623784j 0.00173247+7.25483e-05j -0.000161232+0.00378706j 0.000181185+0.00222598j -0.00518801+0.00584336j 0.000176552+0.00215474j 6.14111e-05-0.00239516j 0.00444381+0.00328033j -0.0036635+0.0030277j -0.00022961+0.000109314j -0.00320434-0.000775319j -0.000782402+0.00174473j -0.00347249+0.00245605j 0.0023805+0.00118265j -0.00121446-0.000526755j -0.000466587-0.000641841j -0.00245716-0.00224065j 0.000791322-0.000661197j -0.00198439+3.42473e-05j 0.000627151-0.000811369j 0.00124632-0.00238163j 0.000611037+0.0012525j -3.20816e-05+0.0011805j 0.000887627-0.00167987j -0.000443289-0.000640676j -0.000590891-0.000131489j 0.000760675-0.00116777j -0.000200483+0.00199805j 0.000663355-0.000397805j 0.00012003-0.000226598j -0.00154303+0.000901087j 
-0.00223533+0.00236334j -0.000368442+0.00133598j 0.000110046+0.00116814j -0.00111524+0.00115234j 0.000656291+2.12602e-05j -0.00108831+0.000177578j 0.00216911-0.000706332j 0.000961641+0.000768889j 0.00114743-0.000149068j -0.00346166-0.000790969j 0.00132901+0.000255324j -0.00200346-0.00284193j -0.0019688+0.00036311j -0.000204515-0.00245695j 0.00239607+0.000839143j 0.000792897-0.00132438j 0.00110923+0.00120239j -0.00174724-0.00190274j -0.00213116-0.000299835j 0.000527342+0.00112151j -0.00181489-0.000867579j -0.000442478-0.000960305j 0.000182973+0.00174096j -0.00159038-0.00210832j -0.00162132-0.00507662j 0.00127779+0.00145352j 0.00160503+0.00234235j 0.00274488+0.00439496j 0.000907369+0.00114557j 5.57302e-05+0.00267687j -0.0019634-0.00306884j 0.00116145-0.0026083j 0.0017731-0.0065023j -0.000196358-0.0022288j -0.000465632+0.00101347j 0.00110806+0.00345544j 0.00122633+0.000240285j 0.00192216-0.00205131j 0.000653596+0.00264667j -0.00161318-0.00655064j 0.00358982+0.00201639j 0.00384389-0.00285623j -0.000538825+0.0011016j 0.000312676-0.000447235j -0.000842996-0.0029309j -0.00376897+0.000324946j 0.00223052+0.00654957j 0.00150067-0.000526479j -0.00201037+0.000254947j 0.00320092-0.000146782j 2.07206e-05-0.000629379j 0.000335283+0.000464206j 0.000315544+0.00319338j -0.00311334+3.91335e-05j -0.00203774+0.00169602j 0.00179846+0.00149613j 0.00164601+0.000735909j 0.000199748+0.00115141j -0.0013463+0.000361121j -0.00113837-0.00210472j 0.00347591+0.00194813j -0.00108123-0.0018506j -0.000738211-0.00285624j 0.000966667+0.00246219j -0.00133421-0.00114772j -0.00266034-0.00139233j -0.000327341+0.00172987j -0.000288005-0.00133249j 0.00158483-0.00356598j -0.00280207-0.00240267j 0.00393338-0.00317875j -0.0027846-0.000868544j 
-0.000401423+2.74649e-05j 0.000878482-0.000875685j 0.00153014-0.00112905j -0.000111427-0.000385677j -0.00125157+0.0013959j -0.000759021-0.00134897j 0.00128919+0.000537193j -0.000133232-0.000253853j 0.00219081+0.00074873j 0.00182357+0.000836908j 0.00137733-0.00170835j -0.000760258+0.000518651j 0.000994082-0.000206107j -0.000172167+0.000775824j 0.000692497-0.00082413j -0.00134852-0.000139821j -0.00103761+0.000400621j 0.00150898-0.000144444j 0.00245145+0.00026225j 0.00226315-0.00286314j -2.71849e-05-0.000442088j 0.000126521+0.00177972j 0.000461965+0.00098601j -0.000431587+0.00108485j -0.000648458-0.00163969j -0.00194669-0.000336311j 0.000723049-0.000547095j 0.00262541+0.00299387j -0.00211509+0.000872435j 0.000729206-0.000205267j 0.00181018+0.00265063j -0.00318627-0.00145638j 0.00140355+0.00258226j 0.00246362-0.000139845j -0.00085614-0.00213065j -0.000130112-0.000684072j 0.000657355+0.000180554j -0.00167439-6.43218e-05j 0.00392854+0.00128488j -0.00354843-0.000121244j -0.0018052-0.00376692j -0.00240852+0.00266295j 0.00466636-0.00241658j -0.0049469-2.28964e-05j 0.00109092+0.000994559j -0.000636004-0.000760862j 0.00171797+0.00159533j -0.00111243+0.000251503j -0.00261594+0.00182788j 0.000742623-0.00141567j 0.0046745-0.00184913j -0.00623124-0.00136288j -0.00101169+0.00118779j 0.000386753+0.000177454j 0.000109962+0.00336102j -0.000760396+0.000233007j -0.00159182-0.00194942j 0.00137051+0.000230414j -9.76039e-05-0.00117041j 0.00170143-0.00097318j 0.000373733-0.00120684j -0.000863461-0.00151396j 0.00433689-0.00108145j 0.00170931-0.000280561j 0.00213461+0.000628262j -0.00170765-0.0017289j -0.000110301-0.000697201j 0.00225296-0.00103987j -0.00103028+7.32073e-05j 0.00100538-0.00125714j 0.00333702-4.47427e-05j -0.000570985-0.00217382j 
6.88715e-05-0.000505275j -0.000359108-6.87239e-05j 0.00135192-0.00114247j -0.00144351-0.000854768j 0.00134281+0.00199025j 0.000132007-0.0009614j 0.00120112-0.00117526j 0.0037433-0.00145996j -0.000419606-0.000572583j -0.00190698+0.000322637j 0.000206797-0.000108402j -0.00202184-0.000295227j 4.03453e-05-0.00107856j -0.00355263-0.00194936j -0.000362948-0.00165856j -0.00554255-0.00223696j -0.000889602-0.000446034j -0.000594244+0.00182882j -0.000896061-0.00384152j 0.000590445+0.000330507j -0.000830727-0.000927857j 0.00181881+0.00417321j 0.00110988+0.0027428j 0.000523367+0.000680774j 0.00227293-0.000778261j 0.000602881-0.000692529j -0.00132882+0.00437045j 0.000747225-0.000368015j -0.000585291-0.00227609j 0.00183368-0.000971553j -0.00488382-0.00501331j -0.000611625-0.00557081j 0.00320344+0.00326665j -0.00434739-0.006553j 0.00318838-0.00769701j 0.000204419-0.00718536j 0.000864781-0.000971012j 0.00363598+0.00313298j 0.00264174+0.00101409j -0.00299935-0.00448243j 0.0035241+0.00704619j -0.00159074-0.00834132j 0.00187472-0.0115887j 0.000259744+0.00428555j 0.00179541-0.00807062j -0.000951866-0.00140189j -0.00175531+0.00183935j -0.00272028+0.00553422j 0.00232409-0.00612966j 0.000431232-0.00540222j 0.000207548+0.00294481j 0.000482242+0.00409234j 0.00438822-0.00483847j 0.00175182+0.00163821j -0.00302636+0.00453438j 0.00222772+0.00244551j 0.00288445-0.0019344j -0.000560389+0.00189029j 0.000511256-0.00356712j 0.00321089-0.00314833j 0.00306607-0.000992908j -0.000805027+0.000162018j 0.00296947-0.00173347j -0.00142349+0.00198344j -0.00175296+0.00297494j -6.97171e-05+0.00209454j 0.000871975+0.00127551j -0.00058119-0.000614672j 0.00037753-0.0025876j -0.000979789+0.000160763j 9.7641e-05-0.000756578j -7.14087e-05-0.000113657j 
0.000140594-0.000154609j -0.000958532-0.00178389j -0.00115511+0.000493275j -0.000980953-0.00246122j 0.00148768-0.00060186j -0.000426909+0.000551149j 0.000346849+0.000661103j 2.25916e-05+0.000867178j -0.00181243-0.000825862j -0.00253094-0.00161694j -0.00172907-0.00107833j 0.000851571-0.000508028j -0.00231394+0.000544855j -0.00158721-0.00334474j -0.000213148+0.00142836j 0.00230984-0.00178182j -0.00151247+0.000141361j -0.000946765-0.00196152j -0.00111584-0.00271694j -0.00299307-0.00291765j -0.000304293+0.00138934j -0.00359674+0.00210216j -0.00115579+0.00182557j 0.000210232-0.000970239j -0.00142099-0.00076085j 0.0026213+0.00238154j -0.000499165+0.00207133j 0.00423454+0.000857498j -0.00145057+0.00423797j 0.00153155-0.000319407j 0.00423707-0.00648386j -0.000657698-0.00233785j 0.00206056-0.00275639j 0.00200427-0.00227345j -0.00391222+0.00538132j 0.00230349+0.00154933j -0.00542449+0.000648293j -0.000180616-0.00376085j 0.000946985-0.0032404j -0.00242523-0.00346911j -0.00614195-0.00455064j -0.00157259-0.00613533j 1.47924e-05-0.00310771j -0.00221801+0.00137308j -0.00193706+0.0044584j 0.000423613-0.000366196j -0.00535868+0.00300918j 0.00310153+0.0035025j 0.00284699-0.00386978j 0.00146886-0.00343765j -0.00239776+0.00420483j 0.00391595-0.00362457j -0.00324069+0.00161373j -0.00350046-0.000903452j 0.000469811-0.000100881j -0.00185797-0.000323797j 0.0029936-0.000926385j -0.00465034+0.00234404j 0.00348737+8.80964e-05j -0.0030923+0.000970306j 0.00181184-0.0020482j -0.00393935+0.000821043j 0.00089161+0.00215628j -0.00238498-0.000327908j -0.00313094-0.000972576j -0.00199757-0.00147935j -0.00251564-0.000342423j -0.00142043-3.19013e-05j 0.00242735-0.000244304j -0.00283627+0.000422758j -0.000644187+0.000864674j -0.00216568+0.00128775j 
