-5.63265e-05+0.00471706j -0.00409852-0.000541829j 0.00299513-0.000299111j -0.00191005-0.00381999j -0.00275132+0.000142268j 0.00257841+0.000605799j 0.000285572+0.0031201j -0.00277261+0.000501964j 0.00108876+0.000115775j -0.0011865-0.00019041j 0.00161552-0.0022493j -0.00171734-0.00186056j 0.0014171-0.0012764j 0.00042253-0.00111754j 0.000752172-0.00139292j -0.00134647-0.000939933j 0.000945621-0.000273955j -0.00127625-0.000495024j 0.00157875+0.000286024j -0.000334953-0.00401543j 0.00162157+0.000317735j 0.000649948+0.000177135j 0.00193532-0.000623118j -0.00186863-0.000546157j 0.000592737+0.000578035j 0.000328413+0.000578308j 0.000919053-0.00118591j -9.03644e-05-0.00194107j -0.00100543+0.000429353j -0.00182627+0.00156683j 0.000523377-8.49386e-05j 0.00194259+0.000321237j 0.00120242-0.000308746j -0.000573295+0.000624929j -0.000774569-0.000933743j -0.000960735-0.000782615j -0.00123183-0.0010422j 0.000203939-0.000524523j 0.000535567-0.000379184j 0.000103454+0.000487518j -0.000142959+0.000104204j 0.000639478-0.000346996j -0.000712768-0.000976088j 0.000419489-9.73959e-05j -0.000605271-0.00121569j 0.00103108-0.00235222j 0.000304667-0.000658834j 0.0012131+0.00163021j 0.000785278-0.000602367j 0.00105438+0.00198741j 0.00227503+0.000249448j 0.00109709-0.000718874j 0.000833126+0.00128402j 0.00330607+0.000192189j 3.34704e-05+0.00142062j 0.00177004+7.44841e-05j -0.00108337+0.000368358j 0.000471537+0.00397882j -0.00173171-0.000474629j -0.000126813-0.000425072j 0.000166782+0.000546521j -0.00105823-0.000251477j -0.00148981-0.00349764j 0.00307537+0.000592754j 0.000434309-0.000243765j -0.00108987+0.00106996j -0.000258588-0.000250191j -0.00245764-0.00284914j -0.000909599+0.00104477j -0.00142954+0.000294443j 0.000703177+0.00120501j -0.00101425+0.00170757j 0.000614087+0.00149541j 0.000359116-0.00128084j 0.00349627+0.000988567j -0.00554054-0.00787748j -0.00665331+0.00587114j 
-0.000429513-0.000385285j 0.000557279-0.000313957j -0.00016168-0.000624226j 4.46296e-05-0.000694063j 0.000999844+0.000698371j 0.00153649+0.000997008j 3.18896e-05-0.000687247j 6.60938e-05-0.000338842j -0.000112334+0.000170818j -0.000726947+0.000315457j 3.22132e-05-1.97616e-05j -0.0010404+0.000560239j 0.00114675+0.000306075j 0.000325596+0.000907405j 0.000647598+0.000723038j -0.00228132-0.00314186j -0.00306575-2.54657e-05j -0.000401538-0.00080985j 0.00101701-0.00191979j 0.000581127+0.000279478j 0.000100681-0.000837342j -5.48135e-05-0.00251321j -0.000406176+0.00191735j 0.00219865+0.000811595j -0.000666099+0.000603711j 0.000622921+0.00161362j 0.000259346-0.000284291j -0.00687479+0.00148254j -0.000250556-0.0018716j 0.00409421+0.000245306j 0.00104962+0.00197906j -0.00496555-0.00492341j 0.00272729-0.00274478j -0.00333224-0.00243072j 0.000596442-0.00255038j -0.00237295+0.00137853j 0.000704698-0.00217721j -0.00273488-0.0024468j 0.00244161+0.00390739j -0.00484549+0.00014601j -0.000673883-0.00107796j 0.00182514-0.00556422j -0.00409322-0.00334679j 0.0044064+0.00378649j 0.0032831-0.00276031j 0.00436156-0.00367383j -0.00298988+0.00486286j 0.00311965+0.00154808j -0.000712413+0.00250272j 0.00521486-0.00215292j -0.00363397-0.000913976j 0.00105711+0.00351993j 0.000308857+0.00224741j 0.00084865-0.000326893j -0.000738071-0.00318422j 0.00238697+0.00164674j -0.00237975-0.00191307j 6.38503e-05-0.00138608j 0.00211004+0.00306613j -0.00233737+0.00173987j 0.000400255+0.00363882j 0.000399229-0.0010424j -0.00107323+0.00113657j -0.00253948-0.000896519j -0.00111661+0.000822143j -0.000582953+7.70959e-05j 0.000873466-0.000291467j 0.00143171-0.00141853j 0.00151386+0.000620787j -0.000904542-0.000620055j 0.0020569-0.000969805j -0.000817043-0.000955832j 0.00128018-0.00114207j 0.000820489-0.000473105j -0.000538383-3.42891e-05j -2.72296e-05+0.000240166j 9.76092e-05+0.000414617j 
-0.000143957-0.00159934j -0.000918654-0.0001895j -0.000165416+0.00095237j 6.34638e-05+0.000171341j -0.000942292-0.00125273j -0.00106823+0.00151571j 0.00137103+0.000261559j -0.00233202+0.000580267j -0.00050794+0.000825816j 7.76408e-05+0.000420743j 0.000937077+0.00225969j 0.000663524-0.000839742j -0.00138945-0.00225813j -0.000478215+0.000465572j 0.00114217+0.00148976j -0.000247468-0.00061816j 0.000700322-0.00142053j 3.69971e-05-0.000126362j -0.000343427+0.00166275j -0.00145515+0.000455963j 5.89171e-05-0.000913546j 0.00241067-0.00196002j 0.000569567+0.000616467j -0.00246861-0.000401285j -0.000323076+0.00238028j 0.00153591-0.000425942j -0.00038096+0.000435409j -0.00317658-0.00187852j 0.000673653+0.00370316j 0.000446147-0.00105457j 0.00307322+0.0034156j -0.000315932-0.00153724j 0.00474339-0.0011498j 0.0024305+0.00146172j 0.00117275+0.00148856j 0.00235986-0.000194455j 0.00240245-0.00392509j -0.00335757+0.00116387j 0.00158321+0.00219004j -0.00482575+0.00409439j 1.52421e-06+0.00137386j 0.00539594+0.000803788j -0.00171431-0.000448393j 0.00267495+0.00189438j 0.0029971+0.0020842j -0.00202445-0.00105962j -0.00452458+9.45105e-05j -0.000938449+0.00154537j 0.00112084-0.00140161j 0.0066352-0.000326812j -0.000380462+0.0046864j 8.19691e-05+0.00272056j -0.00218156-0.00294787j 0.00241077+0.000646733j 0.00115071+0.00203018j -0.001455-4.20561e-05j -0.00225121+0.000105166j 0.00235274-0.00236936j 0.00240208-0.000995404j -0.000225675+0.0021126j -0.00142626+0.000346428j 0.00158575-0.000451438j -0.00382955+0.00123297j -0.00102545-0.000582328j -0.000696276+0.00133748j 0.00088556-0.000652324j -3.09841e-05-3.10983e-05j 0.000402642+0.000922036j 0.00123376+0.00203093j 0.000567432-0.00126703j 0.00289484+0.00098685j 0.00124733+0.00130449j 0.00135519-0.000531661j -0.000644196-0.00145949j -0.000277331-1.57051e-05j -0.00266857-0.00112463j 0.000501325+0.000513673j 
0.000712195-0.000682631j -0.000132077-1.1117e-05j -0.00134328+0.000915109j -0.000437508+0.000680839j 0.000452727-0.00112043j -0.000347937-4.42416e-05j 0.000113882-0.000663833j -7.89689e-05-0.000493084j -0.000693161+0.00025333j 0.000343951-9.58658e-05j 0.00118174-0.00148489j -0.000477739-0.000435468j 0.000927021+0.00132635j 0.000689481-0.00220952j 0.000673844-0.00099556j -0.000614374-0.00121554j 0.00115119+0.000828876j 6.72803e-06+0.000551731j -0.00091021+0.00115063j -0.000191107+0.000244179j 0.00134129+0.00060499j 0.00228255+0.00191611j 0.000383281-0.000823494j -0.000303943-0.00225623j -0.000785516-0.00069548j 0.0020831-0.00122544j 0.000390872+0.00113093j -0.00154855-0.000667736j 0.000620239+0.000181315j 0.00307344-0.00230062j 0.00241657+0.000465239j 0.000257843+0.000983394j -0.00028799+0.00113444j 0.000161825+0.00275188j -0.00188096-0.000134747j -0.00214798+0.000928616j 0.0027818-0.00238554j 0.0016952-0.00149756j 0.0028724-0.00106513j -0.000905499-0.000292761j -0.00158528+0.000354792j 0.0012335+0.00200931j -0.00177848-0.00165268j -0.00161619-0.000217811j -0.000960015+0.00113326j -0.000330573-0.00117233j -0.00374649+0.00206188j 0.00253623-0.00167982j -0.000943716+0.000944715j -0.00120061+0.00219337j -0.000273409-0.00117038j 0.00105415-0.00177317j -0.000715616-0.000852001j 0.000448647-0.00114159j -0.000145776-0.000877184j 0.00466695-0.00154814j 0.00140817-0.00165884j 0.00215671+0.00190885j 0.00127189+0.00175962j -0.00123656-0.000315807j -0.000934052-0.000775898j 0.00137995+2.36022e-05j 0.000527133-0.000790845j -0.00078131+0.000786304j 0.00026037-0.000679504j -0.000152691-0.000827056j 0.000650364+0.00100735j 0.00235834-0.00140924j -0.000722904+0.000288338j -0.000464907+0.000951991j 0.000645523+0.000666263j -0.000305676+0.000955828j 0.00011811+0.000877471j -0.000209519-0.000811843j -0.000473272+0.000824835j -0.000204621-0.00125177j 0.000168774-0.000238732j 
-0.000289576-0.000943513j -0.000995599-0.000473185j 0.000995373+0.00134525j -0.00147701-0.000365908j -0.000927899-0.000385008j 0.000790949+0.00131748j 0.00168778+0.00100735j 0.00111323-0.00059413j 0.00113726+0.000444991j 0.00140314-0.00164702j -0.00166348+0.00199589j -0.0015361-0.00237711j -0.00257575+0.00155994j -0.00203819-9.05962e-05j -0.000705161+0.000798021j 0.000334382+0.00107999j -0.000268889+0.000337621j 0.00171101-0.000390623j -0.00125955+0.000656046j -0.0019142-0.00223524j 0.00220654+0.000430828j 0.0012656-0.000820064j -0.000712739+0.0024212j 0.000132072-0.000471573j -0.00255205+5.67409e-05j -0.0025913+0.00193671j -0.00295671-0.00354824j -0.0017078+0.000462015j -0.00180012-0.00257165j 0.00163459-0.00123989j -0.000861629-0.00790344j -0.00199149+0.00138123j 0.000351171+0.00449927j 0.00302593-0.00472835j 0.000334455+0.00106896j 0.00491076-0.00377408j 0.00442793-0.000518477j -0.000994249-0.0049587j -0.00114135-0.00023182j -0.000839046-0.00100953j 0.00167439+0.0031521j 0.00152062+0.0013367j 2.72743e-05-0.000500927j 0.00191253-0.000104167j 0.000291574-0.00541043j 0.000552319+0.00311896j 0.00218645-0.00416476j 6.02743e-05-0.00238922j 0.00262875+0.000866944j 0.00376707-0.000785441j 0.0010757-0.00229893j 0.000259881-0.00321725j 0.00225664-0.00308562j -0.00338636-0.00163091j -0.000411665+0.00284799j -0.00170941+0.000476523j 0.00192151+0.000741947j -0.00230444+0.000965809j -0.000405134+0.000980424j -0.000730908-0.00138577j 0.00137426-0.000917866j 0.00171322+0.00361793j 0.00135921-0.0038656j -0.000575305+0.000585051j 0.00124208-0.00214481j 0.00269815+0.000675385j 9.5683e-05+0.00284609j 0.000874912-0.000845597j -0.000311903+0.00217544j 0.000817235+0.00212293j -0.000953425+0.000988506j 0.00156084+0.00179168j 0.000383462+0.00148398j -0.000598664-0.00176447j -0.000582872+0.000350067j 0.00029188-0.00164083j 0.000798167+0.000699799j 
-0.000253644+0.000798129j 0.000699743+0.00159936j 0.000732856-0.00131714j 0.00136294+0.00221526j -0.000364509+0.00224548j -0.000475456-0.00120971j -0.00123753-0.00169851j -0.000850256-0.000448918j 0.000670805-0.00192111j -0.000788071+0.000410956j -7.26166e-05+3.44027e-05j -0.000582254+0.000714257j 0.0019716+0.00331702j 0.00134445+0.00161778j 0.00129855+0.000729054j -0.000540113+0.00177482j 0.00174571+0.0011102j -0.00102184-0.00170425j 0.000775121-0.00138604j 0.00189829+0.000167326j 0.000677526-0.000355579j 0.00154771-0.00240737j 7.2366e-05+0.00173628j -0.00140238+0.00201154j -8.32955e-05-0.000941242j 0.000149121+0.00153497j 0.00024588-0.000380531j 0.00232072+0.00177497j -0.00141711-0.00120565j -0.000918312+0.000552906j -0.00413351-0.000459557j 0.00115984+0.00102519j 0.000796085+0.000811896j -0.00437649-0.00446121j -0.00170174-0.00271835j -0.00039779-0.000479955j 0.000185307+0.00288119j 0.00136453-0.00341163j -0.00244928-0.00252575j -0.00254366-0.0023649j -0.00367093+0.000813312j -0.00134368-0.000443946j 0.0023016-0.000426488j 0.00213254-0.00124789j -0.00112781-0.0016575j -0.000147549+0.00117934j -0.000497742-0.00264326j -0.000612469+0.0011632j 0.00153822-0.000627418j -8.61757e-05-0.00202634j -0.0016582-0.00505998j 0.000984105-0.000607657j 0.0036892+0.00367766j -0.00216348+0.00477361j 0.000705165-0.00256766j -0.000570228+0.000140665j 0.00141844-0.000954626j -7.48755e-05+0.00359317j 0.00186892-1.1895e-05j 0.000435452-0.000825452j -0.00153873-0.00163069j -0.00161391-0.00259958j -0.00207562-0.00163013j -0.000679134+0.000534358j 0.00147995-0.00241341j -0.00103663-0.00273606j 0.000491746+0.000951687j -0.00254278-0.000494517j -0.000751839-0.00304773j 4.40133e-06-0.00214344j 0.00163339-0.000219635j 0.000202324-0.00221385j 0.000934364+0.00026309j 0.000254874+0.00304356j 0.00166174+0.000349313j -0.00100152+0.000806368j -0.00147577-0.0010692j 
1.68736e-05+0.000333702j 1.915e-05-0.000460103j -0.000327451+0.000202277j 0.00207228-0.000996503j 0.000967488-0.000169076j -0.00117199+0.00155743j -0.000935478-0.000586193j -0.000593718+0.000300578j -0.000797902-0.000407795j -7.77309e-05-0.000823262j 0.0012846+0.000188679j 1.33003e-05-0.00163926j 0.00315972+0.00137862j 0.000754995-0.00184177j 0.00194907-0.000877576j 0.00113462-0.00129262j 0.00158759-0.000388395j -0.00110621-0.000932922j 0.00101778+0.000544414j 0.00125546-0.00245204j -0.000574934-0.000627942j -0.000343845-0.000652777j 0.0015481-0.00034794j -0.000674386-0.00258023j 0.00141414+0.000763983j 0.00311739+0.00281422j -0.00264917-0.00043493j 0.00033492-0.00370157j 0.00104231+0.000525979j 6.67389e-05+0.00386884j 0.00100437-0.00344804j 0.00226737-0.0038422j 0.00191777+0.00155516j -0.00209196+0.0035078j -0.00126273-0.000582163j 0.000235078-0.00262383j -0.00126456+0.001436j -0.00530421-0.00501557j 0.0021296+0.00340162j 0.00070242+0.00323095j 0.000683051+0.000373639j 0.000782082+0.00166934j 0.00178871-0.00445536j 0.00116475-0.0042309j 0.000464843-0.00410453j -0.00354313+0.00306332j -0.00424636-0.00215095j 0.000118792+0.00517437j -0.00141063+0.000430004j -0.00261019+0.000237984j -0.00264692-0.00456036j 0.00172899+0.00100613j -0.000184426-0.00416107j 0.000396043+0.000386766j 0.000504424-0.00342202j -0.0014987+0.000221068j 0.00123467+0.00130404j -0.0030686+0.00394007j -0.00197381+0.00271413j 0.000160864+2.64081e-05j -0.00184397+0.00177909j -0.000958418+0.000698432j 0.000406665-0.00125057j 0.00021842-0.00202996j -0.00110564-0.00181696j 0.00219447-0.000430014j -0.00114037-0.000253705j 0.00231128+0.00164955j -0.00154426+0.000668785j -0.00340589+0.00150068j 0.000522919-0.00172848j 4.42113e-05-0.000510261j 0.000141944+0.000190945j 0.00135439-0.00055217j -0.00113376-0.00150132j -9.96906e-05+0.000437551j 0.000257505+0.00139262j 
0.000409833-0.000309216j 0.000160239-0.000378038j -0.000564967+0.000876274j 0.000395082-0.000762926j -0.000885354-0.000785601j -0.00106591+0.00112433j -0.00129299+0.00155793j -0.000218724-0.000399064j 0.000867484-0.000229571j 0.000907331-0.00127268j 0.000751658-0.000257859j 0.00204893-0.000854698j -0.000844156-0.00116002j -0.000710326-0.00141795j 0.00133932-0.00105329j -0.000409489+0.000179277j 0.000827596-0.0013729j 0.000235502-0.00094539j 0.00136224+0.00123476j -0.000102271-0.000940794j -0.00272849+0.0013618j -0.00213765+0.0014796j 0.00138759-0.000392989j -0.00303968-0.00128985j 0.00255653-0.00185954j 0.000122848-0.00179158j -0.00144579+0.00127847j 0.000124565-0.00366986j 0.00135334+0.00251413j 0.000111017+0.00082849j -0.00066444+0.00150948j 9.42728e-05-0.00285917j 0.00154038+0.00453769j 0.00528848-0.00302878j 0.00118504-0.0012183j -0.0014561+0.00181233j 0.000413005-0.00160117j -0.00172481-0.00319269j -0.0015213-0.0013411j 0.00563659-0.00104904j -0.00157288-0.00231895j -0.000757984+0.00142899j 0.00136083-0.000280959j -0.00360272+0.00119995j -0.00388068+0.00313816j 0.00131341+0.00150292j -0.00456527+0.000586054j 0.00304621+0.00602132j 0.00154948-0.000864668j -0.00022681-0.00220284j 0.000242204-8.33621e-06j 5.50696e-05-0.000851853j -0.000622059+0.00103943j 0.00169562+0.00195399j -0.000139974-0.00333014j -0.000689218-0.000992872j 0.000351682-0.000946511j 0.00335742-0.000579549j -0.000319009+0.000976255j 0.00304474+0.00180941j 0.000502235-0.00126798j -0.00210407-0.00155831j 0.000968308-0.00268522j 6.59571e-05-0.00402683j -0.00108178+0.00124201j 0.000598843-0.000874953j -0.000424407-0.00115557j -0.00102393-0.00111932j -0.00218827+0.00276j 0.000476731-0.000600447j -0.00126722+0.0021575j -0.000460902+8.40232e-05j -0.000850432+0.00143865j 0.000521723-5.97925e-06j -0.000499852+0.000835162j 0.00013921-0.000522882j -0.000348855+0.000266257j 
-7.6407e-05+0.000882607j 0.000117918+0.00016352j -0.000411977-0.000671355j 0.00110792-0.00157124j 0.00051416+9.15929e-06j -0.000676114+0.000207961j -0.00197689-0.000348974j -0.00127248+0.00061395j -0.000392433-0.000801313j 0.000865449-0.000602683j -0.00105248-0.000606548j 0.0014262+0.000668647j 0.00238649+0.000104835j 0.00175519-0.000159549j 0.00132463-0.00166368j -0.00134897-0.00180747j 0.000479544-0.000193892j -0.00341479+0.00165739j -0.0010825-0.000778467j 0.000494771-0.00163393j -0.000232174+0.000671199j 0.00104998+0.00104198j -0.00239691-0.000206984j 0.00055969+0.0012601j 0.000539198-0.00120375j -0.000176944-0.000682769j 0.0023137+0.00293062j -0.000355296-0.00214194j -0.00162907+0.000445682j -0.000372726-0.000829149j 0.0013919+0.00122692j 0.000414601-0.000231973j 0.00169439-0.00241745j 0.00104692+0.000565329j 0.00225048-0.000853959j 0.00122677+0.00291541j -0.00114479+0.000630267j 0.00206424-0.00128928j -0.00319473+0.00355988j -0.00235377+0.00174947j 0.00410281+0.00103195j 0.00193177-0.00060931j 0.00097822-0.00183954j 0.00273228+0.00125006j 0.00255466-0.00169933j -0.00561607+0.00207125j -0.000753597+0.00372842j -0.0055258+0.0012335j 0.00120896+0.0012641j 0.00497956+6.75889e-05j -0.000877237-0.0003051j -0.00306001+0.00116228j -0.00558033+0.00171443j 0.00318622-0.000436281j -0.000775316-0.00354524j -0.00388119-0.00072774j -0.0040631-0.00175692j 0.000463635+0.00036043j -0.00056893-0.0015334j 0.00169649-0.00237248j 0.00095127+0.00125665j 0.00134874-0.000613899j -0.00137303+0.00242687j 0.00157844+0.00208059j 9.59328e-06+0.000776884j -0.00105362+0.000548523j -2.06575e-05-0.00260417j -0.000653008+0.000122022j -0.000213027-0.00174139j -0.00147211-8.30658e-06j -0.00032658-0.00129842j -0.000299165+7.73484e-05j -0.000519382-0.00164815j 0.000992463+0.000575073j -0.000215911+8.75822e-05j 0.000393863+0.00103329j -0.000517444+1.71798e-05j 
0.000994523+0.00014409j -0.000143695-0.000857066j 0.000751578+0.000432538j -0.0011507-0.000339282j 7.80252e-05+0.000346838j -0.000248917-0.000516213j 0.00120079-1.4464e-05j 0.00166904-0.00100096j 0.000886483-0.000614423j 0.000228176+0.000373919j 0.000295682-0.00177875j -0.00162659-0.00151131j -0.00116508+0.00273207j 0.000347349+5.22886e-05j -2.28663e-05+0.000937746j 0.000323665-1.2643e-05j 0.00109921+0.00190755j -0.00142148-0.0022908j -0.00132908-0.000190548j 0.00109648-0.000924477j 0.00107992-0.000718554j -0.000375797-0.000215233j -0.00114608-0.0023186j 0.00209112-0.000716181j -0.000122913-0.000372715j 0.00142015+0.000126809j -0.0021693-0.00105482j 0.000133593-0.000536055j -0.000166699+0.00130743j 0.00408044+0.00142572j 0.00358187-0.0022714j -0.00248875+0.00183226j -0.0024567-0.000913557j -0.00273538-0.00400608j -0.00299793-0.00139153j 0.00140118+0.00126595j 0.000153222-0.000530382j 2.47626e-05-0.000958485j 0.0021806-0.00289014j -0.000182338+0.00145668j -0.00133565+0.00225759j -0.00133755+3.16542e-05j -0.000745444+0.002193j 0.000352984+0.00233479j 0.000286298-0.00305038j -0.00375631-0.00320731j 0.00237964-0.00145705j 0.00176433+0.00171992j -0.000156934-0.00049333j -0.00307628-0.00353438j 0.00187635-0.00160127j 0.00245224+0.000509267j 0.000162894+0.00117683j -0.00116467-0.000563811j -0.00193645-0.00346824j 0.00199665-0.00229433j 0.00054357+0.00258708j -0.00425561-0.000334824j 7.19854e-05-0.00062048j -0.000175096+0.000833587j 0.00072526-0.00206185j 0.00337596-4.40899e-05j 0.00200251-0.00115686j -0.0026058+8.85428e-05j -0.000169873-0.00106293j 0.000602121+0.00134487j 0.000124597+0.000350183j 0.00163538-0.000836076j 0.00220194+0.000176293j -0.00120731-0.00050706j -0.00123505-0.000281421j -3.23628e-05+0.00132881j -0.00010185+0.000825949j -7.59079e-05+0.00175328j -0.0014572-0.00028528j 0.00105494+4.68642e-05j 0.00205214+0.0014149j 
-0.000792527+0.00131065j 0.000403796+0.000413354j 0.000108677-0.000187662j -0.000230751-0.00107911j 0.000467712-0.000542511j 0.000994382-0.000379965j -0.000181172+0.000848699j 0.000355051+0.00131098j -0.00154716+0.00111997j -0.00155943-0.00150577j -0.000792965+0.00047069j -0.000280281-0.000150834j -0.000253651-0.00251828j -0.00127305-0.0013122j -0.00187482-0.00313094j -0.000292027+0.0021468j -0.000820855+0.000543259j 0.000637812+0.000571421j 0.00119496+0.000982426j -0.00119565+0.00228632j -0.000751605+0.00139518j 5.61094e-05+0.00346528j 0.000173725-0.00315765j -0.000369475-0.000275665j -0.00109399+0.00258743j -0.00263624-0.000222816j 0.00201178-0.000287382j -0.00103301+0.00256436j 0.00238679-0.0022533j 0.00176841+0.00107663j -0.00256396-0.00212888j 0.000220865+0.00184703j 0.00537914+0.00134534j -0.00129652+0.00199012j 0.000938249-0.00160084j 5.45463e-05+0.00202928j 0.00109562+0.00366j 0.00270759-0.00122409j -0.00105659+0.000420884j -0.000285242-0.00167649j -0.00179046-0.00428011j -0.000615142+0.00292251j 0.00259292+0.00278452j -0.00134225-0.00445687j 0.00370865-0.000843196j 0.00510124-8.79949e-05j -0.00482338-0.000316929j 0.00363852+0.00387986j -0.000740273+0.000625868j 0.000169272+0.000295137j -0.00107957-0.000950852j 0.000173831-0.000999257j -0.00023108+0.00125728j -0.00199384+0.00104451j 0.00370406-0.00208276j 0.00110651-0.00171608j 0.0030282+0.00262042j 0.000108657-0.00117439j 0.000541359+0.00159886j -0.00259704-0.00237714j -0.00202501-0.00199903j -0.00317298+0.00153401j -0.000396719-0.00144256j 0.000247835-0.00428655j 0.00031838+0.00264606j 0.00147842-0.00156605j -0.00120115-0.00101833j 0.000920394+0.000556756j -0.00224842+0.00088114j 0.00110852+0.00241363j 0.00153973+0.000434487j -0.00119275+0.000195977j 0.000453932+0.000913227j -1.06189e-05-0.00137382j -2.59734e-05-5.11514e-06j -0.000140189+0.00104599j -0.00107723+0.000692614j 
-0.000756228-0.000638918j 6.96839e-05+0.000530227j 0.00127981-1.26315e-05j 4.46934e-05+0.000377233j -0.000614786+0.000759678j 0.000674821+0.0012299j 0.000770741-0.00116264j -0.000403674-5.86799e-05j 0.000407373+0.00049631j 0.000274709-0.000445498j -0.000866073+0.00122391j -0.000212192-0.000621671j -0.00202052+0.000515008j 0.000158283+0.00220054j -0.00047722+0.000670053j -0.000361849-0.00133203j -0.00200792+0.000907791j -0.000180156-0.00229681j 0.00108454+0.00164457j -0.000205385+0.00105288j 0.000949147+0.000587291j -0.0008542-0.000784417j 0.00101511-0.000660614j -0.000152764+0.00179425j 0.00045568+0.00187454j -0.00103996+0.00249221j -0.000764742-0.00145411j -0.000872686+0.00146035j -0.00172079-0.000659505j -0.0027565+0.00596565j -0.00263741+0.00359266j -0.00482831-0.00287591j 0.000969068-0.000401123j -0.000247903+0.000980357j 0.00206276-0.00294945j -0.00150187-0.00357283j -0.000345264+0.000784367j 0.00079996+0.000811228j -0.00105746-0.000736701j -0.0033508+0.000738161j -6.76924e-05-0.00270586j -0.000604731+0.00230748j -0.000528145-0.00155144j 0.00363735-0.00305889j 0.00305216+0.00165292j 0.00143217-0.0032215j 0.00299898-0.000251482j -0.00505194+0.00228591j 0.000812434+0.000909341j 0.00563415+0.000735861j -0.000365602-0.00180162j -0.000781587+0.000288958j 0.000511661-0.000957986j -0.00267097+0.00146769j 0.0049566+0.00197246j -0.00161045+0.00132607j -0.000162623-0.00272187j -0.00175249+0.00205006j -0.000155841+0.00102136j 0.000693212+0.00140994j 0.00155151+0.00198664j 0.0008188-3.82531e-05j -0.00170154-0.00142769j -0.000970437-0.00239173j 0.000534879+0.00145411j 0.00235411-0.00135384j -0.000553843+0.00186632j -6.50512e-05-0.00117993j 0.000191843+0.00071586j 0.000146661+0.000700419j 0.000239298+0.000509144j 0.000726884-0.00179787j 0.000920346-1.74466e-05j -0.000112001-0.000565712j 0.000231261-0.000518724j -0.000842724-0.000594225j -0.00016478-6.25955e-05j 
-0.00065173+0.001388j 1.91589e-05-0.000370299j 0.000793138-0.00202909j 0.000268872-0.00112983j 0.000829659+0.00104277j -0.000579356-0.00168763j -2.19778e-05-0.000633739j -0.000510611+0.0014035j -0.000770239-0.00134823j 0.000712993+0.000220001j 4.68295e-06+0.000302691j -0.000696627+0.00191305j 0.00101208-0.000101379j 0.00255564+0.000858298j 0.00101166-0.000958686j 0.000352555+0.000276116j 0.00206745+0.000318259j -0.00340952+0.000997652j -0.00225264-0.00139588j -0.00131842+0.000325932j -0.000189728-0.00186376j -0.00436457+0.00014582j 0.00172216-0.00112609j 0.00162765+0.000844355j -0.00329086+2.05461e-05j 0.00226131+0.00192225j -0.00186228+0.00161191j 0.00296383+0.00397884j -0.00212442+5.65781e-05j 0.00214824-0.00109147j -0.00134836+0.000325454j -0.00504533+0.000378546j 0.00162913+0.000517698j -0.00911487+0.000129271j -0.00141253-0.00137249j -0.00190169-0.00471454j 0.00121967+0.000711967j -0.00131267+0.00070483j -0.00330413+0.00221189j -0.00263804-0.00153877j 0.000507456-0.00267249j -0.00109084-0.000664647j 1.35754e-06-0.000379864j 0.00249124-0.00589242j 0.000696841+0.00141023j -0.000205885+0.000963216j 0.000163131-0.000927593j 0.000309346-0.00014596j 0.0022932+0.000362177j -0.00192157-0.00142238j -0.00135983-0.00164009j -4.71714e-05-0.00238808j 0.000318859-0.00286325j 0.00100291+0.00279959j 0.000514013+0.00109715j -0.000196008+0.00227374j 0.00010944-0.00294324j 0.00207644+0.00435134j -0.000789493-0.00166327j 0.00119411-0.000680206j 0.000231843-0.00118738j -0.000816695-0.000467923j -0.00213052+0.000292803j 0.000123452+0.000810293j -0.00138862-0.000641905j -0.000501737-0.00157429j 0.000760783-0.000809546j -0.00189196+0.00139591j -0.000832405-0.00112074j -0.00143499-3.40508e-05j -0.000404496+0.000113641j -0.00166303-0.000412639j 0.000519766-1.68919e-06j 0.0023649+0.000372252j 0.000928256+0.000369092j 0.000288431+0.00064397j -0.000774902-0.00037778j 
