-5.63265e-05+0.00471706j -0.00409852-0.000541829j 0.00299513-0.000299111j -0.00191005-0.00381999j -0.00275132+0.000142268j 0.00257841+0.000605799j 0.000285572+0.0031201j -0.00277261+0.000501964j 0.00108876+0.000115775j -0.0011865-0.00019041j 0.00161552-0.0022493j -0.00171734-0.00186056j 0.0014171-0.0012764j 0.00042253-0.00111754j 0.000752172-0.00139292j -0.00134647-0.000939933j 0.000945621-0.000273955j -0.00127625-0.000495024j 0.00157875+0.000286024j -0.000334953-0.00401543j 0.00162157+0.000317735j 0.000649948+0.000177135j 0.00193532-0.000623118j -0.00186863-0.000546157j 0.000592737+0.000578035j 0.000328413+0.000578308j 0.000919053-0.00118591j -9.03644e-05-0.00194107j -0.00100543+0.000429353j -0.00182627+0.00156683j 0.000523377-8.49386e-05j 0.00194259+0.000321237j 0.00120242-0.000308746j -0.000573295+0.000624929j -0.000774569-0.000933743j -0.000960735-0.000782615j -0.00123183-0.0010422j 0.000203939-0.000524523j 0.000535567-0.000379184j 0.000103454+0.000487518j -0.000142959+0.000104204j 0.000639478-0.000346996j -0.000712768-0.000976088j 0.000419489-9.73959e-05j -0.000605271-0.00121569j 0.00103108-0.00235222j 0.000304667-0.000658834j 0.0012131+0.00163021j 0.000785278-0.000602367j 0.00105438+0.00198741j 0.00227503+0.000249448j 0.00109709-0.000718874j 0.000833126+0.00128402j 0.00330607+0.000192189j 3.34704e-05+0.00142062j 0.00177004+7.44841e-05j -0.00108337+0.000368358j 0.000471537+0.00397882j -0.00173171-0.000474629j -0.000126813-0.000425072j 0.000166782+0.000546521j -0.00105823-0.000251477j -0.00148981-0.00349764j 0.00307537+0.000592754j 0.000434309-0.000243765j -0.00108987+0.00106996j -0.000258588-0.000250191j -0.00245764-0.00284914j -0.000909599+0.00104477j -0.00142954+0.000294443j 0.000703177+0.00120501j -0.00101425+0.00170757j 0.000614087+0.00149541j 0.000359116-0.00128084j 0.00349627+0.000988567j -0.00554054-0.00787748j -0.00665331+0.00587114j 
-0.000324586-0.000697263j -0.00116421+9.20059e-05j 0.000769139-0.000364799j -0.00016969-0.000182178j 0.00012902+0.000692398j 0.000564459+0.000135502j 0.00104147-0.000191808j -0.0006427+0.00106101j -0.00014436-0.000754715j 0.000805961+0.00140152j -0.00152914+0.000880324j -0.00138551-0.000564603j -9.22187e-05-0.00144769j -0.000523755+0.00182656j -5.67976e-05+0.000825047j -8.21861e-05-0.000480272j -3.31668e-06-0.000129082j -0.000412291+0.00111903j -0.000203542-0.000490194j -0.000298235-9.55485e-05j 0.000329719-0.0010185j -0.000368381-0.000498538j 0.000904202-0.000185569j 0.00149521+0.00369954j -0.000313624+0.00128328j 0.000412607-0.00012177j -0.00279302-0.000213069j -0.00111925-0.00063933j 0.00282884-0.00196209j 0.00135057+0.000677774j -0.00304305+0.00663443j -0.00364741-0.00148953j -0.000843665-0.0021707j -0.00290779+0.00349278j -0.00113907-0.000368803j 0.00113032+0.0016848j -0.000735987+0.003418j 0.00254126+0.0027331j 0.000514511+0.000875002j 0.00463048-0.00253085j -0.000473828+0.00115752j 0.00206531-9.71659e-05j 0.000423741-0.00284525j 0.000936322-8.51415e-05j -0.000462906+0.000916631j 0.00433103-0.00340574j 0.000575112-0.0013348j 0.00338676+1.10377e-06j -0.00038446-0.00175627j -0.00551157+0.00380761j -0.0005263+0.000383213j 0.00473488+0.000136938j 0.00135357+0.0035052j -0.00340035+0.00201296j 0.00110453+0.00163313j 0.00137519+0.00252287j 0.0047078-0.00040288j 0.00221063+0.000820791j -0.00138882+0.00058011j 0.00171816+0.000849952j -0.000481585+0.000579017j -0.000731718+0.000635674j -0.0015626+0.00183478j -0.00179221+0.000518154j -0.00216153-7.22363e-05j 0.00122937+3.26969e-05j -0.000164024+0.00261271j -0.00099223+0.000458835j -0.000778331-0.000935047j -8.84432e-05+0.000348117j -0.00131681+0.000921614j 0.000470451-0.000884786j 0.000187724-0.00011127j 0.000519582-0.000615451j 0.000205269-0.00109533j -0.000573356-0.00118647j 0.000173918-0.000498973j 
0.000355674+0.000435486j -0.000349282-0.000129716j -0.000522777-0.000634521j -0.000188334+0.000712099j 0.000808394-0.000245386j -0.000548458-0.000701709j -0.000796765-0.000581735j 0.00059366-0.00145718j 0.000556204+7.18349e-05j 7.85373e-05-0.000359849j 0.000253487-7.85038e-05j -0.000464782+0.00129061j 0.000974517+0.00126068j 0.00131941-0.000785227j 0.000671663+0.00066663j -0.000110746-0.000666976j 0.00179987-0.0010797j -0.00197613+0.00265642j -0.000763868+0.0014793j 0.00225729-0.000746079j -0.00111752-0.00119337j 0.00076741+0.00109707j -0.00273756+0.000936343j 0.000385306-0.001969j 0.000333963+0.00188077j 0.00192445-0.000655472j -0.00115854+9.94289e-05j 0.00047633-0.00244943j 0.000641257+0.00312903j 0.00423755-0.00302895j 0.000737103-0.00146812j 0.00176193+0.00263199j -0.00107303-0.00149457j -0.000327005+0.00418281j 0.000393673+0.000282004j 0.00234555-0.00128679j 0.00383936-0.00157343j 0.00262208+9.05304e-05j 0.00215912+0.000456144j 0.00104803+0.004377j -0.00179467+0.00117267j 0.000959032+0.0014809j 0.00319211+0.000262234j 0.00101051+0.000406649j -0.000351538-0.00347042j -0.00425028+0.00253207j -0.00534123-0.00176864j 0.00238539+0.0018624j 0.00110063-0.000859742j -0.000111659-0.00121152j -0.00041878-6.96311e-05j 0.00465694+0.000814246j -0.00173624+0.000710246j -0.00148007-0.000374412j -0.000718174-0.00155077j -0.000957707+0.000212598j 0.00556141+0.00155079j -0.00254906+0.00317021j 0.000595072-0.00072531j -0.00179428+0.00107145j -0.00117148-0.00049182j 0.00143627-0.00305176j 0.00156719+0.001113j -0.00101664+0.000700748j 0.00163858-3.41466e-05j 0.00100775+0.00105961j -0.000166592-0.000469122j 0.00120804+0.000303422j -0.000461967-0.00168956j 0.000386667-0.000122651j -0.000444519+6.43468e-05j -0.000217972+0.000719589j -0.00057198-0.000249051j -0.000306752+0.000860859j -0.00136227-8.18332e-05j 0.000903407-0.000181054j 0.000655538-0.000614209j 
0.000453251-0.00063464j -0.000757528+0.000511414j 0.000939859+0.00139355j -0.000509482+0.00103534j -0.000828896+0.000164438j 0.000109937-0.00071875j -0.000564148-0.000403223j 0.000197224-0.000839391j 0.000755649-0.000945868j -0.000380727-0.000268772j -0.00235012-0.000345962j -0.0012068-0.000782055j 0.00154751+0.00103523j -0.00187338+0.00171448j -0.000582749+0.00130251j -0.00154476+0.000680133j 0.0016092+0.00128754j -0.00282067+0.000173399j 0.000371909+0.000589031j 0.0019568-0.00209486j 0.000709139-0.000533552j 0.00285835-0.00300017j -0.00325568+0.00145793j -0.00180485-0.000285256j 0.00101108-0.0021347j -0.000672182+0.000627879j 0.00324401-0.00146078j -0.00168472+0.000315372j -0.00111832+0.00145652j 0.000775924-0.00170101j -0.00348236+0.00136017j -0.000489666+0.000245499j 0.00141317-0.00100716j 9.62793e-06-0.00260424j 0.000263991-0.000655476j 0.00178449-0.000155117j -0.00251528-0.0018555j 0.00114966-0.00231789j -0.00265448-0.0021517j 0.000497775+3.83582e-05j 0.000128803+0.00168125j 0.000617518-0.00181723j 0.000936189-0.00111703j 0.000516099+0.00211262j 7.7793e-06-0.000496519j -0.00232092-0.00105067j 0.00271521-0.000428376j -0.00346978-0.000923174j 0.0010619-0.000276518j 0.00149723-0.00021505j -0.00192966-0.00184734j 0.000423397-0.000768632j -0.00146871+0.001641j -0.0011969-0.00112558j -0.00411512-0.000244983j -0.00314847-0.00281491j 0.000450055-0.00021724j -0.00330942+0.000869957j 0.00201418-0.000832944j -0.000472744+0.00044683j 0.00129882-0.00145702j 0.00280645-0.00205033j -0.00193116-0.00062293j -0.00164561+0.00104664j 0.000650533-0.000703532j 0.000413841+0.000660141j -0.00139341+0.00127465j -0.00136588-0.00120095j 0.000810872+5.79384e-05j -0.000505888-0.000300212j -0.000831971+0.000789582j 0.00052637+0.000654355j -0.000154371+0.001261j -0.00051108+0.00143786j -0.000106022+0.000118938j 1.31241e-05-0.000813324j 0.00105781-0.000140364j 
0.00115043-0.00181881j -0.00155756-0.000904918j -5.36553e-05+0.000375651j -0.00016714+0.000502468j -0.000350606+0.000592557j -0.00104305+0.00164855j 0.000866201+0.00104424j -0.0015596-0.00117899j 0.00124156-0.00264826j 7.27674e-05+0.00117069j -0.00207765-0.00126986j 0.000304185-0.00166817j 0.000936293-5.76484e-05j -0.00175147-7.9686e-05j 0.00135253+0.00117186j -0.000510962-0.00121679j 4.41039e-05-0.000876347j -0.00156833+0.00146954j -0.00198956+0.000748691j 0.000539419-0.00286649j -0.00100388+0.000377595j 0.00192243+0.000405273j -0.000604091+0.00152908j -0.00431179+0.00316074j -0.00135219+0.000467023j 0.00185375-0.0018259j -0.000616033-0.000264968j -0.00141263-0.00158927j 0.00349935+0.00223919j 0.00156535-0.000973111j -0.00369696+0.00258095j -0.000497208+0.00142873j 0.00212956+0.00045181j -0.000958629-0.00278644j 0.00146737-0.000605791j 0.000952855+0.00463131j -0.00353428-0.00264047j -0.000685621-0.000703862j -0.000704337-0.00092581j 0.00157889+0.000315857j -0.00232601+0.00362211j -0.000347569-0.000162075j 0.000299247+0.000675014j 0.000740198+0.00412228j 0.000401433+0.000857607j -0.000717084-0.00190419j -0.00118613-0.00177776j -0.00107941-0.000292676j 0.000472875-0.00250792j -0.00231913-0.0029275j -0.000339568-0.000900579j 0.00335113+0.000866861j -0.00561142+0.0029956j -0.00151549-0.000631789j -0.00365679+0.000816444j -0.00107977+0.000192376j 0.00199944+0.00117007j -0.000860626-0.00227009j 0.00149444-0.000646043j 0.0014056+0.000937706j 0.000227397-0.00205884j 0.0011269-0.000289683j -0.00216596-0.000836316j -0.00221742+0.000186691j -0.00124703+0.000105133j 0.00117831+0.00370128j -0.00233969+0.000524002j -0.000127581+0.000827875j 0.00193465-0.00181784j -0.00133288-0.00156364j -0.000901278+0.00224763j 0.000982524+0.00170809j 0.000502725-0.000231705j 0.000361163+0.000218999j -0.000106056-0.00186362j -5.81742e-06-0.00115649j 0.00220672+0.000505176j 
-0.00128082+0.000650442j 0.000307357+0.00075551j 0.000886809-0.000227878j -1.14195e-05+0.000448375j -0.000608296-0.000549617j 0.000920287-0.00247434j -0.000670227+3.73421e-07j -4.64752e-05+0.00119451j 0.000731243+0.000827096j -0.00113621+0.00109485j 0.00140709+0.000927921j -0.000725234+0.00182923j 0.000350504-0.00243711j -0.000233992+5.20997e-05j 0.000157714-0.000797799j -0.00131301+0.00228183j 0.00016438+0.000347758j 0.000254389+0.00312789j -0.000287517-0.00110504j -0.000835694+0.000107814j -0.000197034-0.000716907j -0.00132267-0.00211675j 0.00165505+0.00155213j -0.00245695+0.000297906j -0.00081348-0.00169238j 0.00168942-0.00022595j -0.000314976-0.00188219j -0.00165415+0.00466401j -0.000712357-0.00102684j 0.00173696-0.00421055j -0.00094931+0.00200039j -0.00215815-0.000673464j 0.00117097-0.00290237j 0.00416165+0.000287016j 0.00311503-0.000114599j -0.0017516-9.19471e-05j 0.00154441+0.000559205j -0.0015181+0.00183999j 0.00292753+0.000379594j 0.00102342-0.00154279j -0.000710008-0.00166452j 0.000554607-0.00276531j -0.0026199-0.00029696j -0.00132773+0.000445878j 0.000426333-0.000240444j 0.00260799-0.000252787j -0.00273551+0.00253782j -0.000408634-0.00182828j 0.00195568+0.00228984j 0.00466229+0.000632238j -0.00162524+0.00313294j 0.00319277-0.000783594j -0.00448479+0.000347387j -0.00162521-0.00220235j 0.00137327+0.00307357j 0.00120929+0.000206909j 0.00274293+3.61879e-05j 0.00161448+0.00177061j 0.00282945-0.000596844j -0.00211099+0.00105812j 0.00175757+0.000281413j -0.000674208-0.000453986j 0.00014326+0.00292523j 0.00111353+0.000747017j 0.000806454-0.000851239j -0.000643846-0.000450479j 0.000554259+0.00066937j -6.84715e-05+0.000443509j 2.6421e-05-0.000127935j 0.00117979+0.00117974j 9.00741e-05-0.00119398j -0.00129103-5.96748e-05j -0.000122809+0.000452126j -0.00134418-0.000252167j 0.000582394+0.000534805j -0.00107657+0.000969809j -0.000738534-0.000717755j 
-0.000128008-1.74972e-05j 0.000323372+0.000401787j -0.000623174+0.00037441j 0.000549092-0.000795791j 0.000828208-0.000996498j 1.13284e-05+9.84435e-06j 0.000367405+0.000885477j -0.00117404+0.0017485j -0.00190729+0.000678768j -0.000610796+0.000217745j -0.000104071+0.00148687j -0.000185069+0.000354708j 0.000585615-0.00314409j 0.000247447-0.00149667j -0.000744145-0.00216156j -0.00062556+0.000896857j -0.000287256-0.00102599j 0.00103564+0.00324989j -0.000742889+0.000269487j -0.00249058+0.000183196j 0.00144185-0.000183831j 0.00197601-0.00277414j 0.00195384+0.00345924j -0.00102482+0.000644215j -0.00275965-0.00152751j -0.000780729-2.94881e-05j 0.00326148-0.000769603j -0.00472611+0.000748087j 0.00213122+0.000898652j -0.000709291-0.000721803j 0.00334665+0.00275069j 0.00158599-0.00222451j -0.00164687+5.71321e-05j 0.00141048+9.64381e-05j -0.00101966+0.00029871j 0.00562395-6.06568e-05j 0.00303429-0.000688526j -0.0011089+8.99133e-05j -0.000192088+0.00478714j -0.00112705+0.000767454j 0.00295916-0.00301347j 0.00130083-0.0027519j -0.00230368-0.00240053j 0.00411623-0.00162959j -0.00124218+0.00231325j -0.00112391+0.00302552j 0.000904753+0.00148027j -0.000586151+0.0033972j -0.00191784-0.000687483j 0.000110516-0.00092862j -0.000181634+0.00358269j 0.000377672+0.00232697j 0.00242563+0.00205413j 0.00058797-0.00265832j -0.00355062+0.00272891j -0.00251376+0.00300336j -1.72115e-06+0.00270154j -7.93064e-05-0.00162384j 0.00130346+0.000573152j -0.00160075-0.00170423j -0.000487914+0.000729885j 0.000178615-0.000206655j 0.000685567+0.00262448j 0.0012064-0.00109361j 0.000767665+0.000656953j 0.000792251+0.00128343j -0.000306181-0.000222591j 0.000178957+0.00215277j -0.000588054+0.000653842j 0.000384952+0.00138832j 0.000627652+8.40155e-05j -9.39116e-05-0.00029738j -0.000524419-0.000332632j -0.000914933-0.000882545j -0.0006631-0.00100471j -0.000296074+0.000669167j 0.000175185+0.000172829j 
-0.000440883+0.00137717j 0.000535299+0.000574821j -0.000180335-0.000476145j 0.000294582+0.00071008j -0.000393395-0.000232649j -0.000790859-0.000566054j -0.00148586+0.000443742j -0.000515175-0.000122357j -0.000387361+0.000982532j -0.0013953-0.000964284j 0.000682063-0.0014444j 0.000866985+0.00135647j 0.00158498+0.000332037j -0.000130821-0.00201996j -0.00152402-0.0025123j -5.47749e-05+0.00149244j 0.000423336-0.00169374j 0.00108723+0.00345758j -0.000265706+0.00213625j 0.00139078+0.00114257j 0.00040424+0.00195463j 0.00319956+0.00381165j -0.00065517-0.00100093j 0.000127256-0.00017341j 0.00280949-0.000754067j 0.000631565-0.00222871j 0.000874948+0.000869316j 0.00141973-0.000453063j -0.00065879+2.38699e-05j -0.00262075-0.00392982j 0.000746712-0.00243409j 0.00323127+0.00297865j 0.000170623-0.000897729j 0.00250112+0.00443853j 0.000370165-0.000243804j 0.000551307+0.000416563j -0.000358281-0.00148888j 0.000587517-0.00186159j 0.00302858+0.00232193j -0.000678497+0.000115283j -0.00144717+0.000773689j 0.00285816+0.0017422j 0.00191385-0.0010696j -0.000429477-0.00269182j 0.00155076+8.42509e-05j -0.00345532+0.00423904j -0.000837725+0.00521734j -0.00275291-0.00150425j 0.000333957-0.000392841j 0.000850247+0.00245451j -0.00019029-0.00171348j 0.00159462-0.00225232j -0.00179605+0.000988401j 0.000137391-0.00154245j 0.00190029-0.00200585j -0.00107008-0.000231026j 0.00195392-0.00299473j -0.000245532+0.000798559j 0.000484578-0.00144871j 2.99486e-05-0.00327331j -0.000582177+0.00057842j -0.000193547-0.000294522j 0.000485225+0.000287733j 0.00139663+0.000185657j 0.00134201-0.000821512j 6.27133e-05-0.00120241j -0.00105967-0.0016531j 0.000991122+0.000761486j -0.000602073-0.000682158j 0.000621866+0.000592317j 0.000688909-0.000762416j 1.90339e-05-1.22727e-05j -5.24944e-05+0.000248973j -0.000695244+0.000840727j 0.00032591+0.000674118j -0.000165368+0.00142605j -0.00084384-0.000423422j 
0.000384922-0.000862671j -0.000777739+0.00070285j -0.00149352+0.00160501j -4.46796e-05+0.000325622j 0.000386062-0.00172566j -0.000373113-0.000355705j -9.79963e-05+0.000375427j -0.000849388-0.00129122j -0.00167367+0.000108649j 4.18818e-05+0.00062371j 0.000555049+0.000855126j 0.00168403-0.000672486j -0.000185786-0.000682636j 0.000199491+0.00120097j 0.00109237+0.000712264j -0.000498742-0.00125459j 0.000678772+0.00132194j 0.000344991-0.00103185j -0.00127941-0.00133945j -0.0014395-0.0039812j -0.00114924+0.00274592j 3.44162e-05-0.00141812j 0.00198877+0.0042213j -0.001398-0.00414077j -0.000592715-0.00536794j 0.00324614-0.00166427j 0.000251446-0.00155073j 0.000307455-0.00107436j -0.000962312+0.000528703j -0.00140032-0.00351151j -9.63771e-05-0.00118521j -0.00104086-0.00242191j 0.001256+0.00240802j -0.000194883-0.00375911j -0.00184402+0.000317346j -0.00121854+0.00121887j -0.000393101-0.000680208j -0.00263809-0.00445606j 0.00274328-0.00393211j -0.000384245+0.000244961j -0.00116227+0.0017598j 0.00132635+0.000506252j -0.00087383-0.00196412j 0.00107778+0.0040025j -0.000234743-0.00198386j -0.00214841+0.00177904j 0.000705714+0.0045092j -0.00150795-0.00162459j 0.000881862+0.00363376j -0.000249271-0.00466596j -0.000773384+0.00408172j 0.00123095-0.00197672j -0.00122363-0.00299562j 0.00123215+5.66834e-06j 2.63213e-05-0.00126263j 0.000488114-0.00109296j -0.00159789-0.00293565j 0.000729586+0.00222097j 0.00171619-0.00234086j 0.00109316+0.00311732j 0.00195213+0.000133488j 0.000290952+0.000555838j -0.000728662-0.000527891j -0.000887104+0.00134713j 3.51271e-05-0.00185152j 0.00224313-0.00122405j -0.00102836-0.00117718j 0.00154153-0.00154658j -0.000288562+0.0011845j -5.23535e-05-0.000117985j 0.000561176-0.00159433j 0.000875689+0.00131142j -0.000922875-0.000168995j -0.000422917-0.000217472j -0.00170832+0.00222146j 0.000225649+0.000584064j 0.00112493-0.00108658j 
0.000468411-7.23296e-05j 7.07358e-05-0.000551283j -0.000296559+0.000169852j -0.000537272-3.70057e-05j 0.000484103-0.000831236j 0.000777157-0.00181616j -0.000750885-0.000407682j 0.000180584-0.000348468j -0.000424616+0.00145412j -8.59982e-05+0.00261375j -0.000779211-0.000280524j -0.000940727+0.000147147j 0.00205539-0.000601427j -0.000919568+0.000502156j -0.000364578+0.00263471j -0.000508862-0.000136922j -0.000425449+0.00245555j -0.00119411+0.000354309j -0.000709794-0.00373609j -0.000553612+0.00185834j -0.00150014+0.00036341j -0.00154196-0.000301741j -0.000656573+0.00214159j -0.000949016-0.000539618j 0.00204365+0.00489197j -0.000485102+0.00180875j 0.00206335-0.00354611j -0.000283483+0.00226947j -0.00137659-0.00272951j 0.000736205+0.000305564j -0.00664543-0.00331443j 0.00150655-0.00103742j 0.00175405-0.0035325j -0.00146944+0.00421588j -1.18115e-05-0.000340044j -0.000537663+0.00130849j -0.00063241+0.00344575j -0.000196231-0.00172125j -0.00385742-0.00139707j 0.00121005+0.00279443j 0.00269373-7.25665e-05j -0.00165811-0.00165024j 0.000589419-0.000679214j -0.00102155-0.00330286j -0.00351633-0.00793088j 0.00275161+5.46614e-05j -3.50676e-05-0.00190828j 0.0012199-0.00377623j -0.000491564+0.000945331j -0.000938301-0.000463748j 0.000163441-0.000332143j -0.00241123+0.00297886j -0.000736357+0.00351226j 0.00213358+0.00284932j -0.00184553-0.00176022j -0.00248009+0.000107864j -0.000155876+0.00250766j 0.000375264+0.00187374j 0.000299958+0.00138401j -0.00102673+0.00278457j 0.000912557+0.00109861j -0.000280927+0.00278718j -0.00132952-0.000637035j 0.00172219+0.0012329j -0.00052578-0.00275981j -0.00126496-0.00106274j -0.00113393+0.00187614j -9.53776e-05-0.00160231j 0.000333091-0.00204002j 0.00117486-0.000355494j -0.00117517-0.0020871j -0.000528314+0.000447257j -0.000956388-0.000228249j -0.000102145+0.000534301j -0.000172155+0.000314603j 0.000397714-0.000602514j 0.000378772+0.000226919j 
-2.80622e-05+0.000491136j -0.000144166+0.00115726j -0.000217454-5.92837e-05j 0.000283169-0.000143033j -0.000340909-0.000171939j 0.00110995-0.000630336j -0.00100921-0.000358468j 0.000538355+0.00108513j 0.000209848-0.000323298j -0.000356627-0.00010248j -0.000732193+0.000321794j 9.53043e-06+0.000566737j 0.00142294-0.00161037j -0.00237157+0.00115431j -0.00219943-0.000842614j 0.000373042+0.000379469j -0.000417881+0.00155667j 0.000683438-0.000491729j 0.00183856-0.00219895j 0.000856597-0.000347538j -0.000535743+0.0015749j 0.000525891-0.00110389j 0.000916264+0.001233j -0.000499678-0.00167446j -0.0019982-0.00621189j -0.000684302+0.00048062j 0.0039613+0.00162128j -0.00230316+0.000899453j 0.000295194-0.00169928j -0.00069339+0.00142873j 0.00148733+0.0012262j 0.00067188-0.00267755j -8.65786e-06-2.44302e-05j 0.00123594-0.00366572j -0.000929796+0.00078793j 0.00270459+0.000574822j -0.00152205+0.00435344j -0.00108631+0.00451615j -0.00124659-0.00102758j 0.00201862-0.00492647j -0.00136283-0.00359736j -0.00177709-0.00214952j -0.00231866-0.00147609j -0.00137958+0.00235044j 0.00144277+0.00330929j 0.000784295+0.0011501j 0.00340029+0.00110904j 0.00161271-0.00104801j -0.00260732+0.00211475j -0.000573019+0.00193121j -0.000906974+0.00262189j 0.000345657+0.00140277j 0.00498315+0.000690709j 0.00170641-0.00277304j -0.00299012+0.00137533j -0.00120701+0.000952176j -0.000883458+0.00244805j -0.00147249-0.000700715j 0.0016186+0.00177557j -0.000350732-0.00213198j 0.00194699+0.000765218j -0.00128484+0.000445363j -0.00040332+0.00131106j -4.68495e-05-0.000647882j -0.00020675+0.000739721j -0.000551459-0.000349362j 7.66106e-05-0.000408775j -0.00163166+0.000520999j 0.00040658-3.36173e-05j 0.000453529+0.00132876j 2.76181e-05-0.000903466j -0.000970242-0.00104395j -0.000291041+0.000241136j -0.000227651-0.000441371j 0.000144763+0.000794122j -0.000313562+0.00126577j -0.000190311-0.000953835j 
-0.000421547+0.000174006j -0.000356705+0.00105839j -0.000704626-0.000812157j -0.000581309-0.000862189j 0.00029061-0.000183408j 0.00078779-7.66519e-05j -3.93347e-05-0.000370301j 0.000155513+0.00144155j -0.00175405-0.000510757j 0.000388679+3.74707e-05j 0.00100545+0.00174351j 0.000116008+0.000395163j -0.000811813-0.00123244j -0.000505622+0.000796831j -0.000587382+0.000132446j -0.000238242-6.4896e-07j -3.47148e-05-0.00108095j 0.00150189+0.000858145j -0.000412105-0.00116602j -0.000749031+0.000564144j -0.00157704-0.000141043j -0.00201266+4.34764e-05j 0.00352006+0.000691937j 0.00267021-0.000749802j 0.00160879+0.0040465j 0.000998473-0.00178715j -0.00134288+0.00251923j 0.00132915-0.000648948j 0.000630711-0.00356327j 0.00140394-0.00235379j 0.00192385-0.00354831j 0.000162424+0.000787447j 0.0024184-0.00173668j -0.00393946+0.00114019j -0.00373129+0.0013911j 0.000773418-0.00138802j -0.000858882+0.00410943j -0.00134644+0.00181399j 0.000914124-0.00137077j 0.00141113-0.00351385j -0.00122685-0.000492775j 0.000789385-0.00166394j 0.000605808-0.000117984j -0.00142249-0.000419685j 0.00137893-0.00460179j 0.000230168+0.00147128j -0.00203317-0.00099114j 0.00511096-0.00316776j -0.00147795-0.00138213j -0.00653678+0.0011219j 0.001061+0.00208002j 0.00146152-0.000322677j 0.00270873+0.00336796j 0.00207371+0.00396439j 0.00194575+0.00093342j 0.00246174+0.00210822j -7.5848e-05+0.000647421j 0.00168798-0.000972351j -0.000232504+0.00134161j 0.00163937+0.000933991j -0.00137084+0.00103032j -0.0007768+0.00222921j -0.000396637+0.000537999j -0.000377658+0.000112412j -0.00149441-0.000577294j 0.0009748-0.00151983j 0.000536984+0.000191187j 0.000429432+0.00148208j -0.000789276-2.55839e-05j -7.18053e-05+0.000886116j 0.000772511-0.00050572j -8.46289e-05-6.51594e-05j -0.000260971-0.000132656j -0.000158715-0.00109104j -0.000712429+0.000457465j -0.000612428+0.000518436j -0.000199754-0.000614545j 
0.00080733-6.69004e-06j -0.000322084-0.000922845j -0.000784569+0.000686714j -0.00118854-0.000739878j -0.000100308-0.000714666j 0.00073808+4.31637e-05j -3.56536e-05+0.000295184j 0.000852688-9.67961e-05j 0.000468751+0.000890597j -0.000244382-4.92363e-05j 0.000188249-0.000120922j -6.56227e-05+2.07463e-05j -0.00140957-0.000440411j -0.00134713-0.000252832j -0.00240692+0.000723761j 0.00071288-0.000862894j -0.000916422+0.00111195j -0.00150176-0.000928997j 0.000740592-0.00165745j 0.000859066-0.000343836j -0.000525746-0.000646244j -6.81178e-06-0.000201047j -0.000998069+9.75601e-05j 0.00100028-0.00195572j 0.000517718-0.00108164j 0.000585098+0.00224877j 0.00310247-0.00161351j -0.00273207+0.000875164j -0.00111034+7.3063e-05j 0.000993318+0.00161911j -0.00115054+0.000323041j -0.00386116-0.00251685j 0.000280722+0.00369581j -0.00016008+0.00138727j 0.000877403+0.00157877j -0.00134276+0.00159105j 0.000605548-0.00189122j 0.00156056-0.00117827j 0.002085+0.00296418j 0.00207581+0.000692322j -0.000927274-0.000852255j -0.000176502-0.000194913j -0.00139054-0.000515832j -0.00240539-0.000881841j 0.00114839+0.00282745j 0.00319263-0.00202258j 0.00322912-0.000372377j 0.0019055+2.99738e-05j -0.00128297+0.0020157j 0.00070483+0.00190106j -0.00132905+0.000822839j 0.000577568+0.00196861j 0.000826125-0.00567051j 0.000444443-0.000699075j -0.00174751-0.000586862j 0.000943596-0.000461958j 0.000199844+0.000605799j -0.00107072-0.000857648j 0.000884148+0.000999518j -0.00104624+0.000319276j 0.00201938+0.00152171j 0.000830351+0.00117084j -0.000370778-0.000914822j -0.00232326-0.00106039j 0.00072366+0.000331221j -0.000489781+0.000324705j -0.00101801-0.00132216j 0.000208706+0.000194568j 0.000591061+0.00186164j 0.000352121-3.19338e-05j -0.000785584-0.000630868j -0.000692882+0.000124162j -0.00070942-0.000283404j -0.000466646-0.00068095j -0.000462162-0.000233924j 0.000961477-0.000407413j 0.000657868+0.000784299j 
