0.00707128-0.00748524j 0.00642284+0.00520248j 0.000546047+0.00659126j 0.00793625-0.00149664j 0.000230412-0.000397787j -0.000585172-0.00204415j 0.00645126-0.00381046j 0.00361134+0.00526313j 0.00462267+0.0027816j -0.00324588-0.00347553j -0.00251319+0.00538513j 0.00351212+0.00563929j -0.00239752+0.0028636j -0.00271916+0.000543875j -0.000739221+0.00639631j -0.000252951+0.00642887j -8.06735e-05+0.00295961j 0.00228028+0.000345441j -0.00208709-0.00413686j -0.00358847-0.00324818j 0.00273277+0.00753043j 0.00508963+0.0047299j -0.00458665-0.00260564j 0.00182334-0.00166588j 0.00129862+0.00108654j 0.00302897+0.0037887j -0.00237056-0.00231885j -0.00052548+0.00109305j 0.00141919+0.00154041j 0.000713904+0.00177118j -0.00362228+0.00453528j 0.00187392-0.00370426j -0.00270269+0.00409753j -0.000788284-0.00443486j 0.00569331+0.00064205j 0.00172668+0.00467878j -0.00268949-0.00132948j 0.00332002-0.00710324j -0.00113033-0.00233801j -0.00192059+0.00093471j 0.0019846-0.0147244j 0.0111655+0.0115044j -0.0034908+0.00989409j 0.00614742+0.0135504j 0.0113667-0.00470271j 0.0196142-0.00772929j 0.00205612+0.00182568j 0.0261857+0.00140902j -0.0493738+0.00626402j 0.00679262-0.00491525j -0.0585046+0.0115034j 0.0114225+0.0498352j 
-0.000634453+0.00335374j 0.00372648+0.00409067j -0.00138171+0.00222518j -0.00194129-0.00707336j -0.000860467-0.0256101j -0.00442217+0.000347739j -0.00249514-0.00463647j 0.00837635+0.00190864j -0.00742677+0.00162789j 0.00983334-0.00268864j -0.00337508+0.00154928j -0.00465259+0.0127793j -0.00761716+0.0179155j 0.00635027-0.0104196j -0.0124736-0.0209689j -0.00957141+0.000318734j 0.000538922-0.0110225j -0.00401937-0.0104455j 0.0150088-0.00521929j -0.00510345-2.35412e-06j 0.000127402-0.00995693j 0.00588166+0.0151092j -0.0120367-0.0266603j 0.0064401-0.0109345j -0.0104461-0.00816657j 0.00227205+0.00761417j -0.0139054+0.00670554j -0.0006586-0.000658466j -0.000622243-0.00261709j 0.00987965-0.0131083j -0.00439623+0.0106558j -0.0177055-0.0157215j 0.0036736-0.0209994j 0.0127309+0.0109464j -0.0016015+0.00549493j -0.00871072+0.0009213j -0.00690209-0.00487204j -0.00991872-0.0118652j 0.00685842-0.0164715j 0.0023059+0.0150682j 0.000687564+0.0121186j 0.0037161+0.00486844j -0.00449611-0.00980522j 0.00185928+0.00985057j 0.00401812+0.0020018j -0.00280023-0.00960981j -0.00494897+0.00719082j -0.000110539-0.00204109j 0.00149904+0.00146747j 0.000830868-0.00603868j -0.000652529-0.0022236j 0.00110888+0.00120976j 
-0.000488715+0.00209524j 0.00164797+0.000279787j -0.0046277+0.00273859j 0.00135447-0.00308775j 0.00110967-0.011352j -0.00480893+0.00613005j 0.00183361+0.00598765j 0.00378109+0.00464407j -0.000334146+0.00164293j 0.00534509-0.00179711j -0.00951492-0.00762044j -0.00626821-0.00455788j 0.000281504+0.00595942j 0.000336559+0.0214031j 0.00523148+0.0028808j 0.00102662+0.0103658j -0.0172135+0.015017j 0.00435479-0.0155932j -0.00423302-0.00927281j -0.00141468+0.00121839j 0.00627041+0.0179975j -0.00353473+0.00228566j -0.00350555-0.000303937j -8.73825e-05+0.0235842j 0.00152298-0.0102484j -0.000803872-0.000731375j 0.00288605-0.00269016j 0.00600005-0.0248931j 0.000200523-0.0130502j 0.00478777-0.0108874j 0.0049925+0.00470226j 0.00855248-0.0151006j 0.00523822-0.000416806j 0.00251842-0.00489936j 0.00423769+0.00180768j -0.000574981+0.0205801j 0.00594659+0.00651389j 0.0078413+0.00292278j -0.0114166-0.0122081j -0.000606962+0.00371087j 0.00634104+0.0133185j -0.000457682-0.00638208j -0.00577944-0.0124971j -0.00291972-0.0180087j -0.00230321+0.0101995j 0.00359052-0.00384493j -0.00356287+0.00238656j 0.00269043-0.00144095j 0.00173907-0.00115567j -0.00499856+0.00228781j 0.00194071-0.000114915j -0.000916349+0.000417604j 
0.0040828-0.00424343j -0.00321858-0.00532504j 0.00115423-0.00154663j -0.00287089-0.00571411j 0.000728768-0.00957401j 0.0026059+0.00345536j -0.0032406+0.00208897j 0.00558023-0.01012j 0.00164024-0.014519j 0.00192474-0.00791909j 0.00112569+0.00623525j 0.00384866+0.00284763j -0.00246057+0.0140906j -0.00587932-0.0168873j 0.00422937+0.0189437j -0.00126771-0.00291974j -0.0115665+0.0117516j 0.000341228+0.00294073j 0.0050147-0.016452j -0.00825844+0.0100326j -0.00414681+0.0149946j 0.0055754+0.00189625j -0.00416768+0.0135141j -0.00844763-0.00613071j 0.000362522+0.0387971j 0.00404719+0.0142453j -0.0112144+0.00699203j 0.0140428-0.0120651j -0.00292786-0.0080816j 0.00592775-0.00402984j 0.00495314-0.0129176j -0.00244306+0.0564744j 0.00868612+0.00206679j -0.00149094-0.00629314j 0.00712365-0.0133234j -0.00356583+0.0023599j -0.0116472-0.00243188j 0.0163672-0.00580224j 0.00104753-0.0167246j 0.0034192-0.023225j 0.0151217-0.00861458j 0.0152-0.00369362j -0.00599109+0.0239655j 5.50761e-05+0.0081461j -0.00501016-0.00797358j -0.00266754+0.00147831j 0.00055435+0.0135887j 0.000927181-0.00232828j 0.00647336-0.00760884j 0.000447722-0.0065376j -0.00481409+0.00469381j -0.00134854-0.00446131j 
0.00325951-0.00345284j -0.00188709-0.000780956j -0.000542848-0.000257827j -0.000509011-0.000528224j -0.000805857+0.00144464j 0.00419688+0.00986574j 0.000429404+0.000250994j -0.000849053-0.00263208j -0.00533732-0.000409507j -0.00450104+0.000577372j 0.00451484-0.0118415j 0.0063461-0.000840705j -0.00877703-0.00132774j -0.0091933-0.00472397j 0.00192735+0.00849574j 0.00675036+0.00199682j 0.00997881-0.0100191j 0.00034619+0.000846902j -0.00155248-5.11077e-06j -0.0176719+0.00871411j -0.00582055+0.0127035j -0.00766707+0.00100796j 0.000460036-0.00182471j -0.00401779+0.0115479j -0.00203144-0.0035253j -0.020948+0.0108191j -0.0140851+0.0190651j 0.00900704-0.0127623j 0.00234997-0.00729166j -0.0153993+0.00552397j 0.00260816+0.00283752j -0.00660032-0.0141105j 0.0115256-0.00861201j -0.00588803-0.00189415j 0.000461431+0.00295867j -0.0115256+0.0104135j -0.0119984+0.00497235j 0.00457057-0.00494738j -0.00127092+0.00846701j -0.000662047+0.0101721j 0.00941433+0.00215926j 0.00968106+0.00904339j 0.00850936-0.00529901j -0.00459952-0.00462898j -0.00127403+0.00739357j -0.00571379-0.00462084j -0.000907801+0.00562781j -0.00138709+0.00132871j 0.00233247-0.000990579j -0.00222651-0.00129459j 0.00046706+0.00179251j -0.00132353-0.00383986j 
-0.00116908+9.29872e-05j -0.00162759-0.0014995j 0.000183664-0.00200337j 0.000591093-0.00230594j 0.00248497-0.000539263j 0.000942442-0.00229925j -0.000617603+0.000304225j 0.00138934-0.00124376j 0.00794583+0.00180897j -0.00234238-0.000305407j -0.00347298+0.00642184j 0.000784955+0.00630648j 0.0088865+0.0150112j 0.00860021+0.00538995j 0.00143173+0.00223305j 0.00226326-0.0107048j -0.0157609-0.0239567j -0.00519115+0.00339743j -0.00488605-0.00479137j 0.0257571+0.0317907j -0.00419142-0.00474511j 0.014551+0.023087j 0.00616185+0.0131j 0.00870821-0.000746068j -0.00369556+0.0100856j 0.0105678+0.00629687j 0.00280513-0.00826787j -0.0166242-0.0287404j 0.00506049+0.0244186j 0.00149678-0.0149187j 0.00957567-0.00805459j 0.00341506-0.00175421j -0.0129083-0.033432j 0.00306507+0.0236451j 0.00545567+0.0114156j 0.021312+0.0287856j 0.0123286+0.0190512j -0.00128176-0.0155197j -0.00145263+0.0257887j 0.00111067+0.0183787j -0.00638959-0.0331558j -0.00340516-0.0134419j -0.0103015-0.0263293j 0.00216834+0.00965174j 0.000971787+0.00786034j -0.00132566+0.00669835j -7.97525e-05+0.000256315j -0.00069778-0.00839878j 0.000884008-0.000589781j 0.00318887-0.00107527j -0.00131634+0.00104827j 0.00107281+4.43932e-05j 
0.00048296-0.00566493j -0.00647751-0.00163697j -0.00111317-0.00200265j -0.00108717+0.00476891j 0.00561385-0.00717187j 0.0069213+0.00681549j -0.00372245+0.0035838j 0.00071044+0.00489765j -0.0023749-0.00217034j 0.00168013-0.00538085j 0.0015414+0.000319039j -0.00362261+0.0118034j -0.00281668+0.00647886j 0.000310052-0.0114204j 0.0119849+0.00417444j 0.0046071-0.00209625j 0.0174496+0.00516995j 0.000397181+0.00718817j 0.000393353-0.0181136j -0.00440351+0.000232456j 0.0115235-0.0267787j -0.00369604+0.00394106j 0.000466626+0.00252619j 0.0107364-0.00599231j 0.000582458+0.0129969j 0.00141898-0.0332097j 0.00288413+0.0107084j 0.00676061-0.0164376j -0.00821691-0.0288834j -0.00568615-0.0153146j -0.0143207+0.00933045j 0.0011285-0.00765841j -0.00502936-0.00695815j -0.0094511-0.000821502j -0.00799187+0.00833333j 0.000206718-6.23004e-05j 0.0080999-0.00726527j -0.0155363+0.00506303j -0.00825544+0.015064j 0.00387345+0.0100562j 0.00086379+0.00234073j -0.00584782+0.00106566j 0.0116727+0.00376132j -0.00427413-0.0118463j -0.00288686+0.0065549j 0.0073232+0.00974874j 0.00862762-0.0086138j -0.00337404+0.00214131j -0.00110708-0.00204607j -0.00577234+0.00265471j -0.00289654+0.00232214j -0.0037961-0.0011799j 
0.0032607-0.00249791j -0.00525571-0.000669572j -0.00307213+0.00980951j -0.00808982-0.00170785j 0.00365373-0.00966378j -0.00221327+0.0147627j -0.00283343+0.00418832j 0.00811901+0.00695421j 0.000708643+0.0186721j -0.0026026-0.00660602j 0.00355914-0.000760521j 0.00692044-0.00949115j -0.00320623+0.00642083j -0.0082865-0.0108365j -0.00449938-0.00217073j 0.00363491+0.0211718j 0.0106002-0.0220394j -0.00861338+0.0161761j 0.00891258+0.00593854j 0.0167665-0.00745697j -0.0115018-0.00705665j 0.0180598-0.0138258j 0.00838054+0.00601778j -0.0124219+0.017674j 0.0108389+0.00321468j -0.00245049+0.00651968j -0.00397709+0.00172472j -0.00811481+0.0148504j 0.00588271+0.00195208j 0.00126694+0.0149192j 0.0123458+0.0104583j 3.416e-05+0.00534815j -0.00741615+0.010687j 0.0104633-0.00860225j 0.00523104+0.0080592j -0.00943512-0.0032597j -0.00578875+0.00856562j 0.00425807-0.00127748j 0.00654602-0.00401982j 0.00847959-0.00259955j -0.0171077-0.00247061j -0.00534433+0.0180812j -0.00416592+0.00777649j -0.000309713-0.00730423j 0.00518423+0.00526795j 0.00510016-0.00470471j -0.0110794+0.00497685j -0.00573828+0.00175915j 0.00232758-0.00275302j -0.00982915-0.00744932j -0.000955458+0.00599008j -0.00223718-0.00680803j 
0.00236577-0.00146996j 0.000845082-0.00367853j 0.000794278+0.000688312j -0.00190323+0.000524657j -0.000132386+0.00316964j 0.00485049-0.000973186j 0.00156522-0.000135558j 0.000482264-0.00395773j -0.000943973-0.00287924j 0.00340922-0.0144268j 0.004572+0.0141063j 0.00488131-0.00316058j -0.00193595+0.00215222j 0.00962311+0.00221944j 0.00124038+0.0170753j 0.00443558-0.0280563j -0.00603973+0.0157118j 0.00325095-0.0135623j -0.000929292-0.0204358j -0.00531842+0.00786874j -0.00651699-0.0261541j 0.0117643+0.0204646j -0.00171107-0.00777906j -0.00953905+0.0241931j -0.00572141-0.00875115j -0.00520956-0.00703554j 0.00141326-0.0011667j 0.00465587-0.00150454j -0.00264593-0.0225234j -0.00637525+0.0293733j 0.00237512-0.0214433j -0.00708397-0.0165986j -0.0078095+0.00918362j -0.00172674+0.0178866j -0.00332375-0.0146574j 0.0113131-0.0300285j 0.00730902-0.0176662j 0.0036107-0.00674957j 0.00138897+0.0326613j 0.00164968+0.00659806j 0.00345305+0.00887939j -0.000554457+0.0259616j -0.00375798+0.00603439j 0.000924081+0.00590141j 0.00324409+0.003796j -0.00182165-0.00296092j 0.00546996-0.000821956j -0.00151474+0.00345272j 0.00212675-0.00488947j -0.000364636-0.00560307j -0.00126815-0.000209421j -0.00123233-0.000771493j 
-0.000714957-0.0038885j -0.00366652+0.00202825j -0.00231245+0.000813539j -0.0021383-0.00158489j 0.00212218-0.00450401j 0.00169867+0.0139518j -0.00164965-0.00137469j -0.00307977+0.00764793j -0.00317529+0.00277484j 0.000509206-0.0147842j -0.00121479+0.00473746j 0.000584402-0.00160885j -0.00769206-0.000427833j 0.00974032-0.00935615j -0.00222026-0.0195724j -0.00344002+0.0110682j 0.0303386+0.0411618j -0.0013487-0.0146701j 0.000798143+0.019241j 0.000354253+0.00583467j 0.00556581+0.00507107j 0.00517364+0.00476841j 0.00946195+0.000937856j 0.00388552-0.00122519j 0.00995641-0.00433774j 0.000130338+0.0131131j -0.00106001-0.00759327j -0.00850456-0.00578812j -0.00864203+0.0106886j -0.00779125-0.00383751j -0.0201813+0.00357476j 0.00397736-0.00928501j 0.00166403-0.000149172j 0.00547764+0.00496365j 0.00193158-0.00060906j 0.00213603-0.0109355j -0.0145209-0.00754303j 0.000191321-0.00972911j 0.0025432-0.00247629j -0.00647298+0.00507839j -0.00302537-0.0216307j -0.00494531-0.00210431j -0.00213572+0.00922853j -0.00170735-0.00471126j 0.000593605+0.00785769j 0.00326237+0.00763401j -0.00387105-0.00381272j -0.00144004-0.00183266j -0.00288423-0.00332835j -0.00104263-0.00314698j 0.000841387+0.00438954j 0.00037506-0.000177079j 
0.00553347-0.0028813j -0.00173069-0.00369396j 0.00114546+0.00156351j -0.00322596+0.00229892j -0.00484166-0.00465202j 0.00517404+0.000624992j -0.00246935+0.00582963j 0.00456458+0.00378834j -0.00606778-0.00392258j 0.00661393-0.013329j 0.00218616+0.0190634j 0.00693768+0.00430377j -0.00716974-0.00356671j 0.0112553-0.0065663j -0.013072+0.00184688j 0.0114009-0.00276567j 0.000672454-0.0205247j 0.0111944-0.00393653j 0.00656592+0.00742727j -0.00759732+0.00292436j 0.0197295+0.0101564j -0.0046067-0.00530553j -0.0046149+0.0155799j -0.0147492+0.0107562j -0.0203515-0.00313098j 0.00375561+0.0141136j 0.00868137-0.00564496j 0.00646971-0.00692774j 0.0288647+0.0144193j -0.00730252-0.0184889j 0.00172709-0.00395776j 0.000655088-0.00724135j -0.00696773-0.0210744j -0.0133899-0.0222725j 0.000984104-0.00306771j 0.00879526+0.0116537j 0.013402+0.0219354j 0.0129764-0.0108066j -0.0164212-0.010882j 0.00136394+0.00348236j -0.00687446-0.00478689j -0.0119422-0.00743596j 0.00156071-0.00268922j 0.00236854+0.0036163j -0.000315867+0.000786084j 0.00212289-0.000545207j 0.00759651+0.0178867j -0.00183548-0.00214143j 0.00243056-0.00243142j -0.00350224+0.002108j -0.00158127+0.00151448j -0.00192873-0.00551206j 
-0.00498371+0.00321478j 0.002743+0.00428405j 0.000448945-0.00159275j 0.00191997-0.00186j -0.00202054+0.00380317j -0.00190925-0.00283814j 0.000413351+0.00819953j -0.00236208-0.00715016j 2.92891e-05-0.013922j 0.00343164+0.00403031j -0.00114308-0.00335822j 0.00104351+0.012726j -0.00185721+0.00455516j 0.000484528-0.0216553j -0.00153482-0.00634021j 0.00586057+0.00383304j 0.00320929-0.0183607j 0.0116312-0.00253288j -0.0134746+0.01956j -0.0014225-0.0184053j -0.0251886+0.0026098j -0.000332373+0.000147229j -0.00983297+0.0166962j 0.00632968-0.0196349j -0.0130641+0.0227042j -0.0187902+0.00855194j 0.0117685-0.0165737j -0.00778213-0.008758j -0.00995144-0.00941726j 0.014601-0.00171215j 0.00680881+0.00283103j -0.0208004+0.00259835j 0.00258491+0.0100471j 0.00213138+0.00566867j 0.00148606-0.00267653j -0.00891263+0.00368996j -0.000296229-0.0198209j 0.0040946-0.00449878j 0.0105504-0.000155005j 0.00193002-0.00878694j 0.00453029+0.00781217j 0.0141141-0.000814419j 0.00486581-0.00543315j -0.000854907+0.000411016j 0.00473287-0.00756201j -0.00240994+0.00469823j -0.00279992-0.0115078j 0.000554892+0.000510132j 0.00280911+0.0040221j 0.00136688+0.00128333j 0.000523803-0.0033678j 0.00155942+0.00617276j 
0.000891326-0.00294192j -0.000170467+0.00313334j -0.0065874+0.00418038j 0.0037951-0.0024778j -0.000286403-0.0029315j 0.00237375+0.0177164j 0.00270342-0.00374679j 0.00727509-0.00206635j 0.00042221+0.00170668j -0.00037436-0.0187017j 0.00941361-0.00695629j -0.00226035+0.022447j 0.00608829-0.0240343j 0.00526668-0.00350532j -0.00610339-0.0163982j -0.00142645-0.00714359j 0.0032183+0.00315126j 0.00687124-0.0177599j -0.0104655-0.0174283j 0.00505467-0.00419016j -0.0157411-0.0115244j 0.00327588-0.00920891j -0.0128878+0.0016682j 0.00847539-0.0323346j -0.005274-0.00418412j -0.0154769-0.00905681j 0.0134186-0.013825j -0.0131009+0.0053247j -0.0051062+0.00981702j 0.00993633-0.0210336j 0.00578745-0.00319045j -0.0102804-0.00671708j -0.00379111-0.0160282j 0.00137577-0.00380944j -0.00365047+0.00295245j -0.00626347+0.007598j 0.00466616+0.0163304j 0.00703373+0.00885514j 0.012717-0.0119152j 0.00194163-0.00986525j 0.0059392-0.00852694j 0.00511978-0.00268794j 0.00448182-0.0069662j -0.00145387-0.00273518j 0.00812854+0.00885889j -0.00485749+0.00208575j 0.00086625-0.00205678j -0.00262733+0.00130127j -0.00162529-0.000609939j -0.00320512-0.0030098j 0.00227371-0.00118171j -0.002385+0.000322274j 
-0.000766221-0.00227817j 0.00124992+0.00205738j 0.0029525-0.0110429j 0.00499881-0.000977151j -0.000717655-0.00246272j 0.0024811+0.0211989j -0.00213373+0.0120375j -0.00629135-0.00214023j -0.00810486-0.0140611j 0.00946743+0.000965855j -0.0105135+0.00114282j 0.00930977+0.00132972j -0.011014+0.0239304j 0.00895529+0.00904876j -0.00279761-0.014577j 0.00202161+0.0394006j -1.3048e-05+0.0120071j 0.00327208+0.0294233j -0.0127087-0.0133074j -0.00336201-0.000408267j -0.00345901-0.0126082j -0.000379299+0.0111173j -0.0059768-0.00870848j -0.0184896+0.00146442j 0.006954-0.0183993j -0.00992339-0.00584046j -0.000801364+0.00220738j -0.00190251-0.00500275j 0.00614437+0.00510273j -0.00827641-0.00341227j -0.000861302+0.00549283j -0.00453354-0.0229019j -0.0153571+0.00510469j -0.00225868-0.000511987j 0.00156853-0.00509769j 0.0102517+0.00536112j 0.00714115-0.00324931j 0.00449182+0.0108337j -0.00250043+0.012902j -0.00650999+0.000824384j -0.00181124+0.00430711j -0.0119258+0.00649407j -0.00882342-0.00177472j -0.00199297+0.00465056j -0.00172898+0.00354761j -0.00192042-0.00239391j 0.000218591+7.49608e-05j -0.00190609-0.00243898j -0.0017813+0.00430868j 0.00374221+0.000268612j 0.000937955-0.00105587j 0.00181713+0.00211409j 
-0.00542778+0.00465056j 0.00129999+0.000557301j -0.00129924+0.00571068j -0.00906347+0.00382376j -0.00187728-0.00448943j -0.00570916-0.0243021j -5.06764e-05+0.00545803j 0.000731446+0.00618069j 0.00108767+0.00314877j 0.00522113+0.00166532j -0.00544577+0.017035j 0.00113216-0.00570382j 0.00797571-0.0246863j 0.00729952+0.00633246j -0.00711989-0.00645903j 0.00399958+0.0187442j 0.0108583-0.00938541j 0.0152846+0.00840674j 0.00568251+0.0167213j -0.0131522+0.0264489j -0.0111781+0.0159469j 0.00618316+0.0183232j -0.00665774+0.00911574j -0.0019215+0.00590891j -0.0120795-0.00321855j -0.0117786+0.00371741j -0.0031188+0.0228304j -0.0025221-0.00512436j 0.00911953+0.0013443j 0.00113751+0.018278j 0.000185213+0.0100634j -0.00990118+0.00635406j 0.00388339+0.00256874j 0.00555987+0.00171378j 0.00511982-0.0127641j -0.0186297-0.0130663j -0.00753042-0.00292989j 0.00454875+0.00431737j 0.0045402+0.00211423j 0.00564056+0.002115j -0.00324762-0.00352j 0.00845812+0.00401697j 0.000665144-0.000226463j 0.00345597+0.00873693j 0.00465057-0.00224885j 0.000188753+0.000264025j -0.00707191-0.000694844j 0.00175038+0.000983872j 0.00466406+0.00408877j -0.00523093+0.000710028j -0.000682467+0.000537801j 0.000863342+0.00313858j 
-0.00253763+0.00135196j -0.00132258-0.00321461j 0.00261239-0.000251592j -0.00274309+0.00614383j 0.00282648-0.00508426j -0.00170935-0.00171638j -0.0035832-0.00399987j -0.00413083+0.00383302j 0.00663166-0.0179429j 0.00299347-0.0153172j -0.00411566+0.0151918j -0.00845043+0.0255671j 0.00186539+0.0229215j -0.00563103-0.00891915j 0.010782-0.00857562j 0.00400692-0.017628j 0.00592277-0.00527624j 0.00869413+0.00422697j -0.00465928-0.0062225j -0.00714312-0.0116896j -0.0134456-0.0141953j 0.012731-0.007451j 0.00953531-0.00640557j -0.0031414+0.0131148j 0.00888142-0.0151785j 0.00724874-0.0130703j -0.00642169-0.022356j 0.00951368-0.0139634j -0.0142177+0.025753j -0.000688035-0.00654592j -0.00866895-9.56391e-05j -0.00106397-0.00260135j -0.000825173+0.00553589j 0.00943976-0.00899754j -0.00103825-0.000397038j -0.0102505+0.00684295j -0.00678207-0.00409776j -0.00665091+0.00276122j 0.00519204+0.0134899j 0.00266918+0.0055993j 0.00118453+0.00206336j 0.0108393-0.00335781j 0.00049114+0.00273704j -0.00342206+0.00249872j -0.00237382-0.00138809j 0.00296359+0.003069j -0.00175572-0.00590299j 0.00245299-0.00341225j 0.0013283+0.00254105j -0.00276451+0.00315843j -0.00301293+0.001397j 0.00114182+0.00241899j 
-0.00061993-0.00532192j -0.00469282+0.00264389j -0.000135737-0.0105223j 0.00560183-0.00323895j 0.00115444-0.00661727j 0.00600204+0.00633838j 0.00084826+0.00816879j 0.00594572-0.00144423j 0.00374192+0.0158628j -0.00227234-0.0231444j -0.00077321+0.0126311j -0.0053336+0.00857286j 0.00377417+0.00796761j 0.00987-0.013592j 0.0010734-0.0149224j 0.00176784+0.00178644j 0.00765588-0.00946869j 0.00768975+0.000175104j -0.0105341+0.000296546j 0.0109153+0.0320256j -0.00567783+0.0199243j 0.00646864-0.0310578j -0.00606523-0.0163029j 0.0312968+0.0128329j -0.00497215-0.000890817j -0.00999912+0.0280617j 0.00539179+0.0454111j 0.000727244-0.00619959j -0.00912097-0.012442j 0.0167361+0.0356944j -0.000205485+0.0032569j 0.000371267+0.0104878j 0.0085246+0.0184466j 0.0021624+0.00511758j -0.00705093+0.00523034j -0.00335821+0.00477914j 0.00236351+0.000798198j 0.0022237+0.00717375j 0.0113196-0.00994687j 0.00871893-0.00448473j 0.00623687+0.00426698j 0.00642689-0.00315868j 0.00642001+0.0024002j -0.00144656-0.00287941j -0.00271869-0.00482293j -0.000979883+0.00107755j 0.00181185-0.00403748j -0.00220825-0.00164002j 2.51586e-05+0.00461648j 0.0029044+0.0068844j -8.61591e-05+0.000473079j -0.000743045+0.00057727j 
0.00485426-0.00232501j 0.00499621-0.00633211j 0.0051289-0.003882j -0.00180641+0.00410893j 0.00288246+0.0228716j 0.000460712+0.00489293j -0.00426934+0.013851j -0.00335147+0.0086114j 0.00277931-0.011441j -0.00735246-0.00612762j 0.0192222+0.00488094j -0.00055073-0.00679213j 0.0207351-0.000506168j -0.00822268-0.00979437j -0.00427803-0.000822556j -0.00604454+0.00200089j -0.00263181+0.00269139j -0.00701182+0.0125522j 0.0119122-0.00137825j 0.0154327+0.000603461j -0.00517847-0.00493208j 0.00214865-0.00420053j -0.00885797+0.00311758j 0.0200408+0.0155911j -0.00797544-0.0046658j 0.0211394-0.0075152j -0.00816209-0.00831668j -0.00522898-0.017466j 0.00475975-0.0109395j 0.0199809-0.00619434j 0.00280278+0.00148755j 0.00269843-0.0122102j 0.00590717-0.000350232j 0.00342718-0.00948299j -0.00702689+0.00513225j 0.00443188-0.00301625j -0.0011833-0.00258244j -0.00266795-0.0106545j 0.010733+0.00213532j 0.00330523-0.00415235j 0.0077185-0.00157873j 0.00113825+0.0110937j 0.00293746+0.00848916j 0.00454529-0.00188443j 0.000454454+0.0106148j -0.0034795-0.00317679j 0.00320095+0.0065869j 0.000342596+0.00691698j -0.00440272-0.00209343j -0.00103938-0.00529958j -0.000248217-0.000181848j -0.00342703-0.00408848j 
-0.000633898-0.00117929j 0.00137838+0.00282381j 0.00666967-0.00647705j 0.00160261+0.00117588j 0.00122371-0.000449732j -0.000735957+0.00664659j 0.000284984+0.00168963j 0.000259047-0.0117041j -0.00409092+0.00854947j -0.000581025-0.0331255j 0.00290187+0.00666386j 0.014344+0.00978169j -0.00246701-0.0202314j -0.00961804-0.00998532j -0.0110189-0.01068j -0.0082097+0.00796005j -0.0254601-0.0172215j -0.0119913-0.0220628j 0.0149763+0.000583246j -0.00625991+0.0181414j -0.00665123+0.016693j -0.00679205+0.00199854j 0.0121605+0.00882851j -0.0250666-0.00568475j 0.0234529+0.011071j -0.00164613+0.00826731j -0.0279951-0.0027561j 0.0116193+0.00338488j 0.00430151-0.000849338j -0.0254921-0.00563232j 0.00134591+0.00164622j 0.0112465+0.00610904j -0.00946321-0.00541629j 0.000600592+0.00259697j 0.00506524-0.00428341j 0.0104585+0.0231688j 0.00560221-0.00231297j -0.0122567-0.00143922j -0.00752697-0.00125298j -0.000870505-0.00965589j -2.00823e-05-0.000885775j -0.00850714-0.00686528j -0.00297582-0.0124039j -0.000477631+0.00676425j -0.00449767-0.0068101j 0.00324026+0.00324394j -0.00151531+0.00381922j -0.00157773-0.00294647j -0.000504716+0.00338758j 0.00121396+0.00480286j -0.000307941-0.00306107j 5.75078e-05+0.00277053j 
-0.00393865+0.00147711j 0.000368508+0.000604783j -0.00215797-0.00312159j 0.00243736-0.00131251j 0.00146178+0.00162816j 0.00277856-0.00988506j -0.00517892-0.000166264j -0.000289492+0.00188745j -0.0140661+0.00303204j -0.00759798+0.0198121j 0.0043133-0.00157731j 0.0166182+0.0258885j -0.00469192-0.000364519j -0.00959603-0.0010749j -0.0139226+0.00787897j -0.00361292-0.0062016j 0.00185966+0.00725315j -0.00500107+0.00251776j -0.0141173+0.0120917j -0.01647+0.00750933j -0.0170301+0.00597628j 0.00353403-0.0240512j 0.00668649-0.0161193j -0.00596412+0.00151531j -0.00798061+0.00326534j -0.0273719+8.53235e-05j -0.0405131+0.00626665j -0.0142852-0.0087877j 0.0209363+0.00966142j -0.0341407-0.00181747j 0.000771715-2.85249e-05j -0.013293-0.00633641j -0.010686+0.00304055j -0.00792106-0.00272665j -2.1099e-05+0.0160944j 0.00769371-0.00239365j -0.00224345-8.85787e-05j 0.00249533+0.0052934j 0.00522998-0.00411118j -0.00290739-0.000889328j -0.00270619-0.0127446j -0.00151559-0.00474337j -0.00443302-0.00318835j 0.00244266+0.0013223j 0.00376654+0.00554031j -0.00156462+0.000391807j -0.00398865-0.00421285j -0.000410664-0.000591126j -0.000561308+0.00304794j 0.0023715-0.00443625j 0.000210287+0.00172796j 0.00110999+0.00234164j 
