0.00707128-0.00748524j 0.00642284+0.00520248j 0.000546047+0.00659126j 0.00793625-0.00149664j 0.000230412-0.000397787j -0.000585172-0.00204415j 0.00645126-0.00381046j 0.00361134+0.00526313j 0.00462267+0.0027816j -0.00324588-0.00347553j -0.00251319+0.00538513j 0.00351212+0.00563929j -0.00239752+0.0028636j -0.00271916+0.000543875j -0.000739221+0.00639631j -0.000252951+0.00642887j -8.06735e-05+0.00295961j 0.00228028+0.000345441j -0.00208709-0.00413686j -0.00358847-0.00324818j 0.00273277+0.00753043j 0.00508963+0.0047299j -0.00458665-0.00260564j 0.00182334-0.00166588j 0.00129862+0.00108654j 0.00302897+0.0037887j -0.00237056-0.00231885j -0.00052548+0.00109305j 0.00141919+0.00154041j 0.000713904+0.00177118j -0.00362228+0.00453528j 0.00187392-0.00370426j -0.00270269+0.00409753j -0.000788284-0.00443486j 0.00569331+0.00064205j 0.00172668+0.00467878j -0.00268949-0.00132948j 0.00332002-0.00710324j -0.00113033-0.00233801j -0.00192059+0.00093471j 0.0019846-0.0147244j 0.0111655+0.0115044j -0.0034908+0.00989409j 0.00614742+0.0135504j 0.0113667-0.00470271j 0.0196142-0.00772929j 0.00205612+0.00182568j 0.0261857+0.00140902j -0.0493738+0.00626402j 0.00679262-0.00491525j -0.0585046+0.0115034j 0.0114225+0.0498352j 
0.00022464-0.000826687j 0.000511601-0.00197767j 0.00092993+0.000119089j 0.00128378-0.00408861j 0.00167778+0.00136426j -0.00449902+0.00556248j 0.00331293+0.00105494j 0.00233871+0.00546525j 0.00124941+0.00456073j -0.00219626-0.0163208j 0.00686108+0.00495717j -0.020951+0.00465459j -0.00224413+0.0155417j -0.0121586-0.00663741j -0.00714647-0.0122086j 0.00575739+0.00311913j 0.0107948+0.0100736j 0.00526152-0.0134594j 4.65779e-05+0.00739047j -0.014871+0.0139911j -0.00831512-0.00441463j -0.00341537+0.00256026j 0.00145265+0.000563894j -0.00214945+0.00836611j -0.00497752+0.00133271j -0.0002906-0.00429579j 0.00565826-0.00567371j 0.000150232-0.00276419j -0.0123562-0.00595328j 0.0218569+0.0168514j -0.0138524+0.00203844j 0.0174432-0.0018699j 0.00820096-0.00157246j 0.00754909-0.0181236j -0.0247068+0.0104032j 0.0109925+0.00557058j 0.0114636-0.000111744j -0.0195686-0.000273113j 0.00996326+0.00394503j 0.00133326-0.00668515j -0.0214904-0.0270681j 0.00459106-0.0080761j -0.023492-0.0260404j 0.0271627+0.00172927j -0.0101322-0.000982296j 0.00467184+0.0071934j 0.00468659+0.0110774j 0.00234603-0.00871403j 0.000767055-0.00402965j 0.00722743+0.00099802j -3.47463e-05+0.00466907j 0.000863741-0.00401405j 
-0.00396576+0.00273426j -0.00307943-0.00262727j -0.0013019+4.48295e-05j 0.0020962-0.00873775j 0.00119662-0.000405346j 0.00148201-0.00788882j 0.000798715-0.0043709j -0.00208256+0.0031032j 0.00199395+0.00173686j -0.00307295-0.00102138j -0.000438291-8.38121e-05j 0.00460194-0.00315174j -0.00680971+0.00155917j 0.00347513+0.00285945j -0.0048704-0.00864888j -0.000330281-0.0168942j -0.00176384-0.0100627j 0.00622636+0.00112115j -0.00562209-0.00182166j -0.00177484+0.0143018j -0.00615339-0.00830335j 0.001138-0.00113417j 0.0137235+0.00157226j 0.00676571+0.0158542j 0.00199752+0.0144792j 0.00187678+0.0198285j 0.00764842+0.00314411j -0.00981425+0.00129941j 0.00317486+0.00148884j -0.00684972-0.0088076j 0.00142196+0.01155j 0.0139548-0.0207362j 0.00588894-0.000288544j 0.0128008+0.0109961j -0.0200819-0.00881557j 0.00338189+0.00679754j -0.00229387-0.017j -0.00530589+0.00120174j 0.0136481+0.0138401j 0.0186265-0.0181259j -0.00551276+0.0211764j -0.0181226-0.0171657j -0.0117609+0.0365354j 0.0144518+0.0042752j 0.0101617-0.0048178j -0.00264797+0.00979505j -0.00784528-0.00718794j 0.00165214+0.00736903j -0.0104983-0.00927654j 0.0205467-0.00946914j -0.00258646+0.00376357j 0.00075983-0.00822379j 
0.00408491-0.0011256j -0.00127575-0.00555449j 0.00477227-0.00978465j 0.00987368+0.00562998j 0.00978777-0.000580269j -0.0101307+0.00261481j -0.00595872+0.00642105j 0.00976272-0.00200947j -3.8681e-05-0.0113296j 0.000976944-0.000921508j 0.0150668+0.00571189j -0.00408533-0.00448805j 0.0109405-0.0161685j -0.0161875+0.00258127j -0.0228177+0.0109384j -0.00288582-0.0146106j 0.00806304+0.00509356j -0.000685237+0.00585079j -0.00421533-0.00173708j 0.00789517-0.00608542j -0.0123241+0.000352474j 0.020025-0.00141366j -0.00205433+0.00101751j 0.00123311-0.00512321j -0.00723841+0.00437246j 0.00901233+0.00351823j -0.00973156-0.000634901j -0.00959569-0.00265005j -0.0066583-0.00313064j 0.00336996-0.00387436j 0.00761006+0.00568658j 0.00711231+0.00203886j 0.0022701+0.0102759j 0.000580696+0.0161851j 0.00146889-0.0157265j -0.0119526+0.0141675j -0.0113778+0.00473789j 0.00302153+0.000606101j 0.00474088-0.0153211j 0.000806982+0.0102141j -0.0095952+0.012246j -0.00632979-0.0147924j 0.0128286-0.000841047j 8.57897e-05-0.0109226j -0.00618378-0.0023265j 0.00434144+0.0116313j 0.00250052-0.00807823j 0.0151026-0.0203741j -0.0122447-0.0121446j -0.00962621+0.0022865j -0.00255613-0.00435851j 0.00909501-0.000298504j 
0.0043443+0.00290329j 0.00147146+0.000278364j 0.00239598-7.13094e-05j 0.00360259+0.00119557j 0.00050139+0.000171688j -0.000761967+0.00455537j -0.00108901+0.00358519j 0.00358795+0.000103206j -0.00839766+0.00544261j -0.00183952+0.00655044j 0.00201117-0.0067092j -0.0136981+0.00280423j 0.0058139+0.00313346j 0.000938147+0.00436967j -0.0112507+0.00220572j -0.00487494+0.0133312j -0.00367876-0.00902752j -0.000683637-0.0085514j 0.00517354-0.00603614j 0.0203215+0.00638322j 0.0112007-0.00884073j 0.0104309+0.000609007j 0.00297106-0.00322154j -0.00614667-6.64856e-05j -0.00188644+0.000941331j -0.00973802+0.00839173j -0.00799945+0.00088132j 0.00968215+0.00146168j 0.0187575+0.00643269j 0.0136255-0.00344082j -0.00280044+0.00059345j -0.0142304+0.000689435j -0.00461121+0.00206785j -0.00331857+0.00806437j 0.0045811+0.00626578j 0.00637447-0.0152755j 0.0123476-0.00816182j 0.00593547-0.0157627j 0.00377832-0.00240602j -0.0109649-0.0209325j 0.00322096+0.00794363j 0.0220294+0.0114691j 0.00916766+0.0132445j -0.00141098-0.0133107j -0.0127622-0.00520134j -0.0131552+0.00376436j -0.00618836+0.00685737j -0.00371822-0.0213696j -0.00533369-0.0123193j 0.000584474-0.00468126j 0.00892073+0.00226531j 0.00704664-0.00113947j 
-0.00112924-0.0040914j -0.000607335+0.00119178j -0.00316657-0.000999503j -0.000747863-0.00452839j -0.00223527-0.00396442j 0.00773511-0.00148844j 0.00881747-0.00291638j -3.03907e-05-0.0100567j -0.000897744+0.0030798j 0.0101275+0.00382108j -0.00284228-0.00737949j -0.00409454-0.00607003j -0.00561621-0.00831608j 0.00702539+0.0115031j 0.0033024+0.0141928j 0.00817657+0.000944679j 0.01392-0.0142241j -0.0170853+0.00461947j 0.0111135-0.0111108j -9.65241e-05+0.000490727j -0.0120324+0.00369059j -0.00668833-0.00691817j -0.0107218+0.0049971j -0.00477586+0.00516635j 0.0036828+0.00429046j 0.0038637+0.00342522j -0.00159335+0.00616118j 0.0149513+0.00234888j -0.0138001+0.00131764j 0.00783583-0.0119076j -0.0134572+0.0058097j -0.00264816-0.00208478j -0.0105783-0.0017572j -0.0112545+0.00801801j 0.0108521+0.00149357j -0.00305471-0.00242046j 0.00959959+0.00539068j 0.015681+0.00843895j 0.0163479-0.00901428j -0.00344508+0.00501964j -0.0263277+0.00823745j -0.00350875-0.00330094j -0.00867514-0.00255109j -0.00453266-0.00987637j -0.0154391+0.0199328j 0.00688298+0.00750141j 0.00587038-0.0112626j -0.0159004-0.0168206j -0.0143246+0.00420817j -0.000849998+0.00646096j -0.0071241+0.000853896j 0.000723604-0.00183225j 
0.000377691-0.00250717j -0.00191269-0.00191441j 0.0010741-0.0044144j 0.00793538-0.00261795j -0.00217848-0.0015633j -0.00285868+0.00583172j -0.00992062-0.000884389j -0.00494986-0.000911351j -0.00853408+0.000591713j 0.00358561+0.00353461j 0.00306125-0.00630789j 0.00127891+0.00424522j 0.00220675-0.00281766j -0.0139897+0.0071387j -0.0152487+0.00564807j -0.000542975+0.00705539j 0.0012402-0.00160709j -0.0115388+0.00923056j 0.0113568-0.00235189j -0.0053055-0.00652926j 0.00564035-0.000720037j -0.0369554-0.00623994j -0.0025062+0.00249329j 0.00580681-0.0112953j -0.00420176-0.00307143j 0.00890704-0.00270001j -0.00878624+0.00470552j 0.00648663-0.0033988j -0.00375823+0.0157933j -0.0143276-0.00866745j -0.00426339-0.00317379j 0.0110867+0.00302719j 0.00098118+0.00596545j -0.0249026+0.0122584j -0.00747279-0.0150829j 0.00557389-0.00833302j -0.00473498-0.00240423j -0.0124926-0.0168151j 0.0131303+0.0161819j 0.0167499+0.0159901j 0.0087927+0.00843451j 0.0111432+0.0141514j -0.0017773+0.000289359j 0.0221926+0.00496965j 0.0117308-0.0118706j -0.0143757+0.0031029j -0.0122001+0.00196939j 0.00195819-0.00704897j -0.00676398-0.000526308j 0.00500049-0.0071629j -0.000824164+0.00633119j 0.00365612-0.00687543j 
0.00329735+0.00029029j 0.00182112-0.00138268j 0.00185596-0.00275009j 0.00326333+0.00704936j -0.00150837+0.00480901j 0.0032959+0.00519393j -0.00460261+0.00542581j -0.000109866-0.00115055j -0.0071451-0.00102074j -0.00384862-0.000363503j 0.0024705-0.00514862j 0.0111352-0.00806299j 0.00687386+0.0120986j 0.000871645-0.00713709j -0.00901818+0.00154548j 0.00983145+0.00437616j -0.0180671-0.0111555j -0.00654552-0.00953764j -0.0140363-0.00423041j -0.0164031+0.0144755j -0.000566976+0.00453084j 0.00537984-0.000737598j -8.35059e-05-0.00608586j 0.0032089-0.00333123j -0.0114249-0.0167164j 0.0175599-0.00162349j -0.0040866-0.0106273j -0.0249821-0.000710714j 0.00952881-0.00883123j 0.0128915+0.0135744j -0.0080982-0.00381784j 0.0194616+0.00863971j 0.0036448+0.00110016j 0.0153995-0.0249775j -0.0146687-0.00612917j 0.000365135-0.0260697j 0.00993101+0.00133507j -0.0205809+0.0258236j -0.018673+0.00833107j 0.00471812+0.00175438j -0.0150102+0.00496823j -0.014114+0.00603547j -0.00976026+0.0088657j -0.00980556+0.00394821j 0.000553152-0.000253892j -0.000584544+0.00546263j 0.0128905+0.00139616j 0.00699097-0.00358777j -0.00323753-0.00581365j -0.01026+0.00592181j 0.00336687-0.00580256j 0.00502319+0.00163952j 
-0.00167774+0.00422825j 0.00172592+0.00121995j 0.00295612-0.00128762j 0.00215769+0.00799349j 0.009432+0.00481909j -0.00236393-0.00555681j 0.001796+0.00571837j -0.00237138+0.00561j 0.00551497-0.0153657j -0.00405653+0.00784574j -0.000433096+0.0126453j 0.0110684-0.00578935j 0.0152653-0.00406676j -0.00569936-0.0113571j 0.00980633+0.00227734j -0.00913348-0.0121698j 0.0198117-0.0034242j -0.00504607-0.00700289j 0.00714967-0.00129574j 0.00264524+0.00221286j 0.00240478-0.000119961j -0.0154012+0.0114436j 0.00190482-0.00534024j -0.0115545-0.00279322j 0.0162684+0.000770534j -0.00144204+0.00973874j -0.00510609+0.00229113j 0.0144286-0.00359281j 0.0253143+0.00410749j 0.018273+7.27252e-06j -0.0159355+0.0073474j 0.0040137-0.00491003j -0.000496628-0.00120765j -0.000751042+0.0117941j -0.0153586-0.00350512j -0.00680443+0.00607381j 0.0179698+0.0100972j -0.00981779+0.00137511j 0.00762051-0.00150281j -0.000276785+0.00921799j 0.000607074+0.0223974j -0.00959246+0.000758879j -0.0168403+0.00971878j -0.00127024-0.0190703j 0.00425679-0.00986508j -0.00303376-0.00416787j -0.00337589-0.00196851j 0.00818555-0.0115839j 0.00130128-0.015621j -0.000333573-0.012264j 0.00863356-8.3806e-05j -0.00130436+0.00668789j 
-0.000919059-0.000540311j 0.000499513+0.00296359j -0.00171792-0.00163038j 0.00161793+0.00588217j 0.00458143+0.00283017j 0.000664257-0.00185234j 0.00522929+0.00164487j -0.00355263+0.00137378j -0.00196189-0.0106792j 0.00110781+0.00373023j -0.00372597+0.00482283j -0.00549703-0.00566789j 0.0256089+0.00741858j 0.00677446-0.00815522j 0.00126928+0.0057201j 0.011189+0.00426463j 0.00232667-0.0011877j -0.00593093-0.00824663j 0.0200192-0.00209441j 0.00790102+0.00490755j -0.00266667+0.00988764j 0.0094899-0.00361209j -0.00262317-0.000638577j 0.00237192-0.0013249j -0.0032268-0.000970086j -0.0238735+0.00375796j 0.00881964-0.00323523j -0.0270623-0.0027522j -0.0256812-0.00420203j -0.00735281+0.00200815j 0.0187588+0.00100625j 0.0103702+0.00565783j -0.0123333-0.00790868j -0.00801191-0.00221493j 0.0146954+0.00140644j 0.00639385-0.00840374j -0.0181985+0.015023j -0.0172658+0.00566117j -0.0199231-0.00956379j 0.0119444+0.0138329j 0.00804146+0.0109777j -0.00154157-0.000198257j 0.00100127+0.0105047j 0.0224563-0.00272483j 0.004931-0.00437342j -0.00164494+0.00416355j -0.00059436+0.0049577j -0.00531546+0.00469295j -0.00389169-0.00159637j 0.000309506-0.00507521j 0.00413583+0.00326514j -0.00517325-0.000444955j 
-0.00066211-0.00220946j -0.000473259+0.000230457j -0.00180762-0.00171093j 0.00492144+0.00463337j -0.00319206-0.000299024j -0.00223848-0.00381797j -0.00526758-0.00602795j -0.000722236+0.00816632j -0.0111697-0.00741344j -0.00526275-0.0163115j 0.00717589+0.0182725j -0.00231093-0.00428706j 0.00629339-0.00443902j 0.0104131-5.33349e-07j -0.0112082-0.00662354j -0.00979766-0.017667j -0.0126525+0.017116j -0.00737013+0.0151148j -0.00723876+0.00400055j 0.00799214-0.00168667j -0.0180778+0.00618754j -0.0119315+0.00400467j -0.00657703+7.5064e-05j -0.000221377+0.00252546j -0.00474575+0.00762578j 0.00566132-0.00231259j -0.0132497+0.00181852j -0.0051759+0.0141508j 0.0107916-0.00925688j 0.0180612+0.00251543j 0.00204028+0.00931651j -0.00412686-0.00822096j 0.00343409+0.00455318j -0.00416514-0.00246746j 0.00801613+0.00030007j -0.00970953+0.0168299j 0.00641569+0.00105127j 0.00536175+0.0128947j 0.000487492+0.00136813j -0.0218702+0.00943738j -0.00824205-0.00457667j 0.0232628-0.00613776j -0.00170565+0.0179937j 0.00755237+0.0165305j -0.0021654+0.0145997j 0.00793441+0.0126003j -0.0104539+0.0102519j -0.0145906+0.0139711j 0.000457326+0.0109451j -0.00217618+0.0100974j -0.00222272+0.00293179j -0.00621656-0.00269634j 
0.00118678+0.000122752j -0.00328657-0.00207387j -0.00293284+0.000487678j 0.00125729-0.00121272j -0.00113911+0.00410599j 0.00159219-0.00719685j -0.00131501+0.0027345j 0.00861851+0.00228663j -0.00490687+0.00394649j -0.0194975-0.00547402j -0.00927541+0.00614181j 0.00734773-0.0052658j 0.0154933-0.000169106j -0.0136741-0.00536595j 0.0186214-0.0113975j 0.0197067-0.00749149j -0.00537991-0.00150391j -0.00574657+0.00277675j -0.00566586+0.00269197j 0.00527323+0.00400815j 0.00578902-0.0032932j -0.00532015+0.00575301j -0.00279748+0.000126414j -0.0102574+0.0114095j 0.00299434+0.00955795j -0.00822407+0.0126979j 0.000662991+0.0036816j -0.00622024+0.0183705j 0.000127552-0.00356164j -0.00705102-0.0124444j -0.00661187-0.00931462j 0.0144505-0.00168996j -0.00876353-0.00610438j -0.00598522+0.00627821j -0.00145788+0.0159576j -0.00727925-0.00288486j -0.00021518-0.0244139j 0.00402259-0.0172455j 0.0195767-0.000133872j 0.0127887-0.0104345j 0.00675683-0.0020187j 0.00991886-0.00439367j -0.00540242-0.0158431j -0.00274198+0.00732805j 9.06116e-05+0.00582591j 0.0122939-0.0146012j 0.00353563+0.00016258j 0.00400312-0.00863504j 5.65945e-05+0.010827j -0.00532378+0.00446932j -0.00598135-0.000363796j 0.00277929+0.00443549j 
-0.00257365+0.000441095j 0.00386644+0.00162967j 0.00278794+0.00454109j -0.00498608-0.00124424j -0.00192535+0.000288147j 0.000412659+0.0063429j 0.00765926+0.000849018j 0.0080297+0.00643498j -0.00478238+0.00728654j 0.00600474-0.00166064j 0.015862+0.00485283j 0.00633461+0.00411129j 0.00595188+0.000599013j 0.0180719+0.007409j -0.000543362-0.00770673j -0.00768011+0.00221875j -0.0121359+0.00444146j -0.00576755-0.00148727j 0.00548874+0.0038013j -0.0131992+0.00669013j -0.00634088-0.00518595j -0.00660002-0.000918889j -0.0176571+0.0014299j 0.00371161+0.00921373j -0.011763+0.00668555j 0.0140826+0.00812384j 0.00356697+0.000700198j -0.00232676+0.00574101j -0.00501888-0.00608884j -0.00783902-0.00532528j 0.00390122-0.00730483j -0.0132661-0.0123231j -0.0048857+0.00684845j -0.00889444+0.0171216j 0.010032+0.0163129j -0.00067998-0.00220127j -0.00659036-0.0135192j 0.00951096-0.0182698j 0.00359886-0.0115934j 0.0184358+2.17961e-05j 0.0170536-0.00219069j -0.00328585-0.00384294j 0.00513527-0.014613j -0.00891694-0.0154242j -0.0119586-0.00502382j -0.00742383+0.0038675j 0.00127984-0.0109797j 0.0164726-0.0182537j 0.0107218-0.0143248j -0.000640712-0.00927821j 0.00245963+0.00125028j -0.00145405+0.00717607j 
0.00281234-0.00190387j -0.00697114-0.00285108j -0.00847141-0.00436379j 0.00436019-0.0014832j 0.00118731-0.000410465j 6.44633e-05-0.00174512j 0.00557089+0.00337315j 0.0110441-0.00541569j 0.0227969+0.000419837j -0.00421284+0.00742491j 0.00902903-0.0128901j -0.00636769-0.00962017j 0.0130416+0.0148916j 0.0134454-0.00300808j 0.0160376+0.000403256j -0.0231403+0.00882141j 0.00106818-0.0146225j 0.00599246-0.00652705j -0.00135106-0.00124191j -0.00425234+0.00670065j -0.00848116-0.000583389j -0.0116079+0.00433588j -0.00346169-0.00682991j 0.0154949+0.00153943j -0.00195414-0.00664562j 0.00664707+0.0072496j -1.22469e-05-0.000621204j 0.000286617-6.88234e-05j 0.00999365-0.00745194j 0.016397+0.0106927j -0.00902521-0.0141985j -0.00227443+0.00680029j 0.00785584-0.009285j 0.0012414-0.0026623j 0.00297251+0.00438411j 0.0152429-0.00941927j 0.00125549+0.00704209j -0.00985494-0.00724117j -0.00624008-8.44555e-05j -0.00778736-0.0114496j 0.00110211-0.00389695j -0.0126055-0.00255665j 0.0079856-0.00833284j 0.00737091+0.00488409j 0.00448322-0.0120564j 0.00903036-0.00350582j 0.00614749+0.00610035j -0.011747+0.0112027j -0.0100159+0.00997251j 0.000521791+0.00794644j -0.00773296-0.00244368j 0.00371895-0.00635922j 
0.00841717+0.00165026j -0.00112138-0.00692727j -0.00756395-0.00502037j -0.00677351-0.00319738j -0.00912261-0.00745521j 0.0122407+0.0027372j 0.0141786+0.00545028j 0.00247578-0.0047538j 0.0105201-0.00170822j 0.00541934-0.000470126j -0.014755+0.00558424j 0.00780445+0.0161483j 0.0119625-0.0150794j -0.00422182+0.00835917j 0.0134789-0.00291655j -0.00100628+0.00596148j -0.0125626+0.0139174j 0.000962562-0.0105814j -0.0120022+0.00374978j -0.00361578-0.00307935j 0.00348685-0.00719806j 0.00557184-0.00561445j -0.00133196+0.00480627j 0.00260735+0.00939112j -0.0109325-0.00310041j -0.00681724-0.0113804j -0.00302103+0.00965067j -0.0116226-0.012367j 0.00579529+0.00695534j 0.0147232+0.000630249j -0.016104-0.00304235j 8.82928e-06-0.00549018j 0.0007132+0.00375114j 0.00336166+0.00910444j 0.0142186-0.0100703j -0.0155559+0.00379435j -0.00526463+0.00451999j -0.000259741+0.00920241j -0.000609118-0.00915929j -0.00103732-0.00189026j -0.00120084+0.00327641j -0.0041799-0.00919361j -0.00755311+0.00458241j -0.00930933+0.00550635j 0.0092183+0.00266929j -0.00962974-0.00328464j -0.000769144-0.0127918j 0.00382775+0.00249467j -0.00556824-0.000491379j 0.00564449+0.000627278j -0.00174255-0.00592893j 0.0135557-0.00957854j 
0.00477741+0.00550073j 0.00609387+0.00077206j 0.00341695+0.0100153j -0.0112091+0.00292158j -0.00831978+0.0129294j -0.0154171-0.0084352j -0.00681928-0.00432311j 0.00452193-0.00618355j -0.0125767+0.012095j -0.0146623+0.0166478j 0.00473372-0.0113008j -0.0181844-0.00536351j 0.00209995+0.0071294j 0.00894944+0.00735845j 0.0151239+0.0029399j 0.00907507-0.00130359j 0.0114947-0.00674582j -0.00183641+0.00717422j -0.0102245-0.0113588j -0.00913753-0.00466354j 0.00364247+0.00580086j -0.00744707-0.00259484j -0.0102109+0.00603342j 0.0135176-0.00219938j 0.00786751-0.000906145j 0.0104751+0.0143151j -0.0011862-0.00190771j -0.00170533-0.0227389j -0.00315485+0.00487164j -0.00567427+0.00128402j 0.00315209-0.00279081j 0.00883272-0.003239j 0.00368217-0.00988411j 0.00146941+0.013712j -0.00402306-0.00952418j -0.0100422+0.00701226j 0.00589818+0.0135057j 0.00527193+0.00877398j -0.0072631-0.000971076j -0.0107889-0.00930059j -0.00792355+0.0103691j 0.00872746-0.00394859j -0.00370213+0.024012j -0.0117876+0.0186722j 0.016343-0.00271052j 0.00244388-0.0128331j 0.00495934-0.00233162j -0.00136365+0.00257706j 0.0079734+0.00223529j 0.00205931-0.0081322j 0.00655771-0.00128304j 0.00237469+0.00481459j 
0.0077941-0.00168592j -0.00399995-0.00532683j 0.00427461+0.00232717j -0.000527434+0.00628462j 0.019378+0.00650872j 0.000359906+0.00185791j 0.00121813-0.00671471j -0.00413755+0.000995502j 0.00389268-0.0111509j -0.0214117+0.017211j -0.00600489-0.00293439j 0.00121671-0.0217848j -0.00648676+0.0109187j 0.000379168-0.0129207j -0.00194491-0.00714634j 0.0049986+0.0039682j -0.00878621+0.000889572j 0.00764814-0.0117365j 0.00161211+0.00497556j -0.00511401-0.0011054j -0.0122003-0.00111823j -0.00589763+0.00214615j 0.00615989-0.000479427j 0.00384084+0.000904214j 0.00128336-0.00378282j -0.00580764+0.00833726j -0.000212447+0.00147492j 0.00177247+0.00985672j 0.00328086+0.00148008j -0.00112527-0.00707393j 0.000825515-0.0103806j 0.00457295+0.00746173j 0.0016511-0.0165423j 0.00699552+0.00270241j 0.00740369-0.00288758j 0.000267776-0.0192545j 0.00186742+0.00146114j 0.00850684-0.0066145j 0.00558167-0.0028664j -0.0102365+0.0119423j -0.00207262+0.00584184j 0.00615749-0.0141762j -0.000937568-0.0147141j -0.00590271-0.014089j 0.00054092+0.00583908j -0.018342+0.0179357j -0.00111982-0.0330714j -0.00164758+0.00987827j 0.000264578-0.00244677j 0.00340145+0.0017661j -0.011567-0.00530594j 0.00328375-0.00898034j 
0.00154492+0.000167791j 0.00221826-0.000215121j -0.00125644+0.000595987j -0.0016291-0.0025206j -0.0109139-0.00268233j 0.00194553-0.0080463j -0.00186241+0.00383149j -0.000551214-0.00248689j -0.00978055+0.000188496j 0.0139679-0.00231556j 0.00245476+0.0016575j -0.00346405-0.00143722j -0.000694898-0.00157806j -0.00462904+0.0114908j 0.00203161+0.0109067j -0.0166008-0.00944908j 0.00665169-0.015932j -0.0127109-0.00801257j -0.00798824-0.00310244j 0.0157646+0.0174262j 0.0124941+0.00571296j -0.0028818-0.00840057j 0.00360468+0.00996254j -0.00597769+0.0147865j 0.00565006+0.0121399j -0.0048855+0.00765519j 4.38347e-05-0.00554366j -0.00662288-0.0249434j -0.00498363-0.00172472j -0.0053558+0.00174479j -0.0132937+0.0161022j -0.0129023-0.019413j -0.00597996+0.00526131j -0.00561841-0.00175195j 0.00527534+0.00844375j 0.00666538-0.0450415j -7.62334e-05-0.000765105j -0.00802835+0.0171408j 0.0148424-0.00517669j -0.000407096-0.000561033j -0.0103616-0.00319088j 0.0165298-0.00362145j 0.00300803-0.0161462j 0.00123621+0.00182518j -0.0056047+0.00614075j 0.00959878+0.00755937j -0.0016147-0.0113241j 0.00692458+0.0183376j 0.00222598+0.00270213j -0.00065798-0.00174496j -0.00488668-0.00217054j -0.00502672-0.00073793j 
0.00356678+0.00214212j -4.12304e-05+0.00189901j 0.000659365-0.00446361j 0.00787927-0.0013648j 0.0100214-0.0107862j -0.0024688-0.000434626j -0.00356945+0.00423764j -0.00081611-6.06821e-05j -0.00511698+0.00407982j -0.0217891-0.00218798j -0.00423077+0.0132116j 0.00189285+0.0169672j 0.000729759-0.0111367j 0.0176835-0.00395319j 0.00239194+0.00216162j -0.00141893-0.00115333j -0.0180657-0.00354938j 0.00408837-0.00683261j 0.0198971+0.000815375j -0.0198906-0.0120501j 0.00136937-0.00519222j -0.00021855+0.00291413j -0.012405+0.00258563j -0.0057064+0.00349188j -0.00803223-0.000858762j 0.0107987-0.00380691j 0.00226112+0.00489272j -0.00825597-0.0162169j 0.00569631+0.00693029j -0.000178482+0.0184436j -0.00511591+0.0110701j -0.0005495-0.00920042j -0.00853463+0.00207669j 0.0179677-0.0030173j 0.00279869+0.00131877j -0.00743752+0.00752451j -0.00319741-0.0002059j -0.00422376+0.000588636j 0.0102282+0.00484053j -0.00417435-0.017746j 0.00879489-0.00180919j -0.00532734+0.0204348j 0.00841002+0.0116836j -0.00210916-0.0120121j -0.00751841+0.00663251j -0.00755142-0.00659131j 0.000468119+0.0076772j -0.0047309+0.0089695j -0.0123747+0.00019614j -0.000547492+0.00505937j 0.00691518-0.00376531j 0.00269748-0.00239929j 
-0.00631201-0.0051114j -0.00799256+0.00400941j 0.000817196-0.0052231j 0.00282251-0.00669562j 0.0123936-0.0055948j -0.00284719+0.00291198j -0.00283041+0.0048962j 0.00708017-0.00438897j 0.00969076-0.00023819j -0.0100335+0.000941931j 0.00376412-0.00414169j 0.0120133+0.0144495j 0.0028134-0.00655383j 0.0118981-0.000523329j 0.00171678+0.00389765j 0.00583935+0.0125998j 0.0108108+0.0102255j -0.00251522-0.00411538j 0.00540587-0.00781673j 0.00356679+0.00261035j -0.0174476+0.00567657j 0.0112017-0.013684j -0.00109402+0.003177j -0.00261724+0.0022487j 0.00769918+0.00159429j 0.00639393-0.00444666j 0.00241006-0.00445527j 0.0047157-0.0105029j 0.00205001+0.00353349j 0.0071725-0.0094791j 0.00310592+0.00984948j -0.00833941+0.0123736j -0.0113571+0.00175966j 0.00528559-0.0207017j -0.0112481-0.0266183j -0.00489148-0.0246509j 0.00503744+0.00269531j -0.00361244+0.0139887j 0.0107479+0.015953j -0.00484206+0.0107912j -0.00378065+0.00240617j -0.0124085-0.0106498j -0.0218135-0.0169521j -0.00242686+0.0221861j -0.00117223+0.0175347j 5.66291e-05-0.000783526j 0.00675429-0.000435781j 0.0184866-0.0167582j 0.00114397+5.14746e-05j 0.00573145-0.0163594j -0.000655546+0.00859444j -0.00708677+0.00387995j 
