-0.00778228+3.03577e-17j -0.0056223+1.66424e-06j -0.00680942-0.000483505j 0.00613117+0.000332689j -0.00356722-0.00013529j 0.00197766-0.000161114j 0.00744961+0.000347711j -0.0052247-0.000581967j 0.0014822+0.000238502j -0.00226603+0.000158492j -0.000467845-0.000409695j -0.0065123-0.000363114j 0.00463024+0.0005043j 0.00520779+0.000363285j -0.000374495+9.05076e-06j -0.00130341-0.000163688j -0.00141923+5.56838e-05j -0.0007135+0.000162959j 0.0019198+0.000148304j 0.00272673+8.90228e-05j 0.00032183+0.000463476j 0.00665336+0.000388977j 0.00202257+2.8982e-05j 0.00330914+0.000189163j 0.00140813+0.000423941j -0.00382253-0.00032218j -0.00491292-0.000727163j 0.00237563+7.63776e-05j -0.00109087-1.33001e-05j -0.00424394-0.000528458j 0.00544716+0.000723637j -0.00116546-0.000166669j -0.000659673+7.55626e-05j -0.000777727+0.000414755j 0.000137273-0.000271466j 0.00348258+0.000555568j 0.00311919+1.21363e-05j -0.00482696-0.000474831j 0.00317533-0.000394219j -0.000308355+6.2773e-05j 0.00192787+4.90246e-05j -0.00325041-0.000444434j 0.00251888-5.86213e-05j -0.00282488+0.000296018j -0.00549279-0.000176557j 0.00938528+0.000667788j 0.000876211-0.000642651j -0.00544651-0.00127025j 0.00658744-0.000328218j 0.0002954-0.000166266j -0.018926-0.000813293j 0.00521201-0.000634176j -0.0113526+0.00481227j 0.0385436+0.00279287j 0.00237692-2.19805e-05j 0.895321-0.00445721j 
-0.0065123+0.000363114j -0.00468066+0.000210073j -0.00385293-0.000155834j 0.00516804-0.000113962j -0.00035447+7.70209e-05j 0.000137358+7.42145e-06j 0.00355489-4.27148e-05j 0.000452521-0.000187993j 0.000151727+0.00018227j -0.00336351-5.80825e-05j 0.00158193-0.000246355j -0.0018527+3.20924e-16j -0.00124932+0.000144509j 0.000425413-0.000490023j -0.00577795-0.000167715j 0.0033612+0.000285186j 0.00706796+0.000241889j -0.00428338+0.000278109j 0.00446042+8.10133e-05j -0.00427784+0.000288575j -0.000475331+0.000454569j 0.0118969-0.000107314j 8.94914e-05+0.000112555j -0.00886158-0.000346986j 0.00898754+0.000979336j 0.00930137-5.11678e-05j 0.00429756+0.000521072j -0.0117412+0.000503315j -0.00294918-0.000467026j 0.0204835+0.00120173j -0.0101178-0.000546427j 0.0113681-3.3802e-06j -0.0209489-0.000667728j -0.0394087-0.000332073j 0.0177345+0.00143624j -0.0260086+0.000275718j -0.0131767-0.00034152j 0.0388752+0.000370965j 0.028539+0.000416232j -0.0136233+0.000974029j -0.0224463-0.000617888j -0.0305618-0.00100637j 0.0155026+0.000785745j -0.0834491+9.59063e-05j 0.854297-0.00483045j 0.317706-0.00287147j -0.0579931+0.00195972j -0.00630191+4.38147e-05j -0.00675274-0.0013149j 0.0238014-0.00225817j -0.00021575+0.00188906j 0.00284091+0.00140243j -0.00428263+3.66616e-05j -0.00404743-0.000474483j 0.00251744-0.000297238j 0.00110585+7.94908e-05j 
0.00463024-0.0005043j -0.00660025+0.000579868j -0.00528089+0.000613342j 0.00463613-0.00042304j 0.00515475-0.000182396j -0.00273356+6.56854e-05j 0.00374291-0.000332437j 0.00174949-1.96894e-05j 0.0081831-0.000189534j 0.00683498-0.000695866j 0.00872661-0.000512369j -0.00124932-0.000144509j -0.00329131+1.12893e-16j -0.00617283+4.35044e-05j 0.00495373+0.000127061j -0.0112052+0.000781262j 0.0139207-3.6612e-05j 0.00792808+0.000175776j 0.0206422-0.00011371j -0.00468668+2.13632e-05j 0.00604631-0.000399013j 0.0137043-9.69182e-05j -0.00721809+0.000286648j -0.0303585-0.000190316j 0.00152982+0.00082832j -0.0206003+0.00083526j 0.011851-0.000257109j 0.0134062+0.000135906j 0.00846556-0.000337814j 0.0285405-0.00065969j 0.0321408-0.000518823j 0.0355179-0.00116034j 0.00852082+0.000114482j -0.0283681+0.000673207j 0.0350256-0.000102352j 0.0569301-0.000112833j 0.051549+4.95621e-05j 0.00208862+6.37973e-05j -0.0377223-0.000216793j 0.0226644-0.00010028j -0.0362876-5.57575e-05j -0.0156891+0.000497024j 0.0620793+9.20132e-05j 0.923967-0.000156286j 0.072374-0.000259749j -0.0247081+0.000538755j 0.00727091-0.000774802j -0.00506204+0.000676422j 0.014541-0.00200934j -0.00194695+0.00105682j 0.00110793+0.000652173j 0.00477409-6.62252e-05j -0.00479386+0.000230314j -0.00193711-0.000651501j 0.00207334+0.000428203j -0.00225621+0.000362852j 
0.00520779-0.000363285j -0.00161865+0.000320995j 0.00287012-0.000114921j 0.00304529-0.000289416j 0.00488166+0.000236746j 0.00306246-0.000372j -0.00174595-0.000150151j -0.00793678+0.000771804j 0.00887991-0.000705444j 0.0093047-0.000876293j -0.00267591+0.000417643j 0.000425413+0.000490023j -0.00617283-4.35044e-05j 0.00563638-5.09358e-16j 0.0201845+0.000513339j 0.0072181-0.000419628j -0.004809-0.000267396j -0.00173913+0.000514191j -0.00938925-0.000330812j 0.0201145+0.00121888j -0.0127528-0.00162705j -0.00207607-0.000149348j -0.0173635+0.000392226j -0.000649859-0.000391914j -0.0340503-1.84652e-05j -0.0421157+0.000934691j 0.0389553+0.000118487j 0.0579879-0.000998854j -0.00258966+0.000863206j 0.028236-0.00021941j -0.0145316-6.24666e-05j -0.00234289-0.000118289j -0.0299608+0.000111782j 0.0202864-7.52285e-05j -0.0197769+0.000275434j 0.0343573+0.00141583j 0.00458799+0.00140463j 0.00829086-0.000111843j 0.0258046-0.000844869j 0.0254407-1.09523e-05j -0.0756722+0.000959968j 0.11183+0.00220222j -0.92399+0.000470986j 0.0413083-0.000259889j 0.0401498-0.000632472j -0.070198+3.3905e-05j -0.0175269+0.00187756j -0.0475536-0.00161943j 0.00464649-0.00219982j -0.00207996+0.000860768j -0.0035515+0.000169492j -0.000360167-8.31689e-05j -0.00305005+0.00214956j -0.00399268-0.00123407j -0.00213146-0.000541205j -0.00110965+4.12742e-05j 
-0.000374495-9.05076e-06j -0.00254642+0.000205203j 0.00223592-0.000732084j 0.00300772+0.000156836j -0.00467834+0.000575047j -0.000179082-0.000209886j 0.00774469+0.000228654j -0.0114382+0.000359304j 0.0111429-0.00020921j 0.0130108-0.000250311j -0.00401396+0.000413309j -0.00577795+0.000167715j 0.00495373-0.000127061j 0.0201845-0.000513339j 0.0236004-2.48022e-15j -0.00430022-0.00038734j -0.0132615-6.74309e-05j 0.0146167+0.000449991j 0.00219165-0.000440352j -0.00627139+0.00118243j -0.0172278-0.00122987j 0.00526124+0.000153591j -0.000555786+0.000742802j 0.00556408-0.000271052j -0.0204384-0.0001163j -0.0136278+6.11576e-06j 0.0316654+0.000836147j 0.0600686-0.000241283j -0.00198899-8.34408e-05j 0.0507615+0.000747677j -0.0442889+4.22462e-05j 0.0452284+0.000341169j 0.00770381-0.000931733j -0.00388848+0.00125878j -0.0167437+0.000102915j -0.011106+0.00132996j 0.0340964+0.00153234j -0.103292-0.000164443j 0.136021+0.000371903j -0.0870599+0.000756458j -0.782261+0.00211085j 0.468478-0.000865508j 0.142207-0.000325919j -0.0280675+9.53205e-05j -0.00133943+0.000145368j -0.035614+0.0005265j -0.02875+0.000536738j -0.0272685-0.00131442j -0.005355-0.000760632j 0.00134246-0.000187028j -0.00331319+0.000408889j -0.0066683-0.000527163j -0.00256126+0.00163188j -0.0050297+0.000228951j 0.000897414-5.80958e-05j -0.000905233-0.000338657j 
-0.00130341+0.000163688j 0.00146897-8.82855e-05j -0.000131525+0.000311579j -0.00192332-0.000191119j -0.00344656-8.41096e-05j -0.0049694+0.000501389j -0.00227992-9.37723e-05j 0.00871782+0.000236731j -0.00992452-0.000578829j 0.0043822+3.42044e-05j 0.0124376+0.000304673j 0.0033612-0.000285186j -0.0112052-0.000781262j 0.0072181+0.000419628j -0.00430022+0.00038734j -0.0152153+6.12791e-15j -0.00326472-0.000494734j -0.00475157-4.4907e-05j -0.000705525-0.000227515j -0.00682999+8.69984e-05j -0.02137-0.000811888j -0.00161598-0.00093914j 0.00861704-0.000373362j -0.00663043-8.87879e-05j -0.00285392-0.00161796j 0.0122993-4.18945e-05j -0.0114059+0.000737107j -0.028404+7.89196e-06j 0.00491055-8.16544e-05j 0.0233428-0.000203777j -0.0385634+0.000175385j 0.0355064-0.000842186j 0.0220565+0.000501399j -0.0387009-0.000355686j -0.0216742-0.000261253j -0.0618738-0.000325955j 0.0344048+0.00132369j 0.100369+0.000276803j -0.0383661-0.00102309j -0.15008-0.000398558j -0.474263+0.00250074j -0.780334+0.00271958j -0.0488281+0.00229217j -0.00484503-0.000456899j -0.0294257+0.000617944j -0.0161369+0.00212921j 0.0124031+0.000847993j -0.000772977-0.000162492j -0.00678065-0.000334479j -0.0050621+0.00154137j -0.00366318-0.000522701j 0.00288639+0.00127016j 0.000951235+0.000936618j -0.0018246-0.00151608j -0.00177155-0.000783831j 0.00204806+0.000206432j 
-0.00141923-5.56838e-05j 0.00177064-0.000273577j -0.00477967+0.000159893j 0.00262118-3.31101e-06j 0.00119247-0.000375026j -0.00703436+0.000208264j -0.00409124-0.000100169j -0.00551991-0.000555113j 0.00852727+0.000163122j -0.00858137+0.000155669j 0.000425978-0.000565609j 0.00706796-0.000241889j 0.0139207+3.6612e-05j -0.004809+0.000267396j -0.0132615+6.74309e-05j -0.00326472+0.000494734j -0.0109149+2.2192e-15j -0.00635205-0.000247459j -0.0190728+5.92828e-05j 0.00466559-0.000609292j -0.021643+0.000434505j -0.018518+0.000182578j -0.0107707-0.000594537j 0.0148294+0.000157398j 0.000360321-5.8316e-05j 0.0286684+0.000117915j -0.0352348+0.000313985j -0.0124344+6.84318e-05j 0.0341924+6.7083e-05j 0.00853074-0.000274721j 0.0174753+0.000479172j 0.0217089+5.69042e-05j -0.0469835-0.000129465j -0.00976517-0.000117147j -0.0590759-0.000764967j -0.0371074-0.00121419j -0.0858001-0.000230303j 0.118045+0.000581277j 0.125582+0.000842915j -0.906718+0.0010906j 0.14012+5.92466e-05j 0.0905904-0.000995807j -0.0165539-0.000251732j 0.0485784+0.000290402j -0.018282-0.00114663j -0.00319836-0.000377505j -0.00264877-0.000992874j -0.00628616+0.00112326j 0.00509531-0.000304406j 0.00380838-1.87483e-05j -0.00349191+0.000778392j -0.00229003-0.00047222j 0.000237007-0.000195278j 0.00198595+0.000628289j -0.000366161+2.34555e-05j 0.000261792-0.000190944j 
-0.0007135-0.000162959j 0.00536466-0.000181446j 0.00539409-8.01582e-05j 0.0038686+0.000379568j 0.00171041+0.00010922j -0.00525203+1.33063e-05j 0.00795655+0.000232238j -0.000475804-4.94902e-06j 0.00977085+0.000414973j 0.000646262+0.000197151j -0.00974045+0.000129694j -0.00428338-0.000278109j 0.00792808-0.000175776j -0.00173913-0.000514191j 0.0146167-0.000449991j -0.00475157+4.4907e-05j -0.00635205+0.000247459j 0.00413967+2.68448e-16j 0.011547+0.000417602j 0.00690091-0.000667631j 0.00131406-1.92409e-05j -0.0171785+0.000622797j 0.0389979+0.000387526j 0.0195327+0.000387619j -0.0165092-0.00104394j 0.0120031+0.000135841j 0.0285943+0.000185106j 0.0646419+0.00100817j 0.00559063-0.000375381j -0.0357766-5.92872e-05j -0.0491676-0.000891932j -0.0179366-0.000202154j -0.00770338+0.00173593j -0.041213+0.000156265j -0.104261-0.000713281j -0.00714145+0.000172129j 0.0835932-0.000902821j -0.556721+0.00117559j 0.726959-0.00207907j 0.0191014-0.000685404j 0.0952226-0.000207938j -0.153066+0.00166751j -0.000689831+0.000997941j 0.0226872-0.000303417j 0.0201869-1.64853e-05j -0.0229016+0.000442781j -0.0135163+0.000955063j -0.00894225-0.000693961j -0.00549529+0.000431075j 0.00131409-6.74298e-05j 0.00480003+0.000347837j -0.00484206+0.000329302j 0.00105563-0.000159201j -0.00267295+0.000108003j -0.000281472+0.000241272j 0.00173445+4.44956e-05j 
0.0019198-0.000148304j 0.00376422-0.000334312j 0.00115459+0.000158528j -0.00299863+9.26272e-05j 0.000980926-0.000210947j 0.00718396+0.000163807j -0.000355738-0.000147702j 0.00161299-0.000206972j -0.00821284-8.86659e-05j -0.00892566+0.000100885j 0.00157167-0.000137441j 0.00446042-8.10133e-05j 0.0206422+0.00011371j -0.00938925+0.000330812j 0.00219165+0.000440352j -0.000705525+0.000227515j -0.0190728-5.92828e-05j 0.011547-0.000417602j -0.0121465-2.70547e-12j 0.020311-0.000669673j -0.0305702-1.18968e-06j 0.012993+0.000265226j 0.00873198+0.000303809j 0.0321388+3.2047e-05j 0.0143902+9.41354e-06j 0.0198868-0.000448515j -0.0205579-2.01938e-05j 0.0516646+3.881e-05j 0.0129441-9.76369e-05j 0.0167921-0.000381788j 0.0077307-8.19829e-06j -0.049692-0.000798649j 0.0083907-4.62456e-05j 0.0805446+0.000564204j 0.0469032-0.000405606j -0.0731369-0.0007048j -0.109647+0.000226128j 0.727085-0.00163215j 0.551164-0.00160953j 0.159458-0.00157961j -0.0111443+0.00044225j 0.0129839+0.000516545j 0.0178371+0.000647034j 0.0262837+6.5333e-05j 0.00145164+0.000756935j -0.00168057+0.000825976j -0.00606075-1.89758e-05j -0.00182785-4.48879e-06j -0.00321564+0.00060059j -0.00155662+0.000210357j -0.00152081-0.00107856j -0.00109283+0.000554231j -0.00073588-0.000207762j 0.00280732-2.74777e-05j -0.00166567+1.88255e-05j -0.0017907-0.000658442j 
0.00272673-8.90228e-05j 0.000504158+0.000102029j 0.00441704-0.000500657j -0.00268828+0.000423328j -0.00172725+0.000305446j -0.0106118-0.000248678j -0.00357965+0.00077811j -0.00619+8.10379e-05j 0.0179881+0.000716773j 0.00615911+0.0001679j 0.00070462-0.000277993j -0.00427784-0.000288575j -0.00468668-2.13632e-05j 0.0201145-0.00121888j -0.00627139-0.00118243j -0.00682999-8.69984e-05j 0.00466559+0.000609292j 0.00690091+0.000667631j 0.020311+0.000669673j -0.0240058-8.9618e-15j 0.0272262+0.00123716j 0.0114493+0.000604144j -0.00120393+0.000243019j 0.00755078+1.02164e-05j 0.0363113+0.00056533j -0.0519763-0.000347024j -0.0638025+0.00107257j 0.0500983+0.000328834j -0.00173018-7.53391e-05j 0.0124393+0.000523078j -0.0190347-0.000477793j 0.049132+0.000870091j 0.0356876+0.0005556j 0.0309865-0.000713586j -0.0190912-0.000420554j 0.0870211-0.000981916j 0.906852-0.00180288j 0.149951+6.29127e-05j 0.0107727-0.000334164j -0.056872+0.000138736j 0.0343652-0.00202797j 0.00224248-8.74088e-05j -0.00561081-0.00116325j -0.0481259+0.000120405j 0.0238706-0.000951436j -0.0145017+0.000831373j -0.0125892-0.00120265j 0.00955096-0.00120702j -0.00206973+0.000723856j -0.00451375-0.00197548j 0.00440588+0.000317612j -0.00394641-0.00218041j 0.0031476-0.000602057j 0.00108707+0.00189574j 0.0004255+0.000579679j -0.00050145+1.0087e-05j 
0.00032183-0.000463476j 0.00197287-0.000400184j -0.0127529+0.0010755j 0.00355099-0.000282019j -0.00257285-0.000686138j -0.00609499+0.000692107j 0.00203882-0.000510589j 0.0024246-0.000472161j -0.00912222-0.00063613j -0.00246156-0.000490487j 0.00958448-0.00047647j -0.000475331-0.000454569j 0.00604631+0.000399013j -0.0127528+0.00162705j -0.0172278+0.00122987j -0.02137+0.000811888j -0.021643-0.000434505j 0.00131406+1.92409e-05j -0.0305702+1.18968e-06j 0.0272262-0.00123716j -0.0374091+1.12584e-14j -0.00600224+0.000426382j 0.0581659-0.000251968j -0.000649018+0.00079268j 0.0207367+0.000338243j -0.0181602+0.00155868j -0.0172052-0.000962877j -0.0255338-0.000468389j -0.0463751-0.000351987j -0.0188878-0.00150036j -0.0176562-0.000322507j -0.0275237-0.000919167j 0.00958401+0.000651494j -0.0500712+1.80634e-05j 0.11765+0.000123754j -0.917423+0.000362339j 0.110708+0.000484309j -0.0577703+0.00113546j -0.057237+0.000188497j 0.0225444-0.000818432j 0.0170389+0.000558547j 0.0430526-0.000873046j -0.0240935+0.00043459j 0.0189288+0.000423309j -0.00923469-0.000428814j 0.00603294+0.00061098j -0.00689479-6.85047e-05j -0.00567178+0.00164908j -0.00299198-0.000845405j 0.00135057+0.000881106j -0.00318718-0.00116683j 0.00184183+0.000175484j -0.00514642+1.15663e-05j 0.00136434-0.000755779j 0.000329745+0.00029636j -0.00155757-0.00055965j 
0.00665336-0.000388977j 0.000487096+0.000140099j 0.000201523+0.000484877j -0.00300881-0.000257126j 0.0033739-0.000576047j -0.00267027-2.93088e-05j 0.000779194-0.000766664j -0.0016928-0.000453949j 0.00979401+5.92828e-05j -0.000605808-3.94709e-05j -0.00373926-0.000724654j 0.0118969+0.000107314j 0.0137043+9.69182e-05j -0.00207607+0.000149348j 0.00526124-0.000153591j -0.00161598+0.00093914j -0.018518-0.000182578j -0.0171785-0.000622797j 0.012993-0.000265226j 0.0114493-0.000604144j -0.00600224-0.000426382j -0.0687113-2.90049e-14j -0.0242644-0.00078517j -0.00175464-0.000621474j 0.0297598+0.000436583j 0.0308165+0.000337906j 0.0202787+0.000196473j 0.026972+0.000690557j -0.0196427+5.65645e-05j 0.0384512-0.000332825j -0.0728621-0.000202814j 0.012775-0.000397767j -0.0877745+0.000282286j 0.0639503+0.000436485j -0.911454+0.00115444j -0.10638+0.000282006j 0.00647323+0.000389809j 0.0688895-0.000115487j -0.0632922+0.000955279j 0.0691559-0.000984622j 0.0158113+8.80605e-05j 0.0264464-0.000561064j 0.0338829+0.000317287j 0.0176308+0.000298436j 0.00320024-0.000989273j 0.00739134-0.00105087j -0.00604182-0.000148218j -0.0037838+0.000471445j 0.00443397-0.000720925j -0.00290374+0.000106849j -0.000121305+0.000557301j 0.000406264+0.000701715j 0.00120982+0.000395982j 0.00192924-0.000454533j -0.00275607-0.000481872j -0.000608874+0.000133072j 
0.00202257-2.8982e-05j -0.00581228+0.000529142j 1.70976e-05+0.000188985j -0.00163603-2.01596e-05j -0.00113318+0.000319351j 0.00273024-1.02653e-05j 0.0116845-0.000477926j 0.00410057+0.000107756j 0.00961021+8.21873e-05j 0.00247002+0.000176381j 0.00321536+6.92339e-05j 8.94914e-05-0.000112555j -0.00721809-0.000286648j -0.0173635-0.000392226j -0.000555786-0.000742802j 0.00861704+0.000373362j -0.0107707+0.000594537j 0.0389979-0.000387526j 0.00873198-0.000303809j -0.00120393-0.000243019j 0.0581659+0.000251968j -0.0242644+0.00078517j -0.0366905+1.36169e-13j 0.0330991-0.000174445j -0.0453767-0.000441862j -0.0425583+0.000136091j -0.00952564+0.000175727j -0.0520787+0.000750536j -0.0317314-0.000452708j 0.0365416+0.000836275j 0.0702853-0.00105601j -0.0891627+0.000529059j -0.0162741-0.000103591j 0.930762-0.000439444j 0.0628904-0.000296262j -0.0407102-0.000114767j -0.00425637-0.000798323j -0.0593251+0.000482924j 0.0041742+0.000443523j -0.0288025+0.000306116j -0.0231261-0.000573302j -0.0335248+0.000806704j 0.00554344+0.000685411j 0.0038771+0.00059935j 0.0084805-0.000372952j 0.0019268-0.000157433j 0.00522437-2.03887e-05j 0.00972203-0.000508962j 0.00251882-5.42813e-05j 0.00490477-0.00053446j 0.00356965+0.000906224j 0.00263881-2.21698e-05j -1.45666e-05-0.000227812j -0.00163264-7.20039e-05j 0.00135983-8.78783e-06j -1.82097e-05+0.000521398j 
0.00330914-0.000189163j -0.00160408+0.000135062j -0.00557496+0.000596675j -0.00347749-0.000334769j -0.00397752-0.0003251j -0.00780106+3.00865e-05j -0.0056061-0.00042107j 0.00092403+0.000231899j -0.00526636-0.000405505j 0.00178441-0.000404987j -0.00350799+0.000116605j -0.00886158+0.000346986j -0.0303585+0.000190316j -0.000649859+0.000391914j 0.00556408+0.000271052j -0.00663043+8.87879e-05j 0.0148294-0.000157398j 0.0195327-0.000387619j 0.0321388-3.2047e-05j 0.00755078-1.02164e-05j -0.000649018-0.00079268j -0.00175464+0.000621474j 0.0330991+0.000174445j -0.0195125-2.28112e-14j 0.0405873+0.00024454j -0.0574146-0.000651575j 0.0160939-0.000604407j -0.0341721-0.00031545j 0.0306491+0.000690684j -0.00720223-0.000333592j 0.0812852+0.000852866j -0.0206353+0.000397373j 0.936671-0.00171313j 0.00221902-0.000262663j -0.0828012-0.000212396j 0.00273754-0.000450518j -0.0294025+0.000902613j -0.00250303-0.00076516j 0.0289538+0.00119382j -0.0298367+0.00032091j 0.00973623+0.000634939j 0.0188048-0.00109761j -0.0192015-0.000304714j -0.0168898+0.000237442j 0.0119305-0.00103986j 0.00496635-3.89124e-05j 0.00926729-0.000243817j -0.00194551+8.98619e-06j -0.00302431-0.000408382j -0.00480338+0.000679037j -0.000437971-3.92351e-05j 0.000703892-0.000268352j -0.000195195+0.000399439j 4.25317e-05-0.000593542j -0.000229537-4.73494e-06j -0.000346941+0.000169178j 
0.00140813-0.000423941j 0.000638419-1.90705e-05j -0.00534886+0.000765001j 0.00306443+6.78817e-05j -0.00298587+0.000399761j -0.00300493+0.00033704j 0.0119702-0.000322268j 0.00785572+0.000156133j -0.00141038-4.30374e-05j 0.0140904-0.00106443j 0.00358688+5.91414e-06j 0.00898754-0.000979336j 0.00152982-0.00082832j -0.0340503+1.84652e-05j -0.0204384+0.0001163j -0.00285392+0.00161796j 0.000360321+5.8316e-05j -0.0165092+0.00104394j 0.0143902-9.41354e-06j 0.0363113-0.00056533j 0.0207367-0.000338243j 0.0297598-0.000436583j -0.0453767+0.000441862j 0.0405873-0.00024454j 0.00789343-2.44338e-14j 0.00505431+0.000916698j 0.0199775+0.000973454j -0.0580211+0.000136748j -0.0118384-9.88596e-05j -0.0937506-0.00015502j 0.0994493-0.000251222j -0.922462-0.000280895j -0.0221469-0.000244729j -0.108336-0.000684847j -0.0399682-9.25992e-05j 0.044234-0.00107994j 0.0316426-0.000526122j -0.00446842+0.000603254j -0.0185328+0.000266732j -0.0187085+0.000200646j -0.0531364-3.98132e-05j 0.00175977-0.000793611j -1.24599e-06-0.000391989j 0.00640427+0.00128602j 0.00162266-0.000672852j 0.00205357+0.00118006j -0.000354672+0.000153784j 0.00758155+0.000236491j -0.000897137-0.000967812j 0.00671713-0.000469696j 0.0028105+0.000403162j 0.00326785-0.000596792j -0.00172199-0.000366964j -0.00134339-0.000287228j 0.000946118+0.000286313j 0.00060067+0.000322046j 
-0.00382253+0.00032218j 0.00169118-0.0001188j 0.00170393-6.9099e-05j 0.000725964+9.01268e-05j -0.00160385+0.000691081j -0.00178122+4.89458e-05j -0.00479412+0.000287412j 0.00685682+0.000710218j -0.0027903-4.42267e-05j 0.00532513-0.00041634j 0.00425073+0.000808935j 0.00930137+5.11678e-05j -0.0206003-0.00083526j -0.0421157-0.000934691j -0.0136278-6.11576e-06j 0.0122993+4.18945e-05j 0.0286684-0.000117915j 0.0120031-0.000135841j 0.0198868+0.000448515j -0.0519763+0.000347024j -0.0181602-0.00155868j 0.0308165-0.000337906j -0.0425583-0.000136091j -0.0574146+0.000651575j 0.00505431-0.000916698j 0.0230349+7.79433e-15j -0.0404854+0.000848623j -0.125746+0.00111553j -0.0400211-0.000593045j -0.0508606-0.000242736j 0.908528+0.000475744j 0.120922+0.000308436j -0.0826629+0.00121991j -0.0516705-0.000826397j -0.0628634+0.000241798j -0.035668+0.000421233j 0.03137-0.000446973j -0.00271439+0.000660658j 0.0500644-0.00100696j 0.0275704-0.000749454j -0.0331199+0.000140715j 0.0159077+0.000358671j -0.0172562+5.88362e-05j -0.0143893-0.000614891j 0.00352516-0.000735702j 0.00718844+0.000275498j 0.0050199+0.00136083j 0.0102495-4.84058e-05j -0.0040534-0.000475669j -0.000687064+9.18595e-05j -0.000760974+0.000332479j 0.00369963-0.000579631j 0.0029325+0.000106753j -0.00224068-0.000489343j -0.000290259-0.000354357j 0.00311426+0.000661502j 
-0.00491292+0.000727163j -0.00331889+4.32821e-05j 0.00509715-0.00104695j -0.00492975+0.000272282j -0.00452032-0.000199505j -0.000920657+0.000342033j 0.000244769+0.000432269j -0.00524881-0.000727815j 0.00642839+0.000414576j -0.00511738+0.0016074j 0.00602766-0.000341393j 0.00429756-0.000521072j 0.011851+0.000257109j 0.0389553-0.000118487j 0.0316654-0.000836147j -0.0114059-0.000737107j -0.0352348-0.000313985j 0.0285943-0.000185106j -0.0205579+2.01938e-05j -0.0638025-0.00107257j -0.0172052+0.000962877j 0.0202787-0.000196473j -0.00952564-0.000175727j 0.0160939+0.000604407j 0.0199775-0.000973454j -0.0404854-0.000848623j 0.0407566+3.45206e-15j 0.0734461+0.000258411j -0.0279329-0.000108667j 0.930717-0.000147946j 0.0793956-1.17505e-05j -0.107636+0.000127959j 0.016719-0.000207461j -0.0454593+0.000567519j 0.0113425+7.2516e-05j -0.0164549+0.00122456j -0.0118265+5.71703e-05j -0.0270627+2.11002e-05j -0.00756585-1.34649e-05j 0.0063865-8.67278e-05j 0.0472838-0.000562203j -0.00663377+4.17527e-05j 0.00496323+0.000623185j -0.0068011-0.000903562j -0.00893477+0.00145067j -0.00196943-0.000456174j -0.00646299-0.00045111j -0.00197004-0.000442676j -2.54391e-05+0.00146832j -0.00433063-3.27492e-05j -0.00112918-0.00046676j -0.0043375+0.000363787j 0.00156918+4.15292e-05j 0.00127766+0.000972852j 0.000754879-8.74844e-05j -0.000797549-0.000494707j 
0.00237563-7.63776e-05j -0.00241194+0.00055165j 0.00555814+0.00024233j 6.44799e-05+0.000116436j 0.00577326-0.000567502j -0.00858279+0.000277894j 0.0171966-0.000660821j 0.00272361-0.000337455j 0.00932165-0.000193192j 0.00698114+0.000745945j -0.0252007-0.000587654j -0.0117412-0.000503315j 0.0134062-0.000135906j 0.0579879+0.000998854j 0.0600686+0.000241283j -0.028404-7.89196e-06j -0.0124344-6.84318e-05j 0.0646419-0.00100817j 0.0516646-3.881e-05j 0.0500983-0.000328834j -0.0255338+0.000468389j 0.026972-0.000690557j -0.0520787-0.000750536j -0.0341721+0.00031545j -0.0580211-0.000136748j -0.125746-0.00111553j 0.0734461-0.000258411j 0.905385-4.27438e-14j -0.00648901-0.000152068j -0.101587+0.00016657j 0.131662+0.00131631j -0.0310414+6.51726e-05j -0.00592232-0.000355792j 0.00802037+0.000145052j 0.0182571-0.00073111j -0.0381625+0.000205211j -0.0350392+0.000100483j 0.00921672-0.000167711j -0.0466193+0.000955512j -0.0178717-4.96698e-05j 0.0248174+0.000234751j -0.0343283-0.00072494j 0.0328075+0.00107234j -0.0157573-6.98838e-05j 0.00802105+0.000390144j -0.0154286-0.00043415j -0.00725008-0.000755261j -0.010595+0.000661705j 0.000620522+0.000367934j -0.00348823+0.00064286j 0.0065195-0.000145002j -0.00470885+0.000671656j -0.000324819+8.01685e-05j -0.00302946-0.000238597j 0.00125487+0.000533785j 0.000416698+0.000276898j 
