0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
-0.0041953-0.00568599j -0.000296605+0.00122325j 0.000255854-0.012372j -0.0113659+0.0119173j -0.0185157+0.0148157j -0.0191725-0.013089j 0.0163092-0.00494185j 0.000620991+0.00796927j -0.0113527+0.00637187j 0.00896914+0.00740093j 0.00515911-0.0090075j 0.0077545-0.0089438j -0.00196338-0.00652736j 0.0295215-0.00206999j -0.00880723+0.0128372j -0.00360187-0.0123105j -0.00878822-0.013791j 0.0104164-0.000819871j 0.0107404-0.0376481j 0.00624837+0.00423466j 0.00879594-0.00359524j 0.0113688+0.0117485j 0.0134884-0.0173289j -0.0159098-0.0171373j 0.00364104+0.00844422j -0.00180915+0.000390457j 0.0061319-0.00495355j 0.0128141+0.00928749j -0.0243125-0.0175217j -0.0303378-0.0140186j 0.00381228-0.0103615j -0.0200668+0.0129833j -0.0134614+0.0167433j 0.0103516-0.00905933j 0.0141011+0.0122589j 0.0208127-0.00243559j 0.00104952-0.0138586j 5.85146e-05-0.000607134j -0.0141776-0.00744551j -0.00192607+0.0110193j -0.00309943-0.0112347j 0.00327751-0.00516002j 0.00451622-0.0157637j 0.00380577+0.0116896j 0.0103483+0.0168656j -0.00775828-0.00122482j 0.0139872+0.00533549j 0.00795144-0.00313669j -0.0257299+0.00417621j 8.39609e-05-0.00150195j -0.00463898-0.0165031j 0.0098966+0.018121j 0.00663677+0.0129117j -6.54788e-05+0.0082013j -0.012126-0.0112854j 0.0103668-0.0018914j -0.0135503+0.00937045j 0.0130184+0.0144631j 0.0128476+0.00928809j -0.000991408+0.00793816j -0.00923136+0.0132286j 0.0104968-0.00770179j -0.000986352+0.00890415j 0.00964182-0.00109096j 0.00386586-0.0087173j 0.000470224-0.00624239j -0.00429647-0.0053243j 0.000397319+0.010563j 0.00906836-0.0018739j -0.000663113+0.00492848j 0.00127289-0.000750438j 0.00465515+0.00801147j -0.00231574+0.00118092j -0.0105258-0.00260956j -0.0151938-0.00327578j -0.00614073+0.000978083j -0.000154106-0.00142652j 0.00372644+0.00148054j 0.00544488-0.000877847j 0.00235658-0.00478347j -0.00340584+0.00183283j 0.00456072-0.000185547j 0.000665565-0.00812574j 0.00159118-0.0025819j 0.00109026+0.00242947j 0.00284031+0.00799978j -0.00236243+0.00838265j 0.00311754-0.00237879j 0.00207036-0.00776304j -0.00169572+0.00226988j 0.000939071+0.00124435j -0.00032157-0.00107611j 
0.00221593+0.00152815j 0.000167308-0.00809524j -0.00214375+0.0066997j 0.0116599+0.00191116j -0.00397439-0.00894015j 0.00820335-0.00622586j -0.0154591+0.0173509j -0.014253-0.0211988j 0.00267105+0.0106786j -0.00621345+0.0235056j -0.00343701-0.011303j 0.00909035+0.00572102j -0.0193348-0.0179835j -0.0101988+0.000455667j 0.0239296-0.0196891j -0.00894733+0.000267439j 0.0284671-0.0141623j -0.0231013+0.00909427j -0.0253607+0.0133033j -0.00886457+0.01402j -0.00209236-0.00365868j 0.0144933+0.0205642j -0.0171781+0.0323991j 0.017505-0.00605476j 0.0143635+0.00409075j 0.00301222+0.00921692j 0.000209368+0.00794493j -0.0161576+0.015265j 0.00868787-0.0108093j -0.013179-0.017544j 0.0108337+0.00435856j -0.0170236+0.0033403j 0.0165099-0.0098269j 0.0221143+0.0107168j 0.033514-0.00981045j 0.00401707+0.00405169j 0.0122662+0.0059513j -0.0030449+0.00446047j 0.000478265+0.0146613j 0.0101059+0.00525779j -0.00516625+0.000240047j -0.00971584-0.00857492j 0.00625976+0.00978252j -0.00386006-0.00494281j 0.00515623-0.00545379j 0.00450184+0.00923049j 0.0212574+0.0123584j 0.0057514+0.0104652j 0.00576421-0.00125209j -0.035147-0.00838597j 0.00379968+0.00377074j 0.0136036-0.00451876j -0.00819544-0.0101611j -0.00390074-0.0118495j -0.00126782+0.00115216j -0.00708261+0.00313013j 0.00560814-0.0109907j -0.00849293-0.0049219j 0.00831023+0.000778052j -0.0161199+0.00638154j 0.00267072-0.000537835j -0.00444026+0.00549958j 0.0117857+0.00366798j 0.00189144-0.00641483j 0.00300266-0.00513952j 0.00490443+0.0124557j 0.00234251+0.00425232j -0.00861569+0.00334808j -0.000137445-0.00364407j -0.013636+0.000230816j -0.00078857-0.0064763j 0.0199261+0.0126199j -0.0115964-0.00710684j 0.00548222+0.00254672j 0.0091819-0.00401787j -0.00167524+0.0035192j 0.0128231+0.00146852j -0.00307042+0.00872288j -0.00283824+0.00302057j 0.000898127+0.00612538j 0.00862156+0.00385323j 0.00737506+0.00261421j 0.00463288-0.00394025j -0.0117672-0.00524385j -0.00506723-0.00770057j 0.000873724+0.000381095j 0.000990816+0.00932864j 0.00046943+0.000565129j 0.00425081-0.0003255j 0.00326632+0.00443081j -0.00201542+0.00599522j 0.000737114-0.000858297j 
0.00291385-0.00108365j 0.00293695+0.00208447j 0.012952-0.0171119j -0.00868249-0.00919183j -0.0042097-0.00191621j 0.0130792-0.0047045j 0.00624749+0.00425328j 0.0088467+0.000342976j -0.00261144+0.0127554j 0.0050086+0.0108381j -0.00893503-0.00583826j 0.00742503+0.00539841j 0.00180361-0.00233207j -0.0123671-0.00144296j -0.0325547-0.00980259j 0.0316844-0.00156838j -0.00703965-0.0102101j -0.00454319-0.0149072j 0.00584021-0.00544764j 0.0224946-0.0178923j 0.0433921+0.030564j -0.00200767+0.00262818j -0.00883052+0.019185j -0.00789771+0.010483j 0.0321132+0.00699558j -0.00916058+0.00837743j 0.0343372-0.0217474j -0.00148179+0.0010753j -0.0217729+0.00610487j -0.0040615-0.00126405j 0.0179271+0.00423697j -0.0309955+0.00483645j -0.0132599+0.00869361j 0.000302589+0.00430278j -0.0130707-0.00934924j 0.00096323-0.0194358j 0.00119484+0.0189739j 0.0206832+0.0106938j 0.020505+0.0118144j -0.0125663+0.0124003j 0.00872218-0.00992674j -0.00292063+0.00546394j 0.00599017+0.0269409j 0.00406062+0.00856427j 0.00230632-0.00319756j 0.0168633+0.001723j 0.00524474+0.00265254j 0.00959845+0.00434542j 0.0132828+0.00931501j 0.0159149+0.00656891j -0.00724175-0.00246658j -0.0117824-0.00254765j 0.00418454-0.00884235j 0.0182395+0.00377445j -0.0108481-0.00657698j 0.0110537+0.0106417j -0.0183373-0.01636j 0.0155812+0.001079j 0.0150207+0.00688205j 0.00207941+0.000217287j 0.00550891+0.0170768j 0.00399036-0.00393402j 0.012197+0.0167456j 0.000378177+0.00440702j -0.0110685-0.0201382j 0.0105281+0.00954545j -0.0178197+0.00142185j -0.0110853-0.00666189j -0.00118016+0.0206386j 0.00336807+0.0077889j -0.0107252-0.0177873j 0.00425417+0.00637333j 0.0130529+0.0066669j -0.00315562-0.00222196j 0.00356519+0.00186986j 0.00387573+0.00884328j -0.00790387-0.00878184j 0.00345967+0.00148478j 0.0087045+0.00800125j 0.0021844-0.00467164j -0.00311312-0.000657428j -0.000780442+0.0110086j -0.0026554+0.000207801j -0.00214452+0.00238987j 0.00224709+0.00208116j -0.00253437+0.00626793j -0.000405092+0.0049765j -0.0014939+0.00255994j -0.00602043-0.00150155j 0.00259561+0.00137424j 0.00284632+0.00236738j -0.00166905-0.000169178j 
0.0126077-0.00372871j -0.0108187+0.00722538j 0.0339799-0.010352j 0.00176954-0.0248752j 0.0215504+0.00620139j 0.0163782+0.000153584j 0.0248985+0.00710449j -0.00426206+0.0108873j -0.00178843+0.00290444j -0.0199744-0.00429874j -0.00174031-0.00320009j -0.0151485-0.0190101j 0.0065998-0.00430399j -0.0116098-0.0286402j -0.00126278+0.0142742j 0.010481-0.0451116j -0.00794901+0.0189416j 0.0139996-0.0116435j 0.012641+0.00299073j 0.00849223-0.0129627j -0.0637306+0.0517553j -0.00289019-0.00171027j 0.00586921-0.00278897j -0.0144849+0.0195145j -0.00842276+0.0235776j -0.00163403+0.0155453j 0.0191717-0.0316973j 0.0139596-0.0045961j -0.0177987+0.0090958j 0.0143777+0.0136195j -0.021095+0.00488506j 0.00116512-0.00112978j 0.0162524-0.0053295j 0.018367-0.00444328j 0.0173647-0.00440066j -0.00046493+9.61323e-05j -0.00663844+0.0030185j -0.00197693+0.000351679j -0.00324957-0.00193818j -0.00369273+0.0102165j 0.0195065-0.0147881j -0.00632621+0.00792034j -0.0280185+0.0209135j -0.0128615+0.0078776j 0.000693807+0.00234266j 0.0140497-0.000957096j -0.00312001-0.00761638j -0.00599003-0.00281955j -0.0152835+0.00393955j -0.00565024-0.012441j 0.00514805-0.00378291j -0.000576515-0.0017361j -0.0162687-0.00764826j -0.0132379-0.00591258j -0.00144348+0.000345831j -0.0182363+0.00739465j -0.00359538+0.00442959j 0.00131657-0.00381964j -0.00732045-0.00081123j -0.00494166-0.0146679j -0.00566671+0.00419291j -0.00112833-0.00082231j 0.0019914-0.000926665j 0.00338926+0.00828301j 0.0111214+0.00181315j 0.0066812+0.0111773j 0.0157617+0.00346309j -0.00580094-0.00247759j -0.00227187-0.00305627j -0.00699497+0.00058655j 0.0212466-0.0071474j -0.00138682-0.0116959j -0.00281152-0.0035429j -0.000466658+0.00187075j -0.00191482-0.0024648j -0.0059502-0.00411214j 0.00760055+0.00736754j -0.0132426+0.00827136j 0.00616714-0.00183594j 0.0100419+0.00169811j 0.00019075-0.00282867j -0.00898176+0.0097432j 0.00681896+0.000548623j -0.0035199+0.00517039j -0.0132989+0.00392783j -0.00975935+0.00344614j 0.00542517+0.00101694j 0.00953134+0.000414394j 0.00741152+0.00380624j 0.0068991-0.00336597j 0.000914842-0.00138832j -0.00248945+0.00299893j 
0.00060327-0.00666593j 3.80262e-05-0.000187891j -0.0149455-0.00407301j -0.00767673+0.0120533j -0.014697-0.012129j -0.00394845-0.00932801j -0.0177118-0.00541941j 0.0183797-0.0147718j 0.00827658-0.027396j -0.00477396-0.0262599j -0.000239115+0.00383176j 0.00222091-0.00731765j 0.0159453-0.00374903j -0.0137377+0.026473j 0.0100386+0.010092j -0.0164717+0.0484188j 0.015817-0.0287749j -0.0287127-0.000328674j 0.016165-0.00719663j -0.04375+0.0133308j -0.0209777-0.0265668j 0.00689101-0.0252371j 0.0024023+0.0251898j -0.00157858+0.0109828j 0.0159152+0.00964379j 0.0123729+0.0135562j 0.000231703+0.000525822j -0.0119962+0.00871572j -0.000861684+0.00376501j -0.00330184+0.000904798j -0.0070915-0.0127023j -0.00475449+0.0272144j 0.0015808+0.000190903j 0.00939834+0.0151378j 0.0229728+0.00731141j -0.00990925+0.00384932j -0.0262634-0.0186087j 0.00490701-0.00952792j -0.00262667-0.000511193j -0.00597746-0.00678561j 0.00805511+0.0115205j -0.00160706-0.00943419j -0.000641996-0.00930392j -0.0061745-0.0102254j 0.00438648+0.00013186j 0.00556294+0.00551237j -0.0103471-0.00350648j 0.00950565+0.00683758j -0.00363011-0.00296272j 0.00118711-0.0029705j -0.00765306+0.0114126j -0.00658916-0.00795494j -0.00521941-0.00301155j 0.00574809+0.000466406j -0.000731365+0.00282967j 0.00114584+0.00169666j -0.000794753-0.00297372j -0.0100139+0.00239517j -0.000937717-0.00158538j -0.0106448-0.0110564j -0.00817281-0.0169001j -0.00139916+0.0057252j -0.00688492-0.00575743j 0.00921875-0.00348994j 0.0185847+0.00410719j 0.0039997-0.00627849j 0.000517264+0.00819566j -0.00453419-0.00120998j -0.000270669-0.00950158j -0.0036015-9.18553e-05j 0.00448324+0.00354366j -0.00737205-0.0111552j -0.00362739-0.00838432j 0.00646948+0.00796164j -0.00279227-0.0069788j 0.00472599-0.0011598j 0.00781949+0.00484693j -0.00363338-7.30175e-05j 0.00849991+0.00369887j 0.00221952+0.00583471j -0.00101189-0.00424506j 0.00275633+0.0129367j 0.00731839+0.00463004j 0.00276909+0.00235114j -0.00306228-0.00141012j -0.0037789+0.00396634j 0.00291095+0.00657534j 0.00338843+0.00394494j 0.00324345+0.00263208j 0.00148739-0.00291347j 0.000139763+0.00202497j -0.000512908+0.00316056j 
-0.00022117+0.00754378j -0.0129123+0.0047311j -0.00701178+0.0290669j 0.0376974+0.0006265j -0.00657174+0.0014249j -0.00669761+0.0111697j 0.00305359+0.00844734j -0.0334123-0.0067181j -0.00160225-0.00129283j -0.00382287+0.0260192j -0.0128356-0.0175984j 0.0173639+0.018506j 0.00787491-0.0191254j -0.0160105-0.00516077j -0.00396874+0.0387356j -0.00600504+0.00555841j -0.0438124+0.00892168j -0.0197233+0.00052016j -0.0173695+0.00659445j -0.0339564+0.0567485j -0.00925165+0.00911117j 0.0265609-0.0168516j 0.000778449-0.019106j -0.00884033-0.0161107j -0.0146033+0.000293308j 0.0115226-0.0151184j 0.0120509+0.0153757j -0.00577105+0.0100036j -0.011851-0.00266063j 0.00984393+0.000252543j -0.00556569-0.00150146j 0.00838955-0.019823j 0.00547272-0.0219593j -0.00266267-0.0037093j 0.00248363-0.0213076j -0.00385213+0.0126357j -0.00979321-0.000578749j 0.0117229+0.020001j 0.00162337+0.0251873j 0.0144323-0.0163163j -0.00435956+0.00463782j 0.0161143-0.00239149j 0.010526+0.00283929j -0.00176349-0.00292566j 0.00162103-0.00937159j 0.0122694-0.00289248j -0.0101629+0.0048209j 0.00325288-0.00104613j -0.000794884-0.00527309j 0.00158301-0.00231381j 0.00526289+0.00615036j 0.0106397-0.00599779j -0.0107101-0.0191255j 0.00813429-0.00493146j -0.0255887-0.00371216j -0.0103819-0.0022482j -0.0103427-0.00604405j -0.00274141-0.00129531j -0.00211075+0.000457055j 0.0109179+0.00402798j 0.0179638+0.000847165j -0.00466162-0.00156949j 0.00442518-0.00190887j 0.00578759-0.00195371j -0.00792133-0.00439603j 0.0046967+0.000714488j -0.00692387-0.00105011j -0.000399678-0.00372649j 0.029839-0.00127681j 0.0137727-0.0030257j -0.00912982+0.00144346j 0.000286441-0.00509722j 0.00854467+0.0106329j 0.00461766-0.00583526j -0.00135676-0.00382524j 0.00291993+0.00918898j -0.000533052-0.00959417j -0.00145921-0.0119621j 0.00981632+0.0130754j -0.0057806+0.0082498j 0.00107291-0.00260747j 0.00457259-0.00501355j 0.00227995+0.00251049j -0.00982151+0.00701077j -0.00251604-0.00707123j 0.0126121-0.00417501j 0.00921924-0.000827684j 0.0011589+0.00153629j -0.00707499+0.00277211j 0.00438633+0.0057907j 0.00745618-0.000361314j -0.000319403-0.00174848j 
-0.000799-0.000514115j 0.00283206+0.00629893j 0.0169314-0.000180993j 0.000193522-0.0233777j 0.0142763-0.00766659j -0.000366651-0.0144357j 0.0034578-0.0164733j 0.00626004-0.028703j -0.00753795+0.002692j 0.0176461-0.00254483j 0.0037992+0.0175347j -0.00464923-0.019927j 0.0276699+0.0114531j 0.0188676-0.00477964j 0.0212723+0.0132244j 0.0575407-0.0181968j -0.0053785+0.0163302j -0.00683685-0.0106314j -0.000653044-0.00814146j -0.00174495-0.0209935j 0.00191282+0.0191955j 0.0348591+0.0186675j -0.0114356+0.0129207j -0.0112853-0.012261j 0.0056146+0.013223j 0.0246245+0.0169366j 0.00265195-0.00834773j -0.0132804-0.0103881j 0.00831484+0.0317651j -0.0454449-0.0274554j 0.00796856-0.00255584j -0.0120657+0.0265526j -0.000987112-0.0321507j -0.00767146+0.00310333j 8.07562e-05-0.0143055j -0.0100594+0.0311608j -0.00661082-0.0166458j -0.000952632+0.00591422j 0.0104511+0.0154789j -0.0113927-0.00280793j -0.0168393-0.00829529j -0.000642174-0.0127256j 0.00331939-0.00373962j 0.00226719+0.00763653j 0.00741837+0.00820975j -0.00788427-0.00874117j 0.0118902+0.00949157j 0.0234732+0.00133881j 0.00578556-0.0028888j -0.00961901-0.00145177j 0.00940988+0.00255543j -0.00248129-0.00541424j 0.00361583-0.00335313j -0.00274914-0.00762026j 0.00678169+0.000447185j 0.00145571+0.0093025j 0.00579407+0.0137893j -0.005113-0.00152965j -0.00598856-0.00976688j 0.0073417-0.0150135j -0.013822-0.0315364j 0.0108208+0.0147218j -0.00959962-0.0307884j -0.00262084+0.000256685j 0.00665381+0.0322402j -0.00377929-0.00735215j 0.00629883+0.00115401j 0.00791754+0.00487144j -0.0100426-0.0246001j -0.00688886-0.0221511j 0.00580002+0.0116135j -0.00410045-0.0107341j -0.00375525-0.0225473j 0.00245558+0.0151077j -0.001535-0.00244468j 0.00408385+0.00662516j -0.00198442+0.00202742j -0.00407526-0.00376018j -0.00623359-0.00421557j 0.000909013+0.00500833j 0.00064276+0.00416387j 0.000598739+0.00702222j -0.000764949+0.0102013j 0.0038878+0.0104926j 0.00175573-0.00289993j 6.79698e-05-0.0103707j -0.0046085-0.00477095j -0.000173958+0.00560839j 0.00335493+0.0141307j -0.000423029-0.0139545j -0.00485598-0.00669549j -0.00251081+0.00463016j 
0.00317199+0.00934102j -0.00433832+0.00389761j -0.00523163+0.0144854j 0.00527458-0.00321697j 0.0185769+0.0210594j -0.00782628-0.0266137j 0.0114123-0.0187847j 0.00850053+0.0225923j 0.00520456+0.00300347j -0.0411723-0.0074994j 0.0157355+0.0258059j -0.0278066-0.0281369j -0.0141577+0.0246415j -0.00885316+0.0216521j 0.00803935+0.0149988j -0.0079461+0.00729978j -0.00854873+0.0221272j -0.022312+0.0147897j -0.0246406-0.00359184j 0.000264307+0.00505036j 0.0107613-0.00483864j 0.00620123-0.00115962j -0.0187202-0.0154836j 0.0177273-0.00106418j 0.0145904-0.00403275j 0.00444867+0.000316979j 0.0236166-0.00555411j 0.00820352+0.0236269j -0.0325395-0.0340103j 0.0191917-0.012446j -0.0034043-0.017364j -0.00571641+0.030542j 0.0271564+0.0137119j -0.00620152-0.0139879j 0.0135264+0.00586082j -0.00219588-0.011085j -0.027024-0.0344405j -0.00748682+0.000989573j -0.00861593-0.0113669j -0.0193297-0.019189j 0.0267331+0.0150376j -0.0139557-0.00916012j -0.0240374-0.0285307j -0.0117986+0.000524461j 0.00363616+0.0084167j 0.00712063-0.0145139j 0.00480428+0.0124312j -0.0110624-0.0189019j -0.00699781+0.00508271j -0.00690779+0.0349195j 0.00196808-0.0172251j -0.00314733+0.000901763j -0.00698177+0.028629j 0.00926556+0.0116967j -0.000285653+0.000651965j 0.0093134+0.00734454j 0.0162616+0.0255838j 0.00345498+0.00187652j -0.00760914-0.0168355j -0.0131711-0.015068j 0.00294307-0.016171j -0.0114467+0.00255297j -0.00833632-0.0206757j 0.00564356+0.00113083j 0.0130798+0.0213151j 0.0167914-0.00710314j 0.00532804+0.0155885j -0.00289473+0.00393476j -0.00711895-0.0168668j -0.0064086-0.024253j 0.0113806+0.0262595j 0.00315932-0.00357064j 0.00559531-0.0100491j -0.00229976-0.00465738j 0.0120978+0.00462288j 0.000564794-0.00103383j -6.00952e-05-0.00160563j -0.000144094-0.0103726j 0.00212347-0.00638643j -0.00364359-0.0132373j -0.0042782-9.33264e-05j -0.00618221-0.0135336j 0.00500982-0.00230557j 0.00412055+0.0147957j 0.0028857+0.0162943j -0.00736794-0.0164125j 0.000601643-0.00282032j -0.00147378-0.0101372j 0.00229169+0.00436876j 0.000363241-0.00997766j 0.00217582-0.0113615j -0.00184702-0.00321617j 
-0.00624731+0.00935991j -0.00858418-0.00146185j 0.00530142+0.0177405j 0.0279801-0.00902116j 0.00342538-0.0115723j 0.00076988-0.000173062j 0.00949794+0.0148571j -0.0101851+0.00306245j 0.0152098-0.00504519j 0.0121592+0.0155629j -0.00547471-0.00941811j -0.0180825-0.0161171j 0.0197961+0.0331671j 0.0423879-0.0259041j -0.0296465+0.00848154j 0.00783937+0.00606434j -0.00462202+0.00979258j -0.0229775+0.00139956j 0.0103772+0.0317452j -0.0111881+0.0182073j -0.0304545+0.00839708j -0.0498437-0.00234069j 0.0111032+0.0186942j 0.0198521+0.000866649j 0.00728161-0.0115946j -0.0188774-0.00926496j 0.0180257-0.00152529j -0.00302429+0.00241079j -0.00923321+0.00505827j -0.00551446-0.00331197j -0.0149138-0.0229962j -0.00711048+0.0035573j 0.0119185-0.00387937j 0.00636148+0.00247061j 0.0103287-0.00263205j 0.00327075-0.00582392j 0.0145693-0.0230467j -0.0255846+0.0239717j -0.0218812+0.0218873j -0.00990304-0.0048245j 0.00269215+0.00550781j -0.0139367-0.00652521j 0.00306915-0.0132908j -0.00566039-0.00713565j -0.0107487+0.00727254j -0.0101665-0.00167004j -0.00538442+0.0010448j 0.00120274-0.00436142j -0.000898507+0.00373735j 0.0088564+0.0148311j -0.0118874+0.00128691j 5.75414e-05-0.0094301j 0.0286086+0.00783759j 0.0117092-0.00404757j 0.0272569+0.00824585j 0.00718402+0.00511454j -0.0013498-0.00307284j 0.00115652+0.00759949j 0.0268965+0.00287679j -0.000718469-0.00302944j -0.00741651-0.00812328j -0.0073712+0.00952079j 0.0096911+0.0064072j -0.00855771+0.00147533j -0.00910482+0.0064538j -0.00506804-0.00565179j -0.0104801+0.00314263j -0.00439426-0.00405758j 0.000261977-0.000516545j 0.00957095-0.00871942j -0.00846309-0.00290712j 0.00224438+0.0077779j 0.00247035+0.00187033j -0.00463232-0.00395642j -0.00561243-0.00265401j 0.004467+0.00322856j -0.00815891-0.00673535j 0.00489075-0.00224643j 0.000290905-0.00232756j 0.000252707+0.00546864j -0.00390038+0.00453263j 0.00456593-0.011221j -0.00522095-0.00204046j -0.00731018-0.000570886j 0.0032552-0.00646334j 0.00395294-0.00998119j 0.00256943-0.00299954j -0.00751614+0.00617834j -0.012728+0.00221772j 0.000593965-0.000124387j 0.00234615-0.00129972j 0.000196857-0.00532754j 
-0.00288896+0.00379891j -0.00520297-0.000487815j 0.00373069-0.0158251j -0.0160589-0.00369925j -0.0162593-0.0109373j 0.00328412-0.0204228j 0.0189343+0.0215949j 0.00641569+0.00145177j 0.0292953-0.0112354j 0.0206736+0.0124238j -0.00551545+0.0125981j -0.00918803+0.0082295j -0.0169597+0.0104804j 0.0177477+0.0101034j 0.00615161-0.0273872j -0.0198473+0.00407552j -0.00720175+0.0166227j -0.044876+0.00444105j -0.0213467-0.026042j 0.0131044-0.0191786j -0.00645511+0.0017501j -0.00525846-0.00627965j 0.0557919+0.0263694j -0.01351-0.00613723j 0.000799252+0.02721j -0.0015475-0.0095192j -0.00759536-0.0107708j 0.0187055-0.00654002j -0.0254749+0.0169916j -0.00701069-0.000315711j -0.0101174-0.0130527j 0.0229741-0.00167521j -6.24423e-05+0.0151599j -0.00353074-0.00947785j 0.0105109+0.000705509j -0.00286955-0.00608807j -0.0132345+0.00195504j 0.019675+0.0139165j 0.0187203+0.0110544j 0.0157813+0.001732j -0.00440179-0.0214078j -0.0169087-0.00370284j 0.00874363+0.0064278j -0.0137226+0.011583j -0.0190814+0.00147353j -0.00246679-0.0107602j 0.00838374+0.00964377j -0.00328026-0.0168728j -0.00585694-0.00203708j -0.0144932-0.010052j 0.00578075-0.00535868j -0.00174258+0.00482193j -0.0287511-0.0167717j -0.00206997-0.0126431j 0.00343614+0.0011363j 0.00257211+0.0182304j -0.00909145-0.00559173j -0.0161291-0.00549852j 0.00731802+0.00175665j 0.00513649-0.00318678j 0.0165065+0.00377179j -0.0196086+0.00291826j 0.00662732+0.00939123j -0.00323154+0.000999837j -0.0107121-0.00857324j 0.01096+0.00353493j 0.00806594+0.0115523j -0.000611399+0.00103146j 0.00326856+0.00726639j 0.00257435-0.0058688j -0.00625068-0.0124362j 0.00548379+0.00358555j -0.00425599-0.00485424j -0.000350762+0.0005408j 0.0011703-0.00561269j 0.00910116+0.0165146j -0.000242984-0.0114096j -0.000317843+0.00557441j 0.00802887+0.00595926j 0.0061377-0.00614182j 0.0111637+0.00365559j 0.00212719+0.00166262j -0.00379436-0.00901739j 0.00171476-0.00126178j -0.00736365+0.00239447j 0.00923647+0.00768111j -0.0013364+0.00114981j 0.00697136+0.000538878j -0.00155941+0.00357964j 0.00481715-0.00468105j 0.00215996-0.000257791j 0.00379438-0.00106296j 
