0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
-0.0133211-0.00202596j -0.00937374-0.00220674j -0.0029942-0.0030824j 0.00260641-0.00255245j 0.00407534+0.0023094j -0.0132648-0.00993828j -0.0015727+0.00382318j 0.006433-0.00553418j 0.00252108+0.0123162j 0.00456674-0.00293214j 0.00692081+0.00319073j -0.0137271-0.00475472j -0.0153993-0.0229537j 0.0299815+0.0140169j 0.0100922+0.0152571j -0.00376501-0.00308776j -0.0166904-0.00415777j 0.00714345-0.00970821j 0.00321657-0.0101273j 0.0279789+0.012083j 0.0169244+0.016374j -0.0199587-0.00795552j 0.00169108+0.00733682j 0.0159789+0.0038676j 0.00362229+0.0109392j 0.0151752+0.0217977j -0.0216518-0.018634j 0.0165087+0.0158544j -0.0066611-0.0189708j 0.00303297-0.00894113j 0.0271955-0.00813996j 0.00654311+0.003476j -0.0258045-0.00210782j 0.018426+0.00727411j 0.000678295-0.0097345j 0.0142515-0.00838719j 0.00129617+0.017967j -0.0315928-0.0175133j -0.00878189-0.00489451j -0.00745713-0.010642j -0.0134726-0.0211502j 0.00328268-0.00331313j 0.0194757+0.0223001j 0.00307613-0.00174221j -0.0171186-0.0138728j -0.00732701-0.0142016j -0.000721505+0.0182489j 0.00394664-0.000762616j 0.00999113+0.00200617j -0.0122643-0.00577282j 0.0246616+0.0145218j 0.00690453-0.000321421j -0.0052885+0.000252374j -0.0188204-0.00238901j 0.00607961+0.0047155j 0.0101696+0.00673508j -0.00314788+0.0039324j 0.0018914-0.00278306j -0.00939022-0.0158351j 0.00418716-0.0196003j -0.000918613+0.00112591j 0.00347738-0.00983651j 0.00435977-0.000163376j -0.0121968-0.0100041j -0.0211241-0.00778393j -0.000419947-0.00536452j -0.00338972+0.0101758j 0.00582003+0.00803781j 0.00144617-0.00151677j 0.0104855+0.00782921j -0.00452197-8.9617e-05j 0.00121398+0.00244015j 0.00601068-0.0016539j -0.0124966-0.00340754j -0.00491562+6.94888e-05j -0.00717632+0.00734424j -0.01356-0.000745667j 0.0148675-0.00015269j -0.00148036+0.00145998j 0.00718418+0.00366315j -0.00414212-0.00264795j 0.00921012+0.00309061j -0.0067364+0.00195988j 0.00651339+0.00513701j 0.000945036+0.00541093j 0.014763+0.00278878j -0.000931319+0.00223143j 0.00320822+0.000677098j -0.00584068-0.000140183j 0.00140887-0.00175939j 0.00381548+0.00153709j 0.00707078+0.00105203j 
0.00551874+0.0023903j 0.00267129-0.00294217j 0.00648243-0.00192802j -0.00255512+0.00627892j -0.00698338-0.00328528j 0.0079704+0.00610216j -0.00609894-0.00394396j -0.0135594-0.00146842j 0.0112787+0.00773075j -0.00504962-0.0241591j 0.0130732-0.0295001j 0.00393842+0.00230395j -0.00631679+0.00346558j 0.00496881-0.0260919j -0.00707043+0.00850795j -0.0106166-0.00550569j -0.0142108-0.00521716j -0.0127444-0.0306074j -0.0137285-0.00399125j 0.0132464+0.00878945j 0.0146139-0.0216419j 0.00291148+0.0259231j -0.00956627+0.00872494j -0.0120329+0.00520047j -0.00131369-0.015368j 0.0153824+0.0132767j 0.0154347-0.0130644j 0.000176379-0.00866224j -0.0100103+0.000365088j -0.0086481+0.00801053j 0.00779774-0.00504441j -0.0128074-0.0068088j 0.00913388-0.00665899j 0.0178522+0.0144694j -0.00141628+0.0162096j 0.0152458+0.0186889j -0.0243649+0.00608894j -0.0113043-0.00424785j 0.000509733-0.00438077j -0.0232916+0.014358j 0.0123268+0.0321601j -0.00811642-0.00571631j 0.0120653-0.0135366j -0.0037246-0.0165388j -0.0129651-0.00259665j 0.0113125+0.023923j -0.00783399-0.0203028j 0.0210557+0.010482j 0.0095731-0.0041751j -0.0267363-0.0336495j 0.00772649+0.00748143j -0.00934792-0.0121164j -0.0116383-0.0206177j 0.0204137-0.00875008j -0.0201313-0.000524828j 0.0142772-0.0058858j 0.0181699-0.00419946j -0.0137959+0.0128553j -0.0174414-0.00191163j 0.0235256+0.0169648j -0.000157708+0.0170466j 0.0128785+0.0015464j -0.00569141+0.0134535j -0.0121491+0.000680988j -0.00926426+0.00059993j -0.00196013+0.016112j -0.00721592-0.00744588j -0.00139751+0.00153554j -0.016265+0.00851745j -0.0107394+0.00512126j 0.000344425-0.00283489j 0.00323267+0.0124181j 0.000891678+0.0148369j -0.00671664-0.00100426j 0.00554364+0.00889279j -0.000994077-0.00412151j -0.00945426-0.000880175j -0.00259366+0.00716779j -0.000780114+0.00253544j 0.00585689+0.00523145j 0.000168734+0.00134053j -0.00303618-0.000104278j -0.0043388-0.00208587j 0.00783732-0.00587165j -0.00514664-0.00880917j -0.00380167-0.00114282j -0.00220752-0.000494531j 0.000173889+0.0055111j -0.000515626-0.00197619j 0.00192783+0.00374632j 0.000733827+0.00332511j 0.00142483-0.00203192j 
-0.0189307+0.00382684j -0.000489055-0.00625159j -0.00413553+0.00307246j 0.00262416-0.00895008j 0.00273673+0.00234516j -0.00778124+0.0027375j 0.0194318+0.00358942j 0.00302606+0.0120338j 0.0230401+0.00744073j 0.000788924-0.00744778j -0.0188552+0.00865937j -0.00781904-0.0105116j -0.00762851-0.0173603j 0.017293-0.009725j 0.000963542+0.0105304j -0.00410034-0.00483613j 0.00726408+0.00333134j -0.0054022-0.0218181j -0.0223554+0.00305746j -0.0155585-0.00368347j -0.00133225-0.0117273j -0.00623479-0.031566j -0.0204015+0.0059502j -0.0259164+0.00584417j -0.00975562-0.00608499j -0.0155151-0.0037902j -0.000415258-0.00537912j -0.0138384-0.000129465j 0.00449997-0.0260093j -0.0259073+0.020034j 0.0220402+0.00576133j -0.0144449-0.00108171j -0.0166851+0.00308165j -0.00483372+0.00777324j -0.00998075+0.0110341j 0.0348504-0.00254388j 0.0324929-0.00621083j -0.0189324-0.0263148j -0.0112109-0.0166264j 0.0220699-0.00539039j -0.00393073+0.0323987j 0.000428926-0.00709302j -0.00547706-0.0274479j 0.00279278-0.0129139j -0.00555348-0.00288654j 0.0136055+0.0161056j -0.00740936-0.0112398j 0.0078989-0.00369873j -0.0161364-0.00664777j -0.0134008-0.00305262j -0.000184493+0.00977652j 0.00633993-0.0092628j -0.00934844+0.000336527j -0.00355797-0.0068853j -0.00974759+0.00361521j -0.0162601+0.00183999j -0.0066517+0.00635336j 0.00268405-0.00983084j 0.0176864-0.0115518j 0.0121739-0.0098835j 0.00229141-0.00982141j -0.00140155+0.00607132j -0.00201557-0.00937935j 0.00190215+0.0069698j -0.00657069+0.011104j -0.00175886+0.00994562j -0.0177852+0.0106528j 0.00185838-0.00606268j 0.00117047+0.000324463j 0.0148371-0.00166825j -0.00778184+0.0129623j -0.00958944-0.00692204j 0.00131314+0.0070641j 0.0080891+0.00171508j -0.000645476+0.00155813j 0.00268391-0.00497365j -0.00424436-0.000819809j -0.00114067-0.00805747j 0.00113152+0.000124531j 0.00332277+0.00190973j -0.00120906-0.0109349j 0.0106961-0.008494j 0.000596347+0.0102827j -0.00610794+0.00204954j -0.00342603-0.00222041j 0.0101889-0.00951209j -0.00437642+0.000803117j 0.000492231+0.00298662j -0.00758778+0.0078951j 0.00187259+0.00348235j 0.000312847+0.00195528j 0.00336271-0.00244596j 
-0.00378753-0.00199646j 0.00472968-0.00933178j 0.000779035-0.00822342j -0.0118426+0.000906444j -0.0170897+0.00200763j -0.00686965-0.00382365j 0.0144336+0.0167655j -0.00186171-0.0135779j 0.00814043-0.0225016j -0.0100691+0.0111053j -0.00666808+0.0207165j -0.017744-0.0132023j 0.0015628+2.42113e-05j 0.0223842-0.0122633j 0.000104741+0.0120302j -0.00546593-0.000351969j 0.0115833-0.00086891j 0.00852554-0.0241015j 0.0294049-0.0154726j 0.00403131-0.00712742j 0.0176405+0.00271706j -0.00954859-0.00089595j 0.017148-0.017414j 0.0156494+0.00788791j -0.0150352+0.00832672j -0.0214938-0.00956799j -0.000549403-0.000222246j -0.0159235-0.00322295j 0.0304787+0.0114284j 0.013261+0.0182693j 0.00694821-0.0103905j -0.0117557+0.00642789j -0.00438898+0.0100368j 0.0101281+0.00557955j 0.000346283+0.0115584j -0.00347353+0.00730527j -0.00868295-0.00616935j 0.00672752-0.0200203j 0.0127747+0.000668116j -0.00800947-0.000273583j 0.00384221+0.0136321j 0.00106654-0.00605281j 0.0144783-0.0163557j -0.016408+0.00742198j -0.00932284-0.00121889j 0.00389591-0.00621687j -0.00151798-0.0184216j 0.0172218-0.00640194j -0.00236294-0.00506968j -0.0111426-0.025158j 0.0142296-0.00318248j -0.0123502+0.0167196j -0.00927411-0.0140581j 0.0156199-0.0171081j 0.000722394+0.00136105j 0.00989293-0.00466515j -0.00900351+0.0149883j -0.00915535-0.0211739j -0.00203987-0.00885982j -0.000469342-0.00809787j 0.00104247+0.00177104j 0.00498142-0.00770174j -0.0035486-0.00315023j 0.00710031+0.00207768j 0.00527105+0.00895347j -0.00263673+0.0133157j -0.00132473+0.00640366j -0.00541802-0.00158157j 0.00508442+0.00237467j -0.00426996-0.00165673j -0.00782028-2.67483e-05j -0.000340688-0.000974403j -0.00424602-0.00488814j 0.00440965+0.00594659j -0.00607221-0.000944895j -0.000657078+0.00263168j -0.00224654-0.00312135j -0.00160334+0.00343358j -0.00142207+0.0050125j 0.00411846+0.00366768j 0.00180514-0.0106021j 0.00555024-0.00205465j 0.00151815+0.00340913j 0.00333058-0.00545524j -0.00152818-0.00397008j 1.94034e-05+0.00049561j 0.00106058+0.0122421j 0.00402369+0.00204966j 0.0045412+0.00515817j 0.00285158+0.0039584j -0.000462396+0.00690038j -0.00138055-0.0017974j 
0.00348647-0.00436555j 0.00927094-0.000866513j 0.00132366-0.00890566j -0.00856736+0.00802784j -0.0182285+0.012651j -0.00592309+0.00588655j -0.00802649+0.0103989j -0.0251821-0.00079753j 0.012571+0.000201637j -0.00538853-0.00113396j -0.001565-0.0104625j -0.00169907-0.0175347j 0.0154859+0.00921354j 0.00860256+0.0112172j -0.0150868+0.0186444j -0.0164946+0.0074043j -0.0225461+0.0156938j 0.00247056+0.0163447j -0.00910528+0.00800062j 0.0211005-0.0113782j 0.00544225-0.0199775j 0.025936-0.00179724j 0.00639207+0.00980941j 0.00636669+0.00381338j -0.0153703-0.00861349j 0.00161668+0.00853412j -0.00961656-0.0177195j 0.0343735+0.00549567j 0.00340426+0.0033537j -0.0107918-0.0147691j -0.000531853+0.000984947j 0.0214462+0.0191588j -0.0280322+0.0299909j -0.00196859+0.00909345j -0.0437977+0.00911639j -0.00361938-0.00921896j 0.0177018-0.0171127j 0.0195358-0.0198015j 0.0184509-0.0196711j 0.0312826+0.0168554j -0.00832945-0.00933496j 0.00719588-0.00837335j 0.000989763+0.0078368j 0.00147812-0.00364754j 0.00134068+0.000479122j -0.00952446+0.00995515j 0.000277275-0.00167639j -0.000516954+0.00250686j -0.0150259+0.00147394j 0.0260692+0.00331176j 0.012388+0.000963074j 0.00235548+0.00479743j 0.0114104+0.0142455j -0.025663-0.00146884j 0.0149874+0.00241572j -0.0182973+0.00334879j -0.0177002+0.00227777j 0.00846005+0.00616179j 0.00532766-0.007714j -0.00586564-0.0055728j -0.0013037+0.00389895j -0.00867355-0.00425296j -0.0175444+0.00299658j 0.00412411-0.00599747j 0.0104321-0.0117646j 0.00658414-0.00363899j 0.00324477+0.00300395j 0.00675512+0.0101749j 0.00556147+0.00385592j -0.00582117+0.0117133j 0.000869349-0.00279334j -0.00202562+0.00711381j -0.00780064-0.00539322j 0.00182925+0.00095982j -0.00481+0.00105419j 0.00345193-0.00267292j 0.000710232+0.000337074j -0.00192202+0.0041916j -0.002507-0.00137899j -0.00335244-0.00738361j 0.00940506+0.00117076j -0.000653074+0.00601658j 0.00168587-0.000527914j 0.00814681+0.000852799j -0.00277559+0.00306851j -0.00214306+0.00615997j -0.00208971+0.00864166j 0.00327925-0.00476837j 0.00675296-0.00574279j -0.00263424+0.00234076j -0.00221516+0.00202206j -0.00152283+0.00157084j 
0.00673004-0.00353501j -0.00331906+0.00575888j 0.00605052-0.00130883j 0.00808372-0.00292118j -0.00193123+0.00235575j 0.00864433+0.00435528j -0.00388514-0.00405299j 0.00115074+0.00656781j -0.00450446-0.0319457j -0.00429142-0.0115612j 0.00839369-0.00910696j 0.0107432+0.00923054j 0.00270768-0.00590573j 0.0116498-0.0137174j 0.0188761-0.00177455j 0.0143376-0.00382792j -0.00713099-0.0117213j -0.0301793+0.00549571j -0.0157551-0.00182694j 0.0301934+0.00818613j 0.0108808+0.00976492j 0.0139385-0.014957j -0.0291533-0.0197066j 0.0233095-0.0115447j 0.0147237+0.0154701j -0.0109904+0.00266978j 0.0122104+0.0160842j 0.00262741-0.0156556j 0.0168454-0.00196381j 0.0219898+0.0230257j 0.0142003-0.0077897j -0.00506904+0.00215453j -0.00780004-0.00695071j -0.00861897-0.0069002j -0.00592365+0.00289553j -0.0115224-0.00362298j 0.0468457-0.0275702j -0.0190692+0.003515j 0.00489904+0.000954879j 0.00322604-0.00684506j -0.00252319+0.0140868j -0.0164852-0.000714422j -0.0246301-0.0126911j 0.00591951-0.00390065j -0.00536938+0.00537608j -0.00966012-0.00810671j -0.00476601-0.014254j -0.00460424-0.010721j 0.0128573-0.00119224j -0.000723792-0.00427907j 0.00719273+0.00530091j -0.00343806-0.00159632j 0.00538299+0.00428922j -0.0363404-0.00829359j 0.0439501+0.0201331j -0.000810025+0.007271j -0.00202821+0.00126471j 0.00518851+0.0072208j 0.0125977+0.00322042j 0.00764346-0.00324944j 0.00610387-0.00103211j -0.00744687-0.00331153j -0.00608569+0.00518585j -0.00423979-0.00400792j -0.00772759-0.000838003j 0.021761-0.00396001j -0.00734704-0.00132458j -0.00854538-0.00277886j -0.0133682-0.00857646j 0.00679302+0.000111037j -0.00546356+0.00314562j -0.000907387-0.00217839j -0.00449892-0.00172315j 0.00109121+0.00318852j 0.00975557-0.00286773j 0.000129999+0.00195435j -0.0101548-0.000526889j 0.00105503+0.00173249j -0.000123054+0.00117431j 0.00571061+0.0029134j -0.00182523-0.000655159j 0.0043368+0.000786024j 0.0028734-0.000891508j -0.00248434+0.00154156j -0.00777272+0.000979061j -0.00221693+0.000574352j 0.0016994+0.000393697j 0.00462987-0.00330377j -9.27457e-05-0.00145139j 0.00681372+0.000738544j 0.00337778-0.00237625j -0.000668355+0.000681752j 
0.000842899+0.0036105j 0.00210313-0.00586707j 0.00708993+0.0104771j 0.00512841-0.0150765j 0.0100976-0.0203644j 0.0396545-0.00374546j 0.00271417+0.00176968j 0.0140548+0.0102063j 0.00586446+0.0120108j -0.000215444-0.00118347j 0.00167455-0.00457669j -0.00545023+0.000971062j 0.0168991-0.0129501j 0.00798649-0.00382471j 0.0101863-0.018288j -0.0141813-0.0122484j -0.00518826+0.00103046j -0.036629-0.017417j 0.0219845-0.0055909j -0.00292109-0.0057091j -0.0051645-0.00465941j 0.0215342-0.0273438j -0.0218029+0.0335786j 0.0315483-0.0273711j -0.0318707-0.0115326j 0.00757178-0.0186339j 0.00782048-0.00582713j 0.0111128-0.00517371j -0.0163049-0.019985j 0.0161137-0.0133764j 0.0216299+0.0142251j -0.00655236+0.00151894j -0.0163297-0.00862065j 0.0144247-0.000139621j 0.0162765+0.00770041j 0.0118973+0.012736j 0.00776141-0.000517425j -0.00601083-0.0202088j -0.0130033-0.00786439j 0.0164712-0.00543732j 0.0082536+0.0245231j 0.00897177-0.010483j 0.00239147-0.021909j -0.00756199-0.0145955j 0.00292059-0.0074272j 0.000808488+0.0121134j -0.011569-0.00578441j 0.0187116+0.00476488j -0.00393425-0.00895264j 0.0127361+0.00141238j 0.00985714-0.00345463j -0.00312649-0.0111038j 0.0110769-0.0147892j -0.0073214-0.00923638j 0.00461049+0.00167038j -0.0140033+0.00362736j -0.0116565-0.00462588j 0.00780147-0.00310407j 0.000425114+0.00104498j -0.000808742+0.00938949j 0.00995755-0.0046138j -0.00538084+0.00429258j -0.00649878-0.00563205j 0.00967843+0.00464781j 0.00295395+0.00503319j 0.00820355+0.0117123j -0.0110904+0.00724226j -0.00649119-0.00198814j 0.0175813+0.00408205j 0.00574404-0.00317556j 0.00196631+0.00841623j 0.0043531-0.0019405j 0.00921465+0.000428853j -0.00443251-0.0025659j 0.000658443-0.00295321j 0.00030789+0.00599642j -0.000961905-0.00700025j -0.000460701-0.00776608j 0.00255177+0.00464564j -0.00118479+0.00164366j 0.001675-0.00165772j -0.00624302-0.00659742j 0.0034413+0.00758751j -0.0042237+0.00746428j -0.00137122-0.0048468j 6.50178e-06-0.00742195j -0.000755098-0.00535778j -0.00496839+0.00566997j -0.00588201+0.00758391j 0.00422654+0.000730818j 0.00158665+0.000476804j 1.75623e-05+0.000425691j 
-0.0082298+0.0128566j -0.00163479+0.002146j -0.0115699-0.00263874j -0.00280651+0.00254571j -0.0220425+0.00366407j 0.00522008-0.0189687j 0.0098157+0.0173072j -0.00922704+0.00577222j -0.0263565+0.0115355j -0.0216376-0.0144232j 0.0125015-0.00634841j 0.00563447+0.00710628j -0.00554014-0.000878863j -0.0190002-0.00754436j 0.00885973+0.00629996j 0.00755444+0.010446j -0.00688166+0.00101699j -0.00024941+0.0208429j 0.00218646-0.0145897j -0.022246+0.00135443j 0.0192443-0.0177627j -0.0221993-0.00803395j 0.0113474+0.0327144j 0.0151785-0.006207j 0.00783304+0.0125326j -0.00422771+0.00636099j -0.0223394-0.00242676j -0.0118489+0.0215171j 0.0468792-0.0149238j -0.0127935+0.0297583j -0.000789288-0.0103854j 0.0121034-0.00602143j 0.0147626+0.0217282j 0.00390807+0.00127477j 0.00338946+0.00369316j 0.00272741-0.0135854j 0.0044367-0.0082296j -0.00166031+0.0228259j 0.0199286+0.0258312j 0.00864812+0.00710306j -0.00100435-0.00157939j 0.000863369-0.0134068j -0.0107299-0.0125438j -0.00505516+0.00106186j 0.00335428+0.0157648j 0.0030944+0.00166507j 0.00495681+0.0112461j 0.00501155+0.00223003j -0.00146659+0.0154488j 0.000495871-0.00367432j 0.0109552+0.00274725j -0.00878392+0.00217166j -0.0235075-0.00546532j -0.0143692-0.00703301j 0.00565558+0.00534007j -0.0167357+0.00660662j -0.00674442-0.00369059j 0.0011148+0.0163709j -0.00215366+0.0018686j -0.0134681+0.00396314j 0.00506835+0.00832382j -0.00341211+0.00165683j 0.00324533+0.00265789j 0.00882218-0.000571299j -0.00842523-0.00457747j -0.00661962+0.0131343j 0.0107007+0.015996j -0.00697826-0.000850355j 0.00793125-0.00824368j 0.00355972-0.0133527j -0.00690436+0.00410218j 5.9332e-05+0.00946835j -0.00760151+0.00715364j 0.00413793+0.00567863j 0.0082176-0.00235206j -0.00356164+0.000765275j 0.00732634-0.0035624j -0.00239065-0.000674963j 0.00285036-0.000845877j -0.000543598-0.0115366j 0.0103636+0.00483121j 0.00472628-6.74428e-05j 0.00361923+4.98587e-05j -0.000863517-0.00216257j -0.00474393+0.00112204j 0.00674678+0.00119807j -0.0084759+0.00176662j 0.00440236+0.000790451j 0.00231364+0.00564272j -0.000248052-0.00610684j 0.000805305-0.00316594j 0.00392331-0.0059981j 
0.00498902+0.00312395j -0.00249423+0.000390704j -0.00185167-4.61261e-05j -0.00723039+0.000358321j 0.00946948+0.00102564j -0.0146814+0.00889806j -0.01791-0.0076034j -0.00771501-0.0128738j 0.011704+0.015649j 0.00418575-0.0251768j 0.00845001+0.011531j 0.00917714+0.00591459j -0.0220952+0.00537201j -0.0125369-0.000899134j -0.00941779+0.021888j -0.0239212-0.00666872j -0.00911497+0.0166839j -0.0123896-0.000562854j 0.0018796-0.00732451j -0.0047956-0.0367574j -0.0136468-0.0180274j -0.024612+0.016232j -0.00505741-0.0225801j -0.00364255-0.0143632j 0.0136001-0.022237j -0.0100392+0.000193267j 0.0091909+0.00299111j 0.0162479-0.0170229j -0.0066713+0.00245127j -0.00851321+0.013619j -0.00775535+0.0135525j 0.00411135-0.0262868j -0.0171967-0.0145144j 0.0100909+0.00320995j -0.00221341-0.00846581j 0.00200453+0.0275348j 0.0041281+0.0267691j -0.00449354-0.02446j 0.0174992-0.0121794j -0.00572982+0.00716596j 0.012938-0.0025574j -0.0142694+0.0014251j -0.0272808+0.00795216j -0.0104923-0.0038516j -0.0099499+0.0013023j 0.00457642+0.000819958j -0.0152697-0.00974405j -0.00366732+0.0108859j -0.00895866-0.00886691j 0.00536971-0.0285944j 0.0053309-0.0021871j -0.000159143+0.0125899j 0.00340054-0.00149635j -0.0211972-0.00988466j 0.0157031+0.00320115j -0.0144327-0.020872j -0.00732324+0.0133419j 0.00731845-0.0111657j 0.0105211+0.00489483j -0.0119645+0.00233146j -0.0108885-0.00932628j -0.00229638-0.000898979j -0.00364331-0.0135209j 0.0029723+0.00264429j 0.00822878+0.0148861j 0.0126905+0.00735159j 0.00591674+0.00261891j -0.00952068-0.0001291j -0.0148121-0.00762365j -0.0100388-0.00715365j 0.00956981+0.00661735j 0.00338974-0.0121581j -0.00278509-0.00116098j -0.00736987+0.00606585j -0.000628209+0.00578109j 0.00723259+0.00256207j -0.00287969-0.00264084j -0.00275916-0.00265322j 0.00927137-0.0061897j 0.00658445-0.00364214j 0.0054367-0.00225957j -0.00895381+0.00180662j 0.00505236+0.0166682j 0.00237453+0.000817464j -0.00148948+0.00410644j -0.00955941-0.00730625j 0.00149687-0.00803664j 0.00121619-0.00314149j 0.00199574+0.00532738j -0.000839104-0.00811275j -0.000649261-0.00318833j 8.27059e-05+0.00350321j 
-0.00376087-0.00397504j 0.00933404+0.000914596j 0.00127782-0.000973773j 0.00297968-0.0064043j -0.0058788-0.00727771j 0.0259322+0.00879191j -0.00920943+0.01589j -0.00678119+0.00385926j -0.0128176-0.00720179j -0.0104546+0.00214882j 0.00737545-0.0072612j -0.00741211+0.00663377j 0.0316448-0.0096102j -0.00331781+0.0287663j -0.00987838-0.00694277j 0.00302618+0.0186455j 0.0154164+0.0241436j 0.0176143-0.0137292j -0.0306658+0.00469347j 0.0214683+0.0101671j 0.00638288-0.0205546j -0.0102245-0.0306981j -0.0413986+0.0233043j -0.00636819-0.000627242j 0.0191792+0.00841495j 0.0023125-0.0186649j 0.00998314-0.010523j -0.00856119+0.00334477j 0.0261111+0.00295772j -0.000246753-0.00276423j 0.0177506-0.0126157j -0.013358-0.00237521j -0.00333489+0.00342386j 0.00930979-0.0148025j -0.0242567+0.00573972j 0.00306336+0.0193995j 0.0216207+0.00991808j -0.0158143+0.00248041j 0.00132665-0.00310127j -0.00631518-0.00373244j -0.0227384-0.00467407j 0.00499588-0.00773789j 0.0176155-0.00788235j 0.0337794+0.00577114j -0.00723106-0.00845676j -0.00208443-0.0145907j -0.00246955+0.00703134j -0.0129017-0.0102573j 0.00625681-0.0210775j -0.0028985-0.00388641j -0.00566749-0.0139486j 0.00166548-8.72949e-06j 0.0112869-0.0141908j -0.0117791+0.00593178j -0.00508059-0.00129294j -0.00486734+0.00785158j 0.00978169-0.00363346j -0.00535657-0.00517267j -0.000598279+0.0104266j -0.0114641+0.000378705j -0.0183443+0.000252392j 0.00938493-0.00834119j -0.00392448+0.00916059j -0.0131094-0.00256599j -0.0137427+0.00119183j -0.00152332-0.0159352j -0.0114054-0.00198661j -0.00942252+0.00158802j -0.0224843-0.000841919j -0.00232493+0.00711534j -0.00261977+0.000662996j -0.00601932-0.0112597j -0.00953313-0.00240822j -0.00630661+0.000957029j 0.00706474-0.00626565j -0.011517-0.00709362j -0.00291157+0.00416793j 0.00367403+0.000650448j -0.00580123+0.00295295j 0.00359361+0.00994373j -0.00343522-0.00759778j 0.0103419+0.00830712j 0.000467138-0.00631437j -0.00202959-0.00509746j 0.00184444-0.00504115j -0.00146564+0.00795052j -0.00998673-0.0040977j -0.00404944+0.00591072j -0.000296678-0.00200458j -0.00251358+0.00221697j -0.00417714+0.00202808j 0.00265223+0.00215703j 
