0.0132112-0.00916869j -0.0111477-0.00819054j -0.0177023-0.0101807j -0.0196022+0.0240281j -0.0103415+0.00847877j 0.00442655+0.00121303j 0.00911226+0.0257015j -0.0152828-0.0104281j 0.0379599-0.0510612j 0.00195213+0.0109806j 0.0403171+0.00362973j 0.0109321+0.00153172j -0.00331333-0.0245807j 0.02113-0.0115651j 0.0109521-0.029662j -0.016852-0.018755j -0.0108866+0.0592636j 0.0230816+0.000224922j 0.00934839-0.0237113j -0.0285517-0.00891337j -0.00227495-0.00763865j 0.0026966-0.0238588j 0.0338946+0.0497034j 0.0101426-0.00797307j -0.00120031-0.0318269j 0.0427648-0.0251821j -0.0275006-0.0142227j 0.0431876+0.0345458j -0.0115839-0.00304308j -0.00803023-0.1228j 0.0714729-0.0224707j -0.0478172-0.016235j 0.076071-0.0287617j 0.0762819+0.0315354j -0.0192326+0.00414082j 0.000298215+0.0668674j 0.0334952-0.0119962j 0.0395289-0.0837608j 0.0260122-0.0562132j 0.0286155+0.0196879j -0.00552144-0.0420366j -0.066577-0.0231079j -0.012135+0.0228581j -0.0204437-0.0133591j -0.0257642-0.00814037j -0.0193497+0.000324505j -0.0158417-0.0201179j -0.0153015+0.0287922j -0.0177155+0.0172039j -0.00883809+0.0265174j -0.00763108-0.015066j 0.0076284-0.00219635j 0.0529862-0.00364201j 0.0259905-0.00750035j 0.00861021+0.0239709j 0.0249337-0.0241958j 0.00626248-0.0285721j 0.00980055+0.0101849j 0.0382291+0.0137079j 0.025234-0.0276571j -0.00612651-0.0136589j 0.00243678-0.0176013j 0.0115455-0.028629j -0.0175698+0.00593765j 0.00546094-0.00323192j -0.0163038-0.033703j -0.00372106+0.0571891j 0.0164458+0.0193528j 0.0246817-0.0137621j -0.085987+0.0190653j -0.0106582-0.00407576j -0.00764077+0.0466421j 0.0369841+0.0219303j -0.00239705+0.0100337j 0.0508659-0.0382464j 0.0118841+0.00563663j 0.0141771-0.00474932j -0.0194739+0.0272884j -0.00758303+0.00329139j -0.000650541-0.00546771j 0.0295908+0.0264437j -0.0237324+0.0127151j -0.00827999-0.00745215j -0.00316137+0.0180961j 0.0138543+0.0157568j -0.00589707-0.0151553j 0.0143511-0.0059837j 0.0313399-0.002678j 0.0225638-0.0305309j -0.050944+0.0298491j -0.00131723+0.0554342j 0.0199634+0.0332191j -0.030782+0.0120452j -0.0235891-0.0830546j 0.0806692-0.0487061j 
0.00692078+0.0162244j 0.011973+0.017199j 0.00846196+0.0145223j -0.0047164+0.00999714j 0.00110631-0.0302527j -0.0262603-0.0310571j -0.0181959+0.00365187j -0.00238692-0.0203884j -0.00615751-0.00113393j 0.010905+0.0402794j -0.0075231+0.00855026j 0.017373-0.0258101j -0.039572-0.0121919j 0.00492311+0.0243829j 0.0106814-0.0643072j 0.00619545+0.014696j 0.0198994-0.0254403j 0.0278501+0.0542976j 0.0355151-0.0231256j -0.0167092-0.026723j -0.0410093-0.0463263j 0.0163381-0.0262079j 0.0203389+0.0217081j -0.059823+0.00602344j 0.0308406-0.00754226j -0.060015+0.00240007j 0.00745821+0.0377433j 0.000301416+0.0462794j -0.0227792-0.00980918j 0.00329117+0.0546088j -0.00113317-0.016425j -0.00321546-0.0317099j -0.00553416+0.0224577j 0.0208299+0.0438179j 0.0133162+0.00511988j 0.0137949-0.0135725j 0.0108497-0.0258649j -0.0221984-0.00301786j -0.0237465+0.0161543j -0.0346331+0.00139429j -0.00181231-0.00292065j 0.0207963-0.0134277j 0.0138548+0.0120593j -0.0102733+0.00685373j 0.0237736-0.0253142j 0.00904722-0.00588193j -0.0106201+0.00878038j -0.0115127-0.00727554j 0.0183449-0.00294319j 0.00284249-0.0176242j -0.0081161+0.00821619j 0.000594653-0.00218567j -0.00384843+0.0187693j -0.00184513-0.0143019j 0.00317826+0.0106742j -0.00671287+0.0148986j 0.00368236+0.00235666j -0.010958-0.010883j -0.00288355+0.0202626j -0.01919+0.0131154j -0.00491596+0.0176882j -0.00465802+0.00488883j -0.00886228+0.0157558j -0.0097402-0.0148032j 0.00657647+0.0100289j 0.0191327-0.00404751j -0.0156664-0.00855042j 0.0025706+0.000898944j -0.0151524-0.00769197j 0.00920346+0.00220711j -0.00986454+0.000378971j -0.00807504-0.00120048j -0.00205698-0.00477769j 0.000101755+0.00778922j -0.00235629+0.0145543j 0.00528107+0.00222223j -0.0148968+0.00459719j -0.00328085+0.0155538j 0.00814826-0.00201465j -0.00396864+0.0161252j -0.00548147+0.00509108j -0.00721219-0.00512921j -0.0033731+0.00608528j -0.00112486-0.00432373j 0.0128728+0.00317486j -0.00285512-0.00519146j -0.00606782+0.00214297j -0.000740905+0.0186134j 0.00405145-0.0051291j 0.0111331-0.00602202j -0.000297186-0.00583086j -0.00472024+0.0144874j 0.000149306+0.00768288j 0.0093131+0.00742664j 0.00156363+0.0063103j 
0.00559835-0.0170622j -0.00706688+0.00388208j -0.00387475+0.0292536j 0.00621579+0.0187423j -0.0205147+0.00303349j 0.0237061+0.00703617j -0.0122606+0.0114596j -0.0187239-0.0146109j -0.0211033-0.0107593j 0.0185661-0.0337781j -0.0255892+0.008569j -0.0139561+0.0393299j -0.00277583-0.0193675j -0.00299907+0.0131819j -0.0457863+0.0375635j 0.0383261+0.0500802j -0.00954053+0.0319584j 0.0224799+0.0476489j -0.0744143+0.00775575j 0.0690624-0.00805098j 0.0106255+0.0166846j -0.0120659+0.000384351j -0.0605414+0.0245056j 0.122606-0.0697475j -0.0322024+0.0211876j 0.0844142-0.0501584j 0.0164276-0.0351489j -0.0144381+0.0362139j 0.0296629-0.0196392j 0.0593811-0.0257149j 0.0140125-0.0204717j -0.0466504+0.0167303j 0.0670769-0.0414463j 0.00235456-0.0081701j -0.0214994+0.0442184j -0.0176991+0.0412368j -0.0187495-0.00435391j 0.00673914-0.0378012j -0.0293097-0.0319545j 0.0280866-0.0338367j -0.0254483+0.0273032j -0.0117007+0.051916j 0.00733853-0.00456085j -0.000782627+0.00698071j -0.0107838+0.014417j 0.0164643+0.00826575j 0.0069506+0.0198456j -0.0138698+0.0170337j -0.0269128+0.0230085j 0.00492468+0.022163j -0.00219185-0.00456694j 0.00796238+0.00163548j 0.004828-0.0192992j -0.00698222+0.00430578j -0.0174643+0.0203019j 0.00347663-0.0250268j 0.0134824-0.00800827j 0.00348105-0.000133387j 0.00720713-0.00144472j 0.00130573-0.000450739j 0.0086415-0.0249124j 0.00999225+0.0148547j 0.00430614-0.000895975j -0.00077636+0.00144499j -0.0036204+0.0113977j -0.00157476+0.0103354j 0.0124573+0.00812848j 0.000485998-0.000992756j -0.0028022-0.000280717j -0.00549743+0.00281675j 0.00287024+0.00327751j 0.00109391+0.0191849j -0.0140609-0.0298752j 0.00610799+0.00937085j -0.00881389-0.02639j -0.00660659-0.00590768j 0.0132671-0.00959974j -0.00672249+0.00898176j 0.00940286-0.00415576j 0.0145035+0.00930584j 0.0100495-0.0118733j -0.0035045+0.00161883j 0.00847926-0.00015681j 0.00444678+0.0164856j -0.0132188+0.0246348j -0.000515546+0.00750471j 0.0051152-5.47474e-05j 0.0110372-0.000378588j -0.000410969-0.0180009j -0.0117571+0.0232212j -0.00362297+0.01456j 0.00889122+0.000942393j -0.00106753+0.00872735j 0.00162124+0.00603638j 0.00209314-0.0260244j 
-0.00729129+0.00325614j 0.00271345+0.0164826j -0.0090888-0.0203704j -0.0159886+0.00759516j 0.0243161-4.99662e-05j 0.00154171-0.0254765j -0.0343672+0.0192414j 0.0337158+0.0491535j -0.013521-0.0117787j -0.0171251+0.0141374j 0.0360268+0.00746741j -0.0164671-0.030852j 0.0153411+0.0232544j -0.082516+0.00587378j -0.0184927+0.00330517j 0.0086722-0.0798025j 0.0273872+0.00455431j -0.0222189-0.0302969j -0.0298763-0.00249265j -0.012738-0.0408007j -0.0230303+0.06503j -0.0651023+0.0518367j -0.0234074-0.0230962j 0.045647-0.0525842j -0.042128+0.00846759j -0.0889931-0.013805j 0.0151825+0.0381035j -0.0251409-0.0838828j -0.0353088-0.0429794j -0.0266293-0.0259749j 0.0343534-0.0567204j -0.0376439+0.0475929j 0.0194401-0.0105443j 0.00742033-0.0225735j -0.00379227+0.0188916j 0.00838646+0.0067414j 0.00424026+0.0135181j 0.0199822-0.00233483j -0.00941068+0.062671j 0.0139855+0.0221384j 0.00244182-0.0388579j 0.0155742-0.0395561j -0.0257715+0.0344864j -0.0117575+0.010948j 0.0158433-0.0208645j -0.00694437+0.00369683j -0.00541344-0.0137076j 0.0282387+0.015534j -0.00347215-0.00102626j 0.00719045-0.0278956j 0.0194025-0.00264077j -0.0119188+0.00935552j -0.0131378-0.0105569j 0.0102794+0.00743104j -0.0195164+0.0222873j 0.0161492-0.00372144j -0.00261198-0.0140426j 0.00419693-0.00663587j 0.0181009-0.00801302j -0.0135906+0.00984035j 0.0483292-0.00854735j 0.0016016-0.00640769j -0.00148043+0.00486608j 0.00683785-0.011721j -0.0112811+0.00599488j 0.0148044-0.0156343j -0.0117849+0.00163829j 0.00342548-0.00704508j -0.00518162-0.00174266j 0.0140545+0.0121512j 0.00879715+0.00994083j -0.00441341-0.00151516j 0.0156619+0.00854985j -0.0127714-0.015887j -0.0237596-0.00463156j 0.0031801+0.0201379j -0.00891939+0.00726979j -0.00434718-0.0140087j -0.00616363+0.0158104j 8.26042e-05-0.0340734j 0.0135658-0.0139088j 0.00564731+0.00789095j -0.0125254+0.0146345j -0.00961462-0.0031719j -0.00130589+0.00597854j 0.00496609-0.02227j 0.00321032-0.00812261j 0.017433-0.0312414j 0.0111853+0.00864789j -0.00194504+0.00794385j 0.00318859+0.00569037j -0.0196268+0.00886312j -0.00690839+0.0199041j 0.000829344+0.010118j -0.012183-0.00534945j 
-0.0154485+0.00629776j 0.0108003+0.0248997j 0.00394338-0.00796011j 0.0133849-0.00506499j 0.0323885-0.0286704j -0.0150147-0.0325575j 0.0418408+0.0184843j -0.0220703-0.00754968j 0.0176191-0.00855642j 0.00673242-0.00336362j -0.00204449+0.0125533j 0.00905987-0.000585348j 0.0616398-0.0269204j 0.0513925-0.00240169j -0.039013-0.0360546j -0.0257477-0.0230563j -0.00234899+0.0233424j 0.00896864+0.0226308j -0.0694344-0.041705j -0.0507661-0.0110335j 0.0159637-0.0127947j -0.0671807+0.00935548j -0.0392395-0.00585899j 0.0372541+0.12376j -0.0509978-0.0331194j 0.013266+0.0458569j -0.00788824+0.048108j -0.0275577+0.0197403j -0.0763856+0.00659986j 0.0291406-0.0114842j -0.0322778+0.0175014j 5.26925e-05-0.0288415j -0.00526375+0.0776195j 0.00779566+0.0133494j 0.0026717-0.0230573j -0.00481891-0.017469j -0.00852976-0.0198843j -0.0059416+0.0443585j 0.024782-0.04807j 0.00173679+0.0154905j 0.0317155-0.0265312j -0.011832-0.0728913j -0.00196395+0.0168156j -0.0145142+0.000174391j -0.0284625-0.0110993j -0.0207935+0.0224785j 0.0084612-0.0463996j 0.00872977-0.0361302j -9.40863e-05+0.040885j 0.00864443-0.0296384j -0.0153752-0.0153574j -0.00422389+0.0112371j -0.0134007+0.0197404j 0.00328598-0.0161389j 0.0138239+0.0044962j -0.0282087-0.00196813j -0.0190066-0.00753732j -0.0134362+0.00664516j -0.00252797-0.00281578j 0.0193287-0.00442661j 0.000752231+0.0118388j 0.00209258-0.000990844j -0.021103+0.00682429j 0.00191763-0.0228008j 0.0101199+0.00705242j -0.00494174-0.012321j 0.000963974-0.00742555j -0.00589943-0.0245751j -0.000677546-0.00082528j 0.0109991-0.0090661j 0.0141962+0.0092877j -0.00294726+0.00230916j -0.00264962+0.00971616j 0.000293739+9.55233e-05j -0.00580014+0.0138298j -0.0114129+0.00359529j -0.00295348+0.0112453j -0.00245976+0.00744855j 0.00199405+0.0366881j 0.00235563-0.00392372j -0.00303529+0.0123937j -0.0125071-0.00440159j 0.00623791+0.0235977j 0.000264993-0.0139676j 0.0133357-0.00452745j 0.00472072-0.0221688j -0.00531926-0.00320335j -0.0214403+0.0238126j -0.00767818+0.00863751j 0.0117643-0.0115645j 0.0140504-0.00978062j 0.00342306+0.00536967j 0.0182768+0.00983839j -0.00339716+0.0082223j 0.00109163+0.0113656j 
-0.00153299+0.0111795j 0.0118874+0.0236861j 0.00134437+0.00661073j -0.00587133-0.00215082j 0.01589-0.0158925j -0.0179327-0.0303786j -0.00766109+0.000809477j 0.00693152+0.00600495j -0.00433268-0.0109574j -0.0194051+0.00868476j 0.0286994-0.00221086j 0.0320076-0.0334428j 0.0133215-0.00162115j -0.0106953+0.00166998j 0.00198476-0.049395j 0.0152222-0.00736866j -0.000621964+0.000256662j 0.0054881+0.00181844j -0.0319497-0.0138482j -0.0206593-0.0223781j 0.0289624-0.0205755j -0.0251657-0.0186226j -0.0297546+0.00911024j 0.0579214+0.0142402j -0.0312314-0.00352773j -0.0293285-0.00256876j 0.0114753+0.0413796j -0.0701701-0.0171983j -0.0180854-0.0366167j 0.00173862+0.041553j -0.0236643-0.00165753j -0.00342734-0.0415591j -0.000167791+0.0173349j -0.0455487+0.010168j 0.00163592+0.0113067j -0.00804845-0.0330132j -0.0061641-0.00727643j -0.00258742+0.00361631j 0.015568-0.00124299j 0.0322892-0.0324102j -0.0403141-0.0161629j -0.0152947-0.00985536j -0.00153133+0.0110643j -0.00650526-0.0169729j 0.00917255+0.00511007j 0.0134701+0.00931106j -0.012094-0.00775754j 0.000909251-0.00492308j -0.00455256-0.0232592j 0.00159201-0.00431739j -0.00319198-0.00784049j 0.0103695-0.0184252j -0.0183216-0.00831603j 0.00152973+0.00924458j 0.00294852-0.00117084j -0.0162683+0.00952181j 0.00637474-0.00691782j 0.00222335-0.00751235j -0.0126828+0.0122227j 0.000799304+0.00561301j 0.0107586+0.000731641j -0.00473933+0.00231989j 0.00819949+0.00708082j -0.00575996+0.00413476j 0.010445+0.0103642j -0.00913239+0.00878197j 0.0081668-0.0121734j -0.0218653+0.00385336j 0.0121857-0.00711781j 0.0109136+0.0150239j 0.0147699-0.000290897j -0.0108992+0.00316656j -0.012215-0.000809476j 0.00689822+0.0110556j 0.00387649+0.000967182j 0.0016328-0.041861j -0.0079636+0.0139631j 0.00309658+0.000335595j 0.00578643-0.00282286j 0.00917766+0.00408371j -0.00881727+0.00743812j 0.0131319-0.00347907j 0.00181408-0.0110707j 0.0164844+0.00276147j 0.00787783+0.0168167j 0.006134+0.00489783j -0.00705478+0.00247472j -0.00304809+0.0129208j 0.00843808+0.0124509j 0.00867467-0.000556901j -0.00310831-0.00737669j -0.00935775-0.00693571j 0.00829946+0.015748j 0.0121108+0.0137477j -0.00455421+0.000440832j 
0.00114093+0.00375835j 0.00222785+0.000796583j 0.00899747+0.00249237j -0.00773507-0.00986796j 0.00732139-0.0264256j 0.0157524-0.00729415j -0.0114115+0.0111752j -0.0499936-0.0371455j 0.00121291+0.00470732j -0.0218175+0.00521751j -0.00572221+0.0210313j 0.0192653-0.0291699j -0.0240902+0.0205392j 0.0250748+0.0362838j 0.00875077-0.0780692j 0.0756806+0.00740288j -0.0134252-0.0135578j 0.0352145+0.0256961j -0.0648419-0.0313964j 0.0220908+0.0198773j 0.00267898+0.0273925j -0.0317221-0.0199604j 0.03649-0.00298049j 0.00540048+0.0182699j 0.00264215-0.0306999j 0.0111276+0.0133889j -0.0393491+0.00351422j 0.0286722+0.0322438j 0.0295086-0.0109017j 0.0421378+0.0193223j 0.010208+0.0010661j -0.0240904-0.00532999j -0.00123881+0.0108656j 0.00521669+0.00232971j -0.00271834+0.0100356j -0.000507265-0.0586296j 0.00947768+0.0219409j -0.0322475+0.00929876j -0.0246922+0.0268473j 0.0337641+0.00737389j -0.0194285-0.0141231j -0.000797703-0.0533621j 0.00884799-0.00971092j -0.0129007-0.0188321j -0.00496233-0.00140992j 0.000546333+0.000570714j 0.0185576+0.00424317j -0.0151922-0.0115928j -0.00805191-0.016402j 0.0216229-0.00149105j -0.00824275-0.00938889j -0.000899855-0.0135242j 0.00806252-0.00125888j 0.00574911-0.011251j -0.0173284-0.000383083j -0.00528968-0.0138957j -0.00466879-0.0168606j -0.0226447+0.0163559j 0.0222248+0.0237675j -0.0166707-0.0117573j 0.0126861-0.0147273j 0.00726498+0.00944165j -0.0137498+0.0115305j 0.00211889-0.00904879j -0.00722207+0.0103668j 0.0126558-0.00599631j -0.0132384-0.00682558j 0.0122542+0.0104242j -0.0143713-0.00517363j 0.00118549-0.00853535j -0.0176971+0.00193009j -0.00922395-0.0212057j 0.00122495-0.00258213j 0.0018343+0.0181602j -0.0122642+0.0248826j 0.00525866+0.0127336j 0.00201032+0.00613934j -0.0101428+0.00594365j -0.00171442+0.0149201j -0.0064701-0.00865749j 0.0153658-0.0105082j 0.000481878-0.00834613j -0.0107301+0.0037683j -0.000847089-0.000934056j -0.00708529-0.00277934j -0.00718748-0.00587091j -0.00576559-0.0030654j 0.0174302-0.00405808j -8.8218e-05-0.00172364j -0.00219935-0.0112267j 0.000780597-0.00523329j -0.00152438+0.00497013j -0.0140804-0.00146478j 0.00231346-0.00532663j 0.004176+0.0121748j 
-0.00767951-0.01069j 0.00315677-0.000530783j -0.00615875-0.00785493j -0.00504681+0.00366928j 0.011901+0.0226912j -0.0069234+0.00222264j -0.0112012-0.00751908j 0.0166162-0.034084j -0.0101585-0.0236124j -0.0109852+0.00907887j 0.00578005+0.00227008j -0.0288796+0.0625205j 0.00175714-0.0493028j -0.0199899+0.0308829j -0.00765779+0.0664132j -0.0225166+0.0779114j -0.00978397-0.00980166j -0.0474413+0.0517103j -0.0521625-0.0333972j 0.0385798+0.0366615j 0.0399553-0.0126889j 0.0203341-0.01974j 0.00450016-0.0173651j -0.0100762+0.0586813j 0.0383882-0.0261365j -0.0515477+0.0725642j 0.156437-0.0719329j 0.0768279-0.0901355j -0.0268255+0.0172682j 0.0696407+0.0155914j -0.00817638-0.0110257j 0.0295134-0.0117114j 0.0233866-0.0182322j -0.0166988-0.00447807j 0.00452443-0.017961j -0.0315489-0.000264445j -0.0233238-0.0328306j 0.0113505-0.015353j 0.0259092-0.0651689j 0.031747-0.0193074j -0.0341866+0.00359508j -0.0382418+0.0532438j 0.0169342-0.0133065j 0.021973+0.0135667j 5.0436e-05+0.00932523j 0.0239895+0.000593391j 0.0199823-0.00458581j 0.0116907-0.00296612j 0.00833579+0.00568378j -0.00668117+0.033491j 0.00644997-0.000568483j 0.0110727-0.0102016j -0.00026159+0.000315944j -0.00147527+0.0166525j 0.000129417-0.000626221j 0.0259555-0.0272039j -0.00446253-0.0243872j 0.00143113+0.0268027j 0.00220112-0.0131264j -0.010191+0.00169134j 0.0108739+0.010404j -0.00855063-0.00447023j 0.0113225+0.0182604j 0.00753806+0.00995683j 0.0177526-0.0259375j -0.0110762+0.00973282j 0.000154288-0.0111422j -0.00281521-0.0261159j 0.00240842-0.0240816j 0.00887415-0.00013198j -0.00498985+0.0136258j -0.0167853+0.0073775j 0.0158522-0.000268245j -0.0156087+0.00684024j -0.0010825-0.0130996j 0.00102307-0.000287272j 0.0192315-0.019865j -0.00381857+0.0125212j -0.0213631+0.00615653j 0.0212853-0.013579j 0.00145909-0.00589103j 0.0105075-0.00786527j 0.0136899-0.00758934j -0.00569415+0.000941812j -0.0213185+0.00922308j -0.00779768+0.0152008j -0.0165045+0.00313326j 0.00496765-0.00498011j 0.00945821-0.00447975j -0.00107385+0.0105751j -0.0162681+9.26268e-05j -0.000247162-0.0102665j 0.00318257-0.00331957j 0.00634533-0.00223143j -0.00604017-0.0091607j 
-0.0221045-0.0299158j 0.00457513+0.00478983j -0.00751727-0.0347493j 0.0148296+0.000933602j 0.0525891+0.0154835j 0.0118226-0.0125837j 0.0137473+0.0284621j -0.0132505-0.00186955j -0.0230414+0.0119823j 0.0528551+0.00938295j -0.0218559+0.0564416j -0.00245021+0.0163664j 0.0276314+0.00606304j 0.021619+0.0165989j -0.0148999+0.0580504j -0.0310749-0.0202395j 0.0110414+0.0136793j -0.0199134+0.0103487j -0.0910087+0.0105566j 0.0312732-0.0361952j -0.0185668+0.0378249j -0.0167737+0.041888j -0.0356127-0.0167788j 0.165613-0.043418j -0.0469227+0.0394323j 0.133448-0.00808727j 0.00612829+0.0257422j -0.0721225+0.0436792j -0.0437527+0.00647374j 0.020462-0.0366408j 0.00765581-0.0271017j -0.0377971+0.0692371j 0.0399254-0.0732032j 0.0605879-0.0321781j -0.0652671-0.0319989j -0.01453-0.00158213j -0.00229926-0.00591443j 0.000537989-0.011566j -0.0140801+0.0232926j 0.00814074+0.0194858j 0.0316744-0.0122102j 0.0245535-0.0025883j -0.0189378+0.013297j -0.00397131+0.00708956j -0.034301-0.0208466j 0.00732729-0.00706656j -0.0047687+0.0161753j 0.0155467+0.00621426j -0.0130066+0.0264538j 0.0285374+0.000888906j -0.00629085+0.00316498j -0.0115648-0.0112184j 0.00114654+0.0140088j 0.00670028-0.00486636j -0.0123378-0.000358171j -0.00334362+0.0113354j 0.00298408+0.0197823j 0.00732099+0.00283219j 0.0134166-0.0103614j -0.00396035+0.00117667j 0.0311144-0.0185402j -0.00969983-0.00927025j 0.00471768-0.00437134j 0.0184737-0.000667449j -0.00803196-0.023979j 0.00905201-0.0165051j 0.00914862+0.00540775j -0.00194671+0.00139443j -0.0254148+0.0103015j -0.00322245-0.0022199j -0.0132265+0.0115757j -0.00304852-0.0151037j 0.0180082+0.0175931j -0.00391586-0.010302j 0.0127871-0.00468854j 0.0157702-0.000319437j 0.00209215-0.0111519j 0.00156821-0.00321508j 0.00750315-0.0133989j 0.00437505-0.00941504j -0.0125921-0.0081268j -0.00877382-0.0141185j -0.0111921+0.0201184j 0.00397712+0.00106345j -1.13736e-05+0.00326613j 0.0123079-0.007297j -0.00625052-0.0314805j 0.0118755-0.0150755j 0.0129569-0.00368987j -0.00205077+0.00483719j 0.00792784+0.012869j -0.00468139-0.0045772j -0.0188637-0.000623551j -0.00269344-0.00119866j 0.00339007-0.0111669j 
0.0154301+0.00802152j -0.0074956-0.0100841j 0.000156595+0.0256159j -0.0153249+0.00685407j -0.0263992+0.00312499j -0.00288705+0.0254659j -0.000743218+0.00984746j 0.00290934+0.00854542j -0.00137276+0.0243999j -0.0250267-0.0308051j 0.026843-0.0524205j 0.0330391-0.00710672j -0.0299876-0.0402845j -0.029718-0.00170797j 0.0114879+0.0605863j 0.0077265-0.0691482j -0.00937338+0.0326661j 0.00937701-0.00487196j 0.0361515+0.00791481j 0.00383363+0.010678j 0.0343521-0.0103188j 0.00222651+0.0540592j 0.00581939-0.0210498j 0.0423317-0.101658j -0.0379236+0.0390904j 0.0118628-0.0288516j -0.0615856+0.0450775j -0.0613165+0.0598836j 0.0314473-0.0160871j -0.0384382+0.021944j -0.00530601+0.00724335j -0.00795215-0.00900579j -0.00351599+0.00853547j -0.0319284+0.0492865j -0.0165649+0.0289506j -0.000107401+0.0173423j 0.010057+0.0155961j 0.0105801-0.0151459j -0.00221746+0.0171524j 0.014859-0.0500202j -0.0223845+0.0357763j -0.029417+0.0392859j -0.00813088-0.0316453j -0.0153578+0.0432674j 0.0216228-0.0324617j 0.00224208-0.0125288j -0.034516+0.0169202j -0.00867556+0.011569j 0.0070139+0.00857999j -0.00560198-0.0382319j -0.0165277+0.019118j 0.0140769-0.00228708j 0.0133602+0.00599166j -0.00306565-0.00756877j -0.0027809+0.0208429j -0.0154279+0.0121625j -0.00425081-0.0437057j -0.00417751+0.0143487j -0.00658645-0.000161445j -0.00124458+0.0201002j 0.0149669+0.00868325j -0.00126249-0.000217123j -0.00639224+0.00856313j -0.0130598-0.0209898j -0.0115992-0.0079041j 0.00592677+0.023382j -0.00459271-0.0119217j -0.0123161-0.0227497j -0.00793383-0.0196772j -0.0101663-0.0133974j -0.0123737-0.00261403j 0.00109864+0.0326242j 0.0248011-0.0084712j -0.00189519-0.0240395j 0.00829666+0.00457798j 0.0096157+0.0095927j -0.0136775+0.00279669j 0.0097997+0.00688632j 0.0145351-0.0299126j -0.0101883-0.0126384j -0.0120759-0.00590128j 0.00786177-0.0193816j 0.00614182-0.0075932j 0.00680781-0.014382j 0.00831829-0.000892369j -0.00892531+0.00128954j 0.0132937-0.00589888j -0.00747875-0.0066708j 0.00580035-0.013279j -0.00415458+0.00347327j 0.00109609+0.00556715j 0.00963349+0.00876788j -0.007696-0.00137846j -0.00245237-0.00252789j 0.0171446-0.000797847j 
0.00274386+0.0288599j 0.015081+0.0056195j -0.0191506+0.00275851j -0.0170462-0.00115524j 0.0179757-0.0358121j -0.0336202-0.00671286j -0.0280094+0.00265674j 0.0149707-0.0278784j -0.0299554-0.00712399j 0.0201102-0.00455304j 0.0790724-0.0131315j 0.0179918-0.0151519j -0.0191737-0.0329924j -0.0172905+0.0885545j -0.00915244-0.0253162j 0.0612258-0.00234787j -0.0274043-0.0200929j 0.00142259-0.0499787j 0.0175954-0.0573546j 0.0573232+0.0366308j 0.0325386+0.0887679j -0.0264565+0.128601j 0.0901679+0.0809269j -0.00458565-0.0714523j 0.031212-0.0285588j -0.0722902+0.108891j 0.0435299-0.0484268j 0.00407156-0.0368289j -0.0436231+0.0626551j 0.0327281+0.00719392j -0.0110127-0.0469797j 0.0226969+0.0481415j -0.00970453+0.0120049j -9.41791e-05-0.0373367j -0.0268324+0.0175551j 0.00705041-0.0129184j 0.00135509+0.0596978j -0.0093981-0.0162804j -0.0321586+0.0304508j 0.0100436+0.0515692j -0.0243044+0.0109531j 0.0108003-0.0212271j -0.0144549+0.0138704j 0.00603316-0.0303117j 0.0233973-0.0232533j 0.0177302-0.030156j -0.0127662-0.000567517j -0.00838536+0.00305598j 0.00576768-0.000915596j 0.0173233-0.0176531j 0.00739701-0.0249703j 0.0187351+0.0151934j -0.0114253+0.00904767j 0.00258351-0.0042238j -0.0112649+0.00383865j 0.000495006+0.0127223j 0.00617286+0.0434959j 0.00363964+0.0151439j -0.0109518-0.0166448j -0.0209118+0.0082296j -0.0176884-0.0255876j -0.0146313-0.00695539j 0.0109618+0.020406j 0.011362-0.029201j 0.0108837+0.00948195j -0.00406251-0.0177752j 0.00228337-0.000530148j 0.00587979-0.00134417j 0.00268992+0.00177837j 0.0010469-0.012273j 0.0204496-0.0113072j -0.0188255-0.00446264j -0.00301064-3.47903e-05j 0.0136836+0.00442879j -0.00124868+0.0318992j -0.00222092-0.004972j -0.0149953+0.00207741j 0.000472925-0.00136683j 0.0105449-0.00162681j 0.00819942-0.019951j 0.00938851-0.0186574j 0.0062267+0.00129354j -0.00323383+0.00929698j 0.00421948-0.00905372j 0.00993902-0.0143605j 0.0026172-0.015466j -0.00616336+0.00740746j -0.00214396-0.0117743j 0.012534-0.00446963j 0.014846-0.0101366j -0.00296654-0.00904171j -0.00609779+0.0186005j -0.0039945+0.00353808j 0.00396039+0.000821424j 0.00483615+0.0194233j 
