0.0132112-0.00916869j -0.0111477-0.00819054j -0.0177023-0.0101807j -0.0196022+0.0240281j -0.0103415+0.00847877j 0.00442655+0.00121303j 0.00911226+0.0257015j -0.0152828-0.0104281j 0.0379599-0.0510612j 0.00195213+0.0109806j 0.0403171+0.00362973j 0.0109321+0.00153172j -0.00331333-0.0245807j 0.02113-0.0115651j 0.0109521-0.029662j -0.016852-0.018755j -0.0108866+0.0592636j 0.0230816+0.000224922j 0.00934839-0.0237113j -0.0285517-0.00891337j -0.00227495-0.00763865j 0.0026966-0.0238588j 0.0338946+0.0497034j 0.0101426-0.00797307j -0.00120031-0.0318269j 0.0427648-0.0251821j -0.0275006-0.0142227j 0.0431876+0.0345458j -0.0115839-0.00304308j -0.00803023-0.1228j 0.0714729-0.0224707j -0.0478172-0.016235j 0.076071-0.0287617j 0.0762819+0.0315354j -0.0192326+0.00414082j 0.000298215+0.0668674j 0.0334952-0.0119962j 0.0395289-0.0837608j 0.0260122-0.0562132j 0.0286155+0.0196879j -0.00552144-0.0420366j -0.066577-0.0231079j -0.012135+0.0228581j -0.0204437-0.0133591j -0.0257642-0.00814037j -0.0193497+0.000324505j -0.0158417-0.0201179j -0.0153015+0.0287922j -0.0177155+0.0172039j -0.00883809+0.0265174j -0.00763108-0.015066j 0.0076284-0.00219635j 0.0529862-0.00364201j 0.0259905-0.00750035j 0.00861021+0.0239709j 0.0249337-0.0241958j 0.00626248-0.0285721j 0.00980055+0.0101849j 0.0382291+0.0137079j 0.025234-0.0276571j -0.00612651-0.0136589j 0.00243678-0.0176013j 0.0115455-0.028629j -0.0175698+0.00593765j 0.00546094-0.00323192j -0.0163038-0.033703j -0.00372106+0.0571891j 0.0164458+0.0193528j 0.0246817-0.0137621j -0.085987+0.0190653j -0.0106582-0.00407576j -0.00764077+0.0466421j 0.0369841+0.0219303j -0.00239705+0.0100337j 0.0508659-0.0382464j 0.0118841+0.00563663j 0.0141771-0.00474932j -0.0194739+0.0272884j -0.00758303+0.00329139j -0.000650541-0.00546771j 0.0295908+0.0264437j -0.0237324+0.0127151j -0.00827999-0.00745215j -0.00316137+0.0180961j 0.0138543+0.0157568j -0.00589707-0.0151553j 0.0143511-0.0059837j 0.0313399-0.002678j 0.0225638-0.0305309j -0.050944+0.0298491j -0.00131723+0.0554342j 0.0199634+0.0332191j -0.030782+0.0120452j -0.0235891-0.0830546j 0.0806692-0.0487061j 
0.00574013-0.0102564j 0.00330492+0.00673932j 0.0084905+0.0104983j 0.0142254+0.00943455j -0.0106567+0.00367983j -0.00505161-0.0102387j 0.0178092-0.0108651j 0.00503467-0.00443249j -0.00342854-0.0133937j 0.011548+0.0266462j -0.0327665-0.0164704j -0.0141499-0.0353453j 0.0252278+0.0079329j 0.0482469-0.0126535j -0.0434587-0.0400334j -0.0162686-0.0102124j 0.0153577-0.00175971j -0.0189292-0.0380118j -0.000393333-0.0194853j 0.00790152+0.0282013j 0.0165605-0.0444662j 0.0130485-0.00265336j -0.0107134-0.00443016j 0.00531791+0.0111868j -0.00160707+0.0123828j 0.0555444-0.0254146j -0.0231891+0.0845174j -0.033158+0.0115034j -0.00346777+0.00548755j -0.0265421+0.0103127j -0.0245847+0.001053j 0.00161147+0.0137258j 0.0267743-0.00369545j 0.0042661+0.00828606j 0.0250259+0.00371321j -0.00537689-0.0163354j -0.00283914-0.0184436j -0.000269274+0.0071997j -0.0167995+0.00286582j 0.00410835+0.0318128j 0.00914611-0.0145483j -0.0141849-0.0477958j -0.00507893+0.0064597j -0.010825+0.00867397j -0.0014901+0.00614155j -0.00463959+0.0212541j -0.0278758+0.011745j -0.0186986+0.0131883j 0.00691341-0.0120078j 0.0108606-0.0200311j -0.0047919+0.0114863j 0.017206-0.000524336j -0.00285791+0.000178471j -0.0095978-0.0165982j 0.0123424-0.0126461j -0.020077+0.00419165j -0.00712146+0.0102869j 0.00803878-0.0030271j -0.0156215+0.0131206j 0.00243491-0.00556427j -0.0158931+0.00470425j -0.000998236-0.00633073j -0.0125893+0.0158946j -0.00306221-0.0180014j 0.0133056+0.0108691j -0.017115-0.0177297j 0.00206504-0.00613436j -0.00337948-0.00359983j 0.0134699-0.000632073j 0.000552159+0.0248962j 0.00495764-0.00653876j 0.0123288-0.00938245j -0.0226959+0.00919038j 0.0147372-0.00138936j 0.00453367-0.00839662j -0.0105516-0.000204568j 0.0117255+0.0253378j -0.00128649+0.00226157j 0.00241194+0.0114706j 0.00319155+0.011437j -0.00248245+0.0113468j -0.00750012-0.00369763j 0.0188417+0.00609133j 0.00825579-0.000752489j 0.0118531-0.0234886j -0.00222574+0.00842697j 0.00947239-0.00521919j -0.0246175+0.0286464j -0.00130598-0.0137318j 0.00834126+0.00843599j 0.00339007-0.00517844j 0.0150572-0.0111331j 0.00330187-0.0125753j 0.00194481+0.0147792j 0.010789-0.0148022j 
0.0126415-0.000751375j 0.000194727-0.000986527j 0.00398979-0.0102124j -0.000719426-0.0122417j -0.0144822+0.00786446j -0.0102457+0.00970789j -0.0120431-0.000400522j 0.00946208-0.0201036j -0.00861882+0.000400735j -0.00519054+0.0121337j 0.00759031+0.0298109j 0.0167491-0.0302557j 0.0342178+0.00180563j -0.0117417+0.00334603j -0.0492871+0.0132228j 0.0337198+0.02701j -0.0297217+0.0209911j -0.00533831+0.0144317j 0.0503023+0.00190519j -0.00904067-0.0049456j -0.0219115-0.0510446j -0.060058-0.0119742j 0.0136793-0.023595j 0.0350963-0.00373874j 0.0142662-0.00702544j -0.0351466-0.00957961j -0.0151038+0.000423596j 0.0313041+0.00192214j 0.0077889+0.0127646j 0.00726284-0.0409048j 0.0065803+0.00183206j -0.00663-0.00800119j 0.017311-0.0220274j -0.0183904+0.0584053j 0.0168032-0.00569618j -0.0001319+0.0271482j -0.0179244-0.00720336j 0.0224197+0.0123352j -0.00229082-0.0205596j 0.00676104+0.0337843j -0.013787+0.0296405j -0.00538002+0.0228953j 0.0103526-0.0317563j -0.00269306+0.010317j 0.0243998-0.0148257j 0.036949-0.0300882j -0.0164104+0.0238465j -0.00886145+0.0227906j 0.0185822-0.0221171j 0.00709504+0.0144328j -0.0108211+0.0247598j 0.0242171-0.0221012j 0.00669737+0.00638416j 0.00481161+0.0126519j 0.00464199-0.007516j -0.014347+0.0206398j 0.00942501+0.00830029j -0.0134142+0.00757409j -0.00529733+0.019189j -0.00627889+0.0199122j 0.0186935+0.000394169j -0.000912995+0.00630092j -0.00323302+0.0141455j -0.000932181+0.00524792j 0.00568874-0.0165568j 0.000545011+0.00773983j -0.00785827+0.00387951j -0.00122891+0.00329761j -0.00295522+0.00208957j -0.000772148-0.00280182j -0.00312543+0.00115532j 0.00078034+0.00701015j 0.00423193-0.0110693j 0.00742472+0.0119459j 0.000119798+0.0024807j -0.00638745+0.00674631j -0.00158666+0.00903814j 0.00494266-0.00280566j 0.00526733+0.00066138j 0.00683716-0.0206412j 0.000994349+0.0186169j 0.00948663-0.000743253j 0.000182614-0.0395189j -0.00429012+0.00403537j 0.00389526+0.0139932j -0.00847172+0.0185559j 0.00151662-0.0102807j 0.0102944+0.00774585j -0.00689915+0.0145266j 0.00181974-0.0152592j -0.00551327+0.0109264j -0.00177414+0.0018137j 0.00243403+0.00594745j -0.00174836-0.0152508j 0.0133936+0.00503308j 
0.00258176-0.0113792j -0.000181966-0.0039624j -0.00906324-0.00633464j 0.00279748+0.00992577j -0.0129078+0.0154586j 0.00415566-0.00435988j 0.0101385+0.0150506j -0.00213251+0.0148447j 0.0118371-0.0100453j 0.0289118+0.0101355j -0.00866265-0.00869338j -0.0323181-0.0242455j 0.0157691+0.0602937j 0.0123105+0.0195581j -0.0368763-0.0151498j -0.0510227+0.00283125j -0.0106582+0.00408233j -0.0266123+0.00461672j -0.0276411+0.00628038j 0.0266223+0.00124235j -0.0169108+0.0349769j 0.00988523-0.00744933j 0.0255614+0.00350311j 0.0291013-0.0116188j 0.00374855+0.0353514j 0.0537225-0.00817695j 0.0329+0.0136975j 0.0193148-0.0116732j 0.0116543-0.0516071j 0.0195419+0.00791254j 0.0207599-0.0140895j -0.0275906+0.0128708j 0.0489169-0.0101658j 0.0415023-0.0227643j -0.0242736+0.00243018j -0.0147448+0.000153218j 0.00802729-0.00518216j 0.0425524-0.000446531j 0.0145788+0.000421643j 0.0144428-0.0298426j 0.0196055+0.0338281j -0.0407452+0.0314572j 0.0222775-0.00447463j 0.000718082+0.00763169j -0.0274075-0.00363333j 0.00343852-0.00753538j 0.0044487+0.00425705j -0.00462718+0.00573817j -0.00237394+0.00782542j -0.0204325-0.00565451j -0.00316658+7.17697e-05j 0.00940705-0.0108876j 0.0190714-0.0196909j -0.00996948+0.00786269j 0.00491739+0.00174236j 0.00782696-0.0138188j 0.00236876-0.00581173j 0.00183011-0.00920418j 0.0118571-0.019349j 0.0172763-0.0132724j -0.00344526-0.00712746j -0.00130784-0.00147375j 0.00527588-0.0154168j -0.0191352+0.0205266j 0.0102402+0.00374435j -0.0134081+0.0212172j -0.00409958-0.0153565j -0.000865206-0.0107735j -0.00576865-0.00839974j -0.0170593+0.00453247j -0.00685221+0.00642055j -0.0164288+0.00606587j 0.00997777-0.0162414j -0.0013176-0.00714373j 0.0215935-0.000313713j 0.00793593+0.00662043j 0.00303916-0.00615869j -0.0103733-0.000854177j -0.00235401-0.00120082j -0.00327931+1.86967e-05j 0.000156634-0.0209528j -0.0155177-0.0130162j -0.00475753-0.00717433j -0.0156548-0.00279331j 0.0055677+0.0122348j -0.00641914-0.00377976j 0.00291089-0.0254506j 0.0145808-0.0168738j -0.00483092-0.00968621j -0.0203878+0.0178865j 0.00978536+0.00319362j 0.00681831-0.00579631j 0.00208735+0.0025185j -0.00498029+0.0114291j 0.0201835-0.0120657j 
0.0189465+0.00311027j -0.0133119+0.00714246j -0.00211531-0.00154036j 0.00478326-0.00342296j -0.0294009-0.00294051j 0.00523104-0.00366788j 0.0130037-0.0107144j -0.00468274+0.0161183j 0.0236658-0.0227805j -0.0100155+0.0105976j -0.0102455+0.0289084j 0.0260941+0.020103j 0.0100459-0.00556177j 0.0284568-0.0262014j -0.0301496+0.012931j -0.0149876-1.09594e-05j -0.0291133+0.0101822j -0.0241906-0.00574532j 0.0544557+0.0164061j -0.0145594-0.0126275j 0.027805+0.0062263j 9.80662e-05-0.0180113j 0.0117087+0.00974322j 0.0254823+0.0105889j 0.0030473-0.00977607j 0.0491454-0.0294812j -0.0355211-0.0377911j 0.0638505-0.0416739j 0.0988735-0.0138282j -0.0493728-0.0543537j -0.041552+0.0104559j 0.0168391-0.0306912j -0.0326239+0.0181648j -0.0328775+0.016933j 0.00847286-0.00151654j 0.000185523+0.0249663j 0.00166571+0.0285605j -0.00226119-0.0171312j -0.00934423-0.00867538j 0.0062749+0.00670309j -0.00800229-0.025515j -0.0198915-0.0145225j 0.0203452+0.00947418j 0.0101035-0.012098j -0.00227486+0.0101517j 0.0065345-0.017329j -0.0116711-0.0196948j -0.0255158+0.0213194j 0.00406802+0.0101861j -0.0107552-0.0043581j -0.0205636+0.00332725j 0.0268591+0.00959742j 0.0119934+0.00589309j -0.0157887-0.00284495j 0.00975052-0.00298511j -0.0206411-0.00812934j 0.0051508-0.00870097j 0.00935355+0.00604187j -0.00564413+0.00332338j 0.0223812-0.014223j -0.0196911+0.00626819j -0.00020045-0.00806784j 0.00482292+0.00311212j -0.00816389-0.00760418j 0.00127054+0.00481439j -0.0161315-0.0059099j 0.00781108-0.00205988j 0.00885802-0.00281772j -0.000312466-0.0130277j -0.0153908-0.000343184j -0.0136087+0.000907082j -0.000929305+0.00847844j 0.00603476+0.00304766j 0.0177161-0.000762546j 0.0203515-0.0189745j 0.00592891+0.00186312j -0.00315832-0.0122432j 0.00794133+0.00623177j 0.0046644+0.000705994j -0.0147592-0.00968569j 0.0113787+0.0181469j -0.00287696+0.0306517j 0.00793821-0.00207455j -0.00245094+0.00458565j -0.0123191-0.00557637j -0.00406461-0.0195494j 0.010561+0.022769j -0.0148272+0.0121798j -0.0275231+0.0234926j 0.00477444+0.00550412j 0.00396535+0.0103348j 0.0161985+0.00470127j -0.00110954+0.00867902j -0.00846806+0.000751942j 0.00582107-0.00832355j 
-0.00711971-8.17008e-05j -0.00956044-0.00164811j -0.00747545+0.00580377j -0.0161253-0.00207419j 0.0207197-0.0137001j 0.018564+0.00584419j -0.0059196-0.00223638j 0.00291144+0.00596295j 0.0112175+0.0297622j -0.0200853-0.0125944j -0.0140194-0.0329792j -0.00574178-0.0324635j -0.0326699+0.00901788j -0.0185907+0.0190671j 0.0768221-0.0432444j -0.0226312-0.0157378j 0.0292884-0.0410374j -0.0248421-0.0277926j -0.0236575+0.00848109j 0.0157373+0.00520085j 0.0173909-0.0501058j 0.0431335-0.0131043j -0.0261526+0.0337542j -0.0326871+0.00436674j -0.00724889-0.0333853j -0.0165394+0.0379388j -0.0356158-0.054501j -0.0893204+0.0268623j -0.0221952+0.0855872j -0.0421601+0.0120174j 0.00902277+0.00521305j 0.00456745+0.00823133j -0.0199049-0.0152067j -0.0147353-0.0147572j -0.0188265-0.00706388j 0.0418533-0.0104912j 0.002824-0.0127814j -0.00313514+0.0253358j -0.00137946+0.0180241j -0.00295212+0.00482626j 0.0197839+0.0275678j 0.0258449+0.00508728j -0.0374205-0.0123568j 0.00295456+0.00720805j -0.0114286-0.0140782j -0.0177305-0.0120602j 0.00197087+0.0135129j 0.0277865-0.0115524j -0.0149793-0.0251443j -0.0034083-0.0201635j 0.0177302+0.00185768j 0.00246614+0.00129096j -0.011105+0.0177927j 0.00610655-0.0091881j -0.0159484-0.0140294j 0.00254154+0.00737273j -0.0013818+0.0113678j 0.0306919+0.00771747j -0.0139817+0.00401938j -0.0121673+0.0133503j -0.00412438+0.0155883j 0.00680739-0.00797973j -0.0039474+0.0103953j 0.00294586-0.00686806j -0.019226-0.00452999j 0.018119-0.00246264j 0.00243562-0.000151172j -0.00424874+0.0060998j 0.023634-0.00230875j -0.0103635+0.00940401j -0.00095096-0.0192798j 0.00527839-0.00561497j 0.0174459+0.00712745j -0.000565308+0.00234709j 0.0103901+0.0238167j 0.0102399+0.0036887j -0.00850565+0.00035476j -0.00539284+0.0146616j -0.00228924+0.00293315j -0.00401977-0.00161572j -0.00187675+0.00924075j -0.00112832-0.0153268j -0.0336844-0.00514009j 0.00219814+0.00074751j -0.00602002-0.0295224j 0.0176015+0.00827945j 0.0053753+0.0151289j -0.024689-0.00307131j 0.0301208-0.0192366j 0.00170387-0.0126453j 0.00819219-0.00782583j -0.0215158+0.00401354j -0.0297541-0.0106074j -0.00104234+0.0068347j 0.00829769+0.00280799j 
-0.0136908-0.0120971j 0.000443123-0.0028666j -0.00379757-0.00762659j 0.00144952+0.0142744j 0.0125039+0.00385551j 0.00324703-0.010228j 0.0130164+0.0104178j -0.0163479-0.0222598j 0.0124247-0.0121981j 0.0208926+0.00425265j -0.0126872-0.0172145j -0.00296143-0.0286274j 0.000498048-0.0298817j 0.0295955+0.0217633j -0.0222466-0.000106588j -0.00895671-0.0235478j -0.00302589+0.0314457j -0.0107379+0.00791749j -0.0356395-0.0631478j 0.00541376+0.0351752j 0.015148-0.0139442j -0.00496801+0.0264852j 0.0207458+0.0146155j -0.0222467-0.00488231j 0.0125877-0.0350945j 0.0049961+0.0276738j 0.0488335+0.0125443j 0.0378404-0.0184462j 0.00427561-0.0219651j -0.00247683+0.0047246j -0.0171858+0.0124523j 0.00273905-0.0135642j -0.0249894+0.035215j 0.00953677+0.0316439j -0.00449514-0.0118106j 0.00730834-0.00483193j -0.00341044-0.0107705j -0.0514052+0.00707976j -0.00319868-0.00802127j 0.00415152+0.0242895j 0.0114065-0.0170466j 0.00202348-0.0134358j -0.00459651+0.0122754j -0.0051932+0.00597105j -0.0177696-0.0124388j 0.00934406-0.00147043j 0.0107523+0.00777037j -0.00694557+0.00906984j 0.00920563-0.00988831j -0.000995665-0.00296973j -0.00678707-0.00604768j -0.0109272-0.0102255j -0.00421331-0.00143211j -0.0067875+0.017937j -0.00205853+0.0181969j -0.0102695+0.020543j -0.0109634+6.67643e-05j -0.0146533-0.000763015j 0.00250729+0.00801056j 0.00157799-0.00291684j -0.0170903+0.00554785j -0.0033664+0.00070008j -0.00739443+0.0117616j 0.00676208-0.00286089j -0.00698958+0.00259199j -0.00673988-0.00976629j 0.00764583+0.00577482j 0.0131186+0.00278371j -0.0109587+0.00335796j -0.00495435-0.0205182j 0.0019231-0.0163428j 0.00474285+0.00360347j 0.00597587+0.0074689j -0.00194554-0.00593618j 0.0102241-0.00306634j 0.00664898-0.00265148j -0.00224281+0.021195j -0.0154038+0.00722411j -0.00988722+0.00711922j -0.00220096+0.00333271j -0.00367074-0.0108467j -0.00580432-0.0164884j 0.00895783-0.0217298j 0.0125169-0.00244465j -0.00852281+0.0150464j 0.00400222+0.00140356j -0.0224882+0.00659786j 0.00723373+0.00296851j -0.00686645+0.0155906j 0.0164733-0.0101827j 0.0121361+0.0156815j 0.00250486-0.000793897j -0.0232111+0.008235j -0.00586757-0.0135215j 0.00155554-0.0126354j 
-0.0161348+0.000712533j 0.00732357-0.00578438j 0.015242-0.00292531j 0.0217052-0.00955992j 0.0229655+0.00157411j -0.00573644+0.0136013j 0.025044-0.0095789j -0.00297799+0.00617971j 0.000267224-0.0080701j -0.0068442-0.00542026j -0.0494256-0.0207178j 0.0176576-0.0294814j -0.0164309+0.00378053j 0.0394852-0.00928847j 0.0367432-0.0400371j -0.0168085-0.016345j 0.025207+0.00412855j -0.0144549-0.0466762j -0.0398817+0.00205597j 0.0029175+0.0205006j 0.0151095-0.0350824j 0.0432571-0.00687122j -0.000123179+0.0168094j -0.0511011+0.0507435j 0.00320372-0.00982652j 0.0199507+0.0444101j -0.0149145+0.00653519j -0.0312524+0.0140218j -0.00562891+0.0691784j 0.0285465-0.0275205j -0.0469521-0.00422454j 0.0258514-0.00868002j -0.0265259+0.013641j -0.00502616-0.000148362j 0.0322402-0.0167883j 0.0122802-0.00736644j 0.00155566-0.0389066j -0.0351416+0.0207123j 0.011015-0.0265039j -0.020148+0.00810681j 0.0124552+0.0105108j 0.023535-0.000505399j 0.0120918+0.00770841j 0.00398984+0.0122469j -0.016304+0.00249681j 0.00656353+0.00508222j 0.00724245-0.0189343j 0.0162095-0.00187108j 0.0232955-0.0122533j 0.0211245+0.00904103j -0.0139824+0.00204976j -0.00085113-0.00136998j -0.0139184+0.00464943j 0.00236822+0.00354408j 0.0108334-0.0046942j 0.000699571+0.00874657j -0.00558065+0.00184125j 0.00647208+0.00374805j -0.0073161+0.00963171j -9.77339e-05-0.00481391j -0.0125174+0.0139299j -0.0107338-0.0047277j -0.00347453+0.0111166j 0.0057881+0.00839205j 0.00403408-0.0241034j -0.0015241+0.00795166j 0.0132817+0.00146637j -0.0135934-0.00732231j -0.0133859-0.00931269j 0.0119458-0.0115097j -0.0101477-0.00653155j 0.00784706+0.0140063j -0.0172714+0.00271059j -0.0010659-0.00676522j -0.0188864+0.0121581j 0.0101789+0.00224352j -9.70052e-05+0.00606859j -0.00227952+0.0112748j -0.000263688+0.00326832j -0.00683487-0.00768579j -0.0153072-0.00689778j -0.00233965+0.00165269j -0.00185424-0.00513169j 0.000502489+0.00193121j 0.00515794-0.00829327j 0.00182586+0.00639233j -0.0161061+0.0120692j -0.0121088-0.00313818j -0.0257338+0.0184746j 0.0182782-0.00690202j -0.00458888-0.00443054j -0.00952221-0.00444518j 0.0202214-0.0184329j 0.00776025-0.00542086j -0.0158659+0.00212852j 
0.00245009+0.00302786j 0.00919053+0.00249229j 0.0169049-0.00306805j -0.00334842+0.00134569j 0.00851803-0.00973756j -0.00798375-0.00675015j -0.0112841-0.00579478j -0.00709052-0.00560865j 0.00471085+0.00293255j -0.0247695+0.0245357j -0.00284848+0.0163367j 0.0180652-0.0178874j -0.0502399+0.000729844j 0.00299818+0.0215058j 0.0264408-0.00610398j 0.0140006+0.0232123j 0.0140732-0.024546j -0.0111068+0.0312299j -0.0392825+0.0295824j 0.0123506-0.00618799j 0.0343152-0.0150721j 0.0230897-0.0065278j 0.0265608-0.00667183j -0.0482947-0.0240405j -0.00516134-0.012964j -0.00362991+0.00441607j 0.00785393-0.00752769j -0.0109054-0.012943j -0.0267951-0.014795j 0.0368769+0.00835133j 0.038063+0.00685844j -0.0356222+0.0136001j 0.0495074-0.017773j 0.0100332-0.00594521j 0.0125538+0.00295116j 0.00690026-0.0362447j 0.00738995-0.00107685j 0.0140242-0.00212164j -0.0154977+0.0174051j -0.01152+0.035354j 0.0173735-0.00719134j 0.0311266-0.0258842j -0.0216859+0.00967431j -0.011176-0.00947875j 0.00551195+0.00334126j 0.00390927-0.00182437j -0.00461248+0.019048j 0.00592055-0.00416778j 0.00883143-0.00369115j 0.0233839-0.0192794j 0.00242729+0.0192916j -0.000342554-0.00508321j -0.0197391+0.00211317j 0.018711+0.00277905j 0.00745129+0.00328685j 0.0078925-0.0105583j 0.00587942-0.00453585j -0.00333775-0.0068061j -0.00520023-0.00935382j -0.00231187+0.00934501j -0.00226874+0.00433072j 0.00117192-0.00337305j 0.000775658+0.00282993j -0.0120165-0.0194539j 0.00106337-0.00133541j 0.00350822-0.0093207j -0.0212723-0.0205737j -0.00559594+0.00976267j 0.000756865+0.00289649j 0.00720353-0.0065327j -0.00942315-9.30873e-05j 0.00693931+0.00245302j -0.00516781+0.0022062j -0.00536355+0.00236891j 0.00354304+0.00726143j 0.00452754+0.00466481j 0.0116779-0.000529442j -0.00279107+0.00414486j -0.00675855+0.00364474j 0.00688801-0.00653905j 0.0137505-0.00160741j -0.00281342-0.00461998j -0.0123096+0.00904609j -0.00685633+0.0108582j 0.0114086-0.00323108j 0.00601382+0.00101413j 0.0076441-0.00331893j 0.00199769-0.00367184j 0.00400853-0.0037553j 0.000176957+0.000683936j -0.00663823-0.00667349j -0.0109151-0.0034066j 0.0133416+0.000261654j 0.00422835+0.00675475j 0.0042617+0.00791048j 
0.0030762+0.00274356j -0.0028164+0.00441944j -0.00299013+0.00662897j -0.00240669-0.00900448j -0.0107969+0.0175311j -0.000182482+0.00279267j 0.00354239-0.0170455j 0.0063957+0.00827115j 0.0112254-0.00550488j -0.0114555-0.0101322j -0.00171777-0.0189932j -0.00684033-0.00797218j 0.0211388-0.000210449j 0.0134095-0.0262512j -0.027289+0.0218127j -0.0102029+0.014797j -0.0300477+0.00859494j -0.0305257-0.0303246j -0.00565648-0.00459326j 0.00598225+0.00876481j 0.024958-0.00837937j 0.00719254-0.012653j 0.00999168-0.0143198j 0.0279735-0.0129589j -0.00871921-0.00280175j 0.00288225-0.0363806j 0.0596213-0.00080245j 0.0680865-0.0320457j 0.079697-0.0193851j -0.0106323-0.0140258j -0.0620285+0.0145211j 0.0497151-0.0132034j -0.0565807+0.00493421j -0.0585278+0.00531806j 0.0106544+0.00948185j -0.0198521+0.0101792j -0.0418779+0.00853938j -0.0311493-0.0266873j 0.0181582-0.0158506j 0.0488292+0.00393828j -0.0443526+0.00841193j -0.0677925+0.0102072j 0.0243142-0.0163331j 0.0187357-0.0145832j -0.010804+0.0220018j 0.0234803+0.00351658j 0.00345641-0.0192223j -2.77182e-05+0.000675214j -0.011298+0.0123827j -0.0408861+8.13727e-05j 0.000270844-0.000802065j 0.0124963+0.0139262j 0.00518781-0.0207109j -0.0188231-0.00379192j -0.0146969-0.0143913j -0.0085703-0.00827354j 0.00782067-0.00549826j -0.0122885+0.00248357j -0.00811326-0.0152524j -0.00972747-0.0143888j -0.0045958+0.00797262j -0.00619169+0.00470046j 0.0144628+0.006241j -0.00366593+0.00576315j -0.00289985+0.00515569j -0.00838999+0.0142528j 0.0153415-0.00443858j -0.000243727+0.000785055j -0.00624557+0.018154j 0.0109695+0.00394815j 0.00957172+0.0116399j -0.0118418+0.00312133j 0.00970241-0.00723686j 0.00238216+0.00563924j 0.0149573-0.00912467j -0.00790948+0.00410967j -0.0209748-0.0149179j -0.00342178-0.0107282j 0.0134707-0.00930971j -0.00472607-0.00777528j -0.0230683+0.00690512j 0.0134699+0.0177225j 0.0192266-0.0163827j 0.00298354-0.0116153j -0.0209987+0.0154186j -0.0176142-0.00386689j 0.000690275-0.0149235j -0.00728046+0.00400484j -0.0117561+0.00760534j 0.00627212+0.00436404j 0.00381398-0.00331867j 0.0261471-0.00336564j -0.00729578+0.00232878j 0.00229476+0.00612695j -0.0072334+0.00385185j 
0.00031074+0.00901635j 0.00528124+0.00323344j 0.010517+0.000786599j 0.00125917-0.0147198j 0.00418639-0.00730432j -0.0106025-0.000233487j 0.00697486-0.01411j -0.00807701-0.00970313j 0.00737373+0.00326286j -0.0221302-0.000365253j -0.00522886+0.00394154j 0.0179974-0.0169817j -0.0313773+0.00174951j 0.0115661-0.0109173j 0.0236055-0.0089841j 0.000336172+0.0208648j 0.0124692-0.0134249j 0.00706489-0.00226964j -0.0132958-0.0225319j -0.00758252+0.0163023j 0.0174264-0.0105308j 0.015821+0.00311791j -0.00281803+0.00335533j -0.0180985-0.0195509j 0.0107247+0.00882682j 0.00924324-0.0411898j 0.0305293+0.0269244j 0.0146624+0.0128533j -0.0385174+0.0275216j 0.0366374+0.0481758j 0.0318953-0.0122114j -0.0165164+0.019827j 0.0292186-0.0167189j 0.0135283-0.0260109j 0.0218232+0.00375132j -0.0207514+0.00574988j 0.0134745+0.00180497j 0.00178495+0.00932831j -0.0171068+0.00974079j -0.032333+0.0130516j 0.0628074-0.00358554j 0.0683228-0.00802234j -0.0228781-0.00165718j -0.00908089+0.00300788j 0.0059027+0.00749124j -0.000338759-0.000811128j 0.00538874+0.00832151j -0.00159845+0.00257241j 0.0142185+0.00026048j 0.0155995-0.00598679j 0.00934055-0.0103687j -0.00346067+0.00557899j -0.0229239+0.0168901j 0.0129315-0.00442544j -0.00437294-0.00859957j 0.00175713+0.010766j -0.00282658+0.000116813j -0.00155731+0.00786428j -0.0157306+0.00651624j 0.0164207+0.00181304j -0.00592658+0.00100453j 0.00292237+0.0036431j -0.00533931+0.00572657j 0.00515654-0.00511863j -0.00051063-0.00471205j 0.0083468+0.0173783j -0.0193126-0.0067379j 0.00215778-0.00960283j 0.00223146-0.00120375j -0.00402843-0.00545565j -0.00797644+0.00291867j 0.00620928-0.0132737j -0.00260797+0.000196274j 0.00378305+0.00061898j -0.0106398-0.00506539j 0.00466463-0.00202107j 0.00234488+0.00416371j 0.00392165-0.00390474j 0.00153364-0.000568568j 0.00754932-0.000952467j -0.0118765-0.00899974j -0.00476945-0.00177918j -0.0113258-0.00161974j -0.00566575+0.00137945j 0.0210173-0.00812501j 0.00476582+0.00668009j -0.00635413-0.00804326j -0.00597745+0.00944197j -0.00478022+0.00183418j 0.00202252-0.00244484j -0.0103219-0.018955j -0.000855145-0.00612634j 0.0133237-0.00487184j 0.00330581+0.00840511j 0.00151009+0.018715j 
