-0.170977+1.93678e-13j 0.0596391-0.00249458j 0.021379+0.0289607j 0.100432+0.134497j -0.0172286+0.0468861j -0.0244476-0.0391405j 0.0266502+0.102399j 0.0272497+0.0424839j 0.00272831-0.0325261j 0.0223133-0.0716563j 0.0198225+0.000972142j 0.0153738+0.0276212j -0.00854476+0.0470908j -0.00993109+0.0212789j 0.0129524-0.0542342j -0.0225192-0.00468833j -0.00212181+0.0101582j -0.0376626-0.0085315j 0.0116063+0.00207566j 0.0268741-0.0150593j 0.0479424+0.0406476j -0.0109568+0.0206797j -0.0946905-0.000282241j 0.054569+0.0733301j -0.136954-0.0412114j 0.0803723-0.15721j 0.115791+0.0493872j -0.00108318+0.111681j 0.0555006-0.0422227j 0.0341141+0.0581621j -0.126011-0.0337091j -0.0183884+0.017206j 0.0746697+0.0813242j -0.0382192-0.0544826j -0.000363195+0.0469817j -0.0438024+0.00863356j 0.0158113+0.00576315j 0.0128755+0.0812655j 0.0281352-0.0437052j 0.0157329-0.0497259j 0.00583415+0.00339865j 0.0267455+0.0505585j -0.00616962-0.0153444j -0.00196048+0.00238728j 0.00638141-0.00138647j -0.0258898-0.00877795j -0.0248177+0.0302845j 0.00540127+0.0204497j 0.00283859-0.00625132j -0.00496568-0.0195929j 0.0193311+0.0166359j -0.016524+0.0450581j 0.03326-0.0344175j -0.0136749+0.0339929j -0.0436565-0.0332642j 0.0095229+0.00531276j 0.000406439+0.0295879j -0.00892553+0.00277556j -0.0400969+0.033314j -0.0157575-0.00261993j 0.0199886-0.0306937j -0.0330935-0.00443798j 0.0126073+0.0342729j 0.0245956-0.0507418j -0.110781+0.156238j -0.175783-0.184324j 0.229734+0.0551573j -0.0551927+0.109831j 0.0605754-0.163468j -0.0250325-0.0222403j -0.0107656-0.000563402j -0.176598-0.0768448j 
0.0153738-0.0276212j -0.00767743-0.0551979j 0.0256178-0.0797746j 0.0147861+0.000610616j 0.0723297-0.0130941j -0.0419037+0.0259407j -0.0348257+0.071869j -0.0364405-0.00820976j -0.0407677+0.07344j -0.0468822-0.0571658j -0.0647488+0.0694717j -0.149816-7.49401e-16j -0.0312577-0.239574j 0.0191918-0.0162655j 0.0105678-0.034261j -0.0592512-0.117836j -0.213982-0.132129j 0.0110636+0.153357j -0.168396-0.112223j 0.0598459-0.03874j 0.0107114+0.116362j -0.0787908+0.174826j 0.0926745+0.141437j 0.150634+0.0847443j -0.177872+0.217981j -0.0327794+0.0112332j -0.0769574-0.00276658j -0.0902712+0.150233j 0.0181531+0.0274715j 0.0208416-0.00272063j -0.021853-0.0285376j -0.0528622+0.00574893j -0.0118879-0.0427046j -0.03649+0.024241j -0.0212645+0.00623379j 0.00664795-0.0187189j 0.00338482-0.0186625j -0.0292804+0.0136587j 0.00011415-0.0225932j 6.46133e-06+0.018606j -0.00778804+0.016789j 0.0174312-0.00589094j -0.0134122-0.00017122j -0.00892545+0.0127805j -0.00817632-0.0238797j 0.0208023-0.011271j -0.0120997+0.011476j 0.0281055-0.0107902j -0.0163-0.00475098j 0.0143985+0.0310379j 0.00102976+0.0230806j 0.00836319+0.0180994j 0.0119679+0.0025029j -0.00661812-0.0393408j -0.0158639+0.00638911j -0.00234775+0.00249777j -0.0272885-0.0277652j -0.0166476+0.015564j -0.0168912-0.0497608j 0.0275398-0.0138426j 0.00979149-0.0169854j -0.00947855-0.0157854j 0.00760506-0.022151j 0.00936616-0.0225567j 0.0159828-0.00991401j 0.0192292+0.0135576j 0.00227949-0.0219102j -0.000535503-0.00819638j 0.0143978+0.00207357j -0.0164839-0.00998142j 0.0152854+0.00857266j 0.00470544-0.000338601j 
-0.00854476-0.0470908j -0.0230309-0.00766249j 0.0199953+0.0186627j -0.00717735+0.0724229j -0.0352926+0.00549309j 0.026401-0.0318084j 0.0782678+0.019637j 0.0870628+0.104322j -0.0783618+0.0463065j 0.0521404-0.0113942j -0.0767171-0.0668579j -0.0312577+0.239574j 0.114093+5.60663e-15j 0.0287323+0.132233j 0.0673433-0.00834993j -0.152454+0.0380939j 0.100848-0.115552j 0.0510885+0.0617433j 0.157865-0.0269358j 0.11133-0.13857j -0.0413275+0.211114j 0.00326779+0.0175114j 0.0624139-0.045999j -0.018496-0.151216j -0.0374892-0.114464j -0.0687703+0.0842384j -0.0455347+0.173021j 0.0313001-0.0597572j 0.0416682-0.0107346j -0.0351084+0.0236737j 0.0781763-0.0200435j -0.0307543+0.0344345j 0.0126949-0.00263362j 0.00358693-0.0408494j 0.0164388-0.0122634j 0.014278+0.0186608j -0.0115666-0.00634954j 0.0227936+0.03331j 0.019904+0.0143858j 0.0152661+0.00196619j 0.00858338+0.0242136j 0.0218573-0.0207737j -0.00298727+0.0150399j -0.0214308+0.0106045j 0.00166176-0.00769204j -0.00512434+0.0109842j 0.00349307-0.000322071j -0.00120931-0.0072107j -0.0248044-0.0119308j 0.0106906-0.041034j -0.00890326-0.0171804j 0.0188477+0.0228892j -0.0255174+0.00617274j 0.0110781-0.00244605j -0.03424+0.00277199j -0.0159746+0.0426398j 0.0155476-0.0182285j 0.00310528+0.0191835j 0.00196033+0.0147031j -0.0215458-0.0160292j -0.0102858+0.0251838j 0.00847035+0.0258158j 0.00747825-0.00146932j 0.00168681-0.0078743j 0.014368-0.00536216j -0.0201073-0.0162056j 0.0115315+0.0205067j 0.00849277+0.000470129j -0.00832082-0.00307299j 0.00982382+0.0141697j 0.0180991-0.00669163j 0.00195295+0.00940257j 
-0.00993109-0.0212789j -0.011914-0.0338306j 0.0206349-0.0340145j -0.0174386-0.0593479j 0.068736-0.0201899j 0.103824-0.0151393j 0.0322157-0.065295j -0.130403-0.0125791j 0.0963145+0.0166792j 0.0225546-0.00430439j -0.0177449+0.126234j 0.0191918+0.0162655j 0.0287323-0.132233j 0.210453+5.40401e-14j 0.0301335+0.116111j 0.0755503+0.0732263j -0.211333-0.178256j -0.119636+0.0504623j 0.140187-0.0770437j -0.0685417-0.225608j 0.275757+0.0905104j 0.198446+0.0547843j 0.0170853+0.00498861j -0.0904569-0.0238718j -0.145754-0.0362861j 0.10305+0.140196j 0.0250371+0.0468697j 0.00133368-0.0596316j -0.0482182+0.0321248j 0.0691335+0.00212269j -0.0553066-0.00307995j -0.0568039-0.0158262j -0.0198121-0.0419459j -0.0386804+0.0491907j -0.0429857-0.00429625j -0.0419957-0.0285885j -0.0128035+0.0269492j -0.0305461-0.0182683j 0.00456185-0.00248215j -0.0325331-0.0167529j 0.000867559+0.00575616j -0.0236768-0.00820363j 0.0176726-0.016384j -0.00913683+0.00362833j -0.0307127-0.0222587j 0.0276875+0.0114842j 0.0184309+0.0547316j -0.0364803-0.016762j 0.0290473-0.0185225j 0.0367722-0.00369333j -0.00400467+0.00619445j -0.0150629-0.0189379j 0.0129381+0.00254891j -0.03176-0.0285202j -0.0189397-0.0179393j 0.000842633+0.00704837j -0.0033581-0.032857j 0.0121661+0.00486447j -0.012929+0.000260826j 0.0157769-0.0194068j -0.000652025-0.0141518j 0.00352778+0.00444446j -0.00270062-0.0200483j 0.00365727+0.000229354j 0.00319962-0.00785657j -0.00978244+0.039541j 0.0266658-0.0139438j -0.0128174-0.0227695j -0.00629886+0.00934627j -0.0149816-0.0139559j 0.0159388-0.019491j 0.0158171+0.0235109j 
0.0129524+0.0542342j 0.0433834+0.0689265j -0.104085+0.0166983j 0.0513542+0.0737558j -0.0768657+0.0368917j -0.091973+0.0208935j 0.0671895-0.044961j 0.0578166+0.133754j 0.130604-0.125105j 0.0555611+0.0122913j 0.0494744-0.160009j 0.0105678+0.034261j 0.0673433+0.00834993j 0.0301335-0.116111j 0.259774+2.90393e-15j -0.192948-0.0800932j 0.00351574-0.00949032j -0.113839+0.215149j 0.0440811+0.119125j 0.0523666+0.0904852j 0.0608892+0.00708817j 0.0127991-0.101461j -0.0244765+0.160421j -0.0261732+0.066125j 0.0833683+0.0417237j -0.0167369+0.0238629j 0.122552-0.118461j -0.0999681-0.00941287j 0.0619948-0.147654j -0.0179202-0.0467019j 0.0204966+0.0191886j 0.0547957-0.0552472j -0.0444107+0.00763022j 0.0342451-0.0735867j 0.0323533-0.0364669j 0.0212436+0.0373075j -0.0336003-0.00651292j 0.0230841+0.0185047j -0.0211175+0.0181013j -0.00758123+0.018908j -0.010813+0.00260629j -0.00521599-0.00314117j -0.00887533+0.00248813j -0.0379538+0.0021822j 0.000981897+0.0208397j 0.023611-0.0167665j 0.00351671-0.0200594j 0.0182767-0.0247557j 0.00219033-0.00357854j 0.0132724-0.00190274j -0.0247966-0.00494407j 0.0455145+0.0493245j -0.000683995-0.0365616j -0.0115115-0.0112087j -0.0167285+0.0156858j 0.0232203-0.0203536j 0.0104762-0.00277589j 0.0123867-0.0073758j 0.00907248+0.00605607j 0.0072916-0.0180831j -0.0064203+0.0150961j -0.00100141-0.0118784j -0.0145276+0.0249329j -0.00357231-0.0103123j -0.0108498-0.00519558j 0.0281394+0.010596j -0.0110751+0.00672056j 0.0100148-0.00681292j -0.00132243+0.000427792j 0.00173931+0.0288757j -0.00926233+0.0263343j 0.00840013-0.0163137j 
-0.0225192+0.00468833j -0.00214387-0.0204575j 0.025263+0.0510147j 0.0194867+0.0305956j -0.00351151+0.108761j -0.0390683-0.0192227j -0.0410041+0.0234309j -0.0623644-0.0918173j -0.0420181-0.126205j 0.0639193+0.10402j -0.0913037+0.0498497j -0.0592512+0.117836j -0.152454-0.0380939j 0.0755503-0.0732263j -0.192948+0.0800932j -0.452815-1.95434e-14j -0.126093-0.0569824j 0.17839+0.135933j -0.015377+0.104209j -0.106611-0.133678j 0.0100115-0.0309721j 0.0383139-0.241824j 0.0794567+0.0179712j 0.0120085-0.107893j 0.0826995+0.0288942j 0.0426761-0.088823j -0.0319501+0.0191773j 0.0153651-0.0694639j 0.0339026-0.0205343j 0.043284+0.025332j -0.0332114-0.00896796j -0.023454+0.0234136j 0.0022079+0.0285137j -0.0191868-0.0148072j 0.0018393-0.0237887j -0.0166869+0.00354146j 0.00374318+0.0022598j -0.00849563-0.0153456j -0.00550861+0.0124011j 0.00320058-0.02212j 0.0189597-0.00176377j 0.0197227+0.00617602j 0.00204177+0.0150612j 0.00782777+0.000589513j -0.0171244+0.00176895j -0.0254047+0.0203406j -0.0143552-0.0145784j 0.0530837+0.0200317j -0.0267456-0.00734846j -0.00496468-0.0254031j 0.0306433+0.00759886j -0.0196234+0.0114205j -0.0218787-0.022264j -0.0127674-0.00888999j 0.0288496-0.0271526j 0.0106881-0.0179819j 0.00778288+0.0326935j 0.00166417-0.0192135j -0.0138297+0.00110987j 0.00800743+0.0167229j -0.00532907-0.00726694j -0.0012007+0.00201494j -0.0136089+0.00249932j -0.0142235-0.00560225j -0.0244023+0.00575974j 0.00886661-0.00212671j -0.000233486+0.00739521j -0.00241+0.00388352j 0.00628992-0.00914234j -0.00994673+0.0106653j 0.0146167-0.00539694j -0.00984964-0.00734958j 
-0.00212181-0.0101582j -0.00806084+0.00668541j 0.0281298-0.00897468j -0.00107928-0.0298913j 0.0831046-0.110899j 0.112377+0.0532819j -0.0674662+0.0902224j 0.0412321+0.102028j -0.134285-0.0487177j -0.0452562-0.0632544j -0.0341361+0.165336j -0.213982+0.132129j 0.100848+0.115552j -0.211333+0.178256j 0.00351574+0.00949032j -0.126093+0.0569824j 0.0677187-9.08995e-15j 0.0610572-0.0749218j 0.120834-0.046745j -0.133381-0.0949005j -0.121855-0.0919994j -0.070593-0.0483913j 0.0407893+0.0791311j 0.0346945+0.102607j -0.0721811-0.0123556j 0.00764478+0.042549j -0.0286216+0.0259156j 0.0274449+0.00794438j -0.0249993+0.0439356j -0.0392261-0.00423157j 0.0545824-0.0135633j 0.0230889+0.0322129j 0.0160959+0.00932418j 0.00688072+0.022723j -0.0272644+0.0437299j -0.0123752-0.0157162j 0.0347607-0.0194914j 0.00384571+0.0370394j 0.0118998+0.012839j 0.0244042+0.0195749j 0.00454122-0.0368455j 0.0390803-0.0219602j -0.0433002-0.00572323j -0.00626611+0.00638038j 0.0268724-0.00940762j -0.0301295+0.00740025j -0.00594132+0.000438856j -0.000109535+0.0146133j -0.0294695+0.0041427j 0.00634079+0.0323668j -0.00473188-0.0158579j 0.0190086-0.00596766j 0.0108911-0.00894804j 0.012593+0.0121475j 0.00602175+0.0230317j -0.00314623+0.00899322j -0.000725355+0.00629779j -0.016839+0.0201047j 0.00240148-0.00372287j 0.0077995+0.0028308j -0.0057527+0.0155409j -0.00213+0.00479474j 0.0165474-0.000263551j 0.00554965+0.00154887j 0.0183927+0.000518823j -0.00878646-0.0228508j 0.00838521-0.00526728j -0.013277+0.0104827j 0.00855873+0.00368003j 0.020874-0.0118834j -0.0157209+0.00176843j -0.0144349-0.0077825j 
-0.0376626+0.0085315j 0.0806865+0.0329268j 0.00653547-0.085156j -0.0173547-0.0503582j 0.098114+0.10451j 0.00190583+0.145855j 0.0509751-0.0704953j 0.0216048+0.0626853j -0.0618147-0.0608873j -0.0988073-0.0314074j -0.146985-0.10944j 0.0110636-0.153357j 0.0510885-0.0617433j -0.119636-0.0504623j -0.113839-0.215149j 0.17839-0.135933j 0.0610572+0.0749218j 0.105359-7.92422e-15j -0.0511449-0.17016j 0.105535-0.0153108j 0.0279419-0.124563j -0.0393127-0.0370345j 0.109999-0.126775j -0.0509097+0.0186415j 0.0299734+0.0954225j -0.0188576+0.068213j -0.0125412-0.0355315j -0.00978886-0.120466j -0.079069-0.00952854j 0.038481-0.0556431j 0.0432714-0.0820257j 0.0429046-0.0380107j 0.0153455-0.0243569j -0.0149944+0.0404774j -0.0392844-0.0245085j 0.00266527-0.052605j -0.0139163+0.0078414j -0.0196485+0.0334459j 0.0265079+0.0214124j 0.0248309+0.0313415j 0.0104557+0.0140697j 0.012534+0.0273791j -0.0170916+0.0260693j -0.00912895+0.000700194j 0.0159274+0.0124479j -0.0137607-0.00230361j -0.00449173-0.0135827j 0.0287208+0.0501481j 0.0158312-0.0334007j 0.0132871-0.00302977j 0.00852189-0.0130759j -0.0169973+0.0100775j -0.00476177-0.0244711j 0.0162375-0.0144296j -0.00885003+0.00309934j -0.000922929-0.0230692j -0.000882219-0.00953027j 0.00427931-0.00129023j -0.00242144-0.00852821j -0.000656249-0.00401576j -0.0150969+5.2183e-05j -0.00152742+0.00500968j 0.00331641+0.014223j -0.00920989+0.00491851j 0.00998986-0.00936302j 0.0176716-0.00355963j 0.00698361+0.00842633j -0.0158415-0.0226197j 0.00187956+0.0292961j 0.0107765+0.00437379j -0.00694318+0.00847309j 0.00755873-0.0283603j 
0.0116063-0.00207566j 0.0185766+0.0131282j -0.00922095+0.0433454j -0.0735051-0.0182639j 0.0438571+0.122754j -0.0249434-0.198587j 0.09469+0.10588j 0.167509-0.0806383j -0.0973569-0.132657j -0.0201855+0.145204j 0.199326+0.101839j -0.168396+0.112223j 0.157865+0.0269358j 0.140187+0.0770437j 0.0440811-0.119125j -0.015377-0.104209j 0.120834+0.046745j -0.0511449+0.17016j 0.0290046-4.05925e-15j -0.0931159+0.0186408j -0.0143421-0.00416075j 0.0833614-0.105071j -0.101385+0.0806722j -0.00181587+0.0345413j -0.112187+0.0156393j -0.092819-0.0313775j 0.0643707+0.15335j -0.00914537-0.033791j -0.00490834-0.0316541j 0.0167384-0.0627173j 0.0177758-0.0486667j 0.0257899-0.0441258j 0.0300692+0.00114782j -0.00334555-0.0205282j -0.0198382-0.0534063j 0.0318111+0.0490788j -0.0223536-0.0185349j 0.022228-0.0247542j -0.0108652+0.0426196j 0.000690557-0.0146548j -0.0614088+0.0153388j -0.0344559-0.0122447j 0.0433389+0.0395062j -0.0246197+0.00907175j -0.0117511-0.033093j -0.0153768-0.012671j -0.0191021-0.0310804j 0.00257347+0.0209356j -0.00335772-0.0258739j -0.00750017-0.0105868j -0.00781365+0.0268234j -0.0278754+0.0141357j 0.00431357+0.0471404j 0.0110996+0.00351469j -0.0140363-0.0144271j -0.0115102+0.00107452j -0.00185519+0.00728694j 0.00967047-0.0138644j 0.009457+0.0230765j -0.00633128-0.0050462j -0.00675711-0.0104472j -0.0023016+0.00397611j -0.00131615+0.0172j 0.0114348-0.00473962j 0.0208561-0.0185849j -3.17409e-05+0.0101742j -0.00908876+0.0225069j 0.0169768-0.01166j -0.017731+0.0169074j -0.00833778+0.0233709j 0.00398831+0.0310465j 0.00947996+0.00588153j 
0.0268741+0.0150593j 0.00298212+0.0167808j 0.0436846+0.0420735j -0.0615363+0.0344639j 0.039355+0.0902352j -0.0777516+0.0993222j 0.0389399-0.0125315j 0.149046+0.111694j 0.248382-0.0472873j 0.041497-0.00791017j -0.069325+0.194501j 0.0598459+0.03874j 0.11133+0.13857j -0.0685417+0.225608j 0.0523666-0.0904852j -0.106611+0.133678j -0.133381+0.0949005j 0.105535+0.0153108j -0.0931159-0.0186408j -0.279579-9.33281e-15j 0.119539-0.0950229j 0.052411-0.00210734j -0.0761639-0.0355684j -0.0405025-0.0162432j 0.0882805+0.0177311j -0.0315995+0.0160147j -0.0159135+0.0665787j -0.0251402+0.00927555j -0.0249919-0.00528492j -0.044365-0.061406j 0.0738655+0.00804113j 0.0309395+0.0149759j 0.034182-0.00450267j 0.0201037-0.00417245j -0.0208137-0.0306273j 0.039964-0.0280188j -0.0180651-0.00143226j 0.00575376+0.0337099j -0.0451336+0.00798845j -0.0176396+0.0162582j 0.0655703-0.0198006j -0.0153772-0.0218009j -0.00750657+0.0324537j -0.011265+0.0115378j -0.0206727-0.0306136j 0.0074403+0.00472005j 0.00402436-0.0150364j 0.0221258-0.00404808j -0.00200829+0.00451842j 0.00586172+0.0193928j -0.0185979-0.010612j 0.00827798-0.00250189j -0.00286495-0.00740487j 0.0105184-0.00415229j 0.0148225-0.004573j 0.00463429+0.00821077j 0.0068865+0.00441607j 0.00756301+0.00082683j -0.00223617+0.0149569j 0.00225658+0.00528774j 0.00720317-0.00826276j -0.00539246+0.0166537j 0.00727563+0.0232929j 0.00188987+0.00877601j 0.0231573+0.00144885j -0.0136644-0.0121073j -0.00543683-0.0134993j 0.00276654+0.0128054j -0.012919+0.0108409j 0.0188195+0.00187649j -0.0259695+0.00376741j 0.00305571+0.00100442j 
0.0479424-0.0406476j -0.0576914-0.0435726j 0.0885743+0.0118875j -0.013535+0.0810802j -0.0314228-0.0332045j -0.0399263-0.0223732j -0.129802+0.0714994j 0.205509+0.0850776j -0.0426033-0.289496j 0.12483-0.203781j -0.0798894+0.0612074j 0.0107114-0.116362j -0.0413275-0.211114j 0.275757-0.0905104j 0.0608892-0.00708817j 0.0100115+0.0309721j -0.121855+0.0919994j 0.0279419+0.124563j -0.0143421+0.00416075j 0.119539+0.0950229j 0.022854+6.91114e-15j -0.0192086-0.0700364j -0.087537-0.0936902j 0.00562014-0.02234j -0.0739824-0.114024j 0.0189256-0.10089j -0.0595659+0.0498981j 0.0124039+0.124107j 0.0328466+0.038501j -0.040237+0.0391196j 0.00887372+0.0450855j -0.0333329+0.0287087j 0.0372632-0.0155346j -0.00878038-0.0274688j 0.0196326+0.00806849j 0.0376429+0.0259842j 0.030216-0.00668231j 0.0513287+0.00347256j 0.00886684+0.0128353j -0.00353446+0.0701923j 0.032808-0.0298505j 0.00447477+0.0172833j 0.00248897+0.0253883j -0.00196238+0.0223347j -0.0244499+0.025305j 0.0240577-0.00235272j -0.0116298-0.0238554j 0.0139753-0.0098269j 0.00201665+0.00395684j -0.00652176+0.00482143j -0.00807463-0.0176191j 0.00710269-0.00561205j -0.00338652-0.00154128j 0.00920307-0.00272927j 0.00530597-0.0100667j -0.000737646+0.0108576j 0.0135921+0.00411831j 0.00613238-0.00721731j 0.000952479+0.00259979j -0.00480193+0.00395453j 0.00244156+0.00269211j 0.0152407-0.000103371j 0.00968623-0.00843583j 0.00182623-0.00262677j 0.00675695+0.00106411j -0.0161247-0.00529559j -0.0127355-0.00820798j 0.0161637+0.0179747j -0.00605463-0.00732014j 0.00744747-0.00895191j -0.00416765+0.00164348j -0.00757733+0.0123974j 
-0.0109568-0.0206797j 0.049558-0.00228579j -0.0319212+0.0936028j -0.133387-0.198388j 0.0311103+0.00193411j 0.137551+0.0420389j 0.0176712+0.0328511j -0.122867+0.0409386j -0.212587-0.228075j -0.0113731+0.0225968j -0.111253+0.129854j -0.0787908-0.174826j 0.00326779-0.0175114j 0.198446-0.0547843j 0.0127991+0.101461j 0.0383139+0.241824j -0.070593+0.0483913j -0.0393127+0.0370345j 0.0833614+0.105071j 0.052411+0.00210734j -0.0192086+0.0700364j 0.00673294-2.84495e-15j 0.0464292-0.00253908j -0.0395786+0.0347399j 0.0471927-0.0231812j -0.0364367+0.0539795j -0.0762221-0.0751539j -0.0104279+0.0273792j -0.0860402+0.0389j 0.00801442+0.0436248j 0.0397837+0.0176604j -0.0796176-0.00247237j 0.0251056+0.107036j 0.0645497+0.0347882j 0.0254907+0.00539926j -0.0499663-0.0198886j -0.00137715-0.00828413j -0.0202346+0.00989456j 0.0181333+0.0329903j 0.0054787-0.00917218j -0.0362947-0.0776743j 0.0130298+0.00130125j -0.0100719-0.0087831j 0.0118209+0.0198923j -0.0181172+0.00907813j -0.018063-0.000781913j -0.00689392-0.00451077j 0.000586058-0.00179742j -0.0349182+0.0190846j 0.0198071+0.0130377j -0.00755191+0.016296j 0.00148213+0.00954221j 0.00857368-0.00371776j 0.00770199+0.0242136j 0.000180174+0.0031717j 0.00507734-0.0075312j 0.00171092+0.00820705j -0.00387047+0.00630856j 0.0129517-0.00765486j -0.000905936-7.89291e-05j 0.000693538+0.00281853j 0.00989865-0.00512957j 0.00987682-0.00565962j 0.00478424-0.00871281j -0.00288301+0.00307455j 0.0125792-0.00418474j -0.0142574-0.0167373j 0.0106763+0.00777275j -0.00739303-0.00355168j 0.000166135-0.00614833j -0.00435185-0.00501426j 0.013066-0.0153462j 
-0.0946905+0.000282241j 0.03288+0.0550189j 0.0651864+0.284323j -0.213995-0.0303013j -0.182587+0.0357788j -0.00911816-0.186107j -0.118006-0.173935j 0.00471132-0.00686155j -0.0817806+0.102784j 0.0826629+0.134989j -0.259181-0.0164589j 0.0926745-0.141437j 0.0624139+0.045999j 0.0170853-0.00498861j -0.0244765-0.160421j 0.0794567-0.0179712j 0.0407893-0.0791311j 0.109999+0.126775j -0.101385-0.0806722j -0.0761639+0.0355684j -0.087537+0.0936902j 0.0464292+0.00253908j 0.0405926-2.3731e-15j -0.0196451+0.0940987j 0.0783531+0.0740077j -0.0607209+0.06438j 0.031206-0.0843285j 0.00291425-0.00320613j -0.0445757+0.0294155j -0.00671679+0.101047j 0.0648947+0.000247892j -0.0393126+0.0864483j 0.127272+0.156885j 0.0441621-0.0842347j 0.0790358-0.00749643j -0.00823457+0.0375928j 0.0483639+0.0333271j 0.0421013-0.00670881j 0.015931-0.039348j -0.0071517-0.0436408j 0.0370344-0.000820032j 0.0393202+0.0538968j 0.00973356+0.00534032j 0.00985539+0.0176562j -0.0101407-0.028346j 0.00416974-0.0198374j -0.0145088+0.0239293j 0.00828163+0.00809141j -0.0111542-0.00655988j -0.00306446-0.0150355j -0.00828578-0.00264787j -0.0126677+0.0287695j 0.00212433-0.000783019j -0.00502377+0.00250482j -0.000544887+0.00179184j -0.00132799-0.0190831j 0.0196522+0.0194253j 0.00039248+0.00642117j -0.000306858+0.0196971j -0.0153935+0.00440488j 0.00193022+0.00812457j -0.0143957-0.00884596j 0.00688269+0.0142872j 0.000541446-0.0172132j -0.0230023+0.0204106j 0.00257894-0.0456252j 0.0184613+0.0252934j 0.00445975+0.0142733j 0.003129-0.018371j 0.0234085+0.0202918j -0.0146415-0.00603246j -0.0299534-0.0492141j 
0.054569-0.0733301j -0.0700905-0.0215152j -0.0663319+0.120585j -0.137804-0.12761j -0.0234291+0.153754j -0.239421-0.00804082j 0.157573+0.159656j 0.0136409-0.052829j 0.0548617+0.10064j 0.105701+0.0269802j -0.0465608-0.112204j 0.150634-0.0847443j -0.018496+0.151216j -0.0904569+0.0238718j -0.0261732-0.066125j 0.0120085+0.107893j 0.0346945-0.102607j -0.0509097-0.0186415j -0.00181587-0.0345413j -0.0405025+0.0162432j 0.00562014+0.02234j -0.0395786-0.0347399j -0.0196451-0.0940987j 0.0186106+2.69229e-15j -0.0235954-0.0129462j 0.033366+0.0141361j -0.102938+0.00839583j 0.0209298+0.0443243j 0.0313288+0.0521891j -0.0556239+0.0262158j 0.0122134+0.0815284j -0.0457704-0.0511051j 0.018599+0.0807703j 0.0948788+0.018792j 0.0372501-0.056347j 0.0985926-0.0057184j -0.0106493-0.0634059j -0.0363421-0.0642289j 0.00354357+0.00625831j 0.0078663-0.00851684j 0.00634066-0.0047188j 0.0056565-0.00425488j 0.0210852+0.0177695j -0.000221034+0.000530171j -0.0235198+0.0294279j -0.00911203-0.0210996j 0.0212528-0.000528245j 0.00529413-0.00998681j 0.0138219-0.00446771j -0.00190095+0.0171854j -0.00748927+0.00643321j 0.00781925-0.0133564j 0.00320828+0.000158945j -0.000615448+0.00311733j 0.00536962-0.00939637j -0.0019009+0.0204935j 0.0089529+0.00832985j 0.00905799+0.0117465j -0.000256651+0.00266533j 0.00406664-0.000361498j 0.0159456+0.00214068j 0.00483203+7.0086e-05j 0.00562156-0.0150665j -0.0010463+0.0137258j 0.0151213+0.00646254j -0.0214086+0.00521623j -0.0162677-0.0329535j 0.0160354+0.0259467j -0.0173155-0.00120839j 0.0152607-0.0237512j -0.0284739-0.0102173j 0.0102207+0.0152395j 
-0.136954+0.0412114j -0.0206548+0.156789j -0.149253-0.0339814j 0.0718465-0.118717j 0.258188+0.112946j -0.135138-0.184329j 0.0589755+0.0502315j 0.0707852-0.10584j 0.181863-0.068251j 0.0376702-0.0408499j -0.0176645+0.0731309j -0.177872-0.217981j -0.0374892+0.114464j -0.145754+0.0362861j 0.0833683-0.0417237j 0.0826995-0.0288942j -0.0721811+0.0123556j 0.0299734-0.0954225j -0.112187-0.0156393j 0.0882805-0.0177311j -0.0739824+0.114024j 0.0471927+0.0231812j 0.0783531-0.0740077j -0.0235954+0.0129462j -0.0234322-3.80251e-15j 0.132719+0.0859177j 0.0741889+0.00915934j -0.0457481-0.125216j 0.0481997-0.0703855j 0.0697446-0.0676653j 0.0066782+0.0862578j 6.92186e-06+0.00386782j -0.105561+0.0313186j 0.062982+0.0982431j -0.111678-0.0304277j 0.0178038+0.054564j 0.0367138+0.0267464j -0.0301875-0.0720316j -0.010567+0.026923j 0.00235716-0.026171j -0.00402899-0.0301917j 0.00168005+0.0121107j -0.0292149+0.0129219j 0.00277399+0.0149011j -0.0236045+0.00140917j -0.00642166+0.0105713j -0.00182893+0.0265029j 0.00648059+0.00885625j 0.00156316+0.0126854j -0.0118407+0.008805j 0.00693923-0.00596598j 0.0227457+0.00156841j -0.00431945-0.00925875j -0.007738+0.00480807j -0.00264172+0.00394076j -0.0103656+0.0107848j -0.00344236+0.00317987j -0.00183014-0.0186909j -0.0224014+0.00795503j -0.00216142-0.00228644j 0.00686528-0.00388047j -0.00543918+0.000811996j -0.00691295-0.00926838j -0.0144266+0.0187272j -0.0040499+0.023324j -0.0246315+0.0131596j 0.0208553-0.0233539j -0.0205241+0.00892689j 0.00387114-0.0108531j 0.00759651-0.0131936j -0.0111636-0.0297846j -0.00541529+0.021741j 
