-0.170977+1.93678e-13j 0.0596391-0.00249458j 0.021379+0.0289607j 0.100432+0.134497j -0.0172286+0.0468861j -0.0244476-0.0391405j 0.0266502+0.102399j 0.0272497+0.0424839j 0.00272831-0.0325261j 0.0223133-0.0716563j 0.0198225+0.000972142j 0.0153738+0.0276212j -0.00854476+0.0470908j -0.00993109+0.0212789j 0.0129524-0.0542342j -0.0225192-0.00468833j -0.00212181+0.0101582j -0.0376626-0.0085315j 0.0116063+0.00207566j 0.0268741-0.0150593j 0.0479424+0.0406476j -0.0109568+0.0206797j -0.0946905-0.000282241j 0.054569+0.0733301j -0.136954-0.0412114j 0.0803723-0.15721j 0.115791+0.0493872j -0.00108318+0.111681j 0.0555006-0.0422227j 0.0341141+0.0581621j -0.126011-0.0337091j -0.0183884+0.017206j 0.0746697+0.0813242j -0.0382192-0.0544826j -0.000363195+0.0469817j -0.0438024+0.00863356j 0.0158113+0.00576315j 0.0128755+0.0812655j 0.0281352-0.0437052j 0.0157329-0.0497259j 0.00583415+0.00339865j 0.0267455+0.0505585j -0.00616962-0.0153444j -0.00196048+0.00238728j 0.00638141-0.00138647j -0.0258898-0.00877795j -0.0248177+0.0302845j 0.00540127+0.0204497j 0.00283859-0.00625132j -0.00496568-0.0195929j 0.0193311+0.0166359j -0.016524+0.0450581j 0.03326-0.0344175j -0.0136749+0.0339929j -0.0436565-0.0332642j 0.0095229+0.00531276j 0.000406439+0.0295879j -0.00892553+0.00277556j -0.0400969+0.033314j -0.0157575-0.00261993j 0.0199886-0.0306937j -0.0330935-0.00443798j 0.0126073+0.0342729j 0.0245956-0.0507418j -0.110781+0.156238j -0.175783-0.184324j 0.229734+0.0551573j -0.0551927+0.109831j 0.0605754-0.163468j -0.0250325-0.0222403j -0.0107656-0.000563402j -0.176598-0.0768448j 
0.0157329+0.0497259j -0.00668787-0.0284343j -0.0300796+0.00810424j -0.00819487-0.00311436j 0.00474468-0.024699j 0.00484985+0.00236421j -0.0158413+0.0091832j -0.00698156+0.0265969j 0.00636038+0.0269737j 0.0160008-0.0196622j 0.0244544-0.00785421j 6.46133e-06-0.018606j 0.0152661-0.00196619j -0.0325331+0.0167529j -0.00758123-0.018908j 0.00320058+0.02212j 0.0244042-0.0195749j 0.0248309-0.0313415j 0.000690557+0.0146548j -0.0176396-0.0162582j -0.00353446-0.0701923j 0.0054787+0.00917218j -0.0071517+0.0436408j 0.0078663+0.00851684j 0.00235716+0.026171j 0.0339857+0.0317016j -0.0108797+0.00179003j 0.0173742+0.0166022j 0.0345885+0.0037474j 0.0118156+0.0859481j 0.0386972-0.0152535j 0.00770977+0.00506314j 0.00965337-0.0692347j -0.0609471+0.0302868j -0.0253389-0.0553183j 0.00269944-0.0294539j -0.115598+0.0318616j 0.0279747-0.0787069j -0.064655+0.0391549j 0.0653495-2.33147e-15j 0.0487347-0.0156356j -0.0627055+0.0177829j 0.0174941+0.031998j 0.0130571+0.0684217j -0.0909239-0.0306425j 0.0185254+0.0189371j -0.0347362+0.049317j -0.0414701+0.0205985j 0.0261072+0.0334688j 0.0638847-0.0258548j -0.0830436-0.0925473j 0.0359603-0.0551495j 0.0900697+0.00197382j 0.0511954-0.0705351j -0.0279792-0.0116205j 0.0771468+0.259702j -0.0138426-0.0349212j -0.286775+0.0350741j -0.0221992+0.123015j -0.0743721+0.099999j -0.0165191-0.0580418j -0.00540402-0.0269184j -0.125072+0.230924j 0.082642-0.127122j -0.0151929+0.0458499j -0.203362-0.0392173j -0.0566561+0.0861045j 0.0589632+0.201762j -0.0802849+0.0984943j 0.137201+0.141781j -0.0923037+0.0879538j -0.0464707-0.0556563j 
0.00583415-0.00339865j -0.048246+0.00363412j -0.00514866-0.043499j -0.00038302+0.0135636j 0.0198597-0.0307861j 0.0150995+0.00311227j -0.016079-0.0101047j -0.0057978+0.0392372j -0.00277896+0.0026151j 0.0353314+0.0180035j 0.0213857-0.00145445j -0.00778804-0.016789j 0.00858338-0.0242136j 0.000867559-0.00575616j -0.010813-0.00260629j 0.0189597+0.00176377j 0.00454122+0.0368455j 0.0104557-0.0140697j -0.0614088-0.0153388j 0.0655703+0.0198006j 0.032808+0.0298505j -0.0362947+0.0776743j 0.0370344+0.000820032j 0.00634066+0.0047188j -0.00402899+0.0301917j 0.00524107+0.010531j 0.0223566-0.0170317j -0.0208426+0.03461j -0.0306201+0.00443297j 0.0103053+0.00240302j -0.0298891-0.042856j 0.0231183-0.0220238j -0.0334231+0.0700848j -0.0246224+0.00925825j -0.0639046+0.00827945j -0.0594011-0.00877405j -0.0294088-0.0331638j 0.00250609-0.038096j -0.0781234-0.0481864j 0.0487347+0.0156356j 0.0528265-1.80411e-15j 0.064067+0.020112j -0.00888911+0.0327054j 0.0778099+0.0449215j -0.0181171-0.0385661j -0.0134163-0.00710474j 0.0688351-0.0139363j -0.0311993-0.0171623j 0.0590333-0.0439843j 0.127746-0.0442047j 0.0042675+0.0318097j 0.0698511-0.00803843j -0.0576575-0.231426j 0.150304+0.036418j -0.00896222-0.0520161j 0.0113209+0.100041j 0.178637+0.00886973j 0.0372137-0.174579j -0.0298326+0.0219668j -0.137614+0.0152512j -0.0321934+0.0270262j -0.0652037+0.247521j 0.0288973-0.0448566j 0.122156+0.0676542j -0.197232+0.0682994j -0.0165226+0.0337618j 0.00509059+0.0468219j -0.0373451+0.0250166j -0.0968306-0.00831993j -0.0539816+0.109199j -0.00935203+0.0565247j 0.0474909+0.0250573j 
0.0267455-0.0505585j 0.0134028+0.0189776j 0.0231555+0.0255785j -0.0308183-0.0239072j -0.0177069-0.00764823j -0.0138579-0.0330037j -0.0344125+0.0125655j 0.00635315-0.014304j -0.0204792-0.0126873j 0.0163296+0.0053236j -0.0170512-0.0246795j 0.0174312+0.00589094j 0.0218573+0.0207737j -0.0236768+0.00820363j -0.00521599+0.00314117j 0.0197227-0.00617602j 0.0390803+0.0219602j 0.012534-0.0273791j -0.0344559+0.0122447j -0.0153772+0.0218009j 0.00447477-0.0172833j 0.0130298-0.00130125j 0.0393202-0.0538968j 0.0056565+0.00425488j 0.00168005-0.0121107j -0.036351+0.00172812j 0.0200184-0.0325512j -0.00910782-0.0109334j 0.0171047-0.00573366j 0.000178604-0.0424615j -0.0239528-0.00668098j 0.0302929+0.0354092j -0.0191562+0.0128446j 0.0114402-0.0142475j 0.0193221+0.0294704j 0.00872248+0.0103452j 0.0269111+0.0149948j 0.00821816+0.0582072j -0.0217172-0.0420806j -0.0627055-0.0177829j 0.064067-0.020112j -0.0118824-3.71925e-15j 0.0326977-0.0136439j 0.0527154-0.0661439j -0.110589-0.0146337j 0.0356982-0.000709936j -0.0118766+0.0188257j 0.0396065-0.0594854j 0.0616343+0.0638212j 0.0245823+0.0285382j 0.0958464+0.0890492j -0.0653156+0.0177951j -0.0462861+0.0124401j 0.161625-0.118943j 0.0463677+0.00824341j -0.016637+0.111914j -0.165235-0.0410095j -0.155918-0.043804j 0.0192806-0.179008j 0.0671463+0.155698j 0.129083-0.310634j 0.00508015+0.0642037j 0.0375715-0.0531861j 0.0441876-0.100929j 0.186646-0.0189031j 0.0825511-0.0616306j 0.133058-0.115241j 0.0199093-0.1941j 0.00591522-0.0364392j -0.117371+0.0249504j 0.0835413-0.0462428j 0.0518331-0.0244826j 
-0.00616962+0.0153444j -0.00424748-0.00407064j -0.0171068-0.0615047j 0.00879356+0.0116821j 0.015546-0.000214302j -0.0148398+0.0383276j 0.0223848+0.00701142j -0.0158941+0.000392132j 0.00351899-0.00465934j -0.0235508-0.00142014j 0.0132478+0.00640674j -0.0134122+0.00017122j -0.00298727-0.0150399j 0.0176726+0.016384j -0.00887533-0.00248813j 0.00204177-0.0150612j -0.0433002+0.00572323j -0.0170916-0.0260693j 0.0433389-0.0395062j -0.00750657-0.0324537j 0.00248897-0.0253883j -0.0100719+0.0087831j 0.00973356-0.00534032j 0.0210852-0.0177695j -0.0292149-0.0129219j 0.00972746+0.0215297j 0.00666515+0.0242565j 0.0011193-0.00282829j -0.0195092+0.0252164j -0.0189437+0.00950065j 0.0199769+0.0125859j -0.0189969-0.0121809j -0.00102495+0.0596289j -0.00536619-0.00936805j -0.0148113+0.0071216j -0.0396923+0.019368j 0.00861321+0.00307278j 0.0440254-0.000127402j 0.0496593-0.0308185j 0.0174941-0.031998j -0.00888911-0.0327054j 0.0326977+0.0136439j -0.0108794+8.36553e-14j 0.0408697+0.0789215j 0.0800847+0.0427382j 0.0464521+0.000894925j 0.0398942-0.0861568j 0.100684-0.0788538j 0.00944583-0.00217478j -0.180802-0.0953796j 0.0672664-0.104986j 0.00519226+0.158703j 0.0397856+0.0113895j 0.121234+0.0556308j 0.0376174+0.10689j 0.0568688+0.0143977j -0.0385843+0.267494j 0.10026+0.0392247j 0.0200151-0.243219j -0.0563003+0.233731j -0.11047-0.0990684j -0.133825+0.00447598j -0.0336367+0.105164j 0.0690438+0.0936812j 0.0193857-0.0149589j -0.0211647+0.148633j 0.00947579+0.135129j 0.066962-0.0940171j 0.038919+0.00493545j 0.0560266+0.0241624j -0.0183819+0.00626369j 0.0200729+0.00828923j 
-0.00196048-0.00238728j 0.00910702+0.0465224j 0.0172989-0.00891675j -0.00343495-0.0261978j 0.0132391-0.00798571j 0.014192+0.000501257j 0.0244253+0.013796j -0.0283754+0.00485983j 0.00736074-0.00504069j -0.016343+0.000715029j 0.0224222-0.00330545j -0.00892545-0.0127805j -0.0214308-0.0106045j -0.00913683-0.00362833j -0.0379538-0.0021822j 0.00782777-0.000589513j -0.00626611-0.00638038j -0.00912895-0.000700194j -0.0246197-0.00907175j -0.011265-0.0115378j -0.00196238-0.0223347j 0.0118209-0.0198923j 0.00985539-0.0176562j -0.000221034-0.000530171j 0.00277399-0.0149011j -0.00594503-0.013078j -0.0126958+0.00434652j -0.00479514+0.0370943j 0.0246879+0.0218499j 0.0007213+0.00380408j -0.0379708-0.0118338j -0.0242892-0.00749293j -0.0431815-0.0351095j -0.0197349-0.0344414j -0.0137055-0.0190301j -0.0022905+0.00728706j 0.0362106+0.0872878j 0.0746936-0.0489498j 0.0559282-0.0650947j 0.0130571-0.0684217j 0.0778099-0.0449215j 0.0527154+0.0661439j 0.0408697-0.0789215j -0.02178+9.57567e-16j 0.00868773+0.0239774j -0.0122335+0.0797851j 0.0801695-0.00714514j -0.0111628-0.0577977j -0.0453759-0.004343j 0.00802159-0.0747426j -0.0708562-0.0184661j 0.0107995+0.11977j -0.0445646+0.116639j -0.122284-0.00821976j -0.126833-0.0461609j -0.203602-0.0734424j 0.206838-0.118698j 0.0778688+0.0296982j 0.174793+0.181704j 0.0287245-0.278977j -0.0227795+0.170996j -0.0817378+0.0100588j 0.00601926+0.0981736j 0.0775943-0.149166j 0.155074-0.104999j 0.0337112+0.00512225j 0.0311126+0.0657325j 0.0832782-0.121099j -0.0938726+0.119385j 0.0840298+0.0904077j -0.00616908+0.000506723j 0.0604179-0.0393236j 
0.00638141+0.00138647j 0.0273732-0.00100202j 0.0198391+0.0744981j -0.0195651-0.0103277j -0.0441398-0.0103589j -0.000412382+0.0183543j 0.00610931+0.0207198j 0.0275132+0.0431161j 0.00526828+0.0271734j 0.0062642+0.0117441j -0.012471-0.00297502j -0.00817632+0.0238797j 0.00166176+0.00769204j -0.0307127+0.0222587j 0.000981897-0.0208397j -0.0171244-0.00176895j 0.0268724+0.00940762j 0.0159274-0.0124479j -0.0117511+0.033093j -0.0206727+0.0306136j -0.0244499-0.025305j -0.0181172-0.00907813j -0.0101407+0.028346j -0.0235198-0.0294279j -0.0236045-0.00140917j 0.00290181+0.00104119j -0.016757+0.0193031j 0.0215283+0.0297056j 0.0257759-0.023629j 0.0172985+0.00122531j -0.0265996-0.0492221j 0.0224923+0.00093363j 0.0029213-0.0794696j -0.00474926+0.00999408j -0.0458188-0.00672642j -0.0279556+0.0437208j 0.0520579+0.0462093j 0.00812864-0.101326j 0.0559166+0.0181332j -0.0909239+0.0306425j -0.0181171+0.0385661j -0.110589+0.0146337j 0.0800847-0.0427382j 0.00868773-0.0239774j -0.036107-1.20737e-15j 0.0516103+0.0338465j -0.0378011+0.0311661j -0.0654643+0.0118802j 0.0751896-0.0301348j -0.0365101-0.0399091j 0.0333375+0.0107483j -0.0430388-0.151278j 0.0517642+0.0258161j -0.132442-0.0412834j 0.193249-0.0420583j -0.0804277-0.0334775j -0.00524343+0.0883737j 0.0580068-0.122391j -0.0338877-0.000282512j -0.0841771-0.0391696j -0.168677-0.00118104j 0.0224224+0.160455j 0.246379-0.0246258j -0.0823993+0.0451008j -0.0889907-0.0241969j 0.0555179+0.146336j 0.0201594-0.0117956j -0.157565-0.0441193j -0.129916+0.113779j 0.0138159+0.00115971j -0.00324186-0.0187775j -0.0244588-0.0208946j 
-0.0258898+0.00877795j 0.027007+0.0359661j 0.0134491+0.0323165j 0.0218604-0.0145159j -0.00825673+0.00420186j 0.0265662-0.00737343j 0.0293458-0.0107855j 0.00334731+0.00964418j 0.00191256-0.000681489j -0.00605794-0.0192875j 0.00250616-0.00133256j 0.0208023+0.011271j -0.00512434-0.0109842j 0.0276875-0.0114842j 0.023611+0.0167665j -0.0254047-0.0203406j -0.0301295-0.00740025j -0.0137607+0.00230361j -0.0153768+0.012671j 0.0074403-0.00472005j 0.0240577+0.00235272j -0.018063+0.000781913j 0.00416974+0.0198374j -0.00911203+0.0210996j -0.00642166-0.0105713j -0.00190615-0.00964756j -0.0149934+0.00700494j 0.00637584+0.0167736j 0.0271953-0.00141968j 0.0121858+0.00315206j -0.0340038-0.00659414j -0.0239629-0.0188021j -0.00106401-0.101663j 0.00030101-0.0113737j 0.000708586-0.027993j -0.00448879-0.00841207j 0.019735+0.0225686j -0.0640003-0.0572753j -0.0983706+0.0116761j 0.0185254-0.0189371j -0.0134163+0.00710474j 0.0356982+0.000709936j 0.0464521-0.000894925j -0.0122335-0.0797851j 0.0516103-0.0338465j -0.174908+2.08444e-14j -0.0963973-0.0344412j 0.0469774+0.0126571j 0.106232+0.0101123j -0.0337163-0.00525839j 0.12385-0.0604071j -0.0410701-0.10482j 0.0143095+0.0487815j -0.00513062+0.134155j 0.207508-0.0100727j -0.0805531-0.115581j -0.0490164+0.305098j -0.0200708-0.0403159j 0.25047-0.0528591j -0.0424238+0.195553j 0.224985+0.112978j 0.10442-0.0667893j -0.0132168-0.0326532j 0.0726016-0.0555597j 0.0229457-0.0209463j -0.0162124-0.159029j -0.1275+0.0653455j 0.05407+0.0825214j -0.131663+0.0189415j 0.0523104-0.00842923j -0.0399397-0.037158j -0.0103219-0.0390627j 
-0.0248177-0.0302845j 0.0334248+0.0292968j 0.00598413+0.0790323j 0.00956051+0.0205079j -0.0369838+0.0283478j 0.0140243-0.0387329j -0.00924819-0.0175282j 0.0114883-0.0131575j -0.000860213-0.00646618j -0.00439808-0.0150941j 0.00699183-0.0276559j -0.0120997-0.011476j 0.00349307+0.000322071j 0.0184309-0.0547316j 0.00351671+0.0200594j -0.0143552+0.0145784j -0.00594132-0.000438856j -0.00449173+0.0135827j -0.0191021+0.0310804j 0.00402436+0.0150364j -0.0116298+0.0238554j -0.00689392+0.00451077j -0.0145088-0.0239293j 0.0212528+0.000528245j -0.00182893-0.0265029j -0.0158656-0.0109413j -0.011288-0.0342424j -0.0161673+0.0377293j 0.00836523-0.0181743j 0.00643401-0.0484249j -0.0402485-0.0190022j -0.00151688+0.0148533j 0.00514712-0.0369798j 0.0287671+0.0759214j -0.0432733+0.0671622j 0.0219548-0.0596276j 0.0705822-0.00867973j -0.0775345+0.0441205j 0.0120435-0.0257914j -0.0347362-0.049317j 0.0688351+0.0139363j -0.0118766-0.0188257j 0.0398942+0.0861568j 0.0801695+0.00714514j -0.0378011-0.0311661j -0.0963973+0.0344412j 0.0334093+3.69062e-15j -0.156462+0.162919j -0.00340087-0.0935886j -0.0604169-0.059371j -0.0959541-0.0868967j -0.0208875-0.0954833j -0.0667015+0.122727j 0.155656-0.00348408j 0.0806192+0.0834967j -0.074576+0.0424861j -0.0611835-0.0727903j 0.105797+0.00926737j -0.164042-0.0761644j 0.0594772+0.0415354j 0.0265108-0.111583j 0.0276781+0.15263j 0.0142232+0.248231j -0.144165+0.0336255j -0.0339506-0.18688j -0.0722837+0.0455491j 0.0368735+0.12812j -0.0642085+0.0864311j -0.0868721+0.036101j -0.0208559+0.0207916j 0.0660907-0.0608162j 0.0130277-0.0144037j 
0.00540127-0.0204497j 0.029623-0.0150901j -0.0264736-0.00776716j 0.0112871+0.00622444j -0.0250436-0.0144188j -0.0198352+0.0220846j -0.0257551+0.0026986j 0.00159399-0.0160316j -0.00112134-0.00530131j -0.0293481-0.0349053j -0.018694-0.00643957j 0.0281055+0.0107902j -0.00120931+0.0072107j -0.0364803+0.016762j 0.0182767+0.0247557j 0.0530837-0.0200317j -0.000109535-0.0146133j 0.0287208-0.0501481j 0.00257347-0.0209356j 0.0221258+0.00404808j 0.0139753+0.0098269j 0.000586058+0.00179742j 0.00828163-0.00809141j 0.00529413+0.00998681j 0.00648059-0.00885625j 7.13953e-05+0.0184704j -0.00221914-0.0248243j -0.00237812-0.00764546j -0.00312436-0.000905475j -0.0126374-0.0204349j 0.0191019+0.0158233j 0.00475185+0.0187813j 0.0299863+0.0177229j 0.0141382+0.0500383j -0.0342623+0.0206678j -0.0543158+0.00379223j 0.0104219-0.0402453j -0.0771142+0.0328516j -0.0599977-0.0127369j -0.0414701-0.0205985j -0.0311993+0.0171623j 0.0396065+0.0594854j 0.100684+0.0788538j -0.0111628+0.0577977j -0.0654643-0.0118802j 0.0469774-0.0126571j -0.156462-0.162919j 0.107605-4.92661e-15j 0.120689+0.0498691j 0.0706686-0.131295j 0.146804+0.151381j -0.0760605+0.0727092j -0.169965+0.015926j -0.0343566-0.121594j -0.0716615-0.201983j -0.0335379-0.0780465j -0.256912-0.0560255j 0.157727-0.03173j 0.079869+0.0580784j -0.0300318-0.14361j 0.0274257+0.00411741j 0.00463194+0.0311481j -0.0252331+0.049063j -0.0861128+0.124212j -0.00390687-0.00329359j -0.0462219+0.115211j -0.0701901+0.0424278j 0.0313251+0.108565j 0.0125422-0.0307415j -0.0225929+0.05147j 0.0412765-0.01956j -0.0393119-0.0282737j 
0.00283859+0.00625132j -0.00852688-0.0164101j 0.00290281+0.0105836j -0.0181892-0.000797578j -0.00106666-0.0113005j 0.0076107-0.0240944j 0.00688015-0.00745696j 0.0213636+0.0380569j -0.0125892-0.034057j 0.00269307+0.025753j 0.0239951+0.00690714j -0.0163+0.00475098j -0.0248044+0.0119308j 0.0290473+0.0185225j 0.00219033+0.00357854j -0.0267456+0.00734846j -0.0294695-0.0041427j 0.0158312+0.0334007j -0.00335772+0.0258739j -0.00200829-0.00451842j 0.00201665-0.00395684j -0.0349182-0.0190846j -0.0111542+0.00655988j 0.0138219+0.00446771j 0.00156316-0.0126854j -0.019303-0.0130282j 0.000847612+0.0152617j 0.00856767+0.00119889j -0.0130091-0.0221717j 0.0105271+0.00049344j 0.0151064-0.00538968j 0.0140409+0.010803j -0.00895166+0.0153511j 0.00201797+0.0120345j 0.0137454-0.00791613j 0.0479466-0.0820439j 0.019493-0.0557559j -0.00247554-0.054311j 0.0584335-0.0673508j 0.0261072-0.0334688j 0.0590333+0.0439843j 0.0616343-0.0638212j 0.00944583+0.00217478j -0.0453759+0.004343j 0.0751896+0.0301348j 0.106232-0.0101123j -0.00340087+0.0935886j 0.120689-0.0498691j 0.338007-1.12355e-13j 0.0701244+0.0567105j 0.0165439-0.0467551j -0.0204619-0.0992357j 0.1073-0.0211497j -0.198874-0.17618j -0.0539489-0.116016j -0.153295+0.00246227j -0.0451984-0.184258j -0.113405-0.0471783j 0.0876578+0.016457j -0.16273-0.0765407j 0.110738-0.148512j -0.166511+0.0176494j -0.00858636+0.039017j 0.0313369+0.0124904j -0.0390394+0.0131161j -0.0595936+0.00789422j 0.129344+0.0767706j -0.0424005-0.0732696j 0.0157395-0.00721703j -0.00213404-0.0291543j 0.00802085+0.010803j -0.0157432+0.0361638j 
-0.00496568+0.0195929j 0.0283016+0.0216822j -0.00386357+0.0280325j -0.011978+0.00164969j 0.00146337+0.0366379j 0.0120626-0.00842297j 0.0256868+0.0121948j -0.0128477-0.0341106j -0.01995+0.0110709j 0.0176413+0.00669109j 0.0558155+0.0145541j 0.0143985-0.0310379j 0.0106906+0.041034j 0.0367722+0.00369333j 0.0132724+0.00190274j -0.00496468+0.0254031j 0.00634079-0.0323668j 0.0132871+0.00302977j -0.00750017+0.0105868j 0.00586172-0.0193928j -0.00652176-0.00482143j 0.0198071-0.0130377j -0.00306446+0.0150355j -0.00190095-0.0171854j -0.0118407-0.008805j 0.0108639-0.00183832j -0.0231103+0.0248497j 0.00780031+0.0258919j 0.0298305+0.0258394j -0.0070863+0.0163555j -0.0189713-0.00163634j -0.0381008-0.0177044j 0.00500347-0.0215897j -0.00896429-0.0295011j 0.0176724+0.0411971j -0.00459381+0.0651573j -0.0292568+0.0667879j 0.040821+0.0590832j -0.00389599+0.00997812j 0.0638847+0.0258548j 0.127746+0.0442047j 0.0245823-0.0285382j -0.180802+0.0953796j 0.00802159+0.0747426j -0.0365101+0.0399091j -0.0337163+0.00525839j -0.0604169+0.059371j 0.0706686+0.131295j 0.0701244-0.0567105j 0.109917-2.94209e-15j 0.221326-0.194933j 0.0508433+0.0595858j -0.169829-0.166204j 0.112065-0.00325403j -0.148613+0.0517308j 0.035469-0.123292j -0.00296236+0.0282165j 0.0750121+0.00679757j 0.075204-0.139776j -0.0249717-0.0149965j -0.00749322+0.0772138j 0.0681528+0.205754j -0.0817815+0.0140362j -0.0173595+0.103353j 0.0590701-0.040205j 0.0801897-0.00361696j -0.0969961-0.0536288j -0.0589591+0.042917j -0.0155791+0.0505909j 0.0173694-0.00367136j -0.0466256-0.00210455j 0.0395498-0.0441575j 
0.0193311-0.0166359j -0.011308+0.00809257j 0.0126932-0.0134388j -0.00910201-0.018978j -0.00218951-0.010612j -0.0333358-0.00581485j -0.000316507+0.0131081j 0.00495185-0.0208174j -0.019864-0.0116015j -0.000978132+0.0539094j -0.0308146-0.0172041j 0.00102976-0.0230806j -0.00890326+0.0171804j -0.00400467-0.00619445j -0.0247966+0.00494407j 0.0306433-0.00759886j -0.00473188+0.0158579j 0.00852189+0.0130759j -0.00781365-0.0268234j -0.0185979+0.010612j -0.00807463+0.0176191j -0.00755191-0.016296j -0.00828578+0.00264787j -0.00748927-0.00643321j 0.00693923+0.00596598j -0.0164237+0.0110904j 0.0204823+0.0113466j 0.0119572-0.00925535j 0.0100299-0.00129572j 0.0140498+0.00692123j -0.00530093-0.0257403j 0.0115854-0.00718028j -0.0206197+0.0255302j 0.0107524-0.0408852j -0.0167467-0.0189205j -0.112374+0.0372532j -0.0304902+0.0356782j 0.0118011+0.0479671j -0.0297848-0.0374965j -0.0830436+0.0925473j 0.0042675-0.0318097j 0.0958464-0.0890492j 0.0672664+0.104986j -0.0708562+0.0184661j 0.0333375-0.0107483j 0.12385+0.0604071j -0.0959541+0.0868967j 0.146804-0.151381j 0.0165439+0.0467551j 0.221326+0.194933j -0.10302+9.41105e-14j 0.224399-0.0266754j 0.228822-0.182538j -0.00365536-0.0450548j 0.164052+0.126662j 0.125478+0.0954021j -0.118843+0.0807617j 0.00551694+0.00590104j 0.060459+0.0515875j -0.0549876+0.102311j 0.073418+0.103788j -0.0095444-0.0642188j 0.083976+0.118779j -0.055761+0.000927864j 5.6885e-05-0.0416061j -0.00255368+0.0266j -0.107992-0.0433211j 0.0320882-0.000857699j -0.00910526+0.0242624j -0.018633-0.0383867j -0.000185136+0.0134298j 0.0214696+0.0080935j 
-0.016524-0.0450581j -0.0103782-0.0543447j 0.00900399-0.0200318j 0.0035451+0.0508972j 0.0294692+0.00539022j -0.052394-0.0186724j 0.0321335+0.0315862j 0.0126459+0.00258389j -0.000225288-0.0099528j -0.00622268+0.0245744j -0.000704044+0.014824j 0.00836319-0.0180994j 0.0188477-0.0228892j -0.0150629+0.0189379j 0.0455145-0.0493245j -0.0196234-0.0114205j 0.0190086+0.00596766j -0.0169973-0.0100775j -0.0278754-0.0141357j 0.00827798+0.00250189j 0.00710269+0.00561205j 0.00148213-0.00954221j -0.0126677-0.0287695j 0.00781925+0.0133564j 0.0227457-0.00156841j -0.00032991+0.00440339j -0.00367485-0.00330767j -0.0110113-0.00854941j -0.0373167-0.0429287j -0.0121058-0.023207j 0.0184245+0.0287797j 0.00488995-0.0128585j -0.000788663+0.11414j 0.038062+0.0305444j 0.11515+0.00284728j -0.0299135-0.083948j 0.0646871+0.0707148j -0.0018649+0.0182355j 0.104941+0.100621j 0.0359603+0.0551495j 0.0698511+0.00803843j -0.0653156-0.0177951j 0.00519226-0.158703j 0.0107995-0.11977j -0.0430388+0.151278j -0.0410701+0.10482j -0.0208875+0.0954833j -0.0760605-0.0727092j -0.0204619+0.0992357j 0.0508433-0.0595858j 0.224399+0.0266754j 0.133599+2.44275e-14j 0.0345527+0.0799171j -0.0111831-0.104752j -0.085605+0.0310895j 0.0177923+0.10552j 0.0474132+0.123534j -0.0511673-0.114874j -0.0016188-0.0870682j 0.0195173-0.164553j -0.0598927-0.0247085j -0.0789539+0.0122212j -0.0220128+0.0318706j 0.0899086-0.139342j 7.81029e-05+0.0205027j -0.0619903+0.0845547j -0.0236466+0.0573712j -0.0883795-0.0418007j 0.0388676-0.112541j -0.0401971-0.0629986j 0.0438246-0.074433j -0.0231785+0.058561j 
0.03326+0.0344175j 0.0350073+0.000927987j -0.00783248+0.0181135j -0.0237155-0.033909j 0.0180936+0.0117275j -0.0210859+0.033874j -0.0248914+0.0108853j -0.021846-0.016057j -0.0119454-0.0370552j 0.0193313+0.000119821j -0.0195748+0.0550729j 0.0119679-0.0025029j -0.0255174-0.00617274j 0.0129381-0.00254891j -0.000683995+0.0365616j -0.0218787+0.022264j 0.0108911+0.00894804j -0.00476177+0.0244711j 0.00431357-0.0471404j -0.00286495+0.00740487j -0.00338652+0.00154128j 0.00857368+0.00371776j 0.00212433+0.000783019j 0.00320828-0.000158945j -0.00431945+0.00925875j 0.00559949+0.0129487j -0.00487202+0.00402155j 0.0119969+0.00313946j 0.0190638+0.0139125j 0.0140075+0.0222714j 0.0235797-0.00146489j -0.0172174+0.00327573j 0.00129957-0.0371254j -0.000103788-0.0337041j 0.0481517+0.00182184j -0.0313898+0.0440698j -0.0986184-0.0086453j 0.0617327+0.0283962j -0.0513458-0.0854094j 0.0900697-0.00197382j -0.0576575+0.231426j -0.0462861-0.0124401j 0.0397856-0.0113895j -0.0445646-0.116639j 0.0517642-0.0258161j 0.0143095-0.0487815j -0.0667015-0.122727j -0.169965-0.015926j 0.1073+0.0211497j -0.169829+0.166204j 0.228822+0.182538j 0.0345527-0.0799171j 0.0870037-2.91295e-14j 0.074124+0.0661169j 0.0457803-0.163198j 0.0514042+0.0397767j 0.0251748-0.00257932j -0.0562518-0.0306612j -0.035275+0.0859961j 0.176069+0.102163j 0.0277066+0.0458107j -0.151359+0.044539j -0.0420885+0.0232541j -0.0102683+0.00598651j 0.0366169-0.0642952j 0.0101115+0.0596702j 0.00540909-0.0484611j -0.0177635+0.0865852j -0.00222381+0.0097334j 0.0132124+0.020278j -0.0467691+0.0408623j -0.00949798-0.034224j 
