0.0598665+1.46907e-12j 0.144411+0.0024688j 0.0804123+0.119601j -0.0218534+0.0131112j -0.0296814-0.0455959j -0.0563699-0.0356373j -0.024896+0.0021035j 0.0109857+0.113781j -0.00280481-0.0237092j -0.0328341-0.000271995j 0.0374155+0.00779034j 0.0120931+0.000220372j -0.011641-0.0996233j 0.00162554-0.0141946j -0.0179415+0.019599j 0.0054366+0.00279133j 0.0121776-0.00808086j 0.00149118+0.0078834j 0.0135204+0.00864489j 0.0176771-0.00163889j 0.00496568+0.0505796j 0.0210258+0.022607j -0.00120208-0.0120572j 0.00337171+0.00437878j 0.000160519-0.00779547j 0.0199908-0.00133266j 0.0130383-0.018854j -0.0191577+0.0158416j -0.00689038+0.0422099j -0.00707235+0.00918608j 0.0192233-0.00195989j 0.0287934+0.0281464j -0.0215132-0.00709409j 4.56379e-05+0.0026641j 0.028781-0.00566587j 0.00647384-0.0112109j 0.0314052-0.0179372j -0.00184364+0.0172653j -0.0121887+0.0204573j -0.0142237+0.0148843j -0.00540448+0.0142158j 0.0187537-0.0248132j -0.0185824+0.00647168j -0.000745854-0.00201306j -0.0291111+0.00446669j 0.015362+0.0119763j -0.00923236+6.35884e-05j -0.0178651-0.00881113j 0.0641425-0.0385499j -0.011411-0.00756787j 0.00168035+0.0256285j -0.00316322-0.0306064j -0.00337282+0.000733303j -0.00567624-0.00476884j 0.0284312+0.0136904j 0.0224093+0.0117438j -0.0406922+0.0180456j -0.0580298-0.0223353j 0.0376068+0.0161786j 0.0126683+0.0328095j 0.0129261-0.0238992j -0.0121834-0.00803533j 0.0113537-0.0412958j -0.0363727-0.0136775j -0.0264335+0.0437441j -0.0204442+0.0244091j -0.0148591+0.0873631j -0.00998085+0.0138454j 0.00290929+0.0790884j 0.199377-0.201794j 0.190512+0.269943j -0.343367-0.096104j 0.0675261-0.128616j -0.0218984+0.125764j 0.0923554+0.0125083j -0.0120277+0.00287796j 0.163853+0.020001j 
-0.0363727+0.0136775j 0.0327461+0.0179692j 0.130678+0.158258j -0.001413+0.0650751j 0.00606392-0.294586j -0.172262-0.0666703j -0.0457051-0.0985716j -0.236044+0.0316516j -0.134453+0.054106j 0.0300758+0.132464j 0.142227+0.0284074j -0.0987124-0.0463866j 0.109609+0.0605277j -0.0420223+0.0925378j -0.0974203-0.0531321j 0.0739686-0.00742232j 0.168964+0.00994908j -0.0217061-0.0493787j 0.0225202+0.0669429j -0.0312335-0.0238567j -0.0680479-0.143167j -0.190188+0.0268372j -0.121603-0.11575j 0.141253-0.0112745j -0.0429713+0.0453294j 0.00214988-0.0964665j 0.0592952-0.144804j 0.0825318+0.0920459j 0.00350621-0.0509919j -0.0172558+0.0564848j -0.0639646+0.000372559j -0.0166305-0.0156911j 0.0146636+0.014308j -0.00688089+0.0221491j -0.0119916+0.0278606j 0.017727-0.0632556j -0.0265411-0.0330166j -0.059662-0.0178337j -0.0919802+0.036307j 0.0461005+0.0251798j 0.0384965-0.0263799j 0.0311382-0.103342j 0.0422443+0.0361077j 0.0283409+0.0157109j 0.0329963+0.00963581j -0.0269427-0.0143871j 0.00366681+0.00604185j 0.0484784+0.0202386j -0.0667485+0.0414276j -0.0393939-0.00144664j -0.0122305-0.000501006j -0.0181922+0.0400846j -0.0312369-0.013424j -0.0355903-0.00554715j -0.0506945+0.028614j 0.0525169+0.0500742j -0.0270319-0.0252295j 0.0518768-0.064173j -0.0914638+0.0209572j 0.0478469-0.0318779j 0.0267442+0.021201j -0.0612964-0.0377628j -0.0233215+0.00753408j -0.00765916+2.40086e-15j -0.116273+0.0421113j 0.119705+0.0545401j -0.0668174+0.0329219j -0.0494576-0.0359581j -0.00165853-0.00393887j 0.0466747-0.0422151j -0.103218+0.0580323j -0.0141285+0.00451671j -0.0999234-0.00142168j 0.0620597+0.0837805j -0.0983061+0.000626152j 0.0146012-0.000410922j 0.00324299+0.00311241j 
-0.0264335-0.0437441j -0.127532-0.00197552j -0.362534+0.123872j -0.432978-0.153521j -0.198913+0.0617873j 0.20818+0.0426061j -0.360102-0.0641984j 0.118944-0.139336j 0.073196+0.0666911j 0.0475262-0.074056j -0.278845-0.0225244j 0.191603-0.00363096j -0.484179-0.303709j 0.0206798+0.019894j 0.0398597-0.00733755j 0.149609-0.0554045j 0.00341479+0.0386422j 0.0706091-0.0669593j -0.052616-0.0129801j -0.0893338+0.0058201j 0.0627788+0.0355273j 0.238296+0.0334166j -0.114298+0.0752844j 0.0462304+0.0033671j -0.0117639+0.0721834j -0.0103381-0.112055j -0.127572+0.0655493j -0.0944022-0.0372194j -0.0446416-0.0581528j 0.171977-0.0846784j 0.0950218-0.0238522j 0.200323-0.0304076j -0.103049-0.0720795j -0.0122114-0.0079038j 0.24727+0.0261701j -0.0434412+0.0342189j 0.0769655+0.0868421j 0.126687-0.0182029j 0.122164+0.0453529j -0.0682465-0.0182377j -0.0431713+0.024107j 0.0424881-0.0095754j -0.197255-0.032846j -0.0490368+0.037326j 0.109683+0.0878948j 0.0446782-0.0100499j -0.0239647-0.0158988j -0.07956+0.0290386j 0.0895935+0.0897047j 0.125735+0.00690984j 0.178297+0.0624949j 0.00210469-0.0385515j -0.00301073+0.0111029j -0.00205283+0.0260686j 0.176486+0.0400805j -0.177003+0.00997138j 0.0693117-0.0156793j -0.239316+0.0112414j 0.0632278-0.0169304j -0.0632786+0.0184263j 0.0573305+0.01499j -0.00933492+0.0291136j 0.0766462-0.0409783j -0.116273-0.0421113j 0.315541+1.7486e-15j -0.288966+0.0202011j 0.177709-0.031933j 0.0773614+0.0564298j 0.0989203+0.0214104j -0.0699579+0.0361974j 0.391408+0.022153j -0.0771355-0.00030531j 0.233437-0.0331526j -0.21033-0.00416729j 0.239751+0.0484187j -0.130123+0.0288808j -0.00926411-0.0978016j 
-0.0204442-0.0244091j 0.16699-0.0153417j 0.369053+0.0486492j 0.160728+0.137342j 0.320055-0.0519507j -0.119269-0.0953059j 0.349802-0.0662054j -0.0499687-0.0192444j 0.079899+0.0962376j 0.149769+0.00790822j 0.0975977-0.10459j -0.388416-0.244146j 0.219936+0.0435252j -0.0779384-0.0514386j 0.166835-0.00461957j 0.0610566+0.0675316j -0.0646331-0.0561821j 0.0484462+0.056692j 0.0571854-0.0554304j 0.286615-0.0364785j -0.35565-0.0272474j -0.101962+0.139082j 0.141834+0.00246958j 0.0600963+0.0245434j 0.0417425+0.0161954j 0.0476371-0.127951j 0.174531-0.0293037j 0.0353954+0.0275915j -0.0575636+0.0544797j -0.061933+0.0909145j -0.0478826+0.0105864j -0.157329-0.0975348j 0.132894+0.00806896j -0.0971196-0.015843j -0.198034+0.0243036j 0.0440516+0.0274638j 0.0311359-0.0131256j -0.097132-0.0485474j -0.106548-0.0090531j 0.0575892+0.00816238j -0.0146963+0.00922539j -0.0478433-0.0079691j 0.185543-0.0839289j 0.0310328+0.0105596j -0.114907-0.0266186j -0.0347461+0.0213134j 0.0189702-0.0318202j 0.0435583-0.0366157j -0.0639751-0.01353j -0.114316-0.00668251j -0.129448+0.0167052j -0.0584739+0.0429412j 0.0121441+0.0682458j 0.0719743-0.00631811j -0.165459+0.0106385j 0.194877-0.00104413j -0.0756872-0.0306457j 0.244131-0.0445977j -0.0347261-0.0323623j -0.0451306-0.00677468j -0.0567967-0.0322266j -0.0372756+0.019829j -0.0617832+0.00619243j 0.119705-0.0545401j -0.288966-0.0202011j 0.271099-8.88178e-16j -0.113242-0.0152015j -0.0462087-0.0484275j -0.0938925+0.0247022j 0.0874035+0.0283398j -0.390428-0.0456615j 0.0555906-0.0331938j -0.166051+0.0210775j 0.208576-0.00556336j -0.23813-0.0405982j 0.142237+0.0796993j 0.0183775+0.0106512j 
-0.0148591-0.0873631j -0.05342+0.051492j -0.0814831+0.148016j -0.220737-0.0109604j -0.141354-0.0215032j 0.0524006-0.036556j -0.142599-0.0016372j -0.0204833-0.0205214j 0.0955182+0.0154775j 0.0507513+0.0748719j -0.0897248-0.190617j 0.078885-0.0790031j -0.307632+0.00122381j 0.0935139+0.0212657j 0.00795404-0.00802677j 0.0141699-0.043718j -0.00875782-0.0601086j -0.0849496+0.0458293j 0.118124+0.098604j -0.0486469+0.0967729j 0.00758009-0.110195j 0.178309+0.0462366j -0.0815498+0.0144874j 0.00773316+0.134023j -0.0692616-0.0432389j 0.0249215-0.0620438j -0.120178-0.017494j -0.074442-0.0367818j 0.0295226-0.0917333j 0.04614+0.00875764j -0.0105757+0.0140038j 0.0268343-0.035205j 0.053137+0.0180811j 0.0542366+0.0738044j 0.111222+0.0505459j 0.00993483-0.0143054j -0.0346886-0.036627j -0.00704521+0.0188045j 0.0847831+0.000641243j -0.00252974-0.0540745j -0.00198291+0.0281232j -0.0461933+0.00465937j -0.126792-0.0548134j 0.0288486-0.00364708j 0.0350255+0.0234351j 0.00634122+0.00776518j 0.0207017-0.00922366j -0.020653+0.00205258j 0.00774926+0.0202785j 0.0897136-0.0104538j 0.12667-0.00180942j -0.0201081+0.00898394j 0.0570647-0.0462152j -0.0117341-0.0122428j 0.0883755+0.0400648j -0.0730911-0.0448386j 0.107471-0.0241457j -0.133877-0.0597672j -0.0291559+0.0688466j 0.0330599-0.0200125j 0.0278444+0.015013j -0.00426529+0.0263396j 0.0302553+0.00925574j -0.0668174-0.0329219j 0.177709+0.031933j -0.113242+0.0152015j 0.0650071+5.00988e-15j 0.124834+0.0187797j 0.000642784+0.0305542j -0.0775733+0.0126269j 0.26397+0.0141145j -0.0253208+0.0429293j 0.131206-0.0150413j -0.172805-0.0161954j 0.118552+0.0816303j -0.0578232+0.0185778j 0.0403784+0.0128646j 
-0.00998085-0.0138454j -0.0826294-0.0989773j -0.178041+0.177298j -0.184618-0.224073j -0.0966153+0.0317517j -0.0677612+0.0317009j -0.0333508+0.0171736j -0.0253942+0.0459454j -0.0935737-0.125061j 0.0310392-0.0967178j 0.0637627+0.0539532j 0.1544-0.0140028j 0.0195574-0.0961999j 0.0467396+0.105271j -0.0855278-0.0599932j -0.000222331+0.0125801j -0.116743-0.0713189j 0.0333399+0.178583j 0.016191-0.0441118j -0.0866106-0.125085j -0.0364664+0.0939663j 0.0146283-0.131655j -0.0611946+0.0177906j 0.0177063-0.0186569j 0.0617686-0.0555089j -0.116613-0.0261287j 0.00365804+0.0500808j 0.0547497+0.0251465j 0.0523958+0.0352431j 0.0289048-0.0913501j 0.0282115+0.0380692j 0.0710569+0.0512662j -0.0162621-0.0361788j -0.0659058+0.0647596j 0.0629003-0.0127669j 0.04752-0.0755161j -0.046323+0.0013502j 0.100752-0.0142328j -0.00205203+0.0170475j -0.0412967+0.0215608j 0.060574+0.0405955j -0.00409465+0.0311569j -0.0450193+0.00986283j 0.0540486+0.0375576j 0.0190488+0.0312784j 0.0189234+0.103458j -0.01759+0.0104458j 0.00211904+0.081089j 0.0538416-0.0407866j 0.0280541+0.0220948j 0.0899208-0.0106552j -0.0185048-0.00539883j -0.0122993+0.0599629j -0.0129599+0.00932034j 0.045311-0.0144703j -0.0411313+0.012087j 0.0425777-0.0568982j -0.0566416+0.0104443j 0.00765465-0.023173j 0.0576881+0.00126934j 0.0926786-0.0638645j -0.000725012+0.0160346j -0.0523005+0.00914265j -0.0494576+0.0359581j 0.0773614-0.0564298j -0.0462087+0.0484275j 0.124834-0.0187797j 0.0786226-1.15533e-14j 0.124508+0.00171608j -0.0412109+0.0307891j 0.120493+0.00042384j 0.0299031+0.0366876j 0.0104865-0.0375357j -0.0436924+0.00686371j -0.00466317-0.00810994j 0.00879106-0.021101j -0.0284756-0.00317772j 
0.00290929-0.0790884j -0.0490744-0.0766443j 0.131484+0.0645464j -0.030008+0.301121j -0.185663+0.0466806j 0.0628559+0.0138749j -0.14028+0.00617856j 0.120368+0.0194186j 0.0724788-0.0258968j -0.100226-0.11898j 0.0821862+0.0152139j 0.0907117+0.0897059j 0.0745653+0.0725821j -0.101943+0.0500725j 0.132619-0.0891586j -0.152833-0.163338j 0.0611297-0.057279j -0.102657-0.0537933j -0.160285-0.00288969j -0.0258225+0.0307427j 0.00598862+0.0325774j 0.0662645-0.0717511j -0.0830921-0.0499104j 0.0920653+0.0831009j -0.115317+0.0446904j 0.0559824-0.126343j -0.0143186-0.0599782j -0.00156045+0.0843398j 0.0695414+0.0219083j 0.0812812-0.0277493j 0.024624-0.0409969j 0.00131407+0.0706149j 0.0421321+0.0473495j -0.0258843+0.0247805j 0.0391598+0.0153799j -0.0051894+0.0854115j 0.0341116-0.013214j 0.0692239+0.0133519j 0.076197-0.0335783j -0.00272105-0.0261541j -0.0403403-0.00364587j -0.0121097+0.0155207j -0.0400446-0.015472j -0.00673613-0.0315512j -0.028191+0.00862445j 0.0247165-0.00321757j -0.00759051+0.0130018j -0.0425726-0.0189897j 0.0249969+0.0211419j 0.0189939+0.0129944j 0.0435567+0.052224j -0.0145925-0.0376889j 0.038934-0.0801887j 0.0468349-0.0319148j 0.0517914+0.0160307j -0.078228-0.00576702j 0.0173673+0.00213768j -0.0125099+0.0178095j 0.0492123-0.0496771j 0.0111071+0.0118092j -0.0440437-0.00552359j -0.0293429+0.0639382j 0.0323989-0.00410126j -0.00165853+0.00393887j 0.0989203-0.0214104j -0.0938925-0.0247022j 0.000642784-0.0305542j 0.124508-0.00171608j 0.0266031+8.30933e-16j 0.0302127+0.0451214j 0.138454-0.0389799j -0.0581101-0.0563811j 0.0540456-0.056602j -0.100169-0.0136721j 0.0611155-0.0751241j 0.000933086-0.0456124j -0.0023224-0.0285013j 
0.199377+0.201794j 0.195849-0.183839j 0.159995+0.24055j 0.0326665+0.0368981j 0.0787229+0.134486j 0.00518122+0.0581466j 0.120622-0.0123205j -0.0987526-0.14658j 0.11329+0.0305705j -0.0399884+0.0404559j -0.0357524-0.0232345j -0.0194209-0.0199412j 0.143737-0.147134j -0.221274-0.0067991j -0.0313932-0.0773747j 0.0207724+0.0483842j -0.0711094-0.0592346j -0.0806614+0.181926j 0.2121+0.153898j 0.141592-0.00380239j -0.0439733-0.0943582j -0.0297292-0.0147566j 0.0583647-0.0346143j -0.0183754+0.0872528j 0.0463218-0.00247257j -0.0326819-0.0466572j -0.045975-0.0231388j 0.0153772+0.0444879j -0.0319609-0.0170205j 0.00689953-0.0223181j -0.0525695-0.0814611j -0.143575-0.0293911j 0.0399983+0.042642j -0.0103365+0.0214921j -0.127032-0.102909j -0.00382397+0.00190021j -0.0244573-0.0401626j -0.0384005-0.0161068j -0.0655074-0.0002496j 0.0278879+0.0551802j 0.0368513+0.00362104j 0.0125115-0.0309246j 0.127144+0.111207j 0.0176642-0.00420011j -0.0623445-0.0242965j 0.0304368-0.00101255j -0.03224+0.0130182j 0.0204437+0.0204648j -0.0196806-0.0725518j -0.0517937-0.00216379j -0.0227728+0.01215j -0.0151541-0.0295222j -0.0285665-0.0244623j 0.0242644+0.00559439j -0.0333317-0.0122999j 0.0277362+0.0476206j -0.0376216+0.00418904j 0.110957+0.0360165j 0.0232806-0.0612711j 0.0468857+0.00104034j -0.0517123-0.000708268j -0.04216+0.0249225j -0.0776073+0.00261926j 0.0466747+0.0422151j -0.0699579-0.0361974j 0.0874035-0.0283398j -0.0775733-0.0126269j -0.0412109-0.0307891j 0.0302127-0.0451214j 0.0366979-7.77156e-16j -0.136033-0.0069225j -0.00687777-0.0497459j -0.114867-0.0351605j 0.0852152+0.0411353j -0.142531-0.0844223j 0.0479886-0.0250793j 0.0101443+0.110461j 
0.190512-0.269943j -0.508102-0.137516j -0.355995-0.0307306j -0.283308+0.0817694j -0.331238+0.0186812j 0.0603829-0.0587512j -0.536126-0.180674j 0.122364-0.0176j -0.117481+0.0118818j -0.00739067+0.00845263j -0.135123-0.0115046j 0.325327-0.0657365j -0.339728-0.036558j -0.116372-0.120915j -0.20681-0.152627j -0.0313614-0.123312j 0.123265+0.0591405j -0.0203624-0.16826j -0.212506+0.170564j -0.301643+0.0727292j 0.32731+0.00905168j 0.263995+0.101147j -0.245938-0.0818048j -0.0307869+0.00235704j 0.0273928+0.00486506j -0.0740438+0.00844899j -0.25479-0.0498418j -0.109965-0.0204693j -0.0169492-0.00469624j 0.0723435-0.0124305j 0.064478-0.000436858j 0.23249-0.00959152j -0.126713-0.0532799j 0.0328301+0.00776612j 0.232674-0.0233211j -0.108725-0.0137209j 0.0341197-0.0239673j 0.0874555+0.0857033j 0.172831+0.0522868j -0.0527684+0.00430635j 0.0117217+0.050158j -0.0309345+0.00691107j -0.258379-0.0105928j -0.00771085+0.0130602j 0.188052-0.0437456j 0.032691-0.0160305j -0.0218734-0.0386821j -0.03916-0.0538747j 0.0877364+0.059439j 0.138207+0.0105396j 0.224593+0.0257083j -0.0236868+0.0722652j 0.0353685+0.00317465j -0.0199822-0.0447969j 0.22601-0.0144486j -0.191002+0.0718558j 0.124427-0.0273238j -0.332646+0.0270366j 0.0573361-0.0485426j -0.00806122+0.016617j 0.087537-0.036596j 0.0878921+0.00587405j 0.0820803-0.0458968j -0.103218-0.0580323j 0.391408-0.022153j -0.390428+0.0456615j 0.26397-0.0141145j 0.120493-0.00042384j 0.138454+0.0389799j -0.136033+0.0069225j 0.492562+2.38698e-15j -0.0336396+0.0123696j 0.263817+0.00889408j -0.314649-0.0425836j 0.332018+0.00441154j -0.19677-0.110847j -0.0293311-0.00234253j 
-0.343367+0.096104j -0.0053388+0.24931j 0.134019-0.0116925j -0.0318987-0.0136468j 0.0376169-0.0221005j 0.0699228-0.0816316j 0.0609809-0.0432887j -0.00162247+0.0567316j 0.0588276+0.0203928j -0.0832504+0.0252745j 0.0514516-0.0459848j -0.106039-0.0771549j 0.238798+0.0605287j -0.132358-0.078282j 0.00716819-0.0605868j 0.0633286+0.263495j -0.215435+0.155866j 0.186066-0.0746594j -0.054128+0.0259186j 0.114353-0.031361j -0.0738475+0.0720301j -0.0847974-0.00792747j -0.00342693-0.0327692j 0.0455881-0.00607984j 0.0121255+0.0305364j 0.0655347-0.0226967j -0.0107054-0.0312029j 0.0138075+0.0354074j -0.0675262+0.00989202j 0.0380866+0.0026435j -0.0486966-0.0205392j -0.0210323-0.0110464j 0.0612437+0.0141231j 0.00764091+0.0126028j 0.00668348-0.0458524j 0.0397165+0.0282214j -0.0219587-0.0669451j 0.0329888+0.0692326j -0.0209789+0.0271276j -0.0158637-0.0208143j -0.000696297+0.0515568j 0.00524266-0.0317035j 0.00110125-0.00243016j 0.00335812+0.00656387j -0.0065916-0.0103681j 0.00477301+0.00437j 0.0167411-0.0151307j -0.0249149-0.00244124j -0.00239464+0.0622035j -0.0278529+0.028009j -0.0283335+0.0683745j 0.0365398-0.0346945j 0.00530868-0.05213j 0.0116705-0.023208j -0.00766445+0.0121331j 0.0589065-0.0197125j -0.0344157+0.00528048j 0.0739328-0.0258585j -0.0449682+0.0225609j 0.0357526-0.025667j -0.0136727-0.0265356j -0.0259914+0.0255225j 0.0311165-0.0627894j -0.0141285-0.00451671j -0.0771355+0.00030531j 0.0555906+0.0331938j -0.0253208-0.0429293j 0.0299031-0.0366876j -0.0581101+0.0563811j -0.00687777+0.0497459j -0.0336396-0.0123696j -0.0762267-9.32587e-15j -0.113285-0.0222663j 0.137252+0.0299379j -0.0893561-0.0365302j 0.0169148-0.0307163j -0.0552625-0.0391574j 
0.0675261+0.128616j 0.10205-0.18802j -0.153701+0.0370408j -0.0918553-0.0430427j -0.111438-0.0245205j 0.0308336-0.0138575j -0.342735+0.0143052j 0.0824052+0.118699j -0.186978+0.0419324j -0.0749072+0.0254951j -0.14136-0.0183894j 0.314632-0.0334081j -0.204329+0.116463j -0.0227076-0.288151j -0.108028+0.0279012j -0.238667+0.0395051j -0.102269-0.103849j -0.0861194+0.0714877j 0.0322141-0.095878j -0.1392+0.0289825j 0.0893843+0.0432514j 0.0660972+0.0327218j -0.0945775-0.0835681j -0.0769002+0.0861335j -0.0509319-0.0358587j 0.072445+0.0344495j -0.022853+0.0355688j -0.0573843-0.0321194j 0.023397+0.0150283j 0.0506545-0.0163674j 0.04365+0.00223834j 0.0985123-0.0534512j -0.056652-0.042124j 0.0131278-0.0294637j 0.113924-0.0276076j -0.00500077-0.0251779j 0.0389523+0.0323462j 0.0323287+0.0168923j 0.0772355+0.0393974j -0.000196821+0.017517j -0.0224976-0.0110063j -0.037865-0.010703j -0.15242+0.0137294j -0.0192296+0.0116551j 0.103196-0.0439161j -0.0109115-0.0342957j -0.0219651+0.00414376j -0.046812+0.00173016j 0.0662834+0.0865579j 0.0660502+0.0234217j 0.141567+0.0126957j -0.0256687+0.00460333j 0.0174753-0.0410267j -0.000627239-0.0466514j 0.133561+0.00497136j -0.0928841-0.0280626j 0.0692904+0.025356j -0.216549-0.0123561j 0.0345971+0.0178422j -0.0935578+0.0717226j 0.0176689+0.0263075j 0.0015877+0.0154786j 0.0986248-0.0386468j -0.0999234+0.00142168j 0.233437+0.0331526j -0.166051-0.0210775j 0.131206+0.0150413j 0.0104865+0.0375357j 0.0540456+0.056602j -0.114867+0.0351605j 0.263817-0.00889408j -0.113285+0.0222663j 0.290336-2.34708e-15j -0.231115-0.0562822j 0.0909561+0.00498777j -0.0424131-0.0132175j -0.0289085-0.0469701j 
-0.0218984-0.125764j 0.149153-0.00887013j 0.167459+0.0289401j 0.118943+0.0702765j 0.0881042+0.0398465j 0.0357325+0.0150508j 0.273062-0.0911619j -0.0349121-0.0391152j 0.0239222-0.297136j 0.167859+0.230688j 0.234901+0.0218973j -0.151777-0.12633j 0.409201+0.158529j 0.0838862-0.0380263j 0.17109+0.0288098j 0.125109-0.0425823j -0.0808858-0.00482452j -0.0333753-0.0372556j 0.103941+0.0575883j 0.214259+0.0569617j -0.119609-0.0458946j -0.140099+0.0522939j 0.17182+0.0424718j 0.0134811+0.0429407j 0.0353846-0.0304624j -0.0316748-0.00798332j 0.124203+0.110971j 0.0577602+0.00469014j -0.0194469+0.0217267j -0.0695679-0.00973275j -0.046496+0.0273498j -0.16503-0.00145512j 0.060408+0.0159591j -0.0206926-0.026506j -0.20364-0.0358709j 0.0056814+0.018379j -0.0412693-0.00186929j -0.0534256+0.0256499j -0.0937011-0.0234733j 0.0404272+0.00042217j 0.0764842+0.0353787j 0.0203928+0.000538294j 0.234492+0.0300221j 0.0556086+0.0208847j -0.151294-0.0269942j 0.00828657+0.0116711j -0.0430478-0.0359369j 0.0404322-0.0148087j -0.00520554+0.0148323j -0.0636803-0.0327768j -0.0581878-0.000128972j 0.0364369+0.00500261j -0.0504449+0.0144048j 0.000698869+0.0380783j -0.104838-0.00618229j 0.145848-0.00255305j -0.0791826-0.0557144j 0.18907+0.0301542j -0.0687882+0.0228458j 0.0076477-0.0165487j -0.01999+0.00416928j -0.00189318+0.0190173j -0.0788913-0.0415666j 0.0620597-0.0837805j -0.21033+0.00416729j 0.208576+0.00556336j -0.172805+0.0161954j -0.0436924-0.00686371j -0.100169+0.0136721j 0.0852152-0.0411353j -0.314649+0.0425836j 0.137252-0.0299379j -0.231115+0.0562822j 0.214823+7.28584e-16j -0.17511+0.00387186j 0.19127+0.11896j 0.0254324-0.00900626j 
0.0923554-0.0125083j -0.0926974+0.0973056j -0.155942-0.0510512j -0.16738-0.0258204j -0.14425+0.0380523j 0.127097-0.0111439j -0.356891-0.0325732j 0.176918+0.24974j 0.137051+0.0707737j -0.172145+0.16773j -0.0872056+0.159833j 0.34643+0.0288637j -0.402287+0.0756959j 0.0814402+0.173182j 0.00879438+0.0918281j -0.0332131+0.093172j -0.00556487+0.0181969j -0.00895079-0.0503698j -0.107168+0.0383652j -0.169627+0.0546494j 0.0909384+0.0123015j 0.114715+0.0378068j -0.144176-0.00922967j 0.0312956+0.00535692j -0.063786-0.0074312j -0.00323406+0.0368344j -0.086957-0.0432978j -0.0300569-0.0376237j 0.0221253+0.00154647j 0.0657002-0.0242327j 0.0205871-0.0320697j 0.147349-0.0257006j -0.0365489+0.00673438j 0.0205368+0.00869991j 0.139472-0.0646877j -0.0334027+0.021217j -0.0029781-0.0538077j 0.0426565+0.00543374j 0.0787048+0.0290819j -0.019167+0.0184026j -0.00946356+0.00390031j -0.0327184-0.0445527j -0.142376+0.0398536j -0.0157895+0.00592465j 0.0927153-0.0218838j 0.00133245-0.0387825j 0.000684909+0.0175298j -0.0480472+0.0226725j 0.0672175-0.0381296j 0.0781035+0.00267297j 0.102135-0.0383629j -0.0103311-0.0236418j 0.0229989+0.00902019j -0.00376378+0.0109408j 0.12603-0.0621584j -0.118988-0.0158465j 0.0615812+0.00481254j -0.185651+0.0775032j 0.015733+0.0160939j 0.0189126+0.0297182j 0.0322132-0.0228486j 0.0139849+0.0121718j 0.013244-0.109015j -0.0983061-0.000626152j 0.239751-0.0484187j -0.23813+0.0405982j 0.118552-0.0816303j -0.00466317+0.00810994j 0.0611155+0.0751241j -0.142531+0.0844223j 0.332018-0.00441154j -0.0893561+0.0365302j 0.0909561-0.00498777j -0.17511-0.00387186j 0.112813-1.01655e-15j -0.0965293-0.000741498j 0.0787176+0.119951j 
-0.0120277-0.00287796j -0.117064+0.0216818j 0.0888829-0.100892j 0.145702-0.00910315j -0.109599+0.181965j 0.0163178-0.249405j 0.501879+0.146769j -0.203697+0.182464j 0.0467939+0.0719183j 0.0837057+0.0998414j 0.0542422-0.0383159j -0.159257+0.0174816j 0.142264+0.0218442j -0.00557843-0.0268625j 0.0681496-0.0183223j -0.0117297-0.0554006j -0.036631+0.0202476j -0.0253905+0.0334514j 7.73752e-05+0.0136121j 0.126339-0.0323395j -0.0537594+0.0138841j -0.116641-0.0160248j 0.0462547-0.0126902j 0.0280321+0.0185501j 0.0176664+0.00273901j 0.00384526+0.00704685j 0.0730811+0.00501577j 0.0527545-0.0160973j -0.0354549-0.0179168j -0.0398336+0.0146274j -0.0446197-0.00291093j -0.116518-0.0386066j 0.00822793-0.0196361j 0.00219121-0.00302362j -0.110579-0.0135263j 0.00180994-0.0129899j 0.00750646+0.0153593j -0.0245026-0.0052921j -0.0444185-0.028919j 0.0163188-0.00587047j 0.0198016+0.0188026j 0.0336358+0.0255474j 0.103374-0.017057j 0.0143762-0.0124096j -0.0406799+0.0225248j 0.0230637+0.0390729j 0.000694291+0.0115778j 0.0466963-0.00325926j -0.0474042+0.00669242j -0.0547867+0.00202195j -0.069361-0.0275483j 0.0105887-0.0125267j -0.0171364+0.00222821j -0.00373706-0.0165012j -0.086061-0.0366234j 0.0674268-0.0323229j -0.0685943-0.0535101j 0.145885-0.0120581j -0.012752-0.0155601j 0.0322742+0.0147534j -0.0263363+0.00677498j 0.0283937+0.0413724j -0.0584383-0.0163033j 0.0146012+0.000410922j -0.130123-0.0288808j 0.142237-0.0796993j -0.0578232-0.0185778j 0.00879106+0.021101j 0.000933086+0.0456124j 0.0479886+0.0250793j -0.19677+0.110847j 0.0169148+0.0307163j -0.0424131+0.0132175j 0.19127-0.11896j -0.0965293+0.000741498j -0.00166592-4.78824e-13j -0.145641-0.00256662j 
