0.0598665+1.46907e-12j 0.144411+0.0024688j 0.0804123+0.119601j -0.0218534+0.0131112j -0.0296814-0.0455959j -0.0563699-0.0356373j -0.024896+0.0021035j 0.0109857+0.113781j -0.00280481-0.0237092j -0.0328341-0.000271995j 0.0374155+0.00779034j 0.0120931+0.000220372j -0.011641-0.0996233j 0.00162554-0.0141946j -0.0179415+0.019599j 0.0054366+0.00279133j 0.0121776-0.00808086j 0.00149118+0.0078834j 0.0135204+0.00864489j 0.0176771-0.00163889j 0.00496568+0.0505796j 0.0210258+0.022607j -0.00120208-0.0120572j 0.00337171+0.00437878j 0.000160519-0.00779547j 0.0199908-0.00133266j 0.0130383-0.018854j -0.0191577+0.0158416j -0.00689038+0.0422099j -0.00707235+0.00918608j 0.0192233-0.00195989j 0.0287934+0.0281464j -0.0215132-0.00709409j 4.56379e-05+0.0026641j 0.028781-0.00566587j 0.00647384-0.0112109j 0.0314052-0.0179372j -0.00184364+0.0172653j -0.0121887+0.0204573j -0.0142237+0.0148843j -0.00540448+0.0142158j 0.0187537-0.0248132j -0.0185824+0.00647168j -0.000745854-0.00201306j -0.0291111+0.00446669j 0.015362+0.0119763j -0.00923236+6.35884e-05j -0.0178651-0.00881113j 0.0641425-0.0385499j -0.011411-0.00756787j 0.00168035+0.0256285j -0.00316322-0.0306064j -0.00337282+0.000733303j -0.00567624-0.00476884j 0.0284312+0.0136904j 0.0224093+0.0117438j -0.0406922+0.0180456j -0.0580298-0.0223353j 0.0376068+0.0161786j 0.0126683+0.0328095j 0.0129261-0.0238992j -0.0121834-0.00803533j 0.0113537-0.0412958j -0.0363727-0.0136775j -0.0264335+0.0437441j -0.0204442+0.0244091j -0.0148591+0.0873631j -0.00998085+0.0138454j 0.00290929+0.0790884j 0.199377-0.201794j 0.190512+0.269943j -0.343367-0.096104j 0.0675261-0.128616j -0.0218984+0.125764j 0.0923554+0.0125083j -0.0120277+0.00287796j 0.163853+0.020001j 
0.0120931-0.000220372j -0.132513+0.0786713j -0.213495+0.0482048j -0.195524-0.00792199j -0.145697-0.0178981j 0.0449314+0.0422431j -0.367184+0.0435323j 0.0971456-0.0339108j -0.0712732-0.0221216j -0.0333063+0.0450614j -0.0965309+0.0239338j 0.222263+7.07767e-16j -0.287956+0.0162193j 0.0668458+0.0544962j -0.0886183-0.00716762j 0.0100648+0.0290231j 0.0307988-0.0229168j -0.041424+0.0141935j -0.0605779+0.0514536j -0.209203-0.0313428j 0.106982-0.0207969j 0.171668+0.00566712j -0.145429-0.0118417j -0.0936938+0.00689414j -0.0266834-0.0734691j 0.0528612+0.024478j -0.123186-0.0201985j -0.0417101+0.0117548j 0.0692228+0.000607724j 0.0530098+0.0321712j 0.0251809-0.0315311j 0.137611+0.00528578j -0.0200008+0.0129747j 0.011973+0.0196506j 0.157165+0.0788753j 0.0173384-0.0158354j -0.0267052+0.0044775j 0.0717094-0.0563758j 0.115026-0.0045015j -0.0430404+0.0221254j 0.0423489-0.00398708j -0.0292703+0.0417257j -0.205554+0.00298342j 0.0545365-0.0345721j 0.108178-0.0802023j -0.0661205-0.0172352j -0.0108192+0.0143672j -0.0187689-0.0526806j 0.0475994-0.0690175j 0.137428+0.0157358j 0.195374+0.0411784j -0.0365969-0.130999j 0.0398582-0.0403124j -0.0682454-0.0169537j 0.161945-0.015623j -0.100361-0.128428j 0.324421-0.0144898j -0.294788-0.0712408j -0.0335672+0.0412353j 0.0552597-0.0225001j 0.107241-0.0596964j -0.0209662+0.0774752j 0.131968+0.0149151j -0.0987124+0.0463866j 0.191603+0.00363096j -0.388416+0.244146j 0.078885+0.0790031j 0.1544+0.0140028j 0.0907117-0.0897059j -0.0194209+0.0199412j 0.325327+0.0657365j -0.106039+0.0771549j 0.314632+0.0334081j -0.151777+0.12633j 0.34643-0.0288637j -0.159257-0.0174816j -0.0270662+0.0224797j 
-0.011641+0.0996233j 0.121255+0.00950752j 0.2458-0.0273532j 0.209846-0.0229411j 0.219812+0.0349532j -0.0713745+0.00306984j 0.395525-0.0116159j -0.0739108-0.03758j 0.0857885-0.0193938j 0.0666113-0.0620906j 0.176272+0.0293041j -0.287956-0.0162193j 0.331429+3.66374e-15j -0.0548251+0.0286931j 0.14963+0.0371401j 0.049199+0.0327093j -0.0432784+0.00428053j -0.0701916-0.0152664j 0.124873+0.030275j 0.218793+0.0288166j -0.0878323-0.00606453j -0.163465-0.0173665j 0.178444-0.035709j 0.0493474+0.0123381j -0.00566375+0.0274335j -0.0324283-0.0571365j 0.19665-0.0925003j 0.081122-0.0141248j -0.0310845-0.0420575j -0.0960577-0.0242281j -0.0159635+0.00725656j -0.145356+0.0927867j 0.0009518-0.0176993j 0.025138+0.0252827j -0.190845+0.0117557j -0.0400119+0.0185584j -0.0343197-0.0118125j -0.104984-0.0198406j -0.110714+0.030269j 0.08348-0.00679705j 0.0963161-0.0912732j 0.026565+0.0440157j 0.29451-0.00546216j 0.0728338-0.0124189j -0.180935+0.00913893j 0.0693201-0.0630426j -0.0464377-0.0159795j 0.14514+0.107933j -0.136426+0.021472j -0.101329-0.0123274j -0.08259-0.102675j 0.0497843-0.0755634j -0.0227989-0.0563748j -0.0199625-0.0118961j -0.0524516-0.0707715j 0.304603-0.00996791j -0.0672996+0.0700154j 0.116425+0.0171714j -0.0292274+0.00381003j -0.00231489+0.0427738j 0.0331238+0.0531405j -0.170211-0.0371091j 0.114635-0.0135868j 0.109609-0.0605277j -0.484179+0.303709j 0.219936-0.0435252j -0.307632-0.00122381j 0.0195574+0.0961999j 0.0745653-0.0725821j 0.143737+0.147134j -0.339728+0.036558j 0.238798-0.0605287j -0.204329-0.116463j 0.409201-0.158529j -0.402287-0.0756959j 0.142264-0.0218442j -0.0139089+0.0432797j 
0.00162554+0.0141946j 0.0121178+0.0170201j -0.0531301-0.0285826j -0.027022+0.0827126j -0.0438163+0.00946358j -0.020701-0.00873719j -0.0328863-0.0560895j 0.0298298+0.0338135j 0.0129645+0.00804431j -0.0342794+0.0311277j -0.0305988-0.0254676j 0.0668458-0.0544962j -0.0548251-0.0286931j -0.0280387+7.68136e-15j -0.00867476-0.0189288j 0.0323828-0.0470532j -0.0296562+0.0328148j 0.0305575+0.0340634j -0.0835984-0.0234985j -0.0224881-0.0694639j -0.00169762-0.037425j -0.000929694-0.0347299j -0.0206796-0.0354519j 0.0189889+0.000454358j -0.0182698-0.00585385j 0.0291144+0.0238261j -0.0252148-0.00788511j -0.062194-0.000489239j -0.0556302-0.0260324j 0.0304752-0.0457997j -0.00448878+0.00820986j -0.0505373+0.0338131j 0.0208363-0.0369482j -0.0218625+0.0299868j 0.0184445-0.0263561j -0.041015-0.0951649j 0.028553+0.0114827j 0.042446-0.0384686j 0.0497311+0.0470512j -0.0268253+0.0109216j -0.0258282-0.00175773j 0.00578073-0.0610069j 0.0161102-0.0371145j -0.00269374+0.0216337j 0.00579445-0.0603892j 0.00348147-0.0133164j 0.0566029-0.0250239j 0.0257161-0.0463968j 0.0266942+0.0877597j 0.0626886-0.0629869j -0.00358299+0.130405j 0.00306794-0.120371j -0.0567098-0.0636498j -0.155574+0.00622664j -0.125645+0.0563078j -0.151173-0.0427431j 0.0525471-0.135706j 0.0440996-0.0126739j 0.0495487-0.0416154j 0.0526972+0.080807j -0.14994+0.0306289j -0.113059-0.0240073j -0.0880315+0.0348196j -0.0420223-0.0925378j 0.0206798-0.019894j -0.0779384+0.0514386j 0.0935139-0.0212657j 0.0467396-0.105271j -0.101943-0.0500725j -0.221274+0.0067991j -0.116372+0.120915j -0.132358+0.078282j -0.0227076+0.288151j 0.0838862+0.0380263j 0.0814402-0.173182j -0.00557843+0.0268625j -0.0431649+0.00173133j 
-0.0179415-0.019599j 0.0843567+0.0293621j 0.0501249-0.126514j 0.0908327+0.0217617j 0.153141-0.0383158j 0.0163093-0.0517042j 0.136771-0.0304704j -0.105627-0.00497122j 0.0300651+0.000521931j -0.0362012-0.00997659j 0.0566633+0.0146565j -0.0886183+0.00716762j 0.14963-0.0371401j -0.00867476+0.0189288j 0.00466944-1.98105e-15j -0.0603753-0.0429105j 0.0494523-0.00124294j -0.00103727+0.00580957j 0.0663117-0.0667062j -0.000824802-0.0152447j -0.0721722+0.0394497j -0.0349593-0.000439754j 0.116952-0.0180223j -0.0161169+0.0421048j -0.00500741-0.0698595j -0.0422972+0.0184511j 0.0617207+0.0244809j 0.0313321-0.00409197j -0.0536949-0.0418267j -0.0461183+0.0582222j -0.0121491-0.0325379j -0.0951164+0.0122165j 0.0133824-0.0644497j 0.0411281+0.000883312j -0.0356887+0.0222597j 0.0395455+0.0178721j -0.0139184-0.0355702j -0.0592545+0.0105742j -0.181025+0.125223j 0.0285226-0.0428287j 0.0324702-0.0402402j 0.0540959+0.0192005j 0.0277406+0.0428604j -0.0449152+0.0172788j -0.0280569-0.0788598j 0.0103587-0.102397j -0.0112245-0.164776j 0.0995962+0.0309818j -0.144817+0.0698032j -0.0139954+0.0175919j -0.108731-0.0847057j 0.0117552+0.000923926j 0.0284686-0.0355963j 0.0122872-0.0372519j -0.0985872-0.198889j 0.000518024-0.0478293j 0.0529437+0.0718621j 0.224391+0.0383706j 0.0452597+0.106086j 0.100503-0.0321103j -0.0163871-0.00644678j 0.0410507-0.0456681j -0.160829+0.0370272j -0.0974203+0.0531321j 0.0398597+0.00733755j 0.166835+0.00461957j 0.00795404+0.00802677j -0.0855278+0.0599932j 0.132619+0.0891586j -0.0313932+0.0773747j -0.20681+0.152627j 0.00716819+0.0605868j -0.108028-0.0279012j 0.17109-0.0288098j 0.00879438-0.0918281j 0.0681496+0.0183223j 0.0164698-0.0315172j 
0.0054366-0.00279133j 0.0490255+0.044579j 0.0200978-0.0159126j 0.0313042+0.0147239j 0.0420692-0.0086988j -0.000377284-0.0160904j -0.0164599-0.0222894j 0.0313047-0.0250044j 0.0462808-0.0671241j 0.0101992-0.0163533j 0.0287776-0.0203704j 0.0100648-0.0290231j 0.049199-0.0327093j 0.0323828+0.0470532j -0.0603753+0.0429105j 0.119932+3.60632e-14j 0.0407744+0.024709j -0.0256278-0.00778669j 0.0161825+0.00928223j 0.0279611-0.0379939j 0.00798999-0.0422948j 0.00312064-0.0366685j -0.0215776-0.0451371j 0.00393092+0.0290088j 0.00478227+0.0206987j 0.0447628-0.0269525j 0.0158596+0.00742558j -0.00254728+0.00735021j -0.00948599-0.0336756j -0.00724473+0.0249177j -0.0114729+0.0478804j 0.0456929+0.0267117j -0.0171287-0.0489616j -0.0161533-0.0182845j -0.0857998-0.0183529j -0.0476264-0.0406448j -0.0757383+0.00199118j -0.0601985+0.00515343j -0.0221381-0.0552987j 0.0581448+0.014724j -0.0160235+0.0295036j 0.00041908+0.121636j -0.0252245-0.08907j 0.0190749+0.035947j 0.0296857-0.0132949j 0.039411+0.040228j -0.0158164+0.0285437j -0.0441138+0.105085j -0.00149232-0.0661288j -0.0944589+0.0473968j -0.0895772-0.0116926j 0.000749876+0.0591014j 0.0233582+0.0361384j 0.00911206-0.0115634j -0.0877419+0.0416232j -0.0331297+0.174267j 0.0141914+0.113971j -0.00145357-0.0408748j 0.0457212-0.0479329j 0.0495469-0.0514375j 0.0991142+0.0129811j 0.0252694-0.0144866j -0.0493317+0.0240724j 0.0739686+0.00742232j 0.149609+0.0554045j 0.0610566-0.0675316j 0.0141699+0.043718j -0.000222331-0.0125801j -0.152833+0.163338j 0.0207724-0.0483842j -0.0313614+0.123312j 0.0633286-0.263495j -0.238667-0.0395051j 0.125109+0.0425823j -0.0332131-0.093172j -0.0117297+0.0554006j 0.0142777+0.0108355j 
0.0121776+0.00808086j -0.0222964+0.00475266j -0.0218028+0.0168806j 0.00569937+0.0099156j -0.015762-0.0127846j 0.0133049+0.0191308j -0.0633994+0.0207521j 0.0628444-0.0113525j 0.0556851+0.00530787j -0.0805225+0.0553563j -0.0336699-0.00262713j 0.0307988+0.0229168j -0.0432784-0.00428053j -0.0296562-0.0328148j 0.0494523+0.00124294j 0.0407744-0.024709j -0.0470825+1.59595e-15j -0.0640204+0.0177023j -0.0436906+0.0163008j -0.0512705-0.0185088j 0.00199841+0.00801284j -0.0181042+0.00997652j 0.0151599-0.0115139j -0.00938843+0.00183077j -0.0247933-0.0345574j -0.0195431+0.00573325j -0.0281437-0.0535621j -0.0603818-0.0240114j -0.0245276-0.0193211j -0.0354696-0.0321686j 0.0764812+0.0278614j -0.0435034+0.0273677j 0.00724252-0.00845305j 0.0535551+0.0381617j -0.0104592+0.01936j -0.0474196-0.00812869j -0.0144317+0.0091527j 0.0756111-0.00470133j 0.0383665+0.00835125j 0.0262042+0.00736927j -0.0889213+0.0531563j -0.0256662+0.0132343j 0.0256567-0.0163541j -0.0584313+0.128843j -0.0156404+0.0727234j 0.0605169+0.0803043j -0.0683856-0.0498553j 0.0459773-0.0418128j 0.0767258+0.19385j 0.0531038-0.138972j 0.132381-0.0253911j 0.0709879+0.00260622j 0.122675-0.0968898j -0.176932+0.05953j -0.0818653-0.0369019j 0.108059+0.00934361j 0.0147368+0.0438895j 0.0157563+0.0152899j -0.00887738+0.053604j 0.0351298+0.0972892j 0.0918265-0.131473j 0.0943714+0.0291478j 0.0374932+0.0309412j 0.168964-0.00994908j 0.00341479-0.0386422j -0.0646331+0.0561821j -0.00875782+0.0601086j -0.116743+0.0713189j 0.0611297+0.057279j -0.0711094+0.0592346j 0.123265-0.0591405j -0.215435-0.155866j -0.102269+0.103849j -0.0808858+0.00482452j -0.00556487-0.0181969j -0.036631-0.0202476j -0.0130489+0.0235353j 
0.00149118-0.0078834j -0.0317056-0.00585995j 0.00327731+0.0211768j -0.00393983+0.0209162j -0.0982338+0.0552867j 0.0529629-0.0498171j -0.0288418+0.0011887j 0.0487644+0.00358904j 0.020033-0.00101972j 0.0526311-0.00879335j 0.0236803-0.0202036j -0.041424-0.0141935j -0.0701916+0.0152664j 0.0305575-0.0340634j -0.00103727-0.00580957j -0.0256278+0.00778669j -0.0640204-0.0177023j -0.0225172+1.73334e-14j 0.00676069+0.0210601j -0.0754062+0.00129748j -0.00497486-0.00551819j -0.00868242-0.00880354j 0.0275071+0.0182643j -0.0820661-0.0212825j -0.0499666-0.0236481j 0.0539171+0.0342441j -0.0513629+0.0320875j -0.0401574-0.0346781j 0.000907221-0.0331132j -0.0305749-0.0868852j -0.0208495+0.00210124j -0.0500475+0.0127714j -0.0344002-0.0137897j -0.0316974+0.000284569j -0.0117485-0.066184j 0.00106789+0.00622218j 0.0839804+0.0287903j 0.0418211-0.0886374j 0.00656055+0.0025246j 0.100856-0.0108768j -0.115697-0.0412687j -0.00713528+0.031295j -0.00599974-0.0430171j 0.0514602-0.0185002j -0.0942379+0.00407202j -0.0680689-0.0897383j -0.0910832-0.219753j 0.100129-0.0797551j 0.179272-0.02659j -0.0612875-0.0744085j 0.0121187+0.0424266j -0.0144084+0.0172192j -0.0175573-0.0487507j -0.0867536+0.0980583j -0.0363597+0.0067414j 0.00276037+0.0613619j 0.05577+0.00343538j -0.0982534-0.0745711j 0.0121475-0.00406078j -0.171732+0.19154j -0.0634963-0.0524767j -0.0481767+0.0196535j 0.0759659-0.00761927j -0.0217061+0.0493787j 0.0706091+0.0669593j 0.0484462-0.056692j -0.0849496-0.0458293j 0.0333399-0.178583j -0.102657+0.0537933j -0.0806614-0.181926j -0.0203624+0.16826j 0.186066+0.0746594j -0.0861194-0.0714877j -0.0333753+0.0372556j -0.00895079+0.0503698j -0.0253905-0.0334514j 0.0130076+0.0165461j 
0.0135204-0.00864489j 0.0326545+0.0137456j 0.0416439+0.00600384j 0.103762-0.0135724j 0.0703557+0.018347j -0.063268+0.0171527j 0.138833-0.0799449j -0.0108158-0.041575j 0.0419366-0.0426903j 0.0126211-0.0292897j -0.00199834+0.0658947j -0.0605779-0.0514536j 0.124873-0.030275j -0.0835984+0.0234985j 0.0663117+0.0667062j 0.0161825-0.00928223j -0.0436906-0.0163008j 0.00676069-0.0210601j -0.0382139+1.7375e-14j 0.0597985+0.00501648j -0.0684428-0.0564608j -0.0483192+0.0422619j 0.0942405+0.0170159j 0.0329145-0.0217003j -0.0479746-0.0492398j 0.056251+0.0308709j 0.0661074-0.0484891j -0.0530026-0.0269556j -0.0462819-0.0426849j 0.0040208-0.00673486j 0.0308415-0.00992031j -0.0633721+0.0322212j 0.0655616+0.0242087j 0.0215996-0.00497292j 0.0394333+0.00742509j 0.0266607-0.0391746j -0.0310571-0.059701j -0.00515871+0.0460412j -0.0674902-0.012512j -0.0600715-0.0129291j 0.0798939-0.0129568j -0.0947021+0.00724228j 0.117491+0.157102j 0.0684247-0.0707065j -0.142788+0.181734j -0.127933+0.0151861j -0.0129551-0.110077j 0.0759449+0.00560048j -0.0354013-0.0133227j -0.0415993+0.0298867j -0.0966033+0.0869691j 0.0670154+0.0400725j 0.02937+0.0744435j 0.0311181-0.0235227j 0.0285648-0.0533801j 0.0115398+0.0877169j -0.135513+0.0147828j 0.0610298-0.0165642j -0.0663774+0.176244j 0.0139582-0.0471111j 0.00680405-0.00963075j -0.0751803+0.0703645j 0.0259395+0.107868j 0.0225202-0.0669429j -0.052616+0.0129801j 0.0571854+0.0554304j 0.118124-0.098604j 0.016191+0.0441118j -0.160285+0.00288969j 0.2121-0.153898j -0.212506-0.170564j -0.054128-0.0259186j 0.0322141+0.095878j 0.103941-0.0575883j -0.107168-0.0383652j 7.73752e-05-0.0136121j 0.0240409+0.0138105j 
0.0176771+0.00163889j 0.120413-0.00243516j 0.165369-0.0672178j 0.140714+0.0223827j 0.173856+0.033242j -0.0598797+0.0273072j 0.29396+0.00286039j -0.101858-0.0224718j 0.000978149-0.00905301j 0.057094-0.0181954j 0.123091+0.0489337j -0.209203+0.0313428j 0.218793-0.0288166j -0.0224881+0.0694639j -0.000824802+0.0152447j 0.0279611+0.0379939j -0.0512705+0.0185088j -0.0754062-0.00129748j 0.0597985-0.00501648j 0.118063-6.38378e-16j -0.13698+0.00308585j -0.115389+0.0373466j 0.055484-0.0586894j -0.0136399+0.036122j 0.0316802+0.00584933j 0.058141-0.0227607j 0.101713-0.035486j 0.053329+0.0294979j -0.0873141+0.0223926j -0.098529-0.0628579j -0.122168-0.0185007j -0.0631601-0.00725135j -0.0196404+0.0453949j 0.137621-0.019734j -0.0820315+0.00721124j 0.0318809+0.0375912j 0.00729155+0.0583828j -0.156966+0.095533j -0.123385-0.0349803j 0.0100154+0.029381j -0.0204669-0.0144546j 0.0781755+0.0998847j 0.11265+0.0249216j 0.0105057-0.00319188j 0.00155445+0.0785682j 0.0209016+0.0814034j -0.0437988+0.110117j 0.0757392-0.112364j -0.0412815-0.059614j -0.218864-0.0714806j -0.126068-0.111727j -0.0972845+0.0720421j 0.1358-0.128474j 0.0241074+0.0974823j -0.25662-0.0499417j 0.0928412-0.0283768j -0.0260093+0.0251965j 0.227455-0.313422j -0.00276671+0.0190251j 0.0680178+0.147566j -0.0171666+0.0102616j -0.0185558-0.0693241j -0.154985-0.0370388j -0.0312335+0.0238567j -0.0893338-0.0058201j 0.286615+0.0364785j -0.0486469-0.0967729j -0.0866106+0.125085j -0.0258225-0.0307427j 0.141592+0.00380239j -0.301643-0.0727292j 0.114353+0.031361j -0.1392-0.0289825j 0.214259-0.0569617j -0.169627-0.0546494j 0.126339+0.0323395j 0.0630187+0.0406861j 
0.00496568-0.0505796j -0.0705004-0.0412003j -0.0749166-0.00450837j -0.0855475-0.0544045j -0.0752475-0.0264811j 0.0373636-0.006819j -0.151082+0.0295652j 0.0416514-0.0113165j -0.0202029-0.0109113j -0.0410379+0.0366845j -0.121514+0.0239011j 0.106982+0.0207969j -0.0878323+0.00606453j -0.00169762+0.037425j -0.0721722-0.0394497j 0.00798999+0.0422948j 0.00199841-0.00801284j -0.00497486+0.00551819j -0.0684428+0.0564608j -0.13698-0.00308585j 0.0220107+1.17961e-15j 0.0491561-0.0120218j -0.0537424+0.0311446j -0.000760993-0.0137175j 0.00873472-0.069844j -0.0386514+0.0268506j -0.0761732-0.0168357j -0.00684747+0.0287945j -0.0160151+0.0254636j 0.0439437-0.0100863j 0.0416095+0.0610039j 0.0958319+0.0108053j 0.0574103-0.0183828j 0.0411221-0.0118178j 0.129013+0.0210217j -0.0938137-0.0948891j 0.00151642+0.00109087j 0.038592-0.0169888j 0.0535598+0.0136721j -0.0782643-0.0363779j -0.0572071-0.0466684j 0.026996+0.0805394j -0.164951-0.00364562j 0.056536-0.0114435j -0.0253975-0.0236546j -0.0836392-0.0380562j -0.10438-0.102444j 0.0773393-0.0582133j 0.057669-0.118557j -0.0113244-0.0124829j 0.0553457+0.0423714j -0.0793657+0.0594041j 0.12303+0.160325j 0.0256609+0.0107577j 0.0201451-0.116691j -0.0140334+0.189044j 0.0118754-0.154828j -0.0655101+0.0279658j 0.128311+0.0438554j -0.0599572+0.0185018j 0.0152797+0.000736269j 0.0452077+0.0976714j -0.0599824-0.0347457j -0.0680479+0.143167j 0.0627788-0.0355273j -0.35565+0.0272474j 0.00758009+0.110195j -0.0364664-0.0939663j 0.00598862-0.0325774j -0.0439733+0.0943582j 0.32731-0.00905168j -0.0738475-0.0720301j 0.0893843-0.0432514j -0.119609+0.0458946j 0.0909384-0.0123015j -0.0537594-0.0138841j 0.0528158-0.0205154j 
0.0210258-0.022607j -0.063888+0.0517964j -0.108137+0.000901905j -0.138793-0.00578877j -0.0807213-0.0246122j 0.054253-0.00120226j -0.176957+0.0820301j 0.0348115+0.036596j -0.0384015-0.00244273j -0.0207308+0.00326738j -0.0492358-0.0478919j 0.171668-0.00566712j -0.163465+0.0173665j -0.000929694+0.0347299j -0.0349593+0.000439754j 0.00312064+0.0366685j -0.0181042-0.00997652j -0.00868242+0.00880354j -0.0483192-0.0422619j -0.115389-0.0373466j 0.0491561+0.0120218j 0.0981682-5.13478e-15j -0.124184-0.0277289j -0.0428249+0.00758405j 0.0290781-0.0727619j -0.037742-0.0296047j -0.129903-0.031349j -0.0168805-0.0317388j -0.0414687+0.0380092j -0.0116583+0.00339872j 0.0666896+0.00758127j 0.130114-0.0211349j -0.0717273-0.00246687j -0.033175+0.00825536j 0.131311+0.0204719j -0.00652014+0.102292j -0.0206227-0.0677697j 0.0304245+0.032016j 0.0337819-0.00130023j -0.00914927+0.0266028j -0.0180819-0.0514054j -0.124389-0.00309913j -0.160391-0.130957j -0.0124494-0.0778674j 0.122253+0.0536639j -0.163194-0.0173463j 0.122283+0.00734303j 0.0664056-0.042314j -0.0287695+0.0906334j 0.113529+0.0353974j 0.0475993-0.0535081j -0.203007-0.0987005j -0.112483+0.0737403j -0.0440173+0.061464j 0.1102+0.00864393j -0.200871+0.238113j -0.0367991-0.0872337j -0.103679+0.12314j -0.0403554+0.168558j 0.0517528-0.00883694j -0.0846443+0.0267974j 0.0500445-0.148746j 0.00676267-0.0284135j -0.190188-0.0268372j 0.238296-0.0334166j -0.101962-0.139082j 0.178309-0.0462366j 0.0146283+0.131655j 0.0662645+0.0717511j -0.0297292+0.0147566j 0.263995-0.101147j -0.0847974+0.00792747j 0.0660972-0.0327218j -0.140099-0.0522939j 0.114715-0.0378068j -0.116641+0.0160248j 0.00422084+0.0187245j 
-0.00120208+0.0120572j 0.0810988+0.0324735j 0.126274-0.0477053j 0.0921013-0.0184243j 0.129543+0.000820913j -0.0153039+0.0187893j 0.225488-0.0207513j -0.0274305-0.000423752j 0.0636452+0.0193471j 0.0472858-0.0152105j 0.0898851+0.0355474j -0.145429+0.0118417j 0.178444+0.035709j -0.0206796+0.0354519j 0.116952+0.0180223j -0.0215776+0.0451371j 0.0151599+0.0115139j 0.0275071-0.0182643j 0.0942405-0.0170159j 0.055484+0.0586894j -0.0537424-0.0311446j -0.124184+0.0277289j 0.080429+7.29972e-15j -0.0143239+0.0216993j 0.0369734-0.0229053j -0.03603-0.0299932j 0.0276517+0.00234384j -0.00808746-0.00139108j -0.0913046-0.0197882j -0.00106935-0.0370214j 0.0279571+0.000435272j -0.124653+0.0398656j 0.10152-0.0198012j -0.0616774+0.0679438j -0.111306-0.0226324j 0.0846027+0.0225448j -0.037581+0.025383j -0.0934264+0.0360826j -0.038998+0.0451207j -0.0367654-0.0308124j 0.0342642+0.0415056j 0.000595196+0.0336241j 0.116391-0.0407555j 0.140176-0.00467833j -0.176297-0.0840079j 0.139405-0.172799j -0.0561436+0.0775312j 0.17389-0.00753978j 0.00306024-0.0726275j 0.0844291-0.0849018j -0.147384-0.135226j -0.0537062-0.0786141j 0.00299458+0.0354252j 0.116717-0.172454j -0.0706619+0.295027j 0.0808945-0.0855821j -0.0207172+0.0996195j 0.245089+0.0813996j 0.0356406-0.0759212j -0.100176+0.0241146j 0.0922721+0.0149704j 0.0983259-0.0160197j -0.093572-0.184567j -0.121603+0.11575j -0.114298-0.0752844j 0.141834-0.00246958j -0.0815498-0.0144874j -0.0611946-0.0177906j -0.0830921+0.0499104j 0.0583647+0.0346143j -0.245938+0.0818048j -0.00342693+0.0327692j -0.0945775+0.0835681j 0.17182-0.0424718j -0.144176+0.00922967j 0.0462547+0.0126902j 0.020263+0.0170092j 
0.00337171-0.00437878j 0.000139326-0.00539828j 0.0149272-0.0253961j -0.00680466+0.0243033j 0.00902138+0.0611847j -0.00130446+0.0236808j 0.0307619+0.0542134j -0.0250021-0.0281817j -0.0336908+0.0291984j 0.0296842-0.0324084j -0.00707224+0.0293343j -0.0936938-0.00689414j 0.0493474-0.0123381j 0.0189889-0.000454358j -0.0161169-0.0421048j 0.00393092-0.0290088j -0.00938843-0.00183077j -0.0820661+0.0212825j 0.0329145+0.0217003j -0.0136399-0.036122j -0.000760993+0.0137175j -0.0428249-0.00758405j -0.0143239-0.0216993j -0.0170242-3.27238e-14j -0.0118625-0.023061j -0.00145553-0.0241295j -0.00184623-0.0245506j -0.0113621+0.0279471j -0.0536482+0.0394505j 0.00143139-0.073388j -0.0292395+0.0266978j -0.0644967+0.0697733j -0.00665935+0.0199079j -0.0301769-0.0352504j -0.00895035-0.00624973j 0.0639914+0.0588203j 0.0492695+0.0625259j -0.0354926-0.0850649j 0.0726648-0.147099j -0.0663289-0.0276831j -0.0968629-0.115185j 0.0762349+0.0686578j -0.112634+0.0343346j -0.0515008-0.0128598j -0.0448236+0.0899475j 0.0311035+0.0471594j -0.105411-0.0666071j 0.0255626+0.00323565j -0.139416+0.0184961j 0.136034-0.0754647j -0.00948848-0.0102146j -0.0103171-0.151196j -0.0645337+0.0646713j 0.0103102-0.275531j -0.106413+0.234511j 0.0305702-0.0803094j 0.0348419+0.00735139j 0.103931+0.0781363j 0.0104481+0.00147822j 0.0912602-0.0938581j -0.141404+0.0397668j -0.01011-0.00545668j 0.015767+0.00481172j 0.141253+0.0112745j 0.0462304-0.0033671j 0.0600963-0.0245434j 0.00773316-0.134023j 0.0177063+0.0186569j 0.0920653-0.0831009j -0.0183754-0.0872528j -0.0307869-0.00235704j 0.0455881+0.00607984j -0.0769002-0.0861335j 0.0134811-0.0429407j 0.0312956-0.00535692j 0.0280321-0.0185501j 0.0181123+0.00273494j 
