-0.0945649-0.0570195j -0.0649045-0.0660062j -0.0421371+0.0118295j 0.142578-0.0281786j 0.0200557-0.0332943j -0.0528367-0.00829218j -0.0380715+0.00952983j 0.0563624-0.0814077j -0.0228801+0.0721252j -0.0144526+0.0319712j -0.00583898+0.0261065j -0.029246-0.0118138j 0.0265648-0.0397176j 0.00300763+0.0114322j 0.0178071-0.0554536j 0.000906372-0.00252281j 0.0218517-7.61197e-05j 0.000397503+0.0829192j -0.0244872-0.0259137j -0.015094-0.011799j -0.000433345-0.00894983j 0.00237056-0.00371311j -0.00395759-0.0013594j 0.0305338+0.00899212j 0.0184948-0.0144926j -0.00324989-0.00849327j -0.0174105-0.0166521j -0.0138716+0.0465318j -0.00950726+0.0396788j 0.0254889+0.0619452j 0.015311-0.00340203j -0.0526006-0.020161j 0.0189122+0.000533144j 0.0184322-0.00363815j 0.0128801+0.0547386j -0.0843766-0.0302992j 0.0199375-0.0344502j 0.00155133-0.0627261j -0.0433305-0.0427645j -0.0390626-0.0326274j 0.0187158+0.0388608j -0.0533095+0.00711404j -0.0144839-0.0105199j -0.0375755-0.0291435j 0.0159702+0.0428494j -0.0274512-0.00688392j -0.0195097-0.0272618j -0.0260436+0.0137418j 0.0329611-0.0188046j 0.0128473+0.0354884j 0.016185+0.0230114j -0.00673846-0.0515814j 0.0395644-0.0071741j -0.011465+0.00904627j 0.0356694+0.0186533j 0.0232246-0.0515913j 0.0253855-0.0132935j -0.0156497-0.0765623j 0.0267923+0.0538489j 0.0453599+0.0339518j -0.0315038-0.0363716j 0.0357908-0.0136472j 0.062151+0.124195j 0.0896536+0.0401767j 0.100573-0.0758395j 0.133603-0.0703548j 0.237967+0.123811j 0.0808685-0.261438j 0.00615593-0.038468j -0.137767+0.0443086j -0.103314+0.0043056j -0.0464083-0.19614j 0.0258589-0.00525656j 0.0391414-0.0979106j 0.0393358+0.147641j -0.016221+0.0674151j 0.167856+0.132819j 
-0.00069069-0.0554194j -0.0269765-0.0242864j 0.0114129+0.0594803j 0.0410325+0.0987224j 0.037994+0.0246271j -0.0256293+0.0523953j -0.0173542+0.0291725j 0.0409531-0.0650194j -0.00162754+0.0183156j 0.0014253+0.0530157j -0.00099759+0.0157589j 0.0156349+0.025866j -0.109374-0.00158655j -0.0833692-0.0238215j 0.0293293+0.0739777j -0.0308125+0.0167912j -0.080486-0.0518563j 0.12111-0.147575j -0.0160026+0.0866405j -0.0574728-0.00832808j -0.0152126-0.0708642j 0.0327998-0.0437495j 0.027948+0.0238255j -0.142608-0.0513606j 0.0557094+0.0456833j -0.0325467+0.000789499j -0.0625357+0.0396631j 0.0401646+0.00119524j 0.0361187+0.0726857j 0.00951995+0.00644303j -0.00874375-0.102792j 0.0491857+0.0571294j -0.0592116+0.0114639j 0.0491428-0.0226546j 0.0114611-0.041389j -0.0349416+0.033762j 0.0182752-0.0204125j -0.0160128-0.0144902j 0.0296548+0.0224319j 0.11361-0.00479166j 0.0843574-0.0161469j 0.00930051+0.0225584j 0.0265617-0.0363768j 0.0871825+0.0124746j 0.0482142+0.0347038j -0.00861159+0.0241099j -0.0197193+0.00165409j -0.0405766-0.0115065j 0.0111917+0.00276434j 0.0528744+0.0402233j -0.0545358-0.0457297j -0.0105855-0.000276807j -0.00995372-0.0706406j -0.0202257+0.00631388j 0.0380826+0.0320706j -0.0565821-0.0122807j -0.0588651+0.0158517j -0.0220053-0.000482822j 0.00963576+0.0845391j 0.0838861+0.024434j -0.0200866+0.0390768j -0.012951-0.053421j 0.00779001+0.00177309j 0.0909897-0.131208j 0.0186143+0.00758432j 0.0570794-0.0863582j 0.0911032+0.0494655j -0.046054-0.0875764j -0.0192706-0.0327504j -0.0369896+0.141903j -0.0126746+0.0287441j -0.103587+0.00968557j -0.0755982-0.0723049j -0.0469718-0.0809223j -0.0574993+0.0753948j 0.00934424+0.0166379j 0.0133124+0.0758688j 
0.0137646+0.0362799j -0.0066692-0.0528981j -0.0315091-0.00821617j -0.0397108+0.038753j 0.0166096+0.0477348j -0.00492102+0.0262331j -0.0239059+0.0271732j 0.0379882-0.0075789j -0.024703-0.0251875j -0.00938913+0.047703j 0.0570114+0.0902909j 0.0252231+0.0582261j -0.0526461+0.148964j 0.0276227-0.0640178j 0.0577161+0.00976274j -0.0927936-0.0172377j 0.0408642-0.000834146j 0.000949514+0.0244007j -0.124316+0.00224857j -0.0434435-0.00732639j -0.0715859-0.0632828j 0.0234576+0.0234237j 0.102865+0.0626255j -0.0178819-0.108609j -0.0253115+0.0637776j 0.0105584+0.00646761j 0.0392776-0.00314354j -0.0980408-0.0422184j -0.0649033+0.0459528j -0.0519553+0.102596j 0.0166067-0.0224719j -0.018549+0.0166976j -0.0179107-0.0305244j 0.0515923+0.0531422j 0.0589429+0.0139521j 0.00663606-0.0283562j 0.0739147-0.0266354j -0.118911+0.0220528j 0.00471935-0.036742j 0.0641322-0.0636803j 0.0106606+0.0525107j -0.0195557+0.0448088j -0.0300243-0.0171759j 0.0245513+0.0417785j -0.014802-0.0193128j 0.0224979+0.0106969j 0.00132495-0.0220809j 0.0120905-0.0386377j -0.0155885+0.00723632j -0.0176135-0.0575703j -0.0123068-0.0291964j -0.0468019+0.100323j 0.0326048+0.0784231j 0.030588-0.0316623j -0.0116607-0.0449581j -0.0713785+0.0596142j -0.0258688+0.0352714j -0.0495193-0.0243061j -0.0353921+0.0606093j -0.159079+0.0195456j -0.041237+0.155242j 0.014109-0.0257788j 0.0147856+0.0238294j 0.0565197-0.123765j -0.0143482+0.0176812j -0.0799655+0.0208677j -0.0213804-0.0713003j -0.100733+0.0284135j -0.0147281+0.069519j 0.076905+0.0638512j 0.0225786+0.087717j -0.0895624+0.0524332j -0.0121415-0.0489578j -0.080461-0.0614253j -0.0497974+0.00418794j -0.00662219+0.0230011j 0.0381653-0.0381152j 
0.0204391-0.0341054j 0.00578556+0.0402213j -0.0193142-0.0509933j 0.0382851-0.0136817j 0.012151+0.0763915j -0.0293089+0.00799986j 0.0656237+0.01049j -0.00673331+0.071018j -0.03632+0.0308149j 0.00665076-0.0454711j 0.0116365-0.0198573j -0.0341317-0.0103588j 0.0108401+0.133505j 0.01551+0.0775199j 0.0362389-0.0181174j 0.0520419-0.0571952j 0.0058091+0.0986733j -0.003489-0.0703677j 0.0726914+0.103518j -0.0502655+0.0818817j 0.031805-0.109853j 0.0178052+0.0738338j -0.0168812-0.0230238j -0.0167866+0.0544742j 0.115656-0.0356665j 0.0209203-0.0532384j 0.0210626+0.000254026j -0.0141977-0.0605035j -0.0799601+0.0533932j -0.0304349+0.00906005j 0.132338-0.0647361j -0.0402996+0.0195346j -0.0362776+0.0305114j -0.165248+0.00726734j 0.0325906-0.00847467j 0.150317+0.0308062j 0.0635796-0.0366651j 0.0723403-0.0462524j -0.0244829-0.00973545j -0.037117+0.00496749j 0.0174489+0.023933j -0.00738468-0.0977426j 0.000590376-0.0281354j -0.0918451+0.00637962j -0.00833187+0.0155534j 0.0512753-0.113572j -0.0617009+0.0517026j 0.0918839-0.10143j -0.118613+0.0224359j -0.131351-0.0945615j -0.0437352-0.0885355j 0.0220071+0.0533738j -0.0456629+0.0204211j 0.0387205-0.0160036j -0.108234-0.0309021j 0.00839463+0.0846969j 0.064167-0.0187129j -0.0255881+0.130693j -0.015674-0.0777829j -0.0350937-0.0100224j -0.102306-0.0250475j 0.050986-0.0496224j 0.131028+0.000639728j -0.0551232+0.00727675j 0.0357214-0.0873019j 0.0147472-0.0294615j -0.0338509+0.16357j -0.103635-0.0967819j -0.0712206+0.103019j 0.109411-0.065646j -0.129532+0.096037j 0.13706-0.00631049j 0.061341-0.00611975j 0.0999778-0.00916379j 0.0577122-0.0333132j 0.00499317+0.0318251j -0.00627837+0.00794572j 
0.0126799+0.0163076j -0.00272733+0.0147544j -0.0520104-0.030014j -0.00523028-0.0566617j 0.0375204+0.0710886j -0.0144149-0.101188j 0.034581+0.0463174j 0.000676973+0.0365097j -0.0825114+0.0167779j -0.0263767-0.0816814j 0.0124507-0.0806667j 0.00512733-0.0750411j 0.0363361+0.0499964j 0.0239559-0.0157567j 0.0608301+0.0419847j 0.0283225+0.104937j 0.00019215+0.00890217j -0.0149493+0.0680927j -0.0798133-0.0247824j 0.00917814+0.0863543j 0.0337613-0.0188929j 0.0358175+0.0475509j 0.0852856-0.0564046j -0.0528722-0.0758393j -0.0276264-0.028077j 0.0714442-0.15003j -0.0504034+0.0257923j -0.0552468-0.0630474j -0.0499682+0.0269829j -0.0376974+0.0714164j -0.0459672+0.0510844j -0.0649351+0.109895j -0.132545+0.0385787j 0.00399461+0.000159736j 0.0103963+0.00173995j 0.0289931+0.0588609j -0.0264033+0.00355084j 0.0489867-0.0386238j -0.0342172-0.0175704j -0.00181332-0.0354757j 0.0936697+0.0308714j -0.0475704+0.0362174j 0.0492373-0.16885j 0.0216123-0.0328256j 0.0303004+0.0536499j 0.111596+0.0346318j 0.0792652-0.0726036j -0.076767+0.024916j -0.0254151+0.013799j 0.0800585-0.0470328j 0.0251148-0.120049j 0.00255606+0.129819j -0.0917092+0.0192375j -0.0546456+0.0492993j 0.0248577-0.0834857j 0.124027-0.0348793j 0.0251552+0.124963j 0.0344468+0.0557247j -0.0825257+0.173846j 0.0960055-0.144237j -0.110961+0.0100326j 0.0328177+0.0163667j -0.115884+0.0811307j 0.0889-0.0440813j -0.0456598-0.104485j -0.0553399+0.000501116j -0.114+0.0759786j -0.000508057+0.0509801j 0.0513586+0.0699721j 0.100721-0.0757792j -0.0524454-0.0124779j 0.0578-0.00769298j -0.0822694+0.116264j 0.0562848+0.103342j 0.0810788+0.0290065j 0.0164444-0.0217596j 0.0379611-0.0276342j 
-0.00963972+0.0237461j 0.00432919-0.00209833j 0.0151305-0.0170969j -0.0247549-0.00952933j 0.00245144+0.0159815j -0.000340454+0.00242433j -0.0495455+0.0228472j -0.00162393+0.0200959j -0.0759905-0.0272023j 0.01535+0.0552798j 0.020985+0.0943348j -0.119773+0.0308299j -0.00698674+0.140972j 0.103565+0.0121972j -0.0765914-0.0181261j 0.0165006+0.0238747j 0.01166+0.0104584j 0.00803334-0.0866661j 0.120296-0.0716265j 0.0153964-0.00444478j -0.0964379-0.0592443j 0.0628498-0.0328305j -0.1405+0.0955906j 0.0546447-0.0477931j -0.0154024-0.0467867j -0.0818346+0.161413j -0.0299853+0.109986j -0.0355096-0.0535777j 0.0152658-0.0328907j 0.00549497+0.0541944j 0.0133195+0.0410446j 0.0498691+0.0532006j 0.0269967-0.0433968j 0.0597884-0.0509696j 0.037639-0.118499j -0.0817185-0.0110722j 0.0719232-0.0732664j -0.146697-0.00480053j 0.00126939-0.0571886j 0.0670241-0.163175j -0.0783093+0.0243968j -0.0175522-0.0341838j -0.0738434+0.0690609j 0.0370325-0.0255534j 0.112605-0.140781j -0.00485946+0.0303368j -0.155454-0.0625348j -0.00460459-0.0137003j 0.0233383-0.025212j -0.0852971-0.0327681j 0.0355404-0.0832283j -0.0903509+0.030212j -0.0280147-0.085553j 0.0861272-0.0384675j 0.0218561-0.0199733j 0.0508025-0.0758297j 0.0597665-0.00604825j 0.115081-0.130325j 0.0450203+0.0529098j -0.138584-0.0677894j -0.134612+0.0310121j 0.0295041+0.00562525j 0.0198915+0.0651233j 0.176747+0.000577395j 0.134028+0.122981j -0.0449596+0.169878j 0.0781799+0.0184413j 0.0775357+0.0300945j -0.0486666+0.09786j -0.0771459-0.0387099j 0.0658204-0.0580256j 0.0507694+0.0191019j -0.0176424+0.0195786j 0.00722862+0.0505554j 0.022077+0.0292906j 0.0123977-0.0189157j 0.0241478+0.0227782j 
0.0158841-0.00498008j -0.000857253-0.0221758j -0.0168108-0.0165777j 0.00702822+0.0341624j 0.00190747-0.010232j 0.0380833+0.0348329j -0.0340716-0.0362124j 0.0420971+0.0537793j 0.0185385+0.0479993j 0.0228871+0.0104489j -0.00665746-0.0509979j -0.0723013-0.0495981j -0.0429966-0.0676177j 0.0339263-0.0100464j -0.147283-0.0513722j 0.111648+0.0860072j -0.0714006-0.0738216j -0.000576168-0.0119107j -0.00593654-0.0801579j 0.00533164+0.054995j -0.0892143+0.0242425j -0.000785673-0.0168296j -0.0110652+0.000420768j -0.00827768-0.0428165j 0.0185079+0.00784164j 0.0334741-0.121252j 0.0471918-0.0631665j -0.0131902-0.0220872j 0.0522083+0.13561j -0.0250069-0.0121367j 0.0682522+0.176973j -0.027604-0.0881358j 0.0583852+0.0715765j -0.0634268+0.0270509j -0.0322891+0.090019j -0.0931289-0.0363129j 0.134777+0.0434528j -0.12615-0.021942j -0.0335441-0.0176562j -0.0519845-0.107693j 0.0145829+0.00124249j -0.0638598+0.0504939j 0.00563299-0.286375j 0.0632391+0.0697311j -0.0697303+0.0278338j 0.0643141+0.0608059j 0.0377493+0.0423124j -0.0443958+0.148562j 0.0249927+0.0581076j -0.097951-0.0357353j -0.0325452+0.0460388j -0.00707483+0.0906495j -0.0140067+0.161174j 0.0479819-0.0239286j -0.000861104+0.0262025j -0.00224292-0.0260849j -0.0972863-0.0222838j -0.0707562-0.0465177j -0.120373-0.0405636j -0.0925001-0.0170932j 0.0719241+0.0892486j -0.106081+0.0902612j 0.0662066+0.0167361j -0.0272517+0.0785222j 0.0239385+0.0869309j -0.0213656+0.020811j 0.0952083+0.130847j -0.11219+0.026843j -0.0107694-0.0510888j 0.00362978+0.0399975j -0.0708943+0.0457829j 0.023773+0.0272037j 0.0291847+0.00493471j -0.0315542-0.0663343j 0.0370435-0.00361582j -0.00286113+0.07921j -0.0358757-0.00752318j 
-0.000428192+0.0166425j -0.0194445+0.0220964j -0.0272335+0.00667666j -0.0115684-0.0323286j 0.012099-0.00457161j 0.00510145-0.0529753j -0.0343641-0.000208051j 0.0246876+0.0124798j -0.0379402+0.0258051j -0.0496552-0.0407164j -0.0426406-0.017455j -0.00631933-0.0648565j 0.0224989+0.0582716j 0.0244294-0.0184661j 0.00863669-0.100703j -0.00667502-0.0487991j -0.0655861+0.0295783j -0.0399676+0.114569j -0.121671+0.0581658j -0.0140143-0.231784j 0.0314466+0.0461663j -0.0500878+0.066191j 0.0442788+0.0898239j 0.0504813+0.0763286j 0.0176798+0.126472j 0.147504+0.0544734j 0.0681265-0.136823j 0.0563341+0.0262813j -0.0537323+0.147408j 0.000220961+0.0200283j 0.0800078-0.0595547j -0.054159-0.0718522j -0.0105593-0.0991828j -0.010097+0.100928j 0.024204+0.0583349j 0.135701-0.0894155j 0.0903568-0.00299721j 0.0240838+0.0142611j -0.0754788+0.0515692j -0.076499+0.0285938j -0.0359864-0.0648955j 0.0432706-0.0440109j 0.0212978-0.0681139j -0.00170652+0.132168j -0.0623843-0.0131659j -0.0222689+0.0613083j 0.0723509+0.0171882j -0.00856932-0.138814j -0.0655291-0.0101084j -0.0152964+0.0554123j 0.0856437-0.0904909j 0.00205574+0.0377275j 0.0182988+0.0541178j 0.166523-0.16741j -0.0502027-0.0443688j 0.0266381+0.127857j 0.0818461-0.0539322j -0.113155+0.0852544j -0.0503847-0.00168633j -0.161437+0.0531768j -0.0627381+0.0843485j -0.0106632-0.00904453j -0.0587085-0.0860946j 0.0249922+0.0900795j -0.0407418-0.0155762j -0.0180835+0.0296096j 0.0382536+0.0772341j -0.145963+0.0821408j -0.0220919+0.0275247j 0.00827037+0.0296563j -0.0750316-0.0186844j 0.0280021-0.00506935j -0.043887+0.0335491j 0.013733+0.000505705j 0.0105005+0.0201724j 0.0269738+0.00165285j 0.008747-0.0185658j 
0.0128544+0.0576066j -0.00644553+0.0131728j -0.0107504-0.0153417j -0.0698149+0.0108526j 0.0233966+0.0889065j 0.0230111+0.0245803j -0.0549166+0.0186723j 0.0349582+0.011125j -0.023549+0.0373449j -0.00246847+0.00958337j 0.00721758+0.026445j -0.0319521-0.00443837j -0.00871535+0.0991134j 0.0329668-0.047326j 0.0393081+0.0411337j -0.000741568+0.089318j 0.00521186+0.00915514j 0.0707803+0.0699744j -0.0991005-0.00913334j 0.0153015+0.00215823j -0.0105112-0.0687973j -0.00718995+0.0747205j -0.0360374-0.016129j -0.0700294-0.0197096j 0.0804813+0.0747829j -0.091466+0.0215219j 0.0809476-0.0379415j -0.00769325+0.0378677j -0.118372+0.0544958j -0.0166893+0.072164j 0.110138+0.102198j 0.0138792-0.053421j 0.0678693+0.0142934j 0.0249028-0.0820864j 0.0844735-0.0101487j -0.159386+0.0772194j 0.102016-0.0492665j -0.0159734+0.0527171j 0.00784956-0.0819689j 0.0850482+0.0222158j 0.0216603-0.000288635j 0.0113391-0.00236547j 0.0357838+0.013545j 0.0699398+0.0817627j 0.100178+0.0856169j 0.106742-0.106014j -0.0987229-0.0110669j 0.200111+0.00138774j 0.0209894+0.17607j -0.114224-0.06636j -0.0139891-0.0151169j 0.0382778+0.00738723j 0.0470546-0.0822768j 0.0200972+0.0309629j -0.0879715+0.0123348j -0.0413918+0.0580007j -0.0491578+0.178785j 0.0532421-0.0143697j -0.0306636+0.0250378j 0.0322569+0.045121j 0.14634-0.0157676j 0.0170363-0.0546165j 0.102111-0.130659j -0.139028+0.00505413j 0.0553341+0.00784725j 0.135655+0.0372186j 0.0396919+0.0777746j 0.000370117+0.0917375j -0.109912+0.00708088j -0.037055+0.0236299j 0.0306587+0.00084207j -0.0622376+0.0508348j 0.00448383-0.0314172j -0.036329-0.0440728j -0.077651+0.0273951j 0.0578986-0.0179313j 0.0262477-0.0218718j 
-0.00688099-0.0204863j 0.0454727+0.0282002j 0.0229943-0.0251211j -0.0075036-0.0982027j -0.026479+0.0431067j -0.0314881-0.0201078j 0.0901181+0.00184364j -0.0761629-0.0395955j 0.0208199-0.0490374j 0.0334052+0.0122147j -0.0393613+0.00904162j 0.0209898-0.00767771j 0.0788062+0.005097j 0.067392+0.0371394j -0.0982334+0.0896737j 0.0951197+0.113285j -0.0118408+0.011132j 0.0800927+0.0249714j 0.0388465-0.0356269j 0.186349-0.0709102j 0.1243+0.0221545j 0.0764927-0.00108575j -0.0454798-0.0771297j 0.140075-0.0265071j -0.0488129-0.158053j 0.00773927+0.0873236j 0.0167642-0.00221444j -0.0438138+0.0180939j -0.0203247-0.11098j -0.0237434+0.0859812j 0.06971+0.0375856j -0.0209722-0.0159528j -0.0009771-0.0487688j 0.0428839+0.0660723j 0.0118946-0.092858j -0.0866011-0.138531j 0.0416014-0.0315123j 0.0182922-0.0222641j 0.0951763-0.0631913j -0.010793-0.0482422j 0.0515406+0.0593273j -0.00716802-0.000222454j -0.00483904+0.0342331j -0.0272342+0.125472j 0.0884272-0.0886996j -0.0753139+0.0821097j 0.0498547+0.0741196j -0.0228723-0.00112236j 0.0698168-0.00329939j 0.0142745+0.114604j -0.12028+0.0517489j 0.048468+0.0691773j 0.119275+0.0276131j 0.110826+0.092904j -0.112087+0.101502j -0.00849173-0.0233258j 0.00428056+0.0146494j 0.024344+0.0106544j -0.103427+0.0926086j -0.0877495-0.0172721j -0.132616+0.0698292j -0.122108-0.0833419j -0.0786108-0.0533651j 0.0362674-0.0170644j 0.0234434-0.0509627j 0.0236607-0.125324j -0.0259213-0.029426j 0.0210159+0.0450263j 0.0485084+0.0204906j 0.144555-0.00752887j -0.0718269-0.0454679j 0.0910909+0.0732217j -0.00023676+0.124011j -0.105942+0.101814j 0.112583+0.0882295j -0.0013639-0.0394526j -0.0548219-0.00736745j 
-0.023292+0.00096635j 0.00655394+0.0267944j 0.0290322+0.0108779j -0.00725829-0.023221j -0.045859-0.0269535j -0.0285603-0.0220729j -0.0121178+0.0109489j 0.00507617+0.0845549j 0.0368917+0.0484049j -0.0177125+0.015674j -0.0609525+0.000567839j 0.0291704+0.0754143j 0.0582306-0.0421277j 0.0354994+0.00840372j 0.0365578-0.021231j 0.017018+0.0420563j -0.000187345-0.0163607j -0.0644214-0.0108477j -0.0429898-0.0357737j 0.117408+0.0139697j 0.0573746+0.018335j 0.147668+0.0364091j 0.145103-0.0165064j -0.0385822-0.104493j -0.0984255-0.046242j -0.065022+0.00682452j 0.0313569+0.0821235j -0.215695-0.127592j -0.0812252-0.0649595j -0.043001+0.057961j -0.0307515+0.00753845j 0.093517+0.0612001j -0.0481485-0.0273877j -0.0211441+0.11899j -0.0177433-0.0346183j 0.0364801-0.0571876j -0.0445113-0.0738664j 0.0550003+0.0591235j -0.0609972+0.0853576j 0.0135078-0.00391296j 0.0733473+0.176552j 0.153287+0.0740449j -0.154402+0.160901j -0.0529404-0.0570575j 0.0723808+0.0841813j 0.0059694+0.0228183j 0.0829696-0.0322145j -0.020945-0.0160457j -0.0752376-0.0482162j -0.00753318+0.0629316j 0.161327-0.0884937j -0.0246995+0.0364652j 0.0802386+0.0332372j -0.103549+0.00935416j -0.116557+0.0149416j 0.039121-0.0517149j 0.0408993+0.0865783j -0.0918022-0.0552397j -0.0937808+0.0706014j -0.15801+0.102088j 0.014767-0.0526546j 0.0361281+0.0317503j 0.0454982+0.122029j 0.0117209-0.0425893j 0.0191758-0.0240911j -0.0881707-0.125036j -0.0365565+0.110301j 0.0570406-0.141517j 0.0270374+0.0306649j 0.0501987+0.034388j 0.0100148-0.0543637j -0.00661428+0.011042j -0.107019-0.0515914j -0.0147291+0.00659707j -0.0279273-0.0351834j -0.0315895-0.0195876j 0.00366797-0.017187j 
-0.0241641-0.0112271j -0.035887+0.0259582j 0.0353592+0.0424587j -0.0226627+0.0766479j -0.0707227-0.000539245j -0.00819803+0.0272776j -0.0782698+0.0182927j -0.00345624+0.0688163j -0.00899697-0.0233093j 0.00553182+0.0888032j 0.0199054+0.131144j -0.0115981+0.15078j 0.133816+0.0294809j 0.0307137+0.0475774j 0.0332929+0.0167288j -0.096944-0.109769j 0.107784-0.00741186j -0.0764626-0.036443j 0.0242799+0.0047414j -0.0227768+0.00848141j 0.0541605-0.00885109j -0.0717144+0.0181579j 0.0309924-0.0521165j 0.0244682+0.0212781j -0.0159126-0.021447j -0.00517087+0.01012j -0.0584828+0.0368245j 0.0325372+0.0319193j -0.0676227-0.0980387j -0.0113435+0.0398195j -0.176205-0.0306128j -0.0461872+0.0100059j -0.00447904-0.0921868j 0.0791713-0.0201249j 0.0247029+0.0484999j 0.0515841-0.0663323j -0.0135256-0.0585723j 0.0691093+0.0200673j -0.0597728-0.0786912j -0.0156176-0.0726078j 0.0189475-0.0462321j -0.133555+0.00405745j 0.126077+0.0588074j -0.0671175-0.081271j -0.0275236+0.0203691j 0.0183663-0.0290189j -0.0342884+0.0892077j -0.141361+0.00157669j -0.0728561+0.0747823j -0.0503655+0.022135j -0.0982183-0.00708703j 0.037488+0.0262062j -0.0759811+0.0123295j -0.0772711+0.0349646j 0.00576476+0.0679865j 0.0486375+0.0666765j -0.0295984+0.0818469j -0.00682155-0.0668741j -0.0952565-0.0610244j 0.119687+0.195937j 0.00626728+0.0275543j -0.046084-0.0364059j 0.0777245-0.0265025j -0.0839295-0.0249054j -0.000995174+0.139206j -0.0126726+0.090301j 0.0923307+0.064819j -0.0409345-0.0337134j -0.0890185+0.0280783j -0.0828954+0.0577571j -0.0761132+0.0580326j 0.008292+0.0253578j 0.0470075-0.0419003j -0.0406986-0.0603045j -0.0309748-0.0284161j 0.0112415+0.0360117j -0.00137637+0.0344024j 
-0.0102165+0.0278739j 0.0038197-0.00291689j -0.0244628-0.0324545j 0.00877463-0.0658559j 0.0364364-0.000330417j 0.0200346-0.0165777j -0.012876+0.0190271j 0.0811419+0.0114204j 0.0227831+0.0884505j 0.00286321+0.0233647j -0.0168726-0.022029j -0.040218-0.0748697j -0.064527+0.123847j 0.00835861-0.080192j 0.0210861+0.0487518j 0.0253304+0.0551j 0.182482+0.152105j -0.00138466+0.0463903j 0.0450415-0.0569274j 0.000646569+0.0373148j -0.0627132-0.0188276j -0.0265554-0.0651599j 0.0242795-0.0174963j -0.00194787+0.0584325j -0.047869-0.0116471j -0.0100732-0.00301636j 0.0322155-0.0161006j -0.120819+0.138352j -0.0096263-0.0772947j -0.0306591-0.00339631j 0.0731938+0.000437035j 0.0731336-0.0425164j 0.0180043+0.0402098j 0.0564752-0.072311j -0.136103-0.0155461j 0.0135064+0.0843578j -0.0688728+0.035776j 0.0717875+0.0437684j 0.0528087-0.0180338j -0.0491792+0.106796j 0.182259+0.0404367j 0.122443+0.0332852j 0.0397566-0.0804287j 0.167739-0.0219286j -0.02376-0.0175212j -0.0524549-0.0616679j -0.0646995+0.127229j -0.0755052-0.0928934j 0.0581157+0.0167833j 0.00691476+0.145382j 0.015954-0.00839802j 0.103859+0.0942149j -0.200922+0.0483733j -0.14948-0.0855231j -0.0135852+0.164426j -0.0400096-0.217148j -0.121727-0.0168646j 0.0111739-0.0103422j 0.0493421-0.11744j 0.0332942-0.00543261j 0.00319404-0.147372j -0.0234485+0.00796782j -0.0615158-0.0470854j 0.044515+0.0994039j -0.0351283-0.00897645j -0.145927-0.0750232j -0.000846363+0.00276799j -0.117015+0.0958306j -0.0292587+0.0539325j -0.0440908+0.0286298j 0.0130177-0.091341j -0.0134602+0.00919721j -0.0886765+0.0124966j 0.0203863+0.018988j 0.0212286+0.036528j 0.0114116+0.00212372j 0.0223434-0.0128778j 
0.0135548-0.0100328j 0.0121406+0.0502395j 0.00718287-0.0139636j -0.0366976+0.00742406j 0.0317061+0.119539j 0.00477839+0.0428073j 0.00445176+0.00400145j -0.0313633+0.0459542j -0.0312936+0.0330636j 0.00056652-0.0572771j -0.0332028-0.0291308j 0.0200676+0.0217248j 0.0468215+0.0652307j -0.00737246+0.0623283j 0.0846431+0.0346712j -0.00460937+0.047404j -0.0176915-0.0264254j 0.0767731-0.0508031j 0.0305391+0.0355603j 0.0793044-0.0251553j 0.0597514-0.0340896j 0.0990296+0.00847069j -0.0341595-0.016663j -0.0756902-0.0495509j 0.0381559+0.0560601j -0.0604204+0.0504468j 0.0299853+0.0739386j -0.0392294-0.00586555j -0.0616923-0.0681192j 0.0748184-0.00532869j 0.0301708-0.0907628j 0.000526938+0.114503j 0.0333903-0.116983j 0.130079-0.0487304j 0.0811026-0.0376209j 0.0281543+0.0189359j -0.0257913+0.0231443j 0.108124-0.0885605j -0.00654874-0.0558493j -0.0238359-0.0162149j -0.0556193+0.053814j -0.0128547+0.000333048j 0.0931966-0.0552395j 0.0803461+0.00177086j -0.0907226+0.0738883j -0.0205663+0.0515322j -0.0106164+0.0257343j 0.0467311+0.0164412j -0.0451515-0.0430552j 0.0388902+0.0799377j 0.0586441-0.00165812j 0.0417769+0.0284345j 0.00486335-0.0532898j 0.0115904-0.100258j 0.0360459-0.0366285j 0.0493471+0.122219j -0.0179486+0.191075j -0.0517632+0.00484769j -0.0208868+0.053668j 0.0851836+0.0855711j 0.0338135+0.0297482j 0.0218235+0.139802j -0.201929+0.00688758j 0.0598444-0.0272834j -0.0360345+0.0227996j -0.041873-0.0147174j 0.123803+0.0791257j -0.0992158-0.00135244j -0.0847409-0.0339357j -0.0339669+0.0328641j 0.0525565+0.0464436j -0.0351789+0.0681089j -0.0562607-0.0189487j 0.0490945-0.0301644j -0.0394765+0.0233497j 0.0188753-0.0271135j -0.0157387+0.0119959j 
