0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.000310177-0.000722381j -0.000804189+0.000583867j -0.000261838+0.000414779j 0.000175609+0.0003316j 0.000167491+0.0016954j -0.00131897+0.000255934j 0.0013015+0.000532841j -0.000123334+0.00129897j 0.0027785+0.000578494j -0.000419676+0.000995333j -0.000459054+0.00219037j -0.00130701+0.00232207j -0.00289071+0.00167757j -0.00360395-0.00187038j 8.47804e-05-0.00177819j -0.00147225-0.00274234j 0.003312-0.00110154j -0.000317647-0.000728991j 0.00200666+0.0016122j -0.000714809-0.000333931j -0.000973061+0.00234815j -0.00010617+0.000674977j -0.00101985+0.00146135j 0.00226323-0.00225213j -0.00165359-0.00114369j -0.00144109+0.00129867j -0.000461205-0.00114397j 0.00213292-0.000212447j -0.000775285+0.000368611j -0.00162023-0.000221236j -0.00135804-0.000223446j 0.00168482+0.00178887j 0.00122697-0.0015371j 0.000249627+0.0023367j -0.000134626+0.000700467j -0.00089717-0.00123166j 0.0019052-0.00120014j -0.000847148+0.000889671j 0.00273317+0.00134539j 0.00199771-0.00183076j -4.19684e-05-0.00415248j 0.000890811-0.000106106j -0.00078173+0.00155722j 0.00196933-0.000409993j -0.000271387+0.000851839j 0.00129909+0.00135546j 0.00032649+0.000470753j 0.000123519+0.000124023j -0.00142826-0.0028184j 0.000700678+2.45629e-05j -0.00043238-0.000676857j 0.00219909-0.00107302j 0.000698757+0.00324224j 0.00117009-1.88448e-05j 3.28556e-05-0.000207298j 0.000809146+0.00123982j 0.000251217-0.000406109j 0.00100318-0.000739082j -0.00184446+0.00232159j -0.00336809+0.000263611j 0.00310393-0.000759404j 0.00136469+0.00292286j -0.000188731+0.00100339j 0.00287136+0.00116986j 0.00303288-0.00168114j 0.0019831+0.00238816j -7.41045e-05-0.00214562j 0.00108554+0.0027919j 0.000588908+0.00141002j 0.000320569+0.00054899j -0.000640346-0.000321078j -0.000618118+0.000923294j -0.000132747+0.000254203j 0.000741798-0.000629687j -0.000664138-0.000563381j 0.000196704-7.21924e-06j 4.72024e-05+0.000281537j 
-0.000341592+0.000695707j 0.000556428+0.000317576j 0.000504987-0.00124952j 0.00116614+0.000179589j -0.000498961-0.000687791j 0.00140774-0.000327776j 0.000558115+0.00156124j -0.00128496-8.19849e-06j 0.000619146-0.000912583j 0.00111851+0.00106044j 0.000544121+0.00171958j 0.000191739-0.00135255j 0.000698914-0.000246209j 0.00175564+0.00039089j -0.00160283+0.000786681j 0.00226197-0.00160461j 0.00207574-0.00141453j 0.000570495-8.23996e-05j -0.000260288-0.0003382j -0.000841756-0.000490487j 0.000531429-0.00136214j -0.00196691-5.94069e-05j -0.00214659-0.00197894j 0.000153041-0.000306197j -0.000232059+0.00155766j -0.00111222+0.000906005j -0.00164055+0.000652782j -9.29752e-05+0.000522712j 0.00106893+0.00041625j 0.000780863-0.000662534j 0.00143227+0.00282038j 0.00143519+0.00124008j 0.00107481+0.00184682j 0.0013566-0.000374592j 0.00268693-0.000570597j -0.00360644-0.000361016j 0.000689121-0.00209619j 0.00106754-0.00105779j -3.08694e-05-0.000861141j 0.00023212+0.000432657j -0.00117616-0.000767079j 0.000421163-0.00115557j 0.000203647-0.00205831j -0.000991438-9.18715e-05j 0.000728296+0.000554275j -0.000641308+0.00237597j -0.00091555+0.00122704j -0.000107957-0.000298776j -0.000304044+0.000441144j -0.00122621-4.78076e-05j 0.000752205-0.0012572j -0.00041438-0.00104509j -0.00119461-0.000792309j 0.000700925+2.55406e-05j 0.00161686-0.000103364j 0.00112894+5.79206e-05j -0.000140425+0.000859967j -0.000758456+0.000505316j -0.000228269-2.39402e-06j -0.000150793-0.000105109j -0.000798908+0.00162503j -0.000154308-0.000450249j -0.000143986+0.000478655j -0.000783483-0.000414214j 0.000571177+0.00073178j -0.000967294-0.000898435j -0.00087071-0.000812799j -0.000501634+0.000485597j -0.000876493+0.00102168j 0.00023926+6.92423e-05j 0.000195586-0.00127431j -0.000231736-0.000971067j -0.00069269-0.00175121j -0.000551799+0.000755829j 0.000581105+0.000147646j -0.000311452+0.000427377j -0.000471172-0.000251059j 
-0.000401075+0.000205986j 0.000230764+0.000273031j 0.000573311-0.000979878j 0.00161054+0.000217239j -2.53533e-05-0.000968779j 0.000729136+0.000300979j -0.000125876+0.0015019j -0.000823789+0.000259069j 0.00149857-0.000618025j -0.000672061+0.00175425j 0.000435003+0.000223352j 0.00113367+0.00244579j -0.00257003-0.000545529j 0.000403042+0.000145934j 0.000248492+0.000404234j 0.00233011+0.000129203j -0.000241518+0.000924521j -8.35245e-05-0.000684983j -0.00027096+0.00139802j 0.00060764+5.72239e-05j -0.00025057+0.000581598j -0.00170705+0.000940635j -0.00140777-0.00135208j -0.00241684-0.0010164j -0.000911103+0.00114775j -4.28279e-05+0.00106363j 0.000757749-0.00145192j -0.000825147+0.000978165j 0.000908333+0.00120129j -0.000746122+0.00102933j -0.00063293+0.0019493j 0.000903699+0.000808387j 0.0020794+0.00172608j 0.00146533+0.00171568j -0.000777979+0.000910908j -0.000279679+0.0012656j 0.000720831-0.00274909j -0.000870762+0.00067898j -0.00141805-0.000726792j 0.0017821+0.00131345j -0.00196308-0.000387506j -0.000826205-0.000970539j 0.000170555-0.000882594j -0.000111916+0.000882208j -0.000660039-0.00143465j 0.000805031-0.00195902j -0.000565264+0.000800572j 0.000614819-6.18891e-06j -0.00207277+0.000113299j 0.000340695+0.00165318j 0.00130275-0.000645433j -0.00112493-0.00117971j 0.000656955+0.00234241j -0.000377616+0.000736875j 0.00105632-0.000913524j 0.000923302-0.00130924j 0.000256391+2.42118e-05j -0.000572439+0.000244397j -0.000445346-0.00166883j -0.00118168-0.000613026j 0.000904478-0.000282435j -0.00156969+0.00111853j 0.000685393+0.00103779j -0.000449889-0.000577384j -0.000409333+0.00158271j 0.00178644+0.000124035j 0.00140943-0.00141591j -0.000799427-0.00110837j -0.000211536-0.00211067j 0.000459556+0.000583271j 0.0016524+0.000157769j 0.000585561-0.000305794j 0.00177473+0.0007291j 0.000547925-8.03732e-05j 0.000447096-0.000422306j 0.000331159-1.91077e-05j -6.30375e-05+0.000247411j 
-0.00062286+0.00034374j 0.000149572+0.00036479j -0.000189411+0.000244313j -0.00065279-0.000479182j -0.00102431+0.00261155j -0.00242205-5.76628e-06j 0.000741889+0.00144671j -0.00174647+0.000321413j -0.00171+0.00202653j 0.00203979+0.000501401j -0.00150901-0.000414481j -0.000483046-0.00128828j -0.00294203-0.0028708j 0.00208576-0.00212096j 0.00195911+0.00134484j 0.00281795-0.00151527j 0.000843732+0.00419531j 0.00202875-0.000437293j 2.54592e-05+0.00374689j -0.000214583-0.00156501j -0.00286278-0.000802456j -0.00114091+8.71636e-05j -0.00310953+0.000886097j 0.000357723+0.00144222j 5.8302e-05-0.00157659j -0.000388137-0.00132183j 0.00145128-0.000683084j 0.000174874+0.00207227j 0.000730191+0.000874552j 0.000474077+0.000325711j -0.00132857-0.000619604j -0.00185894+0.00275728j 0.00153511+0.00122603j -0.000560723+0.00229604j -0.000197927+0.000309543j 7.20119e-05+0.00056717j 0.000971636+0.000436458j -0.00202483-0.000508682j -0.00126421+0.00264911j 0.00260415+0.0020283j 0.00199317-0.000810475j -0.00148036+0.00197761j -0.000188011-0.00154516j 0.00147079+0.00247415j 0.000708101+0.00061646j -0.00112845+0.00108301j -0.000476878+0.000139832j -8.49601e-05-0.000243553j 0.00135203-0.00132709j 0.00177757+0.00115195j 3.20283e-05-0.000322523j 0.00174916-0.000357504j -0.00254422+0.000615107j -0.00206736+0.00054419j 0.000321623+0.00025507j -0.00158326+0.000714176j 0.00252378-0.000585035j 0.00219446-0.000213961j -0.0036976-0.00124416j -0.000634859-0.00193248j -0.000425603+0.00128101j -0.000885445+0.00173879j -0.00039969-0.00251166j -0.000789899+0.00300324j 0.000854281+0.00297998j -0.00147414+0.000442794j 0.00302955-4.7787e-05j -0.00254647-0.000330332j -0.00325789+0.000297578j -0.000488415+5.00357e-06j 0.00152864-0.00187875j -0.00189124-0.00113066j 0.00162138+0.000633998j 0.000705592+6.69283e-06j 0.000321758-0.000937271j 0.000229076+0.000131366j -0.000293788+0.000217115j 
8.21706e-05+0.00240906j 0.00207253-3.25609e-05j -0.000111754+0.000479641j -0.00101677+0.00131687j -0.00151209-0.00196787j 0.00124634-3.83434e-05j -0.000924028+0.000469588j 0.00120029-0.000768661j -0.000519309+0.00134866j -0.00658008+0.00280877j -0.00584311-0.000170977j -5.3226e-06-0.00185375j 0.00178097+0.000595197j 0.0021682-0.00229312j -0.000742335-0.00430121j 0.00013411-0.000152499j 0.00265899+0.000373767j -0.000163128+0.00103637j 0.00203906-0.00213849j -0.00167216-0.00260627j -0.00274727-0.00272551j -0.00264804-0.00307213j 0.00231312-0.000964522j 0.000178757+0.00206674j -0.000770493-0.00266739j -0.00387618+0.00218006j -0.00209971+0.00156802j 0.000306582-0.00152711j 0.00362093-0.00265032j 0.00354823-0.00262597j 0.000936005+0.00405123j 0.000453639+0.000206994j -0.000756906+0.00454049j -0.0018656-0.00101254j 0.000217774+0.00328836j -0.000387137-0.00239822j 6.02415e-05-0.00034188j 0.00182686+0.000984566j -0.000683154+0.00132106j -9.4195e-05+0.000892384j 0.00185007+0.00161358j 0.00146205-0.000504424j -0.000349638-0.0059338j -0.00107264+0.00384768j 0.000823307+0.000528323j -0.00221822-0.000714139j -0.00430776+0.000927803j -0.000248139-0.000508401j 5.93042e-05+0.00248274j -0.00186735-0.00111958j 0.00138666+0.000345731j -0.00335204-0.00115053j 0.00178143+0.000738869j 0.00283814+0.00279228j 0.00320852+0.00397518j -0.00218645+0.00104427j -0.00296666-0.000623012j 0.00236823-0.00255295j -0.00161596-0.000756033j 0.000667158-0.00191571j -0.0003079+0.000912633j -2.22336e-05+0.00316834j -0.00189213+0.00031941j 0.000677868-0.000309789j 0.000196276+0.0006289j -0.00385795-0.00162947j -0.00164447+0.00167616j -0.00124527+0.00293913j -0.00211743+0.000714437j -0.000749405+0.000694345j -0.000159157+0.000107553j 0.000768051+0.00039737j 0.000886463-0.00242528j -0.000935038+0.000855712j 0.000788941+0.00063663j -0.00103047-9.3669e-06j -5.40683e-05-0.000909123j 
0.000446271-0.000780164j -0.000592299-0.000476193j 0.000261296+0.00195321j -0.00275222-8.65472e-05j 0.00161635+0.00227534j -0.00253907+0.000770911j -0.000401129-0.00170829j -0.000630002+0.000191237j -0.00257748+0.00165411j 0.00444152-0.0047708j -0.000661919-0.00273194j -0.000575647-0.0029667j 0.00154571-0.000580144j -0.000853878-4.42659e-05j 0.000608135+0.00033801j -0.00481784-7.94751e-05j -0.00237963+0.000871241j 0.000363274+0.00113374j 0.00123267+5.93081e-05j -0.000996374-0.000930608j -0.000286081-0.000736735j 0.00202688-0.00122873j 0.000954968+0.00439678j 0.00240601+0.000721269j 0.00203105-0.00340684j 0.000702322-0.00168188j 0.000940254+0.0025883j 0.00150841-0.00134848j -0.000684881+0.000237499j -0.000662619+0.000734408j -0.000632444-0.00368358j -0.0015284-0.00117906j -0.00266423-0.00331033j -0.00207386-0.00128084j -0.000718098-0.00317011j 0.000805159+0.000339284j -0.000710772+0.00381783j -0.00212192-0.00079602j 0.000523675+0.000813578j -0.001273-0.00179587j 0.00190296+0.000290479j -0.00182955+0.00257981j 0.00195505+0.00104546j 0.00114333-0.00194682j 0.00228232+0.00219019j 0.000589416+0.00232111j 6.9537e-05-0.0024478j -0.000806596+0.000410466j 0.00288539-0.00162519j 0.0016533-0.00164127j -0.00219308+0.00114035j 0.00213734-2.35288e-06j -0.00110044-0.00148814j -0.00212688-0.00151449j -0.00195884-7.79087e-05j -0.00160943+0.00173666j 0.00207539-0.000529303j 0.00284392-0.0010126j -0.00185042+0.00180742j 0.0021006+0.000528495j -0.00213971+0.000310941j 0.0026654-0.00151782j -0.000247688-0.00373592j 0.000770068+0.00192189j -9.48792e-05-0.00309733j -0.000937716-0.000841564j -3.18979e-05+0.0025065j 0.00215307-0.000326166j -0.000905691+0.00284125j -0.00186621-0.0011686j -0.00142345+0.000535824j -0.000962653+0.000630021j -0.000496697+0.00102597j 0.000618041-0.000427198j -0.000676942-0.000688848j -0.000344144+0.000551887j -0.000472192-0.000353083j 
0.000368103+0.000789178j 0.000801388-4.22107e-05j -0.000337109+0.000759194j -0.000604423+0.000244953j -0.000155978-0.00121698j 0.00165809-0.000170593j -0.00187379-0.00209286j 0.00118193-0.00265401j 0.000446773+0.00106092j -3.14122e-05+0.0010038j 9.64882e-05+0.00157401j -0.00186781+0.00171867j -0.000330306+0.000736083j -0.000909773-0.00163556j 0.00124534-0.00174375j 0.000305781-0.000349788j -0.000838333+0.000597722j -0.000658152-0.00283761j -0.00101125-0.00133442j -0.00137377-2.47282e-06j 0.00203172-0.00069446j -0.00119186-0.0014695j 0.00274016-0.00110627j 0.00218753+0.00250778j 0.000955758-0.000106146j -0.00107012-0.000878351j -0.000469583+0.00134684j 0.0014705-0.000752821j 0.00171596-0.00133224j 0.00113906-0.00146095j 0.000618225+0.00159938j 0.000887171-0.00111767j 0.000169081+0.00155598j 0.000793477-0.00126659j 0.000846762-0.00054797j 0.0013758-0.00189253j -0.000914372+0.000785185j 0.00166549+0.0006393j 0.000733881-0.000199605j 0.000881881-0.000392231j 0.000851107+0.00137757j 0.000746355-0.00182266j -0.000482301-0.00100352j 0.000146922-0.00123327j -0.00155116-0.00123454j -0.000564394+0.000605233j -0.00218452-0.00126739j 0.000317991-0.00101974j 0.00266591+0.00158795j -0.000132134-0.0011039j 0.00177075-0.000547927j -0.00206811+0.000129773j 9.16213e-05+0.000453301j 0.000201858+0.00103189j 0.00168067-0.000630112j 8.08035e-06+0.000253128j -0.00198956-4.64161e-05j -0.000630207+0.00181557j -0.000232455-0.0019778j 0.00169756-0.00189345j -0.00169502-7.74059e-05j -0.00135781-0.00134159j -0.00112491+0.000684123j -0.00166709-0.000671244j 0.00141246+0.000223392j 0.000486171+0.00203441j -6.23392e-05-6.21264e-05j 0.000402138+0.00165119j -0.000289808+0.000888639j -0.000880777-0.00133826j -0.00210067+0.00195035j 0.00162884+0.000966235j -0.0011194-0.00155576j -0.000631676-0.000389434j -0.000635637+0.000553604j -0.000356352-0.000235415j 0.00034732-0.00023191j 
-0.000247867-0.000427911j -0.00069239+0.000100596j -0.00134495-0.00106142j 0.00121903-0.00116503j -0.000848849-0.00159525j 0.00121347-0.000506737j 0.00219148+0.00082797j 0.00231699+0.00298651j 0.00135738-0.00142911j -0.00363126+0.00160823j -0.00223073+0.000741894j 0.000670204-0.000940455j -0.000395067+0.000633902j 0.000643257-0.000103474j -0.00172524+0.000442923j 0.00130781+0.00146271j 0.000936273-0.00192323j 0.000186161+0.00216176j -0.000418586-0.00113162j 0.000461262+0.00046269j -0.000746288+0.00264391j 0.000558422+0.00143999j -0.000292207-0.000774759j -0.00318708-0.000702083j -0.00194294+0.00111046j 0.000578795+0.00194367j -0.000507552-0.00233287j -0.00105061+0.000797667j -0.000418755+0.000912565j -0.00137551+0.000303661j 0.000188745+0.000161653j 0.000990073+0.000509428j 0.000496605-0.000712953j -0.000579072+0.00160629j -0.000339441+0.00229034j 0.000923138+0.000699629j 0.000629176-0.00215544j -0.000326166+0.00167121j -0.000832714+0.000752126j -9.88688e-05+0.00114966j -0.00141109-2.81406e-05j 0.000953126-0.000185655j -0.0012152-0.000106546j 0.000437211+0.00159662j 2.13609e-05-0.00133634j -0.000570077-0.00252233j 0.00192811+0.00094887j 0.000582846+0.00155199j -0.00332039+0.00134234j -0.000576231+0.00152461j 0.000556091+0.000514641j -0.000246842+0.000381812j 0.00204319+0.000480949j 0.00165276-0.000131087j -0.000199835+0.00103744j 0.000793408-0.000712885j -0.000746542+3.82371e-05j -0.00257566-0.00158586j 0.00234483+0.000181548j -0.00133035+0.000849334j 0.00290626-0.000662674j 0.000441007+0.000728309j 0.000764458+0.00223177j 0.00205511-0.00182502j -0.000665945+0.000669119j -0.000706504-0.000292086j -0.000791446-0.00149198j -0.00113164+0.000550395j 0.000961396-0.0020302j 0.00234151+0.00149588j 0.00056498-0.00144303j 0.000568774+0.000818901j 0.0018797-0.000967701j 0.000880028+0.00123743j 0.00151917-0.000846914j 4.46908e-05+0.000201717j -0.000364007+2.56856e-05j 
-0.0018663+0.00275397j 0.002938+0.00165707j 0.000972536+0.000435975j -0.00017639-0.000261382j 0.000690609+0.00195606j -0.000751329+0.00131838j 0.000269987-1.95915e-05j -0.0011316-0.000562925j -0.000962649-0.00134399j 0.00533932+0.00109039j 0.00189415+0.00137338j 0.00212173+0.000129469j 0.000420784-0.000177026j 0.00166576+0.00237516j -0.00156035-0.00021454j 0.000131013+0.000384673j 0.00160825-0.00093328j 0.000696456-3.08248e-05j 0.00144591+0.000587662j -0.00340965-0.00256653j -0.000153276-0.00274999j -0.00210903-0.00120212j -0.00127436-0.000459161j -0.000308588-0.00118231j 4.99204e-05+3.17001e-05j -0.0001547+0.000800939j -0.00136895+0.00196362j 0.00172943-0.000861514j 0.00213769+0.0010203j 0.000785193+0.000435344j 0.000334605+0.00178405j 0.0016241+0.00134471j -9.21625e-05+0.00171978j 0.00136667+0.000625053j 0.00222272+0.000761524j -0.00316714-0.000529399j 0.000651998-0.00154774j 0.000550983+0.000318024j -3.18397e-05-0.00028071j -0.000119561-0.000394129j -0.00177249-0.00109658j -0.00134269-0.00163976j 0.0019593-0.00266284j -0.000714469+0.000835736j 0.00117235+0.00126391j 0.000410147+0.00167918j -0.00238327-0.000822977j 1.50861e-05-0.00067722j 0.000187315+0.000912274j -0.000453675-0.000874488j -0.000343517-0.000219031j 0.00034037-0.00288864j 0.000365324+1.19706e-06j -0.00172365-0.000837985j -0.000390115-3.19337e-05j -0.000657901+0.000397745j 0.00166421+0.000322179j 0.00260142+0.00107691j -0.00122865+0.00062773j 0.00133051+0.000447801j -0.00247154-0.000234261j 0.00157721+4.95026e-05j 0.000184714-0.00180246j -0.000290631+0.00072041j 0.000734693-0.000921912j -0.00014499-0.00272836j 2.85913e-05+0.000677811j 0.00104989-8.74071e-05j -0.00331661+0.00122104j -0.000440005-0.00056122j 0.000984577-0.000599436j 0.000420344-0.000698169j 0.00129208-0.00125359j -0.00108717+0.000653095j 0.000963416+0.000531775j 0.000573317+0.000227206j -0.000264463+0.000520698j 
0.000698343-0.000171277j -0.000151601-0.000885347j -0.00019524-0.000399479j -6.03622e-05-0.000631941j -0.00175028-0.000554123j -0.00011783-0.00192029j -3.32698e-05+0.000627898j -0.000119683-0.000329335j -0.00206877-0.00175067j -0.00074955-0.000424356j 0.000939933-0.00243857j 0.00211865-0.001276j 0.00148394-0.000602314j 0.00162166+0.000892065j 3.83683e-05+0.00176733j 0.00110438+0.000229701j -0.00162182+0.000704627j 0.000214493+0.00125423j -0.00204469+0.00114422j 0.00182094+0.00038618j 9.98271e-05-0.00156268j 0.00148223+0.000660179j -0.00216556-0.00107593j -0.00164555+0.000795452j 0.00168178+0.000698754j 0.00161214-0.000392493j 0.000622032+1.34781e-05j -0.00155168+0.000460198j -0.000890617-0.000376998j 0.000571979+0.000816355j 0.00122296-0.00211269j -0.00125217-0.00188126j -0.000510002-0.000787195j -0.000835072-0.000928314j -0.0011478-0.000238752j 0.000426353+0.00116673j -0.00116003+0.0003826j 0.00064233-0.00112993j -0.0017291+0.000356624j -0.00133037+0.000987759j 0.00069658+0.0020073j -0.00117045+0.000505377j -0.000244411+0.000399526j -0.00176418+0.00143014j -0.000959572+0.000366372j -0.000974284-0.00159335j 0.000929905+0.000499863j 0.00032571+9.62447e-05j 0.000247551+0.000329228j -0.00028267+0.00114515j -0.000784204-0.000316935j 0.000152004+0.00198282j 0.000101325-0.00206507j -0.000130875-0.000393732j -0.001266-5.93859e-05j -0.00135857-0.0015657j 0.00120299+0.00108538j 0.000525738+0.0010912j 0.000455521-0.00114899j 0.000100342-0.000351671j 0.000571195-0.000260199j -0.00143913+0.000669333j 0.0014494-0.000284863j -0.00223608-0.000265485j -0.00160637+0.000661988j -0.00125615-0.00177761j -0.00119521+0.00134711j -0.001183-0.00195322j 0.000497312-0.00212751j 0.000449034-5.05576e-05j 0.00141315+7.06818e-05j 0.000177597-0.00215138j -0.00128803+0.000448448j 5.78163e-05+0.000193288j 9.97188e-05+1.00277e-05j 0.000197079-0.000444976j 0.000407747+0.000131598j 
-0.002216+0.000581424j 0.000419716+0.00162116j -0.00434022-0.000949686j 0.000554661-0.00595058j -0.00104282-0.00449593j 0.00499013-0.00312118j 0.000209191+0.00188002j 0.000247652+0.00514656j 0.00433921+0.000263303j 0.0039483-0.00631647j -0.0015038+3.81243e-05j 0.002501-0.000633699j -0.00139874+0.00102748j 0.00146057-0.00121006j -0.00287587-0.00152927j 0.00234465+0.0031823j -0.00148113+0.000194756j -0.00212025+0.00515615j -0.00416912-0.00211266j -0.00468315-0.000206539j 0.00137462+0.00220485j -0.00102668+0.00233975j 0.00162221-0.00335779j -0.000632998-0.000161777j 0.0012443-0.00279555j -0.000284727+0.000578702j -0.00146075-0.000193833j 0.00278188-0.000666372j 0.00229263+0.00339815j -0.00821992+0.00101632j 0.0021115-0.00124428j 0.00268058-1.89439e-05j 0.00143031-0.00347007j -0.00370561+0.000338384j -0.000541178-0.00178883j 0.00307058-0.00144498j 0.00256193+0.00130529j -0.00294416+0.00401614j -0.00362833+0.00118068j 0.00103916+0.00031733j -0.000115321+0.00110587j -0.00392967-0.00185396j 0.00214367-0.00124242j -0.000236357-0.0019063j -0.00102836-0.00235739j 0.000849449-0.00119235j -0.000304477-0.00354473j 5.07917e-05+0.00369542j 0.00123497+0.00109491j -0.000301595+0.000327014j 0.00219631+0.000786764j 0.000294645+0.000948413j 0.00210661+0.00251455j -0.000813816-0.00133675j -0.00405218-0.000997475j 0.000968856-0.00090891j -0.000110616+0.00277662j -0.000841262+0.00169008j 0.00153715-0.00281625j 0.00286562-0.00280167j 1.47087e-05+0.00343731j -0.0012113-0.00347581j 0.00149615+0.00308314j 0.00344085-0.000157905j 0.00311332-0.00255153j 0.000741621-0.0018237j -0.000845167-0.00476328j 4.47425e-05+0.00214838j -0.00124157+0.000115874j 0.00182094+0.00138095j 0.000179164+3.82856e-05j 0.00464558+0.00215754j 0.00426481-0.00459719j 0.00256587+0.0030349j 0.00351715-0.0031969j -4.51204e-05+0.000918401j -0.0012087-0.000169163j 
0.000772348+0.000213228j 0.000547967-0.00101247j -0.000187753+0.00276729j -0.00166806-0.000993468j 0.00104656+0.000118833j -0.00105087+0.00146458j 0.00049725-0.000591469j -0.000121471+0.00152107j 0.000682206+0.000864836j 0.00334496+0.00231053j -0.0014839-0.000336297j 0.00119575+0.00157644j -0.00324439-0.00183751j -3.91277e-05+4.49177e-05j 0.00125598+0.00160662j 0.000253281+0.00161684j -0.000960404+0.00316175j 0.000410308-0.00029804j -0.000141859+0.00350426j 0.00110275-0.00166114j -0.00156905-0.00109046j 0.000360052+0.000794694j -0.000771167+0.00145889j -0.00423218-0.000984389j -0.00123998+0.0010616j 0.00261365+0.00132983j 0.00224503-0.00168745j -0.00125823+0.00274926j 3.24806e-05+0.00107956j -0.00125568+0.00270284j 0.000552749-0.0010765j -0.000789752+0.00214125j -0.000682783-0.000329488j 0.000464312+0.0033674j -0.0043318+0.000761096j 0.00306168+0.00260615j 0.000863546-0.00115704j -0.00244893+0.00223108j -0.00399805+0.00282818j 0.00181733+0.0012227j -0.000880992+0.000375768j -0.0023276+9.03866e-05j -0.000916652+0.000672759j 0.000690119+0.00385576j 0.00112779-0.00326082j 0.00102864-0.00335229j 0.00047127-0.00153069j 0.000916697+0.00217446j -0.00114393+0.00107401j 0.00188615+0.000671807j -0.000797722+0.000628557j 0.000509736-0.000523823j 0.000310774+0.00115355j -0.00327293+0.000654767j -0.000874865-0.00267973j -0.00298015-0.00122844j 0.00364341+0.000647334j -0.00169023-0.000800957j -0.00281857-0.000250979j -0.000597088-0.000533901j 0.000129289-0.000703563j -0.00172284+0.000323578j -0.00021208-0.00127753j 0.00148335+0.00068037j -0.00210813+0.00110827j 0.00138919-0.00180431j 0.00214676+0.0021916j 0.00014983-0.00135387j -0.00253645-0.0030136j -0.000657386-0.000628507j 0.00130245+0.00128288j -0.000342212+0.00140358j 0.00430789+0.0046674j 0.00209611-0.00121254j -9.01957e-05-0.00149434j 0.000847145+0.000196741j -0.000269739+0.000610713j 
