0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.00134515+0.00279369j 0.00282966+0.00131045j -0.000135799+0.000867654j -0.0010456-0.000343198j -0.0113508+0.00114578j -0.00170433-0.0117698j -0.00110733+0.00787347j -0.00710804+0.000619008j 0.00353803+0.00423885j 0.00168952+0.00129879j -0.00222811+0.0017741j 0.00543692+0.00282527j 0.00319597+0.00821372j 0.00219601-0.00409476j 0.00872486-0.00574875j 0.00298786+0.00378952j 0.000261677-0.00339508j -0.00546839-0.000402501j 0.00313437+0.00871694j -0.00325249+0.000405653j 0.000630157-0.00499351j 0.00414284-0.000225137j -0.00260261-0.000926528j -0.00104326+0.000235664j 0.00249271+0.00285052j -0.00568072+0.00302666j -0.00190267-0.0031871j 0.00130664+0.000180851j 0.00290864+0.00115988j -0.00758785-0.00145661j 1.88134e-05-0.000350041j -0.00177353+0.00146988j -0.0014164-0.00125611j 0.00222267-0.00186031j -0.000269011-0.00256043j 0.00181958-0.00233468j 0.00087649+0.00175831j 0.00785511-0.00223936j 0.00455767-0.00420768j -0.00294684+0.00265131j -0.000529246-0.00205113j 0.00156257+0.000815911j -0.00608918-0.00206191j -0.000937577-0.00183457j 0.00459397+0.00340336j -0.000325447-0.00295909j 0.0003165-0.000694821j -0.00178809+0.00297471j -0.00288973+0.0067606j -0.000895803+0.00426173j 0.00178471+0.00354925j -3.9797e-05+0.000916905j -0.000778757-0.000391216j 0.000249928+0.00412015j -0.000198771-9.80833e-05j 0.00194745+0.00400008j 0.000987568-0.00327407j 0.000262075-0.000684389j -0.00381269+0.0042737j 0.00488963+0.00149058j 0.00329541+0.00242732j 0.00190046-0.00264577j 0.000316519-0.00475438j -0.00133583-0.000380573j -0.00931895-0.00138981j 0.00199553+0.00564024j 0.0101659+0.00170538j 0.00230235-0.012452j 0.00147147+0.000954521j 0.00410466-0.00998446j -0.0126174-0.00224558j 0.000367817+0.00749316j -0.000221239-0.00192311j -0.00025344+0.002308j 0.00191395+7.75748e-05j 0.00172301+0.000157068j -0.000153917+0.00171837j 
0.00227759-0.00274612j -0.00285527-0.00221592j -0.00856391+0.00303904j -0.00294852-0.00844524j 0.00694423+0.00122664j -0.00195029+0.00563727j -0.00305808+0.00817249j -0.00860085-0.00171988j 0.00415422+0.000589147j -0.00586584-0.00964174j 0.00653406-0.00243433j -0.00321079+0.00910703j -0.00871854-0.00212608j -0.0081613+0.00137773j -0.00208325+0.00240214j -0.00358736-0.0145057j 0.00666201+0.00642273j 0.00134733+0.00316651j 0.000592117-0.00649032j 0.010394-0.000513928j -0.00692883+0.00429132j -0.00909793-0.000616233j -0.00145643+0.00524825j 0.00627902-0.00308712j -0.00467377-0.00110248j 0.00550471-0.00592737j 0.00169535-0.00141989j -0.00211579-0.00229478j 0.00710039-0.00514778j -0.000256271-0.001813j 0.00381867-0.00272102j 0.00248232+0.00259909j -0.00430588-0.00150612j -0.00178513-0.000757317j -0.00148702+0.00457406j 0.000446281-0.00180457j -0.00211535-0.0064539j -0.00268612-0.000680337j -0.0011231-2.42456e-05j 0.00325547-0.000138356j -0.000126421-0.00390231j -0.00658362+0.004366j 0.0094151-0.00470529j 0.00363769+0.000910151j -0.00238425-0.00786981j -0.00102548+0.00976844j 0.00481024+0.00585798j 0.00132835-0.00228693j 0.00486057-0.000700352j 0.0041296-0.00608832j -0.002606-0.000983231j 0.00498365+0.00169006j 0.00391365-0.00351017j -0.00643644-0.00941161j -0.00122755-0.00309341j 0.00289244+0.00100852j -0.00497567-0.00187458j -0.00381805-0.00290951j 0.00770387-0.00779998j -0.00373004-0.00359429j -0.00664844-0.0104387j 0.00209776-0.00371958j -0.000265026+0.00672376j -0.0109256-0.0054317j -0.00538899+0.00788933j -0.0133574-0.00784051j -0.0116572+0.0114022j -0.00494349+0.00498148j 1.48698e-05-0.0089455j 0.000367256+0.00356254j -0.00098481+0.00469171j 0.00556189+0.00489452j 0.00466171-0.00283104j -0.000859351+0.00116174j 0.00146447+0.000923242j -0.00376122+0.000630414j -0.000632677-0.00373381j 
0.000508615-0.00711967j -0.00696992-0.000496113j 0.00238792+0.00707373j -0.00619448+0.00213046j -0.00394814-0.00432158j -0.000644248-0.00428079j -0.00581719+0.00475594j 0.000627294-0.000483501j 0.0143268-0.0032929j -0.000333449-0.00865322j -0.00572442+0.00967726j 0.000755217-0.00780382j 0.0066405+0.00547315j -0.00968751-0.00120788j 0.000570812-0.0082051j -0.00291368-0.00102503j 0.00472909-0.00181408j -0.00339277-0.00718078j 0.00259501+0.00353936j -0.00634394-0.00168915j -0.00407139+0.00333273j 0.00232387+0.00353276j -0.00533406+0.00588183j -0.00475763-0.0102389j -0.00866382-0.00661696j -0.00231417+0.00115666j -0.00451814+0.00200277j 0.00249372+0.00279372j 0.00262772-0.00234952j -0.00375174+0.00110237j -0.000739027-0.00245688j -0.00325777+0.00376077j 0.00398787-0.000643202j 0.00822508-0.00162239j -0.00289971+0.00185726j 0.0012375-0.00300319j -0.00396961+0.00374664j -0.00525438-0.004268j 0.000776799-0.00135281j -0.00210391+0.00420223j -0.00115308-0.00176293j -0.00186104+0.00390905j 0.00172809-0.00489936j -0.00342602-0.000748419j -0.00598223+0.00255134j 0.00649531-0.00214822j 0.00493201+0.00341792j 0.000871403-0.000541326j 0.00169914+0.00647731j 0.00118715-0.00621203j -0.000564142+0.00426762j 0.00258155-0.000307071j -0.00359945+0.00909007j -0.00270668+0.000421756j 0.00144758-0.00576019j 0.00328851+0.00286562j 0.000248855+0.00671894j -0.000342775-0.00068726j -0.0010866-0.00559235j 0.0114807+0.0049294j -0.00328811-0.000850209j -0.000481053-0.00454206j 0.00418015-4.38636e-05j -0.00449628-0.00489565j -0.00390846+0.00956268j -0.00847625+0.00148796j 0.00323535+0.00402822j -0.00816206-0.00113746j -0.00467948-0.00321884j 7.36889e-05-0.010193j -0.00212279-0.00100176j -0.00263491-0.00725045j -0.0107503+0.0022828j -0.0034855+0.00706852j 0.00620413+0.00360267j 0.0035149-0.00601197j 0.00600975+0.0034843j 
0.00231232+0.000985765j 0.000924996-0.00239368j -0.00355026+0.00281885j -0.0026565-0.00379883j 0.00675261-0.00324203j 0.00320089+0.00620495j 0.000844541-0.00931465j 0.0111866+0.00212845j 0.00458541-0.00228654j 0.00319016-0.00416911j -0.00316166+0.0044334j 0.0012339-0.00627734j 0.00121492-0.000510696j -0.00492935-0.00132256j -0.00550505-0.00188649j 0.00154583-0.00248227j -0.00332342+0.00272023j 0.00160702+0.00101985j -0.00412662-0.00407162j -0.002359+9.24521e-05j -0.00578795+0.00244704j -0.00336086+0.000124615j 0.00163945-0.000751814j 0.00358429-0.00456596j -0.000475407-0.0072421j 0.0028934-0.000683797j -0.00390844+0.00129058j -0.00104279+0.00148729j -0.000721433+0.00173024j 0.00401073-0.00206591j -0.000360832-0.000183281j -0.000915402-0.00334928j 0.00157136+0.0042177j 0.0025342+0.00544613j -0.00168289-0.00192886j -0.00163606+0.00129535j -0.00239863+0.00240077j -0.00477653-0.00452806j -0.00128398+0.0040569j 0.000660395-6.14639e-05j 0.000354648+0.00398364j -0.00176001-0.00169183j 0.00491815+0.00346893j 0.000292347+0.00168465j -0.00321448-0.00316955j 0.00101292+0.00303116j 0.0004296+0.00134321j 0.00232182-0.00310857j -0.00136556-0.00144654j 0.00385151-0.00414588j -0.00362265-0.00437229j 0.000569088-0.00115555j -0.00537401+0.000908423j 0.00222523-0.00123211j 0.00151586+4.2413e-05j -0.00291699-0.000838528j -0.000823601+0.00227571j 0.00173824-0.00143591j 0.00492776-0.00287055j -0.00183372+0.00349741j -0.00211003-0.00542252j -0.000862943+0.000994544j -9.45014e-05+0.00465874j 0.00165353-0.00326443j 0.00168139+0.00358559j -5.17153e-05-0.00548795j -0.00632327-0.00594893j -0.007695+0.00352598j 0.00207258-6.8311e-05j -0.00621468+0.00180708j 0.00706619+0.00299096j -0.00192394-0.00925795j -0.00633759+0.00352787j -0.00564588-0.000454082j -0.000886655+0.00598936j 0.00167133+0.00346388j -0.00347798+0.00168476j 
0.0014911-0.00244409j -0.00243738-0.00146127j 0.00315862+0.000321408j -0.000241389+0.00339263j 0.00760935+0.0014437j -0.00104967+0.00759333j 0.0049906-0.00847437j 0.00781767+0.003917j -0.000735913-0.00281778j 0.00132453+0.00153988j -0.000796049-0.000778279j 0.00074682-0.00738378j 0.00452326-0.00464022j -0.000339814+0.00248323j -0.00644122-0.000631247j -0.00215532+0.00140524j -0.0028231-0.000473133j 0.005817+0.000198413j 1.45936e-05-0.00568322j -0.00149925-0.00159583j -0.000100062+0.00387971j -0.000143324+0.000832973j 0.00209991-0.000544397j -0.00118832-0.00100676j 0.000812289-0.00367725j 0.00259712+0.00149254j -0.00177819+0.00408418j -0.000426864+0.00099748j -0.00449097-0.00175488j 0.00437942+0.00532894j -0.00197956+0.000782789j 0.000903642-0.00153335j 0.00245286+0.00353345j -0.00125464+0.00155778j -0.000306453+0.000623701j -0.00220241+0.00193852j -0.00110229+0.000812937j -0.00670724-0.00206773j -0.00479673+0.0009593j 0.00146325-0.00148328j -0.000826755+0.00269695j 0.00126215-0.00225595j 0.000829874+0.00477151j -0.00160637-0.000238008j -0.00367128-0.00226029j 0.00230046-0.000251862j -0.00160502-0.0017651j 0.00194415-0.00110178j 0.00331227-0.00330549j 0.000617511-0.00190644j 0.000546447-0.00146953j -0.0011505-0.00211103j -0.00305065+0.0019847j 0.0023797+0.00064022j 0.00121876+0.00138757j -0.000419849-0.00457343j -0.00249004+0.00503562j 0.000505615+0.00259013j 0.00165664-0.000417246j -0.00143484+0.000742626j -0.000968724+0.00122826j -0.00300829+0.00157533j -0.00144183+0.00157813j 0.00502958+0.00379863j 0.00911995+0.00325206j 0.00395428-0.00185662j -0.00167282-0.00770799j -0.00505483+0.00674458j -0.00227524+0.000807529j -0.00522641+0.00417784j 0.0103442+0.0054637j 0.00327176-0.00990952j -0.00403548-8.81967e-05j 0.00259473-0.00184968j -0.00179986-0.00253543j 0.00202807-0.00108806j 0.00109629+0.00201943j 
0.00448248+0.00146941j 0.00158669-0.00455698j -0.00567132+0.00278298j -0.00215355-0.00606248j 0.000664473-0.00527241j 0.00312969+0.00029316j -0.00269885-0.000137224j 0.0022649+0.000744518j 0.00763286+0.000497118j 0.00217314-0.00470586j -0.00484729+0.00374712j 0.00225632+0.000278107j -0.0021445+0.00343318j -0.00728229-0.00537878j 0.000408319-0.00304029j 0.00230856-0.00587703j -0.000558895+0.00315539j -0.00127283+0.00086245j -0.00198013+0.000855648j 0.00126938+0.000279171j -0.00612886-0.0018284j -0.00377261-0.000455012j -0.00171843+0.000263572j 0.00538705-0.0049099j 0.000827732-0.00624712j 0.00137668-0.00267683j -0.00274146-0.00160139j -0.00171352+0.000882839j 0.00355779+0.00248619j -0.00174937-0.0040328j 0.00229072-0.00158316j -0.00163688-0.00247497j -0.000581997+0.00210281j 0.00412389+0.0037694j -0.00227386-0.00154503j -0.000176951-0.000991481j -0.00061945+0.00118206j 0.00154511-0.00414505j 0.00135795+0.000871472j -0.000979596+0.00110558j -0.000304871+0.000457078j -0.00468193+0.000807254j 0.00518636-3.56555e-05j 0.00153679+0.000134637j -0.00055238-0.00408534j -0.000318645+0.00482227j 0.00123344+0.00344675j 0.000502318-0.00123462j -0.00291596+0.00211696j 0.00326141-0.00255819j -0.00394375-0.00112426j 0.00113917+0.000858148j -0.00446754-0.000883503j -0.000659546-0.00329597j 0.000817687-0.0012273j -0.00218038+0.0037325j -0.000816336-0.000435563j 0.00202906-0.00517386j 0.00605171-0.0024737j -0.000161856+0.00379674j -0.00193147-0.00655913j 0.00223906-0.000980206j 0.000756036+0.00504968j -0.0023178-0.00596896j -0.00627623+0.00354517j -0.00451208-0.00629896j -0.00464804+5.8259e-05j -0.00687964-0.00324499j 0.00215609-0.00267696j -0.000864135-0.0045189j -0.00351074+0.000188464j -0.00118871-0.000260795j -0.00298926+0.00103696j -0.00512552-0.00151969j -0.00197909+0.00513447j 0.00303649+0.00387158j -0.0038827+0.00300889j 
0.0010287-0.00886229j -0.00899264-0.00069095j 0.00299036-0.00093934j 0.000632051+0.00455048j 0.00442101+0.00737497j -0.00643978-0.000142456j -0.00631549+0.00232111j -0.00913649-0.0056122j -0.00356838+0.0107783j 0.0019596-0.00111992j 0.0031472-0.00804104j -0.00311722+0.000167968j -0.000184823-0.00392627j 0.00648431+3.24078e-05j 0.00426946+0.00336326j -0.00261695-0.000967311j 0.00727574+0.00242716j 0.00852901-0.00631085j 0.00586901-0.00110546j 0.00363108-0.00306471j 0.00272544+0.00267681j 0.00167379+0.00204583j -0.00891047+0.000367605j -0.000134661-0.00053063j -0.00222423-0.000751728j 0.000996124+0.00170752j 0.00257881+0.00138883j 0.00228655-0.00157244j 0.00196563-0.00531665j 0.000625432+0.00585354j 0.000701988+0.00138976j 8.13366e-05+0.00832268j 0.00324856-0.00394174j -0.00252298-0.00313529j -0.000422818+0.00521401j 0.00479015+0.000936359j -0.00273737-0.00884645j -0.00422902+0.000786269j -0.00234864-0.00373713j -0.00169097-0.00127573j 0.00111124-0.00544814j -0.00219559-0.000979024j 0.00313223-0.000193595j -0.00310915-0.00367265j -0.00350012-0.00119811j 0.00401382+0.000710793j -0.00184752+0.00411115j 9.65369e-05+0.00197262j 0.00621612+0.00246217j 0.00302223+0.000584237j 0.00200788+0.00381413j 0.00134694+0.00246339j 0.00289193+0.00410396j -0.00219506-0.00467378j 0.00415442-0.00095469j 0.00536255-0.00283219j -0.00781122+0.00295101j -0.00285616+0.0079498j 0.00149507-0.00160263j 0.00290529+0.00214154j 0.00216518+0.00137038j 0.0012888-0.00270992j -0.00231453-0.00207966j 0.00307105-0.0024817j -0.00325367-0.00189906j -0.0011543-0.00822688j -0.0065974+0.00555471j 0.00406333-0.000293576j -1.59998e-05-0.00689785j 0.00956006+0.00748375j 0.00499387+0.00110358j 0.0111297+0.000437786j 0.00410855-0.0117345j 0.00360557+0.00280092j 0.00355671-0.00439985j 0.0013676-0.00963615j 0.00969003+0.00138623j 
0.00199273+0.00131083j 0.00140286-0.00201897j -0.00382181+0.00134235j -0.00102537-0.00403315j -0.00462404-0.00233817j 0.000799869-0.00484738j -0.00370085+0.00664175j -0.00583792-0.00126054j 0.00418005+0.00277456j 0.000116664-0.00258139j -0.00195592+0.00118506j 0.00122462+0.00515712j -0.00349275+0.00457771j -0.00340464-0.0042829j 0.00499752-0.00141406j 0.0016874-0.00398551j 0.00221396+0.00159243j -0.00313926+2.52378e-06j 0.000630194+0.00408213j 0.00237527+0.000325109j -0.00254229-0.00343372j -0.0014406-0.000604705j -0.0030415+0.000929327j 0.00303052-0.00164385j 0.000438291-0.000863194j -0.00104802-0.00198048j -8.22891e-05-0.00316151j -0.000630689-0.000268076j 0.00468123+0.00129644j -0.00449639-0.00362007j 0.00245227-0.00144543j -0.00125383+0.000436107j -0.00194025-0.00130186j 0.00227881+3.17354e-05j -0.0010419-0.000514992j 0.00134377-0.00185979j 0.000431836-0.000865549j 0.00505276-0.00117581j 0.00297454-0.00159899j -0.00160971+0.00143757j -0.00014039-0.0024038j -0.0031399+0.00204625j 0.00163166-0.00294796j 0.00130044-0.000560681j 0.001986-0.00128768j -0.00114684+0.00265749j 0.0013982+0.00278706j -0.00101916+0.000834092j -0.00242584+0.00360943j 0.00120794+0.000395409j -0.00157151+0.00152596j 0.00133983+0.00180942j -0.00033846-0.0016221j -0.00226187-0.00223886j -0.00011419-0.00130242j 0.000196541+0.00444636j -0.000152824-0.00282485j 0.000277701-0.00371942j 0.00213783-0.000610714j 0.00118371+0.00145887j -0.000316467-0.00327198j 0.00302345-0.00203371j 0.000894716+0.00117176j -0.00409635-0.004301j -0.00875829+0.000630617j -0.00467143-0.00196402j -0.000264341+0.00517098j -0.000644499-0.00631389j 0.00151466-0.00274698j 0.00388062-0.00534801j -0.00878427-0.00245975j -0.000362541+0.00681551j 0.00173666-0.0013039j -0.00251757-5.43388e-05j -0.000215145+0.00233822j 0.000564452+0.00137059j -0.00137518+0.000545133j 
-0.00255487+0.00392236j 0.00364481+0.00241487j -0.00395947+0.00568955j -0.00646014-0.00418313j -0.00248549+0.00482668j -0.00211086-0.00370399j -0.00213794+0.000806174j 0.000136786-0.0025129j -0.00106856+0.00143827j 0.000279913-0.00406549j 0.00465803+0.00179108j 0.0020222+0.0040739j -0.00242737+0.00567355j 0.00114195+0.001345j 0.00367405-0.000766943j 0.00215464-0.000780701j 0.00269995+0.00100603j -0.0053476+0.00166918j -0.00118389+0.00229225j -0.00160197+0.00089858j -0.00408879+1.61597e-06j -0.00156607+0.000205412j 0.000230696+0.000462561j 0.00230145-0.000769114j -0.00250388+0.0027096j -0.00257361+0.000820283j -0.00101694-0.00498211j 0.00104228-0.000473567j 0.00388726-2.89663e-05j -0.00125202-0.0055101j -0.000252892-0.000736631j -3.02789e-05+0.00285459j -0.00249463-0.00103695j 0.000342408+0.00120593j -5.80703e-05-0.00130087j 0.00164595+0.000163684j -0.00260495-0.00121951j 0.00163795-0.00175942j 0.00350574+0.00166504j 0.000794897+0.00207135j 0.00134125+0.000336741j 0.00159544+0.000750801j -0.00139999-0.00275321j 0.00131999+0.00212379j 0.00207272+0.00143856j -0.000414279+0.00100179j 0.00295594+0.000877335j -7.46967e-05-0.000427539j -0.00242951+0.00237778j 0.00295454-0.000629194j -0.00122464-0.00263147j 0.00317537-5.14097e-05j 0.00100685-0.00159135j -0.00122529+0.00135277j -0.000439023-0.000536423j 0.00177961+0.00123221j 0.000612884-0.00547037j -0.00256544+0.00153594j -0.00184604-0.00114366j -0.00028901-0.000184578j -0.000337848-0.00268349j 0.000456732-0.002211j 0.000488722-0.00261875j -0.00401341-0.00228903j -0.00664615-0.000677408j -0.000238173+0.00184507j 3.96916e-05+0.0035334j 0.00265798-0.00323486j 0.00371443-0.000777276j -0.000305837+0.00153563j -0.00178848+0.000568181j 7.71672e-05+0.00288465j 0.00136118+0.000258727j -0.00412665+0.00716958j 0.00715344+0.00437638j -0.00377089+0.00380439j -0.00383642-0.00371337j 
0.00472529-0.00528032j -0.00518486-0.00448503j 0.00342968-0.00162244j 0.0019717+0.00415462j 0.00701491-0.000503659j -0.00145233+0.0049148j -0.000467499-0.00128284j -0.00156548+0.000784281j 0.00223818+0.0029964j 0.0010504-0.000557417j -0.00244167-0.00438828j -0.000203123-0.00418911j 0.00268742-0.0039828j -0.000652285-0.00275225j -0.00238937-0.000211909j -0.00175279-0.00246198j 5.80437e-05+0.001j 0.00741103-0.000456606j 0.00327089-0.00262034j 0.00270531-0.00115921j 0.00126014+0.00179547j 7.4692e-05+0.000422858j -0.00315591-0.000115438j 0.000333117-0.00177841j 0.00236873-0.00430317j 0.00346312+0.000694939j -0.00127357+0.00386761j -0.000509648-0.000260938j -0.00112976-0.00228374j -0.00042324+0.00576626j 0.000702154+0.000689508j 0.000186873-0.000154176j 0.00216989+0.00117762j -0.000247912-0.000441566j -0.00173521+0.00158066j -0.000296648-0.000508645j 7.52384e-05-0.00140031j -0.00360684-0.00121735j -0.00320259-0.00281394j -0.000489706-0.00219028j -0.000602852-0.00211621j -0.00303791-0.00172009j 0.003405+0.0033642j -0.0012001-0.00295262j -0.00229488-0.00388928j 0.00155067+0.00176103j -0.00258061+0.000889157j 0.00112483+0.000401751j 0.004003+0.000220927j 0.00094852-0.00128107j -0.000703977+0.0021278j -0.000913247-9.19324e-05j -0.00200632+0.00203455j 0.00102845-0.00341727j 0.00182929+7.45232e-05j 0.000604074-0.00193965j -0.00571948+0.00479701j 0.00191476+0.00117891j 0.00355747+0.000204688j 0.000512809+0.00205146j -0.000177147-0.000136482j -0.000240972+0.000581388j -0.00203344+0.00242553j 0.00290394+0.000662748j 0.00225815+0.0034724j 0.000272238-0.00599726j -0.00274897-0.00251266j -0.00460012+0.000518873j -0.00145247-0.00345194j 0.00233952+0.000776569j 0.00251402+0.00168153j 0.00457832-0.00215248j -0.000251109-0.00399042j 0.00471981-0.0037794j -0.00357908-0.00510227j 0.00382073-0.00332885j 0.00337773+0.00379717j 
0.00365103-0.00621272j -0.00627074-0.00338955j -0.000515175+0.000109198j -0.000180218+0.000507515j 0.00517591+0.00216787j -0.0029399+0.00050251j -0.00695794+0.0010987j -0.00599287-0.00377861j 0.00250052+0.00919613j 0.0036006-0.00499538j -0.000546327-0.00552015j -0.00138334-0.000570581j -0.00191597-0.00232503j 0.001427-0.00480558j 0.00255132+0.00109561j 0.000382044-0.00471438j 0.00405286+0.00481541j 0.00607172-0.00343953j 0.00343381-7.1968e-05j 0.00343808-0.00127168j -0.000352429+0.000220114j -0.000789713+0.000308211j -0.00784042-0.000136168j 0.00377016-0.00224825j 0.000475039-0.00487693j 0.0024945+0.000162647j -0.000118354+0.000581593j 0.00082061-0.000737419j 0.00321087-0.0016482j -0.000770705+0.00210279j 0.00215751+0.000993296j -0.00142422+0.00388614j 0.00204832-0.00162042j 0.00045428-0.000243213j -0.00259923+0.00193894j 0.00316246-0.00027869j -0.00160973-0.00514055j -0.0023176-0.00152621j -0.00106483-0.00230997j -0.00154267-0.00133866j 0.00111659-0.0043022j -0.00511018-0.00150793j 0.00623004+0.00147136j -0.00121397-0.00298804j -0.0021012-0.00353561j 0.00127712+0.00341268j -0.00214197+0.00468079j 0.00079818+0.000612366j 0.00285719+0.00292038j 0.00459243-0.00120169j -0.00125+0.00191201j 0.00121959+0.00205256j -0.00074968+0.00252711j -0.000345166-0.00586976j 0.00379222-0.00143906j 0.00189353+3.41235e-05j -0.00624763+0.00227154j 0.000367708+0.00268845j 0.0046507-0.00114486j 0.00177907+0.00364874j 0.00117463-0.00281958j 0.00228808-0.00137507j -0.0022505+0.00166047j 0.00199115-0.00512228j -0.00499457-0.000110395j -0.00169037-0.00958868j -0.00695727+0.00197672j -0.00094828-0.00280122j 0.00221864-0.00548529j 0.00590226+0.00312164j 0.00159394+0.000246111j 0.00583659+0.000304444j 0.00147326-0.00659148j 0.00141141-0.000526137j -0.000235814-0.00190443j 0.00243868-0.00426743j 0.00431421+0.00244669j 
0.00180748+0.0067189j 0.00658826-0.00128388j 0.00837126+0.00416294j -0.0039877+0.00959546j 0.00806171-0.00742772j 0.00336691+0.00269576j -0.00890312+0.00265698j -0.00344401-0.00777894j 0.00324422+0.00251755j -0.00742954-0.00227315j 0.000385657-0.00838547j -0.000209659-0.00208318j 0.00232386-8.99413e-05j 0.00536238-0.00449375j -0.000936831-0.000754842j 0.00154098-0.00118536j 0.000757129-0.00223822j -0.00116463+0.00148788j -0.00511791+0.00319383j -0.000907527+0.00471398j 0.00592052+0.00565521j 0.00167099+0.00168401j 0.000378873-0.00131165j -0.00201834-0.00230592j 0.00189645+0.0059353j 0.0031644+0.000736597j -0.00355757+0.00170499j -0.000393074-0.00220518j -0.00240756-0.000920225j -0.00346668-0.00689164j 0.000112963+0.00227871j 0.00496934-0.00269233j -0.000295958+0.000812321j 0.00434682+0.00217009j -0.000952934-0.00142245j 0.0027174-0.00264052j -0.00262849+0.00834711j -0.00287293+0.0060398j 0.00551223-0.000248518j 0.00166676-0.00248854j 0.00259225-0.0019499j -0.00105813-0.0036107j -0.000655805-0.000302103j 0.00419415+0.000796651j 0.00204934+0.00196446j 0.000195585-0.00307888j 0.00150154-0.00371086j -0.00276769-0.00291083j -0.000767676-6.00503e-05j -0.00355618-0.00662805j -0.00664876+0.000703989j -0.0018326-0.0051986j -4.3315e-05-0.00125553j 0.00255122+0.00103914j -0.000493023-0.00156392j -0.00497692-0.00256433j -0.00212226+0.00137572j 0.00850444+0.00297289j -0.00397217+0.00218169j 0.000456982+0.000536221j -0.00456994+0.000592317j -0.00253881+0.00182236j -0.0039701+0.00170465j -0.00356652+0.000961868j -0.00058271+0.00308057j -0.00133087-0.00115641j 0.00191504+0.00502598j 0.00172712-0.00337377j -0.00109196-0.00470156j 0.00996899+0.00143749j 0.00255582-0.0105406j -0.00716097-0.0023805j -0.00127501+0.00216409j 0.0114928+0.00489997j 0.00515253-0.0115824j 0.00321637+0.00682862j -0.00672459+0.00325582j 
