-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
7.79591e-07-0j -1.68171e-05-0j 8.71609e-08-0j 0.00017052-0j 7.50162e-08-0j -1.89754e-06-0j -0.000689258-0j -1.31945e-05-0j 6.58874e-08-0j -1.64332e-06-0j 4.59378e-08-0j 7.03276e-09-0j 1.94578e-05-0j -0.000217969-0j 0.000291325-0j -1.46983e-06-0j 8.68143e-09-0j 1.69842e-05-0j -1.55279e-07-0j -1.55498e-06-0j -7.97661e-05-0j 5.62621e-09-0j 5.41382e-09-0j -0.00304214-0j -3.80031e-05-0j 1.1007e-05-0j -1.39082e-06-0j -1.93667e-07-0j -1.65505e-06-0j 4.78519e-10-0j -7.03471e-05-0j 3.51809e-05-0j 1.62149e-06-0j -1.22486e-07-0j 0.012779-0j -2.56879e-05-0j 4.55369e-05-0j 7.41318e-10-0j -4.86305e-06-0j -1.94881e-07-0j 2.05104e-06-0j -1.29582e-07-0j -0.000539184-0j -1.08263e-08-0j -2.2976e-05-0j 1.84182e-10-0j -0.000253512-0j 0.00604001-0j -6.81133e-06-0j 3.27779e-06-0j -4.58931e-06-0j -9.31779e-09-0j -5.72677e-09-0j 0.00168379-0j -5.10192e-07-0j 3.98766e-11-0j -3.38458e-06-0j -2.24075e-05-0j 0.000802208-0j 1.35124e-07-0j 0.000434765-0j -7.13245e-10-0j -2.14066e-06-0j 0.000116399-0j 7.8813e-13-0j -5.18156e-07-0j -4.05254e-07-0j 8.93682e-06-0j 3.77683e-09-0j -4.27583e-07-0j -9.46047e-08-0j -6.72237e-08-0j -3.58198e-08-0j -3.89511e-09-0j -4.7634e-09-0j -3.1141e-10-0j -1.01592e-11-0j 
3.84183e-10-0j -1.94147e-08-0j 4.2953e-11-0j 5.96527e-07-0j 3.69681e-11-0j -2.19064e-09-0j -1.25139e-05-0j 3.39573e-11-0j 3.24694e-11-0j -1.89715e-09-0j 2.26382e-11-0j 3.46576e-12-0j 6.80691e-08-0j 0.000182495-0j -1.75642e-09-0j -1.69686e-09-0j 4.27822e-12-0j 5.94156e-08-0j -1.79263e-10-0j 4.00191e-12-0j -1.4482e-06-0j 2.7726e-12-0j 2.66794e-12-0j 5.55782e-08-0j -0.00178929-0j 3.85057e-08-0j 3.57942e-12-0j -2.23581e-10-0j 1.41489e-12-0j 2.35815e-13-0j -1.27719e-06-0j -2.12107e-10-0j 5.67242e-09-0j -1.41405e-10-0j -1.21165e-06-0j 2.15073e-05-0j -1.36915e-10-0j 3.65323e-13-0j 0.0106333-0j 2.50119e-13-0j 7.17511e-09-0j 3.33492e-13-0j 4.91246e-09-0j -1.24985e-11-0j 1.92367e-05-0j 9.07652e-14-0j 4.63151e-09-0j 1.31705e-05-0j -1.23664e-07-0j -1.97619e-11-0j -0.000216078-0j -1.0757e-11-0j 1.47384e-14-0j -1.59649e-07-0j -0.0279244-0j 1.96512e-14-0j -6.14489e-08-0j 4.09372e-10-0j -0.000197251-0j 4.72702e-10-0j 1.90099e-06-0j -8.23414e-13-0j 1.79227e-06-0j 0.00132916-0j 3.88392e-16-0j -9.4074e-09-0j 0.000886105-0j -0.0137828-0j 1.32124e-11-0j -2.01318e-05-0j 7.9208e-08-0j -0.00367937-0j 7.83214e-05-0j -0.00353304-0j -0.0014067-0j -0.000666533-0j -7.91234e-05-0j 
9.35314e-07-0j -6.63144e-06-0j -3.00498e-05-0j -1.4348e-06-0j 9.00006e-08-0j 0.000215019-0j -1.89714e-07-0j 8.26709e-08-0j 7.90485e-08-0j -6.48004e-07-0j 5.51139e-08-0j 0.00046288-0j 4.70479e-05-0j -1.93965e-08-0j -5.99935e-07-0j -5.79592e-07-0j -2.99303e-06-0j -1.42909e-07-0j -0.00335908-0j -2.79973e-06-0j 6.30908e-06-0j -1.93971e-06-0j 6.49524e-09-0j -1.3368e-07-0j -1.67486e-09-0j -9.26159e-08-0j 8.71427e-09-0j 2.19453e-05-0j 3.44462e-09-0j -0.00296411-0j -1.93626e-08-0j 2.08191e-05-0j -0.000748481-0j -4.82994e-08-0j -1.8369e-08-0j 6.5688e-07-0j -4.67657e-08-0j 4.87918e-05-0j -1.28008e-10-0j 3.34055e-05-0j 4.95928e-06-0j -2.33311e-07-0j 3.39539e-06-0j 0.0220415-0j -2.04457e-09-0j 2.20972e-10-0j -1.114e-08-0j -1.39982e-09-0j -0.000102849-0j -0.000370303-0j 5.81213e-08-0j 1.05584e-06-0j -0.000752879-0j 6.95511e-07-0j -8.92939e-12-0j -0.000247009-0j -9.31585e-10-0j 0.00508374-0j -1.84635e-10-0j -6.23734e-05-0j -1.10842e-05-0j 0.00590134-0j 5.474e-08-0j 4.59809e-09-0j -9.9983e-05-0j 0.000736347-0j -1.06674e-11-0j -5.82459e-13-0j 0.00167577-0j -1.03379e-06-0j 0.000176643-0j 3.38096e-10-0j 4.86806e-06-0j -3.64142e-14-0j -3.26123e-09-0j 6.50106e-13-0j -4.80018e-17-0j 
-2.20456e-07-0j 4.7556e-06-0j 4.71366e-06-0j -4.82203e-05-0j -2.12134e-08-0j -0.000102619-0j 0.000194911-0j -1.94857e-08-0j -1.86319e-08-0j 4.64703e-07-0j -1.29905e-08-0j -3.59863e-05-0j 0.00105228-0j 6.16382e-05-0j 4.30232e-07-0j 4.15643e-07-0j 4.69492e-07-0j -4.80285e-06-0j 0.000794553-0j 4.39169e-07-0j -0.00431375-0j 3.04265e-07-0j -1.53094e-09-0j -4.49266e-06-0j 1.07466e-05-0j -3.1126e-06-0j -2.05397e-09-0j -1.04735e-05-0j -8.11905e-10-0j -7.42344e-06-0j 1.9893e-05-0j -9.93603e-06-0j -0.00829705-0j 3.46369e-08-0j 1.88722e-05-0j -0.0013892-0j 3.35371e-08-0j -3.79329e-06-0j 1.37519e-06-0j -2.59709e-06-0j 0.00011092-0j 3.65974e-08-0j 7.59417e-05-0j 0.000167952-0j 6.49723e-06-0j -5.20837e-11-0j -3.74388e-07-0j 4.44835e-06-0j 0.0348532-0j 8.75913e-05-0j -0.00024819-0j -5.03906e-07-0j -9.31173e-07-0j -0.000475546-0j 1.44274e-07-0j -6.1862e-07-0j 9.57104e-07-0j -0.00181538-0j 1.18471e-06-0j -0.000691421-0j 0.0116181-0j 2.2207e-05-0j -0.000115767-0j -3.28742e-05-0j -6.15174e-08-0j 0.00803833-0j 1.14599e-07-0j 1.3198e-08-0j -0.000196328-0j 0.00218792-0j 0.00294553-0j -3.63546e-06-0j 0.000555685-0j 1.10147e-09-0j 2.4374e-05-0j -1.68411e-08-0j 2.87288e-12-0j 
-2.67288e-06-0j 3.83048e-05-0j 2.84256e-05-0j -0.000190765-0j 3.68492e-05-0j -0.000411119-0j -5.13553e-05-0j -2.36252e-07-0j -2.259e-07-0j -0.00053627-0j -1.57501e-07-0j 4.61128e-06-0j 0.00207059-0j -7.91758e-06-0j 3.46537e-06-0j 3.34787e-06-0j -0.000405639-0j 0.00272226-0j -6.76388e-05-0j 2.6484e-06-0j 0.000565324-0j 1.83487e-06-0j 5.33729e-06-0j -1.77735e-05-0j -9.13799e-07-0j -1.23138e-05-0j 3.56791e-06-0j 0.00601163-0j -9.84382e-09-0j 4.71457e-07-0j 0.000750949-0j -3.98064e-05-0j 0.000346912-0j -8.02214e-05-0j -4.97246e-06-0j 8.87567e-05-0j -3.87019e-05-0j -6.96403e-05-0j -8.74236e-08-0j 3.3279e-07-0j -0.0312704-0j -6.34608e-05-0j 0.000149432-0j -7.08617e-06-0j 0.000119573-0j 3.63788e-07-0j 0.000425888-0j -5.71402e-07-0j 9.70549e-05-0j 0.0010683-0j 1.04967e-05-0j 0.000871742-0j 3.93222e-08-0j -0.00892885-0j -7.32459e-09-0j -1.1297e-05-0j 0.000108895-0j 3.76198e-05-0j 1.44327e-05-0j -0.00831269-0j 1.57726e-05-0j 8.92579e-05-0j -0.00212678-0j 1.03947e-06-0j 1.5557e-09-0j -0.00158948-0j 2.09484e-06-0j -5.57755e-10-0j 2.02644e-06-0j -0.000281705-0j 1.31782e-06-0j -1.31525e-05-0j 1.85043e-07-0j 5.71216e-09-0j 1.08865e-08-0j 2.65156e-10-0j -7.26995e-14-0j 
-1.10228e-07-0j 3.17594e-06-0j -1.23238e-08-0j -4.85602e-05-0j 1.51964e-06-0j 3.58354e-07-0j 0.000402619-0j -9.74285e-09-0j -9.31595e-09-0j -4.44634e-05-0j -6.49524e-09-0j -9.94376e-10-0j -5.54115e-06-0j -0.00140238-0j 2.87322e-07-0j 2.7758e-07-0j 1.75864e-07-0j 0.000692964-0j 2.93247e-08-0j -1.14821e-09-0j 4.65941e-05-0j -7.95501e-10-0j 2.20106e-07-0j -4.52433e-06-0j -0.00050536-0j -3.13455e-06-0j 1.47138e-07-0j -5.24007e-06-0j -4.05952e-10-0j -6.76587e-11-0j -0.00588734-0j 3.46975e-08-0j -4.61763e-07-0j -6.65135e-06-0j 3.89834e-05-0j -0.000165272-0j -3.20887e-06-0j 1.50172e-08-0j -9.7869e-05-0j -7.17629e-11-0j 8.36834e-05-0j 2.75133e-08-0j -3.99898e-07-0j 2.04457e-09-0j 0.021179-0j 1.50024e-08-0j 0.000108412-0j -0.000101208-0j 3.97873e-06-0j -4.63161e-07-0j -6.1028e-05-0j -7.59858e-07-0j -4.22867e-12-0j -0.000735917-0j -1.37434e-05-0j 1.62123e-09-0j -0.000853718-0j -3.33248e-08-0j 0.00798177-0j 1.10647e-05-0j -1.46081e-05-0j -1.92984e-08-0j 0.00396024-0j -1.22336e-05-0j -1.11435e-13-0j -4.33643e-05-0j 0.00234513-0j -1.57484e-06-0j -1.07555e-09-0j 0.000814636-0j -6.08672e-07-0j 0.000259443-0j -7.20873e-07-0j 2.26261e-05-0j -1.60731e-07-0j -1.47431e-08-0j -6.19063e-10-0j 
-5.40116e-06-0j -8.14256e-07-0j 0.000115485-0j -8.71609e-08-0j 7.44622e-05-0j 1.75704e-05-0j -7.6563e-09-0j -4.774e-07-0j -4.56482e-07-0j 1.13996e-05-0j -3.18267e-07-0j -0.000881664-0j 1.90205e-06-0j -5.86064e-10-0j -7.36644e-08-0j -7.11666e-08-0j -0.00164799-0j 1.2438e-06-0j -0.000136044-0j 1.07596e-05-0j 1.69449e-07-0j 7.4545e-06-0j 1.07852e-05-0j -8.12074e-09-0j -4.04422e-11-0j -5.62621e-09-0j 7.20977e-06-0j -0.000256925-0j -1.98917e-08-0j -0.000181874-0j 1.11955e-07-0j 1.70125e-06-0j -1.49974e-05-0j 1.70529e-06-0j -7.41318e-10-0j 1.32087e-08-0j 8.22699e-07-0j 0.013315-0j -2.57402e-12-0j -6.36286e-05-0j -2.87251e-05-0j -0.000257822-0j 1.37269e-07-0j -2.87568e-05-0j 8.85083e-09-0j 7.35116e-07-0j 1.94589e-07-0j -4.22955e-11-0j -1.36907e-06-0j 0.0021487-0j 9.33997e-10-0j -3.72566e-05-0j -2.28137e-05-0j -2.67631e-06-0j -1.53827e-13-0j 0.00435806-0j 1.62345e-08-0j -3.28141e-06-0j 6.38754e-10-0j 0.000359367-0j -1.10466e-07-0j 0.00054476-0j -3.16507e-07-0j 6.15325e-11-0j -1.50718e-06-0j 4.52386e-05-0j 6.16786e-11-0j -8.77653e-15-0j -3.54875e-07-0j 1.17965e-06-0j -2.80065e-08-0j -5.55347e-10-0j -1.04011e-09-0j 6.98571e-14-0j -1.62085e-11-0j 5.21263e-15-0j -7.33849e-18-0j 
-1.33644e-06-0j 9.47545e-06-0j 4.29373e-05-0j 2.05014e-06-0j -1.28599e-07-0j -0.000307234-0j 2.71077e-07-0j -1.18126e-07-0j -1.1295e-07-0j 9.25913e-07-0j -7.87506e-08-0j -0.000661394-0j -6.72253e-05-0j 2.7715e-08-0j 8.57229e-07-0j 8.28162e-07-0j 4.27665e-06-0j 2.04199e-07-0j 0.00479968-0j 4.00044e-06-0j -9.01485e-06-0j 2.77159e-06-0j -9.28084e-09-0j 1.91011e-07-0j 2.39315e-09-0j 1.32336e-07-0j -1.24516e-08-0j -3.13569e-05-0j -4.92191e-09-0j 0.00423532-0j 2.76667e-08-0j -2.97478e-05-0j 0.00106948-0j 6.90135e-08-0j 2.62469e-08-0j -9.38595e-07-0j 6.6822e-08-0j -6.97171e-05-0j 1.82907e-10-0j -4.7732e-05-0j -7.08617e-06-0j 3.3337e-07-0j -4.85157e-06-0j -0.0314944-0j 2.92142e-09-0j -3.15741e-10-0j 1.59175e-08-0j 2.00016e-09-0j 0.000146958-0j 0.000529115-0j -8.30477e-08-0j -1.50866e-06-0j 0.00107577-0j -9.93794e-07-0j 1.27589e-11-0j 0.000352944-0j 1.33111e-09-0j -0.00726399-0j 2.6382e-10-0j 8.91234e-05-0j 1.58378e-05-0j -0.00843224-0j -7.82163e-08-0j -6.57007e-09-0j 0.000142863-0j -0.00105214-0j 1.52423e-11-0j 8.32257e-13-0j -0.00239446-0j 1.47714e-06-0j -0.000252399-0j -4.83095e-10-0j -6.95582e-06-0j 5.20312e-14-0j 4.65986e-09-0j -9.28916e-13-0j 6.85882e-17-0j 
-1.35001e-07-0j 2.9122e-06-0j 2.88651e-06-0j -2.95288e-05-0j -1.29905e-08-0j -6.2841e-05-0j 0.000119358-0j -1.19325e-08-0j -1.14097e-08-0j 2.84572e-07-0j -7.95501e-09-0j -2.2037e-05-0j 0.000644387-0j 3.77455e-05-0j 2.63462e-07-0j 2.54528e-07-0j 2.87504e-07-0j -2.94113e-06-0j 0.000486562-0j 2.68935e-07-0j -0.00264162-0j 1.86324e-07-0j -9.37507e-10-0j -2.75118e-06-0j 6.58095e-06-0j -1.90607e-06-0j -1.2578e-09-0j -6.41368e-06-0j -4.97188e-10-0j -4.54591e-06-0j 1.21819e-05-0j -6.08455e-06-0j -0.00508089-0j 2.12107e-08-0j 1.15568e-05-0j -0.000850709-0j 2.05372e-08-0j -2.3229e-06-0j 8.4213e-07-0j -1.59038e-06-0j 6.79243e-05-0j 2.24113e-08-0j 4.65046e-05-0j 0.000102849-0j 3.97873e-06-0j -3.18946e-11-0j -2.29265e-07-0j 2.72405e-06-0j 0.0213431-0j 5.36385e-05-0j -0.000151984-0j -3.08578e-07-0j -5.70225e-07-0j -0.000291212-0j 8.83495e-08-0j -3.78826e-07-0j 5.86104e-07-0j -0.00111169-0j 7.25482e-07-0j -0.000423407-0j 0.0071146-0j 1.3599e-05-0j -7.08924e-05-0j -2.01313e-05-0j -3.76716e-08-0j 0.00492245-0j 7.01775e-08-0j 8.08207e-09-0j -0.000120226-0j 0.00133982-0j 0.00180376-0j -2.22625e-06-0j 0.000340286-0j 6.74513e-10-0j 1.4926e-05-0j -1.0313e-08-0j 1.75927e-12-0j 
1.10251e-06-0j -1.57999e-05-0j -1.1725e-05-0j 7.86866e-05-0j -1.51995e-05-0j 0.000169578-0j 2.1183e-05-0j 9.74488e-08-0j 9.31789e-08-0j 0.0002212-0j 6.49659e-08-0j -1.90205e-06-0j -0.000854074-0j 3.26584e-06-0j -1.42939e-06-0j -1.38092e-06-0j 0.000167318-0j -0.00112287-0j 2.78996e-05-0j -1.09241e-06-0j -0.000233184-0j -7.56844e-07-0j -2.20152e-06-0j 7.33119e-06-0j 3.76923e-07-0j 5.0792e-06-0j -1.47169e-06-0j -0.00247967-0j 4.06037e-09-0j -1.94466e-07-0j -0.000309751-0j 1.64193e-05-0j -0.000143094-0j 3.30896e-05-0j 2.05104e-06-0j -3.66103e-05-0j 1.59637e-05-0j 2.87251e-05-0j 3.60604e-08-0j -1.37269e-07-0j 0.0128984-0j 2.61763e-05-0j -6.16375e-05-0j 2.92289e-06-0j -4.93212e-05-0j -1.50055e-07-0j -0.00017567-0j 2.35691e-07-0j -4.00331e-05-0j -0.000440652-0j -4.32968e-06-0j -0.000359575-0j -1.62196e-08-0j 0.00368296-0j 3.02124e-09-0j 4.65978e-06-0j -4.49167e-05-0j -1.55174e-05-0j -5.9532e-06-0j 0.00342881-0j -6.50586e-06-0j -3.6817e-05-0j 0.000877254-0j -4.28761e-07-0j -6.41693e-10-0j 0.000655625-0j -8.64077e-07-0j 2.30062e-10-0j -8.35863e-07-0j 0.000116198-0j -5.43573e-07-0j 5.42512e-06-0j -7.63262e-08-0j -2.35614e-09-0j -4.49047e-09-0j -1.09371e-10-0j 2.99884e-14-0j 
1.42303e-08-0j -5.13052e-07-0j -1.51337e-07-0j 1.04851e-05-0j 1.36932e-09-0j 5.5065e-06-0j -0.000131326-0j 1.2578e-09-0j 1.20268e-09-0j -5.01339e-08-0j 8.38531e-10-0j -2.45503e-08-0j -0.000113807-0j 0.000945442-0j -4.64149e-08-0j -4.48411e-08-0j -1.50735e-08-0j 1.04434e-06-0j 9.0595e-07-0j -1.41e-08-0j 0.00144565-0j -9.76877e-09-0j 9.88219e-11-0j 9.76892e-07-0j -0.00293506-0j 6.76811e-07-0j 1.32583e-10-0j 5.62005e-07-0j 5.24082e-11-0j -2.51002e-09-0j -1.34034e-05-0j 5.33165e-07-0j -1.90675e-05-0j -3.73676e-09-0j -1.27156e-05-0j -0.0105985-0j -3.6181e-09-0j -2.58783e-09-0j -0.00118402-0j -1.77177e-09-0j -1.19963e-05-0j -1.175e-09-0j -8.21328e-06-0j 9.49117e-08-0j 9.96584e-05-0j 3.36199e-12-0j 8.14077e-08-0j 6.82314e-05-0j 0.00024819-0j 9.98716e-08-0j 0.0337147-0j 2.70395e-08-0j -2.09351e-10-0j 0.000159368-0j -0.000252091-0j -2.09169e-10-0j -6.44873e-07-0j -2.06771e-06-0j -0.000323559-0j -1.58896e-06-0j -0.00188341-0j 8.34439e-09-0j -0.000883207-0j 0.0140781-0j -8.2825e-12-0j 2.837e-05-0j -9.86681e-05-0j -3.86932e-05-0j -1.1138e-07-0j 0.00631539-0j -0.000157361-0j 0.00315952-0j 0.00250612-0j -4.86214e-06-0j 0.000755233-0j 5.1889e-05-0j -3.05933e-08-0j 
1.57501e-07-0j -4.538e-06-0j 1.76092e-08-0j 6.93862e-05-0j -2.17136e-06-0j -5.12041e-07-0j -0.00057529-0j 1.39213e-08-0j 1.33113e-08-0j 6.35324e-05-0j 9.28084e-09-0j 1.42083e-09-0j 7.91758e-06-0j 0.00200382-0j -4.10546e-07-0j -3.96625e-07-0j -2.51286e-07-0j -0.000990155-0j -4.19012e-08-0j 1.64064e-09-0j -6.65768e-05-0j 1.13667e-09-0j -3.14503e-07-0j 6.46468e-06-0j 0.000722093-0j 4.47886e-06-0j -2.10241e-07-0j 7.48737e-06-0j 5.80053e-10-0j 9.66754e-11-0j 0.00841223-0j -4.95781e-08-0j 6.59798e-07-0j 9.50391e-06-0j -5.57022e-05-0j 0.000236152-0j 4.58506e-06-0j -2.14576e-08-0j 0.000139842-0j 1.0254e-10-0j -0.000119573-0j -3.93128e-08-0j 5.71402e-07-0j -2.92142e-09-0j -0.030262-0j -2.14364e-08-0j -0.000154906-0j 0.000144613-0j -5.68508e-06-0j 6.61796e-07-0j 8.72011e-05-0j 1.08574e-06-0j 6.04221e-12-0j 0.00105153-0j 1.96375e-05-0j -2.31653e-09-0j 0.00121985-0j 4.76168e-08-0j -0.0114049-0j -1.58101e-05-0j 2.08731e-05-0j 2.75748e-08-0j -0.00565866-0j 1.74802e-05-0j 1.59226e-13-0j 6.1962e-05-0j -0.00335089-0j 2.25024e-06-0j 1.53683e-09-0j -0.00116401-0j 8.69712e-07-0j -0.00037071-0j 1.03003e-06-0j -3.23297e-05-0j 2.29664e-07-0j 2.10659e-08-0j 8.8456e-10-0j 
8.71427e-09-0j -3.14179e-07-0j -9.26747e-08-0j 6.42079e-06-0j 8.38531e-10-0j 3.37203e-06-0j -8.04206e-05-0j 7.7024e-10-0j 7.36491e-10-0j -3.07006e-08-0j 5.13494e-10-0j -1.50339e-08-0j -6.9692e-05-0j 0.000578963-0j -2.84232e-08-0j -2.74595e-08-0j -9.23062e-09-0j 6.39526e-07-0j 5.54779e-07-0j -8.63446e-09-0j 0.000885276-0j -5.98213e-09-0j 6.05158e-11-0j 5.98222e-07-0j -0.00179735-0j 4.1446e-07-0j 8.11905e-11-0j 3.44156e-07-0j 3.20933e-11-0j -1.53707e-09-0j -8.20789e-06-0j 3.26495e-07-0j -1.16764e-05-0j -2.28829e-09-0j -7.78669e-06-0j -0.00649022-0j -2.21563e-09-0j -1.58472e-09-0j -0.000725059-0j -1.08498e-09-0j -7.34618e-06-0j -7.19538e-10-0j -5.02959e-06-0j 5.81213e-08-0j 6.1028e-05-0j 2.05879e-12-0j 4.98518e-08-0j 4.1783e-05-0j 0.000151984-0j 6.11586e-08-0j 0.020646-0j 1.65582e-08-0j -1.282e-10-0j 9.75925e-05-0j -0.000154373-0j -1.28089e-10-0j -3.94902e-07-0j -1.26621e-06-0j -0.000198139-0j -9.73033e-07-0j -0.00115335-0j 5.10988e-09-0j -0.000540852-0j 0.00862102-0j -5.07197e-12-0j 1.7373e-05-0j -6.04216e-05-0j -2.36947e-05-0j -6.8206e-08-0j 0.00386737-0j -9.63638e-05-0j 0.0019348-0j 0.00153468-0j -2.97744e-06-0j 0.000462484-0j 3.17754e-05-0j -1.87345e-08-0j 
1.92899e-07-0j -4.16115e-06-0j -4.12445e-06-0j 4.21927e-05-0j 1.85617e-08-0j 8.97915e-05-0j -0.000170547-0j 1.705e-08-0j 1.63029e-08-0j -4.06615e-07-0j 1.13667e-08-0j 3.1488e-05-0j -0.000920744-0j -5.39334e-05-0j -3.76453e-07-0j -3.63688e-07-0j -4.10805e-07-0j 4.2025e-06-0j -0.000695234-0j -3.84273e-07-0j 0.00377453-0j -2.66232e-07-0j 1.33957e-09-0j 3.93108e-06-0j -9.40332e-06-0j 2.72353e-06-0j 1.79723e-09-0j 9.16431e-06-0j 7.10416e-10-0j 6.49551e-06-0j -1.74064e-05-0j 8.69402e-06-0j 0.00725992-0j -3.03073e-08-0j -1.65132e-05-0j 0.00121555-0j -2.93449e-08-0j 3.31912e-06-0j -1.20329e-06-0j 2.27245e-06-0j -9.70549e-05-0j -3.20228e-08-0j -6.6449e-05-0j -0.000146958-0j -5.68508e-06-0j 4.55732e-11-0j 3.2759e-07-0j -3.89231e-06-0j -0.0304966-0j -7.66423e-05-0j 0.000217166-0j 4.40918e-07-0j 8.14776e-07-0j 0.000416103-0j -1.2624e-07-0j 5.41292e-07-0j -8.37466e-07-0j 0.00158846-0j -1.03662e-06-0j 0.000604993-0j -0.0101658-0j -1.94311e-05-0j 0.000101296-0j 2.87649e-05-0j 5.38278e-08-0j -0.00703354-0j -1.00274e-07-0j -1.15482e-08-0j 0.000171787-0j -0.00191443-0j -0.00257734-0j 3.18103e-06-0j -0.000486224-0j -9.6379e-10-0j -2.13273e-05-0j 1.47359e-08-0j -2.51377e-12-0j 
5.51254e-07-0j -3.90843e-06-0j -1.77107e-05-0j -8.4564e-07-0j 5.30444e-08-0j 0.000126728-0j -1.11814e-07-0j 4.87244e-08-0j 4.65895e-08-0j -3.8192e-07-0j 3.24829e-08-0j 0.000272811-0j 2.7729e-05-0j -1.14319e-08-0j -3.53589e-07-0j -3.41599e-07-0j -1.76403e-06-0j -8.42277e-08-0j -0.00197977-0j -1.6501e-06-0j 3.71844e-06-0j -1.14322e-06-0j 3.82815e-09-0j -7.87878e-08-0j -9.87123e-10-0j -5.45858e-08-0j 5.136e-09-0j 1.29341e-05-0j 2.03018e-09-0j -0.00174698-0j -1.14119e-08-0j 1.22703e-05-0j -0.000441138-0j -2.84666e-08-0j -1.08263e-08-0j 3.87151e-07-0j -2.75627e-08-0j 2.87568e-05-0j -7.54453e-11-0j 1.96885e-05-0j 2.92289e-06-0j -1.37508e-07-0j 2.00117e-06-0j 0.0129908-0j -1.20502e-09-0j 1.30236e-10-0j -6.56565e-09-0j -8.25023e-10-0j -6.06172e-05-0j -0.000218249-0j 3.42554e-08-0j 6.22291e-07-0j -0.000443731-0j 4.09919e-07-0j -5.26279e-12-0j -0.000145582-0j -5.49056e-10-0j 0.00299624-0j -1.0882e-10-0j -3.67615e-05-0j -6.53276e-06-0j 0.00347812-0j 3.22626e-08-0j 2.71002e-09-0j -5.89278e-05-0j 0.000433987-0j -6.28711e-12-0j -3.43289e-13-0j 0.000987665-0j -6.09291e-07-0j 0.000104109-0j 1.99267e-10-0j 2.86913e-06-0j -2.14618e-14-0j -1.9221e-09-0j 3.83158e-13-0j -9.94105e-17-0j 
-4.48214e-10-0j 2.26505e-08-0j -5.01118e-11-0j -6.95949e-07-0j -4.31294e-11-0j 2.55574e-09-0j 1.45995e-05-0j -3.96169e-11-0j -3.7881e-11-0j 2.21334e-09-0j -2.64113e-11-0j -4.04338e-12-0j -7.94139e-08-0j -0.000212911-0j 2.04915e-09-0j 1.97967e-09-0j -4.99126e-12-0j -6.93181e-08-0j 2.09141e-10-0j -4.66889e-12-0j 1.68957e-06-0j -3.23471e-12-0j -3.1126e-12-0j -6.48412e-08-0j 0.00208751-0j -4.49233e-08-0j -4.17599e-12-0j 2.60844e-10-0j -1.6507e-12-0j -2.75117e-13-0j 1.49006e-06-0j 2.47459e-10-0j -6.61783e-09-0j 1.64972e-10-0j 1.41359e-06-0j -2.50918e-05-0j 1.59734e-10-0j -4.2621e-13-0j -0.0124055-0j -2.91806e-13-0j -8.37096e-09-0j -3.89075e-13-0j -5.73121e-09-0j 1.45816e-11-0j -2.24428e-05-0j -1.05893e-13-0j -5.40343e-09-0j -1.53655e-05-0j 1.44274e-07-0j 2.30556e-11-0j 0.000252091-0j 1.25499e-11-0j -1.71948e-14-0j 1.86257e-07-0j 0.0325785-0j -2.29264e-14-0j 7.16904e-08-0j -4.776e-10-0j 0.000230126-0j -5.51485e-10-0j -2.21783e-06-0j 9.6065e-13-0j -2.09099e-06-0j -0.00155068-0j -4.53124e-16-0j 1.09753e-08-0j -0.00103379-0j 0.0160799-0j -1.54145e-11-0j 2.34872e-05-0j -9.24094e-08-0j 0.0042926-0j -9.13749e-05-0j 0.00412188-0j 0.00164115-0j 0.000777622-0j 9.23107e-05-0j 
