-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
0.000311433-0j -0.00220808-0j 3.48193e-05-0j -0.000477748-0j 2.99677e-05-0j -0.000249146-0j -6.31695e-05-0j -0.00527097-0j 2.63209e-05-0j -0.000215767-0j 1.83514e-05-0j 2.80947e-06-0j -5.45153e-05-0j -6.45848e-06-0j 0.038251-0j -0.000192988-0j 3.46809e-06-0j -4.75848e-05-0j -2.03881e-05-0j -0.00062119-0j -7.31045e-06-0j 2.24758e-06-0j 2.16273e-06-0j 0.00852321-0j -5.5768e-07-0j -3.08385e-05-0j -0.000555609-0j -2.54284e-05-0j -0.000661165-0j 1.9116e-07-0j -6.44721e-06-0j 0.00461924-0j -4.54294e-06-0j -1.60823e-05-0j 0.00117118-0j -7.61139e-07-0j 0.00597899-0j 2.96144e-07-0j -4.26232e-08-0j -7.78515e-05-0j -5.74641e-06-0j -5.17658e-05-0j 0.00151064-0j -1.42149e-06-0j -6.80783e-07-0j 7.35776e-08-0j 0.000710267-0j 0.000178967-0j -6.24249e-07-0j 0.000430373-0j -6.73462e-08-0j -1.22342e-06-0j -2.28775e-06-0j 0.000154317-0j -2.97324e-09-0j 1.593e-08-0j -3.10192e-07-0j 6.27794e-05-0j 1.17721e-05-0j -3.78578e-07-0j 1.28822e-05-0j -9.36489e-08-0j -6.34283e-08-0j 1.0202e-06-0j 3.14845e-10-0j -4.74882e-08-0j -3.55193e-09-0j 3.71367e-08-0j -1.05816e-08-0j -6.27461e-09-0j -2.80316e-09-0j -3.91758e-10-0j -3.13949e-10-0j -1.21249e-11-0j -1.97942e-11-0j -7.5329e-13-0j -1.60658e-14-0j 
-0.000251676-0j -3.79416e-05-0j 0.00267653-0j -4.06141e-06-0j 0.00346969-0j 0.000407221-0j -3.56758e-07-0j -2.22452e-05-0j -2.12705e-05-0j 0.000531185-0j -1.48302e-05-0j 0.000434194-0j 4.4083e-05-0j -2.73086e-08-0j -3.43251e-06-0j -3.31612e-06-0j -0.0381946-0j 5.79571e-05-0j 6.69975e-05-0j 0.000249371-0j 3.92722e-06-0j 0.000172769-0j 0.000502554-0j -3.78399e-07-0j -1.88447e-09-0j -2.62163e-07-0j 0.000335951-0j -0.00595463-0j -9.26885e-07-0j 4.43919e-05-0j 5.21673e-06-0j 3.9429e-05-0j 7.38578e-06-0j 7.94608e-05-0j -3.4543e-08-0j 3.06132e-07-0j 3.8335e-05-0j -0.00655726-0j -1.19941e-10-0j 3.13352e-05-0j -0.000665748-0j -0.00597541-0j 3.18141e-06-0j 7.01898e-06-0j 4.12419e-07-0j 3.42539e-05-0j 9.06718e-06-0j -1.97083e-09-0j 6.74227e-07-0j -0.00105817-0j 2.16468e-08-0j -0.000863477-0j 3.70255e-06-0j -6.20274e-05-0j -7.16784e-12-0j -0.00106372-0j 7.56474e-07-0j 8.00928e-07-0j 2.97638e-08-0j -0.000176978-0j 5.44014e-08-0j -8.84117e-05-0j -7.33551e-06-0j 1.42611e-09-0j 1.46483e-07-0j -1.10419e-05-0j 2.87402e-09-0j -4.08957e-13-0j 4.3143e-08-0j -5.80944e-07-0j 4.5453e-09-0j -1.2871e-08-0j 2.53869e-10-0j 3.25511e-12-0j 7.98222e-12-0j 1.20811e-13-0j -2.25651e-17-0j 
0.000254284-0j 3.83348e-05-0j -0.00270427-0j 4.10349e-06-0j -0.00350564-0j -0.000411441-0j 3.60455e-07-0j 2.24758e-05-0j 2.14909e-05-0j -0.00053669-0j 1.49838e-05-0j -0.000438693-0j -4.45398e-05-0j 2.75916e-08-0j 3.46809e-06-0j 3.35049e-06-0j 0.0385904-0j -5.85577e-05-0j -6.76918e-05-0j -0.000251955-0j -3.96792e-06-0j -0.00017456-0j -0.000507762-0j 3.8232e-07-0j 1.904e-09-0j 2.64879e-07-0j -0.000339433-0j 0.00601634-0j 9.3649e-07-0j -4.4852e-05-0j -5.27079e-06-0j -3.98376e-05-0j -7.46232e-06-0j -8.02842e-05-0j 3.49009e-08-0j -3.09304e-07-0j -3.87323e-05-0j 0.00662521-0j 1.21184e-10-0j -3.16599e-05-0j 0.000672647-0j 0.00603734-0j -3.21438e-06-0j -7.09172e-06-0j -4.16693e-07-0j -3.46089e-05-0j -9.16114e-06-0j 1.99125e-09-0j -6.81214e-07-0j 0.00106914-0j -2.18711e-08-0j 0.000872425-0j -3.74092e-06-0j 6.26702e-05-0j 7.24212e-12-0j 0.00107474-0j -7.64314e-07-0j -8.09228e-07-0j -3.00722e-08-0j 0.000178812-0j -5.49652e-08-0j 8.93279e-05-0j 7.41153e-06-0j -1.44089e-09-0j -1.48001e-07-0j 1.11563e-05-0j -2.9038e-09-0j 4.13195e-13-0j -4.35901e-08-0j 5.86964e-07-0j -4.59241e-09-0j 1.30044e-08-0j -2.565e-10-0j -3.28884e-12-0j -8.06494e-12-0j -1.22063e-13-0j 2.27989e-17-0j 
3.63263e-05-0j -0.000520588-0j 4.06141e-06-0j 0.00259263-0j -0.000500806-0j -5.874e-05-0j 0.000697955-0j 3.21082e-06-0j 3.07013e-06-0j 0.00728828-0j 2.14055e-06-0j 3.27703e-07-0j 0.000295842-0j 0.000107605-0j -4.70968e-05-0j -4.54998e-05-0j -5.79571e-05-0j -0.0369974-0j -4.80679e-06-0j 3.78399e-07-0j 8.07726e-05-0j 2.62163e-07-0j -7.25374e-05-0j 0.000241554-0j 1.24192e-05-0j 0.000167354-0j -4.84904e-05-0j 0.000858932-0j 1.33784e-07-0j 2.22974e-08-0j -0.0102059-0j -5.68748e-06-0j 2.46535e-05-0j 0.00109026-0j 6.75792e-05-0j 1.26814e-05-0j 0.000525986-0j -4.94903e-06-0j 1.18815e-06-0j 2.36499e-08-0j -0.00446786-0j -9.06718e-06-0j 2.13506e-05-0j -3.35138e-07-0j -0.00162507-0j -4.94413e-06-0j -0.00578811-0j 7.76575e-06-0j 6.89727e-06-0j 7.59196e-05-0j 1.49976e-06-0j 0.000124553-0j 1.39359e-09-0j -0.00127574-0j 9.95462e-08-0j -5.34289e-07-0j -0.00147995-0j 1.77921e-06-0j -0.000196151-0j -0.000590746-0j 1.12089e-06-0j 3.16331e-06-0j -0.000303871-0j 1.48518e-07-0j 3.67242e-11-0j -7.51737e-05-0j -2.84703e-05-0j 7.58028e-09-0j 5.74239e-08-0j -2.00196e-05-0j 4.67037e-08-0j -1.8792e-06-0j 8.75153e-09-0j -7.76321e-08-0j 7.73659e-10-0j 3.78851e-11-0j 9.88037e-13-0j 
3.14595e-05-0j -0.00022305-0j -0.00067265-0j -4.82598e-05-0j 3.02719e-06-0j 0.00481309-0j -6.38109e-06-0j 2.78065e-06-0j 2.65881e-06-0j -2.17958e-05-0j 1.85377e-06-0j 0.00513532-0j 0.00105314-0j -6.52405e-07-0j -2.0179e-05-0j -1.94947e-05-0j -6.69975e-05-0j -4.80679e-06-0j -0.0372666-0j -6.26704e-05-0j 0.000141226-0j -4.34194e-05-0j 2.18469e-07-0j -4.49634e-06-0j -5.63342e-08-0j -3.11516e-06-0j 2.93107e-07-0j 0.000491234-0j 1.15861e-07-0j 0.00105934-0j -6.51267e-07-0j 0.000466025-0j -0.00830386-0j -1.62456e-06-0j -6.17846e-07-0j 1.47039e-05-0j -1.57297e-06-0j 0.00054131-0j -4.30559e-09-0j 0.00037061-0j 0.000111011-0j -5.22254e-06-0j 7.6004e-05-0j -0.00787739-0j -6.87695e-08-0j 7.43246e-09-0j -3.74695e-07-0j -4.70833e-08-0j -0.00114104-0j -0.00410825-0j 1.30101e-06-0j 2.36345e-05-0j 0.00013288-0j 1.55687e-05-0j -3.00342e-10-0j 8.82784e-05-0j -3.13341e-08-0j -0.00181687-0j -6.21026e-09-0j -0.000691988-0j -0.000122971-0j -0.00104156-0j 1.22533e-06-0j 1.02926e-07-0j 8.77868e-06-0j -0.000263163-0j -3.58799e-10-0j -1.95911e-11-0j -0.000196489-0j -1.14691e-05-0j -3.11768e-05-0j 7.56811e-09-0j -1.73979e-06-0j -1.2248e-12-0j -3.6181e-08-0j 1.45523e-11-0j -1.62289e-15-0j 
-3.67028e-05-0j 0.000525983-0j -4.10349e-06-0j -0.0026195-0j 0.000505996-0j 5.93487e-05-0j -0.000705188-0j -3.2441e-06-0j -3.10195e-06-0j -0.00736381-0j -2.16273e-06-0j -3.31099e-07-0j -0.000298908-0j -0.00010872-0j 4.75848e-05-0j 4.59713e-05-0j 5.85577e-05-0j 0.0373808-0j 4.85661e-06-0j -3.8232e-07-0j -8.16096e-05-0j -2.64879e-07-0j 7.32892e-05-0j -0.000244057-0j -1.25479e-05-0j -0.000169088-0j 4.89929e-05-0j -0.000867833-0j -1.35171e-07-0j -2.25285e-08-0j 0.0103117-0j 5.74641e-06-0j -2.4909e-05-0j -0.00110156-0j -6.82795e-05-0j -1.28128e-05-0j -0.000531437-0j 5.00031e-06-0j -1.20046e-06-0j -2.3895e-08-0j 0.00451416-0j 9.16114e-06-0j -2.15718e-05-0j 3.38611e-07-0j 0.00164191-0j 4.99537e-06-0j 0.00584809-0j -7.84623e-06-0j -6.96875e-06-0j -7.67063e-05-0j -1.5153e-06-0j -0.000125844-0j -1.40803e-09-0j 0.00128896-0j -1.00578e-07-0j 5.39826e-07-0j 0.00149529-0j -1.79765e-06-0j 0.000198184-0j 0.000596868-0j -1.13251e-06-0j -3.1961e-06-0j 0.00030702-0j -1.50057e-07-0j -3.71048e-11-0j 7.59527e-05-0j 2.87654e-05-0j -7.65883e-09-0j -5.8019e-08-0j 2.0227e-05-0j -4.71877e-08-0j 1.89868e-06-0j -8.84222e-09-0j 7.84366e-08-0j -7.81677e-10-0j -3.82777e-11-0j -9.98276e-13-0j 
-3.17855e-05-0j 0.000225361-0j 0.00067962-0j 4.87599e-05-0j -3.05856e-06-0j -0.00486296-0j 6.44721e-06-0j -2.80947e-06-0j -2.68637e-06-0j 2.20216e-05-0j -1.87298e-06-0j -0.00518854-0j -0.00106406-0j 6.59166e-07-0j 2.03881e-05-0j 1.96968e-05-0j 6.76918e-05-0j 4.85661e-06-0j 0.0376528-0j 6.33199e-05-0j -0.000142689-0j 4.38693e-05-0j -2.20733e-07-0j 4.54294e-06-0j 5.69179e-08-0j 3.14744e-06-0j -2.96144e-07-0j -0.000496324-0j -1.17061e-07-0j -0.00107032-0j 6.58016e-07-0j -0.000470854-0j 0.00838991-0j 1.6414e-06-0j 6.24249e-07-0j -1.48563e-05-0j 1.58928e-06-0j -0.00054692-0j 4.35021e-09-0j -0.00037445-0j -0.000112161-0j 5.27666e-06-0j -7.67916e-05-0j 0.00795902-0j 6.94822e-08-0j -7.50948e-09-0j 3.78578e-07-0j 4.75712e-08-0j 0.00115286-0j 0.00415083-0j -1.3145e-06-0j -2.38794e-05-0j -0.000134257-0j -1.573e-05-0j 3.03455e-10-0j -8.91932e-05-0j 3.16588e-08-0j 0.0018357-0j 6.27461e-09-0j 0.00069916-0j 0.000124245-0j 0.00105236-0j -1.23802e-06-0j -1.03993e-07-0j -8.86965e-06-0j 0.00026589-0j 3.62517e-10-0j 1.97942e-11-0j 0.000198526-0j 1.1588e-05-0j 3.14999e-05-0j -7.64654e-09-0j 1.75782e-06-0j 1.23749e-12-0j 3.65559e-08-0j -1.47031e-11-0j 1.63971e-15-0j 
-3.70754e-06-0j 7.99779e-05-0j 3.9429e-05-0j -0.00081095-0j -3.56758e-07-0j -0.00085839-0j 0.00327794-0j -3.27703e-07-0j -3.13344e-07-0j 7.8152e-06-0j -2.18469e-07-0j 6.39628e-06-0j 0.00880215-0j 0.00103661-0j 7.23547e-06-0j 6.99013e-06-0j 3.92722e-06-0j -8.07726e-05-0j -0.000141226-0j 3.67358e-06-0j -0.0360838-0j 2.54513e-06-0j -2.57468e-08-0j -7.55558e-05-0j 0.000180733-0j -5.23466e-05-0j -3.4543e-08-0j -8.76091e-05-0j -1.36543e-08-0j 6.53955e-07-0j 0.000334553-0j -8.31133e-05-0j 0.00147474-0j 5.82511e-07-0j 0.000317385-0j -0.0116205-0j 5.64014e-07-0j 6.74227e-07-0j 2.31275e-05-0j 4.61611e-07-0j 0.000927828-0j 3.06132e-07-0j 0.00063524-0j -1.47955e-05-0j 0.000109268-0j -8.75924e-10-0j -6.29632e-06-0j 7.48107e-05-0j -0.00619488-0j -1.55687e-05-0j -0.00207607-0j -4.21509e-06-0j 5.45437e-08-0j -0.00397787-0j 2.42635e-06-0j 5.44962e-08-0j 1.60962e-05-0j 0.000159923-0j 1.99239e-05-0j 0.000122895-0j -0.00206502-0j -1.30078e-06-0j -0.000968371-0j -0.000274988-0j 2.1579e-09-0j -0.000708123-0j 1.92729e-06-0j 2.21958e-07-0j 8.61447e-06-0j -0.000388886-0j -0.000172535-0j -3.041e-05-0j -4.89521e-05-0j 1.85242e-08-0j -4.33229e-06-0j -1.40873e-07-0j 4.83149e-11-0j 
3.74596e-06-0j -8.08068e-05-0j -3.98376e-05-0j 0.000819354-0j 3.60455e-07-0j 0.000867286-0j -0.00331191-0j 3.31099e-07-0j 3.16591e-07-0j -7.89619e-06-0j 2.20733e-07-0j -6.46256e-06-0j -0.00889336-0j -0.00104735-0j -7.31045e-06-0j -7.06257e-06-0j -3.96792e-06-0j 8.16096e-05-0j 0.000142689-0j -3.71165e-06-0j 0.0364578-0j -2.57151e-06-0j 2.60136e-08-0j 7.63388e-05-0j -0.000182606-0j 5.28891e-05-0j 3.49009e-08-0j 8.8517e-05-0j 1.37958e-08-0j -6.60732e-07-0j -0.00033802-0j 8.39746e-05-0j -0.00149002-0j -5.88548e-07-0j -0.000320674-0j 0.0117409-0j -5.69859e-07-0j -6.81214e-07-0j -2.33671e-05-0j -4.66395e-07-0j -0.000937443-0j -3.09304e-07-0j -0.000641823-0j 1.49488e-05-0j -0.0001104-0j 8.85001e-10-0j 6.36157e-06-0j -7.5586e-05-0j 0.00625908-0j 1.573e-05-0j 0.00209758-0j 4.25878e-06-0j -5.51089e-08-0j 0.00401909-0j -2.45149e-06-0j -5.5061e-08-0j -1.6263e-05-0j -0.00016158-0j -2.01304e-05-0j -0.000124168-0j 0.00208642-0j 1.31426e-06-0j 0.000978407-0j 0.000277837-0j -2.18026e-09-0j 0.000715461-0j -1.94726e-06-0j -2.24259e-07-0j -8.70374e-06-0j 0.000392916-0j 0.000174323-0j 3.07252e-05-0j 4.94594e-05-0j -1.87162e-08-0j 4.37719e-06-0j 1.42333e-07-0j -4.88156e-11-0j 
1.69225e-07-0j -6.10114e-06-0j 1.892e-08-0j 0.000124687-0j 1.62837e-08-0j -6.88415e-07-0j -0.00156171-0j 1.49575e-08-0j 1.43021e-08-0j -5.96185e-07-0j 9.97169e-09-0j 1.5266e-09-0j 1.42279e-05-0j 0.0112431-0j -5.5196e-07-0j -5.33244e-07-0j 1.88447e-09-0j 1.24192e-05-0j -5.63342e-08-0j 1.76276e-09-0j -0.000180733-0j 1.22128e-09-0j 1.17518e-09-0j 1.16171e-05-0j -0.0349033-0j 8.04854e-06-0j 1.57666e-09-0j -7.0261e-08-0j 6.23231e-10-0j 1.03872e-10-0j -0.000159392-0j -6.66555e-08-0j 1.18566e-06-0j -4.4437e-08-0j -0.000151212-0j 0.00132501-0j -4.30259e-08-0j 1.60918e-10-0j -0.0140802-0j 1.10173e-10-0j 1.49976e-06-0j 1.46897e-10-0j 1.02681e-06-0j -3.92771e-09-0j 0.00118512-0j 3.99803e-11-0j 9.68088e-07-0j 0.000811398-0j -1.5433e-05-0j -6.21026e-09-0j -0.00421497-0j -3.38044e-09-0j 6.49199e-12-0j -1.99239e-05-0j -0.00299782-0j 8.65598e-12-0j -7.66873e-06-0j 8.55677e-08-0j -0.00384772-0j 9.88051e-08-0j 0.000117115-0j -2.58761e-10-0j 0.000110417-0j -0.00176002-0j 1.71079e-13-0j -1.17403e-06-0j -0.00117335-0j -0.000460134-0j 2.76169e-09-0j -0.000392707-0j 4.8798e-06-0j -0.000394998-0j -0.00010371-0j -5.78198e-05-0j -4.69622e-05-0j -6.48709e-06-0j -3.63811e-07-0j 
-1.70979e-07-0j 6.16436e-06-0j -1.9116e-08-0j -0.00012598-0j -1.64525e-08-0j 6.95549e-07-0j 0.0015779-0j -1.51125e-08-0j -1.44504e-08-0j 6.02363e-07-0j -1.0075e-08-0j -1.54242e-09-0j -1.43754e-05-0j -0.0113596-0j 5.5768e-07-0j 5.3877e-07-0j -1.904e-09-0j -1.25479e-05-0j 5.69179e-08-0j -1.78103e-09-0j 0.000182606-0j -1.23393e-09-0j -1.18735e-09-0j -1.17374e-05-0j 0.035265-0j -8.13194e-06-0j -1.593e-09-0j 7.09892e-08-0j -6.29689e-10-0j -1.04948e-10-0j 0.000161043-0j 6.73462e-08-0j -1.19795e-06-0j 4.48975e-08-0j 0.000152779-0j -0.00133874-0j 4.34718e-08-0j -1.62585e-10-0j 0.0142261-0j -1.11314e-10-0j -1.5153e-06-0j -1.48419e-10-0j -1.03745e-06-0j 3.96841e-09-0j -0.0011974-0j -4.03946e-11-0j -9.78121e-07-0j -0.000819806-0j 1.5593e-05-0j 6.27461e-09-0j 0.00425865-0j 3.41547e-09-0j -6.55926e-12-0j 2.01304e-05-0j 0.00302889-0j -8.74569e-12-0j 7.7482e-06-0j -8.64545e-08-0j 0.0038876-0j -9.9829e-08-0j -0.000118329-0j 2.61442e-10-0j -0.000111562-0j 0.00177826-0j -1.72852e-13-0j 1.1862e-06-0j 0.00118551-0j 0.000464902-0j -2.79031e-09-0j 0.000396776-0j -4.93037e-06-0j 0.000399091-0j 0.000104785-0j 5.8419e-05-0j 4.74489e-05-0j 6.55431e-06-0j 3.67581e-07-0j 
0.0014228-0j 0.000214495-0j 0.000159074-0j 2.29604e-05-0j 0.000136909-0j 2.42023e-05-0j 2.01686e-06-0j 0.000125759-0j 0.000120249-0j 2.09598e-05-0j -0.04839-0j 1.28352e-05-0j 2.61998e-06-0j 1.54384e-07-0j 1.9405e-05-0j -0.0054008-0j 1.58441e-05-0j 2.28691e-06-0j 1.98052e-06-0j -0.0042697-0j 2.33406e-07-0j 1.02682e-05-0j -0.00284647-0j -0.000616279-0j 1.06535e-08-0j 1.48208e-06-0j 1.32562e-05-0j -0.000711617-0j 5.23996e-06-0j -0.000251595-0j -5.93014e-05-0j 2.34338e-06-0j -6.28987e-05-0j 1.56225e-06-0j 1.95282e-07-0j -5.24156e-06-0j 1.51265e-06-0j 1.35295e-06-0j -1.95341e-07-0j 9.26303e-07-0j 2.7617e-07-0j 1.23507e-06-0j 1.89081e-07-0j 1.38085e-07-0j 1.62735e-08-0j 3.36144e-07-0j 1.78267e-07-0j 1.11417e-08-0j 1.99309e-08-0j 2.18332e-07-0j 1.28653e-09-0j 1.18845e-07-0j 5.45829e-08-0j 2.57306e-08-0j 4.05219e-11-0j 7.27772e-08-0j 9.90372e-09-0j 1.57567e-08-0j 1.17444e-09-0j 1.81943e-08-0j 1.60816e-09-0j 9.09715e-09-0j 1.51619e-09-0j 8.47577e-11-0j 1.43839e-09-0j 1.51619e-09-0j 5.65051e-11-0j 2.31196e-12-0j 5.08546e-10-0j 1.19865e-10-0j 6.70068e-11-0j 5.33923e-12-0j 4.9944e-12-0j 1.28442e-13-0j 2.35963e-13-0j 7.18013e-15-0j 1.27567e-16-0j 
-0.00176063-0j -0.000265424-0j -0.000196844-0j -2.8412e-05-0j -0.000169416-0j -2.99489e-05-0j -2.49574e-06-0j -0.000155619-0j -0.0001488-0j -2.59365e-05-0j 0.0598796-0j -1.58828e-05-0j -3.24206e-06-0j -1.9104e-07-0j -2.40125e-05-0j 0.00668314-0j -1.96061e-05-0j -2.8299e-06-0j -2.45077e-06-0j 0.00528349-0j -2.88826e-07-0j -1.27062e-05-0j 0.00352233-0j 0.000762606-0j -1.3183e-08-0j -1.83399e-06-0j -1.64037e-05-0j 0.000880581-0j -6.48412e-06-0j 0.000311333-0j 7.33818e-05-0j -2.89979e-06-0j 7.78331e-05-0j -1.93319e-06-0j -2.41649e-07-0j 6.48609e-06-0j -1.8718e-06-0j -1.67419e-06-0j 2.41722e-07-0j -1.14624e-06-0j -3.41743e-07-0j -1.52832e-06-0j -2.33975e-07-0j -1.70872e-07-0j -2.01374e-08-0j -4.15956e-07-0j -2.20594e-07-0j -1.37871e-08-0j -2.46632e-08-0j -2.70172e-07-0j -1.592e-09-0j -1.47063e-07-0j -6.75429e-08-0j -3.184e-08-0j -5.01433e-11-0j -9.00572e-08-0j -1.22552e-08-0j -1.9498e-08-0j -1.45329e-09-0j -2.25143e-08-0j -1.99e-09-0j -1.12572e-08-0j -1.87619e-09-0j -1.04882e-10-0j -1.77991e-09-0j -1.87619e-09-0j -6.99215e-11-0j -2.8609e-12-0j -6.29294e-10-0j -1.48326e-10-0j -8.29167e-11-0j -6.60696e-12-0j -6.18025e-12-0j -1.58939e-13-0j -2.91989e-13-0j -8.88495e-15-0j -1.57857e-16-0j 
0.00102703-0j 0.000154831-0j 0.000114826-0j 1.65737e-05-0j 9.88262e-05-0j 1.74702e-05-0j 1.45585e-06-0j 9.07777e-05-0j 8.68e-05-0j 1.51296e-05-0j -0.0349298-0j 9.26496e-06-0j 1.8912e-06-0j 1.1144e-07-0j 1.40073e-05-0j -0.0038985-0j 1.14369e-05-0j 1.65078e-06-0j 1.42961e-06-0j -0.00308204-0j 1.68482e-07-0j 7.41196e-06-0j -0.00205469-0j -0.000444853-0j 7.6901e-09-0j 1.06982e-06-0j 9.56881e-06-0j -0.000513673-0j 3.7824e-06-0j -0.000181611-0j -4.2806e-05-0j 1.69154e-06-0j -4.54027e-05-0j 1.12769e-06-0j 1.40962e-07-0j -3.78356e-06-0j 1.09189e-06-0j 9.76612e-07-0j -1.41005e-07-0j 6.68641e-07-0j 1.9935e-07-0j 8.91521e-07-0j 1.36486e-07-0j 9.96751e-08-0j 1.17468e-08-0j 2.42641e-07-0j 1.2868e-07-0j 8.0425e-09-0j 1.43869e-08-0j 1.576e-07-0j 9.28668e-10-0j 8.57866e-08-0j 3.94e-08-0j 1.85734e-08-0j 2.92503e-11-0j 5.25334e-08-0j 7.14889e-09-0j 1.13738e-08-0j 8.47754e-10-0j 1.31333e-08-0j 1.16083e-09-0j 6.56667e-09-0j 1.09445e-09-0j 6.11813e-11-0j 1.03828e-09-0j 1.09445e-09-0j 4.07876e-11-0j 1.66886e-12-0j 3.67088e-10-0j 8.65235e-11-0j 4.83681e-11-0j 3.85406e-12-0j 3.60515e-12-0j 9.27143e-14-0j 1.70327e-13-0j 5.18289e-15-0j -1.86246e-16-0j 
-0.000224965-0j 0.00159501-0j -2.51518e-05-0j 0.000345102-0j -2.16472e-05-0j 0.000179972-0j 4.56307e-05-0j -1.98842e-05-0j 0.00455846-0j 0.00015586-0j -1.32562e-05-0j -2.02943e-06-0j 3.93792e-05-0j 4.6653e-06-0j 0.000144298-0j -0.0334232-0j -2.50518e-06-0j 3.4373e-05-0j 1.47274e-05-0j -2.34338e-06-0j 5.28072e-06-0j 0.000780129-0j -1.56225e-06-0j 3.2153e-05-0j 4.02841e-07-0j -0.010704-0j 0.000502523-0j 1.83683e-05-0j -8.2851e-07-0j -1.38085e-07-0j 4.65716e-06-0j -0.00417789-0j 3.2816e-06-0j -0.00278526-0j -0.00105928-0j 5.49811e-07-0j 1.12482e-05-0j 5.12885e-05-0j 3.0789e-08-0j -1.46461e-07-0j -0.000995208-0j -1.95282e-07-0j 2.84195e-06-0j -0.000246185-0j -0.000117903-0j -5.3149e-08-0j 2.67942e-06-0j 3.36689e-07-0j -0.000108112-0j 1.62354e-06-0j -1.16635e-05-0j 8.83744e-07-0j -8.63032e-09-0j 5.82145e-07-0j -5.14928e-07-0j -1.15071e-08-0j 2.24068e-07-0j 2.36829e-07-0j 4.44091e-08-0j 2.73467e-07-0j 4.85968e-08-0j 6.76475e-08-0j 4.58175e-08-0j 3.84862e-09-0j -2.27429e-10-0j 3.43032e-08-0j 2.56575e-09-0j 1.40095e-10-0j 7.64363e-09-0j 4.53248e-09-0j 2.02487e-09-0j 2.82988e-10-0j 2.26782e-10-0j 8.75846e-12-0j 1.42984e-11-0j 5.4414e-13-0j 1.16051e-14-0j 
0.000278379-0j -0.00197373-0j 3.11238e-05-0j -0.000427042-0j 2.67871e-05-0j -0.000222703-0j -5.64651e-05-0j 2.46055e-05-0j -0.00564081-0j -0.000192867-0j 1.64037e-05-0j 2.51129e-06-0j -4.87293e-05-0j -5.77301e-06-0j -0.00017856-0j 0.041359-0j 3.1e-06-0j -4.25344e-05-0j -1.82242e-05-0j 2.89979e-06-0j -6.53456e-06-0j -0.00096536-0j 1.93319e-06-0j -3.97873e-05-0j -4.98491e-07-0j 0.0132455-0j -0.00062184-0j -2.27296e-05-0j 1.02523e-06-0j 1.70872e-07-0j -5.76294e-06-0j 0.00516988-0j -4.06078e-06-0j 0.00344659-0j 0.00131079-0j -6.80356e-07-0j -1.3919e-05-0j -6.34663e-05-0j -3.80994e-08-0j 1.81237e-07-0j 0.00123151-0j 2.41649e-07-0j -3.51674e-06-0j 0.000304638-0j 0.000145898-0j 6.57685e-08-0j -3.31561e-06-0j -4.16631e-07-0j 0.000133782-0j -2.00903e-06-0j 1.44329e-05-0j -1.09358e-06-0j 1.06795e-08-0j -7.20368e-07-0j 6.37191e-07-0j 1.42393e-08-0j -2.7727e-07-0j -2.93061e-07-0j -5.49534e-08-0j -3.38398e-07-0j -6.01355e-08-0j -8.37095e-08-0j -5.66963e-08-0j -4.76242e-09-0j 2.81429e-10-0j -4.24481e-08-0j -3.17495e-09-0j -1.73358e-10-0j -9.45851e-09-0j -5.60866e-09-0j -2.50565e-09-0j -3.50179e-10-0j -2.80628e-10-0j -1.0838e-11-0j -1.76933e-11-0j -6.73339e-13-0j -1.43606e-14-0j 
