0.00474462-0.0321018j 0.0244167+0.0515372j 0.0100404+0.0547566j -0.0140447-0.0124472j -0.00477186-0.0218243j -0.00228125+0.00413358j -0.00753677+0.0441093j -0.0100022+0.0376849j -0.00228569+0.0285319j -0.00759087+0.0033383j -0.000165067+0.0192465j 0.00174093+0.0038501j 0.0137374-0.0259901j -0.0401826+0.0466307j -0.00229816-0.0167394j -0.00741117+0.0211458j -0.0173956+0.0320827j -0.0148817+0.0123968j 0.00903567-0.0150079j -0.0366907-0.00532767j -0.0186942-0.0115229j -0.00156777-0.0194236j 0.0227447-0.0100333j 0.010569+0.0113035j -0.0286371-0.000322318j -0.0206081+0.0185528j -0.00453802+0.00547289j -0.0104005-0.00645592j -0.0245912-0.00614673j 0.0240133-0.0149317j -0.00555743-0.00967677j 0.00158109+0.0229811j 0.0277922-0.00651159j -0.010465-0.0153711j 0.00950599-0.0118003j -0.00172563+0.0194167j 0.0117104-0.0112646j -0.00305744+0.0190858j -0.0360143+0.021009j -0.00206701-0.000615275j -0.00248978+0.0120827j 0.0101249+0.0092135j 0.0200215+0.001615j 0.00964036+0.00730212j 0.00358261+0.00502519j -0.00127057-0.0106161j -0.00966344-0.00693665j -0.0028154+0.00684248j 0.00654454-0.000123904j -0.0119984+0.0055224j -0.0135492-0.0155923j -0.0156218-0.00186815j 0.0366897-0.0105205j 0.00273829+0.0198517j 0.0165425-0.0107642j 0.0189364-0.00364648j 0.0125569-0.030512j -0.0128366+0.00109651j -0.0373252-0.00474922j -0.00465638+0.0208237j 0.00994492-0.00863583j -0.0108733+0.0340655j 0.0179958-0.00792095j 0.0152404-0.0295249j 0.00354052+0.0365927j 0.0304324-0.00931714j -0.010116-0.0069399j -0.000493266-0.0330813j -0.0121331+0.00889269j 0.00720986-0.0135537j 0.00135875-0.0155921j 0.0549504-0.0803291j -0.0330494+0.0333615j -0.0638763+0.0105923j -0.0275833+0.0334983j -0.0524969+0.0794446j -0.0369986+0.0148683j 0.0924243-0.0876599j 0.0227487+0.00442675j 0.0150623-0.0380256j 0.0593223-0.0826085j 0.015837-0.0139312j -0.0947696+0.064973j -0.0255085+0.0106086j 0.00954744+0.00905887j -0.0173653-0.00221049j 0.0471574-0.0359867j 0.0242736-0.0382137j 0.00790085-0.0363823j 0.0187231-0.0292861j 0.015802-0.0362506j -0.0479011+0.0577823j 0.0456794-0.04859j -0.0926563+0.20262j -0.183438+0.120629j 
0.0142739+0.0367197j 0.00752878+0.0262936j 0.0176485-0.0360666j 0.000927075+0.00833438j 0.000411925-0.00736672j -0.0150632-0.0416348j -0.00390798-0.0376543j -0.0311826+0.00210371j -0.0155196+0.0119101j 0.0159664+0.0331805j 0.04287-0.00810934j 0.0114211-0.00722229j 6.58596e-06-0.00407918j -0.0177442+0.00772165j -0.0283415+0.00209211j 0.011332-0.0245615j -0.0171466-0.0551679j -0.0106533-0.0365059j -0.00764616-0.0207398j -0.0562043-0.00408607j 0.0127654+0.0259747j -0.0369773-0.0705197j -0.0160235-0.0117425j -0.014232-0.0473355j -0.0161835+0.0445605j -0.0176768+0.0527168j 0.0268298-0.00306251j 0.0146372-0.0235147j 0.0270298+0.0219177j 0.0446271+0.0230723j 0.0219589-0.0351711j 0.0363651-0.00333598j -0.0326395-0.0367648j -0.0049579+0.0497169j 0.0434936+0.039933j -0.000499493+0.0485052j 0.0368236-0.0522301j -0.0264325+0.0376117j 0.0144538+0.00987185j 0.0450764-0.0403433j 0.035715+0.000787614j -0.0260231+0.0561357j -0.0466375-0.0371478j -0.00695278+0.0421744j -0.0301337-0.0214969j -0.0634523-0.0370697j 0.0493477-0.00154058j -0.03559+0.000466301j 0.0353564+0.0672316j 0.0164208-0.0234634j 0.00241103-0.0580409j -0.0232153+0.00192345j 0.0361265+0.00151594j -0.021041+0.0563768j 0.0239032+0.0279053j -0.00563605-0.0930607j -0.00400582-0.000680837j -0.0648803+0.00702303j 0.113503+0.0140597j -0.0229742-0.0253827j 0.0296155+0.0666159j 0.0306079+0.0602069j -0.0451914-0.00530341j -0.089137-0.0535553j 0.0680801-0.00716123j -0.0677026+0.00165899j 0.066382+0.0517002j 0.010533+0.0564399j -0.0310942-0.0334081j -0.0336964+0.0307034j -0.0474275-0.0634626j 0.0594463+0.0494138j -0.0258081-0.0238917j 0.00576466-0.0187764j -0.0400952+0.0148256j 0.00780769+0.0808236j 0.0333295-0.00879798j 0.0619037-0.0337253j 0.0155024+0.0624255j -0.0256407+0.0108036j 0.0383491-0.0704132j 0.0480944-0.00989503j 0.0234384-0.0167379j 0.00242408-0.00554109j 0.0129612-0.0215969j -0.0114582-0.00300518j 0.0348709+0.0212893j -0.015317+0.0244169j 0.006305+0.017116j 0.025957+0.00502983j 0.0278406-0.034387j 0.00869897+0.0198227j 0.0103741-0.0351925j -0.0216964+0.0493086j 0.00742694+0.0153785j 
0.0189583+0.0432609j -0.00837083+0.00696826j -0.0156659-0.00375548j 0.00595684-0.0153872j 0.0100136+0.000562938j -0.00780958+0.00427877j -0.0116155+0.0032636j 0.0306759+0.0552132j 0.0200468-0.0061238j -0.0185281-0.00412454j -0.00504174+0.0111859j 0.0165692-0.00986753j -0.00902608+0.00955746j 0.000638824+0.00224223j 0.00921726+0.0504574j 0.00450619-0.00592656j 0.011357+0.0211522j -0.0375794-0.0310813j 0.0118802+0.0113783j 0.0114491+0.0104219j 0.0206441-0.000634819j -0.0286464-0.00931605j 0.0440353-0.0110615j -0.00193661-0.0364433j -0.00499007+0.0526639j -0.0178587+0.058496j -0.0375759-0.032888j 0.00725628-0.0540727j 0.0203329-0.0365518j 0.0683649-0.0672214j 0.0311578+0.0098631j -0.0186949+0.074163j -0.0342753-0.0584483j -0.0503874+0.0212549j -0.0124807+0.00730566j 0.000979323+0.04879j 0.00375128-0.0409786j 0.0111646+0.0795049j 0.0585679-0.0386846j -0.0385307-0.00206242j 0.0213248-0.0299332j 0.00439748+0.00553216j -0.0448708-0.0364175j -0.0267307+0.0619937j 0.0403812+0.0703351j -0.0345374+0.0680703j 0.0824921-0.0780458j -0.00587335+0.115173j 0.00924149-0.00722942j 0.0114323+0.0592505j 0.0440565+0.00136555j -0.0560455+0.0706129j -0.0286923+0.0544624j 0.0387684+0.0545446j 0.0271457+0.0263044j -0.000721447-0.0887502j 0.0466414-0.0869018j -0.0667919-0.00383816j 0.0747898-0.00701517j 0.124593+0.0969214j -0.0926803+0.0518021j -0.0537528+0.000567281j -0.0442598-0.0637782j 0.0678476+0.147134j 0.0264323-0.0399442j -0.0179408+0.103703j -0.0611098-0.0616938j 0.00603453-0.0173046j 0.0133776+0.0225132j -0.0104471+0.0429108j 0.0738723-0.0123403j 0.0171028-0.0885224j 0.0173588+0.00711468j 0.0371186-0.0763688j -0.0119413+0.0564791j 0.0169082+0.0843067j 0.0214505-0.0840237j -0.00601897-0.0383795j -0.000707501+0.0433313j -0.0511789+0.0055524j 0.0776921-0.0399742j -0.00177453-0.00748603j 0.0775016-0.00519341j 0.0402807+0.0430057j -0.0126532-0.0334932j 0.0409503+0.0147422j -0.0210683+0.0506114j -0.00675268+0.0487522j 0.00279319+0.00429365j -0.0214267+0.00176435j -0.00472043-0.0287854j -0.0239753-0.0157895j -0.0199026-0.0210727j -0.0265008+0.0798039j 0.0395318+0.0159239j 
0.0122427-0.000576118j 0.03252+0.0248321j -0.0366374-0.0131372j 0.0124222-0.0512124j -0.0176104-0.0293526j 0.00472535-0.0197929j -0.00711283+0.0295506j 0.0517066-0.00922807j -0.0275289-0.00320738j 0.0267363-0.0171831j -0.0164724-0.00815236j -0.0197868-0.00726118j 0.0340416+0.0159109j -0.0226485-0.019005j 0.00739792-7.79554e-05j -0.00445627-0.000412934j -0.0176884+0.00922489j -0.00279178-0.0184572j -0.0116823-0.00463221j 0.00160814-0.0305044j -0.0410292-0.0271999j 0.00444548-0.0220783j 0.0101929+0.038909j 0.0301992-0.0345603j 0.0478751-0.0133677j 0.0159431+0.00273788j -0.0664851+0.000322832j -0.00579978+0.0112263j -0.0204346-0.0269126j -0.0171565+0.00940444j -0.0522174-0.0551046j 0.0382756-0.00934657j -0.0480458+0.0883009j -6.05277e-05-0.0578544j -0.0131026-0.000399568j 0.0294245+0.00683105j 0.000236561-0.0160467j 0.104899-0.0307828j 0.0774341+0.0322883j 0.0265593-0.0244509j 0.0261993+0.0217708j -0.019121-0.00992634j -0.0418746-0.0344769j 0.00653067-0.0322692j 0.0123777-0.0178834j 0.035464-0.0441495j -0.0508426-0.0123j 0.0280744+0.0340927j -0.0806615-0.0631273j 0.0484307-0.0533479j 0.0331482+0.0529834j 0.0767303+0.0477355j -0.101636+0.0245777j 0.0977944-0.0110857j -0.0591275-0.0149704j 0.0398733+0.0445631j -0.00246775+0.00316278j 0.0164593-0.0247898j -0.0756665+0.0219149j 0.0344346-0.0139774j -0.0377586-0.117056j -0.00483752-0.0253418j -0.0626452-0.0374891j 0.0450334+0.0192033j -0.00770335+0.0544421j 0.0457654-0.0221774j 0.00622883-0.118586j -0.0243991-0.0157187j -0.00599614+0.00111469j 0.0190706-0.025272j 0.047629+0.0326224j 0.0433874-0.0975341j -0.0599502+0.0686626j 0.0356707+0.00885545j 0.00784669+0.0452129j -0.0272121+0.0612309j -0.0568869+0.0177721j -0.0550994+0.0354606j 0.00490816+0.00102159j 0.0342771+0.00608879j 0.0603382+0.0487151j -0.0494084+0.0311072j 0.0208528-0.014387j 0.0363837-0.00572854j -0.0223194+0.027313j 0.0146368+0.0230828j 0.0259746-0.0560212j -0.00540716-0.0684587j -0.0513086-0.0336996j -0.00628407-0.0143152j 0.0211455-0.0485031j -0.0244656+0.0827325j -0.0643793-0.0384769j -0.0280691+0.0224167j -0.000338318-0.00598566j 
0.0178652+0.00552437j 0.013743+0.0122479j 0.0377909+0.00899892j 0.00525752+0.0126783j -0.00146971+0.0275243j -0.0119999+0.0266251j 0.00317454-0.0104742j -0.034713-0.0180822j -0.00502834+0.0069082j -0.0170195-0.0109847j 0.035981-0.012621j 0.0410184+0.0141044j 0.0225976-0.0207552j 0.0113492+0.007902j -0.0215552+0.0194107j 0.0151774+0.0535363j -0.0210781+0.01768j -0.0301422+0.0408579j 0.000380416-0.0265417j -0.000876076+0.0130754j -0.0270331-0.00822511j -0.0535297+0.0132652j -0.0241748-0.00362583j 0.0227973-0.00138904j -0.0267656-0.0264548j -0.0240663-0.020307j 0.0298538-0.0689357j -0.00718256-0.0289038j -0.0339116-0.0254823j 0.014585-0.0158091j -0.0208927-0.0119963j -0.0324901-0.00973301j -0.0268869-0.0307599j 0.0173216+0.0066769j 0.0466184+0.0644756j 0.0270098-0.00606458j 0.0288171+0.0120503j -0.031222+0.0985243j 0.0081831-0.0326868j 0.0359415-0.0549444j -0.00968108-0.0195839j -0.0206411+0.0201508j 0.014148+0.0677976j -0.0328904-0.0556473j -0.0836575-0.0364694j 0.0108796+0.00723667j 0.0208701+0.0033514j -0.0842684+0.00114773j 0.0783609-0.0219335j 0.0552472-0.102075j -0.0442958+0.0152278j -0.00324396+0.017458j 0.0870111-0.105053j 0.115414+0.0240147j 0.108164-0.106677j -0.0214387+0.126532j 0.0599959-0.0304724j -0.0196365-0.00518029j -0.0915622-0.0558008j -0.135064+0.062342j 0.0941017-0.113448j 0.053017-0.071704j -0.101225+0.0460622j -0.118738+0.0655424j 0.0659584-0.0386783j -0.0431587+0.0676593j 0.067573-0.0164172j 0.0751326-0.0311433j -0.107077+0.0537417j -0.018099-0.0347762j 0.041699-0.0510816j -0.0214787+0.0315899j 0.0227029-0.0361232j -0.0193631+0.0131483j -0.0207182-0.0181118j -0.0363292+0.028565j 0.0636997-0.0642432j 0.0524958-0.0416978j 0.00313104-0.00288768j -0.00645831+0.00533217j -0.0103297+0.0191433j -0.0109698+0.0385915j -0.014573+0.0230566j -0.0799009+0.0121188j -0.0210105-0.0308488j -0.0704775+0.0632026j -0.0341774+0.00329844j 0.0233299+0.0072784j -0.0285418+0.0150998j 0.0391765-0.0388559j -0.0149012+0.0437955j -0.0119697-0.00368567j -0.0135785-0.0262302j -0.0155559-0.00621922j -0.03888+0.0196561j 
0.00651688+0.0177006j -0.00716197-0.0104377j 0.0259857-0.0207495j 0.013959-0.0274213j 0.0171974+0.00669795j 0.00133555-0.013384j -0.00650367+0.0388625j 0.0229798+0.00447762j -0.00499507-0.00823822j -0.0221354-0.00519705j -0.0227147+0.0077248j -0.00303455-0.0129267j -0.0199219-0.00578261j -0.00912257-0.00602031j 0.020733-0.0037013j -0.0133731+0.0105509j 0.0209974+0.0326732j -0.0107985-0.0304609j 0.00444474-0.00118034j -0.00441367+0.0369923j 0.0350984-0.0310002j 0.0097066+0.0132046j -0.0123513-0.00967028j -0.00604852-0.0273645j -0.0103542+0.018259j 0.00953094+0.00485951j -0.0176379+0.000665832j -0.02774+0.00457097j 0.0252757-0.0291549j -0.0334484-0.0610273j 0.0177854+0.000265044j 0.0789648+0.0100915j 0.0204135+0.0283145j -0.0255739-0.0126235j -0.0426444+0.0780853j -0.0431287-0.00350059j -0.0832061-0.0181919j 0.0153888+0.0215478j 0.0295252+0.0514539j -0.0162668+0.0490086j 0.0323854+0.00718854j 0.0905803-0.082394j 0.123688-0.0369219j 0.0749527-0.0133717j 0.00656448-0.0147455j -0.0144663+0.0397947j 0.0626437-0.0585142j 0.0213851+0.0105982j -0.0776004-0.00958773j -0.0121778+0.0395843j -0.0706185-0.00954825j -0.0296303+0.0847987j 0.0148027+0.0915488j -0.016474+0.022083j 0.0698618+0.0241038j -0.0499362-0.0737731j -0.0220314-0.0761402j -0.0898485-0.00921004j -0.0322171-0.00918218j 0.0281483+0.0635985j 0.0410711+0.101518j -0.0729005-0.0168479j 0.0449391+0.0466871j 0.0662312-0.0106128j 0.0184181-0.0476565j 0.0390252+0.0299461j -0.0252915-0.0398476j -0.0489282-0.0222877j 0.0520068+0.0519878j -0.013815+0.0239348j 0.0691839-0.0320825j 0.0141717-0.100785j -0.0129443-0.0210195j -0.0528527+0.0545322j 0.0390232+0.00994371j -0.0424751+0.0763053j -0.0327763-0.012526j -0.0136132-0.00842268j 0.0624568+0.00472724j -0.0548473+0.0278413j 0.0542413-0.0054745j -0.0466046-0.039605j -0.0226112+0.0287664j -0.0461319+0.00167533j 0.0397687+0.0352291j 0.0318209+0.0158718j 0.0533173-0.00241175j 0.0237549-0.0460193j 0.00556892+0.0137663j -0.0184975-0.0369971j 0.0359114-0.028567j -0.0423585+0.0314951j -0.0335973-0.0256126j -0.0273995+0.0109545j -0.0157802+0.0592288j 
-0.0105603-0.0205606j 0.00521772+0.0141908j 0.00666086-0.0242716j 0.00133864+0.0240208j -0.00570435-0.0534027j -0.00765058+0.0107409j -0.0174724-0.00917204j -0.0153663+0.0179728j 0.0438808+0.00533197j -0.00639594+0.0387926j -0.012891-0.0131086j 0.00284764-0.0130422j -0.0170066+0.0132173j 0.013193-0.0143407j -0.0360864-0.0336934j 0.00134589+0.00408908j -0.0213519+0.031006j 0.0540047+0.0011484j 0.00669601+0.0243652j 0.00177592-0.0108172j 0.0189251+0.00451149j -0.00106476-0.0175945j 0.0410336+0.0348082j -0.0330483+0.0746465j -0.0332564+0.0203288j 0.00688615+0.0349125j 0.013376+0.0167596j 0.0381278-0.00735925j 0.0355011-0.0155687j 0.0773758-0.0206051j 0.014309-0.0135455j -0.0815455+0.0358274j 0.00739701-0.0128748j -0.0174957-0.0319404j 0.0109389-0.0963835j 0.0593089+0.00440277j 0.045696+0.0186916j -0.00553741-0.0150618j -0.0510138-0.0139678j -0.0496947+0.0402772j -0.0263079-0.0309227j 0.0611048-0.0672626j 0.0504175-0.0435101j -0.00699911+0.0134086j -0.0490938+0.0409024j 0.0692382+0.0289149j 0.0577513-0.00609645j -0.0109869-0.0280645j 0.0397116-0.0317179j -0.0759833-0.0217223j -0.0219301+0.0823665j 0.0337952+0.0297866j -0.071829-0.0195541j -0.0467398-0.137523j 0.00831943-0.0268625j -0.0308471+0.0370608j -0.0231053+0.0633457j 0.055692+0.0778835j -0.109467-0.0265943j 0.0952706-0.00418089j -0.0354748-0.0585981j -0.0357044-0.104469j 0.0998632-0.0230777j -0.0166553+0.098393j -0.0518469+0.00233888j 0.0454789-0.00553187j -0.0498307-0.00860378j -0.000439794-0.095459j 0.0589342+0.0021212j 0.0505653+0.00988146j -0.117661+0.0300518j 0.0279184+0.031478j 0.0223927+0.00289245j 0.00628005-0.0410141j -0.0407018+0.0377718j 0.0555671-0.00491424j 0.000209659-0.00673308j 0.00834195-0.022503j -0.000243309-0.00406002j 0.0314853+0.029872j -0.0253821-0.00316693j 0.0354791+0.0166129j 0.0541799-0.029397j 0.0134856+0.0633711j -0.0210685+0.0337081j 0.0260229+0.0189184j -0.0088453-0.0305776j 0.00256671+0.0589295j 0.0267979+0.0207829j -0.0285064+0.0531152j -0.00553183+0.0217068j 0.0289793-0.0075743j 0.0196343+0.0224094j 0.0246608-0.0181139j -0.0111844-0.0185715j 
-0.0254902+0.00343189j 0.000787499-0.0175849j 0.000749384+0.015882j 0.00816516+0.0020006j 0.00556892+0.00560649j 0.0145313-0.0207189j -0.0171575-0.0108362j -0.0658558-0.0157536j -0.0201753+0.0275917j -0.0128494-0.0370325j -0.00338996+0.0295975j 0.0145802+0.0408569j -0.00826019+0.0184386j -0.00081185+0.0136496j -0.00757823-0.0213232j 0.0367497-0.0170016j -0.00844289+0.0228384j 0.0268173-0.0355974j -0.0163999-0.0150168j -0.00996821-0.0170586j 9.92765e-05-0.00616434j 0.00557022-0.00128948j 0.0381533-0.000875325j 0.00461353+0.011469j 0.000365598+0.0160392j -0.0256627+0.00564923j -0.0077402+0.00837826j -0.0615638+0.0261886j 0.0183409+0.0311866j -0.0501484+0.00375431j 0.0211579+0.0293787j -0.0633933-0.0533294j 0.0147332+0.0188432j -0.0143225-0.0476217j 0.102762+0.0107107j 0.0236249-0.0273501j -0.0216578+0.00287926j -0.0354546-0.0540106j -0.00940227+0.0429113j -0.0448441+0.0445126j -0.00257652+0.0020919j -0.0493828-0.00987968j -0.0900033-0.000214897j -0.0113751+0.0621355j -0.0159203+0.0334616j -0.0350024+0.0411279j -0.0128361+1.02811e-05j 0.0239925+0.0164777j 0.0193863-0.0449299j -0.0936007-0.00741448j 0.00738179-0.0275489j 0.0869734-0.00479173j -0.112523+0.0724998j -0.136712+0.0402069j 0.0692498+0.0156021j 0.0499767+0.0137405j 0.0409168-0.00284201j 0.00829018+0.00412301j -0.00495524-0.0450974j -0.104047-0.0824404j -0.100474+0.00338631j 0.00697595+0.0343081j 0.0149157+0.0208855j 0.0140131+0.0767562j -0.00413683+0.0307218j 0.0305956-0.0457974j -0.0350256+0.0529297j -0.0402871+0.0208757j 0.0251364+0.0131099j -0.0410885+0.0877205j -0.00401134-0.093962j -0.0235445+0.124929j 0.00676797-0.0379174j 0.0837344+0.0423269j 0.0612346-0.0479817j 0.0487426+0.0267894j -0.00137569+0.0221656j 0.025792-0.0135603j -0.00184874+0.0538272j 0.0561601+0.0384058j 0.00933994-0.0191608j 0.0378781+0.0338843j 0.00679649+0.0242331j -0.0286981+0.0325405j 0.00541562-0.0360303j 0.0996373+0.0118539j -0.0640751+0.0364864j 0.00642668-0.0157428j -0.00589358+0.0890448j 0.00935245+0.0224924j 0.0108459-0.0236938j 0.0737377+0.0222496j -0.0250762+0.06725j -0.000604477-0.0209915j -0.0112925-0.0113996j 
-7.32144e-05+0.0122103j -0.000173057+0.0125291j -0.00855247+0.014035j -0.000510612-0.00290652j -0.00771951+0.0132956j -0.00529517+0.0184844j -0.00214467-0.00701503j 0.00706749+0.00126801j -0.00121783+0.0208766j -0.0137648+0.00650411j -0.0129852-0.00268817j 0.0243315+0.0231487j 0.0352873-0.00126164j 0.000713761+0.0129475j 0.0296725-0.00212511j -0.0292747+0.00429366j -0.0122327+0.00536128j -0.0235933-0.00468327j -0.0313929-0.0210936j -0.0190134-0.0201268j -0.0188875+0.0121052j 0.0290604-0.00438514j 0.00105267-0.00785709j 0.0255219+0.0328136j 0.0245643-0.0345738j 0.0207633-0.00770276j 0.0108948-0.043845j -0.0139614-0.0277721j 0.0342156+0.0111865j -0.0154829+0.00873519j -0.0127291+0.0185111j -0.0235236+0.025837j 0.0177978-0.0309948j -0.0611901-0.00176969j -0.0073091+0.0655125j -0.0201495-0.016489j -0.0282976-0.0197554j -0.0525306+0.0626982j 0.0270942-0.0250567j -0.0904787-0.0400055j -0.0317872+0.00235486j -0.0075628+0.043721j -0.00487995-0.0362488j 0.0315108-0.00174281j -0.0750418+0.0650231j -0.00557665-0.0960931j -0.0394777-0.0385671j 0.111796+0.04522j 0.0586482-0.0230995j -0.0770891-0.0910573j -0.0472661+0.0304616j 0.0181928-0.0870601j 0.0116293-0.042638j -0.0285848-0.0499937j -0.0197441-0.0268064j 0.135764+0.0912955j 0.0157334+0.0235529j 0.0528009-0.0687103j -0.0365831+0.0801961j -0.0874492-0.0288772j -0.129975-0.0233165j 0.0458798+0.00165258j -0.0697929+0.0309807j 0.15804+0.0567041j -0.0151864+0.0133099j 0.0519502-0.0117582j -0.0761642-0.0146648j -0.0237352-0.0778092j -0.0264152+0.039768j -0.0306331-0.0479497j 0.027285-0.0376635j -0.0191974+0.0520168j 0.0448507-0.00177211j 0.0669114+0.0569442j 0.0461579+0.0125246j -0.0230942+0.011733j 0.00356678-0.0446438j 0.0127058-0.0433711j -0.0378285+0.0295965j 0.00374997-0.0601827j 0.0340299+0.0183405j 0.033119+0.0288676j -0.0451949+0.0261161j -0.0136185+0.0129383j 0.0199527-0.012681j 0.0621078+0.0710201j -0.0540969+0.0263525j 0.0152745-0.00407661j -0.0233846+0.0210262j 0.00786644+0.00440527j -0.00979023+0.0452706j 0.0343753+0.0302048j -0.0209744+0.0226332j 0.000545097+0.00228151j -0.0171277-0.00129202j 
0.0111705-0.00564794j 0.00147433+0.0208229j -0.014209-0.0238978j 0.0205748+0.00961814j -0.00803796+0.000167275j -0.000996649+0.00074893j -0.0305233+0.0175754j 0.0234764+0.0441567j 0.0152035-0.0708478j 0.0200489+0.00714209j 0.00639921+0.00699559j -0.00655987-0.00270051j 0.013772+0.0195187j 0.0118745-0.041395j 0.0146494+0.00199002j -0.0147728+0.0177375j -0.00810275-0.00546255j -0.00405829-0.0133783j 0.0102646-0.0121438j -0.0213124-0.0217917j -0.0130139+0.014366j 0.0155853-0.00895892j 0.00427069-0.0112637j 0.00236198-0.00456578j 0.0315091+0.0358763j 0.0361405-0.0505002j 0.0147288-0.0149601j 0.000137003+0.00104609j 0.00173411-0.0270396j 0.0210286+0.0187575j -0.0289823+0.0053811j 0.0372961+0.0367413j -0.0453812-0.00595681j 0.0172365-0.0525385j 0.0026964+0.0670248j -0.0501904-0.0227011j 0.0428677+0.00218792j 0.0498155+0.00574643j -0.0434533+0.0199071j 0.0167053-0.0144014j -0.0527306+0.0889893j -0.0721303-0.0394878j -0.0524939-0.00599384j -0.0460353-0.0363242j 0.0416871+0.0801535j 0.0747245-0.0428167j 0.0328369+0.0123738j 0.0195723-0.0528078j -0.0258297+0.016424j 0.0434456+0.0749312j 0.0678012+0.00545623j 0.0335509-0.0625022j 0.0367868-0.0360756j -0.0718552+0.00720216j -0.170823-0.00785215j 0.0356612+0.00879561j -0.0420232+0.0980147j 0.109495-0.00830164j -0.0396549+0.0318585j -0.0118176-0.0667179j -0.0399242-0.0102285j -0.0601856-0.0323456j 0.109128+0.0546957j 0.0663791-0.134806j -0.0955399+0.0412575j -0.0369141-0.0858819j 0.00264991+0.0409446j -0.0153955+0.00732107j 0.00313686-0.0309102j 0.0730805-0.0243474j -0.0353215+0.101872j 0.0758036+0.0848041j -0.00320699+0.0135095j -0.010242-0.0379429j -0.0437606+0.0360139j 0.0470014+0.0352742j 0.0118693+0.012759j -0.0432516-0.0139509j 0.00819344+0.0373543j 0.081901-0.000777169j -0.0450879+0.0191137j 0.0129379+0.0059035j 0.0141783-0.0452064j 0.0719867-0.0303844j 0.00928002+0.0241832j -0.022255-0.0560391j -0.0414816-0.0180162j -0.0398055+0.0332462j 0.0688515-0.0042561j 0.0149451+0.0282147j -0.0179954+0.0251753j -0.0294076-0.00754524j 0.0325532-0.0442604j 0.036447+0.0219567j 0.0111373-0.0508449j 
-0.0139469+0.00247149j 0.00748071+0.0124651j -0.00214677-0.00374062j -0.0150575-0.00695253j -0.0015755-0.0243728j -0.00988746+0.028507j 0.0167544-0.00836248j -0.00237329-0.0243482j 0.0228369+0.0116739j -0.0101312+0.0355924j -0.00129448-0.0342949j 0.00211697-0.0280094j 0.0231147-0.00613385j -0.0256297+0.00152879j -0.0241408-0.0602945j 0.00810492+0.00427865j -0.0183543+0.0223298j 0.0189728+0.0562405j 0.0112011+0.0145936j 0.0157929+0.0215211j -0.0568945+0.0135939j 0.0061828+0.000700425j 0.0378877+0.0114333j 0.0355051-0.0167563j 0.0229095-0.0043078j -0.0626783+0.0033913j 0.000519343-0.0105623j 0.0191368+0.045632j 0.0583514-0.0496226j 0.0198967-0.0319518j -0.00596692-0.0148604j -0.0350166+0.0311156j 0.0245839+0.000367119j 0.0494774-0.00316637j -0.047064+0.0129471j 0.0676064+0.102998j 0.0426511-0.0791291j 0.0102747-0.027564j -0.0139187-0.0902753j -0.025094+0.0424904j 0.00234593-0.0253569j -0.0169335+0.160525j -0.0381457+0.0977265j 0.00777996-0.0161458j 0.0687043+0.00952857j -0.0527404-0.00157738j 0.0164281+0.000998674j 0.077092-0.0364285j -0.0238342-0.107417j 0.0845617+0.00164958j -0.0428135-0.000650091j -0.146924+0.0163305j -0.0156288-0.0957461j 0.167924+0.0199645j -0.0471466+0.00997068j 0.104634-0.0655385j 0.0393878-0.0103657j -0.0841394+0.0672891j 0.0912871-0.0186976j 0.0224857-0.0444607j -0.123653-0.0465887j -0.0612605-0.0277131j -0.0323938+0.00809217j 0.0266614-0.00935223j 0.0755937+0.0586748j 0.0818287-0.0161682j -0.0275663+0.0819178j 0.0290238+0.0978902j -0.00899957-0.0361106j 0.0563547-0.00302361j -0.00345303-0.00828023j 0.0956571+0.0251069j -0.0431265-0.00900336j 0.0139438-0.0144494j -0.0399915+0.0270737j -0.0285722-0.0508573j -0.0782027+0.00237719j -0.00224563-0.0139856j 0.0318483+0.0177672j -0.0384269+0.0213435j 0.00812449-0.0390939j 0.0151552-0.0354794j 0.0150202-0.0287349j 0.018943+0.00955549j -0.0542921-0.0194997j -0.026051-0.00452272j 0.0129002+0.00490809j 0.0195625+0.00945505j 0.0208783-0.0104005j 0.00286205+0.037094j -0.015795-0.000234831j 0.00587303-0.0100363j 0.0286461+0.0166238j -0.00980386+0.00765064j -0.00481227+0.0133698j 
