0.175896-0.0667441j 0.0830704+0.201867j 0.0916103+0.047249j -0.0456239+0.137567j 0.087318+0.151536j -0.00963284+0.0139871j 0.0563254-0.0898418j 0.0279086-0.0404567j 0.0078756-0.131604j -0.0624515+0.0377551j 0.000964759+0.0433079j 0.0380218-0.012028j 0.00239852-0.0165774j -0.0491068+0.0694998j 0.0546286-0.0562128j -0.00428463+0.00696392j 0.0643249-0.0932063j 0.0837511-0.122398j -0.16285+0.0502489j -0.00258912+0.0446976j 0.105078+0.0818642j 0.163931+0.123132j -0.141031+0.0563437j -0.057737-0.165642j 0.0280656-0.0469743j 0.000893874+0.0203902j -0.130205-0.185161j 0.0956929-0.0154787j 0.0935639-0.210661j -0.0342213-0.176231j -0.0733309-0.121681j 0.330753-0.0911315j 0.0270003+0.253767j 0.177716-0.135908j 0.000748941+0.0269755j 0.208519+0.124554j 0.0146174-0.0211931j -0.0103666-0.00342747j 0.0743825-0.0253785j -0.0394702-0.0308455j 0.0373261-0.0132107j 0.0219739-0.01461j -0.0157784-0.0183838j 0.00562788+0.00186357j 0.0360514-0.0126604j -0.00732847-0.0219671j 0.0320885+0.0119602j 0.0491995-0.0136399j -0.126341+0.0136063j 0.0470422-0.00806962j -0.0815997+0.0224269j 0.0736501-0.00678134j -0.0478435-0.0273116j -0.0173347-0.00205586j -0.0138241+0.00889269j 0.0534263+0.0396557j 0.00187359+0.0328237j 0.0090828-0.00645086j 0.0509584-0.00187138j 0.029372-0.00537309j 0.00040026+0.00495646j 0.0111364-0.0127804j 0.0062703+0.00875945j 0.0390368-0.00461417j -0.0299455-0.0216476j -0.0334014-0.0288527j 0.00860065-0.00514514j 0.00490911-0.0179367j 0.0127663+0.0209386j 0.0093425+0.00837123j -0.000560731+0.00990971j 0.00441602+0.000220244j 0.00572546+0.0129475j -0.0127986-0.0106292j 0.000971258+0.0109085j -0.0129138-0.0192133j -0.00182785-0.00483973j -0.000168179+0.000344275j 0.00198678-0.0204404j -0.00459843+0.00461139j 0.000433759+0.0402794j 0.00118356+0.00398906j -0.0129648-0.024758j -0.0082205-0.0188745j 0.000975253+0.0223921j -0.018034-0.0124911j 0.00214727-0.0249454j -0.0346841+0.016035j 0.00379243+0.00836542j 0.00574024+0.00221998j 0.0165325+0.0115288j -0.00553414-0.0238741j -0.0064797-0.0328229j -0.0393577-0.00732891j -0.00640914+0.0372554j 
-0.000744985-0.00190675j 0.0014513+0.000398079j -0.00273252+0.000860352j 0.000915246-0.00372464j 0.0013759-0.000317334j 0.00217391-0.0055519j 0.0011696-0.00116701j 0.00177033+0.00162331j 0.000188944-0.000382231j -0.00170585+0.00123172j -0.00477072+0.00432577j -0.00508109+0.00230753j 0.00301126+0.00285731j -0.00141987-0.00333437j 0.000602208-0.00542645j -0.00154343+0.0041366j 0.00145888+0.00272377j 0.00257437-0.00374866j 0.00073389+0.00329429j 0.00316516-0.00636373j -0.00195991-0.00174848j 0.00613934+0.00653969j 0.00531589-0.00278353j 0.0119244-0.00284729j 0.00381036+0.000653034j 0.000506752+0.00143013j -0.00396345+0.00235073j 0.000184365-3.22651e-05j -0.00279995+0.000301323j -0.00102268-0.00100632j 0.0052419+0.0051853j -0.000275476-0.00198789j 0.00238366-0.000427452j 0.00384788+0.00345605j -0.00430433-7.52741e-05j 0.00180312-0.000226266j -0.00339147+9.91554e-05j 5.62339e-05-0.00073048j -0.0046019+0.00305924j 0.00169118+0.00263558j -0.00290764-0.00226763j -0.00108701-0.00574408j -0.00167072-0.00314504j 0.000960434-0.00218186j 0.00289589+0.00388031j 0.000293061-0.000662066j -0.000498713+0.00117512j -0.00436869-0.00107273j 0.0033205-0.000135887j -0.00173382-0.00151383j -0.0032708+0.00315773j -0.000827711+0.00294676j -0.00154661+0.00194759j -0.000245506-0.00212292j 0.00399139-0.00204871j 0.00396318-0.000904117j -0.000837095+0.00246964j 0.000448012-0.000524305j -0.00414359-0.000918115j -0.000105684-0.00162561j 0.00738992+0.00141356j -0.00201387+0.00238572j 0.00226491-0.00275465j 0.0062992+0.00519859j 0.000136337-0.0013062j 0.000572903+0.000911692j 0.00173331+0.00174756j -0.00023924+0.000643577j 0.0018643-0.00250515j 0.00401455-0.00225193j 0.0047187-0.00141501j -0.00313793+0.00227892j -0.000245685+0.000871116j -0.000273133-0.000634298j 0.00108066+0.0034709j 0.00258168-0.00288383j 0.00165755-0.00126852j 0.00416681-0.00101541j 0.00072219-0.00611499j -0.00111409+0.000652339j -0.00159239-0.000124296j -0.00301271-0.00049148j -0.000239374+0.00434632j -0.00167795-0.00354423j 0.00109043+0.00219507j 0.00183457+0.00304761j 0.000671403+0.00144541j 0.000202987-0.00192654j 0.00203588-0.00129445j 0.000301298+0.00224246j 0.00508444+0.00173125j 0.000190572+0.00150056j 0.000241007+0.000590834j 0.000630051-0.00137802j -0.000967027+0.00172369j 
0.000477043-0.000580161j -0.00268213-0.00139351j -0.000444276-0.00197553j -0.000594466-0.000187596j 0.00153673-0.000674621j 0.000801798-0.000524571j -0.00138844+0.00163575j 0.00129878-0.000565483j -0.000328925-0.000799051j -0.00162301+0.00198311j 0.00101753+0.000415143j 0.00109683-0.00193741j -0.00269605-0.00181528j -0.000685815+0.00206666j 0.000210681-9.10246e-05j 0.00139214+0.000778451j -0.00128917-0.00256556j 0.00144632+0.00150919j -0.000195742-0.000637229j -0.00371117+0.00241068j -0.000232152+0.00268683j 0.00167138+0.00107069j -0.000218572+0.000711318j -0.000280586+0.00118853j 0.000507124-0.00175852j -0.00108125+0.00366078j -0.00209069+0.00168538j -0.00137202-0.0015432j -0.000663555+0.00185617j 0.00208325-0.00168688j 0.00154911-0.00256522j -0.00270829-0.00153365j 0.00248504-0.00160577j 0.00113421+0.000272573j -0.00111432+0.00138172j -0.00196409-0.000194285j 0.00052325-0.000492465j -0.000684877+0.00374925j 0.00122815+0.00293593j 0.00106562+0.00182498j -0.00289278+0.00127144j 0.00266454+0.0032931j 0.00863546+0.0120475j -0.000768216+0.00245859j -0.00184202-0.00144412j 0.000490059-0.00322967j -0.00332562-0.00298465j 0.000808358-0.00453801j -0.00453843-0.00628863j -0.00217457+0.00272576j 0.000716435-0.00188143j -0.000744712-0.00231545j -0.00306933-0.00422286j 0.00391111-0.0005181j -0.00396667+0.000771717j 0.000382245+0.000221831j 0.00219434-0.00859643j -0.00203637+0.00328047j -0.00181328-0.00279405j -0.000765542+0.00671845j -0.00178065+0.00110844j 0.000316574-0.00195585j -0.00327985-0.00268539j -0.00191166-0.00275067j -0.00124287+0.00126678j -0.00575848+0.000913134j -0.0050244+0.00199807j -0.00184752+0.000300503j -0.00219958+0.00559418j -0.0127039+0.00313742j -0.00662178+0.00346214j 0.0027019+0.00371378j -0.000657617+0.000903184j 0.00931328-0.00378992j 0.00532484-0.00682449j -0.00371356+0.00294034j -0.00289644+0.00403971j -0.00885594-0.00193464j -0.000700581+0.000952599j 0.00624376-0.0097588j 0.00346493-0.000127555j 0.00151577+0.00566159j 0.00235152-0.00330267j 1.07806e-05+0.00122727j -0.0033217-0.00115185j -0.0031286-0.00391912j 0.00175804+0.00106233j -0.000399509+0.00178645j -0.00309488+0.000786649j 0.00229435-0.000384645j -0.00499843+0.000700578j 0.00318756+0.00336462j -0.00395762-0.00256507j 0.00136404-0.000155283j -0.00025498-0.00250697j 
-0.00056245+0.00231301j -0.00388413+0.00175074j 0.00456466-0.00192813j -0.00108217+0.00169741j 0.00273312+0.00287219j 0.00395709+0.000691886j -0.00462153-0.000663155j -0.000305548-0.00660365j -0.000122987-0.00286578j -0.000728731+0.000755822j 0.0023112-0.00235324j -0.00192489-0.00358771j 0.00160353-0.00295516j 0.00201315+0.00386157j -0.00178867+0.000116361j 0.00059492-0.00468709j 0.000204204-0.000766597j -0.00205894+0.00333434j 0.0017323-0.00755383j -0.000758736-0.000595687j -0.00272086-0.00100118j 0.00657595-0.000723734j -0.001752-0.00611964j -0.000474151+0.00295872j -0.00196344-0.00518189j -0.00340407-0.0017559j 5.5315e-05+0.00319922j -0.000657659+8.80271e-06j 0.00747088+0.00163879j -0.00553-0.00318197j 0.00462883-0.00152866j 0.00337747-0.00263515j 0.00747922+0.00116581j 0.00480405-0.00283019j -0.00450749+0.000857957j -0.00895083+0.00225539j -0.0018021+0.00155528j 0.000376089+0.000664879j -0.000683774+0.00170495j 0.00123968+0.00795883j -0.00661605-0.0018905j -0.000273478+0.00506771j -0.00600447-0.0050795j 0.000152395-0.00104549j 0.00184576-0.00014153j -0.000273923-0.00375392j -0.00222798+0.00164463j 7.17751e-05-0.00122969j -0.00198108+0.00440069j -0.0047003+0.000436482j -0.00557748+0.00577255j 4.6932e-05+0.00550813j 0.0056775-0.00299832j 0.00450001-0.000582074j -0.0059764+0.00521958j 0.00757214-0.000837494j -0.001702+0.00167811j -0.00425601-0.00104142j -0.00910548+0.000605689j 0.00207922-0.000126839j -0.00716415+0.000949702j 0.00370713+0.00940698j 3.69527e-05-0.00896531j -0.00409112-0.00538039j 0.000366922+0.00282706j 0.00482196-0.00588616j -7.03651e-05+0.00213555j -0.000953157+0.00453724j 0.00530271-0.000409445j -0.000657771-0.00125996j 0.00717256-0.00134704j -0.00259643+0.00160094j -0.00230768-0.00234999j -0.00554914+0.000582757j -0.00474641-0.00097446j 0.00456793-0.00102281j 9.52948e-05-0.00056385j 0.00306013-0.00438195j 0.000469661-0.00470406j -0.00274589+0.00182898j 0.00316912-0.000760342j 2.30202e-05+0.00301887j -0.00102374-0.00074283j 0.00533399+0.00426843j -0.000941727+0.00194873j -0.00282579+0.000492762j 0.000542084-0.00234007j -0.000478883-0.00243022j 0.00409946-2.88697e-05j -0.00402444+0.00428338j -0.000712143+0.000976158j -0.00227563+0.00175769j 0.000564206+0.00123817j 0.000475353+0.000716953j 0.000341283-0.00119376j 
-0.000494148+0.00114361j -0.00234703+0.000648432j 0.00418544+0.000398251j 0.00153593+0.00253429j 0.00093574-0.00211676j 0.0022431+0.00139741j -0.0021254-0.000963166j -0.00127129-0.00209841j 0.00215187-0.000933515j 0.00163961+0.000603823j 0.00148043+0.00146813j 0.000426186+0.00228712j 0.00154442-0.00400208j -0.000451669+0.00360603j 0.000691988+0.00125276j 0.00073575-0.00261969j 0.000770217-0.00166741j 0.000552586+0.000218591j -0.00271482-0.0039891j 0.0035193+0.00109559j -0.0025586+0.00227282j 0.00149979+0.000129357j 0.000926-0.000505944j -0.000748719+0.000277849j -0.000453924-0.000470515j -0.000794873+0.00199137j -0.000400586+0.00159842j -0.000352114+0.000444945j 0.00141036-0.0011303j -0.000141591-0.000346931j -0.00129999+0.0014311j 0.00257634+0.00238197j 0.00161724-0.000101843j -0.0011914+0.00049953j -0.000174406-0.00208117j -0.0029998+4.54787e-05j -0.00361458+0.000171211j 0.0033151-0.00367758j 0.000949829+0.000211565j 0.000574347+0.0020744j -0.00133919-0.00121292j 0.000410946-0.00232362j 0.0125882+0.00219527j 0.000968996-0.00581336j -0.00978894-0.0042279j 0.00431193-0.00256205j 0.00149095+0.00860594j 0.00789742+0.00631914j 0.00242518-6.8258e-05j 0.0234079-0.0157708j 0.0104877-0.00422024j 0.00103252-0.0161843j 0.0034745-0.00358386j -0.00990043-0.00135271j 0.000818126-0.00162257j 0.00456407+0.00128253j 0.00134849+0.000604084j 0.00183107+0.00268839j -0.000206495-0.000938575j -0.0129147-0.000402878j 0.00121674-0.000486266j -0.00521363-0.00150566j -0.00639689-0.00451721j 0.000129336-0.00088318j -0.00218681+0.000235532j -0.00466662+0.00438716j 0.00222977-0.00472148j 0.00275189+0.00213295j -0.0111219+0.00509134j -0.00515814+0.00564547j -0.00305048-0.00594206j -0.00469671-0.00697499j 0.00827822+0.00703305j 0.0112477-0.000711301j 0.00862413-0.00672095j -0.00651139-8.22286e-06j 0.00478706-0.00437762j 0.000625798+0.0104867j -0.00186208+0.000949186j 0.00752535+0.00200633j -0.00630889-0.00337389j 0.00591454-0.00792583j -0.00565007+0.00016718j -0.00294272+0.00172689j -0.000902208+0.00657179j 0.00586677-0.00272261j -0.00120041+0.00179574j -0.0063071-0.00126453j -0.000376507-0.00230963j 0.00926243-0.0056454j -0.00395797+0.00540595j -0.00186049+0.000568726j 0.000141439+0.00140391j -0.00132275+0.00060008j -0.000253335+0.0012343j 
0.00589877-0.0109578j 0.00374091-0.0069097j -0.0115861+0.0199023j 0.00407474-0.00673089j -0.00315435+0.00820155j -0.0047541-0.000160091j 0.00819072+0.00108703j -0.00319759+0.0199654j 0.00154242+0.0015737j 0.00711926-0.00134566j -0.0210948+0.00497021j 0.00199111+0.00879695j -0.00595565+0.0101518j 0.000434196-0.0103231j -0.00783047-0.00590102j 0.00203284+0.00841842j -0.00433665+0.00127651j 0.000834325-0.00729076j 0.00143319+0.00186466j 0.0044174+0.000786364j -0.00117465-0.00525534j 0.00297387-0.000681983j 0.00175165-0.00366199j -0.00292023-0.00218771j -0.00133664+0.000812885j -0.00120301-0.00204203j 0.000592377-0.000353787j 0.00502236-0.00707347j 0.00164113+0.00166885j -0.000559303+0.00103744j -0.00388869+0.00109233j 0.00110204+0.00169901j 0.000517694+0.000843474j -0.000423421-0.00241029j -0.000536891+0.000741115j -0.00435915+0.000327663j -0.00152459-0.000216056j -0.000378488+0.000596739j -0.000173989-0.000449096j 0.000206534+0.00220373j -0.000851081-0.00121301j 0.00185839+0.00278782j 0.000902051+0.00102999j 0.000431931-0.00149899j -0.000353619+0.000762782j 0.000485545+0.00183376j -0.00123906-0.000894846j 0.00123427-0.0011984j -0.000577469+0.000840845j 0.00149609-0.00121188j 0.000862983+0.000849931j -0.00137357-0.000461365j 0.00119841-0.00283606j -0.000983783+0.0001206j -0.00259376+0.00119111j 0.00165134+0.00154499j 0.0012257-0.00129611j -0.000743827+0.0002093j -0.00093247-0.00102254j -0.00231886+0.0010493j -0.00331011-0.000199915j -0.00052275+0.000828717j -0.00233635-0.0028785j -0.00267558-0.00240537j -0.000594422+0.00105215j 0.00089005-0.00225051j -0.00173651-0.00161336j -0.00210621+0.0024914j -0.000162461-0.00129953j -0.00130102+0.00125374j -0.00104252-0.000729078j -0.00153168-0.00244475j -0.000885462-0.000270647j 0.00309553+0.000251866j 0.00166905-0.00165941j -0.00146073+0.000516784j 0.00120287-0.000149513j -0.0018498+0.000698272j -0.00124716+8.12028e-05j 0.00185477-0.000351678j 0.00054688-0.000515174j -0.000891144-0.000293708j -0.000382414-0.00146494j 0.000414142+0.00317436j -0.000921198+0.000902109j 0.000378321-0.000392666j 0.00019493-0.000354261j -0.000584115-0.000695535j -0.000227432-6.05208e-05j -0.00064059-9.3759e-06j -0.00245312+0.00101728j -0.00133232+0.000789725j 5.05312e-05-0.000404547j -9.45282e-05+0.000399939j -0.000157688-0.00152769j 
0.000997875-0.000419642j -0.000205599+0.000974275j 0.00353232+0.00200443j 0.000764691+0.00314683j 0.00377906+0.00145879j 0.00257012-0.00101387j 0.000146099-0.001246j -0.000947443-0.00337239j 0.00123171-0.0016204j 0.000492434+0.000647004j -0.00198556+0.000550338j -0.000166319+0.00286515j -6.24315e-05-0.0012073j 0.000706862+0.00108582j 4.1008e-07-0.000409999j 0.000834067-0.00158524j -0.00121659-0.00134273j -0.00206132+0.000617342j -0.00161576-0.00586598j 0.00129952-0.000543261j -0.00105666+0.000240913j 0.0021171-0.00199103j 0.000743425-0.00217205j -0.000910791+0.000992575j -0.000845737+0.000604376j -0.000273547+0.000989691j 0.000199068-0.000849174j 0.000309548-0.000343723j 0.00569731-0.000427931j -0.0028025-0.00272743j -0.000434263+0.000744041j 0.00578204+0.00074131j 0.000527343+0.0014148j -0.00130503-0.00434052j -0.00141396+0.000830814j -0.00292411+0.00261481j 0.00069834+0.00110796j -0.00101876-0.00193476j 9.86156e-05-0.000669459j 0.000808948+0.00162775j -0.000174409+0.000837769j 0.00148074+0.00217401j -0.000527143-0.00354766j -0.00152418+0.00025012j -0.000948333-0.00339956j 0.000386752+0.00107276j -0.000757303-0.000291265j 0.00235668-0.00268688j 0.000188907+0.00298929j 0.00452382-0.00561298j 0.000499163+0.00202141j 0.000209264-0.00149109j -0.00119761-0.00142366j 0.000294546-0.000515789j -0.00201409-0.000915196j 0.00276286+0.000246038j -9.49799e-05+0.000606596j -0.00107841+0.000777346j -3.66654e-05-2.55492e-05j -0.00460638-0.00202647j -0.00118104+0.000653901j 0.00127735+0.00285756j -2.5408e-06-0.00306957j -0.00186244-0.00138107j -1.69497e-05+0.000349691j 0.00101264-0.00230341j -0.00024535+0.000525791j 6.39439e-05+0.00188083j 0.000329784-0.000193604j -0.000890404+2.7218e-05j 0.00215846-0.00132377j -0.00243843+0.000989468j -0.000908126+0.000695731j 0.00136124+0.000602766j 0.000664574+0.00155206j -0.00143586-0.00106924j 0.00165827-0.00114796j 0.00290165+0.000254672j -0.000716904-0.00142614j 0.00254933+0.00228624j -0.000486721-0.000880921j 0.000336212-0.00125653j -0.00129074-0.00139214j 0.0010529+0.000430993j 0.000927559+0.00344017j 0.000128729+0.000578576j 0.000384747-0.00091475j -0.00156436+0.000972778j -0.000403896-0.000573286j -0.000194079+0.00138072j 0.00150145+0.00215304j -0.00144353-0.000473193j 0.000229652+0.00142096j -0.00122653+0.000576661j -0.000289858+0.00116965j 
-0.000111733+0.000255043j -0.00218628-0.0028994j 0.00467193+0.00422932j 0.000370745+0.00661118j 0.00413548-0.00101324j -0.00106766-0.000220425j -0.000927973-0.00263547j -0.00210143-0.00409114j 0.000487858+0.000742217j 0.00109552-0.000769335j -0.00429682-0.00052908j 0.00249163-0.00270011j -0.000630733-0.00296396j -0.000145489+0.00378187j -0.000889989+0.00334609j 0.00272008-0.00188402j -0.00120346-0.000941028j -0.002294+0.00234481j -0.00176296-0.00549646j 0.000610453+0.00214051j -0.00190137+0.00387517j 0.000520037-0.00272988j -0.000855951-0.00016081j -0.00256457+0.00166521j -0.00115554-0.000211859j -0.00113351+0.000742336j 0.000821643-0.00026021j -0.00169035-0.00172289j 0.00302631+0.00133547j -0.000487672-0.00264999j -0.000873818-0.00340192j 0.000879814-0.00101814j -0.00187282+0.000171795j -0.00178296-0.00128909j 0.00179613+9.53559e-05j 0.00096087+0.000175882j -0.00550001-0.00170193j -0.00459485+0.0016943j 0.000977747+6.72291e-05j 0.000610709-0.000494574j 0.000420511+0.000536536j 0.00521637+0.00505499j 0.0161959+0.00501192j 0.00288939-0.00586857j 0.0104057+0.011958j -0.00287692+0.000179688j -0.00826214-0.00963067j -0.00614726-0.00946081j -0.00567125+0.00118685j -0.00994068+0.00610262j -0.00328065+0.00556344j -0.00461373+0.00712992j 0.000462525+0.00148371j -0.0069894+0.00442105j 0.00111825-0.00200995j 0.00151297-0.00187215j -0.00917013+0.000330061j -0.00746286-0.00220037j 0.00208646-0.000178286j 0.00408434+0.00206223j 0.0046405+0.00128942j -0.00903764-0.00810925j -0.00862269-0.00335147j -0.000253813-0.000923465j 0.000878733-0.00333294j -0.00889065-0.00150757j 0.00814488+0.00908148j -0.00958059+0.000200254j -0.00318496+7.31322e-05j -0.00576919-0.00321802j -0.00722278+0.00595543j 0.00208327+0.00702992j 0.00281329-0.00771497j 0.00843391-0.00231858j 0.00482543+0.00998087j -0.00185663-0.00311393j -0.0018131+0.0110388j -4.44966e-05+0.000230121j -0.00244564-0.00373998j 0.00909481+0.00578221j 0.000249607-0.0026564j -0.00261956+0.00402132j 0.00239008+0.00199885j -0.0015219-0.00206543j 0.00130776+0.00090959j 0.000353604+0.000222744j 0.000993019-3.58409e-05j -0.0006873-0.00114263j -0.000531525+0.00108798j -0.00783397-0.00628894j 0.00376186+0.00118462j 0.00326849+0.00268795j 0.000598308-0.00293294j -0.000554389+3.30849e-05j 5.74501e-05-0.000831838j 
0.00218156+0.000722661j 0.00730822+0.0136313j -0.0108625-0.0171864j -0.00702852-0.0102033j -0.00173869+0.00219445j 0.00422324-0.00122288j -0.00127228+0.0109523j -0.00201818+0.0141858j -0.00264822-0.00284144j -0.00568753+0.00226104j 0.0170587+0.00272183j -0.00211714+0.00100851j 0.00440634+0.0102582j -0.00281002-0.0127327j 0.00754286-0.00534257j -0.00601962-2.16784e-05j 0.00344034+0.00136251j -0.00053538-0.00495214j 0.00443672+0.0112613j -0.00501094+0.000430274j 0.00171393-0.00460396j -0.00258862+0.00272781j -0.001315+0.00137786j -0.00170936-0.00163955j -0.00102625-0.00117145j 0.00028566-0.000185235j -0.00117712-0.000923094j 0.00538575+0.00722477j -0.000982372-0.000565401j 0.000930479-0.000455182j -0.000646142-0.000520008j -0.00143261-0.000911215j 0.00143509+5.15511e-05j 0.00145064-0.000882392j 0.0013884+0.000309736j -0.000855369-5.10368e-05j -0.000941038-0.00168016j -0.00468435-0.00107683j 0.00237521+0.000372569j 0.000783612+0.000830411j 0.00050305-0.00183542j 0.00361899+0.00330187j 0.00658095-0.000273609j 0.00278261-0.00355094j 0.00254602+0.00560646j 4.59704e-05+0.00255458j -0.00494057-0.00101444j -0.00278897-0.00207969j -0.00336746+3.87126e-05j 0.000583912-0.00220284j 0.000144342-0.00130313j -5.9779e-05+0.00338257j 0.003211-0.00292516j -0.00594748+0.00278598j -0.00191243+0.000608841j 0.00138006+0.00118295j -0.00320322+0.000169145j -0.00570353-3.85179e-05j 0.00295541+6.68997e-05j -0.00357083+0.000935192j -0.000951152+6.64693e-05j -0.00291204-0.00278549j -0.00499847-0.00286002j -0.00334992-0.00261305j 0.000106484+0.000792089j -0.00331945-0.00360349j 0.00450296+0.00155412j -0.00531851+0.00244244j -0.00194019-0.00274683j -0.00377583-0.000620388j -0.00224733+0.00125166j 0.000869651+0.00131622j 0.00141373-0.00366736j 0.006583+0.000659428j 0.00348323+0.00497938j -0.00208467-0.000684941j -0.00287799+0.00259633j 0.000602577+0.00228598j -0.00246899-0.000288694j 0.00744758+0.00483902j -0.000516839-0.00151062j -0.00278524-0.000568769j -0.00017831-0.00132601j 4.36562e-05+0.00206915j 0.000591763+0.00189331j 0.00199723-0.000576594j 0.000351196-0.000425417j -0.00117371+8.83739e-05j -0.00104427-0.000648207j -0.00470139-0.00234732j 5.45481e-05+0.002235j -0.000654798-0.000189935j 0.000169351-0.000299033j -0.000272062+0.000161951j -0.00040148-0.000957984j 
-0.00147397+0.00232471j -0.00141615-0.00404782j 0.00167093+0.00418509j 0.00195556+0.00335259j -0.00328141+0.00184476j -0.00382638+0.00285915j -0.000491995-0.00248483j -0.00206954-0.00190817j -0.000399268+0.00142156j 0.00259228-0.00211639j -0.00241712-0.0027677j 0.000259411-0.00465857j 0.00137037-0.00248959j 0.000207533+0.00196518j -0.00323875+0.00457617j 1.15117e-06-0.00267962j -0.000441835+0.000274771j -0.00193808+0.000775452j -0.000187435-0.00420562j 0.00317555+0.00286585j -0.00361222+0.00124121j -0.00224379-0.00233926j -0.00380142+0.00182428j -0.00417759+0.00128882j -0.00134721-0.000966651j 0.000250867-0.00318736j 0.00282698+0.00162513j -0.000391807-0.00187081j 0.000754329-0.000268992j -0.000642704+0.00229947j -0.0018702-0.000591175j -0.000174588-0.000819377j -0.0015111-0.00211643j -0.00053014+0.00156013j 0.00325496-0.00167146j 0.000863531+0.000328639j -0.00114292-0.00143184j -0.00735423+0.000915404j -0.00252893-0.000166199j -0.000562496-0.00130894j 0.0023482+2.98157e-05j 0.000246653+0.00132574j 0.000658294-0.00493631j 0.00330813-0.00140804j 0.00336257+0.00868928j 0.00318542+0.00309247j -0.00385715+0.000264646j -0.00101133-0.000452476j 0.0015858+0.00467576j 0.000765854-0.00257225j 0.000178007-0.00241308j -0.00194043+0.00407939j 0.00377409+0.00144275j -0.00826603+0.00482229j 0.00271641-0.00388562j 0.00121576-0.000786191j -0.00424877+0.00143487j -0.00785053+0.000371835j 0.00488288+0.00111883j -0.00569448+0.00155431j 0.00298588-0.000864491j -0.00215891-0.00164789j -0.0014446-0.00106926j -0.00148539-0.00127934j 0.00150664-0.00017468j -0.00688629-0.00205939j 0.00728028+0.00319362j -0.00748249-0.00193704j -0.00304061-0.00501263j -0.00216787-0.00235245j -0.000502754-0.00115161j 1.05159e-05-0.00515172j 0.00201238-0.0026628j 0.00416492-0.00100642j 0.00396306+0.00622835j 0.000877398-0.00374891j 0.00114376+0.000970389j 0.00430455+0.000445675j -0.000117118-5.88689e-06j 0.00692721+0.00861032j -0.00199096-0.00160266j -0.00229786-0.00170483j 0.00050787+0.000893517j -0.000887644-0.00228927j 0.00255398+0.00291915j 0.00216335+0.000411248j -0.000310479+0.00215246j -0.00120402+0.00258489j -0.00209817-0.00138434j -0.00443112-0.00161444j 0.00430461+0.00177123j -0.000339948-0.000311757j 0.00030574+0.00306039j 0.000571022+9.22183e-05j -1.10409e-05+0.00126077j 
0.000770214-0.00301259j -0.00199684+0.00639414j 0.00320907+0.00180259j -0.00108063-0.0100112j 0.00385826+0.00426443j 0.00934868-0.000981834j -0.00282914+0.00875064j 7.5989e-05+0.00837686j -0.00269725-0.00382624j -0.00179483+0.00451076j 0.00391042-0.000959151j 0.00287097+0.00126134j -0.00324604+0.00357545j 0.00105723-0.00565085j -0.00710978-0.00321185j 0.00111079+0.00184332j -0.00137634-0.00447753j 0.00799328-0.000356738j 0.00108676-0.00682505j -0.000566563-0.00310951j 0.000166382-0.00211676j -0.00158832-0.00543627j 0.00501254-0.00172161j -0.00225127-0.00237225j -0.0137476+0.00251149j -0.00841004-0.00170908j -0.00404847-0.00244513j 6.53252e-05+0.000124219j 0.0080192-0.00183519j -0.00341856+0.00166537j 0.00527062+0.00196524j 0.0129274+0.0013152j -0.00150012+0.00244151j -0.0135353-0.00218156j -0.000964728+0.0010874j -0.00313915+0.00572006j 5.53283e-05-7.19228e-05j -0.00149169-0.00157937j 0.00591868-0.00334923j -0.00185484-0.00145108j -0.000611555+0.00235635j 0.00200549+0.000257274j -0.000918603+0.000857082j 0.000114428-0.000605164j -0.000694536-0.00489619j -0.00507698-0.00310251j -0.00375828-0.00559007j 0.00173269-0.000249886j 0.00309136+0.00736714j -0.000501466-0.00571512j -0.000288354+0.00764486j -0.000216561-0.00597624j -0.00421746+0.00225485j -0.000410724-0.00131361j 0.00403394-0.0033168j -0.00449589-0.00554767j -2.11626e-05+0.0010023j 0.00123752+0.000696978j 0.00448309+0.00134636j -0.00207724-0.000240256j 0.000945768-0.000112496j 0.000591955-0.00211621j 0.00127668+0.00129378j -0.00176064+0.00129523j 0.000113208-0.00619167j -0.0041908+0.00186428j 0.000164436-0.000308753j 0.00279821-0.00211521j 0.000182828+0.00140204j -0.00436465-0.00386115j -0.00396935+0.00217893j -0.0020392-0.00138314j 0.00248632+0.00151865j -0.00341027-0.00182727j 0.00409035+0.00247326j 0.00725053+0.00161019j 0.00412144+0.000247014j 0.000949265+0.000381956j 0.00776855-0.00124182j 0.00204538-0.00218635j -0.00170255+0.00127805j 0.00240501+0.00159116j 0.00390379+0.00447283j 0.00248344-0.00620935j 0.0012018+0.00351812j -0.00318764-0.000594279j 0.00140237+0.00302479j -0.00415884-0.00279566j 0.00148922+2.52869e-05j 0.00172619+0.000532448j 0.00232774+0.00109816j 0.00332089-0.00150675j -0.00258042+0.00457377j -0.00133514+0.00238129j -0.000489082+0.00602208j 
