0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
-0.00122948+0.00105835j 0.00107379-0.004873j 0.00330232+3.94534e-05j 0.00182428+0.00149643j 0.000649676+0.00146181j -0.000413676-0.000190988j 0.00292949+0.00391394j -0.00334278-0.00186318j -0.0018284+0.00262117j 0.000949273-0.00346943j -0.0031714-0.00300237j 0.00185391-0.000160406j 0.0030417+0.00172121j -0.00181865-0.000589643j -0.00341358-0.00705355j 0.00566737+0.00130262j -0.00169497-0.000799095j -0.00191635-0.00150711j -0.00343373+0.00195754j 0.00528075+0.00105813j -0.00087029-0.00237423j 0.00300306-0.00155014j -0.00027722-0.00386706j 0.00234376-0.000298523j 0.00121344-0.00217238j -0.00189708+0.00260615j 0.00579164-0.00275671j -0.00301197+0.00222079j -0.00120706+0.00401154j 0.00115477-0.000837653j 0.00290326-0.0013463j -0.0022719-0.0015478j -0.00135688-0.00207217j -0.000884728+0.000778669j -0.00210338-0.00350129j 0.00016457-0.00283556j -0.00221+0.00444143j 0.00247477+0.000161062j -0.00123592+0.000332946j 0.0026869-0.00184542j 0.00157732+0.00180102j 0.00452779-0.00110787j 0.00106965+0.00286935j -0.000671304-0.00399716j -0.00202381+0.00350639j -0.00176237+0.00171286j -0.00186316+0.00107204j 0.000215726+0.00378167j 0.000150602-0.00134416j 0.000562699-0.000279414j -0.0032364-0.002482j -0.0092546+0.00104708j -0.00144124+0.00231352j 7.56702e-05+0.000360735j -0.00316401+0.0015022j 0.000918473+0.0012467j 0.000743742+0.000718524j -0.000945216+0.00588039j -0.00331676+0.000895095j 0.00136838-0.000164473j 0.00050438+0.00351664j -0.000931004-0.00301803j -0.00143447-0.00230123j -0.000746551-0.00139542j 0.00131715-0.000414352j 0.0022673-4.3368e-05j -0.00300815+0.00285815j 0.00406672-0.000374739j 0.00240224-0.00555364j 0.00620767+0.00157172j 
-0.00154872-0.000313692j 0.00123877-0.00447139j 0.00198572-0.00338991j -0.00148318-0.00199415j 0.000251734+0.000120836j 0.000781054+0.0018783j 0.00345098-0.00196509j 0.00569378-0.00538996j -0.00157429-0.00278815j 5.9002e-07-0.00100581j -0.000774912-0.00320472j 0.00204761-0.00215829j 0.00350845-0.00132985j 0.00226785+0.000339574j -0.00124723-0.00441903j -0.000311907+0.00685784j -0.000424703+0.00633195j -0.00148437+0.00293216j 0.00100717+0.00278159j 0.00295717-0.00106245j 0.000222145+0.000671035j 0.00248516+0.000593902j -0.00179682-0.00237164j 0.000100351-0.000862702j 0.00148585-0.000822578j -0.0053243-0.00216981j 0.00264743-0.00230081j 0.002203-1.42021e-05j -0.00150527+0.000281252j 3.96617e-05+0.00215387j 0.000147328+0.00293497j 0.00318372-0.00253286j 0.00143937-0.000891197j -0.00407001-0.00258753j 0.000857009-0.00255087j -0.00258398-0.00216365j -0.00461004+0.00378289j 0.00618075-0.000639236j -0.00076703-0.00583006j 0.00298198-0.00237845j 0.00461866-0.000814656j -0.000113418+0.0033905j 0.000265293-0.000649007j 0.00108307-0.00286759j -0.00197228-0.000164164j 0.00389278-0.00347736j 0.00116766+0.00100591j -0.00112285+0.00272273j -0.0012819+0.000972108j -0.00266493-9.67303e-05j -0.00253403-0.0018301j -0.00466639-0.00031279j -0.00426914-0.00149438j 0.00177225+0.00574572j 0.000263772-0.000379873j -0.00442674+0.00131656j 0.00421645-0.000373671j 0.00211306+0.00457769j 0.00339584+0.00126383j -0.00303706+0.000617393j -0.00294462+0.00332994j -0.000382597-0.000539994j 0.000546631-0.000641455j -4.01847e-05+0.0031892j 0.000354031+9.76377e-05j -0.00486416-0.00214735j -0.00234224+0.00287646j 0.000851043+0.00130498j 0.00030488-0.00120898j 0.00161492-0.000585169j 
-0.00296637+0.00451433j -0.00625969-0.0032644j 0.00311926-0.00120068j -0.00134715-0.00157642j -0.00216163+0.00078425j 0.00335406-0.00222974j 0.000386327-0.000715299j 0.00111789-0.00153557j 0.000804897-0.00178503j 0.00127895+0.00687257j -0.00110235-0.00404554j -0.00390265+0.000860663j -0.00162184+0.000331343j 0.00632737+0.000655996j 0.00165519-0.0066234j 0.000583657+0.0036943j -0.00178639+0.00339264j -0.00314933+0.00317488j -0.0026187-0.00207264j 0.00504863+0.00583291j 0.00284269+0.00459004j 0.00243436+0.00834822j -0.00520333-0.00455154j -0.000527085+0.000751796j 0.00308833-0.00347062j 0.000290995+0.00235327j 0.00448518-0.00137756j 0.00151456-0.0014764j -0.00190418-0.00702198j -0.00118175-0.000992677j 0.00111249-0.00158924j -0.000341883+0.0025828j -0.00532198-0.00937537j 0.000605347+0.00266956j -0.00388297-0.000395673j -0.00520706+0.00515163j -0.00957024-0.000235525j 0.000482223-0.00345575j -0.00596876+0.000722554j 0.00865662-0.00127654j -0.00378225+0.00589306j 0.00834631+0.00815936j -0.00349498+0.00267497j -0.00478013-0.0047303j -0.00125-0.00373023j 0.00814995-0.007377j 0.00748762-0.000368344j -0.00369547+0.00124132j -0.00494061+0.000604538j 0.00121609+0.000284108j -0.00246504+0.00189689j 0.000218908+0.004295j -0.00249675+0.00394154j 0.00159163+0.00916496j -0.00234576+0.00559512j -0.00217431+0.00230539j -0.00199681-0.000939197j 0.00289238+0.00917732j -0.00225978+0.0104254j 0.0037008-0.00359046j 0.000872774-0.00215953j 0.00631677-0.0012167j -0.00497531-0.00296094j 0.00766398+0.00713702j 0.005299-0.000567388j 0.00166624+0.00187979j -0.00368447+0.00115015j -0.00375188+0.00995791j -0.00432581-0.00155477j 0.00425377-0.00139873j 
0.000562096-0.000623314j -0.000955616+0.00190584j 7.36702e-05+0.00180109j -0.000593556-0.000944532j 0.00833398-0.00119744j -0.00485634-0.00106746j -0.00303247+0.00014754j -0.000717709-0.00201564j 0.00201594+0.0038951j 0.000773557-0.00385233j 0.00803627-0.00144323j 0.00618334-0.00597603j 0.000674182-0.00433775j -0.00946002-0.00114851j 0.00477464+0.00804319j -0.00225265-0.00252172j 0.0040246-0.00335801j 0.00743623+0.00591811j 0.00182335-0.00285328j -0.00803864-0.00609349j 0.000408868-0.00393041j -0.00580343-0.00847854j 0.00444328+0.00894763j -0.00313014-0.00609426j -0.00572946+0.00613356j -0.00328817+0.00192971j -0.00869782+0.00157067j 0.00151923-0.0052201j -0.000547498-0.00271571j 0.0039177+0.00261337j 4.68754e-05+0.00356919j 0.00557541-0.000931173j 0.0028264+0.00696385j 0.00242138-0.004072j 0.00212075+0.00503333j 0.00294603-0.00384723j 0.0118164+0.000971835j -0.00799777-0.00132509j 0.00104713-0.00601747j -0.00976878+0.00324074j 0.00241487-0.00213954j -0.010719-0.00588806j 0.00033839-0.00315395j 0.0148238+0.00344839j 0.00116719+0.00856963j -0.00318271+0.00305954j -0.00792045-0.00517857j 0.00101374-0.00447619j 0.00312367+0.0025424j -0.00372799+0.000775311j 0.00526428+0.00522921j 0.00151789+0.000505832j 0.0018833-0.00532738j 0.00257618-0.0137969j 0.00151249-0.00813968j -0.00106276-0.00423414j 0.00179689-0.00336551j 0.000612071-0.0133091j 0.00336838-0.00961895j -0.00562372-0.00445616j 0.00715775+0.000716643j -0.00607422+0.00281332j 0.00349175+0.00219882j 0.000723945-0.00507174j -0.00661674+0.00198366j -0.00462839+8.6202e-05j 0.0013481-4.27555e-05j -0.00170836-0.00374755j 0.00162244+0.00128152j -0.0039808+0.00118875j 
0.0027063+0.000499633j 0.00405881-0.000630339j -0.000579477-0.00291821j 0.00278462+0.00124173j -0.00418454-7.26199e-05j 0.00167704-0.00162894j -0.000472298+0.00221574j -0.00314653-0.00525124j -0.00324464-0.0024384j 0.000467402+0.00376207j -0.00336213+0.00347293j 0.00495099+0.00333329j 0.00258312-0.00478205j 0.00704036-0.00381148j -0.00222837+0.000656163j -0.00152704+0.0045086j 0.0026225+0.00915119j -0.000680151-0.00425799j 0.00515641+0.00296016j 0.00154455-0.000596408j -0.00416315-0.00437445j 0.00337208-0.00298099j 0.000561452-0.0027499j -0.00034092+0.00500652j -0.000454548-0.0007461j -0.00298736-0.000770853j -0.00101386+0.000515274j -0.000557344+0.00295933j 0.0060908+0.0137292j -0.00129293+0.000589966j 0.000911578+0.00100741j 0.000910713-0.00195211j 0.00489829+0.00675278j 0.00383674-4.23071e-06j 0.00497537-0.0139014j -0.00410469-0.00559524j -0.00215908-0.00493596j 0.00587783+0.00311992j -0.00191435+0.00538732j 0.00040932+0.00109874j -0.000787193-0.00229861j -0.00353292+0.00574416j 0.00209501-0.000776452j 0.00101454-0.00672746j 0.00384187-0.0034679j -0.00626419+0.00521136j -0.00132603+0.000120723j 0.000150017+0.00563369j 0.00167954-0.00181903j -0.00171933+0.00155683j -0.00148769-0.000545515j -0.00465617-0.00231807j -0.00799628-0.00245057j 0.00231573+0.00546183j -8.95537e-05-0.00100087j -0.00215355+0.0025005j 0.00599946-0.00321339j 0.00533155+0.00067804j 0.00182671+0.000144278j 0.00447471+0.00735741j -0.000893856+0.00247217j -0.0102621-0.0110703j 0.00117947-0.00374155j -0.00833707-0.0116561j -0.000890866+0.000564012j -0.00486043+0.00167522j -0.000395214-0.00122957j 0.0180947-0.00811672j 0.00583915-0.0118215j 0.0114143+0.000798397j 
0.00022541+0.00186677j -0.00167161-0.000513724j -0.000400643-0.00179768j -0.00150793-0.000876564j 0.00155071-0.00161939j -0.00108455+0.000264116j 0.000127339-0.00235387j -0.000519253-0.00426611j 0.00108836-0.000880058j -0.000846852-0.000898846j 0.00113477+0.000268541j 0.00125128-0.00220064j 0.00388085-0.0020683j 0.000655778-0.00318081j -0.000561037-0.00186303j 3.68548e-05+0.00367492j 0.00413026+0.00335403j 0.00294707+0.00334923j 0.00154266-0.00167018j -0.00180109-0.00202667j 0.00101542-0.00136383j -0.000453896-0.000746394j 0.000537679+0.00129176j -0.00194351-0.000790984j -0.000535266-0.000177951j -0.0027536+0.00266393j -0.000174306-0.000776149j 0.00175734-0.000917729j 5.21717e-05+0.000421538j 0.00269201+0.000461119j 0.00110965+0.00358819j 0.00228292-0.0029045j 0.00115593-0.000610097j -0.0012406+0.00100318j 0.00221339-0.0014711j -0.00254912-0.0013605j 0.000743693-0.000390221j 0.00145772-0.00166536j -0.00353737-0.001587j 0.000794138+6.67178e-05j -2.05495e-05-0.0034611j -0.0022722+0.00219107j 9.49837e-05+0.000178284j 0.00365993-0.00373034j 5.00141e-05+0.000827956j 0.00100422-0.00223325j -0.00280436+0.00194151j 0.000101435+0.000954786j 0.000161941-0.000688107j -0.00241419-0.000379665j 0.000345486-0.000252383j -3.9173e-05+0.00255624j -0.00406629-0.00237571j 0.0039552-0.00219306j -0.000649816+0.00075052j -0.00186483+0.000138771j 0.00119508-0.00227781j 0.000424988+0.00148927j 0.00150796+0.00142922j -0.00324373+0.00266292j 0.00432132-0.00102534j -0.00165475-0.00171948j 0.000699458-0.000629425j 8.54481e-05-0.000503833j -0.000780763+0.00118474j -0.00285044+0.00310984j 0.00321095+0.00413166j 0.00140207+0.00137912j -0.000850037-0.000392127j 0.000121594-0.00126843j 
-0.00412341-0.00326078j 0.000411267-0.00336914j 0.00413315-0.00880946j -0.00602608-0.00525516j 0.00520916-0.00432881j 0.00587594-0.00689022j 0.00432182-0.0126709j 0.0148747-0.0136579j 0.00128118+0.00463238j 0.00260169-0.000117001j -0.0004554-0.00619902j 0.00162499-0.00485835j 0.00102119-0.00184919j 0.00178938+0.000382224j 0.00206771-0.00398997j -0.00248896+0.00963312j 0.000395622+0.0188365j 0.00269181+0.0122263j 0.00590932-0.00659151j 0.00203324-0.010716j -0.000704263+0.00189755j -0.00119171-0.0108288j -0.00721064+0.00691994j -0.00882163+0.00188426j -0.00657625+0.00712229j -0.0159592+0.00643061j -0.00655148+0.000489473j 0.0109+0.00131662j -0.00297297-0.00717251j 0.00863177+0.0056772j -0.000441242+0.00662841j 0.0200444+0.00265133j 0.00339631+0.000701493j -0.00319417-0.0051049j 0.000930481+0.00787841j -0.00302649-0.00705456j -0.000397558+0.00710859j -0.00433639-0.00423122j -0.00953755-0.0191718j -0.00180744-0.000614933j 0.00043091-0.00844117j -0.00104106+0.00636646j -0.00453804-0.00581199j 0.0057707-0.00262946j -0.00284142+0.00255833j 0.00530125-0.00629907j -0.00288263-0.00372047j -0.00384844+0.004027j -0.00102038+0.00452619j 0.00313846+0.00928497j -0.00101329+0.00112085j 0.0007642+0.00879802j -0.0015075-0.0218647j 0.00154541+0.0151872j 0.00468651-0.00880418j -0.00799253+0.00439281j 0.00596315-0.00951023j -0.000879937-0.00263006j 0.00757286-0.00162214j -0.0108995+0.00195952j 0.00251783-0.00153483j 0.00012828+0.00457992j 0.000866203+0.00270736j 0.000620531+0.00571348j -0.00466457+0.000785857j -0.0302577+0.00106984j -0.000382414+0.00371418j -0.00939638+0.00155747j -0.00116098+0.00379577j -0.00436627+0.000228343j 
-0.00119481+0.000354003j -0.00121638+0.00239239j -0.00284385-0.000776066j 0.000766122-0.00455535j -0.00875848-0.00240577j 0.00391293-0.00366488j -0.0113107-0.00846798j 0.00836458+0.00257716j -0.0082535-0.0016635j -0.00234145+0.0122989j -0.00223458+0.00352121j -0.000830342+0.0132861j -0.00469748-0.0113383j 0.00664586+0.00912354j -0.00249989+0.0141367j -0.00509959-0.00285625j -3.99927e-05+0.00738588j 0.000483644+0.000404689j 0.0110697-0.00134564j -0.00775648-0.00693575j -0.000385753+0.00261408j 0.00376562+0.00405798j -0.00289125+0.00451862j -0.00950411+0.00944959j -0.00624176+0.00381547j 0.00858411+0.000917763j -0.00805763+0.00265014j 0.00743761+0.000332018j 0.00544507-0.00120788j -0.0052992-0.00268776j -0.00654432-0.00352351j 0.00755554+0.0106951j -0.0055562+0.00121365j 0.00670284-0.00301527j 0.00250029-0.00226026j -0.00243882+0.00485377j -0.00141096-0.00976707j -0.00277557+0.00114062j -0.00221642-0.00243112j 0.00143242+0.00365748j -0.00731397+0.010119j -0.00344149+0.00678902j -0.0013694-0.00535866j -0.000557213-0.00131112j 0.00493677-0.00205865j 0.00149219+0.00191317j 0.0209231-0.00847945j -0.00522785-0.00233014j 0.00199446-0.000109257j 0.00206474+0.00452842j 0.00198613+0.00666413j 0.0136039-0.009512j -0.00137067-0.0063914j -0.0103063+0.0033878j 0.00607098-0.00417671j -0.00736012-0.00188324j -0.0015754-0.00240095j 0.0091289-0.00478231j 0.00923225+0.000857754j 0.0105842+0.00365032j -0.015891-0.00772204j -0.00329416-0.00429557j 0.00860156+0.00386444j -0.00119934-2.73718e-05j -0.00195908+0.000388409j -0.00616008-0.000776128j -0.000302681-0.0326261j -8.68026e-05-1.51367e-06j 0.000148538-0.00189224j 0.00210548+0.000788457j 
0.00207546-0.00147121j 0.00166802-0.00186611j 0.00148537-0.00630369j 0.00059335-0.0006755j 0.00369157-0.0013817j -0.000119722-0.00416124j 0.0027789-0.00199032j 0.00122303-0.000410197j 0.00101817+0.00406076j -0.00108496+0.000949829j 1.31696e-05+9.51015e-05j -0.000815512-0.00252995j 0.00489568-0.00571933j 0.00499756-0.00341375j 0.00382-0.00446134j -0.00239318+0.00908499j -0.00312917+0.00961624j 0.000804553+0.00110777j 0.00239782+0.004776j 0.00569093-0.00200835j 0.00029359-0.00355799j -0.00102466-0.00143702j -2.06936e-06+0.00103003j -0.00197568-0.00447718j -0.0101063-0.00121263j -0.00862047+0.00106197j -0.00726584-0.00120357j 0.00049645+0.00268275j 0.000390563+0.00284394j 0.00429397-0.00110416j -0.00537686+0.0060706j 0.0035058+0.00326827j 0.00358801+0.00809259j -0.00117664+0.000594849j 0.00193196-0.00483713j -0.0012041-0.00451825j -0.00121401+0.00230878j 0.00499558-0.00321089j -0.00450227+0.000725842j -0.00533294-0.00175023j 0.000561333-0.00338096j -0.00512379+0.00104969j -0.00259181-0.00265227j 0.00359921-0.00259209j 0.00164726+0.00425558j -0.000698972+0.000953557j -0.00846198-0.000824406j -0.0006606+0.000954212j 0.000195949-3.23937e-05j 0.000222883+0.00707373j 0.000270797+0.00401006j -0.00590149+0.000378515j 0.00175815-0.00779366j 0.00408247-0.000570691j 0.00121135-0.00487234j -0.00492022-0.00246496j 0.0063568-0.00186038j 0.00379212-0.00533335j -0.00328938-0.000190371j -0.00387524+0.00218685j 0.00502975-0.00350776j -0.00252562-0.00422363j -0.00160723-0.00239925j -0.0044778-0.005299j -0.00413873+0.000548715j -0.0044027-0.0035854j 0.00424743+0.00794041j 0.0066561-0.00203797j 0.000793954-0.00385451j 0.00378316+0.000249613j 
0.00015235+0.00116053j -0.000665587+0.00185214j -0.00140871+0.0013884j 0.00110871+0.000226089j -0.00282428+0.0011416j 0.000129564+0.00233183j -0.00436046-0.00346762j 0.000398428-0.00381536j -0.00373168-0.00283546j -0.00613774+0.000310974j -0.00149676+0.00394062j 0.00450339+0.0066084j -0.00162485-0.00438515j 0.00267775+0.00573369j -0.00798492+0.00633028j 0.000431074-0.00507947j 0.0054919-0.000774j 0.00216527+0.00283811j 0.00524602-0.000682055j -0.00592803-0.00159942j -0.00363984+0.00258821j 0.0021249+0.000627347j -0.0033167+0.0016716j -0.00495413+0.0081822j 0.00454182+0.00624866j 0.00116709+0.000214503j 0.00163716-0.0001811j 0.00142038-0.00194005j -0.000718443+0.00371081j -0.00297903+0.00102985j 0.00241895-0.00719505j 0.00345347+0.00560395j -0.00317856-0.00257101j 0.00541096-0.002191j 0.00117037-0.00261884j 0.000964319-0.00309126j 0.00159978-0.00648655j -0.00240166+0.00390227j 0.0040725+0.00191309j 0.00369779+0.000938367j -0.00469836+0.00221975j -0.00385504-9.42524e-05j 0.0068321-0.00367955j 0.00113632+0.000798575j 0.000677376-0.00233219j -0.00622013+0.00129243j 0.0143738+0.000285444j 0.003338+0.00177638j -0.000217143+0.00137266j 0.001892-4.0461e-05j -0.00203646-0.00178614j 0.00857955+0.00399145j -0.00241305-0.0047138j -0.00796198+0.000368189j 0.00204172-0.000132555j -0.00120141+0.00338564j -0.00115439-0.00376622j 0.000396812+0.00552685j 0.00927984+0.00123384j 0.00430527+0.00328526j -0.00855328-0.000848422j -0.00644145-0.00164939j 0.00604722+0.00327117j 0.000550723+0.00234634j 0.00453088-0.000981823j -0.00312083-0.00063016j 0.000628268-0.0192238j 0.00190699-0.00156612j 0.00176584+0.000278795j -0.000610311-0.00173398j 
0.00151584-0.00403076j -0.000635825+0.0031771j -0.00518034-0.000239302j -0.00270786-0.00528978j -0.0040175-0.0043351j -0.00105618+0.00725898j -0.00133451+0.000617228j 0.00178107+0.0134616j -0.00199314-0.0060692j 0.00503592+0.0112765j -0.000146703+0.00153654j -0.0088369+0.00195245j -0.00440637+0.00151589j -0.00543727+0.00192657j 0.00831663+0.00715171j -0.00306713-0.00305742j -0.0118802+0.00254435j -0.00480485-0.0049788j -0.000297115+0.00542157j -0.00186568-0.00184179j 0.00772829+0.000134171j 0.00556739+0.00457349j 0.00937436-0.00145276j 0.00352-0.00155739j -0.00531261-0.00304722j 0.0150737+0.00197387j -0.00251809+0.00158016j 0.00222565+0.000720458j 0.00658004-0.00518996j -0.000648112-0.00794233j -0.00237141+0.000802479j -0.0102293-0.00458278j -0.00162094+0.00220224j -0.00352097-0.00203581j -0.00116079+0.00741433j -0.00712511+0.00777739j 0.00107315-0.00259899j 0.00296548-0.00211887j 0.000717084-0.00340754j -0.00862076+0.00454395j -0.000509001+0.00823187j 0.00205386+0.00362417j -0.0071338+0.000740087j -0.00413569+0.000328269j 0.000978111+0.00359497j 0.00686105-0.00145723j 0.00183534+0.00152043j -0.00770161-0.00497238j 0.000870731-0.00186741j -0.00261559-0.00480323j 0.00112549+0.0144954j 0.00420121-0.00830738j 0.000386925+0.0118168j 0.0015523-0.00849801j -0.00230117+0.00138089j 0.000754804-0.00671922j -0.00381856+0.00813733j 0.000338855-0.00988608j -0.0057143+0.000675733j 0.00453389-0.00334994j -0.00270531-0.00568456j 0.00882073+0.00137479j 0.000246783+0.000965944j 0.000347611+0.00221348j -0.00618787+0.00071573j 0.00138131-0.000572577j 0.00270918-0.011652j -0.0072089+0.00208254j -0.00521682+0.00638457j -0.00582459-0.000448269j 
0.00128579-0.000229951j -0.000404416-0.00437029j -0.00205921-0.0102514j -0.00354156+0.00426879j 0.00562845+0.00219267j -0.00345837-0.00718318j -0.000350718-0.00430132j 0.000439323+0.00695101j -0.00344457+0.00817759j -0.00186665-0.000286596j 0.00153784+0.00210844j -0.00503361-0.00463861j 0.00716011-0.0126561j 0.010339-0.00048158j 0.0107252-0.00879277j -0.0059547+0.0151688j -0.004531+0.00308825j 0.00219795-0.00235037j -0.00220249+0.0117449j 0.00366726+0.00482229j 0.00266071-0.000271227j -0.00965343+0.00475911j -0.00301479-0.00291223j 0.00424599-0.00513068j -0.0182718-0.00283413j -0.00570888-0.00550518j -0.0143346-0.00149111j -0.000360867-0.00332272j -0.0031307-0.00654812j 0.00252202-0.00941208j -0.00955698+0.00514364j 0.00179696+0.00516875j -0.00158758+0.0103857j -0.00292677+0.00386824j 0.00154109-0.00769981j -0.00378281+0.00526712j -0.00682352+0.00760214j 0.00812258+0.000921939j -0.00634117+0.00876209j -0.00676125-0.00612154j -0.00170632+0.00532849j -0.00296988-0.00346359j -0.00742544-0.00413424j -0.00187703-0.000406812j -0.00404281+0.00424988j -0.002103-0.00303127j -0.00477948-0.00716206j -0.000284665-0.000481569j -0.000543734-0.000466192j 0.0038923+0.0181573j 1.95568e-05+0.0125315j -0.00859682-0.00458039j 0.00985629-0.00739283j 0.0050922+0.00279064j -9.70666e-05-0.00690778j -0.00250231-0.00278169j 0.00407114+0.00133211j 0.00458663-0.00905557j -0.0110946-0.00220036j -0.00148522+0.00259322j 0.00298061-0.00545072j 0.00308684-0.00143937j 0.00115437-0.00590428j -0.00118381+0.000385631j -0.00656128+0.00246096j 0.0116188+0.000939305j -0.000634763+0.0029633j 0.00106947+0.00314672j -0.00403263-0.00012622j -0.000373558-0.00210725j 
0.00272369-0.00260641j 0.00228147+0.00196873j 0.00135904-0.0011866j -0.00478491-0.0135432j -0.00568944-0.00595529j 0.00230773+0.0136264j 0.00818315+0.00798405j 0.000985068-0.00529983j -0.000492233-0.00910028j 0.0044823+0.00956701j -0.00270205+0.00307388j 0.00621145+0.0038318j 0.00160092+0.00546359j -0.00413192-0.0062454j 0.00403955-0.00059749j 0.00235466-0.00145241j -0.00290799+0.0161396j -0.00198608+0.00186356j 0.00447744-0.000523302j 0.00391133-0.00720573j 0.0034244-0.00454553j 0.0165478-0.00446693j 0.018505+0.000676287j -0.00122475+0.00274962j 0.0061909+0.000604739j 0.00321985+0.00348821j 0.0100207+0.000303636j 0.000194632+0.00349021j 0.0110989+0.011505j 0.00311012+0.000112662j 0.0047173+0.00268833j -0.00975035-0.0092964j 0.00652395+0.00520927j -0.00666563-0.00579888j 0.00562712+0.00276433j -0.0049733-0.0129437j 0.00159072-0.00766734j 0.00608424-0.00573012j 0.00273668-0.00614776j 0.000819083+0.0068426j 0.00292588-0.00392271j -0.0021504+0.0121536j -6.12169e-05+0.000358332j 0.00420512-0.00446705j 0.00236373+0.000953083j 0.00288986+0.000381631j -0.00397254+0.00619083j -0.00208398+0.00205055j -0.00179777+0.00200057j -0.010435-0.0212714j 0.00349282+0.00725987j -0.00229935-0.00822976j -0.0118677+0.0147876j 0.00490113-0.00556571j -0.00567373+0.00496615j -0.00303141-0.0018886j 0.00162853+0.00274936j 0.00395987-0.00181188j -0.00145984+0.000551244j -0.00273484-0.0012087j 0.00143415+0.000827819j -0.00516963-0.00471845j 0.000402525-0.00396253j -0.00184666-0.0033555j -0.00221911-0.00151209j -0.0263476-0.000476381j -1.32083e-05+0.00407304j 0.00763196-0.000336995j 0.000112451-0.00239848j 0.00307204-0.00184809j 
0.000860668-0.00020181j 0.00231247-0.00251728j 0.000748802-0.00239068j 0.00126116+0.0036154j -0.00102296+0.00383485j 0.000564694-0.00219114j -0.00193405-0.00290522j -0.00184164+0.00110326j -0.00471901+0.00220696j -0.0023753-0.00320104j -0.00185353+0.002476j 0.000800663+0.000257731j 0.00427422-0.00653841j 0.00500489+0.00351279j -0.00195509-0.00280439j -0.000365171+0.00420456j 0.00280658-0.00110039j 0.000793294-0.00247182j -0.00177253+0.00561721j 0.00117244-0.000323428j -0.00446009-0.00279396j -0.00342899-0.000609187j -0.0029624-0.00544197j 0.00010446-0.000546226j -0.00395254-0.00158218j 0.000613794-0.00471204j -0.00330666-0.00223468j -0.000853972-0.000319185j -0.000339007+0.00295198j -0.00226252-0.000427999j -0.00358654-0.0029689j -0.00191216+0.00394127j 0.00213569+0.00539468j 0.000255092+0.00246623j 0.00167439-0.00934303j -0.000949007-0.000624474j -0.00332072+0.000338089j 0.00157861+0.00424334j -0.00237268+0.00417793j 0.00210338-0.00216512j 0.000449406+0.00115106j -0.00193214-0.00244363j 0.00267252-0.000726811j -0.00155342+0.000110383j 0.000323633-0.000384644j -0.00665561+0.00161884j 0.00363533-0.000914468j 0.00502959+0.00114105j 0.000896479+0.000857221j -0.00171569+0.00788857j -0.00054032-0.00177023j -0.00374407-0.00227429j 0.00564522-0.000221874j -0.0026645-0.000227645j 0.00289861-0.00172143j -0.00159177+0.000965265j 0.001609-0.00170656j 0.00351923-0.000215257j -0.000800653-0.00200347j 0.00335109+0.00329199j -0.00277211-0.00160908j -0.00326857-0.00194399j 0.00104095-0.00126729j -0.00290978-0.00216793j -0.000613034+0.000873328j 0.00507218+0.00225705j 0.00132211-0.00228113j 0.0071558-0.00195651j 0.00236557-0.00460088j 0.00448282+0.000110568j 
