0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
-0.00228678-0.00111243j -0.0021144-0.00318216j -0.000613501-0.0019598j -0.00216165-0.00655517j -0.00328489+0.00067335j -0.00161093+0.00353005j 0.000123729+0.00297405j -0.00248876+0.000287689j -0.00411119-0.000847005j -0.00380293+0.00633601j 0.000509211-0.00355089j 0.00114894+2.23664e-05j 0.000516893-0.000126001j -0.00384277-0.00536537j -0.00229087-0.00254407j -0.000354395-0.000140724j 0.00322213+0.000698186j 0.00205617+0.0041361j 0.00324698+0.000124577j 0.000185727-0.00627583j 0.00250205+0.00366629j -0.00343167+0.0031491j 0.00182539-0.00214858j 0.000473989+0.00216028j -0.0028589+0.00399928j 0.000541433-0.00127093j -0.00345627-0.00536802j 8.43488e-05+0.000630601j 0.00121196+0.00548469j 0.00458642-0.000234048j 0.00344283+0.00349283j -0.00108854-0.00488131j 0.000163312-0.00342611j -0.00171506-0.00395084j -0.00284116-0.00155597j 0.00189771-0.00228893j -0.00400845-0.0039961j -0.000327354+0.00731191j 0.000549454-0.00162009j 0.00621712+0.00354231j -0.000360443+0.00186637j -0.00397859-0.00177673j -0.00137288+0.000360257j -0.000941964-0.00274849j -0.00240268+0.00420996j 0.0028066-0.00521048j 0.000762275-0.00089689j 0.00648146+0.00209127j -0.000332051+0.00123698j 5.1701e-05+0.00299952j 9.91612e-05+4.04284e-05j -0.000165046+0.0039205j 0.00065692-0.0043947j 0.000111445+0.0022322j 0.00594139+0.000231854j -0.00211343-0.00194746j 0.00453567+0.00237144j 0.00304379-0.000741685j -0.00351668-0.00279473j 0.00493439+0.000691996j -0.00361472+0.00188537j -0.00200097-0.00292663j -0.00199288-0.000132755j 0.000933987-0.00206517j 0.00123665-0.000373053j 0.00422332-0.001511j -0.000267729+0.00301696j -0.0042835+0.00505982j 0.000209327-0.0005333j 0.000730685+0.00232126j 
0.00215907-0.000612633j 0.000326646+0.00196532j 0.00244971-0.000745977j -0.000575246+0.00188168j 0.00243747-0.00551704j 0.00487688-0.000589359j -0.000440114-0.00227422j 0.00336241-0.00103731j -0.00157326-0.00372422j -0.00497841-0.00434265j -0.000589538+0.00485261j 0.000862402+0.00350728j -0.00071996+0.00229718j -0.00352394-0.000517707j 0.00356918+0.00113948j -7.70018e-05+0.00134695j -0.00385888-0.00167433j -0.00288382+0.00285663j 0.00264079+0.00143707j 0.00503361-0.0070563j -0.000385552+0.000117908j 0.00179633+0.00273724j 0.00288172+0.00110788j 0.00264435-0.00320049j 0.00300022-0.00245962j -0.00546265+0.00110253j 0.000274427+0.00103171j 0.00268573-0.00240278j 0.00402188-0.00447469j -0.00229779+0.00275689j 0.00108223+0.00245593j 0.00614603+0.000295648j -0.00202192+0.00395872j 0.00264707+0.00125877j -0.00103985+0.00417318j -0.0024786+0.00256668j 0.00291946-0.000796096j -0.00407008+0.000924981j -0.00598032+0.00169379j -0.00245616-0.00329976j 0.00220138+0.00575788j -0.00155505+0.0010138j -0.00260033-0.000723428j -0.0025864-4.92303e-05j -0.000795121+0.000187989j -0.00658044-0.000267232j -0.00010876+0.0003436j -0.00363471+0.00232672j -0.00253269-0.00463012j -0.00260493+0.000896814j -0.000414942-0.00307582j 0.00338566+3.19597e-05j -0.000140014+0.00573198j -0.00321094-0.00129197j -0.00265334+0.00234984j -0.00162454+0.00305532j 0.00156017+0.00176346j 0.00134808-0.00214544j -0.000651913+0.000286289j 0.0043982-0.00192838j -0.00156787-0.000755138j 0.00301822+0.000854806j 0.000156153-0.00210452j -0.00138233+0.000515069j -0.0018804+0.00111969j 0.00509821+0.00321153j -0.000873245+0.00168872j 0.0018364-0.00237056j -0.000978927+0.000992004j -0.000596408-0.00159621j 
-0.000701988-0.00250785j 0.00396642-0.001447j 0.00431618+0.000543485j -0.00365829-7.24045e-05j -0.00250998-0.00320385j 0.00682553+0.00378881j -0.00229264-0.000350659j -0.00202889-0.000434792j 0.0003351-0.00344655j -0.00353895-0.00198093j 0.00231226-0.0013885j -0.00356143+0.00197315j -0.00282796-0.000179064j -0.00183427-0.00291094j 0.00456051+0.00195469j -0.00208261-0.00300546j -0.00363483-0.000676076j -0.00275149+0.00553655j 0.00396896+0.000832409j 0.000947953-0.00403425j -0.00370388-0.00508143j 0.000971262-0.000991976j 0.00362666+0.000778328j 0.00249001-0.00229218j -0.000588993+0.00145056j -0.00480245+0.00142702j 0.000787164-0.00279125j 0.00225211+0.00266388j -0.000851305+0.00010856j -0.00240815+0.00565705j 0.00207788+0.000885504j 0.00539558-0.00108177j -0.0033077+0.00273683j 0.00419721-0.00160062j -0.00227358+0.00411561j -0.00337386+0.00119296j 0.000936637-0.00197404j -0.00134983+0.00262208j -0.000800256+0.00176232j -0.000536017-0.00142981j 0.00215148+0.00424659j 0.000286606+0.000125579j -0.00189369+0.000412592j -0.00265824-0.00122129j -0.00444131+0.00151755j -0.00174514-0.000782422j 0.00425189+0.000351678j -0.00303815+0.00219162j -0.00130692-0.000755123j 0.000253497+0.000995204j -0.000949637-0.00125773j 0.00038818-0.000182722j -0.00231042+0.00310619j -0.00295328-0.000129645j -0.00327718+0.000621697j 0.00053715+0.00121175j -0.00155872-0.000291227j -0.00108699-0.00144202j -0.000953534+0.00165303j 0.000443694-0.000142814j -0.000609069+0.000817779j 0.00349761+0.00236323j 0.00246838+0.000144398j -0.00169458-0.00109867j 0.0010097-4.27815e-05j 0.00583894+0.00369221j 0.000301594+0.00407742j 0.00337458-0.00302502j 0.00155326-0.000324561j 0.000598567+0.00119046j 
0.00105359+0.00316179j -0.00199727+0.00160913j -0.00161447+0.00145271j 0.00102107+0.0018326j 0.000690701-0.00554213j -0.00361518-0.00173589j 0.000831904+0.00400226j 0.00695033-0.00192173j -0.00318099-0.0043648j 0.00239749-0.00398151j 0.00225432-0.000613327j 0.000157546+0.00189474j -0.0016877-0.00391231j 0.00246599+0.00384373j 0.00151758-0.00077055j 0.000518168-0.00411446j -0.00202937-0.00235963j 0.00348273-0.00154842j 0.00107643+0.00513701j 0.00199619+0.00172435j -0.00491409-0.000581549j -0.00511702-0.00891156j 0.000671393+0.00186567j 0.00196868-0.00447044j -0.00227677-0.00298208j -0.00336676-0.00239828j -0.00214739-0.00183852j -0.00123446-5.71439e-06j -0.00400795+0.00387797j 0.00292715-0.00244815j -0.00112439-0.0020961j 0.00162347-0.000762831j 0.00159938+0.00564145j -0.00474268-0.00256083j -0.00107032-0.00573722j 0.000290478-0.000511257j -0.00135022+0.00359349j 0.0017577-0.00195532j -0.00235612-0.0012031j -0.00174254+0.0046561j -0.00465491+0.00316343j 0.00263794+0.000766777j 0.00324019+0.00242696j 0.00353367+0.00197956j 0.000688714+0.00215431j 0.00329113-0.00276752j 0.0099408-0.000101962j 0.00134849+0.000314603j 0.00332263-0.00137761j 0.00456585-0.00225172j -0.00215726-0.00174573j 0.000117966+0.00281302j -0.00284967-0.00343354j -0.0013694+0.00263638j -0.00523704+0.00188041j 0.00350921-0.00178986j 0.000965431+0.000947666j -0.00342601-0.00176407j 0.00248296+0.000674181j 0.00133689+0.00108394j -0.00240177+0.00132608j -0.000930953+9.84174e-05j 0.00138706+0.000631741j -0.000312269-0.00140036j -0.00268988-1.81472e-05j -0.00279494-0.00143074j -0.000731505+0.00442903j -0.000483431+0.000138327j -0.000711135+0.000684099j 0.000243542-0.000532472j 
0.000945041-7.1162e-05j 0.000571966+0.000125698j -0.00112049-0.00186018j -0.001077+0.00199349j -0.00160568+0.000306193j -0.000287633-0.000128279j 0.00133133-0.00011554j 0.00175789-0.00117028j 7.5697e-05-0.00281833j 0.000429846-0.00363665j -0.000835159-0.000867826j -0.000221876-0.000801142j 0.000289539-0.000486823j 0.00098951+0.000407432j 0.00130747-0.000153877j -0.000490603+0.000922627j -0.000427614+0.000509651j 0.00197308+0.00166089j -0.002704+0.00314341j -0.004688+0.00457793j -0.0021678-0.00163222j -0.002116-0.00151384j -0.00051559+0.00196221j -0.00139703-0.000423865j -0.000129422+0.000102637j -0.000957564+0.00147288j 0.00127549+0.000394779j -0.00281841+0.00451479j -0.0023145-0.000336315j 0.000595227-0.000471598j -0.00104965-0.00156228j -0.000384036-0.00134714j 0.00277292+0.00107881j -0.00353568+0.000244978j -0.00176173-0.00125316j -0.00134146+0.000599746j 0.00134282+0.00121082j 0.000625496-0.000386709j -0.000304609-0.000375572j -0.00241488-0.00106866j -0.00256635+0.000492381j -0.00083719+0.00144487j 0.00178605+0.00117426j 0.00168457+0.0023427j 0.0032435+9.98673e-05j -0.00375579+0.000930017j 0.0024562+0.0013007j -0.00339736+0.00121428j -0.000677771+0.000516j 0.00171749-0.00355295j 0.00104855+1.0649e-05j -0.000783872+0.0010177j -0.00260124-1.43731e-05j -0.000570509+0.00107524j 0.000176254+0.00152321j 0.000988514-0.00117305j -0.00181979+0.000309714j 0.00117668-0.001523j 0.00173476+0.000347142j 0.00160947+0.000647943j -0.00216875+0.000964053j -0.000421734+0.00109164j -0.000194037+0.000156887j -0.00119293-0.000417117j 0.0004713-0.000475892j -0.00248252-0.00219927j -0.00221539-0.00195596j -0.00078048-0.00170178j -0.00032817+0.0014556j -0.0017409-0.000690127j 
-0.00140659+0.00133016j -0.000352471+0.000815254j 0.00213467+0.00440096j 0.0013225+0.000670974j 0.00510082-0.00183088j 0.000457458-0.00112363j 0.00126919+0.000192731j 0.000845622+0.00215271j 0.00204788+0.00752611j 0.00241804+0.00162264j 0.00196777+0.00184204j -0.003583-0.00277358j 0.000351089-0.00111024j 0.00250717+0.00156119j -0.00108352-0.0017708j 0.00287127-0.000588681j -0.00049729-0.000542318j -0.00305534-0.0075937j 0.00280018-0.00350662j 0.00760377+0.00202196j -0.00210404+0.0015132j 0.00286065-0.00353321j 0.000404797-0.00279102j -0.00013793-0.00400749j 0.000739462-0.00517426j -0.00190348+0.0032472j 0.000199839-0.00397558j 0.00208031-0.00377364j -0.00132599+0.000860742j -0.00154219-0.00170785j 0.00314644-0.00238619j -0.00122284+0.000579522j -0.00272486+0.00117088j 0.00503004-0.00129694j 0.00456997+0.000273498j -0.000286508-0.0012804j 0.00047765+0.000232142j 0.00180397-0.000163123j 0.00323793+0.00137618j 0.00301966+0.00222295j 0.00238405-0.00438216j 0.00387165-0.00294448j 0.00249352-0.00101758j -0.000888974-0.00218357j -0.00150403-0.00493206j 0.00458293-0.000491488j 0.00243695-0.00757139j 0.00469378-0.00432705j 0.00172998-0.0003257j 0.00135+0.00123094j -0.00269192+0.0011733j 0.00386775-0.00438568j -0.000176598-0.00066087j 0.00125204+0.000182292j -0.00388796-0.00307255j -0.000638144+0.00219135j 0.00165002-0.00247651j -0.00569212+0.00367809j 0.000483866+0.00148794j -0.00624898-0.000128671j 0.00566055-0.00132817j 0.00104432-0.00110822j -0.00176636-0.000260817j 0.00109846+0.00299662j 0.000144106-0.000291602j -0.00259321+0.00229243j -0.00119591-0.00745357j 0.000540247+0.00219606j 0.000763828-0.00130639j 0.00141179-0.000423265j 
-0.00237856-0.00250498j 0.0036403-0.00329663j 0.00156432-0.00474236j -0.00703746-0.00127576j -0.00887608+0.0041164j 0.00823898+0.00524758j 0.00467866-0.000246432j -0.000469484+0.000249127j 0.00170716+0.00116297j 4.7866e-05-0.00788143j -0.00288671-0.00802279j -0.00576025-0.00604212j 0.00209448-0.00289191j 0.00157528-0.00493508j 0.00135872+0.00239756j 0.00309563+0.00411189j 0.00465683-0.0015198j 0.0046241+0.0103345j -0.00369091+0.00785804j -0.0110474+0.0153456j -0.0095877-0.00631678j 0.00151566+0.000132319j 0.00335083+0.00534867j -0.00491046+0.00101714j -0.00116188+0.00340367j -0.00167313+0.00918666j 0.00364276-0.00587928j -0.00405854+0.0146783j -0.00551477-0.00342136j 0.00111478+0.00124694j 0.00159647-0.00458162j 0.000540528-0.00581915j 0.00329418-0.00138181j 0.00162763-0.00242071j -0.00488149+0.00355627j -0.00690949-0.00534005j -0.000803713-0.00137264j 0.00799316+0.00566306j 0.00520635+0.000929799j 0.00562533-0.00568802j -0.0015034+8.70324e-05j -0.00316953+0.00031041j 0.00355646-0.0021808j -0.00061937+0.000598915j 3.82989e-05-0.00362038j -0.0132648+0.00145206j 0.011114+0.00139458j -0.00562038+0.00101729j -0.00259206+0.00359041j 0.00592382-0.0063375j 3.44222e-06+0.00144944j -0.00551295-0.0022591j -0.00882275-0.00127054j 0.000966913+0.0020041j -0.00254075-0.00262576j -0.00515727+0.000548163j -0.00132226-0.00228083j -0.00389333+0.0014521j 0.000280559+0.00242241j -0.000538403+0.00224683j 0.00160856+0.00360584j 0.000292903+0.00228776j -0.0037996-1.40099e-05j -0.00104196+0.00153671j -0.00174653-0.000679285j -0.00171092-0.00658385j -0.0011142-0.00233j -0.00293929+0.00144215j 0.00148101+0.000842115j -0.00300265+0.00078599j 
0.000613594-0.000416141j -0.00020621-0.000187932j -0.00223258-4.04936e-05j 0.00211464+0.00222019j -0.000932415+0.00313426j -0.000934031-0.00205488j -0.00405845+0.000542626j -0.00120774+0.000392158j 0.000278214-0.00201001j 0.00204549+2.06037e-05j -0.00163166+0.000909694j 0.00189804+0.0025498j 0.00021474+0.000476663j -0.000924717+0.00122938j 0.000142356+0.000733459j -0.00134923-0.000131582j 0.00244709+0.000949731j 0.000893193-0.00204952j -0.00268241+5.92021e-05j -0.00429029+0.00328971j 0.00056676-0.00165573j -0.00273387+0.000967005j -0.0018285-0.00191272j -0.00209111+0.00323127j 1.2807e-05+0.000241436j 0.00415584-0.00135539j -0.000116736+0.00258334j -0.00115645+0.000786885j -0.00103715-0.000621523j 0.00091211-0.00168072j -0.00334738+0.000807055j -0.00296871+0.00103956j 0.00164679-0.00135194j -0.00161029+0.00145766j 0.000203367-0.000683063j 0.00115916+0.000994673j 0.00274761+0.00169355j -0.00144238-0.00154347j 0.000245864-0.000938252j -0.0046492-0.00107585j -0.000120132+0.00137147j 0.00194583+0.00163226j -0.00078517+0.000148035j 0.00303206+0.00223599j 0.00237986+0.00239857j 0.00158913+0.000257099j -0.00167371+0.00241607j -0.00341377+0.000331852j -0.00168226+0.00212204j -0.000934954-0.001228j 0.00190088+0.000108276j -0.00105944+0.00143433j 0.00110874-4.91644e-05j 0.000857484-0.00019125j 0.00362608+0.0012747j -8.9351e-05-0.00187456j -0.00283268-0.00116957j 0.000536388-0.00142835j 0.00108993-0.000579692j -0.000767093-0.00131905j -0.0005484-0.000726012j -0.000712312+0.000908293j 0.00103268-0.00107721j -0.000711714-0.00112111j 0.000333357-0.000547555j -0.00290327-0.00187428j 0.001827+0.00394437j 0.0013959-0.00237767j -0.000281526+0.000165889j 0.000476224-0.000477375j 
-0.00284407+0.000595452j 0.00159257-0.00307678j 0.00125328+0.00548513j 0.000340966-0.00340152j -0.00202393-0.00267179j -0.00497944+0.00311045j -0.00173484+0.00163709j -0.00420352-0.00163048j 0.000343465+0.000937777j 0.00381512+0.00853621j 0.00309151-0.0049271j -0.00175683+0.00410042j -0.00202351-0.00244057j 0.000348752-7.58074e-05j 0.0007664-0.00480259j -0.00537865-0.00719026j -0.00182364-0.00209894j 0.000707588-0.00049643j 0.0026833-0.00252533j 0.00180311-0.007516j 0.00201429+0.000646356j -0.00191336-0.00520537j -0.000269975-0.00237238j 0.0049821-0.00197513j -0.00403657+0.00484252j 0.00118338-0.00761596j -0.00342677+0.000740207j 0.00151701-0.00185029j -0.00340026+0.00423853j 0.00219956+0.00214026j 0.00330193+0.00136159j -0.00160744+0.00301308j -0.00202595-0.00479231j -0.00457717-0.0031062j 0.00271541-0.00273809j 0.00394877-0.000496057j -0.00269903-0.000439028j 0.00263655-0.00146135j 0.00212541-0.00105862j 0.00212432+0.00397229j -0.000292562-0.00226679j -0.000391678-0.00113526j 0.00181018+0.0022959j -9.73278e-05-0.000784004j -0.00219299+0.00363627j 0.0104378-0.00225382j -0.00169615-0.00132419j 0.00736907-0.000209567j 0.00324395+0.00146602j 0.00223821+0.00594933j -0.0013226-0.000690153j -0.000260037+0.00188146j 0.00526235-0.00562137j -0.000187291+0.00200429j 0.00192207-0.00130071j 0.00502135-0.00122539j -0.00250373-0.00107461j 0.00149543+0.000705788j -0.00109549+0.000591313j -0.00146771+0.00230012j -0.00203778+0.00115533j -0.00297881+0.00177134j 0.00390498+0.00291009j 1.97549e-05-0.00185547j 0.000739178+3.50448e-05j 0.00318176+0.00160398j 0.000203503+0.00163685j 0.00122258+0.00121027j 0.00256305-0.00179675j 0.00199586+0.00385576j 
0.00397428+0.00399109j -0.00186379+0.00623886j -0.00432821-0.00112476j 0.00458599+0.00158651j 0.000692889-0.00149184j -0.00955334-0.0117472j 0.00306037-0.00466011j 0.00902058-0.00402805j -0.00417589-0.00255714j -0.00574783+0.00194049j -0.000157013+0.00609868j 0.00164304-0.00660683j 0.00399154+0.000507891j 0.00556404+0.00851043j -0.00200887+0.00340948j 1.31396e-05+0.00150069j -0.00873958+0.0029876j 0.00223404-0.00103071j -0.00385618+0.000685926j -0.000198067-0.00133303j 0.00145433+0.0075806j 1.70464e-05-0.000480107j -0.00575061+0.0104896j -0.00107433-0.00194531j 0.00188558-0.00200132j -0.00287315-0.00368073j 0.00434555+0.0116453j -0.0029602-0.000527414j 0.00607429-0.00192061j -0.00489892-0.000407297j -0.00410979-0.00275464j 0.00232473+0.00315577j 0.00591391+0.0030677j -0.00848281+0.00450542j 0.000637234-0.00351742j -9.04476e-07+0.00488545j -0.00207467+0.0061254j 0.00019707-0.0035556j -0.00314713+0.00117115j -0.00453734+0.000329961j -0.00552566+0.0028549j -0.00319939+0.00117626j 0.0002463+0.00325749j 0.0014034+0.00145156j 0.0106059-0.00178194j -0.00954934+0.00378497j -0.0107866+0.00656612j -0.00378646+0.00431178j 0.00467079-0.00349795j -0.00453896-0.00317985j 0.00179558+0.000778602j -0.000643731+0.00010893j 0.00308756+0.00370922j 0.000213125-0.00251483j -0.00400076+0.00268964j 0.00442058+0.00127644j 0.00369939+0.00681759j 0.00767936-0.00201863j 0.00452851+0.000300694j 0.00434337+0.00109713j -0.00473198+0.00308998j 0.00207952+0.000222447j -0.00284161+0.00183915j 0.00105609-0.000576964j 0.00101002+0.00128613j -0.00506048+0.00134128j 0.00057848+0.00393788j -0.00198108-0.00285937j 0.000262726+0.000477992j -0.0013595-0.00114164j 
-0.00288758+0.0013876j -0.00125128-0.000360033j -0.00192195+0.0020475j 0.000577948+0.00204375j 0.00196356+0.00127992j 0.00147074-0.0077406j -0.00266623-0.00115931j 0.00406822-0.000200142j -0.00697492+0.00149381j -0.00509175+0.00512313j -0.00230296+0.00177847j -0.00541516-0.00517653j 0.00547449-0.00193832j -0.00207997+0.00332233j -0.00203477-0.000558792j 0.00106595+0.000860547j -0.00194835+3.86411e-05j 0.000231302-0.00186517j 0.00171939-0.000141242j 0.00335027+0.00298769j -0.00542206+0.00331767j -0.00551519+0.00165739j 0.00023691+0.00330957j 0.00105416-0.00318329j -0.0051257+0.00160486j -0.00476487+0.00182965j 0.00363138-0.000122708j 0.00105706+0.00444192j 0.00493893+0.00316761j 0.000142188+0.000694102j 0.0025101-0.00200838j -0.00118774+0.00164899j 0.00510656+0.00168779j 0.0023031-0.000250171j 0.0029236+0.000617058j -0.00379176-0.00145148j 0.00202027+0.00264894j 0.00310122+0.0076221j 0.00240009+0.00278914j -0.00248123-0.000826342j 0.00356912+0.00755314j 0.00276866-0.000979093j -0.00112118+0.00326943j -0.00478163-0.00067652j 0.00294487+6.72222e-05j 0.00216883-0.00496089j 0.00131828-0.00268004j 0.00176794+0.000997631j 0.000997735+0.000530866j -0.000501282-0.00216283j 0.00493431-0.00247872j 0.00860035-0.000635192j -5.71282e-05+0.00213342j 0.00170212+0.000751453j 0.000693245-0.00263899j -0.00160574+0.000629004j 0.00341692+0.00102078j 0.0011025-0.00158084j 0.00308237+0.00230083j -0.00301845-0.00163868j 0.000455001+0.0059522j 0.00769916+0.00388923j 0.00270806-0.00142611j -0.00229173+0.000774989j -0.000321497+0.000700844j -0.00287085-0.000839175j -0.000751548+0.00345386j 0.00240253+0.00035977j 0.00192622-0.00194185j 0.0040451+0.000701716j 
0.000568553+0.000683972j 0.00159035-0.00097081j 0.00150017+0.000420544j 0.000386339-0.000284131j -0.00148339-0.00203031j -0.00278838+0.00232253j 0.000988094-0.000341693j 0.000121654-0.00202661j 0.00207048-0.000317344j 0.00218319-0.0009598j 0.00025497-0.00243073j -0.000530598+0.00184572j -0.000416558-0.00194672j 0.00135707+0.000452869j 0.00206663-0.00145063j -0.00147232-0.00308173j -0.000937954-0.00161506j 0.000598872+0.000425604j -0.00208364+0.00190164j -0.00120241-0.000261925j -0.000936493-0.00203718j 0.00229438-0.00441743j 0.00143362+0.00111966j 0.000765352-0.000433079j 0.000860799+0.00170671j 0.000215217-0.000919793j 0.000940409+0.00161926j -0.00208042+0.000332787j -0.00375674-0.00269769j -0.000618643+0.001325j -5.39654e-05-0.000882267j 0.000777084+0.000385201j 0.000193241-0.000785526j -0.00395885+0.00108171j -9.43998e-05-0.000634508j 0.000913997+0.000424059j -0.00144419+0.00122164j 0.00134407-0.00316765j -0.000168464-0.00113504j 0.000398419+0.000236437j -0.00142839-0.00146015j -0.000674464+0.000921944j 0.00240519-0.00039978j 0.0023504+0.000754942j 0.000635612-0.000512742j -0.00119312+0.00237928j 0.00107988+0.00131844j -0.00180314+0.000115548j 0.00036335-0.000264343j 0.00201403+0.000645586j -0.0015956-0.000314456j -0.00151694-0.0011112j 0.00130247-0.00116269j -0.00114691+0.000116847j -0.00210979-1.35236e-05j 0.00250317+0.000604813j -0.00249558-0.00138164j -0.000263257+0.000399101j 0.00106663+0.000577391j 0.000540552+0.000812925j -0.000346766-0.000347518j -0.00249955+0.000882953j 0.00195324+0.000939167j 0.000852204+0.00119409j 0.000201128-0.000348418j 4.14462e-05-3.19467e-07j -0.000266-0.00207929j 0.00134409-0.000489374j 0.00091757-0.000123267j 6.49188e-05-6.60144e-05j 
-0.00142144-0.00162591j 0.00237231-0.00202242j 0.0016376+0.000969238j 0.00350501+0.000773823j -0.00177313-0.00182317j 0.00179963-0.00189197j -0.00517645+0.000803716j -0.00236038-0.000458213j 0.0026189-0.000839945j 0.00213002-0.00041383j -0.00229137-0.000172934j 0.00234434+0.0037586j -0.000976148-0.00075826j -0.00328945+0.00126543j 0.000646541+6.58069e-05j -0.00086403-0.00132801j 0.00101863-0.000614956j -0.00320345-0.00319295j -0.00123709+0.000984754j -0.00038507-0.00039195j 0.00192253-0.00348498j 0.000468252+0.000346789j 0.000923504-0.00247619j 3.58333e-05+0.000636457j -0.000541266+0.00219926j 0.000713219-0.000205879j 0.00234118+0.00101867j -0.00163051-0.000654672j -0.000219994-0.00160011j -0.00119769+0.000992469j -0.00190635+0.00140234j -0.000649096+0.000876352j 0.00137654-0.000461458j 0.000889792+0.0031849j -0.000121367+0.00105573j 0.00123714-0.000276161j 0.00295451+0.00212757j -0.00288577-0.000505189j -0.000308633-0.00195635j -0.00500295-0.000464782j 0.00232877+0.00255182j 0.00408622+0.00158255j -0.000780068+0.000627781j -0.000259112+0.000908193j -0.000268534+0.00106626j 0.00253416+0.000443526j -0.000134261+0.00249711j -0.00283215-0.000960263j -0.00287938+0.000564688j 0.000341494+0.000676747j 0.000520987-0.00158354j 0.00157397-0.000750231j 0.00116326+0.00240502j -0.00139102-0.000639891j 0.00154015+0.000712206j -4.80529e-05+0.000662645j -0.00353642-0.00299318j -0.000392631-0.00231825j 0.00225002-0.00143025j -0.0016068-0.00205163j 0.00115795-0.00196947j 0.000256009+0.0035253j 0.00353663-0.000848849j -0.000151477-0.000659185j -0.00039882-0.00037824j -0.000453454-0.000131456j 0.000862955+0.0011622j 0.00563405-0.00304279j 0.00208296-0.00309934j 0.00468201+0.000654658j 
