-0.125686-0.14455j 0.171124-0.118918j -0.0519081-0.0559403j -0.00607165-0.020777j 0.0649583+0.00375917j 0.0661106+0.0770971j -0.0923784+0.0117697j -0.00862298-0.0858433j 0.0973779-0.212022j -0.016515+0.0151304j -0.0522607-0.045659j 0.194781+0.0349007j -0.0159326+0.0718048j -0.129268-0.126704j 0.10345-0.0504556j 0.0116524+0.159667j -0.0994541+0.0283311j -0.0474815-0.00847469j 0.0663541-0.00520583j 0.00660967+0.0998748j -0.00781633-0.151767j 0.010775+0.0341644j -0.165928+0.00801189j -0.169048-0.0329116j 0.0180868+0.063697j -0.0882915+0.0766461j 0.0829198-0.115152j 0.11545-0.0168395j -0.0271271-0.0108058j -0.0356205+0.000746883j -0.26878-0.0291024j -0.173689+0.09832j 0.0345212-0.0381718j 0.097039+0.0174462j -0.0214892-0.12301j 0.141967+0.0792247j 0.00545708-0.219618j 0.0581595-0.0358559j -0.0211941+0.0204688j -0.0258169-0.114181j 0.0352244-0.0846208j 0.0422847-0.0264693j 0.0731527+0.0661723j 0.225738-0.000893624j -0.0392655-0.105127j 0.0231554-0.142934j -0.0398419-0.0383416j 0.0374151+0.000322182j 0.0371748-0.0251737j 0.0119154+0.0344549j 0.00304457+0.00371479j -0.0100279-0.0592237j -0.00763289-0.031691j -0.010147+0.0210031j -0.0243708-0.00312491j -0.0049519-0.0078701j -0.0198313-0.0115616j -0.0127434+0.00900737j 0.0267348+0.0061172j 0.0297606-0.0492166j -0.0206384-0.0248783j 0.0188429+0.0205762j 0.0197275+0.0153456j 0.0197622+0.0258272j 0.00479486+0.0191853j -0.00518654+0.00361565j -0.0553428+0.0153034j 0.0115-0.061262j -0.0587759-0.0139662j 
0.000859794-0.00128121j 0.00295858+0.00136018j 0.00269697+0.00120248j -0.000620764+0.00182505j 0.00128354-3.44839e-05j 0.000469264-0.000814104j 0.000279979+0.000289975j -0.000911464+0.000465934j -0.000758768-0.0019126j -0.00051904+0.000785865j -0.000795565-0.00112816j 0.000655191+0.00120458j -0.000538072+0.00143108j -0.000291498+0.00168053j -0.00598609-0.000285961j 0.00446627+0.000556723j -0.00493246-0.00142598j 0.00978454+0.00199116j 0.000892094-0.000598492j 0.00350441+0.00131237j 0.00252074-0.00269177j 0.00179276-0.00271584j -0.00258961-0.000723433j -0.00075923-0.00180879j 0.0062551+0.00122812j 0.0012332-0.00181569j -0.0049923-0.00495526j -0.00100862-0.00330687j -0.00263045-0.00340078j -0.000448732-0.00124641j 0.000731693+0.00117228j 0.000166467-0.00246116j -0.000440733-0.000934673j 0.00224597-0.00104802j 0.00251417+0.000243699j 0.000717316+6.52751e-05j 0.00369807+0.00494343j 0.00177804+0.00234061j 0.00337285+0.00147829j 0.000679867+0.00416293j 0.000708875-0.00190952j 0.00393924-0.00619086j -0.000399996-0.0045779j -0.00143583+0.00047418j -0.00286469-0.00458674j 0.00566311+0.00213324j 0.00583522-0.00498894j 0.00417131-0.00299535j -0.0046915+0.00382265j -0.00102534-0.00811865j -0.00619727+0.000531698j -0.0034709-0.00317042j 0.00707133+0.0012827j 0.00516668-0.00111174j 0.00106871-0.00197687j -0.00092615-0.000260625j 0.00630386-0.00199954j 0.00431651+0.00464574j -0.00451819+0.00389481j -0.0108559+0.0012217j -0.00391069-0.000715577j -0.000447889-0.00516653j 0.00125136+0.000272961j -0.00197065-0.00256185j 0.000112679+0.00117626j 0.0060419+0.00201948j -0.0030787+0.00197944j 0.00217151-0.0050626j -0.004458-0.00425017j 
0.00523223-0.00384055j 0.00409506+0.00470733j 0.00783549+0.000985459j 0.00156807+0.00353236j 0.00293098-0.000357178j -0.00239769-0.0049654j 0.000771441-0.00131716j -0.00283476-0.00107044j -0.00125682-0.00156842j 0.00305046+0.00256349j -0.00269651-0.00143091j 0.000406293-0.00143401j -0.00126164+0.00341464j 0.000149367+0.00184663j -0.00504203+8.60559e-05j 0.00780761+0.000926398j -0.00546615-0.00174926j 0.0059479+0.00154578j 0.00355593-0.00147928j 0.00298051-0.0033065j 0.00538225-0.00367494j 0.00271386-0.00603983j -0.00310719+0.000722304j -0.00126386+0.00246783j 0.00992935-0.00174415j 0.000649451-0.00353871j -0.00339004+0.00178892j -0.00531129+4.55971e-05j -0.00362232+0.000469804j -0.000584452-0.000831028j 0.00204953+0.00120437j 0.00213478-0.00277722j 7.74813e-06-0.00371087j -0.000188395+0.00178087j 0.00231248-0.00565498j 0.00104781-0.00454765j -0.000734015+0.00563871j 0.00598162-0.000934091j 0.000669317-0.00102821j 0.00299122+0.00361445j -0.00202946-0.00443182j 0.000773969-0.0063871j -0.00179026-0.00544905j -0.000445142+0.00239855j -0.00248553-0.00350869j 0.00315335-0.00770585j -0.000977036-0.00590252j 0.00324562-0.00261917j 0.000309597+0.00436425j -0.00598092-0.01243j -0.000457563-0.00382936j -0.0100771-0.0061178j 0.0119667+0.00234436j 0.00308037-0.00655716j -0.000602662-0.00614562j 0.000329572-7.03888e-05j 0.00587287-0.00786086j 0.00670286-0.00180584j -0.00388754-0.0015484j -0.00233455-0.00139831j -0.00524696+1.68858e-05j -0.00360282-0.0055958j -0.00380025-0.00245897j -0.00509169-0.00407456j -0.000738346+0.000594487j 0.00565521-0.00174844j -2.03011e-05-0.00421921j -0.000489631+0.00703086j 0.00581457+0.00137168j 
0.0052443+0.00324732j -0.00106284+0.00535597j 0.00521671-0.000574435j -0.000261556+0.00578104j -0.000716653-0.00145821j -0.000344209+0.00135664j 0.00223064+0.0022781j 0.000632645-0.000382838j -0.00271089-0.00325474j -0.00268987-0.000447633j 0.00205938-0.000544968j 0.00423259+0.00268151j -0.0027082+0.000828529j -0.00314543+0.00231351j -0.00945894+0.00544249j 0.0043247-0.0045325j -0.00324646-0.000340341j 0.009378+0.000853106j 0.00447225+0.00104149j 0.00329268+0.00102075j -0.00320349-0.00306624j -0.00186993-0.00255795j -0.0044606+0.00382543j -0.00327993-0.000618661j -0.000883101-0.00214813j 0.000256008+0.000227704j -0.00433048-0.00979596j -0.00464674-0.0048266j -0.00128521-0.00367538j -0.000329962-0.00102059j -0.000791407-0.00149532j -0.00146164-0.0021303j 0.000860126-0.00111181j 0.000507487-0.00316429j 0.00440059+0.00519098j 0.00118701+0.00553468j 0.0101736+0.00150459j -0.00170016+0.00131147j -0.000610387+0.00270648j -0.00201632+0.00289048j 0.00436761+0.00101311j 0.00359969-0.00948609j 0.00151125-0.0020487j -0.00339981+0.0047027j 0.00227245+0.0048647j 0.000366674-0.000802879j 0.00399938-0.00366069j 5.40098e-05+0.00184811j -0.00519328-0.00442407j 0.00182768-0.0030921j -0.00281641-0.00156136j 0.000531681-0.00329814j 0.00075293+0.00328039j 0.00309784+0.000999725j -0.000486564+0.0014759j 0.00100529-0.00336916j -0.00301478+0.000631113j -0.00406051-0.00257908j -0.00147261+0.000541005j -0.0107368+0.00454198j -0.000824818-4.97909e-05j 0.00190129-0.00153011j 0.00474875+0.00532586j 0.0047213-0.00210342j 0.0013784-0.00249808j 0.000638844+0.0014336j 0.00268244+0.0125693j -0.000606745+0.0060096j 0.00261504-0.00326205j 
-0.000944313-0.000606606j 0.00132895+0.00012436j -0.00108257+0.00391972j -0.00213278-0.00169708j -0.000149636+0.00122775j 0.000409431+0.000863286j 0.000626359-0.000588345j 0.00189594-0.000404205j -0.00163291-0.0013712j -0.00144984+0.000502062j 0.00197231-0.000166268j -0.00061526+0.000994135j -0.000438046-0.00109j 5.44659e-05+0.00188936j -0.00383732-0.00249163j 0.00366197-0.000825388j -0.000661964+0.00108138j 0.00260698+0.00240721j 0.00047151-0.000390951j 0.0015254+0.00321745j -0.00179282+0.000744294j 0.000286495+0.00010045j -0.000819767-0.00111133j 0.000395758-0.00192976j -0.00346378+0.000483804j 0.00134484+0.00226323j -0.00138982-0.00257138j 0.00231038-0.000652171j 0.00113226+0.000379495j 1.93306e-05+0.000321878j -0.00209031-0.00207663j -0.00121837-0.00014803j -0.000834634-0.000305323j 0.000352281+0.000660925j 0.00305131+0.00185819j -0.00117007+0.00144311j 0.00829432+0.00402521j -0.00380876-0.00420244j 0.000395034+0.00485513j -0.00168837-0.000986931j 0.00255199+0.00304707j 0.00340186-0.00313584j 0.00172769+0.000279015j -0.00354762+0.00163355j -0.00294394+0.00385165j -0.00378528+0.000181231j 3.36306e-05-0.00185536j -0.00264167-0.00144993j -0.00375538-0.00315622j -0.00102198+0.000496956j 0.000290482+0.00397862j 5.37675e-05+0.00304241j -0.000897848-0.0043583j -0.00459301+0.00135337j -0.00383587+0.00414639j -0.000974273+0.000519131j 0.000873008+0.0018713j -0.000909902+0.00508883j 0.0020149-0.000424914j -0.00319594+0.0036627j -0.000630652+0.00204758j 0.00720258-0.00259884j 0.00471304+0.00550772j -0.00114228-0.00224465j -0.000954773+4.98578e-05j -0.000541624+0.00227889j 0.0025613+0.00820793j 0.00577319+0.00260697j -0.000163979-0.00957128j 
0.00320991+0.000987235j -0.00181198+0.00160383j 0.00148409+0.000305567j 0.0012702+0.00290093j -0.000736549+0.00135602j -0.00495319-0.0015104j 0.00203175+0.000988894j 0.00154067+0.000281478j 0.00461756+0.00134917j -0.00221937+0.000110919j -0.00192805-0.00281665j 0.000710863-0.000926173j -0.00410898+0.00302789j 0.00277202-0.0027858j -0.00158065+0.00425193j 0.000578882+0.00141126j 0.00229444-0.00115264j -0.000133568-0.00509542j -0.000313187+0.00179234j 0.00211622-5.78407e-05j 0.00417542+0.000855458j 3.45403e-05+0.00113491j -0.00325316+0.000848609j -0.00338606+0.00296795j 0.00352232-0.00566647j 0.00235654-0.00115843j -0.00160476+0.00162343j -0.00831819-0.00123989j -0.00526857-0.00164313j 0.00153817-0.00255823j -0.000836559+0.00376166j 0.00503042-0.00521773j 0.00244397+0.00398889j -0.00254905-0.0014891j -6.80119e-05-0.00289718j -0.00135497+0.000738224j -0.00167826+0.00180975j 0.000832837+0.00192166j -0.00454693-0.00280575j -0.000629725+0.000386462j -0.00371274-0.00350926j 0.00344638-0.00111844j 0.00250276-0.00147784j -0.00142466-0.00290815j -0.00111578+0.00695641j 0.00306154-0.00173298j 0.00212933-0.00458724j 0.0015218+0.00506038j -0.000641436-0.000618895j 0.00159603+0.0021312j 0.000146299-0.00435313j 0.00332933-0.00588445j 0.0011396+0.00879487j 0.0018197-0.00464515j 0.000702156-0.00150816j 0.00249322-0.00205503j -0.00381532-0.000770568j 0.000444953-0.00999524j -0.00140217+6.12471e-05j 0.00264167+0.00190278j 0.00350761-0.00206274j 0.000196316-0.00158149j -0.00309251-0.00416568j 0.00514059-0.000319121j 0.00250205-0.00300928j 0.00368185-0.00100059j 0.00328807+0.00612998j -0.00245522+0.00538503j 0.000439079+0.000781619j 
0.00357462-0.00178848j 0.00136758+0.0022165j -0.00300868+0.00255254j -0.000426724-0.000435625j -0.00187018+0.00363682j -0.000292709-0.000918855j -0.00023241+0.0021332j 0.000312196+0.000954314j 0.00288978-0.00025764j 0.000129977+0.0010755j -0.00332297-0.000999531j 0.00180097-0.00166497j -0.000866826+0.00489404j 0.00245869-5.6608e-05j -0.00357812-0.00591232j 9.38678e-05-0.000566584j 0.00227517+0.00207394j -0.00100788-0.00188138j 0.000582766-0.000196809j 0.00246746+0.00313414j -0.00681091+0.00275747j -0.000556558+0.00190598j 0.00234942-0.00109858j -0.00288802+9.21636e-05j -0.00378987-0.00286121j 0.00254757+0.00181451j -0.0017333+0.00311397j -0.00263987+0.00236444j -0.00229368+0.000641775j -7.52509e-07-0.00201821j -0.00213394-0.000502471j 0.00347395-0.00368871j -0.00233808+0.000546117j -0.000381212+0.000534855j -0.00146301-0.00389598j -0.00325409-0.00333698j 0.00597886+0.00498366j -0.00202426-0.00429838j -0.00285346+0.00359116j 0.00166419+0.00115283j 0.00092769-0.00337352j 0.00168697-0.000355364j -0.00111077-0.0020794j -0.00088371+0.00252441j -0.00174254+0.00363029j -0.00289807-0.000875129j -0.0039771+0.0039834j -0.0023274-0.00224705j -0.000866691-0.00118747j -0.00273682-0.00301292j 0.000740716+0.00309933j -0.000914761+0.00136147j 0.00513326-0.00253268j -0.00430165-0.000406028j -0.00300184-0.00107948j -0.00397814+0.00261436j 0.000395511+0.00268268j -0.00184808+0.00284202j 0.00253759-0.00138777j 1.10509e-05+0.00277353j -0.00183986-0.000639079j 0.0031522+0.00236361j 0.0027174+0.000911967j -0.00422383+0.00085974j -0.00380527+0.00306523j -0.00164354-0.000663902j 0.000594328+0.00240296j 0.000133001+0.00673085j 0.00523424-0.0023511j 
0.00112589+0.00178582j -0.000612136+0.00308792j 0.00462921-0.00232479j 0.000758373-5.2629e-05j 0.000737254-0.00513457j 0.00186498+0.00204162j -0.00029643-0.00300449j 0.00125109-0.000247365j -0.00243758+0.0029532j -0.0022077-0.00172982j 0.00553022-0.000639375j -0.00574716+0.000706147j -0.00176958-0.00484884j -0.00355748+0.000349313j 0.00152404+0.000837376j 0.00122384-0.00186624j 0.000253708-0.00211711j -0.00255156+0.00617034j 0.00157567-0.000569466j -0.00271136+0.000430741j -0.000588743-0.00173591j 0.00172984+0.000422031j -0.000443562+0.00359616j 0.0031472+0.000207832j 0.00396846+0.00390226j -0.0038948-0.00232627j -0.000115607-0.00334756j 0.00547382+0.00254859j -0.000703409-0.00134385j 0.00161685+0.000971404j 0.00566002+0.00346845j -0.00569983+0.000881589j 0.00405058-0.000878186j 0.00227972+0.0022921j 0.000815726+0.00220362j 0.00158605+0.00679165j -0.00506959-0.00354655j 0.00195096+0.00104323j 0.00484026-0.00275852j 0.000630353+0.00269694j -0.00107668+0.00661874j -0.00525345+0.00297277j -0.00190578-0.00208972j -0.00097877-0.00421472j 0.00269608-0.00227655j 0.000461167-0.00439343j -0.000546933+0.0027358j 0.000428724-0.000710966j 0.00435924+0.00148223j 0.000122563-0.00154417j -0.00172305-0.00138195j -0.000865217+0.000649493j -6.70979e-05-0.000438639j 0.00280231-0.00327682j 0.00251185+0.00128044j 0.00126888-0.00111645j 0.00126627-0.00100986j -0.00127195-0.00332842j -0.0018619+0.000596746j -0.00170476-0.000329565j -0.000887733-0.00197349j -0.00369566-0.00224174j -0.00434212+0.00195501j 0.00143718-0.00131329j -0.00109773+0.00493777j -0.000178814-0.00147436j 0.00162232-0.00613304j 0.000298118-0.00341544j -0.000754371+0.00483511j 
0.00290373+0.00140895j -5.14281e-05+0.00254121j 0.00347716+0.00118289j -0.000757908+0.000121535j -0.00100464+0.00152376j 0.00213451+0.000432556j -0.00273053+0.000410196j 0.00209529+0.000668752j -0.00387645-0.0045471j 0.00214325+0.000140545j -2.07649e-05-0.00292577j 0.000571346-0.00282467j 0.00102325+0.00118447j -0.00176507+0.0035202j -0.00329855+0.000195222j -0.000221476-0.00193686j -0.00165442+0.00305688j 0.0017368+0.0045353j 0.00245295+0.00135202j 0.00163252+0.0015282j -0.00522131+0.00125238j -0.00109543-0.00137665j 0.000960446-0.00150295j -0.000189899-0.00278478j -0.00380814+0.00643623j 0.00167498+0.000193551j -0.00192026+0.00157584j 0.00499265-0.00157769j -0.000163993-0.0003868j 0.00111927-0.000811618j 0.000940452-0.00258844j -0.00106425+0.00297448j -0.00104809-0.0041982j 0.00313622+0.000847022j -0.000652315+0.00260343j -0.00216382-0.000277923j 0.00596266+0.000231358j -0.000135333-0.00141991j 0.00161876+0.00144198j -0.0006837+0.00357071j -3.73357e-05+0.00185455j -0.00459602-0.00223357j -0.00356319-0.00177317j 0.00277936+0.00519445j 0.00296719-0.00389029j -0.00264893-4.66181e-05j -0.000515903+0.00606004j -0.00374079-0.00262393j 0.00129738+0.000386787j -0.00428365-0.0016887j 0.00359638+0.00507052j 0.000685581+0.00451747j -0.000132768-0.00561663j -0.00171595+0.00396061j -6.61173e-05+0.000985964j -0.00342808+0.00215627j 0.00474794-0.00121739j -9.14796e-05+0.00919308j -0.00167107-0.00136146j -0.000393221+0.00284596j -0.00356787+0.00379642j 0.000538329+0.00202021j 0.00313399+0.00158596j -0.00270365+0.00536699j 7.643e-05+0.00330592j -0.00197302+0.00265089j -0.000411408-0.00183432j -0.000792888+0.00233818j 0.00343943+0.00111668j 
0.00568408+0.0024532j -0.00223415+0.00245246j 0.00705438+0.00274498j -0.00139352+0.00308942j -0.000939712+0.00391924j -0.00450836+0.00180988j -0.0025079+0.00147828j 0.00666341-0.00078157j 0.00085234-0.011655j 0.000637243+0.000294454j -0.00429022-0.0102751j 0.000838286-0.00736829j -0.00450101+0.00857422j -0.00102583-0.00189433j -0.00324271+0.00995969j 0.0011745-0.00381865j 0.00363309-0.000149233j -0.00338821-0.00233396j 0.0032796+0.00167153j 0.00160224-0.000202763j 0.00366844-0.00367858j 0.000188673+0.00104177j -0.00420833+0.00204779j -0.00440093+0.00263257j 0.000863289+0.000616484j 0.00261979+0.000271786j -0.0031612+0.0035929j -0.00567606+0.000337107j -0.0101555-0.00106171j 0.0051374-0.00474867j 0.000696993+0.00166143j 0.00536902-0.00498634j 0.00353698+0.00298332j -0.00308485-0.000636607j -0.00204079+0.00210271j -0.0020684+0.000519242j 0.00282471+0.00191731j 0.00251543+0.00396777j -0.00754427-0.00233218j -0.0038861+0.00231486j -0.00794114+0.00065503j -0.000260547-0.00367715j 0.00135987-0.00292088j 0.00210396+0.00224995j 0.00544257+0.00807349j 0.00295816-0.0050587j 0.00282576-0.00642167j 0.00368643+0.00315745j -0.00227197+0.000293656j 9.70304e-05-0.000704302j -0.000113347-0.00406525j 0.00366187-0.00657736j 0.00506391+0.0103317j 0.000569108-0.00366742j -0.000723197+0.000215113j 6.26469e-05-0.00307841j -0.0021689+0.00209655j -0.00339773-0.00866182j -0.00320472-0.000999622j 0.000485689+0.00414243j 0.0036763-0.00309049j -0.00105379-0.00339343j -0.00145472-0.0014908j 0.00476654+0.00062286j 0.00198057-0.0034824j 0.0032063+2.925e-05j 0.00548045+0.0048582j -0.00127441+0.00918815j 0.00325976+0.00161213j 
-0.00278819+0.00302318j -0.0013284-0.00129183j 0.00205431+0.00298829j -0.00218314-0.00255878j -0.00221705-0.000795999j 0.00212453-0.00150341j -0.00391916-0.0045816j 0.000728632+0.000593421j -0.00972419-0.00474487j 0.00649837-0.000688648j 0.00372931-0.00299848j 0.000536377-0.00371953j 0.00308185-0.00208182j -0.003057+0.00854742j 0.00358891+0.00216725j 0.00135437-0.00522347j -0.002535+0.000752475j 9.19201e-05+0.001031j 0.000367214+0.00324652j -0.00190594-0.00266359j 0.00563382-0.00681537j -0.00241844-0.00383532j -0.00264414+0.000642312j 0.00489127-0.00619492j 0.0015708+0.00880263j -0.00185213+0.00407705j 0.002598+0.00214503j 0.00445309-0.0039226j 0.00559752-0.00134215j 0.00347313+0.00142545j 0.00122542-0.00905895j -0.00113975+0.00811806j 0.000302425-0.00738392j 0.00271194-0.000281649j 0.00406164+0.00852858j 0.000601243-0.00511507j -0.00230726-0.00354555j 0.00366872+0.00299134j 0.00134095-0.00102779j -0.00107744-0.00210121j -0.000923302+0.00697475j -0.00345124+0.00349393j -0.000433472+0.0024138j -0.00113178+0.0041175j 0.00186929-0.00661387j 0.000336036+0.00288667j 0.00257524-0.00214427j -0.0010357-0.000553236j 0.0019159-0.000167476j -0.00108768+0.00117319j 0.000971238+0.00284506j 0.00138915+0.00560346j -0.00315914-0.00113602j 0.000875564+0.000919249j 0.00189126+0.0011659j 0.00011195-0.00131209j 0.00364241-0.00334145j 0.0015029+0.00328035j -0.000967505-0.000262165j -0.000877485-3.68729e-05j -0.000489923+0.00313015j -0.000288253+5.88214e-06j -0.00017088+0.000743002j 0.000586857-0.00127165j 0.00138131-0.00622749j -0.001205+0.00174471j -0.000663346-0.00287024j 0.00124431-0.00394282j -0.00158083-0.000600938j 
-0.000527586+0.00430926j -0.00254663+0.000642501j -0.000422828-0.000339524j -0.00127907+0.00703685j -0.00475548-0.00323897j 0.00203127-0.00156898j 0.00845613-0.00577097j -0.00760803+0.00324258j -0.00856803+0.00798141j 0.00118617-0.00402725j 0.00401864+0.00273438j 0.00489359-0.00351634j 0.00206906-0.00273242j -0.00313382+0.00611201j 7.97152e-05+0.00283175j 0.00189014-0.00666094j -0.00481651-0.00218236j 0.00343509+0.00015746j 0.00266935+0.00198664j -0.00661223-0.00192213j 0.00316611-0.00948907j 0.00311713-0.00399j -0.00419018+0.00409124j 0.00246942-0.00498507j 1.84408e-05+0.000681247j -0.00284616+0.00853883j -0.000574704-0.000419596j 0.000577061-0.00706931j 0.00980847-0.000603013j -0.00382916+0.000880748j -0.000851013-0.00902528j -0.00340117+0.00506316j 0.00288356-0.00643227j -0.00250064-0.00200817j 0.00792913-8.68884e-05j 0.00431927-0.00354159j -0.000223837-0.00528281j 0.00159172+0.00558727j 0.00538497+0.00307692j -0.00151165+0.000970845j 0.00432805+0.0033103j -0.00625118-0.00308854j 0.0011456+0.00301459j -0.00263842+0.00266911j 0.000827027-0.00190978j 0.00229009-0.000682186j 0.000465465-0.00963432j -2.04325e-05+0.000937397j -0.00213095-0.000239538j 0.00130628-0.000105068j -0.00125434-0.00396603j 0.00114695-0.000341539j -0.00346571+0.00255044j 6.82099e-06-0.00231426j 0.000315136+0.000244046j 0.00179121-0.00144017j -0.00148642+0.00111197j 0.0012692-0.00348799j -0.00177712+0.00108963j -0.001413+0.00200259j -0.00131379-0.00010857j 0.000553866-0.000236876j 0.00413317+0.000859643j 0.00423168-0.00259702j -0.00317865-0.00321812j 0.00162063+0.00321105j 0.00233665+0.00702237j 8.75626e-05+0.00368309j 0.00171624-0.00180531j 
0.00147632+0.000498856j -0.00189326+0.00291082j 0.00453457-0.00733321j 0.00370065+0.00033848j 0.00480652-0.0100675j -0.000584618-0.000450228j -0.000758033+0.00216895j 0.00101805-0.00310643j -0.00154558+0.00475343j -0.00425702+0.00259636j 0.0074137+0.00421525j -0.00308122+0.0155499j -0.00114909-0.00795977j -0.00173488+0.000353752j 0.00101776+0.00522885j 0.0034624-5.4797e-05j -0.00734968-0.00092695j 0.00342907+0.00105467j -0.000479203-0.00184563j 0.00181177-0.00125868j 0.00362365+0.000768782j -0.00303355-0.00111093j -0.00341173+0.00609037j 0.00353329+0.00186959j 0.00219979-0.000935158j -0.00258521-0.00892826j -0.00155147-0.00906436j -0.00470682+0.00172732j 0.00221769-0.00286701j -0.00103343+0.00539972j -0.000205552+0.0077093j -0.00264817+0.00378232j -0.0013229+0.000414351j 0.00249549-0.00220987j 0.00927562-0.000459652j 0.00751713+0.0100912j -0.00506254-0.00148652j -0.00287354-0.00185263j 0.00204528-0.00700148j -0.00466017-0.000427409j 0.00466755-0.00137853j -0.00514379-0.00629682j -0.000642529+0.001798j -0.00276181-0.00373619j 0.00526909+0.00122885j 0.000373879-0.000694681j -0.00090624-0.00686945j 0.00105404+0.000933659j 0.000113506-0.000493714j 0.00334924+0.00139189j -0.00253445+0.000799242j -0.00509485-0.00194461j -0.00563431+0.000398379j 0.00364814-0.000710073j 0.00144234+0.00398161j 0.00257796-0.00310598j 0.000281044+0.0015295j 0.000312867-5.29915e-05j 0.00114184+0.00205059j -0.00257252+0.00214453j -0.000221232-0.00047072j 0.000986133-0.00123809j 0.00330653+0.000616508j 0.00407149-0.00141788j 0.000616148-0.0100089j 0.00256042+0.000123597j 0.00259059+0.00552598j 0.00101771+0.00332919j 0.00129532-0.00150017j 
0.00143098-0.00115295j 0.00133671+0.00343669j -0.000838168+0.00103575j 0.000843161-0.00535072j -0.00295229+0.0017317j 0.00562214+0.00362984j -0.0074719+0.000381166j -0.00100719-0.00283606j 0.000810004-0.00264214j 0.00647757+0.00100274j 0.00452533+0.00518509j 0.000799603+0.00492043j 0.000253999-0.0020359j -0.0014312+0.0063724j 0.000249475+0.00171693j 5.09818e-05-0.00660468j 0.00428991-0.00142801j -0.000298702+0.00469252j 0.00152278-0.000165202j -0.00657366+0.00532262j -0.00378082+0.00141435j 0.00279176+0.00531054j 0.00528945+0.00537765j -0.00168153-0.00104974j 0.00936915-0.00108207j 0.00350287-0.000267583j -0.00147765-0.00107738j 0.000859948+0.00520658j -0.00231184+0.000915442j 0.00745608+0.00230674j -0.0017807+0.00138427j -0.00499789-0.000127688j -0.00173778-0.000104833j -0.00401601+0.00353502j 0.000824269+0.000278217j -0.00308635-0.0013498j -0.00222463+0.000792165j 0.00154119+0.00633702j 0.00619577+0.000959066j 0.00261688+0.00295296j 0.00444223-0.00131983j -0.00114318+0.00317447j -0.00123607-0.000934427j -0.000949868-0.00199342j -0.00208655+0.00336514j 0.00326983-0.00617834j -0.00233706-0.00309691j 0.00134068+0.00180064j 0.000984956-0.000470527j 0.00200642-0.0052913j -0.00223358-0.00474152j -0.00280029+0.00264427j -0.000970197+0.00743305j 0.000470314-0.00400883j 0.000477089-0.00320476j 0.000366964+0.000117169j -0.00179275+0.000167569j -0.00104871-0.00675212j -0.00113405+0.00105323j -0.000617592+0.000613936j -0.000260632-0.00344205j -0.00130407-0.0022269j -0.00191529+0.00069006j 0.000201117+0.000227459j -0.00241904+0.0127562j 0.000887066-0.000291746j 0.000201784+0.000668131j -0.00117567+0.000435175j 0.00026439+0.00217808j 
0.00157741-0.00147268j 0.000662521+0.00254117j 0.00186741+0.00366355j 0.000711198-0.00387109j -0.00132101+0.0017285j 0.00302246+0.000166568j -0.00791786+0.00393266j 0.00368219-0.00576954j -0.00374331-0.010132j 0.00473002+0.00334358j 0.00408336-9.73121e-05j 0.00220679+0.00679191j 7.97146e-05+0.000393382j -0.000571589+0.00742482j -0.00365286+0.00785839j 0.003059-0.006428j -0.00121145+0.0032209j 0.00596598-0.0058759j 0.00482796-0.00143234j 0.00257732+0.00247124j -0.000991504+0.0040296j -0.00394362+0.000801961j -0.00344915+0.00341068j 0.000682147-0.00100694j -0.00385112-0.000640276j 0.00825276-0.00413295j -0.00498222-0.00369766j -0.00270221+0.00076898j 0.000177846+0.000448705j 0.00725494-0.000447138j -0.00798517-0.000570289j -0.00091632+0.00291437j -0.00483105-0.000632827j -0.000337058+0.000402147j 0.00967216+0.00387072j -0.00196975-0.000728462j 0.00765161+0.000413796j -0.00119134-0.00238112j 0.00106861+0.0012043j -0.00451773-0.00235387j 0.00257282-0.00306795j -0.00208696-0.00898729j -0.000928088+0.00150479j -0.000615769+0.00609047j 0.00561387+0.00681787j -0.000845289+0.001578j -0.000593622-0.0115565j -0.00244831+0.0010816j -0.004705-0.00273893j -0.000613744-0.00141196j 0.000194769+0.00594535j -0.00112138+0.00581691j 7.93466e-05+0.00181381j -0.00159018+0.00182017j -0.00529402+0.0040628j -0.000722485-0.00131486j 2.02999e-05+0.00269604j -0.00021313+0.00560519j 0.00510428-0.00100277j -0.00197974+0.00878082j 0.000327814+0.00171206j 0.00896909-0.00104848j 0.0113909+0.0023539j 0.000938928-0.000786458j 0.00152351-0.00744441j 0.000608719+0.00206782j 0.0066661+0.0161876j 0.00312939+0.00912547j 0.00124842-0.00828172j 
