-0.125686-0.14455j 0.171124-0.118918j -0.0519081-0.0559403j -0.00607165-0.020777j 0.0649583+0.00375917j 0.0661106+0.0770971j -0.0923784+0.0117697j -0.00862298-0.0858433j 0.0973779-0.212022j -0.016515+0.0151304j -0.0522607-0.045659j 0.194781+0.0349007j -0.0159326+0.0718048j -0.129268-0.126704j 0.10345-0.0504556j 0.0116524+0.159667j -0.0994541+0.0283311j -0.0474815-0.00847469j 0.0663541-0.00520583j 0.00660967+0.0998748j -0.00781633-0.151767j 0.010775+0.0341644j -0.165928+0.00801189j -0.169048-0.0329116j 0.0180868+0.063697j -0.0882915+0.0766461j 0.0829198-0.115152j 0.11545-0.0168395j -0.0271271-0.0108058j -0.0356205+0.000746883j -0.26878-0.0291024j -0.173689+0.09832j 0.0345212-0.0381718j 0.097039+0.0174462j -0.0214892-0.12301j 0.141967+0.0792247j 0.00545708-0.219618j 0.0581595-0.0358559j -0.0211941+0.0204688j -0.0258169-0.114181j 0.0352244-0.0846208j 0.0422847-0.0264693j 0.0731527+0.0661723j 0.225738-0.000893624j -0.0392655-0.105127j 0.0231554-0.142934j -0.0398419-0.0383416j 0.0374151+0.000322182j 0.0371748-0.0251737j 0.0119154+0.0344549j 0.00304457+0.00371479j -0.0100279-0.0592237j -0.00763289-0.031691j -0.010147+0.0210031j -0.0243708-0.00312491j -0.0049519-0.0078701j -0.0198313-0.0115616j -0.0127434+0.00900737j 0.0267348+0.0061172j 0.0297606-0.0492166j -0.0206384-0.0248783j 0.0188429+0.0205762j 0.0197275+0.0153456j 0.0197622+0.0258272j 0.00479486+0.0191853j -0.00518654+0.00361565j -0.0553428+0.0153034j 0.0115-0.061262j -0.0587759-0.0139662j 
-0.000448336-0.000604013j -0.00142464+0.00157763j -0.00203483-0.000176429j -0.00258727+0.00386434j -0.00042926-0.00157323j 0.0012637+0.000165308j 0.00236213+0.00212909j 0.00245068-0.00255672j 0.00164321-0.000875751j 0.00281641+0.0012472j -0.00238202+0.00187202j 0.00175099+0.00141756j 0.00230118-0.00221757j 0.00208579-0.0030317j -0.000397288-0.000403023j -0.0044901+0.000709548j 0.00119321+0.00558226j -0.0021026-0.00318048j 0.00167147+0.00424344j 0.000873979+0.00543269j -0.00632382+0.000490709j -3.63347e-05+0.000789754j 1.00899e-05-0.0035193j -0.000858649+0.00134801j 0.00113895-0.00190668j -0.000196018+0.00383262j -0.00173263-0.00628413j 0.0022404-0.00302638j -0.00190888+3.56443e-06j -0.000711735+0.00278505j -0.000119367+0.00117886j 0.00157965-0.00110686j -0.00228737+0.00401225j -0.00326359-0.00258286j -0.000324039+0.00509552j 0.00352296-0.00186437j 0.00522775-0.000141783j -0.000449883+0.00376698j 0.00376486-0.00351675j -0.00222891-0.00306045j -0.00114876+0.00495933j -0.00137307-0.00111759j 0.000594355+0.00535976j 0.00251184+0.000614774j 0.00165297+0.00288756j 0.00350985+0.00041873j -0.00353701-0.0013733j -0.000962787-0.000428416j -0.00563496+0.00298089j -0.000149887-0.00109666j -0.00525187-0.0016696j -0.0013675+0.00153286j -0.00269554-0.00208071j 0.00354028-0.000313271j 0.00250978+0.00079018j 0.00111463-0.00143817j 0.00215041+0.00328481j -0.00168702+0.000596175j -0.00240441+0.0002969j -0.00266831-0.00207997j -0.00286014+0.00215616j 0.00127625-0.00377829j 0.00483387+0.00390442j 0.00581514-0.00189992j 0.0122739+0.00030936j 0.000259386+0.00133572j -0.00220985-0.00287724j 0.00324866-0.00287353j 0.000911223-0.000168084j 
0.00402419-0.00124545j -0.000170162+0.000134189j -0.0021505+0.000372083j 0.00140411-0.00186764j -0.00143574-0.00432644j 0.00107888-0.00243466j -0.00148189+0.00636637j -0.000573786+0.00180882j 0.00554561-0.00138108j -0.000739684-0.00451882j -0.000948952+0.00518974j -0.00625926+0.0011413j 0.000903201-0.00144626j -0.00533124+0.00253173j -0.00251692-0.00442216j 0.00323882-0.0033704j -0.0025994+0.000758952j 0.00107762+0.00138889j 0.00310497+0.0022681j -0.00117394-0.00347327j -0.000990079+0.00566821j 0.00194258+6.43425e-05j -0.00400409-0.0066455j -0.00260185+0.0022903j -0.00188738-0.00240785j 0.000763039-0.00092601j -0.00320069+0.000938539j 0.000286611-0.00294701j 0.000417391+0.00206843j -0.00143853+0.000167258j 0.00116165-0.00124195j 0.00567703+0.000186945j -0.00221824-0.00144796j -0.00179353+0.00265035j -0.00377145+0.000926914j -0.00386685+0.00356871j -0.000101765-0.00337734j 0.000674272+0.00188415j -0.0111054+0.00238996j 0.00991616-0.000637215j 1.62903e-06+0.000465049j -0.00139566-0.00737151j 0.0037903-0.00150709j 0.00048846+0.00100025j -0.0057973-0.0046211j -0.000635948-0.00173595j 0.000269226-0.00131167j 0.00346064-0.000327272j -0.00258527+0.00162096j 0.00195015+5.27311e-06j 0.00376202+0.0031504j 0.00297677-0.00209202j -0.00270748+0.00265698j 0.00207405+0.00103981j 0.0147328-0.00414417j -0.00795972+0.000847121j -0.00165041+0.00427205j -0.00266775+0.00316607j -0.00296979+0.00158987j 0.00657265+0.00167279j -0.00149601-0.001009j -0.00367645-0.00252409j 0.00667893+0.000919968j -0.0024201-6.82392e-05j 0.00476371-0.00230099j 0.00231634+0.000906605j 0.0057922-0.00144222j 0.0023008-0.000745828j -0.00111274-0.00100194j 
-0.000492985+0.000475199j -0.00118033+0.000248327j -0.000375123-0.00237217j 0.00284947+0.000131019j -0.000827747+0.00188828j -0.00305787+0.00245377j 0.000451205+0.00261644j -0.00164554+0.00035425j 0.0028899+0.00120574j -0.000350609-0.00177128j -0.00154151+0.0007537j -0.000751284-0.00013522j -0.00161374-1.9654e-05j -0.00189518-0.0010481j 0.00168724-0.000936076j 0.00124777-0.0010705j 0.000528148+0.001277j -0.000975929+0.00192045j 0.00237014+0.00364322j -0.00304699-0.00161581j -0.00159327+0.00098847j 0.00338387+0.00764537j -0.0019953+0.00180359j 0.000699441+0.00159828j 0.000525384-0.00284126j 0.000237754+0.00407954j -0.00340456-0.00202264j -0.00072106-0.000305853j -0.00250359-0.00109112j -0.000496365-0.000333172j -0.000676279-0.00305259j 0.000247388-0.000889002j -0.00296796+0.00163585j -0.00296194-0.00518954j -0.000934411+0.00408666j -0.000456525+0.00261949j 0.00108282+0.000934456j -0.000759168-0.0024195j -0.00172997+0.00112308j 0.00419562-0.000186823j -0.000973981+0.00184264j -0.00105473-0.000303975j -0.000786774+0.0034665j -0.00149515-0.0011665j -0.00140983-0.00110995j -0.000810575+0.00153613j -0.00220369+0.00288581j -0.00425116+0.00318674j -0.00208941+0.00427894j 0.000714961-0.000590261j -0.0084667-0.00430886j -0.00167767-0.000496252j 0.00593424-0.00049766j 0.00451326-0.00059702j 0.00315926-0.000176193j -0.00328133+0.0016479j 0.000744092-0.00506611j 0.00238554+0.00260837j 0.00552263-0.00430512j 0.00496279-0.00161444j 0.000524867-0.000513406j -0.0040963-0.000109516j 0.0041015+0.000266251j 0.00398115-0.00044061j 0.00608237-0.00221058j -0.000764528+0.000902311j 0.00226531-0.00165521j 0.000893451-0.0012924j -0.000553581+0.00153432j 
0.00120683-0.000211046j -0.00119317-0.00130875j -0.00200277-0.00271216j -0.000716812-0.000969584j 0.00188147-0.00142027j 0.00154467+0.000684858j -0.00281517+0.000872452j 3.91144e-05+0.00221386j -0.000213883+0.00113782j -0.000859822-0.00152621j 0.00181394+0.00052774j -0.00200782-0.00039189j -0.000200264+0.00121614j -0.000826751+0.000434655j 0.0016129+0.00205297j 0.00372576-0.00555662j -0.00288238-0.000825673j 0.00329456+0.000147837j -0.00188777-0.00186937j 0.00119488-0.00205067j 0.00640541+0.00499789j 0.00171319-0.00298877j -4.96454e-05-0.000755906j 0.000444765-0.00225092j -0.00327484+0.000967393j 0.00319272-0.000291133j 0.00133378-0.00080582j 0.000323824-0.00272113j 0.00010499-0.000308943j 0.000531097-0.000924288j -0.000764602-0.000455199j 0.00188803+0.000828798j -0.0010532-0.00071835j -0.00150486+0.000209465j 0.000674433-0.00250985j -0.00175319+0.00120574j -0.00163142-4.80716e-05j 0.00290644-0.000646987j -0.00492331+0.00158686j 0.00463641-0.000623348j -0.00215694-0.00122934j -0.0019884-0.00633932j 0.000983718-0.00363068j -0.00102842+0.00285984j -0.00340426+0.0026016j -0.00260395-0.00508425j 0.00452803-0.00220513j 0.00284178+0.0010292j 0.00554159-0.00270337j 0.00295116-0.00092419j 0.00231571+0.00118949j 0.00217971-0.00223547j 0.000197544+0.0036705j 0.00416628-0.000576886j 0.00149639-0.00153855j -0.00136976+0.000785941j 0.00326488+0.000280339j -0.00106214+0.0039865j -0.000120882+0.00106388j 0.00177313+0.000994896j 1.04238e-05-0.000553973j -0.00195018-0.000422419j 0.00046894-0.00125738j 0.000316463-0.00221747j -0.00383289-0.000431397j -0.000673849+0.0024124j -1.53798e-05-0.000449859j 7.94874e-05-8.36013e-05j -0.00114108-0.000663891j 
-0.000349569+0.000557105j 0.00105101-0.000624225j 0.00252323-0.000689821j -0.000739033+0.000236284j 0.000650701+0.00134482j -0.00102828+0.00141276j 0.00160984-0.000313093j -0.000676273+0.000193588j -0.000833207-0.000613103j 0.000704473-0.00018162j -0.000963652-0.000502182j 0.00048909+0.000297232j -0.000710159+0.000352058j 0.000823229-0.000393719j -0.00237288+0.00353353j 0.00274881+4.29555e-05j -0.000860964-0.00117631j 0.00196157-0.00199271j 0.00243247-0.0027818j 0.00157361-0.00212417j -0.00390925-0.00370169j -0.000917373-0.00032655j -0.00165993+0.00340436j -0.00065275+0.000975856j -0.000438215+0.00141759j -0.00105148-0.00234908j -0.00192578+0.00180296j -0.000294412+0.000714323j -0.0012313-0.000452215j -0.00132387+0.000867819j 0.00151934+0.000269167j -0.000393729-0.00283791j 0.00200348+0.00103158j 0.001858-0.000858575j 0.00209339-0.00138489j 0.00111738-0.0020562j 0.0050224-0.00162211j 0.00406928-0.000570138j 0.00358495-0.000138475j -0.00183933+0.000322672j 0.00399586-0.00397742j 0.0034049+0.00404639j -0.000239293+0.00208395j -0.00346221-0.000944849j -0.00128753-0.000465376j 0.00177387+0.00422576j -0.00346802+0.00214347j -0.000100891-0.00219575j -0.00713453-0.0028812j 0.000964495+0.00112227j -0.00134333-0.000610863j -0.00164244-0.000923585j 0.00138477+0.000277577j -2.56516e-05+0.00110487j -0.00339122-0.000582222j -7.75553e-05+0.000407187j -0.00165853+0.00208408j -0.000439143+0.00127633j 0.00198454-0.00158481j -0.00105621-0.000392093j -0.00105997-0.000670108j 0.00326981+0.000227489j -0.00376148-0.000690857j 0.00503813+0.0025986j -0.00451785-0.00113054j -0.000694321-0.00158382j -0.00279513-0.00262587j -0.00106096-0.000295607j 0.00228079+0.00244636j 
0.00363741+0.00129528j -0.00208109+0.00276106j 0.000529053+0.00142045j 0.000628071+0.000312935j -0.00179506+0.000599557j 0.00322273+0.000222551j 0.00287742+0.000317226j 0.000364049-0.00413888j -0.00107418+0.00269332j -0.00120542+0.00317713j -0.00218424-0.00274609j 0.00269099-0.000723352j 0.00138256+0.00405329j -0.000908464+0.00090515j 0.00442964-0.00277341j -0.00999613-0.00133086j 0.00151151+0.0032015j -0.00103496-0.00164201j -0.00288671+0.00463715j 0.00097709+0.00415999j 0.00351915+0.00567424j 0.000684953+0.00136558j 0.00291207-0.00167065j -0.000912919+0.000322447j -0.000419892-0.00255559j 0.00284608+0.00429717j 0.00237571-0.00447181j -0.00130821-0.00497631j 0.00281274-0.00143387j 0.000811819-0.00163604j -0.00367025+0.00133492j 0.00131582+0.00123612j -0.00224488+0.00100838j -0.00287314+0.00122691j -0.000833135-0.00186954j 0.000603409+0.00102872j -0.00253156-0.000608613j -0.00861219+0.000482071j -0.00232426-0.00201863j -0.00283243-9.65281e-05j -0.00292838+0.00543518j -0.00533021-0.00414531j 0.00152203-0.00426004j 0.00379557+0.00619259j 0.006101+0.00473801j -0.00425326-0.00422633j -0.000394226-0.00342589j -0.00135983+0.00259092j 0.0106317-0.00140577j -0.00231026-0.000796213j 0.00179979-0.000846739j 0.00253399+0.0014499j -0.000940701-0.00174358j 0.00159039-0.00202153j -0.00125666+0.00142192j 0.00519163+1.5992e-05j 0.00680077-0.00358184j 0.00107276-0.00381481j -0.00318381+0.00213379j -0.00157222-0.000909263j 0.00134084+0.00101467j -0.00203428+0.000937898j -0.00145317-0.000514501j -0.00254004-0.00308836j 0.00782377+0.000495579j -0.000113215+0.00168395j -0.00220765+0.00321432j -0.00141729+0.00327938j 0.00143188-0.000672203j 
-0.000434859-0.00112798j 0.000191745-0.000247802j -0.000982934+0.000632314j 0.000302832+0.000811848j 0.000203356-0.000148137j 0.000222046-0.000153796j 0.000561646-0.000363328j -4.84132e-05+0.000296199j -0.000152085-0.00086311j -0.000671851+0.000609563j 0.00115111+0.000345642j 0.000424875+0.00181153j -4.09207e-05-0.000864727j 0.00101487-0.000423952j 1.83783e-05-3.55942e-05j 0.00191091-0.00171192j 0.000173653+0.00155812j -0.00128053-0.00219716j 0.00264103-0.00257451j 0.00246762-0.000308026j -0.00158789+0.00332198j 0.00271641-0.00140575j -0.000212741-0.00057019j 0.00102377-6.89007e-05j -0.00236553+0.00162009j 0.00267646+0.000263467j -0.000195688-0.000895543j 0.00118866-0.000392964j -0.000266274+0.000510632j 0.000310678+0.000407371j -0.000755388+0.000386338j -0.00143468+0.000178004j 0.000799937+0.00180746j -0.000821222+0.00191597j 0.00235369-0.000747643j 0.00123084-0.000858621j 0.00233124-0.00156526j 0.00195979-0.000289962j 0.000590425+0.00205621j 6.9348e-05-0.0018572j 0.00133393+0.00163804j 0.00222658+0.00214992j 0.00189368-0.000549351j -0.00276082-0.000498534j -5.62545e-05+0.000630309j -0.00067674+0.000688402j -0.00396239-0.00230217j -0.000186898-3.39661e-05j -0.00228768-0.00438704j 0.000409136+0.000959816j -7.21844e-05+0.000493244j 0.000441141-7.01957e-05j -0.000236011-0.000297384j 0.000537423-0.000205188j 0.00395821-0.000798926j -4.40548e-05+0.000161494j 0.00197201+0.000154767j 6.54767e-05-0.001157j -9.83263e-05-0.000395934j -0.000269404-3.40028e-05j 0.00170879-8.87502e-05j 0.000847459-0.001098j -0.00668856-0.00175933j 0.00119202-0.000520558j 0.00212557-0.000609701j -0.00147336-0.00148878j -0.00705003-0.00200192j -0.000131206-0.00203819j 0.00232875+0.00062525j 
0.000263733-0.00136402j 0.000739024+0.00211435j -0.000958343-0.000313629j 0.00196659+0.00163372j -0.00117193-0.00171567j -0.00131079-0.00178677j -0.00262841+0.00166538j -0.000634431+0.00270663j 0.00210015-0.00323715j -0.00090093-0.00173152j 0.00271404+0.00194848j -0.001118-0.000693042j -0.000488412-0.00203691j -0.00121542+0.000537479j -0.00546896-0.00236799j 0.00184302+0.00177941j 0.00183332+0.000757044j -0.000950483+0.00464295j 0.00109022+0.000524888j -0.00258673+0.000815134j -6.49364e-05-0.00281149j -0.000842011+0.00062582j -0.000418862-0.00123121j 0.00085023+0.000459606j 0.00246809-0.00145037j -0.0033853-0.000372921j 0.000706693+0.000559478j -5.49488e-05+0.00342292j -0.00207134+0.00117716j 0.00131316-0.000331884j 0.00217858-0.00136724j -0.00204132+0.000738573j 0.00102533-0.00109763j 0.00113292-0.00110919j -0.00364971+0.0053151j -0.00209193+0.00212146j -0.00622707+0.00187308j -0.00014283+0.00218582j 0.000851679+0.000156184j 0.00102193+0.00157147j -0.00039802-0.000799858j 0.000626134+0.00122698j -0.00370791+0.00114073j 0.00460526-0.00258718j -0.00177012-0.00645629j 0.00373537-0.000320624j 0.00285769+0.00346029j -0.000342266-0.000412836j 0.000999505+0.00729119j -0.000890506-0.00159824j -0.000849434-0.000423489j 0.000137952+0.00119113j -0.000182723-0.000768353j -0.00221748+0.000503714j 0.0037802-0.000368317j -0.00273337-0.00116361j -0.00577714-0.000405352j 0.000601171-0.00140183j 0.00112401-0.00100369j 0.00302612-0.000911153j -0.00268684-0.000468481j -0.00234071-0.00121209j 0.0102329+0.00438075j -0.00475436+0.00192832j -0.00037501-0.000196699j 0.00187019-0.000917033j 0.0104136-0.00130222j 0.00120829+0.00121944j -0.00096078+0.0013961j 
0.000123394+0.00212632j -0.00189287-0.000465582j 0.00010041+0.000776057j 0.000184771+0.00260874j 0.00152766+0.000611495j 0.000705845+0.0019077j 0.000592871-0.00235847j 0.000534454+0.00142997j -0.000136766-0.00202492j 0.000408663-0.000535625j 0.000815266-0.00036114j 0.000525182+0.000567033j 0.00285219-0.000865385j -0.000459544-0.00159131j 0.000251964+0.00407085j 0.00114403+0.00127773j -0.00189096-0.00149778j -0.000525784+0.00711905j -0.00117123-0.000813167j -0.00275623+0.00192351j 0.000817961-0.00535056j -0.00172915-0.00161011j 0.000449679-0.0011124j -0.00562973-0.00194348j -0.00174648+0.000239337j 0.00187821-0.00247533j 0.00374364+0.00691584j -0.00333232-0.0061266j 0.000944683+0.00251791j 2.56525e-05+0.00105542j 0.000609175+6.35915e-05j 0.00211692+0.000789129j 0.00253244-0.00134441j 0.00100143-0.000847145j -0.00161312-0.00181186j -0.000198255+0.00293784j 0.00528122+0.00487831j 0.00261954+0.0053052j -0.000761444-0.00220111j -0.00124338+0.00592652j 7.52819e-05-0.00450698j -0.00963472-0.00400877j 0.00199348+0.00321988j 0.00106578-0.00408875j 0.00101804+0.00329832j -0.0042832-0.00665789j -0.000334895+0.00134908j -0.000254599-0.00110453j -0.00514209+0.00298645j 6.16111e-05+0.000814703j 0.0017898-0.00342525j 0.0019202-0.000800009j -0.00622157+0.00251042j -0.00873436+0.00124235j 0.0020844-0.00190254j -0.000729506+0.00359894j 0.00206669+0.00136474j -0.000118327+0.00486842j -0.00434425+0.00352154j 0.00300136-0.00138335j 4.8661e-05+0.00549388j -0.000893793+0.00287083j -0.00370679+0.00254103j 0.000570694-0.00339729j -0.000851567+2.81363e-05j 0.000490957+0.00578978j -0.00118625-0.00178499j -0.000615987-0.000781564j 0.000511668-0.000762542j 
0.00335946+0.00240732j 0.000342792+0.00399289j 0.0051552+0.001982j -0.000129136+0.0019283j -0.00217329+0.00176278j -0.00205033-0.000703483j 0.000827536-0.00118472j -0.00244285-0.00220239j -0.00224924+0.00183345j 0.002086+0.00265806j -0.000686556-0.00187969j 0.0046298-0.00102866j -0.0012674+0.00107448j -0.000665516+0.00136086j -0.00484451+0.00119877j 0.000643799+0.00473807j 0.000781707-5.68393e-05j -0.00161846+0.00457823j 0.00426179-0.000623996j -0.000528034+0.00538288j -0.00573735-0.00428534j -0.00113084+0.00165714j 0.000327212+0.00284309j -0.00105685-0.000520351j 0.00171484+0.00179235j -0.00321738+1.89183e-05j -0.000967361+0.00490669j -0.00146877-0.000669867j -0.00240548+0.000508708j 0.00100119+0.000261208j 0.000725733+0.00097088j -0.000428184-0.00101101j 0.00205849+0.000592696j -0.000239757-0.00152296j -3.46751e-06+6.17196e-05j -0.000708483+0.000472461j 0.00322568+0.00106441j -0.00300617+0.00110703j 0.00367752-0.00298208j -0.00334873+0.00321092j 0.00326259-0.00107231j 0.000641524+0.00259523j 0.000881996+0.000519208j -0.00130955-0.00185531j 0.00387358-0.00160476j 0.00283175+0.000707287j -0.00574348+0.00304515j -0.00314448+0.000376391j -0.00615236+0.00455537j -0.00364931-0.000304905j -0.00087569-0.00203946j -0.00133422+0.00162867j -3.67115e-05-0.00150026j -0.00461947+0.00141963j 0.000298467-0.00132609j 0.000734753+0.00143264j 0.00115913+0.00131211j 0.00180466-0.00381059j -0.002967-0.0022015j -0.00159844-0.00127441j 0.000429106+0.0025752j 0.00191401-0.00022603j -0.0052979-4.99695e-05j 0.00077133+0.00343983j 0.00429898-0.000444414j -0.000283324-0.00108907j -0.00269227-0.00122535j -0.00101095+0.00530448j 0.00654574+0.000452771j 
0.00483917+0.00242797j -0.000309125+0.0067861j 0.00560019+0.00392236j -0.00194694+0.00239154j -0.00453385+0.00203205j -0.00122931-0.00389545j -0.00103247-0.00118961j -0.00319115-0.0049939j -0.00318644+0.0052025j 0.00230505+0.00611463j -6.49894e-05-0.00299309j 0.0054785-0.0013904j -0.00241019+0.00147198j -0.0003263+0.00267691j -0.00605597-0.00101614j -0.00237264+0.00579015j 0.00369173+0.00189442j -0.00285862+0.00275582j 0.00505504+0.000744918j 0.000768299+0.0100804j -0.00452461-0.00178364j -0.000154395+0.00183593j 0.000422773+0.00229783j 0.00290971-0.000815648j 0.000838708+0.00138497j -0.00330788+0.00199814j -0.00155791+0.000473053j -0.000960113-0.00122063j -0.00298697+1.10679e-05j 0.00279819-0.000887831j -0.00101648+0.00150859j -0.000251817+0.000170392j 0.00232032+0.00278866j -0.00264331-0.000506719j 0.000657146+0.00119884j -0.00137821+0.000242165j 0.000266383+0.000973085j -0.00787187+0.000219693j 0.00354225-0.00199146j -0.00382068+0.000680212j 0.001691+0.00420154j -0.000594151+0.00577807j -0.000835976-0.00142361j 0.000130757-0.000425953j 0.00759999+0.00159093j 0.00176994+0.00246004j -0.00767581+0.00123538j -0.00478602+0.00222504j -0.00221942+0.00276638j -0.00540253-0.00123615j -0.00124917-0.00125665j 0.000326105+0.00455019j -0.00069385-0.00448414j -0.00378007-0.00250538j -0.000521888-0.00010412j 0.002567+0.000446374j 0.000775984-0.00127031j 0.00126045-0.00820211j -0.00390365-0.000714599j -0.00369071-0.000382698j 0.000555737+0.00202769j 0.00165945-0.000360689j -0.00562615-0.000834305j -0.00276027+0.0027651j 0.00885946-0.00178229j 6.03904e-06-0.00170018j -0.00174237+0.00117206j -0.000253993+0.00622566j 0.00646199-0.000576404j 
-0.000889509+0.000525395j 0.000358974-0.00060723j -0.000313403-0.000127075j 0.00104284+0.00175359j 0.00172562+0.000519355j 0.00161892+0.000861365j 0.00119522-0.00189433j 0.000290807-0.000306967j -0.0010382+0.000382142j 0.000467765-0.000389404j -0.00091037+0.000235894j 0.00197484+0.000925829j 0.000554215-0.000558774j -0.000626928-0.00246163j 0.00332278+0.00285412j -0.000712032-0.00338108j -0.000126037+3.33306e-05j -0.00065731-0.00179221j -0.00167563-0.00417944j 0.00256891-0.00198933j 5.04218e-06+0.00158438j -0.000510394-0.00238661j 0.00131484+0.0016208j -0.000785116-0.000153644j -0.000926731+0.00197524j 0.00203244-0.00183581j -0.000490552-0.000839372j -0.000714912-0.00291852j 0.000104904+0.000516552j -0.000637521+0.000919522j 0.000164896+0.000480536j -0.00104267-0.00106501j 0.00153038+0.00113917j -0.000786005+0.00148334j 0.000734376-0.00447482j -0.00033881-0.00225323j 0.00480758-0.00472398j 0.00161615-0.00245571j 0.000166587-0.000370538j -0.00108756+5.68933e-05j -8.84029e-05-0.000384732j 0.00111932-0.000100823j 0.00307389+9.44457e-05j -0.00243155+0.00125115j 0.00089729+0.00330916j -0.00093702+0.00102545j -0.00293167-0.00126321j 0.000929944-0.000341806j -0.00575824-0.00236581j 0.00148314+0.000537148j -0.00048044+0.000277758j 4.5308e-05-0.000929656j -0.00027103+0.000148458j 0.000752329-0.000836283j 0.00161141-0.00300883j 0.000103538+0.00236213j 0.00231343+0.00131037j 0.000653574+0.000798071j -0.00160212+0.000808482j -0.000621509-0.00151512j 0.00136622+0.000484519j -0.000217574+3.50645e-05j -0.00690381-0.00130032j 0.00180832-0.00252081j -0.000637445+0.000417069j -0.00187866+0.000749135j -0.00940538+0.000614702j -0.0024731-0.00236746j 0.00257329-0.000457488j 
-0.00101933+0.000680542j -0.000584533+0.00115248j -0.00219532-0.00145517j -0.000894903+0.00621999j -0.000141186-0.0018998j 7.62656e-05-0.000809614j -0.00415444+0.000348538j 0.000308383+0.00304985j 0.000209549+5.10484e-05j 0.00125346-0.00101259j 0.00282963+0.000636971j 0.00413975+0.00137015j -0.00055139-0.00176975j 0.000719937-0.00231213j -0.0033371+0.00354795j 0.0053369-0.00383812j -0.00203896+0.0019492j -7.84763e-05+0.00112873j 0.0019083-0.00210318j -1.42627e-05+0.00112734j -0.00294316-0.00428331j -0.00337553-0.00102752j 0.000385504+0.0022737j 0.00143745-0.00215184j 0.000294628+0.00443783j -0.00143831-0.00171982j 0.000513747+0.000617605j 0.000180614+0.00105783j -0.00256099+0.000223159j 0.00131578+0.000798375j 0.00116201-0.00114978j -0.00228715+0.00184373j 0.00082874-0.000135161j 0.00128307-0.000971937j 0.00171665+0.00209664j -0.00135042+0.00229131j 0.00279078-0.000473778j 0.00311659-0.00255328j -5.87443e-05+0.00268484j -0.000875836-0.00131924j -0.00108165-0.000900778j -0.000247852-0.000163394j -0.00386463+0.000402903j -0.000855718-0.00318289j 0.0011826+0.00180175j 0.000470514-8.53801e-05j 0.00159433-0.00197133j 0.000705302-0.000378654j -0.00414223+0.0014177j 0.00233381+0.000121237j -0.000330358-0.000487096j -0.000193629+0.000676457j 0.000652772+0.000767794j 0.000429171+0.000724606j 0.00257531-0.000775204j -0.00129645+0.00165856j -0.00149001+0.00315997j 0.00026591+0.00115217j 6.37625e-05-0.000811995j 0.000329186+0.000880857j -0.00314953+0.00102191j 0.000224319-0.000786729j 0.000358111-0.00117286j 0.00200495+0.000472525j -0.00226058+0.00111383j -0.00162647-0.000647004j 0.00239145-0.00103995j 0.0017365+0.000404781j 0.000205364+0.00112543j 
0.00256446+0.00163064j 1.57282e-05+0.0032144j 0.00199483-0.00136657j -0.000735995+0.00176408j -0.000387528+0.000707646j 0.000467287+0.000915245j 0.000881823-0.00102715j -0.000742004+0.000876812j -0.00121998+0.00104267j 0.00114633+0.000997509j -0.000289449-0.0010354j 0.00254512-0.000194128j -0.00116832+7.94135e-05j -0.000722244+8.37477e-05j -0.00283864+0.000935986j 0.00147139+0.000494025j 0.000392331-0.000984747j 6.09877e-05+0.0020408j 0.00201181+0.000666561j 0.00186752-0.00116535j -0.000802969-0.00123327j 1.26827e-05-0.00185262j -0.000635205+0.00342551j -0.000164178-0.000346411j 0.00237504-7.04435e-05j -0.000437266-0.000883189j -0.00131539-0.00163555j -0.00185324-0.000303974j -0.00159542-0.000791181j 0.000353881-0.000440294j 0.00065456-0.000303914j 0.000559947-0.00025014j 0.00133844-0.00198645j 7.10818e-05-0.00159424j 0.000667088+0.00293047j -0.000740521+0.000972829j 0.00147113+0.000130451j 0.000124748-0.00274133j 0.000166979-0.0019127j 0.00074417-0.000390521j 0.00102302-0.000585636j 0.000349713+0.000320963j 0.00221563+0.000537276j -0.00185561-2.73709e-05j 0.00224942-0.00131198j 0.00338027+0.00133852j -0.000621476+0.00498742j -0.00349108-0.00081637j -0.00135283+0.00205636j -0.00312854-0.00227268j 0.000170141+0.00256569j -0.00215868-0.00111405j 0.00124217+0.000311138j -0.000714489-0.00185526j -0.000716669-0.00160329j -0.0026465+0.000187124j -0.0015568-0.000251752j 0.000689425-0.000781526j -0.00108439-0.00357376j -0.000158154+0.000198202j 0.00278342+0.000197699j 0.000261999+0.000194346j -0.000184801-0.00202835j 0.00190892+0.0024299j 0.00148273-0.00108199j 0.00438751+0.000498362j 0.0022638+0.00054608j -0.000802386+0.00344654j 0.00235382+1.58163e-05j 
