0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
-0.000828734-9.83303e-05j -0.000191323-0.000696962j 0.0013771-0.00108054j -0.00145933-2.97556e-05j -0.000270379-0.00270227j 0.000662661+0.00309738j 0.00183643-0.00213876j -0.00343013+0.000783842j -0.000545971+0.00388686j 0.000269119+0.00109866j -0.000498368-0.000922082j -6.36855e-05+0.000112365j 0.000950297-0.000133128j 0.000442225+0.00107013j 0.00112997+0.0011018j -0.000241069+0.000481375j -0.000424346-0.00242733j -0.00141241-0.00083264j 0.000185802+0.00168342j 0.000508577+0.00108078j -0.000492691+0.0016469j -0.00128777+0.000915689j 0.00166794-0.0037375j 0.000900428-0.000627602j -0.000487215+0.000922591j -8.82026e-05-0.000491241j 0.00162931-0.000517001j -0.00132104+0.00105736j 0.00119615+0.0013942j 0.000439402+0.00054537j 0.0018806+0.00179453j 0.0014596+0.00151187j -0.000759933+0.000356016j 0.000409696-0.00197714j -0.00228685+0.000381226j -0.000199823+0.0012151j -0.000992609+0.00268139j -0.000795134-0.00281147j 0.00162175-0.00160378j 0.00196584-0.00111937j 0.00160082-0.00166381j 0.00150131-0.00139117j 0.00186987-0.00122783j 0.00208731-0.00153402j -0.00104005-0.00165996j -0.000214818-0.00217462j -0.000136443+0.000274337j -0.000961135-0.0011012j -0.00214383+0.000203201j -0.00124087-0.000243187j 0.00162566+0.000140628j 3.05402e-06-0.00239199j 0.000551567+0.00175073j 0.00018823+0.000978974j -0.00122836+0.000997612j -0.00138186+0.00078404j -0.00183039-0.00110785j 0.00161509+0.000609902j -0.00019634+0.00233247j 0.000903228-0.000521916j -0.0025213+0.00332987j -0.00347079+0.000845505j -0.00264886+0.00124452j 0.000420259-0.00343177j 0.00084085-0.00117973j 0.00107733+0.00131979j 0.00050012+0.00211125j 0.00172843-0.00191654j 0.000587954-0.00355084j -0.0022146+0.00118988j -0.00349236-0.000290529j -0.00177457+0.00276189j -0.0014301+0.00185471j 0.00371376+0.000727876j -0.000863384+0.00210381j -0.00163019+0.00139506j 0.00234207-0.00258266j -0.00129627+0.000283691j -0.00184907-0.00217045j 0.000918859+0.0017512j 0.00153735+0.000271568j 0.0021253-0.00243693j 0.00187498-0.00234389j -0.000618784+0.000674084j -0.000773202-0.000385936j -5.77803e-05+0.0003468j 0.00240162+7.03118e-05j -0.0025082-0.000899217j -0.00146005+0.000440636j 0.00187098+5.24066e-05j 1.9447e-05+0.000470856j -0.00177577-0.000682042j 
-0.00301169-0.000945565j 0.00287562-0.00541512j -5.06576e-07-0.00474445j -0.00217362-0.0035556j -0.0037076-0.00465154j -0.0014872+0.000803708j 0.00370964-0.00465854j 0.000312322+0.00684051j -0.00162723+0.00296444j 0.00110055+0.00350536j 7.62979e-05+0.00202446j 0.00408982+0.00368628j 0.000215416+0.00198446j 0.00221955+0.00179212j 0.00261804+0.00309087j -0.0047475+0.00374298j 0.000128807-0.000379433j -0.00177469-3.41444e-05j 0.00088496+0.00149603j 0.00422107+0.0033745j -0.00197023+0.00416437j -0.00146746+0.00235299j 0.000794122-0.00608345j 0.000217355-0.00218722j -0.000682513-0.00150472j 0.00126786+0.00150525j 0.00473921-0.00413075j 0.00227123-0.00300096j -0.00435272-6.48819e-05j -0.000503701-0.00319333j 0.00574281+0.00500868j 0.00181905+0.00171482j -0.00225878-0.00636143j 0.00402714-0.00332751j 0.00567772-0.00266774j -0.000179835+0.00468802j -0.000333906+0.00592633j -0.000474818-0.00503972j 0.00234414+0.000961178j 0.0018176+0.00124313j 0.00405063+0.00429559j -0.00033717-0.000334651j 0.00202351+0.00202633j -0.00143635-0.00336327j -0.000778029+0.000224894j -0.0013992-0.00286275j 0.00331605-0.00158606j 0.0015095-0.00402203j -0.00359304-0.00159889j 0.00309898+0.00138183j -0.00136384+0.000696421j -0.00206856-0.00195083j -0.00050032+0.00140203j -0.00122295+0.00380447j 0.0015127+0.00338044j 0.00705638+0.0035126j -0.00263559-0.000460813j -0.000670416-0.00290515j 0.000313792+0.00384615j 0.00411082-0.00344242j 0.000727242+0.00370486j -0.00518515-0.00305639j 0.000241145+0.000842083j 0.00125073+0.000216471j 0.000929352+0.00161669j 0.00264115+0.00092244j 0.000850198-0.00158852j 0.00384253+0.00470249j -0.00301568-0.00233405j -0.000766072-0.000905001j -0.00341094+0.00268463j -0.00414259+0.00118585j 0.0019564-0.00325284j 0.00595647+0.000385651j -0.00178789-0.00152516j -0.00579328+0.00029815j 0.00216836+0.0014171j 0.00594468+0.000932053j 0.00464073-0.000470973j 0.00598617+0.000226136j 0.00549184-0.000950885j 0.00202943-0.00374651j 0.00150138+0.000694776j 0.00052611+0.00442265j -0.000995265+8.38033e-05j -0.000414056-0.00424567j 0.000962147-0.00347501j 0.000257021-0.000985637j -0.00422183-0.000115263j -0.00266059+0.002676j 0.000798643-0.00163356j 0.000764774+0.0010548j 
-0.000869073+0.000803359j -0.000332934-0.00183196j 9.40066e-05-0.00114136j -0.00261787+0.000376421j 0.000759554-0.00709821j 0.00437547+0.00576776j 0.000615327-0.00163591j -0.00615441+0.00203739j -0.00239124+0.00158736j 1.61276e-05+0.000776914j -0.0021353-0.00093181j -0.00460532-0.000101705j 0.00101622+0.00309466j -0.000888902+0.00440564j 0.00274802-0.00221407j 0.000172221-0.00297844j -0.001033-0.00290787j -0.000246996+0.00265382j -0.00263383+0.00224398j -0.0019536+0.00121776j -0.000585624+0.00149848j -0.00301408+0.0014557j 0.0037967-0.00544899j 0.00339196+0.000183049j -0.000647379+0.00359023j -0.000310466-0.00126343j -0.00281379+0.00228456j -0.00190501-0.00218456j 0.0011024+0.00243499j 0.00185277+0.00518932j 0.00246559+0.00574822j -0.00107833-0.000488071j -0.00151616+0.00112772j 0.00170072-0.00254609j -0.00187197-0.0018023j 0.000420267+4.23199e-05j -0.00418578-0.000155663j -0.00405664-0.00262582j -0.000454408-0.00162336j 0.00128683+0.000216827j 0.000335369-0.00148685j 0.00146-0.000973189j 0.000482463-0.000814322j 0.00211396+0.00213918j -0.000556936-0.0026639j 0.000516771-0.00405673j -0.000428697+7.69194e-05j -0.00109687-0.00158816j -0.00103015-0.000846156j -0.00518233-0.00238502j 0.00340009+0.000151066j -0.00270518-0.0021558j -0.0025766+0.00537921j -0.00159183+0.00283445j -0.00654978+0.000719804j -0.00159136-0.000353613j -0.00266455-0.00304303j 0.000845646+0.0031151j -0.000198402+0.00131269j 0.0027687+0.00407621j -0.00016201+0.00140839j -0.00332076+0.00118958j -0.00242541+0.000656687j 0.0021021-0.0048747j 0.00154823-0.00299306j -0.00460656+0.000928835j -0.00105413+0.00142471j 0.00181445-0.00655892j 0.000739486-0.00424221j -0.00132356+0.00105117j -0.00229617-0.000224989j -0.00316986+0.00376841j -0.00239984+0.00489163j 0.00496565-0.00035673j 0.000209858+0.00560032j -0.0017564+0.00205384j 0.00756236-0.00625369j 0.00344202+0.00303561j -0.000198589-0.00161605j -0.000379517+0.00181586j -0.0033386+0.00255145j 0.00127307-0.000323839j -0.00160268-0.00169653j -0.00259179+0.000409158j 0.001014+0.000891061j 0.00108771-0.00157643j 0.000178205+0.000326891j -0.0059234-0.00267343j 0.00180734+0.00213603j 0.00310946-0.00171445j -0.00114007+0.000656806j -0.000898823-0.00102798j 
-0.00246052-0.00213799j 0.00282731-0.000619733j -0.000443116-0.000565779j 2.7623e-05-0.00332468j -0.0036451+0.000165469j 0.00122653+0.000622779j -0.00193099+0.00138756j -0.00128544-0.00497184j 0.000660166+0.000518457j -0.000292532-0.000640769j -0.000515705-0.00106506j 0.00103876+5.89219e-05j 0.000354834-0.000836768j 0.0013491-0.000345956j -0.000916936+0.002332j -0.00103135+0.00106346j -0.000403008+0.000566034j -0.000180192-0.00186198j 0.00183268+0.00102765j 0.00030895+0.00124221j 0.000538376+0.00126737j -0.00223849-0.000463845j 0.00145051+0.00114318j -0.00225583+0.0021886j 0.000138676+0.000151611j -0.00181495+0.00121876j 0.00136046+0.00275461j 0.00319759-0.00328999j -0.000663884+0.000833652j 0.00413118+0.00273347j -0.0008756+0.00200641j 0.000927756+0.000744229j -0.0015564-0.00276446j 0.00289628-0.00011169j -0.000811303+0.00247649j 0.00246466+9.939e-05j -0.0016916-0.00254912j 0.00108326+0.000702236j 0.00185428+0.00356986j 0.00106665+0.00208453j -0.000107883+0.00290863j -0.00130193-0.000313534j -0.00240013-0.000848012j 0.0021066+0.00315391j -0.000456426-0.00115789j 0.000346834-0.00157678j 0.00236816-0.00141704j 0.000848928-0.000682485j 0.000282364+0.00213336j 0.00222363-0.00222843j 0.000717465+0.00101081j 0.00130366+0.00122607j -0.00256954-0.000432982j -0.00520282+0.00150328j 0.00237633+0.00252675j -0.00050035-0.000354569j -0.000670451+0.000158942j -0.00192316+0.00295245j -0.00206526-6.05861e-05j 0.00198623+0.00428076j 0.00373654+0.00261732j 0.00352884-0.00413243j 0.00328143-0.000598288j -0.00131646-0.000194265j 0.000415762+0.00238753j -0.00283271+0.000813256j -4.7504e-05-0.000684955j 0.00178111-0.00340099j -7.83886e-05-0.000409288j -0.000503375+0.00308699j 0.00236997-0.000313195j 0.00228699-0.00283581j 0.000345715+0.000724203j -0.00150757-0.000801509j -3.41896e-05+0.00171591j 0.00135774+0.000252897j -0.00118741-0.00120569j -0.00127413+0.0015466j 0.000506144+0.00166543j 0.00162455-0.00140567j -1.34109e-05+0.0019j 0.000105764+0.00382908j -0.00245561+0.0020212j 0.00203647-0.00177166j -0.00370514-0.000913341j -0.000791239-0.000473227j -0.00279289-0.00087469j -0.000184581-0.000112942j 0.000435118+0.00124797j -0.00126454+0.00290737j 0.00153012-0.00265446j 0.00223256-0.000468192j 
0.00145782-0.000848912j 0.00150435+0.00213415j 0.00155411+0.000255261j 0.000483667-0.000775283j 0.00439739+0.00330342j -6.33892e-05-0.000109714j -0.000715489+0.00304741j -0.000716854-0.00349136j -0.000347085-0.00218141j -0.000859095-3.64846e-05j 0.000439459+0.00137061j -0.0010497+0.00155733j -0.00173729-0.00168226j 1.27964e-05-0.00201319j -0.00284886-0.00102557j -0.000141121-0.00159815j -0.00214097+0.000146467j 0.000124288-0.000552282j 0.000376826-0.00017296j -0.000784778+0.00016074j -0.000440003-7.02727e-05j 0.00150204-0.00120268j 0.00218541+0.00202355j -0.0013257+0.00386377j -1.59319e-06+0.000136753j 0.00144427-0.000341918j 0.00239936+0.0018044j 0.00277975-0.00343365j -0.00317002+0.000984811j -0.00180441-0.00409023j -0.00212747-0.000580626j -0.00148556-0.00171269j -0.00174083-0.00124435j 0.00162419-0.000443544j -0.00178844+0.00299174j 0.00162809-0.000773357j 0.00150941-0.00269451j 0.000149469+0.00330451j -0.00021124+0.00185726j -0.00265639+0.00157767j -0.00145871+0.00264342j -0.00139001+0.00110697j -0.00039277+0.00116494j 5.07817e-05+0.00492144j -0.00227597+0.001177j -0.00196279-0.00114699j 0.00282557-0.000830161j -0.000510079+0.00166267j -0.000738913+0.00308753j -0.00140392-0.00166155j 0.00271995-0.00229541j -0.00167645-0.000120933j -0.00195406+0.000930688j -0.00146034+0.00413328j -0.000851723+0.00140235j 0.00103559+0.00147302j -0.00151773+2.92761e-05j -0.00148977+0.000180387j 0.00106722-0.00127569j -0.00146977+0.00161828j 0.00244418+0.00101889j 0.00217416+0.000630142j 0.000556038-0.00180858j 0.000516429+0.00121988j -0.00197883+0.00168993j -0.00454055+0.000102167j 0.00487042-0.00283843j 0.00196561+0.00035637j -0.00595968+0.000997506j 5.41322e-05-0.00125079j -0.000805315-0.00429654j 0.00169603-0.00327908j -0.00343121-0.00406507j -0.00217655+0.000411126j 0.000992369-0.000540763j 0.00134215-0.00151502j -0.00340512+0.00150938j -0.00416089+4.56331e-05j -0.000355748+0.00215547j -0.00324499-0.000556709j -0.00168606-0.000817603j -0.00281155+0.00323006j 0.000533892-9.56973e-05j -0.00100761+1.99774e-05j 0.00277541+0.000212384j -0.0011918+0.00314643j -0.00177884+0.00207795j -0.00655528+7.63982e-05j -0.00134766-0.000236086j 0.00508483+0.00191244j -0.000139053-0.000309107j -0.00198198-0.000256208j 
0.00183203-0.000510916j 0.000489609+0.00167226j -0.000543534+0.000410462j -1.68227e-05+0.000706438j 0.00156298+0.000310646j 0.000140862-0.000707792j 9.32929e-05-0.000386294j -0.000904073+0.000352599j -0.00101445-0.00102941j 0.000352981-0.00036905j 0.000986582-0.000560244j 0.000402597+0.000204876j -0.000188604+0.00157639j -0.00101994+0.000627286j 0.000307373-0.00138776j 0.000574192-0.00144673j 0.000126974-7.5842e-05j -4.73793e-05+0.00144824j -0.00066702+0.000507776j -0.000168294-0.00143986j -0.000344156+0.000233385j -0.00109497+0.00060501j 0.00138346+0.000237178j 0.00123805+0.00118834j 0.000206181+0.00053326j -0.000368504-0.000345679j 0.000865846+0.000478117j -0.001806+0.00143921j -0.000728982-0.000507119j -0.00226045-0.000715785j 0.000418378-0.00142116j 0.000433692-0.00169415j -0.000898918+0.00129058j -0.00107242-0.000156698j 8.54954e-05+0.0014196j -0.00102069-0.000186177j 0.000788377-0.000601319j -0.00207228-0.000442785j -6.89519e-05-0.000213533j -0.00154995-0.000708247j -0.000713611-0.00135949j 0.000815839-0.00168511j -0.000105255+0.000636942j 0.00117351+0.000533533j -0.000472287+1.1915e-05j 6.47227e-05-0.00060638j 0.000386481+0.000965556j -0.00036762+0.00165653j -0.00088272+0.000446455j -0.00195223+0.00133069j 0.00023382-0.000903445j -0.00151395-0.00186172j 0.000374378+0.00132968j 0.00146791+0.00210329j -0.00113162-0.000491743j 0.000108131+0.000783246j -0.00177471-0.00117204j -0.000163649-0.00116052j 0.0019244+7.91119e-06j 0.000576811+3.58549e-05j 0.000457843-0.000334274j -0.000914411+0.00281284j -0.00147982+0.000436829j 0.000470643-0.000365719j -0.0015906-0.0004467j -0.000556209+0.00010634j 0.000142827-0.000465599j -0.00048179-0.00134726j -0.0012546-0.000822669j -0.00179152+0.00145287j 1.64885e-06+0.000443713j -0.000267175+0.000688254j -0.00030849+0.000332269j 0.000563293+0.00121879j 0.000282216+0.000152165j -9.64635e-05-0.000140834j 0.000406134-0.0013067j -0.000346301+0.000720607j -0.000314386-0.00163236j -0.00132491-0.00120025j -0.00201931+6.38844e-05j 0.000124246-0.00137056j 0.000687491-0.00148394j 0.000589507+0.000492485j 0.00184265-0.000402152j 0.000244066+0.000997925j -0.00116577+0.00147316j -0.00127899+0.00111777j -0.00174808+0.000241616j 0.00239586+0.00167104j 6.3156e-05+0.00153449j -0.00243397+0.000351515j 
-0.00354163+9.20712e-05j -0.00143107-0.00197878j -0.00227284+0.000630032j -0.000451241-0.00121924j -0.00366132-0.00526883j 0.000693888+0.00137621j 0.00263894-0.00209918j -0.00107783+0.00101738j -0.000769667+0.00154066j 0.00284891-0.00057452j -0.00220872-0.00125563j 0.0022947+0.000499971j -0.000702376+0.00387818j 9.78446e-05+0.00202894j 0.00297283-0.000709287j 0.00168461+0.00122033j 5.73503e-05-0.001922j -0.00147814+0.000679338j 0.00290628+0.00238287j 0.00181708+0.00179185j 0.00175974+0.00108979j -0.00342348+0.000629772j 0.00331006-0.00414758j -0.000546329-0.000956211j 0.000722061+0.0017267j -1.86831e-05+0.0014644j 0.00161331-0.000185799j -0.000406559+0.0025481j 0.00182178+0.000389931j -0.00060765+0.0013109j 0.00354099+0.00205115j 0.00346516+0.0012197j -0.00449665+0.00229546j -0.00178661-0.00220812j 8.60192e-05+0.000757684j -0.000623357+0.00291153j -0.000938392+0.00258524j -0.00356484-0.00109273j 0.0019043-0.00144851j 0.00114038-0.000694264j 0.00149883-0.00200771j 0.000213042-0.00367099j 0.000397887-0.00119305j 0.00214617-0.00337236j 0.000466786-0.00190703j 0.00077259-0.00041172j -0.00084861-0.00104809j 0.000666334-5.19762e-05j -0.000572566-0.00120951j -0.000137642+0.000318668j -0.00278419+0.00185364j 0.00156665-0.00339875j 0.000891881+0.00103765j 0.000399755+0.000555138j -0.000653069-0.00467233j -0.000445818+0.00093362j -0.00260883-0.0015652j 0.000599724-0.000162442j 0.00079353+0.00312651j 0.00355958+0.00104641j 0.000624407+0.0031688j -0.00145136+0.00258006j -9.81081e-05+0.00364112j 0.000971067+0.000207581j -0.00216978-0.00205569j 0.00106861+0.000848515j -0.00348495-0.000402189j -0.00108163-0.00412759j 0.00232463-0.00514927j 0.000411371+0.00450197j -0.00119278-0.000257693j -0.000421902+0.00246556j 0.00124329+0.000431452j 0.00272481-0.000930667j 0.000181928-0.00110489j 0.00034618+0.00113146j 0.00481022-0.00417568j 0.00050644+0.00104598j -0.00185959-0.0018638j 0.00221742+0.00198183j -0.000317092+0.000619457j 0.00148072-0.00169869j -0.000191535-0.00169572j -0.000836054+0.00342795j -0.00353713-0.00136869j 0.00280254-0.00114998j -0.000256-0.000541092j -6.18234e-05-0.00156349j -0.000681873-0.0002496j -0.00206265-0.00105436j 0.00180543-0.00107855j 0.00273158+0.000387393j 
-0.00170239-3.9243e-05j -0.000241546-0.000374892j -0.000252216+0.000284416j 0.000750714+0.000371448j -0.00284945-0.00222379j -0.00118966+0.000871963j 0.000521915-0.00288079j -0.001869+0.00080395j 0.000769184+0.00199587j 0.00115331-7.17641e-05j -0.00103591-0.00118024j 0.00119517-0.00058766j 0.00138308+0.000365899j 0.000677002+0.000445046j 0.00105271+0.000575127j 0.00154409+0.00225587j 0.00124983+0.000118637j -0.00167383-0.000923159j 0.0011466+0.000454411j 0.00110745+0.000244993j 9.73262e-05+0.000302174j -0.00182051+0.000658608j 0.00101767+0.000530111j -0.000252149-0.00185428j 0.000530932-0.000432364j -0.000310789-0.000403211j 0.000348775-0.00153491j -0.00109852-0.000605619j 0.00184471+0.000588665j 0.00156455+0.00269934j 0.00248395+0.00112457j 0.000771052+0.00136493j 0.00110524+0.00138443j -0.000924996+2.01055e-05j -0.000443274-4.61724e-05j -0.000412672+0.00272246j -3.57638e-05+0.00225309j -6.02566e-05-0.00138256j 0.000133259-0.000488628j 0.00248535+0.000667287j 0.00189149-0.000377881j -0.000318374-0.000819885j 0.000454661-0.0018489j 0.000104332-0.00364406j 0.000390946-0.000312447j -0.000981915+0.000846114j -0.000310994-0.000307683j 0.000489731-0.00051035j 0.000824301-0.000891116j 0.00109403+0.00103359j -0.0027507+0.000977071j 0.00105228-0.000155105j 0.00191149-0.00271688j 0.00169363-0.00353414j -2.82535e-05-0.000844177j -0.000919388-0.000876162j -0.000641825+0.000251192j 0.00107793-0.00123181j 0.000300813+0.000279336j 0.00246239+0.000593976j 0.000678755+0.00176475j -9.14479e-05-0.000143374j -0.0012129+0.00349185j -0.000200155-0.000973241j 0.000386373+0.000693969j 0.00232557+0.00161617j -0.00411734+0.00170807j -0.00221805-0.00204632j 0.00429467-0.0010568j 0.00144236+0.00175734j -0.000210649+0.00167129j -0.000538243+0.00136498j 0.0016792+0.00252507j 0.00161333-0.0012272j 0.000666394-0.000266503j -0.000728654+0.00075514j 0.000596788-8.11183e-05j -0.00111357-1.47662e-05j -0.00052654-0.000730759j 0.0014744+0.0010926j 0.0027149+0.000415j 0.00194911-0.00105758j -0.000391606+0.000419513j 0.000861875+0.000242318j -0.00174952+0.000376105j -0.000742238+0.000285552j 0.00048792-0.00131809j 0.00334837-0.000419233j 7.31772e-05+0.00149211j -0.00255404+0.000485376j 0.000729995+0.000555402j 0.000400389-0.000988832j 
0.00214048-0.00120787j 0.000179007+0.0022227j 0.00122039+6.35708e-05j -0.0043161+0.000898842j 0.00665821-0.00166069j 0.00156654-0.000223003j 0.00388737+0.00333472j 0.001046-0.00210719j -0.00221536-0.00126248j -0.00212597-0.00145355j -0.00333926+0.00281628j -0.00105004+0.00119187j -0.00268793+0.00156941j -7.27714e-05+0.0018446j -0.00190036+0.00228399j -0.000104276-0.00356613j -0.00523088-0.000828474j -0.00102281+0.0021193j 0.00168097-0.000214884j 0.001369+0.0021855j -8.70944e-05-0.00163651j -0.00242241-0.000207652j 0.00988827-0.00132357j -0.00512691+6.90649e-05j -0.00175303+0.00243035j 0.000771717-0.00253759j 0.00180026+0.00107183j 0.00213581-0.00327853j -0.00410552-0.00521945j -0.00115415-0.00291024j -0.00123094+0.00158861j 0.00380046-0.00190621j -0.00489178+0.00210237j -0.00166794-0.000911376j -0.00134637-0.00120177j 0.00315002-0.000569893j -0.00105944+0.00153155j -0.00579882+0.0017133j 0.00174705+0.000550066j -0.00199734+0.00128467j -0.00215176+0.0022926j -0.000305014-0.00106025j -0.00175972-0.00193459j 0.00039204+0.00382411j -0.00140364-0.000878961j -0.00176461+0.000454758j 0.00270743-0.00226149j -0.000493771+0.00183539j -0.000227227+0.00130237j -0.00212873-0.000751899j -0.000884791+0.00141473j -0.00335555-0.000903837j 0.00208289-0.000761396j 0.00210749+0.00060919j -0.00379443-0.00200862j -0.000756255+0.00579072j -0.00309972-0.000201309j -0.000803286+0.001124j 0.0031672-0.000915637j 0.00226223+0.000887779j 0.00237609+0.00222572j 0.00149243+0.00475397j -0.00172843+0.00201874j 0.00109646-0.000406977j -0.00454172-0.00101862j -0.00234298+0.00326741j 0.000710249-0.00462116j -0.00223111-0.00216621j -0.00359535+6.58794e-05j -0.000390912+0.000593912j -0.00183198-0.00525559j -0.000664184-0.000257883j -0.00387239-0.00247581j -0.00106158+0.00152664j -0.000911967+0.000356179j 0.00240733-0.000992449j 0.00195698-0.00106322j 0.00130913-4.48372e-05j -0.00242699+0.00117931j 6.87417e-05+0.000984441j -0.00132345+0.00167403j -0.000908494+0.00224866j -0.000466323-0.00169479j -0.000715857+0.00184054j -0.00207506+0.000678236j 0.00047677+0.00527727j -0.00456814-0.0021025j 0.00180894-0.00176252j -0.00238406+0.00632648j 8.61283e-05+0.00114585j 0.00123289+0.00519921j -0.00302838-0.000314634j 
0.000951507+0.00200595j -0.00076895+0.00265777j 0.000232318+0.00460311j -0.00436554+0.00488285j 0.00346832-0.00331818j 0.000857137+0.00204462j 0.00308464-0.000858303j -0.000967191+0.0030203j -0.00185058+0.000309364j -0.00240359+0.00200156j -0.00400561-0.00102419j -0.000103124+0.000781792j -0.00289029+0.000151435j -0.000512502+0.00189178j -0.00279942+0.00184951j 0.00368027-0.00153918j -0.00365721-0.00256717j -0.00398363+0.00219131j 0.00119938+0.000723064j 0.000696504+0.00328743j -0.00127211+0.00245284j -0.00273884+0.000834408j 0.00564856-0.00529351j -0.00486827-0.000664786j 0.0033198-0.000770611j 0.00098111-0.0033613j 0.00268041-0.00236944j -0.000226459-0.00320105j -0.0014525-0.00507954j 0.00346514-0.00316825j -0.000163481+0.000920778j 0.00112753-0.00193393j 0.00114858+0.00344917j -0.00122682+0.000141302j -0.00254978-0.00173951j -0.000867152-0.00128252j 2.25276e-06-0.00169097j -0.0053502-0.00245723j 0.000834907+0.00124392j -0.000504011+0.00284095j 0.000202275+0.00358908j -4.41961e-05+0.000379703j -5.26631e-05-0.00404737j -0.000430422-0.00144099j -0.000175811-0.00109559j -0.00180973+0.00311231j 0.00351886-0.00136806j -0.00117681+0.000174684j -0.00172414+0.000530727j -0.00184748+0.0017796j 0.00350497+0.00125511j -0.00376989-0.00346938j 0.000389645-0.000799114j 0.00232505-0.00196927j -0.00215628-0.00439326j -0.00342659+0.00511255j -0.00185237+0.000381405j 0.00165306+1.37429e-05j 0.00307608-0.000391495j -0.00385327-0.00110882j -0.00248406+0.00220399j -0.000679006+0.00137953j -0.00157424+0.00454347j 0.00451542-0.000355778j -0.00395478-0.00103978j -0.00110563-0.000655991j 0.00140493-0.00192704j -0.000424395-0.00443751j -0.00399728+0.00459166j -0.0041859+0.000788687j -0.00243383-0.00267698j -0.000161139+0.000408719j -0.00111061+0.000241424j 0.00112175+0.0026831j 0.00233098+0.000951555j 0.00111448-0.00149628j -0.00176512-0.000713735j 0.00228626+0.00048985j -0.00134708+0.000857411j 0.000681968+0.000855069j 0.00312269-0.00028419j 0.00191497-0.00169263j -0.000635704-0.00187409j -0.00178877+0.000358305j 0.00207203+0.00336453j -0.000197632+0.00270648j 0.00238575-0.0007451j -0.000768556-0.00107106j 0.000100834+0.00408404j 0.000903873-0.00232127j 0.00126736+0.00549123j -0.0044214-0.000779163j 
