0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
-0.00325956-0.00203169j 0.00165985-0.00119099j -0.00193287-0.00105824j 0.00194542-0.00408311j -0.00326609-0.000712109j 0.000852584-0.00180775j 0.000490781+0.00024832j -0.000511111+3.76681e-05j -0.00266074+0.000772327j 0.000254143-0.000393329j 0.0014618+0.000795738j 0.000236297-2.51253e-05j -0.000850672+0.00122228j 0.000821934-9.7989e-05j 0.000382097-0.00154911j -0.00183851+0.00138325j -0.0020331-0.000301293j -0.00134086-0.0029178j -0.000263535+0.00062037j 0.00216586+3.96887e-05j 0.00160329+0.00053168j 0.000814125+0.000567049j 0.00119168+0.00086962j 0.00181441-0.00053661j -0.000245796-0.00163251j -0.00179051+0.00163153j 0.000785564-0.000386503j 0.000693716+0.00269401j 0.00501464+0.00178941j -0.00190998-0.000452611j 0.0037813-0.00123958j -0.000582259-0.00199065j -0.00227923-0.000132284j -0.000848028-1.71167e-05j 0.00102506-0.000147142j 0.00206251+0.000425855j -0.00231093+0.000435186j -0.00120438-0.00306993j -0.00145022-4.66892e-05j -0.000586913-0.000723181j -0.00125234+0.00261109j 5.93149e-05+0.000465668j -0.0010668-0.000876683j 0.00178304-0.00160799j -8.52812e-06+0.00157315j -0.000279179-0.00295875j 4.33224e-05+0.000146685j 0.00206683+0.00217799j 0.00290809-0.000927866j 0.000165781-0.00114869j -0.00108001-0.00176863j 0.00183437-0.000188896j 0.000835175-0.000986702j -0.00270846+0.00227992j -0.001754+0.000766613j -0.000949497+0.00329607j -0.00236334-0.00454295j -0.00310131+0.00118344j -0.00218602+0.00487196j 0.00632949+0.00183362j 0.00703312+1.32429e-05j 2.34552e-05+0.000473931j -0.000893776+0.000328373j -0.00203768+0.00362962j -0.000520988-0.000494861j -0.00293603+0.00280216j -0.00500129+0.00142673j -0.000161345+0.00250647j 0.00185615-0.00292488j -0.00108415+0.00381581j 0.0021661-0.00146578j 0.0027151-0.00335715j -0.00315456-0.00366086j -0.000689053-0.00225567j -0.00405128+0.000563763j 0.000322966+0.00120296j 0.000854356+0.00286785j -0.00347112+0.00273052j 3.35357e-05-0.000362621j 0.00206449+0.00162608j 0.00114961+0.000739771j -0.00472768-0.00373443j -0.00088902-0.00331035j -0.00421057+0.00159358j -0.00438371-0.00230611j -0.000236918+0.000698049j 0.000457899+0.00293905j -0.00433967-0.00188763j 0.000373304-0.00307758j -0.00264332+0.00135965j 0.000874562-0.00345016j 0.00443285+0.000293372j 
-0.00201951+0.00487817j -0.00388007-0.00265157j -0.000149495+0.000863528j 0.00112957+0.004465j 0.00494319+0.00132139j -0.00138086+0.00256355j -0.00297474-0.00140096j 0.00516168-0.000822609j -0.00138819+0.000199068j 0.00198804-0.00157936j -0.00183879-0.000659903j -0.00247961-0.0026428j -0.000759223-0.00164135j 0.000407502+0.000285132j -0.000867587+0.00231684j 0.00128255+0.000988752j 0.00164508+0.000130273j 0.000952564+0.00189365j -0.000921333+0.00195343j -0.0042296-0.00181179j 0.000302337+0.00118008j -0.00112562+0.00359411j -0.000386946-0.00310779j -0.00395084+0.000331916j -0.00300709-0.0001879j -0.00104616+0.000260907j -0.00640619+0.000890112j 0.00536897-0.00298365j -0.00205494+0.000854758j -0.000717958-0.000115521j 2.23335e-05+0.000503995j -0.000310467-0.00495995j 0.00491216-0.00142988j -0.00163592+0.00315529j 0.000304772+0.000809262j 0.000238783-0.0034639j -0.00294403+0.00169685j 0.0022771-0.000222892j -0.00310971+0.00221127j -0.000258298+0.000120393j -0.000111863+0.00255917j 0.00012629+0.000691675j -0.0019353+0.00124255j -0.000234673-0.00379749j 0.00109214+0.000469855j 0.00223595-0.00422589j -9.2703e-05+0.00310771j -0.000613482+0.00457186j -0.00209825-4.30106e-05j -0.0041319+0.00604965j 0.00406626-0.00721366j 0.000873069-0.00160174j -0.00307067+0.00173253j 0.000222491-0.000336419j 0.000843571+0.00119805j -0.00224009+0.00253639j 0.000364428-0.00459623j 0.00132092-0.00386763j -0.000280414+0.00358349j -0.000506059-0.000737653j -0.00156813+0.00152593j 0.000568884-0.000497391j -0.000380725-0.000447624j 0.00102387-0.000750011j 0.00227569-0.0083989j -0.00251941+0.00126281j -0.00574353+0.00730244j -0.00328935-0.00132848j 0.00157974-0.000442815j 0.00404987-0.00273017j 0.000805338+0.0052997j 0.000999562-0.00119857j -0.00242761-0.000932492j 0.000734035-0.00337139j -0.00210061-0.0015139j -0.000508203+0.000567428j 0.000728343-0.000892534j -0.00555051+0.00269692j -0.00561501+0.000729804j 0.00731832+0.0018906j -0.00115815+0.00122852j -0.00430913-0.00104031j -0.00359886+0.00026796j -0.00674831-0.00193985j -0.00236835+0.0015814j 0.00561475-0.00178363j 0.00302367+0.00341217j -0.000718912+0.00439711j 0.00807117+0.00355391j 0.000277829-0.00897957j -0.000599087-0.00240337j 0.00322652-0.00228494j 
0.00787908+0.00246799j -0.00147982+0.00659772j 0.0029545-0.00195168j 0.000495628+0.00727291j 0.00370238+0.00170704j -0.000349268-0.00460622j 0.00129079-0.00385007j 0.00136943-0.000567363j -0.00277015-0.00353222j 6.03547e-05-0.00287917j -0.00253274+0.00045226j -0.00172225-0.00162104j -0.00499095+0.000154386j -0.00342771-0.00124273j 1.03899e-05+0.00189626j -0.00181966-0.000318399j 0.00357404+0.00185942j -0.0019643+0.00768462j -0.00177375-0.00100886j -0.000536248-0.00338529j -0.00284003-0.00154661j -0.00342685+0.00479231j 0.000592673-0.00467134j 0.00109956+0.0034949j -0.00224378+0.00187831j -0.00361108+0.000808556j 0.00120673-0.00157303j 0.00399096+0.00120208j -6.88178e-05-0.00228261j -7.81515e-05+0.00185029j 0.0018799-0.00172049j 0.000684693-0.00333787j 0.00438548+0.00128252j 0.000977852-0.00245347j 0.00110518+0.00087941j -0.000840421-0.00301379j -0.00435638-0.00163462j -0.000638447-0.00514707j -0.00159459+0.00302771j -0.000634571+0.000450181j 0.000480685+0.000840359j 0.000224711+0.00204494j -0.00353313-0.000808519j -0.00272726-0.00479159j 0.00101867+0.000450142j 0.00113351-0.00327767j 0.00408738+0.00243902j 0.00144381+0.00631496j 0.000259159+2.07139e-05j 0.000100471+0.00528444j -0.00430245-0.00731824j -0.00108032-6.28992e-05j 0.000588672-0.00447851j 0.0033001-0.00162288j 0.00173611+0.000202036j -0.00386148+0.00466006j -0.0035794-0.000354015j 0.000258636-0.000270281j 0.000154714+0.00108326j -0.00180819+0.000145274j -0.00361461-0.0052772j 0.000935493+0.000693273j 0.000196758+0.000677449j -0.000541041+0.00383291j -0.00497547-0.000384141j -0.00232987-8.98304e-05j -0.00417266+0.00464243j -0.00187083-0.000884499j 0.00110739+0.000371485j 0.000850513-0.00127468j 0.00194817-0.00119411j 0.00154193-0.00507812j -0.00174891-0.00372589j -0.00177055+0.00158379j -0.00036523-0.000544894j -0.00448197-0.00136368j 0.00272352+0.00169979j -0.00209533+0.00335755j -0.0085821+0.00107108j 0.00101352+0.00277834j -0.00129641+0.00137468j -0.00198131-0.00156792j 0.000734101+0.001525j -0.00239147-0.00054703j -0.00272898-0.00196362j 0.00502073+0.00062057j 0.00356888+0.00472044j -0.00201665+0.00205125j 0.00205752+0.00588238j -0.00271829+0.0022487j -0.00324945+0.0076056j -0.0057346-0.0077496j 
0.00709617+0.000369614j -0.00105601+0.00716823j 0.00584021-0.00337939j -0.00272252+0.00386572j -0.0022289+0.00310659j 0.00222361-0.00144055j 0.00613131-0.00342239j -6.75807e-05+0.000199227j -0.00130215-0.00392179j -0.00247391-0.00369768j -0.00497079+0.00364227j -0.000947177-0.00145957j -0.00438559-0.000396431j -0.0030497-0.00349702j -0.000286334+0.00136332j -0.000110472-0.000608625j 0.00230625-0.00447012j 0.000846691+0.00161832j -0.00367541-0.00413302j 0.00557813-0.000387853j -0.0016736-0.00441698j -0.003032+0.00531052j -0.000378626-0.00674177j 0.00379547+0.00246418j 0.00139211+0.00242312j -0.00383526-0.000944197j 0.00455762-0.002537j -0.00176105+0.0077401j 0.00449007+0.000787371j 0.000620439+7.52131e-05j 0.00192624-0.00322401j -0.00171712+0.00014574j 0.000635028+0.000184752j 0.00473469-0.00737859j 0.000924741+0.00143061j -0.000987299-0.000392334j -0.0031339+0.00118074j -0.000146697-0.0052039j 0.000137561+0.000447639j -0.00260696+0.000768432j -0.0016007-0.000352855j 0.00398583+0.00344543j -0.00102006-0.00329105j 0.000797903-0.00732705j -0.00154862-0.00117427j 0.00167107-0.0024665j 0.00797935+0.0036705j 0.00286376+0.00455331j 4.67701e-05+0.00118381j 0.00777537-0.000359184j -0.0047947-0.00555951j 0.00122311-0.00442029j 0.00270633-0.0076147j 0.00253125-0.000927919j 0.000241581-0.00172138j 0.00383136+0.00120035j -0.00442746+0.00266137j 0.00456201+0.000843487j -0.00270928+0.00244389j -0.00423229-0.000287265j -0.00275274-0.0103661j 0.00410306+0.00438693j 0.00253599+0.00221934j -0.00333584+0.00789946j -0.00109642+0.00188744j -0.00170086-0.000946327j -0.00261267-0.00190519j -7.50433e-05+0.00306362j -0.000237276-0.00611636j -0.00491081+0.00263518j 0.00264373-0.00749574j 0.0031342-0.00665684j -0.004178-0.00330474j -0.00515466+0.00320638j -0.000230872+0.00143895j -0.00687284-0.000523379j 0.000662224+0.00132137j 0.00205184+0.00360295j -0.00848441+0.000585616j -0.00081433+0.00105555j 0.00200321+0.000760038j -0.00141072+0.00448757j -0.00101692+0.00445475j 3.66886e-05+0.00747136j 0.00199709-0.00611088j -0.000286573+0.00097653j 0.00233461+0.00553766j -0.00356613-0.00179515j 0.000768491+0.00595139j -0.00518336-0.00374421j -0.00275132+0.00833865j -0.00322061-0.004513j 
0.00167544-0.00210869j 0.00186859+0.000852609j 0.00019352-0.000775011j -0.00308218+0.000254925j -0.00189697+0.00366657j -0.00152325+0.00393717j -0.00212371+0.000277201j 0.00536004-0.00234805j 0.00121547-0.00148931j -0.00272342-0.00291006j -0.00268425-0.0029131j -0.00189136-0.0014153j -0.00138604-0.000260691j 0.000984506+0.000751484j 0.000147487+0.000252992j -0.000630169-0.00173279j 0.000372688-0.00290881j 0.0045952+0.00432444j 0.000182728+0.00123022j -0.00129828-0.00187974j -0.000965534+0.000565427j -0.000399917-0.000224082j 0.00275345+0.00111888j -0.000250722+0.000971317j -0.00180953+0.00060123j 0.000328091-0.00291893j 0.000333342+0.00263396j 0.00118318-0.00115911j -0.00645345+0.000206095j -0.00121987+0.00055947j -0.000121573+0.00499335j 0.00180801-7.65191e-05j 0.00121712-0.00249253j -0.00326976-0.00145414j 0.00219918+0.00229916j 0.00250305+0.00378824j -0.000797476-0.00251361j 0.00210768+0.00411871j 0.00107802+0.00030936j -0.00245129+0.00164063j -0.00314954+0.000430159j -0.00143593-0.00014776j -0.00110722+0.00269146j -0.00178894-0.000117446j -0.00220174-0.00470637j -0.000359672-0.00364145j 0.00164585-0.00273301j -0.00431759-0.00286012j -0.0037083+0.00253419j -0.00133631-0.00105935j 0.00017456+6.24719e-05j 0.00226661-0.00398105j -0.000179729-0.00211889j 0.00322049+0.000779212j 8.27263e-05-0.000442613j 0.000802158+0.00302958j 0.00172782+0.00146899j 0.00695494+0.00390852j 0.00172055-0.00170014j -0.000788637-0.000961577j -0.00190912+0.00105246j 0.00267578+0.00355023j -0.00121263+0.00144518j 0.00162354+0.000166329j 0.00308481-0.00584988j -0.000301538+0.00538395j -0.000443853+0.00200811j -0.0028774+0.00138595j 0.00245085+0.0040335j 0.00143041+0.00129689j -0.00254804+0.00287066j -0.0056664+0.00102118j -0.00189707+0.00472934j -0.00286198-0.00160347j 0.00243786+0.00071152j -0.00393955+3.72672e-05j 0.00057113-0.00164416j -0.000501555-0.0061049j 0.00297726+0.00391663j 0.00381841-0.00519316j -0.00139557-0.00194758j 0.00463864+0.00198131j 0.00384076-0.000711108j 0.0012027-0.00251995j 0.00207124+0.000510337j 0.000395895+0.000100876j -0.00176747-0.00079374j -0.000543436+0.000592428j -0.00215553+0.00151202j 0.000117022+0.00388033j 0.00215134+0.00189041j -0.00185673+0.000990482j 
-0.000983777+0.00390783j -0.00276812-0.000978032j -0.00230727+0.000566587j -0.000858133+0.00431052j 0.00596509-0.000537177j 0.0014666-0.000869278j -0.00179701+0.00146909j -0.00115025-0.00227349j 0.00343757-0.00298113j -6.1083e-05+0.0017517j -0.0025026-0.00247279j -0.00170122-0.000596078j -0.000619492-0.00109964j 0.000573099-0.00476275j 0.00367135-0.00184938j -0.00382082-0.00120472j 0.00168555+0.00352269j -0.00609453+0.00481041j 0.00542737+0.0051685j -0.00381033+0.0055489j 0.000416189-0.00184631j 0.00154998-0.00250575j -0.00333457-0.00387545j -0.00230771+0.00110641j -0.00236917+0.00182875j -0.000164643-0.00144007j 0.00102821-0.00650825j -0.00163948-0.00320056j 0.00130967+0.00214068j 0.00417683-0.00160154j -0.00122511-0.00154905j 0.00423516+0.0014938j -0.00291994+0.00579264j -0.00125421+0.00180024j 0.000915879-0.00334608j 0.00216224-0.00352774j 0.000694038-0.00495599j 0.00498043+0.000216201j 0.000916673-0.00403535j 0.00190687-0.0014157j 0.00147895-0.00442248j -0.00493812-0.00177057j -0.00499047-0.000653338j 0.000744015-2.61294e-05j 0.00444402+0.00224613j -0.00247091+0.00383099j -0.00358923+0.00201802j -0.00103164-0.00170592j 0.00391206+0.000279651j -0.00450253+0.00345324j -0.000835389+0.00284252j -0.00546084+0.00309797j -0.00408452+0.001635j -0.00112111-0.00684578j -0.00461394-0.00410088j -0.00536879-0.00210157j -0.000355081+0.00213512j -0.00621337-0.00629727j 0.00398826-0.00402556j -0.00602276+0.00747413j -0.00590394+0.00685205j -0.00445441-0.00277391j 0.00196092-0.000822786j 0.00124055-0.00375039j -0.00466389-0.000531504j 0.00397064-5.43676e-05j 0.000677763+0.00155078j -0.00121631+0.00102678j 0.0045907+0.00329058j -0.00202661-0.00181788j -0.000331869-0.0020929j 0.00227276+0.00415881j 0.00372086+0.00210875j -0.00211046+0.0029604j -0.000613581+0.00204366j -0.000579502+0.000110975j 0.00027543+0.00116623j -0.00225377-0.00379348j -0.000198352-0.00333493j -0.00845306+0.00172656j -0.0035918+0.00372405j 0.00266074+0.00142957j 0.000787295+0.00331061j -0.0020188+0.000819814j 0.000306667+0.0019478j 0.000821454-0.00239502j 0.00033153-0.00443268j 0.00403466+0.00226604j 0.00535045-0.00378793j 0.001184+0.000104135j 0.000759092-0.0053625j 0.00131828+4.34606e-05j 
0.000880532-0.000697422j -0.000581127-0.000236759j 0.00592231-0.001796j -0.000590578+0.00161017j -0.00136311-0.00161222j 0.00101895+0.00528749j 0.00536112-0.0030704j -0.00329341+0.00346397j 0.00435413+0.00429909j -0.00127623+0.000736001j 0.00584748+0.000745811j -0.00248277+0.00200939j 0.00214957-0.000995776j -0.0014036+0.0035356j -0.00456091+0.00324505j 0.00558114-0.00357802j -0.00431975+0.00263718j 0.00243422+0.00207853j -0.00249366-0.00627594j -2.18895e-05-0.0112954j -0.00508837-0.00131692j -0.00260118-0.00230219j 0.00337579-0.000254954j 0.00151574+0.00234767j 0.00306029+0.00558461j -0.000779486-0.000959664j -0.000753681+0.00449932j -0.00100609+0.000572807j -0.0012293+0.00162218j 0.00338249+0.000754415j 0.00159461+0.00217119j -0.00402213+0.0026665j 0.00439414+3.70091e-05j 0.00440462+0.000720264j -0.00470079-0.00385955j -0.00151066+0.00341624j 5.75825e-05+0.0029921j 0.00108845+0.00204094j 0.000129236-0.000921567j -0.00464101+0.00171656j -0.000906774-0.000391958j 0.00375896+0.0025999j 0.00602505+0.00442111j -0.00185732+0.000347239j -0.00283474-0.001353j 0.00642082+0.00130871j 0.00224267+0.00158107j -0.00291847+0.000563745j -0.00703401-0.00396171j 0.00235038-0.000782877j 0.00123899+0.00313738j 0.0032086+0.00180454j 0.00362216+0.00526132j 0.00131006-0.000232764j 0.00254668-0.000132031j 0.00811245-0.00445338j 0.0038469+0.00202868j 0.00479805+0.00028599j -0.00401085-0.00413845j 2.9514e-05-0.00672588j -0.00309841-0.00831559j 0.00246438+0.00191718j 0.000349161-0.000640405j -0.00321793-0.00602476j 0.000258291+0.00141478j -0.000181076-0.00558028j 0.0033055-0.0025082j 0.002195-0.0028692j -0.00246748+0.0005881j 0.00238787-0.00154837j 0.000281777-0.000378996j 0.00484261+0.00117308j 0.00217498-0.0024948j 0.000198962+0.00195795j -0.00188129-0.00348524j 0.00220609-0.000626196j 0.00155389+0.00368238j 0.00566608+0.00299794j 0.00271869-0.00104683j -0.00355997+0.00409789j 0.00290962-0.00104975j -0.000297811-0.00184047j -0.00247542+0.00292632j 0.00234254+0.000166141j -0.000818178-0.00123836j -0.00375665-0.00102211j -0.00405264-0.00308417j 0.00265946-0.00238185j -0.00586651+0.00103478j 0.00179956-0.00849802j -0.00463078+0.00589959j -0.00203081+0.00202531j 
0.00388581+0.00176683j -0.000967981+0.00222955j -0.00118659+0.000101401j 0.000856366+0.00364104j 0.00610315+0.00104512j -0.000239271-0.0039767j -0.00208359+0.00178162j -0.00191317-0.00260996j 0.000204262+9.39739e-05j 0.000542296+0.000297514j -0.00012395-0.0047589j -0.000702401-0.00131919j -0.0022988-0.0053817j -0.0014822-0.000659056j 0.00303701+0.00272481j 0.000211114+0.000656873j 0.00427983+0.00466287j -0.00606719+0.0042795j 0.00105014+0.00185279j -0.00341252+0.000583426j -0.0030704-0.00176701j -0.00197233+0.00355125j -0.000532335-0.00196225j -0.00257331+0.00576813j -0.00320944+0.00471193j -0.00195002+0.0044596j -0.00179538-0.00149668j -0.00383244+0.000699039j -0.0024439-0.00159964j 0.0055609-1.21228e-05j -0.00278216-0.00411572j -0.000695094-0.00135972j 0.00351728-0.000300863j 0.00279868+0.00227277j -0.00167121+0.0042622j -0.000138509-0.00706863j 0.00124507-0.000304627j -0.000258281-0.00186817j 0.00249655+0.000147376j -0.00200546-0.00454475j 0.00055102-0.00607917j -0.000206621-0.00134831j -0.00377522-0.00208352j 0.00481725-0.000928982j 0.00413397+0.00136482j 0.00190942+0.000580655j -0.00254098+0.00209051j 0.002483+0.000438685j 0.000829523+0.00204365j -0.00466329+0.00450015j -0.000705041-0.00432244j -0.00144423-0.00123721j -0.00577169+0.00343139j -0.00333072-0.00200439j -0.00282374-0.00334837j -0.00168781-0.00133572j -0.00148699+0.00305116j -0.00652676-0.00539408j 0.00446881+0.00296762j -0.00575206-0.00115995j -0.00713692+0.00139341j -0.00307136-0.00162214j -0.00144202-0.00229998j 0.00340768-0.00152123j -0.00182933-0.00321011j -0.00265922+0.000148189j -0.00483382+0.00504222j -0.000886716-0.00185196j 0.000905906-0.00580051j 0.000868916-0.00367492j 0.00388657-0.000904109j -0.000437463-0.00134507j 0.000931157-0.00404724j 0.00569412+0.00275477j 0.0019924+0.00507244j -0.000147376+0.000660032j -0.00245847-0.000227789j 0.00298563+0.00274425j -0.00519607+0.00226276j 0.00461112+4.59847e-05j 0.000268543+0.00450888j -0.00311554+0.00683023j -0.00521454+0.00494019j 0.00137517+0.0016514j -0.000166923-0.00257784j 0.00270673-0.00366179j -0.00192853-0.00368037j 0.00853246+0.0106073j 0.00531314+0.00547278j -0.000371987-0.00873319j -0.00144771+0.00483938j -0.00460523-0.00147799j 
-0.00240854+0.0032421j -0.00395224-0.00238418j -0.00115832-0.000190647j 0.00359585-0.00302545j 0.000410331-0.00284387j -0.00176424-0.00332472j 0.00129993+0.00105617j 0.00185491-3.4017e-05j -0.00206958-0.00262901j 0.00276465-0.00264876j 0.00140653+0.000194029j 0.00135034+0.00133194j -0.000608-0.000814629j -0.000377351-0.00209537j -0.00057775-0.00160757j -0.00155997+0.000317947j 0.00154028+0.00128757j 0.00215753-0.00192268j -0.000703644+0.00126087j -0.00160063+0.00153413j 0.00101515-0.00388677j -0.000197363-0.00317742j -0.00396124-0.00091887j 0.0051163-0.00383869j 0.000997949-0.00211807j 0.00060101+0.00312131j -0.000692484+0.0002507j -0.000466677-0.00590543j 0.00184178-0.003213j -0.00402313+0.00165854j 0.00295039-0.00135255j -0.00175435+0.00228653j -0.000606059-0.00335166j 0.000343442+0.0044631j 0.000426419+0.00601455j -0.00315613-0.00215726j -0.00157154+0.00187985j 0.000263343+5.90924e-05j 0.00477505+0.00445732j 0.0083834+0.000384343j 0.00945213+0.00157337j 0.00281567-0.000667454j -0.00337985-0.00188697j 0.00166436-0.00078246j 0.00351201+0.000740419j 0.00178627+0.00245326j 0.000360474+0.00165158j 0.00169329+0.000981585j 0.000607682+0.00124903j 0.00220419+0.00418622j -0.00528902-0.00378668j -0.00445005-0.00308886j 0.00412949-0.000979595j 0.00253375-0.00138896j 0.00491381+0.00165035j -0.000472714+0.00383655j -0.00521609-0.0061588j -0.00356188-0.000545898j -0.000399047+0.000680642j 0.00479031+0.00671526j 0.00249183+0.00358108j -0.00226628+0.00289806j -0.00152347+0.00030275j 9.4212e-07+0.00198789j -0.000807962+0.0040836j 0.000846766-0.00507358j 0.00203138-0.000358446j -0.00369966-0.00578884j -0.00049526-0.00386806j 0.00594506-0.00506209j 0.00225692+0.00316229j 0.000969668+0.000414462j -0.00336658+0.00131643j 0.00543245-0.00124283j 0.00360891-0.00187951j -0.00212916+0.000938373j -0.00146693-0.00381087j -0.00595862+0.00626958j -0.00766713-0.00359273j -0.000252474+0.0048967j 0.0004236+0.00261153j -0.00767063-0.0011952j 0.000160248-0.00112605j -0.00158318-0.00498512j -0.000555327+0.00571712j 0.00256934+0.00242391j 0.00634717+0.00335744j -0.00507526-0.00623146j 0.00278202-0.000218821j 7.74409e-05+0.00825092j 0.000563292-0.00745912j 0.00473155-0.00288842j 
0.00169205+0.00180559j -0.00254745+0.00101616j 0.00198277-0.00393861j 0.00117295-0.000510325j 0.000840317+0.0016032j 0.000310904-0.00107116j 0.00741915-0.000839237j 0.00163518+0.000401449j -0.000827409-0.00443807j -0.000936148-0.00577199j 0.000998192+0.00023054j 0.000919532+0.000392537j -0.00340169-0.00263604j -0.00273152-0.00203227j 0.000237575+0.00362323j -0.00235803-0.00153885j 0.00431149+0.00165457j 0.00214935+0.00279294j -5.89033e-05-0.00320416j 0.00173265-0.00353161j -0.00265149-0.00663824j -0.00321637-6.9386e-05j -0.00203958-0.00111568j 0.00353499-0.00189886j 0.0011773+0.00147279j -0.00193838-0.0008873j 0.00464772+0.000542334j -0.00599629-0.00331176j 0.00113846-0.000229082j -0.0034342+0.00219412j 0.00349215+0.00116327j 1.64316e-05+0.00695473j 0.000430648-0.00199201j 0.0022531-0.000102124j 0.000438861+0.00778367j -0.00171655+0.00177935j 0.000786016+0.00140513j 0.00364105+0.00152213j 0.00350155+0.00341813j 0.00257529-0.00127423j 0.00566426-0.00306438j 0.0029438+0.0018403j -0.00438272+0.00350738j 0.0015699-0.00207794j 0.000808547-0.00221715j 0.00527407-0.000960811j 0.00716571+0.00129136j 0.00198399+0.0024146j -0.00524992+0.000726615j 0.000383841+0.000261212j -0.00363517-0.00161757j -0.00503651-0.00476477j 0.00326118-0.00212263j 0.00749378-0.00630681j 0.00371701-0.00324856j 0.00245425-0.00118278j -0.00226332+0.0021406j 0.00151731-0.000963113j 0.000235641-0.00416776j 0.00143644+0.00492862j -0.00661531-0.000994684j -0.00316984+0.0020315j 0.00181064+0.00344174j -0.00134759+0.000718316j -0.00283563+0.00227771j -0.000228317-0.00778793j 0.00421167-0.00296987j -0.00404724-0.00582938j 2.56639e-05-0.00124976j 0.00310986-0.00179094j 0.000845896+0.00163662j 0.00411511+0.00089721j -0.00188043+0.00410779j 0.00155204+0.00448572j 0.00266239-0.00289951j -0.00458216+0.000340681j 0.00221438-0.00248991j 0.000241862+0.00121399j -0.00575045-0.00486961j -0.00371559+0.00820906j 0.00154528+0.00497652j -0.00462423+0.00187059j 0.00296583+0.00506807j -0.000151343-0.00538422j -0.00222063+0.00371535j 0.000347638+0.00229669j 0.00168269-0.000605773j -0.00238086-0.00419595j 0.00108659+9.4215e-05j -0.000240072+0.00522388j 0.000619903-0.000872104j -0.000264045-0.00203003j 
