-0.0478419-0.0320972j -0.0343334-0.0289253j -0.0169356-0.0612952j -0.000752368+0.0434692j -0.00231308-0.0175615j -0.044387-0.0353586j -0.00286827+0.00940666j 0.0211944-0.0609601j 0.0452248-0.000916069j -0.00532475+0.00739095j -0.0337347-0.059442j -0.0423738-0.060045j 0.011123+0.0265002j -0.0374444-0.0184748j -0.0497898+0.035181j -0.0417843-0.0132338j 0.0174229-0.0339043j -0.0344261+0.0667087j -0.0521194-0.0562089j 0.0107931+0.00201982j -0.000373624+0.00775658j -0.0199338+0.0205748j -0.00681237+0.0127854j -0.00878105+0.0855303j -0.00706631-0.00328846j 0.0108194+0.0399022j 0.0294114+0.0386227j 0.019216-0.0062106j -0.00748426+0.0349027j -0.0267614-0.00477509j -0.0347055-0.00471909j -0.0126573-0.0073449j -0.0155864-0.0302948j -0.0402273-0.0281311j -0.0140772-0.0196184j 0.00803323+0.0195109j 0.00733185+0.0723985j -0.00400036-0.00999291j -0.0435107+0.0187746j -0.023048+0.00532847j 0.0230784+0.0232089j -0.0116235+0.0229493j 0.0187344-0.0286357j 0.0319652+0.0195713j -0.0111728-0.0320952j 0.0154771+0.0489049j -0.00726136-0.00189234j -0.0137706-0.0494327j 0.0209849+0.0196147j -0.0186708+0.0108201j -0.044691-0.0027192j 0.026372+0.0237961j 0.00894003+0.0391424j 0.00241489+0.0173632j 0.0124758-0.0212113j 8.43493e-05+0.00537149j -0.0461518-0.0614772j 0.0111196-0.0156488j -0.011971+0.00720167j 0.012287-0.0193017j 0.0330963-0.0115444j 0.0393808-0.00943419j 0.0137819-0.028896j 0.0176298-0.00948348j -0.0211923-0.00929129j 0.0684604-0.0378407j 0.0776428+0.0375029j -0.092565-0.0130149j -0.0122692+0.0122569j -0.0370772+0.0822625j 0.00088994+0.0143855j 0.0311224+0.00507955j -0.101046-0.0641372j -0.023875-0.0074834j 0.051073+0.185362j -0.0640235-0.0880195j -0.119807+0.0377842j 0.120873-0.0606181j -0.178335-0.11602j -0.0502162+0.06357j 0.0922541-0.0133754j 0.0372697+0.0733654j -0.0402613-0.107623j -0.0822076-0.0508975j -0.101205+0.0681683j 0.144212-0.0725388j 0.000569827-0.0524352j 0.0588059+0.010987j -0.0310722-0.00493261j 0.132395-0.0150711j 0.0487872+0.0782127j -0.0621033+0.0399168j -0.0789607+0.131335j 0.00163262-0.028588j -0.173043-0.121236j 0.107215-0.0524833j 0.00914123+0.0337735j 0.0919065-0.114645j 
-0.00314139-0.00255165j -0.0173747+0.0521461j 0.0316379-0.0154636j -0.0102346-0.0050941j -0.00808555-0.029159j -0.0195157+0.0436195j 0.00456581+0.00815894j -0.020927-0.00278354j 0.00110324+0.0378429j -0.0183367+0.0458249j 0.0438837+0.0184448j 0.0340472+0.00956016j 0.026088-0.0395799j -0.016795+0.0400806j -0.0195876-0.023799j 0.0226807-0.043321j 0.0437155+0.00286648j -0.00410487-0.0136719j 0.0230464+0.0329482j 0.0251472-0.00888086j 0.041505-0.0405782j -0.0444847+0.0101995j 0.0483601+0.0107532j -0.0324898+0.061762j -0.0308586-0.00602127j 0.026868+0.0251791j 0.0297075-0.00876895j -0.0179285+0.0296892j -0.000648918-0.0632782j -0.018933+0.019382j 0.00795205+0.049563j 0.0377028+0.0067238j 0.0160894+0.00761011j -0.0334841+0.00977631j -0.0334472+0.04771j -0.00240729-0.00185905j -0.045687+0.00184298j 0.0340138+0.0157739j 0.0230421+0.0317567j 0.0534469+0.0258795j 0.0206947-0.0265478j 0.0263611+0.049061j 0.0246922-0.0541623j -0.0406164+0.00457175j -0.0029053+0.0317705j 0.0613118-0.0529174j -0.0123943+0.151656j -0.0415973-0.000335089j -0.0473177-0.00721726j 0.0413594-0.0543375j -0.0751583+0.0490154j -0.0268002+0.0623872j -0.00423416+0.0681632j 0.085518-0.00347386j -0.0733052+0.0475207j -0.00184212-0.0210092j 0.0749565+0.162668j 0.0928774-0.0472085j 0.0769271+0.0347793j -0.0765144+0.0027282j -0.00342556-0.0736508j -0.0520631+0.0219761j 0.0243163-0.0278208j 0.0812131+0.0129978j -0.124053-0.0304297j -0.0500264-0.0462853j -0.0192004-0.0529609j 0.0644224+0.00624204j -0.0487107-0.0126271j -0.00755288+0.0741634j -0.0133455-0.0268086j -0.105711-0.0833931j 0.0906375+0.0418131j -0.00499295+0.0941044j 0.0169348+0.0539329j 0.0027211+0.00327425j -0.0399401-0.0843763j 0.0102007+0.0103247j -0.0577628-0.126563j 0.0696362+0.00367717j -0.00880048-0.083319j 0.00730759-0.0143154j 0.0945013-0.0487659j -0.0349226+0.0467364j 0.0353297-0.0862469j 0.106253+0.0465979j 0.00196455+0.00783691j -0.0419194-0.0217858j 0.0696878-0.00759114j 0.00990481+0.0146449j -0.000137028-0.0315875j -0.00435486+0.00583284j -0.0246399+0.0200501j 0.00890226+0.0161067j 0.0185193-0.0217619j -0.00133936-0.0270546j 0.0614414-0.0296216j 0.0223764+0.0319869j 
-0.00841632+0.0284579j -0.00542349+0.0218886j 0.0334818-0.0269975j -0.0108675+0.0105387j -0.00660429-0.00902609j -0.0243829+0.0206791j -0.0177521+0.00172989j -0.0055479-0.00242369j -0.0255662-0.0327314j -0.0146631+0.00503178j 0.00951066+0.0101022j -0.00127878+0.037841j 0.0222584-0.0275368j -0.014273+0.0510659j -0.00667209-0.0337278j -0.00235591+0.00562551j 0.0329656-0.0136931j -0.0260021+0.0304346j 0.0218051-0.0404051j 0.0589945-0.0204708j 0.0230817+0.0228607j 0.00531636-0.0502239j 0.0103984+0.00531467j -0.0338692+0.0575959j -0.0189079+0.0167182j 0.00989875+0.0332675j -0.00735421-0.00171464j -0.0660808+0.0708339j 0.00350275-0.0199747j -0.0274116-0.00565184j -0.0405659-0.00760327j 0.00230032-0.0374881j -0.00778258+0.0133768j -0.0707857+0.0266166j -0.01565-0.029222j 0.0363809-0.0119537j -0.0232122-0.0219582j -0.0217737+0.00607421j -0.0166976+0.0638949j 0.0341029+0.0582878j 0.0542795-0.0369643j -0.00935933+0.00408766j 0.0525404+0.0146497j 0.0131384+0.0391059j 0.00943609+0.0449592j 0.016883-0.014402j -0.00263079-0.0358638j 0.00139823-0.0279311j 0.0137529+0.0765199j 0.0842123-0.0462833j 0.0783315-0.0454697j 0.00566599-0.239181j 0.0187916-0.0529939j -0.0432399+0.0114749j 0.0158442-0.0403672j -0.0404229-0.146574j 0.0229578-0.00628879j -0.106608-0.0352255j -0.188547+0.00120713j 0.0293934+0.0714235j 0.0334978+0.00985557j -0.00571113-0.0814849j -0.0131754+0.0691569j -0.173992-0.0625892j 0.0735539-0.0371349j 0.00109661-0.0712678j -0.166689-0.0667781j -0.071304-0.0210608j -0.017395-0.0826132j -0.0466316-0.178158j -0.0693013-0.0454834j -0.0957249-0.0499015j -0.0687925+0.0925015j 0.0505043-0.0439976j -0.0238326-0.00731356j 0.0340163+0.0600222j -0.0243059-0.023997j 0.0668587+0.161768j -0.0376339-0.00884616j -0.0384775+0.0444007j 0.081535-0.0388071j -0.00656981-0.0580628j -0.0500535+0.0221892j 0.036727+0.067155j 0.0219198-0.011285j 0.0398156+0.00550858j 0.032175+0.0479608j -0.0164864+0.00704687j -0.0160182+0.0015831j -0.00821546-0.0549321j 0.0192816-0.00848963j -0.0712105-0.0263479j -0.0131742-0.0659389j -0.0151746+0.0468625j -0.0211614+0.00974733j 0.0154551+0.0297457j 0.00776774-0.00746305j 0.0135961-0.00549438j 
-0.00697568+0.0311483j 0.00432427-0.00925031j -0.00419247-0.0373118j -0.00666128+0.00730145j -0.010864+0.00842402j 0.0157761+0.0356857j -0.0210795+0.00918693j 0.0115875+0.0336255j -0.0274394-0.0509262j 0.0158198-0.0221604j 0.000941467+0.00630528j -0.0412123+0.00185727j 0.0228739+0.0553068j -0.0237308+0.020484j 0.0207723+0.0148451j -0.0100874+0.0407502j 0.0146904-0.0070898j 0.054344+0.0515553j 0.00286321+0.00382679j -0.0154041-0.0561198j -0.0206214-0.048075j 0.0297645-0.0300386j -0.0405506-0.020043j -0.0523898+0.00248509j 0.0267816-0.00481419j -0.00954164-0.0582646j -0.042671-0.0150022j -0.0120369+0.0314684j -0.00252793+0.0745812j -0.0243093-0.0301185j -0.00142974-0.00149812j 0.0410516+0.00795992j 0.0194677-0.016691j -0.00927177-0.00336122j 0.0837494+0.100349j 0.0473209-0.00587461j -0.0452788-0.0616869j 0.0337584-0.0238155j -0.0565415+0.0206501j -0.0490771+0.012822j 0.00377607+0.0197286j 0.0297973+0.0503202j 0.0966316-0.00214103j -0.013323+0.0489263j 0.0683712-0.0583766j -0.00953958-0.0411635j -0.0363362-0.00919603j -0.0784602+0.00580205j -0.00835156-0.0937343j -0.103094-0.0140461j 0.0623624-0.0972808j 0.0463213+0.0639752j -0.0632165-0.0775094j 0.0938257-0.0926404j 0.0613729+0.0539326j 0.0887167-0.0439467j 0.108779-0.0817259j 0.0688069+0.0351905j 0.0489875+0.02271j -0.0172482-0.0961034j -0.0274071+0.0429297j 0.150455+0.0134774j -0.0759795+0.123751j 0.108462-0.0454749j -0.011371+0.059055j 0.0641035-0.137581j 0.0125316-0.0747868j 0.128342+0.134985j -0.0308764-0.00143109j -0.0897492+0.0384364j 0.0242088+0.0326873j -0.113105-0.139372j 0.179253+0.0874214j -0.0335535+0.044892j -0.0164347-0.125175j 0.0271388+0.092073j -0.140057-0.0141128j 0.115247-0.0167137j -0.0512334+0.0935835j -0.0353746+0.0418754j -0.0842641-0.0550264j -0.0111039+0.0333237j -0.0167656-0.00843464j 0.0698088-0.0375952j -0.0209132+0.0810656j 0.00970552+0.0248573j -0.0958006+0.033075j 0.0283454-0.029443j -0.0307733+0.0714598j 0.0194999-0.067126j -0.0602579-0.0759326j -0.0260129-0.00434888j -0.0148922+0.0241457j 0.0927812-0.00584841j 0.0174439+0.0607176j 0.047508-0.0261044j -0.018028+0.0416185j -0.0216681-0.012733j 
0.000514424-0.012569j 0.00468789-0.00478865j -0.010974-0.0103952j -0.00612265+0.00386889j -0.0106561+0.0048321j 0.0441555+0.0186952j -0.0358871-0.00752947j -0.0182068-0.00259096j 0.0398736+0.0106254j 0.0215398+0.0111725j -0.00454975-0.0391801j 0.00233904-0.0119998j -0.0102891+0.0392758j 0.0393871-0.0225534j -0.0154703+0.00749911j -0.0107388-0.0125252j 0.0821897+0.012148j 0.0159885+0.0183115j 0.0204372+0.0126593j -0.0212873+0.00712852j -0.0203559+0.00856584j -0.00891873-0.00300572j 0.0478648-0.0370166j 0.00133031+0.0724006j -0.00650146-0.0282104j 0.0531223+0.0219558j -0.0196983-0.0262604j 0.0394793+0.0145329j -0.0578598-0.00632222j 0.031742+0.00617279j 0.0325851+0.062031j -0.0954282-0.01294j 0.0161936-0.0222813j -0.0170615-0.0530818j 0.0234351-0.0260456j -0.0304025-0.02689j -0.0489118-0.0783487j 0.00992784-0.0150991j -0.0146502+0.0135448j -0.059088-0.0394408j 0.0686279+0.0378285j 0.0487649+0.0983357j 0.0901261-0.0662598j -0.0111187+0.0419006j -0.0521531-0.0523803j 0.028743+0.00708472j 0.0273244+0.0200153j 0.00191614-0.0298898j -0.0372171+0.0212437j -0.0110218-0.0192288j 0.0342623+0.0445146j -0.0691566-0.0373125j 0.0783135+0.0122059j 0.0979951+0.100995j 0.0113811-0.0356386j -0.0434338+0.00317756j 0.17982+0.0339865j -0.0312037-0.0320704j -0.0427989-0.0344311j -0.00343363+0.0442825j -0.0947135-0.0183488j -0.0618984+0.0739513j -0.120093+0.0476103j 0.0113782+0.041751j -0.102572+0.110616j -0.0168687+0.0276353j 0.0695373-0.125692j 0.00189899-0.048172j -0.0259793+0.0449197j 0.207005-0.00175496j -0.00868368+0.0297881j -0.0214445+0.0460576j 0.125847-0.214384j -0.0660511+0.0828253j 0.00655049+0.0166744j -0.0435344+0.0452454j 0.0543035+0.0194741j -0.0100085+0.0174738j -0.0477117+0.0669315j 0.0576885-0.00603274j -0.00644761+0.0221873j -0.0896542+0.00657293j -0.00504185+0.0782648j 0.0989586+0.0106778j -0.0219409+0.00843644j 0.0537436-0.0219988j 0.00570318+0.0608972j -0.0774225+0.0352523j 0.0236928-0.0413606j 0.00541691+0.0378875j -0.0305408-0.0138577j 0.0425676-0.0645469j 0.0642884+0.0149843j 0.0213909-0.0842215j 0.0177527+0.0107788j 0.0131708-0.00435264j 0.0267559+0.00394029j -0.00830104+0.0289108j 
-0.0027558-0.00102125j -0.0110695+0.00860439j -0.0276651+0.0116258j -0.00112604+0.00420657j -0.0368536+0.0159584j 0.00843644-0.00366129j 0.00687141-0.00558051j -0.0267558-0.00374916j -0.0246649+0.00248727j -0.0317727+0.0148238j 0.00093482+0.0240459j -0.0259269+0.00536207j -0.00105409-0.0383477j 0.0114171+0.00534071j -0.0341626-0.00865567j 0.00435395+0.038594j -0.0201318+0.0413898j -0.0175361+0.0056655j -0.0011429+0.0287806j -0.0232277+0.00712002j -0.0524183-0.00182589j 0.04697-0.00984735j -0.0193533-0.00769562j 0.0838365-0.038279j -0.00565395-0.041307j 0.0766233+0.00131409j -0.00900756-0.0299075j -0.0565921-0.0397495j 0.015391+0.0444032j -0.0512127+0.0272894j -0.0656633-0.0473942j -0.017696-0.0257119j 0.0215153+0.0238491j 0.0170961-0.0953062j 0.0352216-0.0510453j 0.00400678-0.048707j 0.0526635-0.0493587j 0.0153194+0.0575429j -0.00289007+0.00547308j 0.0305235-0.0416088j -0.0429365+0.0419991j -0.026124+0.0128375j -0.038774+0.0131654j 0.00919927-0.0275564j 0.0328892-0.0746055j -0.0404946+0.013037j 0.00767073-0.0993814j 0.0726909+0.12484j 0.0324439-0.0136381j 0.0188843+0.0342184j 0.0166766+0.027975j 0.0334759+0.00918339j -0.0792944-0.114785j -0.100855-0.0464873j -0.0405156+0.0169944j -0.0907777-0.0545967j -0.159384+0.0307185j -0.0910323+0.0593444j -0.0262705-0.057787j 0.0195714+0.067422j -0.00241211-0.0110944j 0.0941642-0.023387j -0.0665879-0.0709383j -0.0381332-0.0101622j 0.00687053+0.0501203j -0.0581258-0.0721802j 0.0957432-0.0220658j 0.039858-0.103479j -0.107103+0.0573452j -0.010371+0.258137j -0.0347419-0.101288j 0.0275976-0.0175642j 0.140387+0.0652724j 0.0670074-0.00336134j 0.0480318+0.0749092j 0.00397851-0.0793779j -0.0137768-0.00348349j -0.0120551-0.00859888j -0.0285968-0.0306278j -0.0731596+0.052687j 0.00924553+0.0165252j -0.0699909+0.015719j -0.0613303-0.0472791j -0.0865929-0.0225011j -0.0231647+0.0445826j 0.0107684+0.0210455j -0.0498113+0.0165451j 0.00544258-0.103826j -0.0451276+1.79617e-05j -0.0133174+0.0252638j -0.0488652+0.0281917j 0.0675892+0.0179241j -0.0315799+0.059228j 0.00298493+0.0120816j -0.0153161-0.0242537j 0.00901791-0.00874672j -0.0273028+0.0231065j 0.00108303-0.024492j 
-0.00915738+0.0199192j -0.00179646+0.0109867j 0.0407546+0.00976066j -0.00387201+0.000272664j -0.0122063-0.0273113j -0.0122566+0.00451371j 0.022004-0.00140866j -0.00689645-0.018639j 0.0376193-0.0331094j -0.00521131+0.00483302j 0.0351565+0.0388131j -0.0106306+0.0313032j 0.0434222-0.0016656j -0.0213388+0.0461313j -0.000231464+0.0112417j -0.0191874-0.00481611j 0.0160471-0.00320297j -0.0666127-0.0322238j 0.0381056-0.00834965j 0.0223641+0.000344262j 0.0133411-0.0561635j 0.0757946+0.0518169j -0.0212199+0.040749j -0.0732616-0.0124288j -0.0250014-0.00594617j -0.0254052+0.0300531j -0.00226973+0.0471253j -0.0163022-0.0375811j -0.0241991-0.0126635j -0.0152362-0.00636102j 0.0392975-0.0652259j 0.0224303-0.0194663j -0.00622821+0.00313618j -0.052995+0.0620789j 0.0118383-0.0281423j 0.0812605+0.0769749j -0.0160609+0.0109825j 0.00458743+0.0261412j 0.0890423+0.0695495j 0.033838-0.0431663j -0.0510124+0.0950978j -0.0457113-0.043996j -0.031539+0.00666631j 0.0681588+0.116958j 0.0792977-0.103138j 0.00638319+0.0759315j -0.0523762+0.00326518j 0.0141226-0.0246855j -0.0536639+0.0841678j -0.097539+0.133135j 0.000710222+0.0643426j 0.044874+0.0438832j -0.0375633+0.0498462j -0.0686658-0.113436j 0.0931956+0.107649j 0.0291102+0.00105875j -0.0216155+0.00655755j 0.0892128-0.0314621j 0.105882+0.0543843j -0.0174745-0.00213167j -0.0570765-0.0195018j -0.0484463-0.00514472j 0.0958263+0.0460535j 0.0782049-0.0511762j -0.0410131+0.00471724j -0.0644048+0.0103195j 0.0298896-0.0843943j 0.0491173-0.0583209j -0.0211199-0.00748553j 0.052722+0.0366023j -0.00141822-0.0372288j -0.0079938-0.00521996j 0.0621988-0.0814632j -0.0074277+0.00135034j -0.0483505-0.187603j -0.0504663+0.0784957j -0.0398623+0.00745049j 0.0453741+0.0165226j -0.00750773+0.0525269j -0.00948147-0.0310905j -0.0104229+0.00141069j 0.020291-0.0374418j 0.0349979+0.057869j -0.0626137+0.0431469j 0.0205624-0.0323322j 0.0110231-0.0619727j -0.0084266+0.0192559j -0.054615+0.000957937j 0.0456314-0.0323649j 0.0361274+0.00358274j -0.00215514-0.0169139j 0.0137708-0.0189078j -0.0114811+0.0225445j 0.0208426+0.00217508j -0.0120608+0.0569797j 0.0236438+0.047018j 0.0213943-0.0147008j 0.0077718+0.00555115j 
-0.00921725-0.0159007j -0.00372292+0.0228033j -0.0268259+0.0172658j 0.00974077-0.00651704j -0.00784268+0.0156231j -0.013809+0.0221111j 0.0221972-0.00109715j -0.00772435+0.0220758j -0.0254949+0.045736j 0.0192298+0.00652799j 0.0187848-0.0351406j -0.00528685-0.0302731j 0.0195337-0.0407315j -0.0169612+0.0106226j 0.00147229+0.0170392j 0.0434713-0.0203553j -0.0444853+8.61639e-05j 0.0106146-0.0439568j -0.0460701+0.0478685j -0.016855-0.000987273j -0.076416-0.0064853j 0.0565322+0.0453864j -0.00496284-0.0271216j 0.0125749-0.0414863j 0.000101816-0.0113391j -0.0170832-0.0238057j 0.0626471-0.0274605j -0.0207757-0.00959627j 0.0417702+0.00621052j -0.0155883+0.0291575j 0.00240515+0.0182449j 0.0419562-0.0319703j 0.0211227+0.0237924j -0.00734543+0.00767306j -0.0171936-0.0691711j 0.0731819-0.0477069j 0.0940557+0.0155849j -0.0363883+0.0396033j 0.0971675-0.0475804j -0.0333922-0.0152227j 0.0213977+0.0628789j 0.0502658-0.118288j 0.0247207+0.0274596j 0.0405131-0.103863j 0.0879929+0.0176458j 0.0830074-0.0300124j -0.0641872+0.04619j -0.0348714+0.0789891j 0.0325047+0.0695583j -0.0327563-0.0278619j 0.123264+0.0320621j 0.0783986+0.0167483j -0.0839904+0.0408922j -0.0453671+0.0873218j 0.111176+0.00875248j 0.101407+0.103245j 0.0858761+0.0962377j 0.0876479-0.0873083j 0.0426779-0.0203475j -0.0240375-0.0600089j -0.0232199+0.00361742j 0.0772939+0.072866j 0.0616781-0.104136j 0.168602+0.00604957j 0.041735-0.100208j 0.147906+0.0438112j 0.00394325+0.00967702j -0.0191362+0.0846455j 0.0437598-0.0976473j -0.018143-0.00429915j -0.0107606+0.0302722j -0.00898509-0.0240854j -0.0544701+0.00325437j 0.0577893-0.0386579j -0.0296312+0.101591j -0.00360588-0.0802604j -0.0252271+0.037599j -0.0198511-0.0250069j 0.0516915-0.0259082j -0.0800081+0.00743767j 0.00689047-0.0113037j 0.0546368-0.00506776j 0.0171393-0.0578274j -0.0130742+0.0307036j -0.0414488+0.0128683j -0.0521408+0.035755j -0.0301871-0.0624035j 0.019949+0.0169443j -0.0103093+0.0299462j 0.0311988-0.0192376j 0.00654559-0.00864318j -0.0209939+0.0253167j -0.0135821-0.0114604j -0.0118598+0.012088j 0.0108241-0.0192812j 0.00735268-0.0324943j -0.0245992-0.00899118j 0.017635-0.0199223j 
-0.00519561+0.0107294j 0.0132137-0.0223473j -0.0122605-0.0207609j 0.0111615-0.0177113j -0.00900858+0.00121407j -0.0332031+0.0189531j -0.0117913+0.00398071j -0.0415842+0.0132831j -0.015776+0.00114985j 0.0204969-0.0289355j 0.0142712-0.0280591j 0.0248259+0.0126689j -0.0522513+0.036548j 0.00033824-0.00478815j -0.0270834-0.0463709j -0.00920364+0.0347102j 0.012303-0.04828j -0.00161213-0.0178976j -0.0854655-0.0266212j 0.0583041-0.0297762j -0.019829-0.0587113j 0.0553949+0.0373263j 0.052657+0.0281841j 0.0600622+0.00150222j 0.0654831-0.0291207j 0.0493002+0.0182751j 0.0334281-0.0166331j 0.00113503+0.0133124j -0.00987849-0.0178402j 0.0533348+0.0512934j -0.000418675-0.0795391j -0.0349231-0.0564173j 0.0661903-0.0251115j -0.000787789-0.0296656j 0.0725712-0.0659721j -0.0325157+0.0438534j 0.0683243+0.0185492j 0.00593707+0.100632j -0.0220625+0.0195053j -0.072263-0.115132j -0.0750047+0.0839412j -0.0625593-0.133128j -0.0963621-0.0169904j -0.0736424+0.0169132j 0.0165745-0.0394257j -0.042887-0.0334696j -0.0952535+0.00789623j 0.0500276+0.0214256j 0.0242629+0.151682j 0.0160793+0.0198002j 0.0105399+0.00956063j -0.0530801-0.0401181j 0.137357-0.151239j -0.0685165-0.0889653j -0.0933148+0.0703462j -0.0173032-0.0824765j 0.0175182+0.0577706j 0.017523-0.0653169j -0.0336107-0.00171083j 0.0377246+0.0588136j 0.0673603+0.0101075j -0.0246212+0.0670191j -0.0356428+0.0455751j 0.037484-0.128061j 0.0501907+0.0128897j -0.0886073-0.0355301j -0.0290302-0.197983j -0.0145495-0.0649132j 0.0144712-0.0316267j 0.0777158-0.11978j -0.0644492-0.0682565j -0.0817881-0.0923723j 0.00843475-0.0984715j 0.0628263-0.0189633j 0.0079955+0.0298737j 0.0280557-0.0253107j -0.0309057-0.0486894j 0.00758977+0.0555717j -0.050221-0.0463324j 0.116396-0.0877106j -0.0479611-0.00278643j 0.0441841+0.0307279j -0.072322+0.00830609j 0.0178757-0.0439394j -0.0311826-0.00501706j -0.0267788+0.0689874j 0.0234779+0.0646155j -0.00643314+0.0312426j -0.0253213+0.0164039j -0.0203672-0.0280854j -0.00986246+0.0144141j -0.0153803-0.0487463j 0.06717-0.0371496j 0.0178915-0.0145682j -0.00598889-0.0344346j -0.0157371-0.00307719j -0.00615242+0.0209291j -0.01357+0.0298294j 
0.00850776-0.0145352j 0.012896-0.0271204j 0.00775582-0.0348199j -0.00825598-0.0225516j -0.0264031-0.00255167j -0.0261428-0.0232186j 0.00760623+0.0171537j -0.0178611+0.00679596j 0.00795948+0.0158135j -0.0378365+0.0248867j -0.0011786-0.0263582j -0.0239033-0.00338689j -0.0636401+0.0242684j 0.0641615-0.0140963j -0.0318406-0.0256262j -0.0610001+0.0456445j 0.00459187-0.0365524j 0.00776951-0.0349584j 0.0351894-0.0451964j 0.0260939-0.0205681j 0.0314781-0.01331j -0.0533903-0.0125554j 0.00871112+0.00606049j 0.038617+0.0479442j 0.00812843+0.0485002j 0.0406117-0.00932285j -0.0220865+0.0146372j -0.0101242-0.058573j 0.0510429+0.000243946j -0.0577913+0.0275848j -0.0310868-0.0361703j -0.0209969-0.100174j -0.0627819-0.0835575j 0.0534363-0.0425332j -0.0155225+0.0402474j -0.109322+0.0537994j -0.0688187+0.0616198j 0.0242049-0.0917655j 0.0381796-0.0725578j 0.0111841+0.0432938j -0.0116147-0.0654863j 0.0108809-0.0503482j 0.0494487+0.0534873j -0.0475377+0.0454641j -0.0382782-0.0889258j 0.0497014+0.0137689j 0.0730455-0.0709167j -0.0426027-0.0134989j 0.0291792+0.067093j 0.0225124+0.126196j -0.0449492+0.000249736j -0.0558336-0.00325972j 0.105324+0.0341283j 0.0444583-0.067632j 0.0157414-0.0566356j 0.0594571-0.098506j -0.0681475-0.164359j -0.00260625-0.0359196j 0.0503078+0.0076103j -0.0783661-0.0458442j 0.0396923+0.05253j 0.0290162+0.0109154j 0.0114562+0.0108229j -0.0700851+0.109759j -0.0903762+0.0422564j -0.0291985-0.0751452j -0.0089089+0.115912j 0.0392171+0.0244853j -0.00314094-0.0399957j -0.102248+0.0396081j 0.0312573-0.00765913j -0.0547788-0.045905j -0.0388594-0.025976j -0.0153829-0.0642342j 0.0740884-0.0784586j -0.0263725-0.00101145j -0.0174556+0.0143724j 0.103509-0.00433174j -0.0952117+0.00321371j 0.0476424+0.0247568j -0.0196193+0.0156292j 0.0492086-0.0248816j -0.0651267+0.00681836j 0.00390426-0.0716035j 0.0187256-0.0709268j 0.00168164+0.0227062j -0.0249502+0.0110897j 0.039268+0.033646j 0.0384507-0.00671061j -0.0346601+0.0427713j 0.0189748-0.0155799j -0.0173362+0.0341649j -0.0217417+0.0171805j 0.0314831+0.0241518j -0.053672+0.00247644j -0.00624702+0.027511j 0.00939316+0.00834944j -0.0264645+0.0301516j 
0.00349869+0.000602117j -0.0138939-0.0155885j -0.0151077+0.0243526j -0.0135914+0.0380564j 0.000189526+0.0197318j 0.000999198+0.00267042j 0.00266291-0.0176295j 0.0100059-0.0132219j 0.0130545-0.0351977j -0.0103454-0.0217916j -0.0305408-0.00771051j -0.00897891-0.0310255j 0.00690323+0.00605465j -0.00590348-0.0151083j 0.0209159+0.0844706j 0.0427555-0.00791182j -0.00172399+0.0542531j -0.067221+0.0145444j -0.0269416+0.0307073j -0.0385047-0.00989192j -0.0285462+0.00888498j -0.000517909-0.0284383j 0.0152614-0.0212667j 0.0274777-0.0850877j 0.0136013-0.0144493j 0.000349658-0.00694835j 0.0259804+0.0358856j -0.0311864-0.0198996j 0.0584637+0.0430306j 0.0308755-0.0481883j 0.027463-0.0676371j -0.0819582+0.00965314j 0.0504106-0.00333256j -0.0342074-0.0200128j -0.0375776-0.143212j 0.00761026-0.0346668j 0.0838766+0.00748928j -0.095264+0.00369932j -0.0570324-0.0216122j 0.0509908-0.10942j 0.0557427+0.124862j -0.0408681+0.0211681j 0.0483118+0.0287329j -0.0354294-0.0848656j -0.0987903-0.0820755j 0.00795243+0.017226j -0.0862877-0.0565872j 0.0457815+0.0840031j 0.140525-0.0204272j 0.0367146+0.0791542j 0.0229635-0.0625269j -0.0741755-0.0980755j -0.0106799-0.20405j -0.0385277+0.0608557j 0.0103019-0.109389j 0.0390523-0.000837127j 0.0479635-0.0967456j -0.043623-0.0118973j -0.0863032-0.0868095j -0.0889733-0.0334426j 0.0679398+0.166212j -0.0403915-0.0164726j 0.0809671+0.0508095j -0.036152-0.0273126j -0.0470627+0.0633002j -0.041225-0.0540939j 0.0101386-0.0419748j 0.039623+0.0346899j -0.0400584-0.0186996j 0.00412744+0.111188j 0.0318+0.00925351j -0.0795791-0.114696j -0.0390953-0.000286535j -0.0348457+0.0409749j -0.0317875+0.001993j -0.0199001+0.040251j 0.0598857-0.0154756j -0.0333501+0.00307381j 0.0814987+0.00254668j 0.00892513+0.0513289j -0.00636668+0.0413078j 0.0140999-0.00761075j -0.00222684-0.030026j 0.00588137-0.030393j -0.0143628+0.0172415j -0.0157169+7.85893e-05j 0.00279801+0.0057729j 0.0321766+0.0201854j 0.0611632+0.0218887j -0.0165789+0.0266678j -0.000871525-0.0147192j 0.0367057-0.00502841j 0.00532073+0.0561374j 0.00551073-0.00396439j 0.0144244-0.0226107j -0.0278772-2.52979e-05j 0.00160025+0.00838577j -0.00685709-0.00119149j 
