-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
-0.00201795-8.47748e-05j 0.00490453-0.00531119j 0.00620659+0.00383705j 0.00550134-0.0113069j -0.0034547-0.00332189j -0.00417824+0.00720308j -0.000708455-0.00486279j 0.000659351-0.00265978j -0.00297264-0.00229554j -0.000700428+0.00456276j 0.00141389-0.00144694j 0.00392005-0.00608624j -0.00105966+0.00179043j -0.00137242+0.00203051j 0.00325205-0.00239326j -0.00149514-0.0055654j -0.000554082-0.00640397j 0.000890649-0.00537708j 0.00429591-0.00614352j 0.00498241+0.00510657j 0.00103253-0.00440298j -2.71982e-05+0.00475464j 0.000328283-0.000909282j 0.00273427+0.00190467j 0.000300336+0.000529627j 0.002174+0.00262926j -0.0024701+0.00101285j 0.00204943-0.000237645j 0.00132684+0.000303825j 8.76143e-05+0.0010507j 0.00105867+0.00649443j 0.00428182+0.00216657j -0.00921811+0.00117499j -0.0012528-0.00305063j -0.00487551-0.00444798j -0.00123299-0.000810272j -0.0095828-0.00010847j 0.00678984-0.000924222j -0.00387922+0.0072481j -0.0146494-0.00182315j -0.000859432+0.00377262j 0.00708702-0.00664888j 0.0044513-0.00314699j -0.000936597-0.00764755j -0.00182217-0.00802971j -0.00440932+0.00290327j 0.00202716+0.00371439j -0.00127994+0.00550219j -0.00578381+0.00236176j 0.00423503-0.00174255j 0.00308699-0.00730961j -0.000113745-0.00239495j 0.00880945-0.00465711j -0.00639419+0.00436273j -0.00438058+0.0120866j 0.00165459-0.00933879j -0.00156145-0.00492918j -0.00313168+0.000892308j -0.00303389-0.00129382j -0.00114634-0.00828163j -0.0035307+0.0103425j -8.07001e-05+0.0081431j 0.00532605-0.0177885j 0.00030294+0.00633844j -0.00140519-0.00710011j -0.00237249-0.00137079j -0.00481228+0.00843995j -0.00322739-0.00300627j -0.0116311+0.00828234j 0.00133741+0.00335606j -0.000699762-0.00588396j -0.000115785+0.00039325j -0.00887313-0.00334547j 0.00126252+0.0041373j 0.00131187+0.00500296j 0.00262521-0.00696933j 0.000754273-0.0012282j 0.00953711-0.000203851j -0.00873802-0.00229757j 0.000175847-0.00129971j 0.008174+0.00319825j 0.00112297-0.0089498j -0.00243599+0.00408j 0.000963701+0.00170032j 0.00342445-0.0123253j -0.00127858+0.0110527j 0.0119075+0.00159074j -0.00367858+0.011142j -0.00691096-0.00275929j 0.000521878+0.000587096j 0.00370213+0.00509295j -0.00452797-0.00502132j -0.00260967-0.00700601j -0.00165526-0.00546147j -0.00401316-0.00106411j 
-0.0159046+0.00151513j -0.00432182+0.00216018j -0.0145438+0.00326386j 0.0154992-0.00979448j -0.0127894-0.0173967j -0.0157546-0.0022072j -0.00238109-0.00792879j 0.00164233-0.0034622j 0.00352361-0.00711139j -0.00523204+0.0105135j 0.00618787+0.000456874j 0.0102166-0.00274726j -0.00747244-0.000522965j -0.00548813+0.00411422j -0.000747882-0.00346716j 0.00579103-0.00564298j 0.00194331-0.00290573j -0.00414136-0.00371791j 0.00132975-4.704e-05j -0.00929304+0.00527184j 0.00809566-0.00371823j 0.00294153-0.00817764j -0.00630358-0.00360413j 0.00103611-0.0184912j -0.0064482-0.00191831j -0.0032215-0.00393744j -0.00688164-0.00059081j 0.00110352+0.000706264j 0.00779635-5.58346e-05j -0.00600211-0.00426713j -0.00225695+0.00356419j 0.00429886+0.00579192j 0.00621936+0.00420445j 0.0021403-0.00126247j -0.00902274+0.00272108j -0.0106583+0.00250089j -0.012036+0.0025797j -0.0193346-0.00622916j 0.000378868+0.00276257j -0.00273145-0.00118934j -0.00507265+0.00956578j -0.000803388+0.0161809j -0.00941562-0.00399774j 0.00315286-0.0126872j -0.00837594-0.00254396j 0.00471141-0.00952372j -0.0113401-0.00293886j -0.00355673+0.00252212j -0.000473501+0.00292264j 0.0091514-0.00418214j 0.000847397-0.00687795j 0.00550696+0.00431502j -0.00463717+0.00473567j -0.00283988+0.00334358j 0.00191604+0.00849542j -0.00682874-0.00295705j 0.0107825-0.00189944j 0.0037052+0.00516758j -0.0222635-0.00653689j 0.0130804-0.000527615j 0.00285297-0.00824664j 0.0130973-0.00732471j 0.00597147+0.00714143j 0.0091057+0.0183295j 0.00974715-0.00111051j -0.00298669-0.0116805j -0.00841261+0.00215779j -0.000290086+0.00352669j 0.00119884-0.0122083j 0.000760743+0.00999345j 0.00930505+0.00609604j 0.0098591+0.000901009j 0.0011919+0.0121074j 0.00664565-0.00578727j -0.00583951+0.000847739j 0.0104868+0.00397236j -0.00487904-0.000554421j -0.000533798+0.000279435j -0.0107065+0.00218431j 0.00888588-0.00676721j -0.000654381-0.0190173j 0.00281024+0.00405302j -0.0186284-0.00334857j -0.00489006+0.00141222j -0.00176205-0.00500596j 0.00217331+0.00822862j -0.00350136-0.006721j -0.00717411+0.0149109j -2.94655e-05+0.0131159j -0.00719143-0.000216786j -0.0118047-0.00177075j 0.0286407-0.000452247j -0.0141245+0.000200264j -0.0220552-0.00499969j 0.00686475+0.00133897j 
0.00206593-0.00254998j -0.00273487-0.00681924j -0.00584615-0.0032178j -0.00338385+0.000189776j 0.00443502+0.00255282j 0.00775713+0.0031016j -0.00155759+0.00103319j -0.00376995-0.00310138j 0.00148425+0.00550061j -9.03801e-05+0.00092389j 0.00130181-0.00326454j 0.00457706-0.00153516j 0.00165857-0.000573597j -0.0011276+0.00159882j -0.00127231-0.00153336j -0.00458102+0.00179948j -0.000278364-0.0014184j -0.00251377+0.0028592j -0.00656594+0.00261953j 0.00187027-0.0032564j -0.00635526-0.00586367j 0.010202+0.00482998j 0.00293064-0.0106046j -0.00034472+0.0050606j 0.00263132-0.00717393j 0.000459282-0.00378715j 0.000494795-0.00319365j 0.00236678+0.000163018j 0.00289931+0.000317671j -0.00294852+0.000243805j -0.00890448+0.00138877j 0.00424025-0.000685055j -0.00247105+0.00375777j -0.00390299+0.00465509j 0.00248812+0.000530149j -0.00623093+0.000699725j 0.000898953-0.0136665j -0.00206376-0.000469233j 0.00370511-0.00977682j 0.0045043+0.00312168j 0.00252993+0.0128649j -0.00395387+0.000668028j -0.0122024+0.0101285j 0.00408932+0.00663138j 0.00761726+0.00435418j 0.0027995+0.00418798j -0.00177082-0.00589041j -0.00508132-0.00301031j -0.000663226+0.00281891j 0.00108339+0.0041454j -0.00227353+0.00071758j -0.00427317+0.00172328j -0.000888076+0.00727181j 0.0044131-0.00242412j -0.00311134-0.00685583j -0.00589968+0.00433011j -0.0112309-0.0066328j 0.00111558-0.00781507j -0.00878366+0.00846583j 0.0171871-0.0413911j 0.012492+0.0054598j -0.026556-0.00756866j -0.0355775+0.00156913j 0.00700657+0.00615167j 0.0131892-0.0118319j -0.00807401-0.000942021j -0.00487548+0.0013536j 0.00401687+0.00992896j 0.00576791-0.0075917j -0.00952844-0.0164317j 0.00345515-0.00469428j 0.00626256-0.00135715j 0.000381887+0.00145198j 0.00314474-0.00584254j -5.95491e-05-0.00341896j -0.0119909+0.00916281j -0.00938947-0.00560234j -0.00554317-0.00590691j 0.00509964-0.00829964j 0.000313822-0.000648112j -0.00914626+0.00567867j -0.00738254+0.000653887j -0.00469233+0.0105616j 0.00193513+0.0059861j -0.00378339+0.0055226j 0.00576215-0.00500946j -0.00909619-0.00541903j 0.00697587+0.00831105j 0.0132413-0.0223471j 0.0014224+0.00321508j 0.0085142+0.00421921j -0.0129858-0.00161047j 0.0341598-0.0076911j -0.00402227-0.00714983j 0.0161749+7.13429e-05j 
0.00152243-0.00553778j 4.08833e-05+0.000978254j -0.0096031+0.00397226j -0.00264092-0.00075536j -0.00079676-0.00360526j -0.00496477+0.00271409j 0.00451243-0.0066236j -0.00216201-0.0148127j -0.00867958+0.00247375j -0.00787216+0.00873478j -0.00140499+0.00379848j -0.00494963-0.010664j -0.00158179-0.00987187j -0.0116918+3.39245e-06j 0.0019098+0.00849564j -0.00154211+0.00101806j -0.0066655+0.00099951j -0.00142317+0.00710691j 0.00328886-0.0046688j 0.000345546+9.61617e-06j -0.000150217+0.00439902j 0.00265006-0.000162143j 6.27162e-05-0.000685369j -0.000906821+0.00161254j -0.000430898-0.000625486j -0.000457599-0.00108457j -0.000800136-0.000421232j 0.00153731-0.000528433j -0.00015066-7.8925e-05j -0.000382945-0.00132131j -0.000620168+5.79648e-05j -0.000598704+0.00120487j 0.000293421+0.00169854j 0.000106797+0.000395036j 0.00106769+0.000130053j -0.000719629-0.0015742j 0.00510411+0.00499624j -0.010604-0.000606284j -0.000608254-0.00246849j 0.00192067-0.00411861j -0.00241321-0.00119364j 0.00449572-0.00253152j 0.00216183+0.00278348j -0.00370614-0.0150518j 0.0150351-0.00108455j 0.00474578-0.000956122j -0.00421549+0.0108212j 0.00114582+0.0077506j 0.00159504+0.00347243j -0.000936208-0.0106999j -0.0010555-0.00688429j -0.0109909-0.00200907j -0.00810277+0.0084022j 0.00872311-0.0140277j -0.00320751+0.00703784j -0.00239828+0.00341197j -0.00815571+0.0051797j -0.0162445-0.00157723j 0.00588233+0.00173298j 0.00782471+0.000452886j 0.00147139-0.00143186j 0.00169895-7.18341e-06j 0.00179091-0.00274978j 0.0013562+0.000607045j -0.00167177-0.00147373j 0.0147693+0.0091409j -0.00932265-0.0112902j 0.00640084-8.54185e-05j 0.0247215+0.0163521j 0.00731729-0.00414863j -0.00339583-0.0171355j 0.0036595+0.000970956j 0.0030598-0.000129594j -0.000988564+0.00694497j -0.000625337+0.0119596j 0.000371846-0.00161922j 0.00158819-0.00708647j -0.0129396+0.0124956j -1.00988e-05-0.00159286j 0.0269999-0.00539466j 0.000664321-0.00371436j 0.00451582-0.00607192j 0.00103808-0.0003177j -0.000958386+0.00111466j -0.00311024+0.00372911j 0.000588251+0.00393521j 0.0013033-8.46016e-05j 0.00154087-0.00389883j -0.0026413-0.000709985j 0.00121392-0.000102321j -6.57781e-05-0.000633046j 0.000131775+0.00122509j 0.000987827+0.000459092j -0.000230779-0.00144817j 0.00270683+0.000645942j 
0.0101088-0.00012403j -0.00411607-0.00571875j 0.0152733+0.00201624j -0.00635027-0.00238744j 0.00887923+0.0010439j 0.00131959+0.00550285j -0.00105475+0.00408226j -0.000175474+0.00426615j -0.000739159+0.0020572j 0.00192252-0.00639519j -0.00451135+0.00338684j -0.011751-0.00215707j -0.000503143+0.000445203j 0.00498613-0.000882388j 0.00262535+0.00626657j -0.00146308+0.00484944j 0.000119527+0.001205j -0.00203263-0.000350915j -0.00352202-0.000108046j 0.00778315-0.0154j -0.00900205+0.00799117j 0.00568426+0.00303466j 0.00479302+0.000248114j -0.00256936+0.00663691j 0.00319638-0.00709176j 0.00199026-0.0062286j 0.00212483-0.00597741j -0.000662395-0.000936447j -0.00332069+0.00123229j 0.00529407+0.00305615j 0.00756331+3.39435e-06j -0.00117357-0.00368338j -0.00616787+0.000943297j -0.00317754+0.00347042j 0.000746771+0.0053604j 0.00755228-0.00823254j 0.00322073-0.00237107j 0.0124771-0.00471236j 0.0176773-0.00823668j 0.00325633+0.000153353j -0.0140929+0.000749989j -0.00730995-0.0128626j 0.0159531-0.00166535j -0.00764703+0.00187236j -0.0151041-0.00448117j -0.00595429+0.00120298j 0.00452694+0.0159581j -0.00459119+0.0113187j 0.0065988-0.00273463j -0.0136984-0.00678491j -0.0150864+0.00201493j 0.000990741-0.00891634j 0.0145814+0.000964057j -0.0107581-0.000855385j -0.0113438-0.00826092j -0.00118367-0.00177707j 0.0058733+0.00699352j -0.000438789-0.0045184j 0.0112462-0.00934771j -0.0232538+0.00791495j 0.00595489-0.00639403j 0.0154518-0.0132041j 0.00276887+0.0073633j 0.00545976-0.00440708j 0.00336307-0.00121755j -0.00922424+0.0063623j 0.0146512-0.00692972j 0.00496864-0.0170079j 0.000708632+0.010664j 0.00755549-0.0120291j -0.0115268-0.00575503j -0.0342432+0.0164812j -0.00900921-0.00771062j -0.00419048-0.00221601j 0.00999607-0.00110052j -0.00764276-0.00283603j 0.0294062+0.0134427j 0.00719979+0.00229497j -0.0020264-0.00319694j -0.0117877+0.0075906j 0.00260744-0.00218779j -0.00911758-0.000773145j 0.0224809+0.0122717j 0.00285424+0.00512257j -0.00640214+0.00534342j -0.0112957-0.00207189j -0.0060891-0.00348823j -0.00235557-0.00353309j -0.00570956+0.000751346j 0.00177048-0.00206123j -0.00136415+0.00123796j 0.000242272+0.00101679j 0.00985263+0.00236694j 0.0029972-0.00646969j 0.0164655+0.00384976j 
0.0158483+0.00362361j 0.0138695+0.0011938j -0.012934-0.000859591j -0.00741186+0.00427359j 0.00297855+0.00195862j 0.000495101-0.00533501j 0.00150014+0.00607569j -0.00178916+0.00385929j -0.00162372+0.00728349j 0.00187013+0.0022841j -0.0011195-0.0189605j -0.00809573+0.00281007j -0.000404507-0.00552757j 0.00269327-0.00179295j 0.00229883-0.00611721j -0.0025226+0.00471628j 0.000203757-0.00423945j 0.00022515+0.00286647j 1.52231e-05+0.000477912j 0.00379134-0.00393667j -0.00378086+0.00641224j 0.00114555+0.00310585j 0.00312287+0.00231595j -0.00169582+0.00424408j 0.00157533-0.00134469j 0.0010565-0.00213632j 0.00205906-0.00335762j 0.00271903-0.000965175j -0.00364012+0.000303737j 0.00305283+0.00326807j 0.00575324-0.00190892j -0.00139142-0.00326558j -0.00344984-0.00124152j -0.00108663-1.81679e-05j -2.89283e-06+0.00125596j 0.00627496-0.00367536j -0.000980144+0.000407408j 0.0174291+0.0112323j 0.00865914-0.00194481j 0.00106885-2.01093e-06j -0.00869565-0.00173395j -0.000556771-0.00163709j 0.0101062+3.5219e-05j -0.00572307+0.00293936j 0.00630407+0.00414673j 0.00192072+0.00151708j 0.0044731-0.00503219j 0.00566811-0.00747927j 0.00683455-0.00679747j 0.00689476+0.0120322j -0.0022086+0.0100437j -0.00634144+0.000678913j 0.00259491-0.00361884j -0.00341247+0.00415513j -0.00555361-0.00575024j 0.000999783-0.0030115j -0.00881409+0.000489702j 0.00276449-0.0058319j 0.00692543-0.00399222j -0.0122381+0.0127702j 0.00129877-0.00261438j 0.00811401-0.00468843j 0.00622339+0.00504138j 0.00368413-0.00438904j -0.00461227+1.79922e-05j -0.00668099+0.00280892j 0.00910517+0.000959366j 0.012854-0.0120876j -0.00180538+0.00218368j -0.00812823-0.0011685j 0.00931573-0.00877823j 0.00192192-0.0102527j 0.00162554-0.00295911j -0.000651457-0.0066878j 0.00153606-0.00708916j 0.0121532-0.00453418j -0.0131591-0.00338909j 0.0122626-0.00137705j -0.00161539+0.00159435j -0.000715346+0.00615883j 0.00357871+0.000575927j -0.002197+0.000170173j 0.00993871+0.00401105j 0.000112645+0.00190073j -0.000427826+0.00144238j -0.0101751-0.000455356j -0.000693716-0.00114024j 0.00293272-0.00618241j -0.00352998+0.00184272j 0.00262145-0.000586213j -0.00090485-0.000160002j -0.000981689+0.000944789j 0.00256197+0.00170136j 0.00479131-0.00222124j 0.00498866+0.00247862j 
0.00346006+0.00464787j -0.00346356+0.000382519j 0.0162877+0.00114351j -0.00304079-0.00288965j 0.00535981+0.0017516j 0.000819643+0.0033498j -0.0012044+0.001325j 0.000906086+0.00304129j -0.00294376-0.00198892j -0.0010523-0.00707166j 0.000471739+0.0106642j -0.00404201-0.000362198j 0.000104557+0.00341011j 0.000912479-0.000634338j 0.00233271+0.00683811j 0.000257335+0.00119953j -0.00248271+0.00454721j -0.00176898-0.00180683j -0.00345426+0.00112489j 0.00368878-0.00798633j -0.00147254+0.00589839j -0.000450312+0.000302818j 0.00252095+0.00342082j -0.0019289+0.00404337j 0.00123242-0.00146082j 0.000525389-0.000355668j 0.00253047-0.00143019j -0.00174229+0.000140803j -0.00271724-0.000688836j 0.00246905+0.00176335j 0.00444986+2.93118e-05j -0.000384732-0.00322094j -0.00323168+8.06204e-06j -0.00028929-0.00073017j -0.00212559+0.00080609j 0.00500888-0.00487152j -0.00263639+0.000679207j 0.0236837+0.0167552j 0.00685549+0.000510047j 0.000105114-0.00070079j -0.00786727-0.000424615j 0.00524062+0.00351329j 0.00665956+0.00258055j -0.00392697+0.00482624j 0.0150109+0.00699717j 0.00750972-0.000996458j 6.15746e-05-0.0128212j 0.00715484-0.0166063j 0.0144209-0.0064364j 0.0126355+0.017285j 0.00748103+0.0156179j -0.0135697+0.0048825j -0.00224715-0.0043101j 0.00117887+0.00553178j -0.00417717-0.00463057j -0.000620607-0.00488323j -0.0175001-0.00182248j 0.00285008-0.00833392j 0.00482773-0.00225857j -0.00748053+0.0122041j 0.00299078-0.00183788j 0.00241134-0.00235878j 0.00411081+0.00398452j 0.00380089-0.00368429j -0.00878187+0.000724671j -0.00506996+0.00282394j 0.00968312+0.00626513j 0.019536-0.011197j -0.00153719-0.00127257j -0.0135359+0.00413234j 0.0161508-0.0138377j 0.0150925-0.0241139j 0.00525758-0.0011433j 0.000809933-0.00878986j -0.00334658-0.00800505j 0.0203111-0.00738471j -0.032558-0.00589082j 0.0131741-0.00312647j -0.00119963+0.00414274j 0.00547058+0.00553632j 0.00403106+0.00228463j 0.000719764+0.000193183j 0.00552426+0.00557302j 0.000336627+0.00287386j -0.00028957-0.000629048j -0.00933707+0.000447073j 0.00140826-0.00105085j 0.00596552-0.00647841j -0.001469-0.000684817j 0.00329348+0.000104681j 0.00129035-0.00138177j -0.00419528+0.00202703j 0.006326+0.000568687j 0.00571203-0.00339048j 0.00583985+0.00291317j 
-0.00573736+0.00263893j -0.004429+0.00200682j -0.0116988+0.00646265j 0.00294037-0.00277586j -0.00383223-0.00690681j -0.00467023-0.00268115j 0.00127655-0.00145941j 0.00225904-0.0061951j -0.0042529-0.00180927j -0.00396288+0.00649482j 0.000581714+0.00192405j 0.00213544-0.00013431j -0.00153333-0.00456635j -0.00674419-0.000528997j -0.000309258+0.00429156j 0.000113133-2.25653e-05j -0.00392418+0.000411358j -0.00213944+0.0043161j -0.00687434+0.00325188j -0.00449548+0.0062558j 0.0119729+0.00425673j -0.00127845-0.00603081j -0.00571554+0.00164957j 0.000525098-0.00436386j -0.00447583+0.00107162j -0.0013145-0.00176956j 0.000386851+0.00210433j 0.00176435-0.000892157j 0.00268812-0.00166852j -0.00436451+9.23436e-05j -0.00545831+0.000334827j 0.000389099+0.00139392j 0.0048199+0.000445931j 0.00547897-0.0032425j -0.00565512+0.00217853j -0.0101542+0.00128496j -0.00522202-0.00823768j 0.000915594-0.0044735j -0.00699223+0.000958617j -0.000265942-0.00691209j -0.0034794-0.00108958j 0.00240093+0.0135466j -0.00715873-0.00251716j 0.00417746+0.00731916j -0.0134793+0.00542405j 0.00328777-0.0107125j -0.00917815+0.00283564j 0.00294701-0.00361148j 0.00262314+3.19477e-05j -0.00393236+0.00264288j -0.00399684+0.00543513j 0.00770008-0.000217033j -0.00460533-0.00461142j 0.00702378+0.00659821j 0.0180624-0.000314925j 0.00348012-0.000508227j 0.00500527-0.00690689j 0.00573093+0.00611113j -0.0025146+0.00886128j 1.30377e-06+0.000365839j 0.00279189+0.00147729j -0.00726945+0.00703539j -0.00197247-0.00640969j -0.00463454+0.00574671j -0.0119127+0.00124337j -0.00439622-0.00585309j 0.00474988+0.0150825j -0.0102095+0.00575001j -0.00911886-0.0104178j 0.00320168+0.0152373j 0.00474641+0.019275j -0.00367864+0.0048456j -1.42975e-05+0.00720236j 0.00354629-0.000971349j 0.00195938+0.00527756j -0.00502616-0.00154455j 0.0029306+0.000222618j -0.000883002-0.0101094j 5.04049e-05+0.00606028j -0.012876+0.00298774j 0.000912583-1.83099e-05j 0.00219168+0.00849205j -0.00761897+0.00383659j 0.0107024+0.00667953j 0.00179953-0.0062288j 0.00471878-0.00358874j 0.00326964+0.00596316j -0.00164931+0.00824289j 0.00297135-0.00656233j -0.000813737+0.000447243j 0.00432608-0.00377201j -0.000958642+0.00642868j 0.00370102+0.00158421j -0.000967069-0.0015141j 0.00832027+0.00467664j 
-0.00260502+0.00888674j -0.00499986+0.00397731j 0.00191652+0.00167746j 0.00360726+0.00126999j 0.0038928-0.00359938j 0.00138875-0.00342556j -0.00433499+0.0094478j 0.00655127+0.0123274j 0.00800896-0.00338353j 0.00414201-0.00849104j 0.000420283-0.00504653j 0.00516729+0.00957504j 0.0017492+0.00684873j 0.0111132-0.00262845j -0.00383993-0.00435465j 0.000391022+0.00094204j 0.00440659-0.000684138j -0.00275919-0.00156036j -0.0112052+0.011062j -0.00291564-0.00237606j 0.00382481-6.49545e-05j -0.000949631-0.00230479j -0.00214288+0.000229261j -0.00158657-0.00157723j -0.00081245-0.000595912j -0.00135545-0.00519448j 0.00260363-0.00287809j 0.000562954+0.000597574j 0.000557848-0.00142906j -0.0024704+0.00385602j -0.00196223+0.000626026j 0.00105095-0.00223038j 0.00228271-0.000323594j 0.0036476-0.00241005j -0.00273655+0.00362093j -0.00440865-0.00240799j 0.00137027+0.00291703j -0.0038549-0.00303449j -0.000251319-0.00461437j 0.00253567-0.00424375j -0.0063548-0.00150288j 0.00344775+0.003424j 0.00246144+0.0021477j -0.000925569-0.00707923j 0.0045153+0.000641208j 0.00687883-0.00543981j -0.00933325+0.00842001j 0.00611729+0.0070653j 0.00493008-0.00297477j -0.00442246-0.00732877j -0.00393029+0.0029205j -0.00615265+0.000233187j -0.00575278+0.0070589j 0.0037151-0.0112874j 0.00519003+0.00144371j -0.00135389+0.00292842j -0.00460313+0.00533235j -0.00851991+0.00143468j 0.00488284+0.0057063j 0.000849161-0.00160542j 0.00469206-0.000171184j -0.000512476-0.000187641j 0.00086781-0.00700132j 0.000289634+0.00131176j -0.00639235-0.000768498j 0.00628953+0.006439j -0.00696329-0.00950058j 0.00412688+0.00229589j 0.0143561+0.0122384j 0.00457821-3.85538e-05j -0.00113171-0.0132673j -0.00079093+0.000785028j 0.00117193+0.0012907j 0.00100395+0.00634661j 0.00313422+0.0154913j -0.0015037-0.00297367j 0.000695016-0.00968343j -0.00481259+0.00746665j 0.000171148+0.00183944j 0.0118165-0.00842715j -0.000437485-0.00280657j 0.00175729-0.00920463j 0.00172885+0.00522068j 0.00440571+0.00708462j -0.00137825+0.00510444j 0.000198869+0.00279745j 0.000600914+0.00413888j 0.000271573-0.00314812j -0.000829852-0.0041444j 0.000816016-7.61728e-05j 0.000846857-0.00269436j 0.000536345+0.00512591j 0.0043547+0.003434j -0.000187102-0.0028263j 0.0100033+0.00329772j 
-0.00104852+0.00506647j -0.000834154-0.00261908j -0.00118376+0.00192814j 0.00155582-0.00609036j -0.000889849-0.00584871j -0.00574099+0.00196433j -0.00318282+0.000346948j 0.00354547+0.00159711j -0.00456448-0.00120258j 2.1332e-05+0.000526274j 0.00028843-0.00161383j -0.00437865-0.000243139j -0.00125379-0.000787432j 0.00148615-0.000364205j -0.000210855+0.00267131j -0.000487657+0.000688954j -0.00118481-0.000607805j -0.00455852-0.00162815j -0.00631936+0.00174334j 0.00234402-0.00284074j 0.00107782+0.0026179j 0.00264561+0.00335638j 0.00487848+0.00227205j -0.00440727-0.00253952j 0.000988582-0.00453019j -6.23784e-05-0.00622046j -0.000310603-0.00366048j 0.000471482+0.000461374j 0.000413149+0.00127046j -0.000398002-0.000328496j 0.00241473-0.00198497j 0.00174332+0.00293198j -0.00404815+0.000889933j 0.00181891+0.00117385j -0.00754794+0.00242407j -0.000576963-0.00854578j 8.05998e-05-0.00437779j 0.00560226-0.000808934j 0.011349-0.00171012j -0.00733721-0.00128401j -0.00823535+0.00503386j 0.00418721-0.000973243j 0.00152733+0.00228068j -0.00542011+8.27474e-05j -0.00300297+0.00660021j 0.00179732-0.0136532j -0.0102221-0.000530604j 0.00556436+0.00245712j 0.00940204+0.00124026j 0.00133578+0.00139447j -0.0188244+0.0056182j -0.00164838-0.000663831j -0.000968364-0.00254118j -0.00122459-0.00141583j -0.00583161-0.000691319j -0.0099383-0.00328528j -0.00347356+0.00092276j 0.00185923-0.00516723j 0.00262761-0.00787356j -0.00643128+0.00039107j 0.0147313-0.00153019j 0.00448059-0.00300705j -0.00797897-0.00252306j 0.00265632+0.00304118j 0.000142135+0.00964499j -0.00216112+0.00201012j 0.011809+0.00224701j 0.0166386+0.00143899j -0.00173879+0.00122616j 0.00807127+0.00282856j -0.00983927-0.00505714j -0.0010606+0.00216211j -0.00638197-0.000696814j 0.00139838-0.000360777j 0.000724675+0.00482124j 0.00195255-0.000278358j 0.00121061-2.2379e-05j 0.00399117+0.00200217j 9.12891e-05+0.00928355j 0.000950978+0.00205977j 0.0013471+0.0024881j -0.00253571-0.0027039j 0.00495741+0.00804991j 0.00559116+0.000639429j -0.00614847-0.000244424j -0.003469+0.00628927j -0.00278914-0.00263996j 7.79517e-05+0.0116636j 0.003553-0.00782838j 0.000207877-0.00054597j -0.000524062-0.00086857j -0.000976554+0.0011894j 0.0129683-0.00337759j -0.0060388-0.0128319j 0.0261661+0.00294975j 
