-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
0.0139265-5.2336e-05j 0.0056477-0.0110276j -0.0228103+0.00638144j -0.0151082+0.0236545j 0.0119562+0.00388307j -0.0036828-0.00214768j 0.00249748-0.00574933j 0.0187834+0.0116291j -0.0149067-0.0015317j -0.0135507-0.0300696j -0.0135444+0.0235736j -0.00383742+0.00220395j 0.0191871+0.0149227j -0.0238842+0.00623997j -0.00955675+0.010826j 0.0162971+0.00869474j -0.0100794+0.0172103j -0.00632128-0.0112225j 0.00621312+0.00710983j 0.0121671-0.0233986j 0.00114858+0.00703502j 0.00045563+0.0133833j -0.00154508+0.00428933j 0.0268497+0.0105431j -0.0052579-0.0143896j 0.0284627+0.00976212j 0.0258189-0.00885734j -0.0178392+0.00129267j -0.00846954+0.00941396j 0.00464988+0.00596936j -0.0104249+0.00942317j -0.00759883+0.00410338j -0.0150479-0.000785595j -0.00196171+0.00323403j -0.014585+0.00149458j 0.00187028-0.0173071j -0.0157497+0.0495205j 0.051333+0.0153846j 0.0228613-0.0206879j 0.0148666-0.0173937j -0.00777004+0.0073367j -0.00571382-0.0255517j -0.106046+0.084322j 0.34144-0.0668922j -0.0860424-0.197773j -0.0759033-0.0512866j -0.0134086+0.0347482j -0.118448-0.0726359j -0.0710649-0.0397287j 0.0597785-0.0970852j 0.0668466-0.0364789j -0.00714567+0.173065j -0.176061+0.0188568j 0.257983+0.128259j -0.177023-0.00657912j -0.0525326-0.0379459j -0.0402858+0.0884113j -0.0519422+0.00341363j 0.0152692+0.0385397j 0.000332736-0.0475518j -0.00215469+0.000217345j 0.0472457+0.0189066j 0.0464097-0.00809015j 0.0141345-0.0411505j 0.00766824+0.0761583j -0.0806515-0.0908417j 0.0481563-0.00882148j -0.0621495-0.238823j -0.134336-0.020146j 0.0122241+0.0633741j 0.189934-0.0921059j 0.131475-0.134933j -0.0118053-0.0922278j 0.00907556-0.00291543j 0.00896037+0.0288579j 0.00695952-0.0647214j 0.209642+0.234573j -0.0384019-0.0584595j 0.0103497-0.0386726j -0.0214834-0.107428j -0.014086+0.0311012j 0.0347098-0.113583j -0.00125602+0.0640534j -0.000668276+0.0464637j -0.0188732-0.015417j -0.0519272-0.0282598j -0.00075302-0.00461256j 0.0343944-0.00343724j 0.00183152+0.00517301j -0.00169464+0.00185935j 0.0122665+0.00851072j -0.0148183-0.022426j -0.00791429+0.0252989j 0.015921+0.0271757j 0.00709721+0.00458848j 
0.0350869-0.0093812j -0.0154318-0.0092304j 0.0255646-0.0132228j -0.00213779+0.0291999j 0.02213+0.005835j -0.00191338-0.0355065j -0.028946+0.0108966j -0.0132018-0.0214421j -0.014316-0.005152j 0.00825305-0.0242086j 0.000806162+0.00041641j -0.00776687+0.0371039j 0.00337583-0.0253777j 0.0237103+0.00452549j -0.0352056-0.00182198j 0.0132727+0.0246866j -0.0167814+0.00337194j 0.00989717-0.012882j 0.0149479-0.0391927j 0.0301943-0.0625688j -0.000639935+0.0212983j 0.00176472+0.0156428j -0.0309556-0.00306435j 0.0372582-0.023298j 0.0359454-0.0242432j 0.0224661+0.0395436j 0.0216792-0.00262376j -0.0191623+0.00625659j -0.0169809+0.01318j 0.0276777+0.0503322j 0.0247056+0.00588355j -0.0332699+0.0214642j -0.0357836-0.0165516j -0.0207806-0.0426718j 0.00517574+0.0231469j 0.0486075-0.0159619j -0.062777-0.0491631j 0.121767+0.00185653j 0.0542095-0.0195237j -0.156784-0.041892j -0.0518685+0.0136168j -0.0840741+0.0154349j 0.0445718+0.0029752j -0.0303217-0.0449106j 0.0113072+0.0126881j 0.0171647+0.0782489j 0.239827+0.0441715j 0.109191-0.0148221j 0.0564866+0.0121234j -0.106055-0.0377056j 0.0152797-0.0163576j 0.116608-0.0199569j 0.0820601-0.0407772j -0.181125+0.0141589j -0.0647407+0.0674342j -0.0638295-0.0915942j 0.00264316+0.00270275j -0.0416836+0.0429693j 0.000275068-0.0177757j 0.050486+0.0967305j -0.0310858-0.0244638j 0.0895469-0.222817j 0.077914-0.0661174j 0.0182917-0.0755107j -0.10093+0.0412723j 0.079863-0.102104j 0.0509593-0.0110858j -0.0207005-0.0908656j 0.0296058+0.0586447j -0.0727446-0.17915j 0.0540987+0.113854j 0.070358+0.0254642j -0.00171913-0.111794j 0.0273246-0.026285j 0.141787-0.12234j 0.0295239-0.0899852j 0.165744-0.0533684j 0.110789+0.107718j 0.0134601-0.0656664j -0.0280143+0.00764935j 0.0344728-0.0348245j -0.00116717-0.151408j 0.0404811+0.0306807j 0.00758257+0.00807217j -0.0317141-0.00451048j -0.0133524-0.118373j -0.0236119-0.0150954j 0.014712-0.020588j -0.0194986-0.0514804j -0.0128789-0.0148065j -0.00980096+0.0263487j 0.0192847-0.0516341j -0.0451702-0.0110644j 0.00555644+0.0707866j -0.00893612-0.0226396j 
0.00186679-0.0132074j -0.00654219-0.00401118j 0.0263736-0.034525j -0.0220739+0.0194948j 0.0118089+0.0213633j -0.0032135-0.00657205j -0.0114635-0.0130177j -0.0115885-0.006099j 0.00625827+0.0321669j 0.0123843+0.00140502j -0.018557+0.0261313j -0.00659361+0.0146851j 0.0194326-0.0142611j 0.00984295-0.0209558j -0.0114562-0.00179286j -0.0265816+0.0197529j 0.0110741+0.013161j 0.00465513-0.00907918j -0.0177017-0.00906276j 0.0260347-0.0158136j -0.0170537+0.0240125j 0.0139134+0.0336102j -0.00667389+0.0164854j 0.0293638+0.0257253j -0.00161996-0.00129339j 0.015041+0.0283915j 0.0179741+0.00760642j 0.00434672+0.00140329j -0.00201246+0.0126866j -0.0136041+0.0378036j 0.00142067-0.0214263j -0.0174729+0.00580332j -0.0371712+0.00642863j -0.0128588+0.0124371j 0.0102657+0.00637339j 0.0118323-0.0182931j 0.138459+0.0489681j -0.0320132-0.00372058j 0.0226916-0.047122j -0.00781246-0.0456809j -0.0338011+0.00492768j -0.0879417-0.0516037j 0.0294906+0.0405304j -0.045299-0.0427532j -0.0320951+0.0298113j -0.0222668+0.0241964j -0.00495513-0.0339027j -0.089559-0.0531395j -0.0985976+0.00576337j -0.0294379+0.0576086j 0.00932348+0.0586776j -0.0313311+0.0655433j -0.0369595-0.0373573j -0.0621655+0.0478881j 0.00763004-0.0147843j 0.0441531-0.0424336j -0.00143246+0.0275731j 0.133393-0.0861738j 0.025287+0.0283955j -0.0617601-0.0568883j -0.0190673-0.0803532j 0.08867+0.168251j 0.0068107+0.148032j -0.0353783-0.0457259j 0.00729064+0.166205j -0.0850976-0.0547681j 0.0156294-0.185653j -0.17193+0.00549644j -0.0113666-0.0517495j 0.0594727-0.0324219j -0.0427915+0.0697561j -0.195291+0.0969336j 0.103473-0.00962503j -0.0231897+0.0761423j -0.0147722-0.0248584j -0.0520996+0.00664423j 0.0495079+0.0208299j -0.0138304+0.0867541j 0.0391918-0.0880793j 0.0167122-0.0624896j 0.00399522-0.00518184j 0.0620848+0.119764j -0.00955454-0.0300592j 0.00480849-0.0572583j -0.0674262-0.0247415j 0.017708-0.0120415j -0.0369565+0.00550864j 0.0329185-0.0498998j 0.0374936+0.0980363j -0.0227086-0.0505307j -0.0190911+0.0164978j -0.00204209-0.0460327j -0.0104503+0.0267105j 0.0417729+0.0717893j -0.0231954-0.0209442j 
0.0149836-0.00786528j -0.00316149+0.0187228j 0.00859281-0.00638213j -0.0265284+0.0107422j 0.0144984+0.00641353j -0.0123821-0.00662424j 0.00719764+0.0120642j -0.00641742+0.00289598j -0.00036323+0.0250661j 0.0147509-0.0239241j -0.00300449+0.0174606j -0.0313703+0.0390813j 0.0203886-0.0289871j 0.0261262-0.0305248j -0.0234957+0.0015059j -0.0319039+0.0317869j 0.00536461-0.00458182j -0.0250612+0.0229126j 0.0226826-0.012096j 0.0213067-0.0584085j 0.031572+0.038152j 0.000481777-0.0135627j -0.002066-0.0174793j 0.0454671-0.0462655j -0.0289531-0.0312795j 0.020364+0.0407483j -0.00497619+0.00611215j -0.0078125+0.0105136j -0.008955+0.00419847j 0.0239642+0.0189115j 0.0490972+0.00896571j -0.0605742+0.0135803j -0.0291716+0.037701j -0.0341029-0.0064248j 0.0649277+0.0768942j 0.0250951-0.0174631j 0.0895716+0.0179089j -0.0732611+0.0478492j 0.0185222-0.039158j -0.0637657+0.00651436j -0.017694-0.0214243j -0.0440734-0.0706489j -0.0101862+0.021542j -0.045793+0.0668588j 0.102849+0.0841596j 0.0878272+0.0243537j 0.0269484+0.0358108j -0.143291-0.126123j -0.0849206-0.04318j -0.0165203-0.00305189j 0.023297+0.0476751j -0.00789757-0.0591734j -0.079761-0.0268656j -0.026739-0.039913j -0.0911269-0.0248005j -0.0498336-0.0472303j -0.00884378-0.0812854j 0.0119652-0.00536957j 0.0991318+0.0656364j 0.00435391-0.140462j -0.0386967-0.0828279j -0.0878305-0.0189004j -0.0798129+0.286732j 0.0832532-0.0478838j -0.100649+0.0147311j -0.0163478+0.0607858j -0.0252989+0.00693659j -0.0207318+0.0642706j 0.104041-0.0231032j -0.100846+0.00554237j 0.0279259-0.00573775j -0.0839544-0.0394836j 0.0308351+0.0341082j -0.105539-0.0312258j -0.0246538-0.0248753j -0.0470407+0.0317329j -0.0982254-6.94883e-05j -0.0842316-0.0310371j 0.0341387-0.192368j 0.0339554+0.0469755j -0.11073-0.0534741j -0.0346668+0.0763922j 0.0104963+0.0370315j 0.0560988+0.00923523j -0.0787887+0.0606225j 0.00774038-0.0174135j -0.101807+0.071901j -0.013257-0.102993j 0.0433954+0.0106976j 0.00274979+0.0062924j 0.0295783-0.0166684j -0.0561644+0.00639701j 0.0573238-0.0108018j 0.0697739+0.0530802j 0.0600415+0.0331414j 
0.000733631+0.000209267j -0.000958695-0.0205475j 0.000124686+0.0132596j -0.00546323-0.00943804j -0.00614909-0.0182494j -0.0108072-0.00243611j 0.0305736-0.024393j 0.0181328-0.0251232j -0.0229707-0.0179119j -0.00910585+0.00187361j 0.0301818+0.00382943j 0.019922+0.00526717j -0.0147855-0.0144392j -0.0127572+0.00976338j -0.00606266+0.000243831j 0.0116262-0.010524j -0.00600483-0.00165895j 0.00540589-0.00748774j 0.0184502+0.0036645j 0.00423512+0.0242654j 0.0245452+0.00413316j -0.0330857-0.00599196j 0.00695861+0.00179843j -0.00149714-0.00189073j -0.0279262+0.0336507j -0.0115514+0.015675j 0.0102689-0.00511723j -0.00872141+0.00698811j 0.00603956+0.00300076j -0.0162291+0.00353158j 0.0132477+0.0120489j -0.00177964+0.000318592j -0.0272077-0.00149211j -0.0173148+0.00199508j -0.0229057-0.00191144j 0.0330666+0.00998976j -0.0171102+0.018882j -0.0764948-0.0294375j 0.00949433+0.0263116j 0.00273676-0.0219725j 0.0243964-0.00990918j -0.0613597-0.0545512j -0.176444-0.0259365j -0.0538188+0.0087829j 0.0869004-0.0399043j -0.00154382+0.0159804j -0.0135166+0.00987476j -0.0648542-0.0612559j -0.030094-0.0330349j 0.0614917-0.153336j 0.0883258-0.0978393j 0.0633294-0.0159708j 0.00227658+0.0181971j 0.142629-0.00625678j -0.0646603-0.0120976j -0.0569018+0.0487816j 0.0307565-0.112371j 0.0475758-0.00823282j -0.0681475-0.0189459j 0.248463-0.158992j -0.00398163-0.0117206j -0.0344597-0.154232j -0.0301122-0.146818j -0.0083236-0.013057j -0.00122557-0.0229368j 0.00297883+0.0321997j 0.0900043+0.219837j 0.10356+0.154946j 0.0268251-0.118336j -0.0802886-0.0665877j 0.105895+0.0466133j 0.251373-0.198641j -0.0250373+0.0536722j -0.0247818-0.0782541j -0.0208525+0.0197205j 0.0115747+0.04678j -0.0349041-0.0329076j -0.0163983+0.061063j 0.0195203-0.0528032j 0.033696-0.0813153j -0.0292053-0.00774953j 0.101087-0.0030067j -0.048198-0.0485161j -0.0254015-0.0140033j -0.0370678+0.0566117j -0.0109164-0.0522379j -0.0460809+0.0746268j -0.000649571-0.0282082j 0.0512907-0.0280169j 0.00813536+0.0383292j -0.00897471-0.0483092j -0.0329238-0.0104487j 0.0217773-0.0776506j 0.0307774-0.000185643j 0.00352212-0.00785292j 
-0.00137841-0.00887019j -0.0428328+0.0278001j -0.0401395+0.0309158j -0.0012559+0.0364304j 0.0528853-0.0313537j 0.0122897+0.0036065j 0.00979961+0.0388016j 0.0181536+0.0158862j 0.0319371+0.0186974j -0.0349469-0.0264187j -0.007559-0.0272886j -0.0194309+0.00188955j -0.0111003-0.0146536j -0.00837632-0.0186316j 0.00449352+0.0516352j 0.0168836+0.0273788j 0.0191501+0.0287967j 0.003448+0.0590726j -0.0501326+0.0376929j -0.0471078-0.0618356j 0.00181667+0.0566014j 0.0565384-0.0707046j 0.0153381-0.0230753j 0.0494271-0.000418675j -0.0292266-0.0446027j 0.0285641-0.0264801j 0.0141417+0.00941492j -0.00182225+0.000890465j 0.00167861-0.0116557j 0.0093841+0.0132126j -0.0227438-0.0202172j -0.0121886-0.0176547j 0.0076673+0.0438734j -0.0199535+0.0166625j 0.05734+0.00627079j -0.061314-0.0101761j -0.0719125-0.0527717j 0.00609966-0.0200102j -0.0765481-0.148076j 0.0558831+0.0356008j -0.0822605+0.0408279j 0.0646075-0.0191134j -0.0497124+0.000237414j 0.0114344-0.00920798j -0.0468585+0.0266155j 0.135582-0.192924j -0.0278771+0.0435488j 0.0246782+0.0688764j 0.0589036-0.00747818j 0.00811507-0.03858j -0.0617092+0.0400705j 0.0794567-0.0160422j -0.167357+0.0667286j 0.0251444-0.0185107j 0.139642+0.00710867j 0.0427784+0.0147166j -0.0175268+0.0198636j -0.0317739+0.0841359j -0.0333636+0.192655j 0.0227908+0.00940416j -0.0396246+0.0982766j -0.0909035-0.221423j 0.127005+0.162001j 0.0141983-0.0856938j -0.15663-0.146806j -0.0988107-0.0450995j -0.074321+0.0256379j -0.06486+0.0444618j 0.120752-0.0764118j -0.0734382+0.108976j 0.212399-0.100306j -0.0279522+0.0217725j 0.0500289-0.06254j 0.0673823+0.051227j 0.0325314-0.0417426j 0.0445305+0.0333183j -0.0155272-0.0497868j 0.0146098-0.00854954j -0.0331628+0.0361751j -0.00729897-0.0135153j -0.0488282-0.0460024j 0.0158181-0.0346382j -0.00892741-0.0045544j 0.00253856+0.012617j -0.0146648-0.0369947j 0.0259582-0.0657281j 0.0387183-0.122915j 0.0256761-0.0414585j -0.0208818+0.0158418j 0.0146547+0.0250151j 0.00476366-0.0328024j 0.0142662+0.102587j -0.0387529+0.0734988j 0.00319765+0.0334979j -0.0186817+0.0593701j 
-0.0142032-0.0152735j 0.0206885+0.0146439j 0.00743261-0.00975002j 0.0150192+0.0243125j -0.00955624+0.0207997j 0.0215555-0.00932764j 0.00657466+0.000628502j 0.00954208-0.00148204j -0.00530897-0.0194179j 0.00135532-0.000817339j -0.00650266+0.0124013j 0.00905731+0.0201554j 0.0126803-0.0045942j -0.00538477-0.00791071j 0.00577286-0.00486058j -0.0105006-0.00220628j -0.0103502-0.0176398j 0.0114546+0.00551621j -0.0147136-0.015063j 0.000190453-0.000955849j -0.0258824-0.00745136j 0.00625911-0.0241856j -0.0393637-0.00896784j 0.0129577-0.00782012j -0.0374268+0.0631927j 0.0158971+0.0702847j -0.0140453+0.02257j -0.00243287-0.000971148j -0.00474422-0.0162233j -0.0178869+0.0268523j 0.024937-0.00940713j 0.0163607+0.0266074j 0.0164654-0.0255133j 0.0462089-0.0450648j -0.00770465-0.108235j -0.035673-0.0218776j 0.017744+0.0454687j -0.0296971-0.000104197j -0.013461+0.0781902j 0.106457-0.0229014j 0.0516269-0.00452448j 0.0623594-0.0345376j 0.00578757+0.0150372j -0.0395154-0.0105167j 0.013321-0.00338084j 0.0169145-0.0745883j -0.00190869-0.12618j 0.00534251+0.0483728j -0.0117951+0.0174736j -0.040072+0.0167731j 0.00325865+0.00728304j -0.0369743+0.0441157j -0.0631561-0.0935918j 0.0772903+0.0109231j 0.124101+0.0080865j 0.0145554+0.0477821j -0.0297021-0.0316606j -0.0737918-0.0154076j -0.0313291-0.0155126j -0.0311784-0.0312185j -0.125432+0.0419221j -0.011764+0.0481761j -0.0459848+0.039761j -0.0628829-0.108924j 0.00910586+0.0630426j 0.0044008+0.00796895j 0.0234152-0.0125895j -0.0145522+0.0454905j 0.101374-0.0577929j -0.0326426-0.0334357j 0.13602-0.026769j -0.07294-0.00517547j 0.0419665-0.0653497j 0.0524395+0.0137932j 0.0619719-0.0586352j -0.0740822+0.0223362j -0.016741+0.0275269j -0.0243581+0.0262799j 0.128059-0.00442711j 0.00189447-0.00164227j 0.0936537+0.0705627j 0.00485978-0.0218363j -0.092638+0.0212156j -0.0121982-0.118845j -0.000648428+0.0327112j 0.0471052+0.0170977j 0.0118749-0.0850936j 0.0848081-0.00411107j -0.0284431-0.00380138j 0.0336652+0.00304217j 0.0713548+0.056721j -0.0236647-0.100909j 0.0231245-0.0756294j -0.00303082+0.041608j -0.0666655-0.0637743j 
-0.0247586-0.0106086j 0.00239826+0.00431887j -0.00924596-0.00640159j 0.026336-0.0054631j -0.0300099-0.00954799j 0.000685495+0.0141474j 0.0108709-0.0101649j 0.00685861-0.00340712j 0.00458466-0.0196102j -0.00496241+0.0166982j -0.0023081+0.000925985j -0.00143311-0.0105232j -0.0147209-0.0112762j 0.000883624+0.00419765j 0.00219048+0.0187646j 0.00795056-0.0211737j 0.00486604+0.00604929j 0.019097-0.00825672j 0.0112814+0.0228062j -0.0366685+0.0533677j -0.00636114-0.0294458j 0.0204737-0.0374609j -0.0268136-0.0144228j 0.00109978-0.0106703j 0.0105435+0.0157517j 0.002786+0.0170783j -0.0169447+0.0254649j 0.0147035-0.00805514j 0.0199508-0.00711509j 0.00184591-0.0117034j -0.00151198-0.0164002j 0.0123575+0.00890228j 0.0506589-0.0224433j 0.051548-0.00430113j -0.0561934-0.0769039j -0.0521336+0.0422648j -0.00829336-0.00926019j -0.00850085-0.0413399j -0.0487389+0.0471448j -0.0251478+0.00471479j 0.0298194-0.00619291j 0.0536209+0.0563173j -0.0892675-0.0227844j -0.0565717+0.0198356j 0.02716+0.0280105j -0.0264605-0.0186085j -0.0602397-0.0972587j -0.0524697+0.00565456j -0.0496281+0.00750406j 0.0118361-0.0524524j 0.0515961-0.0505954j 0.0645928-0.0333852j 0.0214359+0.0623535j 0.0587245+0.00788993j 0.066625+0.0359544j 0.010225+0.0508573j 0.0858363-0.0631488j 0.0329535+0.0236559j -0.00998918-0.00565815j -0.02508+0.0242765j -0.0780538+0.0148029j -0.0452484+0.0481418j 0.0365071-0.0350305j -0.020573+0.0185371j -0.0232677-0.0440483j 0.0453219-0.0124616j 0.0634707+0.0373362j -0.0279301+0.0739953j -0.0114891-0.0401313j -0.023387+0.0322142j 0.0268108+0.0318871j -0.0709733+0.00678397j -0.0442886+0.0347962j -0.0373007+0.0303035j -0.0289313+0.0437389j -0.0101945+0.0569285j 0.0741685+0.0518492j -0.0076266+0.0921356j -0.104852-0.0403565j -0.023529-0.00157272j 0.0911453-0.0661367j 0.0746532-0.00950735j 0.0107149-0.137027j 0.0419101-0.069545j 0.0215075+0.0190612j 0.0762419-0.0530114j -0.00883765+0.0233465j 0.0596217-0.00611802j -0.0221365+0.0578621j 0.0107731+0.0259667j 0.0151836-0.0475241j -0.0028658-0.0154526j -0.0515701-0.0993273j 0.00638157+0.0461666j -0.108091-0.0489952j 
-0.0199774+0.00803691j -0.00568947+0.0225489j -0.0169563+0.00485818j -0.000682088-0.00658469j -0.0106551-0.0184j -0.00746924-0.00194009j -0.000291895-0.00216376j 0.0151352+0.00276231j 0.0123605-0.0142874j -0.00851649+0.00121465j 0.0011897-5.42045e-05j 0.0184254+0.00148774j -0.00517424-0.000858248j -0.00472841-0.00502463j -0.00657252+0.00454572j 0.0025983-0.00618589j -0.0192604+0.0126789j -0.0164956+0.0155207j -0.0292194+0.0137736j -0.0162367+0.0160008j 0.0183673+0.00422448j 0.000234953-0.0169584j 0.00927371-0.0158602j -0.00532976-0.0299026j 0.0279772-0.000810229j -0.000242852-0.0319868j -0.0155337-0.00498173j 0.0110994+0.00059401j 0.00412578-0.00410499j 0.0039662-0.00162533j -0.0236008-0.00261327j 0.019747-0.00474506j 0.0112724+0.0298343j 0.00551691+0.0222289j 0.0379892+0.0281661j -0.0344539-0.0521653j 0.0458697+0.0081543j 0.0125248+0.0337879j -0.0185306+0.00253978j 0.0210294+0.0114457j -0.0884349-0.0202141j 0.00269797+0.0584066j -0.0211839+0.00814787j -0.038263+0.00870197j 0.00777602+0.0458577j 0.0560311-0.0623832j -0.0992287-0.0590544j -3.12244e-05-0.0434263j 0.0620703-0.0163177j -0.0540453-0.00592098j -0.0756973+0.048584j 0.0204237-0.00947163j -0.0724774-0.0458581j 0.0190281-0.0156397j -0.0121333-0.0639696j 0.015724+0.008751j 0.0472963-0.0859803j -0.0726851+0.0451353j 0.0115799+0.0416491j -0.0176403+0.019135j 0.153801+0.00635201j -0.0149183+0.0372344j -0.0212791+0.115792j -0.0581939+0.0233517j -0.0341612-0.0266256j 0.01804-0.0914907j 0.0701696+0.00369872j 0.078409+0.0414255j 0.0420765+0.0192504j 0.0265187+0.0573778j -0.0176656+0.00261156j -0.0206787+0.00684023j -0.0506143+0.0307032j -0.0343553-0.0515569j 0.00814313+0.0810487j -0.0537968-0.0165713j 0.01992+0.032438j -0.0126034+0.0457494j 0.0305742+0.044788j -0.0307681+0.0186155j 0.0236125-0.0976918j 0.024978-0.0778726j 0.0388418+0.0528523j -0.0312489-0.00707943j -0.0410066-0.00118833j 0.0227199+0.018786j 0.103309-0.0520824j -0.00938319+0.1232j 0.00122667-0.0530217j -0.000329032+0.0272368j 0.00736468-0.0224359j 0.00706451+0.114289j 0.0793902+0.0329785j -0.0522579-0.0500531j 0.0628568+0.00539052j 
0.000959026-0.00687249j -0.0306237-0.0100564j -0.0200716+0.00253074j -0.00430403+0.00812826j 0.00260881-0.0181164j 0.000647955-0.0109932j -0.00615371-0.00461903j -0.0164174-0.0083229j 0.0089287-0.00424338j -0.0042202+0.0103557j 0.010794+0.0159918j 0.0315827+0.0121261j -0.00175031-0.00198895j -0.0038165-0.00623637j 0.0028581-0.00386676j -0.00211219-0.00445023j -0.0116228+0.00130957j -0.0290691+0.0147609j -0.0422312-0.0199376j 0.025116-0.0186105j 0.0370677+0.00179337j 0.0224565-0.0261861j 0.0403586-0.0361322j -0.00608105-0.0172286j -0.0196066-0.0161443j 0.0128352-0.012642j -0.0138809-0.0126719j 0.00520339+0.00446598j 0.0108276+0.0103219j 0.00525078-0.0029186j -0.000215893+0.00651805j 0.0197108+0.000141705j -0.0100837+0.0271786j -0.0152378+0.0274696j 0.0770404+0.0478358j -0.00742416-0.0511318j -0.0109122-0.0329394j -0.00234384-0.0264651j 0.0239048-0.0327236j 0.0769148-0.0142141j -0.0298335+0.0168978j -0.0197673-0.0992452j -0.0316789+0.0031213j -0.00845068-0.00297475j -0.0644435+0.0146902j 0.0736184-0.016334j -0.0494793+0.079213j -0.031755+0.00516134j 0.0331098+0.0163085j 0.0347279-0.0474623j -0.0386035+0.0193433j 0.0116071+0.0723679j -0.0535333-0.0342621j -0.0103389-0.0942647j 0.049068-0.0717809j -0.0372351-0.01727j 0.0170813+0.0314492j 0.0708206-0.0337167j -0.0496451+0.00723175j 0.0365234-0.0368634j 0.0427622+0.0311378j 0.0633636-0.0790823j -0.0802537+0.0529668j -0.00408181-0.0139005j 0.129779+0.00352195j -0.0562753-0.0342614j 0.0149877-0.027882j 0.00219491+0.0225054j -0.0095071-0.0337664j 0.0313305-0.021043j 0.039222-0.00454326j 0.00400646+0.033192j 0.0986687+0.092149j 0.00612208-0.0361198j 0.0647481+0.00632551j 0.0058227-0.00417289j -0.0260172-0.0404296j -0.00209251-0.0269645j 0.0550232+0.0157354j -0.00887614-0.084433j 0.00123115-0.0708763j 0.0234422+0.0433178j 0.00907292-0.0273993j 0.0169556-0.0162459j -0.0252948+0.0410234j -0.0281646+0.0878619j 0.0237893-0.0516115j 0.0152729+0.119161j 0.0290161-0.0443768j -9.43451e-06+0.0327353j -0.037908+0.0132637j 0.0783453+0.0180287j 0.0431117+0.0217904j -0.0769768-0.0145767j 0.0233672-0.0367539j 
