-0.00298856-0.00562734j 0.00152743+0.0221875j -0.00490108+0.0156116j 0.00130061-0.000371542j 0.000891607+0.0029209j 0.000139344+0.0421645j -0.00656417+0.0185623j 9.09044e-05+0.0286458j 0.00510257+0.0159505j 0.017163+0.040482j 0.0167759-0.00176468j 0.00866964-0.0542144j 0.0491486-0.0304131j -0.0546908+0.0726525j 0.018653+0.0496725j -0.0188021+0.00585655j -0.00564871+0.0130724j 0.00082623-0.00422914j -0.023568+0.00933724j -0.0162384+0.0128985j -0.0166147+0.0106804j -0.0211621-0.000131167j 0.0190617-0.00153293j 0.0118572-0.00425492j 0.00957125+0.00592711j -0.0144874+0.0155811j 0.00479695-0.00629592j 0.0224088-0.00451499j 0.0111434-0.00686315j 0.0151192-0.00654087j -0.0292974+0.000234686j 0.00659509-0.0037975j 0.0331186+0.00942888j 0.0268184+0.00579506j 0.0335075+0.0189285j -0.0186968-0.0140027j 0.0249834+0.00858837j -0.00406388+0.00056108j 0.00906106+0.00795264j -0.0105577+0.0017211j -0.00525939+0.00159896j 0.00864813+0.00505745j -0.00443225-0.0110813j 0.00379935+0.000449112j -0.0036023+0.00730914j -0.00531437+0.00522687j -0.00502599-0.0032142j -0.0103437-0.00113227j 0.00256497+0.0117377j 0.00144237-0.00642366j 0.00279257-0.000834991j 0.010316+0.0047826j 0.0060294-0.0141213j 0.00473797+0.00216458j -0.00906852+0.00813533j -0.0108036-0.00831245j -0.00167408-0.00372154j -0.00339668+0.00610673j -0.00066461+0.00289919j 0.00966677-0.00132441j 0.0120415-0.00546864j 0.013052+0.00475016j -5.382e-05-0.00461661j 0.0075526+0.00293275j -0.0121498+0.0104427j 0.00266964-0.00347511j 0.00272933-0.00665661j -0.00680381-0.00987335j 0.0116943-0.0109198j 0.000244585-0.00213414j -0.00599024+0.000259167j -0.00444173-0.00398241j 0.0168759+0.000772679j 0.00485411-0.0101477j -0.00811694-0.012782j 0.00651611+0.00189019j -0.00274236-0.000234246j -0.00671994-7.18033e-05j -0.000323038+0.00625941j -0.00374402+0.00329548j -0.00615158-0.0181895j -0.00583666+0.00883902j 0.00221028+0.00066274j 0.00582773+0.00201433j -0.0214343-0.00841752j -0.00124262-0.00536542j 0.0043978+0.00643745j 0.0018751-0.00193964j -0.00713709+0.00789548j -0.00880447-0.00660658j -0.0136723-0.0133516j 0.0110288-0.0176512j -0.00481229+6.78294e-06j 0.0161898+0.00342873j 0.0101771-0.0190915j 
-0.0284326+0.0168517j 0.0748957+0.0185355j 0.0124003+0.0152639j -0.0130657-0.0406767j 0.00601111-0.0209581j 0.109927-0.0260614j -0.0321131-0.0494503j 0.037029-0.0695989j 0.0507448+0.00669287j 0.435067-0.0760707j 0.0626777-0.0422533j 0.0254081+0.304488j -0.198409+0.178628j -0.107999-0.0322893j -0.0738958-0.0504923j 0.0134973+0.0144191j 0.0402927+0.0268974j -0.0145795-0.0130321j 0.0112657-0.0257132j -0.00508978-0.0320046j 0.0107878+0.00233769j 0.0140177-0.0231711j -0.015878+0.00531879j 0.00494665-0.00320978j -0.0420551-0.0227906j -0.0379675-0.0292833j 0.0310382-0.00560115j -0.0224996+0.000956412j -0.0803366+0.033346j 0.0379047-0.0114376j -0.0730688+0.00731616j 0.100797+0.0490791j -0.0360256-0.0236088j 0.0087159-0.0620628j -0.0257188-0.0219679j -0.00881056+0.00550423j 0.0170942-0.00419938j -0.00690791+0.0066145j -0.0220703+0.00352392j 0.0232678-0.00548055j -0.00671126+0.0015463j 5.85384e-08+0.00734753j 0.00480556-0.0108201j -0.0136851-0.00950425j -0.0103562+0.000628899j 0.00536368+0.0128363j 0.0010608-0.00384412j 0.00403165-0.00224026j -0.0248696+0.00462015j 0.00545837-0.00733724j 0.0205053-0.00242538j -0.0166966+0.00568522j -0.00107365-0.00964488j 0.00380995-0.00279933j -0.00717103+0.0127276j 0.0216363+0.0101207j -0.00799538-0.0133184j 0.0109797+0.0042454j 0.00452544+0.000378131j 0.00481667-0.00163878j 0.00792789+0.00415899j -0.00571053-0.00168187j -0.0195375+0.00691874j 0.0115447-0.00612964j -0.00100622+0.00204612j 0.00560082-0.00583816j -0.00586597-0.00757709j 0.0117451+0.0145718j -0.0125134+0.00650089j -0.00427593+0.015265j -0.00457197-0.010663j 0.0219102+0.0112647j -0.000888961-0.0036094j 0.0218388+0.0174718j -0.000766128-0.006854j -0.0105339+0.00585566j -0.00761836+0.0254437j -0.0144388+0.00075381j 0.00769565-0.0173239j 0.00432726+0.0194283j -0.0046135+0.0283005j -0.00891637+0.0111684j 0.00864249-0.00303478j -0.000438384+0.0114404j 0.00308036-0.00976909j 0.0217286-0.0214574j -0.0168781+0.0198569j 0.0046459+0.0079501j -0.0189522-0.00722668j -0.00490683+0.00352662j -0.00456104-0.00388996j -0.0243959-0.0137802j -0.0246847-0.00356342j -0.00800384+0.00480579j 0.0190201+0.0041215j 
-0.0431514+0.0454555j -0.040912+0.0720966j -0.0543373+0.0585108j 0.0392605-0.0578188j 0.0187369-0.0335304j -0.0795786+0.0703226j 0.0687906-0.0756723j 0.0908905-0.073138j -0.132076+0.0951831j -0.156526+0.11827j 0.248704+0.059738j 0.179313+0.3349j -0.0587165-0.286241j 0.0364942-0.131941j 0.0260056-0.00263189j -0.00909845+0.0484391j -0.00810722+0.0646413j -0.0140999-0.0400824j -0.0157209-0.0307067j -0.00732912-0.0203538j 0.00573198+0.0082483j -0.029774-0.0323959j 0.038802+0.035928j 0.0110137+0.00848797j -0.00312524-0.0182138j -0.000306859-0.00947158j -0.0474308-0.0304905j -0.00434344-0.0010836j 0.0719357+0.0366267j -0.0282088-0.0360392j 0.0160091+0.0373435j -0.019163+0.0457383j 0.0832554-0.0217402j 0.00430029-0.0120158j -0.0325025+0.0259896j -0.000138197-0.00193187j -0.00119139-0.0229203j 0.01534+0.0239911j 0.0084399-0.00832478j -0.0180028-0.00758465j -0.00662521+0.00281095j 0.00990306-0.000777078j -0.0149024-0.0164616j -0.000602343-0.00901731j 0.0203791+0.0065549j -0.00423465-0.00847995j -0.000330315-2.65346e-05j -0.00878853+0.00124571j 0.00527874+0.00292145j -0.00821848-0.00191279j -0.0205737-0.00726101j -0.00287668+0.000559363j 0.0113756-0.00543721j 0.00748064+0.00511366j 0.0107116-0.000471828j -0.0045629+0.00297359j -0.004446+0.00363866j -0.00935022-0.00358208j 0.00501746+0.00554238j -0.00520434-0.00366845j -0.00816122+0.00111298j -0.000801011+0.00237097j 0.0063147-0.00191666j -0.00538617+0.0047284j -0.011032+0.00196377j -0.0017178+0.00282296j 0.023977+0.00666886j -0.00765946+0.000246138j -0.00246001-0.00946167j 0.0114726-0.0193401j -0.00272235+0.0098357j 0.00180056+0.0141194j 0.00818638+0.00568492j 0.0250946-0.0108733j 0.000876929+0.00466711j -0.00438936+0.0072463j 0.00830562-0.000776058j -0.00366696-0.00710822j -0.000277141-0.0317803j -0.00841161-0.0179602j 0.00128309+0.00795665j 0.00913384-0.0013118j -0.00511926+0.0109109j 0.0032603-0.0118692j 0.00286033-0.000200855j -0.00434828-0.032815j 0.0300571-0.00346202j -0.0156098-0.023268j -0.0159711-0.00393566j -0.00169878-0.000933562j -0.0081017+0.00735927j -0.00711368+0.000934424j -0.0109402-0.00302595j 0.00463083+0.00202306j -0.000965141-0.00128007j 
0.0778409-0.0182384j 0.0171854-0.00247552j 0.0733707-0.0385543j -0.0547995+0.0400689j -0.0240752-0.00786337j 0.0189884-0.0183888j -0.0537339+0.0383165j -0.168542+0.106018j 0.291274-0.108444j -0.251-0.00550156j -0.0736308-0.300072j -0.0984144+0.355913j 0.0621522-0.0122481j -0.0259209-0.0136201j 0.0435598+0.0311048j 0.0340486-0.00724624j -0.00677417+0.000152259j 0.0144792+0.0225014j 0.00401336+0.0132866j -0.000587238-0.0028372j -0.0114513+0.00881089j 0.0298192+0.00346024j -0.0262813-0.0203225j -0.00480471-0.00820455j 0.038799-0.00256353j 0.0287909-0.000370694j 0.056604+0.0459999j 0.0398979+0.00204396j -7.87533e-05+0.0150204j 0.0379045+0.00230143j -0.0186178-0.0121163j -0.0671419+0.0680591j 0.0144412+0.0177881j -0.00984301-0.0420978j -0.00960101+0.0131143j 0.00806799-0.00653461j 0.00263334-0.00266774j -0.0204003+0.00227726j 0.0114866+0.00467449j 0.0132388+0.00647139j 0.0119513+0.00229433j -0.0160839+0.00380337j 0.0188608+0.00784253j 0.0232973-0.00163957j -0.00491886-0.000848614j -0.00371498-0.00455869j -0.0106856+0.000635592j 0.0100882-0.00111471j -0.00657578-0.00105643j 0.00626372-0.00318147j 0.000556274+0.00132293j 0.00357949-0.00446642j 0.00693436+0.00842607j -0.00234103+0.00164026j -0.00221057+0.00623944j -0.0144618-0.00800341j 0.00859601-0.000315034j 0.00409623+0.00631164j -0.00811754-0.00292507j 0.00965513-0.00619723j -0.0152735+0.00654756j -0.00446268-0.0079236j 0.00904582-0.00919049j 0.00819012+0.00356264j -0.0006288-0.00872711j 0.00196015+0.00124717j -0.00877794-0.0122643j -0.00489395+0.00979084j 0.0155792-0.0110381j -0.0195231+0.0066659j -0.00377414-0.0341049j -0.00950307+0.00332408j 0.00154116+0.0030072j -0.0232175+0.00300359j 0.0197867+0.0345662j -0.0139725+0.0127531j -0.00113913+0.0135661j -0.0327543+0.000279752j -0.0134638+0.0181755j -0.00618045+0.00989287j -0.00681356+0.00350449j 0.0158514-0.00783957j 0.0042809+0.0229758j 0.0225994-0.0157743j -0.0063861-0.00886473j 0.0147148-0.00426259j -0.0226793-0.00957951j -0.00282127-0.00694781j -0.00149195-0.00336214j -0.000683501+0.00176108j 8.04182e-05+0.000386757j 0.00928106+0.00154619j -0.0104331-0.0122428j -0.00982952-0.00343276j -0.00465396+0.00242964j 
-0.0474826+0.0284199j -0.0163557+0.0201366j -0.0534023+0.0290819j 0.067321-0.0150624j 0.0323387-0.023457j -0.0257201+0.0763195j 0.118209-0.0498475j 0.185711-0.0622341j -0.0495385+0.0380698j 0.0667736+0.129674j -0.0729413-0.558589j 0.152037-0.145092j -0.0141958+0.0248175j 0.00514688-0.0221539j 0.0160486+0.0156065j -0.0170319+0.023647j -0.0013752+0.0133219j -0.00223592-0.010589j -0.00167713+0.00403662j -0.0085247+0.0104571j 0.0130716+0.0172795j -0.0336337-0.0314133j 0.0248283+0.0149245j 0.00497169+0.00592185j -0.0118923+0.0195776j -0.0393345-0.00344207j -0.0406415-0.00431583j -0.00576085-0.00965476j 0.0403058+0.0378038j -0.0107714+0.0192114j 0.00720839-0.0475166j 0.0104309-0.00148705j -0.0241922+0.0832626j 0.0207359+0.00763389j -0.00664669-0.0093533j -0.00185775-0.00358246j 0.00120482-0.00413653j 0.0124009+0.00501382j -0.00353853-0.00713077j -0.0121248-0.00421889j -0.00486976-0.00209322j 0.0121239-0.00434423j -0.0186857-0.0060106j -0.0131146+0.00272771j 0.0120869+0.00119873j 0.00982583-0.00660928j 0.00889794+0.00131562j -0.00790541+0.00403218j 0.00804299+0.00463164j -0.00538341+8.17781e-05j -0.00839607-0.00180255j 0.00275434+0.00652378j -0.00446739-0.00155917j 0.00490368-0.00345631j 0.00380909+0.00284947j 0.0126925-0.00682923j -0.00407404-0.00272641j -0.00433315+0.00372663j 0.00994292-0.0021005j -0.00121567+0.000643051j -0.00566511-0.00143444j -0.00411336+0.00202723j 0.00326605+0.00356285j -0.0010535+0.00495448j 0.00394816-0.00425341j -0.00157067+0.00362357j -0.00518686+0.0124822j 0.00239925-0.0122708j 0.0134898-0.0247045j 0.00587955+0.010571j -0.00146992-0.0101279j -0.0331206-0.00596755j -0.0133858+0.0180765j 0.00232425+0.0198402j 0.00292811+0.0146967j -0.019622+0.00450919j -0.0133417+0.00600333j -0.00560538-0.0240396j 0.00887337+0.0231953j 0.0117773-0.00683862j -0.0232485+0.00786861j 0.00209697+0.0252938j 0.0159535-0.000187081j 0.0221186+0.0168443j 0.000822832-0.000195299j 0.00682788+0.00753442j -0.00278352-0.00740346j 0.020953-0.00100117j -0.014423-0.00630956j -0.00105725-0.00180004j -4.97534e-05+0.00336852j -0.0102205-0.000991332j 0.00999656+0.00650957j 0.00313107+0.00123241j -0.00249689-0.00106017j 
0.00694109+0.0230217j -0.0252874-0.0288506j -0.0100955-0.00535094j -0.0086049+0.0376549j -0.0152369+0.00763715j -0.0231911-0.0531856j -0.0318985+0.0593341j -0.103474+0.0326415j -0.403267+0.130506j -0.0791401-0.445069j 0.0366765-0.15463j 0.0177361+0.0835591j 0.00653114+0.105071j 0.044208+0.02666j 0.00620974+0.0691928j -0.00858747+0.0166616j -0.0205612-0.0347333j 0.00539816+0.0108165j -0.0066802+0.0109404j -0.0042512-0.0171272j -0.0108004-0.00628777j 0.00679549+0.0337884j -0.00137063-0.0299709j -0.0073551-0.0117246j -0.0111343-0.0555591j 0.0259419-0.0211521j -0.0200523+0.0234897j -0.0437304-0.0501535j -0.00415212-0.0570272j -0.0648174-0.00618849j 0.0602561-0.0255367j -0.0197694+0.0519451j 0.0207015+0.00288316j -0.0073458-0.0235663j -0.0058042+0.000211711j 0.00183517-0.0135772j -0.00370126+0.00732238j 0.00493284-0.00731791j 0.00616186-0.00923755j -0.00854169+0.00203104j -0.00154143-0.000600223j -0.00186282-0.00300125j -0.00286029+0.00675911j 0.00928571-0.00243858j 0.000413984-0.00393886j -0.0101804+0.00345237j 0.000778006-0.000110619j 0.00148085-0.00195821j 0.000315781-0.00689015j -0.00133334-0.00021315j -0.00541367+0.00711044j -0.00896722-0.00320203j 0.0094854-0.00365588j 0.00346979-0.00115961j -0.00540291-0.0167485j -0.0075545+0.0210899j 0.0189128+0.00372591j -0.0199505-3.49956e-05j 0.00514555+0.00299319j -0.0125892+0.00755934j 0.00757457-0.00102711j 0.0126553+0.00390991j -0.00675316-0.0105525j -0.0106915+0.00542242j 0.00121857+0.0134543j -0.0041636-0.000966787j 0.0179079+0.00324346j -0.00335722-0.0121361j -0.0184262-0.0293234j 0.00193752-0.0047811j 0.00445438+0.000529361j -0.016277+0.0311305j -0.0150308+0.000900448j 0.00356539+0.0143663j 0.0218095-0.0136254j -0.0135117-0.0215631j -0.0192807+0.00566965j -0.00237456+0.00161181j 0.0183382+0.00654924j -0.0128381+0.0174854j -0.00997075+0.0016926j -0.0136762+0.00727401j 0.00488705+0.00634519j -0.0074852+0.00729536j -0.00698194+0.0026394j 0.000965857+6.40827e-06j -0.0183493-0.0128962j -0.0177596-0.0156883j 0.00171009-0.00214615j 0.00225914-0.00601163j -0.000261592-0.00188602j 0.00592687+0.00543863j 0.000274083-0.00170501j 0.00270992-0.00188321j -0.00618803-0.000556863j 
0.00058327+0.02833j -0.00385925-0.0274183j -0.0304139+0.0189489j 0.0892739-0.0424811j 0.0141543-0.0320525j 0.0534457-0.0309527j 0.185827-0.0683889j 0.273292-0.190493j 0.240903-0.248219j -0.118776-0.355883j 0.094256+0.0692078j 0.0950887-0.040319j 0.0578731+0.0339348j -0.0165185+0.0615214j 0.0599273+0.0260209j -0.0047261+0.0189734j -0.0115684-0.0302858j 0.00181877-0.00581071j -0.00265139-0.020348j -0.0183896-0.040979j -0.0121335-0.00920398j -0.0156914-0.00165408j 0.0137551-0.00201833j 0.00945912+0.0133501j -0.00751119-0.0400372j -0.0770252-0.0568996j -0.0167435+0.0251879j 0.0443744+0.00351419j 0.0721253-0.0350177j 0.0292431+0.0370373j -0.0228445-0.0256699j 0.00888243+0.0276864j 0.00182394-0.0137542j 0.00615955-0.00105838j 0.00584663+0.00406208j -0.000202436-0.00131305j -0.000213424+0.0118535j 0.00284657-0.0065526j -0.00135002-0.00865376j -0.00373043-0.00400961j 0.00891461-0.00165597j 0.0092959-0.00130382j -0.00585086-0.00877292j -0.0216863-0.00310749j 0.0191638-0.00246306j 0.00255267+0.00574833j 0.00644747+0.000996981j -0.00831338+0.00181396j 0.00601267-0.000327387j -0.00154072+0.00307715j -0.0095604+0.00877959j -0.00223821+0.00875409j -0.00301369-0.00533793j 0.0109876-0.00437261j -4.13163e-05+0.00703513j 0.00251301-0.00623331j 0.00263101-0.00910555j 0.00754739+0.0114439j 0.0132309-0.000897802j -0.000849757-0.00482245j -0.0137741+0.016475j -0.0201387-0.00686102j -0.00222303-0.0108072j 0.020132+0.00996732j -0.00378719-0.00388451j 0.00703544+0.014444j 0.00645936-0.0192296j -0.0184217+0.0219041j 0.005871+0.00509876j -0.0143815-0.00588501j 0.00462741+0.0106522j 0.0154031-0.00186534j 0.0211071+0.0218837j -0.0101529+0.0149222j 0.00502855+0.00462524j -0.00069861-0.00175908j 9.20632e-05-0.0138662j 0.00248343+0.0001071j 0.0123456+0.00290647j 0.00030769+0.00714453j -0.0210824+0.0178501j 0.00549679-0.0241598j 0.0081615-0.0014433j -0.00909417-0.000487979j -0.00212364+0.0037061j -0.00100119-0.00390626j -0.00737785-0.00353985j -0.0121935-0.0117272j -0.00812214+0.0050361j -0.000987124-0.00268599j 0.0013079+0.00156368j -0.00254311+0.00617821j 0.00549481+0.00288361j -0.00223702-0.00251191j -0.0112127-0.000669036j 
-0.00724894-0.0404847j -0.02492-0.0246787j -0.0120303-0.0456035j 0.0187201+0.0362136j -0.00610304+0.0339953j 0.00187557-0.0453295j 0.00772201+0.0497993j 0.0123875+0.120672j -0.286065-0.563245j 0.0720367+0.126358j 0.0309046+0.000751287j 0.0517886+0.0928554j -0.0148715-0.0307469j 0.0249722+0.034234j -0.00607708-0.0119774j -0.0182168-0.0420757j -0.00434257-0.0196801j 0.0094966+0.0330197j -0.00422627+0.0157421j -0.00182514+0.00920541j -0.0018634-0.00208589j -0.00168393+0.0117549j -0.00333992-0.0299403j -0.00548863+0.00435755j -0.00209086+0.0601239j 0.00208079+0.00859077j -0.0182198+0.081298j -0.0277247+0.0631786j -0.00328408+0.00770973j -0.0423075+0.0409939j 0.016968-0.028114j 0.00772651-3.28161e-05j 0.00336991+0.00101763j 0.00198862-0.00483071j -0.000827466+0.00977773j -0.000218462+0.0037113j -0.00135075+0.00545921j 0.00271373-0.0103046j 0.0015667+0.00873633j -0.00761205+0.00548033j -0.0021605+0.00143767j 0.000594822+0.000267163j -0.003257+0.0122737j 0.000801599+0.00674916j -0.00169426-0.00425876j 0.00328182+0.0013248j 0.00244754-0.00184188j 6.30343e-05+0.000987606j 0.00266714-0.00298212j -0.000579845+0.00416416j -0.00189574+0.00456816j 0.00205189+0.00395397j -0.0115545+0.00073433j -0.00170221-0.00346049j -0.0139408-0.00597701j 0.0194695-0.00517964j 0.00925917+0.00130033j -0.0109693+0.0101555j 0.00618716-0.00672167j 0.00547022+0.0117625j -0.00712114-0.0125145j 0.0135027-0.0092365j 0.00485913+0.00651763j -0.00321643+0.0138885j 0.0199573+0.00342732j -0.00648073+0.00676267j 0.0193448-0.0175875j -0.0228167-0.0111425j -0.0199589+0.0149029j -0.00487511-0.0175206j 0.0180987-0.00774598j 0.0141267+0.0160722j -0.00463338+0.0250698j 0.000721082-0.0335375j -0.0188199+0.00743557j -0.0172126+0.00962244j 0.00381122+0.0252988j -0.0140469-0.0213655j -0.0139954-0.0109416j 0.00189418+0.0109341j -0.00153495-0.00226573j 0.0237791+0.0191082j -0.00629963-0.00124015j 0.0181325+0.0110704j 0.0019947+0.000465509j -0.00087932+0.00920478j -0.00462346-0.000413473j -0.00733185-0.0051977j -0.00295156-0.00121564j -0.000400634+0.000376416j 0.00154684-0.00241042j -0.00188426+0.00200996j 0.00933437+0.00457153j 0.00591399-0.000429202j -0.00207068-0.00178222j 
-0.0425306+0.0118317j 0.0073997-0.0207972j -0.00589007-0.0304829j 0.001408+0.0979307j 0.000838484+0.0419788j -0.0439113+0.101793j -0.168821+0.440398j 0.39509+0.15034j 0.0560129+0.0814144j -0.0224007+0.00403673j -0.00234086+0.0416941j 0.0358508+0.0994441j -0.0321914+0.0650348j -0.0214013-0.00312003j -0.0117655+0.0542946j -0.020304+0.00326984j 0.00379543-0.0183523j 0.00995105+0.0252004j 0.00962078+0.0489026j 0.00757084+0.0553099j 0.0100686+0.0176033j 0.00056032+0.0513699j 0.0145559-0.0108078j 0.0287293+0.00374107j -0.0487343-0.0153077j 0.00102543+0.0805421j 0.0130296+0.0480642j -0.0208451-0.0268112j 0.0640924-0.0117139j 0.017609-0.00922815j 0.00813779+0.0143066j 0.0230727-0.00146142j -0.0088403-0.00341967j -0.0053588-0.0230672j -0.00103238-0.00477125j -0.000330636-0.0114611j 0.00236883+0.000650352j 0.00720703-0.00620604j -0.00853009-0.00310319j -0.00344367+0.00225552j -0.00994448-0.00360782j 0.00249787-0.00427586j -0.0120886+0.00918337j 0.00138189+0.0136164j -0.000620284-0.00809763j 0.00635396-0.00422697j 0.00959364+0.000404871j 0.00109564+0.00500186j 0.022653-0.00910026j -0.00339428+0.011593j 0.00723658-0.00807277j 0.0174873+0.0124561j -0.0166944-0.00813694j -0.0164916+0.00632469j -0.000684826-0.0199436j -0.00546116-0.0114224j -0.0233963+0.00715523j -0.0094877+0.000374393j -0.00751272-0.0279238j -0.0232578-0.0103792j 0.000623596+0.0160202j 0.00239523+0.00461842j 0.00695372+0.00722487j 0.0249246-0.00681241j -0.00325339+0.0178012j -0.0100004-0.00623875j 0.00203211-0.00331493j 0.0188447+0.00196419j 0.00723811+0.0028769j -0.0026123-0.0103656j 0.0223048+0.00152783j 0.00241728-0.017563j 0.0120625-0.0210186j 0.00503236-0.00814441j 0.00265922+0.00358724j 0.00495456-0.00353713j -0.00357814+0.00311321j 0.00445185-0.0072702j -0.00369774+0.00287578j -0.0128648-0.0076468j 0.0161989+0.0112264j -0.00718135-0.00168921j -0.00498961-0.0088614j 0.009865+0.00848392j -0.000273524+0.00223709j -0.000876887+0.00938221j 0.00283277-6.51495e-05j 0.00081593-0.00179162j -0.000851917+0.0010789j 0.00290729-0.00292363j 0.00339212-0.000889121j -0.00300557+0.00245881j 0.0092251+0.00424702j -0.000614182+0.000531314j 0.000508188+0.00104363j 
0.0431422-0.00894631j 0.0351242-0.0244104j 0.0462096-0.0218821j -0.0396052-0.011826j -0.0717308+0.0842108j 0.151105-0.141772j -0.216767+0.148332j 0.0352318-0.523803j -0.118592-0.0265468j -0.130389+0.142741j 0.0143795-0.0569301j -0.0825239-0.0118084j 0.0108965+0.00365993j -0.0344726+0.0382461j -0.00144099-0.00927685j 0.0206777-0.00400132j 0.00514229-0.0162263j -0.000625605+0.00311417j 0.00346178-0.0160458j 0.00211528-0.021482j -0.0194478-0.0442645j 0.0350156+0.0302629j -0.0276675+0.0304407j 0.0196078+0.0585968j -0.0204689-0.0470855j 0.0137995-0.0358884j 0.0450961+0.00949251j -0.0153642-0.00473147j -0.00694395+0.0516896j -0.0102487+0.00555026j 0.0215262+0.00192989j -0.0104369+0.00884996j 0.000361849+0.00427068j 0.00360714-0.00212525j 0.00371864+0.00461024j 0.0021667+0.00357032j -0.00156575+0.00816067j -0.0103319-0.00294988j -0.00144318+0.00166867j 0.0138145+0.000671964j 0.00664739+0.000213926j -0.00826888+0.00352933j 0.0134618-0.00189438j 0.00205804-0.000907286j -0.0193385+0.00275905j 0.00598411+0.0179807j 0.000176121-0.00271776j 0.00529887-0.00532837j -0.000930114-0.00460103j 0.000373372+0.0035478j 0.0189286-0.0107072j -0.0225984+0.00849332j 0.00102743-0.0175259j -0.00879665+0.00573139j -0.00652727-0.00883789j 0.00711578+0.00678395j -0.014968+0.000458579j -0.0100445-0.00527452j 0.00400481-0.00218494j -0.0089513-0.0258527j -0.012118+0.01042j 0.0146569-0.0176569j 0.00629349+0.0125365j 0.0179851+0.0140582j -0.0151474+0.0106j -0.0267059-0.0113544j 0.00932668+0.0107422j 0.00630741-0.00195139j -0.00638573+0.0269251j 0.00314929-0.00696602j -0.00116115+0.0193396j 0.0176771-0.00260305j -0.00542385-7.66946e-05j -0.00567874+0.00580624j -0.0104064-0.0066742j 0.0132831+0.00559978j 0.00339682+0.0027541j 0.0194598-0.00405578j -0.00531992+0.00440795j -0.0015683+0.00740023j -0.00864893-0.0136166j 0.00679672+0.00378806j 0.00523572+0.0024036j -0.00490948-0.0089165j -0.000256967-0.000456716j 0.00179627-0.00388004j -0.00349892-0.00417561j 0.000217657+0.00100364j 0.000907514-0.00167267j -0.0006502+0.00210329j 0.000438552-0.00349557j 0.00388632-0.00178948j -0.0111779-0.00510639j -0.00676815-0.00114167j 0.00243945+0.00173424j 
-0.068807+0.0783452j -0.0212319+0.0347451j -0.0666593+0.0639572j -0.0539098+0.0413236j 0.0543789-0.142954j -0.291815+0.37958j -0.183685+0.0497251j -0.158613-0.210065j 0.0604296-0.177497j 0.0430102-0.112051j -0.0743026+0.0131287j -0.0332115-0.0364272j -0.0665341+0.0444214j 0.0586217-0.0537816j -0.0570158+0.0207357j -0.0171881+0.0659935j -0.00240792+0.019225j -0.0201912-0.0373705j -0.0088556+0.0106223j 0.0108728+0.0324647j 0.040446+0.0603211j -0.0274836-0.0503685j 0.0449845+0.0714388j 0.0215027+0.0446232j 0.00690204-0.0185334j 0.0790529+0.00222138j 0.00986636-0.00586289j -0.0254398-0.00455339j -0.00658623+0.00922128j -0.00445216+0.018398j 0.00509767-0.00567991j -0.0180128-0.00649362j 0.0155769-0.00449827j -0.00956017-0.0021603j -0.00873742-0.0146964j -0.0014183-0.00885015j 0.00201556-0.00784694j 0.0165046+0.0108155j -0.00330886-0.0192456j -0.010931-0.00672409j -0.021796-0.00457641j 0.0010975-0.00823307j -0.0133758-0.00686759j 0.0217409-0.00725419j 0.00974616+0.00699365j -0.00849972-0.024485j -0.00303716+0.0032544j -0.00825405+0.00319605j 0.0120087-0.00323081j -0.0162513-0.00432878j -0.00691801-0.0209972j 0.0149435-0.00201781j 0.0217551+0.00469181j -0.0113134+0.0180357j -0.00959936-0.00263025j 0.00284066+0.00391344j 0.00178211-0.0159936j -0.0357048+0.00759531j -0.0157263-0.00747286j 0.00167827+0.00187684j -0.012119-0.0127334j -0.00571885-0.00541297j 0.00435099-0.00547855j -0.00431113+0.0141271j 0.0103476+0.00487292j 0.00420794+0.00906421j 0.0016439-0.00855795j -5.48715e-05+0.00848712j 0.0041668-0.00161497j -0.00297965-0.0228659j 0.00168901-0.0110838j 0.0123451-0.00744093j 0.00357532+0.00760954j -0.00864172-0.00456751j 0.00084157-0.00522727j -0.0168635+0.0061865j 0.0201364-0.00479999j -0.00059658+0.00745724j -0.00252939+0.00931376j -0.00198275+0.00263213j -0.00323823-0.0120567j -0.0008186+0.0092817j 0.00379662+0.00771245j 0.0011096-0.00558361j 0.00112975-0.0011722j 0.00164752-0.0101931j 0.00769279-0.00390966j 0.00487386-0.00257345j 0.00428334-0.00262187j 0.00304885-0.00532515j -0.00533648+0.000765377j -0.000358459-0.00267512j -0.00638014-0.00210191j 0.00790331+0.0036615j 0.00803375-0.000486063j 
