-0.0198945-0.0771521j -0.00130496-0.000227581j -0.0123922+0.0361383j -0.00878254+0.0466949j 0.012621-0.0427341j -0.00501131+0.0110482j 0.0440878-0.097717j 0.0143221-0.0491101j -0.0181325+0.0215012j -0.00341475-0.0556837j -0.00693257+0.0204103j -0.000819895-0.0143936j -9.67218e-05+0.00342703j -0.0287056+0.0265655j 0.0448526+0.0224439j -0.0441483+0.00457634j -0.00146327+0.001919j -0.0481569+0.113707j -0.0814893+0.099095j 0.00442454+0.000327098j 0.0210343-0.0458912j -0.000878709-0.0509312j 0.0491478-0.00188535j -0.0128615+0.0152687j 0.0407091-0.0265716j 0.00626288-0.0130487j -0.0108353+0.0125058j -0.0851174+0.044529j -0.0308114+0.0229217j -0.0367226+0.01885j -0.0167748-0.0100297j -0.0972422+0.0840787j 0.0489965-0.0151903j 0.00603288+0.0235054j -0.0347109+0.124354j -0.0250849-0.0300498j 0.0239925-0.0366024j -0.0608122+0.0692321j -0.0142521+0.0491937j -0.0541608+0.100267j 0.0559177-0.0637188j 0.0512801-0.0316323j -0.0753023+0.031161j 0.0107431+0.0988482j -0.0921463-0.0145583j 0.22327-0.0397732j -0.0148808+0.0311736j -0.0687099+0.120181j -0.0684605+0.104919j -0.22429+0.161597j 0.0492123-0.0418462j 0.0257871-0.0220877j 0.0211644-0.0662179j 0.020766-0.0384322j 0.000627135+0.051709j 0.00232042-0.0223699j -0.00826519+0.029687j -0.00287132-0.0303561j -0.0178657-0.0183028j 0.00191532-0.0190187j -0.0327884+0.0494269j 0.0129928-0.0232557j 0.057629-0.0611826j -0.0323931+0.0124757j -0.0242295-0.00651945j -0.0663784+0.163311j -0.120849+0.0454123j 0.0949691-0.130618j 0.109711-0.0314536j 
0.00233233-0.00509563j -0.0098727+0.0291628j 0.0709656+0.0365657j 0.00463221+0.00538198j 0.0293402-0.02088j 0.0381847+0.032774j -0.0402688+0.048775j -0.0653919-0.0397564j 0.008048+0.0233145j -0.0101891-0.00165335j 0.000834301-0.070138j -0.0146742-0.0184952j -0.0219701-0.122765j 0.104071-0.0798313j -0.00492203+0.0661855j -0.0334784-0.113642j -0.0361831+0.0119809j -0.062321-0.00647799j 0.0401693-0.0471962j 0.00913269+0.0149433j -0.0571116+0.00891533j -0.0222496+0.0158603j 0.00539559+0.0555163j 0.0628352+0.00096274j 0.0258159+0.0240479j -0.0072179+0.0451514j -0.0210493-0.00986844j 0.106876-0.120649j 0.102544+0.0134623j -0.0110954+0.075251j -0.00192476-0.003116j -0.124829-0.0940995j 0.0334772-0.14208j 0.103067-0.01934j 0.138432+0.0517182j 0.0442615-0.0655794j 0.0544851+0.0782643j 0.0469528+0.106885j 0.0965598+0.0405346j -0.00469493+0.00861532j 0.0104771+0.00385225j -0.0590785+0.0159421j -0.0579105-0.0259652j -0.0799157+0.0418407j 0.138136-0.102331j -0.130907+0.0756751j 0.00599809+0.0047453j 0.0491695-0.0346955j -0.0166737+0.052507j -0.0384585+0.0443574j -0.0479198-0.0674214j 0.0228007-0.0366689j -0.00184309-0.0490179j 0.00808518-0.00617795j -0.0339444+0.0333603j -0.0228926-0.0162254j 0.010474-0.00595064j 0.0206612+0.0244244j -0.00335828+0.00512488j -0.0372033-0.042514j -0.00433055-0.0162247j 0.0523396-0.0179444j -0.0108704-0.0105697j 0.0670156+0.0047745j 0.00945615-0.0310531j 0.0342054+0.000493765j 0.00336973-0.0667177j 0.0314151-0.0574796j -0.0575843+0.00905846j 
-0.0224444+0.00793626j 0.0169563-0.0193185j -0.0556772+0.0266947j -0.000516139+0.0107411j -0.00195037+0.0160976j 0.0175062-0.0385535j 0.0283882+0.0653691j 0.0138339-0.0568574j -0.0738928+0.0638158j 0.00835004-0.0777785j 0.0519516-0.0693719j 0.000173787-0.107671j -0.0229991+0.0149236j 0.0961945-0.075383j 0.046318-0.0182366j -0.0921984-0.036525j -0.0338051+0.0227972j -0.0379529+0.0166972j -0.0375124+0.0734967j 0.0378575+0.0251242j -0.0100781+0.0251814j -0.0213232+0.064765j -0.0487104-0.0228888j -0.0946975+0.0632487j -0.044719+0.0209369j 0.0463112+0.0699045j -0.00945166-0.0410781j -0.099552-0.0715523j 0.098364+0.139447j -0.00574564+0.198182j 0.0437729-0.0338929j 0.0308256-0.0162089j 0.045203+0.0945639j 0.0970937-0.0320578j 0.0776084+0.119807j -0.0686116-0.100218j 0.00736342-0.00241369j -0.0252264+0.117061j -0.0374637+0.13202j -0.00669945+0.00565635j 0.0026299-0.0723844j -0.000342001+0.0461516j -0.0106522+0.0071155j -0.00279494-0.00561816j -0.00381659-0.0199599j 0.0611536+0.00883361j 0.0154741-0.0190123j 0.0075388+0.0624953j -0.00717087-0.0787813j -0.0206564-0.0360768j -0.0398621-0.0685739j 0.000159157-0.00587838j -0.0173838-0.0296711j -0.0386464+0.0227078j 0.0161107-0.00191329j -0.0355767+0.0014903j 0.0392157+0.0191573j -0.0194066+0.0317876j -0.0119546-0.0296355j -0.0321911-0.0334905j 0.0301827+0.0302274j 0.0252178-0.0026268j -0.0072303+0.0100286j 0.000683496-0.0263394j -0.000827044+0.00515627j 0.0199586+0.00867113j 0.0197493+0.0258062j -0.00703646+0.0264664j 0.0406152+0.0121989j 
-0.0235607+0.00390197j -0.0349989+0.00638968j -0.0483572-0.00597207j 0.0165777-0.0278183j 0.0820406+0.00422237j -0.0496281-0.0113828j 0.0596027+0.0530935j -0.0509554-0.00546525j -0.0037933-0.0877013j -0.00814882+0.0111103j -0.00812931-0.105078j 0.027929-0.157279j 0.0759873+0.0777869j -0.0133653+0.0250878j 0.0214034-0.0866655j -0.140204+0.119926j -0.0494261-0.012962j 0.019554+0.111964j -0.11777+0.0830397j 0.0132448+0.0547574j 0.0371874+0.00958448j 0.0519397+0.0266937j 0.0264281-0.0763j -0.106592+0.0486361j -0.101343-0.0712558j -0.0187102+0.0355926j -0.0256711+0.00939445j -0.0612713-0.00124389j -0.0697813-0.021548j -0.0473715+0.0496251j -0.0415001-0.0591357j -0.0373177-0.0528351j -0.120703+0.0679912j -0.0627839-0.0209685j -0.0879546-0.0447177j 0.153919+0.00877053j 0.0125484-0.0821739j 0.107478-0.048771j 0.115074+0.100983j -0.0613818-0.08017j 0.0450143-0.0573951j 0.125008+0.0337146j -0.054959+0.0143609j -0.00742155-0.171309j -0.0147692+0.0805249j 0.127877-0.121453j -0.0334272-0.053756j -0.0386792-0.0113087j -0.0302521-0.131684j -0.102743-0.174584j 0.0477773-0.109721j 0.0178605+0.0172963j 0.00151724+0.0648202j -0.0463667-0.0393219j 0.0202797-0.0520384j 0.00185216+0.00173073j -0.0386572+0.0191045j -0.0252364+0.0104143j -0.00876691-0.0437658j -0.0232796-0.027791j 0.00173049+0.00783772j -0.0110913+0.0292177j -0.0139936+0.0157719j -0.0304439-0.0470823j 0.00180253+0.0221594j -0.0578611-0.0354439j -0.01561+0.0821685j 0.0432883+0.0994114j 0.0761362-0.0238074j 
0.00275056-0.0078545j -0.000324795+0.0167426j -0.0385528+0.010627j -0.0224208+0.00461098j -0.0306258+0.00365806j -0.0714938-0.0159757j 0.0524733+0.0314629j -0.0503705+0.0168743j -0.0747331+0.0305108j 0.0853712-0.106199j -0.0575358-0.0124053j -0.0390975-0.10238j -0.0149355-0.0047383j 0.0266599-0.0199438j -0.00325655-0.0674192j 0.0501651+0.0276809j -0.0482498+0.13027j 0.0655938-0.00495859j -0.0154633-0.0248652j -0.0163542-0.0245807j -0.0347642+0.0269648j 0.0762914-0.0701572j 0.00034352+0.0195927j -0.112322-0.000610581j 0.0147648-0.0451273j -0.0323111+0.0462749j -0.0844248-0.115651j -0.0234782-0.0423323j -0.121784-0.0128277j 0.0908504+0.18188j -0.00288138+0.0057825j 0.0455118-0.0330675j -0.130714-0.0906769j -0.0855432-0.0979002j -0.0532776+0.0112517j 0.00474778-0.0128094j -0.0697519-0.0261499j 0.0779713-0.0399761j 0.0273671-0.00567364j 0.022222-0.0311467j 0.0413181-0.00127624j 0.0981179+0.0142429j -0.00409336-0.0133944j -0.0199561-0.0471034j -0.0572493-0.00443486j 0.0625665-0.0463696j -0.0287126-0.0192909j -0.0469162-0.0509729j -0.0652176-0.0384266j -0.0214465-0.00538737j -0.0820575-0.0320805j 0.00832155+0.00158481j 0.0224977-0.0105561j 0.0362483+0.0248657j -0.00546366-0.0149182j -0.00865977+0.000634127j -0.0396426-0.00980076j 0.0262487+0.0447717j -0.00140183-0.00955346j -0.0328379-0.0179836j 0.00229921+0.00914378j -0.0314297+0.0140706j 0.025647-0.00415065j 0.00694892+0.0201074j 0.0249872-0.0369412j 0.00289927-0.0174514j -0.00671418-0.00107463j 0.0288089+0.0261804j 0.00727133-0.0181625j 
0.00944447-0.0151475j 0.00307986+0.0169062j 0.0447974-0.0275192j -0.0165073+0.0763566j 0.0792433-0.0596959j 0.103959+0.00522812j -0.022249+0.00744833j -0.0152441-0.0173441j -0.0194629+0.114451j -0.065359-0.0661841j 0.075661-0.00214739j 0.134923-0.151142j 0.0233623+0.0528681j 0.171604+0.027028j -0.019406-0.0611166j -0.016436-0.117943j -0.0106639+0.0618544j -0.107409-0.00520808j 0.0293931-0.0982422j 0.00855244-0.0757088j 0.055306+0.0134637j 0.0114884-0.194041j -0.00624016+0.0571225j 0.105546-0.0085722j 0.0542096-0.0546308j 0.00885352-0.0192891j 0.00305641-0.028849j 0.0250659+0.118986j -0.109859+0.071253j 0.0263856+0.0463664j 0.111587-0.018747j 0.0150194+0.00163169j -0.00584748+0.0794453j -0.0573716+0.0753758j -0.0882449+0.0816638j -0.114873+0.161304j 0.0886627-0.0474786j -0.0113613+0.0383724j -0.0566348+0.0166033j -0.0295594-0.0358401j 0.0192082+0.0931734j 0.0277632-0.00422039j 0.0707691-0.0584305j 0.027998+0.0736365j -0.00310134+0.0497936j -0.0123415-0.0515632j -0.0316182+0.0145503j -0.0349172+0.0157738j 0.0113156-0.0288142j 0.0493061-0.0145242j 0.00186502-0.0646117j -0.00445553+0.0103816j 0.0156797+0.00656606j -0.0157956-0.0668256j -0.00517909+0.0396406j -0.0248542+0.00931659j -0.0167808-0.00104073j 0.0128002-0.00211867j 0.0175033+0.0107809j 0.0139982+0.013877j 0.00724577+0.0301112j -0.00699138+0.000309812j 0.0111857+0.00421969j 0.00113095+0.0236054j -0.00619682+0.0303562j -0.0273881+0.0212822j -0.00227169+0.0108732j -0.0278389-0.0173503j -0.0322986+0.023058j 
0.0156419-0.0236962j 0.0198663+0.0138724j 0.0284661+0.0229062j -0.0751115+0.00581805j -0.011628+0.00975286j 0.0535582+0.0205279j 0.0890489+0.0166561j -0.00133537-0.0344443j 0.0395836-0.0500887j -0.0933743+0.0177032j -0.0323223-0.150501j 0.0746916-0.102807j 0.00140266+0.211988j -0.0199026-0.00541148j 0.0640427-0.00335963j -0.24729-0.0204341j 0.0397844+0.0235348j -0.0851972-0.00415967j 0.0438099+0.146525j 0.0379355+0.0704212j -0.0102593-0.0393867j 0.0455227+0.0343652j -0.0569802-0.0868229j -0.0726111+0.102721j 0.0234099+0.00312517j -0.0155654+0.0217054j 0.0554449-0.0158174j -0.0148919-0.151171j -0.00212617-0.0164977j -0.144475+0.00571117j 0.148272-0.00626592j 0.152769+0.0891156j -0.0968964-0.0387829j -0.0733071+0.0923369j 0.049682+0.0111336j -0.00748489+0.0328075j 0.10803+0.0594225j -0.0197122+0.0124574j -0.103144-0.0391143j 0.039914-0.0286992j 0.08235+0.00261155j 0.0661086-0.11984j 0.0437572+0.00269671j -0.0472822+0.0562412j 0.126894-0.00140876j -0.0145378-0.013315j -0.0288315-0.00144557j 0.0304914-0.0091042j 0.00275278+0.0862894j 0.0195844+0.052859j 0.00120965-0.196899j -0.0182448-0.0218632j -0.0117349-0.0299283j 0.0288055+0.0697121j -0.0155522-0.0109519j 0.0308752-0.0243424j -0.00826158-0.000312826j 0.0261107+0.0766167j -0.0165036+0.0683809j 0.0483841-0.000480477j -0.0108281-0.0182793j -0.0269997+0.0154955j -0.00787388-0.0246746j 0.0626318+0.0433575j 0.0375895+0.00426439j 0.0261623+0.0182514j -0.0272475-0.0449689j 0.029475-0.039757j -0.0403388-0.0435132j 
-0.00126723+0.00539769j -0.00526418+0.0213936j -0.0127007+0.0444966j -0.0193165+0.0284512j -0.0040314+0.0790871j -0.0617475-0.058413j -0.00226129+0.0175949j -0.0359039-0.0482946j -0.0138653+0.00874049j -0.0462349-0.0932817j -0.0138376+0.080648j 0.076724-0.0528058j -0.00466215-0.00175813j 0.00227453+0.124954j -0.0408106-0.120753j 0.0103027-0.0582647j -0.0136761-0.0620286j -0.0920966-0.0431401j -0.00161816+0.030133j -0.00292325+0.0131372j 0.0917412-0.0256725j 0.0306704-0.0912586j -0.032179+0.00565195j 0.0119286+0.0655769j -0.0571507-0.0115622j 0.0437667-0.024987j -0.0268423+0.0329437j -0.0295856+0.123514j -0.0317756+0.17284j 0.0453721-0.129286j 0.0114418-0.0401962j 0.0677613-0.118942j 0.0547766+0.162745j 0.0934075-0.00895072j 0.00381601-0.00135378j -0.137857+0.100924j 0.0799183+0.0325563j -0.00986246+0.00814787j -0.0681729+0.101265j 0.00162185-0.0387768j 0.0191152-0.0246397j -0.00157054-0.0268882j -0.0391784-0.0349025j -0.00555669-0.0296794j 0.0292067+0.0357428j 0.00598831-0.0612267j -2.80212e-06+0.0178642j -0.0313771-0.0119319j -0.0255147-0.0018005j -0.0166396-0.0424639j -0.00573419-0.0173103j -0.000742801+0.0364074j 0.0251216+0.00980615j 0.0542662+0.0148841j -0.0355191-0.0129739j -0.0364299-0.00696052j -0.0131379-0.0296699j 0.00359211+0.000849388j 0.00260097+0.015106j 0.0255968-0.0126635j -0.0175779-0.010447j 0.00876051+0.0352496j 0.00804829-0.00939584j 0.0179033+0.0123647j 0.014715-0.00672903j 0.00702084-0.00733594j -0.0127318-4.87877e-05j 0.0337866+0.0212253j -0.00717-0.0198682j 
0.0327661+0.0420632j -0.0102095+0.0440529j 0.0300184-0.0393774j -0.00230885+0.0756719j 0.0272291+0.0243701j 0.0254049-0.0398577j -0.0033957+0.0323331j -0.0151521+0.0360549j 0.0318381+0.063038j 0.0559289+0.0372599j 0.00541466+0.029048j 0.178486+0.0875751j -0.0944093-0.0528697j -0.0164169+0.0418771j 0.0185174-0.0998888j -0.01411-0.0376097j -0.0318761-0.0888413j -0.0448529+0.156635j -0.0231678+0.0297688j 0.0194102+0.00777012j 0.0437165-0.0464115j 0.0639009-0.153352j 0.0108287+0.0469746j 0.0826412+0.0887055j 0.0242381-0.036903j 0.0152054-0.0361907j 0.0868212+0.170846j 0.00344054+0.15647j -0.0529404+0.105376j -0.0483729-0.0790374j 0.0242743-0.104593j -0.0659192-0.00674904j 0.0528046+0.0975459j 0.0297189-0.0213353j 0.0221184-0.0227834j -0.0287525-0.00274642j 0.0451446-0.0741106j -0.00179253+0.0613808j 0.012539-0.0146693j -0.00778905-0.0251135j -0.035311+0.0150469j -0.0226179+0.0626311j -0.0278384-0.00109231j -0.00644045+0.0293291j 0.0114473-0.0100325j 0.0263483-0.0263012j 0.0159524-0.0123387j 0.00386065-0.0250376j 0.00585999+0.0060297j -0.0144838+0.00399626j 0.122686-0.0661257j 0.0127167+0.018605j -0.00567114+0.0312026j -0.00665686+0.0321822j -0.0391934-0.0155563j 0.00439192-0.0191422j 0.0226971-0.0518931j -0.00569133+0.0262277j 0.00316199+0.0126053j 0.0176244+0.00755334j -0.0299552-0.0108501j 0.00793726+0.01451j 0.00542331-5.04831e-05j 0.00512827+0.0209553j 0.0166766+0.0227757j -0.000261764+0.0118703j -0.0327007-0.0042568j 0.021972-0.00852697j -0.00460954-0.0336062j 
0.0304973+0.00890777j 0.00375637+0.0648106j -0.00251215-0.00471178j 0.0467766+0.0148974j 0.089812+0.00651373j -0.0117998+0.0714672j 0.0341223+0.0201296j -0.0074787-0.0287916j 0.016625-0.0821855j 0.0262197+0.0899542j 0.0193608-0.056558j 0.0371544+0.0547858j 0.139177-0.0505962j 0.0335254+0.12552j -0.0260851-0.0323742j -0.0975116+0.0593686j -0.0462394-0.0179293j -0.0655449-0.0279067j 0.0467581-0.0380439j -0.0161441+0.0107462j -0.115854-0.0366001j -0.0451954-0.0443508j -0.0976621-0.0380803j 0.0136811+0.0822622j 0.145766+0.10528j -0.0166284-0.0161021j -0.0091719-0.0130733j -0.0544422+0.0409231j 0.221804-0.0685558j -0.122748+0.080685j -0.0131447-0.007071j 0.04088-0.0190739j 0.118515+0.120612j 0.0741565-0.079855j -0.0180019+0.018499j 0.0363158-0.0684329j -0.0130016-0.00491684j -0.0321616+0.015249j -0.0314081+0.031804j -0.0442377-0.0613021j 0.00589178+0.0169343j -0.0921193+0.0177399j 0.00361449-0.0264767j 0.00932511+0.0105116j 0.0218-0.0215855j 0.0054457+0.0236145j 0.0351614-0.0366433j -0.0203209+0.0166892j 0.0114794-0.0491795j -0.00229759-0.064033j -0.0112141-0.0399726j 0.0496185-0.00728661j 0.00747255+0.0203377j 0.0543192-0.0145041j -0.0201099-0.0055264j -0.0218446-0.0312495j 0.0348406-0.0297861j 0.0400352+0.0275622j 0.0235633+0.0117254j 0.0410557+0.0152423j -0.0289437+0.00611456j 0.0146929-0.00385904j -0.00433542-0.00556919j 0.0161021-0.02041j -0.0102144+0.00495644j 0.0241304-0.0236161j -0.0296294+0.00201625j 0.0175369+0.0153996j -0.00861049+0.00575192j 
-0.0525553-0.00642029j 0.0378486-0.0334862j -0.00280832-0.012929j 0.00687654+0.0129593j -0.0428749+0.0950667j 0.0138123+0.0359796j -0.0970596-0.0443114j -0.05784+0.0446715j -0.106106+0.0592457j 0.0604463+0.00432271j 0.0118315+0.0735216j 0.127681+0.141654j -0.185182+0.0505764j 0.023286+0.0537045j 0.0501368-0.00322948j 0.0907332-0.00963514j -0.0270196-0.0446545j 0.0432997+0.118546j 0.0160736+0.0918677j 0.0378349+0.00204368j -0.049421-0.0189483j -0.00550145-0.00115048j -0.0343578+0.0302838j -0.00389703+0.0695286j -0.105328+0.00749276j 0.00225662+0.0461421j 0.0519066+0.06693j -0.0188487+0.00610317j 0.0252294+0.0568721j 0.0259758-0.0191373j -0.04139-0.051307j -0.029775-0.05034j -0.0171742+0.0482326j -0.0510911-0.0539532j 0.120632+0.0640674j -0.0361648-0.0538927j 0.036668-0.0525972j 0.00338623-0.00580586j 0.0311301+0.0600442j -0.00872535+0.0371067j -0.0175876-0.0978398j 0.0430246+0.0455048j -0.0286139+0.00313805j -0.0252627-0.0562211j -0.03117+0.0448964j 0.0481975-0.0292862j -0.00229007+0.0200391j 0.0532123+0.0582402j -0.0165211-0.0209062j -0.0445998-0.0792574j 0.0396035+0.114523j 0.00844223+0.0123926j -0.0107-0.00811151j -0.0490782-0.02351j 0.0390809-0.0226227j -0.0169107+0.0406615j 0.00663684+0.020873j -0.0217046-0.0241172j -0.0412124-0.0111419j -0.00996363-0.00916945j 0.0346021+0.0295349j -0.0113366+0.00474331j -0.00326214+0.00719613j 0.0100429-0.0187071j -0.0235528-0.0193017j 0.00991507+0.00990917j 0.0306857+0.0211951j -0.0118045+0.0302984j 0.0364413+0.0183588j 
0.000485809+0.00575157j 0.0155309-0.0146555j -0.00965371-0.00679423j 0.0332702-0.00641008j 0.0676068+0.00116465j -0.116823+0.00331167j -0.0280186-0.0165489j -0.00877675+0.0907643j -0.0452457+0.122697j -0.0312737-0.122202j 0.0892188-0.0587973j 0.00798311-0.0581887j 0.0265863-0.0270179j 0.0234615+0.0525507j -0.0898591-0.064929j -0.0331078+0.07044j 0.0527237+0.0508533j -0.0578301-0.0623547j 0.0721144+0.0620831j -0.0122096+0.148211j -0.0348112+0.0690443j -0.015108+0.0611128j -0.142371-0.012957j -0.0702953+0.114948j -0.0306654-0.126505j -0.0188754+0.0462763j -0.0874442+0.0799558j -0.0508817-0.122508j 0.117759-0.196228j 0.104353-0.159339j -0.0354446+0.103977j 0.0711477+0.0373811j -0.0170973+0.00392946j -0.103941-0.0495736j 0.0549116-0.0448291j 0.0317842+0.115795j 0.0761506-0.0268306j -0.0130355-0.0391958j 0.0329306+0.15771j -0.0215346+0.0466521j 0.00223309-0.116949j 0.0495604-0.0391475j 0.0035679+0.0499283j -0.0126916+0.0140509j 0.0228093+0.0165474j 0.04011+0.0125726j -0.0364574-0.0319189j 0.0192488+0.0704505j -0.0135391+0.0252109j -0.0346424-0.0399193j 0.103832+0.0382927j -0.0166896+0.0325639j -0.038058-0.0152869j -0.0825496+0.00226818j 0.0437319-0.0279106j -0.01549+0.0304835j 0.0218222-0.0154109j -0.0438152-0.0099217j -0.0469845+0.0130422j -0.000590276+0.0046992j 0.0193448+0.0344587j -0.0238004-0.0102201j -0.0253874-0.0497401j 0.00716671-0.0311813j -0.00629074-0.000415025j -0.0164419+0.00629956j 0.0336514+0.0168713j -0.00549988+0.00994782j 0.0261514+0.00274122j 
0.00317933+0.0143221j -0.0286492-0.000960189j -0.0420897+0.00873841j -0.00869656-0.0626104j 0.0647161-0.080729j 0.0853682-0.0738632j 0.00081158-0.0643295j 0.00196073+0.141405j -0.015246+0.0747183j -0.00657423-0.145837j 0.144076+8.67836e-05j 0.0204012-0.142099j 0.0591557-0.0481501j 0.0965177-0.0303469j -0.00202919-0.0583198j -0.017597+0.0141176j -0.0172293+0.00837011j -0.0896175+0.0648149j -0.0481359+0.0452438j 0.0316523+0.0851112j -0.00252379+0.0681385j 0.0400772-0.019983j 0.0341101+0.08691j 0.00822742-0.049016j 0.0120293-0.0099012j 0.0473075+0.0213232j 0.000361391+0.159364j -0.0594567+0.027224j 0.064634-0.0918061j -0.0199664-0.0740974j 0.128287-0.039959j -0.0397629-0.0164366j 0.0625815-0.0498161j 0.0898123-0.0422007j -0.0541651-0.111159j 0.0310047-0.0404422j -0.0868947-0.00341744j 0.0705357+0.128494j 0.0453392-0.0226475j -0.0322869+0.0195257j -0.0340797+0.0760645j -0.0461883+0.117493j 0.058723+0.021048j 0.0694903+0.0545709j 0.0321487-0.0398439j -0.0237689+0.0215678j -0.0028025-0.00838735j 0.027102-0.0113941j 0.0240641+0.0174753j 0.0785431+0.0580452j 0.0480396-0.0712856j 0.00483187+0.0180382j 0.00723692+0.0117884j 0.0367631+0.0124188j -0.0417981+0.00263753j 0.00779466-0.018892j 0.00685456-0.0723847j -0.00402554+0.00223273j 0.0613573+0.0276738j 0.0212372-0.00484956j 0.0107938+0.0126951j -0.00978878-0.00852091j 0.00576114+0.0109068j -0.00460316-0.00048619j 0.0173196+0.0321924j -0.010525+0.00302389j 0.00034754-0.00337854j -0.0228121-0.0224296j -0.0233364-0.00889435j 
-0.0143259-0.0396175j 0.0369959-0.0232508j 0.0324705+0.00979386j 0.0502267+0.028955j 0.044178-0.00771302j -0.0891444+0.0354398j 0.0476965+0.00530812j -0.114243-0.110214j -0.0365294-0.0555472j -0.0679107-0.0674819j -0.110664+0.114705j 0.0507392-0.131983j -0.0264304-0.0276102j -0.140159+0.107299j -0.0983731+0.0568237j 0.0311119+0.0532808j -0.0572245-0.0696537j -0.0105507-0.0308401j 0.0301124+0.058421j -0.0224015+0.0400173j 0.0398768-0.0591217j -0.0195311+0.0268184j -0.0978331-0.0341102j 0.140433+0.0574405j -0.110591-0.0558307j 0.0439474+0.047084j -0.0700914-0.0689371j -0.0253958-0.0430225j 0.0735525+0.0188031j 0.0478506-0.0544263j -0.0192231+0.219299j 0.0426481+0.0169827j 0.0598003+0.0424769j 0.0652953+0.0368898j -0.0110489-0.0055804j -0.103109-0.0833416j -0.0107913-0.0512907j 0.0584909+0.0200321j 0.0258997+0.0318209j -0.0314452-0.072075j -0.0794754-0.057089j -0.0348708+0.0378193j -0.0086323+0.0334559j 0.0337065-0.0002641j -0.0226656-0.00576716j 0.00249653+0.0429208j -0.00597417-0.00478987j -0.0290236+0.0162355j -0.0760082-0.0457927j -0.0280938-0.0123623j -0.0915557-0.0866409j -0.010058-0.0313071j -0.00391665-0.00526231j 0.0235702-0.000570617j 0.0136725-0.0048153j 0.0111634-0.02591j 0.0228501+0.0110107j -0.00590263-0.00166188j -0.00617212-0.0166658j -0.0304395-0.0116542j 0.0183673+0.0208619j 0.00212477-0.00547832j 0.00471372+0.0105811j -0.00643847-0.0175334j 0.0153753+0.001839j -0.00489491+0.0102728j 0.0275322+0.01662j -0.00092917+0.000308287j 0.00588297+0.0179202j 
-0.0192074+0.00250442j 0.0620988+0.00413277j -0.0191569+0.0344625j -0.0966577-0.0860465j 0.0322064+0.0498369j -0.0449508-0.10592j 0.05407+0.0421452j 0.0162709+0.0497939j -0.188744-0.0191434j 0.0330797-0.0959715j -0.0746351+0.00689379j -0.0800839-0.0969008j 0.137998+0.0448078j -0.0289308+0.0446168j -0.0441138-0.050025j -0.0406793-0.0147658j -0.035645-0.0296232j 0.0205757-0.0854573j -0.00755556+0.0872756j 0.00896397+0.0162866j 0.0342618+0.0135132j -0.00861802+0.0378633j 0.0227353-0.0215336j 0.029144-0.0640918j 0.00225941+0.0251189j -0.0281303-0.0284288j -0.0362746-0.0802991j 0.0528086+0.0670305j -0.141858-0.011331j -0.068338-0.0504852j -0.0515736-0.0673457j -0.0111723-0.0113045j 0.0206877+0.0155715j 0.144809-0.0277906j -0.0454811-0.0610723j -0.0789264-0.0263257j 0.0636973+0.0632554j 0.0587429-0.0525004j -0.0348662-0.0184705j 0.0182626+0.0497616j 0.0678808-0.0173897j -0.0427219-0.0559134j -0.034776-0.00734647j 0.0672724+0.063137j 0.0310117-0.0650087j 0.0554147+0.0751748j -0.00601471+0.018524j -0.0432685-0.00460922j 0.0617622+0.0673151j -0.0269754+0.0168169j -0.058219-0.0880342j 0.00197485-0.00348445j -0.00647333-0.0252867j -0.0322459+0.028493j 0.0374698+0.00504608j -0.0272415-0.0357942j 0.00154774-0.0345511j -0.0294988+0.00769451j -0.0054648+0.0142595j 0.0171962+0.00113089j -0.00925225+0.014062j -0.0165089-0.00515033j -0.00251377-0.0434802j 0.0433331-0.00210309j -0.0133705-0.0282334j 0.00776479-0.00536363j -0.00779203-0.0486218j -0.0227568-0.0219466j 0.00883897-0.00016359j 
