-0.00113617+0.00986722j -0.00329366-0.0314734j 0.00716103+0.0452884j -0.000289884+0.0202574j 0.00530334+0.0214306j 0.00254678-0.00336993j 0.014385+0.00549515j 0.00115009+0.0588313j -0.00734813+0.027792j 0.00117772-0.0154433j 0.0101655-0.0388889j -0.00116458-0.0230638j 0.0137125-0.0385594j 0.0122483+0.0852658j -0.000275389-0.0948322j -0.00545811+0.0565257j 0.00217158-0.00963617j -0.0327243-0.040855j -0.0409002-0.0567433j 0.00141848-0.0155716j 0.0108981-0.000822229j 0.000379079-0.0217334j 0.00664278-0.0502252j 0.00895747-0.0314765j -0.00350825+0.0359403j -0.00776991+0.00230206j 0.0049477+0.0199589j -0.02677-0.0385426j -0.00229341+0.0301558j -0.00943887-0.0328413j -0.0110752-0.0043294j 0.0200104+0.0653497j -0.00443009-0.041508j -0.0155783-0.00493893j 0.0115867-0.0354708j -0.00318351-0.015129j 0.00515581-0.0205623j 0.0125667+0.0438752j 0.0179959+0.0193753j -0.0217932-0.0351337j -0.0147469-0.03717j 0.0381433+0.0540105j 0.0137118+0.0657357j 0.0613056-0.130366j 0.0192772-0.174234j 0.00660766+0.305287j -0.0148702+0.0101217j 0.0243962-0.00367709j 0.0621179+0.0383j 0.0935699+0.228691j -0.00719302-0.0505735j -0.0104685-0.000594496j -0.026783+0.00945833j -0.00187576+0.0698316j 0.0165226-0.0820768j 0.00996693-0.0264826j -0.00909159+0.0106824j 0.00707631-0.0523482j 0.0195758+0.032564j 0.000269056-0.0134695j 0.00291796-0.0250154j 0.0011938-0.00300953j -0.0238308-0.0183799j 0.00187161+0.0572436j 0.0157682+0.00189938j 0.0201281+0.0102254j -0.00489756-0.0482577j -0.00498363+0.0463249j -0.00267434-0.358228j 
-0.0106011+0.00476459j 0.00724999-0.00152598j 0.0213141-0.0442064j -0.159483-0.0314185j -0.048166-0.0204558j 0.00740809-0.0909119j 0.0805354+0.0307567j 0.0438804+0.0529333j -0.143486+0.0947747j 0.0249305+0.131783j 0.0578198+0.0343867j -0.0170483+0.0133564j 0.0455222+0.0525817j 0.0384887-0.0917611j 0.00791085+0.0258313j 0.000974778+0.0110743j -0.0291158+0.0391629j -0.0546471-0.00302497j -0.0233035+0.005325j 0.0156486+0.103275j 0.0596337+0.0245445j 0.134189+0.0340987j -0.0550708-0.0568443j 0.150132+0.0244651j 0.0266997+0.169054j 0.0350565-0.105313j 0.0138611-0.181492j 0.215813-0.112706j 0.0723293+0.0314179j 0.0326673-0.0319079j 0.0892386-0.00674822j 0.0903514+0.0482312j -0.0860231-0.04185j -0.0401787-0.0312464j -0.0754916+0.0532027j 0.0371072-0.0372279j 0.00985492-0.0322137j 0.0254079+0.0344636j -0.0488541+0.00399689j 0.0684943+0.0788319j -0.0862867+0.0564696j 0.0354973+0.0209125j 0.0777412+0.00381665j -0.0766045-0.0262559j 0.00607773-0.0201968j 0.042755+0.0460519j 0.0126978-0.0099832j -0.0157117+0.0193281j -0.0398884-0.00356614j -0.00118004-0.0344745j -0.0373235-0.191317j -0.00947406-0.0527757j 0.0198124-0.0320078j -0.0458625-0.0788534j 0.0399047+0.0631015j 0.00552888+0.0486853j -0.0295269+0.0223665j 0.0251457-0.0308184j -0.0196912-0.00584924j 0.00701055+0.0258081j 0.0270277-0.0267564j 0.00617827-0.0179913j -0.00780024+0.000388358j -0.00641857+0.0572123j 0.000516668+0.00260573j -0.00992288-0.0121836j -0.0132014-0.0264853j 0.00691257+0.00845054j 0.0102808+0.0053121j 
-0.00275244-0.016124j -0.0138258+0.00626649j 0.0414234+0.0487933j 0.14374+0.00290548j -0.0269417+0.0336782j 0.00247657-0.0939292j -0.0836565-0.0482884j -0.00848318+0.0667294j 0.12725+0.0449791j -0.116991+0.0102986j -0.0781851+0.027001j -0.0458237+0.142703j -0.0203386+0.0143669j -0.00471032-0.0205229j -0.0316965+0.00149851j -0.0181569-0.0123579j -0.0146367+0.0508349j 0.0710978+0.00275558j -0.0372765+0.019444j -0.0399554+0.205351j -0.00768069-0.0553643j -0.121019+0.00481341j 0.0512317-0.039344j -0.036094-0.0993078j -0.0890354-0.0397111j 0.012979-0.113377j 0.00571821-0.262049j -0.0875435-0.0827419j -0.0392373-0.0683757j 0.0271102-0.0356866j -0.0530566-0.0481048j -0.172585+0.0455712j 0.0024158+0.0403003j 0.0494778-0.0147334j 0.00440376+0.00985732j 0.0155853-0.0144123j 0.0269023-0.0425011j -0.0286657-0.0199209j -0.0249008-0.0201211j -0.0502613+0.0392815j -0.0155264+0.0593614j -0.0203345+0.0499136j -0.00942748+0.0436315j 0.0426651-0.0240425j 0.0583534-0.021466j -0.0641078+0.0313023j -0.0178484-0.0355472j 0.0127441+0.0435681j 0.0377016-0.0223806j 0.0116724-0.0209575j 0.0772808-0.0583755j 0.00438655-0.0507659j -0.0233434-0.0282138j 0.0633478-0.0915567j -0.0535262+0.0826017j -0.0111474+0.0363282j 0.0325351-0.0158579j -0.0469545-0.0042515j 0.0432045-0.000176357j -0.00463071+0.00515434j -0.0480007-0.0573841j -0.0177211-0.0253409j 0.0186343+0.0195579j 0.0104998+0.0328612j 0.012821+0.0308487j 0.0012267-0.0314568j 0.0150834-0.0711605j -0.00128735+0.0256542j -0.015812+0.0216682j 
-0.015091-0.00993336j -0.0018117+0.00916492j 0.0384847+0.0086715j 0.011102-0.00294398j -0.0377479-0.0571354j 0.0290721+0.0522048j 0.0567244+0.0667097j 0.016953-0.0242494j 0.0600356+0.00711492j -0.0311141+0.0358326j 0.0458947-0.0113668j -0.017546-0.036648j 0.0316586+0.0249054j 0.0237556-0.0244546j 0.00507698+0.0128475j 0.00891396+0.0165576j 0.00313938-0.0307469j 0.00759056+0.00188434j -0.0116615-0.0152333j 0.0239529-0.0233081j -0.00514355+0.0052474j 0.0200847+0.0205703j 0.0316287-0.0180103j -0.0125721+0.0419947j -0.0300611+0.0484945j 0.027309+0.0185928j -0.0203783+0.0449677j -0.0212227-0.00550087j 0.00395035+0.033446j -0.151801+0.00750648j 0.109365+0.0543705j -0.0829929-0.0199235j -0.0424966-0.0485149j 0.0369404-0.00330912j 0.0450155+0.0111652j -0.0101309+0.0044751j -0.0127385+0.0106125j 0.0130031+0.00683526j -0.0415062-0.00258093j -0.00339767+0.0102964j -0.020997-0.00782227j -0.0103428-0.0104585j 0.0172092+0.00393524j -0.0409657-0.0107284j -0.071109-0.00739367j 0.056288+0.0164525j -0.0134323+0.00786041j -0.0226467-0.00206817j 0.0064482+0.0117452j 0.0397396-0.00689345j 0.595982+8.82779e-05j -0.0144695+0.00483385j -0.0266567+0.00237144j -0.0748989-0.00513271j 0.0048004+0.0115037j -0.0148376-0.00132516j -0.0540758+0.000119353j 0.0964666+0.00160199j -0.0418296-0.000140816j -0.0242215+0.0141334j 0.0158688-0.00379871j 0.0169193-0.0075086j 0.00309459+0.00427243j -0.00648126+0.00620733j -0.00545003+0.00626493j -0.00766785-0.00614756j -0.00199099-0.00336546j 0.00724702-0.000870024j 0.00428266+0.000161216j 
-0.00858934-0.0200573j -0.00719039-0.0105674j 0.0778301-0.0020499j 0.0478923+0.00744455j 0.0150653-0.0155167j -0.00883955+0.107442j -0.013314+0.144833j 0.0537628-0.183507j 0.0181972-0.0308685j -0.117435+0.0196486j -0.0736495-0.111312j 0.0103141-0.0437888j -0.0225768+0.0674231j 0.00617302-0.0916747j -0.0286524+0.0317034j 0.0115229+0.0520644j -0.0119564-0.0926131j 0.0315334-0.00193746j -0.0294423-0.0103538j 0.026225-0.0947367j -0.00265024+0.0282436j -0.0487756+0.0306452j 0.00831387-0.0275196j -0.0554776+0.0517318j -0.126383+0.106628j -0.0393527+0.00589729j -0.0612865+0.127545j -0.0229916-0.0116422j -0.0324048+0.0246758j 0.0640548+0.250297j -0.0467927+0.104256j -0.113724+0.0340973j 0.0018103-0.0563832j 0.0198263-0.0849489j -0.017394-0.0317941j -0.0051035+0.0324969j -0.0170814+0.037827j -0.036239-0.0299429j -0.00536788+0.0360541j 0.00329186+0.0165126j 0.0349557+0.0451346j 0.00562074-0.019383j -0.00191946+0.0244571j 0.009471-0.00774741j 0.0392762+0.0224317j -0.0120607+0.0716385j -0.0179738+0.0117507j -0.00312339-0.0289163j 0.0146425+0.055295j -0.0102897-0.063354j -0.108403-0.336167j -0.00577377-0.00798252j 0.00125296+0.0385948j -0.0210994+0.00443573j 0.0156562+0.0957958j 0.0104937+0.0475999j 0.00109403+0.0352017j -0.00910239-0.0171434j -0.0121203+0.00463456j 0.00541555+0.0357689j -0.0105455+0.00955731j -0.00501502-0.00936904j 0.00271686-0.00398349j 0.00377815+0.0202186j 0.00426984+0.0162871j -0.000968537-0.0107187j 0.00473198-0.0369713j 0.006806+0.011338j -0.00652271+0.0102636j 
0.0228423-0.00161403j 0.00662751-0.0282578j -0.146637-0.0371952j -0.0106811+0.101511j 0.00999732+0.0230859j -0.0537408-0.0722245j -0.0644789-0.136504j -0.0750089-0.0188256j -0.00340061-0.0182477j 0.145783-0.0566866j 0.0575177-0.100624j 0.0115401-0.0154979j -0.00351385+0.00782471j -0.0194183-0.0241816j 0.000857605+0.0042384j -0.0383697-0.0162055j 0.00815766+0.0138222j -0.0176325+0.0301975j 0.0509937+0.00385927j -0.0226849-0.0249086j -0.0112903+0.0450286j 0.00778691-0.05601j -0.0105886+0.0703109j -0.0115836-0.0263712j 0.132726+0.025942j 0.0141399-0.0578171j -0.0011386-0.0811203j -0.0309763-0.0593069j -0.00171482-0.0214433j -0.116714+0.14523j 0.00590323-0.0676137j 0.181864+0.0327924j 0.0818152+0.0403171j 0.00208751-0.0360925j 0.0190494-0.0753471j 0.00907632+0.00983542j 0.0314244+0.0262168j 0.0552322-0.0280033j 0.00789625+0.0138922j -0.0574892-0.0334048j -0.0300534+0.0197381j -0.0198255+0.0216041j -0.0492081-0.0110197j 0.077328+0.0295388j -0.00628948+0.0432554j -0.0695925-0.0290889j 0.0278092-0.00759077j 0.0143081-0.0139215j -0.0231625+0.0240341j 0.0429009-0.0256883j 0.153696-0.295048j 0.0253573-0.0185198j -0.0214141+0.000772818j 0.167378+0.0760602j -0.109857+0.0128238j -0.0304388+0.0390421j 0.0564974+0.0516714j -0.0586635-0.0382156j 0.0822403-0.00354076j -0.0179418+0.0192516j -0.0514209+0.0487888j -0.0137348+0.0211158j 0.00123061-0.0299506j 0.00803227-0.0208204j 0.00706659-0.0130467j 0.0111249+0.0306239j 0.00710639+0.0278065j -0.0172626-0.00714137j -0.000732226-0.00133467j 
-0.0102011-0.00973401j 0.0174815+0.0572803j 0.0535957+0.068433j 0.00223458-0.115783j 0.0336845-0.289922j 0.0671542+0.00679719j 0.0611537-0.232574j 0.0346506+0.1301j -0.0271633-0.141502j -0.0312638-0.102398j 0.0122836-0.00845077j 0.0171841-0.07295j -0.00148241+0.0584478j 0.0230076+0.0437655j 0.0664874-0.0190424j 0.00434145-0.0787134j 0.0261927-0.0146001j -0.00284873+0.0134961j -0.00294267-0.00681232j -0.0211927+0.0502529j -0.035702+0.0895489j -0.0531912-0.0197576j 0.0250198+0.00366421j -0.04583+0.108529j -0.0197075+0.0233565j 0.0207189-0.00188023j 0.070762-0.161118j -0.00845966+0.0358208j -0.020122+0.0701665j 0.0066606+0.0635722j -0.0736395-0.162633j -0.0949839-0.0147161j 0.00184611-0.0365152j 0.0115469+0.0707947j 0.0460944-0.0640084j -0.0320136-0.00528731j -0.019721+0.0434565j -0.0434053-0.047188j 0.0492507-0.0775428j 0.053897+0.00342726j 0.0634572-0.114443j -0.0180829+0.00690834j 0.0205647+0.0201113j -0.0439812+0.0102757j -0.0395411+0.0305788j 0.0566662-0.0221735j -0.00118251+0.00111994j 0.0140079-0.0240504j 0.0155407+0.00435803j -0.018368-0.00243819j -0.0405874-0.152064j -0.0124231-0.00388879j 0.0154424-0.0514465j -0.113503+0.107211j 0.0651821-0.0242144j 0.0175895-0.00398198j -0.0335106-0.00103429j 0.0551811-0.0226833j -0.0586188-0.0186871j 0.00689472+0.0455453j 0.0467405+0.0452164j 0.0169819-0.000700624j -0.00360418-0.0234764j -0.00556449-0.0605517j -0.0133414+0.0210482j -0.00147173+0.0066757j -0.00273843+0.0376061j 0.00685939-0.0213518j 0.00470578-0.00626466j 
0.00295225+0.0295543j -0.0139369+0.026373j 0.0116013-0.0395988j 0.0113913-0.0844284j 0.00500348+0.198852j -0.0140073+0.275842j 0.01854-0.114478j -0.0417489+0.118176j 0.0367764-0.0897596j 0.0166294+0.0049815j -0.044355+0.137468j -0.00573384+0.072668j -0.0286621-0.109686j -0.01502+0.0914944j -0.0158027+0.0169017j 0.0522197-0.0695002j -0.00795738+0.143579j 0.0175848-0.0871056j -0.0313234+0.102375j -0.00162685-0.0622952j 0.0167572-0.0570109j 0.0299175-0.0161027j -0.0230122+0.0234494j 0.0244136-0.014586j -0.0275342+0.0305735j -0.0116569+0.0679247j 0.0257362+0.180151j 0.000135353+0.0563242j 0.0125284-0.0561216j 0.0213283-0.00792731j 0.106511-0.287879j 0.00972553-0.00626687j -0.0536365+0.0898088j -0.0455639+0.00350553j -0.00810455+0.0594744j 0.00638572-0.00171196j -0.0162651-0.0097501j 0.0279124-0.0405318j -0.000212832+0.0623602j -0.00692636+0.103935j 0.0128319+0.00707508j 0.0124408+0.00804371j -0.00887175+0.076539j -0.0116477-0.012464j -0.00208348+0.024487j -0.00271588+0.0264216j -0.0144703+0.00183908j -0.00885016+0.0192097j 0.0100093-0.0246397j -0.0219903-0.0527733j 0.030605-0.177651j -0.00188118-0.0459993j -0.00846494+0.0328451j -0.0168473-0.0700401j 0.00572757+0.0179117j -0.00206335+0.039946j -0.0104984+0.0192641j 0.0130236-0.0630201j -0.00141094-0.0113653j 0.00242058-0.0174054j 0.00346265-0.00670343j -0.000758928-0.00993449j 0.00299573+0.0190433j 0.000108065-0.00388433j 0.00543528-0.00844688j -0.0054542-0.0180605j -0.000542925-0.0420909j 0.000590804+0.00710685j 0.000722464-0.0164298j 
-0.0296784+0.0466777j 0.0194205+0.0141153j 0.0628056+0.0999386j -0.0348866-0.114658j -0.015748+0.316191j 0.0381825-0.246255j 0.0690737+0.0531389j 0.0778785+0.0271214j 0.0038668-0.120505j -0.0637373-0.0578328j 0.0297426-0.118291j -0.0226102+0.0750763j 0.0580508-0.121216j 0.016925+0.0154444j 0.0391257-0.0722502j 0.0199458+0.0358j -0.00817984-0.0377441j -0.0295936+0.0269692j -0.0125302-0.0372437j 0.0228134-0.0215777j -0.000518584+0.0532762j -0.011579-0.0457743j 0.00840373-0.0472538j -0.00372473-0.0934657j 0.0204379-0.197588j -0.000646458-0.0654341j -0.0262818-0.0246521j 0.0140544+0.141897j 0.0205579-0.0296297j -0.0142153+0.0644837j 0.00865676+0.0165432j -0.0654931+0.117667j -0.0435632+0.105968j -0.00159042-0.0206427j 0.0107798-0.0502927j -0.0127064-0.00635015j -0.0158769-0.0332534j -0.0117575+0.0201832j -0.0267446+0.0509819j 0.0405402-0.0120132j -0.0147476+0.0959417j 0.00653657+0.00172229j 0.0202321-0.0815943j -0.0661525+0.0691097j -0.0132678+0.0382903j 0.0476087-0.0585009j -0.0023285-0.00778006j -0.021589-0.0496469j -0.00634708-0.0247587j -0.0130543+0.00900028j 0.0191735-0.106196j -0.0109626+0.00320038j 0.00326303+0.0178437j -0.0841321+0.0670126j 0.0522606-0.033837j 0.0130641+0.0151128j -0.0390956+0.0169502j 0.0441991-0.0363344j -0.0451012+0.00303603j 0.0033302-0.0169933j 0.037094+0.0207697j 0.0124434+0.0156461j -0.0049577-0.0117556j -0.0118824+0.00298464j -0.00870709-0.0466963j -0.00297595+0.0292833j -0.0068661+0.0611621j 0.00415514-0.0100866j 0.00819872-0.00368607j 
0.0673088+0.11999j 0.127884-0.0337914j -0.00429706+0.0581827j -0.0675156+0.168585j -0.0228756-0.0171962j -0.0736746+0.0154788j 0.112152-0.0459349j -0.0681357-0.0553357j -0.2691+0.0451201j 0.0953253+0.0551247j 0.075539-0.00657373j 0.0248842+0.0123764j 0.100225-0.0310453j -0.0456448-0.0361378j 0.103995-0.0243805j -0.0123694-0.0317228j -0.0909555+0.0249254j 0.0812868+0.0617118j -0.176474-0.0310974j -0.0408443-0.0323807j -0.0562675-0.0314277j -0.324831-0.060233j -0.0148545+0.0175988j -0.0421054-0.0198183j -0.061033-0.0416887j 0.0140638-0.00205241j 0.0176332+0.0371279j -0.0971975-0.0722399j 0.031456-0.0125092j -0.0475506+0.0134971j -0.037454-0.0225668j -0.00935458-0.0216437j -0.0583519+0.00207756j -0.016997+0.0171958j -0.057989+0.00675872j -0.00857236+0.00405147j -0.0494134+0.00360812j 0.0474386+0.00126067j 0.0194649+0.0220591j 0.0258603-0.0271253j -0.0207975+0.00973089j 0.0763213+0.0306994j 0.050332+0.0115883j -0.0372885+0.0277837j -0.0278473+0.0051603j 0.0220411-0.0120582j -0.0152861-0.011945j 0.0462135+0.0365383j -0.0279552+0.00877919j -0.0195294-0.0213711j 0.00496966+0.00506188j -0.0180395-0.00740166j -0.00945931+0.00759908j -0.0370177-0.0276565j 0.0122776+0.00318051j 0.0139656+0.00735011j 0.00226952+0.0198288j 0.0039073-0.00395854j -0.00294765+0.00341967j 0.00868245-0.00664604j 0.000338951-0.0154516j -0.0110422-0.00272102j 0.0250928+0.0166031j -0.0284837+0.00363211j -0.00794864-0.00333516j -0.0130473-0.00927179j 0.0212242-0.00870671j -0.0256251+0.00852476j -0.00247848-0.00742439j 
-0.128615+0.0266566j 0.0747297+0.128658j 0.0540074-0.0983051j -0.019547+0.0349813j 0.0559398+0.0147364j 0.0553362+2.56898e-05j 0.196045+0.0158419j 0.153614-0.0161453j 0.0214275-0.0416485j -0.20054+0.0646455j 0.0264279+0.0640864j -0.0192745-0.00185786j 0.156076+0.0586932j 0.0645603+0.00526744j 0.175698+0.0580097j 0.0764264-0.00967134j 0.0201868+0.0084131j -0.120657-0.018021j 0.0165506-0.00330779j 0.00934257-0.0126581j -0.0731383-0.0277462j -0.0635114-0.0433534j 0.0644722+0.0223958j -0.257494-0.020628j 0.156003+0.0733526j -0.0389492+0.0122516j -0.0329969+0.0235973j 0.049492-0.0268557j -0.0252655+0.00823399j 0.0180468-0.0478495j 0.0557458-0.00973923j 0.0243963+0.0396066j 0.0150493+0.00362942j -0.0455799-0.0105197j -0.0260315-0.0133852j -0.0114641+0.000581902j 0.00437474+0.000715138j -0.0301446+0.0174472j -0.0345135+0.0138968j -0.0101501+0.00970584j -0.00465581-0.018024j -0.0564414+0.00868395j -0.0222211+0.0153294j -0.0857041-0.0249306j 0.00310798-0.0175615j -0.0967998+0.00678509j 0.0132169+0.00701415j -0.0164478+0.0120738j -0.00742452-0.00715336j 0.0378197+0.0184471j -0.0207138+0.017728j 0.0249453-0.00441561j -0.0208223-0.00390465j 0.153815-0.00721722j -0.0837181+0.00120649j -0.0167842+0.00718025j 0.023974+0.00219375j -0.0501424+0.000774183j 0.0458455+0.0100584j -0.00425148-0.00876876j -0.00726638+0.000435631j 0.000849611+4.63702e-05j -0.0205609+0.00803103j 0.00295973-0.0116797j 0.0101186-0.00412489j 0.0257516-0.00577496j 0.0124856-0.00138616j -0.0122728-0.0137435j 0.0183956-0.00251017j 
-0.0365803-0.046568j -0.0434528-0.0121908j 0.0708782+0.0392639j -0.00346375+0.437861j 0.0101987+0.0120321j 0.0298053+0.0185541j 0.0171586-0.0924282j 0.0986456+0.0412915j 0.0477884+0.135321j -0.0980066-0.0703587j -0.0546472-0.050085j -0.00275526-0.0195008j -0.0564694-0.0186054j 0.0272233+0.000758462j -0.0577209+0.0175239j 0.046074-0.00785328j -0.0016068+0.0803931j -0.0175088+0.0701086j 0.0160306-0.0526224j 0.0342596-0.0543345j 0.031304-0.0602849j 0.128519-0.142138j -0.0289388+0.136652j 0.0335349-0.139003j -0.0665037-0.033717j -0.0146666-0.0260026j -0.0111183+0.0067891j 0.0900979-0.124702j -0.00359091-0.0501722j 0.0549598+0.0298066j 0.0364885-0.0413158j -0.0582763-0.120953j -0.0223007+0.0180411j 0.000652529+0.0106391j 0.0192135-0.048531j -0.0034504+0.000472326j -0.0134459+0.00392075j -0.0337118-0.0280712j -0.0153332+0.024797j 0.0384428-0.0533871j 0.0321606+0.0144584j -0.0178099+0.042081j 0.00741753+0.00079848j -0.0247716+0.0111502j 0.000945685+0.0234198j 0.0175943-0.085972j -0.00429619-0.0193632j -0.0208671+0.051802j 0.00598696+0.0160134j -0.0221418-0.0191878j -0.00773851-0.00893428j -0.00375801+0.000962028j 0.0104009+0.00379893j -0.073313+0.0353206j 0.053028-0.0438415j 0.00949016+0.00373668j -0.0368915+0.0503548j 0.0410744-0.0156264j -0.0449316+0.0027837j 0.00189975-0.00556521j 0.0242052+0.0086067j 0.0107901+0.0157161j -0.0102671+0.00281771j 0.00104968-0.0218752j -0.00117877-0.0163445j -0.00157217+0.023934j -0.0124453+0.0481553j 0.0141934-0.0183336j 0.00662284-0.00586499j 
0.0171489+0.0570584j -0.0112759-0.052022j 0.0215047-0.428156j 0.0327338-0.00180359j -0.00955989+0.115693j 0.00824946-0.144318j -0.0213807-0.161811j -0.0245043-0.10503j 0.0414786+0.070831j -0.0143333+0.097131j -0.0242374+0.0286781j -0.000896199-0.0429834j -0.0156191+0.0370556j -0.0210856+0.00173042j -0.00997458+0.059187j -0.00922399-0.0234913j -0.00372577+0.0391067j 0.0497718-0.0447848j -0.0415053+0.0963158j -0.0130114-0.0524635j -0.00765137+0.0707932j -0.0592165+0.044215j 0.00150377+0.0718834j 0.0146635+0.00920246j -0.0636497+0.177447j 0.00378458+0.0111112j 0.0106215-0.00968106j -0.0535599-0.0345068j -0.01122-0.00753972j 0.00930598-0.101868j -0.0297703-0.00543708j -0.0827239+0.188031j -0.0192299+0.102509j 0.0141936-0.0390088j 0.00703746-0.00996016j -0.00531509-0.0094617j -0.0121514+0.0224395j -0.0117666+0.0353347j 0.0107801+0.0298082j 0.00995684-0.0742408j 0.0193541-0.0293465j 0.0143831-0.0401788j 0.00994811-0.0683631j 0.00128465+0.0374794j 0.00242583-0.00463303j 0.0275636-0.0619629j -0.014738+0.0392851j -0.00108047-0.0215503j 0.0122784-0.0025444j -0.0192021+0.0725441j 0.00373506+0.011302j -0.0148676+0.0267417j 0.00563347-0.00688226j -0.0809291+0.133243j 0.0406252-0.0758971j 0.0128113-0.00932548j -0.0194439+0.0337092j 0.0283446-0.0182735j -0.0287255+0.0295123j -0.000664432-0.0364953j 0.0146296+0.056878j 0.00610471+0.0463052j 0.00288497-0.0419725j -0.00450009-0.0324375j -0.00383047-0.042381j -0.00641645+0.0450563j -0.00197702+0.0391292j 0.00540368-0.0135075j -0.00118428-0.00286947j 
0.0190592+0.0835312j -0.0124962+0.477542j -0.01938-0.00552011j 0.00807412+0.0603513j -0.0201584+0.0157535j -0.0296902-0.0544096j -0.0611496+0.125733j -0.0619595+0.0115554j -0.00805183-0.260342j 0.0733376+0.0665608j -0.0109649+0.10632j 0.012642+0.0080607j -0.0508482+0.137138j -0.0228023+0.00487991j -0.0514829+0.135103j -0.0226688+0.00686019j -0.00595206-0.0399533j 0.0362023+0.0138129j -0.00688828-0.115693j -0.00560763-0.030457j 0.0157761-0.0568096j 0.0138715-0.241913j -0.0185324+0.034746j 0.0602802-0.0953414j -0.0404426+0.0379918j 0.00764201-0.00666226j 0.0125794+0.0127184j -0.0118147-0.0467466j 0.00324921+0.0260274j -0.00236247-0.0429289j -0.0131753-0.00433398j 0.00542114+0.0643028j 0.00348742-0.0297522j 0.0114092-0.0254176j 0.0108487-0.049483j 0.00512414-0.00323273j 0.00186051-0.0241141j 0.0118833+0.0488974j 0.0104614+0.00151437j -0.00270657-0.00584788j 0.00497462-0.0351886j 0.0101398+0.0488841j 0.00318532+0.0181902j 0.031201-0.0398997j 0.000949397-0.0251772j 0.0126902-0.0138752j -0.00307575-0.0056286j 0.0119489+0.0402123j 0.00475478-0.0177733j -0.00829687+0.0126059j 0.00329092-0.00263966j -0.0050398-0.00632268j 0.00257906-0.0277587j -0.0297422+0.0276651j 0.0179689-0.0141163j 0.00292679+0.010002j -0.00268562+0.00938575j 0.0108896-0.00915087j -0.00651254+0.019119j 0.00156933+0.00974005j 0.00122791+0.00439359j 0.000261253-0.0104647j 0.00177824+0.015665j -0.000194095-0.0379159j -0.000476959-0.000688118j -0.00231933+0.000828174j -0.000442663+0.0287077j 0.00237047-0.0330578j -0.00084386+0.00342017j 
-0.0122237+0.46737j -0.017776-0.07794j 0.00611256+0.0838765j 0.0199497+0.00312678j 0.000585801-0.0645061j 0.0220713-0.0385486j -0.038478-0.121899j 0.0208242-0.194299j 0.0933782-0.0770607j -0.0394041+0.24039j -0.0317153+0.0239323j -0.00736766+0.0394322j -0.0354723-0.0883377j 0.0100216-0.0828964j -0.0325596-0.122801j 0.0112532-0.101084j 0.0215875-0.0298365j -0.0184693+0.11759j 0.0416338-0.0556676j 0.0124107-0.0185552j 0.0169973+0.00716354j 0.0899706-0.0557043j 0.000102396-0.0520568j 0.0150166+0.15998j 0.00853653-0.113657j -0.00618038+0.025784j -0.0080131+0.0270995j 0.0292434-0.083999j -0.00947319+0.0212999j 0.0190471-0.0214027j 0.0183701-0.0558518j -0.000909113+0.00453537j 0.0101495-0.0124349j 0.000463588+0.0330499j 0.013482+0.0161547j 0.0018961+0.0145532j 0.0110963+0.00864736j -0.0149718+0.0401266j -0.00757785+0.0156228j -0.0071546-0.0171081j 0.00756846-0.0243495j -0.0183387+0.0688641j -0.0144132+0.0113705j 0.00714916+0.0701334j 0.0065824+0.0159841j -0.0123138+0.0407278j 0.00224389-0.0152297j -0.00963556+0.0160532j 0.00699399-0.00499828j -0.00497214-0.0452446j -2.48546e-05+0.0124469j 0.00627003-0.0190103j -0.000136822+0.006543j 0.0126025-0.0769339j -0.00446489+0.03245j -0.00427519+0.0143317j -0.00229219+0.00380403j -0.00227467-0.0051833j 0.00110766+0.00147597j -0.000613193-0.00742764j -0.00163391-0.0282669j 0.000706244-0.0162673j -0.00298603+0.0405536j 0.00362623-0.00337451j 0.00307146-0.0079769j 0.000910873-0.0307523j -0.00248239-0.0126438j 0.00248815+0.00124095j 0.00113598-0.0142254j 
