0.0254283+0.0794976j -0.0223533+0.0352291j -0.0387088-0.0115961j -0.0284847+0.0765365j 0.0305666+0.0289411j -0.0127066+0.00860822j 0.0690291-0.0674075j -0.0218983-0.0120265j 0.0253925+0.00622095j 0.0163448+0.00670569j 0.0424138-0.0441306j 0.0469155-0.0206097j 0.00722955-0.0137071j -0.0118229+0.0155729j 0.018696-0.0200198j 0.0356014-0.00896404j -0.012183+0.0019493j -0.00308235-0.00395435j 0.0234437-0.0184041j 0.0209726-0.0170914j -0.00741299-0.0083835j 0.0109481+0.00163679j -0.00402968+0.0205704j -0.0278357+0.0315042j -0.00571841-0.0266624j -0.00789107-0.0173306j 0.0041517+0.00229908j 0.0215033+0.00612276j -0.00346685-0.0337359j 0.0055575-0.0147402j -0.0327538+0.0309712j -0.0143258+0.0235081j -0.0148068+0.0579316j 0.0307579-0.0157341j -0.0200695+0.0803202j 0.0169471+0.0714176j 0.0746787+0.0653817j 0.11712-0.112754j -0.159594+0.178579j -0.111452+0.0935058j -0.239506+0.01845j 0.195289-0.291005j -0.0534405+0.0220892j 0.0356635-0.0781885j -0.0106702+0.0280223j 0.0391361-0.0181124j 0.0222432-0.0367802j -0.0205665+0.019109j -0.0176528+0.0103936j -0.00465311-0.00764455j -0.0193311+0.0211368j 0.0160499+0.000646354j -0.00750261+0.000262646j -0.0141096+0.0146609j -0.0011592-0.00174362j 0.00535961-0.00382666j -0.0113602+0.00457477j 0.0166138-0.00101426j 0.00466894-0.00243159j -0.0139284+0.00926195j 0.00433338-0.0116373j -0.00614736+0.00289698j 0.0128552-0.0101205j 0.00348544+0.00562675j -0.000240325-0.00315301j 0.00178436+0.000454715j 0.00824364-0.00190335j 7.71898e-05-0.00131156j -0.00443439+0.00277601j -0.0078314+0.00290854j 0.00652399-0.00459294j -0.00149085-0.00951359j 0.00302356-0.00795854j -0.00176469-0.000177784j -0.00368984+0.0106971j -0.0122594+0.00937867j 0.00358488-0.00417617j 0.00597991-0.00164781j 0.00669575-0.00213471j -0.00269443-0.00468426j 0.012257-0.0235232j 0.00250482+0.00121798j -0.0136354+0.00627795j 0.0145337-0.00522812j 0.00874641-0.00210008j -0.012889+0.0150481j 0.000497115+0.0221509j -0.00379644+0.0152893j 0.0145242+0.0995243j -0.0929779+0.0521229j -0.0494444+0.0786633j -0.0408593+0.0410191j 
-0.054373+0.0357664j 0.0497055-0.0261271j 0.084613+0.0191811j -0.0351766-0.00982985j 0.0228635+0.0598392j -0.0302728-0.0333836j 0.0583189-0.0185492j 0.0193272-0.0803966j 0.0628632-0.0564897j -0.00387921+0.028822j -0.0256716-0.0197277j 0.0534739-0.0301932j -0.0129657+0.0121419j -0.0366592+0.0267686j 0.00995557-0.0471402j -0.0158013-0.0507636j -0.0520264-0.0316363j -0.0483872-0.00927195j 0.030204+0.0583043j -0.151724-0.00599706j 0.047449+0.101763j 0.0197094-0.0170293j 0.00651464+0.00876319j 0.00936115+0.0758914j -0.0281497+0.0599955j 0.0651236+0.0631723j 0.0504073-0.0245919j 0.137044-0.0821902j -0.0968181+0.0671584j -0.182955+0.0835381j -0.0416844+0.0629625j 0.0483702-0.0929394j -0.123101-0.0342621j -0.0744306+0.1986j 0.00189041-0.0275159j -0.0273268+0.0227672j 0.0241289-0.0588624j 0.0900503+0.0456118j 0.0195894+0.0827372j 0.0422647+0.0550216j 0.120156+0.162808j 0.147242-0.00870291j 0.00520556+0.0288409j 0.0793274+0.00866449j 0.0056419+0.0155911j -0.00467032-0.013832j 0.0353653-0.00616866j 0.0155244+0.0360267j -0.013539+0.0133668j -0.0130783+0.0205024j -0.00103589-0.00546539j 0.00425983-0.00929199j 0.0123608+0.00387469j 0.00600513+0.00231766j 0.00148956-0.000890477j 0.00233633-0.00277236j 0.0139892+0.000495245j -0.00160165-0.0037742j 0.0101532-0.0101958j -0.0175083+0.0111083j 0.00266829+0.0160413j -0.00169429+0.00829573j 0.0161668+0.00472773j 0.00117345-0.0144394j -0.00760377+0.00230361j -0.000859598-0.000407705j 0.00550656-0.00574597j 0.0115965+0.0161886j -0.00106864-0.00218988j -0.00159732-0.0100609j -0.000476202-0.00390932j 0.00606801+0.00556119j 0.00140388-0.00485544j -0.0186403+0.00313837j 0.0079508+0.000238873j -0.00650963+0.00622725j 0.00567065+0.0213204j -0.0236084+0.00080801j 0.0025976-0.0207692j 0.0558355+0.0140616j -0.00435673-0.00117505j -0.0190787+0.0170339j -0.0298601+0.0221335j -0.00662471-0.00702812j -0.000920127-0.0156583j -0.00162924+0.004932j -0.0148106+0.00824685j 0.000816285+0.0131583j 0.00741952-0.0294208j -0.0356443+0.00365743j -0.0369661-0.00216474j 0.018237+0.0240841j 
0.0262389-0.0331296j 0.0491729-0.0421179j 0.0680329-0.0493683j -0.0439244+0.042789j 0.0589856-0.0039923j -0.0480263-0.00115668j 0.0400673+0.016831j -0.0347052-0.028028j 0.0168239-0.0108979j 0.00143792-0.0260468j -0.0515712+0.0692292j -0.071217-0.0630351j -0.0783232-0.0358328j 0.00746553-0.0456493j -0.0852334+0.0159473j 0.0298959-0.00150343j -0.0547775-0.0193729j 0.00823572+0.00962672j 0.0320039+0.0511938j -0.0539679+0.145322j 0.0680472+0.0493444j 0.0866953-0.0521758j -0.0150677-0.0211557j 0.13531-0.01404j 0.0149266+0.0230655j 0.165258+0.091869j -0.00625247-0.0421089j -0.191908+0.0465655j 0.0631207+0.0499753j -0.0316096+0.0308285j 0.0671828+0.0755406j -0.00446221+0.0187861j -0.0270323+0.0144187j 0.153582+0.218484j 0.0635043+0.056693j 0.172788+0.0717185j -0.0665962+0.086872j -0.049382-0.112431j -0.135428+0.0140793j 0.117144+0.112252j -0.0101341+0.0911252j 0.128808+0.0250352j -0.0241549+0.0128468j 0.0698075-0.0204461j 0.0183482-0.00785648j 0.00449491+0.00292056j 0.000405202+0.0148925j 0.0128974+0.00726898j 0.012994-0.00682957j 0.00647864-0.000836863j -0.0133715-0.00897778j 0.0265636-0.00158459j 0.00559993-0.0083018j -0.00844808-0.00430329j -0.0168625-0.00807153j -0.00475086+0.0111984j -0.00548151+0.00224026j 0.0194425-0.00605912j -0.0101682-0.0023188j 0.00520424+0.011389j 0.00711479+0.00390599j 0.000822847-0.00577659j 0.00976525+0.00347493j 0.0116082+0.00561259j 0.00356514-0.00193828j 0.00518579+0.00249341j 0.00604203-0.00173838j -0.0141965-0.00139794j -0.00531543-0.0107904j 0.00421579-0.00288942j 0.00819652+0.00152175j -0.0189783-7.17291e-05j -0.00524886-0.0207709j 0.00835978+0.0172617j 0.011653+0.00405065j -0.00355122-0.00814558j 0.0195287+0.0295555j -0.00834934+0.035645j -0.00349794+0.0172687j 0.0342156-0.00458295j 0.0284135+0.0140095j 0.0268136-0.0150208j 0.00204921+0.00566758j -0.00586634-0.0122697j 0.000912155-0.000863153j 0.0227081-0.0157069j -0.00808377+0.0198524j 0.0188573-0.0210039j 0.0328615+0.00482088j 0.00205339-0.0220239j -0.0250421-0.0101413j -0.0182686+0.0121301j 
0.00464203-0.0526745j 0.0265827-0.0518302j -0.0424444-0.0457349j -0.072585+0.0344891j 0.0363625+0.0165579j 0.029611+0.0252486j -0.00169258-0.0342956j -0.0336645-0.0023677j 0.0175252-0.0431492j 0.0207576-0.0149926j -0.0104621+0.0327968j 0.0237382-0.00824512j -0.0129273-0.0128617j 0.0196192+0.104555j -0.00961248+0.012865j -0.0034168-0.000357112j 0.00722796-0.0475285j -0.00471283-0.0257754j 0.00778438+0.0645054j -0.126661-0.0693382j 0.0287109+0.0555348j -0.00427951+0.015588j 0.036361+0.0604805j -0.0587352-0.00349556j 0.0913104-0.0321042j 0.0624149-0.121583j 0.025922+0.0841811j 0.00715439-0.0539277j 0.0390007-0.12807j -0.0217769-0.00828688j -0.0180451+0.00139863j -0.108474-0.194165j 0.0938712-0.015724j 0.0593945+0.0791552j -0.122555+0.0103175j -0.021965-0.0160153j 0.201666-0.188735j 0.203398+0.155145j 0.081432+0.011381j -0.0686662-0.122991j -0.0706049+0.0955311j 0.108396-0.0079149j 0.031861+0.0206694j 0.0214942-0.0293497j 0.00256717-0.000283814j 0.0298902-0.000194587j -0.0054322-0.00709051j 0.00645651+0.00368483j -0.00169381+0.00715457j -0.00412295+0.0113305j 0.000245018-0.00105297j 0.00565249-0.0192957j -0.00502645+0.0152479j -0.0048585+0.0138642j 0.00370484+0.0173135j 0.0040581-0.00275453j 0.00604223+0.00996063j 0.00974321-0.0104531j -0.00144752+0.0230986j -0.0122755-0.00922319j -0.00859322-0.00906888j -0.0147414+0.00566166j -0.00357151+0.00564922j 0.0021242-0.00520523j -0.00884021+0.0188651j -0.00932398-0.0114907j 0.00511344+0.0087051j 0.00350151-0.00786821j 0.00167711-0.0013263j 0.00339239-0.00976098j -0.0230651-0.0113161j 0.00545289-0.014792j -0.0149448+0.0073534j -0.00523833+0.00942597j 0.0210137-0.0236446j -0.0144923-0.00400047j 0.0165785+0.0117875j 0.0249126+0.0134493j 0.0095793-0.0342845j 0.00515651+0.00280045j 0.012532-0.00845615j 0.00994272+0.00724363j 0.00365491+0.0136326j -0.0179857+0.0142016j -0.0227175-0.00872307j -0.0144497-0.00664212j -0.0243799+0.0248948j 0.0177894+0.0314299j 0.0470789-0.017956j -0.0194646-0.0309929j -0.0329161+0.0110447j 0.00301192+0.0310851j 
0.0123957-0.00410111j 0.0105114-0.0153739j 0.00221524-0.0396441j -0.0286067+0.0235914j 0.0478278-0.0308133j 0.0457873+0.0320305j 0.0230625-0.0509583j -0.0349887+0.0570574j 0.00277365-0.00709243j -0.0578404-0.0644947j 0.0145967-0.0527083j -0.00933658-0.0313058j -0.0413429-0.0440477j 0.016768+0.0124093j -0.0184602+0.157727j 0.044309-0.0709422j -0.0746244-0.0505319j -0.0588745+0.0484975j -0.0511032-0.0158161j 0.108324-0.00101502j -0.015126-0.0449697j -0.0138778-0.0973388j -0.0335681-0.0814077j 0.0689851-0.0734813j 0.0129879+0.0453972j -0.0366866-0.0211964j -0.0165512+0.0475974j -0.0576771+0.120535j -0.0748027+0.0961228j -0.102585-0.0293812j -0.149398-0.0778008j 0.135879-0.054675j -0.114362+0.197398j -0.176004-0.0461013j -0.101473-0.0408411j -0.0476787+0.0439045j -0.000185277+0.0535609j -0.0598455+0.0925474j -0.0370377-0.0393689j -0.0798947-0.0462032j -0.0961224-0.0594377j -0.0356341+0.0291299j -0.000377715-0.00282598j 0.00105533-0.0177325j 0.016043-0.0113313j 0.0133509+0.0136014j -0.00957361-0.0100547j 0.00843414-0.0426638j -0.00464094-0.0106811j 0.0024106+0.00265593j -0.00631905-0.00333307j 0.00636278+0.0171455j 0.00339906-0.0107685j -0.00212916-0.00386748j -0.0098286+0.0077548j -0.00541833+0.0109065j -0.0103126+0.00987712j 0.000981367+0.0123086j -0.00404389+0.00474255j 0.00387435-0.0125287j -0.0198943+0.00368876j 0.00137513-0.00307275j -0.00202534+0.00926093j -0.00240864-0.00231079j 0.000457936-0.0149814j 0.00749679-0.00723322j -0.012831+0.0194734j 0.0118093-0.00228985j 0.0109146-0.000243382j 0.00348914-0.0114018j 0.00199673-0.0106535j -0.0138073+0.024338j 0.0159747-0.0108051j 0.0258957-0.00566325j -0.0146153+0.0106171j 0.0189824+0.00587379j -0.00414229+0.0211438j -0.0190519-0.00783026j -0.0169441+0.039688j -0.00148209-0.037137j -0.0237972-0.00385221j -0.00901949+0.0104907j -0.00435757+0.0158546j 0.0215381-0.0154067j 0.00991686+0.00159835j -0.0184693-0.00347538j -0.0106521+0.0386866j 0.0246401+0.0193281j 0.0109142+0.00235456j -0.00964409-0.00393475j 0.0305358-0.00611142j -0.0101766-0.0262115j 
0.0144088+0.0118902j 0.0140946-0.05132j -0.037065+0.00624981j 0.00728392+0.0116457j -0.103894+0.0159854j -0.00531426-0.0671354j -0.0150921-0.0220127j 0.0949852+0.0161482j -0.00525509-0.00453266j 0.0699899+0.028287j 0.0712228-0.0482558j 0.0430909-0.0301516j 0.0249508+0.00360006j -0.0249858+0.0208496j 0.0361753-0.0438702j -0.0316244-0.025689j -0.00738063-0.0560992j -0.0739175+0.0976988j -0.0162526+0.0869211j -0.0350057-0.070559j -0.0351798+0.0738682j -0.10674+0.0219557j -0.0227141-0.12128j 0.0109084-0.0565392j 0.0734207+0.0448702j -0.023905-0.00583358j -0.0350791-0.0822134j -0.049444+0.0552894j 0.0481242+0.114574j 0.10641+0.046514j -0.132397+0.0224066j 0.148497-0.113406j 0.174295+0.0773182j -0.0872855+0.168901j -0.0207102-0.0816489j -0.0344417+0.0106839j -0.0252241+0.0594418j 0.0735176-0.130458j 0.0617122+0.0114863j -0.000733616-0.00695142j 0.0513843-0.0585365j -0.0419292-0.0646243j 0.0301037-0.0159313j -0.0148714-0.0116872j -0.0249552+0.00669463j -0.01603-0.00549723j -0.000813307-0.0193675j -0.0182562-0.00398951j 0.00843379+0.0197431j 0.000435333-0.00398126j -0.00338772+0.000962035j -0.0150781+0.0120161j -0.0106284-0.00413217j 0.00467479-0.00569138j -0.00213786-0.00585949j -0.00182577-0.00693231j 0.00131883+0.00309249j -0.000112527+0.00618688j -0.00912012+0.0032694j 0.0101718-0.0168179j -0.0139399+0.0109188j -0.00519281-0.0102542j -0.00713713+0.0101838j -0.00538254-0.0117126j -0.00448125-0.00650791j 0.00309313+0.00432749j 0.0158599+0.0024309j 0.00960094+0.0066278j 0.00269869-0.00360769j 0.00482334-0.0149939j 0.0100006-0.00367729j 0.0328928+0.00330659j -0.000755661-0.0142551j 0.00549421-0.00997914j 0.00254832+0.00472314j 5.84853e-06+0.0121384j -0.0109126+0.00464639j -0.0183773+0.00312275j -0.00869864+0.0114125j 0.00400454-0.0142896j 0.00432554+0.0210118j 0.0123438-0.0211876j -0.000213782+0.00768961j -0.000341489-0.00263299j -0.0161622-0.0229121j 0.00641405+0.0227394j 0.0122478-0.0199178j -0.0248587-0.00584239j 0.00765157-0.00318463j 0.00382687+0.00691918j 0.0118425+0.0181891j 0.0225897-0.0194504j 
0.0067378+0.00712919j 0.0382364-0.0130705j -0.0141631+0.0246333j -0.0321135+0.0113003j -0.0234301+0.0131849j 0.0748213-0.00685579j 0.0217523+0.0331446j 0.00163203-0.0414242j -0.0359561-0.0156315j 0.0491612-0.00794493j 0.051369+0.0777328j 0.0462183-0.00571714j -0.0125371-0.0275011j 0.0440238+0.00730796j 0.0251274-0.0504888j -0.0448296+0.0139938j -0.000620412-0.0119057j -0.0221316-0.0810504j -0.0357696-0.0473706j 0.00210537+0.0992168j -0.0296125+0.0788013j 2.89826e-05+0.00550907j 0.175102+0.153431j 0.176599-0.0860082j -0.0801673+0.0806942j -0.0843693-0.0970672j 0.102231-0.0325676j -0.0397978-0.103336j -0.0360836-0.0312138j -0.0546727+0.0519665j 0.0435022-0.11664j -0.0136979+0.179335j -0.106457-0.0724833j -0.0728878-0.0270409j 0.00620651+0.148272j 0.0388833-0.0320776j 0.15075-0.0134843j 0.0463931+0.102155j 0.0197889-0.0580393j 0.00309669-0.025932j -0.0879412+0.0195123j 0.0485129+0.0835057j 0.00638262-0.0145808j 0.0035182+0.00799885j -0.0103713-0.00987312j 0.033295+0.0167992j 0.00229914+0.0121114j -0.0115491+0.00789855j 0.00306065-6.97526e-05j 0.00374296+0.0124935j -0.00514122-0.0180964j -0.00942706-0.0204893j 0.00642956-0.000657123j 0.00021086-0.000973963j 0.00786806+0.000386704j 0.00573807+0.0045189j -0.00836516+0.000648462j 0.00572611-0.00473953j 0.00518712-0.00570335j -0.00932518+0.010263j 0.00156535-0.00243051j 0.00332612+0.0133289j -0.00282909-0.0102231j 0.0113759-0.00739402j -0.0121847+0.00894831j 0.000304381-0.00478377j -0.0012176-0.0105692j -0.0169165+0.01402j 0.00379372+0.00733827j -0.0124885-0.0110944j -0.00976247-0.00844482j -0.0180866+0.0127458j 0.0134315+0.00347344j -0.00428737+0.0331808j -0.00146802+0.00783464j 0.0130801-0.024872j -0.00662143-0.019099j -0.00749262-0.0239319j -0.0105646-0.0182945j 0.0243359-0.0104924j -0.0126741-0.00502064j 0.0335685+0.0186148j -0.011746+0.000381312j -0.00266124+0.00957308j 0.0167344-0.0250701j -0.0032356+0.0122126j 0.0246806-0.00300034j -0.00682261-0.0136689j 0.0227479-0.0190482j -0.0204592-0.0202149j -0.00584095-0.0176489j -0.0204718+0.00361726j 
-0.0155053+0.0195729j 0.0146682-0.0221686j -0.0477278+0.0252937j -0.0259323+0.00615207j -0.0241987-0.0441753j -0.0814519-0.0802376j -0.0173946-0.0105493j 0.0842749+0.100745j 0.047716+0.0369224j -0.0293173-0.0796805j 0.0575255-0.0554527j 0.0604544+0.0685581j 0.0996041+0.0216635j -0.000947495-0.059533j 0.0254731+0.0435518j -0.0306084-0.0552955j 0.0899863-0.00348237j -0.0115956-0.0307855j -0.0211698-0.105903j -0.0676852-0.0345405j -0.0237863+0.0924921j 0.0343787+0.0190067j 0.0239301-0.0258772j 0.0162053-0.0133894j -0.122473+0.0591868j -0.134031+0.00612449j -0.0971655+0.0420196j 0.00316497-0.133828j -0.105993+0.0283752j -0.160692+0.122862j -0.0845861+0.0264169j 0.00914391+0.161522j 0.0256095-0.0812039j -0.0546207+0.0119239j 0.0437367+0.0265253j 0.0787616+0.192078j -0.122299+0.147252j 0.00761275-0.00800511j -0.0248114-0.0143928j -0.0195306+0.00358305j -0.0268893-0.0451146j -0.00958834+0.0286247j 0.0331121-0.0195471j -0.0119553+0.00575673j -0.00884018-0.0107378j -0.0267416-0.0316883j -0.000977331+0.00241356j -0.00945285-0.0203142j 0.000172207-0.0183139j -0.00688017-0.00818206j 0.00105931-0.003089j -0.0139007+0.00331175j 0.00947395-0.00115312j 0.00062925-0.0145597j 0.00817901-0.0109616j 0.00373606-0.00892251j -0.00269757-0.00443093j -0.00596727+0.016923j 0.000849406-0.00558697j -0.0115913+0.000433973j 0.00295671-0.00460709j -0.0123092+0.00785118j 0.00945374+0.00366773j 0.00591741+0.000166768j 0.0043264-0.0124596j 0.0108639-0.00797926j 0.00687196-0.0109009j -0.00169919+0.0115399j 0.0119378-0.00419354j 0.00238038+0.00727346j 0.00545293+0.00515368j -0.0164252+0.00820739j 0.0154774+0.0144572j 0.0097251+0.00956027j -0.000956778+0.0162293j 0.0116618-0.00409854j -0.0192767-0.00743828j -0.00157576-0.0156462j -0.00574692+0.00101523j 0.00268704-0.00878985j 0.0108478-0.0135187j -0.0107364-0.0119347j -0.00151413+0.00683267j -0.00201641-0.0116696j 0.0165794+0.0262378j 0.0199727-0.0281296j -0.0361264-0.0294662j -0.0105444+0.0129318j -0.00416343-0.00520935j -0.0209709+0.0198484j 0.0104785-0.00786132j -0.00766777-0.0115373j 
0.0199048+0.000598806j 0.00834574+0.00300381j -0.076923+0.0130963j -0.0105547-0.0624263j -0.0114336-0.0110621j 0.0381331+0.0104462j 0.0606792+0.0538293j -0.0762501+0.00274355j 0.00120975+0.013029j 0.0184448+0.0262079j 0.0150934+0.0694856j -0.0549161+0.00552881j -0.0939516-0.0594072j -0.00464499-0.0305395j 0.00583591-0.0310905j -0.0209295+0.0665304j -0.0355999-0.0132704j 0.0685715-0.0667051j 0.0874346-0.0224694j 0.0494548+0.173638j 0.0130144-0.0771659j 0.12507-0.0735384j 0.0744707+0.0332808j 0.00689331-0.0205223j -0.0330541+0.00939591j -0.0544618+0.112611j 0.0693053-0.0265093j 0.0639037-0.0410814j -0.0632063+0.0481332j -0.154791-0.164084j 0.0628815-0.0961299j -0.123914-0.131216j 0.111794-0.0393526j -0.0723449+0.141047j 0.00906803-0.128406j -0.128202-0.0814374j -0.11673+0.0386513j 0.0443298-0.0614484j -0.152324+0.0705611j 0.0374943-0.0124121j -0.0518217+0.00639947j 0.0764767-0.0179466j 0.00882629+0.0342186j -0.00617953+0.028064j -0.0151467-0.00803802j 0.0221052+0.00403523j 0.00348071+0.0203976j 0.00768419-0.00571088j 0.0116219+0.00501809j 0.00632933-0.00705406j -0.0187784-0.00578025j 0.00939209-0.0283686j -0.00950113+0.00343164j -0.00819104+0.00289429j -0.00983298-0.00944479j 0.00667663+0.00866589j -0.00507544+0.00565102j 0.00871683-0.0126108j 0.00538699-0.00984721j 0.000332116+0.00753992j 0.0169864+0.00205528j 0.0142585+0.00342335j 0.00654997-0.0172886j 0.00622334-0.00454719j 0.0074546+0.0109784j -0.0158698+0.0152233j -0.0036164-0.0242114j -0.0136947+0.00655747j -0.0114855+0.0048397j -0.00963309+0.0124506j 0.0146359+0.00351345j -0.0430768-0.000265285j -0.0159933+0.00363252j -0.00536044-0.00040865j 0.00905295-0.00160863j -0.00859683-0.00839042j 0.00207604+0.0152474j 0.00543129+0.0257382j -0.00863699-9.2519e-05j -0.000108289+0.00305278j 0.0102291-0.0131735j -0.0188192-0.00127961j -0.0112017-0.00977442j 0.0285365+0.00244506j -0.00622413+0.00833315j 0.000235191+0.030373j 0.0196553-0.0011297j -0.0121423+0.00311027j -0.0117624-0.00408852j -0.00779855+0.00456056j -0.0200241-0.00729824j -0.0211565+0.0256014j 
0.03728-0.0354832j 0.00231251-0.0117266j 0.0438325-0.0638313j 0.0341165-0.0140433j 0.0307528-0.0127109j -0.0123713+0.00617921j 0.0575293-0.0197116j -0.00478647-0.00481893j 0.0673961+0.0322008j -0.0600185-0.0389855j -0.0952094+0.0545211j 0.0194826-0.0779422j -0.0307368-0.00509456j 0.0243999-0.0306365j 0.0109858-0.0587539j 0.0315371+0.0269734j -0.11971-0.00127367j -0.0626387+0.0849005j -0.0223494-0.0628385j -0.0331228+0.10137j 0.0591869+0.00861395j -0.00864704+0.0650605j 0.031898-0.00830771j -0.0509682-0.133833j 0.0416824-0.0166178j -0.13248+0.129461j 0.0491153+0.00648148j -0.113007+0.182235j -0.0481486+0.01513j -0.0269136-0.0236182j -0.0939656-0.0740756j -0.0610174+0.0964042j -0.0209282+0.080635j -0.0519898-0.0343462j 0.163396+0.0980789j 0.0989765-0.19509j 0.186226+0.0229908j 0.0172488+0.146333j -0.00176766+0.0410962j 0.0817125-0.0882889j 0.00275481-0.0472979j 0.0202308-0.00555251j -0.0211949+0.0111612j 0.0123318-0.0417777j 0.0185735-0.0170451j 0.0110344+0.00895818j 0.00929033+0.000416949j 0.0158466+0.00564201j -0.0211995-0.00752185j -0.00494272-0.00784516j 0.00770286-0.00808949j 0.0108945+0.0133673j 0.00632196+0.0037032j 0.012384-0.00226848j 0.00904479-0.00310977j 0.000538244+0.00846502j -0.00242379+0.00314088j 0.00992294-0.0125024j 0.0083283-0.00655053j 0.00553289-0.00600504j -0.00326872-0.0113254j 0.0141943+0.00309476j -0.0104544+0.013743j 4.32739e-06+0.0036746j 0.000969394-0.00679354j 0.015617-0.0100574j 0.00368573-0.000366346j 0.0120358+0.0114807j 0.0160958-0.018674j -0.0185836-0.0200785j -0.0241765-0.00148309j 0.00914068-0.000928079j -0.00330752+0.00747902j -0.00661088+0.0230723j -0.00675928-0.000991879j -0.0047748-0.00784864j -0.00644124+0.00544113j 0.00155647+0.00954482j 0.0113898-0.00410481j -0.0283053-0.00871804j -0.0259583+0.00924718j 0.00269856-0.0105949j -0.0138557+0.0167727j -0.000970706-0.0064399j -0.00469803+0.0138135j 0.0156409+0.00974728j 0.00180549+0.00202713j 0.00539857-0.0120838j 0.0248487+0.00500922j 0.0133583-0.0167797j -0.00167988+0.00431786j -0.000223266-0.006352j 
-0.0164992+0.0200909j -0.00928348+0.0181152j 0.033133+0.0224923j -0.0411446+0.0473772j -0.0543441-0.0472182j 0.0362438+0.0631253j -0.00234853-0.0321744j 0.0189231+0.0880457j 0.00980371+0.0780425j 0.0975025+0.0377323j 0.0457854+0.0500957j -0.01485+0.111852j -0.0535504-0.0378213j -0.11587+0.0441864j -0.0322391+0.00405459j 0.0415535-0.0772679j -0.0592604-0.0120288j -0.0254149+0.0066438j -0.0830144-0.0587094j 0.11293-0.0495441j -0.0202444-0.0456921j 0.102494-0.00727814j 0.0482052+0.0421284j 0.13834-0.106015j 0.0569854-0.0422571j 0.0851075+0.123228j 0.0151211+0.0654401j -0.221175+0.0418985j 0.0312287+0.136436j -0.000288667+0.0753145j 0.0594589-0.196778j -0.0695725+0.0301121j 0.00726561+0.0491716j 0.000965242+0.100585j 0.0430082-0.0110627j 0.0756172-0.0131242j -0.049615-0.134081j 0.0615683-0.079739j 0.0170812-0.037011j -0.112854+0.0804621j -0.0502883+0.0488053j -0.0869514+0.0366769j -0.0120434-0.0282765j -0.0103679+0.0405477j -0.0188986-0.00853286j 0.00543432+0.00476942j -0.0019861+0.0245742j -0.0113722-0.0326292j 0.0158367-0.00193164j 0.00329212-0.0154434j -0.00635468+0.00535173j 0.00222311-0.022403j -0.00813455-0.000800465j 0.00559553-0.00114271j -0.0117892+0.00911208j -0.00611552-0.000985615j -0.0202133+0.0214989j -0.00389248-0.00792623j 0.00307269+0.000618176j 0.0101729-0.00318226j -0.00376108+0.0129772j 0.0158534-0.00764671j -0.0115835+0.0108844j 0.0120032+0.0019923j 0.0231428+0.0114052j 0.0128559+0.00308485j -0.0030088+0.00116703j -0.0369996-0.00181887j -0.00608044+0.0025491j 0.0360457+0.0114846j 0.0190474-0.0122591j 0.00486395+0.0244143j -0.00611124+0.0172535j 0.025937-0.0105527j 0.0266196+0.00681799j -0.00477524+0.0088565j -0.0142935+0.0145176j 0.0147287-0.00709095j -0.00675054+0.0013094j 0.00507238-0.000749109j -0.00591279-0.000599517j 0.00333833+0.000860797j 0.00301219-0.000239274j 0.00688636+0.0175808j -0.0256175-0.00391211j -0.00391703+0.00996532j -0.00844114-0.00473218j -0.000796055+0.00779459j 0.0129864-0.00348345j -0.00762733-0.0123196j 0.0135789-0.0290768j -0.0116848-0.000899232j 
