0.0254283+0.0794976j -0.0223533+0.0352291j -0.0387088-0.0115961j -0.0284847+0.0765365j 0.0305666+0.0289411j -0.0127066+0.00860822j 0.0690291-0.0674075j -0.0218983-0.0120265j 0.0253925+0.00622095j 0.0163448+0.00670569j 0.0424138-0.0441306j 0.0469155-0.0206097j 0.00722955-0.0137071j -0.0118229+0.0155729j 0.018696-0.0200198j 0.0356014-0.00896404j -0.012183+0.0019493j -0.00308235-0.00395435j 0.0234437-0.0184041j 0.0209726-0.0170914j -0.00741299-0.0083835j 0.0109481+0.00163679j -0.00402968+0.0205704j -0.0278357+0.0315042j -0.00571841-0.0266624j -0.00789107-0.0173306j 0.0041517+0.00229908j 0.0215033+0.00612276j -0.00346685-0.0337359j 0.0055575-0.0147402j -0.0327538+0.0309712j -0.0143258+0.0235081j -0.0148068+0.0579316j 0.0307579-0.0157341j -0.0200695+0.0803202j 0.0169471+0.0714176j 0.0746787+0.0653817j 0.11712-0.112754j -0.159594+0.178579j -0.111452+0.0935058j -0.239506+0.01845j 0.195289-0.291005j -0.0534405+0.0220892j 0.0356635-0.0781885j -0.0106702+0.0280223j 0.0391361-0.0181124j 0.0222432-0.0367802j -0.0205665+0.019109j -0.0176528+0.0103936j -0.00465311-0.00764455j -0.0193311+0.0211368j 0.0160499+0.000646354j -0.00750261+0.000262646j -0.0141096+0.0146609j -0.0011592-0.00174362j 0.00535961-0.00382666j -0.0113602+0.00457477j 0.0166138-0.00101426j 0.00466894-0.00243159j -0.0139284+0.00926195j 0.00433338-0.0116373j -0.00614736+0.00289698j 0.0128552-0.0101205j 0.00348544+0.00562675j -0.000240325-0.00315301j 0.00178436+0.000454715j 0.00824364-0.00190335j 7.71898e-05-0.00131156j -0.00443439+0.00277601j -0.0078314+0.00290854j 0.00652399-0.00459294j -0.00149085-0.00951359j 0.00302356-0.00795854j -0.00176469-0.000177784j -0.00368984+0.0106971j -0.0122594+0.00937867j 0.00358488-0.00417617j 0.00597991-0.00164781j 0.00669575-0.00213471j -0.00269443-0.00468426j 0.012257-0.0235232j 0.00250482+0.00121798j -0.0136354+0.00627795j 0.0145337-0.00522812j 0.00874641-0.00210008j -0.012889+0.0150481j 0.000497115+0.0221509j -0.00379644+0.0152893j 0.0145242+0.0995243j -0.0929779+0.0521229j -0.0494444+0.0786633j -0.0408593+0.0410191j 
0.0809241+0.0555515j -0.0722489+0.00855289j 0.0503494+0.00286145j -0.134533-0.0492212j 0.0104296-0.0880869j 0.0896712+0.133919j -0.0230113+0.118089j 0.143314+0.0314902j -0.0271889+0.0575366j 0.0352417-0.119591j 0.104332-0.218813j -0.182691-0.00606833j -0.0185992+0.0117235j 0.0342265-0.00467204j -0.0727843-0.0671378j -0.0474153+0.0671659j 0.005081+0.06396j 0.0800852-0.0392664j -0.109143-0.0410156j -0.0444233+0.177995j -0.0229519-0.0778061j -0.105144-0.0266211j 0.0622551+0.0914036j -0.0857941+0.0232527j -0.0445015-0.0502828j 0.00979208+0.0716537j 0.0226767-0.0217616j 0.0768107-0.050967j 0.0527541-0.0234956j -0.0167251+0.0568504j -0.00858653-0.00614742j -0.0170418+0.0220577j -0.137611-0.00699132j 0.00131635+0.0224837j 0.00754011-0.0163874j 0.0494933-0.00568149j 0.0246974+0.0152016j 0.124537+0.017617j -0.0369379+0.0330142j -0.013601+0.0612087j -0.0321869-0.0243182j -0.0484033-0.0353482j 0.0272355+0.0194708j 0.032248+0.0265248j -0.000400966-0.0302726j 0.00569244+0.0236374j 0.0137839+0.0111154j -0.0277946+0.0114529j -0.0105111-0.0278468j -0.00793122-0.00268964j 0.0053444+0.00736284j 0.0103876+0.0283181j 0.00263582-0.0068669j 0.00867745-0.00147626j 0.00154763+0.0152111j 0.00142428-0.00930931j -0.00365675+0.00224861j 0.00417401-0.00626108j 0.00319035-0.00456525j 0.00485107+0.013559j 0.0241063-0.00337656j -0.015371+0.0104414j 0.00176749+0.00173325j 0.00456903+0.00882333j -0.0106174-0.0104442j 0.0186123+0.00880539j 0.00820229-0.0206256j -0.00140756-0.00388579j -0.00274269+0.00238384j 0.00327465-0.0140754j -0.0196532+0.00578857j -0.00445301-0.000365158j -0.00652009+0.00138655j 0.00123899-0.00380355j -0.00152437+0.00103152j -0.00406065-0.00982505j 0.00159285-0.00906103j 0.00128072+0.00207086j 0.00784175+0.00688662j 0.00128124+0.0039218j -0.000850635+0.00418751j 0.00271976+0.00425953j 0.00913802-0.000824928j -0.00349862+0.00228877j -0.00776096-0.00853932j -0.00689197+0.00964744j 0.00346501+0.00315174j 0.00390674+0.00811375j 0.00845091+0.0120419j -0.00010321-0.0069047j 0.00246299-0.00523254j -0.00869283+0.00098239j 
-0.013571+0.0444343j -0.0362786-0.0220983j 0.0316052-0.0153358j 0.0719568+0.102009j 0.104045-0.081737j -0.00602518-0.0297811j 0.0335757+0.119462j 0.0338472-0.124544j 0.127214+0.109235j 0.0894656-0.0914081j -0.098313-0.103604j 0.128653+0.167692j -0.0292042+0.0723108j -0.117096-0.110233j 0.15389-0.0237108j -0.0016798+0.00547728j -0.0429694+0.00746496j 0.031049-0.0315146j 0.0302451-0.0132997j -0.0254167+0.0251782j -0.0242402-0.0617383j -0.0163421+0.13389j -0.00508117-0.033585j -0.0969855+0.0248079j 0.0174665+0.0612529j -0.0530316+0.0941008j 0.0464878+0.0370318j 0.132328-0.0664356j 0.0139615+0.0263091j 0.0337893+0.0462263j 0.00289102+0.00490943j -0.0502763+0.0932355j -0.0463869+0.0803148j 0.00476994-0.0333218j 0.11279-0.10246j 0.00422042+0.0156468j 0.0421283-0.0158291j -0.0182626-0.0101387j -0.0508799-0.0431255j 0.0142682+0.0444782j 0.0100175-0.0148991j 0.00233807+0.0172981j -0.0381631-0.0344655j 0.0019056-0.0253484j 0.0314598-0.012287j -0.0311123+0.00963245j -0.010357-0.0146091j 0.010083+0.00994176j -0.0197552-0.0218943j -0.0263837+0.00117044j 0.0132958+0.0154844j -0.0158413-0.00993554j -0.00772774-0.0116292j -0.00815254-0.00451532j 0.00244993+0.0079473j 0.0288244-0.0165423j -0.0105273-0.00397804j 0.00831598-0.0216816j 0.00643516-0.00619851j 0.0071474-0.00270546j -0.0105682-0.00258821j 0.0118232-0.00786555j -0.00492142-0.00597519j 0.00129574+0.00620531j -0.00339866-0.000759254j 0.00971052-0.000339445j 0.00148952+0.0143156j -0.00092532-0.0105783j -0.000406837+0.000813139j -0.00246505+0.0026765j -0.00718645-0.00301831j 0.0113966+0.00624956j -0.00227589-0.000280855j -0.00624611+0.00304364j 0.00464534-0.00749968j 0.00481467-0.0019076j -8.03364e-06-0.00514748j 0.0063381+0.00911234j 0.00556889+0.00972118j 0.00609224-0.00793072j -0.00650125-0.00611493j -0.00659683+0.0062699j -0.00983441-0.0087113j 0.00875642-0.00707983j 0.00687329-0.000971828j 0.0048149+0.00317249j 0.004429+0.00189985j 0.000602903-0.00631581j -2.27665e-05+0.00181712j 0.00540504+0.00460199j -2.46934e-05-0.00511649j -0.00407373-0.00729193j 
0.0638907+0.00491925j -0.0246685+0.065238j -0.0911507+0.0678186j 0.115971+0.0894959j 0.0264366-0.0498412j 0.0218057-0.0968893j 0.1336-0.0612156j -0.0626239+0.0751015j 0.00658038+0.107351j -0.00435305+0.167738j 0.023545+0.0531054j -0.105729-0.124279j 0.0349275-0.083652j -0.044589+0.00903304j -0.0689111+0.0754369j -0.0744761-0.109686j 0.199605-0.00291957j 0.15955-0.146628j 0.0357316+0.0846145j -0.0465899+0.0804053j 0.020033+0.06825j -0.00533397-0.0864686j -0.000378562+0.10546j -0.0052959+0.0422357j -0.00749084-0.0086531j 0.0557022+0.0575596j -0.0474954-0.00842255j -0.0363964+0.000746215j 0.0684926-0.0227538j -0.0361956+0.0669926j -0.0400154+0.0022866j -0.0630213+0.0131393j 0.00650832+0.0269474j -0.0337567+0.000511908j 0.0422034-0.0116795j 0.0209659+0.0266515j -0.0263188-0.0245873j 0.0374084+0.0500799j -0.0243366+0.0588817j 0.0133799+0.00901212j -0.0103223+0.00882759j -0.0306754-0.0120407j -0.0235492-0.0347891j -0.0691858+0.00436663j -0.00272198+0.00456345j -0.0217378-0.0287964j 0.00409111-0.0217908j 0.0296245-0.0406286j 0.0165519+0.0235888j -0.0113512-0.016538j -0.0329327+0.000584776j -0.000495299+0.00656533j 0.0113798+0.0174272j 0.0169128+0.00340495j 0.00573416-0.0334634j 0.00285318+0.0145811j 0.0177691+0.0182769j 0.00134441+0.0125433j -0.00739766+0.0213153j -0.0173427+0.00903118j 0.01727+0.00972054j -0.00257303-0.00832436j 0.00748157-0.0106719j 0.000186019-0.0020317j -0.0126059-0.00540344j -0.00904823-0.00803328j -0.00219715-0.00755681j -0.0139602-0.00421957j -0.00396944+0.00277117j 0.00524387-0.00666209j -0.00810859+0.00717211j -0.00847756-0.00312307j 0.00353341+0.00727138j 0.00543243-0.00457404j -0.000889797-0.0017253j 7.78695e-05-0.00588622j 0.00555132+0.00410751j 0.00286278-0.00308496j 0.00788531+0.00377427j -0.00549298+0.000550218j -0.000509505+0.00962815j 0.00366019-0.00339441j 0.00872936-0.000217805j -0.00595841+0.00221208j 0.00242682-0.00736952j -0.0120851+0.00433058j 0.0123307+0.00511087j -0.00312395+0.000731811j -0.00372968-0.00347259j -0.000373196-0.00295069j 0.0123112+0.00269183j -0.00124839+0.000414291j 
0.072868+0.0522419j -0.0324643+0.055306j 0.0170012+0.0576795j 0.0085257+0.072601j -0.00400083+0.00734333j -0.0142647-0.0895537j 0.00612239-0.13542j -0.181328+0.0049721j 0.0850679+0.0834986j 0.101632+0.159372j 0.0845561+0.0539994j -0.160511+0.11046j 0.0179097-0.0750779j 0.0117322+0.0672991j 0.0349299+0.0606295j -0.108146+0.0758419j 0.00134896-0.0465974j 0.00583267-0.114895j -0.082029-0.0118835j -0.000864055+0.111228j -0.0465931-0.0838292j -0.0227653-0.070302j 0.0709587+0.0727941j -0.0855542-0.0627273j -0.0425771-0.0479968j -0.0643014+0.00262892j 0.00814769+0.0432347j 0.0416623+0.0119984j -0.00245009-0.0151193j 0.0686106+0.0519031j 0.0123436-0.000560634j 0.0652941-0.0245654j -0.138581+0.00899107j 0.0178708+0.0113933j 0.018558-0.0739309j -0.0955561-0.0112447j 0.00873598+0.00710877j 0.00481921+0.00605767j -0.0235557-0.00476614j 0.0665692+0.0449481j 0.0261132-0.00614957j -0.00206951+0.0438089j -0.0117149-0.0563566j -0.010477+0.0249342j 0.018709-0.00529522j 0.0154201+0.0105376j -0.0222296-5.08568e-05j 0.0163734-0.00166206j 0.0084882+0.00440576j -0.00521303-0.0108295j 0.00205934+0.0203728j -0.0152044-0.0048275j -0.00333709+0.00274762j -0.0167162-0.00740895j -0.0154655-0.00340748j 0.0114399+0.00398209j 0.000299048+0.0057336j 0.00341663-0.00849653j 0.00682377+0.00668589j -0.00910125+0.0189746j 0.0196643-0.00084124j 0.00262111+0.0068765j -0.0075371+0.0107925j -0.00378387+0.00529512j -0.0130846+0.0100628j 0.00351643-0.00163418j -0.00140996-0.00363149j 0.00349571-0.00717328j -0.00378971+0.0127633j -0.00691315-0.00276903j -0.0122758-0.00112898j -0.0129215-0.00278825j -4.62269e-05+0.0134427j -0.00770544-0.0127582j 0.00676411+0.00386135j 0.00507179-0.00278558j -0.00759107-0.000715066j -0.00223225+0.00254145j 0.00120195+0.00118574j 0.014-0.00644904j -0.00479836-0.00787852j -0.0032148+0.00372642j -0.0105739-0.00479399j -0.0048976-0.00825337j 0.000502158+0.0014243j 0.0132937+0.00161377j 0.00541566-0.0141553j -0.0026324-0.00826738j -0.0015211+0.000379108j -0.000297237+2.3412e-05j -0.00146008-0.0158889j -0.000491755-0.00362202j 
-0.0537306+0.0752491j -0.078567-0.0197994j 0.013282-0.0616767j 0.0146807+0.0161075j -0.0123808-0.0642611j 0.166443+0.0623858j -0.158207+0.0331952j -0.0053599+0.160746j 0.153396-0.016195j 0.162947+0.0662669j -0.0760832+0.0464293j 0.0345309+0.0530097j -0.0371853-0.179079j 0.0428346-0.0206658j 0.0248353-0.0572126j -0.0319595+0.0852508j -0.0543402-0.130459j 0.0376524-0.0420841j 0.0080403+0.129196j 0.126526-0.00623466j -0.0159185+0.0320071j -0.00468161+0.00792888j 0.0664424+0.0471063j 0.0868177+0.0100338j -0.0566184-0.00855809j 0.0374982+0.160394j 0.034259-0.00971132j -0.0439156+0.103103j 0.00141774-0.0117674j 0.0657396+0.0184057j -0.019269-0.00201011j -0.0456319+0.0593769j 0.0320837+0.0455667j 0.0350337+0.0124608j -0.0751856-0.0107776j 0.0298258+0.0240977j 0.0307542+0.0146469j -0.0128604+0.0746028j -0.0339121-0.00840762j -0.0287317+0.0493889j 0.055688-0.0130401j -0.0139709-0.0148035j 0.00992333+0.00328083j 0.00477285-0.0174904j -0.0297653+0.0087798j 0.0424155-0.0210834j 0.00921784+0.028037j -0.00925526-0.00751408j 0.0159697+0.0166961j -0.0228953+0.00216694j -0.00535522-0.0167332j 0.019307-0.0073586j 0.0164273+0.000557622j -0.00142072-0.0218381j -0.00623076+5.9649e-05j -0.0123355+0.0151309j -0.0183452+0.00748974j 0.000474114-0.0223222j 0.0255084+0.0047777j 0.0101993+0.0210885j -0.000134555-0.00607768j 0.00141225+0.0181456j -0.00166105+0.0126199j 0.006739+0.000271998j -0.0065865+0.00183516j 0.00125945+0.0018595j -0.00872871-0.00266424j -0.00606113-0.0117768j -0.00643629+0.00230846j 0.00601173-0.00285008j -0.00630057+0.000798421j -0.00539097-0.00255448j 0.00325267+0.00237729j -0.00711807-0.006184j -0.00225295+0.000951854j 0.0071412+0.00516493j -0.00271786+0.00567165j -0.00855957-0.00365963j -0.00794698+0.00595804j 0.000358552+0.000150622j 0.000582749-0.00129402j -0.00817627-0.000455281j 0.00221401+0.00109611j 0.00418316+0.00200169j 0.00255773+0.00701356j 0.00104845-0.00180199j 0.00191786+0.0033619j 0.00629835-0.000773571j 0.00572356+0.00577527j -0.000475978-0.00515489j -0.00298844-0.00441046j 0.00140978+0.00144648j 
-0.0192282-0.0890513j 0.0966173+0.0256216j 0.233948-0.136175j -0.145128-0.20128j -0.0561491-0.0163938j 0.0180398+0.065206j -0.0239462-0.0805323j -0.161423+0.00129353j -0.0408335-0.0179368j -0.117005+0.168226j -0.10997+0.024747j -0.0401573-0.130117j 0.0156954+0.110936j 0.0569147-0.0704215j -0.0656574-0.125043j -0.0371173+0.0393967j 0.0625479+0.0443683j -0.0558754+0.0623481j -0.000247972-0.0162297j -0.118993+0.0865603j 0.0207214-0.066518j -0.0238366-0.0518263j -0.000505127-0.016367j -0.0290911-0.0313746j 0.0112363-0.0680067j -0.00250113+0.0214268j 0.00172332-0.0768106j -0.00147936+0.0545782j -0.0257196-0.00834873j -0.0350147-0.0158564j -4.90461e-05-0.0161844j 0.00944446-0.00481779j 0.016957+0.0295046j -0.0416467+0.0319317j 0.000735021+0.03321j 0.0139836-0.0327494j 0.00964241+0.0251828j -0.0545871+0.0144258j 0.0810842+0.0372842j 0.0528972-0.0212159j 0.00714577+0.033813j 0.00458869+0.0685382j -0.0131717+0.112718j 0.10711+0.0146743j -0.0129287+0.020407j -0.0180936+0.0105158j -0.00923415-0.000908555j -0.00306468+0.000592002j -0.0106147+0.00212665j 0.0104541-0.0195195j 0.00773821-0.0141589j 0.0132064-0.0225576j -0.018187-0.00731387j 0.000326241+0.0137476j 0.0148173-0.0202832j -0.0143757-0.00114324j 0.01706-0.0067424j 0.0258181+0.00648379j 0.00167717-0.00446849j -0.0152629-0.0132673j -0.0129397+0.0178295j -0.0159467-0.00334304j 0.00310873+0.00730298j 0.0110456+0.0092561j -0.00659216-0.00282259j -0.00176142+0.0109873j 0.00199633-0.0094496j 0.00947462+0.00934209j 0.000749145-0.0014623j -0.0110163-0.00154332j -0.0125194+0.00388361j -0.0101212+0.0168562j -0.00743878+0.00649176j -0.0136052-0.0193513j 0.0141034-0.00232456j -0.00471953-0.00123034j -0.0105718-0.00477207j -0.00261036+0.00411442j -0.00573923-0.00369169j 0.0211212-0.00125602j -0.00320643-0.00185086j 0.00977039-0.00257734j -0.00498885-0.0108751j 0.0086961+0.00414251j -0.00938448+0.00546309j 0.0110633-0.00169461j -0.0146889-0.000812744j 0.0141434+0.00948768j 0.0112793+0.0154715j 0.00468154-0.0118679j -0.016548-0.0162395j -0.00440722+0.0198929j 
0.0602848+0.0519928j -0.121356+0.054694j 0.0578703-0.0678551j -0.0183369-0.100708j -0.204124+0.0162489j 0.0326552-0.0591537j -0.09104+0.138654j -0.110598+0.139835j 0.0865373-0.143908j 0.00376497-0.0181978j 0.0801287+0.00224741j 0.147114-0.0940456j 0.150337+0.0246297j -0.0654937-0.0400089j 0.156035-0.10731j -0.168321-0.000246553j 0.129669+0.0674388j -0.0269638+0.0139587j -0.070767-0.0436681j 0.0469863+0.137796j -0.0457458+0.0653683j -0.0271561+0.0304984j -5.84598e-05+0.0112133j -0.0663192+0.0185341j -0.00296469+0.0175119j -0.0589347-0.00459747j 0.0312697-0.0416606j 0.0617339-0.061323j 0.0110705+0.0282629j 0.030089+0.061319j 0.0255579+0.0313528j 0.0115235+0.00178752j -0.0716856+0.0336711j -0.032901-0.0397261j -0.0454935+0.0222726j -0.0441441-0.024464j -0.0060943-0.0791345j -0.018566-0.0307357j -0.0915658+0.0127903j -0.000438332+0.030388j -0.0352982-0.0834937j -0.109453-0.0218992j 0.00723451+0.0574445j 0.0372365-0.0410813j -0.042877+0.0326526j -0.00705379-0.0193502j 0.00658744+0.0425816j -0.0309737-0.0073334j 0.00844166+0.00956647j 0.00370014+0.000569275j -0.0158045-0.0149072j -0.000753815-0.00585923j 0.0107258-0.0161683j 0.00999375-0.00363448j 0.0150795+0.0140416j 0.0171048-0.0213336j 0.00183158+0.00312132j -0.00354337+0.00696905j 0.000222508+0.00567242j -0.00458911-0.00660451j 0.0077163-0.00280373j -0.00838577+0.00379173j -0.00178615-0.000239713j -0.00296257-0.00263816j -0.00631337+0.00135703j 0.000360255+0.00623348j 0.000182049-0.00123593j 0.00459613+0.000467541j -0.00395897+0.00564975j -0.00229567+0.00831289j 0.00287327+0.000444231j 0.00497333-0.00340653j 0.00211947+0.00391372j 0.000300789+0.0079135j -0.00592167-0.00228935j -0.000783558-0.0069908j -0.00154324-0.0052766j -0.00134378-0.000383313j 0.0108785+0.00643389j 0.00519476-0.00427711j -0.00498124-0.00861982j -0.00713073+0.00623536j 0.00421845+0.00585049j -0.00785086+0.00370922j 0.0016605-0.0046873j -0.00443405-0.00131439j 0.00229664-0.00206142j -0.0105165+0.000224599j -0.0131787-0.00566963j 0.00975263+0.00847849j 0.0191741+0.0109666j -0.000329371-0.0134236j 
0.0794494-0.140255j 0.147965-0.0180178j 0.0608024-0.00247413j 0.00563839-0.0446474j -0.00957329-0.0161019j -0.0046245+0.0168666j -0.081534-0.13288j 0.0235339-0.0424518j 0.0799472+0.132949j 0.149204+0.142856j -0.103109-0.00264038j 0.214194+0.0970753j 0.0593482+0.0667005j 0.0787353-0.0494547j -0.0852391+0.121823j 0.0709982+0.00565466j 0.0141519+0.0967432j 0.00124618-0.000448938j 0.0209763-0.000261099j -0.138749+0.0165965j 0.0550797-0.0973085j 0.0253853-0.0123057j 0.061816-0.013878j 0.00211111-0.0049863j -0.00922736-0.0884805j -0.0544541-0.00333548j -0.0351577+0.0279367j 0.0183898+0.0167268j -0.0230462-0.0323076j -0.0213081+0.0236673j -0.0322604+0.00356593j -0.0350246-0.0343698j -0.0129221-0.0256322j 0.0337457+0.0354522j 0.0242373+0.0509908j 0.0294228-0.0432036j -0.0222555+0.0132996j 0.0826368-0.10368j 0.0511202-0.029272j 0.0698555-0.103812j -0.0949726-0.00385556j 0.0820994+0.0494841j -0.0181345-0.00080095j 0.0249306+0.00344427j 0.00464542-0.0109967j 0.0113234+0.00848397j -0.00940832-0.00630858j -0.00991148-0.0168507j -0.00464628-0.00612894j -0.0155515-0.0112448j 0.00536088-0.0100976j -0.00191772-0.0198581j -0.0224075-0.000161996j -0.0088293+0.00671386j -0.0221807+0.00333146j -0.00864191+0.023863j 0.00324816-0.00125339j 0.00532295-0.00344483j -0.0123961+0.006045j -2.23549e-05-0.0123111j 0.00526382-0.00127726j 0.00111846-0.00628789j 0.00891519+0.0128392j 0.00679863+0.00470026j -0.0085975+0.0173123j 0.00282004+0.00304471j 0.00870845+0.003043j 0.00344591-0.00426668j -0.00185757+0.0112544j 0.00582488-0.00525412j -0.00301605-0.00498356j 0.000162377-0.00242876j -0.0103479+0.00640201j -0.000891823+0.000965127j 0.0135045-0.0063515j -0.00850798-0.00669924j -0.000365352+0.00619469j -0.000903008+0.00224935j -0.00727512+0.000264666j -0.00786093-0.00239632j -0.0098308+0.00298785j 0.000953699+0.00538255j -0.000945121+0.00178505j 0.00843647+0.00863286j -9.81896e-05+0.00689722j 0.00825396+0.00666649j 0.00139564-0.00568168j 0.000782263-0.00939541j 0.018885-0.0053742j -0.0161966-0.0043865j -0.00992511-0.016285j -0.0192548-0.00687641j 
-0.187896+0.0229764j 0.0133721-0.215229j 0.0543213+0.0805061j 0.0852928-0.0599559j -0.0886091+0.0929411j 0.0185859+0.0695806j 0.0725499+0.118382j 0.175606+0.135977j 0.0322704+0.114864j -0.166278+0.123264j -0.292762+0.0749288j -0.110622+0.00407914j 0.0237429+0.0902516j 0.00987896+0.0647241j 0.0913676-0.183194j -0.0486867+0.0526959j 0.0333647+0.00566095j -0.028172+0.0909367j 0.0142717+0.0300185j 0.0125011-0.0531031j -0.024344+0.0641415j 0.00288885+0.0336289j -0.0315348-0.0156011j 0.0238656+0.00265597j -0.0555515-0.06582j 0.0464307+0.0676051j 0.0347252-0.114024j 0.00346952+0.0397516j -0.0314911-0.00352255j 0.0209348+0.0566993j 0.0169866-0.063734j 0.0158888+0.0276499j -0.0144696+0.0052351j 0.0391185+0.0823246j -0.041481+0.0239868j -0.0245784+0.00731765j -0.0738757+0.070245j -0.0144975+0.0547025j 0.0519749-0.120795j -0.138955-0.0552652j 0.080918+0.0327206j 0.0651359-0.102076j -0.0434302+0.0208212j 0.0219501+0.0436693j -0.0126277+0.0332768j -0.00548814+0.00939015j 0.0369269+0.0171318j -0.0175534+0.00659831j -0.022401+0.00689963j 0.00161504-0.00189853j -0.00115881+0.0126264j -0.0102203-0.0111348j 0.0118999-0.018975j -0.0154972+0.000885249j -0.00576903-0.0166601j -0.0297336-0.0171905j -0.0103386-0.000958349j -0.000433364-0.0257547j 0.0108181+0.00524826j 0.0145689-0.00350719j -0.00170921+0.0181086j -0.00556486-0.011319j 0.00122153+0.0154475j 0.0138501+0.000243364j 0.00423392+0.00287606j -0.00726273+0.00287344j 0.000561326+0.00517873j 0.00387144+0.00484979j -0.00459431-0.00288432j -0.0104881+0.00611598j 0.00103323+0.00342153j 0.00504869+0.00869013j 0.000155365+0.00173831j -0.00711763+0.00540044j -0.0155203-0.0130329j -0.0073106-0.00195049j 0.00455135+0.00410428j -0.00307387+0.000297969j 0.00251858+0.00411148j -0.00662542+0.00556287j 0.00662657+0.00425892j -0.00296308+0.00645006j 0.012654+0.00327052j -0.00305785+0.00381677j 0.0158613-0.00112369j -0.0106833-0.00838868j 0.00502847-0.00174801j -0.0172041+0.00279886j -0.02132-0.00752825j -0.0128774+0.00371784j -0.0116901+0.00709542j 0.00389031+0.0148911j 
-0.0382848-0.165782j 0.107821-0.0328285j -0.0658445+0.20996j 0.177282+0.113652j 0.0957969+0.22349j 0.0403502+0.0452996j -0.0599261+0.0128172j 0.151476+0.00265768j -0.0425881-0.0348836j 0.184285+0.295177j -0.0243715+0.16328j 0.143116-0.0239026j 0.0413681+0.0282291j 0.0348467+0.0412968j -0.0212496-0.0198183j 0.0394861-0.00739151j 0.0355355+0.0335885j -0.0437315+0.00684137j 0.0295874+0.0235122j 0.0314163+0.0144917j -0.0392961+0.020179j 0.00180037+0.0495481j 0.0938844+0.033108j 0.0312882+0.0829925j -0.0867053+0.0322893j -0.0247307+0.0130766j -0.0158562-0.0254909j 0.0429934-0.00271681j -0.0613471+0.0366244j -0.0126073+0.0256533j 0.0222275+0.0669143j 0.0616039-0.097048j -0.0126483+0.0699912j 0.00725773-0.0403886j -0.000394543+0.0891655j 0.00913568-0.0227907j 0.0104557+0.0144579j -0.0226845-0.0721306j 0.103811-0.00452551j 0.00413337-0.125292j -0.0064599+0.0832911j 0.0423276+0.0060893j -0.0492898-0.0717939j -0.0347046+0.0489148j 0.0136282+0.0499858j 0.0123595+0.0115872j 0.0166046+0.00305407j -0.0295281+0.0126305j -0.00949661+0.0125131j -0.012993+0.0163042j 0.00347509-0.0059949j 0.00945117+0.00360074j -0.00834422-0.000970374j 0.00897778+0.00737894j -0.0175591-0.014628j -0.0115525+0.0267348j 0.0115772-0.00374394j -0.0265895-0.0139134j 0.0133784-0.00356874j -0.01329-0.00212547j -0.0147958-0.00672781j -0.00216131-0.00128924j 0.00160024-0.0053332j 0.00741351-0.00344898j -0.00275555+0.00371128j 0.0024073+0.00187722j -0.00455315-0.0123598j -0.000960949+0.0106658j 0.00422172+0.00374232j 0.00475405-0.0113397j -0.00567051+0.00183844j -0.00542811-0.00485093j -0.00453385-0.00331745j 0.00863276-0.00239127j -0.021558+0.0058452j -0.00992959-0.00252009j 0.00460252-0.0064769j -0.00506258+0.00352449j 0.00550344-0.00483086j -0.00915571+0.00205629j 0.00152052-0.00242509j -0.000288431+0.010683j 0.00838375+0.00926942j -0.0119199+1.28384e-05j 0.0108428-0.00180556j 0.00254647-0.00884759j 0.00104374-0.00576061j -0.00533742+0.00434065j 0.0114377-0.00298047j -0.00117936-0.00627359j -0.00264777-0.00646737j -0.00431133+0.00303675j 
