0.00369132-0.00886835j 0.00227701+0.010581j -0.00205608-0.00738697j 0.000873589-0.00603995j -0.000308918-0.00660988j -0.000870517+2.30267e-05j -0.00153584+0.00697001j 0.00175468+0.00601223j 3.18924e-05+0.0027978j -0.0017073-0.00250148j 0.000236338+0.0041066j 0.00105669-0.00236307j 0.000738643+0.00561508j -0.00054451-0.00495679j -0.000309252+0.000889952j -0.000749261+0.00108799j 9.68772e-05-0.00101584j -0.000840406+0.00119467j -0.000131301-0.00158641j -0.000333338-0.00106746j 0.000242032+0.00556218j 0.000182974-0.000638193j -0.000317391+0.00294955j -0.000557909-0.00178729j 0.000143781-0.000194806j -0.000920621-0.00226865j -0.000536943+0.00126145j -0.000244955-6.4055e-05j 0.000472515-0.00503289j 0.00071204-0.00118506j 0.000661605+0.00018513j 0.000251112-0.00428065j 0.000586239-0.00241969j 0.000523071+0.000107958j -0.00155925-0.00199875j 0.000424582-0.0028319j -0.00151465+0.00071343j 0.00213028-0.0025093j -0.000277027-0.00555483j -0.0016986-0.00209854j 0.0012232+0.00936061j 0.00200777-0.000195211j 0.00215376-0.00844915j -0.00141553-0.00404874j -0.0091242+0.00194698j 0.00473934+0.0260613j 0.0203947-0.00590875j -0.0158289-0.0265762j -0.0295719+0.0463664j 0.0516541+0.022102j -0.0202028+0.0546782j 0.165942-0.0124558j 
0.00253398+0.000172712j -0.000311181+0.00473123j 0.00240411+0.00438174j -0.000746478+0.00683253j 0.000266788-0.00552687j 0.000339488+0.00459374j -0.000773912-5.96102e-06j -0.00185331-0.00446444j 0.000241874+0.00122899j -0.00214483-0.00520325j 0.000331427+0.0104596j 0.00205156+0.00621749j 0.00166263+4.48723e-05j -0.00160035-0.00129793j -0.00103307+0.00133775j 0.00410677+0.0144491j -0.000118134-0.00323436j -0.00234476+0.0100183j 0.00489734+0.0215527j 0.00138367+0.0144694j 0.00764735+0.0422389j -0.00230607+0.00873133j -0.0025844+0.0159468j -0.00642876-0.0090488j -0.00426659-0.0213783j -0.0133055-0.0139537j 0.0174116+0.0117552j -0.0042222-0.0102675j -0.00134772-0.00554827j 0.00634857+0.0407873j -0.00850733+0.0121757j -0.00607106+0.0252105j -0.00758627+0.0292008j -0.00247736+0.0432784j 0.00886226+0.0321654j 0.00959745-0.0490647j -0.0227133+0.0111319j 0.00628587+0.00278545j -0.00222759-0.0389633j -0.010044-0.00504209j -0.00243364+0.0209839j 0.0136074-0.0274672j -0.00207295+0.00957063j -0.00656349+0.00644067j -0.00678984-0.00218705j -0.00363771+0.00729883j 0.00254195-0.0025232j -0.00509871+0.00202517j 0.00537582-0.00447049j -0.00468954+0.00433993j -0.000413456+0.00022471j 0.00529834-0.00065854j 
-0.000370194-0.00423038j 0.00250747-0.00179999j 5.99768e-05+0.00330563j -0.000794434+0.000891201j 0.000428784+0.00288533j -0.00163772-0.0102173j -0.000241946-0.00458079j -0.0014364-0.00539177j -0.00248611-0.00548362j 0.000329587+0.00159011j -0.0025216-0.00795255j 0.00229203+0.0008349j -0.00131683-0.020026j -0.000783958-0.00800946j 0.000787174+0.000924569j -0.0031717-0.0121759j -0.00120286+0.00609526j -0.0100922-0.00849239j -5.18827e-05+0.000564028j -0.00939477-0.0177478j -0.00720609-0.0152308j -0.000669997+0.0122078j 0.00262323+0.00177456j 0.00352196-0.00499076j -0.00346015-0.0389074j 0.017267+0.00360691j 0.0183271-0.0312553j -0.00346289-0.0225488j -0.0111977-0.0598667j -0.00773554-0.0500878j -0.00303529-0.00939801j 0.00350995-0.0281763j -0.0248881+0.0273454j -0.00875375+0.030247j 0.0253493-0.0263096j -0.000217589-0.0164114j 0.00753097-0.0432473j -0.00834342+0.0224633j -0.00298289+0.00917409j 0.00363242-0.00499537j 0.0046641-0.023512j -0.00668795-0.000873288j -0.00552397+0.011884j -0.00456352+0.00291267j 0.00393779-0.00799241j -0.00230935+0.00177833j -0.00669211+0.00560867j -0.000195054-0.00216123j 0.00186283+0.00125487j -0.00644702+0.00433443j -0.000563964+0.000998307j -0.00722203+0.00118989j 
-0.00186499+0.00173497j -0.000471996-0.00366221j 0.00100992+0.000698405j -0.000187538+0.00465164j 0.000138161-0.0026284j 0.00251697+0.00123289j 0.000968225-0.000251959j -0.00077057-0.00552922j -0.00187642-0.0109873j 0.00218388+0.00845938j -0.00107214-0.000930986j 0.00172761+0.0054244j 0.00245746-0.00595845j -0.000431139-0.00431839j 0.00512694+0.0192349j 0.000295084+0.00468846j -0.00417172-0.0137948j -0.000426614-0.00220494j -0.00559455-0.00501518j -0.00324214-0.0167457j -0.000287857-0.0153543j -0.00225011+0.0233786j 0.00976623+0.0489126j 0.00197479-0.0471355j -0.00707019-0.013606j -0.0221212+0.0286716j -0.0473105+0.0167834j 0.00794068+0.0485437j -0.0139291+0.0327167j -0.000140256+0.0228498j -0.0084436-0.000628271j -0.000959432+0.00405534j -0.00120187-0.0458791j -0.00350737-0.0401823j -0.00337753-0.0097512j -0.00571412-0.0203036j -0.0147959+0.0184169j -0.0155813+0.0331119j -0.00178028+0.0142088j 0.00100409-0.00569926j 0.005774-0.0116882j 4.37709e-05-0.00659378j -0.00136698+0.0052965j -0.000251648-0.00032146j -0.000810706+0.00254131j -0.00102008+0.00273845j 0.00316662-0.00380018j -0.000731474-0.00242718j -0.000371316+0.00326246j -0.00362905+0.00085282j 0.00527323-0.000234742j -0.00439438+0.00115017j 
-0.000565641-0.00415288j 0.00210575-0.00111632j -0.00133723-0.00252273j 0.000944155-0.00230757j 0.000257174+0.00264409j -0.000726495-0.00555219j 0.000145944+0.00410293j 0.00132222-0.00261368j 0.000333097+0.00959382j 0.00017574+0.00133014j -0.00174311-0.00496516j 0.00349203+0.00716489j -0.00137375+0.00281325j 0.00255774+0.0110748j 0.000282306-0.000589188j -0.00556115-0.0247039j 0.0037721+0.0252981j -0.00375376-0.00669107j 0.0054552+0.0163371j 0.0115042+0.0394009j -0.00815437-0.0305496j 0.0118829-0.0476946j -0.00362657+0.0201524j 0.00490517+0.00338096j 0.0061967-0.0235249j -0.0043036-0.000872726j -0.0112368-0.00412163j 0.00777735+0.0182231j 0.00399155+0.000280607j -0.00556321-0.00794481j 0.0168449+0.0507843j 0.00897423-0.0312102j 0.0146015-0.0432401j -0.00733676+0.0132206j 0.000749273-0.002715j -0.00447898+0.0298417j 0.00481606-0.021389j -0.00114819+0.00953128j 0.00415683-0.0121168j 0.0049831-0.000693929j -0.000914285+0.00632914j 0.000844576-0.000806793j -0.00141302+0.0019431j 0.000750384-0.00931364j 0.0024616-0.000326351j -0.000668203-0.000721842j -0.00157436-0.00113124j 0.00204944-0.000614274j 0.000592171+0.0004049j 0.000184061+0.00049565j -0.00651182+0.000106997j -0.00202648-0.00023055j 
0.00257902+0.000279261j -0.000594547+0.005236j 0.000482935+0.00340554j -0.00101142-0.00158209j -0.000603418-0.00122337j -0.00182257+0.0026953j -0.00130874-0.00264183j -0.000991044+0.0043124j 0.000554727+0.00357693j -0.00365602-0.0114055j 0.00114443+0.0099195j -0.00400469-0.0165811j -0.00101609-0.0035089j -0.00285781-0.0157162j -0.0126163-0.0341423j 0.00740711+0.0086761j 0.00479256-0.0119583j -0.000565986-0.0148317j 0.00366237-0.0335509j -0.00293295+0.0416605j -0.000710373-0.0151316j -0.00482337-8.58345e-05j -0.00231571-0.00110315j -0.0146166-0.033052j 0.00653601-0.0389634j 0.0100119-0.0269345j 0.0424969-0.0108852j -0.00588789+0.0278097j 0.0034363+0.0507919j 0.00960984-0.0571569j -0.0011199-0.025309j 0.00221315-0.0258614j -0.00491245+0.0108973j 0.00654585-0.00449844j 0.00335711-0.00788618j 0.00565209-0.0115008j 0.00167859+0.000848672j 0.00425068-0.0169979j -0.000940936+0.00659543j -0.0031605-0.0064436j -0.00507854+0.00316547j -0.00262683+0.00246347j 0.00132166-0.00431675j -0.000391795+0.00700372j -0.00220144-0.00220188j -5.06105e-05+0.000196931j -0.00305648+0.00415572j -0.0016491+0.00364904j 0.00215429-0.00475532j 0.00270735-7.26143e-05j -0.0016464+0.000191402j 0.00545671-0.000920267j 
0.00220753-0.00529131j 0.00241855+0.00345985j -0.000264542+0.00534375j -0.000962849-0.0021271j -0.00158836-3.79154e-06j -0.00310676-0.015825j 0.000218083+0.00420345j -0.00331739-0.0126475j -0.00320873-0.00327508j -0.00553216-0.00839881j -0.00621218-0.011025j 0.001935-0.0221289j -0.000948793-0.00153114j -0.00120996-0.0135237j -0.00338248-0.00237913j -0.00865836-0.0397175j 0.000543842-0.0163709j -0.0263443-0.0321611j 0.00527967+0.0158675j -0.0209346-0.0294558j -0.0052661-0.0213636j -0.00287209+0.00293818j -0.00407144+0.0505136j -0.0056259+0.0597863j -0.0040078+0.0157199j -0.0157741-0.0163464j -0.0472756+0.0105361j -0.0015945+0.0207951j 0.00197644+0.00723309j 0.00186398+0.0152995j 0.000418763-0.0208641j 0.00829106-0.0113515j -0.0122165+0.0173866j 0.000600467-0.00197056j 0.0107462-0.00505411j 0.00104192+0.0100143j 0.00492728-0.00957067j -0.00195203+0.00902215j -0.000349518+0.00465884j 0.00285697-0.0179378j -0.00495705+0.00241131j -0.00410876+0.00623729j -0.00132953+0.00557097j -0.00222305+0.00496528j 0.000277421-0.00235806j -0.00532078+0.00759848j -0.00489932+0.00511182j 0.00259034-0.00146335j 0.00388148-0.00175435j -0.00250097+0.0039165j -0.00831624+0.00200522j -0.00431552-0.000318587j 
0.000924565-0.00124115j 0.00031627+0.00172481j -0.00162963-0.0149907j 0.00448864-0.00260122j 0.000909361+0.0018629j -0.000758619-0.00911362j 0.00312066+0.0129131j -0.00130397+0.00515527j 0.00185456+0.00062819j 0.00308556+0.00893661j -0.00728334-0.0370387j -0.00145918-0.0117758j -0.00954841+0.0122365j 0.00363316-0.0279371j -0.00141526+0.00304354j -0.0172007-0.00642714j 0.00495192+0.0246014j 0.0122248-0.0226953j -0.00566109-0.0391083j 0.00968982+0.0258006j -0.00408226-3.62398e-05j 0.00981735+0.0302497j 0.000673649+0.0249701j 0.00197362-0.011344j 0.00399692-0.0319407j 0.0175661-0.016118j 0.00340326-0.00810854j 0.00295718-0.0292223j 0.00463759-0.00795219j 0.00251506+0.0233945j 0.00280617+0.0178139j 0.00609369-0.0379498j -0.00166018+0.0158655j 0.00782176-0.0302296j -0.00363785-0.00611741j -0.00137503+0.00531313j 0.00452844-0.00863575j 6.91213e-05+0.00550288j 0.0038242-0.0056092j 0.00393344+0.00760346j 0.00169557-0.0038381j -0.00256502+0.0135228j 0.00379928-0.00424847j -0.00117868+0.00137865j 0.0052367+0.00117779j 0.00272555-0.00582049j -0.000419763+0.000202427j 0.00500741-0.00303001j -0.0081114+0.00314793j 0.00134609-0.00192681j -0.00321645-0.00115395j 0.00705264-0.000879573j 
0.00188909+0.00308504j -0.00192702+0.00440806j 0.000832477-0.00587337j 0.00169876+0.00278809j -0.000122404-0.00740778j 0.000777347+0.00958944j 0.000611442-0.00272983j -0.000322439+0.00978568j 0.00164267-0.00166421j -0.00129885-0.00699538j 0.00519788+0.0424954j -0.0143005-0.0255443j 0.000911982+0.00929965j -0.00507356-0.0242831j -0.00871887+0.00882111j -0.00478081-0.0306488j 0.00941562+0.0595121j 0.0133491-0.006367j 0.00198135+0.0251626j 0.000725288-0.00962071j -0.00263875-0.0491518j 0.00267293+0.0110828j -0.0138854+0.056245j -0.00131135-0.012738j -0.00481311+0.0690803j -0.00381644-0.0125454j -0.00307316+0.016149j -0.0034156+0.0254307j 0.0113908-0.0117313j 0.00171288-0.0201089j -0.00316666+0.00613699j 0.00677964-0.0244936j -0.00275124+0.00213247j -0.000800465+0.0119279j -0.00193329-0.00863055j 0.000758663-0.00213548j 0.000292663-0.000897569j 0.00218143-0.0225615j -0.0017988+0.0110762j -1.41344e-05-0.00493266j 0.003073-0.00629966j 0.00159968-0.00322998j 0.00346568-0.00770743j 0.00264245+0.000702721j -0.00401348+0.00413005j 0.000728009-0.00318531j 0.0013435+0.00300976j -0.002423+0.00218899j -0.00150965-0.00144658j 0.00224784-0.00173534j 0.00343747-0.00121652j 0.0109014-0.000685838j 
-0.00129173-0.00415601j 0.00228956-0.00263696j 0.000465394-0.00434522j 0.00162938+0.00632115j 0.00171705-0.0099361j 0.00326623+0.00758062j -0.000126811-0.00224304j 0.00180169-0.0014045j -0.00898049-0.0508746j 0.00264109-0.0071617j -0.0112738-0.00260952j -0.0020425-0.0354326j 0.00947606-0.0348962j 0.0034627+0.00392984j 0.0155115+0.0689271j -0.00123458-0.00139902j 0.0101166-0.0103798j -0.000161732-0.0119594j -0.013383-0.0378382j -0.00222341-0.00551303j -0.0116883+0.0359105j -0.0107733-0.0329461j -0.00250282+0.00167267j 0.0112952-0.0118603j -0.00116452-0.00864954j 0.00450278-0.0250444j 0.0314763+0.000849991j -0.00408742+0.0174441j -0.0043039+0.0058561j -0.00674876+0.0348955j -0.00403967-0.0131947j 0.00376866-0.00557542j -0.00495626+0.000301556j -0.00177264+0.0200673j -0.00198455-0.011297j 0.000972747-0.00656708j -0.00163836+0.00840351j -0.00123141-0.0024526j -0.000807502+0.0093963j 0.00218163-0.00264441j 0.00700721-0.0116954j -0.00103856-0.00206085j 0.00269643-0.00564174j -0.00156842+0.00513474j -0.0015646+0.00117325j -0.000510675-0.00264787j 0.00179761-0.0063727j -0.00353029+0.00117879j 0.00291565+0.00124413j -0.00540219+0.00388196j -0.00346646-3.62897e-05j -0.0014439+0.000257223j 
0.00157454-0.00357464j 0.00166754+0.00268079j 0.00137746+0.0146486j -0.00339642+0.00184794j -0.00229133-0.00214839j -0.0025722-0.013294j -0.00228487+0.00107101j -0.00210435-0.0199028j -0.00122433+0.0191013j -0.0107139-0.00237909j -0.00329816+0.00333685j 0.0141928+0.0239072j 0.00816326-0.0369153j -0.0085825-0.0437708j -0.00866494+0.0280057j 0.00108056+0.0256333j 0.00732635+0.0421642j -0.0270259-0.020738j 0.00378198-0.0365038j -0.00181665+0.0476239j -0.000909816-0.0205793j -0.00596844-0.0452322j -0.00481561-0.000472998j -0.00204695-0.0185794j 0.00316569-0.00166616j -0.00592119-0.00777507j -0.00786881-1.57167e-05j 0.00765248-0.0381325j -0.00549433+0.00612931j 0.000650442-0.00886734j 0.00400586-0.0130076j 4.89583e-05+0.00210124j -0.00313582-0.00363679j -0.0033367+0.00139397j 0.00799487-0.00101159j 0.000926981-0.00113291j -0.000249479-0.0098187j -0.00246518+0.00655621j -0.00267804+4.64569e-05j -0.000824443-0.00941489j -0.00411732+0.00540526j 0.00264236-0.00970201j -0.00587729+0.0135377j -0.000918024-0.00158775j -0.00288271-0.00284644j -0.00716682+0.0117351j -0.0012456+0.000112932j 0.000195313-0.00103163j 0.00874691-0.00412923j -0.00315267+0.0042852j -0.00605886+0.0019472j -0.00638379-0.000170788j 
-0.00320677+0.00549856j -0.00203499-0.00654051j 0.000102481-0.00545402j 0.00095581+0.00467023j 0.000766969-0.00446548j 0.00445031+0.00775646j 0.00331957-0.0037686j 0.00443774+0.0147765j 0.00643732-0.0327295j 0.0150838+0.0409792j 0.00717156+0.0196331j -0.0019152+0.0107792j 0.00341932-0.056166j -0.00477285-0.0720946j -0.00363916-0.0278693j -0.00158991-0.00644673j -0.00278723+0.0316294j 0.0153174+0.00625218j -0.00866365+0.0280886j 0.00676363+0.0118734j -0.00045991-0.0164565j -0.00752404-0.0147592j -0.00355632+0.0246027j 0.000783843+0.0332284j -0.0030255+0.00454873j 0.00906588-0.00195187j 0.0277179-0.00190463j 0.00574944-0.00603937j -0.00107189-0.0021264j -0.00305184+0.000117762j -0.00386031+0.00633758j 0.00107896-0.00472802j -0.000950665-0.00235285j 0.000551916-0.00144543j -0.0029289-0.00336998j 0.000633456-0.0105027j 0.000127838-0.00366209j -0.000279369-0.00605764j -0.00133186+0.00732997j 0.000461065-0.00115517j 0.00844248-0.011379j 0.00184154-0.00428953j 0.00246476-0.00352361j 0.000420995+0.00216314j -0.00178016+0.00416876j 0.00286861-0.00215155j 0.00458291-0.003006j -0.0018543-0.00130378j -0.0037913+0.00531954j -0.00123148-0.00163827j 0.00949564-0.000248766j -0.00388216+0.00142968j 
0.00534177+0.00414197j -0.00316138+0.0122072j 0.000797921-0.015017j 0.00230924+0.0019799j -0.00442145-0.0268643j -0.00495575-0.00504044j 0.0130108+0.0529609j -0.0144047-0.00453751j 0.00341635-0.01985j -0.0169379-0.0501282j -0.0126806-0.0371255j -0.00245331+0.0611623j -0.0161253-0.00881618j -0.000945917-0.00768423j -0.00786249+0.0446634j -0.0225387+0.0257818j 0.00697714-0.0148627j -0.00317754+0.0202034j 0.000103496+0.0222896j -0.00650593+0.0172927j -0.0048464+0.0394153j 0.00256927-0.00632626j -0.00595308+0.00728826j -0.00362206-0.000675291j -0.00258063-0.00744271j 0.00112567-0.0120961j -0.0112512+0.00265087j -0.000879337-0.00384168j 0.000315124-0.00800367j 0.00433145+0.00436522j 0.00353583+0.0066954j 0.00184944-0.0109522j -0.00296838+0.00427685j 0.00660008-0.0113593j 0.000895353-0.0116178j -0.000728224+0.00411827j 0.00181664-0.00450504j -2.79639e-05+0.00685304j 0.00327659-0.00976344j 0.00274218+0.00452437j -0.00296613+0.00665395j 5.28574e-05+0.00797418j 0.00219477-0.00224013j -0.0010276+0.0029554j 0.00135212-0.000947588j -0.0013482-0.000821587j 0.00221358+0.000340207j 0.00199236-0.0024282j -0.00391743-0.00272185j 0.00165747-0.00138964j 0.00135762-0.00187312j 0.0164286-0.00129413j 
-0.00254648+0.00942038j -0.00397337-0.0058022j -0.000577406-0.00554695j 5.54352e-05-0.00190288j 0.00156932+0.0180756j 0.00983502+0.0256663j 0.00649287-0.013597j 0.00258137+0.0420029j 0.0105256+0.0404779j 0.00529829-0.050145j 0.00855914-0.029192j -0.012942-0.0154823j -0.0100822-0.0712307j -0.00202088+0.0323281j 0.0109387+0.00315397j 0.00199868+0.0502562j 0.000717272-0.0274404j 0.0165173-0.0248261j 0.00407234-0.0300185j -0.00278481+0.0305966j 0.00772068-0.00318732j -0.00150678+0.00570433j -0.00242094+0.00644913j -0.00122988+0.00753538j 0.000388741-0.00343269j -0.0017071+0.0146311j -0.00219333-0.00352582j -0.00159976+0.00538964j 0.000237992-0.000598807j -0.000814665-0.00338515j -0.00170008+0.010341j -0.00267724+0.00206917j 0.00101404+0.00685788j 0.00157631-0.00508663j -0.00472965+0.00805889j 0.000488428+0.000271802j -0.000343021+0.00328355j 0.00176943-0.00679223j 0.000694819+0.000127063j -0.00204897+0.00349015j 0.00127569+2.22311e-05j 0.000322491+0.00246626j 0.00360788-0.00918342j 0.00247243-0.00331515j 0.00180412-0.000170034j 0.00505221-0.00471878j -8.55913e-05+0.00386619j 0.00112911-0.00177149j -0.008326+0.00487228j 0.00271594-0.00434799j 0.0135761-0.000286765j -0.00234045+0.00146725j 
-0.0003364+0.00137871j -0.000870907-3.54578e-05j 0.0038775+0.0269088j -0.00456479+0.0128775j -0.0113093-0.024334j 0.00364289+0.0636808j -0.00245175-0.00660021j 0.0054701-0.0352331j 0.00136854-0.00627098j -0.0156997+0.000399155j -0.0137641-0.0422718j 0.00331155+0.0149561j 0.0155976+0.0297125j -0.0152964+0.0395028j 0.00407703-0.0290816j -0.00663844+0.0515335j 0.00125096+0.0104371j -0.00392179+0.0213727j 0.00245904-0.00760967j -0.00198946-0.01144j 0.000332608-0.00104496j -0.00331523-0.00683052j -0.00387814+0.0131036j 0.0016992+0.0039123j -0.00411218+0.00892174j -0.00217037-0.0161725j 0.00496222+0.00825045j -0.000677769+0.00180222j -0.000416336+0.00102032j -0.00163993+0.00436271j -0.000272035-0.0112016j 0.00146828-0.0055773j 0.00176733-0.00755462j -0.00426153+0.0107257j 0.00160488-0.00675463j 0.00126359-0.00731333j -0.00439175+0.00945317j -0.00179121+0.00204621j -0.001942+0.00195221j -0.00275453-0.00384893j 0.00219232-0.00306693j 5.85864e-06-0.00794816j -0.00353419+0.00291595j -0.00029047+0.00241141j -0.0059765-0.00203496j 0.000640858+0.00351135j 0.000154076-0.00530578j -0.00613635+0.00505511j 0.0106903-0.00605814j 0.00161642+0.00108616j -3.90057e-06+0.000804236j -0.00458429+3.65457e-06j 
0.00833576-0.00195459j -0.000293303+0.021286j 0.00441223+0.025435j -0.00593045-0.0535644j -0.0208657-0.0517349j -0.0161184-0.0304771j -0.0226425-0.0530753j -0.0180046+0.0573987j -0.00161381+0.00382739j -0.0206024+0.00645541j -0.00770694+0.0133411j 0.00848159-0.0427347j -0.00434182-0.00942905j -0.000430373-0.021503j -0.0037454-0.0135815j -0.00017007+0.0229951j 0.0014081-0.00291001j -0.00870795+0.00148093j 0.00254712+0.00297922j -0.00548852-0.0133023j 0.00185694-0.00463747j -0.000959162-0.0103337j 0.00161869-0.00654802j -0.00369804-0.00398308j 0.00365315-0.00509691j -0.00515476+0.00281056j -0.013562+0.00014784j 0.0014382-0.00811735j 0.00282198+0.00637343j 0.00147586-0.0046421j -0.00172009-0.00956401j -0.000711624+0.00547709j 0.00172933-0.00664347j 0.00142712+0.0105723j 0.00471295-0.00618458j -0.000337721+0.00180782j 0.00134902+0.00261289j 0.00129877-0.00400547j 0.00177845+0.00228272j -0.00478605+0.00416241j -0.00572473+0.00149482j -0.000160398+0.00167935j -0.00170661+0.00824707j -0.00283257+0.00922865j -0.00366217+0.00696037j -0.00365367+0.000893091j -0.0039331+0.00853694j -3.2719e-05+0.00549362j -0.000561407-0.00731782j 0.00622574-0.00212692j -0.00752768-0.00246736j 0.0210366-0.00211705j 
-0.00150425+0.0218597j -0.00867075-0.00287736j -0.00504383-0.0419064j -0.00441123+0.00249448j -0.012046-0.0472232j 0.00773094-0.0108324j 0.00814207-0.0556962j -0.0208149-0.0570972j 0.0161247-0.0163973j 0.00182197+0.0289988j -0.0080819+0.0530107j -0.0120071-0.0027004j -0.00694944+0.0221493j -0.00328519+3.59251e-05j -0.00286336+0.00928595j -0.00460405-0.000276584j 0.00231641-0.00841467j 0.00176013-0.00440202j -0.00211999+0.0018555j -0.00312158+0.00394346j -0.000150678+0.0063642j -0.00161198-0.00372162j -0.00136949-0.00113284j -0.00207872+0.00266734j 0.00171842-0.00534772j 0.000600327+0.00257481j -0.00324629+0.00169692j 0.000362244+0.00173769j 0.000945001-0.00460972j 0.00158682-0.00267779j -0.0015207+0.00804007j -0.00192341-0.00123486j -0.000845967+0.00658364j 0.000867517-0.00465048j -0.00183141-0.00771289j 0.00102981-0.00166041j 0.00106356-0.00310564j 0.000460141-0.00307546j -0.000826532+0.000913038j 0.00402719+0.00596026j 0.00225426+0.00468287j 0.00150552+0.00458186j 0.00439353-0.00745957j 0.00310774-0.0039162j 0.00361143+0.00212399j 0.00274112-0.000867923j 0.00559761+0.0011474j 0.00415591-0.00675592j -0.00799227+0.00660297j -0.00271759-0.00475643j 0.0212994-0.000457262j -0.00168032+0.00310409j 
-0.0179527-0.0401537j 0.0053723-0.0560805j -0.020401-0.0322738j 0.00457882-0.067785j 0.00169644+0.0192822j 0.0208548-0.0359663j -0.00946641-0.0288028j 0.0130564+0.000122307j 0.00179164-0.00253697j 0.00354206+0.00992943j 0.00179348-0.0016612j 0.000310647+0.00769475j 0.00176012-0.000980484j -0.000275621+0.00617701j 0.00502791+0.00510268j 1.90634e-05+0.00644996j -0.0023436-0.00106574j 0.00337396+0.00355325j -0.00187533+0.00175295j 0.000878346+0.00727142j -0.00165047-0.00468935j 0.000233385+0.00394992j 0.00150478+0.00320882j 0.00310992+0.00481715j -0.0011917+0.00130731j -0.000323133-0.000393314j 0.00269849+0.000950103j 0.000341057-0.000332679j -0.00076961+0.000673679j -0.00226239-0.00395576j 0.00191289-0.000531733j 0.00247247+0.00552219j 0.00277397-0.00216208j -0.00107678+0.000274677j -0.00685164+0.00414037j -0.00304059-0.00106164j 0.00028255+0.00422472j -0.000330674+0.000210252j 0.00298066+0.00260053j 0.00509586+0.00127076j 0.0050661-0.00430203j -0.00268268-0.00612685j 1.68431e-05+0.000449855j -0.00392397-0.00285408j 0.00931912-0.00319351j -0.000409126-0.00659987j -0.00719094-0.0111674j -0.000751944+0.0045158j 0.0075406-0.00330599j -0.010095+0.00871507j -0.0442417-0.00230243j -0.00126732-0.00761275j 
0.00883561-0.052694j 0.015302+0.0409885j 0.00550687-0.0723772j 0.0206933+0.0413364j 0.0232954-0.0105119j -0.00855658-0.0331203j -0.0122279+0.0157358j 0.003614-0.0189592j -0.0018493-0.0130025j 0.00418259+0.00401882j -0.000182383-0.00437222j 0.00113396-0.00601786j -0.000475393-0.00307155j 0.00310004+0.00722092j 0.00342834-0.00210681j -0.000396384-0.00123502j 0.00144096+0.00534237j 0.00222913+0.00270318j 0.000591715-0.00176781j 0.00293315+0.00145969j -0.00307168-0.00410962j 0.00309879+0.00447245j -0.000569148-0.00254392j 0.00122546+0.000168579j 0.000162821-0.00130549j 0.00154096+0.00365215j 0.00368743-0.00648728j 0.00101487-6.38634e-05j -1.00859e-05+0.00114109j 0.0013548+0.00472706j -0.000489351-0.000998308j 0.000812335+0.000937688j -0.00147935-0.00601943j -0.000830936+0.00372984j 0.00553988+0.00673507j 0.00149849+0.00375874j -5.20068e-05-0.00102647j 0.00136434+3.61872e-05j -0.00119186+0.000580984j -0.00215222-0.00171257j -0.00589156-0.00890315j -0.00124737+0.0033828j -0.000923624+0.00244818j -0.00117089+0.00351148j -0.00569404-0.00609812j -0.00631395-0.00371935j -0.00408977+0.00845053j -0.000173712+0.00454506j 0.00797832-0.0120285j 0.00598492-0.000904366j -0.00611368-0.00672099j 0.0429371-0.000907531j 
-0.0205988+0.0123763j -0.00670917-0.0261254j 0.0065373+0.020923j -0.0131303-0.000814034j -0.00247387+0.0168234j -0.00031765+0.00200644j 0.012824-0.0100322j -0.00583706-0.0105146j 2.83814e-06-0.000607553j 0.00126787+0.00462913j 0.000603278-0.00759968j -0.0135704+0.00282725j 0.000412526-0.00766532j -0.00105772+0.00778342j -0.000412724-0.00237672j 0.00102447-0.0046427j 0.00289782+0.00191828j 0.00842116-0.0014348j 0.000687442+0.000259396j 0.00537569+0.00149244j 0.00534604-0.00820973j 0.000523808-0.00101896j -0.00138004-0.00636651j -3.01101e-05+0.00394381j -0.00167329-0.00136951j 0.000726347+0.00463938j 0.000480507+0.00254077j 0.00177454+0.000296978j -0.00559753+0.00584062j 0.000922232+0.0025947j -0.00560192-0.00174503j -0.0079136+0.00578786j -0.00807392+0.00146623j 0.000602589-0.000778743j 0.00412636+0.000963209j 0.00213144+0.0048072j -5.2352e-05-0.00662789j -0.00942859+0.00293728j -0.00788023+0.00460366j 0.00141054+0.00159797j -0.00128665-0.00981525j 0.00589713+0.00264544j -0.0113791+0.01037j 0.0115431+0.00381421j 0.00721455-0.00197694j 0.00597944-0.0222231j -0.00603214+0.0156139j -0.0195898+0.0119268j -0.0384514-0.0332454j 0.0224521-0.0323537j 0.0861368-0.0525978j 0.233145+0.0360704j 
