-2.79402e-05+0.0128566j 0.0119586+0.00407388j 0.00289883-0.0131525j -0.0120558+0.0036708j -0.0122287+0.01735j 7.82714e-05+0.00377392j 0.023257+0.0053111j -0.0205534+0.0280855j -0.00657294+0.00258952j -0.000594921+0.0114675j 0.0126736+0.0255699j -0.0108367+0.00481313j -0.0234354-0.0277751j 0.00566406-0.00507141j 0.026434+0.00310606j -0.00820476-0.0172416j -0.0050557+0.00761496j -0.0095143-0.0173224j 0.0283378-0.0197819j 0.000927403+0.0145244j 0.00066875+0.00702175j 0.00295406-0.00388874j -0.00193874+0.0190664j 0.000700231-0.000549352j 0.00575261+0.00265079j -0.00276359+6.12978e-05j -0.019181+0.0216715j 0.00439941-0.0169441j 0.008181-0.0102169j 0.00336724+0.00712572j -0.0130345-0.0113638j -0.00469526+0.00636375j -0.00391057-0.00766055j 0.013537+0.00175932j 0.00858041-0.0168949j 0.00171404+0.00591284j -0.00155384-0.00512697j -0.00222264-0.0136076j -0.000445776-0.0100054j 0.00624994-0.0110625j 0.00921844-0.0105622j -0.0131938+0.0072525j 0.00375667+0.0157195j 0.0102099+0.0164944j -0.0057254+0.00103772j 0.00781459-0.0162282j -0.0137453-0.00683454j 0.00633736+0.0535794j -0.00692647-0.00881322j 0.0156195-0.0199083j 0.00947528-0.0192251j 0.0157228+0.00497686j 
0.00482424+0.00454728j -0.00115832-0.00405049j 0.00257516-0.0130486j -0.0107651-0.00320501j -0.0064063-0.0142017j 0.00850817-0.00654784j 0.00211271+0.00845808j -0.00984578+0.0125424j -0.0105403+0.0126308j 0.00818302+0.00294788j 0.00171544+0.00798211j 0.000612712-0.00117462j -0.0146186-0.0240836j -0.00969309-0.00387451j 0.0070749-0.00657179j 0.00801462-0.0157106j 0.0146476+0.00102189j 0.00641042-0.0103483j 0.00654763-0.0121736j -0.00288132+0.00026304j 0.000855386-0.00783855j -0.00479564-0.00749215j 0.00317986+0.000998438j 0.00446398-0.0224893j 0.0145298-0.0159975j -0.0027002-0.00441379j -0.00539078-0.00747764j -0.00430634+0.0107755j -0.0114704-0.00302954j -0.00434731+0.00771964j 0.0157335+0.00773957j 0.00897217+0.00359007j -0.0168766-0.0149475j -0.000585884+0.00164383j -0.00370906-0.00521975j 0.00863618-0.000626995j 0.00272848+0.0135333j -0.0080182-0.00824771j -0.0100588+0.0104631j 0.00371583+0.00936681j 0.0115692+0.00779699j 0.00369003-0.00488153j 0.00650144+0.00560593j -0.00281029-0.00291613j -0.00281235+0.0066415j -0.00200386-0.00533321j -0.00584873-0.00102823j -0.00270226+0.0090793j -0.0112901-0.0173837j 0.0165081-0.0208455j 0.00616804-0.00437511j 0.00486099-0.00471558j 
-0.000326428-0.000295873j 0.00193708+0.00329711j -0.00636237-0.00391512j -0.00244593+0.00304709j 0.00103979+0.0105977j -0.0010909+0.0104911j 0.00290956-0.00546174j 0.00244925+0.0128035j 0.00682197-0.00679287j -0.00813304-0.00121434j -0.00366252+0.0177469j -0.0112471-0.00174005j -0.00865913-0.0151055j 0.00528496-0.0173092j 0.00785711+0.00664089j -0.0188012-0.00240856j -0.000712293-0.00402902j 0.00278785-0.0185883j 0.0071497-0.00773259j -0.000184623+0.0134849j -0.0239934-0.00297709j -0.018126-0.00835077j 0.000857803+0.0119743j -0.0182642+0.00684499j 0.00130552+0.00677687j -0.012962+0.0118818j -0.00139755-0.0108148j -0.00309813-0.00307881j 0.00431164+0.00731572j 0.00465974-0.00898761j -0.0187747-0.00477681j -0.00604403+0.0156992j 0.00235184+0.0124047j -0.000950992+0.0171588j 0.0167079-0.00825049j 0.00477999-0.00389463j 0.00762963-0.00801033j -0.00146095-0.00182765j 0.00520911-0.00777026j 0.020431-0.000729351j -0.00999491-0.00304624j -0.00128064-0.0018017j 0.00410504+0.00310664j 0.00858967+0.0155939j -0.00498222-0.00430423j 0.0206561-0.00504961j -0.00855335-0.0043134j 0.000390636+0.0104312j 0.00231036+0.00615734j 0.00158544-0.00233916j 0.00415984-0.00531593j 0.00701825+0.00351338j 
0.00286025+0.00527138j -0.00248848-0.00208564j 0.000952526-0.0156994j -0.0167052-0.00267397j -0.00807703+0.000845525j -0.000204649+0.00318605j 0.0217075+0.00591949j -0.0309659+0.0194668j -0.0191672+0.0155635j 0.0114221+0.0122324j 0.0112803+0.0221615j 0.00948546+0.00932747j -0.0149295+0.000633081j -0.00351087-0.00365284j 0.00708008+0.00857489j 0.0154593+0.000506782j 0.0140322+0.010682j -0.00534537+0.00428879j 0.013409-0.00860354j 0.00713583-0.00286008j 0.0196134-0.00216445j 0.00200864-0.0060734j -0.0122806-0.00420342j 0.0149342-0.00439231j -0.00129191+0.00541245j 0.0232859-0.0085708j -0.00617227+0.0180356j 0.00899889+0.00773262j -0.00645123+0.00260436j 0.00045463+0.00198436j -0.00788348-0.0044412j -0.00639772-0.00765097j -0.00227273-0.00252614j 0.00801151-0.0124169j -0.00485586+0.00495685j 0.00573554+0.0102952j -0.0114163-0.0117582j 0.00945389-0.0216155j 0.00133932+0.0113163j -0.0106139+0.00052329j 0.00989663+0.00195793j 0.00652918-0.00487275j 0.00733621+0.0130166j -0.00399428+0.00440598j 0.00378563+0.0100948j 0.00367552-0.00292372j -0.0116359+0.0115449j -0.0109923+0.0213792j -0.014982-0.0179283j 0.0236578-0.0232469j 0.00535019-0.0123284j 0.0107801-0.00684835j 
0.000188209-7.12496e-05j 0.000142056+0.00269946j 0.00119795-0.000497846j 0.00139299-0.00368553j -0.00713445-0.00238124j -0.00309884+0.0175199j 0.0017163+0.0111087j -0.00810945+0.000932448j -0.00510705+0.00916746j -0.00291202-0.00520133j 0.0037437+0.00283809j -0.0185465+0.00425915j -0.0205664-0.0246218j -0.0176762+0.00898708j 0.000939865+0.020771j -0.00991175-0.00620966j 0.0196766+0.0109739j 0.00813815-0.00488474j 0.00151256-0.00807572j 0.00422929+0.00843393j -0.00107805-0.00242502j 0.00650664-0.0161918j 0.00537389-0.00227472j 0.00892681-0.0175241j 0.0125297-0.00119716j -0.0144729-0.00827356j -0.0148877-0.00550487j 0.00687468-0.00416305j 0.0075099+0.00694095j -0.00853244+0.0109352j -0.00927917-0.0151157j -0.00835268+0.00570852j -0.00901588+0.00254221j 0.00269278+0.00426194j 0.0108656-0.0151707j 0.0146094+0.000204191j 0.010917+0.00187047j -0.0130218-0.00977885j -0.011671-0.00605128j 0.00481031-0.00775919j -0.00524145+0.00274923j 0.00813092-0.0022876j -0.0045984+0.0111322j 0.00075168+0.00459077j 0.00210628-0.00061221j 0.000861335-0.0135301j -0.00139639+0.0130184j 0.012355+0.0215289j -0.00069157+0.00128891j 0.00158829-0.0118142j 0.00965721-0.00277227j 0.00138584+0.0061955j 
-0.00201619-0.00678679j -0.00353321+0.00170123j 0.000821507+0.0153135j 0.00450781-0.00730415j 0.00457244+0.00594917j -0.00994048+0.01446j -0.00845108+0.00223244j -0.00329773-0.0121657j -0.00652082-0.000892615j 0.00396372-0.00361952j 0.0138511-0.00607989j -0.0134868+0.00111451j 9.07674e-05-0.00212864j -0.010167-0.00231413j -0.00902362+0.0208791j -0.00648343+0.00137627j 0.00388832+0.00807237j 0.000841139+0.00100593j 0.00405835+0.00611597j -0.00102593-0.01169j 0.000683863+0.00482553j 0.0074762-0.00447137j 0.000594894+0.00306948j -0.00304985-0.0100409j -0.0118943+0.00716083j -0.00512957+0.0037104j -0.00694369-0.00786212j 0.0101851-0.00836971j 0.000892917+0.00285773j -0.00212227+0.00116587j -0.00825826-0.0114453j -0.0028052+0.00128305j 0.000319876+0.00898198j -0.00560907+0.010079j 0.00677842-0.0119065j 0.00133033+0.00157135j 0.00471081+0.000861789j 0.0120607-0.00533495j -0.00518799+0.0057428j 0.00285814-0.00721671j -0.0179135-0.00624224j 0.0027355-0.00371982j 0.00153163-0.00359471j 0.00237896-0.00396805j -0.00229308-0.00431609j -0.00480429+0.000124555j 0.00453948+0.0129398j 0.0116815+0.00566957j 0.0041385+0.00389384j -0.011356+0.00256074j 0.00517154+0.00496665j -0.00652933+0.00742997j 
-0.00903785-0.00385357j 0.00188714+0.0100725j 0.00246922+0.00954335j 0.00781635-0.0019374j 6.60551e-05+0.0123973j 0.00230857+0.00415673j 0.00239426-0.00434773j 0.011576-0.00208856j 0.0071439-0.00115251j -0.000974944+0.0154242j -0.0144103-0.0178771j -0.000353666-0.00613864j -0.000740405+0.00145779j -0.0124995+0.00880183j 0.0120375-0.00237578j -0.0146971+0.010333j -0.0104342+0.00308678j 0.000148825-0.00615526j -0.00727327+0.00887425j -2.28616e-05-0.00320181j -0.00110412+0.00862157j 0.00553793-0.012338j -0.00827136-0.0134359j 0.00865874+0.0147539j 0.0012971-0.0016461j -0.0052967-0.0122739j -0.00835282+0.00593308j -0.0104885-0.0110865j -0.00932918+0.00628811j 0.0108664+0.00226522j 0.00609238-0.0122049j 0.00782235+0.024789j 0.00776351-0.00749533j 0.0140512+0.00575491j -0.00580423-0.00782262j -0.0113967-0.0169972j -0.00945661+0.00121008j -0.00377656+0.00471795j 0.0128218+0.00125642j -0.00250668-0.00725432j -0.00476565-0.00753107j -0.00227714-0.00705308j -0.0117592-0.00353844j -0.00548057+0.0128665j 0.00267558-0.0134037j -0.00473721-0.00399133j 0.00529142-0.00836785j 0.00201089-0.00228939j 0.0102516+0.0129663j -0.0168511+0.0165245j 0.000320463+0.00177229j -0.0032739+0.00702663j 
0.00437523+0.00823806j 0.00528901-0.0049856j -8.98321e-05-0.00375699j -0.00558045+0.00511089j -0.0010291-0.00286541j 0.000994207+0.00688286j 0.00875625+0.00828622j -0.00578742+0.00399755j -0.00474402+0.00583563j -0.00300025-0.00680432j 0.0161127+0.0112061j 0.00845965-0.00611639j 0.0157207+0.00477637j 0.0192616+0.000998093j 0.00869897-0.000808918j 0.00790197+0.00230957j -0.018583+0.00260353j -0.00986994+0.0102112j -0.00380392-0.00442173j -0.00427962-0.00448315j -0.00408287+0.00987782j 0.00851389+0.00203029j 0.0107555+0.0105535j -0.007963-0.010267j 0.00482382-0.000953786j 0.00317769+0.0105614j 0.0127409+0.0167929j 0.00106773-0.00947242j 0.0147419-0.00802341j 0.00694507-0.0104847j 0.00130054+0.00551192j -0.00476207-0.00603094j 0.00481054-0.000329284j -0.00250507-0.0023973j 0.00223656+0.00330275j 0.00540048+0.00193407j 0.00502076+0.00332189j 0.00128543-0.00225861j 0.00620404-0.00577895j -0.00560355+0.00353026j 0.0124509+0.00680631j 0.00101737+0.000734967j -0.00259033+0.010012j -0.00270484-0.0016011j -0.00232398+0.00537975j 0.00124266+0.00552919j -0.00431232+0.0148849j -0.00518556+0.00962313j 0.00186008-0.00655852j 0.0154445-0.00758125j -0.00226512-0.00672615j 0.00651503-0.00713043j 
-0.00322891-0.00576013j -0.00829097+0.00211187j 0.000455574-0.00725039j -0.00357447+0.00324633j 0.0194263-0.000255984j -0.00240087+0.00222323j 0.00835404-0.000848467j -0.00355877+0.00395218j 0.00735987-0.00853778j 0.00175381+0.0077211j -0.0178805+0.00333823j -0.0184923+0.00677068j -0.00783009-0.00079824j -1.31093e-05-0.00271941j -0.00127559+0.0114883j -0.0126401-0.00732199j 0.0204183+0.00518771j 0.00972336-0.0174063j -0.00411379-0.010217j 0.0106648+0.002558j 0.0146054-0.00770925j -0.0174119-0.00436032j -0.00796143-0.0147066j 0.00045669+0.00706105j 0.0094684-0.00217001j 0.00752475-0.00944748j -0.00413931+0.0029491j -0.00147657+0.0213785j 0.00043532+0.0111756j -0.00382652+0.00893976j -0.0100021+0.00182541j 0.000423629+0.00492053j 0.0068589-0.0132877j 0.00633356+0.0102581j -0.00494526+0.00316167j -0.000153212+0.007538j -0.0104581+0.00107466j 0.00692723-0.00039857j 0.000688253+5.60668e-05j 0.00805989+0.0124966j -0.0129457+0.00411695j 0.0106805-0.00890894j 0.00613895+0.00411926j 0.00294438+0.00546628j -0.000699269+0.00676743j 0.0168564-0.0105612j -0.0010256+0.0104464j 0.00312282+0.00238573j -0.0023506+0.0022185j -0.00301171-0.00807851j 0.00444931-0.00167723j 0.00145044+0.000395789j 
0.000195198-0.00220524j -0.00408242-0.000615093j 0.00513297-0.00818404j -0.00324263-0.00246336j 0.00153768-0.0101305j -0.00411998-0.0123283j -0.00628754+0.00840404j 0.00595666-0.00188894j -0.0104731-1.78816e-05j 0.0122852-0.00498379j 0.00563444+0.0153589j 0.00153045+0.00520455j 0.00298458-0.00125272j -0.0114162-0.00350027j -0.00489841+0.00269348j 0.0158329+0.00670492j 0.0149571+0.0126991j -0.0117615+0.00733193j -0.00607534-0.00701509j -0.00177445-0.00300042j 0.00322535-0.00313303j 0.00513627+0.0025761j -0.000791509-0.00690986j 0.00113425-0.00673618j -0.00143805+0.00644322j 0.00497826-0.00335284j -0.00510209-0.000680632j -0.00137742-0.00457866j 0.00784389-0.00828491j 0.0065323+0.00303939j 0.00451651+0.00913136j 0.00193683-0.0199875j 0.000759231-0.00208287j -0.00612376-0.00197263j -0.00414155+0.00976394j -0.0049952+0.00721704j 0.00222995-0.00997256j -0.0036836+0.00909696j -0.0104672+0.0107424j -0.00646137+0.0150804j -0.000681199+0.00187716j 0.00927631+0.000133739j 0.00852521-0.00777098j 0.000882696+0.00919312j 0.0060465-0.0036342j -0.00800268-0.00863966j 0.00266842-0.00989912j 0.000417696-0.0101782j -0.00825338-0.011454j 0.000384989-0.00414652j -0.00052984+0.0004175j -0.00189158-0.00124193j 
0.00288136+0.000422027j -0.00165778-0.00465647j 0.00139122+0.010316j 0.00776578+0.00183903j 0.0118048-0.000914854j 0.00824731+0.0128074j 0.00670936+0.00232657j -0.0065367-0.00253874j 0.00242563+0.0015307j 9.01436e-05+0.00287705j -0.0126376-0.00387967j -0.00318484+0.00203122j 0.0174508+0.0185177j 0.00911962+0.00721614j -0.00232495-0.0072902j -0.0108763-0.00571628j -0.011547-0.00287597j 0.0118716+0.00968268j -0.00620913-0.000599577j 0.0155376-0.0159734j 0.000650004-0.00224851j -0.0128111+0.00703121j -0.00617116-0.0132423j 0.0209711-0.00654716j 0.00340441-0.0116683j 0.00373574+0.000214784j 0.0139775+0.00420858j -0.00540271+0.00351878j -0.00413043+0.00119421j 0.00358881+0.00855833j -0.00748673-0.007261j -0.00071124+0.000143386j -0.0108861-0.00909058j 0.000308018-0.00613939j 0.00562972+0.00773688j -0.00906969-0.00666942j 0.00212522+0.00892296j 0.0155495+0.000293559j 0.0236258+0.00118926j 0.00338384-0.000843673j 0.00194627-0.00173573j 0.00454556-0.00298985j -0.00256476+0.000113926j -0.0127815-0.014559j -0.00324054-0.00113029j 0.00772932+0.0125577j 0.000235978+0.02082j 0.00694015+0.000985443j 0.0130028+0.00516344j 0.000432364+0.00751157j -0.00275025+0.00271567j -0.0011212-0.00444802j 
0.00203379+0.00476749j 0.00238833-0.00277649j 0.00377097+0.00319427j -0.00170175+0.00155004j -0.00532142-0.00390795j 0.0116284+0.00160368j -0.00313725+0.000442869j -0.00639278+0.00062996j -0.00763524+0.00840476j 0.00096342-0.00642986j 0.000565929+0.0151707j 0.013607-0.00560413j 0.0112941+0.00246552j -0.00293729+0.00455055j -0.00551273-0.0224274j 0.000908754+0.00936326j -0.0157071+0.00424434j 0.00382792+0.00182042j -0.00197353-0.000733467j 0.00443655-0.00594049j -0.0102773+0.0108268j 0.00836103-0.00674308j 0.000751265-0.00467526j 0.00253643-0.00947116j 0.00359922-2.3202e-05j 0.00827545-0.000430983j 0.00302707-0.00950081j -0.0115477-0.00595198j -0.00268351-0.0105772j -0.00269263+0.00152725j 0.0169797-0.00761123j -0.00314413-0.00278898j -0.00329446-0.00512826j 0.000852083-0.0055581j -0.000815142+0.00579793j -0.0148918-0.0103416j -0.00488938+0.00271747j 0.00299111+0.0101095j 0.0117031+0.0053593j -0.00232875+0.0024801j 0.0167043-0.000666443j -0.00422632+0.0035474j 0.000175727-0.00545697j -0.0046158+0.000304205j -0.0032919-0.00147908j -0.0081871+0.0120793j 0.00819021-0.0011507j 0.00406752-0.00125869j 0.00376924-0.00562651j 0.00359888+0.0075047j -0.00370187-7.65531e-05j -0.00145677-0.00438731j 
0.00102115+0.0076015j 0.00427272-0.00149342j 0.000491059-0.0224319j -0.0278529-0.000674006j -0.0332321-0.0101967j 0.0160806-0.0286507j 0.00801065-0.00467986j -0.0102642+0.0166288j -0.00708701+0.010552j -0.000980365+0.0103904j 0.0164811+0.00643849j 0.0151303-0.00880251j -0.00302351-0.00892385j -0.00604531-0.00604782j 0.00694653-0.0155144j 0.00536996+0.0176431j 0.000871919-0.00642849j -0.0174013-0.0183004j -0.00543042-0.00294294j -0.0136091+0.00486198j 0.0139746+0.0211082j -0.00455714-0.0238439j 0.00949024+0.00873649j -0.00108171-0.0142182j -0.00185124+0.000216584j -0.00262062-0.00411255j -0.00787274+0.00534778j -0.0150251-0.0194757j 0.0031557+0.00883448j 0.00937016-0.00788686j 0.0105039+0.00390799j -0.00979621+0.00737177j 0.0174519+0.00540823j 0.0104486-0.00400351j -0.00302188+0.00541649j -0.000521863-0.0136075j -0.00812561+0.0158629j -0.0351244-0.00471844j -0.0168366+0.00853789j -0.0118063+0.0154568j 0.0130085+0.00326128j 0.00118563-0.00404587j 0.00159786+0.015458j 0.0018724+0.0110483j -0.00185131+0.010387j -0.00354181-0.00359845j -0.00340751-0.0259449j -0.0251562-0.00234102j -0.0181292-0.0178001j 0.0279494-0.0192821j -0.00429602-0.0109432j 0.0127325-0.00844314j 
-0.00131683-0.00410449j -0.00478858-0.00201157j 0.00177802+0.00461923j -0.00244155-0.000784252j 0.00574742-0.00756617j 0.00489964-0.00306048j -0.0144511+0.00516078j 0.00281636-0.00283766j -0.00672226+0.00649259j 0.00663467+0.00515139j 0.00334628-0.00229532j 0.00612261-0.00464135j 0.0072857+0.00844205j -0.0133517+0.00487578j -0.0106923-0.0108099j -0.000609652-0.0042731j 0.000501158-0.00640029j 0.00181712-0.00146879j -0.0101763+0.00540513j 0.00602165-0.00687499j 0.0113892-0.000873903j 0.00768272-0.00350739j -0.00252265-0.00763874j 0.000599876-0.0114j -0.00154194+0.000113428j 0.00893029+0.00234961j -0.000372309-0.00925559j -5.96082e-05+0.00970973j -0.00628035-0.00671158j -0.0019697-0.00729316j 0.00531758-0.00345211j 0.0043626-0.00929845j 0.00142679-0.00661364j -0.00403191+0.00139936j -0.0122026+0.00536421j -0.00484024-0.00366003j -0.00173697+0.0113721j -0.00059502+0.0027052j -0.00575343+0.0103361j -0.00663617+0.00480573j -0.00119261-0.00456836j 0.00772487-0.0070507j 0.00153624-0.00758815j -0.00819817-0.00667546j 0.00439057+0.000174177j -0.00664434+0.00685196j 0.0105188-0.00306471j -0.00171816-0.0118736j 0.000518816-0.00474737j 0.000972489+0.00250403j -0.00352641+0.0047283j -0.00278525-0.00380228j 
0.0141412+0.0148724j 0.00159935-0.0138412j -0.00609664-0.0201807j -0.0275435+0.00516488j -0.0150553-0.0294781j 0.0125255-0.00345313j 0.025993+0.0145319j -0.0329286+0.0155408j -0.0242002+0.0109811j 0.00851981+0.0049682j 0.0151001+0.0315617j 0.0152725+0.00568708j 0.00659357-0.00139398j -0.00581777-0.00143163j 0.013782-0.00788881j 0.00429781-0.00386538j -0.00719119+0.012421j -0.00484925-0.00660488j 0.00902779-0.02833j 0.00813046-0.00124836j 0.0094362+0.0134253j -0.00311114-0.00180217j -0.00172926-0.00201393j -0.00298334-0.0180038j -0.000498682-0.00826761j 0.0126773-0.00301257j 0.00649898+0.00857914j -5.76362e-05+0.0107876j 0.00655475-0.00826996j 0.00109653+0.00870028j 0.0110157+0.01395j 0.0142729-0.0175625j -0.017057-0.0137162j 0.00535279-0.0184205j 0.000234987+0.0090879j -0.0246504+0.000519033j -0.00920252+0.0021247j 0.00824795+0.00401195j 0.0120359+0.0183177j 0.0046981+0.0255991j 0.0384382-0.00284401j 0.00310678-0.004005j -0.00167357+0.000217029j 0.00320882-0.00938003j 0.00647015+0.0243257j 0.0179298+0.0210802j 0.00193177+0.0135022j -0.0108607+0.019784j -0.0191465-0.0325332j 0.0359592-0.0108907j -0.00618528-0.018015j 0.0124611-0.0167942j 
-0.0032329-0.0057685j -0.00582924+0.0016597j 0.00283414-0.00928279j -0.00716681+0.0128936j 0.0108115-0.00321894j 0.00219985+0.00777472j -0.0103281+0.00923612j 0.008678+0.0131796j -0.00301227-6.88676e-05j 0.00239125-0.00434399j -0.00379248+0.0109157j 0.00964299-0.0101698j 0.00320359+0.00323732j -0.00720881-0.0052933j -0.000373746-0.0181625j 0.002142-0.0180678j 0.000224042-0.000518406j 0.008063-0.00401301j -0.00879989+0.0150866j 0.017815-0.00887619j -0.00422419-0.0193073j 0.00683537+0.000935939j -0.00673078-0.00419694j -0.00074515+0.00757787j 0.00637289+0.0163648j 0.000522568+0.0135253j -0.00631283+0.00247854j -0.000677298+0.00761888j -0.00329646-0.0118244j 0.00958025-0.0047609j 0.00162081+0.00294058j 0.0101886-0.000309264j 0.00723451-0.00267865j 0.00408414+0.00954383j -0.0145406+0.00633269j -0.00421764-0.000814879j -0.00266886-0.00844511j -0.00924565+0.00287135j -0.0136699+4.48161e-05j -0.000296216+0.00653467j -0.00736575+0.00254834j 0.00919941-0.00531383j 0.00290166-0.00262581j 0.00567393+0.00771148j 0.00108067+0.00315478j 0.00928186+0.00174349j 0.000188165-0.00700663j -0.000796241-0.00937783j -0.00753298-0.00225241j 0.00122607-0.00318153j -0.00111006-0.000182876j 0.000489784-0.000410823j 
-0.00497879-0.00957541j -0.00493274+0.00310928j 0.00515578+0.0168985j -0.00671005+0.00313034j 0.00410479+0.0216605j 0.0103294+0.0030767j -0.0245054-0.00707436j 0.000538702+0.00920761j -0.00321967-0.000686921j 0.0113826-0.00339319j 0.00206585-0.00255054j -0.0117935-0.00106949j 0.00470695+0.00437274j -0.0141983-0.00125791j -0.0141377-0.011469j -0.00301172+0.00329239j 0.0106154+0.00626742j 0.0134379+0.0045156j -0.0061887+0.0192216j 0.0142777-0.00332234j -0.000551684-0.0105936j -0.0012096-0.0117383j -0.00394502-0.017122j -0.000780858+0.00522212j -0.00202347-0.000642348j -0.00205754+0.00609141j -0.0121746-0.0205568j 0.00036994+0.00897457j -0.00594211+0.00320282j -0.00948228+0.00796321j 0.000384051-0.0178158j 0.00415905-0.00586165j 0.00599059+0.00744053j -0.00530461+0.00785196j -0.00817453-0.0017498j 0.00132364+0.000825301j -0.00100664-0.00405843j 0.00129982-0.00313316j -0.00630294+0.00343195j 0.000525447+0.00469911j -0.0120808-0.00559155j 0.00192701+0.00932307j -0.00441821-0.00450963j -0.0011023+0.00803832j -0.00292935-0.00995605j -0.00616377-0.00256686j 0.00914749-0.00894397j 0.00772865-0.00882665j 0.00232751+0.0025817j -0.00681275+0.00335536j 0.00175094+0.00762897j -0.00657189+0.00350399j 
0.00823865+0.00410085j -0.00403157-0.00901477j -0.00222288-0.0189565j -0.0242961+0.0154901j -0.00456891-0.00555057j 0.00787621+0.0160313j 0.0144263+0.0153588j -0.023293+0.0178396j -0.00870255-2.14349e-05j 0.00217082-0.00914974j 0.00897333+0.0356329j -0.00158493+0.00377263j -0.002252-0.00560794j 0.00493294+0.000167355j 0.0033934-0.00432923j -0.0113801-0.0208177j -0.00716646+0.00375557j -0.000284881-0.00982497j 0.0182604-0.0041122j 0.017008+0.000156289j -0.00349272-0.0152298j 0.00167994+0.00026827j 0.00449397-0.00477043j -0.00507743-0.00643754j -0.00704319+0.00256339j 0.00266614+0.0117924j -0.0111807+0.0159073j -0.00124716+0.0180449j 0.00184055-0.0214678j -0.0106451+0.00241994j -0.0115289+0.000656108j -0.00205712-0.00601109j -0.00791184+0.005563j 0.00415461-0.00713093j -0.00719497+0.00110632j -0.01402+0.00442764j -0.00359477-0.00813502j -0.000296699+0.000944966j -0.00760704-0.0085503j -0.000163412+0.00745716j 0.00663242-0.00148951j 0.00262306-0.00237186j 0.00361104+0.0171369j 0.0119706-0.00730375j 0.000111952+0.0222291j 0.0268372+0.00398358j -0.0179604+0.0172799j 0.00283425+0.0168568j -0.0181729-0.0165791j 0.023922-0.0170259j 0.00553554-0.0130803j 0.00887299-0.00515131j 
0.00118585-0.000536833j -9.8192e-05-0.00106086j 0.00438982+0.0103626j -0.00292224-0.00355838j -0.00189145+0.00694413j 0.00275892+0.00780356j 0.000393236+0.00808397j -0.0111724+0.0069326j -0.012955+0.0123871j 0.0150116+0.00732797j 0.00998095-0.00107936j -0.00168611+0.00593225j -0.00446896+9.32776e-05j -0.0122557-0.0085346j 0.0133363+0.0100417j 0.00822863-0.0093628j 0.0127688+0.00750765j -0.00186997+0.0144389j -0.00291848-0.0104779j 0.00659902-0.00010611j 0.00410708-0.00314376j 0.00281021-0.00735319j -0.00888486-0.00416555j 0.00507229+0.0107703j -0.00674499-0.00392457j 0.00978476+0.0043712j -0.00266875-0.00682012j 0.0115839-0.0132834j 0.00854992+0.00750535j 0.00492897+0.00927167j 0.00337811-0.00426095j 0.0208379-0.00964058j -0.00415098-0.00450342j 0.0015085+0.00540881j 0.00117213+0.0036705j 0.00993098-0.00296311j 0.00195058-5.23696e-05j 0.00659508-0.00978798j -0.000723939+0.00813129j 0.00832785+0.00444252j -0.000235899-0.00904515j 0.00668096+0.00357022j -0.00111716-0.0039482j -0.00717313+0.00732846j 0.00568236-0.0145594j -0.000687594+0.0028385j 0.00404022-0.00273274j 0.00578116+0.0132162j -0.0021165-0.00537191j 0.00517034-0.00138797j 0.00034744-0.00314005j 0.00231231+0.0010143j 
-0.00492996-0.00246857j 0.00346718+0.00984235j -0.00279336+0.00990589j -0.00431985-0.0150548j -0.0125966+0.0221082j 0.00650307-0.000759123j -0.0072164+0.000887625j 0.0072155-0.00436237j 0.0105376-0.00274465j 0.00213218+0.00454089j 0.0196995-0.00274209j -0.0275287-0.00177234j -0.0101271-0.0177014j -0.000714098-0.00691453j 0.0035703+0.0112485j -0.0101643-0.0113584j -3.3798e-05+0.00833189j -0.00801489-0.0165422j 0.0121935+0.00277881j -0.0153719+0.000928415j 0.000155061+0.00175305j 0.0108954+0.00789471j -0.00469943+0.0018015j -0.00363518+0.00219242j 0.00166797+0.0105749j -0.00984657-0.00323471j -0.0223187-0.00669039j 0.0011476-0.0120045j 4.38874e-05+0.00312479j -0.00903224-0.00478603j -0.00492847-0.0149043j -0.0131984-0.00209815j -0.00124869+0.0038832j -0.00236843+0.00168346j -0.0101977-0.00920215j 0.0084634-0.00536639j 0.00375099-0.00987486j -0.0049197+0.00551042j -0.00770976-0.00941397j -0.00342154-0.008063j -0.000458131-0.0112641j -0.00285151+0.0113648j 0.00605878-0.0103093j 0.00639556+0.0159016j 0.000127955-0.00628956j -0.0143429-0.00747548j 0.000163593-0.0219901j 0.0170983+0.00523968j 0.00167177-0.00183905j -0.0160283+0.00142182j 0.0112405+0.000333592j -0.00536588+0.0108107j 
