-2.79402e-05+0.0128566j 0.0119586+0.00407388j 0.00289883-0.0131525j -0.0120558+0.0036708j -0.0122287+0.01735j 7.82714e-05+0.00377392j 0.023257+0.0053111j -0.0205534+0.0280855j -0.00657294+0.00258952j -0.000594921+0.0114675j 0.0126736+0.0255699j -0.0108367+0.00481313j -0.0234354-0.0277751j 0.00566406-0.00507141j 0.026434+0.00310606j -0.00820476-0.0172416j -0.0050557+0.00761496j -0.0095143-0.0173224j 0.0283378-0.0197819j 0.000927403+0.0145244j 0.00066875+0.00702175j 0.00295406-0.00388874j -0.00193874+0.0190664j 0.000700231-0.000549352j 0.00575261+0.00265079j -0.00276359+6.12978e-05j -0.019181+0.0216715j 0.00439941-0.0169441j 0.008181-0.0102169j 0.00336724+0.00712572j -0.0130345-0.0113638j -0.00469526+0.00636375j -0.00391057-0.00766055j 0.013537+0.00175932j 0.00858041-0.0168949j 0.00171404+0.00591284j -0.00155384-0.00512697j -0.00222264-0.0136076j -0.000445776-0.0100054j 0.00624994-0.0110625j 0.00921844-0.0105622j -0.0131938+0.0072525j 0.00375667+0.0157195j 0.0102099+0.0164944j -0.0057254+0.00103772j 0.00781459-0.0162282j -0.0137453-0.00683454j 0.00633736+0.0535794j -0.00692647-0.00881322j 0.0156195-0.0199083j 0.00947528-0.0192251j 0.0157228+0.00497686j 
-0.0113155-0.0328134j -0.0143048+0.00558547j -0.0157605+0.0378204j 0.0448157-0.00797047j 0.0368413+0.00562844j 0.00357637-0.00914003j -0.0726-0.0273639j 0.0691045-0.0340021j 0.0398869-0.011569j 0.0113514-0.00782686j -0.0235404-0.0516447j -0.00943093-0.0161888j 0.0193869+0.0387917j -0.0144007+0.0104548j -0.0395353-0.00113559j -0.0148531+0.0183211j 0.00441826-0.017402j 0.0127551+0.0224904j -0.044949+0.0472691j 0.0030539-0.0214232j 0.00826386-0.0166992j 0.0187337+0.0393252j -0.022576-0.0534427j -0.0280034+0.0105017j -0.00840633+0.0240645j -0.0113597-0.0216009j 0.0206728-0.0578567j -0.0105895+0.011032j -0.00665046+0.0116204j -0.0213504-0.0130723j 0.00637039+0.00471881j 0.0005561+0.00243801j 0.0104919-0.0126297j -0.0369397+0.0308274j -0.042344+0.0212886j -0.0186577+0.0154354j -0.0115854+0.00133919j 0.0290414+0.0102208j -0.00488918+0.00597622j -0.000110847-0.000434038j -0.0415814+0.0334158j 0.0418431+0.00846234j -0.00954033-0.0265413j -0.0114276-0.0247837j -0.00153561-0.0184865j -0.0377484+0.0164802j 0.0343079+0.00544085j -0.0106294-0.0695829j 0.0294778+0.0304303j -0.0419829+0.0478531j -0.0195571+0.0571067j -0.0357166+0.0155908j 
0.0147173+0.00916038j 0.0120308-0.010706j -0.00957457+0.00826965j 0.00221285+0.00418168j -0.0275714+0.00230873j 0.0146868+0.0114719j 0.00260994-0.00402604j -0.000714254-0.0134865j 0.0139537+0.00250103j -0.0223611-0.0270649j -0.00466626-0.0157075j -0.00375881+0.0147197j 0.0115671+0.0113225j 0.01023-0.00391481j -0.0066741+0.0150709j -0.00640563-0.00652758j -0.018581-0.0121871j -0.00704242+0.0138026j 0.0179287-0.0187443j -0.0165686-0.0187596j 0.000407404+0.0118884j -0.000591002+0.00654126j 0.014002+0.00995866j 0.00582555+0.0195173j -0.0292986+0.00898594j 0.00903707-0.0130303j 0.0085848-0.00718627j -0.0144418-0.0179166j 0.0177495-0.00383853j 0.00600481+0.00634929j -0.00566714+0.0133399j 0.0130251-0.00264502j -0.0259345-0.00349043j -0.0107397-0.0373996j 0.0175476+0.0111414j -0.0209039+0.000904945j -0.0155655+0.0130494j -0.00279228+0.00114013j 0.00264743-0.038101j 0.00246111-0.00744385j 0.0264643+0.00826062j -0.00691463+0.026813j -0.00284878+0.0109119j 0.00649259-0.0246558j -0.0107403+0.00832173j 0.000729706+0.013046j -0.0307429+0.00814581j 0.0012732+0.00275347j 0.0195934+1.33026e-05j -0.00280824-8.21479e-05j 0.00176655-0.00601644j -0.00257025-0.00620946j 
0.0152934+0.0119914j 0.00160073-0.0141177j -0.0103035-0.0323093j -0.0377456+0.00736514j -0.0355561-0.0433471j 0.0173121-0.0130223j 0.0238478-0.000970209j -0.00655036+0.0195797j -0.0370178+0.018165j 0.0033767+0.00608465j 0.0107135+0.0112843j 0.0172558+0.00999181j 0.0119214+0.00890681j -0.0172314-0.0150287j 0.0106669-0.000130075j 0.0228324+0.00391028j 0.00894072-0.0108297j -0.0295218+0.00899897j -0.00942445-0.0192723j 0.00303887+0.0264368j -0.00808858+0.00413462j -0.0306516-0.0257461j 0.00485083-0.00349542j 0.012163+0.0143787j -0.0016899-0.0189023j -0.00675114-0.00343126j 0.0239335-0.00154681j -0.0156563-0.00611204j -0.00394076+0.0181669j 0.0154371-0.0123058j -0.00736386+0.0392331j -0.00288646-0.0076178j 0.00806287+0.037787j 0.00851276-0.0088299j 0.0182017+0.00282651j -0.0141428-0.00469471j 0.0342303-0.0128822j -0.0331123-0.00552966j -0.00470241+0.0084221j 0.00479456+0.0407422j 0.0340586-0.0103351j 0.0176398+0.0100372j -0.0110738+0.00500328j -0.0024355+0.00555712j 0.00496739+0.0186508j 0.036429+0.00398502j -0.00664519-0.0167815j -0.0382894-0.000628173j -0.0219085-0.0187418j 0.0494157-0.0218449j -0.0157843-0.0180359j 0.0252991-0.0298901j 
-0.00498229-0.0120924j -0.00698531+0.00794199j -0.00298209+0.0263088j 0.043464-0.00311764j 0.0169682+0.00934005j -0.0225487+0.0412158j 0.00882984+0.00510435j 0.00659065-0.0152909j -0.00109399-0.00579184j -0.000291644+0.00832504j -0.0111562-0.00197382j -0.0260251+0.0148437j -0.000634074-0.000901511j 0.0289622+0.0215178j -0.0044203-0.00392069j -0.0186925-0.0172044j -0.0134717+0.0195064j 0.0114367+0.0175725j 0.010276+0.00873097j -0.0043517-0.00334141j -0.000663204-0.0219246j 0.00262135+0.0106746j -0.0199533-0.0295646j -0.0337919+0.00050778j 0.0207779+0.0103826j 0.0060501+0.00196842j -0.00730955-0.0115047j 0.0093316-0.00847476j 0.0285785+0.0131941j 0.00981784+0.0160028j -0.0110234-0.0189648j 0.00750974+0.00437041j -0.00411576-0.0117319j -0.0315524+0.0257218j -0.00335242+0.00256707j -0.0203613-0.000432003j -0.016113-0.0058565j 0.0203508-0.00668206j -0.00184169-0.0169978j 0.0140502-0.0178559j -0.0270634-0.0030663j 0.0291622-0.0110549j -0.000819523-0.015688j -0.001985-0.00215955j -0.00884771-0.0237657j 5.93847e-05-0.0102764j 0.00451531+0.0366437j 0.0372342+0.0141531j 0.0270197+0.0317607j -0.00940744+0.018675j 0.00986036+0.0138997j -0.00467457+0.0138872j 
0.0148752+0.020112j 0.00708585-0.0141246j -0.00500512-0.0167919j -0.0173991+0.0120509j -0.0268754-0.0273479j 0.00679824+0.0118774j 0.0335865+0.000323301j -0.032389-0.000445218j -0.0217614+0.020229j -0.0159806+0.0051066j -0.0142515+0.0203542j 0.0524122+0.00334972j -0.0107148+0.00177489j 0.00974753-0.0015977j -0.00365205+0.00456987j 0.0155682+0.008886j -0.00261082-0.0115128j -0.00587658-0.00110679j -0.000389506-0.0153394j 0.000678288+0.0302492j -0.00637465+0.0262125j -0.0103107-0.0250071j 0.00771416+0.0236493j 0.0167314+0.0111156j -0.00296052-0.00752373j 0.02764+0.00335502j 0.0315536+0.0210568j -0.0100086+0.00428133j 0.0136392+0.00932644j 0.0174752-0.0264148j -0.000242591+0.023056j -0.00784359+0.00721505j 0.00424699+0.0159048j 0.0172-0.0298911j 0.0367142+0.0156636j -0.0109485-0.024263j 0.0117624-0.00108864j -0.0256983+0.00648091j 0.0194792-0.0174608j -0.00565815+0.0155136j 0.0372072-0.0176603j -0.0210842-0.0118498j 0.0132853+0.0037321j -0.0222754-0.00943143j 0.00424898+0.00884742j 0.0349598+0.00530572j -0.00940041+0.00546127j -0.0133414+0.0087162j -0.0104683+0.00399344j 0.0353131-0.0115178j -0.0149466-0.0145955j 0.0249275-0.0282399j 
0.00042751-0.00764687j -0.0102285-0.00380456j -0.00857865-0.0211026j -0.0203744+0.00495335j -0.00764048-0.0255371j 0.00581896-0.0279119j -0.0221533-0.0127969j 0.0118818-0.0096295j 0.0211331-0.00806461j -9.45013e-05-0.0157399j -0.00581723-0.023072j 0.00996927-0.00670939j -0.0101755-0.00433244j -0.0192741-0.0212129j -0.0141386+0.00993042j 0.0010755+0.00526305j 0.0237233-0.0225707j 0.00165821-0.023092j -0.00792393+0.0282151j -0.0139897+0.00971143j 0.00449126-0.0153726j -0.0121691-0.0115187j 0.00504803+0.00649311j 0.00172695+0.00235983j -0.0237492+0.0197222j -0.0146839-0.00487886j -0.0123921-0.0151084j 0.00602505+0.0280406j -0.020621+0.00920037j -0.010408-0.0206818j 0.00940707+0.00889519j -0.0140975-0.0019066j 0.0110598+0.0346781j -0.000684078+0.00259177j -0.020466+0.0137013j 0.0161895+0.00867365j 0.0175949-0.0101282j -0.0134624+0.000778798j -0.0463291+0.0240394j 0.00357248+0.0215781j -0.0200757+0.00187059j -0.00199862+0.0017831j 0.00931432-0.00177048j 0.0328905-0.0125685j -0.00964721+0.0257726j -0.0017445+0.0163062j 0.0204675-0.0215681j -0.0180548-0.0315105j -0.0223403+0.000459062j 0.00244617-0.0105251j -0.00977188+0.0129084j -0.00615801-0.00299406j 
0.00110017-0.00942316j -0.00442101-0.00221111j 0.0144306+0.00706998j 0.0166605-0.0182814j -0.00956382-0.0111379j -0.0075423-0.020726j -0.0189536+0.0115534j 0.0204979-0.0187378j -0.00556374-0.0160413j 0.026477-0.0292352j 0.0280351-0.03115j -0.0589847+0.0117998j 0.0159224+0.00221979j -0.0333303-0.00532017j 0.00744303+0.00610669j 0.00574806+0.00254877j 0.00360934+0.0162655j -0.00701464-0.0208201j 0.00217072-0.00616749j -0.00894388-0.0295256j 0.011322-0.00463832j -0.0232693+0.0027582j 0.029079-0.0120061j 0.0298042+0.00389748j -0.0182255+0.00705014j -0.00433959-0.0331075j -0.0450599-0.0194953j -0.0152426-0.00253861j -0.000897926-0.00390407j 0.00697295+0.0262372j -0.00237152-0.0122429j -0.0196614-0.0215585j 0.0219867+0.0325141j -0.0221565-0.00879537j 0.0114654+0.00977622j 0.00478079+0.0147915j 0.0167421-0.010778j 0.0101234+0.0221583j -0.00966772+0.00390377j -0.0120856-0.00687848j -0.0105781-0.000169248j 0.00575505+0.00624521j -0.00770869-0.00346215j -0.000657726-0.00475412j 0.00583091-0.0130382j -0.0330743+0.00314262j 0.0158288-0.00816312j 0.014793-0.014205j 0.00263864+0.00268381j -0.00624088+0.00164577j 0.000584517+0.0169267j -0.0137423+0.0089263j 
-0.0034848+0.00636867j -0.00303422+0.00419544j 0.0136449-0.0249498j -0.0246814+0.0027614j 0.00434937-0.0160984j -0.0121496-0.0038993j 0.0218407+0.0256202j -0.0191408+0.0232296j -0.0138297+0.011168j 0.0216218+0.0105338j 0.0159491+0.0323446j -0.000300338+0.00536356j -0.0293849-0.0216893j -0.028042-0.0191732j 0.0268487+0.0126907j 0.000691802-0.00203151j 0.00995461+0.00225582j -0.0107459-0.0267141j 0.0203712-0.0108868j 9.79479e-05+0.00819206j 0.0138954-0.00416884j 0.0242198-0.00768765j -0.0138003+0.0121985j 0.0127539-0.0163075j 0.00387984+0.0058823j -0.00590467-0.00319197j -0.0126528+0.017201j 0.00279208-0.00510863j -0.00565229-0.0243027j -0.0140497-0.00243853j 0.00511913-0.0127177j 0.0038516+0.0146105j 0.0119482+0.00570641j 0.0123247-0.000535688j -0.0132766-0.0150255j 0.00436119+0.00356607j 0.00487015+0.00678149j -0.00658202+0.00130068j -0.0112766+0.0191174j 0.00552475-0.00884057j -0.00467872-0.0113416j -0.00158097-0.0065929j 0.00621825+0.00826617j 0.0104319+0.0138874j 0.00275148+0.0045288j 0.0195334-0.00923845j -0.0054576-0.00810096j 0.00323618+0.0298588j -0.0316408-0.0128838j 0.0261552-0.0201868j 0.0126482-0.0157817j 0.0121165+0.00353643j 
-0.0131736+0.00191376j 0.00791401+0.0166605j 0.0107823+0.00818069j 0.0107383-0.00591175j -0.00684665+0.025781j 0.0114593-0.0171124j -0.0179144-0.00571017j -0.00666395+0.00709253j 0.0068871-0.0115694j -0.0166199+0.0203721j -0.00283575+0.0162592j -0.00513089-0.00884366j -0.0128832-0.0177863j 0.0129481+0.0148077j -0.0145726-0.00215067j -0.0148442-0.0067248j -0.0128875+0.00884321j 0.00957248+0.0110313j -0.0092532+0.0184369j 0.00299042+0.0025904j 0.025864-0.00156419j 0.0281693+0.0330477j -0.0318359+0.0128183j 0.00359763-0.0143803j 0.0095894+0.0164019j -0.0317939-0.0089033j 0.000327229+0.0109899j -0.00440733-0.0428285j -0.0164961-0.00292054j -0.0245794-0.0111517j -0.0113674+0.0062044j -0.0242618-0.00977024j -0.0123233-0.0288804j 0.00192268+0.0149637j -0.0285591+0.0127051j -0.0145074-0.00454225j -0.0204822+0.00752616j 0.00648112+0.00121123j 0.0228571+0.00149615j -0.0228723-0.018005j 0.000654887+0.00169584j -0.00865143+0.0103148j 0.0106097-0.00707936j -0.0214749-0.0108924j 0.00725512-0.009985j -0.0446441-0.0148721j 0.00264914-0.0194999j 0.0144397+0.00112035j 0.00996875+0.00631859j -0.0133214-0.00273185j 0.0129952+0.00553699j -0.0115832+0.0123407j 
0.00534733+0.0117063j 0.00765651+0.000120879j -0.00231629-0.0215775j -0.0241413+0.0145816j -0.0151751+0.00705893j 0.00706004+0.0204651j 0.0214334+0.000202861j -0.0301521+0.0119494j 0.0147292+0.00188024j -0.0150647-0.0133485j -0.0105613+0.0364048j 0.00322032-0.0134464j -0.0140508-0.016158j 0.0143762-0.00256678j 0.00190927+0.0288852j -0.0101176-0.0245337j -0.0091681+0.00478751j -0.00381975-0.0169242j 0.0123945-0.022202j -0.00510855+0.00306146j -0.00197334-0.00300621j 0.0182938-0.00193683j -0.0112994+0.0364717j 0.00329447+0.00661867j -0.0183155+0.00540803j -0.0147506+0.0109161j 0.00425146+0.0208966j -0.0118206-0.0143143j 0.0105836-0.0112537j -0.0097194+0.000858957j -0.00973139+0.0204376j 0.00455297+0.00325774j 0.00929232-0.00300737j 0.0203632+0.00562728j -0.00189733-0.000629562j 0.0199403+0.0183318j 0.00684124-0.00815082j 0.0163867+0.0245678j -0.00627184-0.00396083j 0.00620785+0.0122731j 0.017777-0.00241714j -0.00975496+0.00620197j 0.0103485+0.00517544j 0.0270647-0.00178474j -0.00059999+0.0132715j 0.0235898-0.00386259j -0.0124064+0.00769963j 0.00627469+0.0243349j -0.015835+0.00817922j 0.0205295-0.0151726j 0.00400376-0.0142987j 0.0101112-2.67447e-05j 
0.0185908+0.00934283j -0.00197422-0.0226085j -0.00239547-0.0123672j -0.0211194+0.00459761j -0.0167341-0.0309262j 0.00638477+0.00560617j 0.0255086+0.0200946j -0.0345834-0.00827125j -0.00544282+0.0075805j -0.00681799-0.0172134j 0.0225212+0.00782673j 0.0141644+0.00272015j 0.018812+0.00846228j 0.00974326-0.00261913j -0.000497441-0.00321386j 0.0204435+0.00121036j -0.00322454+0.0124224j 0.00961411+0.0127172j 0.00374978-0.00667093j -0.00145411-0.0119377j 0.0151922-0.0029496j -0.00417887+0.0151829j 0.0276261+0.00262673j 0.0242383-0.0140132j -0.00114375-0.0260721j 0.00333558+0.0159381j 0.0104284+0.0221527j 0.00708411+0.0058532j 0.0046886-0.0169671j -0.005806+0.00972461j 0.0190838+0.0265609j 0.0108279-0.018032j -0.00966544+0.0100935j 0.00366626-0.0240591j 0.000173045+0.018167j 0.00551402-0.010244j -0.00635161+0.00881267j -0.0138492+0.0239767j 0.0059601-0.00701187j -0.00750394+0.0137324j 0.0222056+0.0044305j -0.00307891-0.0011358j 0.00707216-0.00377421j 0.00188796-0.0161151j -0.00790401+0.0173205j 0.0305435+0.0115734j -0.012377+0.0199737j 0.00333895-0.00174011j -0.0290095-0.016808j 0.0309113-0.0150785j -0.00807114-0.00308367j 0.00514829-0.0165187j 
0.00820264+0.00743921j -0.0021654-0.00983776j 0.000907053-0.0144686j -0.0206101+0.00500472j -0.004499-0.0178801j 0.00104592-0.00401516j 0.0166274+0.00278447j -0.0140666+0.0040008j -0.021919+0.00721696j 0.000476031+0.00386697j -0.00251128+0.0226903j 0.0174209-0.000270566j -0.00570079+0.00286458j -0.00347315+0.00385014j -0.00251276+0.00320175j 0.0186566+0.00324951j 0.000249749-0.00527716j 0.000898895+0.00659503j -0.0036703-0.0180626j 0.0051608+0.00979815j -0.00175003+0.00803468j 0.00877318-0.016817j 0.00133608+0.00482601j -0.000285315-0.00639506j 0.00866666-0.0142569j 0.00493185-0.0111779j 0.0173599+0.00265668j -0.00570474+0.00781255j 0.00993041-0.00558402j -0.000726504-0.00917965j 0.0102315+0.0219656j 0.000201397+0.0030812j 0.00621749-0.00755246j 0.0183739-0.0131638j 0.00167286+0.00292371j -0.0174828-0.00421916j -0.000518236-0.0124362j -0.0193261-0.00177683j 0.0134894+0.0102795j -0.0026617+0.00946165j 0.0260106-0.00216929j 0.000871451-0.00280489j 0.00151977+0.000253762j -0.000284949-0.00718426j 0.0082589+0.00748416j 0.0222618-0.00784263j -0.00937552+0.00606925j -0.00212285-0.00342505j -0.0292789-0.0118394j 0.0199179-9.82549e-05j -0.0055206-0.0052557j 0.00752758-0.0103661j 
0.017041-0.0016776j -0.0136075-0.0214073j 0.00150279-0.0113047j -0.0173339+0.00907118j 0.0188378-0.0437652j 7.74325e-05+0.0151271j 0.0181085+0.0277977j -0.02717-0.00586205j -0.0137438+0.00110435j 0.00246801-0.0180719j 0.0165121+0.0192608j -0.00928795+0.0136915j 0.00919728+0.0166176j 0.0113187-0.0077367j -0.0102275+0.00608459j 5.10087e-06-0.0159857j 0.0169134+0.0320668j 0.0120224+0.000524151j -0.00471431-0.0257232j 0.0167808-0.0120639j 0.0150446-0.0247034j -0.0252957+0.0104945j 0.0157253-0.0020201j 0.00490424-0.0317719j 0.00859634-0.0107084j -0.00703731+0.0164962j 0.00185062-0.0128345j 0.00676622+0.00442057j 0.0215153-0.00950742j -0.0224992+0.0141566j 0.00350714+0.0234681j 0.0142066-0.0137106j -0.0180768-0.00812622j -0.00336943-0.00499699j 0.00375603+0.0172153j -0.00848974-0.0234043j -0.0135453+0.000951736j -0.0122304+0.0231748j -0.00536981+0.00377457j 0.0190984+0.0144647j -0.00687876-0.00254618j 0.0225035-0.0237599j 0.0013533+0.00242727j 0.00641473-0.0244085j -0.00753422+0.0232715j 0.046737+0.00487074j -0.0123416+0.0342121j 0.0113699-0.00389478j -0.0284636-0.0206511j 0.0244436-0.0133529j -0.00442238-0.00379922j 0.00154241-0.0109769j 
0.00416124+0.00205986j 0.00342411-0.00287572j 0.00462158+0.0113287j 0.0101621-0.00720665j -0.00120922+0.00835588j -0.0024591+0.0147295j 0.00993116+0.00462852j -0.00894186-0.00520327j -0.00416724+0.000140476j 0.00259106-0.0108432j 0.00542797+0.0018277j -0.021672+0.0131649j 0.00964703-0.0110881j 0.0123006+0.00103085j 0.00531682+0.00176603j -0.00413251-0.00765601j -0.00623799+0.011583j 0.0073048+0.013389j 0.0190069-0.0231934j -0.00309411-0.0112473j -0.00887936-0.00395085j -0.00644192+0.0108132j 0.00876704-0.00390548j -0.00380024-0.0105815j 0.00559698-0.0147402j -0.0096827+0.000932963j 0.00130616-0.00464212j 0.000917111-0.0237558j 0.00425961-0.00742644j -0.0039978+0.0252379j -0.00434755-0.00698883j 0.00772816+0.000517784j -0.0163013-0.00674349j -0.0100752+0.000705247j 0.0129902-0.00720719j 0.00202484+0.00696662j 0.000661035+0.00780457j 0.00731342+0.00551531j 0.00761929-0.0046903j 0.00788678-0.00851471j -0.00405216+0.000514667j 0.000993232+0.00726722j -0.00433244+0.00813503j 0.000363896-0.00522566j -0.00308533-0.0119553j 0.00122036-0.00368627j -0.0106969+0.0132522j 0.0178882+0.0176598j 0.00564976+5.25467e-05j 0.00113687+0.00346109j 0.00837301-0.00113085j -0.00116773+0.00740804j 
-0.000432114+0.00829056j 0.00823465+0.00474352j -0.00213668-0.00424436j 0.00234854+0.0060651j -0.0092081+0.00992911j -0.00410809+0.00185081j 0.0142259+0.00216855j -0.00663365+0.0106459j 0.00483348+0.00308867j -0.0139695+0.0100472j -0.00923133+0.0119889j 0.023588-0.00313725j -0.00840422+0.0110087j 0.0122779+0.00841005j -0.0136756-0.00489389j -0.00763955+0.00548833j 0.00115197+0.0160792j 0.00208075-0.00091197j -0.00614063+0.00118943j -0.00355603+0.000354652j 0.00745415+0.00137219j 0.026778-0.00754021j -0.014329+0.0183819j -0.0107684-0.00321041j -0.0013543+0.0231964j 0.00984199-0.00927529j 0.00326951+0.00669495j -0.000811326-0.010306j 0.028811-0.00216122j -0.00151582-0.00111846j -0.0130531-0.00250513j 0.0106022+0.0127613j -0.00313174-0.0264374j 0.00837354-0.0253704j 0.017525-0.00469275j 0.00146688-0.0085962j -0.0321501-0.00488074j -0.00629449+0.00442256j 0.00161095-0.000219292j -0.00719634-0.0184823j 0.0113147+0.00372283j -0.0186637+0.00307174j 0.00265694+0.0114493j -0.00320378-0.00310007j 0.00301185+0.00334446j 0.00336669-0.000985283j -0.010887-0.00633909j 0.00034813+0.00370257j 0.00364821-0.00147199j 0.000991372+0.00333965j 0.000979326-0.00788051j 0.00306283-0.000289432j 
0.0010034+0.00491583j 0.00249818+0.00158283j 0.000309151-0.0067212j -0.00322206+0.00514153j -0.0128396-0.00427509j -0.00128239+0.00743719j 0.0152402+0.00856213j -0.0162399+0.00414245j -0.00845055+0.00144464j -0.00757695+0.00849624j 0.00485036+0.0126789j -0.000288089+0.00892021j -0.0126184-0.0195559j -0.0024918+0.00419526j 0.00917532-0.0032276j -0.00625386-0.00778272j 0.00451393+0.00370669j -0.0065569+0.00139534j 0.0112035-0.00423341j 0.00668011+0.0201531j 0.00776896-0.00358246j -0.00343156+0.00146255j 0.00159488+0.00310629j 0.0045517+0.00468029j 0.00886679-0.00237126j 0.00167828+0.00201094j 0.00246137+0.0103368j -0.00411005-0.00179298j -0.00442359-0.00621335j -0.00496919-0.00243141j -0.00706984-0.00108527j -0.00755522+0.00463376j -0.00742727+0.00224918j 0.00483642-0.0076506j -0.000325039-0.0054492j -0.0110559+0.00127299j -0.0064299+0.00491741j -0.00609499-0.00776819j 0.00837126-0.0174676j 0.00554096-0.0133608j 0.000203485+0.000756164j -0.00183587-0.000991409j -0.00326267+4.10035e-05j -0.00182214+0.000219662j 0.00511813+0.00715398j 0.0148981-0.0070887j -0.0102365-0.00503231j -0.00152952+0.0198084j -0.00453099-0.00556919j 0.00817781-0.00344025j 0.00297395-0.0113554j 0.00696585+0.00288147j 
-0.0089094+0.00527895j 0.0103001+0.0142561j 0.003246+0.013458j 0.0173083+0.00136389j 0.0062951+0.0261328j -0.00179359+0.00639702j 0.000242069-0.015403j 0.00964913+0.00113785j 0.00495002-0.00124005j -0.0162476+0.014329j -0.0227258+0.000335306j 0.0204889+0.00159826j -0.0147949-0.00272804j 0.00158354+0.00687099j 0.00112832-0.00405236j 0.00648187+0.00311471j -0.00898377-0.00930135j 0.00124457-0.00775383j 0.0052278-0.00691167j -0.00841391+0.0178747j -0.0098405+0.00635135j -0.00791929-0.00284228j -0.00872803+0.0146555j -0.00530515+0.0306159j 0.0144805-0.00839025j 0.00928925+0.00327452j 0.00559197-0.00499577j -0.00832012-0.00549151j -0.0185952+0.00408238j 0.0110242-0.00316119j 0.00762555-0.0138022j 0.0205112+0.0142794j 0.00719648-0.0139251j 0.00862172-0.00403277j 0.01465-0.0124156j 0.00314342-0.00312813j -0.0064402-0.00078793j 0.000635629+0.00502459j 0.0192797-0.0222623j 0.00225965-0.0244957j 0.00655342-0.00440343j -0.0200095+0.00391865j -0.00399841-0.0119786j -0.013916+0.0203519j 0.00461426-0.0198121j -0.0044297-0.00931458j 0.00261102-0.0237995j -0.00400782+0.00880254j 0.0231529+0.0202075j -0.0250257+0.0211545j -0.000841386-0.00639855j 0.00195653+0.00688683j 
-0.00334347-0.000694036j -0.00258608+0.00423938j -0.0029551-0.00658044j -0.00164799-0.00245238j 0.00100045+0.00974701j -0.00369437+0.00528552j 0.00678732-0.00255676j -0.00936652+0.0176842j -0.00650309+0.0041558j 0.00134467+0.0128523j 0.00338099+0.0189045j 0.00814779+0.00140483j -0.00860026+0.00701314j -0.000941238-0.00706962j 0.00429556-0.00225506j 0.00352358+0.00793192j 0.00485019+0.0021871j 0.00107846-0.00268972j 0.00113145+0.0138684j 0.00830045+0.00329561j 0.00373544-0.00754058j -0.00218602-0.000593283j -0.0125514-0.00508066j 0.00215712+0.00510647j 0.00786529+0.0115191j 0.0116847+0.00431089j -0.00613424+0.00471307j 0.00744631+0.00855197j -0.00891009-0.0045486j 0.00318222-0.0102743j -0.00804455-0.0132809j -0.00946014-0.00214613j -0.00282998+0.00221344j -0.000509298+0.00356237j -0.00502953-0.00376511j -0.0015223-0.00259771j -0.00706831-0.00821011j 0.00777159-0.0113672j 0.0120114+0.0086433j -0.00185431-0.0105192j -0.00100114+0.00122241j 0.00105154-0.00164982j 0.0058495+0.00631721j -0.00651896+0.00958372j -0.000376629-0.00111687j 0.00429426+0.00404811j -0.00148911-0.0012289j -0.00639351+0.00676686j 0.000529551-0.00211133j 0.00758555-0.00933435j 0.00373862-0.00304468j 0.00550384-0.00167348j 
0.00312453+0.00253843j 0.00269494-0.00579578j -0.00531779+0.00209472j -0.00342776+0.00453045j 0.00166953+0.000354059j 0.00676751-0.00217454j 0.00337617+0.0011532j 0.0015512-7.79607e-06j 0.00976904+0.00373993j -0.00550792+0.00794167j -0.000990779-0.0147552j 0.0158353-0.00518532j -0.00201906+0.00868781j 0.0177532+0.000476799j 0.00639557-0.00762643j 0.00113247-0.0131452j -0.0122956-0.0145532j -0.00693055-0.00103206j 0.00409757-0.00502709j -0.00921681-0.00706231j 0.0109373+0.00587478j 0.000712971+0.00927309j -0.00248221+0.00441809j -0.00553166+0.0154971j -0.00899563-0.00682855j 0.00684906+0.00420641j 0.0117579+0.00856497j -0.00134708+0.00611466j 0.00206374+0.00603513j 0.0086147-0.00850861j 0.00693471+0.0199274j 0.0152703+0.00730104j 0.00436559-0.00850919j 0.00290302-0.00262489j -0.0113752+0.0101672j 0.000631642-0.00562253j -0.0123933+0.00521511j 0.00113957-0.00571183j 0.00192366-0.0140313j -0.00227927+0.00268989j 0.0076027+0.00162013j 0.000147691-0.00723755j 0.00587557-0.00373609j -0.00609353-0.00769271j -0.000783746+0.00338094j 0.00515686+0.00436124j -0.0106855+0.00468071j -0.0117784-0.00398013j -0.00279451+9.42219e-05j 0.00649259+0.00178609j -0.00492757-0.000175987j 0.00405002-0.00746938j 
