0.0019921+0.00894126j 0.00909509+0.00116988j 0.0049641-0.00834746j 0.00348792-0.000178145j -0.000437289-0.0168265j -0.0037456-0.000876142j 0.00962014-0.00954353j 0.0107928-0.0148386j -0.00279218-0.0107431j -0.0103729-0.0154299j -0.0156782-0.000937079j 0.019312+0.00964764j -0.00703817+0.00617787j -7.02998e-05+0.0073347j 0.014878-0.00037006j 0.00247471+0.000128033j 0.0165945+0.0107038j -0.00194403+0.00295319j -0.00132611+0.012958j 0.0168297+0.000272892j -0.00251255+0.00408767j 0.00776732-0.0148634j -0.014705+0.00043704j 0.00312513+0.0142086j 0.0101595-0.00947399j -0.00232203-0.00754059j 0.00504693-0.00558886j -0.00906906+0.0114174j 0.0059157-0.011749j -0.00432547+0.0107035j -0.00137246+0.0111004j -0.0174073-0.0156176j 0.00448285+0.00873383j -0.00408326-0.0196256j 0.0112695-0.0226903j 0.00394165+0.00856189j 0.0125816-0.0134343j -0.0077299+0.0102087j 0.000980122-0.00249562j -0.0055314-0.00586997j 0.00244188+0.0045708j 0.000213911-0.00898601j 0.00701386+0.0043833j 0.00871114-0.00358016j -0.00312198+0.00124923j 0.00340963+0.0105466j -0.0117911-0.00877115j 0.0014153+0.00326849j -0.0112485-0.000930789j -0.000404762+0.013342j -0.000385958+0.00133097j 0.0031377-0.00449894j -0.0014864+0.00299878j -0.0069091+0.00679809j 0.00138081+0.00564858j -0.00239762+0.0135724j 0.00859841-0.00163122j 0.00258989-0.0056197j -0.022805+0.0124962j -0.00931825-0.000265384j 0.00591522-0.0137018j 0.0039135+0.0221561j 0.0123455+0.00526465j -0.0155929+0.00715958j 0.00352436+0.00716717j 0.00743154-0.0449239j 0.0147429-0.00977756j -0.0076012+0.00873248j -0.00638527+0.00882307j -0.00797661-0.00176313j 
0.00362561+0.0102151j 0.00294353+0.00239849j -0.000718755-0.0236838j 0.0239496+0.000916653j 0.0208163+0.00614614j -0.00533318+0.00830005j 0.0163862-0.0054991j 0.0186624-0.00891142j 0.0164921-0.00554499j 0.0116391-0.0131638j -0.00354795-0.00623771j 0.0204785+0.0107168j -0.00328454+0.00845677j 0.00422118+0.00825181j 0.0013616+0.00808772j 0.00234264-0.00773273j -0.00463013+0.00941542j -0.0107822-0.0119793j 0.0121378-0.00204162j 0.014319+0.011786j -0.0220964-0.00385468j -0.00638391-0.0320218j -0.00412459+0.00161368j 0.0106963+0.00537097j 0.0116868-0.00155958j 0.0044281-0.00487485j -0.0164344+0.00310514j -0.0137652+0.0071471j -0.00230696+0.000103881j 0.00115275+0.00147225j 0.004918-0.00504816j -0.0129435-0.00541264j 0.0122608+0.0083917j 0.003227-0.00529297j 0.0119876-0.0139224j -0.000239076-0.0193948j 0.0138092-0.017165j 0.00107002+0.00181339j -0.000551444-0.00750302j -0.00818095-0.000412076j -0.0150127+0.0074714j 0.00200911+0.0121892j 0.0219633-0.00563125j 0.000453264+0.000383384j 0.0133964+0.00850021j 0.00848069-0.0145805j -0.00476865+0.00893353j 0.00534197+0.00704145j 0.0138865+0.00743357j 0.000993726-0.00940503j 0.0137652-0.0191729j 0.0189345+9.99678e-05j 0.00550422+0.00726571j 0.00922235+0.00635761j -0.00717473-0.00895352j 0.0124601+0.0130458j 0.0154144+0.00339207j -0.000812373+0.000713506j -0.0109348-0.00149763j -0.00434047-0.0273681j 0.00717109-0.00853375j 0.0143925-0.00607294j -0.00497904-0.0247008j -0.0132602+0.00427256j 0.0108803+0.0158896j 0.0148778-0.00550183j 0.0209853-0.00127434j 0.00254213+0.014255j -0.00371302+0.00839485j -0.00373756+0.00452135j 
-0.00228792-0.00562113j -0.001861-0.000617896j -0.000764845+0.00311154j 0.0020201-0.00412175j -0.00461889-0.00602529j 0.000114187+0.00444692j -0.00969785+0.00458862j -0.00364253+0.00366582j -0.00440578-0.000240322j -0.0140901+0.00721196j 0.00405583+0.0176932j -0.00140932-0.00460663j -0.00562791+0.0133716j -0.0109528+0.000628912j 0.0095231-0.00890685j -0.0114307-0.00421526j 0.00224662+0.0173427j -0.0107533+0.00172002j 0.011038-0.006376j -0.0072006-0.0123072j 0.00648094-0.00308099j 0.0122277-0.00431818j -0.000398564-0.0100953j -0.011573+0.00239863j -0.00570967+0.0165693j 0.000951334+0.00145617j -0.00125938-0.000477781j -0.0127229-0.0110324j 0.000498869+0.0135216j 0.00944628+0.0031423j -0.00992928-0.0134669j 0.00135783-0.0195421j -0.00505086-0.0218202j 0.0193313-0.00990431j -0.00828235-0.000894123j -0.00625279+0.0139127j 0.00516505+0.00547946j -0.00237257-0.00799946j 0.0012064+0.00575167j -0.0101661-0.00958804j -0.00576371-0.00216513j -0.00488668+0.0117146j -0.00113673-0.00616887j 0.00472582+0.00543505j -0.00455813+0.00116145j 0.000649802+0.00158869j -0.00599873-0.00479264j 0.00251338-0.00369981j -0.00481504+0.0031499j -0.00428855-0.000823624j -0.000355309+0.0123115j -0.00729577+0.00042103j 0.00777792-0.0080317j -0.00297978+0.00827876j 0.000684886+0.00275398j 0.00756633-0.00141294j 0.010318-0.00295881j 0.000837491+0.000759249j 0.00309334+0.00803828j 0.00552065+0.0122045j -0.00965229+0.0102499j 0.00967808+0.00515065j 0.00254323-0.0050193j -0.00405146-0.00498888j 0.000890476+0.00745033j -0.00736958-0.000904979j -0.00661562-0.00212522j 0.00290721+0.00311531j -0.00187532-0.00387909j 0.00419579-0.00251227j 
0.00461432+0.00355662j 0.000464985+0.00124814j -0.00105454-0.000959546j 0.00750646+0.00555865j 0.00822953-0.00290539j -0.000349252-0.00418267j 0.0158129-0.0106675j 0.00609343+0.000452026j 0.00265623-0.00278536j 0.0031061-0.00421843j -0.0164765-0.00665691j -0.000553498+0.00711196j -0.00781787-0.00224735j 0.00758556+0.00500869j -0.00629463+0.0138299j 0.00600341+0.0077661j 0.0036979+0.00246122j 0.000484869+0.00970976j -0.00560228+0.00255568j 0.0177577-0.00342624j 0.0028654-0.00722806j 0.0104299-0.0153147j -0.00573381+0.000371708j -0.00358932-0.00886626j 0.0111906-0.0110638j -0.00386087-0.00580599j -0.0111644+0.00471515j -0.000403676+0.00377149j -0.00118341-0.00331105j -0.00268793+0.00754805j -0.00139314+0.0189141j -0.0109538-0.000981857j 0.00427341-0.007828j -0.00649235-0.00177423j 0.00258989-0.00750419j 0.00914479-0.0138264j 0.00467782-0.00594926j -0.00296517+0.00987336j -0.00351967+0.00541854j -0.000873416-0.00391358j 0.012876+0.00617894j -0.0125695-0.00551298j 0.00834098-0.00715325j -0.00096357-0.00141748j -0.0070976+0.0181745j -0.00556445-0.00151125j 0.00491542-0.00518846j 0.00371851+0.00490541j -0.00606427+0.00781863j -0.000770768-0.000610876j -0.00253439+0.00197968j -0.000215011+0.0061332j 0.00276876+0.00124054j -0.0108345+0.00460133j 0.0126539-0.00673049j -0.000155197-0.00143666j -0.00761151-0.00417047j 0.00966353-0.00915267j -0.0139208-0.00267119j -0.0124241-0.00723186j 0.00864713-0.0106795j 0.000501458+0.00204231j -0.00123757-0.00153666j -0.00996336-0.00198594j 0.00493602-0.000926314j 0.00521284-0.00936954j 0.00213265+0.00156429j 0.000771886+0.00165773j -0.00469214+0.00596522j -0.00335853-0.000933236j 
-0.00298464-0.00200538j -0.000983635+0.000279066j -0.00115221+0.00420971j -0.00702751+0.00496988j -0.0106144-0.000274586j 0.00360476+0.00726071j 0.00154683+0.0037291j -0.0110521+0.00751597j -0.00457977+0.00343322j -0.00226427+0.0032318j 0.000242487+0.00911896j -0.0083649-0.0111294j -0.000718785-0.00786645j -0.0118221-0.00277651j -9.77122e-05+0.00211598j 0.0119561+0.0140461j 0.00582399-0.010141j 0.0110069+0.00381492j 0.00295625-0.00476472j -0.00494585-0.0113786j 0.00299853+0.00280145j 0.00594164+0.00597434j 0.0161638+0.00843535j -0.00390771-0.00258688j -0.00629451+0.00769969j 0.000550982-0.00233104j 0.00525558+0.00583298j -0.000362853-0.0051114j -0.00513389-0.00286288j 0.00239656+0.00059961j -0.00376696+0.00224842j 0.0116097-0.0216488j 0.000638977-0.00469778j 0.00467968-0.00167589j -0.00534665+0.0139097j -0.0152404-0.00578463j -2.97607e-05-0.00585149j -0.000989537-0.000209446j 0.000249184+0.00631054j -0.00658143+0.000898546j -0.00153934-0.00724012j 0.00682252+0.00822625j -0.0108602+0.00412048j -0.000713996+0.0034584j -0.000438194-0.0109177j -0.00342923+0.000435207j 0.00760827-0.0140812j -0.00468529+0.00180885j 0.00636446+0.00265306j -0.00509312-0.00425377j -0.00582661-0.00243821j -0.00679962+0.00350123j -0.0022732-0.00232012j 0.00288027+0.0134669j -0.0113169+0.00227668j 7.78633e-05-0.0106934j -0.00255015-0.0141653j 0.00258707+1.56996e-05j 0.00549735+0.00341774j 0.00736145+0.00193322j 0.00397995+0.00120655j -0.00298128+8.73243e-05j -0.000584125+0.00744294j 0.00707258+0.00197796j -0.00386925-0.00489135j -0.00277258+0.00500797j -0.00363213+7.09394e-05j -0.00278624-0.00234458j 0.0039719-0.00382289j 0.0012127+0.000562986j 
0.0104449+0.00376177j -0.00262492-0.0113121j 0.00413889-0.0132915j 0.0138136-0.00564002j 0.0138581+0.00728968j -0.00786086-0.0015342j 0.0205756+0.00722365j 0.0125128-0.00776788j 0.00795224+0.00963381j 0.00459424+0.0104351j 0.00660684-0.000520031j 0.00873296+0.00887526j -0.0052466+0.00724841j -0.0166169-0.000165824j 0.00126912-0.000144163j 0.00606712-0.0108571j 0.00553634-0.00606242j -0.00658591+0.00642242j -0.00855078+0.0112957j -0.00356349-0.0213137j 0.00251425+0.00827546j -0.00488569+0.002764j 0.00123852-0.0109564j -0.00653038+0.0121312j -0.0113947-0.00819565j 0.000646449-0.00674657j 0.00516873+0.00175479j 0.009411-0.00924767j -0.00590315-0.0146881j -0.00682378-0.00715858j 0.0139124-0.00701636j 0.00760687+0.00769931j -0.00269188-0.0138999j -0.00696816+0.00782563j 0.00640533-0.0031098j -0.00591399+0.00604048j 0.0068928-0.00476065j 0.00594641-0.00577473j -0.00552702-0.00224866j -0.012098+0.000673331j 0.0105339+0.00758852j 0.00542196+0.00544088j 0.00258231-0.00988584j 0.0031328-0.00231305j -0.0127372-0.000178674j 0.00103562-0.00779658j -0.00877549+0.0197163j 0.0214089-0.00766431j -0.0103794-0.00495035j 0.0055078-0.00247145j -0.00793099-0.0212947j 0.00136241-0.00453247j 0.000880124+0.00665958j -0.00308647-0.00974528j 0.00624384-0.00494238j -0.00818508+0.0069318j 0.007867+0.00771002j 0.000544607+0.000745453j 0.0112823+0.00468071j -0.00108057-0.00956278j 0.00977338-0.0104292j 0.0122454-0.0115261j 0.00299005-0.0237821j -0.0170128-0.00795191j 0.0146103-0.00568472j 0.00726033-0.000207073j 0.0216953-0.00108954j 0.00309186+0.0121412j 0.000760387+0.00201315j -0.00298873+0.00640448j 
0.00264924+0.00113716j 0.00228871-0.000864211j -0.00470402+0.00407646j -0.00621319+0.00419628j 0.00833957-0.0059736j 0.00573637+0.0018465j 0.0102667-0.001461j -0.000227516+0.011413j 0.00940416-0.00376082j 0.00402002-0.000479187j -0.0080952+0.00347299j 0.0118648+0.00168298j 0.00201575-0.00357467j 0.00297996+0.0127361j -0.00342013-0.000932297j 0.00536224+0.0157637j 0.006881+0.000466j -0.00249174-0.00611665j -0.0147364+0.00713794j 0.00829679+0.00610496j -0.00914622-0.000545569j 0.0106032+0.0085484j -0.00952406+0.00346965j -0.00863435+0.0064512j -0.00317349+0.00484493j -0.0146397-0.00670038j -0.0149132+0.0180355j -0.00266711+0.00663399j -0.0139088+0.00626973j -0.00360663+0.00939271j 0.0160241+0.0235942j -0.00961182+0.0111472j 0.000108887-0.00873541j -0.00531573+0.00129308j 0.00236202-0.00395706j -0.00213658-0.00129564j 0.00636029-0.00698745j 0.00605795-0.0027123j 0.000812877-0.000588657j -0.0217075+0.00681059j 0.0136922+0.0156764j -0.000569853-0.00865138j 0.00612172+0.0109834j -0.00215594+0.00488191j 0.000301018-0.00250875j -0.0013796+0.00504552j -0.00711676+0.00468965j -0.00919372-0.00704858j -0.0201761-0.00410005j 0.0044283+0.00893658j 0.0083697+5.24493e-05j -0.0102228-0.00354333j 0.00179374+0.00263121j 0.00056139-0.0153134j -0.0014844+0.00309016j -0.00210256+0.0117658j -0.00274913+0.00946224j 0.00251556+0.0153502j -0.00961944+0.000259189j -0.00748239+0.0059787j -0.0107936-0.00108685j -0.00456162+0.00426251j 0.00201549+0.00185448j 0.000462832-0.000975817j 0.00435807+0.00701153j 0.0042022-0.00710063j -0.00240795+0.000657735j -0.00195751-0.000966866j -0.00293367+0.00206022j -0.00288701-0.00330684j 
0.0051608+0.00094714j -0.00350125-0.00656276j 0.000631101-0.00154915j 0.0117215-0.00844966j 0.00358699+0.00703818j -0.0126752-0.00977749j 0.00886372+0.00728035j 0.00866241+0.00151027j -0.00560013+0.0131883j 0.00857742-0.00633004j 0.0121103+0.00657305j 0.00453807+0.00813437j -0.00246192-0.00695835j -0.0158592-0.0030078j -0.000585904-0.00016582j 0.00376438-0.012512j 0.00672498+0.00211809j -0.00172533+0.00545339j 0.0116134+0.00588528j -0.00638559-0.0108917j -0.00297656-0.00206655j -0.00461445-0.00229735j -0.00998033-0.0120426j -0.00536979+0.00599511j 0.00166104-0.00597047j -0.00526578-0.000917213j -0.000826364-0.00992496j 0.0102686+0.00594855j -0.00607203+0.00423293j -0.000994318-0.00932886j -0.0075987-0.0169723j 0.00982557-0.00490785j -0.000147661-0.00275603j 0.0025223-0.00130522j -0.00824931-0.00151381j -0.00306689+0.00406026j 0.000155355-0.00502554j 0.00386822+0.000915873j 0.00217695+0.00462262j 0.00151454+1.59315e-05j -0.00118293-0.00589325j 0.0026123+0.0182304j 0.00534314-0.00747325j -0.00611802-0.00529787j -0.0140629-0.00141732j -0.00134533-0.0112556j -0.0115424-0.00582774j 0.0124377+0.000935968j 0.00915255+0.00356271j 0.00140652-0.0137316j -0.00442661+0.000722141j 0.00938431-0.000906793j -0.00341641-0.00783135j 0.0083855+0.00380974j -0.00178668+0.00149987j 0.00984391-0.00893168j 0.00656822-0.00426773j -0.00288845-0.0122492j 0.0200332-0.00617547j -0.00818016-0.00115905j 0.00539804-0.00146876j 0.0045774-0.00716852j -0.00265572-0.0122399j -0.0104064-0.00590585j 0.00816882-0.00602317j 0.000348956-0.00397869j 0.00980588+0.00460933j 0.000491361+0.0111189j 0.00128425+0.000553801j -0.00187617+0.00495364j 
-0.00276889-0.00124604j 0.0033558+0.000904805j -0.00308843+0.00948508j -0.00860106-0.00637688j 0.00251505+0.00519857j -0.00502041+0.00253611j -0.00740977-0.0144107j -0.010097+0.0142488j 0.00208095-0.00681991j 0.0165614+0.00244986j 0.00271534+0.0166105j -0.0254873-0.00669386j 0.00144223-0.0146925j 0.00209567+0.00847604j -0.00877212-0.00402755j -0.00156922-0.00693709j -0.00861055-0.0106722j -0.0111931-0.012844j 0.00738836-0.00100812j -0.0117221+0.0114307j 0.00155438+0.0020111j -0.00572304+0.0108517j 0.000449715+0.00250195j 0.00244543+0.00302622j -0.00717573+0.0102934j -0.00192952+0.00345j -0.00840555-0.00773996j 0.00776311+0.00633531j -0.00668131+0.0157895j 0.00139879-0.0052544j 0.00107904+0.0135776j 0.00479008-0.0077865j 0.0111113+0.00944213j 0.00221939+0.00617089j -0.0131181+0.0058248j -0.0051218-0.00312022j 0.0168722+0.00984333j -0.00174113-0.00322321j 0.00217755-0.00356986j -0.00954243+0.0088002j 0.0081364+0.00328664j -0.0096222+0.0162849j -0.0128032+0.00328595j -0.001288+0.00372376j 0.00344798-0.00370699j -0.00168478-0.00870378j 0.00293323-0.0197566j -0.00233001-0.00885692j 0.0123956+0.00969865j -0.00462385-0.0037232j 0.00628146-0.00560622j 0.0098382+0.012752j -0.00705668-0.00519841j -0.000701632+0.0130714j 0.00664759-0.00758456j -0.00425218-0.00976742j -0.00366514-0.000765149j 0.00484117-0.00296814j 0.00748819-0.00177378j 0.000839273+0.00589601j -0.00489882-0.000309567j -0.00435192-0.0177546j -5.95633e-05+0.0116669j 0.0216856+0.00922082j -0.00357-0.000476892j -0.0030603+0.00894037j -0.00926268+0.0052205j -0.00435309-0.0109629j 0.00513263-0.00491699j 0.00234067-0.000743829j 
-0.00299467-0.000696496j 0.000504009+0.00294032j 0.000528947-0.0124371j 0.00388993-0.000628836j 0.00260409+0.00438145j -0.0070366+0.00826827j 0.00389167-0.00200134j -0.000655043-0.0114002j 0.00725047+0.000156605j -0.00237235-0.0121421j 0.00987445-0.00989943j -0.0122714-0.0034456j 0.00716259+0.00715659j 0.00398109-0.0141782j 0.0051469+0.000473436j -0.00261043+0.00330258j -0.00335753-0.015834j 0.0173648-0.0104321j 0.0156155+0.00291964j -0.00227239-0.00633885j 0.00297571+0.0015157j -0.00344868+0.00311354j 0.00533496+0.00055284j 0.0107934-0.0210345j -0.00522033+0.0122625j 0.0104772+0.00313525j 0.000271956+0.00465164j 0.0146713-0.0129255j -0.00737178-0.00922781j 0.00376972-0.0063199j -0.00223567-0.00865548j 0.0152463+0.00385533j 0.00229305+0.00948933j -0.00430058+0.00350753j 0.0115547+0.0142092j -0.00234126-0.0145997j -0.0146592-0.00774j -0.00429726+0.0178591j 0.0105793+0.00324047j 0.00302608+0.000666286j -0.00679168-0.0107099j -0.00373419-0.00161137j 0.00597871+0.000687972j -0.00379574-0.0179246j 0.002179-0.0111851j -0.00686245+0.00319514j 0.00417417-0.000310411j 0.00406503+0.00356436j 0.016313-0.0034231j 0.00464065-0.00159538j -0.00549836-0.00479329j 0.00461924+0.000609846j 0.00106822+0.00208865j 0.00280944+0.0117862j -0.00323382+0.000979607j 0.00495268-0.0134501j 0.000426571-0.00662336j -0.00211081-0.00212179j 0.00290832-0.00978186j -0.00337751-0.0148184j 0.022487+0.00850552j -0.00255751+0.00071035j -0.00606881-0.00187587j -0.000840763+0.00362636j -0.00430369-0.00178307j 0.00650588+0.0149859j 0.00817653-0.000643745j -0.00185318+0.0010664j 0.00761531-9.12584e-05j -0.00183602+0.00346444j 
-0.00247964-0.00134296j 0.00121434+0.00266408j 0.00116399+0.0126675j -0.0105316+0.00268221j -0.00417619-0.00542052j 0.00818069-0.00688381j -0.00349086-0.0122246j -0.00298353-0.00679789j -0.0214371-0.00682598j -0.00156591-0.0013988j 0.00149883+0.00112307j -0.0165283+0.00327675j 0.00516715-0.0081939j -0.00385369-0.000711634j -0.000619183+0.00159109j -0.00102075+0.00674629j 0.000874634-0.0147221j 0.00689711-0.0106455j 0.00829996+0.00852713j -0.00331946-0.00651401j 0.00787669+0.00896531j -0.000588109+5.23824e-05j -0.0175515-0.00731062j 0.00386672+0.015302j 0.0150317+0.00423649j 0.00837663+0.00165923j 0.00833758-0.0124125j 0.00293752-0.00297318j -0.0028608-0.00455761j -0.00675456-0.000768456j -0.0159287+0.00121084j -0.00606939+0.00326794j -0.000569527+0.00605956j 0.00746283+0.00305165j -0.00493324-0.000817759j 0.00160707+0.00762374j 0.00881015-0.000568421j -0.00211664-0.00186964j -0.00428632+0.0158938j -0.0110427+0.000544389j -0.00214996-0.0141737j -0.00994768-0.0101562j -0.0115578+0.00147865j 0.00820379-0.00877732j -0.00491828-0.00204122j -0.00639185+0.00134285j -0.008816-0.0131279j -0.0183973-0.00395241j 0.0113722+0.000583935j -0.00841079+0.00876521j -0.00455891+0.0117354j 0.0113262+0.000947811j -0.00982639-0.0176348j -0.00530872+0.0118464j -0.00390068-0.00417567j -0.00876253+0.000202674j -0.015365-0.0095536j 0.000478567-0.0179587j 0.00473787+0.00517108j -0.00136639+0.00876078j 0.0117446+0.00165447j -0.00335965+0.0139824j 0.00278+0.0160974j 0.0106915+0.00971685j -0.0084843-0.00556163j -0.0133527-0.0100256j -0.00697449+0.00142419j -0.00381637-0.00331268j -0.00393447+0.000992022j -0.000108853-0.00452749j 
0.00153227+0.00152195j -0.000933981-5.02906e-05j -0.000260668-0.00223893j 0.00223265-0.0013698j -0.000503496-0.0020317j -0.00737703-0.00824474j 0.00590294+0.00335385j 0.000532891-0.0069321j -0.00235578-0.00260639j -0.00467417-0.00767864j -0.00537279-0.00245748j -0.000293883+0.0166848j -0.00272129-0.00470057j 0.00300447-0.00144557j 0.0103374+7.02289e-06j -0.00423565-0.00357016j 0.00918796+0.00295445j 0.00563787+0.00978957j 0.0016834+0.00459518j 0.000838734-0.00106168j 0.00985261+0.00405317j -0.00275746-0.015586j -0.00608597-0.00322125j 0.00157073+0.000302991j 0.00179953-0.00902434j -0.00409955+0.00024879j 0.00146047-0.00197224j 0.00305701+0.000778492j 0.00447043+0.00558216j 0.00174843+0.00446651j -0.00453369-0.00245647j -0.00206987-0.00608088j 0.000507024-0.00286554j -0.00952095-0.00714227j -0.00162899-0.000326676j -0.00119472+0.00859836j -0.00145525+0.00159674j -0.00398326+0.00104228j 0.00762443-0.00160069j 0.00290523-0.00363315j 0.00834976+7.94649e-05j -0.00419661+0.00316703j -0.00600423-0.00202434j 0.00140232+0.00146963j -0.00217652+0.00338049j -0.00430348+0.00435106j -0.00396997-0.00430761j 0.00418525+0.00511744j 0.000944534+9.79988e-05j -0.00429628+0.00337145j -0.00691263+0.00440566j 0.00202429+0.00437037j -0.00393155-0.00459868j -0.000839909+0.00565792j 0.00723027+0.00351536j 0.000523233-0.01184j -0.00112207-0.00285393j -0.00138225-0.00821058j 0.00012389-0.00168893j -0.0102533-0.00410452j 0.0135326-0.00653399j -0.00551718+0.00577473j -0.00307264+0.00525661j -0.00911084-0.00210109j 0.00260339-0.00351872j 0.00268323-0.0109395j 0.00466521+0.000561344j -0.00283892+0.00299769j -0.00292544+0.00352076j -0.00320854+0.00102617j 
-0.00858377-0.0060586j 0.00738945+0.0101384j 0.0111421+0.0187732j -0.0244543-0.00334156j -0.00749896-0.0269598j 0.00324495+0.00076109j -0.0221443-0.0155015j -0.0140759+0.00534337j -0.00225822-0.0139556j -0.00591447+0.0048024j -0.00749904+0.00128022j -0.0244031-0.0103194j 0.00369185-0.00159966j -0.00341787+0.00123983j -0.0177723+0.00583612j -0.00319844+0.0129907j 0.000449474-0.0130733j -0.00413155-0.0102482j 0.000402361-0.00954151j -0.00312022-0.00989029j -0.00539529-0.00588836j 0.0191008+0.00309468j 0.00604343+0.00690231j 0.00932648-0.0102137j 0.00861256+0.0238615j 0.00744271-0.0108373j -0.00726176+0.0110726j 0.00489846+0.000800742j 0.00570278+0.00207304j -0.0079742+0.014072j 0.0157267+0.0201326j -0.00426685-0.0241783j -0.00565935+0.00770283j 0.00884467+0.0134887j 0.000934902-0.00456211j 0.00707432+0.00766311j 0.00610821-0.00821423j -0.0117405-0.00139026j -0.00186681-0.00243583j -0.00691188+0.0186632j -0.00910411+0.0159131j -0.00223605-0.0158514j -0.00688321+0.0181338j 0.00182377+0.0115073j 0.00839959-0.00922662j -0.000282909-0.0155589j 0.0302154-0.0182403j -0.0138062+0.00498275j 0.00701257+0.00535686j 0.00293944+0.013742j 0.00833409+0.0216883j -0.010683+0.00346103j -0.00365975+0.0114949j 0.00414972+0.0181695j 0.0018365-0.011344j 0.00215783-0.00391478j -0.022153-0.0112172j 0.0119821+0.00853139j -0.0086287+0.0115918j 0.00506328+0.00303308j -0.0111875+0.00989154j -0.00414075+0.00698173j -0.00539133+0.0231063j 0.0297843+0.00815464j -0.0105007+0.00881166j -0.0270629-0.00126588j -0.0229476+0.00207044j -0.00667124-0.0197187j -0.00208723-0.00591385j 0.00947987-0.00924278j 
0.00293094+0.00164731j -0.00564591-0.00389812j -0.00829418-0.0062895j -0.00098258-0.00897487j -0.0120679+0.014371j 0.00983429-0.0213647j 0.00964363+0.0116241j 0.00382317+0.000756029j -0.00497719+0.00483345j 0.00892487+0.00290295j 0.0158014-0.00655691j -0.00208756+0.0153626j -0.0203684-0.00147973j 0.00417781+0.000201009j 0.00590045+0.00332601j -0.0129192-0.00264613j 0.0059582-0.00219413j 0.00188496+0.0105241j 0.000693105+0.00706325j -0.000652673-0.013227j -0.00566208+0.000536041j -0.0176675+0.00831289j -0.0168796-0.0128772j -0.00488752+0.0141277j 0.00327122-0.00929362j -0.0112425+0.00950128j -0.0111954-0.00639649j 0.00232934-0.0077044j 0.00154336+0.00879894j -0.00237794-0.00965063j 0.0110315-0.0140468j 0.0139647+0.0185893j -0.00786043-0.00380312j -0.00903959+0.0055606j -0.00013152-0.0140154j -0.0105711+0.00597778j 0.0026533-0.000866069j 0.00922265+0.000783209j 0.00428445-0.00102086j -0.00510186-0.00634054j 0.0150681+0.0124899j -0.00198094+0.00674557j 0.00593761+0.00149308j 0.00124315-0.00392992j -0.0162049-0.000225975j 0.000700797+0.00172338j -5.62353e-05+0.000233658j 0.00861657+0.00765635j -0.0131071-0.0144055j 0.00418604-0.000925333j -0.00371591+0.000692113j -0.00926588-0.00669432j -0.00296535-0.00900472j -0.0100601-0.0134484j 0.00659585-9.38295e-05j 0.0154983-0.00505143j 0.00539973+0.000836688j -0.0146588-0.000355539j 0.0108155-0.0125842j -0.00502168+0.00304162j 0.00398671-0.0089696j -0.00412578-0.00548622j -0.00479227-0.00324939j -0.0201051-0.0120224j 0.0116292-0.012283j -0.00137291-0.0116037j -0.00227415+0.00430139j -0.00270052-0.00165124j -0.00109999+0.00305686j -0.00332992+0.00336891j 
-0.0117426+0.000352949j 0.00905056+0.0129859j -0.00542659+0.00285838j -0.0103872-0.0114291j -0.0112233-0.00171731j 0.00367018+0.00448898j -0.0329678-0.0153097j -0.003224+0.00683422j 0.0129578-0.021938j 0.00642956-0.00690931j 0.0151008+0.00478251j -0.0101984-0.0106495j -0.00736531+0.00400052j 0.0107036+0.0194861j -0.00403672-0.00113041j 0.00215295-0.0134956j -0.0232211+0.00627952j 0.00168962-0.00959433j 0.00379786+0.00497424j -0.00892981+0.00121624j -0.0153796-0.00169803j -0.0144144+0.00725131j 0.00919595-0.00989771j 0.0171898+0.0150053j -0.00493854+0.0144387j 0.0026927+0.0217194j -0.00565399+0.0109415j 0.0174789+0.00571253j 0.00163453+0.01664j -0.00772312-0.0273826j -0.00643132+0.00860235j -0.00560199-0.00826089j 0.00929572+0.0122697j 0.00709838+0.00311594j -0.0069597-0.000900796j 0.00655661-0.00844621j 0.00632392+0.0157537j -0.00851013-7.08903e-05j 0.0087778-0.0139512j 0.0144654-0.0127785j 0.00572124+0.0104095j 0.00806432-0.00225201j -0.00719489+0.0265431j -0.0051342+9.17398e-05j -0.0019578-0.0107636j 0.015026-0.00291337j 0.0137394-0.0130197j 0.0225651-0.00376601j 0.0107918-0.0010875j 0.0145591+0.00452267j 0.00451169+0.00779699j -0.00161173-0.00765495j 0.00794184+0.00424541j -0.000711234+0.00090237j -0.0024469+0.000877584j -0.00405566+0.00414136j -0.0023636-0.00304072j 0.000861862+0.0236549j -0.0105703-0.00685858j 0.0104141+0.00220934j -0.0149947+0.00902955j 0.00333725-0.0102574j -0.00512704+0.00855177j 0.0246508+0.0106586j -0.00100153+0.0112012j -0.00841205+0.00408542j -0.0171992+0.00493515j -0.00810307-0.0122068j 0.00295913-0.00432954j 0.00523582-0.00188425j 
