0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
-0.00346211+0.0114885j 0.00260363+0.00356488j -0.011777-0.00840217j -0.00989989+0.0113177j 0.000826234+0.00246196j -0.00279551-0.00431184j -0.00326687-0.00501463j 0.00417951+0.000983351j -0.000962633+0.00644501j -0.000950228-0.00676497j -0.00372313-0.0037449j -0.00648973-0.0163708j -0.00378973-0.00474478j 0.00153541+0.00187484j 0.0102589+0.000955439j -0.000821958+0.00325593j -0.00189727+0.00149302j -0.00438835-0.00798954j 0.0168022-0.00212567j 0.00723676+0.0020638j -0.0063757+0.00437575j 0.00428403+0.00947236j -0.00755372+0.00181877j -0.00232942-0.000644697j 0.0107693-0.00137285j -0.00200922-0.00442327j -0.00406255+0.00542336j 0.00610999+0.000589598j -0.00454249-0.00277573j 0.000271059-0.0030179j -0.00297508-0.00887152j 0.000691751-0.00391399j 0.00565143+0.00257859j 0.00100966-0.00334125j 0.000486446-0.0023155j 0.0102872+0.00427134j -0.0130175+0.00359888j 0.00686378-0.00677568j -0.000916712+0.00629069j -0.00148942+0.00829217j 0.00574936-0.00369566j -0.00391625-0.00720737j 0.00374891-0.00178162j -0.0119344-0.000987126j -0.00164326-0.00306239j 0.0180954+0.00040439j -0.00029117-0.00763894j 0.0038984-0.00468363j -0.00309701-0.00431528j -0.0199528-0.00679688j 0.00157916-0.00458644j 0.00879414-0.00517805j 0.00582071+0.00347545j -0.000262761+0.00353418j -0.00497396-0.00344697j 0.00405301+0.00464926j 0.00302312-0.00847114j -0.00988974-0.00402923j 0.00467333-0.00539423j -0.00329599+0.00988128j 0.00441471-0.00447114j -0.00299927+0.00397774j 0.00208864+0.00196617j 0.00625389-0.00330717j 0.00238344+0.000790379j -0.00771652-0.00323394j 0.000986213+0.0106919j -0.00208239-0.00364535j -0.00474198+0.0067102j -0.00174884-0.00538519j -0.00691271+0.00256679j -0.00529739+0.00887372j 0.00106427-0.00185278j 0.00414697-0.00720158j -0.00581902+0.00884811j 0.000681555+0.000934192j -0.00908194-0.014517j -0.000279009-0.00313327j 0.00104002-0.0030421j -0.00310786+0.00338781j 0.00213827-0.000843639j 0.00117514-0.0109528j 0.00138559-0.00266025j 0.00936863+0.00179605j 0.00794431-0.0078365j 0.00161274-0.00339303j 0.000414334+0.00233534j -0.000161352-0.000612684j 0.0135094+0.00358811j 0.00323815-0.00484999j -0.00562006+0.000245918j -0.0157203+0.00251618j 0.00916449+0.0168497j -0.00153225+0.0120093j -0.00815786+0.00230076j 
0.000915095-0.0050892j -0.013381+0.003814j 0.000731264-0.0101622j 0.0138603-0.0157286j -0.00647003+0.00193773j -0.00326353+0.00889304j -0.00350299+0.00220624j 0.00138628-0.00178124j 0.00166062-0.00507115j 0.00300559+0.00761198j 0.00830043+0.00343565j -0.00551007-0.000777924j 0.0103157-0.001722j 0.00132434-0.00630947j -0.00554655-0.00230553j -0.00240805+0.00715786j 0.000688457-0.00350176j -0.00370665+0.00863542j 0.00115357-0.00581719j -0.00531508-0.00281109j 0.00462462+0.00274641j -0.00329098-0.00265484j 0.00320954-0.00635531j -0.00231384-0.00611952j 0.00700502+0.000201684j 0.00670403-0.00790878j 0.00464451-0.00328272j 0.0119362-0.000755011j 0.00775662+0.0168008j -0.000365278+0.00235723j 0.00452876+0.00813726j -0.00271834-0.0137642j 0.00370298+6.18174e-05j -0.00528748+0.00110666j 0.00433015+0.00970641j -0.0012675-0.000806708j 0.00494283+0.00952295j 0.00184112+0.0128927j 0.0048391+0.00471528j -0.000947129-0.00708787j 0.000383165+0.00560315j 0.00944715+0.00747505j -0.0088743+0.00306861j -0.000244624+0.00721844j -0.000181099-0.00153231j -0.00248186+0.000251046j -0.00770678+0.00880902j -0.000681149-0.000167985j -0.00373384+0.000192945j 0.00243211+0.00390372j 0.00270366-0.0121293j -0.00295714+0.00708317j 0.00401884+0.00220324j 0.0105613+0.00114304j -0.00403438-0.00946098j -0.0025255-0.000613578j 0.00320167+0.0134459j -0.00227172-0.0051576j -0.00821588+0.0101722j -0.0059548-0.00195353j -0.00193654+0.00627244j 0.0040935-0.00145504j -0.00316942-0.0032245j -0.00350385+0.00669691j -0.00183791-0.00421469j 0.00230751+0.00293694j -0.0051827-0.00466273j -0.00235977+0.00212296j 0.0075926-0.000137481j 0.00134503+0.00886866j 0.00692233-0.000462069j 0.00620386-0.000691837j 0.00491449+0.000219761j -0.0021624+0.00363545j -0.000318917-0.000816777j 0.00614253+0.00497397j 0.00978107+0.00965249j 0.00357063-0.00344916j 8.62013e-05-0.00751011j -0.00277137+0.00190556j 0.00478673-0.00808111j -0.00380583-0.00787059j 0.00522072+0.00425855j 0.00523274-0.00092249j -0.00757364-0.000449219j 0.000120803+0.00422522j -0.00599023-0.00274737j -0.00615215-0.00514573j -0.00433439-0.00681531j -0.00174744+0.00666411j 0.00523612-0.00185912j 0.0118605+0.0023801j 0.00246252-0.0087823j -0.00825218-0.0074615j 0.00483477-0.00921604j 
0.00525987+0.00588133j 0.000227297+0.00602203j -0.00604021+0.00421849j -0.00492496-0.0165688j -0.00265797-0.000956034j -0.000661531+0.00214627j -0.0113342-0.00652892j 0.00113106-0.00073772j 0.0012217-0.00942433j 0.00211244-0.000452482j -0.00533731-0.00267851j -0.000377707+0.0011728j 0.000439462-0.00117876j 0.00269567-0.0062516j 0.00187187+0.00238603j -0.00541344-0.00213565j -0.00170027+0.000520991j -0.0084129+0.00150727j 0.00660169-0.00602908j -0.000269989-0.00576824j 0.00141761-0.00194591j 0.0108309-0.00102257j -0.00265646+0.00272094j 0.00597608+0.0044063j -0.00243445-0.00119201j -0.00449379-0.00483779j -0.00429671-0.00490292j -0.00792877+0.00291631j -0.00713701-0.0061499j -0.00268104-0.00367678j 0.00310939-0.001493j 0.00247749-0.00491541j -0.00567256-0.00150587j -0.00113115-0.00626037j -0.00764501-0.00160196j -0.00192272+0.00263981j -0.00796953+0.00259382j -0.00127382+0.0008147j -0.000229446-0.00217438j 1.17553e-05-0.00200786j 0.00380268-0.0079592j -0.0123703+0.0029336j -0.00393184+0.00925896j -0.00629035+0.00738244j -0.000187557+0.00937959j -0.00235268-0.00341407j -0.00288148-0.00948388j 0.00167537+0.00641148j 0.00180254-0.00123888j 0.00991504-0.00684861j 0.000148634+0.00481033j 0.00321029+0.000301488j 0.00937868+0.0141123j -0.00285506-0.00383019j -0.000682351-0.00460822j -0.00440024+0.00824538j -0.00399896+0.00210993j 0.00552118-0.00179002j 0.00734243-0.00403388j 0.00400268-0.0089458j -0.0040068-0.00331834j -0.00270365-0.00264041j -0.00429724-0.00340141j -0.003655+0.00034915j -0.00291819+0.000670876j 0.00191876+0.00132064j 0.00127821-0.00264894j -0.00105023-0.000803517j 0.00143389+0.00481356j 0.00382213-0.00755637j -0.00306194-0.00161406j 0.000796231+0.00356246j -0.00527383+0.00753061j -0.00064057-0.00136524j -0.0054391+0.00625506j -0.00143185+0.00309644j 0.00495262+0.00339639j 0.01007-0.00603818j -0.00690167+0.00146523j 0.00324336+0.00351629j -0.000401733-0.00401909j 0.00286898+0.00165916j -0.00185785-0.00128075j -0.00648952+0.00647842j 0.00143199+0.00354845j 0.000704021+0.00195972j -0.00270859-0.00529041j -0.00325895+0.00485767j -0.000385668+0.00341632j -0.00189262-0.00635093j -0.00342608+0.00301996j 0.00374707-0.000291516j 0.00354587-0.00217275j -0.00151473+0.00206094j -0.000371969-0.0015276j 
-0.0111559-0.00735138j -0.0127957+0.00690128j 0.013751+0.0125051j 0.0181035+0.00318704j 0.00727639+0.000626058j 0.00496648-0.0138043j 0.00113686-0.00772431j -0.00872321-0.00255099j 0.00146801-0.0122106j -0.0133683+0.00413759j 0.00450307-0.00468525j 0.000160091+0.000902805j 0.00237488-0.00146281j 0.0028231-0.0062975j 0.00241233+0.00638066j -3.3442e-05+9.68937e-05j -0.00373392+0.000681064j 0.00259586-0.00434149j -0.00419767+0.00157112j 0.00148506-0.00258056j -0.00179275+0.00392339j -0.00324614-0.000298195j -0.00118213+0.00182241j -0.0128543+0.0068336j -0.00456438+0.000267097j -0.00493036-0.0103681j 0.012929-0.000854385j 0.00414655+0.0093826j -0.00141668+0.0123726j 0.0120469-0.00466045j -0.00902278+0.000148054j -0.00302772-0.00694719j 0.00809355-0.002039j -0.000742888+0.00294054j -0.0131284-0.000582073j -0.00388367+0.000635448j -0.000366118-0.00299529j -0.0082359-0.00417815j -0.00488674-0.000913614j 0.000199873+0.00192482j -0.00515283+0.00318413j 0.008742+0.00386442j 0.005648+0.00517689j -0.00784054+0.00222284j 0.0139124-0.00724417j -0.0044903-0.00167878j 0.00456973+0.0050702j 0.0114335+0.0114495j 0.00934516+0.00509857j -0.00723552-0.00358287j 0.00128546-0.0155486j -0.000332181-0.000585939j 9.31221e-06-0.0024194j -0.0049622-0.000907064j -0.00800194+0.000751502j -0.000656427+0.0114654j -0.00191956-0.0105115j -0.0146801-0.0027799j 0.00315135+0.00995103j -0.00598721+0.00467376j 0.00984002-0.00473143j -0.00356366+0.0121428j -0.00387498+0.00540877j 0.00760944+0.00433414j 0.00843752-0.00114029j -0.00311963-0.00662543j -0.00360128-0.00651111j -0.0125375-0.0051858j 0.0136509-0.00206907j 0.000248438-0.00184556j 0.00336886-0.00918328j 0.00751797+0.00358117j 0.00149316+0.00665157j -0.000321088-0.0062269j -0.00133145-0.0102732j -0.00858175-0.0055884j -0.00321387-0.0060161j 0.00239955-0.0103213j 0.00304189-0.00324014j 0.00783983-0.00154845j -0.013818-0.00506487j 0.0114496-0.00840483j 0.000389499-0.00659516j 0.00992731+0.00856739j 0.0045511-0.00134872j 0.011629+0.00010897j 0.00729435-0.0163177j 0.00492617-0.0041526j 0.00692978-0.00141864j 0.00417354-0.0137539j -0.00724121-0.00440561j 0.0187196+0.0124601j 0.0131028-0.0142857j -0.0127927-0.00194988j 0.00261575-0.0130187j 
0.00159432-0.0036853j 0.00550137+0.0112656j -0.00620845+0.0127774j -0.0145086+0.000669058j 0.00776709+0.00547433j 0.00195805-0.00137391j 0.000345948+0.00275291j -0.0084741-0.00600913j -0.00659773-0.00231143j -0.000279295-0.00172041j -0.000469702+0.00237305j 0.00129739-0.00132853j -0.00105729-0.00329497j 0.00164455-0.00577212j 0.00375611-0.00167044j -0.00118251-0.00142488j -0.00102299+0.00296711j 0.00435866-0.00188376j -0.000770579-0.00321255j 0.00460084+0.00251396j -0.00456775+0.00137153j -0.00225959+0.0087578j -0.00647781+0.0114512j -0.00136603+0.00473969j 0.00259984-0.00684001j -0.00156759-0.00310309j -0.00286926-0.00222338j -0.00306965-0.00443359j 0.00270549-0.0092225j 0.00538715-0.00328297j -0.00554085-0.000218816j -0.00348272-0.00498381j -0.00331597+0.00403034j -0.000767315+0.00429005j 0.0056531-3.29069e-07j 0.0118399-0.00240457j -0.00531748-0.000863228j -0.00308742-0.00956755j 0.00412371-0.00727228j 0.00595723-0.00293943j 0.00444712-0.00378123j 1.7516e-05+0.000689149j 0.00118748+0.0105345j -0.0027393-0.00194047j -0.00240829+0.000718328j 0.00871544-0.00381469j 0.000567541-0.0027923j 0.00221677-0.0104473j 0.00512985-0.00318808j -0.00595104-0.00133463j -0.000528751+0.00175312j 0.00437563-0.0118597j -0.00316336+0.000357541j -0.00458639+0.00845341j 0.00516517+0.00300941j -0.00239118+0.00101582j -0.00409694+0.00662723j -0.0023351+0.00408029j -0.000309662+0.00825277j 0.00295463+0.00469479j 0.00319656-0.00304715j -0.00683049+0.00250803j -0.000240107+0.00230581j -0.00341592-0.00739016j 0.0053647+0.00332676j -0.0021622-0.00934638j 0.00255404+0.00137739j 0.00180943-0.00442297j -0.00447264-0.00183679j -0.00719841-0.000559919j -0.00680767-0.00114869j 0.0021447-0.00363788j 0.00025521-0.00279535j 0.00671365-0.00572487j -0.0024251-0.00498387j 0.000223358-0.00330511j 0.000890677-0.00373316j -0.0054902+0.00802717j -0.00322186-0.00249961j -0.0017487-0.00101958j 5.76948e-05+0.00672575j 0.00144144-0.00110516j -0.00278831+0.00100102j 0.00212984+0.00176316j 0.00699402+0.00132586j 0.00411516-0.000683931j -0.000157195+0.00665824j 0.000419428-0.00426695j 0.00453386+0.00751778j 0.00169432-0.00739633j -0.00580303+0.00112123j -0.0047699+0.00686758j 0.00736753+0.00221802j -4.15181e-05+0.00326013j -0.000143863-0.000121644j 
-0.0163608-0.015803j -0.00829874+0.000153256j 0.0097498+0.0101826j 0.0165781+0.00973939j 0.00935048-0.0121873j -0.0107868+0.00146778j 0.00731265-0.00546333j -0.0039186+0.00634631j 0.00292065+0.00494999j 0.000842221-0.00332803j 0.0110655+0.00539562j 0.00503854-0.0063242j 0.00902887+0.000319882j 0.00290154-0.00297653j -0.00891225+0.00516115j -0.00254872+0.0030367j 0.00119913-0.000725041j -0.00137904-0.00404762j 0.00316696-0.00164501j -0.0053561-0.00499666j 0.00352029+0.00674912j 0.00086703-0.00732091j -0.00930425-0.000343068j 0.0019066-0.000606546j -0.00363186+0.0101708j -0.00254058-0.00103429j 0.00204221+0.0069054j 0.00641233+0.00117589j 0.00876358+0.00681961j 0.00697207+0.000379527j 0.00576061-0.00757856j 0.00380034+0.00245749j 0.00454384-0.002206j -0.00382578+0.00196816j 0.00822608-0.0131319j 0.00978842-0.0101012j 0.00625244-0.00138659j 0.00648158-0.00376115j -0.0101133-0.000947757j 0.000721342+0.00309961j 0.01064+0.00532846j 0.0119003-0.000925764j -0.00835476+0.00486635j -0.00567347-0.0118724j -0.00721904+0.00883416j -0.0065301-0.0058047j 0.00622035+0.00296209j 0.0044715+0.00340472j 0.00645735+0.00527837j -0.00413805+0.00514345j -0.00201887-0.0182915j 0.00509963-0.00446994j 0.00165558-0.00286667j -0.00249785+0.0201486j -0.0134301+0.000621407j 0.0124421-0.00455114j -0.00041701+0.00354627j -0.00388275-0.0045141j 0.000362811-0.0041293j 0.00213227-0.000956174j 0.00400306+0.00187826j -0.00100789+0.00827833j -0.00386772+0.00415368j -0.0053866-0.000807915j -0.00142292+0.00945705j -0.00180727+0.00198233j 0.010638+0.000913068j -5.61743e-05+0.00686092j -0.0052442-0.0143116j -0.00903507-0.00625748j 0.00895145-0.00360398j -0.00291281+0.00328542j 0.00274307+0.00323366j -0.0086806+0.00741587j -0.00727113+0.00546538j -0.00221005-0.0126044j 0.00012803-0.00338736j -0.00923305-0.00295126j 0.0028193+0.00424472j -0.00726695+0.0115879j -0.00103002+0.00350798j 0.00105832-0.00825478j 0.0120282-0.00912575j -0.00840382+0.0026091j 0.0107343+0.0105854j 0.00942092-0.00550687j 0.00337298-0.00180399j 0.00547912-0.00528278j 0.00433587+0.00136116j -0.00733337-0.00949759j -0.00741452+0.00931398j 0.00385526+0.0110735j 0.00849912+0.00179765j -0.00958027-0.00341559j 0.00146851-0.0111043j 
-0.0123563-0.00946218j 0.00849393+0.00757734j -0.00132661+0.00653313j -0.00688351+0.0196554j 0.000215798-0.00820797j -0.00835616-0.0124945j 0.0160668-0.0055295j 0.00712251-0.00911474j 0.00962414-0.00182691j 0.00564989+0.00814511j -0.00580861+0.00509715j -0.00201211+0.0152046j -0.00400872+0.00179575j 0.00302024+0.00403815j -0.0055052+0.00577605j -0.00594188+0.00433362j 0.00597572-0.00698711j 0.00250254-0.00868532j 0.00806611+0.00494762j -0.000378467+0.0010153j 0.00305562+0.00501431j 0.00541891-0.00905857j -0.000860568+0.0035806j 0.00497713+0.000330087j 0.00457162+0.0135659j 0.00484577+0.000948688j -0.00695927-0.0040879j 0.00216966+0.000250058j 0.00382435+0.00411037j -0.000484105+0.00436329j 0.00238509-0.00318477j -0.000227056+0.00703542j -0.00360179+0.000503893j -0.00472549+0.0127019j 0.00493042+0.00637059j 0.005659+0.00153099j -0.000476074+0.000668195j -0.00249558+0.00148724j -0.0126301+0.0038662j 0.00127028+0.00519428j 0.0121431+0.00680719j 0.00536543-0.00186856j 0.0025783-0.00619402j -0.0086529-0.00149253j -0.0176915+0.0111524j 0.00843043+8.25651e-05j 0.0034697+0.00100972j -0.0060016-0.00278352j 0.0019134-0.00802765j -0.00288215-0.0104164j 0.0034294-0.0118405j 0.000548085-0.00573491j 0.0054082-0.00918196j 0.0054844+0.00085573j -0.00334023+0.00376197j 0.0060722-0.00952324j 0.00845025-0.00282462j 0.0044255+0.000770024j -0.0105725+0.000583507j 0.00873778+0.00302713j -0.000530651+0.000484484j -0.00435453+0.00394633j 0.00853708+0.000177835j 0.00347517+0.00280706j 0.00424727-0.00893365j 0.00121761+0.00586432j 0.00203953+0.00111424j -0.00589949-0.00106445j -0.00666328-0.00487743j -0.00678273+0.00414056j -0.00133232+0.00443195j -0.00342337-0.00386766j 0.00514218-0.00544787j 0.00291906+0.0093111j -0.000453074+0.00244336j -0.00756986-0.00611495j 0.00154449-0.00182761j -0.0112223-0.0126116j 0.0159048-0.00362538j -0.00950929+0.00168952j -0.00135181+0.00625995j 0.00025363-0.0124966j 0.0168988-0.0018894j -0.00538383-0.00863101j -0.00312284+0.00294499j 0.00235342-0.000868264j 0.00245708+0.000592211j 0.0115309+0.000463054j 0.00666027+0.00937458j -0.00847336+0.00324196j -0.000942212+0.0067257j -0.00601919+0.00957423j 0.00197655+0.00863393j -0.00642907+0.00867736j -0.00905581-0.00696689j 
-0.00880437+0.0126558j -0.00154815-0.00557399j -0.00447941+0.0099277j 0.0120541+0.00533197j 0.00331441-0.00857084j -0.0108022-0.00988199j 0.0155043+0.00235191j -0.00933844+0.000126139j -0.0114685+0.0063173j -0.0138833-0.00527272j -0.00366539-0.00107234j -0.000233445-7.32739e-05j -0.00900951-0.0013602j -0.00118914+0.00442214j 0.00346371-0.00339058j 0.00455473+0.00130055j 0.000610258-0.00223399j 0.00697934-0.00411126j -0.00216072-0.000243905j -0.00332786+0.00415771j 0.00110668-0.000157698j 0.00837197+0.000732216j -0.00775731+0.00254368j 0.00350512+0.00863801j -0.00839391-0.00159857j -0.00545548+0.00747725j 0.00629726+0.00805982j 0.00670916+0.00291869j 0.000757197-0.00429546j 0.00823467+0.00427017j 0.00526647-0.00448283j 0.00285965+0.00227156j -0.00258752-0.000250127j 0.0113395-0.00519033j -0.0023684-0.0139599j 0.0155338-0.00812749j 0.00237906-0.00316524j 0.00652471-0.00748009j 0.00170409-0.00460378j 0.00508478+0.000260461j 0.0113147+0.00235978j -0.00120264-0.00298216j 0.000325635+0.00306162j 0.00514621-0.00830173j -0.0090456+0.00338127j -0.000844081+0.000775626j 0.0121472-0.00790751j 0.00537723+0.00144576j 0.0141522+0.00625641j -0.00993684-0.00686484j 0.00558652+0.000874369j -0.00505369-0.00144479j -0.000888763-0.00518996j -0.00195661+0.0080772j 0.00629785+0.00795843j 0.00116557+0.0123744j 0.00501077-0.00383063j 0.00323834+0.000365362j 0.00291628-0.00915028j -0.0122494+0.00153372j -0.00922791-0.00228675j -0.00984487+0.00207345j -0.0119583-0.00202998j -0.000419058-0.00815946j 0.00965531-0.0105662j -0.00580099+0.00617098j 0.0109166+2.34486e-05j -0.00244211-4.28023e-05j -0.0124878-0.00307783j -0.00121244-0.0120809j -0.00314684+0.0021454j -0.00550571+0.00110138j 0.0003865+0.00101927j 0.00481128-0.00649215j -0.00197057+0.0011378j -0.00232825-0.00391061j 0.000130623-0.000154236j -0.00900499+0.00450052j -0.00227593+0.00936133j -0.00954322+0.00925722j -0.0151424+0.0044076j 0.000769978+0.00402648j -0.000491782-0.00985324j -0.0213215+0.0139177j 0.0207131+0.012458j 0.00221128-0.0126897j 0.00780133-0.00443566j 0.00444446+0.00491804j -0.00314462+0.0198455j -0.00377447-0.0162036j -0.0119231+0.00698312j 0.00208872+0.00239381j 0.00290854+0.00451768j 0.00339396+0.00699298j -0.00721512+0.00784715j 
0.00785679-0.0131362j -0.0101552-0.00894911j 0.00559379+0.00464608j -0.010296-0.0060781j -0.0072185-0.00497645j -0.00153661+0.0139326j -0.00881292-0.00393187j 0.00249786-0.00185041j -0.0158023+0.00294282j 0.00719208-0.00498611j -0.00206734-0.00267497j -0.00358002-0.00435356j 0.000462203-0.00213927j 6.39938e-05-0.000838113j -0.000748854-0.00192398j 0.00426822+0.00460505j -0.000852245-0.00106173j -0.00198331+0.0090411j -0.00488921-0.0135574j -0.00998978-0.00810175j 0.00247332+0.00368783j -0.00133377-0.0078851j -0.00433235-0.00371762j 0.00253402+0.00095976j 0.00272014+0.0085669j 0.00802162-0.00919905j -0.00825373+0.000906886j 0.00610398-0.00731755j 0.0086309-0.00520509j -0.0115306-0.00413787j 0.00743159-0.00528768j -0.00400086-0.00119495j -0.00654441-0.00301646j -0.0023711-0.00322767j 0.0028413-0.0144549j 0.00420645-0.0052142j 0.0107663+0.00768682j 0.00348595+0.0014159j 0.00633228-0.00140912j -0.00324427-0.00395856j -0.00610847-0.00151335j 0.0034016+0.00885608j -0.017022+0.00776503j 0.00953278-0.00209482j 0.00706839+0.00740558j -0.00205846-0.00961286j -0.00742094-0.00183911j -0.00331408+0.0131961j 0.0066781+0.00586348j -0.00114226+0.0127729j 0.000506845+0.000391215j -0.00280077+0.00165575j 0.00620842+0.0198617j 0.00103984+0.00364974j 0.000576-0.000398062j -0.00271626+0.00224431j -0.0056013+0.0143344j 0.0113551+0.00132267j 0.00296655-0.00371017j -0.00270401-0.0010028j -0.00287676+0.000939915j 0.00366038+0.00350266j -0.00626101-0.00171526j -0.00982728-0.00358195j -0.00348286+0.00292849j -0.00259557+0.00200771j 0.0112678-0.0032371j -0.00118799+0.00436902j -0.00766751-0.00830174j -0.000200479+0.00204775j 0.00849722-0.00360686j 0.00376756-2.89074e-05j -0.0124134+0.00603151j -0.000589092+0.00312171j 0.00124682+0.00839142j 0.00408504-0.00147807j 0.00557599+0.00322756j -0.00469005+0.0198004j -0.0153367-0.000851945j -0.000788941+0.001169j 0.0107159-0.00894004j -0.00292893-0.0017897j -0.000391796+0.00133273j 0.00325858+0.00200784j 0.0108552+0.00671994j 0.000132917-0.0109654j -0.0171781+0.0115795j -0.0187107-0.00886594j -0.0171684-0.0102029j -0.0031966-0.00320899j -0.00272076+0.00512813j -0.00747618-0.0114584j -0.0107159+0.0073024j 0.00401123-0.0104577j 0.00868332+0.00383774j 
-0.00647145-0.00257147j -0.00896974+0.0157498j -0.0231708+0.00436927j 0.00832921-0.00315972j 0.00482201-0.0118212j -0.00989734+0.00383975j 0.0154043-0.00385363j 0.000714429+0.00835159j 0.021766-0.00128897j 0.00292795+0.00431043j 0.00157232+0.00380295j 0.00146043-0.00695111j 0.00371442+0.00309536j -0.0013663-0.0019052j -0.0124102+0.00499937j -0.00431729+0.00214812j 0.00573475-0.000878975j 0.00229545-0.00501337j 0.0092316+0.00338543j 0.00233725+0.00100553j 0.000888954+0.00200725j -0.00151422-0.0105704j -0.00547394+0.00681653j 0.0042507-0.00691079j 0.00791035+0.0043888j 0.00487226-0.00148159j 0.00120723+0.00698864j 0.000915945+0.00293546j 0.00191021+0.010857j 0.00700814-0.00868061j 0.00781512+0.00125407j 0.00208624-8.81523e-05j 0.00445525+0.00752949j -0.00677654+0.00416681j 0.00219383-0.00695558j -0.00892203-0.0102204j 0.0113578+0.00492762j 0.00468322+0.00369627j -0.00205773+0.00481902j -0.00372384+0.00263791j 0.00506746+0.012969j 0.0110868-0.00545425j -0.00563839-0.0104285j 0.00154623-1.80952e-05j -0.0169134+0.0148083j 0.00634059+0.00258645j 0.00630275+0.00855893j -0.00795235-0.00247099j -0.00588797+0.00175789j -0.00210491-0.00503219j -0.00112185-0.022779j -0.00258869+0.000230441j 0.0110477-0.0104005j 0.00577404+0.0121763j -0.00713662-0.00784402j 0.0058931-0.00809185j 0.00470581+0.00470123j -0.00110781-0.00484928j -0.00469877+0.00579434j 3.50955e-05-0.0035979j 0.000709998+0.00436813j 0.00291418+0.00479707j 0.00291593+0.00102642j -0.00145726+0.000838045j 0.00173121+0.00166289j -0.00608019-0.000836932j -0.00102625+0.00229133j -0.0134609+0.00131003j -0.00343782-0.00230612j -0.00648918-0.000539016j 0.0070767+0.00492985j -0.00806638-0.00478648j 0.0126232-0.00466035j -0.00533136+0.00674618j -0.00613251+0.0107887j -0.00506226-0.00766351j -0.0001438+0.00394369j -0.0119238-0.00589187j 0.0169884+0.00184494j -0.0108634+0.00602941j 0.000939682+0.00401096j -0.000245689-0.0197425j 0.0186796-0.00318569j -0.0031686-0.004456j 0.00193705+0.00176935j 0.00469053-0.00679634j 0.00282443-0.0059418j 0.00742225+0.00124209j -0.000224358+0.000589333j -0.0105166+0.0032636j 0.00186803+0.0101818j -0.000485511+0.0045454j 0.00368528+0.00270074j -0.0126108+0.00481793j -0.00464378-0.0122904j 
