0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
0.000865948+0.0053488j 0.000891912+0.0102903j -0.0335592+0.000827356j 0.0079931+0.0219106j 0.00717462-0.00681291j -0.0161345-0.00313067j 0.0213639+0.00394361j -0.0121636-0.00687426j 0.0254116+0.0125377j 0.00782279-0.0187013j -0.00126981-0.00200885j 0.014892+0.00219033j -0.000705937+0.00210873j 0.00253952-0.00467309j -0.0182903+0.00284548j -0.0175757+0.0126033j 0.00558808-0.00487798j 0.0103005+0.000402178j 0.0182207-0.00944527j 0.0166947-0.00566107j -0.00112356+0.00776538j 0.0143864-0.00556441j -0.00516485+0.00679141j 0.00231126-0.000850314j 0.0114628-0.000932497j 0.00366601-0.00686688j 0.00084922+0.0165996j -0.000318652-6.13698e-05j 0.00242753-0.0124481j 0.00293394+0.00823691j 0.00940178-0.0202777j 0.00956184-0.0130899j 0.0057061+0.00860365j 0.00472571+0.00378024j -0.0093665-0.0229106j 0.00833825-0.00329718j -0.00688744-0.00375381j -2.00436e-05+0.0131435j 0.00353626+0.00565033j -0.0190786-0.0124044j 0.0183261-0.000374758j 0.0022576+0.00592896j -0.00951898-0.0051085j 0.023306+0.00933521j -0.0241982+0.00962311j 0.0187315-0.00716897j 0.0214637+0.00638652j 0.00184124+0.0215951j 0.00343772+0.0154621j 0.0156426-0.0215973j 0.0207622-0.0265634j 0.00162982-0.0167823j 0.0143901-0.00241745j 0.000858851+0.0230357j 0.00294609-0.00812628j -0.00834062+0.00202543j -0.00680205-0.0149647j 0.0045967+0.00330971j 0.0172098-0.0104508j 0.00303922+0.00294717j -0.00353538-0.0103539j -0.0156532+0.0366238j 0.00427135+0.0120535j -0.0138741+0.00586867j -0.00145296+0.0059638j -0.026935-0.00580805j 0.000463808-0.0113032j -0.0328346+0.00503338j 0.0134194-0.013243j -0.0230537-0.0097092j -0.0102062-0.0108173j -0.00590973-0.0273898j 0.0193234+0.0183584j -0.0254899+0.00213125j 0.00366474-0.000825233j -0.0124493-0.00217754j -0.016659+0.0147597j -0.00698022-0.00233892j 0.0314773-0.000676898j -0.00489818+0.0205478j -0.00996014+0.00699542j -0.0184512-0.0316688j 0.015881-0.0255237j 0.00587345-0.00360313j 0.0287958-0.0162498j 0.00727951-0.0342541j -0.0210621-0.0143106j 0.00949422-0.00813091j 0.0047862+0.0300866j -0.0170702-0.00911219j -0.00616876+0.00806482j 0.00425392-0.0168559j -0.00383918+0.0210083j -0.0167987+0.0206922j -0.0153252-0.00878057j 
0.00602655-0.00619941j -0.00976154-0.00711789j 0.00487324+0.00938263j 0.00506432-0.00162547j -0.000663758+0.000543024j -0.00469791+0.00166391j -0.0139105+0.00594718j 0.00672367+0.00686851j -0.0264996+0.00923649j -0.00597557-0.0143611j -0.0134095-0.0103146j 0.00923238+0.00513171j -0.0109824-0.00290246j 0.00630088-0.00884177j 0.00567725-0.00175171j -0.00396696+0.00940831j -0.0172804-0.00173261j 0.000642969-0.0096983j -0.00762989+0.00605489j -0.00678384-0.0054295j 0.0111004-0.00855081j -0.00544868-0.0120177j -0.00425299+0.00605701j 0.00606709+0.0214706j 0.00387231-0.00533894j -0.00457128+0.00562149j -0.0119787-8.22989e-06j 0.00845305-0.0126903j 0.00527794-0.0138253j -0.00369558-0.00461759j -0.00526172-0.00885249j -0.00688291+0.00828248j -0.0105657-0.0128667j -0.00658045-0.00419444j -0.0195643-0.0303549j 0.013939-0.0111901j 0.00736152+0.00699335j 0.0102013-0.011832j 0.00253796+0.00226119j 0.00146775+0.00357503j 0.00600408-0.0122931j -0.0046239-0.00103813j -0.0138705+0.00900252j 0.00142704-0.010717j 0.0205773-0.00838234j -0.00712198+0.00846309j -0.00437689+0.00533407j -0.00101204-0.00096289j 0.0147023+0.00124729j -0.0214992+0.00640844j -0.000636035+0.0137163j -0.00704779+0.000393413j -0.0098575+0.00842421j 0.00682853-0.0121994j 0.00420844+0.0155597j 0.00499931+0.0210348j 0.000343115+0.008822j 0.00364933+0.00313451j 0.00138058-0.00200365j -0.0175721+0.013108j 0.017313+0.00633403j 0.00716509-0.00435643j -0.00840466-0.00542991j 0.00216654-0.014369j 0.00641646-0.00291395j -0.00600878-0.00228744j 0.00757318+0.00918938j -0.00377191-0.00864133j 0.00486587+0.00116966j -0.00671136-0.00282505j -0.00614225+0.00104612j -0.00115484+0.0162017j -0.0105393-0.00894081j 0.00938512-0.0142068j -0.00225775+0.0118203j 0.00214318-0.0109224j -0.00028336-0.0106644j -0.0206021+0.0181839j -0.00174795-0.00410057j -0.00175616-0.0264823j 0.0062923+0.00639536j 0.0115525-0.00486444j 0.00109668-0.00498877j -0.0255417+0.00920591j 0.0117079+0.0139271j 0.0109955-0.0271737j -0.0048619+0.0190497j -0.0052077-0.00316467j -0.0083793-0.0129892j -0.00427123-0.0216504j -0.0222334+0.00233192j -0.0101722-0.0027477j -0.00393141+0.0182771j 0.0114239-0.0027944j 0.0103267+0.0218549j 
0.033261+0.00934864j 0.00311353-0.0357108j -0.0120341-0.0107519j -0.00194359+0.0226316j -0.0124775-0.000623359j -0.00869231+0.00362133j -0.00897927+0.034646j -0.00602258-0.0061317j -0.0161828+0.0163898j -0.00233916-0.0183436j -0.0110612-0.00408504j -0.012093+0.000975878j -0.0078355-0.00795025j -0.00244361-0.00247044j 0.00385721-0.00724942j 0.00906718-0.00326333j 0.00162098+0.00454701j 0.0011655+0.0209289j -0.0109527+0.000632988j -0.0108927+0.00358189j 0.00233402-0.00571768j 0.00490925-0.00464594j -0.000999796-0.00718493j -0.00501851+0.00286949j -0.00985964-0.0010494j 0.00267057-0.0081156j 0.00039616-0.00236244j 0.0175307+0.00429485j 0.0068401-0.0132268j 0.00430861+0.0140946j 0.00285574-0.0109896j -0.0162839+0.0146157j -0.00178769-0.00562885j 0.00610727-0.011347j -0.0246534-0.0135387j -0.010278-0.00390347j 0.00773828+0.0115851j 0.00965521-0.0074331j -0.00599939-0.0110869j -0.00337284+0.00700029j 0.00445912-0.0122859j -0.0212539+0.00666702j -0.00650753+0.00619922j 0.0156187+0.0196275j -3.40195e-05-0.0194458j 0.0171685+0.0186438j 0.01623+0.0033431j -0.0133022-0.0149271j 0.00863796+0.0107083j -0.00523686+0.0193161j 0.0171723+0.0158708j -0.00690418+9.94464e-05j 0.00501979-0.0163213j -0.0154332+0.00173932j 0.00744402+0.014112j -0.00332232+0.0282514j 0.0201262+0.0159819j 0.0154394-0.0112897j -0.00421316-0.00782324j -0.0147397+0.00412616j -0.00361648+0.00713777j -0.0152639+0.00251193j -0.00960489-0.00274768j -0.0175098+0.00483926j -0.00276971-0.0196417j -0.00288891+0.0113719j 0.0200463-0.00289208j 0.0249776+0.0104097j -0.00769812-0.00297039j -0.00368016+0.0101036j 0.0135811-0.0166422j -0.0331373+0.0023901j -0.0229787+0.00624186j 0.0010955+0.0101184j 0.00140754+0.0102912j -0.0108+0.00674569j 0.00708757-0.0236377j 0.0154751+0.0350689j -0.00465922+0.00139817j 0.00443909-0.00418535j -0.0204905-0.000502314j -0.000634775+0.0100938j 0.00257658-0.00764517j -0.0293919-0.000100758j 0.0210017-0.0122647j -0.0249088-0.0147377j -0.0287146-0.014097j 0.00215108-0.0224858j -0.0333342-0.00454551j 0.00106286-0.00418224j -0.00118221+0.00214684j -0.0237993-0.0307013j -0.0440372+0.0194162j 0.037085+0.00756854j -0.0110169+0.0377517j 
-0.00128253-0.0098668j -0.0105836-0.000200319j 0.00603159+0.00997624j 0.00987014-0.00642257j -0.00254161+0.00614748j 0.00659809-0.000703685j -0.0137902+0.00656308j -0.00438333+0.00505134j -0.0163207+0.000160065j -0.00423378-0.00145006j -0.000192493-0.00961286j -0.00235762-0.00149298j 0.0034558-0.00854287j -0.0043494+0.00395282j 0.00808441-0.00299168j 0.00198107-0.00198171j -0.00623294-0.000922459j 0.00169762+0.0110445j -0.0118519-0.00194998j -0.0100392+0.00559606j -0.000736505-0.00453162j -0.0110163-0.00689243j -0.000555743-0.00217479j -0.0047943-0.00247619j 0.00858905+0.0028041j 0.010119+0.0161028j 0.00458745+0.00891864j 0.0153576-0.00779865j 0.00591641-0.00727878j -0.0179077-0.00830051j 0.00165676-0.00923412j 0.00482377+0.00657162j -0.00558836+0.00312996j 0.00331917+0.00514024j 0.00939407-0.0115145j 0.0215759-0.00758065j -0.00613674+0.000848828j 0.00541711-0.00244531j 0.0113756-0.0109045j 0.00296021+0.00417081j -0.00288239+0.00441248j -0.00165006-0.00375024j -0.0154932-0.0131124j 0.00518316-0.00606058j -5.62401e-05-0.00201278j 8.41328e-05-0.00128514j -0.0116803-0.000948145j 0.00295069+0.011391j 0.0150689+0.0223167j -0.025914+0.0140026j -0.0200042-0.0037215j -0.0051106-0.0189824j -0.00920887+0.00716502j 0.00544691-0.00137347j 0.00256767+0.0150349j -0.00287016+0.0251979j -0.0156574+0.00604971j -0.0145997-0.00954363j 0.0150831-0.0044653j -0.00967688+0.00800676j -0.000262936-0.0119943j 0.0020442+0.00982545j 0.00773311-0.00470165j -0.00950184+0.00998621j 0.00767066+0.00817335j 0.00492899-0.00271531j -0.000618614+0.0187856j -0.00724876-0.000183005j 0.0141232+0.00313409j -0.0131242+0.000897469j -0.0114012-0.000776291j -0.0052595+0.00172059j 0.00258387+0.00447512j 0.00630072+0.00866918j 0.00269377+0.00365529j 0.00127495+0.0136748j -0.00467503+0.000205785j -0.00763874+0.0265637j 0.00908715+0.00500528j -0.00936377-0.0239868j 0.0022412+0.0107152j 0.0203883-0.00571909j 0.00988376-0.00801821j -0.00390683+0.028902j 0.00728142-0.0104327j 0.0109511-0.0114556j 0.00549919+0.0169731j -0.0118012+0.00250712j -0.023983+0.00261401j 0.00901335-0.014471j -0.0102706-0.00515497j -0.00943839+0.00189368j -0.0029668-0.0035927j 0.00642985-0.0155932j 0.00969357+0.00213003j 
-0.00306134+0.0235017j 0.0257479+0.00769085j -0.0227653-0.00564478j -0.0059189+0.0142205j 0.0082763-0.00285641j 0.00827651-0.0101326j -0.0122899-0.00628253j -0.00998568-0.0060796j 0.00602795+0.00528563j -0.00403074-0.00378081j -0.000940442-0.00854282j 0.00117034-0.0127155j -0.00140346-0.00114727j 0.0044545+0.00203884j 0.00944135-0.0054101j -0.00912241+0.00301377j -0.00324889-0.00174062j -0.00460401-0.00548926j 0.0106399-0.00973152j 0.00116665-0.00627718j -0.00346856-0.00686792j -0.00194726+0.00820436j -0.000154132+0.0048596j 0.0173081+0.00631873j -0.006983-0.0195291j -0.00456363+0.00300103j -0.006868+0.011608j 0.0034267+0.00959549j -0.0087571-0.0147734j 0.00837924+0.00339481j -0.0110786+0.00439721j -0.00526006-0.00807796j 0.00865032+0.0116738j 0.00436468-0.000783747j -0.00277449+0.0054233j 0.0126326+0.006238j -0.0265374+0.000166711j -0.00662301+0.0054187j -0.00638088-0.0133789j -0.00816387+0.00366802j 0.0176737+0.00282772j -0.0152555-0.0298726j 0.023191+0.0259836j -0.00816281+0.00376379j -0.0156083-0.00586501j 0.0105203+0.00400435j 0.0105277-0.0021126j 0.0109343-0.0139976j 0.0033392-0.00116687j -0.00730012-0.0107146j 0.0120805-0.0118402j -0.00189977-0.0176414j 0.000360856+0.00265441j -0.00912826+0.00695727j -0.00582272-0.000953333j 0.0124027+0.000314536j 0.0104652-0.0167483j -0.0111313-0.00717784j -0.000740465+0.00196742j 0.00421094+0.00635444j 0.00312833-0.000771159j -0.0136124+0.00656171j -0.001261+0.00921821j 0.0106149+0.00332551j 0.0169306-0.00161904j 0.00178542-0.0011761j -0.0121739-0.00154564j -0.00108342+0.00341444j 0.000243355+0.00403788j 0.0157048-0.00218886j -0.00454512+0.00466041j -0.00674181+0.0110097j 0.00292367-0.00919037j 0.000301342-0.0130283j 0.00558712-0.00235196j 0.00586778+0.00591284j -0.000921227-0.00801207j 0.0162263-0.0103207j 0.000621083+0.00642109j -0.014139-0.00135537j -0.00950151+0.00210287j 0.00810809+0.00210569j -0.00938285+0.008111j -0.00994954+0.0199012j -0.00027829+0.00502113j -0.0112323+0.0159545j 0.00421959-0.0032985j 0.0277569-0.00688714j 0.0168664+0.00678064j 0.00562381-0.00601997j -0.0119651-0.00383592j 0.000350399+0.00417426j 0.0209031+0.00813226j 0.00717637+0.0337348j -0.0173466+0.000396155j 
0.0166361-0.0042352j -0.0111239-0.0188243j 0.00926733-0.0256052j -0.00856645-0.0035243j -0.0246372+0.0124438j 0.00460914+0.026412j 0.0101189+0.0176133j 0.00665676-0.0129318j -0.00292845+0.0126787j 0.00397748-0.000955181j 0.00423925+0.0130883j -0.00367252+0.0142389j -0.00215546+0.00371419j -0.00307722-0.00203769j -0.00217108-0.0128604j 0.00554303-0.00206502j 0.00463694-0.00182982j -0.00696388+0.0166973j -0.00892318-0.00418297j -0.00362054+0.00826279j 0.00629764-0.00435615j 0.00378978-0.00256056j 0.0237058+0.00659941j 0.00610338-0.0103048j -0.00358879-0.00039421j 0.00272004-0.00218972j -0.0113908+0.00649748j -0.00505186-0.024479j 0.0109036-0.00222355j -0.00859714+0.00156825j 0.0032761+0.00124374j 0.0117484+0.0161045j 0.00942979+0.0110766j -0.0088343-0.000472936j 0.0214353+0.000624237j -0.0282732+0.0132547j -0.00489164+0.000179462j 0.0065082+0.016051j 0.00956265-0.0110403j 0.019391-0.00440817j 0.00632355+0.000354345j -0.0058521+0.00058354j 0.00246265+0.000961647j 0.0100697+4.5225e-05j -0.00717739+0.00346445j -0.0224804-0.0154989j -0.0201247+0.023645j -0.012531-0.00924973j -0.014314+0.000365878j 0.00579628-0.000232345j -0.0185162+0.0122657j 0.00280281+0.023125j -0.00229152-0.0237047j -0.000857083-0.0320308j -0.00325429-0.00627802j 0.0143635-0.00231728j -0.0157307+0.00863873j -0.00200235+0.0147841j 0.00627173-0.0060805j 0.00431859-0.0178537j 0.00779923+0.0151678j 0.00541962-0.0257988j -0.0134591+0.0112186j -0.00889446+0.00310232j -0.00902123+0.0160556j 0.0169944-0.00513614j -0.00847144+0.00275345j 0.00737458+0.0158302j -0.00384968-0.020192j 0.0157931+0.00467988j 0.01599-0.00353845j -0.000157957-2.93e-05j 0.0115856-0.0225753j -0.00995989+0.0157558j 0.0212541+0.013187j -0.00329847+0.00316219j 0.0203685+0.0294523j 0.0130943+0.0247369j 0.00746675-0.000703876j 0.00421693+0.000111334j 0.00187182-0.00757954j 0.0148403-0.00447472j 0.00516434+0.0326444j -0.00611731-0.0328659j -0.00813043-0.00236459j -0.0290266+0.00323215j -0.0274936-0.000695177j -0.0064934-0.024199j -0.0142952-0.0143213j -0.0123452+0.0337339j 0.0299587+0.00625123j -0.00848801-0.0187849j -0.0266965+0.0143133j 0.011779-0.0177308j 0.0114322+0.0188731j 
-0.026657-0.00152592j -0.0038281+0.0271796j -0.0126747+0.00305974j -0.0097787+0.012561j 0.00636609-0.0170519j -0.0127066-0.00779604j 0.0169211-0.0109372j 0.00611196+0.000776455j 0.0140392+0.00510067j 0.0068309-0.000549081j 0.000728635+0.0100797j 0.00298137-0.00181339j 0.00080794+0.00391391j 0.00134526-0.00296925j -0.0035891+0.00699903j -0.00265804-0.00259572j 0.0138066-0.00307746j 0.000746726-0.00836965j 0.0128827-0.00238509j -0.00758384-0.00681856j -0.00360477+0.00739807j -0.0107081-0.00932465j -0.00796414+0.00823383j 0.00642229-0.0037633j 0.00485209+0.0145591j 0.00103908-0.00422399j -0.00817112+0.0132452j -0.000701714+0.00248565j 0.00136548-0.00556757j -0.0049529-0.0051813j 0.00836079+0.00516421j 0.000387892-0.00293343j 0.000608991+0.00221227j -0.00395576+0.00864766j -0.000293238-0.00405039j -0.00421404+0.000556535j 0.00380545+0.000247689j -0.0034595+0.0059749j -0.00465222+0.0100066j 0.000395513+0.00812875j 0.00754637+0.0152157j 0.00810365-0.00870889j -0.00347039-0.0139214j -0.00185703-0.00668445j -0.00805555+0.0289587j 0.00339363-0.000321095j -0.00195237+0.00385892j -0.00174763-0.00354319j -0.00763832-0.0151979j -0.000441835-0.00894555j -0.0133638-0.0365404j -0.0091262-0.00434589j 0.00447273-0.00182895j 0.0106075+0.0184885j -0.0153929-0.0156444j 0.0112452-0.0174817j -0.0109991-0.00707184j 0.00199888+0.0123323j -0.0146092+0.00587168j 0.00242889-0.00447901j -0.000887196+0.00321293j 0.00121219-0.00736174j 0.015605+0.00503349j 0.0034472+0.00448015j -0.00302483+0.00615846j -0.0204003-0.00178116j 0.0130558-0.00970162j -0.0313889-0.0255572j -0.00474624-0.013444j 0.00850026-0.00651647j 0.014976+0.0211878j -0.0125119+0.00698141j 0.0109463-0.00876876j 0.00475124+0.0101745j 0.00987731+0.0125537j -0.0119932-0.0110123j 0.00202075+0.00733597j -0.0209563-0.0207256j 0.000311094-0.0125945j 0.00202217+0.00860731j 0.00566696+0.0229815j 0.00732997-0.0348476j 0.00973867+0.00954601j -0.0125521-0.00907145j 0.0183736+0.00886792j 0.0126962+0.0148197j 0.0193286-0.0102809j 0.00388705+0.0111857j 0.006127+0.0139047j -0.01489+0.00519199j 0.002029+0.0197455j -0.00396249+0.00886111j 0.0215759+0.00540519j -0.0249753+0.0115115j -0.00837939-0.0218553j 
-0.0124258-0.0456306j -0.0454279+0.0114944j 0.0340494+0.0254235j 0.0226468-0.0222084j -0.0050946+0.0011426j -0.00930385+0.00486907j -0.00572436-0.00405681j 0.00482827-0.004981j -0.00309105-0.00898332j 0.00308914+0.0102709j 0.00574771-0.000137431j 0.0189754-0.00124813j 0.00898388+0.00605717j 0.0114758-0.00109777j 0.00285977-0.00107708j 0.00635796+0.00265308j 0.0017662+0.00202721j -0.0105736+0.0109848j 0.00125819-0.00576944j -0.0143842-0.000283362j -0.000201322+0.00973621j -0.00588452+0.00153984j -0.0135574-0.000119177j -0.00472613+0.0123928j 0.00596655+0.010918j -0.00527751-0.0144322j -0.00404488-0.00991633j 0.0209843-0.00372917j 0.00549768+0.00461025j 0.0112432-0.0144783j 0.0171246-0.00836735j 0.00819819-0.00221513j -0.0024037-0.00870563j -0.0123672+0.0107835j -0.00773687-0.0115137j 0.0111538-0.00350168j 0.0149469+0.00979792j 0.0102105-0.0116027j -0.00258587-0.0108247j -0.000441456-0.0149405j 0.0167638+0.014353j 0.0164388+0.00977152j -0.0255948+0.0139299j -0.00876163-0.000118601j 0.018597-0.00418647j -0.0159532+0.00810573j -0.00320063+0.020807j 0.0142361+0.0101737j 0.0157239+0.00983264j -0.00943309+0.0110527j -0.0188139-0.0195185j 0.00342665+0.00131806j -3.12085e-05+0.00377257j 0.0158959-0.00334634j -0.0205265+0.0114602j -0.00610273+0.0220046j -0.000973341+0.0164295j 0.00156487-0.00777486j -0.000775354-0.00940488j -0.00589441+0.00819252j 0.00560721+0.00101633j 0.000709486+0.000444965j -0.00611407+0.00105827j -0.0214674+0.0128682j -0.00415463+0.00538182j -0.0169085+0.00234598j 0.0040787+0.00459168j -0.0211513-0.00852188j 0.0221683-0.005658j -0.00822957+0.00101415j 0.00465804-0.0172698j -0.0114943-0.0137935j -0.0139724+0.0083343j -0.00306639+0.00341033j -0.0028055+0.00768242j 0.00344824-0.00417587j -0.00370098+0.0188099j -0.0127699+0.0117658j 0.00321052-0.00372743j -0.0120214-0.00387907j 0.0216709-0.00106234j 0.0143494-0.00573563j 0.0180317+0.00313271j -0.00455383+0.000263936j 0.014146+0.00639536j 0.0312113-0.0133698j -0.0370844+0.0158344j -0.0196554-0.023077j -0.00891578-0.0276998j -0.00114473-0.0188541j -0.0149702+0.00751457j 0.00805166+0.0188077j 0.0266089-0.0226467j -0.0173847-0.0338914j 0.0320618-0.024581j 
0.00900075-0.0050324j -0.00117211-0.00898232j -0.0119834-0.0195545j -0.0240783+0.00221211j -0.0068316-0.0214832j -0.00974674+0.0128204j 0.00852295-0.0104695j -0.00370868+0.00626799j 0.0049707+0.0183288j 0.0103487+0.000563612j -0.00433513-0.00444638j -0.000691198-0.00738598j -0.00725319-0.00520871j 0.00165149-0.0027423j -0.000637328+0.000119622j -0.0029446+0.000163793j 0.00483471-0.00231052j 0.00441226-0.000333948j 0.00415696-0.00902911j -0.0102363-0.00682565j -0.00336161+0.0067239j -0.00531373-0.00547527j -0.0119936+0.00757953j 0.0102471+0.00844027j 0.0130855+0.018809j 0.00872043-0.00536977j -0.0115389+0.00919772j -0.00454472-0.00460646j 0.00387559-0.0101907j 0.00369997-0.0127284j -0.00534618-0.00133352j 0.0105415+0.0114758j -0.00476945+0.00430831j -0.0106885+0.00156839j -0.0125903-0.0126884j 0.00175204-0.00197325j -0.00431261+0.00245122j -0.00278325+0.00354076j -0.00237212+0.00792856j -0.00146482-0.00100732j 0.00940007+0.0059358j -0.00968302-0.00557774j -0.0223728-0.00594318j 0.00304527-0.0114669j -0.00962523+0.00809579j 0.0190094+0.00365559j -0.0137384-0.00367328j -0.0175127-0.00491086j 0.000609192-0.00825914j -0.000901991+0.00829505j 0.00115017+0.00411326j -0.012729+0.00932063j 0.00754319+0.0144696j 0.00234886-0.00756361j -0.00338272-0.0104668j 0.0137186-0.0155529j -0.0109554+0.00276039j 0.00679555+0.0186785j 0.000705353-0.0165365j -0.004792-0.0165286j 0.0110513+0.00398125j 0.000684307+0.0068188j 0.0217845-0.00658127j -0.0151698+0.00782689j -0.0195253-0.00276366j -0.00351675-0.00607986j 0.0235005-0.00310097j 0.00724614-0.00255419j -0.0118699-0.00876236j 0.000950912+0.00593861j 0.0126056+0.0102999j 0.00933129-0.00483244j -0.0145097-0.0126813j 0.0093669+0.0108711j 0.0201337+0.0293259j -0.0127533+0.00405679j 0.0229121+0.0111023j -0.0158514+0.00466154j -0.0115252+0.0153689j -0.0013973-0.00349655j 0.00243571-0.00519064j -0.0179571+0.00618408j 0.0350334+0.00283785j -0.000265721-0.0197329j 0.0173102+0.0161631j 0.0122641-0.0154943j -0.0141264+0.0279121j -0.00191491-0.00389648j -0.00796782-0.00993853j -0.0164646+0.00702231j -0.00349344+0.0167335j -0.0356763-0.0210111j -0.00951319+0.03472j 0.00591239+0.000730101j 0.00141594+0.00542054j 
-0.00551658-0.0124593j -0.0106807+0.00141047j 0.00526034-0.00904985j -0.0117715+0.00733626j -0.015304+0.0118404j 0.0192491+0.00608066j -0.00957294-0.0102299j 0.0161085-0.00621274j 0.000627095-0.00764357j 0.0061588+0.00728609j 0.00186129+0.00864571j -0.00458195-0.00781283j 0.00793951+0.00349229j -0.00986713-0.00479913j 0.000265925-0.00189916j -0.00742045+0.00120806j -0.00866599-0.00158884j -0.0107378+0.00026409j 0.00955502-0.00268045j 0.00270193-0.00196209j 0.00219067+0.00416428j -0.00625099+0.0032016j -0.0083831+0.00274321j -0.0081242-0.0142074j 0.0159218-0.000629992j 0.0092086-0.0125279j -0.00976582-0.00635415j 0.00487224-0.00468907j -0.00183315+0.00671926j 0.00782156-0.0137318j -0.00401726-0.00134205j 0.00832634-0.00489689j 0.00652347+0.00443691j -0.0151762+0.0140739j 0.0119753+0.00850465j -0.00191671+0.00670995j -0.00965187+0.00344913j -0.00330609-0.0040155j 0.00389758+0.000486116j -0.0084605-0.009028j -0.00544632+0.00892148j -0.000268455-0.00836553j 0.00545357-0.00294347j -0.00773447+0.00455195j 0.00455878-0.00400494j 0.00635672+0.00738786j -0.00731621-0.00382355j 0.0067733-0.00130302j -0.00824053+0.00539534j -0.0206281+0.00510487j 0.00195115+0.00807805j 0.0105346-0.00190034j -0.00152285+0.00571623j 0.00569309+0.00308136j 0.0106434+0.000197512j 0.0034948-0.0086726j 0.00936619+0.0120486j 0.00284607-0.0109553j 0.00745599+0.00591619j 0.00702175+0.00237678j 0.00116989+0.00419935j 0.00350257+0.00285482j 0.007816+0.00340979j 0.00892686+0.00309311j -0.00681428+0.00991763j -0.0112069-0.00861951j -0.0119708+0.0173851j -0.00534413+0.00499807j 0.00517329+0.00520518j -0.0150172+0.0184224j -0.00123082-0.00492648j 0.00645239-0.00103007j 0.00196165+0.00326904j -0.00364624+0.0046278j -0.0135249+0.0140426j 0.00248416-0.0053947j -0.02595-0.00960965j 0.00661107+0.00991392j 0.031629-0.0141149j -0.0102635+0.0148203j 0.000630982-0.0120677j 0.00660406-0.00446045j 0.0072059+0.0016004j 0.0378377-0.0277543j -0.0145439-0.0120691j -0.0162438-0.00199948j -0.0124667+0.0135384j -0.0120858-0.0253203j -0.00318346-0.0228608j 0.0125013+0.0142182j 0.00865882-0.00905724j -0.0118938+0.00141744j 0.000239252+0.00722428j -0.00545651-0.00524922j 0.00273324-0.00906437j 
