0.00498422+0.00109093j 0.000537132-0.00546841j 0.00217019+0.00169225j 0.00282939+0.0025832j 0.00293743-0.0090951j 0.00296652+0.000530385j 0.00370814-0.00125576j -0.00114876-0.0109654j 0.010226+0.00243439j 0.0044224+0.0172397j 0.00505043+0.00456191j 0.00111222-0.00329539j 0.000274394-0.0115048j -0.00353473-0.0108963j -0.00204747+0.000448107j -0.00232486-0.0046614j 0.00700104+0.00398256j 0.0109704-0.00435651j 0.00375811-0.00597777j 0.00466451-0.00186797j 0.00354127+0.0100741j 0.0071595+0.000673794j 0.00402299-0.0049022j 0.00165665-0.00858188j 0.00714134-0.000526395j -0.00527052+0.00886015j 0.00207627+0.00832395j 0.0184425-0.00442001j -0.00493384-0.00335526j 0.00197542+0.00246479j -0.00499725+0.00603224j -0.010247-0.00473566j 0.00115297+0.00126107j -0.00822581-0.00706216j -0.00204335-0.00136866j 0.00265259-0.00621428j 0.00226362-0.00476329j 0.00775042-0.00659029j -0.0067726+0.000658944j -0.000916417-0.00395311j -0.000310989+0.00372183j -0.00771294+0.00761549j -0.00675482-0.000423691j 0.0114009+0.00230407j 0.00627702+0.00561755j 0.0022819-0.000708059j -0.00605377+0.000353295j -0.000400986+0.00469193j 0.00175152-0.00215755j 0.000985671+0.00447173j 0.00663716-0.00535128j -0.00404586-0.00151825j -0.00155154-0.00708073j 0.005342-0.0043944j 0.00180346+0.00352782j -0.0067706-0.00478793j 0.00731592-0.0138543j -0.0103622-0.00887034j 0.0135926+0.00320334j 0.00998812-0.00244466j -0.00158451+0.00493756j -0.00815545+0.0118994j 0.00152106-0.00347049j 0.00320378+0.00101811j -0.00807049-0.0153396j -0.0056655+0.0101395j 0.00097053-0.00614949j 0.00587779+0.00913399j 0.00785817+9.15869e-05j -0.00701659+0.00392225j -0.00676565-0.00357217j -0.00254314-0.00385708j 0.0013737+0.000111578j 0.00121088+0.00158111j -0.00110133-0.00319901j -0.000775134-0.0033349j 0.0015166+0.0115966j -0.000285827+0.00549835j -0.0102807-0.00707424j -0.000406584+0.00120189j 0.00586415+0.00319314j -0.00328232+0.00474052j 0.000620616+0.00467336j 0.00982282-0.00563722j 0.00612492-0.00414117j 0.00302283+0.0018268j -0.00383451+0.0118326j -0.00486858+0.00467457j -0.000768963+0.00450306j -0.00392725-0.000316169j -0.0012029+0.00351532j -0.00348111-0.00134416j 
-0.00582766-0.00971946j -0.00528613+0.00514848j 0.00993882+0.00876637j 0.0140903-0.00448126j 0.00661966-0.00791922j -0.0135538-0.001413j 0.0223502-0.00462377j 0.00506872-0.0142717j 0.0054357+0.00580404j -0.00196074+0.0083256j 0.0077036-0.00171893j -0.00888472-0.0106265j 0.00761528-0.00457632j 0.000399318-0.00344665j -0.00953869+0.00829161j 0.00778265-0.00806299j 0.00324252-0.012171j -0.00371755+0.000201276j -0.00142059-0.0024582j 0.00136216-0.00573408j -0.00877629+0.00117911j -0.0108643+0.00932828j -0.00530348+0.00477724j 0.00210148+0.00037099j 0.00748609+0.00400193j 0.0152367+0.000327041j -0.000153404-0.0103361j -0.00201594+0.0128404j 0.0167642-0.00197198j -0.00526846-0.00847888j -0.00188307-0.00112181j 0.0139034-0.00168657j -0.00347051-0.000277869j 0.00587501-0.00220687j -0.00110949+0.00504951j -0.00377314+0.00501476j 0.0032162-0.013707j -0.0173611+0.00423919j 0.00107858-0.00307822j 0.00750465+0.00216281j -0.00444388+0.00174931j 0.0049893+0.0121545j 0.00703999-0.00272843j -0.004354-0.0144138j 0.00425548-0.00319041j 0.0091937+0.0101563j -0.00577769-0.00228872j -0.00406722+0.0109544j 0.00128369-0.000557899j -0.00489589+0.0103826j -0.00590715-0.00423801j -0.0121301+0.00886475j -0.00680498-0.0036435j 0.00521995+0.00318416j 0.00942747-0.000265442j 0.00716252+0.00412653j 0.000160014+0.0069038j -0.00735894-0.00227972j 0.0160244+0.00254302j -0.00171314+0.000293295j 0.00988603-0.00263706j 0.00487166-0.00749386j -0.0113201+0.00217508j 0.00544682-0.00147257j -0.0048761+0.00910822j 0.00518962-0.00747285j -0.00100208+0.00777713j -0.0025565+0.000492125j -0.0103376+0.0129449j -0.0038846+0.00258286j -0.0149239+0.00880382j 0.00513698+0.00197266j 0.00998922-1.8002e-05j 0.00126002+0.00258013j 0.00348947+0.00858644j -0.00833656-0.00128213j 0.00342457+0.00475948j 6.02144e-05-0.00158926j -0.00422758+0.00490759j -0.000594428+0.00375361j -0.0159232+0.00705792j -0.00196621-0.0011991j -0.0011331-0.00806942j 0.00191311-0.00783248j -0.003728+0.00704156j -0.0107737-0.00666822j 0.00610525-0.0048321j -0.00911542+0.0112903j 0.00534015+0.0108004j -0.0214669+0.00421273j 0.000876188+0.010619j -0.0112089+0.00606407j 
0.00751805+0.00278502j 0.000621557-0.00604689j -0.0120266-0.000226593j -0.00229107+0.00839576j 0.00615648-0.00942647j 0.0097386+0.0195744j -0.0106872+0.0058035j -0.00255821+0.000530113j 0.0139672-0.00184899j -0.00110463+0.00727942j 0.00316494-0.0053537j 0.00576847+0.00440271j -0.000628579-0.0145179j 0.0012596-0.00589994j 0.00522317+0.00280137j -0.014818+0.00357497j -0.0111868+0.00589909j 0.0123558-0.00193705j 0.00387068+0.013589j -0.0216677-0.0115558j -0.00576785-0.000591985j -0.0129111+0.00409881j 0.000381769-0.0023905j -0.00624834+0.0029879j 0.000451313+0.000195557j 0.01706-0.00204166j 0.00483292-0.00938358j 0.0065705+0.000809735j -0.00304984+0.00521366j 0.0128663+0.00344969j -0.0109827+0.000541365j -0.0108346+0.00213594j 0.00910768-0.00665638j 0.00339327-0.0133239j 0.0157739-0.0107802j -0.00598875+0.0034652j 0.00323372-0.0104849j 0.0022217+0.00617205j 0.00359128+0.00334834j -0.00518625+0.00932027j -0.000192012-0.00633555j 0.000485031-0.000431475j -0.004881+0.0041106j 0.00628946-0.00633328j -0.000802628-0.00724302j -0.00313946+0.00366123j 0.000103616+0.00194009j 0.00345072-0.00494355j 0.00813021-0.0175343j -0.00164606+0.00738993j 0.0144197+0.00180031j -0.00612763-0.00265703j 0.00214491-0.00088607j 0.00835982-0.000855499j 0.00432556-0.000419293j 0.00236355-0.00857689j 0.00960172+0.00312057j -0.00730293-0.00111425j 0.00208568-0.00184j 0.0097024-0.0119276j -0.0074236+0.00451721j -0.00529089-0.00130813j 0.00742559-0.00368535j 0.000958322-0.00204501j -0.000786675+0.0111546j -0.00129379+0.00683292j 0.00227898+0.00332357j 0.000986075+0.00906483j 0.00232833-0.0116774j -0.00247606+0.00759941j 0.00231347-0.00513865j 0.000238059+0.00671726j 0.0021029+0.0003618j 0.00267983-0.00207644j 0.00573106-0.00579573j 0.00786477+0.00446756j -0.00422684+0.0102761j 0.0100742+0.0116822j 0.00428495-0.00391291j -0.00544225-0.00390465j 0.0012144-0.00363994j 0.00329831-0.000673784j 0.000310798+0.0155768j 0.00643139-0.00185968j 0.0061322-0.00851132j 0.0312367+0.00843224j -0.01247+0.0249668j -0.00393025-6.6531e-05j -0.000774748+0.0038063j 0.00723845-0.000261089j -0.00172849-0.00420094j 0.00422055-0.0037411j 
-0.0016632+0.00154944j -0.000647975+0.00296518j -0.00473733-0.00142261j -0.0012717+0.00355508j 0.00206183+0.00154738j -0.000703443+0.0256726j -0.0124731+0.00817158j -0.00707026+0.0159231j 0.0037453+0.00433431j -0.00254215-0.0107854j -0.00423044-0.00651898j -0.00152269+0.0193667j 0.00650787-0.00654291j -0.0159015-0.00623449j -0.00498433-0.00210618j 0.00375411+0.0047067j -0.0111614-0.00885856j -0.00260411+0.0035301j -0.00316794-0.0128712j -0.00374528-0.000841782j -0.00866215+0.0105297j -0.00349943-0.00456732j 0.00491521+0.000936402j 0.00145558-0.00974304j -0.00202016-0.00827083j -0.00634473-4.38628e-05j -0.00482075+0.0131341j 0.00713453+0.00567334j 0.00470884-0.00312332j -0.00694201+0.00133819j 0.00689679+0.00976239j 0.0136457+0.0183292j -0.000728569-0.00568784j 0.0149516+0.00241108j 0.00304229+0.00956746j 0.00167573-0.0008304j -0.00720316-0.000585585j -0.00801705-0.0093746j -0.00942224+0.0123279j 0.00133295-0.000284722j -0.0120426+0.00401105j 0.00264773+0.0024561j -0.00557113-0.00380671j 0.00597832+0.0177122j -0.00259341-0.00256738j -0.00164009-0.00218418j -0.00292729-0.00645693j 0.00961144+0.0023296j -2.04903e-05+0.00595948j -0.00931476+0.00291589j -0.00945378-0.00451692j 0.00555003+0.00308646j 0.00174853+0.00537686j 0.00571214-0.0125539j -0.00302786-0.00613539j -0.00859468+0.0126264j 0.00647174-0.000963322j -0.00590571+0.000984173j 0.0081498-0.00396473j 0.00670637-0.0084366j 0.00187269-0.0169063j -0.00272056-0.00815862j 0.0130679-0.00155513j -0.000579619+0.00732437j -0.0039409+0.00968664j 0.00629882+0.00123462j 0.00790349+0.000161922j 0.00100932-0.00922604j 0.0089499+0.00263345j 0.0050227+0.0039331j 0.00289929+0.00499345j 0.0078017+0.00615237j -0.000574358+0.00582413j 0.00518298-0.0102466j 0.0060182-0.00999599j 0.00692052-0.00309583j -0.00486516-0.00190429j 0.00424838-0.00555979j 0.00925004+0.00130954j -0.00561756-0.00313654j 0.00033653-0.0094664j -0.00493745-0.00206215j -0.00714849+0.0127819j 0.00246343+0.0074269j -0.00459981-0.00166033j 0.0128935-0.00508497j -0.00474629+0.0181141j -0.00882615-0.0171702j 0.0003964-0.000714176j 0.00293941-0.00397516j 0.00493149-0.00750674j 0.00589315+0.00182044j 
0.00207255+0.00342321j 0.00210471-0.00108553j -0.000713915-0.0066994j -0.00607283+0.00191083j 0.000233481+0.00148909j 0.00125189-0.00141639j -0.00476933+0.00221661j -0.00227233+0.000126568j 0.00786711-0.00116379j 0.00211286+0.000470052j 0.0029492-0.00389286j -0.000891788+0.0126118j 0.00572345-0.011922j -0.00294682-0.00904731j 0.00176762+0.000913671j 0.00268763-0.00221935j -0.00497688+0.00484162j 0.00468896-0.00138019j 0.0012334+0.0101468j 0.00949775+0.0052632j 0.00670151-0.00278407j 0.0077127-0.00184149j -0.0102707-0.00246979j -0.000448382+0.0242922j -0.00192982+0.00359782j 0.010423-0.00302592j 0.00117238-0.00956142j 0.00452934-0.00481498j -0.00971846+0.000598406j -0.00267407-0.001057j 0.00480331-0.00819273j 0.00239696+0.0062979j 0.00676633+0.0017683j -0.00316893-0.00942886j -0.00892462-0.00837834j 0.00794169+0.000630379j 0.00698093+0.0085452j 0.00127925+0.0040314j -0.00125797-0.00197578j -0.00416014-0.00461868j 0.000525342-0.0124801j -0.00311689+0.00450254j -0.00917144+0.0062352j 0.000151611+0.00345126j -0.00213307+0.00390017j -0.00165628+0.00179054j -0.00295662+0.0024437j -0.000399222-0.00341714j -0.00407792+0.0047102j -0.00240535+0.000237799j -0.00876214+0.00591076j 0.00512986+0.00239759j 0.000254693+0.00692532j -0.00130858+0.0127496j 0.00419721-0.00629949j 0.00768509-0.0110447j 0.00366776-0.0036028j -0.00719895+0.0052138j 0.00553834-0.00632647j 0.00998397-0.0024029j -0.000983636+0.00952622j -0.000934907+0.00327249j 0.00732548-0.00144712j 0.00467708-0.00630805j 0.00705554-0.00573096j -0.00798019+0.00340539j 0.00560932-0.00587671j 0.00882352-0.00175997j 0.00760277-0.00368685j -0.00270041-0.000822983j -0.00352785-0.00222701j 0.00624161-0.00029405j 0.000681321-0.00174346j 0.00103781-0.00187534j 0.00249702+0.00151217j 0.00287206+0.00351673j -0.0095606+0.00357761j 0.00201102+0.00539195j 0.00358614-0.0032527j -0.00168352+0.005132j -0.0011529-0.00330039j 0.00424493-0.000830781j -0.00133266+0.00238383j 0.00371726-0.000303934j 0.00216023-0.000733408j 0.00504397+0.000976572j -0.0019455-0.00170483j -0.00489873-0.00234887j -0.00566392+0.00149914j 0.00188951-0.0028488j 0.000110315-0.00230514j -0.000255187-0.000907742j 
0.00206993+0.000157538j -0.00185215-0.00170976j -0.0061144-0.00364629j -0.00124169+0.00227543j -0.00963027-0.00260967j -0.00083678+0.00649306j -0.00989466-0.00374236j 0.00174124+0.00283505j -0.00182683+0.00208979j -0.00427098+0.000112582j -0.000194815-0.000942312j 0.000637408-0.00103221j 0.00476029-0.00806159j -0.00321895+0.00143979j 0.00253138-0.00352947j 0.00961585+0.00983323j 0.00826957-0.0144764j -0.00062497-0.00654556j 0.00205674-0.0016177j 0.000993501-0.0115271j -0.00365253-0.00621047j 0.0016286-0.00132981j 0.00633992+0.00782886j 0.00570439-0.00410563j 0.0069044-0.00513489j 0.00402058+0.000300375j 0.0039132+0.000938315j 0.000800309-0.0015981j 0.00411414+0.000708408j -0.00662397+0.00587896j 0.00692051-0.00242447j -0.00196424-0.00060559j 0.00523294+0.00766539j 0.00974565+0.0019588j -0.00986558-0.00575288j 0.00762937-0.00423333j -0.00578772+0.00296966j -0.00492539-0.0122884j -0.00077501+0.00247438j 0.000515007-0.0044583j -0.0028565-0.0008203j -0.0115062+0.00159389j -0.0123695-0.00486729j 0.00158423+0.00577549j -0.000292848+0.000850202j 0.0023552-0.00898072j -0.00478559+0.00236081j -0.00374126+0.00913032j -0.00252448-0.0133909j 0.00165699-0.0034277j -0.00385133+0.00128139j -0.00797524+0.00904111j 0.000860209-0.0015844j 0.00115248-0.0107658j -0.00188045+0.00515031j 0.00775027-0.00770314j 0.00102597-0.00930617j 0.000842735+0.00408803j -0.00762279-0.00261183j -0.00553725-0.00513106j -0.0142086-0.0061801j 0.0100872-0.00305315j 0.00511753+0.00560916j 0.00629209+0.00393503j -0.000965055+0.00199148j -0.0165354-0.0024544j 0.0157823+0.00196903j -0.00534475-0.00537968j -0.00527082+0.00122251j -0.00132489+0.00281614j 0.00604021-0.00936455j -0.00590389-0.00550203j -0.00163436+0.00373082j 0.000828674+0.00131746j -0.0070619+0.00234959j 0.00462657-0.00145121j 0.012784+0.0067491j -0.00356725+0.00130782j 0.00311264-0.00585795j -0.00217048+0.0010554j -0.00519187-0.00546113j -0.00776211-0.00118193j 0.000822748-0.000710811j 0.00272624-0.00260085j -6.75074e-06-0.00585231j 0.00522459-0.0019167j -0.00822412-0.000812605j -0.00304365-0.000986987j -0.00778319-0.00239247j 0.00138255-0.00342543j 0.00205392-0.00372738j 0.00157022+0.0014275j 
0.00896173+0.00836855j 0.00678597-0.00686882j -0.00581401-0.0162173j -0.00508918-0.00642903j -0.0187346-0.00899563j 0.00161867-0.0197131j -0.00267475-0.0107539j 0.00269793-0.0127414j 0.0123718-0.00217339j 0.00860531+0.0121211j -0.00107771+0.0128973j 0.00436507-0.00544135j -0.000375241+0.0101741j 0.00348445-0.00516913j 0.00574372-0.0108886j 0.00132113-0.00168616j 0.00363105+0.00758882j 0.00836797-0.00809171j 0.00284012-0.00548811j 0.0103265-0.00197515j 0.00416214+0.00133506j -0.00133255-0.0092622j 0.0115661-0.00426674j -0.000811597+0.00331216j 0.00417551+0.00106752j -0.00554826+0.00513881j -0.00841082+0.00420261j 0.000404281-0.0132596j 0.00315098-0.0174575j 0.0022223+0.00347529j -0.00477983-0.00141625j -0.00396641+0.000486626j 0.0058886-0.00342604j -0.0129001-0.0123139j -0.0133818-0.00395381j -0.00785308+0.00342683j 0.00175535-0.00177329j -0.00360883+0.000567525j -0.00177049+0.00406225j -0.00362129+0.00287678j 0.00578864+0.0020715j -0.00682905-0.000993986j -0.00729198+0.00619178j -0.00277528-0.0062247j -0.00118118+0.000711294j -0.00696941-0.00508605j -0.00270112-0.00370028j -0.00403039+0.00268279j -0.00716892+0.0189947j -0.0158352+0.000314705j 0.00209722-0.00287321j 0.0112639-0.0087059j -0.0111572+0.00222241j 0.00405764+0.0086594j 0.00799306+0.00282621j 0.00654932-0.00448043j -0.00439926-0.00402578j -0.00658936-0.00264905j -0.00354962-0.000849708j 0.00610347+0.00763418j -0.00594221-0.00145085j -0.00101084+0.010008j -0.00465102-0.00443638j -0.000884997-0.00528079j -0.0100224-3.96509e-05j -0.00717293-0.0149358j -0.00040057-0.0132794j 0.00353368+0.00759827j 0.0116845+0.0102143j -0.0261729+0.00316432j 0.00626436-0.0121177j -0.00134397-0.0134734j -0.00174936+0.00371833j 0.00172703-0.00115742j -0.012045+0.00396246j -0.0119659+0.0107533j -0.00415279+0.006391j -0.0053915+0.00972493j -0.0112211-0.000801207j -0.00245046+0.004273j 0.0055935+0.00796577j 0.0118338-0.00626371j 0.0097259+0.000482301j 0.00496012-0.00740866j 0.00217978-0.00781026j -0.00793927+0.00483547j 0.00212252-0.0102006j 0.00244004+0.00710726j -0.00642967-0.00788584j 0.0054978-0.00174007j -0.00372439-1.86835e-06j -0.00192616-0.00413264j 
-0.00156316+0.00693977j 0.00841498+0.00388172j -0.00104205+0.00170534j -0.00386909-0.00359342j -0.0227856+0.0162363j 0.0039108-0.0110316j -0.0140782+0.00616105j -0.00215679+0.010525j -0.0129301-0.00305238j -0.000901159-0.0143325j 6.13545e-05-0.00296431j 0.00740481+0.00185491j -0.0105161-0.00334764j 0.00233687-0.00198156j 0.00834447-0.0100705j 0.0014642-0.00867357j -0.00776469-0.00330071j -0.00172186+0.000795002j -0.00655527+0.00391844j 0.00883186+0.0154017j 0.00837805+0.00589789j 0.00250592-0.000297255j 0.00274808-0.00130967j 0.00141721+0.009087j -0.0117452+0.00494516j 0.000671038-0.00794422j 0.00157971+0.00170939j -0.00902051+0.00719649j 0.0118021+0.0199123j 0.0145918+0.0107392j 0.0055084-0.00143186j -0.00976446+0.00105462j 0.00209572-0.0128862j -0.00168376+0.00578542j -0.00110205-0.00296076j 0.00376819-0.00205989j -0.00845621-0.00338531j -0.00588037-0.0124428j 0.00445871-0.0036277j 0.000920022+0.00735973j -0.0027159+0.014936j 0.0086115-0.0018437j -0.000789972-0.00542043j 0.0047695-0.00335267j 0.00267355+0.00666163j -0.00171012-0.00285046j -0.00433804-0.00184435j -0.00973004+0.00228398j 0.00143125+0.0107935j 0.000699056-0.00196677j 0.00145917+0.0139925j -0.0032843+0.0038897j 0.00683624+0.00381352j -0.00178772-0.00217711j -0.00384064+0.0108642j 3.87751e-06+0.0164552j -0.00387359+0.00153136j 0.00158174+0.0051729j 0.00975026+0.00083566j 0.00662923+0.00466795j -0.00143358-0.000927847j -0.00675689-0.00121659j 0.0127505+0.0127271j -0.00634767-0.00260478j -0.00899316-0.0130818j 0.0115119+0.00445378j -0.00438933+0.000700972j 0.00536264-0.000576038j -0.00130535+0.00878985j 0.00965659-0.0115212j 0.0133576+0.000233685j -0.00974786-0.0126818j 0.00501017+0.0075278j -0.00808307-0.0061023j 0.00569922-0.00720091j -0.00282581-0.00487476j -0.00259587-0.0147386j -0.00442801-0.00667588j -0.00335206-0.0038617j -0.000514415+0.00291191j 0.0146257-0.00196131j 0.00453704-0.00919973j 0.00490183+0.00191472j -0.00907754+0.0014504j -0.00523287+0.00594738j -0.0194301-0.00278518j -0.00598703-0.0128453j 0.00723718-0.0135057j 0.00664486-0.00862978j 0.010604-0.00120173j 0.00096436-0.00653414j 0.00745046-0.000684744j 
-0.00214129+0.00180207j 0.00471176+0.00499046j -0.00137887+0.00373988j -0.00770046-0.0091147j -0.00988932+0.0200863j 0.00386781-0.00415736j -0.00271517-0.00102251j 0.00121107-0.00554054j 0.00630711-0.00194437j -0.00736984-0.0022613j -0.0137065-0.00181018j 0.0114485-0.00523856j 0.00379809+0.00295042j -0.0110238-0.0072833j 0.00294248-0.00660406j 0.00944227-0.00978378j 0.00294844-8.43477e-05j 0.00634691-0.0195663j 0.00285395-0.00637381j 0.000923176-0.00386464j 0.00848562+0.000102884j -0.00312532-0.00122735j 0.00664415+0.00653218j -0.00456084+0.000509422j -0.00291145+0.00124563j -0.00344988+0.00220461j -0.00418759-0.00490188j 0.00133443+0.000957551j 0.00837264-0.00111912j -0.000260209-0.00148322j 0.00315828+0.00488979j -0.00986091+0.000664399j 0.00285105+0.00211299j -0.000897123+0.00355581j -0.0139679-0.0121402j -0.00216372-7.12333e-05j -0.000114724+0.00107072j 0.00261679-0.000132476j 0.00831528+0.00138276j -0.00497897+0.00505012j -0.00401633+0.00803651j -0.00747345+0.00203534j 0.00853855-0.0130858j -0.00916693+0.00246928j 0.000445786+0.00472991j -0.00591738+0.000762901j -0.00339458+0.00420141j 0.00814897-0.00912681j 0.00569687-0.00023779j 0.00973874-0.00836375j -0.00138816-0.00409841j 0.00317597-0.000260954j -0.000165328+0.00138651j 0.00577632+0.00321583j 0.00233375-0.00550327j 0.00336104+0.00540696j 0.000524602+0.00861386j -0.00194873+0.00348122j 0.00265435-0.00126295j 0.00241387+0.000712744j 0.00206379+0.00168586j 0.0033691+0.00352403j -0.00934508+0.00380967j 0.0042355+0.000522251j -0.0033631-0.00833427j -0.0133576+0.00222443j 0.00918597-0.00211086j 0.0059829-0.00507869j -0.00173602-0.000874896j -0.00229254+0.00148624j 0.0048066-0.00402855j 0.00216558+0.00182215j 0.00756819+0.00310275j 0.000296924-0.00682809j 0.00220446+0.00241984j -0.0110994-0.000312713j 0.00199648+0.00291949j 0.002604-0.000993571j -0.00663718-0.00697897j 0.000292192+0.00556615j 0.00161949-0.000526784j 0.00449022-0.0168067j 0.00241873-0.00426249j 0.00141707+0.00852576j 0.00382306+0.00412382j -0.0124976-0.00316212j 0.00183885-0.0146812j -0.00606532-0.00979028j 0.00324683-0.0029671j -0.0034401-0.00302023j 0.00537751-0.00217599j -0.000584527+0.00578573j 
-0.0048363-0.0119478j -0.00955367-0.00120547j 0.011496+0.0103996j 0.01199-0.00175888j 0.018505-0.00756403j 0.000427225+0.00713844j 0.010203-0.00534285j 0.00498373+0.00959862j -0.00962712+0.000823641j -0.0116025-0.0196121j -0.000464686+0.0041576j -0.00856238-0.0053868j 0.0126215-0.00617945j -0.00315284+0.013505j -0.0103939+0.00887914j 0.00861159+0.000491112j 0.0100664+0.000622854j -0.00349175+0.00680571j -0.00117113-0.0017922j -0.0160968-0.00556411j 0.0106015+0.0017989j 0.00230808-0.0120742j 0.000545261+0.00668038j 0.00593518-0.00877533j 0.00722956-0.000582609j -0.00561661+0.00634744j -0.00506682+0.00545708j -0.00130719+0.0100743j 0.00277544+0.00721024j -0.0243515-0.00323603j -0.00178541+0.0109984j 0.0060789-0.000552826j -0.00692484+0.000970882j 0.00693814+0.0144674j -0.0031994+0.0105805j 0.0115378+0.0119672j 0.00828753+0.0053569j 0.00625084-0.00184835j 0.0031323+0.000521321j 0.00810991-0.0039163j -0.00601798-0.0032115j -0.00696422+0.00450891j -0.00202399+0.00104243j 0.00127421+0.00746111j -0.00286794+0.00545293j 0.000185683+0.0148218j 0.00288277+0.0206059j 0.00413766+0.0026976j -0.000609866-0.0162707j 0.00432173-0.00830734j -0.00194869-0.00294931j -0.00235333+0.00608554j 0.0169601+0.00454267j -0.00861332-0.00154513j -0.00268768-0.00237623j 0.000919084+0.0161824j 0.0128345+0.00449809j 0.004697+0.00588989j -0.00246615+0.00371783j -0.00699135-0.00657478j 0.00359209-0.00581414j 0.00580915-0.00411882j -0.00627546+0.00236367j -0.00312936+0.00273433j 0.00541675-0.00141125j 0.0083935+0.00504454j -0.00109325+0.0180572j -0.00529502-0.0101996j -0.00594019+0.0109986j 0.0089789-0.000579763j -0.00087466+0.00924879j -0.00767943+0.00365512j 0.00811325-0.00783704j 0.00296587+0.00867102j -0.00134261-0.00270278j 0.0168266-0.00254621j 0.00175891-0.00762363j 0.000620297-0.00243041j 0.0146895+0.00635656j 0.00181897-0.00955825j -0.00251693-0.00679845j -0.0217513+0.0114436j -0.0103998-0.0159622j -0.00680254+0.000533605j -0.00721667+0.010316j 0.00540634-0.00379069j 0.00768744+0.0114392j -0.00351237+0.00523673j 0.00462464+0.00206664j -0.0062671+0.00779806j 0.000222995+0.00762689j -0.00360688+0.000205231j 
0.000447541-0.00146408j -0.00152194-0.00151282j -0.00584057-0.00779854j -0.00400134+0.00687729j -0.0058754-0.00870788j 8.72839e-05-0.0127612j 0.0154096+0.00397675j 0.0113421+0.00283964j -0.00612508+0.00104226j -0.00309207-0.00392068j -0.000954926+0.000585007j 0.00423872+0.00477512j -0.000487524-0.014102j 0.00102996-0.00679782j -0.00272532+0.00416989j -0.00189118+0.00713859j 0.00217545-0.0045878j -0.00717167+0.00310446j -0.00412319+0.00136801j -0.00144753-0.00497096j 0.00470784-0.0122322j 0.00552562-0.00861777j -0.00971309+0.00106736j -0.000634278+0.025784j -0.000473455+0.00491305j 0.00825906-0.0142871j 0.00325927+8.64716e-05j 0.000787787+0.00216732j 0.0149355+0.0189448j 0.00857563+0.00085139j 0.00187758-0.0115859j -0.00354942-0.00648035j -0.00975449-0.00541188j -0.00442648+0.00544904j 0.000142477-0.0146559j 0.00817145-0.00330972j 0.000790069-0.00416604j -0.00829137+0.00488439j -0.00433961-0.00166385j -0.00480814+0.000401309j -0.00694143+0.00127706j 0.00520762-0.00905763j 0.00760239-0.00695108j 0.000370816+0.00739741j 0.00239695-0.00884966j 0.0025578+0.018113j -0.00582998-0.00345271j -0.000987179+0.0137784j 0.00667153-0.00628235j 0.00688145+0.00471791j -0.00297432-0.00246395j 0.00545211+0.016751j -0.00231551-0.00594611j 0.00497118+0.00268016j -0.00235922+0.0038566j 0.00247958-0.00272581j 0.00801392+0.000443215j -0.00441856+0.000653218j 0.00418366+0.0141494j 0.00844034-0.00977568j -0.0104498-0.00385555j -0.00837237-0.0128788j 0.000590259-0.00026833j -0.00607151-0.00326452j -0.000135252+0.00296742j 0.00284496+0.00996613j -0.0110448+0.000724049j 0.00481869+0.00454507j 0.0116905+0.00779911j 0.00542338-0.000560168j -0.00205467-0.00373268j 0.00571502+0.00229925j -0.00666024+0.000131277j -0.00128815+0.000373319j -0.0169775-0.000234684j -0.00734879+0.00494675j 0.00721008+0.00238693j -0.0020264-0.000106272j 0.00200904-0.00462147j -0.00454092-0.0012153j 0.000403062-0.00332971j -0.00794519+0.00276398j 0.00514399+0.000521877j 0.0102876-0.000402792j 0.0032866-0.00629073j -0.00173994+0.00396562j 0.00294583-0.0127719j 0.00951969+0.0119431j -0.0103455-0.00456707j 0.00340899-0.00162733j -0.00253328+0.000971741j -0.000947375-0.00237527j 
