-0.0045767-0.00164394j -0.00541333-0.000160387j -0.0051397+0.00501394j 0.0179908+0.000178654j 0.00901836-0.0118727j -0.00210615+0.00783114j -0.00644167+0.00952775j -0.00237624-0.00672396j 0.000687161+0.00118457j 0.00364656-0.0086372j 0.0195894-0.00328636j -0.016091-0.001557j 0.00325552-0.000274279j 0.000408076+0.00935968j -0.0106489+0.00395747j -0.0130342+0.00855199j -0.00370594-0.00648564j 0.00991571+0.00512053j 0.00316851+0.00222736j -0.0108721-0.0116766j -0.0113078+0.0078846j -0.0115963-0.00124956j -0.011051+0.00849142j -0.00128941-0.0126626j 0.00428324+0.00371519j 0.0089153-0.00412036j 0.00772343-0.000917458j -0.000866792-3.49516e-05j 0.000305138+0.00209976j -0.0053886+0.00720955j 0.0100459+0.000917882j -0.00256689+0.00546159j -0.00247092-0.00239817j -0.000812265+0.00383095j 0.00267524+0.0114995j 0.00755852-0.000212238j -0.00628656-0.00586844j 0.00427058-0.00994264j 0.00361204-0.00466609j 0.00941152+0.00142068j -0.0022752+0.00654215j 0.00473005+0.00173585j -0.00384046-0.00392976j 0.00669584+0.0027188j 0.00447266+0.00522874j 0.00693391+0.00135426j 0.00520472+0.00447244j 0.0028206+0.0128256j 0.00356941-0.0191506j 0.00065093+0.00589429j 0.00442042-0.000792545j -0.0058807+0.00708779j 0.00845391-0.00270033j -0.0190033-0.00184645j 0.00822444+0.00708382j -0.00575357+0.0102548j 0.00340758-0.00201973j 0.00237949-0.0012785j -0.00244455+0.00587189j 0.00486933+0.00291719j 0.00186691+0.00342317j 0.0042691+0.00100125j 0.0165088-0.0053626j -0.00479115-0.00184102j 0.00106352+0.0116391j 0.0119785+0.00748627j -0.00418194+0.0207769j -0.0120047+0.00167878j -0.00357194-0.00769632j 0.0117644+0.00221511j -0.00339017-0.000899083j -0.00317031+0.00708814j 0.000740198-0.0029127j -0.00782244+0.00395102j 0.0074925-0.00854684j 0.0168113-0.00566496j -0.00593261+0.000441406j 0.00321086+0.000869618j 0.013772-0.00142328j -0.00508857-0.0106075j -0.00343271+0.00344873j -0.00566252+0.00282523j -0.00085497-0.00114431j -0.00763216-0.00603916j 0.000755423+0.000671921j 0.0133085+0.000384394j -0.00359834+0.015134j 0.00412047+0.00453103j 0.0103231+0.0107211j -0.00606284+0.00907878j -0.0031212+0.00114536j 0.000977309-0.00136538j 
-0.00448057-0.00560862j 0.00311722+0.00478867j 0.00965514+0.00610855j 0.0199452-0.0114529j 0.00180739+0.0127379j -0.00175451-0.000185414j 0.00047134-0.00131491j 0.0100707-0.00876981j 0.00197081-0.00494699j -0.00347533+0.00200249j -0.0023409+0.00926169j -0.00818567-0.0111506j 0.0066578+0.00922165j -0.012426+0.00326031j 0.00228995-0.00465227j -0.00340944-0.011631j 0.00335785-0.00659181j -0.00443509-0.000758671j 0.0106374-0.00121399j 0.00105759+0.00616913j -0.00659962-0.00114483j 0.00213265+0.0089427j 0.000861027+0.00426924j -0.00341075-0.0027261j 0.000162305+0.00370606j 0.000154216+0.000116782j 0.00366198-0.00211884j -0.00422533+0.00121519j 0.0029621+0.00107838j -0.00990871+0.00388283j 0.00482332+0.00197748j -0.00620475-0.00397348j 0.00361734+0.00321846j 0.0015839+0.00592253j -0.00160343+0.00624753j 0.00273893-0.000350266j -0.00170272+0.00193208j 0.00114734-0.00765657j 0.00744358-0.00699745j -0.00104184+0.00102291j -0.00548503-0.00660476j -0.0031893+0.00252528j 0.00602035+9.763e-05j 0.0058952+0.00150979j 0.00343553+0.00825948j 0.00625902-0.00110165j 0.00205071-0.00313713j 0.00190573+0.00823806j 0.00764735-0.000520356j 0.000432171+0.00219196j 0.000777455+0.00317234j -0.00898062+0.000769506j -5.9065e-05-0.000193023j -0.00554071-0.00488295j -0.00429484+0.00823176j 0.00225997+0.0125827j 0.00142057-0.00705293j 0.000827673+0.00746459j 0.00417265-0.00426757j -0.0017067-0.000677166j 0.00731612-0.00228507j 0.00988233+0.00208102j 0.000589085+0.00202396j -0.0020537-0.00604299j -0.00711821-0.0100965j 0.00424518-0.0038872j 0.00296011+0.00153375j -0.000385779-0.00671385j -0.00189472-0.00657007j -0.000441171-0.00368376j 0.000460556+0.00357727j -0.00609455+0.00469868j 0.00468496+0.00088165j 7.68333e-05+0.000427183j 0.00939633-0.00351773j 0.00626992-0.00271993j 0.00289489-4.84957e-05j -0.00232026-0.00370223j 0.00443197-0.00414909j -0.000314416+0.0072174j -0.00241788+0.00316054j -0.00347323-0.00922129j -0.00345306-0.00788916j -0.00468334+0.0026856j -0.00191428+0.0138853j -0.0187152-0.0010077j 0.00181033-0.00258388j -0.0138938+0.00125832j 0.0122893+0.010541j -0.0143792+0.00855328j 0.00325757+0.00471983j -0.00617002+0.00811298j 
-0.0103895-0.000573328j 0.00121348+0.00419056j 0.0166921+0.00444201j 0.0202123+0.00838957j -0.00568809+0.0156162j 0.0028287-0.00324957j 0.00396312+0.0075655j 0.00474414-0.00793755j 0.00907995-0.00343094j 0.00798639-0.00495974j 0.00930069-0.00284918j -0.0114744-0.0131001j -0.00330974+0.011764j 0.0116144-0.000758319j -0.0137511-0.00909726j -0.0101404-0.00784265j -0.00786799+0.00661375j 0.00229867+0.0108328j 0.000393117+0.00790845j -0.00211529+0.0128713j 0.00156574-0.00150197j -0.0146622+0.000565736j 0.00283248-0.0113095j -0.00911284-0.000584075j -0.000889734-0.00363542j 0.00302537-0.00899003j -0.00120674+0.00762044j 0.00106683-0.00675021j 0.00286785-0.000402059j 0.00242538+0.00194731j -0.00325922-0.00507671j -0.0144356+0.00184032j 0.00762942+0.00341015j 0.00305561+0.012057j -0.000919299+0.0063186j -0.00400812-0.00133207j 0.00465034+0.00238495j 0.00357521+0.00307339j 0.00375182-0.0029191j 0.0101875+0.0138899j -0.0034495+0.00107426j 0.000283501+0.00311549j 0.00452327-0.00442299j 0.0129256-0.00146725j 0.00213066-0.00333855j 0.00730232-0.00947958j 0.00570967-0.00195758j 0.00355185-0.00819291j 0.00710196-0.00278719j -0.00303091-0.00268556j -0.00355682+0.00104379j -0.00814643+0.00424826j 0.005862-0.00501685j -0.00924574+0.00274615j 0.00671044+0.00946848j -0.000888258+0.00179443j -0.00254153+0.0026032j 0.0132715+0.0054954j -0.00424415+0.00141847j -0.00146765+0.00181697j 0.000434297+0.000497574j 0.00437581+0.00514714j 0.00300187+0.00416277j -0.00294148-0.00299778j -0.00795832-0.00516118j -0.00496091-0.00675294j -0.00920708+0.00802323j -0.00222957+0.00507768j -0.00107721-0.0165001j -0.00166962+0.000181397j -0.00576023+0.00128445j -0.00356998+0.0066676j -0.00348243+0.0106942j -0.00699908-0.00551042j 0.0140606-0.00495624j 0.00721643-0.000357384j -0.00730183+0.00805888j 0.000955512-0.00151082j -0.00207042+0.000913203j -0.000308725+0.00502953j 0.00281353+0.00697158j 0.0186272-0.00972962j -0.00129734-0.00744426j -0.012166+0.00663171j -0.00173259+0.0118626j -0.015386-0.0104285j 0.00156427-0.00688409j 0.000414582-0.00655319j 0.0111714+0.0149589j -0.012882+0.00727133j 0.00290861-6.30025e-05j -0.00174606+0.00457132j 
0.00124217-0.00402918j 0.023663-0.0048901j 0.0125836+0.0208311j -0.00706387+0.00929559j -0.0259221-0.0149299j 0.00710494+0.0111189j -0.0252864-0.0121293j 0.00176188-0.0137015j 0.0063059-0.00199721j 0.00168993+0.00778371j 0.0115002+0.0178341j -0.00101789-0.0108j -0.0164968-0.00304742j 0.0140636+0.00523868j 0.0148983-0.00783877j -0.00506995-0.00738326j 0.000990164+0.00802325j 0.0376802+0.0048896j 0.0118015+0.0129085j 0.00850235+0.0106348j -0.00569415+0.00437077j -0.0123688+0.0137792j -0.00543273-0.00822252j -0.00308391-0.00118955j -0.000119956+0.0225799j 0.00412473+0.00702711j 0.00132181+0.0080931j 0.00502427-0.00433213j -0.00367475+0.00394582j 0.0053537-0.000696063j -0.00456975+0.0103063j -0.0148844+0.0148174j 0.00127996-0.00856697j -0.00971103+0.0105699j 0.00798233+0.0127601j -0.00855074+0.00402055j -0.00112439-0.0160591j -0.00310766-0.00442004j 0.00792461-0.0122025j 0.0101663+0.0137514j 0.00165964+0.00703753j -0.00297075+0.00439806j -0.0039031-0.001215j 0.0113792-0.0159413j -3.62746e-05+0.0107222j -0.000496909-0.0111045j 0.00308856+0.00706735j -0.00160912+0.000455384j -0.00648103+0.00704522j -0.016835-0.00363653j 0.00846885+0.00855178j -0.0100899-0.00186092j 0.00212634-0.00772543j -0.0137611+0.00249566j 0.01143+0.0119956j -0.00235736+0.00252074j -0.000277154-0.017569j 0.00485952-0.00156093j 0.00725414-0.00109691j 0.00822099+0.00365853j -0.00274985+0.00641932j 0.0114126+0.0162056j 0.0151464+0.00665862j -0.000101503-0.0100926j -0.000361793+0.00341625j 0.00563645-0.00239642j 0.00337567-0.012967j 0.00857111+0.0049747j -0.0132413+0.000113995j -0.0124095+0.0029016j 0.0110707-0.0154959j -0.0168063-0.021489j -0.00636947+0.00991868j -0.00603223-0.00125382j 0.0120388-0.00272876j 0.00773046+0.00256186j -0.015492+0.00634519j 0.000761419+0.00746593j -0.00692377-0.00713994j -0.00548502+0.000463945j 0.0129988+0.00990006j 0.0225099-0.00710558j 0.0102565+0.00155185j -0.0100323-0.0145418j 0.00411265+0.00735719j 0.0031223+0.00299017j -0.00960579+0.00503436j 0.00221489-0.0108939j 0.00842557+0.00122824j 0.00515966+0.0113146j -0.00743971-0.00644553j 0.00489984-0.00446456j 
-0.0242308+0.000723115j 0.00537669-0.00453631j 0.0145891-0.00367993j 0.0123725+0.0148765j -0.0356127+0.0468958j 0.000147299-0.0190103j 0.000548773+0.0234731j 0.00123273+0.00161874j -0.00100766-0.0125564j 0.00444407-0.0044505j 0.0091015-0.00840507j 0.00504494+0.00162212j 0.00205444+0.00785326j -0.012377-0.0104632j 0.00158953-0.00757924j -0.00646118+0.00953506j -0.00566675+0.00438612j -0.0137665+0.00986173j -0.00357526-0.00281449j -0.000986601+0.00201705j 0.00279021+0.00150055j -0.0146833-0.00634897j -0.00547189-0.00588112j 0.0012528+0.00718559j -0.0173429+0.00278928j -0.00774438-0.0105355j 0.00708648+0.00279588j -0.00362053-0.00673321j -0.00292094+0.00408938j 0.00981958+0.0145326j 0.00147419-0.00468389j -0.0203437-0.00480748j 0.00271366-0.00211868j 0.00597225+0.00782028j -0.0128138+0.00340781j 0.0198791+0.00340871j -0.000748223+0.00706214j -0.00603998-0.00938155j -0.00673933-0.0042414j -0.00127284-0.00858628j -0.0155362+0.0217014j 0.00458999-0.00943482j 0.00904144-0.0111682j -0.0025962+0.0123528j 0.00734719+0.00858771j 0.00708764-0.0063826j 0.00321287-0.0216335j 0.00793766-0.00126342j 0.00914075-0.00531933j 0.0126653-0.00528585j -0.00141287+0.00461761j -0.000167977+0.0110958j -0.00848179-0.00152096j -0.0044416-0.00766694j -0.0102151+0.0156081j 0.00322131+0.00971477j -0.0112103+0.00556255j -0.000653008+0.0115141j 0.00461481-0.00252153j -0.00603746+0.011131j 0.00498791-0.00158639j -0.00534508-0.00194141j 0.00823869+0.00486597j 0.00161073-0.0109448j -0.00430869-0.0121739j -0.00706451-0.00380449j 0.00454085-0.00812803j -0.00918364-0.00592924j 0.00505695-0.0107006j 0.0111233-0.00550208j 0.0162114-0.00149186j 0.000587586+0.00959882j 0.00211011+0.00390831j -0.0144672-0.00789835j 0.00693431-0.00325094j -0.0132015-0.0113687j 0.000983215-0.00880036j -0.011915-0.0124736j 0.00295686-0.0123038j -0.00778638+0.0043964j 0.0170971-0.00320132j 0.0160338-0.0246107j -0.000234262+0.00247365j 0.00413015+0.0104713j -0.00507637+0.00355596j -0.0323696-0.0130185j -0.00598001-0.0251542j 0.00187552-0.0110867j 0.00288181+0.00710893j -0.00433955-0.000237359j 0.0093414-0.00367426j 0.00319405+0.0123157j 
-0.00119096+0.00358239j -0.00773608-0.00637667j 0.00225836-0.0156902j 0.00550624-0.00404099j 0.00595124+0.00594224j -0.00892967+0.00187231j -0.00932543-0.00349377j -0.00849991+0.011891j -0.00021454-9.26649e-06j -0.0113361+0.00854621j -0.014523+0.000110908j 0.0105817+0.00553639j 0.0081697-0.0122496j -0.0214806-0.00727759j 0.00872159-0.0136622j 0.00628553+0.00459709j -0.00299334-0.0107762j -0.0139507-0.00951401j -0.00739845-0.00462331j -0.00090138-0.00322113j 0.00503394-0.00181791j 0.0108694-0.00647981j 0.0109776+0.00413572j -0.00386092-0.00223998j -0.00191501-0.00240325j -0.0103084+0.00819229j -0.00462538-0.0030707j -0.00453167+0.00301933j 0.00531079+0.000707911j -0.00126432+0.00145719j 0.00668501-0.00252057j 0.00811129-0.00064736j 0.00109298+0.00238003j 0.00952445-0.00411451j -0.00277579-0.00741145j 5.97291e-05+0.00102637j 0.00245272+0.00465506j 0.00356275-0.00263769j 0.00581049-0.00145041j -0.0150453+0.00115125j -0.000962743+0.00288103j -0.00100674-0.00225205j -0.00024956-0.00219693j -0.010712+0.00878384j -0.0024426-9.30113e-05j -0.00186026+0.00401338j -0.00756333-0.00645368j 0.00111336+0.00899019j 0.00399989+0.00279988j 0.00768552+0.000829337j -0.00321579-0.00180684j 0.000413066+0.000552773j -0.00396391+0.00608127j 0.00764222-0.0087709j -0.00535122-0.00330553j 0.00558627+0.00284916j 0.0122245-0.00344331j -0.00642224+0.00429125j 0.00455963-0.00812223j -0.0114186-0.00494014j 0.00956713-0.0144989j 0.00812526-0.0139027j -0.00442045+0.00547071j 0.00726532+0.00212559j -0.00285799-0.00618101j 0.00120572-0.007842j 0.0104913-0.0170269j -0.00124607-0.0114608j 0.0053497+0.00330138j -0.00435136+0.00277917j 0.00206933+0.00466211j 0.00473014+0.000934578j 0.0172074+0.00351092j -8.81641e-05+0.00167937j 0.000712127-0.00245814j -0.00656212-0.0100899j 0.0154927-0.00392901j 0.00425584-0.00871568j 0.000664272+1.24783e-05j -0.00100509+0.00927252j -0.0113226-0.00872043j -0.0132794-0.00185255j -0.004628+0.00351564j 0.0157604+0.00102972j 0.00122594-0.00819051j -0.00378133-0.00497637j -0.00334921+0.00435786j -0.0226747-0.0145688j -0.00466282-0.00770375j 0.00471346-0.0128035j 0.0118822+0.000129256j -0.00112876+0.00685133j 
-0.00203462+0.000805004j -0.00965545+0.00300739j 0.0170865+0.0171357j 0.0256552-0.0228692j 0.0254224+0.0104499j 0.00275174+0.0129933j 0.00358728-0.000771463j 0.00615299-0.0145269j 0.00257885+0.00483145j -0.00103935+0.00559963j -0.00822384+0.0118688j 0.00209482-0.0159707j 0.0149524+0.00507591j -0.00219547+0.0115211j 0.011278-0.00556074j 0.00124103-0.0151593j -0.00554959-0.0120329j 0.00662053+0.00263355j 0.00708934+0.00866035j -0.0143909-0.0048519j -0.00872247-0.00085348j 0.00444393-0.000450109j -0.00022376+0.000901185j 0.0036666-0.0077892j 0.000477579+0.00212306j 0.000312744+0.0126731j -0.00572905-0.00287621j 0.00296148+0.0175492j -0.00764849+0.00207369j -0.00246466-0.00971015j -0.0048349+0.0042742j 0.00697014+0.00144126j 0.00295343-0.00921725j -0.00648698+0.00638401j 0.0136941+0.00274138j -0.00703773+0.0110967j -0.00758964-0.0173836j 0.0115338-0.00486854j 0.00342347-0.0102277j 0.00307835-0.000146189j -0.000854829+0.00363088j -0.00144848+0.00265266j -0.00697808-4.90407e-05j -0.00308541-0.0126444j -0.00238397+0.00128793j -0.00137321-0.00327774j 0.0132276+0.00683198j 0.00944652+0.00245645j -0.00517887+0.00232863j -0.00462006-0.000460342j -0.00195045+0.0022138j 0.00159608-0.0101667j 0.00928214+0.00836139j -0.00355503-0.00127741j 0.00188768+0.000986623j 0.00568628+0.0122085j 0.00364285+0.00285631j -0.00530027+0.0149025j 0.00409214-0.00440103j 0.00515538-0.00862222j 0.00785264-0.005818j 0.00337519+0.0103648j -0.00686562-0.00147403j -0.00296164-0.00446636j -0.00314021-0.00946955j 0.00292669-0.00920165j -0.00595927-0.0129424j -0.00485328-0.0120818j -0.00906273-0.00484865j -0.00294977-0.00279746j 0.00151029+0.00840291j -0.0192239+0.00211695j 0.00430112-0.000187102j 0.00643355+0.000441374j 0.0172629-0.00525628j 0.0224432-0.00117671j -0.00113805+0.00253985j 0.00262535-0.0159991j 0.0124003+5.65668e-05j 0.00895119+0.0109311j -0.00888412+0.00430365j -0.00666219+0.0017433j -0.00816016-0.00161743j -0.0119539-0.0034816j 0.000728034+0.0225409j -0.0100122+0.00329573j 0.00207779+0.021374j -0.0139376-0.00137407j 0.0215306+0.0133437j -0.0131099+0.0164094j 0.00533819+0.00928341j -0.00613632+0.00645152j 
0.00794912+0.000223354j 0.0131449-0.001033j -0.00354233-0.00633519j -0.0243061+0.00555419j -0.0174781-0.00628425j -0.00497012+0.00591725j -0.0326205+7.42425e-05j -0.0137695+0.0241194j -0.016207+0.00265801j -0.00693737-0.00418347j -0.0220076+0.00147483j 0.000359753+0.0108016j -0.00608944-0.0048107j -0.0123066-0.00683041j 0.0218701-0.013251j 0.00899159+0.00596928j -0.0033276+0.000826399j 0.00447142-0.0111275j 0.000393447-0.000890785j 0.0102124+0.0091738j 0.00568933-0.00119751j 0.00892684-0.00454419j 0.00630134+0.000835558j -0.00478715+0.00214729j -0.00990641+0.00574882j -0.0119575+0.00679699j -0.00597925+0.0085174j -0.000511752-0.00854204j 0.000421429+0.00343599j 0.00263317-0.00175307j 0.00272849+0.00775808j -0.00150506+0.0165412j 0.00292331+0.000682215j 0.00975557-0.00863426j -0.000980788-0.010956j -0.000547732-0.00241833j 0.00328688-0.00299082j 0.0012202+0.00478478j 0.0058693+0.00246906j -0.0120871+0.00658347j 0.000968454+0.00261517j -0.000719893+0.000807127j -0.00267755-0.00374252j 0.00192076+0.00362649j -0.0062929+0.0066292j 0.00123813-0.00698444j -0.00691862-0.000671988j -0.00286659-0.00272694j -0.000540697+0.0126167j -0.000849578-0.0072686j -0.00113931+0.00431211j 0.00103828-0.00846281j -0.0070356+0.0123793j 0.00208682-0.000931952j -0.00341235+0.0113273j 0.00120862-0.0027103j 0.00439501-0.00590872j 0.00169103+0.00217782j 0.00603856-0.0122627j -0.0059579+0.00362192j -0.0049954-0.0116761j 0.00464205-0.00662332j 0.00843291+0.0105904j 0.00336051-0.0047439j -0.00247068+0.00304444j 0.00315536-0.00359581j 0.011303-0.0149148j 0.00865422-0.00604061j 0.00228111+0.00978756j -0.00591834+0.00735642j 0.0151037+0.001996j 0.00129258-0.00528571j 0.00341364+0.0068183j 0.000861995-0.00427182j -0.00711723-0.00765769j -4.11897e-05+0.00125174j 0.0023407-0.0102935j 0.00515254-0.000478439j -0.00196924+0.00491522j -0.000409012+0.00481913j 0.0147484-0.0148095j -0.00155416+0.0040771j 0.00318372+0.00561214j 0.00466558+0.00138727j -0.00120316-0.0113195j 0.0106575-0.0122224j -0.0125217+0.00219488j -0.0097982-0.0301137j -0.0117671-0.0195403j 0.0224206-0.0178863j 0.00593638-0.0128482j 0.00997756-0.00285332j 
-0.0179012-0.0135447j -0.00187282+0.00777554j 0.0197236+0.0082987j 0.0114612+0.00547748j 0.0241555+0.0229153j -0.00594122+0.0283804j -0.000888313+0.018471j -0.00681207+0.0103466j 0.00314766-0.00455846j -0.00524646-0.0203175j -0.00936968-0.0216623j -0.00747409+0.0165401j 0.00890057-0.00515316j -0.0179657-0.00214972j -0.00642298+0.00514119j 0.000354687+0.00724847j -0.018547-0.00172814j 0.00166718-0.00290942j -0.000240785+0.00739075j -0.00438834-0.00254279j -0.00422431-0.00315538j -0.000462066-0.00496468j -0.000707605+0.0109821j -0.00787356-0.00873884j 0.00145451-0.00945615j -0.00518017-0.00616759j 0.0129539+0.00462442j 0.00176773-0.00326013j 0.000580838-0.00119j -0.00212858+0.000835694j 0.0080902-0.00143401j -0.0138393-0.00202305j 0.00904138+0.00923092j 0.0238905-0.00186595j 0.00698317-0.0085094j 0.012866-0.00234936j 0.0116026+0.000835302j 0.00765849-0.00309961j 0.00130511+0.00982709j 0.00569601+0.00555576j -0.0124021-0.000598438j -0.000107675-0.00370772j 0.0107906+0.00614023j 0.000355561+0.0153676j -0.00285285-0.00483484j 0.00944221-0.00224624j 0.00973956-0.0168177j 0.0120912-0.00351209j 0.00496155-0.010679j 0.0166777-0.0028178j -0.0144494-0.00435561j 0.00337844-0.000458165j 0.00445479+0.00681369j -0.00295296-0.00907619j -0.010445+0.000488983j -4.19714e-06+0.00212996j 0.00513126+0.0129275j 0.00114519+0.0114201j -0.00786101-0.000458851j -0.00962233-0.00800706j 0.001931-0.00441136j -0.00222999-0.00690952j 0.00539645-0.00117561j 0.00235567+0.00359016j -0.00592182-0.00346449j -3.01651e-05-0.00294377j 0.000290507+0.0104686j -0.00952097-0.011287j 0.00157551-0.0213001j 0.00978775+0.00335014j -0.00471963+0.0167914j 0.00641046+0.029046j -2.18878e-05+0.00123217j 0.0018099-0.00825776j 0.0158528-0.0151901j 0.0114568-0.0070583j 0.00252536+0.00709788j 0.0106623-0.0213254j 0.0135618-0.00213078j 0.00478938+0.00374053j -0.0137789-0.018045j -0.00208467+0.00449745j -0.00564866-0.00294195j 0.000453545+0.0192836j -0.00373353+0.00963558j 0.00251877-0.0166024j -0.00224584+0.0163439j -0.0219012-0.0245188j 0.00679512+0.0163063j -0.0160664-0.00102799j 0.0154579-0.00315316j 0.00112753+0.0136744j 
0.00452013+0.00998417j 0.0113361+0.00763771j -0.0115985-0.0154955j -0.0235269+0.0160207j -0.00960838+0.00161662j -0.0029327-0.00670143j -0.0395025+0.0114587j -0.0210501+0.0164015j -0.00632496-0.00360706j 0.00939213-0.00744722j -0.0059555-0.0141292j -0.00509648+0.0124257j -0.0161904+0.00192176j -0.00520632-0.0133449j -0.00144727-0.0135073j -0.00761187+0.0098456j -0.0144189+0.012285j 0.00509045-0.012726j -0.00817802-0.000699486j 0.0113686+0.00974397j 0.0142953+0.00555633j -0.000250966-0.00758964j 0.00573968-0.00735356j -0.00578882+0.0071025j -0.00669969+0.00316544j -0.00320236-0.00768283j -0.00161269+0.00693897j 0.00227501-0.0249234j -0.00174913-0.00149366j 0.0135955+0.00466743j 0.00805239-0.00468474j -0.0111939+0.0176546j 0.00637163+0.00598617j 0.00784169-0.00865076j -0.00540821-0.0109616j 0.00366665-0.00931442j 0.00522421+0.0080701j 0.00220521+0.0078526j 0.0043715+0.0071303j -0.0114184+0.00743926j 0.00133647+0.00892252j 0.00198895-5.55631e-05j -0.000706714-0.0113938j 0.00621338+0.0093922j -0.00253792-0.00261896j 0.000798568-0.00768206j -0.00771064-0.015095j -0.00400938-0.0114854j 0.00137757+0.00433558j 0.000116393-0.0126856j 0.00187994+0.00405173j -0.00621763-0.000726871j 0.00110947+0.00436642j 0.00054116-0.00124857j 0.00271969+0.00747307j -0.00488382-0.00631033j -0.00117307+0.00262702j 0.0010363-0.00787878j -0.00241533+0.000611957j -0.00777907+0.00529694j -0.0115524-0.00515959j 0.004862-0.005772j 0.0178397+0.00795871j 0.00119442-0.0016294j -0.00247362+0.00689511j -0.00238679-0.00321405j 0.00795548+0.00306371j 0.00748818+0.00931611j 0.00844647-0.00664051j -0.000443457+0.0047569j 0.0151191+0.00258156j 0.00752959+0.0040226j -0.00845072+0.00638889j -0.00498678-0.00911906j -0.00199043-0.0100651j -0.00335489+0.000967062j -0.00347464+0.00145792j 0.00437711+0.00267676j -0.00295456-6.70567e-05j -0.00701384-0.000120474j 0.0167314-0.0100889j 0.0155511+0.00342915j 0.00922923+0.00910271j 0.00320122+0.0123427j -0.000476209-0.0143467j 0.0169225-0.01277j -0.00957349-0.00528835j 0.00656338-0.0312297j -0.0111346-0.00857959j 0.0201522-0.0201247j 0.00502381-0.0193264j 0.0173064-0.00463443j 
-0.00695075+0.00678348j 0.00832995+0.0162623j -0.00295524+0.0207032j 0.0165118-0.0143048j -0.0217595+0.0311773j -0.00207129+0.00292398j -0.00686967+0.0267459j -0.000166124-0.0191152j 0.011798-0.00638028j 0.0149924-0.00440195j 0.0167953-0.00501773j -0.00669449-0.00658886j 0.000865932+0.0142403j -0.00134974-0.00728055j -0.0112552-0.0140154j -0.0127846-0.00744524j -0.0106739-0.00254877j 0.0095181+0.000122638j 0.00697804+0.00242919j -0.00147715+0.00899555j -0.00502308+0.00854448j -0.0132544+0.00241465j -0.00239068-0.000807853j -0.00119602+0.000176763j -0.0012799+0.00703928j 0.0125346-0.0123033j 0.00857894+0.00359513j 0.00189604-0.0109298j -0.00210637+0.00194471j 0.01012+0.0130371j 0.0077109+0.0020814j -0.0277738+0.00623359j 0.00791253+0.00108778j -1.3719e-05+0.0136601j -0.00649821+0.0054699j 0.0107255+0.00190769j -0.0108335-0.0015598j -0.00187521-0.01013j -0.000795434-0.00885567j 0.00295275+0.00169249j -0.0078723+0.0159864j 0.000744521-0.00214672j 0.00535096-0.0128835j 0.00261385+0.00364463j 0.00831602+0.00518028j 0.00657-0.0121299j 0.00980418-0.0202622j 0.0133064-0.00286976j 0.00317986-0.00832108j 0.00190386-0.00794205j 0.00354+0.00734983j -0.0119664+0.0115153j 0.00432135-0.00730657j -0.0126464-0.00752945j 0.00114705+0.0194932j -0.00107492+0.0115676j -0.0129493+0.00253825j 0.00588687+0.0119572j -0.00241569+0.000732215j 0.00254963+0.00574135j 0.0016087+0.00401483j 0.00494341+0.0121826j 0.0209152+0.00818339j -0.00265048-0.0098639j -0.00898607-0.00850093j -0.00374597-0.00184272j -0.00371614-0.00120683j -0.0062173+0.00185953j -0.00562179-0.0207914j 0.00315372-0.00647614j 0.0135606-0.0044176j -0.0101057+0.00695693j -0.00794313+0.0093169j -0.0147624-0.00944149j 0.0240684-0.0116827j 0.00685682-0.00375478j -0.0117676+0.0105412j -0.00528287-0.00929344j 0.00474769-0.0147265j -0.0081269+0.00553108j 0.0127613+0.00368729j 0.0250095-0.022193j 0.00673551-0.000972149j -0.0120265+0.00910075j -0.0038753+0.0174361j -0.0241165-0.00799603j -0.0078117-0.0081703j -0.00457421-0.0131749j 0.0182319+0.0202668j -0.0189653+0.0144095j 0.00488488-0.00544874j 0.00195783+0.00880497j 
