0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
0.00839365+0.00104338j -0.00108757+0.00809699j 0.000204668-0.00499518j -0.00409466+0.00127086j 0.00712949-0.00611821j 0.000764112+0.00511342j 0.000454566-0.00780474j 0.00681188-0.000373781j -0.0101238+0.00100448j -0.00339107-0.00437952j 0.00408211-0.0033107j 0.000792991+0.000545671j 0.0022812+5.97862e-05j -0.00179182-0.00822131j -0.00555263-0.000821837j -0.000539558+0.000932893j 0.00190191+0.00243253j 0.00385214+0.00462283j -0.00179648-0.000601788j 0.00104869+0.00310191j 0.00273942+0.000403073j 0.000201472+0.000205963j 5.71198e-05+0.00172033j -0.00408511-0.0035908j -0.00105302-0.00336795j -0.00103665+0.0021193j 0.00307342-0.00697169j -0.00161942-0.00241293j 0.00537156+0.00348308j -0.00147749+0.000879603j -0.00445636+0.00724243j 0.00183633+0.00269738j -0.000383872-0.00623119j -0.000752828-0.00249131j -0.00381544+0.00762349j 0.00402658+0.00318853j 0.00155313-0.00257003j -0.00146071+0.00248919j -0.00310734+0.0039015j -0.00224493+0.000307873j 0.000693517+0.000545946j 0.00165143-0.0059172j 0.00142047+0.00297873j -0.00537892-0.00249736j 0.00996025-0.00476986j 0.0084529-0.00111302j -8.09505e-06+0.00337948j -0.000674551-0.00539617j 0.000583633+0.00356677j -0.00045594-0.000105501j -0.00111615-0.00603426j -0.00113807-0.00296789j 0.00170811-0.00111116j 0.00347555+0.00463162j 0.000318035-0.000818807j -0.00773432-0.00721913j 0.00347181-0.00688485j 0.003351+0.00575378j -0.000274521-0.00131551j -0.00594577+0.00347271j -0.00130013-0.00322885j 0.000938997-0.00185023j 0.0049987+0.00336115j 0.00215797-0.000668767j 0.00992374-0.00580134j 0.0107552+0.00658481j 0.00210482+0.00542883j 0.00145419-0.00190774j 0.000911791-0.00175261j -0.00860917-0.00318922j 0.0020101-0.010939j 0.00805776+0.00038849j 0.00111893+0.0036583j -0.00642041+0.00180122j -0.00119709-0.00736317j -0.000528793+0.000641235j 0.000710712+0.000256317j 
0.0019325-0.00398015j 0.00403484+0.00185304j -0.00317501-0.0035542j -0.00408151+0.00430156j 0.00717854-0.00161476j 0.00349882+0.00298927j 0.00521251+0.00184319j 0.00161194+0.00313604j -0.00576717-0.0101744j 0.0032945-0.00533892j 0.00234584+0.00238482j -0.00174087+0.00363947j -0.000265039+6.26123e-06j 0.002153-0.000237119j 0.000840911-0.00799033j 0.00313109-0.000403296j -0.00200299-0.000505346j 0.000749645-0.00122191j 0.00402907-0.00134456j 0.00033042-0.00355082j 0.000931757+0.00155774j 0.000727888-0.00121146j -0.00169328+0.0008134j -0.00286331+0.00511981j -0.00305269+0.000740993j -0.000728616-0.00449208j -0.0071336-0.00579336j -0.00415544-0.0042518j 0.00152158-0.00142701j -0.0039527-0.00170429j 0.0059797+0.00670016j 0.000522716+0.000525625j -0.00382346-5.13338e-05j -0.00371238-0.00290396j -0.00198705+0.00605196j 0.00335819+0.00406782j -0.00113319+0.000280335j -0.00137021-0.000255861j -0.00487088-0.00528261j 0.002317-0.000396656j 0.000938639-0.00311357j -0.00323917-3.87134e-05j -0.000550151-0.00422003j -0.00268198+0.000874708j 0.0106253+0.00150322j 0.00294095-0.00413931j 5.82648e-05+0.00529643j -0.00217255+0.00562874j 0.00321828-0.00559736j 0.00220989-0.000442656j 0.00228888-0.00623728j 0.00876442-0.0053133j -0.00404582+0.000186104j -0.00246944-0.00218631j 0.00873515-0.00700089j 0.0121723-0.00242602j 0.000513831-0.00941045j -0.00614325-0.00578175j 0.00564152-0.00626014j 0.000512815-0.00214311j 0.000238955+0.00245722j -0.00511163-0.000347251j 0.00342241+0.00362865j -0.000879015+0.00199623j 0.00389739-0.00629421j 0.00767929+0.00126792j 0.0056643+0.00604319j 0.00110002-0.00482487j 0.000246585-0.00346686j -0.00547444+0.000535846j -0.00200614-0.00548614j 0.00285765-0.00269843j 0.00226031+0.00072518j -0.000410907+0.00170777j -0.00118406-0.000500963j -0.000363089-0.00106286j -0.000984916+0.000316055j 
0.0012776-0.000889176j 0.00082349+0.00117907j -0.001317-0.00216577j -0.00210057+0.002041j 0.00333056-0.00273245j 0.00220832+0.00162209j 0.00219617-0.00123778j 0.00272265+0.000878227j -0.00470243-0.00308409j -0.000226759-0.00268989j 0.00191078+0.000207519j -8.51946e-05+0.00186087j 8.74474e-05+0.000214956j -0.000641007-0.00133118j -0.00155894-0.0033242j 0.00158169+0.000276558j -0.000534509-0.000613697j 0.000704861+0.000317543j 0.00208889-0.000370902j 5.77585e-05-0.000706091j 0.00118785+0.000758948j -4.99899e-05-0.000232762j -0.000303257+0.0013709j -0.000933169+0.000405913j -0.00110438+0.000484525j -0.0006665-0.00118573j -0.00226093-0.00286445j -0.00234382-0.0014826j 0.00126801-0.000632255j -0.00145005+0.000126387j 0.00187643+0.00262022j 0.000347069+0.00136491j -0.00151613-0.000815071j -0.0015088-0.00101091j -0.00136888+0.00362942j 0.00222789+0.00169832j -0.000693147-0.000220822j -0.000317252+0.000276353j -0.00222685-0.000278621j 0.000757736-0.000162494j 0.000463914-0.00142587j -0.000767055-0.000553188j -0.000286544-0.000990767j -0.00113521-0.000231996j 0.00504254-0.00148469j 0.00222598-0.00184115j 0.000218094+0.0020782j -9.10552e-05+0.000917904j 0.000936535-0.00181116j 0.000374654-0.000504941j 0.000123819-0.00327956j 0.00223701-0.0032846j -0.000574721+0.000472148j -0.000147926+0.000594387j 0.00229814-0.00292088j 0.00259753-0.00264934j 6.06893e-05-0.00432967j -0.0013249-7.23637e-05j 0.000258659-0.00208269j -0.00135181+0.000347464j 0.000307751+0.000743556j -0.0013549+0.000367727j 0.00255967+0.00161276j 8.49767e-05+0.000792046j 0.0023702-0.00285611j 0.00351853+0.00071381j 0.00204811+0.00159736j -0.000307161-0.00130052j -0.000155583-0.00185423j -0.00319343-0.00041003j -0.000413331-0.00274956j 0.00113228-0.0010578j 0.00137799+6.8126e-05j -0.00135731+0.00117722j -0.000933098-0.00161452j 6.03895e-06+0.000460273j 0.000447472-9.69921e-05j 
0.000977581-0.00171167j 0.00192237+0.00111537j -0.000893316+0.0019543j 0.00144398+0.000820801j -0.000652669+0.00168473j -0.000323361-0.00138497j 0.000287536+0.00229209j -0.00272975+0.000468836j 0.000488485+6.64679e-05j -0.000130327-0.000808443j -0.000719489+0.002321j 0.000498787-0.000487805j 0.00077502+0.00126705j 0.00287201+0.00116125j 0.00140013+0.000319299j 3.9503e-05-0.00150326j -0.000884609+0.00166919j -0.000441962-0.00079003j -0.00117748-0.000358834j 6.27557e-05-0.000278049j -0.000627895-0.00148736j -0.00110562+0.000388342j 0.000693125-0.000469175j -0.00124662+0.00158915j 0.000256448-0.000124543j -0.00115671-0.000876529j -0.000800042+0.000214077j 0.000926435+0.000796358j 0.000714208-0.00094872j 0.000119669-0.000148858j 0.000746676+6.32129e-05j -3.70681e-05-0.0010362j -0.000720627+0.00130585j -0.000970645-0.000461759j 0.00107918+3.37362e-05j 0.000263435-0.000714454j -0.000177498+0.000214211j -0.000181563-1.73663e-05j 0.00140135-0.000405952j -0.000628496-0.000229574j -0.000547044+0.000365408j -0.000308761+0.00117263j -0.00082854-0.000264912j -0.000563113+0.000791929j 4.72585e-05+0.000308803j -0.00140842-0.00123816j 0.000172435-0.00035752j 0.00017428+0.000683634j -0.00106327+0.000317581j -2.96559e-05+0.000797777j 0.000650459-0.000241475j -0.000252128+0.000720668j -0.00107374-0.000628263j -0.00115267-0.00103363j 9.98155e-06-0.00055447j 0.00132644+0.00035539j 2.32361e-06+0.0006707j 0.000625931+0.00018633j 0.00114593-0.000114708j 0.000574538+9.86392e-05j -0.000463457-0.000850603j -0.000861846+0.0012837j -0.000220977-2.54092e-05j -0.000504661-6.10988e-05j -0.00133109-0.000582711j 0.000579593+0.000283863j 0.000149887+0.000869395j -0.000146525+8.98776e-05j -0.000683926+0.000644187j 0.000563303+0.0019154j -0.00159452-0.000443278j 0.00030126-0.000389708j -0.00144066+0.000319859j 0.00135275+0.00127926j -0.00148742+0.00146221j 0.000499923-0.00104552j -0.000811438-0.00036357j 
0.00200666-0.000128088j 0.000240299+0.00197092j -0.00097449+0.000983579j 0.000674276+0.00126879j 0.000639777+0.000618946j 0.000293532+1.31189e-05j 0.000521897+0.00176327j -0.00157486+0.00060074j -0.000912381-2.69633e-05j -0.000491813-0.000785853j 0.000699618+0.000704384j 0.00128308-0.000624426j 0.00104683+0.00118448j 0.00213808-3.93118e-05j 0.00137437-0.000460337j 0.000235631-0.000719489j -8.96286e-05+0.000364725j -0.000367764-0.000848926j -0.000243802+0.000596173j -0.000677055+0.000876423j -0.000781849-0.00138303j -0.000592127+0.0010444j 0.000345199-0.000255409j -0.000896141+0.000776883j 0.000384391+7.08878e-05j -0.00100444-0.000622312j -0.000387796-1.90727e-05j 0.000176112-0.000381822j 0.000776418-0.000761899j 0.000237766+0.000349236j -6.13465e-05+0.000715925j -0.00109099-6.11474e-05j -0.00117462+0.000426068j 9.82331e-05-0.000952941j 0.000255668-4.22896e-05j 0.000183499-0.000619471j -0.000541363-0.000369248j -0.000404594+8.59207e-05j 0.000518923-2.87803e-05j -0.000484764-3.30156e-05j 8.13835e-05+0.000847743j -0.000332561+0.000602137j -0.000766988+4.91916e-06j -0.000686181-8.89903e-06j 0.000424282-0.000178641j -0.00061301-0.00132528j 0.000537033+5.6758e-06j 0.000175258+0.000144555j 0.000207487+0.000550329j 0.000321427+0.000838164j 0.000752851-0.000192738j 0.000136228+0.000565894j -0.000513281+0.000220306j -0.000529148-0.000411341j -0.000328618-0.000228071j 0.000471379-7.9028e-05j 0.000221654-0.000140069j 0.000821546+0.000308639j 0.000213225-0.000129262j 0.000183228-0.000546552j -0.000559762-0.000237498j -0.000242831+0.00127262j -0.000648792+9.75836e-05j -0.000603193-0.000122956j -0.000114394+6.42535e-05j 0.000652567+0.000753j -0.000166817+0.000435639j -0.000361576+0.000133276j 0.000292303-4.43357e-05j 0.00046772+0.000834847j -0.00102747+6.67837e-05j 0.000381201+0.000160004j -0.00110453+0.00110197j 4.97969e-06+0.000499211j -0.000633401+8.5628e-05j 2.39408e-05-0.000668577j -0.000522102-6.41735e-05j 
0.00332171+0.000125625j 0.00017982+0.00334061j -0.00356555+0.00365398j 0.00296966+0.00344702j -0.000273257+0.00113539j 0.000544827+5.7467e-05j -0.00202469+0.00406915j -0.00450442-0.000875696j 3.00694e-05+0.000986865j -0.000830848-0.00160935j -0.000626169+0.00169456j 0.00304359-0.00073315j 0.000661679+0.00227827j 0.00349655+0.00209448j 0.0018668+0.000579808j -0.000459293-0.000731799j -0.000891559+0.00148681j -0.000722244-0.00128362j -0.00139938+0.000204256j -0.00221679+0.00107001j -0.000728658-0.00379403j -0.00107361+0.00141079j 0.000283313-0.000358629j -0.00166968+0.00123026j 0.000645125+0.000423923j -0.00176882-0.00164168j -0.000411014-3.94888e-05j 0.000945346-0.000142664j 0.00128494-0.00135453j 0.000804509+0.000891052j -0.000447319+0.000295409j -0.00153647-0.0017151j -0.00192742+0.000937992j 0.000458139-0.00155129j 0.00108233-0.000490776j 0.000289939-0.00130861j -0.000175332-0.000743174j -0.000443228-0.000589372j 0.00142911-0.000145495j -0.000651538-0.000214902j -0.00058598+0.00181211j -0.00110625+0.00114771j -0.00169619-0.000128453j -0.00116385-0.000298868j 0.000345789+0.000193495j -0.000336585-0.00197106j 0.000739466+6.80106e-05j -9.08849e-06-6.13316e-05j -0.000658896+0.0011879j -0.000689656+0.00148415j 0.00209913+0.000823881j -0.000250826+0.000645401j -0.00085867-0.000451476j -0.000740168-0.00154675j -0.000323186-0.00050989j 0.00149428+7.55871e-05j -8.10846e-06+0.000313649j 0.000927248+0.0014507j 0.00094821-0.000231013j 0.000370014-0.000148719j -0.000642888-0.00141751j -0.000798191+0.00143397j -0.000919214-2.14391e-05j -0.00153892+0.000681749j -0.000278875-0.000213189j 0.00125347+0.000951258j 0.00027939+0.00109102j -0.000603812+0.0011271j -0.000873599+0.000573087j 0.00095054+0.00165661j -0.00154168-0.000754273j 0.000901926-0.000850209j -0.00115552+0.000613873j 0.000385118+0.00225427j -0.00216936+0.000241781j 0.00130608+0.00151326j 0.00181359-0.00119133j 
0.00504209-0.000979967j 0.00114228+0.00514114j -0.00170458+0.00198328j 0.00183201+0.00147337j -0.00130124+1.61566e-05j -0.00026897-0.00219204j 0.00161127-0.000232386j 0.000171302+0.00168247j 0.00160348-0.000441628j 0.000424289-0.00126363j -0.00281395+0.00177858j -0.0017693-0.00201852j 0.0020038-0.00179514j 0.00143066+0.000444491j -0.00120631-0.000416132j -0.000848268-0.00284358j -0.000171728+0.00101219j -0.000694942+3.86582e-05j -0.00151787-0.00160971j -0.00043621-0.000366964j -0.00232654+0.000751568j -0.00165893-0.00222757j 0.000361458-0.00201476j -0.00127097+0.000859833j -0.000436222-0.000185947j 0.000154872+0.00116792j 0.00158849-0.000194714j -0.00010276+0.00109239j 0.00121987-0.00169761j 0.000169608-4.85115e-05j 0.0017215+0.000232967j 0.00238285+0.000373564j 4.77728e-05+0.00233239j -0.00190041-0.00117387j 0.000905608-1.35233e-05j 0.000132264-0.00012731j -0.000634034+0.000582876j -0.000288256-0.0015734j 0.000589327-0.000158719j -0.000196382-0.000165737j 0.000213789+0.000371783j 0.000783956+0.000708776j -0.000579162+0.000176383j -0.00204496+0.00180186j 0.000619411+0.00104167j -0.00248309-0.00071277j 0.00207417-0.00224301j 0.000880073-0.000166709j -0.00145133+6.09836e-05j 0.000496214+0.000171166j 7.06362e-05-0.000373565j -0.000374446+0.0014275j 0.00100528-0.00054138j -0.00104121-0.00160411j 1.35033e-06+0.00122646j 0.000597465+0.000936596j 0.000236217-0.000372078j 0.000678282-0.000169967j 0.00144681-0.00077494j 6.43388e-05+0.00018225j -0.000532723-0.000704051j -0.000148409+0.00154311j 0.000793037-0.0013479j -0.00159595-0.00195992j -0.00133176+8.31568e-05j 0.000616111+2.12377e-05j 0.000202547+0.00183136j 0.000244437-0.000828018j 0.000162864+0.000427018j -0.000315208+0.00258699j -0.00248511-0.000193671j -0.00109424-0.00103144j -0.00028642-0.00111186j -0.001195-0.00116971j 0.00117382-0.000938982j 0.00254429-0.00371172j -0.00358621-0.00247291j 
0.00243132-0.000237683j 0.000563229+0.0024657j -0.00199488+0.00227278j 0.00176899+0.00268979j 0.00110876+0.000655748j 0.000868151+2.2876e-05j -0.000418493+0.00366071j -0.00373006+0.000141155j -0.00144262+0.00130877j -0.000695773-0.000565302j 0.00142931+0.00063056j 0.0030986-0.00100344j 0.00182117+0.00227967j 0.00323314+0.000249578j 0.00328494-0.000179338j 0.00104202-0.000450869j -0.000548446+0.000399218j -0.000395974-0.00119487j -6.13447e-05+0.00135628j -0.000957278+0.00169493j -0.00190507-0.00357984j -0.000158658+0.00226905j 0.00124163+0.000608053j -0.000985942+0.00122158j 0.000662069+9.2534e-05j -0.002313-0.00171324j -0.000606439+0.000234316j 0.000942752+7.18635e-05j 0.00081299-0.000463087j 0.000415285+0.000762003j -0.00108021+0.000361882j -0.00340661-0.00124176j -0.00215487+0.00164377j 0.000755109-0.001771j 0.00034155-0.00119244j 0.000530367-0.00155411j -0.000909042-0.00145179j -0.000840874-0.000296537j 0.00134531-0.00110214j -0.000885668+8.27798e-05j 3.10181e-05+0.00212573j -0.000670731+0.00204616j -0.000819301+0.000767527j -0.0011005-0.00051165j -0.000616323-0.000228033j -0.000966901-0.00301584j 0.000591652+0.000511842j 0.000334751+0.000801902j -0.000694368+0.00153602j 0.00018116+0.00180994j 0.00227571-0.00082024j 0.000547236+0.00113419j -0.0017561+0.0012426j -0.0019143+0.000327149j -0.00209761-0.000121945j 0.00202896-0.000562822j -0.000232045+0.000225397j 0.00215312+0.000411782j -0.000395566+0.000248669j 0.000163933-0.00117781j -0.0018849-0.000170792j 0.000308327+0.00158762j -0.000807515+0.000830773j 0.00103414+0.000481154j -0.000826383-0.000526806j 0.00169617+0.0010117j -0.000263552+9.69723e-05j -0.000887338+0.000991259j 0.00161943+0.000458537j 7.36234e-05+0.000462891j -0.00176119-0.000911598j 2.78191e-05-0.000254966j -0.00273775+0.00101133j 0.00043881+0.000492177j -0.00119737+0.000338218j 8.25338e-05-0.000405433j 7.77796e-05-0.000110567j 
0.00365846-0.00250972j 0.00281262+0.00364791j -0.00160862-0.000251658j -0.000623533+0.00140967j -0.00217304+0.00127976j -0.000574228-0.00301142j 0.00110558+0.00229056j -0.00244809+0.00117022j 0.000797865+0.00026262j -0.00115707-0.00132942j -0.00125854+0.00320841j 0.000721526-0.00151088j 0.000272533+0.00152621j 0.00441588+0.00084353j 0.00167565+0.000270541j -0.000455141-0.00212863j -0.000943125+0.00294659j -0.00143169-0.000654031j -0.00243314-0.00164828j 0.000265087+0.000655641j -0.00109973-0.000953708j -8.00303e-05+0.001696j 0.000542584-0.00124115j -0.00143715+0.0029604j -4.12893e-05-0.000578407j -0.00102831-0.000176763j -0.000354856+0.00116252j 0.000936984+0.00194647j -0.00036959-0.000824968j 0.00138461-0.00204886j 0.00154142-0.000278754j -2.96822e-05-0.000789093j 0.00141732+0.002246j -0.00300404-0.000466608j 0.0021804-0.000815433j 0.00100753+0.000197295j -0.000794433+0.0012262j -0.000244335+0.000998436j 0.00168621-0.0011011j -0.00156019-0.000653584j -8.39786e-05-0.00035523j 0.00090938+0.000973202j -0.00127497-7.16239e-05j -0.000556601+0.0021276j -0.00030721+0.000308191j -0.00337777-0.000256425j -0.000287883-0.00193178j -9.20358e-05-4.37613e-05j -0.00115834+0.00163141j 0.000611459+0.000575744j -0.000835645-0.00162359j 0.000632493+8.55244e-05j 0.000291493-0.0011759j -0.0018524-0.000422938j 0.00034137-0.000367717j -0.000152577+0.000803835j 0.000539111+0.000748685j 0.00104356-0.000174181j 0.00155556-0.000981707j 0.000754942+0.000568052j -0.000318391-0.000278951j 0.00038375+0.00174234j -0.000292465-0.00032558j 0.000698598+9.60051e-05j -0.00148553-0.0011125j 0.00113995-0.000629437j 0.000727526-0.000618858j 0.000239329+0.000507239j 0.000229756+0.000538195j -0.00126553+0.00100671j -0.00194953-0.0027115j -0.000278773-0.000784597j -0.00212732-0.00108648j -0.000137922-0.00115494j 0.000696438-0.000498301j -0.00122423-0.00624607j -0.00591431+0.00126189j 
0.00381919-0.000531341j 0.00138083+0.00389455j -0.00224831+0.00585728j 0.00456984+0.00326502j 0.00133436+0.00312536j -0.000439631-0.00132047j 0.00014722+0.00643441j -0.00635562+0.00221501j 0.000897529+0.000782959j -0.00164153-0.00207577j 0.000193296+0.00501227j 0.00353731-0.00352639j 0.00377964+0.00201105j 0.0077815+0.00140563j 0.00420267+0.000654986j 0.000169867-0.00250686j -0.000889437+0.00379673j -0.00157202-0.00284911j -0.00198282+0.000871483j -0.00159718+0.00212358j -0.00549014-0.00376178j -0.00248132+0.00260276j 0.00210573-0.00162543j -0.00253365+0.00343736j 0.000986613-3.87141e-05j -0.00335492-0.00117263j -0.000505525+0.000628797j 0.0029052-7.06034e-05j 0.00222991-0.00327468j 0.00104353+0.00063183j -0.000212712+4.25472e-05j -0.00240039-0.00271019j 0.000782422+0.00467093j -0.00215767-0.00235143j 0.00137276-0.00212692j -0.000395667-0.00245452j -0.00171705+5.7164e-05j -0.00279655-0.000511076j 0.00150682-0.00103902j -0.00205661-0.000317562j 0.000292096+0.00262055j 0.00106337+0.0023495j -0.000917529+0.000199348j -0.00107687+0.00362977j 0.000460073+0.00122161j -0.0060708-0.00147493j 0.000626919-0.00256293j 0.00258262-8.10573e-05j -0.0014848+0.00632975j 0.000122153+0.00107236j -8.52028e-06-0.00368092j 0.00289724+0.0031825j 0.000318958+0.000276286j -0.00352101+0.00141718j -0.00102345+0.00271618j 0.00281313-0.00192997j 0.00198359-0.000572114j 0.00268893+0.000885508j 0.00047912-0.00204792j -0.00143808-0.000506808j -0.00467304+0.00238162j 0.00223472+0.00350088j -0.000393526-0.000734682j 0.00223404+0.00136704j -0.00134007-0.00233173j 0.00424178+0.00278431j 0.000671738-0.001799j -0.00170143+0.00311235j 0.00314473+0.00328671j -0.00122298+0.00176325j -0.00402212-0.00548814j -0.00199374-0.00111378j -0.00602556-0.00399658j -0.00267122+0.000695061j -0.00174667-0.00392889j -0.000740378-0.0021525j -0.00103151+0.000795216j 
-0.00206061-0.00361117j 0.00386383-0.00159525j 0.000327161-0.000458407j -0.00114555-0.00180558j -0.00418429+0.00237799j -0.00150144-0.00484994j 0.000262994+0.000822078j -0.00234562-0.000329259j 0.00412697-0.00124282j 0.000688257-0.00261501j -0.00536082+0.00606475j -0.00551329+0.000732106j 4.16004e-05-0.00294123j 0.000282539+0.00213088j -0.00406079+0.00296339j -0.00391565-0.00288557j -0.00153673+0.00364723j -0.000399493+0.000520353j -0.00458761-0.00499644j -0.0003097-0.0026477j -0.00180674+0.00511151j -0.0054728-0.00624624j -0.00118219-0.00216831j -0.00192621+0.0005328j 0.000514494+0.000751213j 0.00255391+0.00274347j 0.0021997+0.0010502j 0.00325243+0.00226876j -0.00174051-0.00296228j -0.0021317-0.00251916j 0.00326095-0.0019632j 0.00632996-0.00191681j 0.00654298-0.00253635j -0.00617529+0.00426j 0.00077291+0.00198448j 0.000449604-0.000535538j 0.00326163+0.00700801j 0.00204679+0.00177596j 0.000572268+0.000172169j -0.000441861-0.000867559j -0.0021712-0.00381757j 0.00258067-0.00125371j 0.00194018-0.00229517j 0.00251681+0.00439088j 0.00274951+0.00510448j -0.00199396+0.00674812j -0.00278164-0.0034102j 0.00142824+2.59093e-05j -0.00255508+0.000241885j 0.00031539-0.00129258j -0.00778125+0.000824517j -0.00189392+0.00124035j 0.00458387-0.00598906j 0.00251733+0.000431915j 0.00485564-0.000155502j -0.000537399+0.00123753j 0.00118368-0.000268204j -0.00231365-0.000943306j 0.00134035-0.00279288j 0.000113059+0.00150692j 0.00133148+0.00202244j 0.00115793+0.000815172j 0.000708593-0.00114809j -0.00195442-0.000850836j 0.00107483+0.000515263j 0.00152854+0.00152007j 0.00430861+0.000130293j -0.00355577-0.000119483j -0.00587515+0.00474337j 4.62069e-05+0.00181625j 0.00369699-0.0056204j 0.00341165-0.000390447j 0.00287131-0.00537919j 0.00226394+0.000251707j 0.00191675+0.00130756j -0.00135623-0.00110978j -0.00111511+0.00207219j 
0.00459939+0.00127627j -0.00136837+0.00457625j 0.00132155+0.000721347j 0.00038182-0.00103495j 0.00259091-0.00138366j 0.000935859+0.00102553j 0.00396981-0.00144872j 0.00204929+0.00436049j -0.00021152-0.00297195j -0.00074132-0.000800936j -1.02638e-05+0.000105638j 0.000401561-0.000879247j 0.00282435-0.00107608j 0.000205884+0.000950304j -0.0007794-0.000766691j -0.00180965-0.00262138j 0.000802602-0.00327314j -0.00228897-0.00195903j -0.00152677-0.000916666j -0.00375433+0.00215522j 0.00135656+0.000990199j -0.00417504-0.000272815j 0.000535147-0.00107916j -0.00391648-0.000530564j 7.54483e-05+0.000817788j 0.0029866-0.000551769j 0.00225226+0.000334595j -0.00464434-0.00113068j 0.00317567-0.00405042j 0.00112892-7.12944e-05j 0.00360715+0.0022736j 0.00473003-0.0017146j 0.000555552+0.00187795j -0.00162782-0.0034265j 0.000309361+0.00213913j 0.000602122+0.00203537j -0.00292383+0.00313292j -0.005292-0.00538354j -0.000999966+0.00473695j 0.000312984-0.00244669j 0.00247685-0.00167353j -0.00062572-0.00311399j -0.00103851-0.00456719j -0.00212557+0.0043383j 0.0029743+0.000712515j -0.00129717-0.00039497j 0.00253091-0.00697982j 0.0017745-0.00413797j -0.00172174+0.00355016j -0.00332965+1.77958e-06j -0.00027609+0.000874407j -0.00137608-0.000238063j 0.00546669-0.00269342j -0.000991356-0.00533423j 0.00429001+0.00252522j -0.000434562+0.00153605j -0.00157646-0.00193086j -0.00215953+3.76068e-05j 0.00135061-0.00214062j -0.000902075+0.000105822j 0.00195461-0.00235983j 0.00167886-3.48504e-05j -0.00104679-0.00177724j -0.00858472+1.50266e-05j 0.00176245-0.00106112j -0.000229668-0.00270219j 0.000530622-0.000820307j 0.000479023+0.00205575j 0.000713561+0.00406932j 0.00500716-8.04938e-05j -0.00133315+0.00133953j 0.00118753-0.00232602j 7.17689e-05+9.70134e-05j -0.000990713-0.00172178j 0.00190985-0.0020106j 0.00051329-0.00349053j -0.00355557-0.000353846j 
